"","FDX.Open","FDX.High","FDX.Low","FDX.Close","FDX.Volume","FDX.Adjusted"
"54",193.089996,193.860001,191.679993,191.839996,3352300,181.425568
"55",195.669998,197.479996,192.5,195.919998,6132700,185.284134
"56",195,195.139999,189.100006,189.190002,3489800,178.919464
"57",189.339996,190.309998,187.229996,188.119995,2862300,177.907516
"58",186.789993,187.619995,184.300003,187.039993,2405900,176.886169
"59",187,190.490005,187,189.889999,1675600,179.581451
"60",189.440002,191.660004,189.149994,190.919998,1648300,180.555542
"61",192.5,194.339996,191.679993,194.169998,1890800,183.629135
"62",193.949997,196.229996,193.220001,195.149994,2175500,184.555908
"63",195.860001,197.199997,194.399994,195.360001,1796500,184.754486
"64",195.059998,196.580002,194.649994,196.270004,1866400,185.615112
"65",197,199.169998,195.5,195.850006,1651300,185.21788
"66",196,197.259995,195.639999,195.990005,1410500,185.350311
"67",195.539993,196.880005,195.369995,195.649994,1612000,185.028748
"68",196.130005,197.229996,195.229996,195.759995,1152400,185.132751
"69",195.050003,195.130005,192.679993,192.990005,2393500,182.513168
"70",193.119995,193.229996,186.149994,186.309998,3427400,176.195816
"71",186.490005,186.800003,183.710007,183.729996,2691600,173.75589
"72",184.369995,185.899994,183.070007,185.539993,2372600,175.46756
"73",184.860001,185.779999,183.550003,183.610001,1525900,173.64238
"74",185.139999,186.070007,182.889999,183.559998,1567300,173.595108
"75",184.639999,186.949997,183.789993,186.479996,1672200,176.356567
"76",186.979996,187.649994,185.199997,185.279999,1725000,175.22171
"77",187.5,188.660004,187.309998,188.559998,1533400,178.323685
"78",189.199997,190.589996,188.600006,188.970001,1472600,178.711395
"79",189.059998,191.059998,188.630005,189.580002,1598000,179.2883
"80",190,192.369995,188.740005,191.710007,2119500,181.302673
"81",192.089996,192.320007,188.770004,189.699997,1377500,179.401764
"82",189.910004,190.289993,188.160004,188.229996,1349700,178.011581
"83",188.649994,189.740005,188.240005,189.029999,1159500,178.768097
"84",189.039993,190.119995,188.449997,189.919998,805000,179.609818
"85",190.369995,191.229996,189.880005,191.190002,1361500,180.810883
"86",191.509995,192.800003,190.729996,192.419998,1116500,181.974106
"87",192.119995,192.119995,190.820007,191.110001,1054700,180.73526
"88",191.360001,191.619995,189.639999,190.789993,1129500,180.432571
"89",190.539993,191,189.009995,189.75,971000,179.449066
"90",189.139999,191.160004,187.940002,190.839996,1328700,180.479858
"91",189.779999,192.070007,189.779999,191.660004,1352300,181.255371
"92",191.880005,195.940002,191.270004,194.759995,2088500,184.187073
"93",194.839996,195.25,194.029999,194.139999,1069200,183.600754
"94",194.139999,194.139999,187.070007,187.490005,2284400,177.311737
"95",188.5,190.740005,186,188.729996,1604700,178.484406
"96",189.300003,191.190002,188.75,189.369995,1308100,179.089706
"97",190.389999,191.899994,189.440002,191.649994,1083800,181.245911
"98",191.679993,193.309998,190.929993,193.059998,907000,182.579361
"99",193.429993,193.899994,192.600006,193.270004,715800,182.777954
"100",193.699997,194.940002,192.929993,194.809998,1357600,184.234344
"101",193.770004,194.940002,193.580002,194.259995,758000,183.714218
"102",193.820007,194.979996,192.679993,193.880005,1083500,183.354858
"103",194.279999,194.300003,191.929993,193.839996,1303100,183.317001
"104",194.580002,198.75,193.940002,198.360001,1420100,187.591614
"105",199.039993,204.889999,198.850006,203.110001,3027100,192.083771
"106",202.669998,204.399994,202.059998,202.25,1721000,191.270447
"107",201.289993,204.910004,200.839996,203.169998,2120100,192.140488
"108",203.300003,206.309998,202.419998,206.149994,2175700,194.95874
"109",206.149994,206.929993,204.300003,205.839996,1975200,194.665543
"110",205.889999,207.110001,204.949997,206.399994,1511100,195.19519
"111",206.139999,209.350006,205.259995,209.119995,1841300,197.767502
"112",209.899994,210.649994,208.449997,209.419998,1210800,198.051239
"113",210.119995,210.119995,207.690002,208.899994,1110300,197.559433
"114",207.839996,210.820007,207.759995,210.449997,1281100,199.025284
"115",210.850006,211.880005,209.570007,210.5,1842200,199.072617
"116",211.229996,211.419998,208.600006,210.949997,2318000,199.498154
"117",210.440002,211,208.949997,208.949997,2344600,198.076233
"118",208,213.860001,205.5,212.300003,3534300,201.251907
"119",209.800003,212.669998,208.610001,211.630005,2027300,200.616776
"120",211.389999,216.960007,211.259995,215.350006,2547200,204.143204
"121",216.389999,217.289993,215,215.360001,1246600,204.152603
"122",215.029999,216.130005,214.289993,214.330002,1541500,203.17627
"123",216.190002,217.330002,215.289993,217.149994,1463300,205.849503
"124",217,217,215,215.229996,1574000,204.029434
"125",216.479996,218.360001,216.059998,217.330002,1412800,206.020172
"126",218.490005,219.279999,217.380005,217.380005,991600,206.067551
"127",217.399994,219.360001,217.029999,218.309998,1169200,206.949142
"128",217.300003,218,214.639999,215.029999,1501100,203.839813
"129",216.270004,218.990005,215.389999,218.509995,1069200,207.138733
"130",218,219.990005,217.710007,218.869995,1018200,207.480011
"131",219.089996,219.259995,216.360001,217.539993,1164900,206.219208
"132",218.869995,219.25,217.869995,218.320007,1031600,206.958679
"133",218.360001,218.539993,217.210007,217.970001,977800,206.626846
"134",217.25,219.449997,216.889999,219.059998,1000100,207.660095
"135",215.25,216.470001,211.529999,215.479996,2838900,204.266403
"136",215.160004,215.160004,210.949997,211.039993,2231000,200.057465
"137",211.130005,212.949997,210.100006,212.880005,2616200,201.801712
"138",213.199997,213.470001,211.339996,211.880005,1975900,200.853775
"139",210.800003,212.610001,209.710007,212.509995,1235700,201.450958
"140",212.089996,213.399994,211.630005,212.679993,1035900,201.612091
"141",213.779999,215.589996,213.649994,214.369995,898300,203.214172
"142",214.809998,214.850006,213.460007,213.630005,669200,202.512726
"143",213.25,213.770004,206.220001,207.539993,2374100,196.739609
"144",207.660004,208.949997,206.690002,208.039993,1076400,197.213562
"145",208.369995,208.820007,207.710007,208.029999,828900,197.204086
"146",208.960007,209.410004,205.910004,206.710007,1176900,195.95282
"147",207,209.679993,206.300003,209.5,1359900,198.59761
"148",209.130005,209.720001,208.279999,209.360001,1091000,198.46489
"149",209.220001,210.479996,206.419998,209.320007,1450000,198.426987
"150",209,209,207.589996,208.369995,988400,197.526474
"151",208.550003,209.449997,206.720001,207,1255300,196.227707
"152",206.580002,206.649994,204.649994,206.179993,1018700,195.450394
"153",205.800003,206,203.529999,203.550003,1110200,192.957214
"154",203.389999,206.809998,203.130005,204.869995,1136600,194.208588
"155",205.949997,208.029999,205.949997,207.860001,1105200,197.042969
"156",208.509995,210.259995,208.029999,209.070007,723000,198.190002
"157",209.429993,210.990005,209.339996,209.630005,709700,198.720886
"158",209,209.440002,205.369995,205.369995,1028600,194.682556
"159",205.220001,207.570007,204.690002,206,930400,195.27977
"160",206,206.600006,204.869995,206.330002,980800,195.59256
"161",207,209.600006,206.809998,209.279999,701500,198.389053
"162",208.320007,208.839996,206,207.070007,1015800,196.294067
"163",208.020004,208.059998,205.639999,206.669998,598200,195.914871
"164",207.729996,209.009995,207.190002,207.759995,614200,196.948166
"165",208.429993,209.240005,207.830002,208.839996,640100,197.971985
"166",207.460007,211.649994,207.220001,211.300003,824300,200.303925
"167",212.179993,214.490005,211.559998,213.779999,1010700,202.654877
"168",214.75,215.149994,213.369995,214.380005,1088500,203.223663
"169",215.119995,216.710007,214.5,215.050003,825600,203.858795
"170",214.199997,214.919998,212.399994,213.259995,992000,202.161957
"171",214,214.729996,211.910004,211.910004,1134800,200.882217
"172",212.699997,214,212.110001,213.660004,881600,202.541153
"173",212.690002,212.690002,209.669998,210.479996,1601000,199.994629
"174",212.110001,213,211.009995,212.399994,1491900,201.818954
"175",213.309998,217.300003,213.110001,215.539993,1580700,204.802551
"176",215.119995,215.529999,213.610001,215,800900,204.289444
"177",214.160004,216.190002,214.029999,214.520004,967900,203.833374
"178",212.869995,217,211.740005,214.830002,1811600,204.12793
"179",215,216.339996,214.110001,215.080002,1125800,204.365494
"180",215.130005,216.949997,215,216,2127000,205.239609
"181",216.369995,222.710007,215.570007,220.5,4275900,209.515488
"182",220,220.779999,218,218.830002,2092300,207.92865
"183",218.850006,220.949997,217.839996,220,1607600,209.040405
"184",220.130005,220.919998,217.600006,219.199997,1277500,208.280212
"185",218.740005,220.320007,218.539993,219.809998,1404700,208.859848
"186",220.779999,220.979996,220,220,1262300,209.040405
"187",219.619995,224.5,219.119995,224.259995,1467900,213.08815
"188",224.259995,226.339996,223.490005,225.580002,1290200,214.342422
"189",225.509995,227,224.600006,226.330002,1168800,215.055069
"190",226.190002,226.899994,222.580002,223,1291300,211.89093
"191",222.869995,223.470001,221.210007,221.320007,1004800,210.294632
"192",218.389999,221.660004,217.770004,221.610001,2072800,210.570206
"193",221.509995,222.240005,220.220001,220.800003,783000,209.800537
"194",221.110001,221.770004,220.039993,220.639999,1024600,209.648468
"195",221.350006,222.220001,220.649994,220.779999,710200,209.781509
"196",221.460007,223,221.25,222.679993,1318600,211.586868
"197",222.570007,225.830002,222.309998,225.059998,1172400,213.848328
"198",225.490005,226.080002,222,222.220001,1088200,211.149796
"199",222.720001,222.880005,220.279999,221.350006,762800,210.323135
"200",221.009995,221.509995,219.809998,220.100006,1034000,209.135422
"201",220.460007,223.270004,220.210007,222.300003,851300,211.2258
"202",221.479996,224,220.610001,223.970001,1487000,212.812592
"203",224.940002,225.850006,224,225.070007,1297900,213.857773
"204",226,226.580002,224.690002,225.339996,1192400,214.114365
"205",225.740005,226.720001,225.240005,225.839996,1107100,214.589462
"206",225.389999,226.410004,225.020004,225.5,1108600,214.266403
"207",226.320007,230.080002,225.899994,229.039993,1430400,217.630035
"208",228.990005,231.350006,228.610001,230.470001,1241400,218.9888
"209",230.070007,230.449997,227.169998,227.720001,742800,216.375793
"210",228.119995,228.309998,225.779999,225.809998,949200,214.560928
"211",227,227.380005,224.669998,225.460007,1149900,214.228348
"212",225.699997,226.5,222.860001,225.300003,1318400,214.076355
"213",225.160004,225.919998,223.740005,224.240005,810600,213.069168
"214",223.630005,224.139999,220.520004,220.949997,1103700,209.943054
"215",221.559998,222.839996,220.800003,221.160004,855600,210.142578
"216",220.429993,221.910004,219.830002,220.5,972900,209.515488
"217",219.399994,219.75,215.470001,217.440002,1003400,206.60791
"218",216.889999,218.449997,216.270004,218.149994,936300,207.282547
"219",219.5,221.770004,218.649994,221.429993,1209500,210.399139
"220",220.809998,220.979996,219.520004,219.940002,805000,208.983337
"221",218.960007,219.880005,214.169998,214.449997,1323400,203.766846
"222",215.320007,218.679993,214.809998,217.910004,1520300,207.054474
"223",217.059998,218.279999,215.860001,216,1446800,205.239609
"224",216.610001,218.339996,216.050003,217.25,991200,206.427353
"225",217.880005,217.970001,216.830002,217.320007,1226000,206.493927
"226",218.029999,218.419998,216.529999,217.830002,1331900,206.978455
"227",219,219.100006,216.350006,217,703600,206.189789
"228",217.110001,218.360001,216.360001,217.869995,1244700,207.016495
"229",218.820007,218.919998,216.710007,218.509995,1647700,207.624573
"230",218.919998,226.479996,218.770004,225.929993,1881800,214.674942
"231",227.330002,233.889999,227.330002,231.460007,2789100,219.929489
"232",231.720001,232.990005,226.169998,230.839996,1809900,219.340363
"233",234.770004,243.059998,233.789993,239.050003,3049700,227.141388
"234",238.300003,239.509995,235.070007,235.399994,1592100,223.673187
"235",234.649994,237.770004,233.669998,236.389999,1523400,224.613876
"236",236.410004,240.279999,235.75,239.300003,1232200,227.378906
"237",240.270004,241,238.809998,240.729996,1196600,229.216629
"238",239.669998,241.110001,237.259995,238.610001,1423000,227.197998
"239",238.649994,241.369995,238.020004,239.5,1731100,228.045425
"240",240.389999,243.479996,239.5,242.020004,1204800,230.444916
"241",242.229996,242.820007,238.309998,238.5,1537000,227.093292
"242",240.5,241.740005,239.559998,240.050003,2227000,228.569138
"243",243,243.75,241.100006,241.910004,1977900,230.340164
"244",242.110001,243.520004,240.350006,242.539993,2330000,230.940033
"245",252.600006,253.240005,246.600006,251.070007,5898100,239.062088
"246",253.839996,255.110001,248.759995,250.169998,3257100,238.205109
"247",250.559998,251.550003,249.169998,250.020004,1341200,238.062302
"248",250.399994,251.25,249.210007,249.639999,755900,237.70047
"249",250.259995,250.350006,248.809998,250.029999,890200,238.071808
"250",250,250.619995,247.270004,248.320007,1003400,236.443619
"251",249,250.699997,248.580002,249.539993,1162200,237.605225
"252",250.830002,257.600006,250,257.600006,2461300,245.279816
"253",257.26001,261.570007,256.01001,260.820007,2149600,248.34581
"254",262.290009,266.220001,262,264.880005,2600400,252.211594
"255",266.25,271.390015,263.619995,265.920013,2863900,253.201813
"256",268.899994,270.170013,266.890015,268.660004,1956000,255.810776
"257",270,271,267,267.75,1648300,254.944397
"258",265.299988,268.720001,263.619995,268.01001,1644400,255.191925
"259",268.5,271.200012,267.630005,271.190002,1652100,258.219849
"260",271.25,271.899994,269.559998,271.850006,1342900,258.848236
"261",272.269989,273.160004,267.209991,269.579987,1668600,256.686768
"262",270.640015,271.899994,268.049988,271.48999,1378100,258.505463
"263",272.269989,274.660004,270.649994,272.179993,1903100,259.162415
"264",272.779999,274.380005,269.820007,274.320007,1420400,261.200073
"265",273.049988,274.100006,271.299988,273.890015,1006300,260.790649
"266",273.950012,273.950012,271.320007,272.019989,1182800,259.010101
"267",272.440002,272.880005,268.820007,270.410004,1421700,257.477142
"268",271.100006,271.100006,266.769989,268.040009,1603500,255.220413
"269",268.51001,269,265.690002,268.850006,1522200,255.99176
"270",267.5,270.549988,267.269989,267.690002,1153300,254.887253
"271",266.540009,266.839996,259.51001,261.459991,2455400,248.955124
"272",263.700012,267.170013,261.660004,262.480011,1764600,249.926392
"273",258.149994,265.670013,257.329987,261.829987,2318100,249.30748
"274",260.579987,261.23999,255.720001,255.869995,1655000,243.632538
"275",252.479996,259.130005,248.360001,248.5,2315400,236.615021
"276",244.440002,254.119995,242.509995,250.179993,3366200,238.214691
"277",248.960007,254.470001,248.509995,251.149994,1520100,239.138275
"278",251.649994,251.649994,239.139999,239.270004,2735400,227.826447
"279",235.699997,239,226.199997,235.320007,5153300,224.065369
"280",236.809998,241.380005,235.399994,239.929993,2667200,228.454865
"281",238.740005,241.529999,236.720001,240.320007,1537700,228.826248
"282",239.75,242.330002,238.850006,240.820007,1817100,229.302292
"283",241.919998,245.130005,238.669998,245.029999,1707700,233.310959
"284",244,247.720001,242.600006,244.190002,1476800,232.511139
"285",243.360001,244.300003,240.25,240.979996,1125400,229.454681
"286",241,247.75,241,243.300003,1281300,231.663681
"287",244.149994,248.190002,244.050003,245.429993,1383500,233.691849
"288",248.220001,252.240005,247.5,252.220001,1806900,240.15712
"289",253,255.149994,250,254.509995,1534300,242.337555
"290",254.630005,255.919998,248.610001,248.740005,1393700,236.843521
"291",249.559998,251.600006,246.259995,246.410004,1739400,234.624954
"292",246.350006,250.470001,242.490005,243.699997,1967800,232.044556
"293",241.580002,242.820007,238,241.309998,1729900,229.768875
"294",239.399994,243.110001,237.199997,241.940002,1064200,230.368729
"295",243.570007,244.619995,241.580002,243.039993,1434900,231.416107
"296",240,243.410004,239.5,241.679993,1648200,230.12117
"297",242,242.009995,236.179993,240.470001,1837500,228.969086
"298",242.429993,247.389999,240.940002,247.119995,1644700,235.79126
"299",247.080002,248.5,245.649994,246.539993,1277100,235.237839
"300",247.580002,252.740005,246.779999,250.770004,1950400,239.273941
"301",252.240005,252.5,246.570007,246.910004,1539300,235.590912
"302",247.550003,251.619995,247.220001,247.399994,1732100,236.058441
"303",248.490005,254.119995,248.020004,252.029999,2167000,240.476181
"304",251.220001,252.800003,246.300003,249.610001,1984000,238.167114
"305",250.550003,254.020004,249.380005,251.990005,3398100,240.437988
"306",252.25,258,249.009995,249.020004,4843700,237.604156
"307",246,246,235.389999,236.270004,4249800,225.43866
"308",237.059998,238.740005,228.899994,229.479996,2666300,218.95993
"309",233.75,240.089996,231.520004,239.850006,2659400,228.854568
"310",240.320007,241.270004,233.179993,234.639999,1907100,223.883362
"311",234.639999,237,232.429993,234.800003,1882000,224.036057
"312",236.940002,242.580002,236.800003,240.110001,1923500,229.102615
"313",239.190002,241.880005,235.199997,238.5,2063900,227.566437
"314",239.220001,241.289993,237.080002,241.039993,1540100,229.990005
"315",236.509995,239.100006,232.529999,238.759995,2027400,227.814484
"316",239.309998,241.940002,237.190002,241.070007,1153600,230.018646
"317",239.279999,239.630005,231.710007,234.289993,1447000,223.549423
"318",235.699997,238.380005,234.059998,234.320007,1385400,223.578079
"319",238,240.759995,236.949997,238,1649200,227.089355
"320",236.119995,238.910004,235.779999,238,906000,227.089355
"321",239.539993,243.580002,239.429993,241.910004,1167800,230.820099
"322",243.619995,246.949997,243.100006,244.490005,1651800,233.28186
"323",245.619995,251.080002,245.619995,250.029999,1417400,238.567856
"324",251.720001,253.149994,250.380005,252,1351800,240.447571
"325",252.229996,257.470001,250.029999,255.529999,2186200,243.81572
"326",254.979996,254.979996,249.589996,251.589996,1483900,240.056351
"327",251.710007,252.470001,245.5,247.119995,1512500,235.79126
"328",247.339996,249.380005,246.669998,248.820007,813900,237.413345
"329",250.389999,253.889999,243.240005,245.559998,1817800,234.302795
"330",245.470001,248.009995,243.570007,246.899994,1316000,235.581345
"331",247.199997,250.539993,244.589996,246.929993,1708400,235.60997
"332",246.929993,250.889999,245.710007,250.330002,1243600,238.854126
"333",251.089996,252.940002,246.669998,247.199997,1603400,235.867615
"334",247.229996,248.309998,243.259995,244.660004,1599400,233.444031
"335",243.779999,243.910004,238.740005,240.600006,1461900,229.570145
"336",239.25,243.800003,236.610001,242.149994,1355400,231.049118
"337",240.550003,246.139999,238.570007,244.940002,989500,233.711212
"338",245.690002,246.720001,242.309998,243.119995,1308600,231.97464
"339",240.979996,245.330002,240.899994,241.949997,1682500,230.858246
"340",243.110001,244.309998,241.080002,244.169998,1388700,232.976517
"341",244.649994,248.210007,244.490005,247.699997,1232900,236.344666
"342",248.220001,252.199997,247.970001,250.899994,1941200,239.39798
"343",252.600006,253.779999,250.75,251.350006,1047600,239.827347
"344",249.479996,249.580002,246.25,247.339996,1638200,236.001175
"345",247.779999,248.720001,246.539993,247.119995,1101200,235.79126
"346",247.690002,250.229996,247.279999,248.460007,1084000,237.069824
"347",247.880005,249.729996,246.710007,249.449997,1195700,238.014389
"348",251,254.940002,250.679993,254.660004,1384200,242.985611
"349",255.149994,256.299988,252.350006,252.589996,1011300,241.010498
"350",252.020004,252.020004,248.619995,250.470001,1106800,238.987686
"351",250.179993,252.009995,248.5,251.740005,1496300,240.199448
"352",250.860001,253.179993,250.860001,251.5,841200,239.970505
"353",250.229996,251.460007,246.309998,247.610001,1159700,236.258804
"354",248.729996,254.190002,248.600006,253.080002,1201800,241.478027
"355",253.550003,253.550003,248.800003,249.119995,1300900,237.6996
"356",251.570007,254.800003,251.100006,253.600006,1174500,241.974197
"357",254.710007,256.5,251.639999,251.880005,919300,240.333069
"358",251.559998,252.75,249.75,252,953900,240.447571
"359",253.929993,256.73999,251.509995,256.549988,1096300,244.788971
"360",257.299988,260.619995,254.979996,257.25,1758700,245.456894
"361",256.970001,260.410004,256.75,260.149994,1221800,248.223953
"362",260.140015,263.420013,260.140015,261.970001,1424300,249.960526
"363",263.589996,266.670013,263.190002,265.529999,1782400,253.357315
"364",265.970001,266.029999,262.339996,262.920013,1147800,250.867004
"365",264,264.079987,261.359985,263.480011,1015600,251.40126
"366",262.51001,264.98999,260.839996,264.559998,1363700,252.431793
"367",263.089996,264.649994,261.579987,263.670013,1392400,251.582596
"368",261.429993,261.51001,254.75,258.390015,3160700,246.544617
"369",257.309998,257.309998,251.089996,251.429993,3906200,239.903656
"370",251.509995,251.800003,245.649994,246.720001,3665100,235.409637
"371",247.899994,248.139999,241.5,241.770004,2635600,231.295914
"372",239.729996,240.330002,231.979996,234.529999,3605700,224.369553
"373",235.600006,237.929993,233.699997,236.850006,1954200,226.589035
"374",236.850006,238.639999,229.639999,229.75,2596500,219.796631
"375",226.169998,228.059998,222.440002,226.669998,4067900,216.850067
"376",228.169998,230.75,227,227.059998,2262700,217.223175
"377",225.369995,229.630005,225.259995,229.389999,1587500,219.45224
"378",230.589996,231.449997,227.279999,227.610001,922000,217.749313
"379",228.339996,229.130005,225.509995,228.580002,1623600,218.677338
"380",228.580002,229.289993,225.350006,228.270004,1584900,218.380753
"381",229.210007,235.460007,228.979996,234.940002,1733900,224.761795
"382",235.399994,237.199997,234.320007,235.660004,1195700,225.450592
"383",233.240005,233.470001,229.610001,230.220001,1394600,220.246277
"384",231.779999,233.75,229.610001,232.690002,1333200,222.609253
"385",232,234.889999,231.809998,233.75,983400,223.623352
"386",232.320007,233.970001,229.050003,230.179993,1935900,220.207977
"387",229.729996,231.440002,229.460007,231.149994,1801300,221.135986
"388",231.589996,236.839996,231.279999,236.190002,1888800,225.957626
"389",235.119995,237.350006,234,236.550003,1549800,226.302032
"390",235.449997,236.029999,233.529999,234.929993,1705400,224.752243
"391",234.860001,236.869995,234.240005,236.399994,1207100,226.158539
"392",237.690002,240.320007,236.300003,236.830002,1928200,226.569916
"393",237.179993,240.550003,236.440002,240.240005,1885300,229.832184
"394",241.199997,243.020004,239.679993,241.240005,1505900,230.788864
"395",241.979996,244.130005,240.070007,240.839996,1215300,230.406189
"396",240.770004,244.350006,240.020004,240.440002,1212800,230.023499
"397",242.520004,248.619995,242.440002,245.869995,1886200,235.218277
"398",245.699997,245.699997,240.679993,241.100006,1096700,230.654938
"399",240,241.919998,238.779999,241.119995,1030000,230.674057
"400",240.630005,244.070007,240.190002,243.320007,962300,232.778763
"401",242.360001,245.529999,242.360001,245.130005,1209700,234.510345
"402",245.850006,249.690002,244.690002,247.850006,1144700,237.112518
"403",247.800003,248.279999,245.389999,245.490005,888600,234.854736
"404",246,247.070007,244.789993,244.800003,1115600,234.194626
"405",244.190002,244.190002,240.339996,241.759995,1483100,231.286331
"406",242,242.669998,240.160004,240.990005,900100,230.549713
"407",241.550003,246.050003,241.550003,243.699997,1038800,233.142273
"408",243.070007,244.029999,239.899994,243.479996,915300,232.931808
"409",245.020004,248.660004,244.5,246.25,1031200,235.581802
"410",246.039993,247.449997,245.479996,246.940002,803800,236.241928
"411",247.339996,249.919998,247.339996,248.789993,1031400,238.011765
"412",248.789993,252.289993,248.789993,251.110001,1263800,240.231232
"413",250.139999,250.770004,246.600006,246.940002,1168200,236.241928
"414",246.860001,247.660004,243.809998,244.470001,1205400,233.878952
"415",245.660004,246.070007,244.479996,245.020004,1066100,234.40509
"416",246.339996,249.839996,246.339996,248.899994,1650900,238.117004
"417",249.460007,249.669998,247.259995,247.630005,857900,236.902008
"418",248.119995,248.380005,246.800003,247.600006,981700,236.873337
"419",247.460007,247.929993,245.850006,246.740005,1171400,236.050583
"420",246.419998,246.649994,243.440002,243.949997,1476000,233.381439
"421",243.899994,243.929993,240.830002,241.289993,1891400,230.8367
"422",241.059998,245.190002,240.380005,244.759995,1889200,234.156372
"423",244.139999,247.130005,243.050003,246.190002,1069400,235.524399
"424",245,248.330002,244.050003,245.970001,1217300,235.93689
"425",246.080002,250.979996,245.529999,249.449997,1229900,239.274902
"426",248.889999,250.139999,247.300003,249.360001,1151500,239.188599
"427",249.360001,254.270004,248.589996,252.979996,1558200,242.660904
"428",254.479996,257.329987,252.779999,253.169998,1717600,242.843201
"429",253.399994,256.910004,253.309998,255.440002,1253300,245.020599
"430",257.269989,259.25,253.669998,255.729996,2226500,245.298767
"431",249.740005,250,241.220001,241.580002,6941200,231.725937
"432",241.300003,243.509995,238.639999,242.880005,3288700,232.972916
"433",244.649994,247.570007,244.149994,246.809998,2379900,236.742599
"434",249.229996,250.949997,246.830002,247.320007,2389800,237.231812
"435",246.539993,247.119995,242.630005,243.839996,1716600,233.893738
"436",244.320007,244.520004,238.800003,239.199997,2921100,229.443008
"437",239.570007,243.190002,238.899994,241.110001,2270900,231.275085
"438",241.440002,242.179993,239.25,240.699997,1422300,230.881836
"439",239.919998,241.179993,237.509995,240.789993,1837700,230.968155
"440",242.479996,243.550003,239.369995,239.929993,1427100,230.14325
"441",239.479996,240.940002,238.809998,239,1223700,229.251175
"442",239.339996,243.360001,239.330002,240.940002,1269000,231.112061
"443",240.809998,242.389999,237.669998,239.070007,1101300,229.318329
"444",239.009995,239.600006,232.929993,236.059998,1520500,226.431107
"445",234.919998,238.600006,232.779999,234.990005,1527800,225.40477
"446",234.399994,234.75,229.149994,229.75,1668700,220.378479
"447",229.149994,229.550003,221.350006,221.460007,2575300,212.42662
