"","VRTX.Open","VRTX.High","VRTX.Low","VRTX.Close","VRTX.Volume","VRTX.Adjusted"
"445",186.949997,187.699997,183.630005,185.339996,852200,185.339996
"446",185.339996,187.960007,184.779999,185.660004,1087300,185.660004
"447",184.919998,185.610001,176.220001,176.429993,1565400,176.429993
"448",175.490005,177.839996,171.660004,175.660004,2395200,175.660004
"449",177.199997,182.190002,175.899994,181.320007,1257500,181.320007
"450",180.800003,181,177.589996,177.649994,1064200,177.649994
"451",178.869995,185.779999,178.449997,185.449997,1136700,185.449997
"452",185.259995,185.839996,181.720001,185.479996,886900,185.479996
"453",184.289993,184.289993,173.800003,178.899994,2643400,178.899994
"454",179.350006,181.130005,175.050003,175.690002,1905500,175.690002
"455",175.529999,178.610001,172.699997,177.399994,1513400,177.399994
"456",175.860001,177.029999,170.800003,174.169998,1960500,174.169998
"457",175.020004,175.740005,162.529999,163.089996,2053400,163.089996
"458",157,167,153,165.610001,2800100,165.610001
"459",162.100006,171.389999,160.679993,169.479996,2659500,169.479996
"460",173.490005,174.979996,167.350006,170.339996,2700800,170.339996
"461",171.669998,173.460007,168.460007,171.490005,1441900,171.490005
"462",172.619995,174.279999,169.419998,169.460007,1607500,169.460007
"463",169.509995,175.75,169.25,175.190002,1369000,175.190002
"464",175.360001,177.25,171.110001,173.289993,1338100,173.289993
"465",172.080002,175.149994,171.699997,174.589996,801400,174.589996
"466",175.210007,178.350006,174.119995,175.229996,920200,175.229996
"467",177.339996,184.139999,176.559998,183.880005,1536000,183.880005
"468",183.910004,185.570007,179.630005,180.259995,1101800,180.259995
"469",179.610001,180.559998,176.789993,180.550003,1845500,180.550003
"470",180.550003,181.449997,171.699997,172.850006,1754100,172.850006
"471",174.070007,175.800003,170.070007,170.309998,955700,170.309998
"472",171.979996,173.320007,163.130005,164.580002,1502600,164.580002
"473",163.75,167.690002,162.669998,166.669998,1648100,166.669998
"474",166.259995,167.990005,164.669998,165.110001,1924100,165.110001
"475",164.759995,165.570007,159.770004,161.070007,1362900,161.070007
"476",161.350006,161.919998,157.289993,159.759995,1658200,159.759995
"477",160.570007,162.479996,159.059998,160.25,874200,160.25
"478",158.759995,161.990005,157.399994,160.389999,346800,160.389999
"479",164.300003,167.699997,162.889999,167.399994,1604000,167.399994
"480",168.429993,176.600006,168.429993,175.449997,2327600,175.449997
"481",175.509995,178.419998,172.339996,178.380005,1445100,178.380005
"482",176.889999,181.649994,176.889999,179.449997,976400,179.449997
"483",179.600006,181,178.330002,180.789993,1096000,180.789993
"484",182.600006,186.789993,181.919998,184.649994,1692900,184.649994
"485",184.740005,187.759995,177.410004,177.929993,1316200,177.929993
"486",175.369995,179.759995,174,179.610001,1906300,179.610001
"487",178.029999,179.550003,170.899994,172.210007,1627300,172.210007
"488",172.979996,174.369995,167.630005,173.779999,907100,173.779999
"489",176.289993,176.559998,170.860001,173.229996,1023600,173.229996
"490",176.199997,178.619995,174.720001,175.449997,905000,175.449997
"491",175.059998,177.490005,171.600006,173.419998,971200,173.419998
"492",171.380005,172,169.630005,170.059998,916900,170.059998
"493",169.639999,171.410004,164.479996,166.169998,1765100,166.169998
"494",168.059998,169.619995,161.350006,163.429993,1593200,163.429993
"495",163.039993,164.419998,156.300003,158.660004,1877600,158.660004
"496",158.520004,163.479996,157.699997,161.300003,2213300,161.300003
"497",161.940002,165.070007,156.300003,156.5,2677600,156.5
"498",155.399994,158.470001,151.800003,151.910004,1158200,151.910004
"499",152.979996,161.869995,152.399994,161.839996,1638400,161.839996
"500",158.949997,162.580002,156.270004,162.369995,1485000,162.369995
"501",163.520004,164.839996,160.380005,161.419998,966700,161.419998
"502",162.800003,166.210007,162,165.710007,1375400,165.710007
"503",161.210007,165.139999,160.949997,164.080002,1465400,164.080002
"504",165.830002,169.320007,163.179993,163.729996,1690900,163.729996
"505",165.899994,173.309998,164.899994,172.699997,1874500,172.699997
"506",173.050003,176.779999,170.869995,175.850006,1294600,175.850006
"507",177,178.410004,174.720001,178.190002,1653200,178.190002
"508",179.139999,182.699997,178.25,182.300003,2298500,182.300003
"509",181.850006,186.089996,180.259995,186.029999,1988200,186.029999
"510",184.619995,188.860001,183.429993,188.160004,2222600,188.160004
"511",186.710007,186.990005,183.779999,183.910004,1962000,183.910004
"512",184.369995,186.759995,183.059998,186.679993,1330500,186.679993
"513",186.210007,188.339996,184.130005,186.149994,2251200,186.149994
"514",185.770004,191.419998,184.710007,190.520004,1605900,190.520004
"515",192.630005,194.779999,189.410004,194.699997,2150100,194.699997
"516",193.479996,195.809998,192.389999,193.880005,2003900,193.880005
"517",194.669998,195.199997,187.779999,189.889999,2043000,189.889999
"518",189.639999,190.229996,186.470001,186.580002,1825300,186.580002
"519",188.160004,190.389999,186.270004,189.5,1404800,189.5
"520",188.940002,188.979996,185.759995,188.089996,1513500,188.089996
"521",188.160004,188.259995,184.699997,186.380005,1024500,186.380005
"522",185.839996,187.919998,184.5,187.050003,1385900,187.050003
"523",187.169998,190.979996,186.860001,190.910004,900800,190.910004
"524",190.919998,193.029999,189.919998,191.520004,892800,191.520004
"525",189.190002,189.279999,184.490005,187.979996,1482300,187.979996
"526",185.809998,190.740005,185.440002,187.020004,1643500,187.020004
"527",193,193,182.059998,182.389999,1915700,182.389999
"528",181.5,182.589996,178.990005,180.179993,1462500,180.179993
"529",178.759995,181.449997,178.759995,181.339996,980600,181.339996
"530",182.050003,182.169998,178.399994,181.529999,2037000,181.529999
"531",181.440002,184.300003,181.440002,184.009995,1316600,184.009995
"532",185,186.25,184.350006,185.25,1244500,185.25
"533",184.520004,186.839996,183.529999,185.720001,917800,185.720001
"534",185.669998,188.559998,185.669998,188.070007,1408200,188.070007
"535",187.899994,189.089996,185.830002,186.860001,1823700,186.860001
"536",186.059998,188.639999,185.649994,187.839996,1066300,187.839996
"537",187.699997,188.119995,182.160004,183.059998,1087000,183.059998
"538",184.330002,185.839996,182.940002,185.759995,1027400,185.759995
"539",186.740005,188.100006,185.630005,186.330002,1268800,186.330002
"540",186.259995,189.990005,184.889999,188.919998,1478000,188.919998
"541",187.970001,189.869995,186.440002,189.809998,633200,189.809998
"542",189.740005,190.039993,188.229996,188.75,1194700,188.75
"543",189.949997,192.690002,189.279999,192.160004,887600,192.160004
"544",193.029999,193.889999,186.710007,190.039993,1208600,190.039993
"545",190.160004,190.509995,187.520004,187.800003,1409100,187.800003
"546",188.179993,188.699997,180.559998,181.110001,1381000,181.110001
"547",181.360001,181.830002,177.449997,178.610001,1432900,178.610001
"548",177.259995,177.619995,173.589996,177.259995,1451500,177.259995
"549",177.940002,180.559998,177.779999,180.520004,1350700,180.520004
"550",181.149994,183.229996,179.850006,182.570007,1545300,182.570007
"551",183.369995,186.779999,182.210007,185.660004,1202300,185.660004
"552",185.619995,186.660004,184.449997,186.110001,785700,186.110001
"553",186.880005,189.350006,186.369995,188.089996,2768600,188.089996
"554",188,189.210007,185.529999,187.479996,1554100,187.479996
"555",184.639999,185,181.179993,181.759995,1556200,181.759995
"556",181.529999,182.460007,179.539993,179.979996,1213600,179.979996
"557",178.220001,182.740005,178.220001,182.559998,1156500,182.559998
"558",182.070007,183.850006,181.039993,181.529999,1612300,181.529999
"559",181.669998,185.059998,181.440002,183.850006,1754500,183.850006
"560",185.240005,190.070007,184.830002,189.910004,1373700,189.910004
"561",190,190.009995,185.619995,185.820007,1181200,185.820007
"562",186.009995,186.940002,181.490005,182.419998,1615200,182.419998
"563",184.289993,184.860001,181.919998,183.949997,1274700,183.949997
"564",185.199997,187.380005,184.679993,186.050003,1030000,186.050003
"565",185.960007,189.429993,184.910004,187.110001,814400,187.110001
"566",187.899994,188.979996,187.009995,187.889999,829400,187.889999
"567",188.220001,188.339996,182.490005,184.149994,1193400,184.149994
"568",184.490005,189.350006,184.240005,188.889999,2289000,188.889999
"569",189.270004,189.949997,186.669998,188.929993,910100,188.929993
"570",188.009995,189.699997,187.75,188.309998,976000,188.309998
"571",188.320007,191.710007,187.070007,190.369995,1155900,190.369995
"572",191.080002,191.419998,184.220001,185.119995,1971900,185.119995
"573",185.419998,186.470001,182.309998,182.779999,1077400,182.779999
"574",182.270004,184.320007,180.240005,182.490005,826700,182.490005
"575",183.630005,184.800003,179.589996,179.740005,900300,179.740005
"576",180.449997,180.75,166.649994,166.970001,2851100,166.970001
"577",169.960007,170.449997,163.679993,168.160004,3195700,168.160004
"578",167.789993,169.860001,166.199997,168.520004,1213500,168.520004
"579",169.220001,175.600006,168.770004,175.369995,1514600,175.369995
"580",175.580002,175.860001,171.759995,172.580002,1164500,172.580002
"581",172.399994,175.220001,170.199997,174.610001,806500,174.610001
"582",173.979996,174.419998,170.009995,172.850006,1117700,172.850006
"583",172.580002,173.669998,171.220001,172.520004,750300,172.520004
"584",173.929993,174.919998,168.490005,168.979996,1619800,168.979996
"585",168.759995,175.600006,168.509995,172.600006,1824800,172.600006
"586",172.100006,172.490005,167.800003,169.539993,1209800,169.539993
"587",170.050003,174.190002,169.460007,173.869995,971800,173.869995
"588",170.300003,175.149994,169.949997,174.759995,888300,174.759995
"589",172.330002,174.380005,168.589996,170.279999,1345900,170.279999
"590",170.059998,171.539993,168.399994,169.009995,1121600,169.009995
"591",167.399994,170.5,166.479996,169.910004,820200,169.910004
"592",169.360001,169.360001,164.309998,168.850006,805700,168.850006
"593",165.699997,167.479996,164.070007,164.610001,1118500,164.610001
"594",165.600006,167.580002,164.960007,166.720001,938200,166.720001
"595",165.410004,168.220001,164.960007,166.880005,663700,166.880005
"596",167.630005,173.410004,167.630005,170.229996,1688900,170.229996
"597",168.899994,170.839996,167.970001,168.729996,898200,168.729996
"598",167.770004,168.25,165.679993,165.729996,644300,165.729996
"599",167.889999,170.149994,167.380005,169.119995,703300,169.119995
"600",168.470001,174.289993,168.470001,172.369995,1230400,172.369995
"601",171.610001,173.320007,169.5,173.009995,1272800,173.009995
"602",174.309998,175.940002,171.369995,171.770004,1115700,171.770004
"603",172.240005,173.789993,171.059998,172.759995,1542100,172.759995
"604",171.149994,171.869995,166.300003,166.550003,1788400,166.550003
"605",167.259995,170.5,167.259995,170.259995,902900,170.259995
"606",168.490005,169.990005,166.100006,166.179993,982500,166.179993
"607",166.869995,168.850006,165.800003,166.639999,1080600,166.639999
"608",168.160004,172.970001,167.080002,171.270004,1456800,171.270004
"609",171.899994,174,170.389999,173.270004,1254500,173.270004
"610",173.220001,173.990005,167.419998,167.75,1261100,167.75
"611",169.429993,173.979996,169.259995,173.509995,1109600,173.509995
"612",173.289993,174.119995,171.509995,172.839996,1025100,172.839996
"613",174.080002,174.880005,171.75,172,1442300,172
"614",172.600006,173.470001,169.259995,170.630005,1444600,170.630005
"615",171.169998,171.949997,167.839996,168.889999,951600,168.889999
"616",168.899994,170.990005,167.940002,170.220001,806100,170.220001
"617",171.169998,174.139999,171.169998,173.779999,955600,173.779999
"618",175.970001,178.899994,174.800003,177.940002,1521400,177.940002
"619",178.520004,182.139999,177,181.75,1535400,181.75
"620",183.520004,186.330002,181.210007,182.169998,1217700,182.169998
"621",183.339996,184.449997,180.759995,183.970001,1844600,183.970001
"622",184.559998,184.979996,180.550003,181.020004,764000,181.020004
"623",181.639999,183.100006,179.490005,180.149994,960100,180.149994
"624",180.110001,181.029999,177.130005,177.660004,768700,177.660004
"625",178,179.240005,176.679993,178.580002,731500,178.580002
"626",179.740005,184.990005,178.75,183.380005,1604900,183.380005
"627",185.070007,185.139999,180.809998,181.839996,1111500,181.839996
"628",181.539993,181.539993,178.880005,179.529999,819600,179.529999
"629",180.25,183.449997,178.539993,183.259995,571600,183.259995
"630",179.449997,183.240005,177.410004,178.339996,878900,178.339996
"631",177.759995,177.759995,174.179993,176.75,818900,176.75
"632",175.619995,178.630005,174.779999,178.460007,714700,178.460007
"633",179,179.75,175.529999,178.759995,766600,178.759995
"634",178.809998,178.860001,172.740005,176.009995,1258100,176.009995
"635",176.059998,176.270004,173.949997,175.789993,1004000,175.789993
"636",176.160004,178.080002,174.699997,176.369995,1055300,176.369995
"637",176.470001,177.929993,175.580002,176.160004,620000,176.160004
"638",176.929993,179.240005,176.330002,177.139999,773100,177.139999
"639",176.919998,178.580002,176.380005,178.089996,853500,178.089996
"640",179.149994,179.149994,174.050003,174.130005,1121600,174.130005
"641",173.339996,174.570007,172.410004,174.080002,1121000,174.080002
"642",174.429993,176.360001,173.399994,175.240005,828400,175.240005
"643",175,175,172.309998,173.339996,1135700,173.339996
"644",172.220001,172.509995,169.020004,169.559998,1784000,169.559998
"645",170.179993,171.130005,165.850006,166.830002,1640900,166.830002
"646",167.210007,167.509995,165.270004,166.229996,1366600,166.229996
"647",165.740005,171.100006,165.520004,169.539993,2339000,169.539993
"648",168.789993,170.210007,165.660004,166.619995,1460400,166.619995
"649",173.419998,181.300003,170.130005,179.289993,3130300,179.289993
"650",177.779999,180.970001,177.059998,178.389999,1814900,178.389999
"651",176.440002,177.139999,173.919998,175.559998,1709400,175.559998
"652",174.229996,177.050003,173.639999,176.940002,1287600,176.940002
"653",175.110001,176.470001,172.479996,175.649994,941000,175.649994
"654",175.589996,183.110001,175.589996,182.940002,1641700,182.940002
"655",182.940002,184.070007,179.389999,182.979996,1275800,182.979996
"656",182.059998,183.139999,179.119995,179.839996,1160900,179.839996
"657",178.360001,185.539993,178.039993,183.910004,1246100,183.910004
"658",181.770004,183.570007,178.850006,179.529999,1405800,179.529999
"659",180.009995,182.039993,178.369995,181.119995,823100,181.119995
"660",183.080002,185.75,180.839996,184.940002,1304200,184.940002
"661",186.240005,187.710007,185.880005,187.089996,963200,187.089996
"662",187.039993,188.440002,182.899994,183.720001,1001300,183.720001
"663",185.860001,187.300003,184.600006,186.399994,575500,186.399994
"664",186.759995,187.619995,181.479996,184.210007,1026800,184.210007
"665",184.360001,186.779999,179.240005,180.179993,1198700,180.179993
"666",180.820007,182.380005,179.559998,180.639999,829500,180.639999
"667",181.990005,182.919998,177.270004,178.25,940100,178.25
"668",177.470001,180.710007,170.539993,178.339996,1680200,178.339996
"669",179.300003,180.5,178.139999,178.979996,680300,178.979996
"670",180.259995,181.199997,178.759995,180.020004,892900,180.020004
"671",180.550003,181.570007,177.580002,178.699997,1030100,178.699997
"672",179.729996,179.75,173.559998,176.830002,1003300,176.830002
"673",178.179993,180.050003,177.020004,179.860001,868700,179.860001
"674",180.350006,182.149994,179.330002,181.330002,979400,181.330002
"675",181.089996,181.279999,174.449997,174.809998,1177000,174.809998
"676",174.029999,174.139999,166.649994,171.009995,1849400,171.009995
"677",171.190002,173.610001,170.899994,173.110001,1190800,173.110001
"678",174.389999,175.449997,172,172.449997,874500,172.449997
"679",173.160004,175.789993,172.449997,174.940002,1216300,174.940002
"680",173.889999,178.089996,173.130005,177.550003,959000,177.550003
"681",173.020004,177.820007,173.020004,176,1157200,176
"682",176.009995,176.5,171.960007,174.520004,1172700,174.520004
"683",174.479996,176.699997,173.600006,176.139999,773500,176.139999
"684",177.009995,179.550003,175.580002,178.119995,1719400,178.119995
"685",178.229996,179.009995,175.770004,175.880005,724000,175.880005
"686",176.320007,177.779999,171.029999,172.520004,767400,172.520004
"687",172.309998,173.490005,170.559998,171.5,949600,171.5
"688",172.050003,172.050003,167.429993,169.550003,1593800,169.550003
"689",170.289993,170.539993,165.529999,166.740005,1206300,166.740005
"690",169.550003,171.289993,167.610001,169.419998,1432300,169.419998
"691",169.240005,170.110001,166.520004,167.580002,950800,167.580002
"692",167.690002,168.520004,165.229996,166.710007,1486100,166.710007
"693",166.059998,170.639999,166.059998,170.5,1094000,170.5
"694",170.889999,172.919998,170.520004,172.419998,873400,172.419998
"695",171.550003,172.759995,169.270004,172.050003,897300,172.050003
"696",170.470001,171.889999,167.600006,169.550003,972100,169.550003
"697",170.869995,171.990005,168.550003,168.729996,768500,168.729996
"698",168.419998,170.369995,167.619995,170.220001,765600,170.220001
"699",171.440002,174.720001,171.130005,172.410004,854900,172.410004
"700",172.320007,175.25,172.320007,173.589996,540600,173.589996
"701",174.360001,176.979996,174.020004,176.139999,738800,176.139999
"702",175.320007,177.199997,173.619995,176.089996,749400,176.089996
"703",177.800003,180.050003,177.5,177.720001,1133600,177.720001
"704",180.25,180.25,175.380005,176.229996,1122600,176.229996
"705",177.229996,184.809998,174.820007,183.529999,1097200,183.529999
"706",186.910004,194.75,186.190002,191.059998,4428000,191.059998
"707",190.369995,192.539993,186.410004,190.509995,1544600,190.509995
"708",191.699997,194.899994,189.350006,194.470001,1881000,194.470001
"709",193.130005,195.940002,192.550003,194.490005,1199300,194.490005
"710",194.559998,195.020004,192.320007,194.020004,1337400,194.020004
"711",194.429993,198.460007,193.259995,197.889999,1695000,197.889999
"712",198.110001,199.460007,196.639999,199.279999,1195700,199.279999
"713",197.059998,200,194.199997,195.479996,2273400,195.479996
"714",196.240005,202.940002,195.020004,200.940002,3010600,200.940002
"715",202.130005,202.25,197.800003,199.419998,1293300,199.419998
"716",199,199.949997,196.460007,197.139999,1324200,197.139999
"717",198.229996,198.490005,195.699997,195.970001,1124000,195.970001
"718",196.399994,197.160004,195.110001,195.830002,1018500,195.830002
"719",197.080002,202.110001,196.710007,201.309998,1219900,201.309998
"720",200.979996,202.210007,199.289993,201.899994,825200,201.899994
"721",202.139999,204.839996,201.839996,203.860001,939800,203.860001
"722",205,207.639999,203.75,207.100006,1080500,207.100006
"723",206.839996,207.5,203.240005,205,995500,205
"724",205.949997,210.050003,205.009995,209.800003,1581500,209.800003
"725",209.869995,210.080002,207.679993,210,1533600,210
"726",212.970001,215.460007,209.410004,215,1706100,215
"727",214.779999,217.080002,212.850006,215.070007,2487300,215.070007
"728",214.339996,215.639999,212.800003,215.5,1241300,215.5
"729",216.929993,218.600006,215.100006,218,1318900,218
"730",219.369995,223.610001,219,223.270004,1490500,223.270004
"731",223.660004,223.729996,218.229996,219.050003,1875300,219.050003
"732",219.100006,220.990005,218.070007,220.059998,833100,220.059998
"733",220.389999,222.419998,220.029999,221.75,537100,221.75
"734",222.960007,223.410004,218.410004,220.789993,1093200,220.789993
"735",219.610001,222.75,218.389999,221.130005,949200,221.130005
"736",222,224.080002,221.070007,223.910004,937000,223.910004
"737",223.770004,224.309998,221.350006,223.070007,767200,223.070007
"738",224.169998,224.660004,220.360001,223.25,1021300,223.25
"739",222.990005,225.660004,219.190002,219.369995,1784300,219.369995
"740",219.419998,221.869995,218.5,220.270004,1256600,220.270004
"741",221.910004,224.270004,219.580002,220,958900,220
"742",219.710007,222.550003,219.169998,220.550003,1094600,220.550003
"743",220.190002,221.619995,217.830002,218.979996,1484100,218.979996
"744",220.5,221.860001,219.330002,219.5,1919300,219.5
"745",219.720001,219.729996,216.009995,217.619995,1452500,217.619995
"746",217.830002,219.919998,217.490005,219.350006,1759400,219.350006
"747",220.139999,220.679993,216.979996,217.779999,1864200,217.779999
"748",219.619995,221.020004,217,220.690002,2824100,220.690002
"749",220.949997,222.869995,219.679993,219.979996,1132800,219.979996
"750",220.460007,220.639999,218.509995,220.559998,300500,220.559998
"751",220.600006,220.899994,218.380005,220.25,697000,220.25
"752",220.589996,221.479996,218.119995,220.970001,904600,220.970001
"753",220.380005,221.949997,217.330002,218.970001,774300,218.970001
"754",218.600006,219.809998,216.699997,218.949997,1036400,218.949997
"755",220.240005,220.649994,216.949997,219.449997,1334300,219.449997
"756",216.160004,219.889999,214.550003,217.979996,943400,217.979996
"757",217.729996,224.350006,216.910004,224.029999,1436600,224.029999
"758",224.259995,225.919998,222.139999,223.789993,1027700,223.789993
"759",225.889999,232.699997,224.910004,231.089996,1802600,231.089996
"760",233.080002,233.259995,227.270004,230.259995,1435400,230.259995
"761",231.690002,231.690002,228.070007,228.949997,1017300,228.949997
"762",229.380005,230,224.559998,226.490005,1031500,226.490005
"763",226.440002,229.800003,225.529999,229.75,1042000,229.75
"764",229.880005,234.330002,228.779999,234.149994,1741500,234.149994
"765",234.270004,235.779999,233.270004,235.5,2124000,235.5
"766",236.509995,236.509995,232.820007,235.830002,1599300,235.830002
"767",235.839996,237.199997,233.130005,233.990005,1399800,233.990005
"768",234.940002,237.470001,234.399994,234.610001,1134000,234.610001
"769",235,235.630005,231.380005,233.910004,978000,233.910004
"770",234.070007,235.179993,228.419998,229.059998,904300,229.059998
"771",226.509995,228.789993,226.070007,227.369995,802000,227.369995
"772",228.529999,232.300003,227.570007,231.970001,861800,231.970001
"773",231.720001,233.589996,230.570007,232.410004,893500,232.410004
"774",230.839996,231.75,228.679993,230.309998,1169500,230.309998
"775",238.649994,239.399994,223.009995,227.050003,3373500,227.050003
"776",230.759995,233.779999,225.009995,230.509995,1988000,230.509995
"777",233.350006,241.229996,233.289993,239.660004,1485900,239.660004
"778",241.610001,244.410004,240,240.759995,1951600,240.759995
"779",242.130005,244.649994,238.009995,239.119995,1320300,239.119995
"780",237.660004,240.339996,234.100006,240.059998,1443100,240.059998
"781",239.220001,244.889999,237,244.75,1273000,244.75
"782",245,249,242.779999,247.809998,2280000,247.809998
"783",247.610001,248.800003,240.699997,242.210007,1805700,242.210007
"784",241.410004,245.389999,239.729996,240.089996,1329200,240.089996
"785",241.240005,244.449997,238.550003,243.820007,1354000,243.820007
"786",244.919998,246,241.089996,245.929993,1305400,245.929993
"787",249.850006,249.850006,245.240005,247.779999,947700,247.779999
"788",247.289993,247.699997,242.589996,245.100006,1524800,245.100006
"789",247.300003,247.5,243.270004,246.289993,1365100,246.289993
"790",241.440002,242.759995,235.699997,237.009995,1659300,237.009995
"791",238.179993,239.990005,228.5,230,1581100,230
"792",232.410004,237.369995,229.490005,232.039993,1578500,232.039993
"793",228.479996,231.630005,218.009995,223.300003,1973000,223.300003
"794",215.570007,224.539993,215.5,224.029999,2485900,224.029999
"795",224.429993,232.979996,223.139999,232.289993,2406400,232.289993
"796",230.270004,237.550003,226.669998,228.259995,2092900,228.259995
"797",232.289993,246.059998,230.899994,245.320007,1971800,245.320007
"798",239.240005,242.179993,235.289993,237.309998,1518300,237.309998
"799",227.649994,234.479996,226.610001,233.5,1872600,233.5
"800",218.070007,227.610001,214.080002,219.649994,2034500,219.649994
"801",226.210007,231.410004,216.470001,230.509995,2024200,230.509995
"802",225.630005,230.830002,218.699997,220.339996,1733800,220.339996
"803",206.589996,215.360001,201.5,204.059998,3757900,204.059998
"804",218.229996,221.470001,200.759995,220.860001,3813400,220.860001
"805",201.600006,219,199.160004,199.770004,2521300,199.770004
"806",203.970001,230.059998,202.5,210.440002,4447500,210.440002
"807",200.600006,224.990005,197.470001,212.979996,3406400,212.979996
"808",215.149994,223.929993,202.009995,215.690002,3118600,215.690002
"809",217.699997,227.429993,204.160004,206,2764700,206
"810",210.5,218.100006,199.520004,202.210007,2802000,202.210007
"811",207.839996,224.979996,207.839996,223.130005,2830400,223.130005
"812",219.880005,224,209.509995,210.089996,2066600,210.089996
"813",209.800003,225.619995,209.429993,224.490005,1752500,224.490005
"814",219.429993,224.179993,215.570007,217.240005,1712700,217.240005
"815",221.339996,233.770004,220,231.919998,2138900,231.919998
"816",228.949997,240,228.020004,237.949997,3300700,237.949997
"817",232.119995,234.979996,223.449997,225.479996,1482300,225.479996
"818",222.770004,242.960007,222.389999,242.160004,2503900,242.160004
"819",241.380005,247.449997,234.350006,238.309998,1989800,238.309998
"820",248.610001,256.649994,241.940002,255.300003,3046300,255.300003
"821",263.149994,267.450012,245.380005,247.669998,3551100,247.669998
"822",249.429993,251.679993,240.5,249.660004,2737500,249.660004
"823",252,252,243,246.610001,2491400,246.610001
"824",244.660004,253.830002,243.809998,252.279999,1831300,252.279999
"825",257.440002,265.660004,253.509995,262.410004,2180500,262.410004
"826",260.899994,262.820007,254.309998,255.229996,2686500,255.229996
"827",259.670013,265.279999,258.609985,264.76001,2172800,264.76001
"828",272.339996,272.670013,265.149994,270.459991,2166700,270.459991
"829",271.970001,276.26001,269.049988,273.26001,1967800,273.26001
"830",273,277.220001,262.549988,262.799988,1602700,262.799988
"831",267.149994,271.25,264,269.369995,1546000,269.369995
"832",270.029999,277.799988,266.920013,267.910004,2770400,267.910004
"833",270.119995,271.350006,266.429993,269.859985,1805800,269.859985
"834",275,275.26001,267.160004,268.51001,2181600,268.51001
"835",268,269.950012,250.429993,256.959991,2338300,256.959991
"836",260.970001,262,250.520004,251.050003,2401700,251.050003
"837",257.75,258.5,245.059998,251.199997,2825200,251.199997
"838",249.259995,256,248,254.899994,1940200,254.899994
"839",257.399994,265,256.01001,264.690002,2650300,264.690002
"840",266.970001,274.059998,264.799988,272.329987,1934300,272.329987
"841",272.329987,275.549988,268,270.059998,1290200,270.059998
"842",272.690002,273.720001,266.829987,270.01001,1622000,270.01001
"843",269.5,274.410004,268.290009,271.630005,1084100,271.630005
"844",271.450012,286.820007,270.440002,285.279999,2068500,285.279999
"845",287.329987,288.519989,276.410004,276.470001,1727500,276.470001
"846",276.600006,284.859985,272.190002,277.029999,1644900,277.029999
"847",277.559998,282.480011,272.209991,277,3076100,277
"848",275.630005,288.730011,273.51001,288.690002,1740100,288.690002
"849",293.779999,295.549988,283.100006,284.130005,1727000,284.130005
"850",285.299988,288.410004,281.140015,282.279999,1267200,282.279999
"851",284.809998,285.98999,282.130005,284.619995,1436500,284.619995
"852",285.26001,285.399994,281.25,284.630005,1315000,284.630005
"853",284.179993,286,281.519989,284.959991,1066500,284.959991
"854",287.950012,288.5,264.410004,266.5,3487000,266.5
"855",264.380005,278.690002,254.410004,278.51001,3189300,278.51001
"856",276.269989,283.730011,276.070007,277.380005,1922200,277.380005
"857",281.350006,289.440002,276.040009,287.959991,5392900,287.959991
"858",285.420013,288.730011,283.820007,286.640015,1819400,286.640015
"859",283.920013,286.179993,278.660004,284.269989,1600700,284.269989
"860",283.720001,283.799988,274.059998,277.01001,1782900,277.01001
"861",274.269989,279.290009,270.76001,272.820007,1603900,272.820007
"862",270.820007,271.679993,262.549988,265.690002,2753400,265.690002
"863",264.049988,265.839996,261.279999,265.01001,2088500,265.01001
"864",267.279999,275.140015,265.089996,270.850006,2687900,270.850006
"865",275.76001,277.899994,271.809998,274.339996,1600200,274.339996
"866",275.559998,276.359985,263.670013,263.890015,1831000,263.890015
"867",268.119995,271.390015,262.299988,268.559998,1530100,268.559998
"868",264.769989,268.519989,262.23999,267.769989,1385400,267.769989
"869",270.429993,275.690002,268.220001,273.769989,1557200,273.769989
"870",273.880005,282.76001,273.769989,280.089996,1645100,280.089996
"871",279.399994,282.220001,275.929993,279.190002,1371900,279.190002
"872",280.299988,295.540009,280.299988,293.269989,4085300,293.269989
"873",294,295,287.799988,293.200012,1592100,293.200012
"874",294.059998,299.209991,293.309998,295.799988,1571800,295.799988
"875",294.929993,297.709991,288.899994,291.179993,1622100,291.179993
"876",292.380005,295.359985,288.829987,295.149994,1188700,295.149994
"877",292.679993,293,284.73999,286.140015,1895300,286.140015
"878",286.950012,287.649994,280.890015,285.179993,1452500,285.179993
"879",287.679993,292.369995,283,290.309998,2171900,290.309998
"880",290.5,291.660004,283.790009,286.279999,1752400,286.279999
"881",288.519989,293.950012,287.450012,291.100006,1101700,291.100006
"882",294.359985,295,289.630005,291.309998,1341900,291.309998
"883",292.299988,306.079987,291.450012,299.059998,1624800,299.059998
"884",300.049988,301.649994,292.130005,295.920013,1500300,295.920013
"885",295.519989,297.790009,290.049988,295.399994,1106800,295.399994
"886",293.950012,295,290.859985,294.450012,911300,294.450012
"887",293.049988,296.850006,283.850006,284.820007,1667300,284.820007
"888",283.140015,294.720001,279.119995,293.829987,1738300,293.829987
"889",292.76001,295.350006,290.200012,295.109985,1126900,295.109985
"890",292.01001,293.329987,284.690002,290.559998,903300,290.559998
"891",291.529999,294.670013,289.279999,294.529999,1072200,294.529999
"892",292.690002,304,292.690002,303.100006,1255800,303.100006
"893",300.649994,301.140015,290.959991,291.399994,1515000,291.399994
