"","DPZ.Open","DPZ.High","DPZ.Low","DPZ.Close","DPZ.Volume","DPZ.Adjusted"
"1",159.220001,159.410004,156.259995,158.360001,797600,151.689743
"2",158.410004,163.330002,158.050003,162.990005,679400,156.124756
"3",162.949997,164,161.600006,162.770004,482100,155.914017
"4",163.119995,164.399994,162.179993,163.490005,548500,156.603683
"5",163.330002,165.330002,163.089996,164.509995,478600,157.580734
"6",164.979996,172,164.529999,166.360001,834300,159.352814
"7",166.910004,169.289993,166.410004,168.960007,705000,161.843323
"8",168.229996,170.059998,167.029999,168.360001,601100,161.268555
"9",168.220001,168.809998,166.350006,167.160004,475200,160.119095
"10",166.649994,167.360001,164.320007,164.929993,483900,157.983017
"11",164.970001,165.820007,164.490005,165.570007,527800,158.5961
"12",166,166.350006,165.190002,166.039993,340500,159.046265
"13",167.919998,168.720001,167.110001,167.869995,436700,160.799179
"14",167.679993,168.410004,165.669998,167.039993,584000,160.00412
"15",167.160004,169.75,167.160004,169.509995,600800,162.370102
"16",170,170.850006,169.559998,170.570007,295300,163.385452
"17",169.759995,171.320007,169.229996,170.940002,322100,163.739853
"18",170.550003,172.389999,170.070007,172.020004,462300,164.774414
"19",171.130005,174.020004,170.990005,173.929993,655200,166.603958
"20",173.699997,175.089996,172.509995,174.539993,822000,167.188232
"21",174.809998,175.839996,170.059998,170.889999,662200,163.692001
"22",171.669998,175.039993,170.660004,174.910004,1154800,167.542664
"23",175.229996,177.300003,174.320007,175.889999,749900,168.481384
"24",175.229996,178.080002,175.039993,177.940002,844500,170.445053
"25",178.820007,184.100006,178.589996,182.960007,1561700,175.253586
"26",183.110001,185.600006,182.449997,185.179993,837900,177.380081
"27",185.179993,187.600006,185.179993,185.899994,704500,178.069748
"28",185.160004,187.940002,184.589996,186.369995,646700,178.519928
"29",187,187.449997,183.759995,183.800003,781200,176.058228
"30",183.270004,185.279999,182.880005,184.910004,526200,177.121445
"31",183.589996,186.220001,183.509995,185.940002,618200,178.108078
"32",186.279999,186.490005,184.75,186.100006,313600,178.261307
"33",186.110001,187.990005,184.759995,187.929993,458400,180.014236
"34",188.210007,189.880005,188.119995,188.919998,450400,180.962585
"35",186.539993,187.220001,182.059998,183,1356500,175.291916
"36",183,186.330002,182.389999,186.300003,1029100,178.452911
"37",185.660004,187.860001,184.970001,186.279999,859000,178.433762
"38",185.699997,187.889999,184.809998,185.419998,1228900,177.609985
"39",186.570007,191.830002,182.259995,189.809998,2158200,181.815079
"40",191.639999,192.009995,185.529999,187.449997,1154900,179.554489
"41",187.889999,189.649994,187.139999,189.369995,802500,181.393585
"42",190.210007,190.399994,188.539993,189.039993,566000,181.077499
"43",188.289993,189.389999,187.330002,188.889999,430400,180.933807
"44",187.839996,190.110001,187.830002,189.300003,442400,181.326569
"45",189.309998,190.020004,188.259995,188.360001,398600,180.426117
"46",187.309998,187.5,183.75,184.690002,1050000,176.910736
"47",185.070007,188.070007,185,186.729996,687300,178.864807
"48",185.960007,187.360001,184.919998,186.789993,616700,179.364105
"49",186.419998,187.130005,183.029999,183.669998,693800,176.368164
"50",184.119995,187.369995,183.339996,186.270004,917400,178.864807
"51",186.270004,186.300003,183.089996,185.619995,759400,178.240616
"52",185.789993,186.410004,184.309998,184.830002,869800,177.48204
"53",184.720001,185.210007,182.539993,183.690002,929800,176.38736
"54",184.779999,186.279999,182.740005,184.020004,1115300,176.704239
"55",184.070007,186.199997,182.899994,184.130005,691200,176.809845
"56",184.580002,186.710007,183.25,184.350006,481300,177.021118
"57",184.389999,185.919998,182.199997,182.949997,907300,175.676788
"58",182,184.100006,181.229996,183.949997,523500,176.637024
"59",183.910004,185.449997,182.410004,184.940002,438900,177.587662
"60",185.050003,186.110001,182.559998,182.770004,560400,175.503937
"61",183.25,185.199997,183.25,184.110001,613800,176.79068
"62",184.020004,185.550003,183.119995,184.300003,479900,176.973129
"63",184.070007,187.300003,184.070007,186.229996,750700,178.826355
"64",186.710007,187.710007,185.929993,186.360001,554500,178.951202
"65",187.149994,187.880005,184.589996,185.139999,539000,177.779724
"66",185.110001,186.940002,184.509995,186,401900,178.605515
"67",182.050003,182.869995,174.919998,175.160004,2877000,168.196457
"68",175.169998,176.449997,173.190002,173.75,1143300,166.842545
"69",173.899994,175.75,173,175.509995,781400,168.532578
"70",176.229996,176.449997,174.809998,175.130005,691800,168.167679
"71",175.139999,175.809998,173.940002,174.039993,690500,167.121002
"72",173.860001,175.710007,173.860001,175.039993,676200,168.081238
"73",174.839996,177.75,174.839996,176.630005,1208700,169.608047
"74",177.009995,177.419998,175.509995,175.710007,971700,168.724594
"75",176.789993,177.080002,175.070007,176.910004,459600,169.876923
"76",177.610001,180.149994,177.449997,179.300003,918100,172.171875
"77",181.710007,181.800003,179.839996,180.589996,915500,173.410583
"78",181.039993,182.039993,179.779999,180.589996,669600,173.410583
"79",181.979996,182.490005,179.639999,180.960007,1279500,173.765915
"80",187.100006,188.850006,183.770004,185.550003,2422000,178.173431
"81",184.460007,184.949997,181.139999,181.389999,1068400,174.178818
"82",181,182.820007,181,182.160004,621500,174.918198
"83",182.440002,184.490005,182.009995,184.410004,916500,177.078735
"84",185,187.210007,184.360001,187.070007,913100,179.63298
"85",187,191.080002,186.850006,190.389999,1022400,182.821014
"86",190.419998,193.529999,189.639999,193.119995,779400,185.44249
"87",193.190002,193.220001,191.630005,192.289993,701700,184.645447
"88",192.990005,196.029999,191.389999,195.360001,689900,187.59346
"89",193.979996,196.360001,193.399994,195.669998,649900,187.891098
"90",195.539993,196.210007,194.100006,195.380005,419800,187.612625
"91",195.389999,196.389999,194.75,195.279999,398600,187.516617
"92",195.929993,198,195.639999,196.520004,828300,188.707306
"93",197.779999,197.889999,196.029999,196.229996,429900,188.428848
"94",196.229996,196.229996,191.419998,191.460007,595400,183.84848
"95",191.259995,195.320007,189.119995,194.710007,1097800,186.969269
"96",195.199997,197.25,193.550003,195.800003,645400,188.01593
"97",197.470001,198.979996,196.509995,198.820007,603600,190.915863
"98",198.850006,199.75,198.809998,199.25,488700,191.328751
"99",199.479996,206.020004,199.479996,205.970001,1083000,197.781616
"100",205.410004,208.300003,205.070007,208.039993,878800,199.769363
"101",207.009995,207.720001,206.649994,207.050003,636000,198.818665
"102",207,208.679993,206.679993,208.490005,466700,200.201431
"103",208.910004,212.050003,208.059998,211.720001,739100,203.303055
"104",213.779999,215.490005,210.880005,215.339996,899200,206.779114
"105",215.690002,219.410004,214.580002,218.050003,729000,209.381378
"106",217.990005,218.210007,216,217.100006,449200,208.469147
"107",217,218.429993,216.169998,217.850006,912000,209.189331
"108",218.509995,218.630005,215.679993,218.149994,514000,209.477386
"109",218.220001,218.580002,216.710007,217.880005,410200,209.21814
"110",213.899994,215.139999,204.630005,206.190002,1365300,197.992889
"111",205,205.929993,201.100006,204.070007,905800,195.957169
"112",204.830002,210.139999,204.360001,208.399994,712100,200.567093
"113",209.419998,212.75,208.830002,210.559998,708900,202.64595
"114",208.960007,209.910004,206.350006,209.559998,438000,201.683517
"115",209.820007,211.949997,208.929993,210.839996,1406700,202.915421
"116",211.130005,215.869995,211.029999,215.729996,919800,207.621628
"117",215.839996,217.619995,214.009995,215.029999,601500,206.947937
"118",215.570007,216.789993,214.960007,216.089996,402700,207.968079
"119",216.080002,218.429993,215.179993,218.089996,571900,209.892929
"120",217.889999,218.630005,215.699997,217.050003,624100,208.891998
"121",217.520004,221.580002,217.059998,218.880005,567300,210.653229
"122",219.440002,219.440002,213,213.139999,620800,205.128983
"123",213.509995,214.490005,211.270004,213.600006,739600,205.571671
"124",213.509995,213.509995,207.759995,210.75,652600,202.828796
"125",211.270004,213.649994,210.610001,211.529999,534500,203.579498
"126",211.550003,212.470001,209.190002,209.919998,176800,202.029984
"127",209.240005,211.059998,207.190002,208.029999,582600,200.210999
"128",206.960007,210.25,205.160004,208.839996,624500,200.990555
"129",209.229996,213.75,209.229996,212.320007,444200,204.339767
"130",212.690002,212.839996,209.399994,211.619995,571600,203.666092
"131",211.220001,212.570007,209.669998,212.110001,775600,204.137665
"132",212.460007,214.970001,211.600006,213.539993,515300,205.513947
"133",213.809998,214.320007,209.589996,210.449997,838500,202.540054
"134",210.389999,211.720001,208.809998,209.210007,799400,201.34668
"135",209.110001,209.889999,206,208.25,1169400,200.422775
"136",208.740005,212.5,208.270004,211.449997,962600,203.502487
"137",212.570007,212.600006,209.940002,212.520004,654300,204.532257
"138",213.220001,213.770004,209.679993,212.440002,608400,204.455261
"139",212.529999,214.059998,212.070007,213.220001,542700,205.205948
"140",213.800003,216.910004,213.220001,213.970001,1159600,205.92778
"141",207,207,192.059998,192.399994,4249500,185.168488
"142",195,195,185,186.429993,2890600,179.422867
"143",186.429993,186.940002,181.089996,182.429993,1861700,175.573227
"144",183.199997,184.330002,181.860001,183.089996,1169000,176.208405
"145",184.080002,186.720001,183.449997,186.5,1590000,179.490234
"146",186.720001,187.690002,185.190002,186.449997,748100,179.442123
"147",189,193.380005,188.600006,192.350006,1830100,185.120392
"148",192.949997,199.800003,192.5,198.229996,1986400,190.779388
"149",199.210007,200.949997,195.399994,196.789993,1180400,189.393463
"150",197.410004,198.889999,194.850006,195.429993,902200,188.084579
"151",194.690002,194.690002,191.410004,192.139999,1088700,184.918259
"152",191.130005,194.179993,189.509995,193.830002,1192600,186.544754
"153",192.660004,194.110001,191.660004,192.529999,786300,185.293625
"154",189.039993,194.75,188.100006,192.860001,756000,185.611221
"155",194.800003,195.100006,192.190002,193.910004,674500,186.621765
"156",192.380005,192.380005,187.869995,188.169998,2029600,181.097473
"157",188.110001,189.110001,186.440002,187.669998,1404100,180.616287
"158",186.649994,190.699997,186.449997,188.259995,788300,181.184082
"159",187.919998,189,186.789993,188.660004,1275800,181.569061
"160",188.789993,189.850006,186.610001,189.479996,1023800,182.358246
"161",189.410004,190.970001,188.080002,189.009995,750600,181.905899
"162",188.139999,189.279999,187.089996,187.690002,692400,180.635513
"163",187.979996,188.229996,183.240005,183.300003,1227200,176.410538
"164",181.550003,182.210007,175.800003,178.729996,2112000,172.012283
"165",178.789993,180.110001,176.649994,178.759995,1031000,172.041153
"166",178.020004,178.720001,176.100006,178.380005,979000,171.675461
"167",178.470001,179.839996,177.020004,178.929993,851100,172.204742
"168",179.130005,183.949997,178.089996,182.259995,1084900,175.409622
"169",182.889999,184.720001,182.259995,183.589996,707900,176.689636
"170",183,185.740005,182.25,182.5,745700,175.640579
"171",182.600006,183.660004,181.490005,182.630005,813100,175.765701
"172",182.649994,185,182.649994,183.320007,591500,176.429764
"173",182.770004,188.820007,182.550003,186.429993,943800,179.422867
"174",187.399994,191.970001,187.399994,189.020004,1203000,181.915543
"175",189.149994,190.199997,185.630005,189.919998,936000,182.781708
"176",189.440002,190.770004,186.690002,188.550003,796900,181.463211
"177",188.669998,190.070007,187.039993,189.910004,1037200,183.219086
"178",189.639999,194.830002,189.039993,194.679993,1916100,187.82103
"179",195.009995,197.770004,194.990005,195.619995,1345300,188.727905
"180",195.610001,197.419998,195.410004,195.929993,850500,189.026978
"181",196.919998,199.139999,195.770004,197.580002,1155400,190.618851
"182",198.119995,199.690002,197.600006,198.039993,716600,191.062653
"183",198.570007,199.559998,196.100006,197.210007,1031200,190.261902
"184",197.259995,197.270004,190.360001,193.419998,1152300,186.605392
"185",193.410004,194.979996,191.759995,193.309998,657200,186.499298
"186",193.919998,197.449997,193.889999,196.839996,586800,189.904922
"187",196.270004,197.880005,195.550003,197.039993,656800,190.097839
"188",197.270004,198.770004,196.75,198.550003,636300,191.554703
"189",199.789993,203.570007,199.369995,199.990005,1196900,192.943939
"190",200.779999,205.639999,200.779999,202.809998,1255000,195.664551
"191",202,202.690002,199.720001,201.639999,957000,194.535797
"192",201.479996,206.449997,200.929993,206.020004,839600,198.761475
"193",205.419998,207.369995,204.960007,205.389999,893400,198.153687
"194",205.630005,207.949997,205.630005,205.800003,768200,198.549271
"195",208.330002,211.75,206.690002,209.440002,1336000,202.06102
"196",210,210.940002,208.039993,209.240005,1828500,201.868042
"197",199.949997,205.360001,196.699997,201.029999,4872900,193.947235
"198",201.369995,201.960007,192.820007,192.979996,2574400,186.180908
"199",192.660004,195.419998,189.509995,193.190002,1977200,186.383499
"200",193.5,195.679993,191.830002,192.270004,1316300,185.495941
"201",192.270004,192.779999,187.639999,187.789993,1493000,181.173767
"202",187.5,187.649994,183.619995,186.119995,1086400,179.562561
"203",186.5,186.699997,184.789993,186.110001,1553500,179.552963
"204",186.199997,187.279999,182.630005,182.630005,1310500,176.195557
"205",182.649994,184.490005,180.270004,183.839996,1060200,177.362961
"206",183.5,185.839996,181.619995,185.75,1028200,179.205643
"207",185.759995,187.410004,185.160004,185.679993,739500,179.138092
"208",187.339996,187.339996,184.009995,184.679993,778600,178.173325
"209",183.589996,184.600006,180.990005,181.699997,1045900,175.298309
"210",182,184.479996,181.559998,183,774600,176.552521
"211",182.320007,182.410004,176.070007,177.25,1523200,171.005127
"212",178.440002,181.119995,177.369995,178.089996,1120100,171.815521
"213",178.679993,180.380005,177.529999,177.940002,1024800,171.670792
"214",176.029999,176.910004,169.550003,173.460007,1992700,167.348663
"215",173.429993,174.460007,168.860001,170.100006,1801500,164.107056
"216",169.770004,170.470001,167.270004,168.710007,1461900,162.766022
"217",168.600006,173.279999,166.740005,173.210007,1332000,167.107452
"218",173.720001,176.210007,172.050003,173.330002,1165600,167.223236
"219",173.270004,175.300003,171.550003,173.029999,672400,166.933777
"220",172.960007,177.220001,172.929993,175.660004,923800,169.471161
"221",175.5,176.729996,173.660004,175.759995,957800,169.567596
"222",177.320007,179.940002,176.089996,177.470001,1077000,171.217377
"223",176.830002,179,176.619995,178.649994,1133900,172.355789
"224",178.699997,179.009995,176.399994,177.770004,881300,171.506821
"225",177.649994,178.630005,176.330002,176.880005,712100,170.648163
"226",175.610001,177.160004,175,176.550003,765700,170.329758
"227",177.300003,177.639999,176.050003,177.339996,306800,171.09198
"228",177.020004,177.399994,173.630005,174.520004,893600,168.371292
"229",171.309998,172.559998,168.559998,172.289993,1874700,166.219864
"230",176.270004,184.389999,175.949997,179.169998,1651900,172.857452
"231",180.660004,186.940002,178.889999,186.160004,1317000,179.601181
"232",185.779999,185.979996,179.289993,184.619995,1491800,178.115433
"233",185.949997,189.830002,183.899994,187.619995,1341200,181.009766
"234",187.949997,189.710007,185.429993,185.5,707100,178.964478
"235",184.509995,185.919998,180.979996,181.169998,636100,174.787003
"236",181.050003,181.589996,178.720001,179.509995,918700,173.185486
"237",179.289993,184.070007,177.240005,183.910004,1486400,177.43045
"238",183.220001,183.220001,179.360001,180.960007,1029000,174.584396
"239",179.800003,180.960007,178.149994,180.610001,669300,174.24675
"240",180.380005,182.979996,178.889999,180.509995,636700,174.150269
"241",180.130005,184.380005,179.470001,182.520004,1401700,176.539322
"242",182.389999,185.710007,181.240005,185.039993,1287000,178.97673
"243",185.899994,188.839996,185.75,186,1627800,179.905289
"244",187.25,188.5,186.270004,187.059998,636500,180.930573
"245",187.600006,187.919998,182.839996,183.619995,843600,177.603256
"246",183.589996,188.970001,182.75,188.389999,880600,182.21698
"247",190,193.020004,187.800003,192.869995,844300,186.550186
"248",192.199997,192.809998,189.960007,190.369995,622700,184.132111
"249",190,191.970001,189.149994,190.570007,441400,184.325516
"250",190.800003,190.800003,189.309998,189.979996,432000,183.754868
