"","PYPL.Open","PYPL.High","PYPL.Low","PYPL.Close","PYPL.Volume","PYPL.Adjusted"
"108",53.299999,53.939999,53.259998,53.849998,6368700,53.849998
"109",54.029999,54.43,53.450001,54.389999,6369900,54.389999
"110",54.650002,55.139999,52.849998,53.400002,11174100,53.400002
"111",52.810001,52.900002,51.43,52.16,15765600,52.16
"112",52.290001,52.485001,51.700001,52.060001,10411800,52.060001
"113",52,52.505001,51.535,51.900002,7132500,51.900002
"114",51.439999,52.380001,50.830002,52.290001,12401600,52.290001
"115",52.040001,52.16,51.580002,51.84,10931000,51.84
"116",52.279999,53,52.110001,52.93,5643900,52.93
"117",52.84,53.23,52.43,52.52,4578700,52.52
"118",52.990002,53.580002,52.610001,53.540001,8016500,53.540001
"119",53.709999,53.951,52.860001,53.869999,9673000,53.869999
"120",53.82,54.529999,53.689999,54.330002,6257300,54.330002
"121",54.439999,55.099998,53.650002,53.740002,4890300,53.740002
"122",53.599998,53.790001,52.639999,52.73,7706800,52.73
"123",52.75,54.439999,52.650002,54.389999,7934300,54.389999
"124",53.810001,54.099998,52.52,53.419998,11616200,53.419998
"125",53.599998,54.25,53.290001,53.669998,8235000,53.669998
"126",54.139999,54.330002,52.830002,52.869999,4831300,52.869999
"127",53,54.75,52.939999,54.610001,9800600,54.610001
"128",54.220001,54.351002,53.150002,53.470001,7447900,53.470001
"129",53.700001,54.48,53.52,53.970001,4948100,53.970001
"130",54.91,55.419998,54.700001,54.939999,10469600,54.939999
"131",54.919998,55.200001,54.330002,54.759998,9011500,54.759998
"132",56.599998,57.445,55.549999,56.549999,17490800,56.549999
"133",57.299999,57.91,56.799999,57.900002,14795500,57.900002
"134",58.139999,58.630001,56.915001,57.16,11777100,57.16
"135",57.529999,57.599998,57.02,57.580002,5803300,57.580002
"136",57.5,58.959999,57.310001,58.959999,9477500,58.959999
"137",58.310001,58.619999,57.549999,58.349998,9706700,58.349998
"138",58.75,59.380001,58.43,59.09,8057400,59.09
"139",59,59.330002,58.59,58.669998,7545000,58.669998
"140",58.900002,59.07,58.34,58.580002,6429300,58.580002
"141",58.73,58.830002,58.189999,58.259998,8514000,58.259998
"142",58.48,58.939999,57.900002,58.790001,13615600,58.790001
"143",61,61.299999,57.692001,60.150002,22713400,60.150002
"144",59.799999,60.709999,59.040001,59.200001,10800800,59.200001
"145",59.369999,59.639999,58.52,58.549999,7400700,58.549999
"146",59,59.389999,58.790001,59.34,9079100,59.34
"147",59.669998,59.709999,58.439999,59.119999,6517300,59.119999
"148",59.16,59.279999,58.360001,58.419998,6260000,58.419998
"149",58.619999,58.93,58.32,58.860001,6174100,58.860001
"150",59.18,59.639999,58.84,59.619999,5887600,59.619999
"151",59.610001,59.880001,59.25,59.48,6001900,59.48
"152",58.970001,59.73,58.59,59.669998,6023900,59.669998
"153",59.240002,59.369999,57.810001,58.02,9571200,58.02
"154",57.849998,58.25,57.580002,58.040001,6961800,58.040001
"155",58.610001,59.276001,58.271,59.060001,7561800,59.060001
"156",59.299999,59.98,59.23,59.689999,6483500,59.689999
"157",59.950001,60.700001,59.599998,60.290001,5747000,60.290001
"158",60.150002,60.279999,59.290001,59.290001,6744200,59.290001
"159",59.360001,59.82,58.939999,59.439999,4653300,59.439999
"160",59.330002,59.650002,58.755001,59.400002,4243200,59.400002
"161",59.720001,61,59.439999,60.84,5835700,60.84
"162",60.299999,60.509998,59.82,60.049999,4532000,60.049999
"163",60.220001,60.43,59.110001,60,4045300,60
"164",60.330002,60.580002,59.610001,59.970001,4087400,59.970001
"165",60.310001,60.529999,59.810001,60.529999,4660600,60.529999
"166",59.82,61.16,59.630001,61.009998,4359300,61.009998
"167",61.049999,61.860001,60.889999,61.77,5696000,61.77
"168",62,62.028999,61.169998,61.68,6145800,61.68
"169",61.98,62.23,61.382999,61.459999,3440400,61.459999
"170",61.259998,61.75,60.580002,61.27,5501200,61.27
"171",61.740002,61.990002,60.900002,61.240002,5350900,61.240002
"172",61.330002,62.130001,61.279999,62,5022700,62
"173",61.939999,62,61.099998,61.130001,4942600,61.130001
"174",61.73,63.259998,61.619999,62.639999,8266300,62.639999
"175",62.950001,63.119999,62.150002,62.560001,6276600,62.560001
"176",62.470001,62.75,61.580002,62.040001,6380900,62.040001
"177",62.040001,62.369999,61.709999,62.240002,5697800,62.240002
"178",62.27,62.799999,61.959999,62.5,9940900,62.5
"179",62.619999,63.529999,62.52,62.919998,7688000,62.919998
"180",63.009998,63.924999,62.959999,63.830002,7774000,63.830002
"181",63.990002,64.870003,63.830002,64.739998,11903600,64.739998
"182",64.669998,64.949997,63.904999,64.629997,6727300,64.629997
"183",64.330002,65.239998,64.110001,65.080002,6743800,65.080002
"184",65,65,62.365002,63.5,13156900,63.5
"185",63.709999,63.762001,62.84,62.939999,8551900,62.939999
"186",63.41,63.75,63.16,63.330002,7380700,63.330002
"187",63.619999,64.055,63.110001,63.93,4148000,63.93
"188",63.860001,64.169998,63.5,64.029999,6891300,64.029999
"189",64.5,65.120003,64.099998,64.18,5163300,64.18
"190",64.510002,64.510002,63.761002,64.220001,5633100,64.220001
"191",64.300003,64.300003,63.689999,64.010002,4438800,64.010002
"192",64.379997,66,64.220001,65.82,7445700,65.82
"193",66,66.410004,65.790001,66.050003,6122000,66.050003
"194",66.199997,66.550003,65.900002,66.230003,5517900,66.230003
"195",66.599998,66.669998,65.790001,66.040001,5831800,66.040001
"196",67.25,68.419998,66.980003,67.779999,12005600,67.779999
"197",68.019997,68.980003,67.805,68.860001,8888300,68.860001
"198",69.489998,69.610001,68,68.660004,8640700,68.660004
"199",69.040001,69.199997,67.279999,67.309998,9581800,67.309998
"200",67.650002,67.669998,66.349998,66.669998,10844000,66.669998
"201",67.400002,67.5,67,67.260002,7994300,67.260002
"202",67.300003,67.449997,66.160004,67.25,14546400,67.25
"203",71.330002,71.730003,69.690002,70.970001,34282800,70.970001
"204",71.019997,71.330002,69.550003,69.800003,12232500,69.800003
"205",69.730003,70.565002,69.669998,70.209999,12280400,70.209999
"206",69.940002,71.419998,69.849998,71.019997,12755800,71.019997
"207",71.459999,72.07,71.040001,71.339996,8015100,71.339996
"208",71.720001,71.790001,70.580002,71.059998,9256600,71.059998
"209",71.449997,71.540001,70.529999,71.150002,7216000,71.150002
"210",71.339996,72.739998,71.110001,72.559998,7555300,72.559998
"211",72.779999,72.989998,71.690002,72.379997,6655600,72.379997
"212",72.459999,72.776001,72.010002,72.25,4535600,72.25
"213",72.370003,73.410004,71.940002,73.389999,6726400,73.389999
"214",73.720001,74.760002,73.419998,74.739998,10156300,74.739998
"215",75.169998,75.449997,74.190002,74.410004,7026600,74.410004
"216",74,75,73.309998,74.769997,7593100,74.769997
"217",74.019997,74.199997,72.410004,74.099998,8875500,74.099998
"218",73.769997,74.139999,73.559998,73.989998,5714600,73.989998
"219",73.610001,74.290001,73.339996,74.029999,5843600,74.029999
"220",74.099998,74.82,73.620003,74.489998,6281500,74.489998
"221",74.300003,74.400002,73.184998,73.43,6232500,73.43
"222",75.5,77.940002,75.279999,77.699997,12856500,77.699997
"223",78.010002,78.010002,75.800003,76.379997,11886700,76.379997
"224",76.599998,77.32,75.879997,76.010002,6841800,76.010002
"225",77.089996,78.43,76.849998,77.769997,10603100,77.769997
"226",77.900002,77.989998,76.620003,77.57,8073500,77.57
"227",77.809998,78.900002,77.699997,78.57,4306600,78.57
"228",78.629997,79.385002,77.709999,77.839996,6780900,77.839996
"229",77.949997,78.230003,77.244003,77.790001,8741500,77.790001
"230",77.949997,77.980003,71.669998,73.25,25202100,73.25
"231",73.769997,75.870003,73.540001,75.730003,15962000,75.730003
"232",75.220001,76.440002,74.260002,75.300003,13387800,75.300003
"233",75.589996,75.744003,68.610001,70.970001,26283600,70.970001
"234",69.809998,72.75,69.610001,71.199997,16634000,71.199997
"235",70.889999,73.199997,70.830002,73.139999,9331400,73.139999
"236",73.25,74.069,73.25,73.690002,7937700,73.690002
"237",74.709999,74.709999,72.599998,72.910004,8350400,72.910004
"238",72.959999,73.68,72.559998,73.290001,6421900,73.290001
"239",73.449997,74.309998,73,73.620003,6573500,73.620003
"240",74.080002,75.419998,73.769997,74.089996,7196400,74.089996
"241",74.5,75.529999,74.199997,74.260002,7519600,74.260002
"242",74.82,75.870003,73.510002,75.650002,12543900,75.650002
"243",76.300003,76.349998,75.199997,75.32,8361100,75.32
"244",75.389999,75.389999,73.910004,74.5,7753100,74.5
"245",74.639999,74.900002,73.760002,74,6121300,74
"246",74.190002,74.470001,73.800003,74.019997,4763900,74.019997
"247",73.800003,74.040001,72.900002,73.889999,3895000,73.889999
"248",73.290001,74.339996,72.629997,74.269997,4919100,74.269997
"249",74.25,74.93,74,74.589996,4461500,74.589996
"250",74.959999,75,73.860001,74.169998,3810200,74.169998
"251",73.919998,74.529999,73.580002,73.620003,4496600,73.620003
"252",74.235001,74.5,73.43,73.839996,7296500,73.839996
"253",74.300003,76.849998,74.050003,76.75,9945400,76.75
"254",77.330002,77.929001,76.260002,76.730003,8650000,76.730003
"255",77.110001,78.93,77.010002,78.699997,11822100,78.699997
"256",78.699997,79.18,77.773003,79.050003,7963600,79.050003
"257",80.099998,80.389999,78.519997,79.190002,9620400,79.190002
"258",78.5,79.485001,77.699997,79.370003,6248600,79.370003
"259",79.449997,79.870003,78.910004,79.75,6267500,79.75
"260",80,80.769997,79.660004,80.540001,6891100,80.540001
"261",80.949997,81.800003,79.940002,80.419998,9596600,80.419998
"262",80.400002,82.610001,79.959999,82.470001,7146900,82.470001
"263",82.43,83.440002,81.610001,82.940002,7395100,82.940002
"264",83.230003,84.190002,83.127998,83.839996,8783500,83.839996
"265",84,84.209999,83.220001,83.980003,7560500,83.980003
"266",84.120003,84.550003,83.449997,84.209999,9736400,84.209999
"267",84.519997,85.290001,82.709999,83.709999,8735700,83.709999
"268",84,85.269997,83.709999,84.339996,7268300,84.339996
"269",84.459999,85.489998,84.040001,85.449997,7840300,85.449997
"270",85.199997,85.349998,83.620003,84.309998,8198900,84.309998
"271",83,84.169998,82,83.779999,7864500,83.779999
"272",84.18,86.32,84.160004,85.32,15221400,85.32
"273",79.949997,80.949997,76.699997,78.400002,44271600,78.400002
"274",78.099998,79.620003,76.279999,76.57,21979800,76.57
"275",75.949997,78.980003,74.68,74.705002,18810600,74.705002
"276",72.629997,76.514999,72.25,75.68,19739600,75.68
"277",75.349998,77.580002,74.940002,75.589996,11988000,75.589996
"278",75.629997,75.910004,72.269997,72.32,13665400,72.32
"279",73.139999,75.269997,71.629997,74.75,14339400,74.75
"280",75.489998,76.279999,74.851997,75.279999,10419600,75.279999
"281",74.809998,75.599998,74.550003,74.970001,7743600,74.970001
"282",74.18,77.360001,74.129997,77.269997,8955800,77.269997
"283",78.010002,78.300003,76.580002,78.294998,9311000,78.294998
"284",78.199997,78.75,77.529999,78.370003,9740300,78.370003
"285",77.699997,78.540001,76.660004,77.059998,6875400,77.059998
"286",77.199997,78.496002,76.464996,76.510002,8260400,76.510002
"287",76.800003,78.370003,76.769997,77.699997,6632300,77.699997
"288",78.260002,79.699997,77.390999,79.690002,7520700,79.690002
"289",80,80.050003,78.980003,79.349998,7130700,79.349998
"290",79.110001,79.929001,78.610001,79.459999,8862000,79.459999
"291",79.900002,82.169998,79.389999,79.410004,10799500,79.410004
"292",79.599998,80.440002,77.879997,78.639999,8443300,78.639999
"293",77.519997,79.110001,76.93,78.870003,9426200,78.870003
"294",78.07,79.419998,77.089996,79.07,6653000,79.07
"295",79.330002,79.949997,78.849998,79.230003,7477800,79.230003
"296",78.650002,79.555,78.010002,79.519997,5546700,79.519997
"297",79.849998,80.489998,79.529999,79.870003,6878600,79.870003
"298",80.260002,80.849998,80.110001,80.709999,7667600,80.709999
"299",80.75,81.169998,80.349998,80.599998,6607600,80.599998
"300",80.690002,80.989998,79.269997,80.199997,6414700,80.199997
"301",80.739998,83.5,80.639999,83.309998,14281100,83.309998
"302",83.75,83.989998,81.57,82.57,9082000,82.57
"303",82.800003,83.230003,81.269997,82.160004,8356200,82.160004
"304",80.889999,81.440002,79.110001,80.300003,9028900,80.300003
"305",80.18,81.190002,80.054001,80.860001,7388100,80.860001
"306",80.940002,82.349998,80.510002,81.040001,6757200,81.040001
"307",79.809998,80.120003,78.459999,78.559998,9608400,78.559998
"308",78.5,78.970001,76.349998,76.440002,9569100,76.440002
"309",77.980003,79.169998,77.029999,78.949997,8682600,78.949997
"310",79.589996,79.900002,75.650002,76.309998,7980300,76.309998
"311",75.699997,76.75,74.739998,75.059998,14370300,75.059998
"312",75.309998,77.199997,74.550003,75.870003,11064300,75.870003
"313",75.230003,76.300003,74.010002,75,11417700,75
"314",75.279999,75.410004,73.349998,74.559998,8886000,74.559998
"315",73,75.059998,72.519997,74.779999,8230800,74.779999
"316",75.589996,77.82,75.480003,76.949997,10015700,76.949997
"317",75.519997,76.400002,73.699997,73.860001,8179100,73.860001
"318",74.599998,76.879997,74.599998,75.190002,7328400,75.190002
"319",76.510002,77.309998,75.800003,76.790001,5882500,76.790001
"320",76.199997,77.400002,76.080002,76.5,4581000,76.5
"321",76.800003,77.989998,76.610001,77.459999,5034800,77.459999
"322",78,78.629997,76.830002,77.269997,5909900,77.269997
"323",77.879997,78.5,77.190002,77.800003,5101400,77.800003
"324",78.550003,80.43,78.5,80.029999,7135700,80.029999
"325",80.099998,80.889999,79.32,80.339996,5943700,80.339996
"326",80.199997,80.389999,79.190002,79.68,7122700,79.68
"327",79.220001,79.870003,78.300003,78.730003,6265300,78.730003
"328",78.860001,79.449997,77.989998,78.209999,4038500,78.209999
"329",78.900002,79.400002,75.080002,75.279999,9186600,75.279999
"330",75.389999,75.574997,73.699997,74,10940300,74
"331",76.32,77.620003,75.489998,76.029999,13625300,76.029999
"332",76.209999,76.389999,73.635002,74.129997,9794300,74.129997
"333",74,75.018997,73.690002,74.610001,9444400,74.610001
"334",74.150002,74.989998,73.599998,74.809998,5660200,74.809998
"335",75,75.709999,71.209999,71.730003,17710700,71.730003
"336",71.300003,73.769997,70.220001,73.449997,17310700,73.449997
"337",73.190002,74.440002,72.230003,73.989998,7470800,73.989998
"338",74.220001,75.120003,74.099998,74.669998,7583700,74.669998
"339",74.620003,75.940002,74.440002,75.720001,6267200,75.720001
"340",76.080002,77.050003,75.459999,77.010002,6230500,77.010002
"341",77.389999,79.254997,77.25,79.190002,11541400,79.190002
"342",79.25,79.389999,78.080002,79.199997,9871300,79.199997
"343",79.139999,79.650002,78.440002,78.809998,5821200,78.809998
"344",77.849998,78.199997,76.93,77.790001,6173500,77.790001
"345",77.5,78.540001,77.279999,77.82,5350200,77.82
"346",77.629997,81.160004,77.589996,79.190002,8329500,79.190002
"347",79.900002,81.940002,79.824997,80.790001,14626900,80.790001
"348",81.610001,82.32,80.370003,81.25,7882100,81.25
"349",81.389999,81.610001,80.279999,80.620003,5188300,80.620003
"350",79.660004,81.120003,79.404999,81.080002,5059800,81.080002
"351",80.910004,83.059998,79.660004,81.550003,11696800,81.550003
"352",82.650002,82.720001,80.489998,80.959999,9471300,80.959999
"353",80.709999,81.339996,80.199997,80.730003,6924200,80.730003
"354",81.161003,82.059998,80.900002,81.599998,5516200,81.599998
"355",81.809998,82.830002,81.550003,82.07,8250100,82.07
"356",82.550003,83.459999,81.849998,83.25,7092100,83.25
"357",83.230003,84.800003,82.769997,84.57,7423700,84.57
"358",84.5,85.199997,84.010002,85.050003,9033600,85.050003
"359",85.050003,85.610001,84.5,85.209999,7867200,85.209999
"360",85.209999,85.300003,82.309998,83.269997,7838600,83.269997
"361",83.230003,84.489998,83.150002,84.339996,7430900,84.339996
"362",84.449997,84.589996,83.790001,83.889999,4870400,83.889999
"363",83.93,86.199997,83.875,85.019997,9216900,85.019997
"364",85.5,86,84.68,85.269997,7510300,85.269997
"365",85.5,86.294998,85.209999,85.610001,6643400,85.610001
"366",85.330002,85.690002,84.099998,85.309998,8710800,85.309998
"367",84.839996,86.199997,84.440002,85.849998,5579400,85.849998
"368",84.639999,84.959999,83.43,84.519997,6245100,84.519997
"369",84.860001,86.970001,84.82,85.949997,9174900,85.949997
"370",86.5,87.550003,85.449997,85.970001,8101300,85.970001
"371",86.32,86.559998,84.610001,85.120003,7503400,85.120003
"372",84.080002,84.470001,81.209999,82.190002,10780100,82.190002
"373",82.68,83.209999,81.769997,82.32,6742200,82.32
"374",82.550003,82.970001,80.453003,80.669998,8974100,80.669998
"375",80.389999,82.830002,80.160004,82.480003,7374500,82.480003
"376",82.75,83.660004,82.610001,83.269997,6817000,83.269997
"377",82.75,83.959999,82.061996,83.889999,4929400,83.889999
"378",84.360001,84.900002,83.150002,83.269997,3644100,83.269997
"379",83.639999,84.639999,83.300003,84.589996,5287700,84.589996
"380",84.410004,86,83.940002,85.940002,5095500,85.940002
"381",86.599998,86.900002,85.348,86.230003,5683500,86.230003
"382",86.720001,86.720001,85.769997,86.169998,3723200,86.169998
"383",85.470001,86.860001,85.07,86.25,4153200,86.25
"384",87.199997,89.190002,86.800003,89.129997,6912300,89.129997
"385",89,89.099998,86.830002,87.989998,6106400,87.989998
"386",88.260002,88.341003,87.480003,87.769997,4452300,87.769997
"387",87.25,88.720001,86.589996,88.580002,5086100,88.580002
"388",88.699997,88.93,87.68,88.220001,4797100,88.220001
"389",88,88.589996,87.160004,87.379997,5612900,87.379997
"390",87.32,88,87.139999,87.470001,7541500,87.470001
"391",87.139999,89.599998,85.82,89.239998,11759700,89.239998
"392",90.599998,92.349998,90.413002,91.410004,13369400,91.410004
"393",91.129997,92.349998,91.010002,91.370003,11976800,91.370003
"394",88.510002,90.68,87.25,89.139999,14505600,89.139999
"395",89.5,90.279999,84.75,85.459999,14903400,85.459999
"396",85.5,85.5,81.849998,82.389999,13501500,82.389999
"397",82.510002,83.32,81.300003,82.139999,13462200,82.139999
"398",82.239998,83.980003,82.010002,83.459999,11160400,83.459999
"399",82.949997,85.589996,82.849998,85.529999,8327200,85.529999
"400",85.989998,86.199997,84.150002,85.190002,6216400,85.190002
"401",85.190002,86.099998,84.900002,85.769997,5702500,85.769997
"402",86.300003,86.989998,85.949997,86.300003,4951200,86.300003
"403",86.230003,87.095001,85.860001,86.739998,3888900,86.739998
"404",86.910004,88.089996,86.480003,87.169998,5507000,87.169998
"405",86.550003,88.029999,86.010002,87.010002,5796500,87.010002
"406",87.419998,88.5,86.959999,87.010002,6040100,87.010002
"407",87.370003,87.830002,86.480003,87.730003,6107400,87.730003
"408",86.779999,87.25,84.610001,85.190002,8742900,85.190002
"409",85.849998,85.900002,84.870003,85.32,5967200,85.32
"410",85.099998,85.769997,84.220001,85.449997,6245000,85.449997
"411",85.739998,86,84.900002,85.75,4103000,85.75
"412",85.82,87.379997,85.82,86.220001,5389600,86.220001
"413",86,87.160004,85.629997,86.949997,4265900,86.949997
"414",86.720001,88.175003,86.669998,87.379997,4310000,87.379997
"415",87.949997,90.129997,87.949997,90.099998,7403900,90.099998
"416",90.68,91.32,89.779999,89.970001,5466700,89.970001
"417",90.099998,90.849998,89.68,90.610001,4643800,90.610001
"418",90.779999,92.940002,90.779999,92.620003,7841800,92.620003
"419",92.290001,93.010002,91.709999,92.089996,7146600,92.089996
"420",91.839996,92.739998,91.800003,92.330002,4874400,92.330002
"421",91.940002,93.440002,91.620003,93.07,6466700,93.07
"422",92.980003,93,88.699997,89.050003,10202200,89.050003
"423",89.18,89.555,88.059998,89,6840300,89
"424",88.129997,89.68,87.389999,88.82,5679500,88.82
"425",89.43,89.989998,88.559998,89.800003,5466000,89.800003
"426",89.830002,91.709999,89.035004,91.43,7321900,91.43
"427",91.529999,92.459999,90.209999,92.400002,7213500,92.400002
"428",92.599998,93.699997,92.059998,92.190002,8308300,92.190002
"429",92.25,92.68,90.68,90.779999,9342800,90.779999
"430",90.660004,91.300003,88.510002,88.68,9293800,88.68
"431",88.709999,90.089996,88.709999,89.720001,5820700,89.720001
"432",90.099998,90.739998,88.237999,89.309998,5495100,89.309998
"433",89.839996,90.779999,89.184998,90.599998,6561700,90.599998
"434",91.050003,92,90.419998,90.620003,25379400,90.620003
"435",89.949997,90.260002,88.260002,89.620003,8303100,89.620003
"436",89.620003,90.379997,89.275002,90.040001,5953400,90.040001
"437",90.339996,90.93,89.699997,89.849998,5936200,89.849998
"438",90.610001,90.699997,88.860001,88.989998,6996600,88.989998
"439",88.790001,89.044998,87.599998,87.839996,7920600,87.839996
"440",88.129997,88.800003,87.400002,87.550003,9260600,87.550003
"441",87.269997,87.349998,85.830002,86.68,6488200,86.68
"442",87.400002,87.949997,86.370003,87.150002,6625000,87.150002
"443",86.389999,86.5,83.540001,84.339996,9077900,84.339996
"444",84.209999,84.839996,82.32,83.18,10735800,83.18
"445",82.620003,82.889999,78.650002,80.550003,16872200,80.550003
"446",80.650002,81.839996,79.440002,80.029999,9332400,80.029999
"447",79.610001,79.910004,75.32,75.449997,16920300,75.449997
"448",76.809998,77.785004,74.660004,75.900002,21006500,75.900002
"449",79.120003,79.599998,77.790001,79.029999,14131400,79.029999
"450",78.879997,79.139999,77.220001,77.230003,8481100,77.230003
"451",78.849998,80.910004,78.459999,80.610001,10060000,80.610001
"452",81.190002,81.389999,79.5,80.089996,10022600,80.089996
