"","DXC.Open","DXC.High","DXC.Low","DXC.Close","DXC.Volume","DXC.Adjusted"
"56",56.444637,58.624565,56.418686,58.166088,1437255,54.957775
"57",58.737022,59.723183,58.477509,58.68512,1591350,55.448181
"58",57.967129,58.961937,56.686852,58.866783,3614465,55.734848
"59",59.126297,60.640137,58.99654,59.749134,2487018,56.570248
"60",59.930798,64.809692,58.391003,62.906574,8468394,59.5597
"61",63.140137,63.615917,60.795849,61.548443,5202231,58.273834
"62",61.49654,61.49654,59.602077,59.697231,6387709,56.521114
"63",59.965397,62.136677,58.615917,58.780277,39878301,55.652943
"64",59.32526,61.098618,58.918686,60.034603,8083099,56.84053
"65",60.527683,62.837372,60.216263,62.102077,6062295,58.798004
"66",62.906574,64.956749,62.759518,64.602074,10895300,61.164997
"67",64.359863,65.951553,64.351212,65.631485,4602730,62.139629
"68",65.65744,65.882355,63.875435,64.628029,3681629,61.189564
"69",64.108994,65.034599,63.615917,64.256058,3385924,60.837391
"70",64.048447,66.392731,64.01384,65.8564,4146803,62.352585
"71",65.475777,66.903114,65.32872,66.18512,3422916,62.663822
"72",66.435989,67.465401,66.435989,66.608994,2387371,63.06514
"73",66.34948,66.470589,64.679932,65.216263,3619667,61.74651
"74",65.882355,65.882355,64.619377,65.095154,3721048,61.631832
"75",65.32872,65.553635,64.775085,65.302765,3033922,61.828411
"76",65.501732,66.193771,64.887543,66.02076,3153452,62.508202
"77",66.583046,66.634949,65.250862,65.475777,2492914,61.992214
"78",65.233566,66.107269,64.956749,65.8564,2692786,62.352585
"79",66.029411,66.392731,65.441177,65.865051,1810990,62.360779
"80",66.029411,66.15052,65.181664,65.640137,1370091,62.147835
"81",65.640137,65.640137,64.844292,65.173012,2321017,61.705563
"82",65.207611,66.435989,64.83564,66.089966,3424419,62.573734
"83",66.115913,67.413498,65.960205,66.591698,2553720,63.048767
"84",66.470589,67.99308,66.029411,66.84256,3553082,63.286289
"85",67.370239,67.742218,67.058823,67.09343,2626316,63.523808
"86",67.292389,67.889275,66.652252,67.811417,1162127,64.203583
"87",67.595154,67.846024,67.050171,67.82872,1343966,64.219963
"88",69.1436,69.230103,68.200691,68.339104,4072010,64.703194
"89",68.391006,69.083046,68.391006,68.866783,3112992,65.202805
"90",68.529411,68.788925,68.313148,68.702423,2052594,65.047188
"91",68.728371,68.884087,68.442909,68.875435,1206864,65.210999
"92",68.892731,69.723183,68.892731,69.662628,2147848,65.956306
"93",69.801041,69.922142,69.455017,69.714531,1984968,66.005455
"94",69.714531,69.714531,67.923874,68.148788,2480198,64.523003
"95",68.079582,68.243942,67.249138,67.577858,4338352,63.982456
"96",67.543251,68.365051,67.422142,67.534599,2001961,63.941505
"97",67.560555,67.975777,67.162628,67.889275,1766368,64.277306
"98",67.863319,68.235291,67.603806,67.707611,1260965,64.105301
"99",67.949829,68.105537,66.955017,67.430794,1361999,63.843224
"100",67.941177,68.81488,67.491348,68.027679,1965431,64.408363
"101",68.780273,69.489616,66.756058,68.044983,2742610,64.424728
"102",67.560555,67.99308,66.84256,67.768166,2308879,64.162636
"103",67.673012,68.027679,66.885811,67.058823,2769314,63.491032
"104",66.868515,67.318336,66.401382,66.730103,1987858,63.179802
"105",66.608994,67.681664,65.994812,67.119377,2453841,63.548374
"106",66.911766,67.560555,66.583046,67.257782,1937340,63.679413
"107",67.058823,67.465401,66.470589,66.496536,2320670,62.958664
"108",66.505188,66.825256,66.064011,66.410034,1318418,62.876751
"109",66.410034,66.51384,65.536331,65.873703,1726833,62.368965
"110",65.65744,66.081314,64.282005,64.965401,2645506,61.654728
"111",64.645332,65.700691,63.961937,65.354668,2813820,62.024151
"112",65.242218,65.709343,64.792389,65.683388,2412803,62.336124
"113",65.743942,65.908302,64.584778,64.697235,1381073,61.40023
"114",64.065742,64.50692,63.797577,64.100349,1977685,60.833763
"115",63.693771,64.861595,63.589966,64.740486,2953580,61.441273
"116",64.878891,66.496536,64.792389,66.358131,1946010,62.976482
"117",66.098618,66.211075,65.467125,65.674744,1734000,62.327927
"118",65.743942,66.600349,65.562286,66.107269,2312462,62.738411
"119",66.211075,66.608994,65.847748,66.366783,1206748,62.984707
"120",65.977509,67.880623,65.795845,67.871971,12128405,64.413185
"121",67.517303,68.607269,67.352943,68.209343,3292288,64.733353
"122",67.941177,68.555367,67.041519,67.058823,2325525,63.641468
"123",67.387543,67.975777,66.833908,67.820068,2481932,64.363914
"124",67.638405,68.209343,67.015572,67.941177,2311075,64.478859
"125",67.66436,68.148788,66.366783,66.366783,2110394,62.984707
"126",66.401382,66.47924,65.605537,65.700691,1407314,62.352547
"127",65.700691,66.323532,65.640137,65.951553,2057449,62.590622
"128",65.916954,66.34948,65.432526,66.18512,2244605,62.812298
"129",66.18512,67.17128,66.141869,67.00692,974392,63.592216
"130",66.920418,67.690308,66.721451,67.344292,2535686,63.912392
"131",67.404846,67.517303,66.903114,67.240486,2249345,63.813873
"132",67.690308,68.3218,67.404846,68.062286,1118083,64.593788
"133",68.062286,68.278549,67.456749,67.958481,1165942,64.495262
"134",68.183388,68.183388,67.404846,67.915222,1631925,64.454224
"135",67.923874,67.967125,67.17128,67.655708,1712961,64.207939
"136",67.681664,67.776817,67.249138,67.456749,1987280,64.019119
"137",67.474045,68.088234,67.275085,68.088234,2030167,64.618416
"138",67.923874,68.226646,67.551903,68.027679,932083,64.560959
"139",67.932526,69.515572,67.932526,69.152252,1861391,65.628212
"140",69.204155,69.541519,68.875435,69.420418,1632388,65.882721
"141",69.50692,69.83564,69.186852,69.256058,913356,65.726738
"142",69.256058,69.541519,69.074394,69.256058,1229984,65.726738
"143",69.394463,69.455017,66.92907,67.889275,2078488,64.429596
"144",67.82872,68.243942,67.768166,67.846024,1038782,64.38855
"145",67.941177,68.339104,67.439445,67.802765,1131146,64.347488
"146",68.122833,68.676468,67.837372,68.624565,1231371,65.127411
"147",68.313148,68.555367,67.352943,67.569206,1169178,64.125832
"148",67.794121,68.036331,67.474045,67.854668,992542,64.396744
"149",67.897926,68.295845,67.820068,68.096886,963064,64.626625
"150",68.036331,68.555367,68.019028,68.226646,1409164,64.749779
"151",67.871971,68.589966,66.833908,67.032875,3175994,63.616848
"152",68.927338,73.096886,68.918686,71.782005,5334709,68.123955
"153",71.098618,71.410034,69.809692,70.302765,2848500,66.720093
"154",70.467125,71.107269,69.939445,70.977509,1794343,67.360451
"155",71.634949,73.044983,71.366783,72.863319,2799138,69.150169
"156",73.053635,74.126297,72.491348,73.832176,2550714,70.069656
"157",73.840828,74.463669,73.494812,74.212807,1724521,70.430885
"158",73.961937,74.212807,72.292389,72.301041,2049241,68.616539
"159",72.249138,72.776817,71.626297,72.09343,2060686,68.419502
"160",72.119377,72.387543,71.669548,72.032875,1264086,68.362038
"161",72.231834,74.039795,72.231834,73.970589,2249807,70.201019
"162",73.468857,73.728371,73.010384,73.589966,2614872,69.839775
"163",73.961937,74.221451,73.468857,73.555367,1298766,69.806931
"164",73.858131,74.048447,73.304497,73.425606,891738,69.683807
"165",73.434258,73.589966,72.768166,73.347748,852203,69.609901
"166",72.932526,73.477509,72.776817,73.269897,985490,69.536011
"167",73.174744,73.330452,72.733566,73.036331,871971,69.314354
"168",73.425606,73.771629,73.027679,73.529411,1737815,69.78231
"169",73.641869,73.858131,73.148788,73.451553,872318,69.856361
"170",73.192039,74.1436,72.871971,73.044983,1607765,69.469673
"171",73.036331,73.460205,72.344292,72.673012,1406621,69.115913
"172",72.889275,72.958481,72.249138,72.949829,1963697,69.379181
"173",72.915222,73.174744,72.301041,72.811417,1929942,69.247543
"174",73.391006,74.273354,72.820068,73.745674,3454244,70.13607
"175",74.022491,74.645332,73.927338,74.316612,2356506,70.679062
"176",74.221451,74.221451,73.304497,73.840828,3108137,70.226585
"177",73.512108,74.238754,73.096886,73.875435,2785960,70.259491
"178",74.204155,74.247406,73.494812,73.589966,2600653,69.987991
"179",73.598618,73.866783,73.295845,73.399651,1467426,69.806976
"180",73.442909,73.572662,73.235291,73.330452,962832,69.741173
"181",73.3218,73.797577,72.889275,73.434258,2300787,69.839897
"182",73.114189,73.866783,72.949829,73.391006,1599210,69.798775
"183",73.027679,74.385811,72.880623,73.970589,3091144,70.349983
"184",73.81488,74.031143,72.491348,73.15744,1901042,69.57663
"185",73.062286,73.131485,72.551903,72.681664,1069531,69.124153
"186",73.183388,73.589966,72.802765,73.200691,1247786,69.617775
"187",72.880623,73.503464,72.603806,73.347748,1094616,69.757622
"188",73.114189,74.420418,73.019028,74.290657,1707412,70.654381
"189",74.290657,75.043251,73.564011,73.832176,2172933,70.218346
"190",73.84948,74.160896,73.529411,73.624565,1307667,70.020882
"191",73.624565,74.065742,73.399651,73.961937,858446,70.341751
"192",73.935989,74.515572,73.711075,74.204155,2111896,70.572105
"193",74.282005,75.640137,73.996536,75.640137,2559153,71.937798
"194",75.951553,77.439445,75.666092,76.47924,2214665,72.735847
"195",76.487892,76.756058,75.925606,76.202423,1813764,72.472588
"196",75.977509,76.115913,75.311417,75.8218,2340206,72.110588
"197",79.636681,80.795845,77.422142,78.892731,4973343,75.031204
"198",79.238754,79.576126,78.676468,78.754326,2342518,74.899567
"199",78.771629,79.411766,78.589966,79.1436,2012134,75.269775
"200",79.057091,79.783737,78.866783,79.679932,2787694,75.779884
"201",80.147057,80.16436,79.212807,79.212807,1589153,75.335602
"202",78.719727,78.797577,77.958481,78.745674,2251426,74.891335
"203",79.169548,79.498268,78.797577,79.489616,1791106,75.598869
"204",79.826988,80.103806,79.100349,79.1436,912778,75.269775
"205",79.065742,79.221451,78.788925,79.074394,852203,75.203972
"206",78.84948,79.065742,78.140137,78.399651,1288940,74.562248
"207",78.987892,79.048447,78.287193,78.659172,737759,74.809082
"208",78.754326,80.043251,78.088234,79.50692,1119933,75.615326
"209",79.299309,79.299309,78.235291,78.875435,1094616,75.014748
"210",78.935989,79.489616,78.399651,79.169548,1175883,75.294479
"211",79.576126,80.043251,78.624565,79.152252,1324545,75.278023
"212",78.780273,79.108994,78.304497,78.451553,1858964,74.611618
"213",78.425606,79.351212,77.984428,79.108994,1523377,75.236877
"214",78.858131,80.631485,78.806229,80.467125,1727758,76.528542
"215",80.415222,80.441177,79.256058,80.043251,3677698,76.125412
"216",83.910034,85.640137,82.647057,83.693771,4833698,79.597252
"217",83.564011,84.083046,81.712807,81.859863,2564586,77.853104
"218",81.825256,83.148788,81.790657,82.99308,1491356,78.930855
"219",82.958481,84.463669,82.733566,83.737022,2199521,79.638374
"220",83.65052,83.745674,82.430794,82.837372,1232412,78.782761
"221",82.491348,83.278549,81.799309,83.036331,1332290,78.971985
"222",83.148788,84.472321,83.044983,84.186852,1676547,80.066193
"223",83.81488,84.083046,83.468857,83.823532,1267670,79.72065
"224",83.910034,85.441177,83.737022,84.697235,1129412,80.551582
"225",85.233566,86.02076,84.731834,85.65744,1457369,81.464806
"226",85.475777,85.484428,84.42907,84.59343,902027,80.452873
"227",84.939445,85.207611,84.515572,84.567474,435696,80.428177
"228",84.861595,85.181664,84.34256,84.377167,1670304,80.2472
"229",84.775085,85.631485,84.472321,84.775085,2743188,80.625641
"230",84.818336,84.878891,82.396194,82.629761,1779431,78.585304
"231",82.932526,83.875435,82.690308,83.166092,3043748,79.09539
"232",83.131485,83.408302,81.133217,82.681664,1665912,78.634674
"233",82.897926,82.958481,80.077858,80.640137,2058605,76.693069
"234",80.060555,81.47924,79.610725,80.337372,1604644,76.552963
"235",80.389275,81.756058,80.043251,80.778549,1268941,76.973343
"236",80.709343,82.024223,80.709343,81.877167,1753421,78.020218
"237",82.179932,83.096886,81.764709,82.984428,1430781,79.075317
"238",82.854668,83.745674,82.586502,82.846024,1313100,78.943428
"239",82.82872,82.82872,81.764709,81.998268,1864050,78.135605
"240",81.980972,83.044983,81.84256,82.136681,1880465,78.267502
"241",82.136681,82.309692,81.107269,81.487892,1719434,77.649269
"242",82.119377,82.66436,81.340828,82.396194,2450720,78.514786
"243",82.897926,83.425606,82.612457,82.967125,1613082,79.058815
"244",82.82872,82.82872,81.877167,82.119377,2337663,78.251015
"245",82.698959,83.68512,82.309692,82.508652,1559675,78.621941
"246",82.915222,83.719727,82.820068,83.3218,1504072,79.396797
"247",83.096886,83.313148,82.673012,82.949829,1275877,79.042351
"248",82.768166,83.339104,82.474045,82.958481,472457,79.050598
"249",83.096886,83.096886,81.652252,81.946365,2121260,78.086151
"250",81.963669,82.517303,81.764709,82.153976,783537,78.283989
"251",82.257782,82.525955,81.660896,82.09343,1018898,78.22628
"252",82.09343,82.655708,81.790657,82.223183,1209754,78.349922
"253",82.595154,84.108994,82.525955,83.780273,1684754,79.833664
"254",84.264709,86.496536,84.195503,85.795845,2446905,81.754295
"255",86.072662,87.128029,85.441177,87.050171,1437717,82.949516
"256",87.015572,87.508652,86.539795,86.980972,1321886,82.883591
"257",87.110725,88.84948,86.6436,87.915222,2065194,83.773827
"258",87.249138,87.681664,86.600349,87.569206,1195651,83.444122
"259",87.820068,88.019028,87.076126,87.448097,1481530,83.328705
"260",87.698959,87.854668,86.84256,87.621109,1332868,83.493568
"261",88.053635,89.057091,86.911766,87.422142,1854455,83.30397
"262",87.716263,87.967125,86.946365,87.032875,1991672,82.933044
"263",86.833908,87.266434,86.686852,86.920418,1772032,82.82589
"264",87.370239,87.724915,86.712807,87.352943,2286452,83.238029
"265",87.153976,88.088234,86.721451,87.984428,1742092,83.839783
"266",88.027679,88.832176,87.508652,88.192039,1177270,84.037605
"267",88.235291,88.832176,87.197235,87.534599,1753883,83.41114
"268",87.820068,88.858131,87.820068,88.114189,1719666,83.963432
"269",88.416954,88.866783,88.053635,88.667824,1424654,84.490982
"270",88.615913,88.728371,86.47924,86.608994,1357491,82.529137
"271",86.366783,86.435989,85.121109,85.640137,2232698,81.605927
"272",86.946365,87.854668,85.916954,86.115913,1809140,82.059273
"273",85.596886,86.6436,85.302765,86.064011,1264086,82.009819
"274",85.717995,87.326988,85.285469,85.544983,2153512,81.515236
"275",85.138405,86.669548,82.301041,83.122833,2204145,79.207214
"276",81.435989,83.48616,80.596886,82.99308,2596492,79.083542
"277",82.681664,84.420418,82.577858,83.114189,1784055,79.198959
"278",83.096886,83.226646,79.247406,79.515572,4475685,75.769859
"279",81.833908,84.515572,79.801041,83.901382,4113395,79.949066
"280",84.558823,86.029411,84.247406,84.688583,2941442,80.699196
"281",83.987892,85.095154,82.742218,84.117645,1640595,80.155151
"282",83.52076,86.790657,83.460205,86.626297,3191022,82.545616
"283",87.067474,87.465401,85.605537,87.448097,2014561,83.328705
"284",87.231834,88.105537,86.911766,87.214531,1862085,83.10614
"285",86.583046,87.707611,86.176468,87.084778,1317146,82.982506
"286",87.153976,89.766434,87.050171,87.266434,1949710,83.155602
"287",87.543251,88.840828,87.370239,87.465401,1070340,83.345192
"288",88.131485,89.948097,87.742218,89.948097,1446618,85.710945
"289",90.077858,90.830452,89.619377,90.519028,1471704,86.254982
"290",90.346024,90.813148,89.169548,89.221451,2006932,85.018524
"291",90.025955,90.622833,88.667824,88.702423,3884507,84.523956
"292",88.97924,90.250862,86.756058,87.309692,2177904,83.196823
"293",86.548447,87.629761,86.418686,87.456749,1141781,83.33696
"294",87.041519,88.633217,86.038063,88.235291,2355234,84.078827
"295",88.780273,89.532875,87.759514,88.105537,1111147,83.955193
"296",87.266434,88.719727,87.266434,88.581314,1523377,84.408539
"297",88.676468,89.34256,88.166092,89.247406,2661459,85.043266
"298",89.965401,92.673012,89.602074,92.318336,2193510,87.969536
"299",92.508652,92.776817,91.159172,91.764709,1439567,87.442001
"300",92.422142,93.079582,91.427338,91.730103,2099180,87.409019
"301",92.266434,92.275085,90.129761,90.259514,1795037,86.00769
"302",90.40657,91.18512,90,90.346024,1835266,86.090134
"303",90.397926,91.366783,90.086502,90.40657,2467366,86.147812
"304",90.121109,91.574394,89.861595,91.47924,2055946,87.16996
"305",91.522491,93.295845,91.47924,92.82872,2161836,88.455864
"306",92.621109,92.915222,91.807961,92.024223,3386155,87.68927
"307",91.176468,91.418686,88.927338,89.134949,2414537,84.936104
"308",89.169548,90.311417,87.534599,87.716263,1837000,83.584244
"309",89.022491,90.207611,88.391006,89.913498,2341131,85.677971
"310",90.467125,90.648788,87.681664,88.209343,2023578,84.199921
"311",88.365051,88.832176,86.669548,87.024223,2317086,83.068657
"312",87.430794,88.044983,86.496536,86.963669,4823872,83.010857
"313",87.058823,88.235291,85.354668,86.055367,2602734,82.143845
"314",86.167824,86.738754,85.415222,86.617645,1377258,82.680565
"315",85.198959,87.984428,85.069206,87.768166,1611811,83.778786
"316",88.408302,89.195503,87.344292,88.347748,2317664,84.332039
"317",87.655708,88.330452,85.674744,86.297577,1776541,82.375046
"318",86.51384,87.811417,86.34948,86.539795,2126000,82.606255
"319",87.863319,88.892731,87.448097,88.693771,2345640,84.662323
"320",87.923874,89.264709,87.837372,88.65052,1982309,84.62104
"321",89.316612,90.510384,88.910034,89.965401,2708392,85.876152
"322",90.40657,90.449829,88.875435,89.169548,2193626,85.11647
"323",89.991348,90.181664,89.377167,89.974045,1027568,85.884415
"324",90.648788,90.8218,90.121109,90.233566,2539963,86.132118
"325",90.233566,90.65744,89.048447,90.389275,1043637,86.280746
"326",89.852943,90.778549,89.316612,90.017303,1140278,85.92569
"327",90.138405,90.458481,89.083046,89.541519,2034907,85.471535
"328",89.948097,90.173012,89.420418,89.965401,1165132,85.876152
"329",90.155708,90.65744,87.99308,89.100349,1219811,85.050423
"330",88.823532,88.944633,87.5,88.079582,1290443,84.07605
"331",88.52076,89.740486,88.3564,89.628029,1446503,85.554115
"332",89.628029,89.956749,88.226646,89.515572,2015370,85.446762
"333",89.852943,90.216263,89.152252,89.152252,2250501,85.09996
"334",89.238754,89.731834,88.174744,88.910034,914974,84.868752
"335",88.840828,89.282005,87.837372,87.949829,894513,83.952187
"336",87.577858,87.915222,85.942909,87.551903,1815036,83.572357
"337",87.240486,88.494812,86.807961,88.243942,1122823,84.232948
"338",88.183388,88.538063,87.404846,87.681664,1633428,83.696213
"339",87.318336,89.100349,86.980972,88.866783,2504358,84.827469
"340",89.01384,89.550171,88.269897,89.480972,1603025,85.413742
"341",89.688583,90.519028,89.368515,90.198959,1869830,86.099091
"342",90.224915,90.743942,89.766434,90.484428,1317031,86.371582
"343",90.847748,90.847748,88.68512,88.737022,2752089,84.703606
"344",88.494812,88.667824,86.660896,87.257782,2168772,83.291603
"345",87.318336,87.854668,86.894463,87.162628,1558172,83.200768
"346",87.240486,87.283737,86.15052,86.427338,1041094,82.498909
"347",86.392731,87.301041,86.003464,86.704155,1999649,82.763138
"348",87.024223,88.07093,87.015572,87.344292,3145707,83.374184
"349",87.370239,87.474045,85.916954,85.977509,2739142,82.069511
"350",85.475777,86.6782,85.294121,86.574394,1964275,82.639275
"351",86.859863,87.257782,85.553635,86.245674,3034847,82.3255
"352",86.072662,86.072662,81.072662,81.496536,7036225,77.792229
"353",80.354668,80.769897,76.245674,77.846024,6863750,74.307632
"354",79.705879,82.66436,79.42907,80.16436,7110672,76.520607
"355",80.198959,80.441177,79.126297,79.679932,4599493,76.058197
"356",80.830002,83.400002,79.68,79.68,3920700,76.058258
"357",83.230003,84.919998,83.18,84.290001,3704600,80.458717
"358",83.870003,84.730003,83.550003,83.940002,2006100,80.305649
"359",83.769997,85.150002,83.769997,84.75,2017500,81.080582
"360",85,85.440002,83.730003,84.400002,2524800,80.74572
"361",84.389999,85.82,84.169998,85.540001,1566100,81.836365
"362",85.5,85.730003,84.809998,84.900002,2695900,81.224083
"363",85.190002,85.839996,84.239998,84.690002,2804800,81.023178
"364",84.730003,85.639999,84.32,84.480003,2794700,80.822266
"365",84.510002,85.279999,84.089996,84.449997,1667900,80.793564
"366",84.449997,84.459999,83.449997,83.860001,2683400,80.229111
"367",82.779999,83.720001,81.559998,83.650002,1836300,80.028206
"368",82.589996,83.440002,82.5,83.059998,2053100,79.463745
"369",83.610001,83.739998,82.150002,82.32,2182800,78.755783
"370",82.150002,82.639999,80.879997,81.080002,2257800,77.569466
"371",81.809998,81.949997,80.209999,80.849998,5060100,77.349426
"372",80.690002,80.849998,78.470001,78.830002,2689300,75.416893
"373",78.870003,79.68,78.050003,78.5,2938200,75.101189
"374",78.669998,79.760002,77.959999,78.610001,3438900,75.206421
"375",78.620003,80.650002,78.610001,79.980003,2567800,76.517113
"376",80.150002,81.360001,79.910004,80.610001,2451200,77.119827
"377",79.669998,82.059998,79.669998,82,2467900,78.449638
"378",82.419998,83.209999,81.800003,82,1615200,78.449638
"379",82.360001,83.529999,81.959999,83.199997,2493000,79.597679
"380",83.169998,84.139999,82.760002,83.550003,2381000,79.932533
"381",83.540001,84.620003,83.290001,84.220001,1647200,80.573517
"382",84.559998,85.260002,84.379997,84.989998,3052500,81.310173
"383",84.129997,84.860001,83.910004,84.050003,1352700,80.410889
"384",84.5,85.699997,84.089996,85.639999,2649600,81.93203
"385",85.519997,86.349998,84.870003,86.150002,2187800,82.419952
"386",86.360001,86.360001,85.639999,85.720001,1148600,82.008575
"387",85.589996,86.589996,85.050003,86.540001,1322300,82.79306
"388",86.400002,87.199997,85.610001,87.099998,1743900,83.328827
"389",87.050003,87.860001,86.940002,87.169998,1541900,83.39579
"390",87.029999,87.559998,86.809998,87.040001,1795400,83.271423
"391",87.019997,88,86.650002,87.690002,1264300,83.893288
"392",88.290001,88.290001,86.559998,86.940002,1779500,83.175758
"393",86.980003,88.239998,86.769997,88.239998,1462900,84.419472
"394",88.220001,88.529999,87.110001,87.169998,1634800,83.39579
"395",87.230003,87.589996,85.120003,85.870003,1416200,82.152084
"396",85.93,85.989998,84.190002,84.510002,1696400,80.850967
"397",84.879997,85.379997,84.470001,84.739998,2040700,81.070999
"398",84.370003,85.910004,84.370003,85.889999,1479200,82.171219
"399",84.949997,86.599998,84.07,86.099998,1859500,82.372131
"400",86.510002,86.879997,85.529999,86.400002,1568300,82.659134
"401",86.199997,87.099998,85.889999,86.900002,1171500,83.137489
"402",87.239998,87.610001,86.959999,87.080002,1888300,83.3097
"403",89.300003,90.040001,87.110001,88.989998,3426800,85.136993
"404",88.900002,89.07,87.099998,87.25,1824000,83.472321
"405",86.519997,86.949997,85,86.099998,1717200,82.372131
"406",86.019997,86.370003,84.510002,84.589996,2546300,80.92749
"407",84.769997,86.629997,84.290001,86.559998,2228400,82.812202
"408",86.209999,86.589996,85.459999,86.519997,1922800,82.773933
"409",87.440002,87.690002,86.519997,86.75,1434700,82.99398
"410",86.5,88.139999,86.5,87.370003,1847100,83.587135
"411",87.379997,87.849998,86.599998,87.68,1154900,83.883713
"412",87.57,88.639999,87.57,88.199997,1927000,84.381203
"413",87.879997,88.489998,87.419998,88.43,1383800,84.601242
"414",88.519997,89.139999,88.230003,88.610001,2183700,84.773445
"415",88.93,90.389999,88.830002,89.639999,1564800,85.758842
"416",90.220001,90.720001,89.650002,89.769997,1261700,85.883217
"417",89.889999,90.199997,89.410004,90.059998,1351500,86.160675
"418",90.239998,91.18,90.160004,91.139999,934300,87.193901
"419",90.989998,91.43,90.099998,90.660004,1397600,86.734688
"420",90.410004,91.290001,90.059998,91.089996,1292100,87.146072
"421",90.400002,90.760002,89.800003,90.709999,1176900,86.963913
"422",90.449997,90.550003,89.120003,90.07,1870800,86.350349
"423",89.849998,91.089996,89.849998,90.830002,1383700,87.078964
"424",90.559998,91.360001,90.120003,90.199997,2491700,86.474976
"425",90.510002,90.830002,89.660004,89.769997,1263200,86.062729
"426",89.769997,90.489998,89.489998,90.040001,1100600,86.321587
"427",90,91.550003,89.230003,91.419998,2056600,87.6446
"428",91.809998,92.760002,91.389999,92.540001,1324600,88.718338
"429",92.730003,93.160004,92.279999,92.459999,1081200,88.641647
"430",92.690002,93.190002,92.519997,92.739998,1787200,88.91008
"431",92.739998,93.449997,92.730003,92.849998,1995100,89.015541
"432",92.989998,93.470001,92.809998,93.32,1104300,89.466125
"433",93.800003,95.040001,93.540001,94.82,2051100,90.90419
"434",95.220001,96.75,95.139999,96.379997,4308200,92.399757
"435",95.919998,96.260002,94.309998,94.339996,1880500,90.444008
"436",94.660004,95.279999,94.370003,94.839996,1531000,90.923355
"437",94.959999,95.160004,94.099998,94.239998,953900,90.348129
