"","GWW.Open","GWW.High","GWW.Low","GWW.Close","GWW.Volume","GWW.Adjusted"
"454",275.48999,279.130005,273.140015,276.279999,1099200,260.948944
"455",278.640015,278.640015,272.100006,275.23999,822100,259.966614
"456",270.25,275.309998,265,273.98999,1021400,258.78598
"457",274.609985,278.059998,271.619995,271.869995,1316300,256.7836
"458",274.959991,275.450012,270.299988,271.230011,953900,256.179199
"459",268.920013,277.380005,267.660004,274.700012,879600,259.456635
"460",278.529999,282.089996,272.329987,275.549988,898400,260.25946
"461",275.549988,283.339996,274.209991,283.149994,947000,267.437714
"462",286.100006,290.23999,283.75,283.970001,1034400,268.21225
"463",284.820007,287.670013,277.809998,286.519989,775000,270.620697
"464",290.690002,292.549988,284.609985,289.23999,536700,273.189789
"465",289.25,290.929993,284.48999,287.059998,548500,271.130798
"466",284.350006,289.809998,282.859985,287.579987,575400,271.621887
"467",290.459991,296.790009,287.899994,296.019989,453500,279.593536
"468",294.359985,296.269989,292.070007,293.019989,382600,278.037415
"469",290.76001,294.829987,289.089996,293.75,471000,278.730042
"470",293.98999,295.350006,288.959991,291.679993,491400,276.7659
"471",292.209991,299.029999,291.220001,295.959991,550400,280.827057
"472",296.910004,302.470001,296.649994,300.380005,650200,285.021088
"473",299.519989,307.25,296.5,306.109985,624600,290.458038
"474",304.660004,311.450012,302.730011,310.559998,604300,294.680511
"475",309.519989,314.700012,304.589996,305.100006,666700,289.499756
"476",299.5,303.049988,295.01001,296.980011,570100,281.794983
"477",298.079987,305.619995,295.809998,302.51001,368100,287.042175
"478",301.209991,301.75,297.799988,297.950012,132600,282.715302
"479",300.850006,309.040009,300.640015,307.940002,499300,292.19458
"480",307.809998,308.130005,302.790009,304.470001,445000,288.901978
"481",305.149994,311.880005,300.779999,311.709991,671200,295.771759
"482",309.869995,313.809998,308.970001,311.190002,438000,295.278381
"483",311.209991,315.570007,309.100006,314.040009,600400,297.982605
"484",317.899994,321.070007,312.690002,317.190002,519400,300.971527
"485",316.170013,317.839996,300.320007,300.600006,697800,285.229828
"486",294.589996,300.230011,289.579987,299.570007,673200,284.252472
"487",300.350006,303.160004,288.559998,289.429993,496600,274.631012
"488",288.109985,289.420013,280.350006,285.309998,633400,270.721649
"489",286.869995,293.859985,284.079987,286.730011,551100,272.069061
"490",291.040009,294.130005,286.980011,287.799988,438400,273.08432
"491",288.790009,292.23999,284.059998,285.609985,553300,271.006256
"492",282.75,288.76001,282.73999,284.410004,468500,269.867645
"493",283.929993,290.829987,281.359985,284.51001,597300,269.962555
"494",284.950012,288.670013,280,282.859985,675400,268.396881
"495",282.859985,287.410004,277.480011,278.429993,653500,264.193451
"496",276.880005,280.649994,271.320007,275.140015,734100,261.071655
"497",275.100006,282.299988,271.73999,272.209991,951700,258.291412
"498",271.589996,273.329987,266.079987,266.429993,247000,252.807007
"499",268.059998,278.839996,266.369995,278.649994,365000,264.402191
"500",276.970001,281.929993,272.399994,281.929993,404500,267.514404
"501",283.019989,285.859985,280.410004,281.470001,337200,267.077972
"502",281.700012,284.850006,279.339996,282.359985,460400,267.922485
"503",278.890015,279.910004,274.589996,276.579987,789200,262.437988
"504",275.410004,276.899994,266.329987,268.040009,891300,254.334732
"505",272.809998,281.470001,272.019989,279.130005,529500,264.857574
"506",279.070007,282.910004,273.700012,277.130005,658100,262.959869
"507",277.480011,280.769989,270.410004,278.980011,865200,264.715271
"508",276.01001,283,273.519989,280.01001,606700,265.692596
"509",279.109985,284.570007,276.410004,284.48999,413800,269.943542
"510",284.119995,285.23999,281.399994,284.5,287200,269.953033
"511",282.600006,285.040009,281.140015,281.209991,408700,266.831268
"512",286.98999,295.309998,282.690002,293.220001,692400,278.227203
"513",293.429993,295.299988,288.559998,288.809998,579600,274.042694
"514",289.029999,301.019989,289.029999,299.279999,802800,283.977325
"515",302.279999,308.920013,301.450012,305.390015,688700,289.774902
"516",303.619995,305.970001,298.519989,300.609985,561700,285.239319
"517",302.029999,305.26001,295.809998,297.160004,1039600,281.965698
"518",288.200012,295,280.709991,286.220001,1596400,271.585114
"519",287.899994,291.959991,285.100006,291.829987,815900,276.908234
"520",289.209991,291.079987,286.839996,288.929993,432700,274.156525
"521",290.309998,296.220001,288.26001,296.160004,423300,281.016815
"522",299.01001,299.01001,290.850006,296.079987,673600,280.940918
"523",295.570007,297.809998,291.829987,295.390015,654100,280.286255
"524",295.540009,298.950012,291.429993,292.480011,428800,277.525024
"525",292.700012,298.98999,291.390015,298.609985,307200,283.341583
"526",298.559998,300.190002,295.649994,299.98999,357600,284.651001
"527",299.480011,305.640015,298.720001,303.519989,409300,288.000488
"528",301.51001,306.5,300.720001,303.059998,391700,287.564026
"529",301.100006,302.350006,298.579987,300.429993,362100,286.353516
"530",302.019989,307.339996,301.660004,306.839996,368800,292.463196
"531",308.799988,314.869995,307.940002,312.519989,488700,297.877106
"532",313.420013,314.570007,307.130005,313.309998,399300,298.630066
"533",311.480011,314.709991,308.959991,311.809998,296000,297.200348
"534",315,316.730011,312.440002,316.619995,328100,301.785034
"535",315.619995,316.890015,314.149994,314.649994,293000,299.907257
"536",314.089996,314.089996,309.179993,311.040009,477200,296.466461
"537",311.910004,313.179993,308.290009,309.589996,361900,295.084412
"538",310.070007,312.579987,309.480011,312.369995,232200,297.7341
"539",313.799988,315.029999,311.049988,311.380005,356100,296.790497
"540",312.089996,312.5,308.459991,308.549988,262600,294.093079
"541",307.089996,311.220001,307.089996,311.119995,350600,296.542694
"542",310.649994,311.769989,304.51001,304.769989,337900,290.490234
"543",308.73999,310.049988,299.470001,302.529999,631800,288.355164
"544",303.420013,307,300.700012,302.619995,404800,288.440948
"545",303.649994,303.76001,300.690002,301.299988,425900,287.182739
"546",301.980011,305.329987,300,302.450012,312800,288.278961
"547",300.730011,301.839996,295.820007,297.700012,329000,283.751495
"548",295.570007,296.309998,291.190002,293.399994,356900,279.652924
"549",291.579987,295.619995,290.350006,294.98999,218300,281.168427
"550",295.709991,296.149994,293.100006,295.369995,308900,281.530609
"551",296.839996,300.649994,296.309998,299.48999,401000,285.457581
"552",299.670013,299.670013,295.459991,297.529999,383900,283.589447
"553",297.399994,299.98999,296.269989,297.179993,444200,283.255859
"554",297.440002,302.339996,297.440002,302.059998,247800,287.907196
"555",304.130005,304.160004,298.929993,299.540009,347900,285.505249
"556",299.519989,304.019989,295.559998,298.019989,235300,284.056427
"557",297.98999,305.609985,297.76001,304.980011,310200,290.690308
"558",303.910004,303.910004,292.350006,292.51001,446300,278.804657
"559",291.869995,293.23999,288.140015,289.600006,308500,276.031036
"560",291.920013,291.920013,286.579987,289.329987,421400,275.773651
"561",290.130005,292.160004,287.529999,290,367300,276.412231
"562",291.329987,295.700012,290.040009,293.779999,384200,280.015106
"563",295.970001,301.589996,294.779999,300.929993,427700,286.830109
"564",301.5,311.429993,301.5,311.26001,509300,296.676117
"565",310.920013,313.320007,308.579987,311.269989,442000,296.685669
"566",312.76001,314.700012,310.420013,311.579987,389400,296.98111
"567",311,315.5,311,313.640015,304400,298.944611
"568",313.98999,318.899994,313.600006,316.5,410200,301.670624
"569",315.440002,316.51001,314.209991,314.959991,313200,300.202759
"570",314.329987,314.329987,305.079987,305.279999,339400,290.976318
"571",299.98999,304.220001,297,303.170013,497200,288.96524
"572",306,313.26001,306,308.98999,415700,294.512421
"573",306.5,308.269989,302.559998,304.859985,687700,290.575989
"574",304.869995,306.170013,303.410004,304.790009,292500,290.509247
"575",305.959991,307.01001,302.709991,306,301900,291.662598
"576",308.470001,310.290009,305.299988,308.320007,314800,293.873871
"577",308.869995,311.809998,306.5,308.179993,520600,293.740417
"578",302.73999,308,289.609985,291.209991,881900,277.565582
"579",288.269989,293.769989,285.570007,293.190002,633900,279.452789
"580",293.200012,296.26001,292.100006,294.359985,584300,280.567902
"581",293.269989,295.380005,288.829987,295,468800,281.177917
"582",294.950012,296.119995,291,291.910004,280700,278.232758
"583",292.209991,293.350006,284.609985,284.850006,566700,271.503571
"584",284.269989,285.600006,280.769989,282,1038200,268.787109
"585",283.369995,284.25,274.459991,274.859985,594900,261.981598
"586",274.209991,280.709991,274,278.950012,466600,265.880035
"587",281.269989,284.410004,280.589996,283.549988,556300,270.264435
"588",276.73999,279.880005,274.140015,279.309998,499500,266.223114
"589",276.329987,277.380005,271.570007,276.459991,602000,263.506622
"590",276.25,278.790009,273.859985,276.570007,378400,263.611511
"591",273.140015,274.690002,267.649994,273.440002,490500,260.628143
"592",270.589996,272.98999,266.230011,267.690002,456600,256.498322
"593",263.049988,264.089996,258.709991,259.98999,687600,249.120224
"594",260.829987,262.940002,259.269989,262.059998,354600,251.103699
"595",259.690002,262.959991,258.420013,261.790009,363400,250.845047
"596",262.950012,266.390015,261.299988,263.859985,310800,252.828461
"597",263.079987,272.279999,262.920013,267.100006,659200,255.933014
"598",265.209991,271.410004,265.01001,270.720001,494400,259.401642
"599",272,275.01001,272,272.329987,408700,260.944397
"600",270.420013,271.690002,258.839996,259.089996,723900,248.257919
"601",256.559998,263.470001,255.389999,260.920013,561200,250.011383
"602",261.980011,263.26001,255.089996,258.559998,403800,247.750046
"603",258.600006,261.25,258.420013,259.399994,483500,248.554932
"604",259.420013,264.190002,258.359985,261.769989,531100,250.825821
"605",261.649994,266.720001,260.429993,264.589996,738000,253.527908
"606",261.660004,263.029999,259.140015,261.690002,493900,250.749222
"607",261.859985,264.25,260.23999,262.859985,553000,251.8703
"608",265.48999,270.029999,264.799988,269.48999,470600,258.223053
"609",270.98999,273.140015,265.709991,269.160004,328000,257.906891
"610",269.290009,270.329987,264.019989,265.850006,402800,254.735321
"611",267.670013,272.910004,267,271.119995,413700,259.784973
"612",271.730011,275.679993,270.359985,275.179993,479700,263.675232
"613",274.899994,276.450012,269.630005,274.420013,819500,262.94696
"614",275.399994,277.670013,273.720001,275.049988,447200,263.550598
"615",274.820007,279.899994,274.820007,279.76001,305700,268.06369
"616",278.51001,278.51001,267.730011,272.359985,426700,260.973145
"617",272.119995,274.929993,269.649994,272.440002,447000,261.049774
"618",274.26001,278.640015,271.119995,271.869995,417400,260.503601
"619",270.769989,274.98999,268.200012,274.179993,453800,262.716919
"620",278.339996,279.209991,272.269989,276.799988,394600,265.227448
"621",275.420013,277.179993,271.730011,274.019989,638300,262.56366
"622",274.149994,278,270.920013,271.029999,381600,259.69873
"623",271.269989,272.130005,267.429993,267.559998,473600,256.373779
"624",269.040009,270.220001,264.829987,266.399994,360900,255.262268
"625",267.190002,268,265.26001,266.130005,416200,255.003571
"626",267.230011,269.290009,264.609985,268.230011,564500,257.015778
"627",269.529999,272.959991,265.910004,267.290009,536100,256.115051
"628",266.76001,267.829987,263.5,265.149994,369800,254.064545
"629",265.079987,268.790009,265.079987,268.779999,217600,257.542786
"630",267.690002,270.119995,264.5,269.529999,256800,258.261444
"631",267.51001,269.839996,265.5,265.890015,266900,254.773605
"632",265.040009,267.980011,262.130005,266.690002,532900,255.540131
"633",266.23999,267.040009,257.799988,258.540009,780300,247.730881
"634",258.019989,263.329987,256.079987,262.809998,532300,251.822403
"635",263.809998,270.829987,263.809998,269.200012,469400,257.945251
"636",269.880005,272.959991,268.970001,271.279999,309500,259.938263
"637",272.23999,276.76001,271.109985,272.910004,447000,261.500092
"638",271.98999,272.649994,268.459991,269,399700,257.75354
"639",269.440002,270.839996,266.73999,268.660004,330600,257.427826
"640",269.829987,273.23999,267.089996,267.220001,439400,256.048004
"641",268.839996,272.170013,268,269.420013,513900,258.156067
"642",271.130005,279.190002,270.579987,278.779999,664200,267.124695
"643",284.359985,304.839996,284.359985,304.070007,1675700,291.35733
"644",304.73999,305.290009,295.98999,300.130005,902300,287.582062
"645",300.119995,304.579987,299.350006,299.799988,504700,287.265869
"646",299.399994,299.399994,291.130005,291.549988,502900,279.360809
"647",290.25,297.070007,290,296.720001,427100,284.314697
"648",296.579987,299.079987,288.380005,291.029999,568500,278.862518
"649",291.549988,293.48999,276.769989,277.649994,674900,266.041962
"650",276.600006,278.820007,272.390015,276.390015,468300,264.834625
"651",272.140015,273.26001,266.809998,268.829987,569200,257.590668
"652",271.519989,274.100006,267.609985,269.980011,541100,258.692596
"653",266.049988,275.200012,264.850006,274.299988,673400,262.832001
"654",275.070007,277.200012,273.869995,276.679993,357600,265.112488
"655",274,275.100006,267.73999,268.359985,374500,258.485596
"656",266.720001,267.070007,262.190002,263.380005,346900,253.688889
"657",261.290009,271.730011,260.48999,268.220001,561600,258.350769
"658",264,265.480011,262.609985,264.350006,470600,254.623215
"659",265.339996,266.76001,263.540009,264.809998,524900,255.066254
"660",267.440002,270.519989,265.549988,269.26001,376700,259.35257
"661",272.670013,276.220001,272.670013,275.390015,301000,265.256958
"662",275.230011,276.98999,271.730011,272.070007,351800,262.059113
"663",275.359985,278.660004,274.5,274.820007,286300,264.707916
"664",275.679993,275.720001,271.540009,272.859985,318200,262.820038
"665",271.369995,271.470001,264.649994,266.019989,373500,256.23172
"666",269.540009,270.369995,265.769989,267.470001,234800,257.628387
"667",269.869995,269.869995,262.880005,265.369995,238800,255.605606
"668",265.059998,269.73999,263,268.380005,254000,258.504944
"669",271.420013,274.26001,270.049988,273.359985,231500,263.301636
"670",275.529999,277.859985,272.859985,273.649994,227800,263.581024
"671",271.519989,271.519989,263.829987,266.100006,361900,256.308746
"672",268.320007,271.470001,267.619995,268.170013,213600,258.302612
"673",270.899994,280.01001,270.899994,276.779999,316100,266.595825
"674",279.269989,281.299988,276.149994,278.220001,295000,267.982849
"675",279.690002,286.390015,279.589996,285.899994,422200,275.380249
"676",282.359985,291.51001,280.559998,290.730011,432200,280.032501
"677",292.170013,297.519989,290.279999,295,333200,284.145447
"678",294.929993,296,291.109985,293.600006,315400,282.796967
"679",294.410004,298.480011,294.410004,295.559998,341500,284.684784
"680",294.730011,297.5,292.459991,295.809998,233900,284.925598
"681",293.970001,294.470001,288.929993,291.640015,324100,280.909027
"682",290.649994,293.209991,288.609985,292.480011,283900,281.71814
"683",291.769989,294.730011,290.519989,292.160004,303400,281.409943
"684",293.410004,294.649994,289.600006,292.179993,534500,281.429169
"685",289.959991,293.519989,289.670013,291.070007,391700,280.360016
"686",291.850006,292.01001,283.920013,286.559998,297700,276.015991
"687",287.570007,292.660004,286.200012,291.109985,285700,280.398529
"688",290.519989,294.859985,288.709991,293.619995,272000,282.816223
"689",295,296,291.920013,294.98999,261100,284.135773
"690",294.059998,297.720001,292.730011,297.149994,338400,286.216309
"691",300.119995,303.769989,281.890015,286.049988,593000,275.52475
"692",282.970001,288.76001,278.779999,287.179993,559900,276.613129
"693",286.200012,288.859985,281.48999,288.690002,364200,278.067596
"694",290,292.01001,288.600006,291.209991,258400,280.494873
"695",290.019989,292.369995,288.369995,288.970001,299800,278.33728
"696",285.869995,288.26001,279.23999,282.190002,369700,271.806793
"697",285.519989,286.579987,282.519989,283.98999,211900,273.540497
"698",283.820007,290.200012,283.820007,288.709991,324300,278.086853
"699",304,311.410004,302,305.200012,883000,293.970123
"700",301.929993,308.660004,301.630005,306.070007,456200,294.808105
"701",306.070007,310.76001,304.329987,307.339996,332600,296.031342
"702",306.850006,310.279999,306.850006,307.859985,205100,296.532196
"703",308.640015,312.170013,308.359985,310.73999,222200,299.306274
"704",310.459991,313.929993,309.75,310.079987,485800,298.670532
"705",313.459991,317.5,312.179993,316.779999,557900,305.124023
"706",314.149994,320.51001,312.809998,319.179993,562900,307.435638
"707",307.399994,315,298.25,312.440002,1019800,300.943726
"708",313.890015,316.5,310.48999,315.209991,439400,303.611816
"709",317,319.950012,314.799988,317.339996,327300,305.663422
"710",319,319.950012,315.359985,316.390015,414700,304.748352
"711",316.049988,316.380005,311.720001,312.940002,426900,301.425262
"712",312.619995,312.970001,307.140015,310.380005,290600,298.959473
"713",309.869995,310.850006,305.5,308.839996,428800,297.476166
"714",312.140015,317.829987,309.890015,317.670013,405100,305.981293
"715",319.320007,322.309998,317.109985,319.369995,322600,307.618683
"716",320.920013,324.920013,318.790009,322.470001,296200,310.604645
"717",322.730011,323.769989,318,321.26001,292800,309.439178
"718",321.940002,323,318.540009,320.730011,392800,310.319672
"719",320.709991,325.100006,318.25,324.920013,322200,314.373627
"720",322.470001,327.720001,322.130005,327.149994,253300,316.53125
"721",326.959991,327.76001,323.220001,325.440002,269500,314.87677
"722",323.910004,325.630005,321.369995,322.519989,186800,312.051483
"723",322.420013,324.970001,320.660004,322.410004,258400,311.945099
"724",324.869995,325.109985,321.429993,323.470001,266300,312.970734
"725",322.119995,322.700012,316,317.48999,364000,307.184784
"726",318.48999,320.399994,315.480011,315.899994,298800,305.646393
"727",314.290009,314.929993,311,312.350006,333400,302.211609
"728",309.160004,313.820007,309.160004,312.630005,273400,302.482513
"729",315.809998,320.320007,314.799988,319,370000,308.645782
"730",320.269989,323.329987,319.440002,320.48999,307500,310.087433
"731",321.769989,322,318.829987,320.679993,323900,310.271271
"732",321.630005,321.630005,317.700012,319.23999,323700,308.87796
"733",319.48999,320.350006,316.529999,316.950012,125700,306.662354
"734",316.149994,320.51001,314.75,315.029999,242500,304.804657
"735",310.019989,313.619995,309.26001,312.579987,240900,302.434174
"736",313.660004,318.829987,313.559998,316.869995,346800,306.5849
"737",317.970001,324.160004,315.869995,318.290009,470900,307.958832
"738",321.480011,323.160004,318.75,321.48999,275000,311.054932
"739",320.790009,327.309998,320.790009,324.309998,356200,313.783447
"740",324.549988,326.350006,322.959991,323.570007,225000,313.067444
"741",327.649994,329.980011,325.140015,329.519989,340700,318.824341
"742",328.420013,339,327.609985,338.799988,475200,327.80307
"743",337.769989,338.959991,331.769989,332.309998,551300,321.523743
"744",334.519989,337.399994,332.809998,337.220001,531100,326.274384
"745",335.730011,336.299988,330.450012,331.480011,304000,320.720703
"746",331.559998,332.790009,329.23999,332.529999,345900,321.736603
"747",332.5,334.950012,330.880005,334.839996,231500,323.971588
"748",337.450012,338.589996,334.380005,337.589996,773800,326.632355
"749",338.670013,338.670013,335.790009,337.720001,325000,326.758148
"750",338.850006,338.850006,336.290009,337.380005,70600,326.429199
"751",337.809998,339.809998,334.51001,338.910004,257200,327.909546
"752",340.5,340.570007,336.799988,337.470001,176500,326.516296
"753",337.450012,339.209991,336.459991,338.25,173200,327.270966
"754",336.76001,339.75,336.660004,338.519989,212400,327.532166
"755",339.75,344.709991,337.209991,344.709991,376700,333.52124
"756",339.540009,342.26001,335.01001,340.660004,355200,329.602753
"757",337.920013,339.850006,335.25,337.48999,316500,326.535614
"758",335.140015,339.299988,333.5,337.839996,325000,326.874237
"759",338.109985,343.109985,338.109985,341.410004,321200,330.3284
"760",341.940002,343.679993,340.459991,343.170013,261500,332.031281
"761",344.359985,346.600006,340.959991,341.309998,225400,330.231659
"762",342.220001,345.299988,341.450012,344.440002,203800,333.26004
"763",343.609985,345.779999,339.850006,340.279999,289700,329.235077
"764",341.98999,341.98999,337.850006,339.269989,227600,328.257813
"765",340.660004,342.720001,338.119995,341.140015,256700,330.0672
"766",340.209991,342.230011,338.149994,340.149994,483100,329.109314
"767",338.910004,338.910004,330.369995,334.450012,399400,323.59433
"768",337.23999,337.570007,330.309998,331.070007,260900,320.324005
"769",328.559998,332.929993,324.820007,332.540009,261700,321.746307
"770",333.869995,334.890015,326.380005,329,229600,318.321198
"771",323.950012,325.970001,320.149994,322.119995,233200,311.664551
"772",324.630005,326.079987,321.679993,323.450012,483200,312.951324
"773",325.149994,330.100006,325.149994,327.48999,531600,316.86026
"774",316.51001,321.559998,306.929993,312.549988,800400,302.40509
"775",309.459991,310.839996,298.679993,302.670013,807800,292.845825
"776",305.700012,308.5,301.399994,303.230011,507400,293.387634
"777",308.019989,313.23999,307.589996,308.140015,376600,298.138275
"778",313.279999,315.269989,310.950012,315.059998,350400,304.833679
"779",316.75,316.75,308.049988,309.980011,373400,299.91861
"780",306.619995,307.670013,299.450012,299.700012,578500,291.325623
"781",299.950012,299.950012,294.339996,298.170013,271400,289.838348
"782",299.290009,303.100006,299.290009,300.869995,222000,292.46286
"783",306.309998,312.269989,306.23999,310.959991,316400,302.270874
"784",308.950012,309.980011,305.23999,305.359985,245200,296.827393
"785",305.369995,307.929993,304.179993,307.649994,185100,299.053375
"786",306.320007,309.200012,304.950012,308.179993,175300,299.568604
"787",309.119995,310.940002,306.190002,307.140015,181800,298.557709
"788",306.079987,312.369995,306.079987,310.290009,160000,301.619629
"789",307.690002,308.380005,302.980011,303.320007,200200,294.844421
"790",294.23999,300.040009,292.570007,296.040009,255300,287.767853
"791",296.320007,296.320007,283.649994,284.790009,291600,276.832184
"792",288.089996,290.649994,283.51001,284.850006,443800,276.890533
"793",279.799988,288.25,273.899994,279.790009,704900,271.971893
"794",270.970001,277.75,268.940002,277.540009,713000,269.784821
"795",279.359985,288.920013,272.130005,288.880005,523400,280.807922
"796",288.309998,292.98999,282.420013,285.859985,560200,277.872284
"797",291.98999,296.450012,288.049988,294.670013,484400,286.436096
"798",285.059998,293.630005,285.059998,290.339996,447000,282.227081
"799",280.630005,285.450012,278.01001,284.630005,485400,276.676666
"800",268.910004,283.119995,251.630005,255.830002,949100,248.681427
"801",264.470001,279.660004,256.399994,279.619995,486800,271.806641
"802",272.640015,281.48999,268.670013,274.609985,597700,266.936676
"803",255,256.820007,242.229996,246.190002,701200,239.310791
"804",258.859985,266.119995,246.369995,266.019989,543300,258.5867
"805",241,256.880005,224,229.529999,602800,223.116302
"806",233.279999,246.960007,225.979996,246.429993,599300,239.544052
"807",230,245.880005,226.100006,235.889999,534900,229.298599
"808",233.5,248.600006,226.619995,234.979996,413100,228.414017
"809",235.410004,236.600006,212.009995,213.779999,474200,207.806427
"810",212.639999,218.160004,200.610001,209.490005,473200,203.636276
"811",221.179993,239.970001,221.179993,238.690002,711400,232.02037
"812",238.630005,255.399994,230.559998,237.289993,465700,230.659485
"813",239.720001,249.020004,228.070007,249.020004,429600,242.061707
"814",240.919998,253.789993,238.699997,247.149994,316300,240.243958
"815",246.860001,256.290009,241.899994,255.139999,330600,248.010712
"816",251.679993,257.040009,248.009995,248.5,383200,241.556244
"817",240,245.289993,233.850006,236.520004,412400,229.91098
"818",234.699997,244.75,233.889999,239.690002,460400,232.992432
"819",236.610001,242.940002,234.009995,238.759995,332900,232.088425
"820",248.369995,254.75,245.169998,251.179993,414500,244.161346
"821",253.259995,272.529999,253.259995,257.929993,600900,250.722733
"822",261.769989,273.73999,256.910004,270.399994,325900,262.844299
"823",274.940002,282.209991,273.359985,279.869995,447000,272.049683
"824",278.290009,278.290009,272,274.359985,271000,266.693634
"825",283.309998,288.570007,280,287.630005,457600,279.592804
"826",281.380005,282.809998,276.549988,279.429993,282100,271.621948
"827",279.589996,283.119995,275.429993,279.920013,291200,272.098297
"828",287.480011,291.920013,276.140015,280.220001,364000,272.389923
"829",276.299988,277.23999,271.769989,274.51001,299200,266.839447
"830",270,272.790009,268.51001,270.089996,230100,262.542969
"831",276.350006,278,271.529999,276.130005,364100,268.414154
"832",264.200012,272.320007,256.190002,258.429993,858600,251.208755
"833",260.049988,271.48999,259.190002,269.609985,435600,262.076355
"834",272.329987,279.200012,270.480011,277.119995,340300,269.376495
"835",284.109985,287.899994,282.670013,286.019989,406400,278.027802
"836",291.75,292.700012,278.579987,280.640015,471900,272.798218
"837",276.350006,277.220001,271.709991,275.579987,371000,267.879547
"838",271.049988,272.429993,265.859985,267.660004,253200,260.180878
"839",266.049988,272.369995,263.269989,272.119995,280200,264.516235
"840",275.679993,281.980011,274.540009,279.209991,286900,271.408142
"841",283.480011,285.950012,278.980011,280.5,295400,272.662079
"842",283.820007,287.950012,279.880005,281.109985,284400,273.255005
"843",284.420013,285.450012,281.269989,285.450012,198200,278.902466
"844",282.619995,288.119995,278.98999,286.589996,220100,280.016296
"845",287.089996,287.100006,277.100006,277.209991,271700,270.85141
"846",276.450012,279.570007,270.299988,273.070007,351400,266.806396
"847",268.209991,277.079987,263.829987,277.019989,281000,270.665802
"848",274.679993,279.649994,273.440002,278.790009,435000,272.395233
"849",287.359985,292.980011,286.98999,290.920013,234200,284.246979
"850",290.399994,293.5,286.410004,286.51001,262800,279.938141
"851",291.109985,299.399994,291.109985,296.070007,266300,289.2789
"852",296.359985,299.369995,294.290009,295.440002,330900,288.6633
"853",295.970001,295.970001,291.459991,292.910004,284700,286.191315
"854",300,307.200012,300,305.76001,487500,298.746613
"855",311.98999,315.670013,308.420013,314.339996,336800,307.129761
"856",316.579987,316.579987,308.809998,309.209991,250400,302.117432
"857",308.450012,312.279999,306.390015,309.619995,876800,302.518005
"858",309.059998,312.579987,303.970001,305.940002,306000,298.922455
"859",312.829987,315.820007,311.040009,314.98999,366600,307.764832
"860",318.75,319.480011,315.440002,318,357700,310.705811
"861",314.820007,318.529999,312.190002,316.329987,258400,309.074097
"862",322.450012,324.440002,319.480011,322.829987,443000,315.425018
"863",322.410004,330.410004,321.480011,328.380005,347200,320.847717
"864",325.76001,329.089996,324.01001,326.339996,243200,318.854492
"865",328.73999,328.869995,320.720001,320.869995,204400,313.509979
"866",312.559998,315.440002,305.73999,305.940002,290800,298.922455
"867",315.290009,315.369995,298.429993,303.75,294000,296.782715
"868",297.130005,306.119995,294.809998,302.809998,532000,295.864227
"869",313.75,314.049988,305.51001,310.660004,275800,303.53418
"870",310.950012,313.670013,309.130005,310.269989,204800,303.153137
"871",308.179993,309.98999,303.190002,304.470001,262600,297.486145
"872",309.679993,309.679993,299.98999,303.01001,398500,296.059692
"873",302.26001,304.040009,298.51001,303.190002,231000,296.235504
"874",307.269989,307.98999,301.230011,301.480011,338900,294.564758
"875",299.109985,299.98999,291.720001,294.790009,378700,288.028198
"876",293.540009,296.529999,291.339996,295.950012,287200,289.161621
"877",295.779999,297.429993,291.220001,293.119995,635600,286.396515
"878",296.5,305.410004,296.390015,303.470001,360800,296.509125
"879",304.429993,315.940002,304.059998,314.160004,509300,306.953918
"880",314.459991,316.809998,307.51001,307.959991,396700,300.896118
"881",313.200012,318.299988,310.450012,317.51001,311800,310.227081
"882",322.700012,324.200012,319.98999,322.190002,318700,314.799744
"883",319.230011,324.790009,318.809998,320.850006,334300,313.490448
"884",317.600006,320.619995,304.839996,308.769989,457400,301.687531
"885",310.290009,312.929993,306.940002,308.98999,266200,301.902496
"886",309.23999,311.140015,305.5,311.019989,259100,303.885925
"887",314.380005,324.369995,313.390015,319.529999,581900,312.200714
"888",319.410004,327.829987,318.76001,327.589996,403300,320.075836
"889",331.200012,335.019989,326.839996,333.619995,390100,325.967529
"890",333.540009,337.910004,330.600006,333.320007,226300,325.674438
"891",335.040009,336.320007,329.76001,330.269989,824500,322.694336
"892",326.920013,332,325.640015,330.730011,308100,323.143829
"893",333.339996,339.279999,333.070007,337.320007,360800,329.582703
"894",337.660004,342.829987,336.570007,338.950012,315500,331.175293
"895",338.940002,343.100006,326.640015,338.660004,519000,330.891907
"896",339.040009,347.450012,336.049988,341.390015,395800,333.559296
"897",341.049988,346.109985,339.309998,339.790009,385500,331.996033
"898",337.769989,338.390015,333.519989,333.649994,358900,325.996857
"899",335.209991,343.179993,335.209991,340.76001,488300,332.943756
"900",336.329987,340.480011,333.100006,339.790009,239500,331.996033
"901",340.190002,341.720001,335.160004,341.529999,478200,333.696106
"902",342.920013,345.839996,341.880005,341.959991,197900,334.116241
"903",341.040009,342.920013,337.700012,338.519989,259200,330.755127
"904",340.429993,344.709991,336.910004,344.410004,275400,336.510071
"905",344.410004,346.880005,343.269989,346.589996,294300,338.639984
"906",345.399994,349.51001,343.380005,349.380005,197600,342.879669
"907",348.5,353.73999,347.920013,352.070007,248400,345.519592
"908",352.070007,356.779999,351.399994,352.920013,369000,346.353821
"909",354.690002,358.059998,352.769989,355.809998,186500,349.190002
"910",353.950012,354.859985,350.519989,352.070007,120900,345.519592
