"","ALB.Open","ALB.High","ALB.Low","ALB.Close","ALB.Volume","ALB.Adjusted"
"654",74.709999,74.93,69.690002,73.489998,4385400,71.020622
"655",71.900002,72.330002,69.400002,70.25,2188000,67.889496
"656",69.800003,70.019997,67.059998,67.379997,1516600,65.115936
"657",67.400002,71.18,66.800003,68.449997,1597200,66.149971
"658",66.459999,66.949997,64.010002,64.290001,2087400,62.129761
"659",64.339996,64.339996,61.240002,61.66,2688300,59.588127
"660",62.279999,64.339996,61.240002,63.09,1666700,60.970074
"661",64.209999,65.330002,63.939999,64.919998,1388200,62.738583
"662",64.449997,64.68,63.709999,64.169998,1091500,62.013786
"663",65.32,66.290001,64.699997,65.910004,1003800,63.695316
"664",64.709999,65.120003,62.689999,63.220001,1850400,61.095711
"665",62.57,62.689999,59.709999,59.950001,1778100,57.935585
"666",60.849998,61.459999,60.16,60.810001,805200,58.766689
"667",61.43,61.439999,59.130001,59.299999,1066600,57.307426
"668",59.060001,59.740002,58.630001,59.32,2283800,57.326763
"669",60.580002,61.41,60.099998,60.490002,2307100,58.457439
"670",61.290001,63.27,61.290001,61.73,1403500,59.655773
"671",61,61,59.509998,60.23,1372100,58.206181
"672",61.599998,61.98,60.860001,61.310001,898800,59.249889
"673",62.330002,63.41,62.330002,62.970001,1854400,60.854107
"674",63.040001,63.779999,61.93,63.23,1023700,61.105373
"675",63.490002,65.440002,63.279999,65.360001,1216400,63.163811
"676",65.489998,68.5,65.489998,68.279999,2358000,65.985687
"677",68.800003,69.379997,67.199997,69.25,1839300,66.923096
"678",69.199997,69.959999,67.82,69.279999,986700,67.309769
"679",69.889999,70.410004,68.199997,69.279999,1169900,67.309769
"680",68.919998,69.790001,68.639999,68.839996,1003000,66.882278
"681",68.190002,68.660004,67.209999,67.760002,1120500,65.833
"682",67.349998,68.279999,66.529999,67.400002,1131000,65.483238
"683",67.400002,68.470001,66.709999,68.290001,1238600,66.347923
"684",68.669998,70.419998,68.529999,68.860001,2741900,66.901718
"685",67.970001,69.410004,67.650002,68.220001,990400,66.279915
"686",68.5,68.709999,66.970001,67.889999,1382700,65.959305
"687",67.82,68.510002,67.389999,68.300003,999500,66.357643
"688",68.099998,68.129997,66.760002,67.190002,989000,65.279213
"689",67.370003,68.220001,66.769997,68.139999,1667600,66.202179
"690",68.25,69.870003,67.989998,69.519997,1387800,67.542946
"691",69.949997,70.839996,67.910004,68.309998,1721400,66.367348
"692",67.379997,67.470001,66.099998,66.57,1202800,64.676834
"693",66.050003,67.230003,64.900002,67.230003,1122100,65.318077
"694",67.050003,67.339996,65.940002,66.32,974100,64.433952
"695",65.879997,66.5,64.669998,65.68,1073600,63.812149
"696",65,65,63.459999,63.700001,1148000,61.888458
"697",64.360001,64.730003,62.77,63.599998,1144100,61.791298
"698",64.010002,65.790001,63.790001,65.459999,1093100,63.598396
"699",66.529999,69.300003,66.25,68.910004,1318400,66.950287
"700",68.230003,68.580002,67.370003,67.559998,1194500,65.63868
"701",67.900002,68.730003,67.129997,67.870003,803200,65.939873
"702",67.860001,68.93,67.459999,67.580002,721600,65.658112
"703",68.349998,69.089996,67.75,68.220001,1062800,66.279915
"704",68.230003,68.739998,67.110001,67.129997,908400,65.220917
"705",67.910004,68.18,66.809998,67.239998,1153100,65.327789
"706",67.239998,67.870003,64.879997,66.790001,1271000,64.890579
"707",67.389999,68.160004,66.940002,67.459999,766400,65.541527
"708",68.169998,69.68,68.059998,69.449997,1374200,67.474937
"709",63.790001,65.489998,62.5,63.59,5988000,61.781586
"710",62.75,64.580002,62.59,63.740002,2780700,61.927322
"711",63.450001,64.480003,62.75,63.029999,2192200,61.237511
"712",62.860001,63.439999,61.82,62.669998,2227400,60.887753
"713",62.310001,62.5,60.200001,60.740002,2912300,59.012642
"714",61.459999,64.5,61.119999,64.489998,2339900,62.655994
"715",65.160004,67.760002,65.099998,67.699997,2246900,65.774696
"716",68.370003,68.660004,66.739998,67.370003,2004600,65.454086
"717",66.790001,67.830002,66.220001,66.720001,2319200,64.822563
"718",67.639999,72.279999,67,71.389999,3003500,69.359764
"719",69.480003,69.580002,66.209999,67.980003,3410000,66.046745
"720",67.489998,67.889999,66.620003,67.730003,1164300,65.803856
"721",67,67.849998,64.980003,65.309998,1820100,63.452671
"722",63.720001,65.470001,63.369999,65.18,1554000,63.326366
"723",64.370003,65.589996,64.029999,65.540001,1079200,63.676125
"724",66.099998,67.370003,65.620003,66.139999,1028800,64.259071
"725",66.120003,67.360001,65.239998,67.099998,1190100,65.191765
"726",67.760002,67.760002,65.459999,66.459999,926100,64.569969
"727",65.709999,66.540001,64.739998,65.050003,1496800,63.200077
"728",65.290001,66.239998,64.529999,65.129997,1386700,63.277786
"729",64.110001,65.459999,63.75,64.900002,1147000,63.054337
"730",65.110001,65.900002,64.660004,65.139999,1086300,63.287506
"731",65.150002,65.779999,64.32,65.589996,1417100,63.724701
"732",65.730003,65.940002,64.739998,65.5,930000,63.637268
"733",65.32,65.849998,64.919998,65.379997,440500,63.520679
"734",65.669998,66.82,64.970001,65.040001,1128200,63.190357
"735",63.66,63.869999,62.110001,63.650002,1559200,61.839882
"736",64.199997,65.190002,62.889999,62.919998,1550100,61.130638
"737",63.27,63.970001,62.610001,63.68,1379600,61.869026
"738",64.290001,64.900002,63.619999,64.300003,1195900,62.471401
"739",64.25,65.5,64,64.720001,908900,62.879452
"740",64.610001,65.519997,64.110001,65.300003,1020600,63.442963
"741",65.339996,66.059998,65.010002,65.669998,1034600,63.802429
"742",65.699997,68.199997,65.599998,68.019997,1771700,66.458023
"743",68.269997,68.440002,66.32,66.629997,1536000,65.099937
"744",67.559998,67.889999,66,66.199997,1431800,64.679825
"745",66.300003,68.959999,66,68.769997,1525600,67.190788
"746",68.900002,69.540001,68.580002,68.900002,1382100,67.31781
"747",69,70.440002,68.279999,69.449997,1945900,67.855179
"748",70.370003,70.989998,69.57,70.360001,2492200,68.744278
"749",70.360001,72.660004,69.669998,72.43,2011200,70.766762
"750",72.410004,72.959999,72.029999,72.32,640700,70.659286
"751",72.330002,72.5,71.699997,72.489998,730300,70.825371
"752",72.559998,72.93,71.82,72.010002,741600,70.3564
"753",72.099998,72.849998,71.699997,71.93,802200,70.278236
"754",71.610001,73.360001,71.5,73.040001,1016000,71.36274
"755",73.5,73.879997,72.190002,72.610001,1620800,70.942619
"756",71.410004,72.389999,71.220001,71.57,1337600,69.926498
"757",71,72.169998,70.190002,71.489998,1330000,69.848335
"758",71.650002,73.489998,71.129997,72.43,1574400,70.766762
"759",70.599998,71.5,69.610001,71.18,2029500,69.545456
"760",71.32,73.07,70.730003,72.739998,1301100,71.069633
"761",73.010002,73.830002,71.849998,72.099998,1493300,70.444336
"762",72.949997,76,72.889999,75.860001,2668000,74.117996
"763",76.220001,78.870003,75.599998,78.18,3835800,76.38472
"764",78.900002,80.93,78,80.120003,3101800,78.280167
"765",80.360001,81.5,78.510002,80.419998,2178700,78.573273
"766",80.980003,81.300003,79.779999,80.900002,2151400,79.042252
"767",80.790001,81.419998,80.580002,81.32,2312700,79.452614
"768",81.18,81.959999,80.769997,81.379997,2138400,79.511223
"769",80.330002,82.099998,79.510002,81.900002,1654700,80.019295
"770",82,82.129997,80.379997,81.18,1409600,79.315819
"771",78.629997,79.660004,78.010002,78.940002,2060800,77.127258
"772",79.699997,81.220001,79.510002,80.199997,1130900,78.358315
"773",80.830002,81.610001,79.739998,80.730003,1084500,78.876152
"774",80.089996,80.980003,79.379997,80.779999,1261400,78.925003
"775",79.800003,80.360001,78.720001,80.279999,5676000,78.436485
"776",80.790001,81.279999,79.720001,80.790001,2220200,78.934776
"777",82.5,91.93,82.419998,90.43,4739800,88.353409
"778",88.760002,89,85.550003,87.580002,3418600,85.568855
"779",87.57,87.989998,85.540001,86.949997,1849600,84.953316
"780",85.519997,85.720001,82.099998,82.540001,2337700,80.644585
"781",83.110001,84.699997,83.110001,83.25,1553700,81.33828
"782",83.769997,85.389999,83.260002,84.709999,1311100,82.764755
"783",87.019997,88.089996,86.099998,86.830002,1311800,84.836075
"784",85.940002,88.669998,85.099998,87.93,1725100,85.91082
"785",88.540001,90.540001,88.489998,89.639999,2105500,87.581558
"786",88.790001,89.580002,86.690002,88.699997,1448800,86.663139
"787",89,90.699997,88.690002,89.339996,2041200,87.288437
"788",89,99.400002,88.349998,94.309998,4973600,92.14431
"789",92.150002,93.32,90.459999,92.43,2263400,90.307487
"790",87.870003,90.529999,87.209999,89.610001,1682200,87.552231
"791",90.389999,91.169998,85.68,85.830002,2195600,83.859032
"792",85.190002,87.779999,84.309998,85.650002,1583900,83.683167
"793",83.110001,84.940002,80.739998,80.800003,2530000,78.94455
"794",78.110001,82,76.669998,81.849998,2580200,79.970436
"795",82.489998,84.300003,80.150002,84.300003,1661200,82.364174
"796",83.709999,85.239998,80.879997,82.790001,1932300,80.888847
"797",85.059998,86.370003,83.269997,86.269997,1198000,84.288933
"798",83.830002,86.779999,83.510002,84.769997,1490200,82.82338
"799",82.360001,83.959999,80.639999,82.599998,1490700,80.703209
"800",75.5,76.349998,69.589996,72.959999,2627400,71.284584
"801",77.110001,77.629997,72.220001,75.190002,2771400,73.463379
"802",73.379997,73.379997,69.059998,70.07,2059300,68.460953
"803",63.970001,68.559998,60.57,64.790001,2619400,63.651932
"804",69.459999,69.779999,62.119999,68.010002,2067800,66.815361
"805",61.34,63.02,58.93,58.959999,2388300,57.924332
"806",60.290001,68.260002,57.310001,67.059998,3062400,65.882057
"807",62.41,69.110001,58.619999,68.639999,2762300,67.434303
"808",66.550003,67.830002,60.25,61.939999,2016200,60.85199
"809",62.68,63.41,53.02,53.450001,2963600,52.51112
"810",52.380001,54.380001,48.889999,50.900002,2507500,50.005917
"811",53.889999,57.869999,53.049999,56.029999,1839500,55.045795
"812",56.389999,63.860001,55.380001,60.02,2295600,58.965717
"813",60,60.720001,57.200001,60.459999,2245100,59.397984
"814",58,58,54.75,55.02,2439600,54.053543
"815",55.610001,56.490002,54.509998,55.599998,2045800,54.623356
"816",55.52,57.73,55.110001,56.369999,2585900,55.379826
"817",54.259998,57.040001,53.619999,54.84,2253900,53.876705
"818",54.880001,59.009998,52.950001,53.66,1911400,52.71743
"819",53.630001,55.380001,52.689999,52.700001,1749700,51.774296
"820",55.130001,57.68,54.48,56.93,1725800,55.929993
"821",58.310001,60.349998,56.490002,57,1952000,55.998764
"822",57.610001,62.43,57.32,61.82,1706000,60.734093
"823",62.349998,67.239998,62.169998,67.019997,1775400,65.842743
"824",66.779999,67.349998,61.669998,63.310001,1678600,62.197922
"825",64.75,65.839996,63.25,63.68,1068400,62.561428
"826",61.439999,61.720001,57.860001,58.25,1335900,57.22681
"827",58.259998,58.919998,56.700001,58.57,1618100,57.541183
"828",60.580002,62.790001,60.5,61.470001,1011000,60.390244
"829",60,61.68,59.5,60,1270600,58.946064
"830",58.5,59.240002,57.709999,57.860001,1381600,56.843658
"831",58.959999,60.080002,58.599998,59.450001,684800,58.405727
"832",60.669998,62.25,60.259998,60.66,816500,59.594471
"833",61.110001,61.959999,59.68,61.529999,1027100,60.449192
"834",61.82,62.830002,61.650002,62.25,736800,61.156544
"835",64,65.699997,63.25,64.309998,1087700,63.180355
"836",64.059998,66.370003,64.059998,64.669998,1447900,63.534027
"837",63.799999,64.150002,61.110001,61.43,2007200,60.350948
"838",60.5,60.5,56.939999,57.439999,1924900,56.431034
"839",56.82,57.82,55.75,57.259998,1275400,56.254192
"840",58.369999,60.34,58.310001,58.470001,1109000,57.442944
"841",59.169998,60.240002,57.799999,57.93,1885300,56.912426
"842",59.900002,61.860001,57.389999,59.740002,2206600,58.690636
"843",60.630001,64.5,60.200001,64.25,1514500,63.121407
"844",63.16,65.720001,62.880001,64.410004,1471300,63.278599
"845",63,63.709999,59.009998,59.259998,1881900,58.219063
"846",59.02,60.299999,57.77,59.919998,1770000,58.867466
"847",59,59.779999,56.169998,59.709999,1333300,58.661163
"848",59.5,61.619999,59.419998,61.349998,1428000,60.27235
"849",64,65.32,63.25,63.93,1288900,62.807034
"850",63.82,65.290001,63,63.509998,1329900,62.394409
"851",65.190002,68.610001,65.010002,68.139999,1641500,66.943077
"852",67.82,69.790001,67.410004,67.970001,1428300,66.77607
"853",67.800003,68.419998,66.870003,68.110001,825400,66.913612
"854",70.660004,75.75,70.510002,74.93,2391600,73.613815
"855",76.389999,79.129997,74.040001,75.040001,1592500,73.721886
"856",76.480003,78.43,75.550003,75.93,1408600,74.59626
"857",75.449997,77.32,74.349998,76.519997,1589800,75.175873
"858",76.660004,78.599998,76.519997,77.419998,1061900,76.060074
"859",78.32,79.440002,77.029999,78.589996,1268300,77.209511
"860",79.629997,80.959999,78.849998,78.940002,1685100,77.553383
"861",78,80,77.730003,79.970001,1493700,78.565277
"862",81.720001,84.970001,80.779999,84.309998,1950000,82.829048
"863",84.620003,86.910004,84.25,86.739998,1304100,85.21637
"864",85,86,84.07,85,962300,83.50692
"865",85.32,85.599998,83.699997,83.860001,957900,82.386955
"866",78.949997,80.040001,74.019997,74.519997,1656600,73.54866
"867",78,78.669998,75.360001,77.32,1219900,76.312172
"868",74.18,77.720001,74,76.410004,1134900,75.41404
"869",79.769997,80.309998,77.260002,79.230003,1060000,78.197281
"870",79.25,80.300003,78.82,79.169998,727000,78.138062
"871",78.25,79.550003,77.540001,78.809998,863700,77.782753
"872",80.220001,80.970001,77.629997,78.349998,1243100,77.328758
"873",75.510002,76.93,74.660004,75.779999,1023200,74.792252
"874",76.839996,77.209999,76.010002,76.120003,781700,75.127823
"875",75.410004,75.419998,72.389999,73.32,965600,72.364311
"876",73.260002,74.220001,72.589996,73.949997,727200,72.986099
"877",74.93,75.830002,73.199997,74.639999,1652200,73.667114
"878",75.970001,77.370003,75.029999,76.330002,843100,75.335083
"879",75.809998,77.559998,75.739998,77.209999,1033100,76.203613
"880",76.949997,77.669998,75.269997,76.059998,891600,75.068604
"881",77.669998,79.639999,77.639999,78.559998,886000,77.536011
"882",80,81.300003,79.389999,81.220001,1045200,80.161354
"883",80.260002,80.440002,77.620003,78,1281300,76.983315
"884",77.93,79.739998,76.449997,77.949997,1351200,76.933968
"885",78.190002,78.190002,74.779999,75.75,1154300,74.762642
"886",76,79.040001,75.339996,78.889999,1071800,77.86171
"887",80.300003,84.459999,80.150002,81.559998,2213100,80.49691
"888",81.559998,84.360001,80.919998,84.150002,1353700,83.053154
"889",85.879997,86.830002,85.150002,86.599998,1385100,85.471214
"890",86.309998,86.769997,85.440002,86.449997,852600,85.323174
"891",87,89.620003,86.93,88.459999,1360300,87.306969
"892",88.75,89.169998,86.650002,87.040001,816800,85.905487
"893",87.57,88.129997,87.029999,87.18,821300,86.043663
"894",87.199997,88.389999,86.669998,87.690002,726100,86.547012
"895",87.760002,89.410004,86.970001,87.93,756600,86.783882
"896",87,87.919998,86.199997,87.040001,586000,85.905487
"897",85.519997,86.110001,83.849998,85.779999,1164900,84.661911
"898",85.300003,85.790001,83.610001,83.699997,883600,82.609016
"899",84.589996,84.589996,81.959999,83.830002,1161800,82.737328
"900",82.470001,83.889999,81.050003,83,900600,81.918137
"901",82.610001,82.959999,80.5,82.459999,2397900,81.385178
"902",82.980003,83.900002,82.089996,83.330002,1124700,82.243851
"903",83.110001,87.040001,82.389999,85.330002,1634100,84.217781
"904",86.790001,89.230003,86.239998,88.599998,2177700,87.445145
"905",86.639999,87.809998,82.32,83.339996,2453400,82.253708
"906",83,86.419998,82.650002,84.440002,1236300,83.339386
"907",85.449997,87.279999,85.169998,87.220001,810900,86.083138
"908",88.629997,92.779999,88.5,92.449997,1931300,91.244972
"909",93.220001,93.900002,90.209999,91.019997,1070700,89.833603
"910",90.410004,92.139999,89.599998,91.599998,1008000,90.406044
"911",91.32,92.599998,90.970001,92.389999,838200,91.185745
"912",92.720001,93.279999,91.360001,91.769997,604500,90.57383
"913",91.989998,93.019997,91.349998,92.199997,557400,90.99823
"914",92.5,93.559998,91.760002,92.25,760800,91.047569
"915",91.07,91.730003,89.599998,91.050003,940900,89.86322
"916",90.489998,91.279999,89.120003,89.739998,885200,88.57029
"917",90.75,92,89.610001,91.980003,668900,90.781097
"918",92.050003,92.739998,90.690002,91.089996,420500,89.902687
"919",92.129997,92.379997,91.32,91.900002,653200,90.702141
"920",92.169998,92.839996,90.029999,91.129997,474500,89.942177
"921",91.129997,92.370003,90.470001,92.32,412000,91.116661
"922",92.300003,93.410004,90.910004,91.010002,718500,89.823738
"923",91.099998,97.43,90.040001,97.389999,1561100,96.120567
"924",97,99.809998,96.75,99.650002,1311100,98.351112
"925",98.849998,99.610001,91.739998,93.18,1731400,91.965454
"926",93.040001,95.540001,90.769997,94.720001,1100800,93.485382
"927",93,95,92.120003,93.139999,835700,91.925964
"928",94.349998,96.75,94.029999,95.419998,643900,94.176254
"929",95.610001,96.459999,93.489998,93.5,667800,92.281288
"930",94.639999,96.080002,93.800003,94.959999,650900,93.722244
"931",95.870003,98.709999,95.150002,98.169998,671800,96.890411
"932",99,100.309998,98.330002,98.389999,1192300,97.107544
"933",99,99.589996,97.699997,97.800003,998300,96.525238
"934",96.279999,100.970001,95.519997,100.449997,937100,99.532509
"935",100.379997,101,97.129997,97.959999,1337200,97.065254
"936",96.389999,96.389999,90.519997,95.129997,1406500,94.261101
"937",94.709999,95.540001,92.93,95.239998,656600,94.370094
"938",88.980003,89.349998,80.150002,80.419998,5194900,79.685455
"939",80.07,85.599998,79.059998,83.309998,2368200,82.549065
"940",82.980003,85.25,82.540001,84.519997,1197800,83.748016
"941",86.150002,87.400002,83.879997,84.839996,1433100,84.065094
"942",84.949997,87.629997,84.779999,86.860001,1252900,86.066635
"943",87.410004,90.129997,87.220001,89.279999,1369100,88.464539
"944",90.010002,90.970001,86.470001,86.730003,1371800,85.937828
"945",85.440002,91.080002,84.57,89.290001,1204200,88.474442
"946",91.260002,95.889999,91.139999,94.760002,1598300,93.894493
"947",96.279999,96.970001,93.519997,93.739998,1381400,92.883789
"948",96,97.989998,95.599998,96.690002,1129100,95.806854
"949",98.120003,98.370003,95.959999,96.949997,1133500,96.064484
"950",98.099998,99.129997,95.660004,96.029999,767800,95.152878
"951",96.730003,96.730003,94.650002,94.940002,798100,94.072838
"952",94.349998,95.589996,93.910004,95.139999,863900,94.271011
"953",92.760002,95.339996,91.849998,94.589996,1070500,93.726036
"954",92.989998,94.75,91.800003,94.349998,923200,93.488228
"955",95.129997,95.830002,93.400002,93.419998,655600,92.566719
"956",93.339996,94.510002,92.220001,92.57,641400,91.724487
"957",93.489998,95.220001,92.790001,93.559998,740600,92.705437
"958",95.269997,97.290001,94.599998,95.870003,793400,94.994339
"959",95.580002,96.110001,93.75,94.959999,669300,94.092651
"960",95.870003,97.449997,95.349998,96.480003,669200,95.598778
"961",94.779999,94.779999,92.839996,94.480003,952300,93.61705
"962",95.339996,96.870003,94.75,95.18,987800,94.310646
"963",92.309998,93.839996,90.07,90.779999,982100,89.950836
"964",90.5,94.57,90.230003,93.769997,819600,92.913521
"965",92.940002,94.059998,90.860001,93.209999,1275000,92.358643
"966",94.739998,97.849998,93.790001,96.839996,924900,95.955482
"967",96.75,98.279999,96.339996,97.620003,971900,96.728363
"968",97.519997,97.519997,93.099998,93.43,1656900,92.57663
"969",96.050003,106.330002,93,105.5,3231500,104.536392
"970",104.830002,113.330002,102.800003,112.220001,2609200,111.195
"971",114.949997,120.809998,114.800003,116.730003,2138400,115.663811
"972",116,118.300003,113.07,117.93,1244200,116.852852
"973",117.489998,119.980003,116.5,118.57,881900,117.487007
"974",117.5,120.690002,116.639999,118.639999,839200,117.556366
"975",118.919998,122.970001,117.690002,122.480003,1014700,121.361298
"976",123,129.149994,123,128.919998,1526100,127.742493
"977",127.529999,128.600006,124.400002,127.949997,1904500,126.781334
"978",127.949997,130.210007,126.529999,126.540001,870800,125.384209
"979",126.010002,126.489998,122.449997,125.800003,1138500,124.65097
"980",126,128.5,125.5,127.889999,748700,126.721878
"981",129.300003,134.759995,129.029999,134.059998,1400100,132.835526
"982",135.669998,137.710007,134.289993,137.259995,1428200,136.006287
"983",135.199997,136.419998,133.240005,134.729996,1126200,133.499405
"984",136.419998,138.190002,136.259995,137.660004,531400,136.402664
"985",137.25,137.5,134.160004,135.970001,1096100,134.728073
"986",137.5,138.190002,134.820007,135.880005,1719800,134.638916
"987",134.820007,136,132.160004,135.25,1576100,134.014648
"988",135.320007,136.229996,130.759995,131.720001,1969300,130.516891
"989",132.509995,139.229996,132.210007,139.220001,1157900,137.94838
"990",139.440002,141.039993,138.100006,140,1122100,138.721268
"991",139.210007,144.119995,138.199997,143.949997,892700,142.635178
"992",144.089996,146.110001,140.630005,142.550003,1444400,141.247971
"993",141,143.699997,140.210007,141.429993,1102900,140.517715
"994",140.149994,141.940002,136.610001,138.649994,962400,137.755646
"995",140.559998,141,134.25,134.570007,1387300,133.701965
"996",136.770004,138.220001,135.009995,137.940002,1211900,137.050232
"997",138.690002,139.990005,135.529999,135.779999,908800,134.90416
"998",137.240005,137.970001,134.149994,137.479996,1127700,136.593201
"999",137.5,139.289993,137.050003,138.899994,2447400,138.004028
"1000",135.779999,142.179993,135.410004,142.020004,1180900,141.103912
"1001",143.440002,147.990005,142.649994,146.270004,1294200,145.326508
"1002",147.850006,152.820007,147.259995,149.910004,1718100,148.943024
"1003",149.899994,150.369995,148.289993,149.639999,487400,148.674759
"1004",151.389999,153.479996,149.600006,149.720001,1228600,148.754242
"1005",149.479996,149.910004,144.740005,146.220001,1112800,145.276825
"1006",148.169998,151.630005,147.759995,149.289993,1041100,148.327011
"1007",148.759995,149.369995,146.809998,147.520004,779200,146.568436
