"","MLM.Open","MLM.High","MLM.Low","MLM.Close","MLM.Volume","MLM.Adjusted"
"34",218.25,221.690002,218.050003,219.979996,727100,211.197525
"35",219.889999,221.369995,218.720001,218.940002,749100,210.19902
"36",219.699997,220.25,206.339996,208.679993,1913500,200.348602
"37",207.080002,211.320007,206.100006,210.050003,985800,201.66391
"38",210.490005,219.699997,208.949997,215.259995,825400,206.665939
"39",215.649994,219.330002,213.919998,215.949997,1167800,207.328384
"40",223.020004,224.979996,219.830002,222.270004,1166900,213.396042
"41",221.910004,221.970001,217.600006,219.020004,710900,210.673904
"42",218.910004,221.850006,215.949997,217.690002,675900,209.394577
"43",215.929993,217.699997,213.580002,214.679993,753900,206.499237
"44",214.520004,214.960007,209,209.929993,839200,201.930298
"45",209.589996,212.279999,209.589996,210.850006,577100,202.815262
"46",210.410004,212.889999,205.860001,208.160004,610300,200.227737
"47",209.369995,213.139999,208.589996,212.809998,707900,204.700546
"48",212.360001,215.169998,211.75,214.929993,567400,206.739731
"49",212.910004,213.5,209.309998,211.669998,500400,203.603989
"50",212.449997,215.220001,209.630005,214.020004,553500,205.864426
"51",214.520004,214.630005,209.190002,210.369995,658100,202.353531
"52",211,213.130005,209.600006,211.949997,572300,203.873337
"53",212.029999,212.029999,209.5,211.110001,365000,203.065338
"54",212.080002,212.600006,207.589996,209.089996,526300,201.122253
"55",208.5,213.089996,207,212.539993,715300,204.440842
"56",212.380005,214.669998,210.190002,213.490005,672200,205.35463
"57",213.149994,213.240005,206.490005,207.240005,812100,199.342819
"58",203.839996,208.220001,201.770004,207.039993,718900,199.150421
"59",206.5,212.029999,206.5,209.919998,767500,201.920624
"60",211.149994,214.729996,210,214.270004,591600,206.104919
"61",213.660004,216.789993,210.940002,211.559998,705900,203.498184
"62",214,219.070007,213.080002,218.25,927600,209.933228
"63",218.199997,218.630005,212.789993,214.429993,634300,206.258804
"64",214.300003,216.130005,212.649994,216.009995,450300,207.778595
"65",216.399994,218.979996,214.639999,214.979996,833200,206.787842
"66",214.839996,218.360001,214.100006,218.210007,848400,209.894775
"67",218.699997,223.550003,218.699997,221.410004,873400,212.972839
"68",221.539993,222.029999,219.550003,220.309998,398000,211.914734
"69",219.839996,220.210007,214.070007,219.589996,533800,211.222168
"70",218.800003,218.800003,211.75,212.789993,786100,204.68129
"71",212.309998,213.309998,210.089996,210.110001,496000,202.103439
"72",210.570007,212.850006,210.160004,212.690002,456600,204.585114
"73",211.070007,213.169998,209.429993,210.729996,310100,202.699799
"74",211.75,213.869995,210.729996,211.160004,484200,203.113403
"75",212.630005,218.839996,211.970001,217.289993,474500,209.009796
"76",217.580002,219.990005,216.449997,218.889999,560900,210.548859
"77",221.479996,223.570007,218.910004,222.809998,553700,214.319489
"78",224.039993,224.820007,222.070007,223.5,655300,214.98317
"79",223.550003,223.809998,220.800003,221.149994,487800,212.722733
"80",221,223.990005,218.869995,223.350006,529000,214.838867
"81",223.149994,223.889999,219.789993,220.190002,542300,211.799286
"82",221.509995,226.470001,219.910004,222.869995,989000,214.377182
"83",232.179993,243.389999,231,239.850006,1761200,230.710144
"84",238.399994,244.320007,237.110001,238.970001,744200,229.863663
"85",239.240005,242.460007,236.949997,237,924200,227.968735
"86",238.429993,238.520004,235.5,237.550003,456300,228.497772
"87",236.860001,236.860001,233.25,234.289993,389000,225.362
"88",234.660004,237,232.850006,233.839996,412600,224.929138
"89",235.740005,239.130005,233.789993,234.279999,788600,225.352402
"90",233.610001,234.460007,228.660004,233.759995,581500,224.852219
"91",232.259995,233.270004,229.940002,230.539993,405900,221.754913
"92",231.339996,235.419998,230.570007,235.190002,502700,226.227722
"93",235.190002,235.630005,232.029999,233.029999,430900,224.150024
"94",233.029999,233.029999,223.860001,224.770004,983600,216.204788
"95",223.509995,230.080002,221.429993,229.279999,773400,220.542953
"96",230.380005,232.160004,228.059998,228.389999,472500,219.686829
"97",229.300003,232.410004,229,231.770004,440600,222.938065
"98",232.050003,233.690002,229.720001,231.059998,398000,222.255066
"99",230.860001,232.179993,225.279999,227.410004,500900,218.744171
"100",228.289993,231.110001,227.970001,229.529999,382200,220.783371
"101",228.690002,229.309998,226.75,227.759995,336100,219.080872
"102",226.289993,228.520004,224.669998,226.720001,440400,218.483383
"103",226.75,226.839996,223.009995,224.100006,623700,215.958572
"104",224.169998,228.970001,222.350006,227.960007,548100,219.678345
"105",228.070007,229.649994,226.100006,226.550003,367100,218.31955
"106",226.330002,228.25,226.020004,227.679993,342800,219.408463
"107",227.039993,229.240005,225.350006,225.669998,415800,217.471497
"108",225.910004,229.979996,225.910004,227.529999,446100,219.263962
"109",227.529999,235.080002,226.059998,232.110001,630500,223.677536
"110",233.110001,235.960007,232.119995,234.820007,478300,226.289093
"111",233.619995,234.699997,229.619995,232.110001,360800,223.677536
"112",232.649994,236.429993,232.490005,235.580002,355000,227.021454
"113",235.580002,236.850006,229.139999,230.919998,397100,222.530777
"114",227.570007,229.839996,226.970001,229.419998,243000,221.085297
"115",229.850006,232.729996,228.020004,230.330002,639200,221.962219
"116",230.220001,232.389999,229.550003,231.729996,369700,223.311356
"117",231.270004,231.710007,227.339996,229.139999,401900,220.815445
"118",230,230.210007,226.639999,227.089996,358500,218.839935
"119",227.050003,229.179993,225.100006,226.389999,511100,218.165344
"120",226.639999,228.830002,225.860001,228.270004,708000,219.977097
"121",230.509995,235.190002,230.330002,232.229996,1053100,223.793198
"122",231.770004,231.770004,225.179993,225.289993,566700,217.105286
"123",227.190002,228.710007,226,227.300003,598700,219.042297
"124",226.509995,226.509995,220.5,221.380005,717200,213.337402
"125",222.039993,224.070007,219,222.580002,768400,214.49379
"126",223.660004,224.720001,220.789993,223.360001,265200,215.245453
"127",223.220001,227.080002,221.820007,226.839996,677200,218.59903
"128",225.539993,227.289993,224.589996,226,582000,217.789536
"129",225.740005,228.610001,224.190002,227.899994,494100,219.620468
"130",227.149994,227.309998,224.729996,224.740005,382800,216.575348
"131",224.949997,224.949997,219.199997,220.720001,490000,212.701324
"132",222.800003,225.619995,221.559998,225.089996,423300,216.912567
"133",225.779999,229,224.119995,224.339996,534100,216.189819
"134",225.009995,226.289993,222.860001,223.270004,326600,215.158722
"135",222.960007,225.240005,222.179993,223.779999,312600,215.650192
"136",222,222.270004,220.199997,220.600006,325000,212.585709
"137",220.75,224,220.229996,223.949997,238300,215.813995
"138",223.929993,225.199997,222.080002,224.779999,317200,216.613861
"139",224.029999,225.309998,223.520004,224.669998,283700,216.507843
"140",224.330002,227.089996,223.350006,227,524600,218.753189
"141",228.100006,230,227.240005,228.100006,583400,219.813232
"142",227.949997,228.380005,224.389999,227.550003,525600,219.283218
"143",227.539993,229.139999,224.070007,225.75,576300,217.548599
"144",224.830002,226.830002,222.949997,226.5,444800,218.271332
"145",226.820007,230.369995,225.889999,226.429993,876100,218.203903
"146",223.899994,231,205.009995,211.970001,2232800,204.269211
"147",209.309998,218.169998,209.309998,216.229996,1721800,208.374481
"148",216.160004,217.759995,210.539993,210.830002,761700,203.170639
"149",211.490005,214.550003,210.679993,214.419998,591500,206.630203
"150",214.210007,216.910004,213.669998,214.009995,462100,206.235107
"151",213.25,214.330002,209.360001,209.869995,525400,202.245514
"152",209.850006,212.210007,209.580002,210.949997,501600,203.286285
"153",210.029999,210.839996,205.050003,206.789993,595900,199.27739
"154",206.550003,207.240005,203.309998,204.770004,523300,197.33078
"155",206.559998,207.759995,204.639999,205.419998,636800,197.957199
"156",205.649994,207.110001,204.350006,206.369995,483100,198.872696
"157",207.610001,207.850006,204.410004,205.110001,428500,197.658447
"158",204.550003,205.399994,200.259995,200.410004,539100,193.129211
"159",200,202.199997,195.809998,200.539993,861600,193.254486
"160",201.110001,201.110001,198.110001,198.949997,436400,191.722244
"161",199.470001,201.479996,198.789993,200.820007,509500,193.524307
"162",199.529999,203.979996,198.770004,203.399994,823200,196.010574
"163",203.339996,203.669998,199.899994,199.979996,622500,192.714783
"164",200.529999,200.529999,194,195.539993,943200,188.436127
"165",195.539993,200.860001,191.089996,200.350006,1160400,193.071396
"166",198.490005,202.960007,198.449997,202.820007,814700,195.45163
"167",202.880005,215,202.350006,213.800003,1200000,206.032745
"168",215,215.910004,210.059998,211.990005,1464300,204.709778
"169",212.320007,212.860001,208.130005,211.559998,509600,204.294586
"170",211.350006,211.399994,206.679993,207.800003,792300,200.663712
"171",208,209.710007,206.270004,209.110001,559800,201.928696
"172",210.179993,210.179993,206.339996,208.850006,559800,201.677643
"173",208.910004,212.199997,208,212,674200,204.719437
"174",212.320007,213.440002,203.630005,204.259995,1136100,197.245255
"175",204.490005,205.440002,203.929993,205.149994,816100,198.104691
"176",204.429993,204.699997,198.160004,203.289993,1558500,196.308563
"177",202.160004,203.309998,198.860001,199.440002,956500,192.590775
"178",198.550003,199.860001,196.399994,199.199997,879300,192.359039
"179",199.899994,205.160004,199.5,202.399994,836800,195.449142
"180",202.880005,203.559998,197.229996,199.149994,982000,192.310745
"181",200.039993,203.690002,198.300003,202.149994,643200,195.207718
"182",203.160004,204.080002,198.309998,199.800003,558100,192.938416
"183",199.600006,200.169998,198.289993,198.690002,489900,191.866531
"184",198.759995,199.169998,195.419998,196.139999,658300,189.404114
"185",196.5,197.690002,194.279999,196.550003,624600,189.800064
"186",196.779999,204.460007,196.759995,202.589996,803600,195.632568
"187",202.940002,206,202.899994,205,716000,197.959854
"188",205.949997,207.419998,203.910004,206.229996,577500,199.147583
"189",206.639999,207.440002,204.389999,204.990005,371600,197.95018
"190",205.639999,207.679993,203.889999,206.410004,527000,199.321442
"191",206.789993,206.789993,203.550003,205.970001,335400,198.896545
"192",205.850006,210.399994,205.389999,209.910004,390100,202.701248
"193",208.679993,209.869995,205.580002,205.949997,727300,198.877258
"194",206.740005,208.339996,204.770004,205.929993,406400,198.85791
"195",206.449997,206.449997,202.759995,205.139999,595700,198.095032
"196",205.809998,206.360001,203.470001,203.729996,371100,196.733475
"197",203.229996,205.979996,203.229996,205.979996,342700,198.906189
"198",207,207.679993,204.419998,204.570007,297200,197.544601
"199",205.830002,205.860001,201.350006,205.539993,374700,198.481293
"200",204.509995,205.610001,203.179993,203.479996,452500,196.49202
"201",204.380005,204.850006,202.380005,203.350006,524900,196.36647
"202",203.330002,210.029999,203,209.5,709600,202.305298
"203",210.360001,216.490005,209.729996,216.160004,708000,208.736588
"204",216.550003,217.490005,212.970001,213.25,498300,205.926544
"205",214.059998,217.979996,213.029999,216.589996,527900,209.15181
"206",214.919998,215.919998,210.059998,212.229996,677000,204.941559
"207",212.949997,217.5,210.630005,216.919998,508200,209.470474
"208",216.119995,217.300003,213,217.119995,367100,209.66362
"209",216.910004,219.149994,216.240005,217.860001,465500,210.378204
"210",217.979996,219.119995,216.009995,216.850006,412700,209.402878
"211",216.899994,217.910004,213.149994,217.300003,734800,209.837433
"212",211.449997,221.160004,206.220001,208.960007,1755800,201.783859
"213",207.580002,213.279999,207.229996,211.809998,589400,204.53598
"214",211.130005,216.300003,211.130005,212.570007,452000,205.269867
"215",211.880005,213.419998,207.800003,210.039993,539300,202.826767
"216",210.100006,213.529999,208.610001,213.199997,468600,205.87825
"217",212.679993,214,209.580002,212.949997,474700,205.636841
"218",212.460007,213.660004,211.070007,213.25,262800,205.926544
"219",211.679993,213.089996,211.050003,212.470001,353300,205.173294
"220",212.320007,213.089996,211.149994,212.160004,448400,204.873932
"221",211.600006,211.600006,205.789993,206.179993,640900,199.099335
"222",206.679993,210.929993,205.899994,209.380005,483700,202.189392
"223",208.440002,210.389999,207.289993,207.720001,361400,200.586441
"224",207.789993,211.679993,207.610001,208.740005,325500,201.571411
"225",209.509995,209.669998,207.350006,207.440002,459000,200.31604
"226",208.169998,208.490005,206.729996,207.130005,632600,200.016693
"227",207.440002,208.050003,205.789993,205.899994,135000,198.828934
"228",206,206.699997,200.270004,201.820007,621900,194.889053
"229",201.759995,204.660004,201.029999,204.350006,422400,197.332169
"230",204.520004,208.929993,202.75,208.509995,511600,201.349289
"231",208.190002,209.020004,204.779999,208.389999,542600,201.658951
"232",208.809998,208.809998,200.699997,202.649994,533200,196.104355
"233",204.970001,211.320007,204.410004,208.440002,648700,201.707382
"234",209.179993,209.979996,204.080002,205.899994,416900,199.24939
"235",205.550003,206.149994,201.009995,201.509995,590900,195.001175
"236",201.509995,211.699997,201.080002,208.550003,664500,201.813782
"237",209.919998,215.470001,208.860001,214.100006,868000,207.184525
"238",214.059998,215.089996,207.380005,208.679993,604900,201.939575
"239",208.080002,210.240005,206.509995,207.25,708000,200.555786
"240",207.270004,209.320007,206.139999,208.009995,453600,201.291229
"241",208.5,209.210007,200.800003,202.199997,776400,195.668915
"242",204.289993,205.940002,203.470001,204.440002,813300,197.836563
"243",206.009995,209.080002,203.899994,207.630005,584400,200.923508
"244",208.110001,208.740005,203.089996,203.669998,639500,197.091431
"245",204.889999,205.539993,202.25,204.639999,510300,198.030136
"246",206.259995,212.440002,205.179993,210.490005,731500,203.691132
"247",210.360001,212.320007,208.449997,211.100006,297600,204.281448
"248",211.080002,218.309998,210.860001,217.570007,626500,210.542465
"249",218.220001,219.740005,215.880005,218.199997,643500,211.1521
"250",218.580002,218.600006,215.5,217.460007,574000,210.436005
"251",218,222.449997,216.050003,221.039993,713700,213.900391
"252",222.619995,226.539993,221.089996,225,994800,217.732422
"253",226.029999,230.490005,225.529999,227.5,781400,220.151718
"254",230,230.669998,226.190002,228,797400,220.635529
"255",228.199997,228.779999,225.050003,227.330002,558200,219.987198
"256",226.940002,230.25,225.75,230.25,573800,222.812881
"257",230,232.160004,227.869995,228.009995,656900,220.645233
"258",226.979996,227.639999,224.130005,226.630005,631400,219.309814
"259",228,230.399994,227.100006,229.639999,385500,222.222595
"260",230.860001,232.160004,228.240005,230.759995,478800,223.306396
"261",233.070007,233.070007,225.589996,226.190002,707200,218.884033
"262",228.759995,228.759995,225.350006,227.039993,524000,219.706543
"263",226.529999,228.770004,226.220001,226.639999,535600,219.319504
"264",228.5,229.910004,225.979996,226.979996,493400,219.648499
"265",227.380005,227.839996,222.509995,226.710007,480600,219.387222
"266",227.220001,231.880005,224.75,231.419998,523800,223.945053
"267",231.220001,234.550003,228.889999,232.259995,552300,224.75795
"268",233.25,239.229996,231.410004,238.139999,653500,230.448013
"269",239.169998,241.330002,235.929993,239.960007,591200,232.209229
"270",239.759995,239.759995,235.089996,236.910004,515800,229.257782
"271",235.429993,238.119995,233.460007,235.839996,503400,228.222336
"272",236,238.520004,225.020004,228.169998,888300,220.800079
"273",226.580002,229.440002,222.710007,224.080002,803100,216.842194
"274",222.080002,222.880005,215.580002,217.289993,1261400,210.271469
"275",215.210007,216.649994,204.440002,209.100006,988200,202.346069
"276",204.970001,212.910004,203.389999,210.460007,1265800,203.662109
"277",209.339996,219.029999,208.889999,218.850006,1215300,211.781097
"278",217.029999,218.550003,208.179993,208.419998,897800,201.687988
"279",210.190002,216.190002,205.869995,214.380005,939200,207.455505
"280",215.970001,216.960007,210.389999,212.759995,1073400,205.887802
"281",222.020004,229.660004,215.669998,218.410004,1498000,211.355331
"282",215.559998,216.350006,211,215.699997,1401300,208.732864
"283",218.029999,225.100006,216.630005,222.589996,1153500,215.400299
"284",221.630005,223.520004,213.839996,216.25,720200,209.265106
"285",215.259995,216.389999,211.610001,214.089996,826000,207.174866
"286",215.160004,217.470001,212.25,212.309998,336000,205.452332
"287",213.020004,214.899994,210.899994,212.119995,537400,205.268478
"288",212.910004,214.300003,210.5,211.580002,495900,204.745926
"289",211.990005,213.179993,208.009995,211.179993,759200,204.358856
"290",210.970001,212.179993,204.639999,206.199997,745400,199.539688
"291",206.899994,207.479996,203.850006,203.929993,630500,197.343002
"292",204.490005,207.830002,202.679993,204.050003,661100,197.459183
"293",201.830002,205.110001,196.610001,204.309998,853400,198.137985
"294",202.949997,206.429993,201.339996,205.419998,474200,199.214478
"295",206.25,210.600006,204.330002,208.630005,465900,202.327484
"296",207.759995,209.440002,205.25,208.149994,630800,201.862015
"297",208.139999,210.479996,204.639999,207.009995,736600,200.756409
"298",208.770004,209.979996,208.020004,209.179993,440100,202.860886
"299",210.070007,210.440002,207.559998,209.720001,356200,203.384567
"300",211.160004,212.770004,209.490005,210.320007,286200,203.966431
"301",211.789993,211.789993,205.110001,206.729996,372000,200.484879
"302",207.029999,209.210007,203.529999,205.449997,741500,199.243546
"303",206.639999,209.050003,205.050003,207.199997,774400,200.940674
"304",206.759995,207.410004,201.919998,204.5,595900,198.322266
"305",205.309998,206.270004,202.020004,204.210007,594500,198.041
"306",204.830002,209.270004,203.800003,206.740005,567500,200.494568
"307",205.660004,206.880005,201.539993,201.710007,498200,195.616577
"308",202.449997,209,202,205.679993,1234500,199.466614
"309",208.789993,210.259995,205.610001,209.289993,605500,202.96756
"310",210.580002,210.580002,204.470001,205.429993,437800,199.224136
"311",206.020004,206.460007,200.399994,201.789993,581200,195.694092
"312",203.380005,208.550003,201.559998,207.300003,674300,201.037659
"313",205.880005,206.199997,198.509995,201.369995,979400,195.286804
"314",201.369995,202.490005,197.949997,201.330002,575100,195.248016
"315",198.149994,204.850006,196.779999,204.380005,520100,198.205872
"316",205.240005,209.570007,205.240005,208.050003,562200,201.765015
"317",206.059998,206.839996,200.789993,202.220001,342900,196.11116
"318",202.660004,203.289993,198.679993,199.610001,520400,193.580002
"319",201.149994,206.089996,201.130005,205.199997,503600,199.001114
"320",203.369995,204.289993,201.970001,202.820007,564800,196.693008
"321",203.75,204.029999,202,202.419998,354200,196.305099
"322",202.449997,203.759995,195.270004,196.119995,719100,190.195404
"323",197.720001,200.740005,196.660004,199.039993,447500,193.027176
"324",200.080002,204,200.080002,201.850006,619500,195.752335
"325",203.130005,205.199997,202.889999,203.539993,658700,197.391251
"326",203.369995,203.960007,197.580002,198.169998,435400,192.183472
"327",199.070007,199.699997,195.800003,196.720001,470600,190.777283
"328",196.440002,198.059998,195.539993,196.929993,338100,190.980927
"329",197.809998,199.460007,190.360001,193.300003,483300,187.460617
"330",193.229996,196.630005,191.759995,196.240005,561400,190.311798
"331",196.800003,197.25,192.919998,195.860001,844100,189.943283
"332",195.860001,196.919998,194.940002,196.330002,465500,190.399048
"333",196.5,201.110001,194.660004,194.770004,620200,188.886215
"334",194.809998,195.360001,189.270004,195.130005,721200,189.235321
"335",198.570007,201.25,196.289993,196.889999,745800,190.942139
"336",198.309998,204.949997,195.740005,202.410004,1437900,196.295395
"337",200.759995,205.429993,200.029999,204,695800,197.837372
"338",204.539993,205.580002,202.919998,204.610001,617000,198.42894
"339",203,216,200.570007,213.460007,1484500,207.011581
"340",214.660004,214.729996,209.690002,212.610001,906900,206.187256
"341",213.869995,214.190002,210.339996,210.720001,593900,204.354385
"342",211.589996,216.160004,211.009995,215.449997,588800,208.941467
"343",215.630005,216.009995,212.479996,213.470001,408400,207.021317
"344",212.770004,218.080002,211.770004,217.139999,653600,210.580399
"345",217.919998,220.710007,216.5,218.270004,446300,211.676315
"346",217.460007,218.880005,212.429993,213.509995,752500,207.060074
"347",213.809998,219.899994,213.520004,219.309998,752800,212.684875
"348",219.970001,220.899994,217.229996,217.820007,434600,211.239899
"349",218.869995,219.300003,215.779999,216.130005,407400,209.600937
"350",214.529999,219.470001,213.449997,219.330002,593500,212.704254
"351",218.240005,219.929993,216.130005,218.410004,434700,211.812042
"352",218.800003,219.669998,216.559998,217.699997,381300,211.123459
"353",215.949997,222.399994,215.139999,219.729996,585100,213.092178
"354",220.160004,222.050003,218.300003,220.779999,416200,214.110428
"355",221.039993,227.479996,219.300003,222.869995,841900,216.568924
"356",224.100006,227.300003,223.070007,225.149994,792800,218.78447
"357",225.410004,227.589996,225.059998,227.339996,725500,220.912521
"358",227.130005,228.809998,226.220001,226.720001,604300,220.310089
"359",226.449997,228.570007,225.020004,227.580002,682200,221.145752
"360",228.520004,230.199997,227.080002,229.550003,933200,223.060059
"361",229,230.529999,227.100006,229.559998,520700,223.069763
"362",229.580002,230.25,227.720001,229.710007,419600,223.215546
"363",230.100006,231.679993,228.869995,230.289993,446300,223.779114
"364",230.600006,232.889999,229.210007,229.960007,486500,223.458481
"365",230.820007,232.389999,228.889999,230.199997,532900,223.691666
"366",230,231.350006,228.669998,229.259995,691200,222.778244
"367",228.649994,231.080002,228.460007,230.679993,501600,224.158081
"368",228.699997,229.470001,226.449997,227.580002,497000,221.145752
"369",228.789993,229.220001,226.449997,228.580002,400600,222.117477
"370",227.75,229.729996,224.5,224.639999,309000,218.288879
"371",225.289993,228,221.25,227.429993,498700,220.999969
"372",226.509995,227.850006,223.259995,224.960007,492700,218.599854
"373",225,225.419998,220.279999,222.360001,586200,216.073318
"374",223.369995,224.949997,219.210007,219.770004,560500,213.556564
"375",219.5,221.440002,216.25,221.080002,720700,214.829529
"376",222.479996,225.970001,221.759995,223.330002,405000,217.015915
"377",221.199997,224.059998,220.169998,222.399994,433400,216.112213
"378",223.380005,226.770004,223.179993,225.330002,210000,218.959412
"379",225.910004,227.039993,222.089996,226,471700,219.610413
"380",225.130005,229,225.130005,227.5,238400,221.068008
"381",228.520004,228.520004,225.600006,227.410004,391800,220.98056
"382",226.520004,227.470001,223.649994,226,388700,219.610413
"383",224.050003,227.820007,222.529999,226.229996,614700,219.833939
"384",228.220001,228.470001,223.570007,225.690002,335900,219.309219
"385",226.029999,228.110001,225.5,226.820007,275900,220.407257
"386",227.509995,228.309998,222.410004,224.919998,380900,218.560959
"387",224,227.130005,223.839996,225.350006,428100,218.978806
"388",226.270004,227.699997,224.75,225.789993,370800,219.406357
"389",225.050003,226.449997,224.270004,225.869995,444700,219.4841
"390",225.020004,226.440002,223.830002,224.220001,387700,217.880753
"391",223.339996,224.880005,222.720001,223.679993,348600,217.356018
"392",224.570007,226.240005,222.839996,224.199997,488200,217.861328
"393",223.309998,224.910004,218.130005,222.949997,953300,216.646652
"394",225.050003,225.050003,203.039993,206.850006,2345500,201.001862
"395",207,210.529999,204.419998,205.699997,1511400,199.884338
"396",205,206.330002,197.690002,201.699997,1529300,195.997437
"397",202.610001,202.990005,194.940002,199.419998,1251100,193.781921
"398",199.649994,202.100006,198.860001,201.649994,1196100,195.948853
"399",201.339996,205.929993,199.800003,204.759995,1112400,198.970932
"400",201.339996,208.279999,199.800003,206.960007,702500,201.108734
"401",206.960007,208.610001,206.080002,207.300003,542000,201.439117
"402",208.25,211.289993,207.339996,208.539993,843400,202.644073
"403",208.679993,209.479996,204.940002,205.440002,555900,199.631729
"404",204.899994,208.029999,203.259995,203.520004,594100,197.766006
"405",201.720001,202.399994,199.679993,200.130005,861900,194.471848
"406",199.990005,201.619995,199.509995,201,590800,195.317261
"407",201.259995,203.949997,201.119995,202.75,506200,197.017776
"408",202,203.289993,199.740005,203.029999,847100,197.289871
"409",203.979996,205,202.300003,202.509995,476900,196.784546
"410",202.990005,204.139999,202.110001,203,328200,197.260696
"411",203,203.839996,202.339996,202.960007,337600,197.221817
"412",203.050003,205.929993,203.050003,204.220001,556300,198.446198
"413",204.210007,206.639999,203.539993,205.830002,448700,200.010712
"414",205.869995,206.869995,203.199997,203.369995,647600,197.620239
"415",203.850006,205.940002,203.190002,205.770004,380900,199.952408
"416",207,210.929993,205.910004,208.279999,562600,202.391418
"417",208.279999,209.710007,205.399994,205.850006,660900,200.030136
"418",205.419998,207.350006,203.880005,206.940002,509400,201.089325
"419",206.639999,207.199997,203.380005,203.869995,680600,198.10611
"420",202.520004,203.880005,197.789993,198.720001,765700,193.557449
"421",197.460007,199.509995,195,198.710007,907000,193.547699
"422",198.720001,200.589996,197.75,199.600006,515000,194.414566
"423",200.229996,201.449997,196.699997,198.300003,397700,193.148346
"424",197.570007,199.149994,195.869995,196.259995,473500,191.161316
"425",195.860001,196.160004,188.339996,190.539993,1152500,185.58992
"426",189.190002,193.360001,188.520004,192.5,970200,187.499023
"427",192.619995,192.940002,190,192.009995,496300,187.021713
"428",193.419998,195.960007,191.610001,193.130005,545700,188.112625
"429",193.490005,194.889999,192.490005,194,335800,188.960052
"430",194,195.240005,192.490005,193.089996,530700,188.0737
"431",193.429993,196.039993,193.429993,195.330002,431200,190.255508
"432",194.839996,198.449997,194.839996,196.100006,422200,191.005493
"433",196.729996,199.75,195,195.490005,590800,190.411362
"434",196.039993,196.039993,191.330002,192.179993,1046600,187.187302
"435",191.399994,191.779999,190.229996,190.839996,479800,185.882141
"436",190.899994,191.300003,188.119995,189.350006,762300,184.430847
"437",189.029999,190.110001,186.449997,186.889999,693200,182.03476
"438",187.789993,189.600006,185.740005,187.110001,875700,182.249039
"439",185.880005,186.630005,180.539993,181.949997,1160700,177.223114
"440",182.559998,186.919998,182.559998,184.360001,712900,179.57048
"441",183.949997,186.399994,182.820007,184.949997,818200,180.145172
"442",185.619995,186.710007,184.059998,185.350006,613000,180.534744
"443",184.350006,188.710007,183.679993,186,1000200,181.167877
"444",185.720001,185.720001,180.570007,182.610001,597000,177.865936
"445",181.770004,183.330002,181.199997,182.820007,659500,178.070496
"446",182.570007,183.070007,180.720001,180.889999,486200,176.190628
"447",179.979996,180.089996,174.740005,176,1384000,171.427673
"448",174.759995,176.720001,167.669998,168.860001,1356100,164.473129
"449",170.940002,171.610001,167.990005,169.580002,895200,165.174469
"450",169.070007,170.880005,167.669998,168.589996,689700,164.210175
"451",169.119995,171.919998,167.639999,171.720001,698500,167.25885
"452",165.389999,166.570007,162,166.110001,1198300,161.794586
"453",164.610001,165.550003,161.759995,162.75,1372300,158.521881
"454",163.179993,164.259995,160.669998,161.669998,955100,157.469955
"455",162.029999,163,159.679993,160.470001,796700,156.301086
"456",158.110001,164.550003,156.139999,163.910004,1797200,159.651749
"457",163.830002,168.080002,163.149994,163.869995,2180400,159.612793
