"","JPM.Open","JPM.High","JPM.Low","JPM.Close","JPM.Volume","JPM.Adjusted"
"149",93.5,94.400002,93.470001,93.660004,14324000,83.094055
"150",93.889999,94.190002,93.709999,94.019997,7978300,83.413429
"151",93.949997,95.220001,93.599998,93.68,13745400,83.111809
"152",92.980003,93.68,92.830002,93.529999,11214400,82.978729
"153",92.900002,93.07,92.07,92.190002,13252300,81.789886
"154",92.129997,92.669998,91.239998,91.419998,10679500,81.106758
"155",92.370003,92.900002,92.330002,92.489998,10994800,82.056046
"156",93.309998,93.559998,92.650002,92.730003,8812700,82.268967
"157",93.040001,93.230003,91.879997,92.089996,11085400,81.701172
"158",91.760002,91.959999,90.5,90.650002,13837500,80.423622
"159",90.309998,91.540001,90.190002,90.739998,13040700,80.503464
"160",90.849998,90.940002,90.160004,90.629997,11502100,80.405884
"161",91.07,91.709999,91,91.559998,9211800,81.230965
"162",90.870003,92.339996,90.839996,91.669998,8811300,81.328552
"163",91.93,92.120003,91.410004,91.519997,8623200,81.195473
"164",91.879997,92.480003,91.800003,91.889999,11794600,81.523727
"165",92.160004,92.190002,91.129997,91.599998,7292900,81.266457
"166",90.449997,91.309998,90.309998,91.099998,10886100,80.822845
"167",91.25,91.879997,91.190002,91.309998,9165300,81.009171
"168",91.809998,91.849998,90.800003,90.889999,13217400,80.636559
"169",91.25,92.360001,90.949997,91.699997,9815800,81.355171
"170",91.019997,91.110001,89.019997,89.510002,16897300,79.412216
"171",90,90.519997,89.639999,90.110001,11845700,79.944557
"172",90.110001,90.129997,88.080002,88.529999,14592300,78.542786
"173",88.309998,89.419998,88.239998,88.419998,14242200,78.44519
"174",89.389999,90.25,88.949997,89.790001,13219000,79.660622
"175",90.169998,91.25,90.099998,90.889999,14003800,80.636559
"176",90.610001,91.5,90.32,91.150002,12485400,80.867218
"177",91.199997,91.529999,90.739998,90.970001,10562800,80.70752
"178",91.080002,91.709999,90.760002,91.620003,18171800,81.28421
"179",91.93,93.139999,91.849998,92.919998,11318700,82.437531
"180",92.709999,94.360001,92.519997,93.940002,12626100,83.342468
"181",94.099998,95.290001,93.709999,94.599998,15311600,83.928032
"182",94.459999,95.370003,94.190002,95.029999,10851500,84.309509
"183",94.699997,94.980003,94.43,94.830002,8358300,84.132065
"184",94.510002,94.879997,93.449997,94.120003,10463400,83.502182
"185",93.779999,94.029999,93.339996,93.699997,9358100,83.129547
"186",94.970001,95.720001,94.580002,95.18,15090200,84.442589
"187",95.589996,95.879997,94.910004,95.379997,10270400,84.620018
"188",95.300003,95.519997,95.019997,95.510002,11438400,84.735352
"189",95.769997,96.879997,95.459999,96.839996,13797200,85.915314
"190",96.830002,97.43,96.769997,97.349998,9633500,86.367775
"191",97.300003,97.440002,96.279999,96.360001,12166600,85.489471
"192",96,97.400002,95.550003,97.089996,14236200,86.640617
"193",97.550003,97.639999,96.470001,96.919998,10231900,86.488922
"194",96.959999,97.07,96.139999,96.410004,7765100,86.033821
"195",96.459999,97.18,96.239998,97.129997,10631500,86.676323
"196",96.830002,97.010002,96.139999,96.839996,14283600,86.417534
"197",97.300003,97.5,95.620003,95.989998,18251600,85.659012
"198",95.480003,96.709999,94.959999,95.860001,13190600,85.542992
"199",96.339996,97.949997,96.339996,97.839996,12434000,87.309921
"200",98.07,98.18,97.32,97.620003,10335700,87.113586
"201",98.150002,98.550003,97.629997,97.989998,10158600,87.443771
"202",97.190002,98.199997,97.089996,98.110001,9133900,87.55085
"203",99.279999,99.889999,98.730003,99.510002,15326600,88.800179
"204",99.510002,99.989998,99.239998,99.339996,9238600,88.648476
"205",99.879997,101.190002,99.760002,100.919998,13000800,90.058426
"206",101.25,101.449997,100.190002,101.019997,14632700,90.147675
"207",101.349998,102.419998,101.32,101.739998,13054400,90.790169
"208",101.43,102.230003,101.050003,101.769997,10400400,90.816925
"209",101.129997,101.93,100.870003,101.410004,8839500,90.495689
"210",101.370003,101.699997,100.57,100.610001,8690200,89.781792
"211",101.099998,101.699997,100.730003,100.919998,8418200,90.058426
"212",100.870003,101.769997,100.160004,101.589996,8731800,90.656311
"213",101.099998,101.529999,100.730003,101.410004,7103500,90.495689
"214",101.339996,101.690002,100.660004,100.779999,8121500,89.933495
"215",100.559998,100.75,98.25,98.75,18822600,88.121971
"216",98.269997,98.370003,97.150002,97.639999,18524700,87.131447
"217",97.120003,98.220001,96.809998,97.629997,13697800,87.122505
"218",97.809998,98.339996,97.5,97.510002,9314000,87.015427
"219",96.690002,98.050003,96.620003,97.860001,9303100,87.327782
"220",97.339996,97.779999,96.849998,97.269997,11043800,86.801247
"221",96.389999,98.739998,95.949997,98.190002,15384100,87.622238
"222",98.529999,99.059998,98.309998,98.470001,9808000,87.872086
"223",97.82,98.410004,97.57,98.139999,9017900,87.577614
"224",98.449997,99.150002,97.760002,99.010002,9483200,88.353989
"225",99.5,99.550003,98.910004,98.93,13389400,88.282593
"226",99.029999,99.519997,98.589996,98.639999,7342200,88.023811
"227",98.830002,98.900002,98.260002,98.32,3680000,87.738251
"228",98.309998,99.129997,97.93,97.93,13076200,87.390221
"229",98.209999,101.699997,97.970001,101.360001,16773000,90.451057
"230",102.410004,104.220001,101.959999,103.730003,21105500,92.56601
"231",104.739998,106.660004,104.040001,104.519997,23945900,93.270981
"232",104.900002,105.32,102.199997,104.790001,19683500,93.511917
"233",107.730003,108.400002,106.769997,106.949997,23576600,95.439438
"234",105.580002,107.410004,104.120003,105.720001,17193900,94.34182
"235",105.550003,105.760002,104.529999,104.93,15476200,93.636848
"236",103.949997,105.190002,103.730003,104.620003,13371800,93.360207
"237",104.75,105.940002,104.339996,105.93,13506900,94.529243
"238",105.720001,106.059998,105.309998,105.620003,10591200,94.252586
"239",106.910004,107.370003,105.540001,106.849998,15508800,95.350212
"240",106.699997,107.110001,105.480003,105.510002,15020300,94.154427
"241",106.120003,106.449997,104.639999,104.660004,13034200,93.39592
"242",105.790001,106.519997,105.199997,106.139999,29350600,94.716621
"243",107.190002,107.629997,106.480003,106.959999,12713100,95.448364
"244",107.349998,107.489998,106.440002,106.510002,12149900,95.046799
"245",107.599998,107.730003,106.089996,106.139999,13091500,94.716621
"246",106.589996,108.07,106.559998,107.830002,12323700,96.224739
"247",108.199997,108.459999,106.809998,107.449997,14573400,95.88562
"248",107.199997,107.989998,106.400002,107.019997,7403700,95.501907
"249",106.669998,107.290001,106.669998,107.220001,9496500,95.680374
"250",107.400002,107.839996,107.160004,107.790001,7440600,96.189034
"251",108.089996,108.279999,106.940002,106.940002,8925700,95.430511
"252",107.629997,108.019997,106.809998,107.949997,13578800,96.33181
"253",107.860001,108.489998,107.480003,108.059998,11901000,96.42997
"254",108.360001,110.029999,108.199997,109.040001,12953700,97.811386
"255",109.260002,109.550003,107.779999,108.339996,14155000,97.183479
"256",108.150002,108.68,107.699997,108.5,12466500,97.326996
"257",108.720001,109.629997,108.489998,109.050003,13292300,97.820374
"258",109.470001,110.699997,109.389999,110.25,15834500,98.896782
"259",110.669998,110.93,110.050003,110.839996,13676800,99.426041
"260",111.650002,112.849998,110.839996,112.669998,18884200,101.067581
"261",111.510002,113.43,111.07,112.269997,22703300,100.708771
"262",111.889999,113.300003,111.309998,112.989998,14940300,101.354637
"263",112.760002,113.720001,112.269997,113.260002,14572900,101.59684
"264",113.940002,114.339996,112.800003,113.010002,18785500,101.372581
"265",112.660004,114.389999,112.5,114.330002,12475700,102.556633
"266",113.669998,114.639999,113.349998,114.209999,12320800,102.448982
"267",114.860001,116,114.660004,115.669998,15904500,103.758667
"268",116.040001,116.169998,115.080002,115.699997,13510000,103.785568
"269",115.699997,116.32,114.959999,116.32,13883900,104.341728
"270",116.019997,117.349998,116.019997,116.199997,11679900,104.234085
"271",115.529999,116.599998,114.980003,115.110001,14279100,103.256317
"272",115.650002,116.660004,115.160004,115.669998,13141400,103.758667
"273",115.769997,116.989998,115.480003,116.870003,13800600,104.835091
"274",116.489998,116.919998,114.089996,114.279999,16477300,102.511787
"275",113,114.589996,103.980003,108.800003,30097600,97.596115
"276",106.849998,112.480003,106.610001,112.110001,33114800,100.565254
"277",111.550003,114.449997,111.150002,112.870003,21878300,101.247002
"278",113.110001,113.110001,107.839996,107.879997,27425800,96.770844
"279",109.099998,111.050003,106.230003,110.040001,28188000,98.708412
"280",111.169998,112.730003,110.07,111.739998,18043300,100.233368
"281",111.32,113.050003,110.800003,112.43,16358200,100.852303
"282",112.629997,115.269997,112.529999,115.029999,15186900,103.184555
"283",115.739998,115.989998,114.220001,115.510002,12130200,103.615128
"284",114.550003,116.07,114.5,114.68,13214300,102.870605
"285",114.650002,115.389999,113.970001,114.709999,13461500,102.897514
"286",115,117.449997,114.669998,115.190002,14212500,103.328087
"287",115.5,116.43,114.760002,114.980003,17070400,103.139702
"288",115.309998,117.389999,115.309998,117.309998,12162500,105.229767
"289",118.139999,118.900002,117.32,118.769997,16511200,106.539421
"290",118.910004,119.330002,117.349998,117.360001,17563300,105.274628
"291",117.82,118.489998,115.339996,115.5,17735600,103.606155
"292",115.480003,116.639999,112.650002,113.43,18690000,101.749329
"293",112.389999,113.559998,111.120003,113.32,18353700,101.650642
"294",112.050003,115.93,111.889999,115.059998,13933000,103.211472
"295",115.639999,115.82,114.32,115.160004,10674400,103.30117
"296",113.75,115.099998,113.110001,114.730003,13006500,102.915459
"297",115.110001,115.230003,113.209999,114.739998,11173700,102.924431
"298",116.550003,118.080002,115.669998,118.040001,15366600,105.884598
"299",118,118.75,117.25,117.660004,12339300,105.543739
"300",118.199997,118.470001,115.830002,116.25,13312300,104.278946
"301",116.559998,116.589996,114.599998,114.949997,12905100,103.112801
"302",115.870003,116,114.830002,115.239998,8748000,103.372925
"303",115.339996,116.599998,115.339996,115.440002,19888900,103.552338
"304",115.099998,115.449997,113.300003,114.529999,13214900,102.736053
"305",114.870003,115.449997,114.449997,114.639999,9921200,102.834724
"306",114.809998,116.629997,114.209999,114.739998,13633000,102.924431
"307",113.199997,113.599998,109.540001,109.949997,22550400,98.627678
"308",110.269997,110.919998,106.760002,107.010002,23081500,95.990433
"309",109.190002,111.160004,108.650002,110.309998,20217500,98.950615
"310",111.07,111.690002,107.300003,108.169998,18039900,97.030991
"311",108.279999,109.169998,106.650002,108,19189300,96.878487
"312",108.5,110.779999,107.779999,109.970001,13274600,98.645622
"313",109.959999,110.730003,106.080002,107.849998,18822500,96.743927
"314",108.360001,109.5,107.260002,109.330002,14050700,98.071518
"315",107.099998,111.209999,107.019997,110.989998,15302600,99.560585
"316",111.629997,112.830002,111.389999,111.879997,16627000,100.867867
"317",110.550003,111.550003,107.82,109.089996,18906000,98.352486
"318",110.010002,112.980003,109.889999,110.400002,15974300,99.533539
"319",112.129997,112.870003,111.419998,112.510002,13951400,101.43586
"320",111.660004,111.809998,110.519997,110.620003,14503300,99.731888
"321",111.559998,114.389999,111.5,113.370003,16435500,102.211212
"322",115.019997,115.150002,109.050003,110.300003,39152800,99.44339
"323",110.940002,111.470001,109.790001,110.209999,16580500,99.362244
"324",111.370003,111.919998,109.989998,110.209999,15501400,99.362244
"325",110.529999,111.07,108.889999,109.32,16081400,98.55983
"326",109.529999,111.870003,109.5,111.720001,17911000,100.72361
"327",112.300003,112.739998,110.879997,111.470001,15584400,100.498207
"328",111.57,111.949997,110.629997,110.93,11285800,100.011375
"329",111.75,112.900002,109.589996,110.410004,16453100,99.542564
"330",110.269997,110.529999,108.599998,109.989998,13548200,99.163895
"331",109.970001,110.82,109.339996,110.099998,10299500,99.263062
"332",109.550003,110.160004,109.129997,109.400002,9384000,98.631958
"333",109.75,110.300003,108.75,108.779999,13744900,98.072975
"334",108.449997,108.970001,107.540001,108.779999,10503400,98.072975
"335",108.110001,109.489998,107.730003,107.919998,12162100,97.29763
"336",107.589996,107.769997,105.18,107.239998,15379100,96.68457
"337",106.43,108.739998,105.980003,108.43,11967900,97.757454
"338",108.760002,109.68,108.360001,109.370003,9356700,98.604919
"339",109.529999,111.339996,109.279999,110.989998,12543200,100.06546
"340",111.440002,113.639999,111.029999,113.410004,11368100,102.247269
"341",113.190002,114.440002,112.75,114.290001,9159700,103.040649
"342",114.489998,114.730003,113.669998,113.860001,10253000,102.652985
"343",114.110001,114.699997,113.739998,113.900002,8710700,102.689049
"344",113.910004,113.910004,112.57,113.029999,11536200,101.904663
"345",112.889999,113.690002,112.629997,113.339996,7571100,102.184166
"346",113.199997,113.410004,112.199997,112.959999,8617200,101.84156
"347",112.75,112.800003,110.839996,111.129997,11806300,100.191681
"348",112.050003,112.540001,111.919998,112.150002,9441900,101.11129
"349",112.349998,114.290001,112.290001,113.010002,11507600,101.886642
"350",112.510002,112.769997,111.120003,112.489998,11453900,101.417831
"351",112.139999,112.150002,110.120003,111.230003,14084800,100.281837
"352",110.459999,111.080002,110.199997,110.660004,8283500,99.767967
"353",109.18,109.199997,104.959999,105.93,30643800,95.503525
"354",107.639999,108.599998,106.650002,108.349998,17490800,97.685303
"355",107.949997,108.190002,106.419998,107.010002,19808200,96.477219
"356",108.339996,108.940002,107.800003,108.400002,13594200,97.730385
"357",108.989998,109.260002,108.269997,108.449997,9415400,97.775482
"358",108.239998,108.309998,107.07,107.839996,10415200,97.225525
"359",108.660004,110.739998,108.480003,110.360001,15453600,99.49749
"360",111.18,111.5,110.029999,110.800003,13444400,99.894173
"361",110.620003,111.139999,110.059998,111.110001,10383200,100.173637
"362",111.120003,111.910004,110.769997,110.830002,12642900,99.921219
"363",111.139999,111.529999,109.519997,110.190002,15294100,99.3442
"364",110.459999,111.449997,109.580002,109.970001,14979700,99.145866
"365",110.279999,110.360001,107.779999,108.029999,20487300,97.396805
"366",107.800003,108.379997,106.269997,107.900002,26028600,97.279602
"367",107.260002,108.400002,106.690002,108.18,9786800,97.532036
"368",106.900002,107.879997,106.599998,107.550003,12707200,96.964066
"369",108.18,108.639999,107.440002,107.540001,8876900,96.955048
"370",107.099998,108.209999,106.529999,107.510002,11048700,96.927994
"371",108.160004,108.370003,105.510002,105.75,19478900,95.341232
"372",105.660004,105.699997,103.959999,104.790001,16907600,94.475723
"373",104.709999,105.209999,103.110001,104.860001,17086800,94.538834
"374",104.68,105.919998,103.230003,103.239998,16276800,93.078293
"375",103.68,105.459999,103.510002,104.93,14491300,94.601936
"376",106.68,106.900002,104.150002,104.199997,18972400,93.943794
"377",103.720001,105.089996,103.379997,105.080002,11130000,94.737183
"378",105.410004,105.779999,103.519997,103.610001,8311700,93.411865
"379",104.129997,104.379997,103.529999,103.720001,10723400,94.019203
"380",103.120003,104.5,102.199997,104.059998,12173700,94.327393
"381",104.709999,107.459999,104.709999,107.279999,13900800,97.246239
"382",108.019997,108.400002,106.529999,106.620003,14575900,96.647957
"383",106.309998,107.059998,106.209999,106.389999,10186500,96.439484
"384",107.419998,107.559998,105.970001,106.849998,12456800,96.856461
"385",107.300003,107.800003,105.139999,106.360001,21289100,96.412285
"386",107.050003,110.769997,106.980003,110.580002,24662600,100.237595
"387",110.690002,110.93,109.75,110.5,14821900,100.16507
"388",110.419998,112.120003,110.199997,111.529999,14244900,101.09874
"389",111.059998,111.089996,109.730003,109.889999,16775300,99.612129
"390",110,111.739998,109.779999,111.279999,13578100,100.872124
"391",111.059998,114.239998,110.93,113.349998,18140000,102.748512
"392",113.550003,114.779999,113.419998,114.150002,14000400,103.473694
"393",113.879997,115.519997,113.379997,115.18,13329100,104.407356
"394",115.419998,115.589996,114.580002,114.849998,11897800,104.108223
"395",115.18,116.300003,114.809998,116.029999,12802700,105.177864
"396",116.279999,117.610001,116.059998,116.730003,13411600,105.812393
"397",117.080002,117.080002,114.82,114.949997,15843800,104.19886
"398",115.75,116.690002,115.279999,115.660004,13531600,104.842476
"399",114.57,116.25,114.330002,116.150002,11058100,105.286636
"400",116,117.129997,115.940002,117.089996,11016100,106.138718
"401",116.790001,117.529999,116.18,117.120003,9857400,106.165924
"402",117.739998,118.290001,117.330002,117.550003,10562100,106.555695
"403",117.330002,118.269997,117.279999,117.790001,8997100,106.773254
"404",117.510002,117.720001,116.699997,116.879997,9694200,105.948357
"405",115.5,115.949997,114.68,115.730003,12630600,104.905937
"406",115.559998,115.879997,113.82,113.889999,10336300,103.238007
"407",114.269997,115.040001,113.650002,114.650002,10597600,103.926933
"408",113.82,114.330002,112.970001,113.699997,10152100,103.065788
"409",114.349998,115.309998,114.300003,114.769997,10118600,104.035698
"410",114.639999,115.07,114.300003,114.769997,8505100,104.035698
"411",114.589996,115.050003,114.110001,114.620003,8618700,103.899742
"412",115.370003,116.389999,114.879997,115.32,10976700,104.534256
"413",115.309998,115.410004,114.779999,114.970001,8314700,104.217018
"414",114.959999,115.150002,114.43,114.730003,9265400,103.999451
"415",114.980003,115.220001,114.449997,114.68,8845700,103.954124
"416",115.220001,117.279999,115.169998,116.709999,13768000,105.794266
"417",117,117.029999,115.970001,116.139999,8302600,105.27758
"418",116.349998,116.370003,115.360001,115.760002,7221700,104.933113
"419",115.589996,116.040001,114.980003,115.190002,8991800,104.416435
"420",114.830002,114.839996,113.82,114.580002,13065700,103.863472
"421",114.339996,115.239998,113.629997,115.150002,10174200,104.380173
"422",115,115.699997,114.25,114.589996,11462400,103.872551
"423",114.5,114.699997,113.5,114.099998,9877600,103.428368
"424",114.5,114.769997,113.629997,114.32,10955600,103.6278
"425",114.849998,114.970001,113.660004,113.709999,8276900,103.074852
"426",113.540001,114.580002,113.18,114.43,9333800,103.727501
"427",114.25,114.879997,112.849998,113.080002,10800800,102.503769
"428",113.370003,114.129997,112.669998,113.519997,12470800,102.902626
"429",113.809998,114.489998,113.230003,113.5,10337900,102.884491
"430",113.790001,114.43,113.300003,113.839996,9561300,103.19268
"431",114.330002,114.660004,113.559998,114.300003,7944200,103.60968
"432",114.440002,118.059998,114.440002,117.620003,16052800,106.619156
"433",118.5,119.239998,118.080002,118.629997,15590000,107.534691
"434",119.129997,119.230003,117.739998,117.849998,24788200,106.827644
"435",117.760002,118.459999,116.43,116.720001,12492500,105.803314
"436",117.040001,117.970001,116.32,116.389999,9308300,105.504196
"437",116.75,116.870003,114.660004,115.019997,14023600,104.262321
"438",115.419998,115.760002,114.160004,114.519997,13283000,103.809082
"439",113.650002,114.239998,112.519997,112.839996,15815100,102.286217
"440",113.370003,114.610001,113.040001,113.5,10146300,102.884491
"441",113.360001,114.120003,112.809998,113.970001,13753100,103.310524
"442",114.940002,115.660004,114.480003,115.040001,17142000,104.280457
"443",114.550003,116.809998,114.209999,115.269997,16357400,105.220665
