"","ADP.Open","ADP.High","ADP.Low","ADP.Close","ADP.Volume","ADP.Adjusted"
"33",99.599998,99.699997,98.82,99.68,1577500,90.052666
"34",99.389999,99.589996,98.75,99.220001,2099400,89.6371
"35",99.089996,100.68,99.089996,100.419998,1677400,90.721199
"36",100.790001,101.779999,100.489998,101.639999,1459300,91.823372
"37",101.629997,103.010002,101.300003,103,1774500,93.052017
"38",102.93,103.139999,102.470001,102.699997,1188300,92.780968
"39",102.68,102.809998,102.239998,102.620003,2060700,92.708717
"40",103.660004,104.709999,103.230003,104.529999,1828200,94.434219
"41",104.139999,104.370003,103.860001,104.07,1697200,94.018677
"42",103.949997,104.610001,103.629997,104.5,1216400,94.407135
"43",103.879997,105,103.879997,104.949997,1678300,94.813675
"44",104.540001,104.849998,103.900002,104.269997,1881500,94.199341
"45",103.620003,104.129997,103.339996,103.709999,1577200,94.20842
"46",103.57,104.080002,102.919998,103.400002,1393800,93.926857
"47",103.870003,104.629997,103.540001,104.550003,1556800,94.971474
"48",104.489998,104.900002,104.139999,104.839996,1802700,95.234909
"49",104.660004,104.760002,103.690002,103.970001,1848300,94.444618
"50",104.269997,104.790001,103.660004,104.669998,1500200,95.080467
"51",104.650002,104.889999,103.900002,104.25,1231100,94.698959
"52",104.309998,105.199997,104.029999,105.110001,2890300,95.480171
"53",105.169998,105.18,104.220001,104.449997,1323400,94.880623
"54",104.900002,104.959999,102.989998,103.120003,1612700,93.672493
"55",103.349998,103.739998,102.889999,103.68,2010300,94.181183
"56",103.489998,104.25,103.099998,103.519997,1010200,94.035835
"57",103.75,104.169998,103.059998,103.379997,1359900,93.908661
"58",102.730003,103.260002,102.370003,102.910004,1504500,93.48172
"59",102.529999,103.620003,102.209999,103.279999,1485900,93.817825
"60",102.910004,103.029999,101.879997,102.129997,2245100,92.773178
"61",102.07,102.449997,101.769997,102.169998,1225400,92.809525
"62",102.139999,102.620003,101.980003,102.389999,1374500,93.009384
"63",102.230003,102.57,101.019997,101.269997,1637600,91.991974
"64",101.330002,101.529999,100.860001,101.449997,1143300,92.155495
"65",101.809998,103.010002,101.239998,101.93,1693500,92.591522
"66",101.889999,101.910004,101.449997,101.75,1087100,92.428017
"67",101.870003,102.419998,101.459999,102.190002,1600900,92.827698
"68",102.160004,102.68,101.790001,102.139999,980000,92.782272
"69",101.879997,102.43,101.330002,102.089996,908700,92.736847
"70",101.730003,102.099998,101.489998,101.949997,1811800,92.609657
"71",102.260002,102.260002,101.239998,101.260002,1218700,91.98291
"72",101.949997,102,101.360001,101.860001,1215400,92.527939
"73",101.57,102.470001,100.080002,101.93,1570800,92.591522
"74",102.099998,102.559998,101.779999,102.07,1113000,92.718674
"75",102.339996,103.32,102.230003,103.040001,1218200,93.599815
"76",103.040001,103.480003,102.489998,102.690002,1528900,93.281876
"77",104,104.190002,103.099998,104.139999,1887100,94.599045
"78",104.139999,105.220001,104.089996,105.010002,1306500,95.389336
"79",104.510002,105.150002,104.309998,104.860001,1431100,95.253082
"80",105.260002,105.68,104.650002,105.160004,1505200,95.525597
"81",105.029999,105.279999,104.290001,104.489998,1610900,94.916962
"82",104.290001,104.410004,103.589996,103.970001,1406100,94.444618
"83",104.190002,104.43,103.599998,104.010002,2254100,94.480949
"84",98.949997,99.620003,95.5,97.510002,6336000,88.576462
"85",98.309998,99.129997,97.589996,99.099998,3378000,90.020775
"86",99.349998,99.529999,98.639999,99.290001,1858700,90.193382
"87",99.5,99.650002,96.419998,96.699997,4799800,87.840668
"88",96.629997,97.43,96.169998,97.080002,2625200,88.185867
"89",96.970001,97.5,95.849998,96.629997,2920000,87.777084
"90",96.529999,96.599998,95.870003,96.459999,3029100,87.622673
"91",96.57,97.300003,96.25,97.169998,1957300,88.267609
"92",97.010002,98.540001,96.760002,98.449997,3364000,89.430336
"93",98.389999,98.760002,98.150002,98.32,2213300,89.312256
"94",97.699997,98.080002,97.230003,97.300003,2802600,88.385704
"95",97.150002,98.650002,96.800003,98.349998,2197300,89.339493
"96",98.339996,98.919998,97.889999,98.620003,2790700,89.58477
"97",98.480003,99.559998,98.440002,99.449997,2015200,90.338737
"98",99.370003,99.540001,99.059998,99.529999,1398900,90.411377
"99",99.489998,100.059998,99.43,99.980003,1941400,90.820168
"100",100.269997,101.43,100.029999,101.160004,1832300,91.892067
"101",101.230003,101.529999,100.910004,101.349998,1918600,92.064651
"102",101.209999,101.660004,100.540001,101.529999,1728900,92.228157
"103",101.699997,102.5,101.510002,102.370003,3173100,92.991196
"104",103,103.400002,102.010002,103.349998,2432200,93.881424
"105",100.120003,101.080002,98.5,100.980003,8135700,91.728554
"106",101.099998,101.629997,100.889999,101.099998,3138600,91.837547
"107",101,101.720001,100.650002,101.199997,1992200,91.928375
"108",101.010002,101.5,100.690002,100.940002,2359500,92.211586
"109",101.110001,101.269997,100.440002,100.769997,2613100,92.056282
"110",100.860001,101.260002,99.849998,100.110001,4274000,91.453346
"111",100.370003,101.559998,100.019997,101.540001,2029600,92.759705
"112",101.610001,102.080002,101.150002,101.870003,2358300,93.061165
"113",102.190002,102.309998,100.830002,101.25,2679100,92.494766
"114",100.879997,102.300003,100.599998,102.169998,1618900,93.335228
"115",101.650002,103.720001,101.650002,103.489998,3572700,94.541077
"116",103.730003,104.160004,103.260002,104.110001,2019700,95.107475
"117",102.519997,103.389999,102.440002,102.480003,3590300,93.618446
"118",103.739998,103.739998,102.050003,102.5,3087800,93.636688
"119",102.690002,102.690002,101.370003,101.910004,2326400,93.097717
"120",101.809998,102.029999,101.279999,101.410004,2835400,92.640953
"121",101.660004,102.279999,101.440002,102.209999,2412600,93.371773
"122",101.839996,102.610001,101.489998,101.5,2882200,92.72316
"123",101.800003,102.839996,100.559998,102.68,2934100,93.801109
"124",102.400002,102.540001,101.07,101.459999,3799800,92.686607
"125",102.190002,102.809998,101.760002,102.459999,2958600,93.600143
"126",101.980003,103.139999,101.910004,102.419998,1591100,93.563606
"127",102.809998,104.120003,101.879997,104.07,2836700,95.070938
"128",103.760002,103.760002,102.800003,103.440002,2724700,94.495422
"129",103.75,105.410004,103.419998,105.139999,2774100,96.048409
"130",105,105.370003,103.639999,103.660004,5423000,94.696373
"131",103.230003,103.610001,101.150002,101.839996,5087700,93.033737
"132",102.800003,103.459999,102.330002,102.5,3085500,93.636688
"133",102.489998,102.68,101.419998,101.629997,4710200,92.841927
"134",101.610001,101.900002,101.239998,101.349998,2837400,92.586136
"135",101.379997,101.809998,101.220001,101.699997,3149500,92.905876
"136",100.940002,101.379997,100.510002,101.309998,2377700,92.549576
"137",101.5,103.07,101.199997,102.75,3678500,93.865067
"138",102.93,103.470001,102.830002,103.339996,3110900,94.404045
"139",102.68,104.940002,102.68,104.580002,3722200,95.536835
"140",104.339996,104.440002,102.459999,103.540001,5402200,94.586761
"141",103.690002,104.050003,102.709999,103.18,3231300,94.257896
"142",103.559998,106.059998,103.019997,105.980003,5618300,96.815765
"143",103.5,120,103.5,115.629997,29837600,105.63131
"144",115.25,117.660004,115,117.379997,7880400,107.230003
"145",118,121.769997,117.870003,118.910004,8186000,108.627716
"146",118.790001,119.379997,116.330002,116.779999,5612300,106.681877
"147",115.650002,116.440002,114.120003,115.25,9973100,105.28418
"148",113.690002,113.849998,111,111.769997,9003400,102.105103
"149",113.5,113.919998,110.099998,111.389999,8109400,101.757965
"150",111.5,114,111.050003,112.169998,4012800,102.470505
"151",112.199997,112.559998,108.07,108.510002,9711200,99.126999
"152",108.839996,110.110001,108.059998,109.660004,8389700,100.177574
"153",108.800003,109.839996,107.900002,108.900002,4881500,99.483284
"154",108.769997,109.68,108.220001,108.809998,4639200,99.401054
"155",109.339996,109.93,108.900002,109.690002,10771800,100.204964
"156",110.019997,111.779999,109.43,111.580002,5796200,101.931541
"157",111.82,111.889999,110.540001,111.099998,2519000,101.493034
"158",110.690002,110.949997,104.620003,104.68,12980900,95.628181
"159",104.199997,104.959999,103.43,104.410004,5300900,95.381523
"160",104.519997,104.839996,102.839996,102.889999,4317200,93.992966
"161",104.870003,105.099998,103.360001,103.720001,2975000,94.751205
"162",103.43,103.919998,102.809998,103.459999,13192900,94.51368
"163",103.599998,105.209999,103.360001,104.589996,3041400,95.545952
"164",104.870003,105.43,104.459999,104.589996,3448700,95.545952
"165",104.879997,105.239998,104.529999,104.760002,1656300,95.701271
"166",103.989998,105.339996,103.760002,105.120003,2553900,96.030128
"167",105.279999,106.309998,104.660004,105.93,8831000,96.770096
"168",106.489998,106.809998,105.959999,106.470001,2100300,97.263405
"169",106.529999,107.580002,106.360001,107.349998,2195100,98.067307
"170",106.639999,107.559998,105.940002,106.43,5385700,97.226868
"171",107.050003,109.129997,106.620003,108.050003,5174100,98.706787
"172",108.410004,109.489998,108.120003,108.919998,3920500,100.029236
"173",108.769997,109.440002,107.910004,108.410004,3124200,99.56086
"174",108.830002,109,106.849998,107.5,5674600,98.725159
"175",107.050003,108.690002,106.360001,107.919998,3076200,99.110855
"176",107.879997,107.970001,107.160004,107.199997,1905500,98.449631
"177",106.639999,107.230003,106.330002,106.790001,1924500,98.07309
"178",106.889999,107.790001,106.25,106.779999,3116700,98.063904
"179",106.830002,106.959999,106.25,106.550003,3541700,97.852699
"180",106.949997,107.709999,106.699997,107.480003,1799600,98.706779
"181",107.629997,107.940002,106.32,106.830002,2471900,98.109818
"182",107.080002,107.370003,106.709999,106.790001,1509600,98.07309
"183",106.43,108.550003,106.290001,108.160004,1804400,99.331268
"184",107.910004,108.900002,107.419998,108.82,5069500,99.937401
"185",109.150002,109.519997,108.230003,108.269997,1540200,99.432281
"186",108.529999,109.940002,108.129997,109.639999,3848800,100.69046
"187",109.129997,109.510002,108.050003,109.019997,1939400,100.121063
"188",109.110001,109.739998,109,109.32,1226300,100.396576
"189",109.220001,109.5,108.529999,109.32,3536200,100.396576
"190",109.660004,110.980003,109.349998,110.709999,1843500,101.673134
"191",110.650002,111.440002,109.699997,111.400002,1906300,102.306793
"192",111.919998,113.629997,111.480003,113.57,1908900,104.29966
"193",113.510002,113.730003,112.589996,113.480003,1674500,104.217026
"194",113.449997,114.059998,113.160004,113.57,1884300,104.29966
"195",113.620003,114.139999,113.190002,114.110001,1010900,104.795593
"196",114.260002,114.389999,112.410004,113.089996,1655800,103.858849
"197",112.989998,113.639999,112.910004,113.589996,1132700,104.318039
"198",114.18,114.400002,112.239998,113.860001,1238700,104.565994
"199",113.910004,114.720001,113.660004,114.580002,1060800,105.227219
"200",114.099998,114.129997,113.239998,113.720001,1369600,104.437424
"201",113.690002,114.470001,113.550003,113.93,1406200,104.630287
"202",113.949997,114.650002,113.290001,114.620003,1128500,105.263977
"203",114.989998,116.080002,114.559998,115.93,1705100,106.467056
"204",116.260002,117.800003,115.459999,117.010002,2090300,107.458855
"205",116.690002,117.300003,116.059998,116.459999,2148500,106.953766
"206",116.279999,116.720001,115.139999,116.339996,1807700,106.843536
"207",117.260002,117.849998,116.709999,117.300003,1606300,107.725197
"208",116.900002,118.470001,116.279999,118.25,1590600,108.597664
"209",118.089996,118.169998,116.550003,116.980003,1381700,107.431313
"210",116.879997,117.139999,116.010002,116.260002,1822700,106.770111
"211",116.400002,116.769997,114.690002,115.400002,2751700,105.980278
"212",115,115.489998,112.120003,114.339996,3603900,105.006813
"213",114.57,114.699997,111.839996,112.239998,2906600,103.078217
"214",111.720001,112.190002,110.269997,111.330002,2915200,102.2425
"215",110.330002,112.900002,109.440002,112.75,4406400,103.546593
"216",112.93,113.419998,112.519997,112.589996,1462800,103.399658
"217",112.040001,113.150002,110.769997,111.970001,1515000,102.830276
"218",111.709999,112.129997,110.949997,111.089996,2107900,102.022118
"219",110.980003,112.059998,110.550003,111.529999,3716200,102.426193
"220",111.309998,112.230003,110.940002,112.080002,1992000,102.93129
"221",112.199997,112.230003,110.379997,110.660004,1555200,101.627205
"222",111,111.480003,110.470001,111.029999,1870200,101.967003
"223",110.980003,111.220001,110.269997,111.059998,1969500,101.994545
"224",111.18,111.379997,110.400002,110.529999,1402800,101.507805
"225",111.139999,111.349998,110.309998,110.559998,1725200,101.535355
"226",110.410004,110.730003,109.790001,110.209999,2107600,101.213913
"227",110.089996,110.440002,109.510002,110.019997,868600,101.039444
"228",110.410004,110.639999,109.839996,110.139999,1466800,101.149643
"229",110.199997,111.440002,110.139999,111.220001,2225000,102.141487
"230",111.139999,114.480003,110.82,113.330002,3920900,104.079254
"231",112.980003,114.769997,112.849998,114.459999,7299100,105.11702
"232",113.949997,115.360001,112.260002,113.75,2623300,104.464973
"233",115.379997,116.739998,114.370003,114.809998,2913900,105.438461
"234",117.290001,117.290001,115.279999,115.68,2295500,106.237434
"235",115.870003,116.93,115.529999,115.919998,2092900,106.457832
"236",115.809998,116.25,115.339996,115.879997,2534000,107.00264
"237",116.389999,116.400002,115.480003,116.019997,1013500,107.131905
"238",118,118.610001,116.220001,117.82,1982500,108.794044
"239",117.919998,117.919998,116.900002,117.050003,1324900,108.083015
"240",117.290001,117.629997,116.699997,117.019997,1205700,108.055321
"241",117.019997,117.839996,116.290001,116.459999,1662200,107.538216
"242",117.75,118.690002,116.339996,118.190002,3286900,109.135689
"243",118.57,119.389999,117.949997,118.639999,2433900,109.551201
"244",119.260002,119.260002,118.089996,118.339996,1905100,109.274178
"245",118.459999,118.910004,117.699997,117.860001,900600,108.830963
"246",117.93,118.290001,116.910004,117.400002,1245500,108.406204
"247",117.32,117.959999,116.610001,116.879997,1129600,107.926033
"248",117.150002,117.730003,116.879997,117.57,1616400,108.563187
"249",117.779999,117.800003,116.910004,117.260002,826000,108.276939
"250",117.589996,117.589996,116.629997,117.309998,711000,108.32309
"251",116.639999,117.629997,116.639999,117.190002,1015700,108.21228
"252",116.029999,116.449997,115.25,115.989998,2453000,107.104225
"253",116.18,117.699997,115.599998,117.25,1521500,108.267693
"254",117.629997,118.900002,117.470001,118.370003,1236900,109.301903
"255",118.550003,118.769997,117.260002,118.300003,1451100,109.237251
"256",118.370003,118.580002,117.389999,117.940002,2683000,108.904831
"257",117.739998,119.029999,117.5,118.760002,2317200,109.662018
"258",118.279999,118.400002,117.050003,117.650002,2037000,108.637047
"259",117.760002,117.779999,116.279999,117.18,1157000,108.203064
"260",117.809998,118.93,117.339996,118.470001,1644300,109.394226
"261",118.519997,119.790001,118.160004,119.389999,2099200,110.243767
"262",120,122.18,119.580002,122.050003,2093800,112.699966
"263",121.580002,122.900002,120.550003,120.900002,1482700,111.638077
"264",121.190002,121.980003,120.349998,121.440002,1963200,112.136711
"265",121.650002,122.849998,121.550003,122.769997,1673500,113.364815
"266",121.839996,122.779999,121.410004,122.099998,2588600,112.746155
"267",122.699997,122.699997,120.68,120.860001,1413700,111.601158
"268",120.910004,121.459999,120.099998,120.629997,1319600,111.388756
"269",121.32,122.639999,120.699997,122.330002,1164900,112.958519
"270",122.019997,122.110001,120.730003,120.760002,1339900,111.508812
"271",121.110001,121.730003,119.610001,120.809998,1721400,111.554962
"272",120.269997,125.239998,120.269997,123.629997,3415900,114.158913
"273",122.589996,122.589996,119.199997,120.419998,2555700,111.194847
"274",119.800003,120.970001,118.489998,118.57,2903800,109.486588
"275",118.980003,119.639999,113.610001,114.07,2903800,105.331314
"276",112.410004,113.580002,110.300003,112.949997,3379900,104.297096
"277",112.089996,115.68,111.690002,113.559998,2625900,104.860382
"278",113.370003,113.370003,108.150002,108.25,2858000,99.957153
"279",109.370003,112.389999,107.610001,111.43,3516100,102.893555
"280",111.970001,113.260002,111.040001,111.650002,2040600,103.096703
"281",110.980003,112.129997,110.330002,111.82,1291500,103.253654
"282",111.269997,112.870003,109.849998,112.709999,1619800,104.075493
"283",113.489998,115.629997,112.75,115.510002,1789000,106.660995
"284",115.5,116.709999,115.080002,116.18,1450600,107.279678
"285",115.690002,116.639999,114.830002,115.410004,1129900,106.568657
"286",115.440002,118.190002,115.440002,116.099998,1817200,107.205788
"287",116.410004,117.269997,115.07,115.43,1209100,106.587128
"288",116.269997,117.809998,115.580002,117.650002,1558400,108.637047
"289",117.870003,118.900002,117.610001,117.900002,1319000,108.867889
"290",117.949997,119.18,116.459999,116.470001,1175900,107.54744
"291",117.040001,117.349998,115.300003,115.32,1579900,106.485527
"292",115.330002,115.940002,112.779999,113.790001,1746500,105.072754
"293",113.150002,113.919998,112.190002,113.599998,1712600,104.897316
"294",112.75,116.099998,112.709999,115.660004,1968900,106.799515
"295",115.610001,116,114.230003,115.410004,1322600,106.568657
"296",114.82,115.400002,113.709999,115.18,1403100,106.356285
"297",115.019997,117.010002,114.699997,116.959999,1597100,108.593887
"298",117.699997,118.870003,117.220001,118.830002,1824000,110.330132
"299",118.800003,119.169998,117.419998,117.529999,1926300,109.123116
"300",118.339996,118.709999,117.029999,117.389999,1575000,108.993126
"301",117.610001,117.970001,115.480003,116.099998,1885000,107.795395
"302",114.709999,118.080002,114.709999,116.480003,2425200,108.148224
"303",117.050003,117.839996,116.669998,117.160004,2787200,108.779564
"304",116.099998,116.910004,113.550003,114.480003,2133100,106.291283
"305",114.989998,116.040001,114.68,115.559998,1959900,107.294014
"306",115.550003,117.220001,115.199997,116.360001,4032800,108.036797
"307",115.110001,115.68,113.07,113.139999,2175400,105.047119
"308",113.459999,114.43,109.139999,109.199997,3457300,101.388954
"309",110.949997,114.360001,110.949997,114.059998,8494400,105.901321
"310",114.410004,115.239998,111.660004,112.260002,7447500,104.23008
"311",112.639999,113.199997,111.290001,111.760002,2573800,103.765854
"312",111.879997,114.639999,111.230003,113.480003,1914600,105.362816
"313",115.25,115.720001,111.779999,113.300003,3450700,105.195679
"314",113.980003,114.510002,112.68,114.040001,2544600,105.882767
"315",112.959999,117.040001,112.580002,116.720001,8453400,108.371056
"316",117.650002,118.699997,116.919998,117.510002,2809100,109.104553
"317",116.410004,116.879997,113.349998,113.699997,2334100,105.56707
"318",114.489998,116.260002,113.970001,114.440002,2016400,106.254143
"319",115.970001,116.790001,115.239998,115.910004,2720100,107.618988
"320",114.639999,115.940002,114.360001,115.580002,1356200,107.312599
"321",116.040001,116.709999,115.18,115.260002,1694300,107.015495
"322",115.949997,116.199997,114.480003,115.269997,1565600,107.024765
"323",116.440002,117.510002,115.800003,116.910004,2425300,108.54747
"324",118.349998,119,117.330002,117.889999,3523600,109.457367
"325",118.019997,119.589996,117.599998,118.610001,2008100,110.125854
"326",118.379997,119.029999,117.150002,117.75,1955400,109.32737
"327",117.5,118.110001,115.970001,116.839996,2213900,108.48246
"328",117.260002,117.760002,116.949997,117.099998,1725100,108.723877
"329",118.050003,118.699997,115.440002,116.32,1417600,107.999664
"330",116.360001,116.82,115.300003,116.699997,1656100,108.352486
"331",116.980003,118.709999,116.5,118.690002,1598200,110.200134
"332",118.440002,120.089996,118.25,119.879997,2079300,111.305023
"333",120,120.139999,118.059998,118.080002,2828000,109.633766
"334",112.650002,119.139999,112.580002,118.800003,2527400,110.302277
"335",123.010002,123.989998,120.279999,122.059998,5422000,113.329086
"336",121.669998,123.589996,120.580002,123.099998,4370400,114.294685
"337",122.5,125.93,121.970001,125.360001,2999500,116.393028
"338",125.349998,125.860001,124.879997,125.57,2677200,116.58802
"339",125.599998,126.029999,124.849998,125.769997,2766700,116.773712
"340",126.089996,127.919998,125.870003,127.040001,3047200,117.952873
"341",127.489998,127.699997,126.779999,127.389999,2386400,118.277824
"342",127.580002,127.910004,126.610001,127.339996,1578100,118.231407
"343",127.559998,127.720001,126.220001,126.68,1884000,117.618622
"344",125.959999,129.509995,125.279999,127.07,2413800,117.980713
"345",127.190002,128.570007,126.949997,128.020004,1607800,118.862778
"346",127.900002,129.059998,127,127.989998,1610300,118.8349
"347",128.259995,129.25,127.68,128.910004,1858900,119.68911
"348",129.210007,129.699997,128.589996,128.839996,1412300,119.624107
"349",129,129.479996,127.959999,128.380005,1713200,119.197021
"350",127.400002,129.410004,127.139999,129.360001,1635300,120.106911
"351",129.279999,130.440002,128.440002,130.270004,1265800,120.95182
"352",130.270004,131.020004,129.720001,130.649994,1322900,121.304642
"353",129.699997,130.350006,128.679993,129.929993,1685500,120.636139
"354",130.570007,132.050003,130.259995,130.630005,1906000,121.286072
"355",130.919998,131.410004,129.75,130.020004,3318700,120.719719
"356",130.619995,132.789993,130.619995,132.729996,2186800,123.23587
"357",133.210007,134.899994,133.050003,134.25,2920000,124.647133
"358",134.25,135.169998,133.899994,134.070007,2399700,124.480026
"359",134.429993,136.320007,134.089996,136.100006,3151500,126.364799
"360",135.320007,135.679993,133.669998,134.580002,2418100,125.590256
"361",134.270004,135.440002,134.029999,135.350006,1235200,126.308815
"362",134.899994,135.059998,133.979996,134.080002,1616800,125.12368
"363",137.289993,139.449997,133.509995,139.300003,4683600,129.994949
"364",139.389999,140.910004,138.580002,140.339996,2943300,130.965515
"365",140.949997,141.520004,139.639999,139.820007,1819100,130.480225
"366",139.529999,139.979996,137.960007,139.570007,3497000,130.246933
"367",138.539993,139.419998,137.800003,138.990005,2031900,129.705688
"368",138.119995,138.850006,137.440002,138.600006,2052200,129.34169
"369",138.630005,139.240005,137.699997,137.789993,1919100,128.585831
"370",137.789993,138.5,136.539993,138.210007,2427600,128.977768
"371",138.550003,139.949997,138.220001,139.089996,1735600,129.798981
"372",138.639999,139.320007,135.410004,136.630005,2170100,127.503319
"373",136.580002,137.110001,134.839996,135.089996,2495200,126.066139
"374",135.669998,136.399994,132.929993,133.070007,1967500,124.181122
"375",133.429993,135.259995,133.429993,134.25,2904900,125.282288
"376",134.119995,135.279999,134.020004,134.139999,2353800,125.179649
"377",132.660004,134.919998,132.649994,134.860001,2228800,125.85157
"378",135.339996,135.669998,132.589996,133.660004,2794200,124.731705
"379",134.589996,134.589996,133.139999,133.710007,2593400,124.778366
"380",134.029999,134.520004,133.75,134.220001,3895900,125.254303
"381",134.320007,134.600006,133.210007,134.520004,2750300,125.534271
"382",134.880005,136.339996,134.639999,135.970001,2635500,126.887398
"383",134.770004,136,134.279999,135.369995,2193600,126.327461
"384",136.119995,137.610001,136.020004,137.5,1361800,128.315186
"385",137.309998,138.009995,136.850006,137.339996,1171200,128.165863
"386",137.520004,137.800003,136.929993,137.119995,1021200,127.960571
"387",136.720001,137.610001,136.449997,137.360001,1681900,128.18454
"388",137.350006,137.869995,136.869995,137.5,2239300,128.315186
"389",134.860001,137.580002,134.860001,137.059998,1516600,127.904594
"390",134.889999,138.229996,134.740005,137.330002,1749100,128.156555
"391",136.990005,137.75,136.820007,137.699997,1492100,128.501846
"392",138.179993,138.479996,136.419998,137.110001,1687600,127.951233
"393",137.490005,139.330002,137.119995,139.149994,1486100,129.854965
"394",139.800003,140.389999,138.990005,139.240005,1392300,129.93895
"395",139.440002,139.649994,136.839996,137.410004,1444600,128.231201
"396",136.75,137.339996,133.399994,134.289993,2295500,125.319595
"397",135.149994,135.460007,133.740005,134.990005,2643800,125.972885
"398",130.210007,133.070007,129.210007,132.610001,4005500,123.751854
"399",131.490005,133.509995,130.429993,133.149994,2427200,124.25576
"400",133.75,134.399994,133,134.25,2270500,125.282288
"401",134.279999,135.630005,133.979996,135.559998,1592300,126.504784
"402",135.5,138.229996,135.059998,137.910004,1942000,128.697815
"403",138.25,138.429993,137.009995,137.820007,1351100,128.6138
"404",138.289993,139.139999,138,138.369995,2729800,129.127075
"405",137.770004,139.979996,137.770004,139.289993,2118400,129.985596
"406",139.820007,141.300003,139.419998,139.669998,1721300,130.340225
"407",139.880005,141.440002,139.419998,141.149994,3567200,131.721359
"408",140.059998,141.720001,139.440002,141.240005,2079300,131.805389
"409",141.850006,141.850006,139.139999,141.240005,1758100,131.805389
"410",141.169998,142.949997,140.990005,142.550003,1891400,133.027863
"411",142.820007,142.869995,142.100006,142.160004,1524300,132.66391
"412",142.850006,143.490005,142.630005,143.039993,2288000,133.485138
"413",142.729996,143.619995,142.320007,143.300003,1355200,133.727768
"414",143.130005,143.929993,142.820007,143.350006,1388300,133.774414
"415",143.860001,144.039993,142.860001,143.589996,1087500,133.998398
"416",144.330002,144.330002,143.199997,143.600006,1398600,134.007736
"417",143.759995,144.279999,143.279999,143.830002,3101000,134.222366
"418",144.449997,146.679993,143.869995,146.350006,2282800,136.574036
"419",146,146.789993,144.929993,145.490005,1503200,135.7715
"420",145.169998,146.960007,145.009995,146.75,1432700,136.947296
"421",144.350006,146.139999,144.190002,145.809998,3445900,136.070099
"422",145.520004,146.300003,144.440002,146.139999,1966900,136.378082
"423",145.779999,147.339996,145.009995,147.279999,1647700,137.44191
"424",146.440002,147.729996,146.240005,146.729996,1837300,136.92865
"425",147.429993,147.570007,146.429993,147.020004,1066700,137.199265
"426",147.179993,147.449997,146.440002,147,946000,137.180634
"427",146.990005,147.429993,146.479996,147.130005,1484600,137.30191
"428",146.990005,147.419998,146.5,146.919998,1058200,137.751984
"429",147,147.940002,146.619995,147.460007,1061800,138.258286
"430",147.679993,148.300003,146.860001,147.039993,1173300,137.864487
"431",147.270004,148.110001,147.039993,147.559998,1127600,138.352051
"432",147.699997,147.960007,146.559998,146.970001,1206000,137.798843
"433",147.600006,149.089996,147.369995,148.880005,1068000,139.589661
"434",149.679993,151.009995,148.789993,150.679993,4234300,141.277344
"435",149.589996,150.110001,148.710007,149.070007,1320700,139.767838
"436",149.660004,150.589996,146.5,148.889999,2763700,139.59903
"437",149.050003,150.979996,148.880005,149.619995,1723600,140.283478
"438",149.779999,150.259995,149.369995,149.910004,957100,140.555405
"439",149.820007,151.320007,149.710007,150.660004,1686400,141.258575
"440",151.380005,152.470001,150.309998,150.740005,1252300,141.333588
"441",151.110001,152.279999,150.119995,151.770004,1279100,142.299316
"442",151.899994,153.509995,151.339996,151.589996,1425500,142.130569
"443",151.360001,151.589996,148.929993,150.220001,1364800,140.846054
