"","RJF.Open","RJF.High","RJF.Low","RJF.Close","RJF.Volume","RJF.Adjusted"
"56",49.466667,50.406666,49.446667,49.900002,1619100,46.479839
"57",50.013332,50.34,49.419998,49.786667,1328850,46.374279
"58",48.573334,49.220001,48.086666,49.173332,1509300,45.802982
"59",49.060001,50.393333,49.060001,50.073334,976950,46.641293
"60",50.046665,50.099998,49.493332,49.959999,892650,46.535717
"61",49.833332,50.746666,49.833332,50.726665,875400,47.388962
"62",50.653332,51.173332,50.453335,50.84,1425000,47.494843
"63",50.860001,51.040001,50.046665,50.84,1745250,47.494843
"64",50.673332,51.033333,50.433334,50.613335,1100100,47.283089
"65",51.066666,51.206669,49.606667,49.673332,1346550,46.404942
"66",49.766666,50.626667,49.246666,50.426666,968250,47.1087
"67",50.046665,50.826668,49.753334,50.546665,1337850,47.220814
"68",50.493332,50.813332,49.799999,50.240002,800550,46.934326
"69",49.866669,50.040001,49.146667,49.833332,1234050,46.554401
"70",49.799999,49.900002,49.033333,49.173332,1187250,45.937847
"71",48.84,49.380001,48.400002,48.413334,1458600,45.227844
"72",48.580002,49.193333,48.226665,49.146667,679350,45.91293
"73",48.706669,49.32,48.119999,48.713333,972600,45.50811
"74",49.206669,49.513332,48.473331,48.546665,2202750,45.352406
"75",48.966667,49.526669,48.326668,49.439999,2004150,46.186966
"76",49.333332,49.66,48.593334,48.806667,1022550,45.595306
"77",50.093334,50.306667,49.813332,50.053333,1126800,46.759937
"78",50.593334,50.666668,50.060001,50.126667,841200,46.828449
"79",50.146667,50.84,50.033333,50.493332,1084350,47.170982
"80",50.540001,51.173332,49.013332,49.933334,1932300,46.647835
"81",49.900002,50,49.413334,49.68,1403850,46.411167
"82",50,50.459999,49.560001,49.966667,941850,46.678974
"83",50.206669,50.753334,50.133331,50.553333,1265400,47.227036
"84",50.366669,51,50.226665,50.966667,842700,47.613178
"85",51.366669,51.593334,50.66,50.939999,930300,47.588257
"86",51.16,51.259998,50.439999,50.666668,1009500,47.33292
"87",50.673332,50.733334,50.02,50.419998,741750,47.10247
"88",50.5,50.853333,50.220001,50.346668,770700,47.033974
"89",50.240002,50.386665,49.866669,50.34,612900,47.027744
"90",50.133331,50.286667,49.34,49.966667,830700,46.678974
"91",49.593334,49.860001,49.273335,49.606667,960600,46.342655
"92",49.866669,50.553333,49.606667,50.473331,1365900,47.152298
"93",50.546665,51.206669,50.473331,51.200001,868500,47.831161
"94",51.200001,51.200001,47.733334,47.853333,1968450,44.7047
"95",47.82,48.619999,47.586666,48.133331,1708800,44.96627
"96",48.306667,49.026669,48.033333,48.673332,848100,45.470741
"97",49.006668,49.006668,48.286667,48.779999,937200,45.570385
"98",48.493332,49.006668,47.693333,48.873333,1070100,45.657585
"99",48.853333,49.033333,48.206669,48.566666,844500,45.371086
"100",48.900002,49.326668,48.626667,49.093334,651450,45.863106
"101",48.953335,49.213333,48.753334,49.119999,802200,45.888012
"102",48.773335,48.966667,48.286667,48.666668,626850,45.464508
"103",48.700001,48.700001,47.566666,48.18,1421400,45.009865
"104",48.560001,49.213333,48.053333,49.206669,1323900,45.968987
"105",48.779999,49.153332,48.439999,48.886665,850350,45.670025
"106",49,49.639999,48.926666,49.193333,647850,45.95652
"107",48.639999,49.273335,48.373333,49.060001,1123950,45.831963
"108",49.259998,49.573334,48.866669,49.306667,853350,46.062408
"109",49.306667,51.026669,49.213333,50.720001,1618950,47.382744
"110",51.206669,52.406666,51.206669,52.193333,1149450,48.759121
"111",52.253334,52.946667,52.186668,52.486668,1405950,49.033157
"112",52.726665,53.033333,52.233334,52.606667,1066650,49.145267
"113",52.080002,52.66,51.459999,52.626667,892350,49.163944
"114",52.173332,52.799999,52.139999,52.419998,553950,48.97089
"115",52.446667,52.646667,52.013332,52.313332,1290000,48.871231
"116",52.633331,52.926666,52.326668,52.706669,1206900,49.238693
"117",52.580002,52.580002,52,52.099998,788400,48.671944
"118",52.113335,52.259998,51.68,51.786667,1182300,48.379227
"119",51.546665,51.633331,51.060001,51.459999,644550,48.074043
"120",51.813332,51.813332,50.946667,51.080002,2750250,47.719055
"121",51.240002,51.866669,50.933334,51.66,851250,48.260891
"122",51.986668,52.880001,51.966667,52.426666,990150,48.977112
"123",52.913334,53.959999,52.766666,53.806667,1576950,50.266315
"124",54.606667,55.060001,53.213333,53.666668,1311750,50.272556
"125",54.053333,54.173332,53.213333,53.48,1065000,50.097698
"126",53.919998,54.666668,53.593334,54.400002,514950,50.959507
"127",54.466667,54.653332,54.166668,54.353333,1080000,50.915791
"128",54.32,54.959999,53.973331,54.006668,1136850,50.591057
"129",54.259998,54.446667,53.779999,54.259998,723900,50.828362
"130",54.206669,55.073334,53.893333,54.933334,863400,51.45911
"131",55,55,54.333332,54.513332,663600,51.065678
"132",54.400002,54.913334,54.080002,54.826668,694200,51.359196
"133",55,55.326668,54.773335,55.02,541050,51.540291
"134",54.360001,55.166668,54.086666,54.866669,645150,51.396667
"135",54.893333,55.346668,54.646667,55.18,611400,51.690174
"136",54.833332,55.18,54.586666,55.106667,1195050,51.621479
"137",55.386665,55.419998,54.779999,55.18,593100,51.690174
"138",55.18,55.48,55.093334,55.153332,702750,51.665199
"139",55.013332,55.599998,54.966667,55.146667,669000,51.658962
"140",55.086666,56.02,55.086666,55.900002,808200,52.364643
"141",56.633331,56.939999,56.393333,56.66,1036200,53.07658
"142",56.906666,57.313332,56.68,56.913334,1317000,53.313892
"143",56.240002,56.259998,54.146667,55.153332,2617200,51.665199
"144",55.080002,55.5,54.973331,55.259998,724800,51.765121
"145",55.506668,55.560001,55.213333,55.459999,793650,51.952465
"146",55.880001,56.02,55.326668,55.626667,985800,52.108589
"147",55.493332,55.740002,54.860001,55.200001,890250,51.70892
"148",55.206669,55.206669,54.706669,54.919998,909600,51.446629
"149",55.426666,55.799999,55.060001,55.266666,915900,51.771366
"150",55.253334,55.426666,54.986668,55.253334,545250,51.758873
"151",55.153332,55.833332,55.040001,55.253334,585000,51.758873
"152",54.833332,54.933334,54.333332,54.613335,977250,51.159348
"153",54.400002,54.419998,53.193333,53.233334,938100,49.866627
"154",53.146667,53.593334,52.766666,52.900002,781350,49.554382
"155",53.513332,54.073334,53.446667,53.48,680700,50.097698
"156",54.053333,54.126667,53.279999,53.560001,699150,50.172642
"157",53.753334,53.906666,53.16,53.279999,483300,49.910347
"158",52.886665,53.186668,51.813332,51.833332,912600,48.555172
"159",51.666668,52.32,51.439999,51.900002,1191300,48.61763
"160",51.933334,51.993332,51.546665,51.813332,704100,48.536438
"161",52.033333,52.706669,51.98,52.666668,673200,49.335808
"162",52.293331,53.013332,52.293331,52.673332,488850,49.342041
"163",52.853333,53.053333,52.506668,52.526669,960450,49.204651
"164",52.813332,53.02,52.373333,52.5,630600,49.179672
"165",52.766666,52.779999,52.186668,52.279999,461550,48.973587
"166",51.573334,52.033333,51.459999,51.693333,808950,48.424026
"167",51.766666,52.393333,51.613335,52.133331,574500,48.836201
"168",52.373333,52.486668,52.053333,52.213333,653850,48.911137
"169",52.373333,52.826668,52.373333,52.639999,651150,49.310818
"170",52.220001,52.373333,50.66,50.846668,714600,47.630905
"171",51.186668,51.226665,50.166668,50.766666,964800,47.555965
"172",50.84,50.84,49.426666,49.873333,1118700,46.71912
"173",49.786667,50.626667,49.66,50.213333,967200,47.037628
"174",50.82,51.546665,50.753334,51.393333,1168950,48.142998
"175",51.766666,52.233334,51.686668,52.146667,831600,48.84869
"176",51.98,52.34,51.646667,52.306667,800550,48.998569
"177",52.826668,53.006668,52.060001,52.200001,1237500,48.898651
"178",52.253334,53.213333,52.126667,53.18,1816800,49.816666
"179",53.333332,54.02,53.293331,53.946667,923400,50.534851
"180",53.953335,54.193333,53.726665,54.113335,746100,50.690968
"181",54.259998,55,53.799999,54.880001,1071300,51.409153
"182",54.693333,55.299999,54.16,55.16,1222800,51.671436
"183",54.959999,55.34,54.813332,55.273335,593250,51.777615
"184",55.02,55.506668,54.939999,55.146667,808200,51.658962
"185",55.313332,55.766666,54.926666,55.299999,766800,51.802586
"186",56.02,56.506668,55.746666,56.246666,967050,52.689388
"187",56.259998,56.439999,55.573334,56.380001,547050,52.814293
"188",56.106667,56.779999,55.993332,56.220001,945300,52.801762
"189",56.220001,56.366669,55.686668,56.366669,1798350,52.93951
"190",56.446667,57.453335,56.193333,57.193333,767250,53.715912
"191",57.193333,57.360001,56.846668,57.02,669450,53.553127
"192",57.139999,57.646667,56.893333,57.34,861150,53.853668
"193",57.540001,58.146667,57,57.513332,887400,54.016453
"194",57.619999,57.619999,57.166668,57.380001,435900,53.891232
"195",57.486668,57.886665,57.220001,57.653332,1007550,54.147949
"196",57.606667,58.033333,57.200001,57.593334,739950,54.091599
"197",57.700001,57.953335,57.433334,57.553333,608850,54.054024
"198",57.446667,57.5,56.826668,56.886665,902550,53.427895
"199",56.98,57.306667,56.793331,57.093334,1291200,53.621998
"200",57.213333,57.279999,56.033333,56.073334,823350,52.664017
"201",56.426666,56.986668,56.34,56.873333,1338300,53.415379
"202",56.413334,57.186668,55.959999,57.146667,2022900,53.672096
"203",57.880001,58.126667,57.526669,57.753334,785100,54.241871
"204",57.713333,57.986668,57.393333,57.546665,522000,54.047768
"205",57.833332,58.060001,57.52,57.573334,1039200,54.072815
"206",57.566666,57.866669,56.759998,57.153332,1149600,53.678345
"207",57.153332,57.18,55.626667,56.386665,2367600,52.958294
"208",56.413334,57.220001,55.853333,56.993332,1395450,53.528076
"209",56.606667,57.033333,56.453335,56.673332,927300,53.227524
"210",56.799999,57.266666,56.453335,56.52,1150050,53.083523
"211",56.919998,56.986668,55.82,55.873333,1366650,52.476173
"212",55.906666,57.380001,55.646667,57.346668,1159050,53.859928
"213",57.099998,57.386665,56.32,57.133331,978450,53.659561
"214",56.833332,57.046665,56.599998,56.880001,604200,53.421638
"215",57.060001,57.34,55.806667,56.02,836400,52.613926
"216",55.799999,56.466667,55.453335,56.113335,745800,52.70158
"217",55.68,56.119999,55.226665,55.740002,575550,52.350945
"218",55.766666,56.18,55.400002,55.700001,902400,52.313377
"219",55.139999,55.726665,55.053333,55.580002,1303800,52.200676
"220",55.126667,55.66,55.006668,55.353333,1001250,51.987793
"221",54.793331,55.433334,54.599998,55.193333,1572900,51.837517
"222",55.646667,55.880001,55.400002,55.533333,907500,52.156849
"223",55.266666,56.093334,55.066666,55.853333,913200,52.457397
"224",55.966667,56.720001,55.653332,56.48,1131000,53.045959
"225",56.66,57.153332,56.513332,56.766666,852150,53.315186
"226",56.746666,57.093334,56.553333,56.646667,571800,53.202484
"227",56.806667,57.060001,56.626667,56.633331,328350,53.18996
"228",56.633331,57.153332,56.553333,56.860001,772050,53.402851
"229",56.973331,58.106667,56.759998,58.026669,1082850,54.498585
"230",58.426666,59.666668,58.353333,58.933334,1180350,55.350124
"231",59.406666,60.18,58.84,58.866669,1501050,55.28751
"232",58.793331,58.860001,56.646667,58.826668,2131200,55.249947
"233",59.566666,60.860001,59.566666,60.073334,1706400,56.420818
"234",60.306667,60.306667,58.766666,58.880001,1048950,55.300026
"235",58.799999,59.073334,58.439999,58.48,792600,54.924358
"236",58.306667,59.48,58.119999,58.973331,742800,55.387688
"237",59.353333,59.66,58.599998,59.66,770100,56.032612
"238",59.606667,59.613335,59.080002,59.360001,792300,55.750854
"239",59.599998,60.273335,59.326668,59.686668,1149600,56.057648
"240",59.733334,59.733334,58.573334,58.573334,1248300,55.012012
"241",58.893333,58.893333,57.573334,57.759998,1515000,54.248131
"242",58.093334,59.380001,57.906666,58.826668,1850700,55.249947
"243",59.473331,59.866669,58.786667,59.299999,1189800,55.694489
"244",59.693333,59.713333,59.086666,59.113335,1098000,55.51918
"245",59.419998,59.700001,58.52,58.866669,1216350,55.28751
"246",59.32,60.246666,59.053333,60.233334,2153700,56.571075
"247",60.446667,60.66,59.933334,60.426666,1085400,56.752659
"248",60.546665,60.646667,59.779999,59.939999,986550,56.295593
"249",60.040001,60.040001,59.546665,59.766666,1228200,56.132786
"250",60,60,59.453335,59.886665,749400,56.245495
"251",60.080002,60.16,59.526669,59.533333,757350,55.913643
"252",59.740002,59.740002,58.766666,59.240002,1396650,55.794338
"253",59.560001,60.240002,59.139999,59.866669,1545150,56.384563
"254",60,61.106667,60,60.360001,2018250,56.849194
"255",60.639999,60.653332,60.099998,60.633331,1752150,57.106632
"256",60.693333,61.273335,60.246666,61.126667,1278000,57.571274
"257",61.286667,62.633331,61.286667,62.099998,1675350,58.487995
"258",62.16,63.486668,62.16,62.933334,2120550,59.272861
"259",63.060001,63.493332,62.779999,63.446667,1194300,59.756336
"260",63.873333,64.526665,63.380001,64.526665,1330800,60.773525
"261",64.900002,65.220001,63.313332,63.733334,1543800,60.026329
"262",64.046669,64.440002,63.213333,64.166664,1073700,60.434456
"263",64.226669,64.580002,63.546665,63.599998,1200750,59.900745
"264",63.740002,64.300003,63.706669,64.126663,907950,60.396774
"265",64.133331,64.386665,63.466667,64.373337,1106100,60.629101
"266",64.220001,64.5,63.606667,64.379997,1015650,60.635384
"267",64.699997,64.946671,63.806667,64.599998,1523100,60.842579
"268",65.333336,65.853333,63.18,63.900002,2048550,60.183296
"269",64.480003,65.553329,63.866669,65.506668,2338050,61.696514
"270",65.480003,66.066666,64.59333,64.660004,1008600,60.89909
"271",64.293335,64.873337,63.68,63.806667,1074750,60.095394
"272",63.753334,64.513336,63.753334,64.260002,1336950,60.522369
"273",64.146667,64.933334,63.48,64.90667,1968150,61.131416
"274",64.540001,64.879997,62.666668,62.886665,989250,59.228905
"275",62,63.073334,59.746666,59.860001,1367700,56.378284
"276",58.486668,61.093334,57.933334,60.946667,1575450,57.401745
"277",60.52,61.860001,60.52,60.700001,1087350,57.169426
"278",60.753334,60.753334,57.346668,57.373333,1852800,54.036247
"279",57.913334,58.453335,56.246666,58.053333,2083800,54.676701
"280",58.560001,59.886665,58.18,59.34,1820100,55.888523
"281",58.966667,59.400002,58.380001,59.153332,1458450,55.712719
"282",58.939999,60.713333,58.826668,60.68,1695000,57.150593
"283",61.313332,61.593334,60.299999,60.873333,1296900,57.33268
"284",60.639999,61.900002,60.553333,61.706669,1621200,58.117546
"285",61.48,62.113335,61.220001,61.486668,1034550,57.910332
"286",61.473331,61.993332,60.786667,60.813332,1194000,57.276157
"287",61.046665,61.866669,59.919998,60.053333,1452000,56.560371
"288",60.119999,60.98,60.046665,60.98,965850,57.43314
"289",61.286667,61.759998,60.639999,61.733334,612300,58.142658
"290",62.400002,63.380001,62.013332,62.466667,1897050,58.833336
"291",62.68,63.060001,61.793331,61.806667,1889400,58.21172
"292",61.813332,62.439999,60.853333,61.346668,2104500,57.778481
"293",60.860001,61.400002,59.759998,61.240002,977700,57.678009
"294",60.799999,62.700001,60.453335,62.406666,867000,58.776821
"295",62.833332,63.913334,62.106667,63.900002,1373700,60.183296
"296",63.18,64.153336,62.98,64,1045200,60.277481
"297",64.206665,64.260002,63.193333,64.173332,1134600,60.440731
"298",64.739998,65.839996,64.58667,65.833336,1042200,62.004177
"299",65.793335,66.173332,65.393333,65.493332,744450,61.683956
"300",65.866669,66.09333,64.606667,64.833336,1033050,61.062351
"301",65.019997,65.019997,63.720001,63.880001,1490250,60.164463
"302",64.059998,64.386665,63.293331,63.613335,1602750,59.913311
"303",63.773335,65.253334,63.706669,65.046669,1910850,61.263275
"304",64.746666,64.866669,63.226665,64.346664,1368300,60.603985
"305",64.493332,64.59333,63.973331,64.300003,701700,60.560043
"306",64.220001,65.366669,64.053329,64.566666,936000,60.811184
"307",63.759998,63.900002,60.973331,61.066666,1227150,57.514767
"308",61.006668,61.166668,57.933334,58.099998,2261850,54.72065
"309",59.16,59.766666,58.066666,59.706669,1351950,56.233871
"310",59.939999,60.240002,57.986668,58.433334,1567050,55.034603
"311",58.506668,58.953335,57.286667,58.506668,1381200,55.103664
"312",58.453335,59.833332,58.126667,59.606667,1545750,56.300068
"313",59.439999,59.933334,57.073334,57.553333,1492650,54.360638
"314",57.913334,58.553333,57.413334,58.333332,1077000,55.097374
"315",57.133331,58.913334,57.113335,58.746666,1206750,55.48777
"316",59.373333,59.373333,58.5,58.913334,1369050,55.645199
"317",57.933334,58.060001,55.926666,56.546665,1959000,53.409817
"318",56.813332,58.060001,56.293331,56.553333,1073400,53.416119
"319",57.373333,58.119999,56.713333,57.793331,1228650,54.587326
"320",57.259998,57.700001,56.599998,57.206669,955950,54.033199
"321",57.706669,58.619999,57.52,58.086666,779550,54.864384
"322",58.606667,58.633331,56.773335,57.026669,1068600,53.86319
"323",57.506668,58.186668,57.333332,57.700001,1928550,54.499161
"324",58.279999,58.639999,57.599998,57.993332,2604450,54.77623
"325",58.360001,58.633331,57.580002,57.720001,945600,54.518059
"326",57.733334,58.700001,57.360001,58.673332,843000,55.418499
"327",58.666668,58.959999,57.966667,58.533333,1009050,55.286274
"328",58.740002,58.866669,58.006668,58.413334,591450,55.172935
"329",58.806667,59.119999,57.206669,57.939999,841950,54.725857
"330",57.973331,58.240002,57,57.880001,1422450,54.669182
"331",57.880001,60.473331,57.299999,59.893333,1999800,56.570831
"332",60.026669,60.973331,59.34,60.873333,1282350,57.496468
"333",60.993332,61.333332,59.799999,59.833332,1474350,56.514153
"334",59.740002,60.006668,58.919998,59.966667,599550,56.640095
"335",59.786667,60.006668,58.833332,59.013332,813750,55.739643
"336",58.693333,58.733334,57.326668,58.393333,942450,55.154037
"337",58.053333,60.119999,57.826668,59.700001,676800,56.388218
"338",59.986668,61.066666,59.573334,60.799999,984600,57.4272
"339",60.766666,61.406666,60.506668,60.833332,994650,57.458687
"340",61.186668,61.653332,60.626667,61.619999,1071000,58.201702
"341",61.700001,62.306667,61.419998,62.080002,756750,58.636192
"342",62.220001,62.759998,61.986668,62.506668,727050,59.0392
"343",62.560001,62.799999,62.193333,62.526669,619650,59.05809
"344",62.259998,62.946667,62.259998,62.633331,1616700,59.158829
"345",63.333332,64.426666,63.266666,64.273331,1931850,60.707855
"346",64.206665,65.833336,63.846668,65.773331,2089350,62.12463
"347",65.599998,66.18,65.346664,66.033333,1944900,62.370228
"348",66.246666,67.260002,66.139999,67.09333,2003850,63.371414
"349",67.166664,68.113335,67.053329,67.82,1743900,64.057785
"350",67.459999,67.919998,66.800003,67.346664,1900500,63.610695
"351",67.013336,67.260002,65.839996,67,1305600,63.283253
"352",66.686668,66.980003,66.073334,66.313332,813600,62.634686
"353",65.5,65.713333,63.380001,63.82,1381800,60.279667
"354",64.646667,65.40667,64.146667,65.153336,1109400,61.539047
"355",64.940002,65.09333,64.040001,64.373337,920550,60.802311
"356",65.453331,65.746666,64.866669,65.306664,980700,61.683868
"357",65.793335,65.826668,65.113335,65.739998,710700,62.093155
"358",65.5,65.826668,65.006668,65.666664,866550,62.023888
"359",65.946671,67.046669,65.940002,67.046669,944250,63.327343
"360",67.099998,67.459999,65.940002,66.386665,747000,62.703945
"361",66.386665,67.199997,66.246666,67.066666,909600,63.34623
"362",67.220001,67.293335,66.433334,66.459999,628050,62.77322
"363",66.793335,66.946671,65.90667,66.373337,575250,62.691364
"364",66.546669,66.786667,65.879997,66.006668,963300,62.345028
"365",66.220001,66.300003,65.373337,65.633331,1314150,61.992416
"366",65.080002,65.346664,64.173332,65.08667,1792650,61.476067
"367",64.826668,65.313332,64.260002,65.186668,916500,61.570522
"368",64.493332,64.793335,64.019997,64.633331,634950,61.04789
"369",65.033333,65.153336,64.419998,64.486664,729450,60.909351
"370",64.333336,64.473335,63.080002,64.333336,1793100,60.764519
"371",64.853333,65.09333,63.933334,64.013336,1587000,60.462288
"372",63.566666,63.626667,61.866669,62.433334,844950,58.969933
"373",62.553333,62.753334,61.919998,62.02,1380300,58.579525
"374",62.006668,62.226665,60.746666,60.746666,1635750,57.376823
"375",60.726665,60.84,59.900002,60.353333,1361100,57.005318
"376",60.779999,61.053333,59.526669,59.566666,2010450,56.449341
"377",59.02,60.220001,58.953335,60.200001,990600,57.049538
"378",60.433334,60.580002,59.220001,59.299999,565500,56.19664
"379",59.686668,59.686668,58.593334,58.786667,822450,55.710171
"380",58.66,59.906666,58.373333,59.786667,1551000,56.657837
"381",60.093334,61.786667,60.086666,61.593334,1296600,58.369953
"382",61.613335,61.913334,60.953335,61.526669,1240500,58.306774
"383",60.953335,61.366669,60.633331,61.053333,803550,57.858215
"384",61.666668,61.700001,60.880001,61.493332,1365900,58.275181
"385",61.52,62.18,61.346668,62,1571550,58.755344
"386",62.213333,62.779999,62.213333,62.666668,1462950,59.387115
"387",62.666668,63.666668,62.666668,63.353333,1435950,60.037846
"388",63.693333,64.353333,63.693333,64.153336,744150,60.795979
"389",63.826668,63.926666,62.880001,63.146667,681000,59.842003
"390",62.860001,63.619999,62.846668,63.380001,1105800,60.063118
"391",63.533333,64.606667,63.533333,64.373337,1482150,61.004471
"392",64.599998,65.080002,64.106667,64.300003,1397550,60.934975
"393",64.186668,64.926666,63.586666,64.839996,1648500,61.446712
"394",63.966667,63.966667,62.053333,62.133331,2637000,58.881687
"395",62.466667,63.386665,61.646667,62.066666,1204200,58.818516
"396",62.033333,62.419998,60.353333,60.666668,1452000,57.491783
"397",60.966667,61.353333,59.98,61.060001,1281900,57.864532
"398",61.380001,62.566666,60.639999,61.006668,1475100,57.813999
"399",60.393333,60.826668,60,60.646667,1332150,57.472828
"400",60.733334,61.139999,60.413334,60.893333,676350,57.706585
"401",60.880001,61.259998,60.446667,61.093334,821100,57.89613
"402",61.426666,62.400002,61.16,61.486668,996450,58.268871
"403",61.32,61.32,60.913334,61.133331,770400,57.934021
"404",61.133331,61.259998,60.433334,60.533333,875700,57.365433
"405",59.926666,60.266666,59.380001,59.98,920700,56.841045
"406",60.040001,60.226665,59.386665,59.413334,1365300,56.304043
"407",59.700001,60.486668,59.393333,60.386665,878100,57.226437
"408",59.799999,60.313332,59.5,60.086666,1047750,56.942135
"409",60.406666,61.173332,60.200001,60.906666,850350,57.719212
"410",60.833332,61.113335,60.633331,60.953335,586500,57.763447
"411",61.026669,61.266666,60.666668,60.939999,789150,57.750816
"412",60.746666,61.246666,60.333332,60.926666,779100,57.738178
"413",60.599998,61.293331,60.553333,60.939999,535200,57.750816
"414",60.98,61.126667,60.173332,60.493332,695250,57.327522
"415",60.626667,61.133331,60.486668,60.826668,508800,57.643406
"416",61.286667,62.139999,61.286667,61.939999,784050,58.698475
"417",62.099998,62.626667,61.853333,62.613335,1390800,59.336578
"418",62.666668,62.893333,62.073334,62.713333,785550,59.431339
"419",62.613335,62.746666,61.773335,61.873333,579300,58.635296
"420",61.606667,62.113335,61.393333,62.026669,525150,58.780609
"421",61.886665,62.573334,61.633331,62.333332,650700,59.071224
"422",62.293331,62.673332,61.98,62.186668,596400,58.932236
"423",62.200001,62.266666,60.733334,61.213333,602250,58.009838
"424",61.393333,61.853333,60.753334,61.453335,657600,58.237278
"425",61.759998,62.053333,61.560001,61.626667,551400,58.401543
"426",61.526669,62.226665,61.193333,61.986668,528600,58.742706
"427",61.853333,62.046665,60.846668,61.066666,629550,57.870846
"428",61.279999,61.613335,60.693333,60.759998,1089150,57.580227
"429",60.939999,61.866669,60.939999,61.706669,678750,58.477364
"430",61.82,61.986668,60.740002,60.873333,516600,57.68763
"431",61.026669,61.413334,60.633331,61.34,511800,58.129879
"432",61.373333,62.706669,61.373333,62.513332,780900,59.24181
"433",63.060001,64.506668,63.026669,63.666668,1165500,60.334782
"434",63.993332,63.993332,63.16,63.419998,1954650,60.101017
"435",63.346668,63.446667,62.026669,62.299999,1309950,59.039639
"436",62.573334,62.700001,61.900002,62.573334,1078500,59.298664
"437",62.746666,62.766666,61.779999,61.84,1086600,58.60371
"438",62.093334,62.32,61.586666,61.833332,956550,58.597401
"439",61.266666,62.259998,61.206669,61.366669,1450050,58.343861
"440",61.966667,62.333332,61.380001,61.560001,1272750,58.527672
"441",61.540001,61.693333,60.706669,61.346668,1356150,58.324852
"442",61.846668,63.220001,61.626667,62.633331,2045400,59.548134
"443",62.873333,64.066666,62.48,62.873333,1662900,59.77631
"444",63.046665,63.333332,61.860001,62.493332,884100,59.41502
"445",62.213333,62.906666,61.693333,62.846668,948300,59.750957
"446",62.740002,63.473331,62.333332,63.213333,1379250,60.099564
"447",63.080002,63.119999,59.959999,60.02,1367850,57.06353
"448",59.779999,60.553333,57.799999,58.48,1408500,55.599388
