"","TFX.Open","TFX.High","TFX.Low","TFX.Close","TFX.Volume","TFX.Adjusted"
"456",236.809998,242.330002,231.809998,239.779999,300100,236.658127
"457",238.889999,242.039993,234.199997,234.490005,244500,231.436966
"458",235.740005,241.970001,234.839996,239.919998,270400,236.796295
"459",237.179993,237.509995,232.110001,235.559998,265400,232.493042
"460",238.850006,239.589996,234.679993,237.25,572700,234.161041
"461",237.910004,243.110001,236.899994,242.589996,389300,239.431534
"462",245,247.860001,239.720001,240.740005,459200,237.605621
"463",248,269.170013,248,263.48999,978200,260.059418
"464",265.790009,267.600006,255.529999,256.130005,597000,252.795258
"465",256.559998,258.769989,253.029999,258.160004,365800,254.798737
"466",257.149994,258.359985,250.539993,257.399994,190800,254.048721
"467",258.5,264.549988,255.580002,263.309998,368200,259.881744
"468",262.540009,266.309998,261.649994,264.51001,233000,261.066162
"469",264.220001,267.029999,262.190002,265.880005,285000,262.418304
"470",264.070007,265.040009,257.839996,259.25,298300,255.874619
"471",260.269989,262.700012,257.820007,258.399994,219000,255.03569
"472",260.410004,262.359985,255.389999,255.919998,206800,252.920746
"473",254.619995,260.839996,251.229996,260.660004,217100,257.605194
"474",258.450012,266.339996,255.770004,262.170013,254600,259.097504
"475",261.649994,262.730011,252,253.070007,242200,250.104156
"476",251.25,256.619995,248.039993,253.5,232900,250.529129
"477",253.789993,257.970001,251.020004,254.490005,172300,251.507523
"478",252.509995,256.190002,249.289993,252.660004,89900,249.698959
"479",255.160004,258.029999,254.089996,258.029999,265500,255.006012
"480",257.170013,258.98999,253.779999,258.440002,159800,255.41124
"481",260.100006,267.399994,259.839996,267.279999,238400,264.147583
"482",266.089996,273.380005,266.089996,271.51001,243500,268.328003
"483",272.429993,276.48999,270.559998,275.420013,358400,272.19223
"484",277.799988,279.299988,273.429993,275.630005,233900,272.39978
"485",276.190002,276.190002,264.269989,266.179993,313800,263.060486
"486",261.630005,268.070007,257.799988,268.049988,222000,264.9086
"487",265.73999,267.769989,255.830002,256.640015,263100,253.632324
"488",256.820007,261.140015,249.850006,257.170013,303300,254.156113
"489",259.429993,261.119995,252.460007,255.350006,203100,252.357452
"490",258.820007,263.799988,254.339996,258.519989,220300,255.490265
"491",260.600006,261.049988,254.369995,256.429993,177200,253.424774
"492",254.330002,255.75,244.570007,247.429993,360000,244.530258
"493",245.679993,248.940002,240.949997,245.75,259300,242.869949
"494",247.350006,248.740005,244.850006,245.929993,189400,243.047806
"495",245.929993,252.940002,242.149994,245.139999,265600,242.267105
"496",244.550003,247.589996,235.440002,238.669998,316600,235.872894
"497",238.570007,241,236.229996,238.169998,514100,235.378769
"498",236.220001,236.279999,226.020004,229.539993,200200,226.849884
"499",230.199997,239.110001,226.779999,239.110001,224300,236.30777
"500",236.919998,249.179993,234.830002,248.949997,545400,246.03244
"501",250.169998,255.139999,247.610001,254.5,480200,251.51741
"502",255.070007,258.480011,254.729996,258.480011,286600,255.45079
"503",257.309998,257.309998,249.509995,252.380005,350500,249.422241
"504",251.020004,251.309998,244.770004,246.199997,288700,243.314667
"505",249.360001,253.5,249.330002,251.139999,405100,248.196777
"506",250.490005,253.470001,248.539993,250.179993,201000,247.248016
"507",252.529999,254,248.690002,252.839996,222100,249.876831
"508",254.75,261.390015,253.75,259.619995,204100,256.577301
"509",257.899994,262.720001,255.509995,262.619995,147000,259.542206
"510",262.309998,262.929993,254.929993,255.990005,197900,252.98996
"511",253.119995,255.020004,249.630005,249.940002,262300,247.010818
"512",249.649994,257.5,248.759995,256.109985,171900,253.108505
"513",251.979996,253.5,247.649994,248.639999,1311600,245.726089
"514",248.130005,254.899994,246.520004,254.699997,12248500,251.715073
"515",257.130005,259.459991,255.259995,257.920013,646200,254.897339
"516",257.51001,259.869995,255.529999,257.529999,354300,254.511902
"517",257.359985,261.73999,256.570007,260.579987,350800,257.526215
"518",260.75,266.109985,259.190002,266,270400,262.882568
"519",267.200012,269.790009,264.779999,268.829987,307700,265.679474
"520",266.019989,269.579987,265.970001,267.859985,347000,264.720734
"521",269.149994,269.149994,265.899994,267.869995,226200,264.730713
"522",269.190002,273.450012,266.329987,272.640015,327200,269.444824
"523",272.970001,276,271.570007,273.5,319300,270.294769
"524",274.350006,276.779999,270.369995,271.700012,245500,268.515869
"525",270.540009,272.700012,268.700012,272.190002,299200,269.000061
"526",272.899994,277.01001,272.029999,273.410004,234600,270.20578
"527",273.359985,273.720001,270.649994,272.549988,279100,269.355865
"528",270.910004,271.329987,268.049988,270.890015,316900,267.715332
"529",269.279999,274.149994,269.220001,274.140015,246400,270.927246
"530",275.200012,277.869995,273.799988,275.589996,213900,272.360199
"531",277.709991,278.26001,275.320007,277.899994,346400,274.643097
"532",279.109985,281.799988,276.850006,281.579987,203300,278.280029
"533",280.649994,283.320007,277.329987,281.519989,188600,278.220734
"534",283.600006,286.299988,281.299988,285.890015,256500,282.53949
"535",285.579987,287.519989,280.589996,282,450500,278.695068
"536",282,287.25,280.910004,286.480011,246900,283.12262
"537",270.940002,280.089996,269.880005,275.230011,605300,272.004486
"538",277.190002,286.640015,277.190002,285.420013,307000,282.075073
"539",287.730011,290.420013,282.140015,290.149994,293400,286.749603
"540",290.200012,290.299988,287.570007,288.380005,166700,285.000366
"541",288,290.559998,286.390015,290.410004,117700,287.0065
"542",290.149994,290.48999,287.850006,289.839996,177600,286.778961
"543",291.179993,294.649994,290.679993,294.51001,241300,291.399628
"544",295.869995,297.589996,291.299988,292.609985,362600,289.519745
"545",292.549988,294.51001,290.369995,293.579987,214800,290.479462
"546",293.529999,293.529999,285.980011,287.140015,207200,284.107513
"547",288.170013,289.269989,284.720001,287.549988,231000,284.513123
"548",285.799988,287.100006,281.880005,286.890015,313400,283.860168
"549",288.420013,292.019989,288.079987,291.880005,217400,288.797424
"550",292.049988,297.059998,290.619995,296.440002,229600,293.309296
"551",296.700012,301.929993,295.089996,297.440002,314600,294.298798
"552",296.649994,299.299988,294.029999,298.859985,227700,295.703705
"553",298.829987,302.950012,298.829987,302.899994,655000,299.701019
"554",302.410004,304.820007,296.799988,301.089996,300800,297.910187
"555",302.290009,303.690002,300.829987,301.420013,217100,298.236664
"556",301.420013,304.660004,299.109985,301.799988,281600,298.612701
"557",300.470001,305.920013,298.209991,304.959991,218200,301.739319
"558",304.75,305.25,301.429993,301.690002,151600,298.503845
"559",302.25,302.25,296.119995,299.589996,299000,296.425995
"560",302.350006,304.209991,300.410004,304.040009,281700,300.829041
"561",305.820007,305.820007,298.480011,299.779999,190600,296.613983
"562",301.679993,301.799988,298.040009,300.109985,178000,296.940491
"563",302.059998,302.459991,299.059998,302.160004,235100,298.968903
"564",303.609985,305.570007,298.850006,302.26001,268700,299.067871
"565",302.769989,303.51001,300.359985,302.730011,123300,299.532898
"566",304.23999,304.829987,299.859985,302.329987,252400,299.137085
"567",303.440002,303.440002,300.380005,302.200012,124000,299.008453
"568",302.399994,305.609985,301.529999,302.279999,146700,299.087585
"569",302.690002,304.100006,298.549988,303.350006,108100,300.146301
"570",302.01001,304.089996,301.670013,303.359985,102600,300.156158
"571",302.76001,307.070007,302,304.850006,161300,301.630432
"572",305.980011,305.980011,301.660004,305.23999,134100,302.016357
"573",307.51001,309.98999,303.579987,305.130005,244400,301.907532
"574",306.179993,307.359985,302.25,302.73999,203900,299.542725
"575",304.299988,305.209991,292.910004,294.029999,251900,290.924713
"576",294.609985,294.609985,276.929993,277.75,389700,274.816681
"577",277.670013,279.890015,271.559998,277.049988,382600,274.124054
"578",276.059998,280.190002,273.709991,274.540009,288900,271.640503
"579",275.299988,280.730011,274.910004,280.149994,327400,277.191345
"580",277.98999,280,275,278.880005,343600,275.934692
"581",277.140015,282.220001,276.480011,281.309998,229200,278.339111
"582",281.140015,282.709991,279.73999,282.040009,244600,279.061401
"583",282.359985,283.350006,278.959991,280.579987,252200,277.61676
"584",280.609985,286.75,280.26001,286.179993,273100,283.157623
"585",285.940002,285.940002,279.309998,280.609985,322400,277.646515
"586",287.5,298.98999,286.130005,298.029999,482700,294.882507
"587",299.089996,300.730011,294.700012,300.359985,399700,297.187836
"588",296.359985,301.079987,294.859985,299,335800,295.842255
"589",297.399994,299.579987,291.609985,294.329987,411100,291.221527
"590",293.799988,296.929993,292.309998,296.339996,252300,293.210297
"591",294.209991,302,292.269989,301.339996,227700,298.157501
"592",299.279999,303.48999,294.200012,302.829987,262300,299.631744
"593",297.980011,298.940002,293.589996,294.070007,253700,290.964325
"594",294.380005,300.119995,293.970001,297.51001,169900,294.708679
"595",295.390015,296.859985,293.089996,295.600006,198500,292.816711
"596",296.5,305.809998,295.049988,301.51001,331000,298.671082
"597",298.630005,300.019989,295.209991,296,287900,293.212952
"598",295.089996,295.089996,290.160004,291.730011,243600,288.983185
"599",293.049988,298.540009,292.23999,295.380005,168700,292.598755
"600",293.950012,298.170013,293.140015,297.75,97100,294.946442
"601",296.25,296.290009,289.200012,291.929993,170400,289.181213
"602",292.799988,297.839996,292.799988,295.609985,232700,292.82663
"603",295.809998,299.160004,289.329987,289.630005,141200,286.902893
"604",289.26001,291.649994,286.25,288.690002,200900,285.971741
"605",289.589996,296,289.359985,290.899994,170800,288.16095
"606",289.51001,290.51001,284.970001,288.299988,327600,285.585449
"607",288.220001,293.269989,287.519989,289.670013,374700,286.942535
"608",292.470001,292.980011,284.480011,292.839996,241700,290.082703
"609",295.089996,298.220001,291.179993,298.160004,198500,295.35257
"610",298.51001,304.119995,295.170013,301.76001,194400,298.918732
"611",303.149994,306.109985,302.329987,305.279999,140900,302.405548
"612",306.040009,312.380005,305.929993,310.950012,180600,308.022156
"613",314.73999,314.73999,305.269989,309.570007,130300,306.655182
"614",310.279999,317.140015,309.459991,315.790009,192700,312.816589
"615",318.950012,321.679993,314.970001,321,313900,317.977509
"616",321,322.619995,318.820007,320.23999,342300,317.224701
"617",320.309998,326.589996,320.309998,325.529999,260500,322.464905
"618",327.869995,331.899994,325.480011,331.600006,305200,328.477753
"619",330.570007,334.570007,328.890015,333.649994,209200,330.508423
"620",334.980011,337.959991,329.619995,334.839996,187500,331.687225
"621",334.820007,335.809998,330.070007,334.730011,275100,331.578278
"622",333.910004,335.720001,330.320007,332.799988,223700,329.666443
"623",332.170013,337.059998,331.329987,336.130005,242400,332.965088
"624",336.709991,336.910004,326.649994,326.940002,329300,323.861633
"625",329.119995,329.279999,325.160004,327.75,198900,324.663971
"626",327.940002,331.399994,326.059998,331.149994,1163300,328.032013
"627",333.970001,336.140015,326.98999,335.869995,401200,332.70755
"628",335.869995,336.269989,329.329987,331.98999,152900,328.864075
"629",332.640015,333.700012,330.070007,333.299988,140400,330.161743
"630",330.589996,334.149994,330.589996,334.149994,105200,331.003723
"631",331.940002,333.309998,329.630005,332.730011,153100,329.597137
"632",332.119995,335.459991,330.190002,335.339996,180100,332.182526
"633",336.190002,337.839996,331.859985,331.899994,203000,328.774902
"634",333.059998,336.079987,331.089996,335.980011,160500,332.816559
"635",336.320007,336.929993,330.98999,334.269989,210000,331.122559
"636",334.940002,335.570007,332.230011,334.959991,153800,331.806122
"637",336.630005,336.630005,330.619995,331.519989,207400,328.398468
"638",331.369995,334.630005,331.369995,333.98999,191200,330.845276
"639",334.140015,340.929993,332.670013,340.480011,163600,337.27417
"640",341.640015,342.25,334.920013,335.049988,185700,331.895264
"641",336.890015,341.170013,336.019989,339.179993,139500,335.986359
"642",339.350006,342.209991,336.709991,341.51001,121700,338.294403
"643",341.320007,346.309998,339.01001,346.079987,115000,342.821411
"644",343.279999,347.51001,341.220001,346.119995,193200,342.861053
"645",346.399994,347.540009,344,347.160004,185000,343.891205
"646",348.399994,352.730011,346.980011,350.76001,327700,347.457367
"647",347.829987,350.279999,344.799988,347.079987,238900,343.811951
"648",346.779999,348.609985,336.299988,339.73999,278700,336.541077
"649",344.880005,366.790009,344.880005,361.570007,502400,358.165527
"650",361.859985,365.790009,356.410004,361.350006,427700,357.947601
"651",361.26001,361.26001,345.570007,350.600006,268700,347.298798
"652",354.109985,364.630005,352.26001,362.690002,313300,359.274994
"653",358.160004,359.630005,354.429993,357.809998,249500,354.440979
"654",357.809998,366.380005,357.359985,366.380005,221700,362.930298
"655",369.059998,373.839996,367.459991,371.649994,179200,368.150665
"656",370.269989,373.089996,363.390015,365.709991,312700,362.266541
"657",365.850006,371.940002,365.850006,370.609985,369300,367.120453
"658",368.76001,368.76001,362.980011,365.01001,331700,361.905212
"659",364.450012,372.589996,364.450012,368.459991,301500,365.325806
"660",371.230011,371.850006,367.410004,369.809998,154400,366.664307
"661",370.98999,373.540009,369.100006,369.839996,166200,366.694061
"662",369.589996,373.899994,367.5,367.859985,217600,364.730957
"663",370.209991,372.230011,367,367.779999,321400,364.651642
"664",369.369995,369.369995,362,366.160004,315700,363.04541
"665",365,367.290009,355.73999,357.940002,232000,354.895386
"666",361.059998,361.059998,355.619995,360.220001,224700,357.155945
"667",361.76001,363.720001,357.670013,359.98999,344800,356.927856
"668",357.709991,362.149994,355.549988,359.630005,212600,356.570953
"669",363.149994,365.160004,359.869995,363.350006,165800,360.259308
"670",366.029999,367.230011,361.799988,363.920013,213800,360.824463
"671",362.51001,362.98999,357.700012,361.119995,154300,358.048279
"672",363.5,363.5,354.779999,355.779999,246600,352.753723
"673",358.390015,363.170013,352.609985,356.480011,233700,353.447784
"674",356.549988,358.690002,354.329987,356.170013,169400,353.140381
"675",357.399994,357.399994,339.670013,341.329987,289500,338.426544
"676",338.769989,340.410004,327.970001,338.880005,528900,335.997467
"677",339.600006,344.220001,337.109985,338.769989,255000,335.888367
"678",341.51001,343.459991,336.029999,337.779999,268000,334.906799
"679",338.679993,339.730011,329.850006,331.149994,287200,328.333221
"680",329.380005,331.940002,325.679993,329.130005,218100,326.330383
"681",330,342.730011,329.820007,338.640015,318800,335.759552
"682",339.529999,340.970001,335.76001,340.829987,260900,337.930847
"683",340.040009,344.549988,339.25,341.700012,181600,338.793457
"684",341.450012,346.049988,341.450012,343.799988,530800,340.87558
"685",340,351.029999,336.01001,347.76001,368400,344.80191
"686",349.929993,352.649994,342.299988,343.630005,332100,340.707092
"687",342.5,343.119995,337.850006,342.73999,201100,339.824646
"688",345.480011,346.170013,338.089996,340,145800,337.107941
"689",341.809998,341.809998,333.540009,335.619995,214700,332.765167
"690",336.769989,341.540009,335.970001,339.75,288400,336.860077
"691",340.359985,340.369995,331.200012,331.529999,194000,328.709961
"692",330.160004,330.160004,319.459991,325.299988,321000,322.532959
"693",325.48999,332.579987,323.170013,332.390015,214000,329.562714
"694",334.859985,337.380005,329.100006,330.079987,230100,327.272278
"695",328.670013,332.130005,328.179993,328.440002,192400,325.646271
"696",325.570007,325.570007,316.660004,316.75,319700,314.055725
"697",319.709991,322.279999,317.899994,318.230011,193900,315.523071
"698",315.679993,318.220001,311.640015,317.100006,348300,314.40271
"699",320.100006,324.630005,319.329987,322.089996,243900,319.350281
"700",323.190002,325.679993,321.019989,324.73999,214900,321.977722
"701",327.070007,330.76001,324.779999,328.549988,207800,325.755341
"702",327.790009,329.730011,323.01001,323.290009,200900,320.540039
"703",322.279999,329.959991,322.279999,328.040009,205900,325.249695
"704",326.890015,329.230011,324.660004,328.309998,142600,325.517365
"705",329.350006,332.920013,325.079987,330.390015,244300,327.579712
"706",330.720001,331.880005,321.76001,322.420013,192300,319.67746
"707",323.829987,325.670013,319.679993,321.670013,216400,318.933868
"708",322.48999,325.320007,318.660004,320.660004,210900,317.932434
"709",320.309998,322.980011,316.01001,321.880005,137700,319.142029
"710",322.570007,327.549988,322.429993,327.339996,162900,324.555603
"711",325.579987,332.660004,324.440002,328.410004,209300,325.616547
"712",328.420013,331.730011,326.040009,329.839996,230400,327.034332
"713",340,354.230011,333.5,347.410004,523400,344.454895
"714",346.820007,349.910004,340.040009,346,478800,343.056854
"715",348.25,350,343.23999,348.640015,285500,345.674408
"716",348.640015,348.640015,334.029999,336.220001,348300,333.360077
"717",337.649994,338.25,333.109985,334.950012,356300,332.100891
"718",336.48999,337.369995,330.100006,335.540009,427200,332.685822
"719",335.679993,337.609985,331.140015,331.179993,342500,328.362946
"720",329.559998,334.019989,326.01001,326.890015,330100,324.109497
"721",327.950012,334.220001,326.950012,331.940002,206000,329.116516
"722",331.410004,336.679993,327.660004,336.019989,306100,333.161774
"723",338.420013,342.75,335.070007,342.380005,245400,339.811493
"724",342.839996,347.029999,341.570007,346.890015,276500,344.28775
"725",345.48999,347.589996,342.529999,344.679993,337400,342.094269
"726",346.910004,354.410004,346.089996,353.829987,405200,351.175598
"727",352.679993,356.320007,350.709991,352.970001,256000,350.322052
"728",352.48999,352.48999,346.850006,350.980011,157700,348.347015
"729",351.730011,352.600006,345.01001,346.76001,233100,344.158691
"730",346.630005,349.160004,346.600006,348.359985,276800,345.746613
"731",348.880005,350.589996,346.649994,350.109985,295600,347.483521
"732",352.309998,355.179993,352.130005,353.570007,164100,350.917603
"733",351.73999,354.98999,351.73999,353.339996,119300,350.689301
"734",352.839996,354.209991,346.829987,351.640015,143600,349.002075
"735",350.279999,353.559998,349.390015,352.459991,134600,349.815918
"736",352.73999,355.070007,351.940002,353.609985,148900,350.957306
"737",353.850006,359.570007,352.01001,358.26001,344300,355.572388
"738",360.450012,371.320007,359.339996,368.01001,557600,365.249268
"739",366.170013,366.51001,356.369995,357.01001,243200,354.331726
"740",356.299988,356.380005,353.059998,353.920013,184600,351.264984
"741",355,355.609985,351.950012,354.779999,229000,352.11853
"742",353.820007,360.329987,353.350006,356.450012,224300,353.77597
"743",356.450012,360.179993,354.790009,359.880005,142400,357.180237
"744",361.519989,364.859985,360.619995,364.290009,194100,361.557159
"745",365.26001,368.320007,362.119995,367.230011,206900,364.475098
"746",367.869995,371.570007,366.940002,370.769989,226600,367.988525
"747",370.25,374.829987,368.100006,373.410004,294200,370.608765
"748",375.570007,376.029999,369.470001,372.820007,260400,370.023163
"749",373.98999,375.600006,369.579987,374.309998,135500,371.501984
"750",373.890015,374.720001,371.73999,373.980011,43500,371.174469
"751",374.350006,374.850006,371.209991,372.769989,72000,369.973541
"752",373.179993,374.649994,370.470001,371.980011,118300,369.189484
"753",372,372.950012,370.329987,371.390015,145700,368.603882
"754",371,376.540009,371,376.440002,167100,373.616028
"755",376.769989,379.670013,373.480011,378.48999,262900,375.650635
"756",372.820007,377.420013,371.640015,374.619995,167700,371.809662
"757",373.339996,380.359985,372.070007,378.98999,170000,376.146851
"758",377.01001,381.410004,375.929993,378.410004,127300,375.571228
"759",379.76001,381.959991,378.850006,379.459991,178100,376.613342
"760",381.470001,384.700012,378.769989,379.410004,307000,376.563751
"761",382.059998,383.869995,377.640015,378.700012,229500,375.859039
"762",379.140015,379.359985,376.410004,378.179993,148600,375.342896
"763",377.440002,383.950012,376.019989,383.140015,176600,380.265747
"764",382.339996,386.01001,379.75,380.399994,152400,377.546265
"765",382.339996,385.290009,381.720001,384.380005,132200,381.496429
"766",386.230011,388.200012,382.779999,383.730011,164900,380.851318
"767",383.01001,386,381.820007,383.940002,260400,381.059784
"768",385.929993,389.269989,384.640015,386.350006,173300,383.451691
"769",385.299988,386.25,381.920013,384.820007,138200,381.933197
"770",385.290009,386.380005,379.339996,380.019989,98000,377.169159
"771",375.709991,381.269989,375.119995,378.519989,114100,375.680389
"772",379.720001,382.790009,379.350006,380.380005,125800,377.526459
"773",380.350006,383.119995,379.209991,379.380005,145400,376.533966
"774",376.980011,380.899994,375.130005,380.5,167200,377.645569
"775",379.01001,379.73999,370.950012,371.51001,147600,368.722961
"776",374.309998,376.200012,371.390015,373.670013,261900,370.866791
"777",378.480011,384.959991,378.190002,383.269989,142300,380.394745
"778",386.049988,390.220001,384.700012,385.470001,103400,382.578308
"779",385.190002,387.279999,380.720001,381.410004,215400,378.548706
"780",381.089996,381.179993,373.109985,375.070007,137900,372.256287
"781",372.429993,377.51001,372.01001,376.799988,195300,373.973297
"782",378.01001,383.040009,377.589996,378.829987,218900,375.988037
"783",379.029999,379.920013,374.589996,377.390015,166500,374.558899
"784",375.089996,381.809998,374.670013,381.779999,210100,378.915985
"785",382.059998,386.920013,381.790009,386.649994,175200,383.749359
"786",385.899994,387.970001,381.660004,387.76001,170000,384.851044
"787",389.420013,398.649994,386.339996,395.140015,288100,392.17569
"788",391.040009,394.48999,379.179993,384.359985,341400,381.476593
"789",382.820007,382.820007,365.75,370.399994,308700,367.621338
"790",363.98999,363.98999,356.339996,361.589996,228300,358.877441
"791",360.950012,361.899994,346.670013,348.109985,293300,345.498535
"792",350.470001,356.540009,344.73999,345.299988,187100,342.709625
"793",339.850006,347.220001,336.119995,337.100006,231800,334.571075
"794",326.709991,335.019989,314.779999,335.019989,406100,332.842407
"795",335.01001,354.299988,334.269989,353.609985,403400,351.311615
"796",352.290009,359.670013,330.119995,337.109985,398800,334.918854
"797",345.73999,352.420013,343.890015,351.380005,207900,349.09613
"798",342.769989,346.76001,334.640015,340.470001,265800,338.25705
"799",331.899994,349.570007,328.290009,346.920013,337200,344.6651
"800",325.709991,341.480011,322.380005,334.290009,466500,332.117218
"801",340.019989,356.709991,330.899994,356.369995,290700,354.05368
"802",345,349.369995,327.790009,342.079987,427300,339.856537
"803",321.170013,321.170013,297.649994,297.709991,429000,295.774933
"804",316.959991,319.25,295.640015,318.420013,353800,316.350372
"805",288.970001,288.970001,266,282.660004,581600,280.822784
"806",289.690002,290.23999,250.080002,262.839996,575800,261.131653
"807",249.820007,256.25,233.770004,245.050003,428300,243.457214
"808",247.550003,257.100006,227.270004,254.399994,364200,252.746445
"809",258.790009,267.450012,240.919998,243.839996,319800,242.255081
"810",244.179993,248.210007,221.270004,225.309998,367800,223.84552
"811",234.309998,257.829987,234.309998,255.880005,410700,254.216843
"812",254.75,288.470001,247.940002,280.859985,431500,279.034485
"813",281.140015,297.579987,278.980011,289.98999,366600,288.105103
"814",280.380005,287.220001,270.160004,282.51001,295900,280.673767
"815",284.869995,293.179993,278.390015,288.339996,225300,286.465881
"816",289.600006,296.579987,281.209991,292.859985,545700,290.956451
"817",281.730011,288.369995,275.01001,279.799988,330500,277.981384
"818",278.130005,296.619995,271.98999,295.299988,385500,293.380615
"819",296.200012,299,286.630005,294.369995,519400,292.456665
"820",305.440002,322.98999,305.440002,321.450012,360400,319.360687
"821",333.829987,336.929993,306.029999,308.390015,371900,306.385529
"822",311.119995,323.850006,307.5,321.579987,269900,319.489807
"823",322.179993,329.160004,320.070007,325.559998,323200,323.443878
"824",325.410004,326.570007,313.579987,321.040009,192400,318.953308
"825",325.519989,334.070007,325.519989,330.929993,278000,328.779022
"826",324.209991,332.980011,323.940002,331.040009,279300,328.888306
"827",334.359985,337.350006,326.76001,330.079987,285800,327.93454
"828",338.970001,351.549988,338.859985,346.679993,330500,344.426636
"829",343.570007,347.209991,339.119995,344.850006,173500,342.608521
"830",334.839996,338.850006,327.269989,328.350006,216300,326.21579
"831",332.940002,335.160004,328.350006,334.029999,172400,331.858856
"832",336,341.519989,333.730011,334.429993,156400,332.256256
"833",338.579987,346.049988,333.100006,338.390015,510800,336.190582
"834",342.26001,354.429993,339.410004,350.079987,299300,347.804565
"835",353.589996,354.880005,339.529999,340.269989,227000,338.058319
"836",344.390015,354.709991,342.290009,353.130005,352200,350.834717
"837",346,357.720001,332.609985,335.399994,543300,333.219971
"838",329.369995,341.700012,322.299988,329.369995,539700,327.229187
"839",328.940002,332.029999,321.799988,325.779999,637800,323.662506
"840",325.899994,344.769989,325.230011,340.75,446000,338.535156
"841",341.589996,345.649994,336.440002,336.709991,194700,334.521423
"842",342.140015,346.5,340.779999,343.269989,173700,341.038818
"843",344,348.470001,339.970001,340.299988,193200,338.088104
"844",339.079987,348.75,336.75,347.450012,202300,345.191681
"845",348.26001,351.399994,340.230011,340.230011,230900,338.018555
"846",339.540009,342.600006,332.170013,337.98999,271200,335.793152
"847",333.660004,335.920013,328.640015,334.350006,311900,332.511292
"848",332.309998,337.679993,330.890015,335.690002,135700,333.843903
"849",345.269989,358.829987,345.269989,353.079987,204800,351.138275
"850",354.23999,356.880005,345.649994,345.649994,153900,343.749115
"851",349.690002,353.730011,346.429993,352.269989,182500,350.332733
"852",351.130005,354.779999,346.23999,351.5,322800,349.566956
"853",353.809998,363.730011,348.660004,363.23999,282400,361.242401
"854",375.140015,377.51001,344.679993,350,438600,348.075256
"855",350.119995,354.570007,335.190002,347.630005,544200,345.718231
"856",351.429993,359.339996,349.019989,358.290009,315900,356.319672
"857",360,363.109985,357.570007,362.859985,353000,360.864502
"858",361.720001,369.089996,361.359985,365.480011,294900,363.470093
"859",368.609985,370.799988,361.23999,365.190002,331300,363.181671
"860",365.600006,373.679993,362.820007,370.880005,256000,368.840393
"861",369,373.570007,362.630005,366.600006,279000,364.583954
"862",370.399994,382.869995,368.549988,376.579987,290900,374.509003
"863",372.130005,377.130005,370.459991,375.070007,239800,373.007355
"864",374.649994,376.170013,365.980011,367.179993,245900,365.160736
"865",369.5,371.450012,363.140015,366.730011,242700,364.713257
"866",360.609985,360.609985,348.369995,350.929993,409500,349.000092
"867",361.359985,364.839996,346.179993,352.25,204800,350.312836
"868",346.670013,361.079987,343.109985,359.850006,262800,357.871063
"869",369.380005,370.579987,360.76001,364.170013,135600,362.167297
"870",366.690002,369.899994,363.109985,367.809998,159900,365.787262
"871",367.100006,368.730011,363.190002,365.570007,169400,363.559631
"872",371.890015,375.179993,366.579987,368.390015,348100,366.364105
"873",366.799988,371.220001,361.369995,368.100006,162200,366.075745
"874",372.790009,374.399994,367.399994,368.470001,141900,366.443604
"875",364.690002,367.089996,347.859985,355.309998,409500,353.355957
"876",356.070007,356.070007,347.589996,354.959991,191900,353.007935
"877",354.980011,357.350006,350.459991,355.869995,508300,353.912933
"878",357.5,357.5,350.809998,355.440002,256000,353.485321
"879",355.950012,365.549988,355.850006,363.980011,240400,361.978363
"880",363.970001,375,363.970001,368.929993,287000,366.901093
"881",372.049988,373.720001,367.5,368.149994,191500,366.125366
"882",373.940002,374.980011,367.630005,368.149994,219300,366.125366
"883",364.869995,367.940002,360.01001,360.690002,188500,358.706421
"884",360.890015,363.579987,357.959991,360.26001,169500,358.278778
"885",358.570007,360.589996,352.149994,356.959991,200900,354.996979
"886",357.850006,358.980011,351.640015,354.779999,117300,352.828979
"887",358.089996,362.529999,349.350006,350.23999,247300,348.313873
"888",349.290009,363.029999,349.290009,362.350006,166300,360.3573
"889",365.579987,377.670013,365.579987,374.410004,145000,372.351013
"890",373.51001,374.640015,366.100006,369.940002,100900,367.905548
"891",372.519989,383.98999,371.649994,381.880005,162900,379.779907
"892",381.859985,385.76001,380.429993,384.799988,133100,382.683807
"893",385,387.880005,382.390015,385.380005,127400,383.260651
"894",385.690002,390.980011,383.109985,389.410004,157900,387.268524
"895",390.549988,395.420013,387.170013,388.839996,111200,386.70163
"896",387.869995,389.25,382.309998,387.660004,142600,385.528137
"897",386.350006,387.579987,383.049988,385,182700,382.882751
"898",386.519989,387.920013,382.119995,384.670013,221700,382.554565
"899",387.369995,405.070007,387.369995,400.98999,250600,398.78479
"900",392.950012,393,365.850006,385.170013,307800,383.051819
"901",383.290009,384.329987,368,373.100006,245600,371.048218
"902",373.769989,376.329987,370.700012,373.649994,180200,371.595123
"903",373.380005,375.25,364.440002,368.26001,254800,366.234802
"904",368.890015,377.170013,367.359985,374.25,276800,372.191895
"905",374.25,374.529999,364.660004,369.570007,134700,367.537598
"906",370.619995,376.619995,369.549988,373.5,136900,371.445984
"907",372.429993,378.519989,371.410004,376.399994,192900,374.329987
"908",378.5,383.5,374.679993,375.26001,152400,373.19635
"909",378.769989,380.51001,375.429993,376.01001,209000,373.9422
"910",374.75,383.890015,374.75,382.100006,115800,380.342621
"911",380.450012,380.839996,376.51001,378.470001,102600,376.729279
