"","CSX.Open","CSX.High","CSX.Low","CSX.Close","CSX.Volume","CSX.Adjusted"
"446",25.033333,25.113333,24.846666,24.870001,17420400,23.932642
"447",24.85,24.870001,23.18,23.186666,32506200,22.31275
"448",23.146667,23.523333,22.866667,22.923332,34414200,22.059343
"449",23.540001,23.783333,23.256666,23.4,23340000,22.518044
"450",23.356667,23.736668,23.313334,23.620001,16469100,22.729755
"451",23.716667,24.15,23.586666,24.066668,27233400,23.159586
"452",24.333332,24.35,23.283333,23.57,32293500,22.681639
"453",23.459999,23.516666,22.82,22.883333,32648100,22.020853
"454",22.916668,23.093332,22.613333,22.646667,29725200,21.793104
"455",22.586666,22.98,22.453333,22.77,20345100,21.911791
"456",22.323334,22.440001,21.913334,22.273333,23575500,21.433844
"457",22.283333,22.57,21.943333,21.969999,23813100,21.141945
"458",22.049999,22.493334,21.92,22.129999,21255300,21.295914
"459",21.346666,22.17,21.216667,21.973333,18998400,21.145151
"460",22.32,22.496668,21.546667,21.896667,23476200,21.071373
"461",21.993334,22.993334,21.976667,22.936666,24470100,22.072174
"462",23.223333,23.326668,22.940001,22.953333,23142600,22.088211
"463",23.043333,23.299999,22.956667,23.196667,17722500,22.322378
"464",23.35,23.496668,22.860001,23.059999,15764100,22.190859
"465",23.246668,23.383333,23.026667,23.030001,16389300,22.161995
"466",23.040001,23.493334,23.023333,23.456667,13173000,22.572577
"467",23.726667,24.166668,23.583332,24.103333,16020900,23.194864
"468",24.01,24.256666,23.74,23.889999,11694000,22.989574
"469",23.693333,23.843332,23.293333,23.553333,16848300,22.665598
"470",23.553333,23.756666,23.17,23.213333,12120000,22.338413
"471",23.370001,23.780001,23.209999,23.426666,13707600,22.543705
"472",23.706667,23.946667,23.366667,23.5,16728900,22.614275
"473",23.293333,24.166668,23.163334,24.073334,15659700,23.166002
"474",24.083332,24.536667,23.993334,24.203333,13983000,23.291098
"475",24.139999,24.266666,23.75,24.026667,22418100,23.121098
"476",23.950001,24.049999,22.976667,23.073334,20650800,22.203688
"477",23.176666,23.559999,23.106667,23.403334,10804200,22.52125
"478",23.129999,23.41,23,23.26,6587700,22.383322
"479",23.456667,23.686666,23.386667,23.473333,10809600,22.588614
"480",23.316668,23.576668,23.293333,23.469999,12150600,22.585403
"481",23.469999,24.26,23.370001,24.25,15327000,23.33601
"482",24.053333,24.233334,23.846666,23.923332,11766000,23.091482
"483",23.92,24.363333,23.883333,24.209999,20461800,23.368183
"484",24.603333,24.633333,24.273333,24.383333,25546800,23.53549
"485",24.41,24.486668,23.48,23.533333,20458800,22.715046
"486",23.106667,23.276667,22.743334,23.273333,27345300,22.464087
"487",23.143333,23.466667,22.66,22.676666,24646800,21.888166
"488",22.573334,22.856667,22.143333,22.766666,15785700,21.975035
"489",23.166668,23.296667,22.553333,22.696667,11161500,21.907467
"490",23.086666,23.463333,22.950001,22.959999,16614300,22.161646
"491",23.096666,23.213333,22.646667,22.946667,13566000,22.148779
"492",22.756666,22.76,21.860001,21.943333,17166600,21.180328
"493",21.823334,21.846666,21.35,21.559999,26527200,20.810328
"494",21.723333,21.906668,21.110001,21.296667,19406400,20.556149
"495",21.186666,21.853333,20.566668,20.683332,21965700,19.964142
"496",20.629999,20.806667,20.280001,20.536667,25472700,19.822575
"497",20.606667,20.906668,20.153334,20.233334,30012900,19.529791
"498",20.136667,20.173332,19.559999,19.586666,9111900,18.905607
"499",19.723333,20.576668,19.49,20.573334,15203400,19.857967
"500",20.296667,20.700001,19.879999,20.686666,12511500,19.967361
"501",20.836666,20.993334,20.58,20.693333,10248300,19.973793
"502",20.833332,20.923332,20.51,20.709999,10335000,19.98988
"503",20.253332,20.75,20.006666,20.65,15038700,19.931971
"504",20.453333,20.603333,20.120001,20.326668,23527200,19.619883
"505",20.333332,20.943333,20.176666,20.93,18543600,20.202232
"506",20.809999,21.023333,20.450001,20.816668,18786900,20.092838
"507",21.26,21.393333,20.879999,21.116667,15237900,20.38241
"508",21.243334,21.426666,21.043333,21.326668,13292100,20.585108
"509",21.27,21.66,21.120001,21.563334,16212300,20.813543
"510",21.486668,21.856667,21.440001,21.74,11508600,20.98407
"511",21.626667,21.853333,21.57,21.756666,13431600,21.000156
"512",21.756666,21.809999,21.440001,21.703333,12534300,20.948673
"513",21.719999,21.889999,21.606667,21.793333,17377500,21.035545
"514",21.32,21.753332,21.046667,21.696667,33753300,20.942245
"515",21.796667,22.59,21.790001,22.453333,23062800,21.672596
"516",22.370001,22.416668,21.806667,21.943333,18840900,21.180328
"517",22.026667,22.136667,21.373333,21.693333,15826500,20.939026
"518",21.85,21.9,21.540001,21.683332,21290100,20.929369
"519",21.85,22.316668,21.773333,22.066668,24129000,21.299377
"520",21.793333,21.966667,21.673332,21.870001,12826800,21.10955
"521",21.950001,22.033333,21.776667,21.806667,13224900,21.04842
"522",21.883333,22.223333,21.773333,22.1,18750900,21.331551
"523",22.143333,22.143333,21.790001,21.9,17815200,21.1385
"524",21.873333,22.166668,21.803333,22.066668,13041900,21.299377
"525",22.02,22.486668,22.016666,22.473333,15569100,21.691902
"526",22.456667,22.76,22.183332,22.756666,18077700,21.965385
"527",22.693333,22.813334,22.620001,22.696667,16152900,21.907467
"528",22.556667,22.813334,22.469999,22.736668,14533200,21.946077
"529",22.576668,22.92,22.556667,22.916668,13010100,22.119822
"530",22.996668,23.496668,22.983334,23.07,18704100,22.267822
"531",23.333332,23.74,23.293333,23.706667,16452000,22.882353
"532",23.780001,23.843332,23.59,23.709999,13932900,22.885565
"533",23.563334,23.953333,23.530001,23.876667,9740400,23.04644
"534",24.066668,24.209999,23.836666,24.18,17421600,23.339226
"535",23.783333,24.293333,23.736668,24.17,14123700,23.329575
"536",24.196667,24.440001,24.196667,24.416668,11590800,23.567659
"537",24.450001,24.466667,24.093332,24.190001,9765900,23.348879
"538",24.223333,24.446667,24.206667,24.436666,8269200,23.586969
"539",24.493334,24.5,24.246668,24.273333,15393900,23.429312
"540",24.256666,24.413334,24.209999,24.253332,20600400,23.410007
"541",24.113333,24.299999,24.02,24.219999,10802700,23.455204
"542",24.16,24.293333,24.103333,24.223333,15549300,23.458431
"543",24.433332,24.450001,24.133333,24.15,14716500,23.387411
"544",24.27,24.51,24.063334,24.276667,12433500,23.51008
"545",24.306667,24.383333,24.139999,24.153334,11401200,23.390638
"546",23.98,24.136667,23.833332,24.016666,16137300,23.258287
"547",23.936666,24.086666,23.870001,24.006666,17881500,23.248604
"548",23.823334,23.943333,23.523333,23.923332,16813800,23.167904
"549",23.876667,24.32,23.743334,24.316668,13270500,23.54882
"550",24.373333,24.453333,24.086666,24.219999,16727400,23.455204
"551",24.353333,24.796667,24.176666,24.656668,14249400,23.87808
"552",24.696667,24.716667,24.263332,24.333332,12828600,23.564955
"553",24.290001,24.566668,24.200001,24.27,40917900,23.503624
"554",24.463333,24.709999,24.276667,24.623333,11989200,23.8458
"555",24.68,24.790001,24.266666,24.316668,13514400,23.54882
"556",24.273333,24.549999,24.120001,24.273333,14347800,23.506851
"557",24.106667,24.6,24.083332,24.546667,6540900,23.771551
"558",24.476667,24.503332,24.139999,24.17,9972000,23.40678
"559",24.076668,24.416668,24.076668,24.253332,8603400,23.487484
"560",24.396667,24.530001,24.156668,24.346666,8594700,23.577866
"561",24.306667,24.516666,24.23,24.466667,5966700,23.694077
"562",24.516666,24.83,24.466667,24.809999,9661500,24.026571
"563",24.969999,25.053333,24.886667,24.940001,11731200,24.152466
"564",25.116667,25.593332,25.043333,25.566668,14290800,24.759346
"565",25.639999,25.716667,25.373333,25.393333,10810800,24.591484
"566",25.440001,25.530001,25.030001,25.073334,21575700,24.281588
"567",25.01,25.08,24.863333,24.933332,23358900,24.146009
"568",24.92,25.083332,24.726667,24.806667,13231500,24.023346
"569",24.846666,25.246668,24.790001,25.206667,12559200,24.410709
"570",25.030001,25.106667,24.703333,24.896667,13069200,24.110502
"571",24.943333,25.083332,24.75,25.023333,7667100,24.23317
"572",25.073334,25.17,24.959999,25.133333,6002100,24.339693
"573",25.263332,25.606667,25.18,25.553333,11161800,24.746431
"574",25.466667,25.549999,25.18,25.290001,11035800,24.491417
"575",25.373333,25.436666,25.190001,25.296667,10317000,24.497869
"576",26.466667,26.836666,26.233334,26.313334,24583800,25.482433
"577",26.610001,26.610001,26.156668,26.323334,18888300,25.492117
"578",26.23,26.42,26.066668,26.273333,10434300,25.443697
"579",26.27,26.363333,26.07,26.34,10312500,25.508257
"580",26.363333,26.790001,26.363333,26.440001,11260800,25.605101
"581",26.286667,26.346666,26.01,26.18,9123300,25.35331
"582",26.216667,26.443333,26.209999,26.389999,8909400,25.556681
"583",26.360001,26.52,26.243334,26.456667,8044800,25.621241
"584",26.446667,26.610001,26.173332,26.543333,10522800,25.705172
"585",26.516666,26.6,26.306667,26.376667,10839300,25.543768
"586",26.33,26.393333,26.016666,26.303333,8424000,25.47275
"587",26.443333,26.91,26.376667,26.84,7392000,25.992472
"588",26.373333,26.773333,26.353333,26.690001,8652000,25.847204
"589",26.396667,26.413334,25.746668,26.09,16264800,25.266151
"590",26.086666,26.370001,26,26.066668,9931800,25.243555
"591",25.860001,26.120001,25.643333,26.056667,8523000,25.233875
"592",25.973333,26.313334,25.59,26.23,8969700,25.401733
"593",25.733334,25.860001,25.473333,25.59,14756700,24.781942
"594",25.646667,26.263332,25.633333,26.08,9666300,25.256468
"595",25.856667,26.17,25.776667,25.796667,12555600,24.982082
"596",25.860001,26.193333,25.780001,26.073334,10867800,25.250013
"597",25.963333,26.256666,25.806667,26.133333,10568100,25.308119
"598",25.996668,26.183332,25.836666,26.02,8156400,25.198364
"599",26.116667,26.226667,25.983334,26.113333,24703800,25.28875
"600",26.046667,26.046667,25.766666,25.813334,11738400,24.998222
"601",25.5,25.533333,24.933332,25.126667,24498300,24.333239
"602",25.256666,25.299999,24.843332,24.966667,13645200,24.178291
"603",25.126667,25.216667,24.786667,24.84,22530600,24.055626
"604",24.58,24.736668,24.4,24.65,16341000,23.871624
"605",24.653334,25.083332,24.603333,25.003332,13039200,24.292637
"606",24.686666,25.013332,24.503332,24.823334,17481000,24.117758
"607",24.836666,25.183332,24.736668,24.84,13186500,24.133949
"608",25.049999,25.573334,25.030001,25.553333,13175700,24.827005
"609",25.58,26.133333,25.573334,26.01,14113800,25.270693
"610",26.063334,26.126667,25.700001,25.836666,9966600,25.102285
"611",25.976667,26.153334,25.886667,26.023333,7832700,25.283644
"612",26.126667,26.459999,26.003332,26.223333,7642800,25.477961
"613",26.376667,26.57,26.023333,26.200001,7960500,25.455294
"614",26.18,26.303333,26.036667,26.076668,8306400,25.335463
"615",26.1,26.1,25.783333,25.879999,11366100,25.144386
"616",25.896667,25.98,25.586666,25.723333,8396700,24.992174
"617",25.696667,25.799999,25.530001,25.566668,8949600,24.839962
"618",25.796667,26.120001,25.656668,25.913334,10408500,25.176771
"619",25.883333,25.950001,25.540001,25.796667,7638900,25.063425
"620",26.16,26.426666,26.073334,26.35,15308700,25.60103
"621",26.299999,26.573334,26.206667,26.223333,15156300,25.477961
"622",26.223333,26.27,25.783333,25.84,8069100,25.105528
"623",25.879999,25.943333,25.293333,25.363333,13604400,24.642405
"624",25.456667,25.593332,25.389999,25.393333,8106600,24.671551
"625",25.403334,25.716667,25.403334,25.483334,6834000,24.758997
"626",25.6,25.893333,25.473333,25.790001,13873800,25.05695
"627",26.186666,26.466667,26.016666,26.209999,10433700,25.465006
"628",26.166668,26.200001,25.91,26.093332,8983500,25.351656
"629",26.123333,26.309999,26.106667,26.226667,3918600,25.481201
"630",26.083332,26.183332,25.803333,26.133333,7467600,25.390518
"631",26.033333,26.083332,25.626667,25.74,8682900,25.008366
"632",25.66,25.683332,25.443333,25.566668,10184400,24.839962
"633",25.633333,25.706667,25.433332,25.526667,9112800,24.801098
"634",25.546667,25.926666,25.456667,25.75,8190000,25.018082
"635",25.826668,26.253332,25.776667,26.193333,10250700,25.448818
"636",26.176666,26.200001,25.983334,26.166668,10299300,25.422909
"637",26.133333,26.743334,26.133333,26.516666,25891800,25.762957
"638",24.450001,24.549999,23.353333,23.793333,103769400,23.117031
"639",23.809999,23.976667,23.166668,23.943333,41013000,23.262768
"640",24,24.223333,23.403334,23.436666,23911200,22.770502
"641",23.4,23.713333,23.333332,23.639999,17126100,22.968058
"642",23.783333,23.783333,23.236668,23.313334,20502600,22.650675
"643",23.063334,23.450001,22.76,23.073334,23083200,22.417494
"644",23.003332,23.379999,22.893333,23.166668,18660000,22.508181
"645",23.173332,23.246668,22.946667,22.986668,17419200,22.333296
"646",22.933332,23.309999,22.923332,23.206667,12546900,22.547041
"647",23.016666,23.453333,22.973333,23.403334,13571400,22.738117
"648",23.49,23.75,23.236668,23.466667,19799400,22.79965
"649",23.323334,23.469999,22.433332,22.593332,23556600,21.951139
"650",22.549999,22.583332,22.143333,22.373333,18967200,21.737394
"651",21.98,21.983334,21.540001,21.703333,24290400,21.086439
"652",21.893333,22.280001,21.746668,22.163334,16497900,21.533363
"653",21.74,22.096666,21.6,21.963333,22192200,21.339046
"654",21.936666,22.316668,21.906668,22.246668,10826400,21.614332
"655",22.07,22.283333,21.99,22.190001,11877600,21.559273
"656",22.013332,22.08,21.753332,21.943333,13603500,21.319614
"657",21.806667,22.4,21.723333,22.116667,15162000,21.488024
"658",21.809999,21.963333,21.486668,21.526667,13392000,20.914795
"659",21.526667,21.633333,21.323334,21.469999,9120600,20.859737
"660",21.68,21.833332,21.546667,21.696667,11379300,21.079962
"661",22.043333,22.139999,21.723333,21.763332,10707000,21.144733
"662",21.686666,21.776667,21.576668,21.596666,9933900,20.982803
"663",21.743334,21.856667,21.620001,21.780001,10251000,21.160927
"664",21.913334,22.253332,21.796667,22.046667,16617900,21.420015
"665",21.9,22.083332,21.423332,21.540001,15991800,20.927748
"666",21.746668,21.883333,21.51,21.676666,11856000,21.06053
"667",21.843332,21.883333,21.469999,21.469999,10580700,20.859737
"668",21.416668,21.803333,21.356667,21.796667,11109600,21.177116
"669",21.966667,22.333332,21.950001,22.17,14009700,21.61919
"670",22.379999,22.556667,22.303333,22.34,11693100,21.784967
"671",22.113333,22.24,21.813334,22.116667,11383800,21.567181
"672",22.183332,22.516666,22.183332,22.5,18197700,21.94099
"673",22.67,22.926666,22.653334,22.686666,17301600,22.123018
"674",22.813334,22.863333,22.379999,22.506666,16259700,21.947491
"675",22.636667,23.023333,22.506666,23.016666,14672400,22.44482
"676",23.013332,23.603333,23.01,23.563334,19832100,22.977903
"677",23.563334,23.743334,23.253332,23.656668,24364800,23.06892
"678",23.68,23.936666,23.49,23.85,20018700,23.25745
"679",23.993334,24.25,23.993334,24.156668,16533900,23.556501
"680",23.903334,24.283333,23.85,24.129999,15570000,23.530491
"681",24.120001,24.120001,23.583332,23.726667,9330600,23.13718
"682",23.639999,23.746668,23.360001,23.716667,10958100,23.12743
"683",23.780001,23.813334,23.523333,23.596666,8553600,23.01041
"684",23.573334,23.666668,22.806667,22.873333,38414700,22.305046
"685",22.870001,23.02,22.656668,22.953333,12180900,22.383062
"686",23.073334,23.463333,22.783333,22.876667,16158600,22.308304
"687",22.950001,23.063334,22.736668,22.956667,9144900,22.386311
"688",22.963333,23.253332,22.893333,23.139999,8801400,22.56509
"689",23.226667,23.333332,22.85,22.969999,7793100,22.399315
"690",22.983334,23.306667,22.983334,23.09,9287700,22.516333
"691",23.203333,23.333332,22.233334,22.34,12217800,21.784967
"692",22.203333,22.436666,22.033333,22.09,20848200,21.541178
"693",22.043333,22.41,21.790001,22.32,14746200,21.765465
"694",22.113333,22.343332,21.976667,22.236668,19512600,21.6842
"695",22.193333,22.473333,22.076668,22.263332,10388400,21.710203
"696",22.016666,22.266666,21.876667,21.953333,12152700,21.407906
"697",22.059999,22.290001,22.013332,22.073334,12078600,21.524925
"698",22.083332,22.343332,22.073334,22.313334,11431200,21.758961
"699",22.666668,23.213333,22.52,23.016666,13137300,22.44482
"700",22.870001,22.98,22.67,22.853333,8133300,22.285543
"701",22.853333,23.200001,22.799999,23.056667,12626100,22.483826
"702",23.306667,23.306667,22.843332,23,13712100,22.42857
"703",23.653334,24.040001,23.18,23.26,34422900,22.68211
"704",22.85,23.07,22.766666,22.889999,60796800,22.321299
"705",22.969999,23.603333,22.969999,23.583332,25796400,22.997408
"706",23.586666,24.106667,23.326668,24.096666,22770000,23.49799
"707",24,24.143333,23.85,24.086666,21026100,23.488237
"708",24.176666,24.246668,23.753332,23.886667,9004800,23.293207
"709",23.976667,24.163334,23.856667,24.106667,8026500,23.507738
"710",24.176666,24.203333,23.77,23.84,16538100,23.2477
"711",23.703333,23.813334,23.559999,23.610001,11802900,23.023413
"712",23.626667,23.76,23.353333,23.683332,8098800,23.094925
"713",23.576668,23.683332,23.213333,23.423332,11595600,22.841383
"714",23.646667,24.096666,23.5,24.09,13941900,23.491486
"715",24.233334,24.506666,24.123333,24.496668,12687000,23.88805
"716",24.436666,24.783333,24.389999,24.626667,10254900,24.014818
"717",24.6,24.6,24.263332,24.546667,9375900,23.93681
"718",24.636667,24.906668,24.586666,24.693333,10401900,24.07983
"719",24.686666,24.736668,24.533333,24.676666,6776400,24.063578
"720",24.553333,24.683332,24.406668,24.633333,4007400,24.021318
"721",24.513332,24.540001,24.176666,24.25,8154600,23.647511
"722",24.07,24.120001,23.923332,23.983334,7371300,23.387468
"723",23.98,24.040001,23.806667,23.946667,4818900,23.351715
"724",24.103333,24.103333,23.786667,23.870001,8582700,23.276957
"725",23.716667,23.836666,23.586666,23.673332,13538400,23.085171
"726",23.85,23.85,23.629999,23.67,7097700,23.081919
"727",23.516666,23.546667,23.143333,23.186666,10098000,22.610596
"728",23.200001,23.286667,23.059999,23.133333,8388000,22.55859
"729",23.053333,23.526667,23.046667,23.503332,7578000,22.919395
"730",23.463333,23.983334,23.370001,23.93,10466700,23.335464
"731",23.886667,24.136667,23.806667,23.983334,13681500,23.387468
"732",23.9,23.996668,23.806667,23.963333,5918400,23.446177
"733",23.866667,23.959999,23.756666,23.846666,4502700,23.332027
"734",23.806667,23.913334,23.326668,23.336666,13357500,22.833035
"735",23.190001,23.25,22.700001,23.236668,20441400,22.735193
"736",23.376667,23.573334,23.293333,23.483334,14706000,22.976534
"737",23.516666,23.576668,23.27,23.549999,14499000,23.041761
"738",23.756666,23.983334,23.706667,23.756666,13095300,23.243969
"739",23.683332,23.693333,23.426666,23.469999,11342700,22.96349
"740",23.299999,23.526667,23.143333,23.466667,10450800,22.960228
"741",23.606667,23.93,23.51,23.91,15489000,23.393993
"742",23.856667,24.466667,23.736668,24.093332,19882800,23.57337
"743",24.190001,24.373333,23.879999,24.26,14104800,23.736441
"744",24.386667,24.516666,24.24,24.263332,9321600,23.7397
"745",24.236668,24.493334,23.903334,24.033333,23307600,23.514664
"746",24.1,24.526667,24.036667,24.313334,14110800,23.788622
"747",24.290001,24.396667,24.103333,24.196667,9431400,23.674473
"748",24.193333,24.413334,24.046667,24.393333,35541600,23.866894
"749",24.299999,24.406668,24.163334,24.24,11421600,23.716871
"750",24.286667,24.366667,24.256666,24.326668,2586900,23.801668
"751",24.333332,24.41,24.129999,24.290001,5034000,23.765795
"752",24.313334,24.370001,24.203333,24.283333,6152700,23.75927
"753",24.276667,24.33,24.030001,24.113333,5676600,23.592937
"754",24.059999,24.26,24.030001,24.120001,6238500,23.599461
"755",24.273333,24.396667,24.083332,24.396667,8490300,23.870159
"756",24,24.313334,23.876667,24.296667,9978900,23.772316
"757",24.059999,24.25,23.913334,24.17,14636400,23.648384
"758",24.233334,24.51,24.053333,24.333332,14360700,23.808189
"759",24.49,24.610001,24.356667,24.459999,8612700,23.932123
"760",24.466667,24.583332,24.406668,24.58,6462900,24.049534
"761",24.573334,24.620001,24.423332,24.453333,6109500,23.925598
"762",24.456667,24.923332,24.383333,24.896667,10656300,24.359367
"763",24.826668,25.106667,24.736668,24.886667,9249600,24.349585
"764",24.836666,25.193333,24.793333,24.996668,14355600,24.457209
"765",25.216667,25.616667,25.216667,25.58,21106500,25.027952
"766",25.166668,25.73,25.063334,25.466667,31339800,24.917065
"767",25.24,25.353333,24.883333,24.943333,14781300,24.405025
"768",25.040001,25.063334,24.74,24.870001,12779700,24.333279
"769",24.846666,25.573334,24.646667,25.546667,13105800,24.995338
"770",25.559999,25.68,25.346666,25.566668,10812300,25.014908
"771",25,25.276667,24.870001,25.056667,11033700,24.515915
"772",25.24,25.543333,25.1,25.406668,10960200,24.858364
"773",25.576668,26.133333,25.5,25.843332,14831100,25.285603
"774",25.469999,25.950001,25.450001,25.926666,9677400,25.367138
"775",25.76,25.790001,25.293333,25.446667,13947000,24.897497
"776",25.726667,25.863333,25.556667,25.700001,10319100,25.145365
"777",26.083332,26.183332,25.85,25.923332,8813400,25.363876
"778",26.27,26.27,25.966667,26.056667,10797000,25.494331
"779",26.173332,26.216667,25.93,26.106667,6786300,25.543255
"780",26.306667,26.396667,25.889999,25.956667,9293100,25.396492
"781",25.796667,26.303333,25.77,26.293333,9853800,25.725889
"782",26.323334,26.48,26.136667,26.173332,8935200,25.60848
"783",26.363333,26.5,26.153334,26.496668,8284800,25.924837
"784",26.433332,26.656668,26.299999,26.613333,7331400,26.038986
"785",26.556667,26.65,26.379999,26.530001,7025100,25.957451
"786",26.453333,26.696667,26.326668,26.503332,8205000,25.931358
"787",26.6,26.75,26.533333,26.723333,6755400,26.146612
"788",26.693333,26.873333,26.533333,26.816668,6725700,26.23793
"789",26.629999,26.813334,26.486668,26.52,11560200,25.947666
"790",25.99,26.196667,25.866667,26.02,22547700,25.458458
"791",26.043333,26.213333,25.133333,25.190001,26703300,24.64637
"792",25.376667,25.58,24.91,25.103333,20587500,24.561571
"793",24.553333,25.146667,24.059999,24.09,26091600,23.651768
"794",23.360001,23.653334,22.806667,23.483334,34584300,23.056133
"795",23.440001,23.803333,22.993334,23.583332,31953900,23.154316
"796",23.41,24.346666,22.85,22.969999,24367200,22.552139
"797",23.290001,24.08,23.126667,24,16728900,23.5634
"798",23.309999,23.526667,22.876667,22.986668,14684100,22.568504
"799",21.98,22.943333,21.906668,22.75,15568500,22.336142
"800",20.983334,21.243334,19.863333,20.129999,25397100,19.763802
"801",20.773333,21.053333,19.783333,20.959999,24698400,20.578703
"802",20.296667,20.610001,19.353333,19.436666,32617500,19.083082
"803",17.85,18.799999,17.293333,17.803333,36770100,17.47946
"804",18.833332,19.596666,18.003332,19.313334,36818700,18.961992
"805",16.34,17.786667,15.853333,16.309999,33835800,16.013296
"806",16.503332,18.309999,16.056667,18.086666,26466300,17.757641
"807",16.889999,17.493334,16.02,16.99,23637000,16.680923
"808",16.843332,18.733334,16.263332,18.336666,18277500,18.003092
"809",18.17,18.393333,16.533333,16.623333,29585400,16.320929
"810",16.476667,16.93,15.603333,15.886667,22893600,15.597664
"811",16.993334,18.563334,16.503332,18.5,22836000,18.163456
"812",18.370001,20.190001,18.336666,18.843332,22974600,18.500542
"813",19.040001,19.709999,18.610001,19.523333,19098600,19.168171
"814",18.756666,19.273333,18.343332,18.763332,16765500,18.421999
"815",18.703333,19.42,18.58,19.34,15087900,18.988174
"816",19.24,19.383333,18.773333,19.1,16772400,18.752541
"817",18.033333,18.41,17.75,18.283333,14111100,17.950729
"818",18.056667,19.040001,17.876667,18.953333,16377300,18.608541
"819",18.870001,19.219999,18.633333,18.923332,15815400,18.579086
"820",20.219999,20.563334,19.74,20.423332,19460400,20.0518
"821",21.443333,21.606667,20.266666,20.383333,16942200,20.012529
"822",20.743334,21.293333,20.6,21.173332,11314800,20.788155
"823",21.296667,21.6,21.033333,21.333332,15451800,20.945246
"824",21.103333,21.293333,20.313334,20.523333,12558300,20.149981
"825",20.706667,21.129999,20.683332,20.846666,9734100,20.467432
"826",20.123333,20.336666,19.966667,20.296667,9541800,19.927441
"827",20.403334,20.403334,19.656668,20.213333,14782500,19.845619
"828",20.973333,21.219999,20.676666,20.923332,20512800,20.542704
"829",20.34,20.856667,20.09,20.333332,14391300,19.963438
"830",19.776667,20.103333,19.6,19.826668,13695600,19.465992
"831",20.216667,20.803333,19.823334,20.296667,15820800,19.927441
"832",21.299999,21.376667,20.433332,20.49,13986600,20.117254
"833",20.860001,21.333332,20.459999,21.273333,11972400,20.886335
"834",21.833332,22.26,21.59,22.136667,21594900,21.733967
"835",22.386667,22.546667,21.943333,22.283333,18006900,21.877964
"836",22.793333,23.093332,22.59,22.716667,12202200,22.303415
"837",22.34,22.606667,22.003332,22.076668,25137300,21.675056
"838",21.863333,21.863333,21.516666,21.666668,22737900,21.272518
"839",21.573334,21.573334,21.016666,21.246668,11614500,20.860157
"840",21.453333,21.656668,21.190001,21.256666,13024800,20.869974
"841",21.316668,21.406668,20.84,20.876667,15869700,20.496887
"842",21.196667,21.473333,21.063334,21.306667,10083900,20.919064
"843",21.583332,22.1,21.559999,22.036667,8488500,21.635784
"844",21.73,22.233334,21.713333,21.969999,9438000,21.570328
"845",22.066668,22.066668,21.379999,21.386667,8679300,20.997608
"846",21.363333,21.363333,20.559999,20.776667,12432300,20.398708
"847",20.639999,21.030001,20,20.99,11679900,20.60816
"848",20.68,20.870001,20.540001,20.666668,15777000,20.29071
"849",21.496668,22.299999,21.35,22.129999,11988300,21.727417
"850",22.213333,22.52,21.986668,21.986668,13604700,21.586695
"851",22.946667,23.27,22.703333,22.786667,15504300,22.372143
"852",22.700001,22.76,22.306667,22.6,10072800,22.188871
"853",22.5,22.876667,22.473333,22.843332,8170800,22.427774
"854",23.493334,24.053333,23.346666,24.046667,17253600,23.609221
"855",24.263332,24.643333,24.236668,24.533333,16760100,24.087034
"856",24.66,24.666668,23.57,23.75,16439400,23.400616
"857",23.65,24.116667,23.336666,23.860001,15854400,23.508997
"858",23.66,23.860001,23.443333,23.620001,8249700,23.272528
"859",23.893333,24.156668,23.709999,24.059999,9104400,23.706057
"860",24.469999,24.956667,24.333332,24.889999,11758500,24.523844
"861",24.700001,24.826668,24.566668,24.68,9408900,24.316936
"862",25.316668,25.636667,24.976667,25.026667,17776200,24.658503
"863",24.940001,25.33,24.606667,24.776667,13896000,24.412182
"864",24.523333,24.74,24.353333,24.553333,10312500,24.192133
"865",24.553333,24.709999,24.120001,24.43,12241500,24.070612
"866",23.926666,24.133333,22.74,22.763332,14913000,22.428463
"867",23.503332,23.556667,22.686666,23.190001,12513600,22.848854
"868",22.636667,23.52,22.48,23.383333,11766900,23.039341
"869",24.186666,24.190001,23.193333,23.453333,11663700,23.108313
"870",23.690001,23.690001,23.276667,23.299999,9175800,22.957235
"871",23.08,23.373333,23.026667,23.156668,8368500,22.816013
"872",23.466667,23.49,22.583332,22.663334,21278100,22.329935
"873",22.583332,22.889999,22.356667,22.866667,9680100,22.530277
"874",23.106667,23.286667,22.916668,23.143333,9317100,22.802872
"875",22.809999,22.953333,22.48,22.5,11214600,22.169004
"876",22.440001,22.783333,22.136667,22.74,8755800,22.405474
"877",22.666668,22.763332,21.790001,21.969999,28192200,21.646801
"878",22.190001,22.84,22.113333,22.833332,10683300,22.497433
"879",22.719999,23.436666,22.663334,23.246668,10864200,22.90469
"880",23.286667,23.43,22.623333,22.746668,9850200,22.412045
"881",23.053333,23.293333,22.893333,22.953333,7629600,22.615671
"882",23.243334,23.559999,23.23,23.416668,8323200,23.072189
"883",23.143333,23.343332,22.783333,22.84,8724000,22.504004
"884",22.879999,23.083332,22.723333,23.033333,8927400,22.69449
"885",22.763332,23.016666,22.493334,22.620001,12826200,22.287239
"886",22.563334,22.696667,22.386667,22.513332,11002500,22.18214
"887",22.736668,23.323334,22.526667,22.879999,12059400,22.543415
"888",22.686666,23.15,22.6,23.113333,11623500,22.773315
"889",23.5,23.673332,23.126667,23.553333,13189500,23.206842
"890",23.43,23.956667,23.4,23.690001,8338800,23.341499
