"","CSX.Open","CSX.High","CSX.Low","CSX.Close","CSX.Volume","CSX.Adjusted"
"274",18.73,18.783333,18.4,18.416668,27827400,17.539604
"275",18.296667,18.346666,17.32,17.33,27210600,16.50469
"276",17.09,18,16.706667,17.940001,31691100,17.085636
"277",17.793333,18.120001,17.646667,17.656668,19488600,16.815798
"278",17.636667,17.719999,16.82,16.823334,23394300,16.02215
"279",16.943333,17.116667,16.143333,16.963333,36834600,16.155485
"280",17.186666,17.866667,17.110001,17.719999,33434100,16.876118
"281",17.563334,17.903334,17.4,17.853333,22472400,17.003096
"282",17.753332,18.41,17.709999,18.383333,28346100,17.507854
"283",18.573334,18.636667,18.243334,18.52,16868700,17.63802
"284",18.543333,18.806667,18.453333,18.700001,22788900,17.809448
"285",18.576668,18.656668,18.106667,18.196667,19165200,17.330082
"286",18.200001,18.790001,18.15,18.32,17432100,17.447544
"287",18.423332,18.556667,18.18,18.33,15483000,17.457067
"288",18.483334,18.623333,18.193333,18.613333,13704300,17.726908
"289",18.743334,18.896667,18.546667,18.736668,20032500,17.844366
"290",18.746668,18.996668,18.363333,18.373333,21040200,17.498337
"291",18.343332,18.473333,17.883333,17.906668,29800500,17.122238
"292",17.983334,18.58,17.709999,18.173332,40043100,17.377218
"293",18.129999,18.450001,17.860001,18.346666,33687000,17.542957
"294",18.276667,18.823334,17.926666,18.793333,28975800,17.970057
"295",18.833332,19.049999,18.596666,18.713333,23304000,17.89356
"296",18.65,18.91,18.559999,18.75,16532400,17.928623
"297",18.786667,18.923332,18.440001,18.75,13981200,17.928623
"298",18.940001,19.333332,18.866667,19.333332,18505200,18.486399
"299",19.33,19.35,19.120001,19.196667,12213300,18.355721
"300",19.356667,19.466667,19.113333,19.16,14785800,18.32066
"301",19.290001,19.306667,18.833332,18.943333,15628200,18.113485
"302",18.950001,19.023333,18.753332,18.916668,15056100,18.087988
"303",18.933332,19.17,18.85,18.973333,26262600,18.14217
"304",18.860001,18.99,18.636667,18.896667,13749900,18.068865
"305",19.003332,19.153334,18.926666,18.99,10785000,18.158108
"306",18.973333,19.253332,18.846666,18.966667,11420400,18.135796
"307",18.809999,18.879999,18.389999,18.43,15339900,17.622639
"308",18.443333,18.743334,18.063334,18.09,15771600,17.297535
"309",18.403334,18.623333,18.110001,18.549999,16942200,17.737383
"310",18.653334,18.853333,18.123333,18.233334,16410900,17.434586
"311",18.290001,18.333332,17.903334,18.103333,22914300,17.310282
"312",18.173332,18.796667,18.103333,18.57,14846100,17.756506
"313",18.493334,18.666668,17.969999,18.246668,17373600,17.447338
"314",18.360001,18.68,18.299999,18.576668,18300000,17.762884
"315",18.276667,18.583332,18.133333,18.49,18138600,17.680012
"316",18.593332,18.68,18.336666,18.533333,14774100,17.721445
"317",18.353333,18.450001,17.843332,18.116667,16215900,17.323032
"318",18.209999,18.48,18.120001,18.139999,13813500,17.345345
"319",18.436666,18.596666,18.33,18.42,15370500,17.613081
"320",18.316668,18.450001,18.216667,18.336666,14855400,17.533394
"321",18.466667,18.823334,18.406668,18.703333,22339500,17.884001
"322",18.776667,18.873333,18.463333,18.530001,14869200,17.718262
"323",18.726667,18.889999,18.65,18.803333,25865400,17.979618
"324",18.83,19.049999,18.700001,18.856667,20811000,18.030617
"325",19.73,20.389999,19.73,20.336666,60880800,19.445784
"326",20.366667,20.473333,20.113333,20.396667,22507200,19.503153
"327",20.326668,20.5,19.98,20.013332,16460100,19.13661
"328",20.059999,20.226667,19.983334,20.113333,17986800,19.232229
"329",20.206667,20.370001,19.523333,19.73,15606300,18.86569
"330",19.76,20.059999,19.643333,19.996668,18171900,19.120678
"331",19.836666,20.083332,19.620001,19.746668,20096700,18.881628
"332",19.673332,20.120001,19.673332,20.093332,13304700,19.213106
"333",20.190001,20.356667,19.793333,19.796667,15686700,18.92944
"334",19.763332,20.033333,19.676666,19.950001,14810700,19.076056
"335",19.879999,20.129999,19.74,19.793333,15434400,18.92625
"336",19.700001,19.84,19.323334,19.696667,16839600,18.833815
"337",19.563334,20.136667,19.526667,19.99,12558300,19.1143
"338",20.086666,20.25,20.040001,20.166668,10868400,19.283232
"339",20.110001,20.389999,20.046667,20.190001,15062700,19.30554
"340",20.286667,20.816668,20.209999,20.75,18455700,19.841009
"341",20.93,21.01,20.690001,20.936666,12987600,20.019501
"342",20.986668,21.293333,20.933332,21.030001,13797600,20.10874
"343",21.263332,21.263332,20.9,20.966667,10257300,20.048182
"344",20.776667,20.940001,20.629999,20.870001,9942900,19.955753
"345",20.879999,21.213333,20.870001,21.093332,13426800,20.169298
"346",21.030001,21.356667,21.013332,21.173332,9158700,20.245796
"347",21.183332,21.326668,21.043333,21.253332,8107200,20.32229
"348",21.35,21.556667,21.296667,21.336666,9582600,20.401976
"349",21.370001,21.513332,21.139999,21.156668,10342800,20.229862
"350",21,21.200001,20.873333,21.183332,9172200,20.255356
"351",21.209999,21.549999,21.176666,21.476667,11097000,20.535841
"352",21.48,21.606667,21.443333,21.559999,11542500,20.615522
"353",21.370001,21.49,21.206667,21.406668,11384400,20.46891
"354",21.456667,21.976667,21.43,21.879999,14168400,20.993425
"355",21.853333,21.966667,21.493334,21.549999,20043600,20.676796
"356",21.74,21.983334,21.706667,21.813334,13277400,20.929459
"357",21.870001,21.940001,21.459999,21.563334,11709900,20.689589
"358",21.559999,21.65,21.246668,21.563334,10730400,20.689589
"359",21.583332,21.780001,21.379999,21.776667,8592300,20.894279
"360",21.776667,21.933332,21.700001,21.916668,16923000,21.028606
"361",21.966667,22.379999,21.916668,22.356667,15488100,21.450777
"362",22.356667,22.553333,22.200001,22.426666,15370500,21.517939
"363",22.416668,22.563334,22.223333,22.25,12632100,21.348433
"364",22.25,22.360001,21.953333,22.043333,14660700,21.150137
"365",22.133333,22.213333,21.883333,21.963333,12165000,21.07338
"366",21.986668,22.256666,21.753332,22.216667,24099600,21.316452
"367",22.013332,22.18,21.950001,22.036667,10431600,21.143744
"368",21.76,21.84,21.566668,21.610001,17902800,20.734365
"369",21.666668,21.733334,21.530001,21.623333,10011000,20.747158
"370",21.583332,21.65,21.286667,21.35,14091300,20.484903
"371",21.563334,21.743334,21.523333,21.593332,25937100,20.718372
"372",21.563334,21.639999,21.153334,21.360001,14053200,20.494495
"373",21.33,21.52,21.33,21.393333,10959000,20.526476
"374",21.393333,21.806667,21.26,21.26,15345600,20.398548
"375",21.293333,21.370001,20.906668,21.196667,15881100,20.33778
"376",21.313334,21.523333,21.223333,21.26,15006600,20.398548
"377",21.18,21.503332,21.09,21.42,9558600,20.552063
"378",21.473333,21.563334,21.246668,21.283333,5216400,20.420935
"379",21.43,21.543333,21.286667,21.453333,11055900,20.584044
"380",21.526667,21.773333,21.386667,21.666668,8359800,20.788734
"381",21.773333,22.223333,21.76,22.166668,13605600,21.268475
"382",22.23,22.23,21.76,22.016666,11245200,21.124556
"383",21.896667,21.896667,21.450001,21.603333,12486000,20.727966
"384",21.793333,21.863333,21.486668,21.559999,19044000,20.686388
"385",21.536667,21.786667,21.493334,21.57,14811000,20.695986
"386",21.626667,21.74,21.096666,21.333332,24952800,20.468912
"387",21.25,21.530001,21.076668,21.48,26122800,20.609632
"388",22.216667,23.036667,22.1,23,49734000,22.068041
"389",22.84,23.183332,22.236668,23.049999,32689800,22.116014
"390",22.913334,23.299999,22.860001,23.153334,25993200,22.215158
"391",22.91,23.476667,22.91,23.426666,18604200,22.477421
"392",23.32,23.629999,22.93,23.049999,27708600,22.116014
"393",23.013332,23.690001,22.926666,23.65,19964400,22.691704
"394",23.889999,24.073334,23.57,23.629999,13580700,22.672516
"395",23.616667,23.746668,23.309999,23.423332,17736300,22.47422
"396",23.436666,23.756666,23.386667,23.43,20031600,22.480621
"397",23.49,23.753332,23.469999,23.559999,24276300,22.605349
"398",23.58,23.723333,23.376667,23.540001,12787500,22.586161
"399",23.363333,23.790001,23.363333,23.696667,14705700,22.736477
"400",23.706667,23.809999,23.483334,23.753332,12798000,22.790848
"401",23.790001,24.139999,23.766666,24.049999,15274800,23.075495
"402",24.113333,24.303333,24.066668,24.196667,9259800,23.216221
"403",24.196667,24.283333,24.063334,24.18,9410400,23.20023
"404",24.236668,24.293333,24.023333,24.056667,10171500,23.081894
"405",23.836666,24.263332,23.836666,24.129999,10072800,23.152254
"406",24.146667,24.353333,24.096666,24.203333,11654100,23.222616
"407",24.276667,24.66,24.276667,24.566668,15935700,23.57123
"408",24.309999,24.516666,24.209999,24.386667,14187000,23.398523
"409",24.456667,24.563334,24.216667,24.48,15801000,23.488073
"410",24.506666,24.700001,24.406668,24.563334,10659900,23.568027
"411",24.633333,24.916668,24.559999,24.59,18277200,23.593615
"412",24.613333,25.046667,24.6,24.896667,14810400,23.887856
"413",24.786667,24.896667,24.566668,24.576668,9284400,23.580826
"414",24.633333,24.846666,24.576668,24.65,13247400,23.651184
"415",24.673332,25.003332,24.66,24.883333,12876000,23.875063
"416",25.003332,25.206667,24.950001,25.166668,10893000,24.146917
"417",25.309999,25.413334,25.02,25.07,9406200,24.054165
"418",25.123333,25.17,24.9,24.940001,10176300,23.92943
"419",24.776667,24.9,24.643333,24.736668,12687600,23.804333
"420",24.626667,24.833332,24.603333,24.719999,14774100,23.788296
"421",24.719999,24.959999,24.676666,24.946667,17745900,24.006416
"422",24.639999,24.893333,24.469999,24.766666,14277900,23.8332
"423",24.719999,24.969999,24.67,24.686666,13761300,23.756216
"424",24.583332,24.790001,24.530001,24.543333,15774600,23.618286
"425",24.693333,24.926666,24.549999,24.773333,15406500,23.839617
"426",24.76,24.9,24.553333,24.703333,15547800,23.772255
"427",24.719999,24.916668,24.639999,24.713333,10587000,23.781878
"428",24.666668,24.706667,24.296667,24.393333,15527400,23.473938
"429",24.426666,24.709999,24.32,24.493334,12329700,23.570171
"430",24.543333,24.620001,24.396667,24.446667,13281300,23.525265
"431",24.653334,24.883333,24.52,24.703333,15438000,23.772255
"432",24.756666,24.896667,24.629999,24.663334,16577700,23.733765
"433",24.75,24.843332,24.306667,24.35,15951000,23.432238
"434",24.25,24.709999,24.23,24.663334,54875100,23.733765
"435",24.526667,24.646667,24.353333,24.433332,14310300,23.512428
"436",24.513332,24.559999,24.33,24.440001,11865000,23.51885
"437",24.493334,24.83,24.483334,24.633333,12198000,23.704893
"438",24.743334,24.963333,24.423332,24.736668,8327400,23.804333
"439",24.666668,24.803333,24.586666,24.683332,9373200,23.753006
"440",24.793333,25.120001,24.783333,25.01,12462900,24.067364
"441",25.026667,25.030001,24.706667,24.776667,14474100,23.842827
"442",24.879999,25.219999,24.809999,24.996668,12137100,24.054535
"443",25.01,25.126667,24.586666,24.889999,13570200,23.951887
"444",25.216667,25.216667,24.663334,24.85,13015200,23.913395
"445",24.82,25.003332,24.459999,24.92,11721600,23.980759
