"","HCA.Open","HCA.High","HCA.Low","HCA.Close","HCA.Volume","HCA.Adjusted"
"149",79.290001,79.440002,78.669998,78.870003,1156600,76.044228
"150",78.769997,79.129997,78.410004,78.489998,1684700,75.677803
"151",78,78.790001,77.220001,78.129997,3036400,75.330711
"152",78.230003,78.260002,77.620003,77.919998,1766800,75.128227
"153",77.790001,78.099998,77.550003,77.809998,2519800,75.022179
"154",77.629997,79.690002,77.629997,79.370003,2491800,76.526283
"155",79.620003,79.760002,78.949997,79.519997,2036000,76.670906
"156",79.809998,80.160004,78.860001,79.25,1599200,76.410591
"157",79.300003,79.629997,78.82,78.989998,1275600,76.159897
"158",78.809998,79.440002,77.68,77.790001,1473800,75.002907
"159",77.639999,78.099998,77.5,77.529999,1360900,74.752205
"160",77.510002,78.440002,77.43,78.260002,1703100,75.456055
"161",78.360001,78.93,78.230003,78.790001,1331100,75.967072
"162",78.620003,79.080002,78.160004,78.900002,1789500,76.073135
"163",79.110001,79.669998,78.889999,79.260002,1412600,76.420235
"164",79.370003,80.120003,78.889999,79.510002,1245700,76.661255
"165",79.43,79.779999,78.900002,79.160004,1370100,76.323822
"166",78.32,78.769997,76.970001,77.589996,2808700,74.810066
"167",77.470001,77.699997,76.849998,77.389999,1429200,74.617233
"168",77.610001,78.879997,77.57,78.660004,2127000,75.841721
"169",78.860001,79.209999,78.150002,78.669998,1852100,75.851372
"170",78.580002,79.010002,78.059998,78.309998,2151900,75.504265
"171",78.440002,78.440002,76.139999,77.279999,2784800,74.511154
"172",77.260002,77.730003,76.099998,76.370003,2789000,73.633774
"173",76.18,77.099998,75.739998,77.050003,1921800,74.289413
"174",77.809998,78.790001,77.010002,78.349998,1876800,75.542847
"175",78.300003,78.949997,77.910004,78.760002,1362400,75.938156
"176",78.610001,79.010002,78.459999,78.940002,1668600,76.111702
"177",79.080002,79.940002,78.470001,79.870003,1840100,77.008362
"178",79.870003,80.379997,78.730003,79.239998,2451700,76.400925
"179",79.279999,79.349998,77.010002,77.68,2810100,74.896851
"180",77.529999,77.75,75.559998,76.300003,4522400,73.566284
"181",76.370003,77.900002,76.230003,77.75,2659900,74.96434
"182",77.790001,77.889999,77.309998,77.650002,1366000,74.867928
"183",77.440002,78.940002,77.440002,78.220001,3027100,75.417503
"184",77.879997,78.470001,75.769997,76.25,2730400,73.518066
"185",76.760002,77.839996,76.75,77.650002,1972000,74.867928
"186",77.849998,78.349998,77.040001,78.169998,1949800,75.369278
"187",77.830002,79.580002,77.760002,79.099998,1928100,76.265968
"188",79.110001,79.709999,78.970001,79.589996,1455800,76.738388
"189",79.790001,80.400002,79.050003,79.919998,1557900,77.056572
"190",79.720001,80.18,79.129997,79.480003,1696700,76.632347
"191",79.260002,79.629997,77.330002,77.690002,2201200,74.906479
"192",77.620003,78.669998,77.120003,77.260002,3200400,74.49189
"193",77.349998,77.709999,76.43,76.639999,1998900,73.894096
"194",76.400002,76.529999,74.480003,75.309998,2455300,72.611748
"195",75.449997,76.339996,74.900002,75.449997,2817600,72.746727
"196",75.419998,75.849998,75.040001,75.529999,1862800,72.823868
"197",75.330002,75.480003,73.639999,74.220001,4312900,71.560814
"198",71.5,74.720001,71.18,74.580002,4928000,71.907913
"199",74.290001,75.470001,74.25,75.190002,3428500,72.49604
"200",75.620003,78.349998,75.300003,76.82,3771300,74.06765
"201",77.040001,78.110001,76.970001,77.449997,4521900,74.675072
"202",78.300003,79.949997,76.860001,79.790001,6572100,76.931244
"203",80.150002,81.139999,79.949997,81.050003,3793200,78.146095
"204",81.330002,81.769997,80.690002,80.75,2277200,77.856842
"205",80.519997,80.949997,79.120003,79.57,2453100,76.719116
"206",79.309998,79.32,77.949997,79.199997,2922200,76.362381
"207",79.43,79.580002,76.699997,76.889999,3925400,74.135147
"208",76.849998,77.839996,75.980003,76.669998,2899600,73.923019
"209",76.260002,76.900002,75.949997,76.18,2865600,73.450592
"210",76.160004,77.610001,74.989998,75.650002,3483100,72.939568
"211",75.730003,77.529999,75.290001,76.830002,3895600,74.077301
"212",76.339996,77.470001,75.779999,76.43,2395800,73.69162
"213",76.910004,77.489998,75.720001,76.43,2124500,73.69162
"214",76.449997,77.470001,76.43,76.870003,2455000,74.11586
"215",76.989998,78.199997,76.919998,77.919998,1707700,75.128227
"216",77.709999,79.620003,77.5,78.860001,2653100,76.034561
"217",78.489998,79.480003,78.459999,79.410004,2668800,76.56485
"218",79.150002,79.330002,78.309998,78.68,1804600,75.861008
"219",78.529999,78.529999,77.220001,77.709999,1878000,74.925766
"220",77.5,77.68,75.720001,76.050003,3323200,73.325233
"221",75.730003,75.800003,74.839996,74.93,2410200,72.245377
"222",75.120003,76.220001,75.120003,75.970001,2608500,73.248108
"223",75.599998,75.93,74.970001,75.239998,1735500,72.544258
"224",75.239998,75.419998,74.260002,74.610001,2122700,71.936821
"225",74.779999,75.940002,74.279999,75.889999,1860300,73.170975
"226",75.839996,78.190002,75.449997,77.07,1582000,74.308693
"227",77.279999,77.360001,76.339996,77.190002,482300,74.424393
"228",77.190002,77.690002,76.480003,77.349998,1347700,74.578659
"229",77.349998,78.220001,76.93,78.07,1272600,75.272858
"230",78.029999,81.589996,77.760002,80.139999,3616000,77.268707
"231",82.739998,86.040001,82.739998,85,8262200,81.954575
"232",84.68,84.879997,82.730003,84.050003,3486400,81.038605
"233",84.75,85.879997,84.199997,84.269997,2258500,81.250717
"234",84.309998,84.309998,82.379997,83.220001,2626700,80.23835
"235",83.32,83.470001,82.080002,83.099998,1760300,80.122643
"236",83.040001,85.730003,82.209999,85.059998,3036900,82.012413
"237",85.389999,85.550003,84.129997,84.839996,2683300,81.800308
"238",84.809998,85.75,84.620003,84.970001,2242800,81.925652
"239",86.370003,87.160004,86.110001,86.449997,3107700,83.352631
"240",86.529999,88.300003,85.440002,87.589996,3067300,84.451767
"241",87.349998,87.779999,86.089996,86.150002,1729400,83.063362
"242",86.629997,88.690002,86.489998,88.459999,3810900,85.290611
"243",88.989998,90.089996,88.68,89.690002,2573000,86.47654
"244",89.82,90.290001,88.699997,88.830002,2512000,85.647346
"245",87.370003,87.940002,84.720001,86.449997,3414900,83.352631
"246",86.519997,88.410004,86.419998,87.839996,1957400,84.692825
"247",87.980003,89.099998,87.849998,89.089996,1908900,85.898026
"248",89.239998,89.940002,88.959999,89.139999,921900,85.946251
"249",88.940002,89.099998,87.230003,87.889999,1698200,84.741028
"250",88.160004,88.5,87.629997,88.309998,1228000,85.145981
"251",88.480003,89.059998,87.779999,87.839996,1242800,84.692825
"252",88,89.809998,87.790001,89.510002,1826900,86.302994
"253",88.709999,89.300003,86.610001,87.040001,2402200,83.921478
"254",86.339996,86.739998,85.400002,85.959999,2750300,82.88018
"255",86.18,87.029999,85.239998,86.93,3079100,83.815422
"256",86.639999,86.940002,85.800003,86.75,1367400,83.641884
"257",86.5,87.019997,85.940002,86,1842900,82.918755
"258",85.739998,86.440002,84.919998,84.959999,1740800,81.916008
"259",85.32,87.370003,85.309998,86.970001,1911100,83.853973
"260",87.360001,89.029999,86.720001,88.800003,1871300,85.618416
"261",89.029999,90.029999,88.510002,88.790001,2394100,85.608795
"262",89.040001,89.690002,88.589996,89.400002,1325600,86.196945
"263",89.57,90.480003,89.129997,90.110001,2124000,86.881493
"264",90.32,93.32,90.059998,93.010002,4204200,89.677589
"265",92.879997,93.389999,92.080002,92.860001,1844000,89.532959
"266",92.309998,92.709999,91.110001,91.730003,1532400,88.443451
"267",92.059998,92.419998,91.059998,91.489998,1165600,88.212036
"268",92.019997,93.25,91.849998,92.830002,2065800,89.504044
"269",93.059998,97.120003,92.720001,97.07,3621800,93.592125
"270",96.760002,98.419998,96.360001,97.620003,3608600,94.122421
"271",101.550003,106.839996,101,101.449997,6562400,97.815201
"272",102,103.18,100.239998,101.160004,3733500,97.535583
"273",100.75,103.57,100.290001,102.239998,3193600,98.576889
"274",101.540001,102.25,99.589996,99.690002,2417600,96.118256
"275",98.93,99.75,95.620003,95.889999,2670600,92.454407
"276",94.629997,99.129997,94.110001,98.709999,3353800,95.173363
"277",98.260002,100.300003,98,98.400002,1894800,94.874489
"278",98.610001,99.25,95.910004,95.970001,2129300,92.53154
"279",97.010002,98.800003,94.75,97.839996,2532000,94.334549
"280",98.529999,99,96.419998,98.279999,1512200,94.758774
"281",97.480003,99.199997,97.300003,98.919998,1139500,95.375839
"282",98.260002,100.989998,97.889999,99.910004,2224800,96.330376
"283",100.540001,101.360001,99.43,100.949997,1999600,97.333115
"284",100.720001,102.220001,100.290001,101,1893500,97.381317
"285",100.68,101.410004,100.540001,101,1413300,97.381317
"286",100.68,101.849998,100.290001,100.349998,1340000,96.754601
"287",100.940002,101.940002,100.160004,100.540001,1485500,96.937782
"288",101.269997,101.419998,99.82,100.839996,1650700,97.227043
"289",100.699997,100.849998,99.050003,100.019997,1815400,96.436424
"290",100.360001,102.980003,100.059998,101.559998,3133000,97.921249
"291",101.230003,101.870003,99.230003,99.25,2896100,96.024925
"292",99.5,100.910004,98.040001,99.43,2312900,96.199089
"293",99,101.639999,98.82,101.379997,2054700,98.085724
"294",100.900002,101.400002,99.720001,101.110001,1755800,97.824493
"295",101.269997,101.739998,100.43,100.989998,1529400,97.708397
"296",100.349998,101.580002,100.029999,101.309998,1686400,98.017998
"297",101.510002,102.75,101.209999,102.349998,1261100,99.024208
"298",102.690002,104.169998,102.190002,103.900002,1614900,100.523842
"299",103.760002,104.199997,102.800003,103.559998,2411100,100.194885
"300",103.989998,103.989998,102.25,102.580002,1798600,99.246727
"301",102.839996,103.5,101.599998,101.93,1737600,98.617859
"302",102.239998,103.870003,102.010002,103.150002,1349600,99.798203
"303",103.160004,103.93,102.480003,102.769997,2068900,99.430565
"304",102.580002,102.82,101.639999,102.660004,1115800,99.324142
"305",102.75,102.769997,99.75,100.599998,1576400,97.331085
"306",100.07,101.800003,100.07,100.900002,1959800,97.62133
"307",100.489998,101.720001,99.650002,99.790001,1740700,96.547401
"308",100.300003,101.610001,98.589996,98.779999,1901700,95.570198
"309",99.699997,99.989998,96.860001,97.980003,1927600,94.796219
"310",98.25,98.919998,96.93,97.43,2374000,94.264084
"311",97.75,98.660004,97.129997,97.150002,1929300,93.993156
"312",97.699997,97.82,95.800003,97,3301600,93.848053
"313",97.330002,97.949997,94.669998,95.32,1979500,92.222641
"314",95.730003,97.169998,95.339996,97.07,2390700,93.915787
"315",95.900002,97.360001,95.870003,96.860001,2638700,93.712601
"316",97,98.400002,96.699997,98.239998,3632600,95.047752
"317",97.760002,98.169998,95.720001,96.239998,1965700,93.11274
"318",96.739998,97.559998,96.269997,96.309998,1249900,93.180466
"319",97.25,97.330002,96.269997,96.93,2080400,93.780327
"320",96.400002,97.150002,96.120003,96.190002,1472200,93.064377
"321",96.68,97.169998,96.279999,96.629997,1256700,93.490074
"322",96.529999,96.720001,95.720001,96.279999,1953300,93.151443
"323",96.989998,97.769997,96.360001,97.440002,1738000,94.273766
"324",97.800003,98.050003,96.230003,97.709999,2419700,94.534981
"325",97.900002,99.480003,97.809998,98.730003,1935200,95.521858
"326",98.529999,98.849998,97.989998,98.410004,1133200,95.21225
"327",98.470001,98.699997,97.269997,97.449997,1581000,94.283417
"328",97.449997,97.730003,96.389999,96.900002,2796400,93.751312
"329",97.57,97.620003,96,96.809998,2534000,93.664223
"330",96.629997,98.43,95.720001,98.419998,1847500,95.221893
"331",96.620003,96.900002,94.669998,95.339996,3335000,92.241989
"332",95.440002,96.349998,95.349998,96.25,1663900,93.122421
"333",96.57,96.949997,95.739998,95.739998,3189000,92.628998
"334",96.629997,96.75,93.029999,96.199997,3119000,93.074036
"335",95.489998,99.330002,95.269997,97.739998,2737900,94.564011
"336",97.150002,97.32,94.230003,95.839996,2281200,92.725746
"337",96.239998,97.720001,95.559998,97.550003,1506500,94.380188
"338",97.660004,98.199997,97.25,97.620003,1268400,94.447906
"339",97.919998,97.970001,96.919998,97.400002,2081500,94.235069
"340",97.370003,100.309998,97.059998,100.120003,2273300,96.866669
"341",100.519997,101.870003,100.25,101.470001,1724700,98.172791
"342",101.360001,102.230003,101,101.779999,1948700,98.472725
"343",102,102.519997,101.57,101.779999,1769200,98.472725
"344",101.209999,101.720001,100.639999,101.059998,1096900,97.776131
"345",101.260002,103.349998,100.900002,102.919998,2154000,99.575684
"346",102.690002,104.07,101.879997,103.099998,1878200,99.74984
"347",103.230003,103.599998,102.639999,102.830002,1214100,99.488609
"348",103.599998,104.519997,103.559998,103.860001,1353400,100.485146
"349",103.980003,104.849998,103.400002,103.410004,1681100,100.049782
"350",103,103.849998,102.32,103.510002,3101800,100.146523
"351",103.260002,103.860001,102.529999,103.599998,1181500,100.233589
"352",103.419998,104.089996,103.419998,103.690002,1165300,100.320671
"353",103.019997,103.540001,102.220001,103.279999,1064900,99.923973
"354",104.150002,105.449997,103.690002,104.900002,1623300,101.491348
"355",104.489998,104.800003,102.870003,103.139999,1889400,100.122597
"356",103.790001,104.5,103.339996,104.32,1274800,101.268066
"357",104.32,104.989998,104.260002,104.309998,1919900,101.258369
"358",104.290001,105.099998,104.040001,104.25,1396200,101.200104
"359",104.330002,105.120003,104.089996,104.650002,1703500,101.588417
"360",105.050003,105.489998,104.800003,105.32,1809100,102.238831
"361",104.940002,105.410004,103.660004,105.389999,1939000,102.306778
"362",105.5,107.110001,105.5,106.440002,1875300,103.326057
"363",106.760002,106.949997,106.029999,106.309998,1499100,103.199852
"364",106.870003,107.370003,105.559998,105.68,1431500,102.588295
"365",105.709999,106.620003,105.239998,106.010002,1505500,102.90863
"366",105.970001,106.730003,105.900002,106.510002,2046800,103.394005
"367",106.389999,107.089996,105.849998,105.949997,954100,102.850388
"368",105.400002,106.269997,105.120003,105.519997,1062100,102.432961
"369",105.669998,107.870003,105.459999,107.790001,1600800,104.636543
"370",108.07,108.849998,107.379997,107.57,1776600,104.422989
"371",108.220001,108.300003,106.620003,106.739998,2811800,103.617279
"372",106.459999,106.660004,104.68,105.220001,2068700,102.141754
"373",105.300003,105.730003,105.089996,105.339996,1828800,102.258224
"374",105.489998,105.489998,104.18,104.18,1248000,101.132156
"375",103.480003,103.639999,102.449997,103.089996,1631500,100.074051
"376",102.889999,103.349998,101.709999,102.599998,1258700,99.598389
"377",102.290001,103.239998,101.300003,103.190002,1403100,100.171127
"378",103.239998,104.300003,103.080002,103.870003,741700,100.831238
"379",104.019997,104.379997,102.769997,103.480003,2002200,100.452652
"380",103.68,105.480003,103.519997,105.220001,1233600,102.141754
"381",105.209999,106.169998,104.839996,105.720001,960500,102.627121
"382",105.709999,106.330002,105.089996,105.800003,1024800,102.704773
"383",105.639999,106.25,105.410004,105.519997,1018000,102.432961
"384",105.849998,106.230003,105.220001,105.370003,1370900,102.287331
"385",105.309998,106.68,105.279999,106.550003,1111100,103.432838
"386",106.5,106.919998,106.190002,106.830002,1167000,103.704643
"387",106.739998,108.480003,106.150002,108.410004,1805300,105.238426
"388",108.230003,108.379997,106.459999,106.589996,1428500,103.471664
"389",106.220001,108.010002,105.639999,107.699997,3015900,104.549194
"390",107.989998,108.309998,107.040001,108,1216200,104.840416
"391",109.440002,110,108.220001,108.360001,2038600,105.189873
"392",108,108.459999,107.25,108.160004,2428100,104.995735
"393",111.849998,119.400002,111.410004,118.129997,4998800,114.674049
"394",119.389999,124.510002,118.82,124.300003,3970000,120.663551
"395",124.470001,124.470001,122.169998,124.150002,2252300,120.517929
"396",124.400002,126.410004,123.290001,124.050003,1912800,120.42086
"397",123.769997,124.470001,122.370003,124.230003,1650500,120.595604
"398",124.68,127.25,124.199997,124.580002,2156100,120.935364
"399",124.419998,125.309998,123.910004,125.279999,2112700,121.614883
"400",125.790001,130.289993,125.699997,130.160004,2831900,126.352112
"401",129.710007,131.100006,128.690002,128.809998,2199700,125.041595
"402",128,129.630005,127.860001,129.440002,1051100,125.653191
"403",130.039993,130.610001,128.229996,128.309998,2009300,124.556244
"404",128.5,128.600006,127.150002,128.199997,1340500,124.449455
"405",127.910004,128.330002,127.169998,128.169998,1286800,124.420341
"406",128.229996,130.039993,128.160004,128.649994,973500,124.886284
"407",129.210007,130.309998,128.949997,130.009995,1033200,126.20649
"408",129.669998,130.839996,128.910004,129.630005,1724400,125.837616
"409",130.449997,130.570007,128.889999,129.020004,1510900,125.245476
"410",129.660004,131.880005,129.660004,131.570007,1608300,127.720871
"411",131.589996,132.399994,131.059998,131.460007,1112700,127.614082
"412",131.440002,132.210007,130.289993,130.610001,2208900,126.788933
"413",130.5,131.479996,130.289993,131.110001,973300,127.274315
"414",131.130005,131.380005,130.25,131.080002,1245200,127.245201
"415",131.220001,131.639999,130.089996,131.360001,692400,127.517006
"416",131.449997,131.869995,130.720001,131.259995,876800,127.41993
"417",131.520004,132.25,130.139999,130.240005,1392400,126.429764
"418",130.979996,132.570007,130.449997,132.130005,1296000,128.264465
"419",131.679993,132.529999,130.919998,131.789993,958200,127.934433
"420",130.800003,134.190002,130.779999,134.110001,1545800,130.533218
"421",138.070007,138.179993,133.889999,134.029999,3377800,130.455338
"422",133.979996,134.919998,132.729996,133.789993,1835800,130.221771
"423",134.020004,134.369995,131.550003,132.300003,1572200,128.7715
"424",131.800003,133.179993,131.539993,132.470001,1403700,128.936966
"425",132.889999,132.949997,130.970001,131.5,1451000,127.992813
"426",131.610001,132.699997,131.259995,131.779999,1707300,128.26535
"427",131.830002,132.279999,130.179993,131.5,2103200,127.992813
"428",131.779999,133.899994,131.779999,133.839996,1547400,130.270401
"429",134.089996,134.729996,133.559998,133.630005,990400,130.06601
"430",134.029999,134.199997,132.350006,132.699997,866000,129.160782
"431",132.889999,134.509995,132.889999,133.779999,1927600,130.212021
"432",133.720001,133.720001,131.619995,131.919998,2461200,128.401642
"433",132.820007,133.789993,132.380005,132.699997,1304400,129.160782
"434",132.929993,133.789993,132.850006,133.369995,3714700,129.812943
"435",133.339996,134.960007,133.339996,134.309998,1090800,130.727905
"436",134.809998,135.350006,133.389999,134.520004,1896200,130.932297
"437",135.020004,137.259995,134.490005,136.630005,1965300,132.986038
"438",136.679993,138.960007,136.570007,138.330002,2427000,134.640671
"439",138.009995,139.369995,136.759995,139.119995,2013100,135.409592
"440",139.949997,140.539993,139.160004,140.300003,1616000,136.558136
"441",140.300003,141.050003,137.699997,137.929993,2151700,134.251328
"442",138.639999,139.059998,137.899994,138.649994,1498800,134.952118
"443",138.580002,139.350006,137.940002,139.220001,1389000,135.506912
