"","HCA.Open","HCA.High","HCA.Low","HCA.Close","HCA.Volume","HCA.Adjusted"
"444",139.229996,140.899994,138.279999,138.970001,1512900,135.263596
"445",138.979996,139.350006,137.440002,138.880005,1215100,135.17601
"446",139.160004,141.110001,138.600006,139.580002,1649800,135.857315
"447",139.770004,139.990005,134.990005,135.089996,1642300,131.487076
"448",136.410004,137.669998,132.240005,132.429993,1940600,128.897995
"449",133.990005,135.710007,132.729996,133.860001,1605800,130.289871
"450",133.960007,134.220001,132.679993,132.759995,1422600,129.219193
"451",133.949997,135.740005,132.339996,135.5,1908800,131.886154
"452",136.350006,137,134.179993,136.470001,1552000,132.830276
"453",137.179993,137.880005,135.339996,136.369995,2227200,132.732941
"454",136.350006,136.940002,133.369995,133.710007,2247300,130.14389
"455",134.029999,134.979996,131.570007,132.360001,2356200,128.82988
"456",130.279999,130.869995,127.5,130.630005,2294500,127.146019
"457",130.279999,131.759995,126.220001,126.5,2084100,123.126175
"458",127,128.740005,126.510002,127.059998,1595600,123.671234
"459",125.129997,128.660004,124.32,127.860001,2469600,124.449898
"460",129.229996,132.080002,128.789993,129,4097500,125.559509
"461",128,136.070007,121.169998,135.210007,4695800,131.603882
"462",134.869995,137.160004,133.029999,133.529999,2536200,129.968689
"463",135.130005,136.699997,133.649994,135.690002,2013300,132.071106
"464",136.520004,138.309998,133.800003,134.440002,2084300,130.854416
"465",135.050003,136.940002,134.550003,135.360001,2047000,131.749893
"466",135.020004,136.300003,134.270004,135.240005,1534300,131.633072
"467",136.600006,141.889999,136.080002,141.649994,2345200,137.872116
"468",141.5,143.029999,140.039993,141.630005,2216300,137.852646
"469",141.899994,144.179993,141.639999,143.949997,1903200,140.110779
"470",144,144.960007,141.660004,141.910004,1426800,138.125198
"471",142.119995,143.380005,140.539993,141.539993,1538400,137.765045
"472",142.729996,143.059998,138.649994,139.850006,1985000,136.120117
"473",139.110001,139.600006,135.970001,137.740005,2628200,134.066391
"474",138.160004,140.339996,137.820007,140.289993,2388800,136.54837
"475",140.220001,141.470001,134.570007,135.160004,2693700,131.555222
"476",134.25,136.199997,133.479996,135.089996,1653000,131.487076
"477",136.110001,136.460007,134.550003,134.809998,1906100,131.214539
"478",133.809998,136.470001,133.809998,134.929993,570000,131.331329
"479",135.740005,137.320007,134.990005,135.509995,2047400,131.895859
"480",134.990005,138.470001,134.729996,138.070007,1962000,134.387604
"481",139.020004,144.419998,138.990005,144.380005,2458500,140.529282
"482",143.520004,145.740005,142.860001,144.5,1819900,140.646118
"483",144.229996,144.960007,142.820007,143.990005,2214300,140.490005
"484",145.690002,146.5,143.740005,146.289993,1385000,142.734085
"485",146.100006,147.419998,141.580002,142.130005,3066900,138.675217
"486",140.910004,141.970001,136.490005,140.850006,2121900,137.426346
"487",140.289993,141.110001,135.520004,135.860001,1829800,132.557632
"488",135.610001,136.25,129.929993,134.119995,1987400,130.859909
"489",135.419998,136.389999,132.899994,133.889999,1169100,130.635483
"490",135.440002,137.410004,134.779999,134.960007,2356600,131.679504
"491",135.479996,137.619995,134.440002,136.320007,2377100,133.006454
"492",134.369995,134.369995,125.540001,126.730003,2450300,123.649551
"493",120,124.610001,119.309998,123.120003,3510500,120.127304
"494",124.360001,127.209999,123.370003,125.309998,2391100,122.264061
"495",125.389999,125.800003,120.529999,122.25,2103200,119.278435
"496",121.849998,122.669998,118.730003,119.849998,2185400,116.936768
"497",119.849998,123.5,118.970001,120.080002,3192800,117.161186
"498",119.709999,120.519997,115.720001,116.129997,971100,113.307205
"499",116.730003,121.290001,116.18,121.290001,1275000,118.341782
"500",119.529999,122.379997,117.040001,122.379997,1641600,119.405273
"501",123.07,124.099998,121.610001,122.510002,1117300,119.53212
"502",123.480003,124.860001,123.099998,124.449997,1206400,121.424957
"503",122.910004,123.059998,120.089996,121.760002,1501300,118.800354
"504",120.82,122.57,119.120003,119.440002,1817300,116.536743
"505",121.190002,123.980003,121.190002,123.389999,1487100,120.390724
"506",123.620003,125.519997,123.489998,124.440002,2906500,121.415215
"507",126.010002,126.669998,124.32,126.190002,1066600,123.122673
"508",127.099998,128.899994,126.839996,128.300003,1857100,125.181389
"509",127.75,129.820007,127.089996,129.75,960200,126.596153
"510",129.210007,129.690002,128.259995,129.139999,1466100,126.000961
"511",128.330002,130.470001,127.949997,129.259995,992800,126.118034
"512",129.619995,132.630005,129.259995,131.490005,2168800,128.293854
"513",131.740005,133.289993,131.229996,132.309998,1318000,129.093918
"514",131.809998,134.940002,131.75,134.059998,961800,130.801346
"515",135.110001,136.089996,133.740005,134.539993,2233600,131.269699
"516",133.759995,134.410004,131.5,132.970001,2039800,129.7379
"517",133.110001,135.320007,132.470001,133.789993,1561200,130.537918
"518",133.910004,134.75,132.660004,132.690002,1187300,129.464676
"519",133.850006,134.460007,132.600006,132.899994,1909800,129.669556
"520",132.110001,132.210007,130.080002,131.729996,1812900,128.527985
"521",135,138.100006,132.009995,138.029999,2669700,134.674881
"522",138.229996,139.470001,136.899994,139.059998,2259000,135.679825
"523",138.889999,140.539993,138.559998,139.429993,1880100,136.040833
"524",139.070007,140.970001,138.389999,139.710007,1866700,136.314072
"525",138.990005,139.369995,137.619995,138.759995,1334100,135.387115
"526",139.070007,140.470001,139.009995,139.720001,1037300,136.323776
"527",139.080002,140.080002,138.039993,140.029999,902600,136.626266
"528",139.539993,140.960007,138.970001,140.619995,1241300,137.201904
"529",139.910004,140.429993,138.100006,139.529999,996900,136.138397
"530",139.339996,139.580002,137.309998,138.660004,1015400,135.289581
"531",139.139999,140.529999,138.449997,140.220001,1076400,136.811646
"532",140.449997,141.360001,139.660004,140.889999,745700,137.465363
"533",140.25,142.759995,139.580002,142.220001,1035600,138.763016
"534",143.229996,144.300003,142.619995,144.259995,1176600,140.753433
"535",143.809998,145.229996,143.009995,143.589996,1418800,140.099686
"536",143.089996,143.649994,142.020004,142.330002,1640900,138.870331
"537",142.320007,142.800003,141.160004,142.009995,1714600,138.558105
"538",142.330002,144.979996,142.259995,144.039993,898100,140.538788
"539",144.039993,145.550003,143.080002,143.259995,1433200,139.77774
"540",143.330002,143.960007,142.210007,142.520004,1332700,139.05574
"541",141.660004,143.169998,138.160004,138.809998,1279300,135.435898
"542",137.729996,140.850006,137.729996,139.039993,1718800,136.052383
"543",139.360001,140.550003,138.259995,138.470001,1997100,135.494614
"544",139.110001,139.520004,135.080002,136.100006,2334500,133.175568
"545",136.380005,136.539993,134.779999,135.389999,2257000,132.480804
"546",135.070007,135.589996,128.520004,128.729996,3543000,125.963898
"547",128.960007,129.600006,126.370003,126.889999,3655600,124.163445
"548",125.510002,126.589996,124.040001,124.739998,1700400,122.059639
"549",124.709999,126.129997,124.050003,125.889999,3133000,123.184937
"550",126.269997,129.429993,126.269997,128.880005,2694800,126.110703
"551",129.009995,131.449997,128.360001,130.820007,1584800,128.008987
"552",130.820007,132.289993,130.589996,131.770004,1756200,128.938614
"553",132.720001,133.479996,132.300003,132.350006,2924400,129.506165
"554",132.229996,134.809998,131.649994,134.75,2385900,131.854568
"555",135.130005,137.309998,134.559998,136.619995,1767400,133.684372
"556",136.559998,136.699997,134.630005,135.080002,1759900,132.177475
"557",134.300003,137.059998,134,136.910004,770000,133.968155
"558",136,136.75,134.429993,134.440002,1560100,131.551208
"559",133.75,133.779999,131.570007,132.660004,1305500,129.809479
"560",133.169998,133.369995,129.520004,129.75,1717700,126.962021
"561",129.259995,130.399994,127.760002,128.679993,1427600,125.91497
"562",129.330002,129.350006,127.800003,128.660004,1031500,125.895416
"563",129.369995,130.770004,128.410004,130.380005,1410600,127.578461
"564",131.639999,132.25,130.850006,131.979996,1405500,129.144058
"565",131.830002,131.949997,129.669998,130.649994,958400,127.842636
"566",131.490005,132.149994,130.919998,131.210007,994000,128.390625
"567",131.509995,132.580002,131.029999,132.350006,1488700,129.506165
"568",132.559998,134.389999,132.479996,134.080002,1592400,131.198944
"569",133.470001,133.699997,131.720001,131.839996,993000,129.00708
"570",131.270004,132.809998,130.889999,132.279999,1132000,129.437637
"571",132.880005,134.699997,132.289993,133.929993,1111400,131.052185
"572",134.089996,134.720001,129.679993,130.130005,1020800,127.333847
"573",130.630005,132.289993,127.519997,127.870003,2693200,125.122391
"574",128.009995,128.25,126.379997,127.089996,1651100,124.359138
"575",128.169998,128.169998,113.610001,114.379997,5138500,111.922264
"576",114.760002,115.260002,110.309998,112.010002,3955700,109.603172
"577",111.849998,115.699997,111.779999,115.239998,3832200,112.763763
"578",115.169998,117.290001,113.949997,115,3140700,112.528946
"579",116.360001,121.5,116.230003,120.18,3050300,117.597649
"580",120.25,125.449997,120.18,123.839996,3483800,121.178986
"581",123.25,125.050003,122.610001,124.559998,1425400,121.883507
"582",124,125.620003,121.839996,125.550003,1887500,122.852257
"583",125.779999,126.059998,123.550003,125.419998,2223000,122.725029
"584",130.460007,131.589996,123.580002,127.230003,3623900,124.496155
"585",126.800003,127.57,123.010002,124.089996,2823500,121.423607
"586",124.309998,125.75,122.720001,125.519997,2810200,122.822884
"587",126.290001,126.440002,124.349998,125.610001,1580700,122.910957
"588",123.480003,128.899994,123.18,128.779999,1824900,126.01284
"589",127.150002,128.740005,125.050003,126.510002,1859900,123.791626
"590",126.309998,126.5,124.940002,125.089996,2050000,122.402115
"591",123.699997,125.139999,122.529999,124.599998,1475500,121.922653
"592",124.550003,125,121.150002,123.75,1152900,121.090912
"593",121.559998,122.459999,119.620003,122.169998,1588000,119.544876
"594",122.349998,123.739998,121.849998,122.239998,1409100,119.613365
"595",121.709999,124.139999,120.610001,123.18,1252300,120.53318
"596",123.339996,124.480003,122.239998,122.699997,1430600,120.063477
"597",121.139999,124.910004,121.139999,123.510002,1216100,120.856087
"598",122.790001,126.059998,122.790001,125.690002,1976700,122.989235
"599",126.660004,128.770004,126.239998,128.210007,1683400,125.455086
"600",127.410004,128.470001,127.050003,128.210007,1012900,125.455086
"601",127.43,127.650002,125.540001,126.709999,2532000,123.987312
"602",126.129997,127.529999,122.75,123.839996,2335000,121.178986
"603",123.309998,125.739998,123.019997,123.040001,2719800,120.396164
"604",122.910004,123.040001,120.879997,121.860001,1136000,119.241539
"605",122.440002,123.510002,121.349998,122.57,1044800,119.936279
"606",121.470001,122.349998,119.940002,120.959999,1558300,118.748398
"607",121,123.690002,120,123.029999,1588300,120.780548
"608",124.040001,126.230003,123.900002,125.529999,2470400,123.234833
"609",126.830002,126.830002,123.940002,124.75,1981100,122.469101
"610",125.120003,126.82,124.470001,126.010002,987800,123.70607
"611",126.709999,129.100006,126.650002,128.410004,1035000,126.06218
"612",129,131.229996,128.789993,130.270004,1180200,127.888161
"613",130.339996,130.360001,126.889999,128.039993,2082800,125.698944
"614",127.629997,127.629997,124.760002,126.730003,1173000,124.412903
"615",126.839996,127.669998,125.940002,127.379997,1001000,125.05101
"616",127.599998,128.25,126.050003,126.629997,748800,124.314728
"617",126.489998,128.279999,125.860001,128.169998,911800,125.826561
"618",128.490005,130.309998,127.660004,129.059998,1125800,126.700294
"619",129.610001,130.979996,127.5,130.100006,1073800,127.721283
"620",131.229996,132.309998,126.209999,128.080002,2082900,125.73822
"621",127.709999,128.940002,125.769997,128.229996,1819400,125.885468
"622",130,131.559998,129.270004,131.089996,1551500,128.693176
"623",131.529999,136.339996,130.639999,135.179993,3246300,132.708389
"624",135,135.070007,132.220001,133.660004,2027100,131.216187
"625",134.080002,135.860001,133.75,134.100006,1330300,131.648163
"626",134.100006,135.610001,132.330002,135.169998,1885800,132.698547
"627",136.360001,136.399994,133.789993,134.539993,1286600,132.080093
"628",134.779999,135.850006,132.369995,135.339996,957800,132.865463
"629",136.119995,138.279999,136.070007,138.179993,805700,135.653549
"630",137.220001,138.559998,135.759995,138.529999,1139500,135.997147
"631",137.649994,138.600006,136.860001,137.360001,1289200,134.848526
"632",135.850006,137.380005,132.330002,134.990005,1355400,132.521866
"633",138.389999,138.389999,135.839996,136.679993,1220400,134.180939
"634",139.229996,139.470001,136.199997,138.649994,1412800,136.114944
"635",138.610001,141.779999,138.210007,141.509995,1201300,138.922653
"636",141.160004,142.020004,138.389999,140.919998,1104300,138.34346
"637",140.929993,141.860001,139.660004,139.699997,1124800,137.145752
"638",139.690002,142,138.779999,139.970001,1295000,137.410812
"639",140.009995,141.759995,138.919998,141.229996,1059300,138.647781
"640",141.449997,141.970001,139.410004,139.479996,1092700,136.929779
"641",140.169998,141.399994,139.699997,140.570007,1234100,137.999878
"642",140.759995,141,138.679993,140.669998,1166600,138.098007
"643",140.229996,143.539993,138.850006,143.289993,1278500,140.67012
"644",143.449997,143.479996,141.369995,141.869995,1042600,139.276062
"645",144.509995,146.039993,143.740005,145.059998,2639400,142.407745
"646",145,146.960007,144.059998,146.160004,2752700,143.487625
"647",131.289993,136.949997,128.320007,132.800003,6907300,130.371933
"648",132.449997,136.220001,132.199997,133.509995,3187400,131.068939
"649",133.190002,133.190002,128.529999,129.539993,1631800,127.171516
"650",129.169998,130,126.370003,127.139999,1608200,124.815392
"651",125.800003,126.160004,122.25,123.540001,1867600,121.281235
"652",124.370003,125.370003,121.839996,124.330002,1578400,122.056778
"653",123.260002,126.370003,122.010002,126.099998,1588600,123.794411
"654",126.169998,127.099998,125.050003,126.620003,1722300,124.304916
"655",127.730003,128.470001,126.410004,127.5,1358300,125.168831
"656",126.559998,127.010002,124.540001,125.800003,1748400,123.499908
"657",125.150002,129.25,125.150002,127.900002,1206300,125.561501
"658",125.849998,126.489998,122.540001,123.269997,2222600,121.016151
"659",123.290001,124.309998,122.43,123.269997,1643100,121.016151
"660",124.010002,125.690002,123.089996,123.93,1447800,121.664093
"661",125.849998,125.93,122.43,124.610001,1084800,122.33165
"662",124.349998,124.589996,122.440002,123.190002,1823700,120.937622
"663",123.57,124.190002,122.830002,123.580002,1336500,121.320496
"664",124.010002,124.169998,122.190002,122.239998,1276300,120.004982
"665",122.290001,123.309998,119.089996,119.779999,1394600,117.589966
"666",120.709999,120.839996,119.470001,120.410004,999100,118.208443
"667",120.870003,121.620003,117.400002,117.400002,1194800,115.253487
"668",117,119.57,116.629997,119.050003,973000,116.873322
"669",120.190002,121.220001,119.550003,120.75,1089700,118.542236
"670",121.300003,121.559998,119.959999,120.199997,827400,118.394485
"671",119,120.599998,118.360001,119.959999,1946700,118.158089
"672",121.360001,122.550003,120.459999,121.309998,1233600,119.487816
"673",122.080002,124.349998,121.599998,124.25,1872000,122.383659
"674",126.120003,126.760002,124.269997,126.099998,1495800,124.205864
"675",126.260002,128.350006,125.300003,127.510002,1342600,125.594688
"676",127.339996,130.279999,127.050003,130.100006,2101300,128.145782
"677",129.610001,131.309998,129,131.270004,1793700,129.298218
"678",131.949997,132.490005,128.619995,128.690002,1135000,126.756973
"679",129.5,131.25,128.779999,129.070007,1005000,127.131271
"680",128.649994,129.559998,128.119995,128.949997,992100,127.013054
"681",128.429993,128.429993,124.879997,124.989998,1586300,123.112534
"682",124.330002,125.870003,123.379997,125.529999,1798800,123.644432
"683",126.040001,128.130005,125.599998,126.82,1233900,124.915062
"684",127.389999,127.589996,124.089996,124.279999,2265100,122.4132
"685",123.900002,124.900002,122.169998,123.440002,1952900,121.585823
"686",124,124.190002,120.870003,121.290001,1840900,119.468117
"687",120.75,121.25,118.110001,119.099998,1440100,117.311005
"688",119.599998,119.989998,116.529999,118.129997,1938700,116.355576
"689",118.910004,120.839996,118.559998,118.959999,1401100,117.173111
"690",118.900002,121.660004,118.43,120.419998,2486800,118.611176
"691",120.730003,121.43,115.75,117.040001,1643200,115.28196
"692",116.059998,116.370003,114.129997,115.089996,1554000,113.361252
"693",114.82,116.290001,114.230003,115.949997,1194300,114.208336
"694",116.449997,117.940002,116.110001,117.620003,1189400,115.853241
"695",117.209999,119.07,117.18,118.18,1725800,116.404839
"696",117.400002,117.690002,116.190002,116.639999,1264900,114.887962
"697",117.699997,118.290001,117.449997,117.550003,1194200,115.784294
"698",118.150002,119.660004,117.639999,118.559998,930800,116.779121
"699",119.529999,122.309998,119.470001,120.43,1149700,118.621033
"700",120.010002,120.370003,119.040001,119.43,584200,117.636047
"701",120.629997,122.629997,120.120003,121.510002,1045900,119.684814
"702",121.690002,121.949997,120.93,121.43,1077200,119.60601
"703",122.220001,123.029999,121.639999,122.800003,806000,120.955444
"704",122.739998,124.019997,122.18,123.639999,1206500,121.782806
"705",123.650002,125.059998,123.209999,123.610001,842500,121.753258
"706",124.139999,126.07,123.239998,125.230003,1013200,123.348946
"707",125.160004,126.709999,124.940002,125.25,921800,123.368637
"708",125.870003,125.919998,124.209999,125,877400,123.122398
"709",123.75,127.029999,122.779999,126.269997,1228700,124.373306
"710",126.300003,127.779999,126.269997,126.870003,1501100,124.96431
"711",133.889999,136.059998,130,134.990005,3158600,132.962341
"712",134.419998,135.130005,132.75,134.770004,1501100,132.745636
"713",134.580002,134.880005,131.990005,133.539993,2405900,131.534103
"714",134.610001,136.339996,133.610001,133.649994,1483900,131.642456
"715",133.850006,136.339996,133.229996,136.220001,2345100,134.173859
"716",136.669998,137.940002,134.309998,134.339996,1194500,132.322098
"717",134.820007,135.229996,133.410004,134.869995,1016900,132.844116
"718",135.850006,137,135.580002,136.210007,1840100,134.164001
"719",136,137.729996,135.75,136.839996,879600,134.784546
"720",135.759995,136.240005,134.539993,135.330002,886700,133.297241
"721",135.539993,136.210007,134.630005,135.139999,962400,133.110062
"722",134.229996,135.259995,133.869995,134.389999,1033400,132.371338
"723",134.580002,135.860001,134.179993,134.490005,1038100,132.469849
"724",133.470001,140.039993,133.100006,138.050003,3044000,135.976364
"725",137.880005,138.669998,136.229996,136.779999,1455900,134.725449
"726",137.119995,138.839996,136.240005,138.809998,2353800,136.724945
"727",138.690002,140.279999,137.740005,139.759995,2356000,137.660645
"728",139.570007,140.160004,138.279999,139.289993,1367800,137.197754
"729",140.229996,140.360001,138.639999,139.199997,1210900,137.109085
"730",139.919998,141.889999,138.899994,141.539993,1515300,139.41394
"731",141.389999,141.389999,138.869995,138.899994,1369100,136.813599
"732",139.690002,141.279999,139.179993,139.929993,1033200,137.828125
"733",138.860001,139.820007,138.080002,138.660004,619400,136.968735
"734",139.020004,140.160004,138.389999,138.490005,951800,136.800812
"735",137.009995,138.770004,136.399994,138.169998,1407200,136.484711
"736",138.919998,141.380005,138.630005,140.610001,1395400,138.894943
"737",141.309998,141.369995,139.289993,140.679993,954900,138.964111
"738",144,144.789993,143.210007,144.610001,1749100,142.846161
"739",144,144.179993,142.440002,142.839996,2669900,141.097748
"740",143.050003,143.380005,141.970001,142.440002,1156600,140.702652
"741",142.160004,143.720001,142.119995,142.529999,1418100,140.79155
"742",142.919998,144.429993,142.380005,143.580002,1117900,141.828735
"743",143.179993,144.009995,141.690002,142.860001,822400,141.117508
"744",143.910004,144.539993,142.820007,143.669998,2277800,141.917633
"745",143.949997,143.960007,143.139999,143.429993,1720200,141.680542
"746",143.619995,144.259995,143.339996,144.080002,1318100,142.322632
"747",144.479996,146.5,144.350006,145.389999,1882300,143.616653
"748",148.25,150.169998,147.080002,147.529999,2864700,145.730545
"749",147.039993,149.139999,146.979996,148.759995,1309100,146.945557
"750",148.559998,148.699997,147,147.979996,455000,146.175064
"751",147.910004,149.039993,147.210007,148.270004,679900,146.461533
"752",148.309998,149.360001,147.970001,149.259995,678000,147.439468
"753",149.350006,149.539993,147.309998,147.550003,754800,145.75032
"754",147.399994,148.100006,147.309998,147.809998,811600,146.007141
"755",148.160004,148.649994,146.070007,147.490005,780100,145.691071
"756",145.279999,148.360001,144.800003,147.940002,1191700,146.135559
"757",146.770004,148.770004,146.199997,148.5,1059600,146.688721
"758",146.520004,148.789993,146.520004,148.300003,817600,146.49115
"759",148.860001,149.75,147.710007,149.279999,883200,147.459198
"760",149.410004,149.740005,147.369995,147.419998,953000,145.621872
"761",148.059998,148.570007,147.490005,148.139999,940500,146.333115
"762",148.449997,148.539993,146.740005,147.160004,1869400,145.365082
"763",146.559998,148.380005,146.449997,147.910004,1182100,146.105911
"764",148.130005,148.729996,146.960007,147.25,1168300,145.453979
"765",147.899994,148.589996,146.869995,147.770004,1007500,145.967621
"766",148.279999,148.860001,147.570007,148.399994,1685400,146.589935
"767",147.740005,148.289993,146.889999,147.240005,1501100,145.444092
"768",148.029999,148.380005,146.589996,147.139999,1443900,145.345322
"769",147.139999,147.300003,145.550003,146.690002,1084000,144.900787
"770",147.050003,147.339996,142.429993,143.449997,1161200,141.700302
"771",141.5,142.679993,140.789993,141.600006,1696300,139.87291
"772",147.5,148,144.169998,145.5,2380000,143.725311
"773",145.839996,147.220001,144.660004,145.240005,2031300,143.468506
"774",144.839996,145.25,140.809998,143.449997,2193800,141.700302
"775",142.169998,143.199997,137.990005,138.800003,3039700,137.10704
"776",139.729996,142.259995,139.100006,141.800003,2073600,140.07045
"777",143.179993,145.160004,142.910004,144.369995,1504100,142.60907
"778",144.919998,151.25,144.860001,151.039993,2331800,149.197754
"779",151.639999,151.929993,148.710007,149.259995,1269900,147.439468
"780",148.5,149.070007,144.279999,145.929993,2395800,144.150055
"781",145.729996,146.75,145.259995,146.679993,1260400,144.890915
"782",147,149.639999,146.759995,149.559998,1232400,147.735794
"783",150.119995,151.910004,149.5,150.559998,1776900,148.723572
"784",149.960007,151.970001,149.330002,150.880005,1544800,149.039703
"785",150.839996,150.990005,147.910004,149.570007,1822100,147.745682
"786",149.009995,149.539993,146.809998,148.229996,1401700,146.422028
"787",148.229996,150.220001,148.050003,150.080002,1131900,148.249435
"788",149.690002,149.690002,147,148.110001,801200,146.303482
"789",147.210007,149.149994,146.800003,148,800600,146.194809
"790",141.770004,143.25,139.470001,140.020004,1515900,138.312164
"791",140.770004,140.929993,132.139999,133,2268400,131.377777
"792",134.490005,136.270004,128.199997,128.369995,2715300,126.804245
"793",126.75,133.880005,125.160004,127.360001,3293100,125.806564
"794",123,127.529999,122.949997,127.010002,4689100,125.885864
"795",127.07,135.550003,125.010002,135.050003,3978900,133.854706
"796",134.820007,138.699997,126.839996,128.770004,3250600,127.630287
"797",135.5,140,133.690002,135.229996,3194200,134.033112
"798",131.360001,132.639999,124.980003,127.830002,3389800,126.698608
"799",123.57,127.43,122.25,127.199997,2732900,126.074173
"800",119.419998,121.339996,110.510002,116.739998,3248400,115.706757
"801",120.830002,122.260002,113.379997,120.870003,3247100,119.800201
"802",117.540001,118.589996,110.639999,112.589996,4054800,111.593475
"803",103.989998,109.019997,101.010002,101.510002,4602200,100.611549
"804",107.129997,108.519997,101.07,104.279999,6110000,103.35704
"805",93,96.550003,83.870003,84.449997,5711600,83.702553
"806",86.330002,87.400002,76.300003,77.459999,7008100,76.774414
"807",73.019997,74.209999,58.380001,68.129997,6345800,67.526993
"808",67,88,66.790001,83.5,5333900,82.760956
"809",85.199997,88.449997,75.019997,78.5,5947500,77.805214
"810",80.910004,85.559998,75.339996,78.760002,5829200,78.06292
"811",86.309998,92.059998,82.949997,86.75,4505300,85.982193
"812",87.260002,95.879997,85.419998,92.599998,5038000,91.780418
"813",95.089996,103.739998,90.18,94.440002,4787300,93.604134
"814",90.400002,92.25,86,87.330002,3708200,86.55706
"815",88.980003,92.410004,86.019997,90.959999,3361900,90.15493
"816",89.610001,91.839996,87.599998,89.849998,2929400,89.054749
"817",83.919998,86.389999,82.019997,83.730003,3224500,82.988922
"818",82.620003,88.839996,81.75,83.900002,2180800,83.15741
"819",83.32,84.349998,79.739998,81.830002,2080800,81.105736
"820",86.550003,94.190002,85.040001,93.580002,3918600,92.75174
"821",99.510002,102.610001,97.82,98.610001,4568000,97.737228
"822",100,110.830002,99.239998,108.059998,4130300,107.103577
"823",108.730003,112.18,105.629997,108.059998,3551600,107.103577
"824",107.160004,107.980003,101.660004,103.610001,2817100,102.69297
"825",105.300003,112.720001,105.220001,112.540001,3677100,111.543938
"826",106.5,111.349998,106.5,109.480003,2513200,108.511017
"827",109.529999,110.75,106.620003,108.32,2592500,107.361275
"828",112.800003,116.080002,111.220001,115.660004,2362100,114.636322
"829",112.589996,114.919998,108.690002,110.43,2835200,109.452606
"830",103.809998,114.290001,100.559998,105.470001,4039600,104.536507
"831",108.330002,108.910004,104.339996,104.519997,3110800,103.594902
"832",105.5,109.5,104.610001,104.739998,2897000,103.812965
"833",106.010002,108.610001,104.279999,107.830002,2366100,106.875626
"834",108.860001,111.910004,108.68,110.889999,2328700,109.908531
"835",111.660004,113.739998,108.889999,109.260002,2354100,108.292961
"836",112.589996,115.970001,111.410004,113.330002,2838200,112.326942
"837",111.860001,112.300003,109.059998,109.879997,2205400,108.907471
"838",107.379997,108.620003,103.699997,104.860001,1850700,103.9319
"839",103.279999,104.32,101.459999,103.610001,2459700,102.69297
"840",105.599998,108.489998,104.919998,106.459999,2144600,105.517746
"841",106.919998,106.919998,99.050003,99.480003,2694500,98.599525
"842",101.040001,104.82,100.379997,102.540001,1830200,101.632431
"843",104.5,108.120003,104.080002,107.919998,1694500,106.964821
"844",105.790001,106.599998,103.050003,104.139999,2764200,103.218277
"845",104.900002,104.970001,99.440002,99.550003,2822500,98.668907
"846",100.120003,101.279999,98.349998,100.309998,4652700,99.42218
"847",98.669998,99.419998,95.860001,99.169998,3935800,98.292259
"848",98.410004,100.110001,97.110001,98.739998,4201400,97.866066
"849",102.519997,108.330002,102.400002,105.599998,5842900,104.665359
"850",104.379997,106.510002,102.650002,103.860001,4048300,102.940758
"851",105.860001,107.220001,104.290001,106.419998,4987800,105.478096
"852",105.870003,108.440002,105.650002,108.050003,3738000,107.093658
"853",108.489998,108.790001,105.5,106.690002,2122500,105.745712
"854",110.949997,113.610001,108.980003,109.07,2118200,108.104645
"855",111,113.959999,110.25,113.660004,2074800,112.654022
"856",115,115.5,109.419998,109.769997,1724100,108.798439
"857",109.209999,109.910004,104.519997,106.900002,3055400,105.953835
"858",106.839996,110.440002,106.550003,108.830002,1339100,107.866776
"859",109.57,109.919998,107.830002,109.019997,1185800,108.055092
"860",109.75,113.209999,107.809998,107.940002,2788500,106.984642
"861",107.550003,108.610001,105.370003,106.959999,2191400,106.013321
"862",112.510002,117.510002,111.220001,115.559998,3081700,114.537201
"863",117.5,118.699997,116.389999,118.040001,1839000,116.995262
"864",115.93,116.889999,112.199997,116,2589600,114.973312
"865",115.269997,116.190002,108.709999,110.089996,3296400,109.115616
"866",105,106.959999,100.790001,101.110001,4087900,100.215096
"867",104.839996,106.660004,98.5,100.550003,3666500,99.660057
"868",97.790001,104.339996,97.080002,103.540001,1950000,102.623581
"869",109.089996,109.349998,103.120003,104.260002,2368500,103.337219
"870",104.589996,105.339996,98.550003,99.099998,2494200,98.222878
"871",98.18,101.699997,96.730003,100.099998,2789900,99.214027
"872",101.910004,103.349998,97.43,97.529999,2713100,96.666786
"873",97.349998,99.120003,97.010002,98.32,5367700,97.449791
"874",100.650002,101.480003,97.120003,99.080002,2175000,98.203056
"875",97.43,97.870003,93.040001,93.730003,3410000,92.900421
"876",93.040001,94.82,91.209999,93.349998,4443400,92.523781
"877",93.300003,94.589996,91.440002,92.480003,2428800,91.661484
"878",93.650002,96.220001,92.129997,96.199997,2540700,95.348557
"879",96.199997,97.629997,93.760002,97.059998,1841200,96.200935
"880",96.709999,100.25,96.010002,98.080002,2240100,97.211914
"881",100.199997,102.18,97.730003,97.970001,1546000,97.102882
"882",99.690002,100.059998,97.309998,99.209999,1361500,98.331909
"883",98.089996,99.110001,96.160004,96.239998,1280500,95.388199
"884",96.220001,96.220001,93.349998,95.629997,1600800,94.783592
"885",95.760002,95.980003,92.059998,94.339996,2934100,93.505005
"886",93.830002,97.019997,93.25,96.720001,1693900,95.863945
"887",95,99.709999,95,96.830002,2607800,95.972977
"888",96.550003,99.129997,95.730003,98.959999,1826400,98.084129
"889",101.720001,106.419998,101.199997,105.650002,3859000,104.714905
