"","NTAP.Open","NTAP.High","NTAP.Low","NTAP.Close","NTAP.Volume","NTAP.Adjusted"
"98",40.18,40.220001,39.279999,39.490002,3257700,34.928074
"99",39.740002,39.869999,39.060001,39.560001,6890900,34.98999
"100",39.959999,41.290001,39.459999,40.959999,6446000,36.22826
"101",41.189999,41.189999,40.099998,40.240002,3637600,35.591431
"102",40.119999,40.82,40.09,40.470001,3005300,35.794872
"103",40.490002,40.880001,40.16,40.490002,3417600,35.812557
"104",39.849998,40.25,39.540001,39.610001,4178100,35.034214
"105",39.509998,39.75,39.240002,39.41,3236300,34.857311
"106",39.189999,39.700001,38.950001,38.98,2651900,34.476986
"107",38.700001,39.23,38.669998,38.700001,2533200,34.229343
"108",38.860001,39.57,38.709999,39.27,2479900,34.733494
"109",39.209999,40.119999,39.09,40.009998,3582000,35.388
"110",39.869999,40.400002,39.130001,39.52,3003800,34.954605
"111",39.139999,39.66,38.650002,38.860001,4255000,34.370857
"112",38.950001,39.369999,38.700001,38.950001,2887500,34.450459
"113",38.939999,39.009998,37.779999,38.099998,2916900,33.698658
"114",37.720001,38.099998,37.43,37.970001,2231200,33.58366
"115",37.939999,38.110001,37.779999,37.98,2744000,33.592514
"116",38.169998,38.490002,38.040001,38.419998,2612600,33.981674
"117",38.27,38.650002,38.25,38.259998,2249900,33.840168
"118",38.360001,38.860001,38.349998,38.610001,2470600,34.149734
"119",38.59,39.360001,38.580002,39.110001,3109200,34.591972
"120",39.130001,40.07,39.009998,39.869999,8417800,35.264175
"121",39.869999,40.52,39.869999,40.290001,3334600,35.635662
"122",40.139999,40.349998,39.619999,39.630001,2779800,35.05191
"123",39.799999,40.59,39.599998,40.41,2659500,35.741798
"124",40.279999,40.380001,39.549999,40.099998,3244200,35.467609
"125",40.18,40.380001,39.73,40.049999,3952000,35.423382
"126",40.439999,40.5,39.529999,39.57,1568800,34.998837
"127",39.549999,40.25,39.48,39.66,2572200,35.25663
"128",39.330002,39.389999,38.200001,38.299999,2587000,34.047634
"129",38.439999,38.830002,38.32,38.639999,1918200,34.34988
"130",38.5,38.91,38.349998,38.57,2294600,34.287655
"131",38.549999,39.110001,38.509998,39.07,2240200,34.732136
"132",39.450001,40.189999,39.169998,40.169998,2622100,35.710018
"133",40.169998,41.5,40.040001,41.380001,4018200,36.78566
"134",42.040001,43.900002,42,43.639999,8559200,38.794735
"135",43.200001,43.759998,43,43.619999,5416500,38.776958
"136",43.25,43.880001,43.18,43.77,3116700,38.910313
"137",43.880001,44.529999,43.830002,44.16,3700600,39.257008
"138",44.18,44.689999,44.09,44.599998,3926200,39.648151
"139",44.560001,45.240002,44.18,44.759998,4566600,39.790386
"140",44.400002,45.23,44.400002,44.860001,3104300,39.879292
"141",44.580002,44.939999,44.209999,44.759998,3700900,39.790386
"142",44.869999,44.869999,44.029999,44.360001,3385300,39.434799
"143",44.32,44.970001,43.650002,44.009998,4254800,39.123665
"144",43.66,43.860001,43.09,43.490002,2693000,38.6614
"145",43.669998,43.82,43.110001,43.419998,2468000,38.599182
"146",43.720001,43.830002,43.16,43.549999,2709300,38.714737
"147",43.650002,43.790001,43.040001,43.41,1539200,38.590286
"148",43.34,43.34,42.740002,42.91,2420800,38.145798
"149",43.07,43.110001,42.610001,42.740002,1937400,37.994671
"150",42.830002,42.880001,42.439999,42.740002,1707800,37.994671
"151",42.66,43.16,42.52,42.68,2016200,37.941334
"152",42.490002,42.610001,42.18,42.240002,1685700,37.550175
"153",42.009998,42.23,41.23,41.279999,2169300,36.696766
"154",41.439999,41.849998,41.23,41.490002,1456600,36.883453
"155",42.369999,42.529999,41.75,42.029999,3809600,37.363499
"156",42.959999,43.049999,41.970001,41.970001,3827000,37.310165
"157",42,42.549999,42,42.41,4148900,37.701309
"158",40.369999,41.490002,39.48,39.560001,11785300,35.16774
"159",39.619999,39.869999,39.259998,39.349998,4957300,34.981056
"160",39.759998,39.869999,38.509998,38.950001,4478400,34.625465
"161",39.169998,39.209999,38.59,38.700001,3859400,34.403225
"162",38.490002,38.950001,38.349998,38.669998,2646400,34.376549
"163",38.759998,38.93,38.509998,38.810001,2212400,34.501019
"164",38.970001,38.990002,38.52,38.540001,1987300,34.260979
"165",38.73,38.810001,38.18,38.34,1464700,34.083195
"166",37.919998,38.32,37.889999,38.029999,1444500,33.807602
"167",37.98,38.259998,37.84,38.220001,1629400,33.976517
"168",38.459999,38.700001,38.07,38.66,2719900,34.367668
"169",38.82,38.900002,38.560001,38.650002,1786700,34.358776
"170",38.490002,38.740002,37.549999,37.98,2228400,33.763165
"171",38.09,38.970001,37.849998,38.849998,3794300,34.536564
"172",38.900002,38.900002,38.119999,38.689999,2609600,34.394337
"173",38.610001,38.84,38.380001,38.630001,2784800,34.341
"174",38.91,39.560001,38.799999,39.459999,2822400,35.078842
"175",39.619999,40.240002,39.16,39.93,4108800,35.496655
"176",39.82,40.540001,39.549999,40.27,3020600,35.798908
"177",40.169998,40.689999,39.950001,40.650002,2896100,36.136719
"178",40.720001,41.060001,40.330002,41.029999,3640500,36.474525
"179",41.040001,41.16,40.509998,40.630001,2771700,36.118942
"180",41.790001,42.32,41.299999,41.709999,5313300,37.079025
"181",41.720001,41.91,41.220001,41.700001,2997000,37.070137
"182",41.75,42.040001,41.639999,41.860001,2697200,37.212368
"183",41.77,42.599998,41.700001,42.549999,1836800,37.825768
"184",42.169998,43.09,42.110001,42.700001,2517400,37.95911
"185",43,43.82,42.880001,43.759998,3274700,38.901421
"186",43.98,44.470001,43.560001,44.169998,2579300,39.2659
"187",43.950001,44.049999,43.52,43.84,2198300,38.972542
"188",43.700001,43.98,43.389999,43.759998,1881000,38.901421
"189",43.889999,44.099998,43.709999,44,4222800,39.114777
"190",44.07,44.52,43.75,44.389999,2906200,39.461472
"191",44.189999,44.540001,44.169998,44.459999,2875600,39.523705
"192",44.279999,44.57,44.169998,44.549999,3263500,39.782665
"193",44.34,44.630001,44.049999,44.43,1884900,39.675503
"194",44.419998,44.82,44.25,44.369999,2039700,39.621925
"195",44.360001,44.52,43.57,43.66,3931200,38.987911
"196",43.540001,43.939999,43.290001,43.509998,1678400,38.853962
"197",43.380001,43.59,42.990002,43.419998,3473600,38.773586
"198",43.650002,44.220001,43.619999,43.630001,1856400,38.961124
"199",43.830002,43.939999,43.650002,43.720001,1449500,39.041489
"200",43.290001,44.110001,43.290001,44.080002,1769200,39.362965
"201",44.32,44.639999,44.080002,44.619999,2624800,39.845181
"202",44.369999,44.509998,43.91,44.259998,2456400,39.523705
"203",44.57,45.029999,44.389999,44.560001,2559100,39.791592
"204",44.919998,45.139999,44.66,44.740002,2719700,39.952335
"205",44.700001,45.029999,44.650002,44.82,2506400,40.023777
"206",44.66,44.66,43.669998,43.709999,3448500,39.032562
"207",43.919998,44.68,43.82,44.419998,1834100,39.666584
"208",44.52,44.52,43.860001,44.009998,1870100,39.300446
"209",43.740002,43.950001,43.240002,43.52,2063100,38.862885
"210",43.709999,44.57,43.560001,44.419998,2485600,39.666584
"211",44.740002,44.900002,44.400002,44.529999,1940600,39.764809
"212",44.549999,44.610001,43.939999,44.25,2112200,39.514767
"213",44.389999,44.490002,43.91,44.240002,2057800,39.50584
"214",44.07,45.119999,44.02,45,2541300,40.184509
"215",45,45.07,44.41,44.650002,1940500,39.871964
"216",44.639999,45.5,44.48,45.330002,1567100,40.479198
"217",46.150002,47.200001,45.93,46.299999,3625800,41.345402
"218",46.189999,46.700001,46.099998,46.34,1649300,41.381123
"219",46.209999,46.619999,45.93,46,2328700,41.077499
"220",45.950001,46.139999,45.59,45.619999,2253800,40.738163
"221",45.450001,46.09,45.240002,45.82,4393500,40.916771
"222",51.41,53.889999,51.310001,53.110001,12874300,47.426655
"223",53.029999,54.720001,52.5,52.950001,5664500,47.283779
"224",52.5,54.810001,52.459999,54.73,4373500,48.873295
"225",54.549999,55.5,54.439999,55.080002,3462200,49.185841
"226",55,56.099998,54.689999,56.049999,2746800,50.052044
"227",56.099998,56.549999,56,56.41,1533600,50.373516
"228",56,56.32,55.209999,56.23,2918900,50.212776
"229",56.150002,56.91,56.080002,56.799999,2517500,50.721786
"230",56.669998,57.18,56.080002,56.23,2632400,50.212776
"231",56.790001,57.75,56.5,56.509998,4428800,50.462822
"232",55.59,56.509998,54.93,56.41,4081000,50.373516
"233",56.720001,58.110001,55.919998,55.93,4292200,49.944889
"234",55.970001,56.560001,55.619999,56.139999,2621900,50.132416
"235",56.139999,57.279999,55.919998,57.209999,3169500,51.087906
"236",57.209999,57.82,56.720001,57.529999,2905700,51.373665
"237",57.900002,58.630001,57.48,58.259998,3439200,52.025555
"238",58.09,58.990002,58,58.580002,2874000,52.311306
"239",58.669998,58.82,57.759998,57.799999,2647300,51.614773
"240",57.950001,58.32,57.709999,57.779999,2974200,51.596912
"241",57.889999,58.16,57.25,57.369999,2413300,51.230789
"242",57.290001,57.880001,57.259998,57.27,5077800,51.141495
"243",57.759998,58.130001,57.43,57.73,2138400,51.552265
"244",57.709999,58.130001,57.470001,57.91,3084200,51.713009
"245",58.419998,58.439999,56.880001,57.040001,1877400,50.9361
"246",57.09,57.169998,56.130001,56.209999,2359600,50.19492
"247",56.189999,56.490002,56.16,56.299999,1020800,50.275291
"248",56.200001,56.299999,55.639999,55.860001,981400,49.882378
"249",55.900002,56.189999,55.759998,56.150002,971400,50.141346
"250",56.25,56.450001,55.389999,55.799999,908000,49.828796
"251",55.799999,55.939999,55.259998,55.32,1294600,49.400166
"252",55.5,56.080002,55.41,55.57,1386100,49.623405
"253",55.560001,57.32,55.450001,57.07,2406900,50.962894
"254",56.91,58.07,56.860001,57.810001,2711300,51.805256
"255",57.990002,58.990002,57.66,58.849998,2347400,52.737228
"256",58.669998,59.740002,58.209999,59.650002,3280300,53.454136
"257",59.75,60.57,59.400002,59.669998,3062900,53.472054
"258",59.490002,60.66,59.080002,60.650002,2021500,54.350266
"259",60.740002,61.860001,60.23,61.810001,3558300,55.389771
"260",61.970001,62.799999,61.689999,62.77,2510400,56.250057
"261",62.939999,63.439999,61.709999,62.27,2769200,55.801994
"262",62.740002,63.970001,62.68,63.59,1807500,56.984882
"263",63.5,63.849998,62.779999,63.299999,3294100,56.72501
"264",63.349998,63.73,62.990002,63.09,3420800,56.536819
"265",63.009998,63.529999,62.779999,63.52,2796900,56.922157
"266",63.610001,63.93,63.060001,63.84,2419500,57.208916
"267",63.889999,64.059998,62.150002,62.93,2821500,56.393436
"268",63.560001,63.689999,62.419998,62.490002,1949600,55.999138
"269",62.959999,63.41,62.720001,63.34,3671600,56.760849
"270",63.259998,63.490002,62.68,62.799999,2266900,56.276939
"271",62.310001,62.700001,61.380001,62.310001,1984800,55.837841
"272",62.689999,63.220001,61.139999,61.5,2950300,55.111977
"273",61.369999,62.369999,61.139999,62.16,3995500,55.703411
"274",61.529999,62,60.169998,60.220001,1914300,53.964928
"275",59.48,60.16,56.75,56.810001,3943500,50.90913
"276",55.790001,58.43,53.860001,58.139999,3123400,52.100979
"277",57.68,58.720001,57.220001,57.630001,2395700,51.643951
"278",57.849998,57.889999,55.849998,55.849998,2259500,50.048836
"279",56.509998,56.849998,54.119999,56.169998,3585900,50.335602
"280",57.029999,58.34,56.630001,57.73,4354400,51.733566
"281",59.59,60.139999,58.450001,58.740002,3915000,52.638657
"282",58.310001,60.990002,58.25,60.639999,5811300,54.341301
"283",54.57,57.740002,52,57.669998,16677500,51.67979
"284",57.400002,59,56.360001,56.509998,5438700,50.640289
"285",56.080002,58.849998,55.73,58.080002,4146100,52.047203
"286",58.200001,59.880001,58.18,58.540001,3405000,52.459427
"287",58.630001,59.52,58.509998,58.59,3209000,52.504234
"288",59.119999,59.630001,58.150002,59.619999,3217000,53.427254
"289",60,60.630001,59.5,60.41,4061700,54.135193
"290",60.049999,60.990002,60.009998,60.400002,2708500,54.126228
"291",60.540001,61.549999,60.029999,60.549999,5440900,54.260647
"292",60.630001,61.57,59.91,60.599998,2532900,54.305454
"293",60.369999,60.900002,59.509998,60.759998,2648400,54.448826
"294",60.360001,62.619999,60.110001,62.189999,3504900,55.730305
"295",63.220001,64.43,62.91,63.799999,4874300,57.173069
"296",63.130001,63.75,62.860001,63.349998,2657100,56.76981
"297",63.619999,63.91,63.139999,63.880001,2092400,57.244762
"298",64.290001,65.32,63.880001,65.260002,2142500,58.481415
"299",65.360001,65.440002,64.519997,64.529999,2457600,57.827244
"300",64.529999,65.519997,64.5,64.830002,2571400,58.096085
"301",65.25,65.580002,64.470001,64.550003,2237600,57.845173
"302",64.660004,64.660004,63.369999,63.669998,2492200,57.056572
"303",63.630001,64.220001,63.389999,63.93,2631200,57.28957
"304",63.650002,63.889999,62.330002,62.84,3063500,56.312782
"305",63.09,63.82,62.830002,63.310001,2030400,56.733974
"306",63.400002,64.550003,62.950001,64.110001,2146100,57.450878
"307",63.310001,63.610001,61.700001,62.16,2951700,55.703411
"308",62.639999,62.810001,61.150002,61.150002,1953900,54.798325
"309",62.09,63.34,61.509998,63.299999,2224900,56.72501
"310",63.389999,63.889999,60.75,61.189999,2708900,54.834175
"311",61.16,61.599998,59.099998,59.470001,3253600,53.292828
"312",59.75,62.009998,59.75,61.689999,3690300,55.282238
"313",60.330002,60.849998,58.759998,59.16,2952600,53.01503
"314",59.360001,60.990002,59.23,60.630001,3587700,54.33234
"315",60.740002,62.310001,60.130001,62.110001,4104200,55.658611
"316",62.599998,64.339996,61.560001,62.900002,5509400,56.548649
"317",62.560001,64.989998,61.720001,63.110001,4650900,56.737446
"318",63.5,65.080002,63.32,63.580002,3237600,57.159981
"319",64.5,66.389999,64.470001,66.059998,3882500,59.389561
"320",65.410004,66.790001,65.129997,66.139999,2690600,59.461483
"321",67.050003,67.93,66.690002,67.57,1723000,60.747089
"322",68.480003,68.790001,66.970001,67.470001,2822200,60.657188
"323",68.150002,68.769997,67.57,68.269997,2042300,61.3764
"324",69.589996,69.75,68.809998,69.550003,2642100,62.527149
"325",69.370003,69.68,68.93,69.220001,1896600,62.230492
"326",68.860001,69.410004,68.239998,69.010002,1443500,62.041698
"327",69.029999,69.190002,68.309998,68.660004,1464000,61.727032
"328",68.940002,69.300003,68.169998,68.349998,1246800,61.44833
"329",68.730003,69.610001,67.209999,67.849998,2760800,60.998821
"330",67.690002,67.970001,66.440002,67.25,2047400,60.459412
"331",67.720001,68.419998,67.279999,67.459999,1975800,60.648197
"332",67.43,68.139999,66.209999,67.400002,1875400,60.594254
"333",67.730003,68.400002,66.559998,66.580002,2136000,59.857056
"334",66.339996,67.910004,66.339996,67.849998,2297700,60.998821
"335",68.120003,68.300003,66.889999,67.400002,3147000,60.594254
"336",67.010002,68.010002,66.510002,67.190002,2719800,60.40546
"337",66.879997,68.629997,66.669998,68.010002,2461700,61.142662
"338",68.379997,69.309998,67.989998,68.839996,1461800,61.88884
"339",68.830002,70.150002,68.230003,69.629997,3067800,62.599072
"340",70,71.419998,69.43,71.169998,2101100,63.983582
"341",71.389999,72.080002,71.120003,71.830002,1970000,64.576935
"342",72.25,72.809998,71.809998,72.269997,1689700,64.972504
"343",72.43,72.849998,70.519997,70.739998,3283200,63.596989
"344",70.290001,70.989998,70.040001,70.540001,2705400,63.417191
"345",70.449997,71.32,70.279999,70.68,2561800,63.543056
"346",70.5,70.889999,69.82,69.889999,2196800,62.832821
"347",69.809998,70.339996,69.089996,69.099998,2687200,62.122589
"348",69.610001,70.050003,68.379997,68.449997,5736600,61.538216
"349",68.400002,68.650002,66.360001,67.019997,6192200,60.252625
"350",66.949997,67.769997,66.279999,66.790001,6609000,60.045856
"351",64,68.199997,63.810001,68.080002,8726600,61.205593
"352",67.980003,68.400002,66.669998,67.150002,4127000,60.369499
"353",66.690002,67.849998,66.510002,66.959999,3324600,60.198685
"354",67.540001,69.290001,67.309998,68.230003,4375500,61.340454
"355",68.07,68.790001,67.349998,68.32,4612900,61.421356
"356",68.080002,69.889999,67.639999,69.709999,3140400,62.67099
"357",69.529999,71.440002,69.349998,71.269997,3636500,64.073479
"358",71.400002,72.93,71.269997,72.849998,3059100,65.493935
"359",73,75.010002,72.769997,74.910004,3844000,67.345932
"360",75,75.400002,73.080002,74,3723200,66.527809
"361",73.730003,74.690002,73.639999,74.349998,2073400,66.842476
"362",74.349998,75.660004,74.339996,75.589996,1672200,67.95726
"363",75.989998,76.68,75.32,76.169998,2224300,68.478699
"364",76.080002,76.559998,75.68,76.110001,3106400,68.424751
"365",76.360001,77.75,76.360001,77.5,2621600,69.674408
"366",77.589996,77.839996,76.75,77.699997,4302900,69.854202
"367",77.279999,78.470001,76.809998,78.190002,1754400,70.294724
"368",77.400002,77.989998,76.230003,77.889999,1883100,70.025024
"369",78.309998,78.709999,77.860001,78.160004,2246500,70.267761
"370",78.489998,79.150002,77.690002,77.75,2457400,69.899162
"371",78.339996,78.699997,76.839996,76.959999,4008000,69.188934
"372",76.370003,77.080002,75.339996,76.940002,3292800,69.170952
"373",77.309998,78.25,77.080002,77.93,2769700,70.060989
"374",78.32,79.059998,76.110001,76.339996,2640500,68.631523
"375",76.510002,77.610001,76.209999,77.309998,3485400,69.503578
"376",78.07,79.75,77.739998,78.529999,3296500,70.600395
"377",77.940002,79.57,77.559998,79.18,2108000,71.184761
"378",79.809998,79.900002,77.269997,77.290001,1911600,69.485619
"379",77.849998,77.989998,76.610001,77.779999,2929100,70.289902
"380",77.82,79.019997,77.330002,78.769997,1387000,71.184563
"381",79.300003,79.650002,78.339996,79.389999,2436300,71.744843
"382",79.779999,80.029999,78.449997,79.239998,2572500,71.609299
"383",78.75,80.029999,78.75,79.589996,2265200,71.925613
"384",80.309998,82.129997,80,81.849998,2853800,73.967957
"385",81.650002,82.870003,81.650002,82.699997,1470700,74.736115
"386",82.580002,83.110001,81.5,81.849998,2402900,73.967957
"387",81.459999,83.139999,81.25,82.43,2665700,74.492111
"388",82.410004,82.730003,81.389999,82.230003,2161200,74.311386
"389",82.260002,82.879997,81.980003,82.32,1963000,74.3927
"390",82.25,82.489998,81.589996,82.010002,1916700,74.112564
"391",82.019997,82.230003,81.110001,81.389999,2608200,73.552261
"392",81.489998,81.919998,78.529999,78.599998,3596000,71.030937
"393",78.360001,81.470001,78.360001,81.419998,2559400,73.579361
"394",81.169998,81.830002,80.089996,81.290001,1752400,73.461899
"395",81.480003,81.610001,78.519997,79.449997,2426800,71.799088
"396",79.730003,80.089996,77.260002,77.290001,2818800,69.847099
"397",77.559998,78.300003,76.519997,77.519997,3010400,70.054924
"398",77.43,78.989998,77.309998,78.550003,2497600,70.985748
"399",78.160004,80.690002,78,80.559998,2207100,72.80217
"400",80.589996,81.75,80.239998,81.68,2009000,73.814339
"401",81.339996,82.129997,80.93,81.919998,1654400,74.031227
"402",82.120003,82.870003,81.839996,81.989998,3246800,74.094482
"403",81.989998,83.599998,81.639999,82.970001,2117000,74.980125
"404",82.120003,83.309998,82.120003,82.589996,2253300,74.636696
"405",82.230003,83.330002,81.790001,81.949997,1844000,74.058327
"406",82.309998,82.730003,80.199997,80.32,4295200,72.585297
"407",80.629997,83.029999,80.629997,82.760002,2889100,74.790337
"408",82.199997,82.980003,81.190002,82.470001,3549500,74.528259
"409",79.489998,82.5,78.400002,79.510002,7179600,71.853294
"410",79.949997,81.470001,78.93,81.160004,2653100,73.344429
"411",81.660004,82.580002,81.169998,82.370003,2479200,74.437889
"412",82.699997,83.370003,81.269997,81.900002,2749700,74.013161
"413",81.529999,82.779999,81.349998,82.720001,1708200,74.754173
"414",82.440002,83.949997,82.360001,83.160004,1887700,75.151833
"415",83.480003,84.290001,83.379997,84.239998,1449100,76.1278
"416",84.970001,85.610001,84.610001,84.970001,1443700,76.787521
"417",85.330002,85.970001,84.5,85.940002,1813700,77.664116
"418",86.110001,86.870003,85.910004,86.25,1419900,77.944252
"419",86.019997,87.440002,85.989998,86.82,2017900,78.459373
"420",86.589996,87.379997,86.5,86.809998,3354500,78.450317
"421",86.889999,88.07,86.160004,87.919998,2595700,79.45343
"422",87.889999,88.080002,83.150002,83.32,4344400,75.296417
"423",83.849998,84.669998,83.209999,83.410004,2955000,75.377731
"424",82.870003,84.169998,81.580002,83.110001,2573100,75.106636
"425",83.169998,83.849998,82.440002,83.559998,2255800,75.513306
"426",83.779999,85.150002,83.25,85.120003,2471600,76.923058
"427",85.190002,85.440002,83.559998,85.190002,2336500,76.986328
"428",85.779999,86.43,85.32,85.5,1739400,77.266479
"429",86.029999,86.290001,84.790001,85.769997,2273900,77.510475
"430",85.529999,85.82,83.339996,83.440002,2288200,75.404854
"431",83.389999,85.589996,83.389999,85.309998,1806300,77.09478
"432",85.360001,85.389999,83.529999,83.989998,1509600,75.901894
"433",84.389999,85.660004,83.610001,85.360001,2298800,77.139961
"434",86.029999,87.150002,85.550003,86.849998,4939500,78.486473
"435",86.230003,87.650002,86.07,86.400002,2391500,78.079811
"436",86.370003,87,85.989998,86.190002,1528000,77.890038
"437",86.169998,86.779999,85.559998,86.110001,1549300,77.817726
"438",86.489998,86.980003,85.470001,85.650002,1390000,77.402023
"439",85.449997,86.370003,84.169998,85.889999,1678500,77.618919
"440",86.239998,86.800003,85.959999,86.150002,1830100,77.853889
"441",86.029999,86.309998,85.309998,85.669998,1504700,77.420097
"442",85.860001,86.489998,84.669998,85.769997,1890500,77.510475
"443",84.919998,85.440002,83.419998,83.910004,2003300,76.184891
"444",83.800003,84.529999,81.68,82.32,2076300,74.741272
"445",81.75,82.379997,79.099998,80.089996,2648900,72.716568
"446",79.769997,80.940002,79.269997,79.730003,2584500,72.389717
"447",79.32,79.389999,75.360001,75.639999,3760300,68.676254
"448",75.139999,76.809998,73.639999,73.959999,3649600,67.150932
"449",75.889999,77.260002,75.419998,76.919998,2642200,69.838417
