"","EXR.Open","EXR.High","EXR.Low","EXR.Close","EXR.Volume","EXR.Adjusted"
"40",78.940002,80.07,78.449997,79.82,644600,67.628128
"41",79.599998,80.360001,79.050003,79.419998,546100,67.2892
"42",78.949997,79.290001,78.230003,79.080002,652600,67.001144
"43",78.68,79.650002,78.230003,79.459999,856300,67.32309
"44",79.239998,79.480003,78.650002,78.989998,1026600,66.924881
"45",78.82,79.400002,78.150002,78.620003,1051900,66.611404
"46",78.699997,78.980003,76.199997,76.230003,1169900,64.586472
"47",76.230003,77.129997,74.57,74.739998,1308000,63.324039
"48",74.07,74.559998,72.93,73.25,1706900,62.716167
"49",73.300003,74.150002,72.860001,74.129997,1177700,63.469608
"50",74.199997,75.860001,73.739998,75.5,986700,64.642578
"51",75.510002,75.919998,74.629997,74.68,758200,63.94051
"52",74.919998,75.919998,74.589996,75.360001,1020700,64.522728
"53",75.449997,75.690002,74.849998,75.370003,585300,64.531288
"54",75.57,75.980003,74.910004,75.309998,829800,64.479927
"55",75.709999,75.75,74.540001,75.470001,809500,64.61689
"56",75.529999,76.199997,75.019997,75.5,1040200,64.642578
"57",75.790001,75.900002,74.800003,75.040001,573200,64.248741
"58",75.230003,75.279999,74.050003,74.459999,707400,63.752155
"59",74.57,74.809998,73.650002,74.760002,575200,64.008995
"60",74.540001,74.540001,73.410004,74.059998,826500,63.409657
"61",73.690002,74.07,72.879997,74,581000,63.358295
"62",73.760002,74.800003,73.699997,74.389999,1176000,63.692196
"63",75.010002,76.029999,74.550003,75.540001,1379400,64.676819
"64",75.449997,76.650002,75.290001,76.139999,1109800,65.190536
"65",76.150002,77.470001,75.989998,77.379997,997600,66.252213
"66",77.339996,78,76.940002,77.690002,686200,66.517662
"67",77.739998,78.139999,77.330002,78.07,834100,66.843002
"68",78.080002,78.839996,77.739998,78.779999,768600,67.450882
"69",78.779999,79.489998,78.510002,78.68,565800,67.36528
"70",78.389999,78.709999,77.519997,77.93,1377500,66.723129
"71",78.040001,78.239998,77.510002,78.099998,824700,66.868683
"72",78.470001,80.449997,78.349998,80.43,1129000,68.863625
"73",80,81.029999,79.980003,80.800003,586400,69.180397
"74",80.870003,81.209999,80.290001,80.470001,455000,68.897858
"75",80.690002,80.690002,80.059998,80.620003,876000,69.026291
"76",80.550003,81.190002,80.239998,80.470001,1142600,68.897858
"77",80.519997,81,78.419998,78.940002,1912700,67.587883
"78",79.129997,79.440002,78.220001,78.580002,1201300,67.279663
"79",78.650002,79.190002,78.129997,78.970001,1229600,67.613564
"80",78.970001,79.75,75.739998,76.050003,1379800,65.113495
"81",75.639999,76.089996,74.510002,75.529999,1343500,64.668274
"82",75.720001,75.839996,74.82,75.43,1096200,64.582649
"83",75.489998,75.610001,73.260002,73.540001,1692700,62.964455
"84",73.800003,74.019997,72.559998,72.830002,994500,62.356541
"85",72.699997,73.400002,71.440002,73.309998,957300,62.767513
"86",73.410004,74,72.989998,73.389999,644400,62.836018
"87",73.629997,73.690002,72.650002,73.209999,627500,62.681896
"88",73.199997,73.709999,72.660004,73.139999,790600,62.621964
"89",73.160004,74.160004,72.970001,73.150002,661800,62.630527
"90",73,73.07,72.440002,72.510002,1941600,62.082569
"91",72.690002,72.800003,72.269997,72.419998,1136300,62.005497
"92",72.419998,73.709999,72.25,73.25,1222600,62.716167
"93",73.290001,73.290001,71.339996,71.790001,1716100,61.466106
"94",71.800003,75.400002,71.75,75.269997,2188700,64.445648
"95",75.230003,79.139999,74.709999,75.900002,1512300,64.985062
"96",76.059998,77.010002,75.410004,76.489998,2359300,65.490234
"97",76.989998,77.75,76.589996,77.540001,1671700,66.389221
"98",77.540001,78.18,77.290001,77.879997,998200,66.680321
"99",77.919998,78.779999,77.910004,78.690002,953600,67.37384
"100",78.889999,79.900002,78.489998,79.040001,1914100,67.673515
"101",78.849998,79.139999,77.339996,78,868400,66.783058
"102",77.980003,78.419998,77.120003,77.169998,875900,66.072433
"103",77.050003,77.68,77.050003,77.470001,1554000,66.329269
"104",77.360001,77.400002,74.82,75.769997,1460700,64.873749
"105",76.110001,76.900002,75.730003,76.459999,1285600,65.464531
"106",76.220001,76.379997,74.959999,75.68,489600,64.796692
"107",75.870003,75.989998,74.400002,74.480003,613600,63.769272
"108",74.480003,75.839996,74.279999,75.830002,735800,64.925125
"109",75.830002,75.870003,74.239998,75.169998,657400,64.360008
"110",74.849998,75.309998,74.370003,74.519997,692800,63.803513
"111",74.269997,75.470001,74.269997,75.449997,973000,64.599762
"112",74.599998,75.239998,74.300003,75.199997,734700,65.058289
"113",75.870003,76.050003,74.620003,75.400002,869900,65.231331
"114",75.400002,77.019997,75.400002,76.790001,655600,66.433853
"115",76.910004,78.57,76.370003,78.5,1533800,67.913239
"116",78.290001,78.669998,77.269997,77.919998,1102400,67.411453
"117",77.940002,78.599998,77.059998,78.290001,713900,67.731567
"118",78.379997,78.68,77.830002,78.089996,774200,67.558533
"119",77.879997,77.879997,76.82,77.309998,614600,66.883728
"120",77.459999,79.209999,77.099998,78.75,1117100,68.129524
"121",78.989998,79.379997,78.279999,78.760002,498900,68.138191
"122",78.400002,79.019997,78.230003,78.309998,700800,67.748878
"123",78.5,78.769997,77.949997,77.949997,971200,67.437408
"124",77.18,78.120003,76.940002,77.529999,796800,67.074059
"125",77.650002,78.529999,77.129997,78,995700,67.480667
"126",78.629997,79.370003,77.610001,78.489998,745500,67.904594
"127",78.410004,78.519997,77,77.389999,922500,66.95295
"128",77.239998,77.339996,75.809998,75.910004,1197900,65.672531
"129",76.099998,77.07,75.739998,76.529999,712100,66.208931
"130",76.540001,76.779999,74.730003,74.760002,1161700,64.677628
"131",75.010002,75.010002,73.699997,74.129997,1037200,64.132607
"132",74.650002,75.830002,74.650002,75.43,828700,65.257278
"133",75.489998,76.150002,75.339996,75.57,792100,65.378395
"134",76.120003,76.769997,76.080002,76.68,864400,66.338715
"135",76.620003,77.769997,76.599998,77.400002,1361100,66.961601
"136",77.32,77.830002,76.550003,77.480003,1289700,67.030807
"137",77.540001,78.940002,77.25,78.790001,1896900,68.164139
"138",78.25,78.879997,77.550003,78.230003,1042300,67.679665
"139",78.120003,79.07,78.110001,78.970001,668700,68.319847
"140",79,79.160004,78.150002,78.639999,883400,68.03437
"141",78.599998,79.519997,78.150002,79.480003,1281200,68.76107
"142",79.599998,81.059998,79.389999,80.300003,1562000,69.470482
"143",79,79,75.779999,76.5,2452300,66.182983
"144",76.5,77.970001,76.400002,77.919998,1621000,67.411453
"145",77.910004,80.059998,77.339996,79.5,3215800,68.778381
"146",79.699997,80.07,78.349998,79.290001,1278000,68.596718
"147",80.449997,82.529999,78.900002,79.260002,2381800,68.57077
"148",78.839996,79.080002,76.330002,77.220001,1888800,66.80587
"149",77.160004,77.959999,77.010002,77.75,890800,67.264397
"150",77.790001,78.620003,77.32,77.870003,1103700,67.36821
"151",77.650002,78.279999,76.739998,77,935000,66.615532
"152",77.099998,77.139999,76.449997,76.589996,1070100,66.260826
"153",76.459999,76.610001,75.870003,76.230003,1084600,65.949387
"154",76.389999,76.459999,75.57,76.309998,993400,66.0186
"155",76.529999,77.099998,76.279999,76.870003,673600,66.503075
"156",76.760002,76.970001,76.220001,76.599998,1176400,66.269478
"157",76.919998,77.269997,75.599998,75.870003,1461200,65.637947
"158",75.989998,76.860001,75.720001,76.190002,878000,65.914772
"159",76.089996,76.239998,74.720001,74.739998,858800,64.660324
"160",74.75,75.620003,74.440002,75.519997,880900,65.335144
"161",75.709999,75.989998,75.150002,75.82,435300,65.594666
"162",75.769997,77.82,75.709999,77.660004,678400,67.186539
"163",77.730003,78.349998,77.349998,77.529999,877300,67.074059
"164",77.870003,77.970001,76.75,76.900002,493800,66.529037
"165",76.989998,77.419998,76.519997,77.269997,595800,66.849129
"166",77.489998,78.199997,77.230003,78.080002,670600,67.549881
"167",77.690002,78.019997,76.360001,77.589996,807500,67.125969
"168",77.779999,78.209999,77.410004,77.629997,1159400,67.160576
"169",77.720001,78.480003,77.389999,77.779999,573400,67.290352
"170",77.849998,78.419998,77.360001,78.400002,892900,67.826736
"171",78.5,79.900002,78.230003,79.389999,1041600,68.683205
"172",79.629997,81.93,79.370003,81.239998,1351700,70.283699
"173",80.989998,83.230003,80.769997,82.25,1283200,71.157509
"174",81.209999,81.209999,79.110001,79.730003,1558600,68.977371
"175",79.540001,79.550003,77.349998,77.470001,1021500,67.022141
"176",77.580002,77.940002,77.150002,77.68,823100,67.203827
"177",77,78.639999,76.68,78.370003,715500,68.488472
"178",78.239998,79.169998,78.239998,79.07,1142300,69.10022
"179",79.080002,79.550003,78.720001,79.400002,695700,69.388626
"180",79.400002,79.589996,78.93,79.440002,1063300,69.423553
"181",79.540001,79.940002,79.089996,79.459999,1018800,69.441048
"182",79.510002,80.07,79.199997,79.339996,466000,69.336174
"183",79.529999,79.709999,78.75,78.889999,420700,68.942909
"184",78.970001,79.839996,78.800003,79.690002,626900,69.642036
"185",79.730003,79.730003,79.290001,79.370003,551000,69.362389
"186",79.050003,79.279999,77.650002,78.040001,657500,68.200089
"187",78.110001,79.150002,77.720001,79.080002,490300,69.108963
"188",78.860001,80.07,78.830002,79.919998,1250400,69.843048
"189",80.220001,80.410004,79.129997,79.599998,1312600,69.563385
"190",79.699997,79.919998,78.540001,79.019997,691500,69.056526
"191",79.029999,79.650002,78.470001,79.599998,861700,69.563385
"192",79.769997,80.489998,79.43,80.459999,708900,70.314957
"193",80.029999,80.410004,79.230003,80.379997,1069300,70.245049
"194",80.510002,80.510002,79.75,80.019997,577000,69.930435
"195",80.139999,80.68,79.889999,80.199997,566700,70.087746
"196",80.269997,80.589996,80.080002,80.57,1010100,70.411087
"197",80.669998,81.610001,80.639999,81.610001,1190000,71.319962
"198",81.970001,82.970001,81.480003,82.709999,961500,72.281242
"199",82.790001,83,81.449997,81.870003,613200,71.547188
"200",81.730003,82.199997,81.400002,82.190002,854400,71.826828
"201",82.040001,82.190002,81.18,81.919998,712000,71.590866
"202",82.120003,82.389999,81.209999,81.699997,655700,71.398621
"203",81.519997,81.93,81.279999,81.769997,979500,71.459778
"204",81.760002,82.400002,81.449997,81.870003,656400,71.547188
"205",81.790001,81.989998,79.580002,80.410004,1111500,70.271263
"206",79.889999,81.040001,79.809998,80.650002,1356700,70.48101
"207",80.650002,80.650002,76.550003,78.699997,2684300,68.776878
"208",78.529999,80.489998,78.529999,80.300003,1114900,70.175125
"209",80.239998,81.160004,79.940002,81.089996,725100,70.865517
"210",80.989998,81.730003,80.169998,81.589996,913100,71.302475
"211",81.589996,82,80.510002,81.599998,1310500,71.311211
"212",81.669998,85.919998,81.5,83.120003,2279400,72.639565
"213",82.940002,85.620003,82.760002,85.040001,1251300,74.317467
"214",85.279999,86.75,85.230003,86.019997,1222200,75.173912
"215",86.309998,87.309998,85.300003,85.68,1331700,74.876785
"216",86,86.989998,85.790001,86.010002,1289900,75.165161
"217",85.879997,86.309998,85.150002,85.449997,750000,74.675781
"218",85.269997,86.059998,84.860001,86,653800,75.156433
"219",86.389999,87.110001,85.980003,86.870003,917200,75.916733
"220",86.879997,87.099998,85.980003,86.339996,782200,75.453552
"221",86.339996,86.919998,85.529999,85.669998,693000,74.868042
"222",85.639999,87.360001,85.220001,87.199997,1578000,76.205124
"223",86.910004,87.480003,86.669998,87.199997,1581600,76.205124
"224",87.349998,87.889999,87.120003,87.349998,869400,76.336205
"225",87.699997,88.050003,87.32,87.660004,824100,76.607117
"226",87.410004,87.75,86.709999,87.419998,860600,76.397377
"227",87.709999,87.769997,87.300003,87.379997,283000,76.362434
"228",87.57,87.809998,87.32,87.400002,1075200,76.379906
"229",87.400002,87.529999,83.919998,85.209999,1402000,74.466049
"230",85.300003,86.18,84.889999,85.059998,1134400,74.334946
"231",85.330002,85.949997,85.010002,85.360001,1637100,74.59713
"232",85.580002,86.080002,84.779999,85.199997,1160700,74.457298
"233",85.220001,85.620003,84.709999,84.849998,1091800,74.151421
"234",85.150002,85.739998,84.620003,84.870003,682800,74.168907
"235",84.93,85.779999,84.709999,85.440002,890500,74.667038
"236",85.699997,85.699997,84.389999,85.25,9e+05,74.500992
"237",85.540001,86.639999,85.199997,86.279999,883400,75.401115
"238",86.139999,88,85.959999,87.82,907700,76.746956
"239",87.730003,88.400002,87.290001,87.860001,1087900,76.781891
"240",88.5,88.559998,87.580002,87.599998,961700,76.554695
"241",87.110001,87.199997,86.580002,86.599998,906300,76.360687
"242",86.82,87.709999,86.5,87.559998,1543000,77.207184
"243",87.610001,88.32,87.440002,87.580002,710700,77.224823
"244",87.5,87.730003,85.889999,86.199997,1172000,76.008011
"245",86.080002,86.559998,85.610001,85.660004,901500,75.531853
"246",85.830002,86.07,84.900002,85.169998,708900,75.09977
"247",85.360001,86.120003,85.07,86.120003,563500,75.937454
"248",86.309998,87.050003,85.900002,86.800003,504900,76.537048
"249",87.029999,87.739998,87.019997,87.410004,438900,77.074936
"250",87.5,87.910004,87.050003,87.760002,632200,77.383568
"251",87.830002,88.029999,87.360001,87.449997,631200,77.110191
"252",87.75,87.830002,85.550003,85.68,1135300,75.549484
"253",85.779999,87.019997,85.5,85.860001,722500,75.708199
"254",85.760002,86.089996,83.82,84.300003,702500,74.332649
"255",84.440002,84.739998,83.809998,83.900002,806600,73.97995
"256",84.099998,85.360001,83.959999,85.169998,1129500,75.09977
"257",84.860001,85.440002,83.010002,83.110001,1044700,73.283356
"258",82.739998,82.790001,80.480003,82.360001,1056900,72.622017
"259",82.379997,83.160004,82.139999,82.25,838400,72.525024
"260",82.279999,82.290001,81.360001,82.25,835100,72.525024
"261",82.360001,84.110001,82.360001,82.709999,882500,72.930626
"262",83.029999,84.040001,82.879997,83.459999,1169300,73.591972
"263",83.459999,83.459999,82.129997,82.699997,1083100,72.921814
"264",82.790001,83.650002,82.540001,83.639999,1020200,73.750687
"265",83.800003,85.43,83.330002,85.150002,1252400,75.082138
"266",85.379997,87.040001,85.129997,86.720001,1231100,76.466515
"267",86.690002,86.989998,85.07,85.540001,808700,75.426041
"268",85.220001,85.300003,84.239998,85,865000,74.94989
"269",85.25,85.25,83.779999,84.209999,1022600,74.253288
"270",83.910004,83.910004,82.339996,82.790001,1210500,73.00119
"271",82.32,83.290001,81.660004,82.910004,1009900,73.106995
"272",82.940002,83.889999,82.720001,83.480003,4801600,73.609604
"273",83.540001,83.540001,81.720001,82.059998,1202900,72.357498
"274",81.599998,82.550003,80.650002,81.839996,1219500,72.163513
"275",81.32,82.139999,78.919998,79.870003,1111800,70.426422
"276",79.059998,80.889999,77.599998,79.730003,1321000,70.303001
"277",79.519997,81.099998,79.279999,80.419998,1103100,70.9114
"278",80.25,80.599998,77.529999,77.559998,1216400,68.389565
"279",78.169998,81.099998,77.629997,80.389999,2314900,70.884949
"280",80.669998,81.089996,78.610001,80.800003,1196400,71.246483
"281",80.800003,83.019997,80.720001,82.580002,971600,72.816025
"282",81.459999,81.669998,80.18,81.139999,1056900,71.54628
"283",81.709999,82.870003,81.449997,82.510002,1124800,72.754303
"284",82.370003,83.160004,81.370003,82.199997,1212000,72.480934
"285",82,82.489998,80.610001,80.75,1226600,71.202377
"286",82.629997,86,81.400002,81.5,2656900,71.863708
"287",81.769997,84.709999,80.18,84.43,1446600,74.447266
"288",84.910004,86.629997,84.43,86.599998,959100,76.360687
"289",87.110001,87.790001,86.360001,86.660004,1326600,76.413612
"290",86.860001,87.239998,84.870003,84.879997,974400,74.84407
"291",85.360001,86.550003,84.800003,85.050003,1953900,74.99398
"292",85.120003,86.860001,85.019997,85.860001,975100,75.708199
"293",85.879997,86.300003,84.169998,85.050003,843900,74.99398
"294",84.639999,87.019997,84.639999,86.220001,869400,76.025635
"295",85.989998,86.589996,84.75,86.25,703600,76.052086
"296",86.120003,86.870003,85.730003,86.190002,647000,75.999176
"297",86.18,87.129997,85.730003,87.050003,576700,76.757484
"298",87.489998,88.190002,86.629997,88.190002,730100,77.762711
"299",88.260002,88.480003,87.290001,87.559998,1119200,77.207184
"300",87.779999,88.239998,87.139999,87.910004,1716000,77.5158
"301",87.339996,87.470001,85.82,86.160004,1029800,76.652847
"302",85.93,86.470001,85.639999,86.230003,925700,76.715126
"303",85.959999,86.279999,85.699997,85.980003,1650400,76.492706
"304",85.980003,86.019997,84.379997,85.099998,1343400,75.709793
"305",85.339996,86.169998,84.989998,85.519997,920300,76.083443
"306",85.43,86.139999,84.459999,85.190002,834600,75.789879
"307",85.18,85.730003,84.230003,84.309998,973800,75.006973
"308",84.110001,84.699997,82.800003,82.980003,868800,73.823746
"309",83.669998,84.559998,82.870003,84.360001,1378300,75.051445
"310",84.370003,86.669998,83.449997,85.550003,1217000,76.110153
"311",85.970001,87.800003,85.68,87.360001,1135900,77.720436
"312",87.160004,87.730003,85.739998,87.360001,1180000,77.720436
"313",87.489998,87.57,84.980003,85.760002,935400,76.296982
"314",85.82,87.080002,84.730003,86.459999,770800,76.919746
"315",86.110001,88.18,85.940002,87.699997,956600,78.022903
"316",87.800003,87.93,86.080002,87.779999,1071300,78.094093
"317",87.849998,88.349998,86.580002,86.82,598200,77.240005
"318",86.800003,87.529999,86.769997,86.870003,683000,77.284492
"319",87.260002,88.18,86.660004,87.580002,731200,77.916153
"320",87.470001,87.949997,86.75,87.480003,1173600,77.827187
"321",87.559998,87.559998,84.93,85.489998,861000,76.056778
"322",86.059998,87.169998,85.510002,87.080002,787300,77.471336
"323",87.25,87.940002,86.739998,87.349998,653000,77.711533
"324",87.550003,89.589996,87.459999,89.129997,1013700,79.295113
"325",89.139999,89.620003,88.82,89.559998,968200,79.677681
"326",89.25,89.25,86.75,87.400002,948600,77.756012
"327",87.510002,87.610001,85.889999,86.089996,738700,76.590576
"328",86.160004,86.669998,85.5,85.910004,612500,76.430428
"329",86.139999,87.059998,85.769997,86.699997,651600,77.133263
"330",86.389999,86.870003,85.650002,86.279999,616700,76.759598
"331",86.510002,89.099998,86.510002,88.470001,1058200,78.707947
"332",88.190002,90.040001,88.129997,89.769997,658300,79.864502
"333",90.169998,90.400002,89.110001,89.589996,765000,79.704353
"334",89.660004,90.57,89.639999,90.410004,1327200,80.433891
"335",88.989998,90.959999,87.690002,89.559998,1472800,79.677681
"336",89.940002,92.150002,89.25,91.739998,1967000,81.617126
"337",91.580002,92.32,91.059998,92.190002,873600,82.017464
"338",92.309998,93.540001,91.849998,93.440002,803100,83.129562
"339",93.669998,93.949997,92.410004,93.529999,781700,83.209618
"340",94,94.360001,93.480003,94.309998,482800,83.903549
"341",94.949997,95.379997,94.529999,95.160004,590300,84.659744
"342",95.419998,95.959999,95.019997,95.25,794600,84.739815
"343",95.150002,95.169998,93.720001,94.339996,819900,83.930237
"344",93.889999,93.889999,92.150002,92.519997,1055400,82.311066
"345",92.730003,92.889999,91.730003,92.190002,775200,82.017464
"346",92.089996,92.419998,91.629997,92.019997,549200,81.866226
"347",91.980003,92.330002,91.25,91.980003,563600,81.830643
"348",92.32,93.110001,91.669998,92.980003,676100,82.720306
"349",92.849998,93.309998,92.050003,92.580002,944600,82.364441
"350",92.860001,94.239998,92.739998,93.739998,1114800,83.396439
"351",93.690002,95.110001,93.419998,95.099998,1404900,84.606369
"352",95.239998,96.18,94.93,95.150002,868100,84.650864
"353",94.93,96.18,94.620003,95.650002,1160800,85.095695
"354",95.300003,97.339996,94.669998,96.940002,684900,86.24337
"355",96.800003,96.82,95.940002,96.25,1017500,85.629486
"356",96.489998,96.629997,95.519997,96.610001,603300,85.949768
"357",97.199997,98.949997,96.730003,98.830002,896500,87.924805
"358",98.879997,99.559998,97.620003,97.669998,1063200,86.892784
"359",97.209999,98.230003,97.190002,97.489998,995200,86.732674
"360",97.669998,98.040001,97.07,97.730003,726700,86.946175
"361",97.879997,98.559998,97.519997,98.019997,599800,87.204178
"362",97.949997,98.260002,97.160004,97.860001,651800,87.061844
"363",97.629997,99.419998,97.300003,98.43,769900,87.568924
"364",98.610001,99.190002,96.330002,96.959999,1241900,86.261147
"365",96.730003,97.970001,96.5,97.529999,713300,87.544724
"366",97.629997,98.050003,96.580002,96.709999,1078700,86.808693
"367",96.860001,97.599998,96.589996,97.18,669500,87.230568
"368",96.809998,98.029999,96.730003,97.339996,754900,87.374191
"369",97.449997,98.650002,97.449997,98.199997,770100,88.146141
"370",98.410004,99.75,98.080002,99.690002,855600,89.483589
"371",99.720001,99.919998,99.220001,99.269997,769100,89.106583
"372",99.790001,100.779999,98.879997,100.010002,1384100,89.770821
"373",100,101.959999,99.639999,100.959999,1654400,90.623558
"374",101.279999,101.790001,99.57,99.650002,1072500,89.447685
"375",99.980003,101.43,99.669998,100.099998,890800,89.851601
"376",99.779999,100.459999,98.480003,99.809998,1503900,89.591301
"377",99.730003,100.300003,98.220001,98.849998,926200,88.729576
"378",98.82,100.169998,98.620003,99.279999,551500,89.11557
"379",99.459999,100.739998,98.830002,100.669998,971800,90.363258
"380",100.769997,101.139999,100.330002,100.760002,686400,90.444038
"381",100.970001,100.970001,98.699997,99.309998,978400,89.142479
"382",99.309998,100.089996,98.839996,99.230003,1165400,89.070679
"383",98.790001,99.309998,98.480003,98.889999,984400,88.765488
"384",98.580002,99.160004,98.089996,98.660004,1158900,88.559044
"385",98.879997,99.510002,96.550003,96.809998,1324000,86.898445
"386",96.610001,96.889999,95.449997,96.709999,1220400,86.808693
"387",96.709999,96.75,94.260002,94.68,1392600,84.986511
"388",93.5,94.650002,93.160004,94.389999,1599600,84.726212
"389",94.550003,95.540001,93.82,95.120003,739800,85.38147
"390",94.709999,95.230003,94.190002,94.57,468300,84.887787
"391",94.519997,94.599998,93.580002,93.980003,478800,84.358185
"392",94.010002,94.349998,93.279999,93.610001,1089700,84.026054
"393",93.959999,94.470001,93.389999,94.25,975200,84.600533
"394",94.580002,95.360001,94.480003,94.699997,1472900,85.004471
"395",94.980003,94.980003,92.699997,92.900002,723000,83.388763
"396",93.209999,93.800003,92.18,93.510002,1135000,83.936325
"397",94.050003,94.769997,93.739998,93.970001,973000,84.349213
"398",91.769997,92.660004,90.459999,92.629997,1430900,83.146416
"399",92.57,93.970001,90.709999,90.949997,2337300,81.638397
"400",91.360001,92.739998,91.029999,92.199997,1496400,82.760437
"401",92.360001,94,92.209999,93.419998,1211400,83.85553
"402",93.470001,93.790001,92.650002,93.650002,647600,84.061966
"403",93.769997,93.989998,93.43,93.580002,375100,83.999146
"404",93.639999,94,93.239998,93.300003,640900,83.747803
"405",93.040001,93.889999,92.32,92.900002,495100,83.388763
"406",92.870003,93.629997,92.629997,92.800003,615900,83.298988
"407",92.889999,93.470001,92.360001,92.559998,859200,83.083572
"408",92.470001,93.239998,92.290001,92.949997,599100,83.43364
"409",92.989998,94.300003,92.980003,94.269997,648000,84.618492
"410",94.330002,95.489998,94.190002,95.18,643200,85.435333
"411",95.239998,95.779999,94.830002,94.889999,495400,85.175003
"412",94.889999,94.889999,93.410004,93.650002,993400,84.061966
"413",93.720001,93.82,90.910004,91.669998,1061700,82.284676
"414",91.75,92.010002,91.029999,91.510002,499200,82.141075
"415",91.589996,92.639999,91.519997,92.529999,454500,83.056641
"416",92.75,92.75,90.839996,91.639999,789100,82.257759
"417",91.739998,92.379997,91.169998,92.370003,787900,82.913017
"418",92.279999,92.639999,91.760002,92.050003,552800,82.625793
"419",92.230003,92.360001,91.589996,91.839996,684100,82.437279
"420",92,92.660004,91.529999,92.209999,732500,82.769402
"421",92.110001,92.860001,91.480003,91.900002,585600,82.491158
"422",91.580002,93.18,91.199997,92.379997,718700,82.921989
"423",92.68,93.309998,92.5,92.709999,1039700,83.218216
"424",92.160004,92.349998,90.019997,90.129997,671700,80.902351
"425",90.559998,91.849998,90.330002,90.910004,962900,81.602501
"426",90.43,91.160004,90.150002,90.349998,1208400,81.099831
"427",90.379997,90.709999,89.809998,90.370003,1056900,81.117767
"428",90.040001,90.769997,89.830002,90.029999,784600,81.589027
"429",89.760002,89.760002,88,88.410004,1387600,80.120918
"430",88.370003,89.330002,88.290001,89.32,1180800,80.945595
"431",89.400002,89.629997,87.800003,87.919998,651500,79.676857
"432",88.080002,88.220001,86.800003,86.839996,1017500,78.698112
"433",86.949997,87.620003,86.599998,87.379997,1607400,79.187492
"434",87.25,88.339996,86.779999,87.690002,1517300,79.46843
"435",87.629997,87.779999,86.199997,87.029999,1011800,78.870293
"436",87.18,87.410004,86.510002,86.900002,1072500,78.752487
"437",87.059998,87.540001,86.389999,86.43,962200,78.326546
"438",86.620003,87.010002,85.330002,85.529999,747900,77.510925
"439",85.529999,86.68,85.419998,86.639999,1701200,78.516853
"440",86.93,87.080002,85.730003,85.739998,777100,77.701248
"441",85.989998,86.32,85.5,85.809998,810400,77.764687
"442",85.709999,86.059998,84.599998,85,868700,77.030632
"443",84.730003,84.959999,83.699997,84.809998,715900,76.858437
"444",84.690002,85.519997,84.610001,85.309998,730400,77.311546
"445",85.5,86.830002,85.129997,86.040001,9e+05,77.973122
"446",85.919998,87.150002,85.449997,87.099998,870900,78.933739
"447",87,87.5,86.32,86.32,976900,78.226883
"448",86.690002,86.720001,84.610001,84.610001,1352000,76.677193
"449",85.07,85.449997,84.489998,84.860001,709200,76.903748
"450",84.690002,86.529999,84.690002,85.529999,682100,77.510925
"451",85.690002,87.099998,85.290001,86.75,871500,78.616554
"452",86.580002,87.099998,85.32,86.059998,767600,77.991241
