"","RTX.Open","RTX.High","RTX.Low","RTX.Close","RTX.Volume","RTX.Adjusted"
"68",71.107613,71.585899,70.912521,71.038391,3332928,63.743176
"69",70.799248,71.220894,70.641914,71.202011,3803272,63.890003
"70",70.975456,71.000626,70.572685,70.63562,4139504,63.381756
"71",70.516045,70.92511,70.3713,70.541222,3592570,63.297054
"72",70.818123,71.290123,70.673378,71.283829,5567538,63.963409
"73",71.082443,71.541847,71.000626,71.466331,4324464,64.127159
"74",71.711769,71.90686,70.931404,71.06356,4078486,63.765739
"75",71.088737,71.938324,70.994339,71.705475,3928485,64.341751
"76",71.743233,72.548775,71.743233,72.366264,8991992,64.934662
"77",72.995598,73.373192,72.83197,73.20327,5013613,65.685722
"78",73.480179,73.826309,73.259911,73.5494,5278817,65.996315
"79",73.845184,75.047195,73.322845,74.386406,8108190,66.747383
"80",74.487099,75.034615,74.323471,74.751419,5409751,67.074905
"81",75.009438,75.273758,74.631844,74.883575,7115224,67.193489
"82",74.915039,75.330399,74.68219,74.839523,4064026,67.153954
"83",74.858398,75.210823,74.732536,75.091255,4765252,67.379829
"84",75.078667,75.808685,74.88987,75.707993,5761873,67.933235
"85",75.915672,76.148521,75.613594,76.148521,5048253,68.328522
"86",75.651352,76.431717,75.594711,76.368782,3873346,68.526169
"87",76.381371,76.494652,76.079292,76.198868,4306667,68.373703
"88",76.438011,76.746384,76.211456,76.438011,3092194,68.58828
"89",76.255508,76.356201,75.594711,76.16111,3389178,68.339821
"90",75.73317,76.387665,75.374451,76.32473,4371975,68.486626
"91",76.154816,76.268089,75.928261,76.041534,3910370,68.232513
"92",76.022659,76.331024,75.940842,76.098175,3471171,68.283333
"93",76.205162,76.4506,76.016365,76.400253,3213435,68.554413
"94",75.984894,75.984894,75.154182,75.254875,5335544,67.895775
"95",75.204529,75.506607,74.235367,75.122719,4108995,67.776543
"96",75.361862,76.368782,75.141602,76.249214,5099260,68.79287
"97",76.500946,76.809311,76.431717,76.563873,3468946,69.076752
"98",76.563873,77.079926,76.544998,76.821899,5409433,69.309563
"99",76.840782,77.30648,76.683449,76.828194,3830285,69.315247
"100",77.048454,77.161736,76.803024,76.935181,4348775,69.411766
"101",76.972939,77.054749,76.513535,76.683449,3378532,69.184654
"102",76.651985,76.733795,76.236626,76.318436,4236115,68.855331
"103",76.500946,76.513535,76.148521,76.32473,6543661,68.861008
"104",76.274384,76.872246,76.198868,76.645691,5107364,69.150581
"105",76.821899,77.312775,76.595345,76.853371,3810581,69.337952
"106",76.947769,76.998116,76.104469,76.135933,5088296,68.690681
"107",75.752045,76.041534,75.305222,75.594711,4746979,68.20237
"108",75.915672,75.947136,75.122719,75.380745,2854162,68.009323
"109",75.380745,75.840149,74.940216,75.481438,5638884,68.100174
"110",75.626183,76.03524,75.405914,75.921967,3383299,68.497635
"111",75.676529,75.865326,75.11013,75.443672,4869014,68.066109
"112",75.475143,75.619888,75.261169,75.556953,3745273,68.168312
"113",75.556953,75.777222,75.267464,75.52549,2811100,68.139923
"114",75.412209,76.098175,75.387039,75.991188,3094736,68.560081
"115",76.217751,76.601639,75.682816,75.789803,7215490,68.37838
"116",76.293266,76.941475,76.148521,76.683449,5392907,69.184654
"117",76.500946,77.105095,76.444305,76.469475,4263923,68.9916
"118",76.758965,76.903709,76.456894,76.620514,4341784,69.127869
"119",76.67086,77.382004,76.664566,76.884834,4793377,69.366325
"120",76.784142,77.054749,76.456894,76.916298,6119398,69.394722
"121",77.035873,77.463814,76.658279,76.696037,2613111,69.195999
"122",76.727501,76.865952,76.469475,76.519821,2706226,69.037018
"123",76.821899,77.155441,76.582756,77.092514,2862107,69.553703
"124",77.042168,77.067337,75.909378,76.557587,3747815,69.071106
"125",76.784142,77.180618,76.538704,76.847076,3829808,69.332268
"126",77.161736,77.501572,76.815605,76.828194,1837202,69.315247
"127",77.010696,77.413467,76.884834,77.275017,2761682,69.718376
"128",77.130272,77.407173,76.702332,76.708626,4859480,69.207352
"129",76.954056,77.344238,76.803024,77.161736,2801248,69.61615
"130",77.237259,77.872879,76.998116,77.444931,3262376,69.871651
"131",77.507866,77.835114,77.004402,77.747009,3104112,70.144196
"132",78.049088,78.533669,77.822533,77.853996,3776894,70.24073
"133",77.828819,77.866585,77.30648,77.451225,4271073,69.877335
"134",77.684074,77.809944,77.275017,77.665199,2827626,70.070396
"135",77.866585,77.866585,77.400879,77.476402,2927574,69.900063
"136",77.2939,77.37571,76.733795,77.174324,2990021,69.627525
"137",77.438644,77.551918,77.123978,77.45752,2718779,69.883034
"138",77.319069,77.589676,76.972939,77.061043,2910095,69.525314
"139",76.96035,77.72184,76.689743,77.715546,3928803,70.115814
"140",77.715546,77.879166,77.30648,77.488991,5847202,69.911423
"141",76.714912,76.777847,75.512901,75.783508,7629425,68.372704
"142",75.783508,75.877914,75.072372,75.229706,4757307,67.87307
"143",75.122719,75.154182,74.166145,74.694778,6764850,67.39045
"144",74.757706,75.173065,74.443047,74.808052,3417621,67.492645
"145",74.990562,75.103836,74.537445,74.619255,3451785,67.322311
"146",74.88987,75.047195,74.487099,74.814346,2468194,67.498322
"147",74.764,75.764633,74.675896,75.739456,3717307,68.332947
"148",75.758339,76.217751,75.431091,76.211456,3227577,68.758812
"149",76.286972,76.563873,75.928261,76.456894,2865920,68.980255
"150",75.084961,75.361862,74.172432,74.587791,7906387,67.293922
"151",74.543739,74.883575,74.26683,74.380112,4396604,67.10656
"152",74.619255,74.738831,73.650093,73.75708,5058423,66.544434
"153",73.561989,73.813721,73.058525,73.480179,5018698,66.294632
"154",73.631218,74.109505,73.222153,73.561989,3322440,66.368416
"155",73.820015,73.977341,73.593452,73.725616,2949184,66.516052
"156",73.706734,73.706734,72.819382,72.976715,3631024,65.840408
"157",72.951546,74.323471,72.888611,74.260544,5485864,67.405563
"158",74.122086,74.122086,73.052231,73.064819,4325099,66.320229
"159",73.027061,73.171806,72.592827,72.674637,4386276,65.966072
"160",72.762741,72.813087,72.171181,72.548775,3040075,65.851799
"161",72.737572,72.894905,72.391441,72.806793,3823929,66.086006
"162",72.630585,74.808052,72.328506,73.650093,9857362,66.851471
"163",73.763374,73.763374,72.341095,72.561356,6881959,65.863235
"164",72.863434,73.058525,72.385147,72.416611,3569053,65.73185
"165",72.555069,72.863434,72.492134,72.580238,5529561,65.880394
"166",72.410324,74.726242,72.020142,74.701073,8855338,67.805443
"167",74.858398,75.431091,74.455635,75.267464,8285523,68.319534
"168",75.286346,75.638763,74.770294,75.342979,6322631,68.3881
"169",75.355568,75.619888,74.147263,74.210197,4202428,67.359879
"170",72.743866,72.938957,69.937065,69.987411,22592720,63.526886
"171",69.855255,69.911896,68.659531,68.980492,14601480,62.612919
"172",68.980492,69.269981,68.659531,69.213341,8188276,62.824276
"173",69.295151,69.439896,68.816864,68.942734,6998115,62.578644
"174",69.232224,69.685333,68.772812,68.999374,8935265,62.63007
"175",69.269981,69.421021,69.037132,69.137825,6302610,62.75573
"176",69.320328,69.521713,69.106354,69.402138,6071410,62.995644
"177",69.395844,71.290123,69.288864,71.202011,11175119,64.629372
"178",71.573318,71.692886,70.943993,71.164253,10375534,64.5951
"179",71.365639,71.516678,70.893646,70.969162,6418924,64.418022
"180",71.113907,71.522972,70.962868,71.522972,5288828,64.920708
"181",71.258652,71.887978,71.252357,71.806168,5458692,65.177765
"182",71.856514,72.265579,71.472626,72.057899,4076103,65.40625
"183",72.007553,72.448082,71.82505,72.378853,4502273,65.697586
"184",72.322212,72.372559,71.56073,71.925735,5879459,65.286285
"185",72.108246,72.378853,71.887978,72.19635,6388098,65.531929
"186",72.284454,73.920708,72.271866,73.744492,8859470,66.937157
"187",73.624924,73.656387,72.611702,72.901199,9580399,66.171715
"188",72.573944,73.083702,72.051605,73.052231,5196666,66.308792
"189",73.089996,74.040276,72.964127,73.996223,3703641,67.165634
"190",74.260544,74.260544,73.807426,74.078033,3513438,67.239906
"191",74.178726,74.398994,73.958466,74.027687,4449041,67.194199
"192",74.027687,74.468216,73.908119,74.367523,4252959,67.50267
"193",74.197609,74.436752,74.008812,74.405289,2844469,67.536957
"194",74.443047,74.814346,74.317184,74.657021,2779956,67.76545
"195",74.644432,74.776588,74.10321,74.33606,4234049,67.474121
"196",74.455635,74.638138,73.901825,74.10321,4903495,67.262764
"197",74.052864,74.845818,74.027687,74.776588,3774828,67.873978
"198",74.933922,75.487724,74.713654,74.713654,5517803,67.816849
"199",74.789177,75.204529,74.512276,74.896164,3437960,67.982536
"200",74.657021,75.122719,74.373817,75.116425,3220109,68.182442
"201",75.204529,75.204529,74.638138,75.003143,2948548,68.07962
"202",74.952805,75.223412,74.398994,75.198235,2592771,68.256706
"203",75.494019,76.104469,75.368156,76.104469,3995858,69.079285
"204",75.997482,76.261803,75.81498,76.079292,4095806,69.056435
"205",75.487724,77.583389,74.858398,75.355568,8632243,68.399521
"206",75.336693,75.701698,74.808052,74.883575,5859120,67.9711
"207",75.173065,75.563248,74.88987,75.475143,5372091,68.508049
"208",75.280052,75.487724,74.864693,74.933922,4533099,68.016792
"209",75.147896,75.852737,74.795471,75.412209,7043084,68.450935
"210",75.544365,75.670235,75.204529,75.368156,5467113,68.410927
"211",75.865326,76.148521,75.475143,75.594711,4275363,68.616592
"212",75.575836,76.469475,75.336693,76.438011,3119366,69.382027
"213",76.620514,76.620514,75.758339,76.192574,3822657,69.159264
"214",76.312149,76.438011,75.752045,75.764633,3838388,68.770836
"215",75.940842,76.438011,75.758339,75.991188,2945370,68.976463
"216",75.846443,76.142227,75.52549,75.695404,3195479,68.707993
"217",75.695404,75.739456,74.317184,74.493393,4473035,67.616936
"218",74.260544,74.562614,74.260544,74.329765,4961653,67.468407
"219",74.229073,74.260544,73.580872,73.67527,3522654,66.874321
"220",73.67527,74.902451,73.631218,74.764,4541203,67.862549
"221",74.430458,74.499687,73.366898,73.989929,4175892,67.15995
"222",73.820015,74.3927,73.694145,74.191315,3371222,67.746094
"223",73.939583,74.027687,73.303963,73.335434,4463024,66.964561
"224",73.524231,73.744492,73.190689,73.241035,4631776,66.878365
"225",73.297668,74.027687,73.297668,73.656387,3961377,67.257622
"226",73.631218,73.750786,73.348015,73.461296,4545493,67.079491
"227",73.631218,73.731911,73.222153,73.574577,2361890,67.18293
"228",73.517937,73.769669,73.278793,73.706734,4082936,67.303604
"229",73.914413,74.273125,73.568283,74.078033,4343849,67.642647
"230",74.159851,74.550034,74.052864,74.361237,4400418,67.901253
"231",74.845818,76.620514,74.644432,76.431717,8539922,69.791855
"232",76.563873,76.746384,74.757706,75.594711,6168180,69.027573
"233",76.261803,76.733795,75.531784,75.544365,4380714,68.98159
"234",76.771553,77.111389,75.645058,75.701698,5004238,69.125259
"235",76.249214,76.400253,75.752045,76.274384,4143159,69.648209
"236",76.349907,77.300186,76.186279,77.029579,5733589,70.337784
"237",77.029579,77.463814,76.941475,77.287605,4766523,70.573387
"238",77.363121,77.740715,77.092514,77.59597,4985488,70.854965
"239",77.740715,78.137192,77.388298,77.709251,5606469,70.958412
"240",77.72184,78.483322,77.583389,78.225296,8274082,71.429626
"241",78.35746,78.584015,77.658905,77.88546,4820390,71.119301
"242",78.539963,79.57206,78.137192,79.402138,9841630,72.504234
"243",79.760857,80.26432,79.465073,79.741974,6713684,72.814552
"244",80.056641,80.056641,79.062302,79.786026,5788886,72.854767
"245",80.157333,80.484581,79.477661,79.924484,5197301,72.981201
"246",80.08181,80.276901,79.830086,80.119576,4804977,73.159348
"247",80.251732,80.302078,79.893013,80.069229,2549551,73.113373
"248",80.20768,80.516045,79.91819,80.012589,1672740,73.061646
"249",80.213974,80.308372,79.874138,80.28949,2877361,73.314499
"250",80.383888,80.660789,80.106987,80.629326,2245257,73.624809
"251",80.755196,80.862175,80.283195,80.283195,2871164,73.308754
"252",80.490875,81.107613,80.031464,80.654503,4918591,73.647812
"253",81.491501,81.938324,81.384521,81.837631,7958983,74.728142
"254",82.328506,82.359978,81.938324,82.095657,5820666,74.96376
"255",82.504723,83.297668,82.101952,82.800507,5835444,75.607376
"256",85.078667,85.456261,83.196976,83.587158,10526807,76.325684
"257",83.901825,84.619255,83.719322,84.499687,6724489,77.158951
"258",84.405289,85.267464,84.172432,84.896164,5216528,77.520988
"259",84.801765,85.752045,84.801765,84.952805,7633874,77.572701
"260",85.342979,85.95343,85.103836,85.95343,8285523,78.486389
"261",86.677155,86.677155,84.247955,84.31089,8288065,76.986542
"262",84.745125,84.927628,83.668976,84.594086,6219028,77.245155
"263",84.675896,85.374451,84.556328,84.713654,5098465,77.354317
"264",84.996857,85.52549,84.638138,85.52549,5140892,78.095619
"265",84.940216,85.254875,84.078033,85.091255,6520938,77.69912
"266",85.475143,85.890495,84.644432,85.6073,9101156,78.170334
"267",84.97168,87.08622,84.342354,85.387039,8806238,77.969193
"268",86.110764,87.029579,85.594711,86.689743,7217874,79.15873
"269",86.954056,87.161736,86.016365,86.834488,5090520,79.290909
"270",86.87854,87.627441,85.909378,86.010071,5530356,78.538116
"271",85.588417,86.24292,85.154182,85.903084,5675590,78.440414
"272",86.293266,87.048454,85.934547,86.853371,9389719,79.308167
"273",86.211456,87.476402,85.915672,87.048454,6674277,79.486298
"274",86.494652,86.809311,84.581497,84.713654,7443988,77.354317
"275",84.002518,84.41787,79.232224,80.075516,10984757,73.11911
"276",78.137192,81.692886,77.564507,81.692886,13781079,74.595978
"277",81.428574,83.914413,81.220894,83.052231,12563270,75.837234
"278",82.976715,83.297668,80.157333,80.226555,11691068,73.257042
"279",81.277534,81.837631,76.910004,78.684708,19253277,71.849121
"280",77.451225,80.881058,77.407173,80.163628,15172249,73.199562
"281",79.521713,79.899307,78.64695,79.150406,8052258,72.274376
"282",78.653244,79.798615,78.005035,79.73568,11043073,72.808792
"283",80.547516,81.837631,80.421646,81.812462,7240596,75.120186
"284",81.774704,82.448082,81.13279,81.346756,7602888,74.692574
"285",81.025803,81.35305,79.219635,79.584641,7364856,73.074593
"286",79.754562,82.573944,79.597229,81.346756,12340333,74.692574
"287",82.315926,84.701073,82.315926,84.065453,12827679,77.188873
"288",84.694778,84.908745,82.680931,83.794838,7316709,76.940399
"289",84.216492,85.361862,84.178726,85.254875,7548386,78.281006
"290",85.361862,85.739456,84.25425,84.273125,6848431,77.379562
"291",84.405289,87.161736,84.329765,84.795471,14665993,77.8592
"292",85.084961,85.39962,81.674011,82.001259,10061230,75.293541
"293",81.321587,82.001259,80.736313,81.774704,9265618,75.085526
"294",81.384521,83.322845,80.566391,82.888611,7570791,76.108322
"295",83.196976,83.303963,82.013847,82.825676,4830878,76.050514
"296",81.724358,82.611702,81.629959,82.397736,4718059,75.657585
"297",82.91378,83.127754,81.579613,82.605415,6279092,75.848289
"298",82.951546,84.449341,82.762741,84.373817,6629308,77.472031
"299",84.770294,84.770294,82.504723,82.756454,5778716,75.986977
"300",83.373192,83.392067,81.510384,81.90686,6134335,75.206863
"301",82.127121,82.435493,80.648209,81.548141,5154080,74.877487
"302",81.913155,82.171181,80.471992,81.340469,4779076,74.686821
"303",81.321587,81.711769,80.415359,80.761482,11507220,74.155197
"304",80.55381,81.14537,79.376968,80.050346,6069662,73.502205
"305",80.08181,80.975456,79.811203,80.025169,4472717,73.479103
"306",80.006294,80.868469,79.521713,79.924484,5542273,73.38665
"307",79.332916,79.886719,77.986153,78.080551,7916239,71.693558
"308",78.156075,78.747643,76.865952,76.972939,6138148,70.676537
"309",77.998741,79.842667,77.684074,79.697922,18321011,73.178619
"310",79.836372,80.667084,78.263062,78.842041,14319115,72.392761
"311",79.244804,79.314034,78.023911,78.319695,4961017,71.913155
"312",78.602898,79.704216,78.281937,79.181877,4509423,72.704788
"313",79.07489,79.301445,76.280678,77.709251,10481839,71.352623
"314",77.778481,78.691002,77.199493,78.609184,6045351,72.178932
"315",76.224037,79.225929,75.934547,79.150406,11538047,72.675903
"316",79.578354,79.672752,78.640656,79.144119,6481372,72.67012
"317",78.401512,79.131531,76.910004,77.256134,7077724,70.936577
"318",77.942101,78.281937,76.840782,76.916298,5649531,70.624527
"319",78.061676,78.237885,76.985527,77.382004,6561299,71.052147
"320",76.947769,77.59597,76.708626,77.061043,4164610,70.757431
"321",77.43235,77.948395,77.275017,77.564507,5136125,71.219742
"322",77.904343,78.036499,76.683449,77.22467,5512241,70.907684
"323",77.973572,78.055382,77.30648,77.916931,5573259,71.54332
"324",78.489616,79.263687,78.130898,78.370041,6679203,71.959389
"325",78.930145,78.942734,78.143486,78.539963,6561299,72.115387
"326",78.483322,79.024544,77.501572,77.942101,7665495,71.566437
"327",78.584015,78.584015,77.092514,77.45752,8543894,71.12149
"328",77.482697,77.728134,77.092514,77.696663,5212873,71.341064
"329",79.609818,80.119576,76.022659,76.840782,12952734,70.555206
"330",76.935181,77.407173,75.122719,76.431717,7501510,70.179588
"331",76.463181,78.187538,76.03524,77.2939,5698154,70.971245
"332",76.96035,77.24984,76.154816,77.067337,4609848,70.763214
"333",77.111389,77.275017,75.613594,75.613594,7058497,69.428398
"334",75.519196,75.682816,73.656387,74.864693,6588471,68.740768
"335",74.864693,75.393326,74.373817,74.575203,4859321,68.47493
"336",73.958466,74.60038,72.62429,74.071739,8062745,68.01265
"337",73.901825,75.613594,73.417244,75.210823,10399369,69.058563
"338",75.374451,76.444305,75.311516,76.079292,4596500,69.855995
"339",76.148521,76.67086,75.947136,76.645691,4867902,70.376068
"340",77.073631,77.53933,76.658279,77.476402,5643810,71.138824
"341",77.696663,78.219009,77.407173,78.099434,3715718,71.710884
"342",77.992447,78.609184,77.740715,78.338577,4318108,71.930473
"343",78.281937,79.068596,78.219009,78.653244,7024016,72.219414
"344",78.23159,78.508499,77.696663,78.382629,5377971,71.970909
"345",78.684708,78.716171,78.105728,78.527374,5861821,72.103836
"346",78.344872,78.678413,77.910637,78.420387,5290893,72.411827
"347",78.407806,78.923851,78.143486,78.7854,3670749,72.748856
"348",79.276276,80.761482,79.276276,80.585274,7470048,74.410828
"349",80.71743,81.202011,80.327248,80.471992,6296730,74.306229
"350",79.823792,80.383888,79.351791,80.28949,6370142,74.137703
"351",80.113281,80.459412,79.672752,80.176208,2916292,74.033119
"352",80.20768,80.352425,79.6287,79.943359,2749129,73.818092
"353",79.402138,79.660164,78.407806,78.735054,4411223,72.70237
"354",78.930145,79.704216,78.829453,79.421021,4421551,73.335785
"355",79.1567,79.244804,78.181244,78.552551,5430249,72.533852
"356",79.257393,79.641281,78.842041,79.175583,4258361,73.109146
"357",79.546883,80.069229,79.301445,79.477661,5114991,73.388069
"358",79.314034,79.817497,78.753937,79.263687,3450196,73.190498
"359",79.65387,79.811203,79.200752,79.811203,4674202,73.696045
"360",79.817497,80.34613,79.811203,80.28949,3993952,74.137703
"361",79.880424,80.358719,79.773445,80.308372,4388500,74.155136
"362",80.270607,80.937698,80.26432,80.660789,6155945,74.48056
"363",80.943993,81.032097,80.144745,80.459412,3989661,74.294601
"364",80.516045,80.654503,79.823792,79.886719,4458893,73.765778
"365",80.138451,80.390182,79.477661,79.886719,6260819,73.765778
"366",79.905602,80.157333,78.980492,79.867844,11852033,73.74836
"367",79.641281,80.295784,79.345497,80.232849,6185024,74.085411
"368",79.949654,79.949654,78.495911,78.697296,9243054,72.667503
"369",78.974197,79.112648,78.458153,78.892387,6264950,72.847633
"370",78.779106,78.779106,77.520454,77.709251,7310353,71.755157
"371",78.363754,78.753937,78.105728,78.584015,6050912,72.56292
"372",77.910637,78.527374,77.677788,78.420387,10027067,72.411827
"373",78.659531,79.502831,78.143486,79.068596,8867573,73.010353
"374",79.540588,80.157333,78.250473,78.263062,8265501,72.266548
"375",78.055382,78.672119,77.709251,78.414101,5215893,72.405998
"376",78.577721,79.57206,78.552551,78.684708,6055520,72.655876
"377",77.954689,78.691002,77.470108,78.684708,6706692,72.655876
"378",79.213341,79.905602,78.514786,78.615479,3918474,72.591957
"379",79.244804,79.244804,77.809944,78.634361,5456944,72.609406
"380",78.571426,79.200752,78.105728,78.917557,3665346,72.870888
"381",79.301445,79.91819,79.175583,79.723099,5400534,73.614716
"382",79.823792,80.660789,79.647575,79.962242,5083052,73.835541
"383",79.181877,79.181877,78.17495,78.590309,5806047,72.568703
"384",79.269981,80.232849,78.678413,80.144745,7329739,74.004044
"385",80.270607,81.711769,80.113281,81.504089,7378045,75.259247
"386",81.522972,82.001259,81.044685,81.170547,6454359,74.951256
"387",81.29641,82.441788,81.29641,82.259285,7483713,75.956573
"388",82.448082,83.473885,82.391441,82.876022,5969237,76.526054
"389",82.655762,82.787918,81.982376,82.039017,4090245,75.753174
"390",81.793579,82.429199,81.736938,81.976089,5109906,75.695084
"391",81.743233,81.894272,81.101318,81.415985,6132904,75.177879
"392",81.277534,84.537445,80.742607,84.480804,12897913,78.007874
"393",84.052864,84.94651,83.38578,84.801765,8814978,78.304245
"394",84.908745,86.003777,84.41787,85.487724,9750899,78.937653
"395",85.903084,85.903084,84.543739,84.663307,6031844,78.176384
"396",84.858398,84.984268,83.700439,83.763374,5871991,77.345413
"397",84.373817,85.550659,84.329765,85.424797,8112481,78.879547
"398",84.606674,85.802391,84.606674,84.896164,5982744,78.391418
"399",84.317184,84.757706,83.933289,84.405289,3547919,77.938164
"400",84.782883,84.782883,83.832596,84.260544,3093147,77.804497
"401",84.12838,84.405289,83.612335,84.292007,3091876,77.833549
"402",84.3927,84.877281,84.134674,84.638138,3491669,78.15316
"403",84.650726,84.915039,84.3927,84.776588,2900720,78.280998
"404",85.166771,85.95343,84.361237,84.480804,5203657,78.007874
"405",84.040276,84.172432,83.253616,83.763374,3825676,77.345413
"406",83.725616,84.027687,82.819382,83.184395,4015721,76.810791
"407",83.505348,83.700439,83.058525,83.335434,5073359,76.950264
"408",83.071114,83.096291,81.567024,82.91378,7253626,76.560921
"409",83.316551,84.071739,83.316551,83.895531,6771365,77.881248
"410",84.153557,84.833229,83.882942,84.606674,6773271,78.541412
"411",84.933922,85.229706,84.625549,85.047195,8489074,78.950348
"412",85.210823,85.884201,85.210823,85.575836,3551733,79.441086
"413",84.996857,85.015732,83.83889,83.851479,5965265,77.840347
"414",84.0214,84.0214,83.196976,83.461296,5603132,77.478127
"415",83.455002,83.989929,83.455002,83.926994,4575684,77.910454
"416",84.493393,85.39962,84.411583,85.185654,4819596,79.07888
"417",85.588417,85.802391,84.524857,84.644432,3571913,78.576454
"418",85.034615,85.034615,84.008812,84.090622,6034704,78.062347
"419",83.895531,84.015106,83.20327,83.442413,4610801,77.460594
"420",83.146629,83.423538,82.435493,82.882317,4381668,76.940651
"421",83.03965,83.03965,82.146004,83.008179,4653387,77.057503
"422",82.756454,83.656387,82.492134,83.561989,4185108,77.571617
"423",83.864067,84.701073,83.5494,84.027687,5728345,78.003929
"424",83.782249,83.870361,82.410324,83.077408,5056834,77.121773
"425",83.618629,84.487099,83.618629,84.109505,6670304,78.079887
"426",84.10321,84.329765,83.171806,84.084328,3257450,78.056519
"427",83.926994,84.644432,83.813721,84.260544,5549741,78.220093
"428",84.505981,85.305222,84.317184,85.286346,4450789,79.17234
"429",85.393326,86.828194,85.393326,86.721207,8720432,80.504356
"430",86.733795,87.350533,86.494652,86.696037,7567136,80.480988
"431",86.834488,88.313408,86.50724,87.841408,6855105,81.544243
"432",87.577095,88.653244,87.570801,88.420387,6344400,82.081726
"433",89.056007,89.748268,88.672119,89.269981,6158646,82.870415
"434",90.421646,90.71743,89.232224,89.414726,11648482,83.004776
