"","DVA.Open","DVA.High","DVA.Low","DVA.Close","DVA.Volume","DVA.Adjusted"
"453",68.360001,69.709999,67.419998,68.949997,2295700,68.949997
"454",69.32,69.709999,67.400002,67.650002,1023200,67.650002
"455",67.559998,68.080002,66.699997,66.989998,1370900,66.989998
"456",66.389999,67.970001,65.690002,67.889999,1266300,67.889999
"457",67.32,68.220001,65.169998,65.330002,2172400,65.330002
"458",65.389999,66.279999,65.18,65.339996,1883300,65.339996
"459",64.970001,65.949997,63.93,65.080002,1404200,65.080002
"460",66,66.839996,65.410004,66.089996,1892500,66.089996
"461",66.339996,66.900002,65.610001,66.760002,1325500,66.760002
"462",67,68.110001,66.849998,67.339996,1873200,67.339996
"463",67.75,68.870003,67.5,68.529999,1447500,68.529999
"464",68.870003,69.300003,67.220001,67.660004,1670800,67.660004
"465",67.940002,68.870003,67.660004,68.57,2022600,68.57
"466",68.279999,69.699997,68.029999,69.25,1344400,69.25
"467",75.040001,79.110001,74.989998,76.080002,6253700,76.080002
"468",70.849998,72.269997,68.650002,70.150002,5964100,70.150002
"469",69.330002,70.480003,68.449997,69.699997,2486200,69.699997
"470",69.699997,69.860001,68.059998,68.199997,1704200,68.199997
"471",68.18,68.220001,64.129997,64.470001,2447800,64.470001
"472",64.830002,65.449997,63.639999,64.349998,1714900,64.349998
"473",64.029999,64.669998,62.82,64.639999,1509400,64.639999
"474",63.68,64.540001,61.84,62.43,2222000,62.43
"475",62.150002,62.380001,60.380001,60.450001,1741600,60.450001
"476",60,60.450001,58.68,58.689999,1511600,58.689999
"477",59.27,60.189999,59,59.630001,1020900,59.630001
"478",59.459999,59.84,58.98,59.66,419400,59.66
"479",59.93,60.84,59.119999,60.779999,1398800,60.779999
"480",60.830002,63.209999,60.560001,62.68,2527500,62.68
"481",63.790001,66,63.619999,65.610001,2364000,65.610001
"482",65.239998,66.010002,65,65.660004,1049200,65.660004
"483",65.5,66.389999,65.099998,66.059998,1703700,66.059998
"484",66.739998,66.739998,65.82,66.379997,1109500,66.379997
"485",66.459999,66.529999,63.919998,64.07,2224900,64.07
"486",62.830002,63.040001,59.189999,61.82,2916700,61.82
"487",60.59,61.09,58.66,58.959999,2015800,58.959999
"488",58.830002,59.049999,56.889999,58.009998,1958400,58.009998
"489",58.57,59.5,57.360001,57.57,1191200,57.57
"490",58.330002,59.619999,58.060001,58.52,1210200,58.52
"491",58.689999,59.779999,58.669998,59.400002,1619700,59.400002
"492",59.580002,59.860001,57.43,58.02,1862100,58.02
"493",57.209999,58.16,56.009998,56.700001,1858100,56.700001
"494",56.93,57.610001,54.91,55.080002,1807900,55.080002
"495",55.27,56.009998,53,53.380001,2556900,53.380001
"496",53.290001,53.299999,50.75,51.220001,2595500,51.220001
"497",51.220001,51.580002,49.610001,49.82,3669700,49.82
"498",49.509998,49.959999,48.66,48.73,676600,48.73
"499",48.82,50.849998,48.25,50.82,1164300,50.82
"500",50.18,50.759998,48.68,50.68,1543000,50.68
"501",51,51.41,50.16,50.369999,1125000,50.369999
"502",50.529999,51.509998,50.529999,51.459999,1029500,51.459999
"503",51.200001,52.07,50.75,51.73,1130100,51.73
"504",51.209999,52.25,50.630001,50.98,1574600,50.98
"505",51.82,54.189999,51.540001,54,2491300,54
"506",54.110001,55.09,53.48,54.369999,1389700,54.369999
"507",55.400002,55.400002,53,54.060001,1890600,54.060001
"508",54.360001,54.380001,53.470001,53.919998,1151600,53.919998
"509",53.66,55.32,53.66,55.16,1033100,55.16
"510",54.830002,56.119999,54.59,56.07,1700600,56.07
"511",55.599998,56.599998,55.34,55.959999,3050100,55.959999
"512",56.040001,56.93,55.77,56.77,1240700,56.77
"513",56.630001,57.73,56.630001,57.27,1796600,57.27
"514",56.830002,57.52,56.459999,56.720001,943800,56.720001
"515",57.290001,57.73,56.880001,57.369999,1300400,57.369999
"516",57.099998,57.099998,56.130001,56.849998,1037800,56.849998
"517",56.990002,58,56.740002,56.959999,957600,56.959999
"518",56.82,57.209999,56.330002,56.389999,2349000,56.389999
"519",57.110001,57.75,56.389999,57.09,1633800,57.09
"520",56.68,56.860001,55.75,56.07,1300500,56.07
"521",56.369999,56.82,55.77,56.610001,1211300,56.610001
"522",57,57.5,55.5,55.84,1640900,55.84
"523",55.799999,56.650002,55.650002,56.130001,1760800,56.130001
"524",56,56.759998,55.439999,56.299999,2301400,56.299999
"525",56.299999,56.860001,56.080002,56.599998,1121900,56.599998
"526",56.849998,57.900002,56.73,56.849998,1633000,56.849998
"527",56.73,57.110001,55.880001,56.150002,1190300,56.150002
"528",56.09,57.41,55.939999,57.029999,1774600,57.029999
"529",56.75,56.75,55.150002,56.130001,1224900,56.130001
"530",56.169998,56.48,55.830002,55.990002,1539600,55.990002
"531",56.560001,57.369999,56.169998,57.360001,2571900,57.360001
"532",57.5,58.169998,57,57.919998,1759000,57.919998
"533",57.490002,58.150002,54.810001,58.09,3564600,58.09
"534",58.450001,59.560001,58.02,59.099998,2465100,59.099998
"535",59.040001,59.68,58.110001,59.139999,1722100,59.139999
"536",59.400002,59.459999,58.900002,59.060001,1026000,59.060001
"537",59.139999,59.970001,58.779999,59.209999,1192100,59.209999
"538",59.139999,59.490002,57.880001,58.700001,1214500,58.700001
"539",58.740002,59.360001,58.110001,58.240002,1070900,58.240002
"540",58.139999,58.240002,57.57,57.990002,1015500,57.990002
"541",57.799999,57.880001,56.779999,56.919998,1364400,56.919998
"542",56.970001,57.220001,56.470001,56.900002,1476000,56.900002
"543",57.259998,58.18,56.959999,57.049999,1479800,57.049999
"544",55.779999,56.709999,54.66,55.439999,2244500,55.439999
"545",55.599998,55.599998,53.049999,53.099998,3689500,53.099998
"546",53.23,53.400002,50.950001,51.040001,3483500,51.040001
"547",51.139999,51.240002,50.169998,50.540001,2748500,50.540001
"548",50.16,50.490002,49.48,49.950001,2355700,49.950001
"549",49.959999,50.509998,49.630001,50.470001,1408300,50.470001
"550",50.669998,51.439999,50.669998,51.330002,1499900,51.330002
"551",51.619999,54.049999,51.619999,53.599998,3089900,53.599998
"552",53.610001,54.060001,53.290001,53.580002,1998200,53.580002
"553",53.599998,54.040001,53.139999,53.529999,2110900,53.529999
"554",53.349998,53.400002,51.880001,52.07,4370800,52.07
"555",52.509998,54.369999,52.23,53.91,2257600,53.91
"556",53.959999,54.560001,52.830002,53.709999,1818500,53.709999
"557",53.849998,55.669998,53.779999,55,2314100,55
"558",54.740002,55,54.009998,54.049999,1275200,54.049999
"559",53.970001,54,52.59,53.240002,1021700,53.240002
"560",53.389999,53.869999,52.66,53.09,1143900,53.09
"561",53.029999,53.799999,52.549999,53.48,1551400,53.48
"562",53.650002,53.84,53.09,53.52,921300,53.52
"563",53.93,54.360001,53.630001,54.290001,692200,54.290001
"564",54.639999,55.02,54.470001,54.919998,757600,54.919998
"565",54.77,54.98,54.240002,54.599998,1363700,54.599998
"566",54.900002,55.5,54.84,55.27,1498200,55.27
"567",55.27,55.75,54.970001,55.110001,736600,55.110001
"568",55.139999,56.119999,55.130001,55.950001,1790100,55.950001
"569",55.82,55.880001,55.049999,55.240002,567200,55.240002
"570",55,55.25,54.27,55.110001,984200,55.110001
"571",54.970001,56.009998,54.869999,55.900002,1253400,55.900002
"572",55.98,56.060001,54.43,54.630001,1046900,54.630001
"573",54.990002,55.5,54.389999,54.540001,898200,54.540001
"574",54.790001,55.27,53.990002,55.169998,652300,55.169998
"575",55.599998,56.549999,55.09,55.32,2574900,55.32
"576",55.43,55.43,50.869999,51.049999,3318200,51.049999
"577",51.080002,52.639999,51.060001,52.23,1975400,52.23
"578",52.240002,52.610001,51.029999,51.099998,1507600,51.099998
"579",51.209999,53.389999,51.209999,53.029999,1495000,53.029999
"580",53.209999,54.540001,53.049999,54.029999,1596100,54.029999
"581",53.790001,54.52,53.439999,53.889999,1909300,53.889999
"582",54.150002,55.709999,53.630001,55.610001,1257900,55.610001
"583",55.740002,57.009998,55.360001,56.150002,1457700,56.150002
"584",56.220001,56.5,54.470001,55.240002,897600,55.240002
"585",55.509998,56.18,55.240002,55.599998,964400,55.599998
"586",55.599998,56.610001,55.209999,56.509998,1131800,56.509998
"587",56.610001,57.25,56.549999,56.990002,1570200,56.990002
"588",55.919998,57.959999,55.669998,57.790001,2288400,57.790001
"589",57.09,57.349998,55.990002,56.599998,1462000,56.599998
"590",54.25,54.25,51.299999,51.759998,4088000,51.759998
"591",51.16,52.740002,50.93,52.380001,1996100,52.380001
"592",52.290001,52.5,50.639999,52.110001,1352200,52.110001
"593",50.93,51.34,50.18,51.18,1613900,51.18
"594",51.150002,51.900002,51.07,51.240002,1447900,51.240002
"595",50.709999,50.939999,49.790001,50.220001,1599300,50.220001
"596",50.259998,51.150002,49.950001,50,1215400,50
"597",49.490002,50.02,49.220001,49.23,1862300,49.23
"598",49.099998,49.099998,48.529999,48.869999,1546800,48.869999
"599",49.099998,49.709999,48.900002,49.599998,1486800,49.599998
"600",49.349998,49.529999,48.689999,49.25,929000,49.25
"601",48.720001,48.98,47.610001,48.150002,1467200,48.150002
"602",48.240002,48.360001,47.5,47.560001,1221000,47.560001
"603",47.75,47.75,46.900002,46.919998,1494400,46.919998
"604",46.509998,46.75,44.18,44.389999,2938600,44.389999
"605",44.5,44.869999,44.279999,44.639999,1604800,44.639999
"606",44.240002,44.240002,43.400002,43.419998,1680300,43.419998
"607",43.490002,45.66,43.490002,45.299999,2412000,45.299999
"608",45.66,47.080002,45.650002,47,2354200,47
"609",47.490002,47.490002,45.740002,46.619999,1653900,46.619999
"610",46.549999,47.169998,46.360001,46.560001,1202900,46.560001
"611",46.75,48.290001,46.75,47.689999,1650900,47.689999
"612",47.810001,48.389999,47.639999,47.990002,738500,47.990002
"613",48.200001,48.459999,47.580002,48.23,1115900,48.23
"614",48.130001,48.209999,47.220001,48.080002,1429200,48.080002
"615",48.150002,49.060001,48,49.029999,1548200,49.029999
"616",49.040001,49.23,48.490002,48.880001,772700,48.880001
"617",49.040001,49.43,48.5,49.25,774400,49.25
"618",49.68,50.209999,49.130001,49.740002,911400,49.740002
"619",50.27,53.259998,50.009998,51.27,2787600,51.27
"620",51.900002,53.02,51.630001,52.41,2970700,52.41
"621",52.580002,53.549999,52.32,53.09,3248900,53.09
"622",52.98,53.540001,52.82,53.41,2357700,53.41
"623",53.389999,54.52,52.84,54.27,2208900,54.27
"624",54.380001,55.040001,53.799999,54.84,2214200,54.84
"625",55.07,56.009998,55,55.41,2192400,55.41
"626",55.439999,56.389999,55.060001,56.259998,2588400,56.259998
"627",56.939999,57.439999,55.990002,56.09,2059000,56.09
"628",56,57.119999,55.810001,56.740002,1501400,56.740002
"629",57.139999,57.650002,56.740002,57.400002,965000,57.400002
"630",57.16,58.43,56.880001,58.27,1103000,58.27
"631",57.82,58.080002,55.450001,55.509998,2289400,55.509998
"632",52.560001,52.849998,50.68,52.549999,6672000,52.549999
"633",52.740002,55.189999,52.290001,54.650002,3384100,54.650002
"634",55.689999,56.700001,55.25,56.41,2915700,56.41
"635",56.41,57.32,56.02,56.900002,2171200,56.900002
"636",56.900002,57.52,56.139999,56.950001,2009300,56.950001
"637",56.950001,58.439999,56.93,57.700001,1625400,57.700001
"638",55.900002,57.389999,55.549999,56.650002,1280000,56.650002
"639",56.459999,57.169998,56.209999,56.740002,1530000,56.740002
"640",56.700001,56.75,55.98,56.049999,1104700,56.049999
"641",59.310001,59.889999,58.400002,58.799999,5914700,58.799999
"642",59.09,59.43,58.5,59.299999,4015400,59.299999
"643",59.189999,59.91,58.849998,59.560001,2732000,59.560001
"644",59.16,59.490002,58.73,58.93,2791900,58.93
"645",58.59,59.720001,58.470001,59.400002,2103100,59.400002
"646",59.400002,60,59.259998,59.66,3052700,59.66
"647",59.240002,60.509998,58.849998,60.099998,2827100,60.099998
"648",60.259998,60.439999,59.52,59.849998,2704500,59.849998
"649",59.849998,60.599998,59.07,59.34,4593200,59.34
"650",60.43,61.200001,59.860001,60.099998,5380000,60.099998
"651",59.099998,59.900002,57.900002,58.630001,3717000,58.630001
"652",59.099998,59.5,57.84,58.959999,2979900,58.959999
"653",58.150002,59.790001,58.029999,59.75,4517200,59.75
"654",60,60.299999,59.490002,59.790001,2924000,59.790001
"655",59.799999,60.139999,59.41,59.689999,2308000,59.689999
"656",59.470001,59.93,58.77,59.02,5006500,59.02
"657",58.799999,60,58.700001,59.389999,5004300,59.389999
"658",58.799999,59.259998,58,58.169998,7590400,58.169998
"659",58.279999,58.830002,57.849998,58.360001,6607000,58.360001
"660",58,58.360001,57.509998,57.82,8253700,57.82
"661",57.099998,57.639999,56.509998,56.970001,8259900,56.970001
"662",57.16,57.16,55.77,55.91,3900100,55.91
"663",56.459999,57.009998,56.02,56.580002,3069500,56.580002
"664",56.759998,56.990002,55.759998,55.959999,4685500,55.959999
"665",55.52,56.119999,54.450001,54.700001,3886500,54.700001
"666",55.02,55.25,54.209999,55.049999,2799200,55.049999
"667",55.299999,55.599998,53.759998,53.779999,2975600,53.779999
"668",53.669998,54.610001,53.509998,54.470001,2331100,54.470001
"669",54.869999,55.77,54.869999,55.509998,2022400,55.509998
"670",55.75,56.549999,55.580002,56.369999,4940000,56.369999
"671",56.369999,58.610001,56.040001,58.540001,4169300,58.540001
"672",59.5,60.380001,59.02,59.150002,2933200,59.150002
"673",59.66,59.720001,57.889999,57.98,2059700,57.98
"674",57.939999,59.59,57.59,59.369999,2169000,59.369999
"675",59.52,61.360001,59.029999,61.169998,3287000,61.169998
"676",60.779999,61.669998,60.330002,61.66,2613600,61.66
"677",60.48,60.77,59.169998,59.810001,2026500,59.810001
"678",60,60.919998,58.720001,60.299999,2875600,60.299999
"679",60.830002,62.330002,60.720001,61.860001,3611000,61.860001
"680",61.650002,63.5,61.450001,63.279999,2963600,63.279999
"681",63.200001,63.259998,61.389999,61.650002,1777700,61.650002
"682",61.439999,61.970001,60.970001,61.299999,1453800,61.299999
"683",61.400002,61.919998,58.970001,59.75,5046900,59.75
"684",59.91,60.889999,59.75,60.040001,3947500,60.040001
"685",59.970001,60.259998,59.330002,59.349998,1650300,59.349998
"686",59.299999,59.41,57.200001,57.369999,2331100,57.369999
"687",57.27,58.209999,57.27,57.779999,1672300,57.779999
"688",57.779999,57.779999,55.400002,56,2013600,56
"689",56.349998,57.080002,55.970001,56.32,1506500,56.32
"690",56.470001,57.470001,56.32,57.07,1559100,57.07
"691",57.07,58.759998,56.59,56.66,1527100,56.66
"692",56.18,56.580002,55.459999,55.599998,1573500,55.599998
"693",55.41,56.040001,55.02,55.869999,923700,55.869999
"694",55.93,56.279999,55.540001,56,963500,56
"695",55.900002,56.59,55.619999,55.669998,1498300,55.669998
"696",55.490002,55.509998,54.09,54.200001,1864400,54.200001
"697",54.689999,55.439999,54.459999,55.209999,1557000,55.209999
"698",55.279999,56.240002,54.98,55.82,1500500,55.82
"699",56.75,57.450001,56.380001,56.439999,1450300,56.439999
"700",56.240002,56.400002,55.599998,55.669998,1040700,55.669998
"701",56,56.799999,55.939999,56.720001,1291000,56.720001
"702",56.709999,57.610001,56.389999,57.009998,855000,57.009998
"703",56.990002,58.25,56.98,57.849998,865100,57.849998
"704",57.73,58.779999,57.73,58.689999,1522900,58.689999
"705",58.720001,59.509998,58.419998,58.66,1372300,58.66
"706",58.419998,59.709999,58.400002,59.209999,1176500,59.209999
"707",59.400002,59.709999,58.959999,59.119999,857600,59.119999
"708",59.049999,59.389999,57.740002,58.049999,876100,58.049999
"709",57.66,58.529999,56.990002,57.830002,1458500,57.830002
"710",57.939999,58.740002,57.75,57.84,1296000,57.84
"711",58.119999,59.240002,57.93,58.950001,1367300,58.950001
"712",58.939999,59.299999,58.560001,58.970001,987900,58.970001
"713",58.939999,59.029999,58.150002,58.599998,814800,58.599998
"714",58.889999,60.27,58.779999,59.540001,1289300,59.540001
"715",60.169998,61.529999,60.029999,61.48,1534600,61.48
"716",61.98,62.990002,61.59,62.439999,1735800,62.439999
"717",67.620003,70.510002,66.559998,70.510002,6007500,70.510002
"718",70,70,68.720001,69.190002,2701700,69.190002
"719",69.150002,70.089996,68.940002,69.849998,2488600,69.849998
"720",69.269997,70.019997,69.199997,69.43,1348700,69.43
"721",69.160004,70.029999,68.43,69.93,1282700,69.93
"722",69.68,70.099998,69.139999,69.300003,1425200,69.300003
"723",69.279999,70,68.860001,68.93,1538400,68.93
"724",69.129997,70.959999,69.040001,70.830002,2878000,70.830002
"725",70.849998,71.610001,70.830002,71.040001,1576400,71.040001
"726",71.629997,72.830002,71.330002,72.410004,2250800,72.410004
"727",72.410004,72.830002,72.089996,72.5,1498000,72.5
"728",72.400002,72.800003,71.699997,72.089996,1853800,72.089996
"729",71.669998,72.730003,71.669998,72.480003,1107600,72.480003
"730",72.400002,73.410004,72.199997,73.389999,1687700,73.389999
"731",73.480003,73.5,72.470001,72.580002,1653400,72.580002
"732",72.589996,73.43,72.419998,72.690002,745000,72.690002
"733",72.559998,72.599998,71.620003,71.769997,605600,71.769997
"734",71.779999,72.190002,71.43,71.93,1275900,71.93
"735",71.209999,72.540001,70.660004,72.290001,1597400,72.290001
"736",72.370003,73.279999,72.169998,72.559998,1371800,72.559998
"737",72.650002,72.980003,71.970001,72.510002,1321700,72.510002
"738",72.760002,73.440002,72.480003,72.699997,1821700,72.699997
"739",72.559998,72.82,71.889999,72.110001,1264400,72.110001
"740",71.879997,72.669998,71.690002,72.309998,1090000,72.309998
"741",72.220001,72.940002,72.129997,72.629997,857600,72.629997
"742",72.629997,73.650002,72.400002,73.239998,1036500,73.239998
"743",73.580002,73.910004,72.510002,72.709999,1214900,72.709999
"744",73.360001,73.360001,72.099998,72.480003,2052100,72.480003
"745",72.400002,72.989998,71.559998,71.580002,1686000,71.580002
"746",71.900002,73.480003,71.629997,73.449997,1749600,73.449997
"747",73.589996,74.260002,73.419998,73.75,2012800,73.75
"748",73.849998,74.239998,72.879997,73.699997,4078500,73.699997
"749",73.699997,74.660004,73.379997,74.230003,955100,74.230003
"750",74.370003,75.300003,74.169998,75.019997,595300,75.019997
"751",75.029999,75.150002,74.660004,74.769997,477000,74.769997
"752",74.870003,74.970001,74.589996,74.75,690000,74.75
"753",74.739998,74.849998,73.959999,74.080002,684900,74.080002
"754",73.910004,75.129997,73.790001,75.029999,1177200,75.029999
"755",75.260002,75.400002,74.610001,75.25,1310700,75.25
"756",74.160004,75.330002,74.129997,75.080002,937700,75.080002
"757",74.839996,75.610001,74.830002,75.550003,1668500,75.550003
"758",75.18,75.400002,74.5,75.110001,1177900,75.110001
"759",75.080002,75.580002,74.650002,75.529999,1217900,75.529999
"760",75.639999,75.93,75.160004,75.580002,1404400,75.580002
"761",75.860001,75.989998,75.389999,75.949997,852400,75.949997
"762",76.099998,76.980003,75.900002,76.919998,921200,76.919998
"763",77.110001,77.93,76.919998,77.75,823300,77.75
"764",77.589996,78.43,77.589996,78.050003,669200,78.050003
"765",78.389999,79.029999,78.110001,78.989998,588900,78.989998
"766",79.129997,79.5,78.959999,79.470001,815600,79.470001
"767",79.470001,80.080002,79.029999,79.900002,1028200,79.900002
"768",79.949997,80.669998,79.529999,80.550003,860200,80.550003
"769",80.239998,80.529999,79.150002,80.5,970200,80.5
"770",82.110001,85.589996,82.010002,83.190002,2203900,83.190002
"771",82.099998,82.690002,81.589996,82.029999,1086700,82.029999
"772",82.400002,83.129997,82.220001,82.900002,546900,82.900002
"773",82.849998,83.699997,82.230003,83.080002,1009500,83.080002
"774",82.470001,82.720001,80.970001,82.660004,1006800,82.660004
"775",82.150002,82.589996,79.410004,79.870003,1723500,79.870003
"776",80,80.300003,79.160004,79.220001,708900,79.220001
"777",80.239998,81.160004,80.120003,80.669998,701800,80.669998
"778",80.720001,82.629997,80.720001,82.169998,836600,82.169998
"779",82.529999,83.379997,81.5,83.07,1135800,83.07
"780",82.860001,83.080002,81.239998,81.339996,1194900,81.339996
"781",81.360001,82.769997,80.860001,82.75,1414400,82.75
"782",84,89.650002,83.690002,88.5,3517400,88.5
"783",89.650002,90.150002,86.769997,87,2203600,87
"784",86.650002,87.239998,86,86.239998,1025200,86.239998
"785",86.410004,86.410004,84.779999,85.980003,863600,85.980003
"786",85.699997,86.419998,85.080002,85.400002,1146800,85.400002
"787",85.5,85.760002,84.959999,85.489998,777800,85.489998
"788",85.029999,85.470001,83.989998,84.650002,859200,84.650002
"789",84.230003,84.459999,83.470001,84.089996,755400,84.089996
"790",82.709999,83.290001,81.709999,82.860001,1393600,82.860001
"791",83.160004,83.68,80.18,81.050003,2456600,81.050003
"792",81.599998,82.519997,80.529999,81.040001,1276300,81.040001
"793",79,81.080002,77.949997,79.230003,2633000,79.230003
"794",76.989998,77.910004,75.18,77.620003,2977000,77.620003
"795",77.760002,82.260002,77.760002,82.230003,1701400,82.230003
"796",82.080002,83.790001,77.230003,77.559998,2513100,77.559998
"797",80.050003,82.889999,79.139999,82.699997,2078900,82.699997
"798",80.559998,82.93,80.080002,81.110001,1299400,81.110001
"799",78.769997,82.870003,78.260002,81.839996,1952000,81.839996
"800",76.040001,79.279999,75.300003,77.199997,2564700,77.199997
"801",79.290001,79.690002,74.550003,77.720001,2069700,77.720001
"802",75.900002,77.209999,73.239998,74.870003,2692700,74.870003
"803",70.059998,72.809998,67.800003,68.25,3071500,68.25
"804",71.389999,76.209999,67.980003,75.949997,3427200,75.949997
"805",68,76,67.010002,71.739998,2446500,71.739998
"806",73.300003,80.720001,73.269997,75.129997,3082600,75.129997
"807",70.620003,75.790001,68.620003,75.25,2514900,75.25
"808",74.330002,76.089996,69.610001,71.339996,2250800,71.339996
"809",71.25,71.25,64.160004,64.989998,3321800,64.989998
"810",64.709999,66.480003,62.200001,65.739998,1743900,65.739998
"811",68.220001,70.949997,66.660004,68.650002,2066200,68.650002
"812",68.040001,74.5,67.07,70.199997,1620600,70.199997
"813",70.949997,74.760002,70.459999,73.739998,1380300,73.739998
"814",72.019997,74.360001,70.519997,73.089996,921000,73.089996
"815",74.190002,76.879997,73.68,76.410004,1235200,76.410004
"816",76.57,77.760002,75.330002,76.059998,1699900,76.059998
"817",73.639999,76.830002,70.709999,72.599998,1430400,72.599998
"818",71.790001,74.169998,68.760002,70.300003,1896800,70.300003
"819",69.360001,69.980003,64.510002,65.519997,2429800,65.519997
"820",67.260002,71.580002,67.139999,71.010002,1709600,71.010002
"821",72.360001,74.650002,71.029999,71.989998,1700700,71.989998
"822",72.82,78.650002,72.339996,76.959999,1618800,76.959999
"823",76.830002,78.290001,74.400002,74.82,1313300,74.82
"824",74.400002,75.25,71.879997,73.589996,1144100,73.589996
"825",75.18,77.400002,74.849998,76.82,1379500,76.82
"826",76.139999,76.349998,74.18,76.260002,1213300,76.260002
"827",76.540001,78.440002,75.260002,76.650002,1231200,76.650002
"828",78,78.589996,75.599998,78.160004,1119900,78.160004
"829",77.339996,78.029999,76.510002,77.519997,1361000,77.519997
"830",76.769997,76.93,72.010002,72.529999,1109900,72.529999
"831",74.010002,74.980003,72.339996,72.410004,770600,72.410004
"832",72.57,74.690002,72.449997,73.349998,772200,73.349998
"833",73.68,74.25,71.699997,74,958800,74
"834",74.739998,79.099998,74.459999,78.949997,1163200,78.949997
"835",80,81.230003,77.910004,78.610001,1189300,78.610001
"836",79.309998,82.879997,79.07,81.589996,1287400,81.589996
"837",80.589996,81.589996,78.800003,79.010002,1464900,79.010002
"838",77.889999,78.75,75.940002,76.510002,989200,76.510002
"839",75.800003,76.669998,74.699997,75.120003,826000,75.120003
"840",76.25,79.57,76.139999,78.870003,1334700,78.870003
"841",81.68,85.32,80.809998,82.349998,2101800,82.349998
"842",82.730003,83.349998,79.610001,80.160004,1800500,80.160004
"843",81.040001,81.379997,79.959999,80.760002,1248000,80.760002
"844",80.760002,82.279999,80.760002,81.129997,851700,81.129997
"845",81.559998,81.690002,78.860001,78.910004,863700,78.910004
"846",79.059998,79.900002,77.690002,78.989998,1140500,78.989998
"847",78.349998,78.349998,76.32,78.139999,1093000,78.139999
"848",77.75,79.459999,77.25,79.25,694500,79.25
"849",81.029999,82.790001,80.5,80.709999,876900,80.709999
"850",80.190002,80.709999,78.860001,80.209999,1019600,80.209999
"851",80.730003,82.110001,79.610001,79.970001,727500,79.970001
"852",79.839996,79.989998,78.230003,78.730003,891300,78.730003
"853",78.900002,79.07,76.519997,76.809998,917300,76.809998
"854",78.160004,79.779999,77.75,78.019997,1098400,78.019997
"855",78.220001,78.949997,76.129997,78.709999,1445500,78.709999
"856",79.5,80.82,79.18,79.470001,1080100,79.470001
"857",79.949997,81.129997,78.360001,80.959999,2024700,80.959999
"858",80.860001,81.550003,78.870003,80.339996,804500,80.339996
"859",80.309998,80.860001,79.059998,80.860001,816600,80.860001
"860",80.760002,81.519997,79.32,79.720001,979200,79.720001
"861",78.959999,82.410004,78.959999,82.389999,1958700,82.389999
"862",82.800003,88.699997,82.800003,88.279999,2849000,88.279999
"863",87.900002,89.389999,85.029999,87,2208400,87
"864",86.629997,86.629997,83.389999,84.5,1226200,84.5
"865",84.5,84.919998,80.919998,82.900002,1203000,82.900002
"866",81.019997,82.169998,79.25,79.949997,1364200,79.949997
"867",81.75,81.830002,76.940002,78.25,1306200,78.25
"868",76.650002,78.93,76.269997,78.529999,887700,78.529999
"869",80.410004,80.839996,78.330002,78.970001,870600,78.970001
"870",79.150002,79.860001,77.919998,78.239998,1082800,78.239998
"871",77.599998,78.220001,77.300003,78.129997,962600,78.129997
"872",79.379997,80.449997,78.639999,79.550003,2085500,79.550003
"873",79.480003,79.480003,77.07,78.949997,802900,78.949997
"874",79.809998,80.089996,78.370003,79.199997,902000,79.199997
"875",78.43,79.040001,76.970001,77.18,1199700,77.18
"876",76.839996,77.720001,76.300003,77.5,727500,77.5
"877",77.239998,77.93,75.300003,75.559998,1847100,75.559998
"878",76.330002,77.489998,75.839996,77.209999,583100,77.209999
"879",77.5,79.599998,77,79.139999,757400,79.139999
"880",79.300003,81.010002,79.300003,80.639999,885900,80.639999
"881",81.5,82.68,80.790001,81.050003,880500,81.050003
"882",81.870003,82.650002,80.550003,81.220001,1145100,81.220001
"883",80.610001,82.959999,80.510002,81.989998,1053000,81.989998
"884",82.099998,82.25,80.059998,81.910004,886300,81.910004
"885",82.040001,82.43,78.650002,79.739998,983100,79.739998
"886",80.339996,81.300003,79.199997,81.190002,580700,81.190002
"887",81.449997,82.169998,79.459999,79.57,1129300,79.57
"888",79.559998,82.110001,79.220001,81.949997,801200,81.949997
"889",82.970001,84.720001,82.480003,84.540001,863400,84.540001
"890",84.599998,85.459999,84.040001,84.809998,576900,84.809998
"891",85.379997,86.360001,85.019997,85.110001,736100,85.110001
"892",84.760002,85.75,84.440002,85.510002,696200,85.510002
"893",85.160004,86.510002,85.160004,86,647000,86
"894",85.889999,87.160004,85.43,87.120003,577600,87.120003
"895",87.230003,87.910004,86.809998,87.68,513500,87.68
"896",87.779999,88.230003,86.669998,87.330002,446200,87.330002
"897",86.889999,88.720001,86.300003,88.489998,354600,88.489998
"898",87.790001,88.760002,87.690002,87.989998,475000,87.989998
"899",88.050003,91.690002,87.910004,91.300003,896700,91.300003
"900",90.129997,91.610001,88.269997,91.120003,1369300,91.120003
"901",91.599998,92.160004,85.709999,87.389999,1830900,87.389999
"902",87.629997,88.75,86.449997,87.209999,909500,87.209999
"903",86.629997,86.860001,83.510002,83.57,1212100,83.57
"904",83.519997,84.370003,82.32,82.919998,1135800,82.919998
"905",82.559998,83.650002,81.540001,82.290001,904000,82.290001
"906",82.379997,83.709999,81.480003,82.370003,773400,82.370003
"907",82.160004,83.32,81.970001,82.599998,765100,82.599998
"908",83.370003,83.980003,81.389999,81.730003,1318000,81.730003
"909",82.349998,82.830002,81.809998,82.459999,781700,82.459999
"910",82.010002,82.410004,81.25,81.669998,501200,81.669998
