"","AVB.Open","AVB.High","AVB.Low","AVB.Close","AVB.Volume","AVB.Adjusted"
"166",188.449997,189.889999,187.220001,187.279999,538500,162.046173
"167",187.160004,187.160004,185.679993,186.919998,627600,161.734634
"168",187.339996,188.330002,187.139999,187.729996,997500,162.435532
"169",188.119995,189.440002,187.660004,188,572100,162.669159
"170",186.5,187.770004,182.139999,186.679993,1037100,161.527008
"171",186.889999,187.600006,185.210007,185.529999,1238000,160.531952
"172",185.830002,186.880005,184.990005,185.990005,1334100,160.930008
"173",185.830002,188.080002,185.520004,186.759995,999900,161.596237
"174",187.199997,188.550003,186.289993,188.550003,909600,163.14502
"175",188.259995,188.589996,183.199997,184.630005,844200,159.753235
"176",184.570007,185.160004,183.660004,183.839996,668200,159.069656
"177",183.830002,184.029999,182.369995,183.729996,908200,158.974472
"178",183.899994,184.979996,182.529999,183.770004,1318400,159.009125
"179",183.820007,184.589996,182.320007,183.169998,964900,158.48996
"180",183.169998,183.600006,181.110001,181.720001,993900,157.235352
"181",181.850006,182.490005,180.139999,180.800003,618400,156.43927
"182",180.860001,181.520004,179.789993,179.809998,544400,155.582687
"183",180.050003,180.369995,178.449997,178.520004,464600,154.466476
"184",179.479996,180.460007,178.380005,179.309998,1268100,155.15004
"185",179.330002,179.660004,178.679993,179.100006,1053400,154.968353
"186",179.320007,179.320007,177.619995,178.160004,865000,154.154968
"187",176.660004,178.649994,176.660004,178.600006,766000,155.777313
"188",177.970001,179.259995,177.710007,178.419998,894600,155.6203
"189",179,179.410004,177.410004,177.589996,630400,154.896362
"190",177.589996,178.130005,176.869995,177.690002,632000,154.983612
"191",177.770004,180.179993,177.169998,180,662900,156.998413
"192",180.770004,183.139999,180.259995,180.440002,679200,157.382141
"193",180.190002,180.190002,178.110001,178.899994,651000,156.038971
"194",178.710007,179.529999,178.509995,178.75,672800,155.908142
"195",178.869995,180.279999,178.429993,178.5,734500,155.690094
"196",178.619995,180.789993,178.5,179.979996,645900,156.980942
"197",180.25,181.309998,179.649994,180.960007,575500,157.835709
"198",181.880005,182,180.550003,180.600006,815000,157.521759
"199",180.580002,180.610001,179.100006,179.199997,514200,156.300629
"200",178.899994,180.020004,178.869995,180.020004,575000,157.015869
"201",179.75,180.119995,178.970001,180.080002,524600,157.068176
"202",179.990005,180.649994,179.259995,180.600006,736900,157.521759
"203",180.949997,181.339996,179.649994,181.190002,722000,158.036316
"204",181.440002,182.139999,180.699997,181.979996,624400,158.725388
"205",181.440002,181.699997,179.309998,179.509995,638800,156.571014
"206",179.710007,181.160004,179.309998,180.479996,539200,157.417053
"207",181.399994,181.399994,179.809998,180.660004,537400,157.574066
"208",180.339996,182.100006,180.100006,181.649994,452900,158.437561
"209",181.220001,182.160004,180.600006,181.889999,555300,158.646881
"210",180.649994,183.520004,177.940002,181.330002,661500,158.158478
"211",181.330002,183.539993,180.759995,183.399994,609900,159.963913
"212",183.440002,183.860001,178.720001,180.350006,723800,157.303711
"213",179.520004,182.850006,178.580002,181.970001,492000,158.716675
"214",182.410004,184.830002,182.410004,183.389999,489500,159.955215
"215",183.610001,184.949997,182.369995,183.759995,520800,160.277908
"216",183.660004,186.789993,183.190002,186.690002,605000,162.833527
"217",186.339996,188.389999,186.080002,187.470001,627200,163.51384
"218",187.089996,188.910004,186.550003,187.160004,460400,163.243469
"219",187.330002,188.639999,186.539993,188.110001,399900,164.072037
"220",188.070007,188.25,186.479996,187.509995,757300,163.548706
"221",187.550003,188.080002,184.5,184.690002,576000,161.089066
"222",184.979996,186.880005,184.339996,186.089996,752000,162.310196
"223",186.089996,186.089996,183.809998,184.369995,472100,160.809998
"224",184.5,184.660004,183.660004,183.940002,415500,160.434937
"225",184.320007,185.089996,183.720001,185.020004,455300,161.376938
"226",185.429993,185.429993,183.559998,184.600006,325100,161.01062
"227",184.880005,185.130005,184.339996,184.630005,202100,161.036774
"228",184.339996,184.789993,182.419998,182.839996,575400,159.475494
"229",182.919998,183.470001,180.639999,181.270004,721800,158.10611
"230",181.279999,182.529999,179.029999,182.039993,519600,158.777695
"231",182.369995,183.080002,180.970001,181.330002,901000,158.158478
"232",181.929993,183.929993,180.770004,181.330002,628300,158.158478
"233",181.970001,182.429993,180.889999,181.119995,538700,157.97525
"234",181.360001,181.460007,178.410004,178.809998,636400,155.960495
"235",179.389999,179.529999,177.619995,179.380005,465100,156.457672
"236",179.110001,179.960007,178.399994,179.960007,549200,156.963516
"237",180.720001,182.380005,179.520004,182.220001,523200,158.934738
"238",181.830002,182.910004,181.830002,182.809998,576200,159.449341
"239",183,184.369995,181.910004,183.639999,583700,160.173248
"240",184.309998,184.399994,181.770004,182.309998,509000,159.013229
"241",182.550003,183.330002,181.240005,182.369995,341200,159.065536
"242",183.389999,183.389999,181.419998,181.660004,1272800,158.446304
"243",181.729996,184.259995,181.679993,182.460007,605800,159.144043
"244",182.809998,183.630005,176.399994,177.720001,789100,155.00975
"245",177.559998,178.770004,177.369995,177.619995,803400,154.922546
"246",177.789993,178.119995,175.179993,175.550003,540000,153.117081
"247",176.289993,178.419998,176.020004,178.119995,660500,155.358688
"248",178.259995,179.559998,177.559998,178.990005,444700,156.117462
"249",179.559998,180.039993,178.169998,178.570007,438600,155.751129
"250",177.309998,178.740005,176.75,178.580002,412200,157.008392
"251",179.059998,179.059998,178.050003,178.410004,403800,156.858932
"252",178.589996,179.199997,177,177.240005,594800,155.830292
"253",177.759995,178,176.639999,177.789993,515500,156.313812
"254",177.240005,177.770004,174.520004,174.610001,517800,153.51796
"255",174.580002,174.600006,173.119995,174.259995,678200,153.21022
"256",173.839996,174.809998,173.300003,174.389999,546300,153.324554
"257",174.300003,174.710007,172.589996,173.070007,515400,152.163986
"258",172.369995,173,169.729996,170.960007,604200,150.308853
"259",171.610001,172.300003,169.550003,169.770004,468100,149.262604
"260",169.779999,170.169998,167.509995,168.229996,494100,147.908615
"261",168.520004,171.520004,168.520004,169.029999,613700,148.611969
"262",170.119995,170.229996,169.009995,169.910004,540200,149.385696
"263",169.080002,170.080002,167.089996,167.789993,639500,147.521774
"264",168.199997,168.710007,167.669998,168.699997,722100,148.321838
"265",168.669998,170.190002,168.240005,170.100006,629000,149.552734
"266",170.5,172.740005,170.479996,172.690002,757800,151.82988
"267",172.580002,173.020004,171.300003,171.800003,567900,151.047379
"268",171.820007,172.320007,168.649994,170.179993,682800,149.623077
"269",170.720001,170.720001,168.380005,170.089996,550600,149.543945
"270",169.539993,169.589996,167.820007,168.25,395300,147.926193
"271",167.960007,168.690002,166.850006,166.869995,560300,146.712891
"272",166.779999,170.419998,166.210007,170.399994,1184100,149.816483
"273",169.910004,171.820007,163.800003,164.110001,1403700,144.286285
"274",158.679993,164.529999,158.679993,163.960007,1754200,144.154449
"275",163.880005,165.669998,158.820007,159.020004,1469400,139.811188
"276",157.410004,161.360001,156.009995,160.25,1879800,140.892593
"277",159.839996,162.520004,158.210007,158.279999,1153900,139.160538
"278",158.520004,161.199997,154.820007,154.940002,1479900,136.224014
"279",156,160.690002,154.940002,159.610001,1348700,140.329865
"280",160.020004,160.669998,155.740005,158.75,1427400,139.573761
"281",157.770004,160.320007,157.639999,159.399994,1109200,140.145233
"282",157.949997,159.070007,157.25,158.919998,874700,139.723221
"283",159.570007,161.619995,159.179993,161.100006,799600,141.639908
"284",161.339996,163,160.509995,162.570007,877800,142.932327
"285",161.919998,163.649994,160.330002,160.419998,894200,141.042038
"286",159.919998,160.669998,155.740005,156.020004,1011200,137.173553
"287",156.660004,158.139999,156.449997,157.119995,884200,138.14064
"288",157.929993,160.100006,156.970001,160.009995,520200,140.681534
"289",160.419998,160.720001,158.970001,160.149994,603100,140.804657
"290",159.660004,160.110001,155.710007,156.080002,949800,137.226318
"291",156.080002,157.399994,155.449997,156.020004,1442100,137.173553
"292",155.179993,157.910004,154.149994,155.050003,1268100,136.320709
"293",154.899994,155.580002,152.919998,153.899994,902800,135.309631
"294",153.089996,156.740005,152.649994,156.080002,1094300,137.226318
"295",156.029999,156.589996,153.710007,155.960007,853900,137.120804
"296",155.789993,158.630005,155.520004,158.110001,914700,139.011078
"297",158.240005,159.619995,157.429993,159.5,714800,140.23317
"298",159.610001,161.419998,158.820007,161.419998,635300,141.921249
"299",161.059998,162,160.259995,161.539993,738700,142.026764
"300",162.460007,162.970001,161.100006,161.520004,593100,142.009186
"301",161.839996,163.490005,161.630005,163.470001,798400,143.723602
"302",163.220001,164.139999,162.770004,163.669998,882100,143.89946
"303",164.029999,166.020004,163.380005,165.75,1442200,145.72821
"304",165.580002,165.630005,163.800003,165.089996,829800,145.147919
"305",164.949997,166.149994,163.559998,164.309998,1096700,144.462143
"306",164.270004,165.720001,162.630005,163.240005,675900,143.521393
"307",162.529999,164.229996,159.960007,160.259995,1073300,140.901352
"308",160.300003,160.929993,157.630005,158.009995,810300,138.923141
"309",159.089996,159.589996,157.589996,158.830002,550500,139.644089
"310",158.740005,162.75,156.399994,160.639999,741600,141.235474
"311",160.520004,164.509995,159.979996,164.050003,842100,145.565598
"312",164.479996,165.440002,161.220001,164.460007,842900,145.929428
"313",164.300003,164.649994,161.339996,162.660004,668300,144.33223
"314",162.720001,165.389999,161.509995,164.960007,670500,146.373093
"315",163.949997,166.669998,163.5,166.020004,635300,147.31366
"316",166.169998,166.369995,164.210007,166.229996,591800,147.5
"317",166.820007,167.520004,165.399994,166,600800,147.295883
"318",166.199997,166.779999,164.589996,165.419998,470000,146.78125
"319",166.270004,167,165.330002,166.789993,588600,147.996887
"320",166.380005,167.960007,165.820007,166.029999,847400,147.322525
"321",166.240005,166.240005,164.539993,165.199997,663600,146.586014
"322",165.279999,166.740005,164.550003,166.529999,568500,147.76619
"323",166.869995,168.229996,165.770004,166,604500,147.295883
"324",166.320007,167.660004,165.529999,166.970001,628000,148.156601
"325",167.190002,167.520004,165.789993,165.949997,617800,147.251526
"326",165.5,165.740005,161.779999,162.539993,669400,144.225754
"327",162.910004,162.910004,160.419998,160.869995,1129800,142.743912
"328",161.389999,161.779999,160.119995,161,602300,142.859268
"329",161.389999,162.580002,160.669998,161.899994,840600,143.657852
"330",161.360001,162.619995,160.289993,161.789993,773500,143.560242
"331",160.320007,163.630005,157.899994,161.580002,766500,143.373917
"332",161.100006,164.960007,161.100006,164.330002,476000,145.814026
"333",164.800003,165.479996,162.470001,163,748200,144.633926
"334",163.149994,164.970001,162.369995,164.550003,529200,146.009277
"335",163.820007,164.410004,162.479996,162.619995,749500,144.296722
"336",162.080002,164.440002,161.539993,162.850006,408700,144.500839
"337",162.550003,164.759995,162.440002,164.350006,510800,145.831833
"338",164.970001,165.399994,163.789993,165.199997,340400,146.586014
"339",164.940002,164.940002,163.699997,164.470001,678800,145.938309
"340",164.830002,165.820007,164.070007,165.720001,481800,147.047455
"341",166.690002,167.880005,165.800003,167.699997,778900,148.804352
"342",168.220001,168.309998,166.139999,166.380005,615900,147.633118
"343",166.339996,166.550003,163.539993,164.539993,380500,146.000412
"344",163.809998,163.940002,160.330002,160.649994,749200,142.548691
"345",161.059998,161.520004,158.820007,159.5,689900,141.528275
"346",159.25,159.960007,158.169998,158.520004,729200,140.658707
"347",158.690002,159.110001,157.029999,157.759995,627000,139.984314
"348",158.309998,159.529999,156.929993,158.770004,890200,140.880554
"349",158.860001,159.589996,158.059998,159.25,819100,141.306458
"350",159.660004,162.570007,159.070007,161.490005,1026100,143.294052
"351",161.639999,161.839996,159.449997,160.720001,863400,142.61084
"352",161.130005,162.610001,160.929993,161.759995,462200,143.533646
"353",161.289993,162.270004,160.5,161.470001,627500,143.276321
"354",160.940002,166.479996,160.630005,165.860001,749500,147.171692
"355",164.220001,165.75,163.210007,165.539993,1244100,146.887711
"356",165.559998,167.429993,164.309998,167.110001,688200,148.280853
"357",167.729996,169,167.009995,169,735100,149.95784
"358",169.509995,169.699997,166.830002,166.899994,811600,148.094467
"359",166.619995,167.970001,165.520004,167.429993,618700,148.564758
"360",167.619995,168.059998,166.5,166.860001,485400,148.058975
"361",167.5,168.539993,166.759995,167.820007,384400,148.910812
"362",167.559998,168.119995,165.779999,166.610001,595300,147.837158
"363",166.399994,169.419998,165.5,168.520004,843500,149.531952
"364",168.990005,169.899994,165.529999,166.559998,782600,147.792786
"365",167.039993,169.649994,166.080002,168.179993,760700,149.23024
"366",168.320007,169.830002,167.910004,168.720001,1194100,149.709427
"367",168.160004,168.990005,166.220001,167.580002,640400,148.697845
"368",166.649994,168.389999,166.649994,167.289993,742500,148.440536
"369",168.350006,169.589996,167.369995,169.309998,891200,150.232971
"370",169.589996,170.529999,169.070007,169.910004,905600,150.765335
"371",170.399994,171.419998,167.470001,170.830002,1178900,151.58168
"372",171.190002,172.839996,170.130005,172.229996,1203400,152.823914
"373",172.190002,173.179993,171.199997,171.309998,840900,152.007599
"374",171.830002,172.460007,169.610001,169.610001,888900,150.499115
"375",168.240005,171.830002,168.240005,171.410004,989000,153.426041
"376",170.960007,173.460007,169.770004,171.889999,1234800,153.855728
"377",171.850006,172.589996,169.009995,170.600006,755100,152.701035
"378",170.610001,172.779999,169.830002,170.979996,304500,153.041138
"379",171.639999,172.479996,170.899994,172.389999,557900,154.303223
"380",173.080002,173.630005,172.220001,172.889999,499700,154.750778
"381",173.190002,173.639999,171.070007,171.899994,893500,153.864655
"382",172.029999,174.029999,171.610001,173.520004,631600,155.314682
"383",173.649994,174.820007,173.389999,173.929993,479900,155.681671
"384",174.190002,175,173.600006,174.259995,458600,155.977036
"385",174.699997,175.160004,173.139999,173.350006,438000,155.162521
"386",172.949997,173.559998,171.089996,172.649994,431500,154.535965
"387",172.960007,173.130005,171.020004,171.369995,716600,153.390244
"388",171.289993,172.919998,170.529999,171.279999,750700,153.309692
"389",170.759995,173.850006,170.759995,172.399994,392400,154.312195
"390",171.720001,172,169.740005,170.539993,431500,152.647339
"391",170.100006,170.690002,169.350006,170.350006,340200,152.477295
"392",170.330002,170.809998,168.949997,170.580002,704100,152.683121
"393",171.259995,174.330002,170.919998,172.5,659900,154.401672
"394",172.970001,174.320007,172.399994,172.880005,349000,154.741837
"395",173.360001,173.380005,171.429993,172.229996,426300,154.160049
"396",172.309998,173.130005,170.979996,172.169998,453000,154.106323
"397",173.070007,179.179993,169.710007,176.850006,1323500,158.295319
"398",175.850006,178.460007,172.860001,178.210007,983200,159.512619
"399",178.050003,179.369995,174.630005,178.5,611900,159.772171
"400",178.679993,180.369995,177.399994,180.080002,825300,161.186417
"401",179.710007,182.039993,178.979996,180.210007,725700,161.302795
"402",180.389999,180.889999,177.289993,179.089996,841900,160.300278
"403",179.539993,179.539993,177.75,178.259995,319500,159.557373
"404",178.5,179.240005,177.889999,178.889999,341200,160.121262
"405",178.889999,179.529999,177.160004,177.199997,479200,158.608566
"406",177.270004,178.029999,176.570007,177.669998,466400,159.029297
"407",177.720001,179.240005,177.229996,178.630005,502400,159.88855
"408",178.259995,180.850006,178,180.300003,554600,161.383347
"409",180.479996,181.5,179.75,181.320007,392000,162.296341
"410",181.550003,183.350006,180.830002,183.199997,541700,163.979095
"411",183.869995,184.320007,182.679993,183.070007,537400,163.862732
"412",182.660004,182.740005,180.5,181.029999,384900,162.036743
"413",181.259995,181.470001,180.270004,181.300003,378700,162.278427
"414",181.449997,181.779999,180.850006,181.149994,235200,162.144135
"415",180.850006,183.130005,180.850006,182.800003,318200,163.621017
"416",183.190002,183.259995,180.729996,182.470001,521600,163.325653
"417",182.380005,184.539993,181.949997,184.490005,391700,165.133743
"418",184.970001,185.339996,183.770004,184.259995,382200,164.927872
"419",184.860001,184.860001,182.690002,182.830002,301600,163.647873
"420",183.220001,184.240005,182.220001,183.289993,532600,164.059631
"421",182.550003,183.949997,181.899994,182.860001,381600,163.674759
"422",182.220001,184.789993,181.330002,183.899994,543600,164.605621
"423",184.449997,185.139999,183.809998,184.240005,570900,164.909943
"424",183.410004,183.820007,182.139999,183.179993,472000,163.961166
"425",184.369995,185.139999,183.740005,184.289993,501100,164.954727
"426",183.080002,184.660004,183.080002,183.919998,527500,164.62352
"427",184.220001,184.800003,182.880005,183.720001,344500,164.444519
"428",184.649994,185.770004,183.839996,185.720001,546400,166.234665
"429",185.240005,185.380005,182.119995,183.289993,619500,164.059631
"430",183.389999,184.860001,182.990005,184.729996,644400,165.348557
"431",184.729996,185.059998,183.190002,184.080002,398700,164.766754
"432",184.309998,184.440002,181.449997,182.100006,479300,162.994492
"433",182.320007,184.259995,181.320007,184.130005,446800,164.811508
"434",184.869995,185.990005,183.5,185.190002,974800,165.760239
"435",184.720001,185.210007,180.070007,180.720001,560900,161.759262
"436",181,181.649994,179.449997,181.139999,580900,162.135208
"437",181.059998,181.330002,178.050003,178.210007,666600,159.512619
"438",178.059998,178.910004,176.910004,177.729996,507000,160.406113
"439",177.520004,181.229996,177.520004,181.149994,874000,163.492722
"440",180.860001,181.639999,179.869995,179.960007,538300,162.418762
"441",180.210007,181.660004,179.800003,179.990005,372400,162.445847
"442",180.380005,181.229996,176.929993,178.610001,470300,161.200348
"443",177.740005,178.220001,175.580002,177.220001,545600,159.945816
"444",177.570007,179.020004,177.059998,177.309998,374500,160.027039
"445",177.399994,180.630005,177.399994,179.330002,526800,161.850159
"446",179.279999,181.279999,178.139999,181.130005,556700,163.474701
"447",180.119995,181.630005,178.119995,178.360001,504800,160.974701
"448",178.880005,178.880005,172.800003,173.190002,833800,156.30864
"449",174.100006,175.429993,172.059998,172.789993,559400,155.947617
"450",172.220001,175.179993,172.220001,172.899994,454100,156.046875
"451",173.389999,176.839996,172.440002,176.139999,518200,158.9711
"452",176.039993,176.860001,174.800003,176,523400,158.844742
