"","NOW.Open","NOW.High","NOW.Low","NOW.Close","NOW.Volume","NOW.Adjusted"
"33",91.870003,92.970001,91.230003,92.739998,1117000,92.739998
"34",93.019997,93.510002,92.169998,93.18,617700,93.18
"35",92.709999,93.669998,92.169998,92.980003,547700,92.980003
"36",93.360001,93.400002,91.410004,92.650002,832000,92.650002
"37",91.599998,92.389999,90.660004,91.82,1038200,91.82
"38",90.610001,90.610001,86.93,87.75,5592700,87.75
"39",87.220001,88.279999,86.82,86.919998,2168300,86.919998
"40",88.019997,88.989998,86.739998,88.889999,3165800,88.889999
"41",89.089996,89.139999,86.239998,86.339996,1411400,86.339996
"42",86.029999,87.190002,86.010002,86.470001,1189500,86.470001
"43",85.93,86.769997,85.559998,86.260002,1419200,86.260002
"44",86.330002,87.690002,86.099998,87.059998,1478600,87.059998
"45",87.32,88.269997,86.980003,87.290001,794000,87.290001
"46",87.309998,88.129997,86.389999,87.830002,893200,87.830002
"47",88.269997,88.589996,86.900002,88.029999,857100,88.029999
"48",88.089996,88.860001,87.660004,88.639999,1292800,88.639999
"49",88.489998,88.610001,86.68,87.470001,1142600,87.470001
"50",87.879997,88.769997,87.290001,88.410004,1020700,88.410004
"51",88.790001,89.370003,88.489998,88.800003,953600,88.800003
"52",89.050003,89.470001,88.510002,88.709999,1006900,88.709999
"53",88.849998,88.949997,87.75,88.110001,621300,88.110001
"54",88.800003,89,83.790001,83.93,2410100,83.93
"55",83.849998,85.190002,83.459999,85.040001,1423400,85.040001
"56",85.120003,85.809998,84.129997,84.400002,860100,84.400002
"57",85.040001,85.690002,84.309998,84.809998,818600,84.809998
"58",84.239998,85.589996,83.419998,84.870003,906200,84.870003
"59",85.400002,86.370003,84.830002,86,940400,86
"60",86.279999,87.879997,86.099998,87.610001,1438400,87.610001
"61",87.440002,87.699997,86.809998,86.940002,771800,86.940002
"62",86.82,88,86.379997,87.470001,910600,87.470001
"63",87.599998,88.360001,85.410004,86.220001,1249800,86.220001
"64",86.059998,87.379997,85.199997,85.290001,1176800,85.290001
"65",85.989998,87.68,85.410004,85.660004,1416300,85.660004
"66",85.75,86.419998,85.099998,86.190002,673600,86.190002
"67",85.900002,86.57,85.519997,86.019997,767000,86.019997
"68",85.949997,86.389999,85.419998,85.529999,671400,85.529999
"69",85.349998,85.989998,84.82,85.389999,939000,85.389999
"70",85.010002,85.709999,84.029999,84.489998,873700,84.489998
"71",84.370003,85.199997,84.339996,84.639999,1131900,84.639999
"72",85.040001,86.419998,84.919998,86.410004,1118200,86.410004
"73",86,87.669998,85.93,87.599998,1381700,87.599998
"74",87.959999,88.400002,87.650002,88.150002,1194700,88.150002
"75",88.489998,88.489998,87.459999,88.260002,1352000,88.260002
"76",88.800003,89.43,88.080002,88.32,1076500,88.32
"77",89.669998,89.669998,88.349998,89.419998,1312000,89.419998
"78",89.919998,90.800003,89.559998,90.239998,1417600,90.239998
"79",90.43,91.209999,89.029999,90.919998,2814900,90.919998
"80",96.279999,96.919998,93.300003,94.330002,4690400,94.330002
"81",94.300003,95.32,92.940002,94.480003,2342100,94.480003
"82",94.639999,95.440002,93.709999,94.93,2741300,94.93
"83",94.82,95.099998,93.769997,94.959999,1170400,94.959999
"84",94.690002,95.150002,93.730003,94.110001,982400,94.110001
"85",94.589996,96.300003,94.150002,96.019997,1515800,96.019997
"86",96.120003,98.190002,96.120003,98.07,1817900,98.07
"87",97.68,99.089996,97.150002,97.900002,2173100,97.900002
"88",98.160004,98.470001,96.959999,97.330002,1585900,97.330002
"89",97.220001,97.57,96.360001,96.470001,1210000,96.470001
"90",96.5,96.919998,95.5,96.760002,1100200,96.760002
"91",96.809998,97.349998,95.989998,96.900002,966100,96.900002
"92",97.239998,98.610001,96.910004,97.949997,892500,97.949997
"93",98.760002,100.190002,97.809998,100.18,1846000,100.18
"94",98.699997,99.400002,98.059998,98.550003,3629800,98.550003
"95",97.879997,99.099998,97.349998,98.970001,2842100,98.970001
"96",99.5,100.720001,99.230003,99.300003,2131800,99.300003
"97",99.809998,102.230003,99.760002,101.699997,2087400,101.699997
"98",101.370003,101.760002,100.059998,101.699997,2338300,101.699997
"99",102.529999,103.919998,101.830002,103,5772500,103
"100",103.699997,105.290001,103.550003,104.519997,1770700,104.519997
"101",104,106.730003,103.529999,106.029999,2988200,106.029999
"102",105.419998,106.800003,104.82,105.360001,1612300,105.360001
"103",105.510002,105.790001,103.809998,104.650002,2230600,104.650002
"104",105.18,106.550003,104.32,106.510002,2626100,106.510002
"105",106.559998,107.550003,105.730003,107.300003,1464100,107.300003
"106",107.389999,108.43,107.150002,107.43,1598000,107.43
"107",107.080002,108.629997,106.889999,107.870003,1517200,107.870003
"108",108,108.489998,107.07,108.190002,1934000,108.190002
"109",108.169998,109.779999,107.769997,109.68,1843100,109.68
"110",109.75,110.660004,101.82,103.739998,3859200,103.739998
"111",102.199997,103.690002,99.5,102.32,4478100,102.32
"112",103.550003,103.889999,101.300003,102.220001,2071500,102.220001
"113",102.760002,104.139999,100.75,102.160004,2139100,102.160004
"114",99.949997,101.82,99.010002,101.260002,2348700,101.260002
"115",101.589996,102.209999,100.690002,101.199997,1557700,101.199997
"116",102.239998,104.18,101.959999,103.599998,1552000,103.599998
"117",103.830002,105.300003,102.779999,103.010002,1922000,103.010002
"118",103.82,105.82,103.360001,105.620003,1734600,105.620003
"119",105.940002,108.080002,104.660004,106.93,2327700,106.93
"120",106.989998,108.550003,106.470001,107.790001,2329600,107.790001
"121",107.900002,108.790001,106.779999,108.349998,2229000,108.349998
"122",107.900002,109,106.410004,106.769997,3355800,106.769997
"123",107.470001,109.129997,106.709999,108.809998,2611300,108.809998
"124",108.470001,108.809998,104.510002,105.82,2365400,105.82
"125",106.139999,106.68,104.82,106,1538900,106
"126",106.550003,106.550003,103.220001,103.580002,1209900,103.580002
"127",104.339996,105.639999,104.129997,105.110001,1758300,105.110001
"128",104.050003,105.699997,103.800003,104.540001,1664700,104.540001
"129",104.529999,106.849998,104.529999,106.290001,1585800,106.290001
"130",106.660004,108.470001,106.290001,108.190002,1381500,108.190002
"131",107.730003,110,107.18,109.199997,1633800,109.199997
"132",110,113.010002,109.580002,112.260002,1756500,112.260002
"133",112.68,112.970001,111.120003,111.230003,1545600,111.230003
"134",108.800003,110.709999,108.050003,110.379997,3089300,110.379997
"135",110.739998,111.190002,109.32,110,1929300,110
"136",109.830002,111.050003,109.230003,110.779999,1673300,110.779999
"137",111,111.68,110.099998,110.120003,1501600,110.120003
"138",110.150002,110.650002,109.029999,109.839996,1634300,109.839996
"139",109.879997,109.93,107.580002,108.190002,2151600,108.190002
"140",108.379997,108.5,107.309998,107.949997,2248500,107.949997
"141",108.110001,108.18,106.800003,107.779999,1904000,107.779999
"142",107.959999,110.110001,107.860001,109.720001,2874500,109.720001
"143",115.129997,115.849998,108.209999,110.540001,5051400,110.540001
"144",109.75,111.669998,108.900002,111.650002,2083400,111.650002
"145",111.870003,112.360001,108.949997,110.449997,2055700,110.449997
"146",110.879997,111.760002,110.099998,110.75,1557000,110.75
"147",110.82,110.919998,105.889999,107.169998,1944900,107.169998
"148",107.269997,107.790001,105.93,107.120003,1566200,107.120003
"149",107.389999,109.82,107.110001,109.709999,1780600,109.709999
"150",109.650002,109.75,108.470001,108.760002,1009600,108.760002
"151",108.209999,108.459999,107.110001,107.68,801400,107.68
"152",106.870003,107.860001,106.629997,107.330002,894300,107.330002
"153",106.769997,107,103,104.419998,1706900,104.419998
"154",104.93,106.830002,104.239998,106.050003,957000,106.050003
"155",106.849998,108.57,106.32,107.900002,973000,107.900002
"156",107.75,108.349998,106.709999,107.309998,920300,107.309998
"157",107.889999,109.830002,107.57,109.5,899500,109.5
"158",109.040001,109.690002,106.739998,106.860001,1245200,106.860001
"159",106.830002,108.660004,106.279999,107.230003,979800,107.230003
"160",107.019997,108.970001,107.019997,108.809998,1114200,108.809998
"161",109,110.769997,108.860001,110.410004,1249900,110.410004
"162",109.300003,110.980003,108.839996,109.839996,974200,109.839996
"163",110.07,110.93,109.610001,110.669998,728400,110.669998
"164",110.949997,112.68,110.449997,110.589996,1197900,110.589996
"165",111,112.110001,109.699997,111.910004,1193200,111.910004
"166",110.620003,112.199997,110.139999,111.75,1006400,111.75
"167",111.610001,115.809998,111.610001,114.269997,1304400,114.269997
"168",114.550003,116.540001,114.510002,116.190002,1465600,116.190002
"169",116.300003,116.510002,114.529999,115.489998,958400,115.489998
"170",115.580002,116.400002,114.410004,116.150002,1021100,116.150002
"171",116.389999,116.699997,114.080002,114.68,1111700,114.68
"172",115.330002,118.639999,115.330002,117.779999,1588000,117.779999
"173",117.620003,118.629997,116.379997,116.400002,1246700,116.400002
"174",117.709999,118.629997,117.400002,117.669998,1690300,117.669998
"175",117.940002,118.169998,115.139999,116.260002,1323700,116.260002
"176",116.169998,116.889999,115.690002,116.050003,1025300,116.050003
"177",115.5,116.720001,114.5,115.959999,1593500,115.959999
"178",116.489998,116.839996,114.760002,116.110001,1001600,116.110001
"179",116.629997,117.660004,115.959999,116.510002,1127800,116.510002
"180",116.849998,116.970001,115.940002,116.68,1238700,116.68
"181",116.419998,116.75,114.199997,115.400002,1086200,115.400002
"182",115.290001,115.639999,113.93,115.019997,857500,115.019997
"183",114.760002,116.139999,114.68,115.809998,630300,115.809998
"184",115.800003,115.849998,111.410004,111.839996,1333100,111.839996
"185",112.879997,112.949997,110.169998,111.790001,1529700,111.790001
"186",112.489998,116.580002,112.43,115.5,1771400,115.5
"187",115.190002,116.720001,114.709999,116.650002,1045200,116.650002
"188",116.809998,117.790001,116.199997,117.529999,1145700,117.529999
"189",117.650002,118.459999,116.220001,116.800003,1511700,116.800003
"190",116.800003,118.290001,116.449997,117.830002,726800,117.830002
"191",118.150002,118.260002,116.629997,118.059998,660200,118.059998
"192",118.309998,119.470001,117.099998,119.379997,951900,119.379997
"193",118.730003,121.760002,118.550003,121.75,1285600,121.75
"194",122,122.449997,120.860001,121.330002,1131700,121.330002
"195",121.879997,122.029999,120.139999,120.959999,788100,120.959999
"196",120.860001,121.07,119.269997,120.68,812200,120.68
"197",120.419998,122.419998,120.419998,121.970001,1441000,121.970001
"198",122.879997,123.129997,121.709999,122.290001,826500,122.290001
"199",122.25,122.669998,121.360001,121.400002,834800,121.400002
"200",121.540001,122.800003,121,122.75,1084200,122.75
"201",123.209999,123.580002,120.669998,120.769997,1134000,120.769997
"202",120.480003,120.870003,118.959999,120.809998,1066400,120.809998
"203",121.400002,124.870003,120.849998,124.82,1793000,124.82
"204",128.990005,129.559998,123.400002,123.989998,1846800,123.989998
"205",124.489998,126.279999,123.269997,125.889999,2054200,125.889999
"206",126.720001,127.75,124.279999,124.620003,3199900,124.620003
"207",119.980003,127.339996,118.5,126.139999,4291700,126.139999
"208",126,126.779999,122.910004,125.730003,2629300,125.730003
"209",125.279999,125.849998,123.940002,125.050003,1132000,125.050003
"210",125.110001,126.800003,124.769997,126.370003,1457500,126.370003
"211",127.199997,127.5,123.199997,124.510002,1137500,124.510002
"212",123.919998,125,122.660004,124.339996,864900,124.339996
"213",124.25,125.449997,123.150002,124.910004,1151000,124.910004
"214",125.5,125.989998,124.43,124.730003,777400,124.730003
"215",125,125.839996,123.739998,125.529999,1031100,125.529999
"216",124.419998,127.949997,124.300003,127.620003,1639200,127.620003
"217",127.400002,127.400002,124.099998,125.550003,909200,125.550003
"218",125.150002,126.300003,125.050003,125.980003,958500,125.980003
"219",124.599998,125.230003,123.440002,125.029999,893800,125.029999
"220",124.860001,125.199997,123.730003,124.480003,954200,124.480003
"221",123.459999,124.900002,122.010002,123.32,622200,123.32
"222",123.57,126.370003,123.510002,125.720001,1150400,125.720001
"223",125.839996,127.629997,125.410004,127.540001,1124400,127.540001
"224",127.529999,129.479996,127.480003,127.669998,999100,127.669998
"225",128.179993,130.050003,127.830002,128.070007,1756300,128.070007
"226",127.919998,128.869995,127.290001,127.449997,530200,127.449997
"227",128.080002,128.800003,128,128.300003,506200,128.300003
"228",128.5,128.759995,126.540001,126.989998,832400,126.989998
"229",127.029999,127.029999,125.300003,126.629997,1105500,126.629997
"230",125.860001,126.730003,120.360001,120.589996,2708800,120.589996
"231",120.980003,123.709999,120.150002,123,1607500,123
"232",122.550003,123.809998,121.040001,122.660004,1239800,122.660004
"233",123.599998,123.669998,113.330002,113.620003,3974800,113.620003
"234",116.389999,119.379997,112.839996,116.199997,2203300,116.199997
"235",115.470001,118.160004,114.809998,117.760002,1658000,117.760002
"236",117.839996,121.389999,117.360001,121,1823200,121
"237",122.099998,123.870003,121.529999,121.809998,1025000,121.809998
"238",122.410004,123.660004,122.25,123.089996,2546800,123.089996
"239",122.639999,123.150002,120.160004,121.010002,2216700,121.010002
"240",121.660004,123.510002,121.660004,123.370003,1456000,123.370003
"241",123.870003,126.209999,123.620003,126.169998,1894800,126.169998
"242",125.959999,129.520004,125.870003,129.5,1910900,129.5
"243",130.589996,131.110001,130.169998,130.690002,2293200,130.690002
"244",130.039993,130.660004,128.710007,129.960007,2297500,129.960007
"245",130.190002,130.509995,128.110001,129,1513200,129
"246",129.179993,129.740005,128.509995,128.970001,1670600,128.970001
"247",128.75,129.330002,127.839996,129.190002,1130100,129.190002
"248",128.960007,129.910004,128.229996,129.320007,745700,129.320007
"249",129.539993,130.880005,129.050003,130.259995,841100,130.259995
"250",130.800003,130.899994,129.639999,130.690002,973400,130.690002
"251",130.539993,131.259995,130.169998,130.389999,676000,130.389999
"252",131,132.350006,130.139999,131.729996,1282700,131.729996
"253",132,133.25,131.740005,132.910004,1580900,132.910004
"254",133.880005,135.089996,133.779999,133.850006,1361900,133.850006
"255",134.949997,135.130005,133.899994,135.009995,1183000,135.009995
"256",135.050003,136.089996,134.869995,135.300003,1337200,135.300003
"257",135.649994,136.399994,134.619995,135.449997,1305800,135.449997
"258",134.960007,136.410004,134.360001,136.229996,1903700,136.229996
"259",136.589996,137.779999,136.240005,137.580002,1515700,137.580002
"260",137.639999,139.059998,137.080002,138.190002,1199700,138.190002
"261",141.320007,141.660004,139.210007,139.789993,3150300,139.789993
"262",140.830002,140.929993,139,140.789993,1775400,140.789993
"263",140.75,141.479996,140,141.130005,1292800,141.130005
"264",141.229996,142.520004,141.020004,142.270004,1605200,142.270004
"265",142.330002,144.080002,141.759995,143.899994,1379500,143.899994
"266",144.589996,144.990005,143.559998,144.429993,1374400,144.429993
"267",144.419998,146.669998,144.369995,145.440002,1432500,145.440002
"268",146.889999,146.899994,145.419998,145.539993,1220700,145.539993
"269",147.160004,149.820007,146.380005,149.740005,1474600,149.740005
"270",149.589996,150.850006,146.830002,147.089996,2414800,147.089996
"271",146.070007,147.440002,145.630005,146.589996,2369500,146.589996
"272",148.679993,150.100006,147.759995,148.869995,2881300,148.869995
"273",151.759995,156.539993,151.330002,152.809998,4230800,152.809998
"274",150.509995,151.940002,147.330002,149.759995,2826700,149.759995
"275",147.289993,157,145.429993,147.389999,3788700,147.389999
"276",144.910004,149.380005,143.490005,149.020004,2963100,149.020004
"277",148.619995,154.029999,148.070007,153.169998,2462800,153.169998
"278",153,153.5,140.100006,140.100006,3737300,140.100006
"279",142.139999,146.759995,137.600006,145.160004,2836200,145.160004
"280",146.970001,148.630005,145.240005,147.240005,1614800,147.240005
"281",146.039993,148.320007,145.570007,147.550003,1431500,147.550003
"282",147.270004,149,146.300003,147.740005,1852100,147.740005
"283",148.949997,152.789993,147.800003,152.539993,1881300,152.539993
"284",151.929993,156.190002,151.179993,154.029999,1896300,154.029999
"285",152.899994,158.130005,152.029999,156.759995,1755300,156.759995
"286",156.360001,160.729996,156.309998,157.580002,1924000,157.580002
"287",157.779999,159.309998,155.690002,156.050003,1170300,156.050003
"288",156.860001,160.630005,156.860001,160.399994,1035800,160.399994
"289",160.800003,162.639999,159.660004,160.570007,1205100,160.570007
"290",161.270004,164.240005,160.75,163.339996,1997900,163.339996
"291",163.270004,165.679993,160.869995,161.009995,1934800,161.009995
"292",162.619995,164.259995,157.880005,159.570007,2001700,159.570007
"293",158.649994,167.100006,157.529999,166.669998,2189600,166.669998
"294",164.759995,169.190002,163.809998,168.300003,2047100,168.300003
"295",169.399994,171.910004,168.410004,171.070007,2735000,171.070007
"296",169.449997,174.190002,169.380005,173.059998,1654500,173.059998
"297",174.679993,175.649994,172.399994,172.990005,1851400,172.990005
"298",174.339996,174.990005,172.460007,172.759995,2359500,172.759995
"299",172.759995,175.899994,171.559998,174.429993,2120300,174.429993
"300",175.990005,175.990005,172.169998,173.960007,1842600,173.960007
"301",175.369995,176.559998,173.490005,175.339996,1402800,175.339996
"302",175.960007,176,170.910004,173.830002,1657200,173.830002
"303",174.820007,175,169.070007,169.979996,2442400,169.979996
"304",169.800003,172.779999,167.419998,169.809998,1974800,169.809998
"305",169.869995,173.369995,169.229996,172.110001,3001100,172.110001
"306",171.990005,176.199997,171.5,173.190002,1900400,173.190002
"307",171.339996,172.830002,168,168.759995,1644300,168.759995
"308",168.979996,169.300003,164.520004,164.770004,2005900,164.770004
"309",168.550003,172.039993,167.820007,171.449997,2042300,171.449997
"310",173.210007,173.380005,161.360001,162.820007,2038500,162.820007
"311",163,164.020004,157.160004,159.679993,3078900,159.679993
"312",161.600006,167.460007,160.270004,165.449997,2261500,165.449997
"313",164.440002,165.850006,159.240005,161.619995,1900300,161.619995
"314",166.600006,167.970001,160.070007,161.770004,1817700,161.770004
"315",156.5,164.990005,156,164.690002,2060400,164.690002
"316",166.779999,168.160004,164.619995,165.770004,1762700,165.770004
"317",163.960007,166.880005,161.240005,162.940002,1177500,162.940002
"318",164.559998,166.350006,162.649994,162.889999,1237100,162.889999
"319",166.25,167.429993,162.130005,166.580002,1774600,166.580002
"320",165.080002,168.240005,164.470001,166.5,2252600,166.5
"321",166.729996,170.169998,166.539993,168.570007,1554900,168.570007
"322",170.080002,171.300003,164.789993,166.899994,1342000,166.899994
"323",168.509995,170.720001,167.270004,169.449997,1245700,169.449997
"324",171,175.029999,171,174.539993,1700900,174.539993
"325",175.389999,175.539993,171.210007,174.300003,1658900,174.300003
"326",173.289993,174.360001,170.889999,172.990005,1525500,172.990005
"327",171.690002,172.550003,167.929993,168.899994,1861100,168.899994
"328",169.919998,170.229996,166.619995,167.509995,1926300,167.509995
"329",169.190002,169.610001,158.169998,160.660004,3176300,160.660004
"330",162.449997,162.789993,157.25,158,4104600,158
"331",160,167.610001,156.179993,165.160004,3801300,165.160004
"332",166.779999,167.100006,160.369995,163.179993,2240300,163.179993
"333",163.179993,166.910004,163.179993,166.139999,1890600,166.139999
"334",165.360001,166.740005,163.270004,165.419998,1419700,165.419998
"335",164.559998,167.910004,164.190002,165.5,1253400,165.5
"336",165.789993,169.539993,164.919998,168.729996,1945100,168.729996
"337",168.699997,173.089996,167.460007,171.220001,1842800,171.220001
"338",172.089996,176.889999,171.839996,176.020004,2163600,176.020004
"339",172.610001,176.130005,170.729996,176.029999,3157400,176.029999
"340",177.270004,180.979996,175.830002,180.039993,2229100,180.039993
"341",181.130005,182.589996,178.539993,178.979996,3081700,178.979996
"342",179.220001,180.039993,177.309998,178.869995,1527400,178.869995
"343",178.860001,179.5,173.490005,173.729996,1806000,173.729996
"344",171.979996,174.550003,168.789993,173.419998,1749000,173.419998
"345",173.009995,174,170.020004,171.149994,1606200,171.149994
"346",171.130005,171.940002,169.25,171.710007,1444300,171.710007
"347",171.759995,174.559998,171.5,173.940002,1190600,173.940002
"348",175.270004,177.369995,170.580002,171.449997,1083600,171.449997
"349",172.210007,172.839996,168.080002,170.259995,1192700,170.259995
"350",168.699997,174.070007,168.699997,173.960007,1232500,173.960007
"351",174.070007,176.720001,172.919998,175.520004,1551400,175.520004
"352",175.190002,177.490005,174.710007,176.720001,1341100,176.720001
"353",176,177.380005,174.610001,176.300003,1407000,176.300003
"354",177.320007,179.850006,176.009995,178.470001,2221900,178.470001
"355",178.110001,181.410004,177.199997,177.610001,2002600,177.610001
"356",179.059998,181.570007,177.300003,181.509995,1276900,181.509995
"357",182.570007,184.470001,181.210007,183.5,1541600,183.5
"358",184.190002,186.949997,184.029999,186.089996,1525700,186.089996
"359",186.559998,187.389999,185.360001,186.419998,1410100,186.419998
"360",187,187,174.320007,177.449997,2853400,177.449997
"361",177.699997,180.020004,176.220001,178.190002,2018100,178.190002
"362",178.460007,180.5,177.050003,180.080002,1191300,180.080002
"363",180.559998,182.550003,179.809998,181.839996,1420500,181.839996
"364",183.229996,183.949997,179.449997,181.229996,1395600,181.229996
"365",182.589996,187.229996,182.509995,185.339996,2617400,185.339996
"366",184.970001,186.589996,181.25,186.350006,1717400,186.350006
"367",185.360001,186.710007,183,186.410004,1395200,186.410004
"368",183.580002,184.25,179.309998,183.610001,1503600,183.610001
"369",185,188.589996,184.470001,184.759995,1718700,184.759995
"370",185,186.570007,179.940002,180.270004,1299900,180.270004
"371",178.580002,178.580002,172.509995,176.699997,2354600,176.699997
"372",174.429993,175,169.460007,171.389999,1923400,171.389999
"373",172.089996,174.139999,170.070007,170.850006,1506300,170.850006
"374",172.210007,175.740005,167.360001,167.970001,1942700,167.970001
"375",167.839996,173.800003,167.5,172.410004,1489200,172.410004
"376",174,175.25,171.559998,172.470001,1053100,172.470001
"377",171.610001,177.690002,170.389999,177.600006,1680100,177.600006
"378",178.029999,179.350006,176.570007,177.190002,757100,177.190002
"379",178.190002,180.449997,177.830002,179.429993,1240600,179.429993
"380",179.399994,183.279999,178.639999,182.160004,781500,182.160004
"381",183.229996,185.259995,181.100006,184.850006,1493500,184.850006
"382",185.229996,186.479996,183.389999,185.600006,1221400,185.600006
"383",183.369995,188.179993,183.369995,187.179993,1371000,187.179993
"384",188.830002,194.809998,188.740005,194.660004,2212300,194.660004
"385",193.289993,193.979996,189.240005,191.059998,1896500,191.059998
"386",191.960007,192,188.300003,189.080002,1309400,189.080002
"387",186.949997,191.669998,184.229996,191.199997,1337300,191.199997
"388",192,194.020004,190.110001,192.009995,1540400,192.009995
"389",191.529999,192.729996,189.479996,190.039993,953200,190.039993
"390",191.009995,193.559998,190.5,191.080002,1439400,191.080002
"391",190.179993,191.350006,186.580002,190.5,1637500,190.5
"392",191.929993,192.179993,183.440002,184.910004,2743800,184.910004
"393",184.570007,187.330002,183.360001,183.860001,3592100,183.860001
"394",181.5,194.669998,181.5,192.320007,3787900,192.320007
"395",192.029999,192.479996,178.350006,183.949997,3280100,183.949997
"396",184,184.949997,178.559998,178.809998,2439400,178.809998
"397",179.25,179.990005,174.350006,175.960007,3062900,175.960007
"398",176.589996,180.619995,176,177.940002,1977100,177.940002
"399",177,183.059998,176.789993,182.839996,1833200,182.839996
"400",183.589996,183.649994,178.75,180.880005,1281900,180.880005
"401",181.119995,184.940002,181.119995,184.660004,1146900,184.660004
"402",185,187.029999,184.199997,185.740005,1047700,185.740005
"403",185.300003,187.220001,182.360001,186.130005,842600,186.130005
"404",186.809998,190.630005,186.199997,188.339996,1210700,188.339996
"405",186.360001,190,185.449997,187.470001,826300,187.470001
"406",187.009995,189.169998,184.839996,185.020004,869800,185.020004
"407",186.100006,186.869995,181.759995,184.490005,1286700,184.490005
"408",184.169998,187.440002,180.610001,182.729996,1261100,182.729996
"409",184.350006,184.520004,181.759995,182.029999,745700,182.029999
"410",182,183.160004,178.800003,180.830002,1656000,180.830002
"411",180.169998,181.919998,179.149994,181.360001,1661500,181.360001
"412",182.399994,184.830002,181.820007,182.100006,1555100,182.100006
"413",181.479996,183.639999,181.119995,182.410004,2050200,182.410004
"414",182.169998,186.229996,181.800003,184.850006,1521200,184.850006
"415",186.110001,194.75,185.279999,193.559998,2765000,193.559998
"416",194,196.630005,192.220001,193.25,1711400,193.25
"417",193.779999,194.770004,191.520004,194.259995,1187000,194.259995
"418",194.270004,201,194.270004,200.229996,2992600,200.229996
"419",199.5,200.039993,196.460007,198.449997,1805200,198.449997
"420",198,199.440002,195.369995,196.360001,1225300,196.360001
"421",195.949997,200.660004,195.300003,200.259995,1692800,200.259995
"422",200,200,188.300003,190.759995,2704800,190.759995
"423",191.919998,194.330002,189.240005,193.179993,1841300,193.179993
"424",192.940002,198.5,191.330002,196.979996,1631700,196.979996
"425",199.880005,199.880005,195.5,199.009995,2147700,199.009995
"426",198,202.720001,197.25,199.5,1765000,199.5
"427",199.839996,203.339996,195.289993,202.770004,1605300,202.770004
"428",204,206.300003,203.059998,204.580002,1472600,204.580002
"429",204.119995,205.339996,202.149994,202.970001,1225500,202.970001
"430",201.880005,201.949997,192.649994,192.820007,2313400,192.820007
"431",193.020004,195.779999,191.550003,191.880005,2295500,191.880005
"432",191.5,192.610001,182.729996,186,3930000,186
"433",187,188.940002,184.25,187.350006,2883800,187.350006
"434",188.369995,190.570007,187.800003,189.690002,2880700,189.690002
"435",187.630005,194.070007,185.669998,193.119995,2064800,193.119995
"436",194.279999,198.470001,193.940002,197.610001,2106000,197.610001
"437",197.610001,198.889999,194.690002,195.710007,1332300,195.710007
"438",196.050003,197.5,193.809998,195.080002,1119700,195.080002
"439",194.580002,197.800003,194.550003,195.630005,1205000,195.630005
"440",197.25,199.229996,193.630005,194.610001,1338500,194.610001
"441",195.720001,195.970001,192.330002,192.899994,1317000,192.899994
"442",194.279999,198.309998,192.259995,196.199997,1582400,196.199997
"443",195.490005,195.5,184.619995,187.440002,3489100,187.440002
"444",187.110001,190.119995,181.649994,186.600006,2245000,186.600006
"445",184.389999,185.809998,177.270004,180.259995,2625600,180.259995
"446",179.899994,187.289993,179.110001,181.410004,2397900,181.410004
"447",180.449997,180.830002,171.809998,172.139999,3543700,172.139999
"448",172.850006,178.210007,172.139999,174.970001,3507500,174.970001
"449",182.320007,188.070007,180.289993,184.449997,2940200,184.449997
