"","CPRT.Open","CPRT.High","CPRT.Low","CPRT.Close","CPRT.Volume","CPRT.Adjusted"
"469",50.189999,50.599998,49.560001,50.27,1377500,50.27
"470",50.32,50.349998,49.18,49.27,1367500,49.27
"471",49.290001,49.990002,48.349998,48.82,4433900,48.82
"472",49.150002,50.400002,49.130001,49.82,2024800,49.82
"473",49.650002,50.830002,49.009998,50.799999,1602800,50.799999
"474",50.419998,51.23,50.27,51.009998,1653000,51.009998
"475",51,51,48.389999,48.540001,1782900,48.540001
"476",47.82,48.380001,46.849998,47.299999,2147800,47.299999
"477",50.02,50.580002,48.209999,50.09,3099900,50.09
"478",49.34,49.830002,48.450001,48.73,960200,48.73
"479",49.419998,50.470001,49.290001,50.189999,1533200,50.189999
"480",49.779999,50.209999,49.43,49.990002,1611600,49.990002
"481",50.099998,51.75,49.860001,51.740002,1437700,51.740002
"482",51.650002,52.040001,51.099998,51.709999,1300500,51.709999
"483",51.73,52.189999,50.98,51.18,2610700,51.18
"484",51.939999,52.18,50.32,50.740002,3089600,50.740002
"485",50.740002,51.07,49.040001,49.279999,1902300,49.279999
"486",48.540001,49.220001,47.689999,49.040001,1766400,49.040001
"487",48.810001,49.610001,46.939999,47.279999,1277500,47.279999
"488",47.09,48.689999,47.09,48.34,2499600,48.34
"489",48.990002,49.220001,48.380001,48.560001,2035000,48.560001
"490",49.200001,50.16,48.98,49.259998,1219100,49.259998
"491",49.32,49.73,48.939999,49.380001,1353100,49.380001
"492",48.860001,49.380001,47.919998,48.040001,2241700,48.040001
"493",47.990002,48.529999,46.900002,47.189999,2082700,47.189999
"494",47.540001,47.73,46.200001,46.959999,2664400,46.959999
"495",47.18,48.73,46.799999,47.040001,2217600,47.040001
"496",46.66,47.57,46.490002,46.860001,3426800,46.860001
"497",47.080002,47.779999,45.759998,45.900002,3929600,45.900002
"498",45.68,46.439999,44.610001,44.939999,1084700,44.939999
"499",45.189999,47.48,45.189999,47.43,1571700,47.43
"500",46.77,48.009998,46.150002,47.82,2644400,47.82
"501",47.98,48.349998,46.849998,47.52,1482100,47.52
"502",47.82,48,47.23,47.779999,1828400,47.779999
"503",46.900002,47.959999,46.689999,47.68,1369900,47.68
"504",47.209999,47.759998,46.650002,46.889999,2121000,46.889999
"505",47.619999,48.700001,47.43,48.560001,1819900,48.560001
"506",48.790001,49.310001,48.110001,48.830002,1485200,48.830002
"507",49.16,49.68,48.59,49.630001,1117500,49.630001
"508",49.73,50.709999,49.700001,50.299999,1254200,50.299999
"509",50.09,50.639999,49.75,50.599998,729100,50.599998
"510",50.27,50.84,49.650002,50.66,872000,50.66
"511",50.299999,50.68,49.869999,49.919998,771900,49.919998
"512",50.029999,50.200001,49.169998,49.360001,2173600,49.360001
"513",49.209999,49.549999,49.080002,49.32,1671300,49.32
"514",49.040001,49.98,48.880001,49.740002,1920500,49.740002
"515",50.25,50.450001,49.880001,50.060001,865700,50.060001
"516",49.84,50.369999,49.330002,49.639999,878800,49.639999
"517",49.849998,49.91,48.880001,49.27,881000,49.27
"518",49.25,49.740002,49.18,49.509998,816400,49.509998
"519",49.91,50.369999,49.57,50.080002,677500,50.080002
"520",49.669998,50.009998,49.380001,49.84,1118100,49.84
"521",49.849998,49.939999,49.330002,49.580002,728900,49.580002
"522",49.900002,50.32,49.470001,50.139999,834400,50.139999
"523",50.209999,50.740002,49.93,50.630001,1732600,50.630001
"524",50.52,50.990002,50.119999,50.919998,872500,50.919998
"525",50.98,51.650002,50.810001,51.529999,755900,51.529999
"526",51.490002,51.93,51.43,51.84,731600,51.84
"527",51.75,51.990002,51.200001,51.93,809600,51.93
"528",51.5,51.849998,51.029999,51.290001,598800,51.290001
"529",51.099998,51.740002,51.02,51.73,595600,51.73
"530",51.939999,52.27,51.330002,52.189999,878700,52.189999
"531",52.529999,53.32,52.490002,53.259998,924700,53.259998
"532",53.380001,53.700001,53.080002,53.41,927900,53.41
"533",53.080002,54.119999,53.080002,53.93,1082200,53.93
"534",54.290001,54.290001,53.619999,54.029999,1301100,54.029999
"535",54,54.07,53.099998,53.32,1218600,53.32
"536",53.439999,53.48,51.990002,53.48,1996100,53.48
"537",53.889999,57.07,53.75,56.529999,4453000,56.529999
"538",56.419998,58.700001,56.150002,58.290001,3662400,58.290001
"539",58.439999,59.32,58.290001,59.209999,2566500,59.209999
"540",59.389999,59.810001,58.84,58.91,2044000,58.91
"541",58.799999,58.939999,58.09,58.48,872900,58.48
"542",58.52,59.490002,58.130001,58.669998,1799100,58.669998
"543",58.880001,59.029999,57.959999,58.400002,1403200,58.400002
"544",59.27,59.27,57.5,58.080002,1392200,58.080002
"545",57.860001,58.759998,57.860001,58.110001,974700,58.110001
"546",58.080002,58.299999,57.650002,57.740002,1151000,57.740002
"547",57.919998,58.32,57.540001,58.27,2062100,58.27
"548",57.860001,58.259998,57.720001,58.240002,1312900,58.240002
"549",58.27,59.080002,58.27,58.919998,1295700,58.919998
"550",58.880001,59.389999,58.59,59.16,863100,59.16
"551",59.439999,60.34,59.200001,59.669998,1603600,59.669998
"552",59.68,59.68,59.009998,59.200001,889500,59.200001
"553",59,59.75,58.639999,59.029999,2936600,59.029999
"554",59.110001,59.5,58.619999,59.09,1186000,59.09
"555",58.990002,59.380001,58.669998,58.869999,938400,58.869999
"556",58.939999,59.82,58.759998,59.150002,839100,59.150002
"557",58.919998,60.18,58.700001,59.759998,1382400,59.759998
"558",59.630001,59.91,58.77,59.25,1025900,59.25
"559",59.279999,59.799999,58.860001,59.529999,789800,59.529999
"560",59.560001,60.290001,59.189999,60.259998,1058600,60.259998
"561",60.139999,60.41,59.369999,59.700001,842500,59.700001
"562",59.73,60.25,59.709999,59.869999,1071100,59.869999
"563",60.25,60.650002,60.080002,60.59,1235000,60.59
"564",60.959999,62.310001,60.959999,62.18,1544600,62.18
"565",62.220001,63.419998,62.220001,63.16,1638600,63.16
"566",63.41,64.080002,63.150002,63.73,1237100,63.73
"567",63.759998,63.880001,62.939999,62.990002,1091700,62.990002
"568",63.07,63.970001,62.66,63.950001,1521000,63.950001
"569",63.919998,64.669998,63.880001,64.639999,1685100,64.639999
"570",64.489998,64.639999,64.059998,64.239998,1357900,64.239998
"571",64.5,65.559998,64.059998,64.269997,2669900,64.269997
"572",64.389999,64.93,64.220001,64.889999,613300,64.889999
"573",65.139999,65.400002,64.830002,65.370003,580400,65.370003
"574",65.459999,65.540001,64.959999,65.209999,680400,65.209999
"575",65.529999,65.949997,65.129997,65.18,2509500,65.18
"576",65.550003,65.650002,64.800003,64.800003,1181700,64.800003
"577",64.809998,65.489998,64.440002,65.059998,1301900,65.059998
"578",64.839996,65.629997,64.57,64.989998,809900,64.989998
"579",65.129997,65.989998,64.959999,65.860001,790000,65.860001
"580",65.940002,66.699997,65.75,66.529999,1159600,66.529999
"581",66.239998,66.470001,65.529999,65.760002,870800,65.760002
"582",65.980003,66.860001,65.43,66.860001,972100,66.860001
"583",66.879997,67.300003,66.370003,67.080002,980800,67.080002
"584",67.160004,67.540001,67.040001,67.32,2196800,67.32
"585",67.269997,67.489998,65.989998,66.010002,1079200,66.010002
"586",66.050003,66.800003,65.800003,66.739998,981900,66.739998
"587",66.959999,67.230003,66.75,67.110001,801800,67.110001
"588",66.129997,67.080002,65.43,67.019997,832400,67.019997
"589",66.480003,66.779999,65.470001,66,978200,66
"590",65.800003,66.589996,65.800003,66.220001,1295000,66.220001
"591",65.769997,66.550003,65.150002,66.349998,1202900,66.349998
"592",66.120003,67.019997,65.050003,66.870003,892100,66.870003
"593",65.720001,66.269997,65.019997,65.230003,957800,65.230003
"594",65.349998,66.300003,65.349998,65.800003,776900,65.800003
"595",65.529999,66.459999,65.400002,66.309998,774400,66.309998
"596",66.470001,67.410004,66.470001,67.07,959500,67.07
"597",65.879997,66.099998,65.379997,65.599998,1115200,65.599998
"598",65.120003,66.129997,65,65.360001,1617300,65.360001
"599",65.75,66.489998,65.660004,65.940002,1500600,65.940002
"600",66.220001,66.300003,64.699997,64.790001,2316700,64.790001
"601",67.650002,70.470001,67.650002,69.940002,3813500,69.940002
"602",70.620003,72.510002,70.489998,70.989998,2027500,70.989998
"603",71.529999,72.599998,71.459999,71.699997,2873000,71.699997
"604",71.18,71.32,70.360001,70.489998,1349900,70.489998
"605",70.519997,71.889999,70.019997,71.550003,1189700,71.550003
"606",70.889999,71.809998,70.730003,71.480003,1493700,71.480003
"607",71.529999,71.980003,70.910004,71.300003,1452100,71.300003
"608",71.839996,72.57,71.449997,72.370003,1288700,72.370003
"609",73.099998,73.519997,72.790001,73.07,1276500,73.07
"610",73.419998,73.809998,72.75,73.739998,916800,73.739998
"611",74.150002,75.220001,74.040001,74.650002,1270100,74.650002
"612",74.959999,75.5,74.709999,74.839996,888100,74.839996
"613",75.019997,75.25,73.300003,73.690002,1220800,73.690002
"614",73.889999,74.919998,73.480003,74.790001,1103500,74.790001
"615",74.93,74.989998,74.239998,74.769997,1359600,74.769997
"616",74.779999,74.949997,73.709999,73.809998,1394400,73.809998
"617",74.059998,74.449997,73.169998,73.220001,1230500,73.220001
"618",73.610001,74.220001,73.169998,73.370003,1494900,73.370003
"619",73.339996,74.110001,72.760002,74.07,1266600,74.07
"620",74.870003,75,74.139999,74.75,1988700,74.75
"621",74.410004,75.230003,73.160004,73.940002,3014000,73.940002
"622",74.209999,74.32,73.730003,73.769997,1436000,73.769997
"623",73.860001,74.089996,73.199997,73.379997,1898900,73.379997
"624",73.660004,73.970001,73.029999,73.389999,1132900,73.389999
"625",73.389999,73.800003,73,73.360001,692400,73.360001
"626",73.260002,75.089996,72.879997,74.739998,2436900,74.739998
"627",75.510002,75.900002,74.589996,74.970001,1468400,74.970001
"628",74.970001,75.370003,74.339996,74.800003,1378200,74.800003
"629",75.07,75.209999,74.720001,74.970001,517400,74.970001
"630",74.690002,74.760002,74.120003,74.599998,657600,74.599998
"631",74.470001,74.470001,73.57,74.139999,1022400,74.139999
"632",74,75.309998,73.919998,75.260002,910700,75.260002
"633",75.599998,76.339996,75.279999,75.779999,823200,75.779999
"634",75.959999,76.919998,75.599998,76.790001,833900,76.790001
"635",76.959999,77.589996,76.699997,77.330002,747800,77.330002
"636",77.339996,77.660004,76.910004,77.5,734700,77.5
"637",77.360001,77.889999,77.300003,77.470001,625700,77.470001
"638",77.559998,78.129997,77,77.040001,952200,77.040001
"639",77.209999,78.209999,77.089996,77.809998,957200,77.809998
"640",78.18,78.739998,77.449997,77.510002,1106300,77.510002
"641",77.519997,78.720001,77.5,78.239998,772200,78.239998
"642",78.739998,79.57,78.410004,79.230003,931800,79.230003
"643",78.860001,79.510002,78.550003,79.370003,911400,79.370003
"644",79.25,79.580002,78.849998,79.139999,1040600,79.139999
"645",79.25,79.739998,78.910004,79.43,1109600,79.43
"646",79.510002,79.660004,77.769997,78.300003,1500200,78.300003
"647",77.849998,78.919998,77.660004,77.82,1036200,77.82
"648",78,78.550003,76.93,77.529999,1664900,77.529999
"649",77.279999,78.480003,76.449997,76.739998,1709400,76.739998
"650",76.779999,76.989998,75.160004,76.139999,1457000,76.139999
"651",75.18,75.279999,72.900002,73.400002,1604600,73.400002
"652",73.870003,74.949997,73.489998,74.599998,1642300,74.599998
"653",73.870003,75.160004,73.43,75.050003,1228300,75.050003
"654",75.190002,75.959999,73.769997,75.639999,1811600,75.639999
"655",75.720001,76.110001,75.449997,75.620003,1136400,75.620003
"656",75.129997,75.639999,74.620003,75.290001,1114900,75.290001
"657",74.949997,76.82,74.389999,76.290001,1546200,76.290001
"658",75.400002,75.550003,74.230003,74.309998,868500,74.309998
"659",74.639999,74.809998,74.139999,74.550003,1123600,74.550003
"660",75.199997,75.879997,74.800003,75.5,865700,75.5
"661",76.389999,76.610001,75.839996,76.18,997600,76.18
"662",76.099998,76.209999,75.190002,75.790001,701300,75.790001
"663",76.279999,77.470001,76.18,76.870003,742000,76.870003
"664",76.769997,77.050003,75.959999,76.239998,871600,76.239998
"665",75.980003,76.139999,73.440002,73.68,1060400,73.68
"666",73.989998,74.129997,73.32,73.779999,1301700,73.779999
"667",74.470001,74.889999,74.120003,74.629997,1163700,74.629997
"668",74.510002,75.07,73.199997,75.010002,1157300,75.010002
"669",75.550003,76.209999,75.550003,75.739998,883600,75.739998
"670",76.360001,76.489998,75.080002,75.389999,1413100,75.389999
"671",75.220001,75.480003,73.980003,74.760002,2271800,74.760002
"672",75.129997,76.239998,75.120003,75.660004,1308700,75.660004
"673",76.5,81.43,73.620003,80.610001,3691400,80.610001
"674",80.699997,82.32,80.449997,81.379997,2065900,81.379997
"675",82.010002,83.550003,81.660004,82.290001,2350400,82.290001
"676",82.029999,82.029999,80.239998,80.959999,1532300,80.959999
"677",80.980003,81.470001,80.32,80.75,1530800,80.75
"678",81.559998,81.980003,80.379997,80.879997,1584400,80.879997
"679",81.410004,82.010002,80.75,81.809998,1722300,81.809998
"680",81.580002,82.230003,81.449997,82.18,1630500,82.18
"681",82.57,83.699997,82.57,83.440002,1243700,83.440002
"682",83.440002,83.650002,81.809998,82.57,956700,82.57
"683",82.760002,83.150002,81.989998,82.230003,1117200,82.230003
"684",82.129997,83.300003,82,82.580002,1619500,82.580002
"685",82.580002,83.279999,81.510002,81.800003,1667600,81.800003
"686",82.18,82.370003,81.470001,81.690002,2026900,81.690002
"687",81.610001,82.019997,80.489998,81.040001,1051000,81.040001
"688",81.160004,81.379997,80.209999,80.910004,1028000,80.910004
"689",80.970001,81.07,79.300003,79.709999,932800,79.709999
"690",79.709999,80.470001,79.580002,80.330002,1048000,80.330002
"691",80.330002,81.059998,79.5,79.529999,1945800,79.529999
"692",79.339996,79.339996,76.839996,77.43,1888200,77.43
"693",77.290001,79.260002,76.349998,79.220001,4081000,79.220001
"694",79.769997,80.75,79.470001,79.989998,1494500,79.989998
"695",79.559998,80.220001,79.419998,79.760002,857300,79.760002
"696",79.339996,80.839996,78.910004,80.150002,1216000,80.150002
"697",80.650002,80.769997,78.07,80.480003,1651000,80.480003
"698",80.639999,81.739998,80.400002,81.059998,1033000,81.059998
"699",81.849998,82.809998,81.349998,81.370003,1008300,81.370003
"700",81.389999,82.059998,81.32,81.68,643500,81.68
"701",81.949997,82.480003,81.510002,81.739998,933800,81.739998
"702",81.720001,81.720001,80.660004,81.379997,935900,81.379997
"703",81.919998,82.029999,80.919998,81.019997,1065900,81.019997
"704",81.440002,82.43,80.989998,82.32,2173600,82.32
"705",82.5,84.330002,82.5,83.620003,4265900,83.620003
"706",84.650002,84.900002,83.059998,83.129997,1333500,83.129997
"707",82.790001,83.209999,82.139999,83.040001,1077600,83.040001
"708",83.489998,84.720001,83.209999,84.629997,1586900,84.629997
"709",84.699997,85.099998,83.760002,83.940002,1292800,83.940002
"710",84.239998,84.639999,83.910004,83.980003,738700,83.980003
"711",83.75,85.309998,83.610001,84.68,1063800,84.68
"712",84.68,84.68,83.889999,84,895200,84
"713",83.849998,84.400002,82.419998,82.639999,1291100,82.639999
"714",83.260002,83.900002,82.419998,82.910004,1542700,82.910004
"715",83.43,84.190002,81.989998,82.139999,1331700,82.139999
"716",82.139999,82.68,81.559998,82.25,915300,82.25
"717",82.480003,82.480003,80.709999,81.860001,1245800,81.860001
"718",82.029999,82.239998,81.300003,81.620003,1468900,81.620003
"719",81.599998,82.139999,81.32,81.459999,1541300,81.459999
"720",81.209999,83,81.099998,82.970001,1053900,82.970001
"721",83.010002,83.370003,82.099998,82.300003,1263400,82.300003
"722",81.900002,83.900002,81.660004,83.599998,1449000,83.599998
"723",83.43,85.860001,83.43,85.82,1484700,85.82
"724",86.5,86.550003,85.519997,85.989998,1767700,85.989998
"725",86.080002,86.730003,85.720001,86,1775800,86
"726",86.239998,86.790001,85.849998,86.379997,1779000,86.379997
"727",85.949997,86.559998,83.540001,84.919998,3474100,84.919998
"728",89.739998,91.730003,86.870003,87.849998,4988300,87.849998
"729",87.690002,89.360001,86.099998,89.260002,2531300,89.260002
"730",90.019997,92.410004,89.580002,89.940002,2846600,89.940002
"731",89.949997,90.949997,89.760002,90.800003,2199500,90.800003
"732",91.150002,91.220001,89.760002,90.230003,1494500,90.230003
"733",90.050003,90.190002,88.849998,89,1071500,89
"734",88.68,88.870003,87.510002,87.959999,1878100,87.959999
"735",87.550003,87.889999,86.610001,87.279999,1390700,87.279999
"736",87.809998,88.970001,86.919998,87.050003,2136400,87.050003
"737",87.050003,88.360001,86.660004,88.239998,1986400,88.239998
"738",88.970001,89.510002,88.339996,88.580002,1232600,88.580002
"739",88.529999,88.660004,87.260002,88.199997,2091500,88.199997
"740",88.089996,88.709999,87.860001,88.379997,1414000,88.379997
"741",88.589996,88.800003,88.019997,88.290001,1185300,88.290001
"742",88.260002,89.290001,87.870003,88.480003,1761300,88.480003
"743",88.25,88.980003,87.93,88.620003,1108400,88.620003
"744",89.620003,90.489998,89.529999,90.190002,2938900,90.190002
"745",90.470001,91.589996,89.629997,90.379997,2285100,90.379997
"746",90.099998,90.290001,89.25,89.900002,1809500,89.900002
"747",89.599998,89.940002,88.900002,89.400002,2055000,89.400002
"748",89.389999,90.82,89.099998,90.720001,9369100,90.720001
"749",90.720001,91.190002,89.529999,89.870003,1640100,89.870003
"750",90.050003,91.099998,89.75,90.910004,545700,90.910004
"751",90.879997,91.029999,90.410004,91.019997,781800,91.019997
"752",91.239998,91.440002,90.480003,90.82,883000,90.82
"753",91.010002,91.290001,89.5,90.860001,1204500,90.860001
"754",90.739998,91.339996,90.309998,90.940002,1171900,90.940002
"755",91.400002,93.57,91.360001,93.480003,2716500,93.480003
"756",92.620003,92.779999,91.120003,92.660004,1255800,92.660004
"757",92.260002,93.629997,92.010002,93.489998,1862800,93.489998
"758",93.419998,93.559998,92.550003,93.370003,1797100,93.370003
"759",93.410004,94.480003,93.199997,94.010002,1167800,94.010002
"760",94.580002,95.889999,94.580002,95.290001,1334700,95.290001
"761",95.480003,95.690002,94.510002,95.309998,1283600,95.309998
"762",96.230003,96.300003,95.059998,96.260002,1272900,96.260002
"763",96.360001,97.040001,96.050003,96.339996,1309900,96.339996
"764",96.120003,97.160004,95.959999,96.669998,1212700,96.669998
"765",97.300003,97.360001,96.510002,97.209999,926100,97.209999
"766",97.300003,97.300003,95.110001,97.120003,2624000,97.120003
"767",96.889999,99.040001,96.809998,98.599998,1467600,98.599998
"768",99.129997,100.349998,99.019997,99.639999,1454800,99.639999
"769",99.209999,99.989998,99.059998,99.900002,844300,99.900002
"770",100.349998,101.110001,99.699997,100.290001,798000,100.290001
"771",97.139999,100.010002,97.139999,99.5,1016700,99.5
"772",100.110001,101.239998,98.57,100.709999,1345300,100.709999
"773",100.790001,101.410004,100.139999,100.720001,873000,100.720001
"774",100.339996,102.43,100.139999,102.349998,886900,102.349998
"775",102.209999,104,101.040001,101.459999,1378000,101.459999
"776",102.199997,103.309998,100.610001,100.800003,1342500,100.800003
"777",101.870003,103.169998,101.339996,102.650002,1068700,102.650002
"778",103.919998,104.099998,101.959999,102.160004,1006000,102.160004
"779",102.220001,103.010002,101.559998,102.949997,944900,102.949997
"780",103.160004,103.650002,102.190002,102.580002,980200,102.580002
"781",102.559998,103.860001,102.339996,102.529999,2045300,102.529999
"782",103.110001,103.25,101.910004,102.309998,912400,102.309998
"783",102.43,103.139999,100.809998,102.489998,1716800,102.489998
"784",102.379997,103.970001,102.300003,103.349998,1060100,103.349998
"785",103.160004,103.790001,102.68,103.25,1674900,103.25
"786",103,104.360001,102.300003,102.419998,2062400,102.419998
"787",102.860001,104.879997,102.620003,104.5,1656600,104.5
"788",97,100.480003,90.690002,97.300003,7186200,97.300003
"789",97.050003,98.400002,94.709999,95.25,3140200,95.25
"790",92.800003,94.589996,91.760002,92.769997,3273400,92.769997
"791",92.949997,93.389999,88,88.940002,2653600,88.940002
"792",89.830002,92.120003,87.970001,88.360001,2339700,88.360001
"793",86.82,88.199997,84.529999,84.589996,2799800,84.589996
"794",81.379997,84.620003,79.919998,84.480003,4052500,84.480003
"795",84.120003,86.889999,82.129997,86.690002,3094300,86.690002
"796",85.75,88.139999,83.43,83.760002,3091500,83.760002
"797",84.889999,87.040001,83.629997,86.989998,2145300,86.989998
"798",84.709999,85.529999,82.459999,83.519997,2212300,83.519997
"799",79.889999,82.07,78.599998,80.190002,2811700,80.190002
"800",74.139999,77.68,73.540001,75.910004,3620900,75.910004
"801",77.540001,79.040001,74.629997,79.040001,3591600,79.040001
"802",76.830002,77.800003,74.07,75.730003,2481200,75.730003
"803",71.059998,73.910004,68.760002,68.849998,4267500,68.849998
"804",72.209999,73.940002,68.489998,73.839996,3971900,73.839996
"805",66,70.760002,62.77,66.57,3650700,66.57
"806",67.589996,70.230003,64.32,69.529999,3226000,69.529999
"807",65.25,67.379997,59.740002,67.190002,3379700,67.190002
"808",66.529999,72.169998,63.360001,69.989998,3349800,69.989998
"809",71.489998,73.470001,59.75,60.150002,4247600,60.150002
"810",60,60.130001,55.689999,58.779999,3512700,58.779999
"811",61.799999,69.43,61.630001,68.980003,2783900,68.980003
"812",68.370003,74.93,66.730003,71.589996,3400400,71.589996
"813",72.5,75.550003,68.839996,72.559998,2701700,72.559998
"814",70.120003,71.949997,69.900002,70.300003,2121900,70.300003
"815",70.120003,72.400002,69.620003,71.839996,1542300,71.839996
"816",70.709999,71.370003,68,68.519997,2435000,68.519997
"817",64.910004,66.540001,63.200001,64.790001,2475300,64.790001
"818",63.619999,66.25,63,64.410004,2315400,64.410004
"819",64.120003,64.120003,61.509998,61.799999,2161100,61.799999
"820",65.080002,65.760002,63.470001,65.389999,2715100,65.389999
"821",67.839996,72.25,66.709999,69.900002,3346700,69.900002
"822",69.400002,72.779999,68.900002,71.980003,1573400,71.980003
"823",73.93,77.110001,73.459999,74.989998,1955300,74.989998
"824",74.580002,74.870003,70.57,70.669998,1975600,70.669998
"825",72,72.529999,70.739998,71.139999,2630200,71.139999
"826",69.709999,71.160004,68.43,70.089996,1656600,70.089996
"827",70.18,70.690002,68.349998,69.150002,3065600,69.150002
"828",71.220001,73.059998,71.169998,72.099998,2914600,72.099998
"829",70.480003,70.980003,68.029999,68.629997,2328400,68.629997
"830",67,67.589996,65.68,66.150002,1762100,66.150002
"831",67.410004,68.57,66.43,68.080002,2320400,68.080002
"832",69.050003,69.599998,68.129997,68.839996,4951300,68.839996
"833",69.769997,74.239998,68.800003,73.830002,2650300,73.830002
"834",74.620003,76.330002,73.550003,76.07,1987800,76.07
"835",77.470001,81.089996,77.43,80.650002,3123900,80.650002
"836",83.849998,83.849998,81.809998,83.010002,2404200,83.010002
"837",81.910004,82.669998,79.639999,80.110001,3168800,80.110001
"838",78.57,80,77.940002,78.550003,1432900,78.550003
"839",77.550003,78.120003,76.279999,78,1798000,78
"840",78.709999,80.639999,78.330002,79.620003,1247900,79.620003
"841",79.550003,81.459999,79.379997,80.129997,1670500,80.129997
"842",81.529999,82.360001,81.019997,81.550003,1744200,81.550003
"843",82.879997,84.050003,82.18,83.790001,1673500,83.790001
"844",83.459999,83.910004,82.18,82.800003,1562700,82.800003
"845",84.419998,84.419998,82.309998,82.519997,1865800,82.519997
"846",81.690002,82.480003,79.169998,79.709999,1791900,79.709999
"847",78.839996,80.459999,77.690002,80.32,2011700,80.32
"848",79.620003,80.489998,78.910004,79.540001,1955900,79.540001
"849",81.480003,84.370003,81.379997,83.980003,2132100,83.980003
"850",84.209999,86.209999,83.879997,83.93,1803700,83.93
"851",84.75,87.019997,84.720001,86.690002,2277000,86.690002
"852",86.510002,89.739998,85.599998,86.400002,2719100,86.400002
"853",85.790001,87.739998,85.43,86.25,2061200,86.25
"854",89.080002,89.639999,87.879997,88.279999,1620400,88.279999
"855",88.550003,89.580002,86.910004,88.449997,1876000,88.449997
"856",88.919998,90.75,88.050003,89.120003,1313100,89.120003
"857",89.449997,89.809998,88.269997,89.389999,2665100,89.389999
"858",89.339996,90.419998,88.440002,89.68,1385400,89.68
"859",90.32,90.889999,87.980003,88.139999,2147900,88.139999
"860",88.860001,90.459999,88.279999,89.970001,1992100,89.970001
"861",89.449997,91.010002,89.279999,89.739998,1206200,89.739998
"862",91.129997,92.349998,89,91.82,1956400,91.82
"863",91.660004,92.650002,89.889999,90.239998,2321800,90.239998
"864",89.349998,89.730003,88.120003,89.099998,1423200,89.099998
"865",89.25,89.839996,88.239998,89.400002,1825700,89.400002
"866",87.709999,88.510002,84.599998,84.599998,1675000,84.599998
"867",86.379997,87.080002,83.290001,85.040001,1491000,85.040001
"868",82.809998,86.870003,82.199997,86.489998,1212600,86.489998
"869",88.760002,90.190002,85.089996,88.290001,1618600,88.290001
"870",88.709999,89.169998,86.949997,87.349998,862900,87.349998
"871",86.660004,87.959999,86.230003,86.43,1101600,86.43
"872",86.900002,88.699997,84.129997,84.410004,2458900,84.410004
"873",83.849998,85.160004,83.519997,84.660004,1110500,84.660004
"874",85.68,85.919998,84.209999,84.529999,1164900,84.529999
"875",84.169998,84.360001,80.919998,81.309998,2331700,81.309998
"876",80.709999,81.550003,78.800003,81.5,1996400,81.5
"877",81.18,82.610001,78.879997,79.620003,3089400,79.620003
"878",79.639999,82.029999,78.550003,81.940002,2089200,81.940002
"879",81.879997,83.379997,81.580002,83.269997,1849900,83.269997
"880",83.480003,85.029999,83.370003,84.589996,1884300,84.589996
"881",84.900002,85.669998,83.629997,83.860001,1417000,83.860001
"882",84.870003,85.669998,84.550003,84.919998,1111800,84.919998
"883",84.779999,86.589996,84,85.120003,1426000,85.120003
"884",85.18,85.709999,84.209999,85.199997,993200,85.199997
"885",85.370003,85.43,81.620003,83.379997,1246300,83.379997
"886",83.120003,83.360001,81.93,83.050003,979900,83.050003
"887",83.449997,83.800003,81.260002,81.5,1622300,81.5
"888",81.059998,83.779999,80.849998,83.550003,1421200,83.550003
"889",84.349998,86.919998,84.190002,86.580002,1555500,86.580002
"890",86.470001,86.879997,85.639999,86.529999,986100,86.529999
"891",86.610001,87.57,85.610001,87.239998,1178400,87.239998
"892",85.260002,87.669998,84.660004,87.389999,967300,87.389999
"893",87.970001,88.639999,87.080002,87.93,1094400,87.93
"894",87.940002,89.720001,87.75,89.559998,1417200,89.559998
"895",90.300003,93.080002,89.650002,90.239998,2473000,90.239998
"896",90.269997,90.760002,89.050003,89.519997,1453000,89.519997
"897",89.989998,91.629997,89.349998,91.25,1355900,91.25
"898",91.470001,91.739998,89.510002,89.639999,1183700,89.639999
"899",90.470001,93.050003,90.470001,92.720001,1435100,92.720001
"900",91.290001,93.349998,91,92.730003,1185600,92.730003
"901",93.110001,93.300003,91.139999,93.25,1041000,93.25
"902",93.449997,94.209999,93.120003,93.290001,955300,93.290001
"903",93.279999,96.839996,93.209999,96.839996,1960200,96.839996
"904",96.900002,97.900002,96.309998,97.57,1364900,97.57
"905",97.989998,98.889999,97.449997,98.82,974600,98.82
"906",99.029999,99.43,98.779999,99.239998,1491400,99.239998
"907",98.779999,99.459999,98.57,98.860001,1712800,98.860001
"908",99.059998,100.730003,98.610001,99.940002,2033500,99.940002
"909",100.010002,100.889999,99.68,99.980003,1266200,99.980003
"910",99.739998,100.440002,99.400002,100.010002,898700,100.010002
"911",99.599998,100.190002,99.599998,100.010002,720100,100.010002
"912",100.589996,101.309998,100.040001,101.160004,1136600,101.160004
"913",101.209999,101.349998,100.199997,101,834800,101
"914",100.029999,100.949997,100.019997,100.510002,1142800,100.510002
"915",99.980003,100.720001,99.339996,100.389999,1263600,100.389999
"916",99.889999,100.919998,99,100.690002,1367900,100.690002
"917",101,101.300003,100.540001,100.830002,993600,100.830002
"918",101.559998,102,100.839996,101.879997,795300,101.879997
"919",101.470001,102.690002,101.129997,102.43,1022600,102.43
"920",102.949997,103.660004,102.190002,103.080002,1099200,103.080002
"921",103.050003,104.279999,102.580002,104.080002,844100,104.080002
