"","AON.Open","AON.High","AON.Low","AON.Close","AON.Volume","AON.Adjusted"
"451",147.830002,149.949997,147.5,149.850006,635100,145.538925
"452",149.970001,151.25,149.210007,150.460007,775000,146.131363
"453",150.330002,151.449997,148.690002,149.509995,468400,145.208664
"454",149.539993,152.080002,149.419998,151.100006,737000,146.752975
"455",151.479996,152.039993,151.029999,151.440002,805700,147.083145
"456",149.839996,150.300003,147.820007,149.509995,658000,145.208664
"457",149.050003,149.339996,146.029999,146.300003,857500,142.091034
"458",147.270004,150.830002,146.960007,149.979996,1427900,145.665176
"459",152,153.970001,149.630005,152.309998,2578200,147.928131
"460",155,157.240005,153.710007,155.190002,1712800,150.725281
"461",156.550003,159.130005,154.600006,158.699997,2344900,154.134293
"462",159.639999,159.720001,156.080002,156.179993,1551700,152.070068
"463",156.089996,156.320007,154.029999,155.699997,941100,151.602707
"464",156.949997,157.610001,154.169998,156.179993,739600,152.070068
"465",156.449997,158.720001,155.949997,158.179993,591600,154.017441
"466",158.160004,159.660004,157.960007,159.589996,902000,155.39035
"467",160,163.320007,159.809998,163.050003,1085200,158.759293
"468",162.710007,164.860001,162.710007,164.830002,1133000,160.492447
"469",164.619995,165.429993,163.889999,164.539993,911300,160.210098
"470",164.789993,164.899994,162.639999,162.889999,1152000,158.603531
"471",162.770004,164.809998,162.330002,163.300003,957200,159.002716
"472",164.559998,164.559998,160.529999,162.020004,977900,157.756393
"473",160.580002,163.660004,160.149994,163.059998,924800,158.769028
"474",162.220001,164.639999,161.809998,164.050003,959100,159.732971
"475",164.169998,166.410004,163.580002,165.580002,921100,161.222733
"476",164,164.229996,161.089996,161.669998,1063400,157.415649
"477",161.990005,163.320007,161.059998,161.070007,832500,156.831421
"478",160.240005,162.449997,160.020004,161.25,448000,157.006638
"479",162.279999,162.809998,160.839996,162.009995,868000,157.746689
"480",161.360001,162.440002,159.839996,161.479996,846800,157.230606
"481",161.070007,164.360001,161.070007,163.990005,1001600,159.674591
"482",163.089996,164.960007,163.070007,163.679993,758300,159.372696
"483",163.740005,165.899994,163.639999,165.110001,2568200,160.765076
"484",166.210007,166.479996,163.009995,164.970001,988200,160.628769
"485",164.789993,166.550003,162.350006,162.720001,898800,158.437973
"486",159.649994,161.050003,156.279999,160.559998,1096800,156.334854
"487",160.580002,162.029999,158.210007,158.729996,770100,154.552994
"488",158.910004,159.270004,155.610001,157.729996,827900,153.579285
"489",159.199997,161.559998,154.899994,155.75,820300,151.651398
"490",157.809998,157.990005,155.350006,155.399994,1057000,151.310608
"491",155.610001,156.25,154.130005,156.100006,984900,151.992203
"492",155.119995,155.479996,153.100006,153.830002,962900,149.781906
"493",153.630005,154.360001,149.75,150.369995,1155600,146.412933
"494",151.130005,152.440002,149.190002,150.309998,854000,146.354553
"495",150.470001,152.190002,147.869995,148.309998,1085800,144.407166
"496",148.339996,149.050003,144.860001,145.770004,1244400,141.934021
"497",144.490005,146.559998,140.639999,141.25,3070700,137.53299
"498",140.820007,140.990005,137.440002,137.440002,729500,133.823212
"499",138.410004,140.5,135.300003,140.289993,1081700,136.59819
"500",138.610001,143.139999,138.029999,143.130005,1444900,139.36351
"501",143.850006,145.179993,142.479996,143.699997,841800,139.918518
"502",144.240005,145.649994,143.679993,145.360001,741700,141.53479
"503",143.580002,144.559998,142.75,144.039993,961600,140.249557
"504",143.309998,144.070007,141.630005,141.880005,1027400,138.146408
"505",143.139999,144.759995,141.800003,144.550003,1882800,140.746155
"506",143.889999,146.130005,143.490005,144.229996,926500,140.43457
"507",144.210007,145.059998,141.880005,144.919998,1277200,141.1064
"508",145.529999,147.539993,144.789993,145.130005,1428300,141.310867
"509",145.089996,147.919998,144.399994,147.630005,931700,143.745056
"510",146.570007,147.289993,145.149994,147.25,963200,143.375076
"511",146.330002,147.889999,146.330002,147.610001,808700,143.725601
"512",147.630005,149.710007,147.199997,149.679993,832700,145.741135
"513",149.830002,151.479996,148.75,150.990005,923000,147.016663
"514",150.360001,152.889999,150.360001,152.5,800100,148.486908
"515",153.059998,154.699997,152.669998,154.410004,839800,150.34668
"516",154.070007,155.259995,152.679993,153.699997,759100,149.655334
"517",154,154.75,152.490005,154.059998,724200,150.00589
"518",153.850006,154.600006,152.990005,153.910004,998300,149.859833
"519",154.619995,155.729996,153.710007,154.389999,706300,150.327225
"520",153.460007,153.940002,152.169998,153.669998,836000,149.626129
"521",153.270004,153.710007,151.649994,152.399994,978500,148.389572
"522",152.660004,154.75,152.449997,154.5,2153700,150.434296
"523",153.759995,157.880005,153.169998,156.229996,1879100,152.513596
"524",157.809998,168.490005,157.539993,167.460007,3265100,163.476517
"525",168.5,168.5,165.160004,166.800003,1771300,162.832199
"526",167.320007,168.979996,166.369995,168.75,1114500,164.735825
"527",168.259995,168.75,166.669998,168.350006,1175500,164.345306
"528",167.270004,167.630005,164.690002,166.880005,1060400,162.910294
"529",166.479996,168.169998,166.389999,168.169998,847900,164.169601
"530",168.729996,170.820007,168.259995,170.759995,1103000,166.697952
"531",171.610001,172.179993,170.419998,171.279999,1101000,167.205597
"532",171.580002,173.089996,171.240005,172.960007,1073100,168.845642
"533",171.600006,172.130005,169.580002,169.619995,961100,165.585129
"534",171.449997,172.100006,170.289993,171.970001,1257900,167.879211
"535",171.309998,173.529999,170.889999,172.660004,1080500,168.552795
"536",172.740005,173.320007,171.660004,172.800003,1005000,168.689468
"537",172.929993,173.339996,171.949997,172.399994,929200,168.298965
"538",172.460007,172.660004,171.380005,172.059998,998100,167.967056
"539",172.279999,173.220001,170.990005,171.169998,982500,167.098236
"540",170.949997,172.100006,170.630005,171.350006,993400,167.273972
"541",170.679993,171.440002,170.169998,171.190002,662000,167.117752
"542",171.100006,172.300003,170.660004,171.529999,1205600,167.449677
"543",172.75,172.910004,170.880005,171.649994,899800,167.566818
"544",171.990005,172.350006,169.75,170.630005,1663400,166.57106
"545",171.320007,172.690002,156.089996,157.25,6699600,153.509369
"546",166.520004,166.559998,163.309998,164,2534200,160.098816
"547",163.399994,163.990005,161.75,162.550003,1644300,158.683289
"548",161.589996,162.169998,160.289993,162.039993,934700,158.185394
"549",162.789993,164.740005,162.660004,164.710007,1064300,160.791916
"550",164.869995,167.009995,164.440002,166.479996,959500,162.519806
"551",166.75,168.449997,166.660004,167.089996,818300,163.115295
"552",167.259995,169.25,167.059998,168.580002,833400,164.569839
"553",168.720001,170.270004,167.949997,170,1828900,165.956024
"554",170,170.720001,168.809998,169.199997,825900,165.175064
"555",169.199997,169.470001,167.740005,167.960007,702500,163.9646
"556",167.520004,167.970001,165.669998,165.710007,716200,161.768112
"557",165.630005,168.589996,165.330002,168.199997,784800,164.198898
"558",166.110001,167.679993,165.910004,166.309998,822700,162.353836
"559",166.570007,166.949997,165.220001,166.639999,814800,162.67598
"560",166.899994,167.850006,166.020004,167.759995,777200,163.769333
"561",167.860001,168.679993,166.899994,167.979996,982200,163.984085
"562",168.419998,169.320007,167.919998,169.169998,676600,165.145813
"563",170,170.830002,169.529999,170.699997,1170800,166.639404
"564",171.720001,173.580002,171.289993,173.440002,1035000,169.31424
"565",174.100006,175.259995,172.889999,173.139999,836700,169.021347
"566",173.770004,173.979996,171.830002,172.740005,1072300,168.63089
"567",173.059998,173.600006,171.600006,172.539993,537600,168.435638
"568",172.5,173.520004,171.940002,172.589996,672700,168.484451
"569",172.199997,172.869995,171.619995,172.789993,430500,168.679703
"570",171.860001,172.339996,171.389999,172,731000,167.908508
"571",172.210007,173.029999,171.949997,172.839996,390100,168.728516
"572",172.820007,174.210007,171.889999,173.889999,939300,169.75351
"573",175.210007,176.300003,174.649994,176.119995,724200,171.930481
"574",176.029999,176.75,175.669998,175.960007,554000,171.774307
"575",175.869995,176.960007,175.850006,176.929993,718200,172.721222
"576",178.009995,178.869995,173.839996,175.369995,955900,171.198303
"577",174.589996,175.860001,173.320007,175.169998,838300,171.003067
"578",174.660004,175.940002,174.5,174.889999,600500,170.729736
"579",174.929993,178.470001,174.740005,178.380005,9e+05,174.136734
"580",178.389999,180.100006,177.960007,178.289993,1087500,174.048874
"581",177.339996,180.059998,176.910004,179.610001,883600,175.337494
"582",180.399994,182.610001,177.089996,180.169998,899600,175.884125
"583",179.789993,180.699997,177.979996,178.570007,787300,174.322189
"584",177.740005,180.350006,176.350006,180.139999,1005800,176.28923
"585",179.839996,179.850006,175.520004,175.720001,853600,171.963715
"586",175.570007,176.910004,174.259995,176.479996,687100,172.707443
"587",177.080002,179.369995,177.020004,178.75,866700,174.928925
"588",176.690002,180.210007,176.690002,179.679993,831600,175.839066
"589",178.740005,179.089996,176.080002,176.789993,807000,173.010834
"590",176.759995,178.800003,176.25,177.419998,659200,173.62735
"591",176.339996,177.259995,174.850006,176.509995,639900,172.736832
"592",176.350006,179.669998,175.149994,179.100006,755700,175.271469
"593",176.550003,177.149994,175.330002,176.229996,754700,172.462814
"594",176.630005,179.699997,176.600006,178.050003,772500,174.243927
"595",176.960007,180.660004,176.580002,178.880005,752300,175.056168
"596",179.279999,182.369995,179.130005,181.699997,994500,177.815887
"597",179.850006,181.660004,179.520004,180.539993,1095400,176.680664
"598",180.210007,180.520004,178.100006,178.529999,762200,174.713638
"599",179.149994,180.789993,179.149994,180.350006,881100,176.494736
"600",179.539993,181.119995,178.479996,180.960007,1022500,177.09169
"601",180.220001,180.25,177.399994,178.25,1096600,174.439636
"602",178.570007,178.610001,176.75,177.789993,864700,173.989441
"603",178,180.199997,177.509995,179.309998,2300800,175.476974
"604",178.889999,179.710007,177.009995,179.119995,878100,175.291016
"605",179.839996,182.139999,179.589996,181.759995,1083200,177.874603
"606",180.929993,182.139999,179.649994,180.070007,933400,176.220718
"607",180.5,182.229996,179.929993,182.100006,867900,178.207336
"608",183,183.25,180.75,182.809998,1024700,178.90213
"609",183.460007,187.479996,182.960007,187.460007,1093600,183.452774
"610",187.919998,188.300003,186.660004,187.740005,792300,183.726776
"611",187.25,191.600006,187.229996,190.240005,1037000,186.17334
"612",191.710007,192.789993,190.509995,190.869995,1010600,186.789856
"613",191.470001,191.970001,188.690002,189.449997,878700,185.400223
"614",189.990005,191.580002,188.910004,189.229996,781400,185.184921
"615",189.330002,190.259995,188.520004,189.679993,788000,185.625305
"616",189.130005,191.710007,188.690002,190.759995,678000,186.68222
"617",191.240005,191.479996,188.520004,188.809998,632300,184.77388
"618",189.570007,190.869995,188.770004,190.130005,657700,186.065704
"619",189.669998,192.25,189.669998,192,759100,187.895721
"620",192.809998,194,191.970001,193.520004,930300,189.383209
"621",193.550003,194,191.889999,192.020004,1535800,187.915283
"622",192.429993,194.149994,192.380005,193.520004,871000,189.383209
"623",193.399994,194.509995,193.089996,193.25,737700,189.118973
"624",193.210007,194.259995,189.529999,189.889999,861600,185.830826
"625",190.199997,192.759995,189.429993,192.570007,490700,188.453522
"626",193.199997,193.690002,191.940002,192.979996,905700,188.854767
"627",194.369995,195.149994,192.960007,195.139999,739600,190.968582
"628",195.440002,196.5,194.429993,195.929993,588900,191.741684
"629",196.179993,198.610001,196.089996,198.479996,481800,194.237198
"630",198.050003,198.050003,195.740005,197.580002,444300,193.356415
"631",197.279999,197.669998,196.440002,196.470001,635600,192.270142
"632",195.759995,196.600006,194.919998,196.550003,629200,192.348419
"633",197.029999,197.949997,196.130005,197.820007,630600,193.591293
"634",197.949997,197.949997,196.100006,196.639999,584800,192.436539
"635",197.490005,197.600006,196.25,197.470001,450800,193.248779
"636",197.899994,197.990005,197.119995,197.529999,739400,193.307495
"637",197.899994,197.960007,196.690002,197.080002,454300,192.867111
"638",196.949997,197.300003,194.729996,194.759995,584200,190.596695
"639",195.229996,197.440002,194.100006,197.039993,653300,192.827957
"640",197.399994,197.399994,194.669998,194.910004,593300,190.743515
"641",195.100006,195.710007,193.869995,194.149994,493700,189.999756
"642",194.190002,195.009995,193.369995,194.699997,629500,190.537979
"643",194.229996,195.919998,193.360001,195.889999,683700,191.702545
"644",196.990005,197.389999,195.699997,196.850006,827400,192.642044
"645",196.710007,198,192.970001,194.559998,1851100,190.40097
"646",194.559998,197.039993,194.080002,195.789993,840200,191.604691
"647",195.139999,195.139999,192.429993,193.169998,877400,189.040695
"648",192.910004,194.130005,187.869995,189.25,811800,185.627319
"649",188.940002,193.360001,188.389999,189.970001,721400,186.333527
"650",189.910004,192.289993,188.770004,191.039993,810800,187.383072
"651",188.910004,189.300003,181.889999,183.25,1325000,179.742188
"652",183.509995,187.509995,183.279999,187.389999,840400,183.802902
"653",186.149994,187.160004,183.330002,186.369995,872000,182.802414
"654",187.190002,190.350006,187.059998,189.699997,925400,186.06871
"655",189.929993,191.110001,187.300003,189.429993,693400,185.803879
"656",188.029999,189.070007,185.589996,186.25,516700,182.684769
"657",186.179993,191.289993,185.199997,190.979996,886700,187.324188
"658",188.470001,190.660004,186.869995,187.160004,1338800,183.577316
"659",186.940002,189.929993,186.289993,189.179993,861400,185.55864
"660",190.279999,192.289993,188.860001,191.509995,835800,187.84404
"661",192.5,195.470001,192.5,194.300003,696600,190.580643
"662",193.800003,194.580002,191.110001,191.330002,683000,187.667496
"663",192.729996,193.919998,191.990005,193.169998,651900,189.472275
"664",193.490005,194.729996,191.729996,194.119995,493500,190.404083
"665",193.399994,194.630005,188.179993,189.119995,783300,185.499786
"666",190.429993,191.589996,188.880005,191.520004,428000,187.853867
"667",192.139999,193.100006,190.070007,191.139999,675600,187.481155
"668",190.490005,190.759995,189.080002,190.550003,492400,186.90242
"669",192,193.800003,191.110001,192.190002,526600,188.511047
"670",193.600006,195.5,193.479996,194.850006,694000,191.120132
"671",193.289993,194.110001,191.429993,192.610001,720900,188.922989
"672",193.389999,195.470001,193.110001,195.399994,679000,191.659576
"673",197.289993,198.089996,195.050003,195.600006,628600,191.855774
"674",196,196.839996,195.160004,195.279999,529900,191.541901
"675",196.399994,196.399994,192.460007,193.429993,661300,189.727295
"676",193.179993,193.179993,185.300003,187.289993,1718000,183.704834
"677",187.899994,191.169998,187.440002,188.380005,918300,184.773956
"678",189.089996,190.720001,188.339996,189.759995,827800,186.127548
"679",190.339996,192,188.399994,190.880005,720300,187.226135
"680",189.740005,191.320007,188.669998,191.119995,544600,187.461502
"681",191.600006,194.529999,190.009995,194.520004,628100,190.796432
"682",193.800003,194.570007,191.729996,194.110001,549400,190.394272
"683",193.940002,195.649994,193.419998,194.220001,556400,190.502167
"684",194.649994,195,191.830002,193,1759100,189.305527
"685",191.660004,193.839996,191.229996,192.759995,615700,189.070129
"686",193.350006,194.880005,191.639999,192.600006,962500,188.913208
"687",192.529999,194.75,191.839996,194.410004,932500,190.688538
"688",194.839996,195.550003,193.369995,194.729996,713600,191.002396
"689",195.449997,195.949997,192.110001,193.470001,505800,189.766541
"690",193.580002,194.380005,193.110001,193.570007,607500,189.864639
"691",194.589996,195.300003,189.669998,189.720001,559200,186.088318
"692",188.229996,189.350006,184.520004,186,809100,182.43956
"693",186,187.5,184.550003,187.240005,643200,183.655792
"694",187.839996,192.089996,187.839996,192,497200,188.324661
"695",190.919998,191.850006,189.669998,190.429993,384500,186.784698
"696",189.100006,189.190002,185.649994,185.710007,654300,182.15509
"697",188.100006,188.800003,185.509995,186.639999,512800,183.067261
"698",186.570007,189.929993,185.990005,188.889999,646500,185.274185
"699",190.960007,192.729996,190.289993,191.100006,552500,187.441895
"700",190.889999,192.669998,190.149994,191.279999,357600,187.618439
"701",192.389999,193.369995,191.580002,192.289993,515600,188.609116
"702",191.660004,192.949997,190.380005,192.929993,513000,189.236877
"703",193.360001,195.070007,192.630005,193.449997,450400,189.746918
"704",193.75,193.979996,192.490005,192.910004,858700,189.217255
"705",194.139999,195.059998,192.940002,195.029999,496100,191.296677
"706",194.550003,196.75,190.899994,193.419998,699300,189.717499
"707",193.550003,194.389999,190.25,191.440002,756200,187.775391
"708",191.729996,192.059998,190.130005,191.339996,1288000,187.677277
"709",193.949997,193.949997,188.070007,188.649994,1388000,185.038788
"710",189.440002,189.979996,187.649994,187.789993,821700,184.195267
"711",187.970001,192.25,187.600006,188.570007,2497300,184.960358
"712",189.220001,194.830002,187.580002,194.649994,803300,190.92392
"713",193.009995,195.839996,191.669998,193.160004,804300,189.891708
"714",194.5,196.449997,193.779999,195.850006,804600,192.536209
"715",197.020004,197.240005,194.419998,194.649994,782400,191.356476
"716",194.789993,195.759995,191.990005,193.130005,1138200,189.862228
"717",192.880005,194.850006,192.410004,194.740005,963400,191.444992
"718",195.820007,195.820007,193.5,194.399994,752800,191.110733
"719",193.119995,194.580002,191.210007,194.570007,806500,191.277847
"720",192.770004,194.889999,192.520004,194.380005,596700,191.091064
"721",194.169998,195.490005,193.389999,195,617800,191.700577
"722",194.149994,197.229996,193.899994,196.440002,872300,193.116211
"723",196.240005,198.800003,195.229996,198.350006,856100,194.993912
"724",199,199.759995,197.110001,198.710007,1613300,195.347809
"725",196.990005,198.880005,196.660004,197.899994,1195300,194.551483
"726",198.779999,201,198.009995,199.619995,1193500,196.242401
"727",199.369995,201.779999,199,201.529999,811600,198.120087
"728",200.979996,201.169998,198.559998,198.800003,868300,195.436279
"729",199.009995,199.690002,197.830002,199.580002,588700,196.20311
"730",200,202,199.690002,200.479996,700800,197.087845
"731",200.660004,204,200.240005,203.229996,1155100,199.791306
"732",203.179993,205.869995,202.360001,204.270004,668700,200.813751
"733",203.449997,204.5,202.410004,203.610001,415900,200.164886
"734",204.119995,204.119995,201.220001,201.600006,552900,198.188904
"735",200.639999,201.179993,198.600006,199.990005,509500,196.606155
"736",199.990005,202.270004,199.539993,202.210007,502700,198.788589
"737",202.910004,204.020004,200.610001,203.449997,1175400,200.007584
"738",205,206.779999,204.100006,205.990005,753800,202.504639
"739",205.679993,206.25,204.139999,205.509995,600900,202.03273
"740",205.259995,205.910004,203.990005,205.199997,436700,201.727982
"741",205.360001,206.190002,204.220001,205.169998,473500,201.698486
"742",204.779999,206.070007,204.25,205.880005,772800,202.396484
"743",204.669998,206.559998,202.839996,206.149994,1186500,202.661896
"744",207.389999,208,205.179993,207.009995,742000,203.507339
"745",207.229996,208.309998,206.679993,207.600006,1372800,204.087387
"746",207.970001,208.160004,205.279999,206.029999,1334700,202.543961
"747",207.619995,209.820007,206.289993,209.729996,755000,206.181335
"748",211.570007,212.649994,208.929993,209.929993,1547500,206.377975
"749",210.820007,210.820007,207.25,207.800003,725900,204.283997
"750",207.779999,207.970001,206.210007,207.699997,275900,204.185684
"751",208.050003,208.330002,206.919998,207.949997,628500,204.431442
"752",208.289993,208.360001,205.419998,207.509995,1712300,203.998901
"753",207.970001,208.360001,205.970001,207.639999,541100,204.126694
"754",207.589996,208.410004,207,208.289993,508900,204.765701
"755",209.199997,209.880005,207.889999,208.789993,830100,205.257217
"756",207.009995,208.910004,207.009995,207.970001,501700,204.451126
"757",207.229996,208.570007,206.770004,208.570007,740600,205.040955
"758",205.470001,208.509995,205.470001,206.800003,495500,203.300934
"759",206.970001,209.100006,206.5,207.649994,691700,204.13652
"760",208.610001,209.539993,208.100006,209.100006,528900,205.562012
"761",209.380005,209.830002,207.559998,208.059998,448400,204.539612
"762",208.309998,209.460007,207.550003,209.070007,547100,205.532532
"763",208.600006,209.240005,206.740005,207.649994,606500,204.13652
"764",207.690002,210.320007,206.970001,209.029999,534500,205.49321
"765",210.169998,210.979996,209.110001,210.149994,548800,206.594238
"766",210.899994,211.960007,210.360001,211.850006,943300,208.265488
"767",211.300003,212.279999,210.169998,211.259995,1045300,207.68544
"768",211.539993,212.830002,211.399994,211.910004,634900,208.324478
"769",210.720001,213.289993,210.169998,213.100006,891600,209.494339
"770",213.710007,214.839996,211.789993,213.419998,639600,209.808899
"771",210.649994,213.220001,210.649994,211.949997,493700,208.36377
"772",212.25,217.720001,212.25,216.559998,982200,212.895798
"773",217,218.440002,216.270004,216.580002,839800,212.915451
"774",215.080002,219.850006,214.559998,219.630005,1213300,215.913849
"775",223.759995,227.710007,219.759995,220.25,1383500,216.957993
"776",222.220001,225.75,221.429993,225.029999,1193200,221.66655
"777",227,228.630005,226.479996,226.639999,1504100,223.252457
"778",229.460007,229.649994,226.570007,228.300003,1025800,224.88768
"779",228.410004,230.039993,227.910004,229.600006,873100,226.168228
"780",229.869995,230.600006,228.880005,230.130005,918900,226.690323
"781",229.639999,231.229996,229.139999,231.070007,688400,227.616257
"782",232,233.630005,231.110001,231.220001,822000,227.764023
"783",230.679993,232.039993,230.050003,230.919998,589000,227.468521
"784",230.910004,234.589996,230.759995,234.580002,790300,231.073807
"785",234.889999,235.809998,233.75,235.729996,585500,232.206619
"786",233.320007,235.460007,232.539993,235.270004,760200,231.753494
"787",236.649994,238.190002,235.350006,237.429993,1422500,233.88121
"788",236.820007,237.380005,232.309998,234.330002,791200,230.82756
"789",234.270004,234.75,230.690002,231.509995,890700,228.049683
"790",226.929993,230.149994,223.070007,223.300003,1250300,219.962402
"791",227.380005,228.169998,221.470001,222.440002,1562000,219.11525
"792",223.639999,226.300003,222.190002,222.490005,1093700,219.164505
"793",219.839996,221.720001,212.050003,212.220001,1572200,209.048004
"794",207.039993,208.679993,202.339996,208,2363700,204.891098
"795",208.779999,221.229996,208.600006,221.059998,2083000,217.75589
"796",220.949997,223.130005,211.559998,214.800003,1252000,211.589478
"797",218.649994,225.559998,216.710007,225.479996,1204800,222.109833
"798",220.529999,221.660004,213.770004,216.779999,1283600,213.539856
"799",209.479996,216.009995,206.470001,214.809998,1492700,211.599289
"800",198.389999,198.449997,173.429993,178.929993,6143500,176.255569
"801",184.800003,189.669998,175.25,183.100006,4736400,180.363266
"802",181.479996,189.949997,177.660004,184.979996,4879100,182.215149
"803",175.429993,181.369995,169.529999,173.490005,4328600,170.896896
"804",181.25,183.089996,168.050003,177.449997,4007000,174.797729
"805",160.679993,176.259995,154.509995,170.529999,3392700,167.981125
"806",175.029999,177.410004,160.830002,164.470001,3626100,162.011719
"807",156.410004,158.940002,145.050003,155.919998,2391100,153.589508
"808",154.350006,155.839996,148,151.080002,2627000,148.821854
"809",152.600006,155.399994,145.75,149.550003,3037800,147.314728
"810",146.710007,156.350006,143.929993,145.479996,3027700,143.305557
"811",150.669998,167.550003,150.25,166.039993,2441600,163.558258
"812",166.289993,167.990005,160.610001,163.149994,2845800,160.711426
"813",163.880005,167.440002,161.5,165.699997,2574300,163.223312
"814",160.789993,171.529999,158.229996,165.419998,2180000,162.94751
"815",167.580002,173.009995,162.110001,171.029999,1996800,168.473663
"816",167.75,170,164.009995,165.039993,1704000,162.573196
"817",167.509995,167.509995,152.089996,153.679993,1330300,151.38298
"818",152.350006,159.570007,152,157.259995,1524400,154.9095
"819",155.070007,158.300003,151.039993,154.139999,1671100,151.836121
"820",160.580002,174.539993,158.809998,173.149994,1537900,170.561951
"821",178.169998,179.699997,173.380005,175.919998,2128700,173.290573
"822",177.279999,190.910004,175.759995,187.960007,2284200,185.15062
"823",190.570007,193.600006,186.679993,192.050003,1786500,189.179489
"824",188.669998,189.990005,184.520004,186.380005,919000,183.594238
"825",189.110001,194.320007,187.850006,194.029999,1234900,191.129883
"826",190.460007,192.440002,182.75,183.940002,1261800,181.190704
"827",183.860001,186.979996,181.970001,186.240005,1239300,183.456345
"828",191.770004,193.979996,188.619995,190.809998,1407300,187.958008
"829",188.309998,188.309998,183.059998,185.690002,1128700,182.914551
"830",178.899994,182.679993,177.929993,178.179993,1015800,175.516785
"831",181.619995,182.440002,176.820007,181.589996,813800,178.875824
"832",181.309998,181.399994,174,174.770004,1617000,172.157791
"833",176.389999,177.940002,173.179993,175.539993,1271700,172.916245
"834",175.910004,177.039993,171.559998,172.929993,1463400,170.345261
"835",175.660004,175.979996,171.899994,172.330002,1522700,169.754242
"836",174.539993,175.25,170.100006,170.610001,1857000,168.059937
"837",168.229996,173.860001,167.449997,172.669998,2624900,170.528931
"838",171.509995,179.850006,169.289993,178.210007,2029400,176.000259
"839",178.240005,178.820007,176.089996,177.679993,1570900,175.476822
"840",177.070007,184.020004,177.070007,182.929993,1144700,180.661697
"841",184.279999,184.710007,176.380005,177.240005,1133600,175.042282
"842",178.910004,186.350006,178.910004,184.830002,1135100,182.538177
"843",186.169998,189.770004,185.190002,189.759995,854300,187.407028
"844",188.75,194.070007,188.490005,192.009995,1470300,189.629135
"845",191.570007,194.949997,191.570007,193.220001,1451400,190.824127
"846",195,195,189.330002,190.229996,3089500,187.871216
"847",187.529999,194.270004,186.229996,193.929993,1170600,191.52533
"848",192.220001,193.429993,190.440002,191.669998,2127500,189.293335
"849",195.740005,200.309998,195.330002,196.839996,1509500,194.399246
"850",195.490005,197.970001,195.360001,195.539993,1031400,193.115356
"851",197.369995,199.350006,194.910004,195.270004,1029600,192.848724
"852",194.649994,195.550003,192.100006,193.330002,1183100,190.932755
"853",193.309998,193.410004,190.690002,191.970001,940800,189.589615
"854",195.429993,197.360001,194.75,195.059998,1262700,192.641312
"855",198.380005,200.149994,195.970001,197.839996,1565600,195.386856
"856",199.389999,201.529999,196,198.690002,1073600,196.226303
"857",198.039993,199.059998,195.199997,196.949997,3211400,194.507858
"858",196.279999,197.580002,194.669998,196.139999,1182900,193.707916
"859",196.649994,197.550003,194.050003,194.830002,1181300,192.414169
"860",196.169998,201.470001,195.330002,198.970001,1225600,196.502823
"861",197.860001,198.529999,195.899994,197.990005,623600,195.534988
"862",204.399994,204.399994,199.460007,200.199997,1592000,197.717575
"863",200.039993,200.440002,196.639999,198.009995,1525000,195.554718
"864",196.710007,197.449997,193.690002,194.289993,1328200,191.880859
"865",193.369995,194.990005,191.199997,193.179993,1667800,190.784607
"866",190.279999,190.279999,179.899994,180.649994,1768000,178.409988
"867",184.910004,185.380005,177.850006,181.949997,1378400,179.693863
"868",178.520004,185.350006,177.210007,184.100006,1631500,181.81723
"869",188.490005,188.830002,184.270004,186.119995,1161900,183.812149
"870",186.729996,193.419998,186.419998,191.929993,1545800,189.550125
"871",190.720001,194.860001,190.130005,190.990005,1172800,188.62178
"872",193.899994,194.020004,186.210007,186.789993,2787200,184.473846
"873",185.800003,190.259995,185.020004,188.779999,1332700,186.439178
"874",191.039993,191.380005,188.490005,189.009995,1815800,186.666336
"875",187.880005,188.710007,185.770004,187.529999,2358200,185.204681
"876",187.669998,194.899994,187.25,194.389999,1883500,191.979614
"877",193.539993,196.410004,189.229996,190.020004,2459500,187.663818
"878",191.429993,191.889999,187.240005,188.220001,1154400,185.886139
"879",187.690002,193.25,186.149994,192.600006,1758500,190.211838
"880",192.699997,193.820007,190.119995,191.139999,1065700,188.769913
"881",193.800003,193.800003,190.770004,191.449997,1241400,189.076096
"882",194.669998,194.809998,192.210007,192.699997,1242500,190.310562
"883",192.199997,193.679993,191.800003,192.460007,1566900,190.073547
"884",193.070007,195.550003,192.649994,195.539993,1844800,193.115356
"885",195.490005,195.690002,192.660004,194.460007,1381700,192.048767
"886",194.949997,197.75,193.789993,197.559998,959200,195.110306
"887",198,199.589996,196.080002,197.059998,1168400,194.616516
"888",197.539993,200.979996,197.529999,199.050003,1190400,196.581833
"889",201.589996,201.779999,199.229996,200.990005,1175900,198.497772
"890",201.009995,202.759995,199.990005,202.669998,1423800,200.156952
"891",204.179993,204.179993,201.690002,203.660004,1229700,201.134674
"892",202.839996,204.25,202.270004,203.899994,1136800,201.371674
"893",205,206.270004,203.960007,206.220001,954000,203.662933
"894",205.479996,207.949997,204.970001,207.860001,1274300,205.282578
"895",207.699997,208.740005,206.300003,207.369995,1342600,204.79866
"896",207.039993,208.660004,206.410004,207.169998,1022900,204.601166
"897",207.570007,207.770004,205.160004,207.020004,1315200,204.453018
"898",207,208.119995,204.630005,205.740005,1395300,203.188889
"899",204.970001,206.539993,203.660004,205.800003,1462800,203.248154
"900",203.639999,207.429993,202.610001,207.429993,1442900,204.857925
"901",205.199997,206.809998,200.529999,205.220001,2318300,203.106186
