"","EMN.Open","EMN.High","EMN.Low","EMN.Close","EMN.Volume","EMN.Adjusted"
"100",79.650002,80.150002,79.18,79.669998,1108300,69.67157
"101",79.839996,80.410004,79.410004,79.910004,832300,69.881462
"102",79.739998,80.110001,79.230003,79.959999,1536200,69.925163
"103",79.879997,80.18,78.589996,80.110001,1594600,70.056351
"104",80.559998,82.150002,80.360001,81.150002,1724200,70.965836
"105",80.699997,81.349998,80.489998,81.110001,1379400,70.930847
"106",80.830002,81.269997,80.099998,80.540001,1392400,70.432388
"107",80.230003,80.760002,79.93,80.279999,967700,70.205009
"108",80.489998,81.120003,80.040001,80.760002,1095700,70.624779
"109",80.760002,81.760002,80.360001,81.349998,956600,71.140732
"110",81.769997,82.940002,81.330002,82.559998,1075400,72.198883
"111",82.629997,83.919998,82.480003,83.080002,1792400,72.653633
"112",82.760002,84.07,82.620003,83.839996,1653600,73.771088
"113",83.699997,83.82,82.199997,82.879997,1384300,72.926384
"114",81.82,82.690002,81.389999,82.309998,1212200,72.424843
"115",82.550003,83.059998,81.959999,83.050003,1709700,73.075966
"116",84.790001,86.279999,84.75,86,2223600,75.671692
"117",85.199997,85.940002,84.769997,85.129997,1741300,74.906158
"118",85.360001,85.360001,83.110001,83.230003,1144000,73.234375
"119",83.239998,83.550003,82.720001,82.849998,966500,72.899994
"120",83.080002,83.440002,82.330002,82.970001,1772700,73.005577
"121",83.440002,83.830002,82.540001,83.730003,920500,73.674324
"122",83.790001,84.160004,83.5,83.519997,597800,73.489525
"123",84.209999,84.910004,84.139999,84.260002,725900,74.140656
"124",84.830002,84.989998,83.089996,83.400002,783500,73.383934
"125",83.889999,84.449997,83.480003,83.989998,708700,73.903091
"126",84.610001,85.110001,84.379997,84.5,376500,74.35183
"127",84.540001,84.779999,82.57,83.559998,1290000,73.524719
"128",83.360001,84.440002,83.040001,83.599998,1239200,73.559921
"129",83.989998,84.099998,83.379997,83.900002,897300,73.823891
"130",83.629997,84.879997,83.290001,84.639999,634500,74.475021
"131",84.660004,85.290001,84.349998,85,790700,74.791779
"132",85.480003,86.059998,84.980003,85.800003,1278900,75.495705
"133",85.849998,86.07,85.080002,85.150002,739900,74.923782
"134",85.529999,85.709999,85.07,85.400002,653300,75.143745
"135",85.309998,85.599998,85.050003,85.239998,505900,75.00296
"136",85.040001,85.220001,84.480003,85.080002,593000,74.862175
"137",85.239998,86.309998,85.110001,86.150002,828100,75.803665
"138",86.089996,86.089996,85,85.68,536800,75.390114
"139",85.190002,85.769997,85.120003,85.650002,610100,75.363724
"140",85.639999,85.989998,85.220001,85.800003,526900,75.495705
"141",86.5,86.599998,85.529999,86.120003,765100,75.777275
"142",86.160004,86.220001,84.940002,85.050003,915400,74.83577
"143",85.110001,85.279999,84.220001,85.019997,1347300,74.809387
"144",84,84.419998,81.910004,83.029999,1683700,73.05838
"145",83.599998,84.160004,83.129997,83.160004,1074000,73.172768
"146",83.330002,83.860001,82.900002,83.660004,952600,73.612709
"147",83.459999,84.300003,83.110001,83.879997,961900,73.806282
"148",84.010002,84.419998,83.75,83.919998,947000,73.841484
"149",84.470001,84.959999,83.870003,84.07,1366200,73.973465
"150",84.150002,85.120003,84.110001,84.449997,867100,74.307816
"151",84.150002,84.889999,83.75,84.120003,657700,74.017471
"152",84.07,84.639999,83.790001,84.260002,803700,74.140656
"153",83.769997,84.099998,83.099998,83.25,1003900,73.251968
"154",83.059998,83.650002,82.330002,83.209999,1083800,73.216751
"155",83.720001,84.639999,83.690002,84.260002,546200,74.140656
"156",84.290001,84.959999,83.050003,84.839996,766900,74.650986
"157",85,85.610001,85,85.269997,974200,75.029358
"158",84.75,84.870003,82.68,82.769997,1426700,72.829582
"159",82.730003,83.25,82.400002,82.900002,1015400,72.943985
"160",82.93,83.440002,82.580002,83.129997,1616700,73.146347
"161",83.5,84.589996,83.5,84.139999,798500,74.035049
"162",83.779999,84.919998,83.779999,84.379997,684100,74.246231
"163",84.360001,85.129997,84.169998,84.82,809300,74.633408
"164",85.150002,85.449997,84.800003,84.870003,445700,74.677391
"165",85.220001,85.519997,84.610001,85.43,738600,75.170128
"166",84.849998,85.139999,84.150002,84.57,661400,74.413414
"167",84.849998,85.860001,84.510002,85.75,1962400,75.451698
"168",86.040001,86.790001,85.879997,86.199997,1004000,75.847664
"169",86.580002,87.519997,86.540001,87.309998,1251400,76.824364
"170",87.290001,87.540001,85.099998,85.269997,1519400,75.029358
"171",85.139999,85.82,84.629997,85.07,1699400,74.853363
"172",85.059998,85.169998,84.580002,84.830002,744200,74.642189
"173",84.580002,85.260002,84.480003,84.830002,1009300,74.642189
"174",85.620003,85.919998,85.32,85.589996,983600,75.310928
"175",85.870003,86.419998,85.760002,86.199997,1401400,75.847664
"176",86.07,86.260002,85.129997,85.599998,885900,75.31974
"177",85.099998,85.339996,84.879997,85.050003,1066700,75.284325
"178",85,85.129997,84.419998,84.959999,2069500,75.204666
"179",85.080002,85.699997,85,85.410004,798500,75.602989
"180",85.510002,86.860001,85.099998,86.669998,1499600,76.7183
"181",86.839996,87.260002,85.540001,86.050003,2109700,76.169495
"182",85.870003,85.989998,85.540001,85.800003,671300,75.948204
"183",85.800003,86.57,85.639999,86.480003,617700,76.550117
"184",86.470001,87.870003,86.239998,87.660004,1292900,77.59462
"185",87.779999,87.980003,86.760002,86.839996,1937500,76.868767
"186",87.360001,87.889999,86.559998,87.349998,805500,77.320229
"187",88.489998,89.959999,87.93,89.959999,1593100,79.630539
"188",89.989998,90.970001,89.540001,90.489998,2036800,80.099678
"189",90.379997,91.07,89.5,90.980003,1344700,80.533417
"190",91.199997,91.389999,90.239998,91.269997,1036700,80.790108
"191",91.260002,91.379997,88.769997,89.699997,2186900,79.400383
"192",90.089996,91.349998,89.699997,90.830002,1361600,80.400642
"193",90.169998,91.040001,90.019997,91,971700,80.551125
"194",91.099998,91.379997,89.580002,89.650002,956200,79.35614
"195",88.989998,89.300003,88.050003,88.779999,1359100,78.586029
"196",88.57,88.610001,87.559998,88.150002,1090100,78.028381
"197",87.769997,88.550003,87.739998,88.360001,829000,78.214256
"198",88.900002,89.18,88.550003,88.650002,787600,78.470947
"199",89,89.089996,87.449997,87.870003,1298000,77.780518
"200",87.599998,87.970001,86.580002,87.300003,2031000,77.27597
"201",87.349998,88.400002,87.040001,88.059998,1261400,77.948708
"202",87.809998,89.199997,87.300003,88.790001,1555900,78.594872
"203",89.669998,89.669998,88.790001,88.82,1194800,78.621422
"204",88.910004,89.260002,88.43,88.669998,726500,78.488647
"205",89.010002,91.019997,89.010002,90.470001,1127800,80.081985
"206",90.190002,91.029999,89.699997,90.629997,1518500,80.223602
"207",91.07,91.669998,90.779999,91.040001,1868200,80.586525
"208",93.629997,94.959999,90.540001,93,2843000,82.321472
"209",92.510002,93.349998,91.769997,91.82,1593900,81.276962
"210",92.120003,92.120003,90.760002,90.809998,1298100,80.382927
"211",91.459999,91.550003,90.290001,90.980003,957000,80.533417
"212",91.089996,91.339996,89.75,91.129997,1119300,80.666191
"213",91.339996,91.68,90.860001,91.32,556300,80.834381
"214",91.139999,91.139999,90.139999,90.360001,883700,79.984612
"215",90.419998,91.120003,90.160004,90.610001,722300,80.205894
"216",90.360001,91.110001,89.900002,90.589996,859100,80.18821
"217",89.82,90.290001,89.010002,89.980003,848300,79.648247
"218",89.970001,90.779999,89.93,90.75,798200,80.329819
"219",90.25,91.629997,90.25,91.43,870800,80.931747
"220",90.699997,90.860001,89.589996,90.239998,1002500,79.878403
"221",90.099998,90.099998,88.849998,89.550003,2355700,79.267624
"222",89.879997,90.330002,89.610001,90.150002,814700,79.798729
"223",89.699997,90.239998,89.300003,89.739998,1590900,79.435806
"224",89.580002,90.190002,89.360001,90.050003,698300,79.710205
"225",90.32,91.07,89.82,91.010002,857800,80.559975
"226",91.290001,91.379997,90.900002,90.900002,704500,80.462608
"227",91.239998,91.389999,90.709999,91.139999,242300,80.675041
"228",91.139999,91.190002,90.709999,90.889999,621400,80.453751
"229",91.029999,91.690002,90.730003,91.690002,847900,81.161911
"230",91.699997,91.739998,90.540001,91.410004,840400,80.914055
"231",91.739998,93,91.540001,92.370003,1304500,81.763809
"232",92.639999,92.879997,90.919998,91.980003,1275300,81.418602
"233",92.519997,92.690002,91.389999,91.400002,1172300,80.90519
"234",91.209999,91.470001,89.639999,91.199997,1179400,80.728157
"235",91.019997,91.620003,90.459999,90.610001,1421400,80.205894
"236",90.75,91.599998,90.230003,91.5,968700,80.993713
"237",92.099998,92.650002,91.620003,92.18,1016200,81.595627
"238",92.339996,93.419998,92.230003,92.800003,905100,82.144447
"239",93.019997,93.720001,92.809998,93.019997,869300,82.339172
"240",93.010002,93.470001,92.800003,93.080002,942100,82.392288
"241",93.019997,93.099998,90.910004,91.010002,1342700,80.559975
"242",90.779999,91.010002,90.099998,90.230003,2292800,80.364029
"243",91.120003,91.989998,90.730003,91.739998,2014600,81.708931
"244",91.849998,92.860001,91.739998,92.330002,1175400,82.234428
"245",93.099998,94.269997,92.879997,93.029999,1228700,82.857864
"246",93.400002,93.43,92.309998,92.910004,585800,82.750999
"247",93.080002,93.300003,92.580002,92.650002,496500,82.519424
"248",92.730003,93.080002,92.599998,92.980003,725900,82.813347
"249",92.849998,93.559998,92.459999,92.529999,628700,82.412544
"250",92.730003,93.419998,92.470001,93.419998,564000,83.205223
"251",93.709999,93.760002,92.550003,92.639999,632400,82.510521
"252",93.43,94.279999,92.900002,94.269997,1199000,83.962288
"253",94.5,95.620003,94.43,95.349998,1332300,84.924194
"254",95.779999,97.040001,95.620003,96.510002,1206000,85.957359
"255",96.900002,97.559998,96.43,97.110001,825300,86.49176
"256",97.160004,97.809998,96.75,97.480003,971100,86.821289
"257",97.620003,98.239998,97.220001,97.269997,848600,86.634247
"258",97.120003,97.449997,96.07,97.25,755600,86.616447
"259",97.800003,97.940002,97.190002,97.5,1182600,86.839111
"260",97.959999,97.959999,96.980003,97.43,887400,86.776764
"261",97.629997,98.099998,96.129997,96.809998,1118700,86.224541
"262",97.540001,97.720001,96.57,96.860001,820900,86.269096
"263",96.730003,97.139999,96.349998,96.830002,745200,86.242371
"264",97.32,98.129997,97.150002,98.129997,1153500,87.400215
"265",98.019997,98.489998,97.459999,97.769997,1095800,87.079582
"266",97.550003,98.050003,96.940002,97.959999,662500,87.24881
"267",98.379997,99.309998,97.949997,98.639999,944800,87.854454
"268",99.449997,100.480003,98.970001,100.279999,1260600,89.315147
"269",100.32,102.510002,99.870003,102.309998,1681700,91.123169
"270",102.059998,102.300003,101.129997,101.230003,1157000,90.161263
"271",100.43,100.610001,99.349998,100.019997,1012000,89.083565
"272",100.239998,100.489998,98.410004,99.18,1417800,88.335419
"273",98.629997,99.440002,97.949997,98.419998,1124200,87.658524
"274",102.269997,103.209999,96.459999,99.269997,3279700,88.415573
"275",99.059998,104.080002,97.059998,97.110001,3491000,86.49176
"276",95.389999,99.620003,94.309998,99.019997,2947900,88.192909
"277",98.599998,100.389999,98.360001,98.980003,1598200,88.157288
"278",98.269997,99.07,93.550003,93.57,1894100,83.338829
"279",94.150002,95.639999,90.889999,94.800003,2705400,84.434334
"280",96.019997,98.040001,95.540001,97.519997,1763600,86.856934
"281",96.900002,98.07,96.199997,97.900002,1102000,87.195358
"282",97.339996,100.129997,97.199997,99.699997,1585200,88.798561
"283",100.260002,101.010002,99.260002,100.110001,1270800,89.163712
"284",99.849998,101,98.510002,100.129997,1188900,89.181541
"285",99.900002,100.949997,99.160004,100.290001,1015000,89.324051
"286",100.370003,102.660004,100.160004,101.089996,1016000,90.03656
"287",101.5,102.870003,101.089996,101.510002,891600,90.410667
"288",102.220001,103.580002,101.620003,103.440002,917800,92.129631
"289",103.660004,104.279999,102.360001,104.209999,1228300,92.815414
"290",104.190002,104.459999,102.110001,102.309998,1631000,91.123169
"291",102.440002,103.040001,101.050003,101.080002,1105400,90.027664
"292",101.110001,101.339996,99.269997,100.410004,1044900,89.430923
"293",99.589996,101.07,98.540001,100.75,905200,89.733742
"294",100.25,103.410004,100.25,103.120003,1328600,91.84462
"295",103.82,106.32,103.25,105.82,1894100,94.249367
"296",104.779999,106.43,104.449997,106.160004,1270900,94.552231
"297",106.559998,106.68,104.779999,105.900002,923300,94.320641
"298",106.940002,109.470001,106.639999,109.290001,1731600,97.339958
"299",109.370003,111.160004,108.82,110.839996,2088100,98.720482
"300",111.300003,112.449997,109.139999,109.349998,1281200,97.393394
"301",109.330002,109.519997,106.980003,107.489998,1106500,96.229584
"302",107.699997,108.470001,106.949997,106.970001,1238900,95.764053
"303",107.059998,108.309998,106.550003,107.790001,2175000,96.498161
"304",107.519997,107.650002,105.519997,106.529999,1393700,95.370148
"305",106.720001,106.849998,104.57,106.080002,1641300,94.967293
"306",105.940002,108.68,105.940002,107.470001,1348600,96.211693
"307",106.150002,106.989998,103.830002,103.970001,1020000,93.078346
"308",104.43,104.830002,102.540001,102.800003,1493700,92.030907
"309",103.860001,105.470001,103.709999,105.290001,1296300,94.260056
"310",105.599998,106.699997,104.529999,105,1188200,94.000427
"311",105.519997,106.120003,103.589996,104.18,1149200,93.266335
"312",104.690002,106.230003,104.199997,105.580002,1194200,94.519691
"313",105.379997,105.739998,101.669998,102.690002,1417800,91.932419
"314",102.870003,103.480003,101.410004,102.959999,1253500,92.174133
"315",100.080002,103.849998,99.220001,103.650002,1515000,92.79187
"316",104.559998,105.82,103.720001,105.32,807400,94.286911
"317",103.889999,104.75,101.879997,102.849998,959500,92.075645
"318",103.290001,104.190002,102.639999,102.690002,1007400,91.932419
"319",104.650002,106.669998,104.449997,106.260002,1083000,95.128441
"320",105.300003,106.589996,104.720001,105.139999,902000,94.125763
"321",105.919998,106.790001,105.730003,106.209999,709700,95.083672
"322",106.849998,107.360001,105.029999,105.440002,950300,94.394348
"323",106.300003,107.419998,105.660004,107.300003,979100,96.059502
"324",108.330002,109.160004,107.290001,108.150002,1043100,96.820457
"325",108.669998,109.339996,107.959999,108.370003,833800,97.017403
"326",108.230003,108.709999,106.730003,107.470001,1035900,96.211693
"327",107.690002,108.610001,106.389999,107.339996,888500,96.095306
"328",107.089996,108.139999,106.699997,107.209999,762300,95.978905
"329",107.510002,108.089996,103.32,105.300003,1243600,94.268997
"330",105.389999,105.970001,103.970001,105.150002,1003700,94.134743
"331",105.519997,106.370003,104.370003,105.900002,1181800,94.80616
"332",107.400002,108,102.5,104.599998,1416000,93.642334
"333",104.879997,105.230003,102.059998,102.080002,1612700,91.386322
"334",101.639999,102.720001,100.190002,102.139999,1867400,91.440033
"335",102.07,103.699997,102.07,102.639999,1207600,91.887657
"336",102.440002,103.279999,101.57,102.870003,992900,92.093575
"337",102.239998,105.099998,101.800003,104.800003,1021000,93.821388
"338",105.110001,105.82,104.629997,105.07,626500,94.063103
"339",104.980003,106,104.720001,105.529999,1157600,94.474899
"340",105.75,107.739998,105.620003,107.449997,1584900,96.193771
"341",107.43,108.989998,107.290001,107.699997,837900,96.41758
"342",107.940002,108.279999,106.580002,106.730003,727000,95.549202
"343",107,107.790001,106.089996,106.709999,638100,95.531311
"344",106.279999,107.599998,105.760002,107.5,824700,96.238541
"345",107.769997,109.410004,107.629997,108.580002,1011600,97.205406
"346",108.269997,109.220001,107.709999,108.480003,816000,97.115883
"347",108.489998,109.690002,108.059998,108.949997,622400,97.536636
"348",109.339996,109.699997,108.129997,108.690002,550000,97.303871
"349",109.199997,109.610001,108.300003,108.440002,838400,97.08007
"350",107.529999,108.050003,106.529999,107.849998,604000,96.551865
"351",107.769997,108.099998,106.559998,107.269997,727900,96.032639
"352",106.489998,106.75,105.730003,106.260002,708700,95.128441
"353",105.290001,106.089996,103.589996,104.220001,1059600,93.302147
"354",104.839996,105.660004,104.440002,104.75,862500,93.776627
"355",105.080002,105.5,104.269997,104.309998,1342900,93.382721
"356",105.230003,106.720001,104.949997,105.779999,674300,94.69873
"357",106.190002,106.629997,105.639999,106.07,550100,94.958344
"358",106.139999,107.419998,106.099998,106.370003,809400,95.226913
"359",106.57,110,106.57,109.970001,1277000,98.449791
"360",109.599998,110,107.980003,108.300003,903900,96.954742
"361",108.419998,109.199997,107.629997,109.07,629100,97.644066
"362",109.209999,109.589996,108.360001,109.400002,876100,97.939507
"363",109.43,110.169998,108.839996,109.470001,802400,98.002167
"364",109.739998,109.900002,108.120003,108.459999,727400,97.097969
"365",108.139999,108.739998,107.309998,107.93,720000,97.124969
"366",107.43,109,107.18,108.919998,1393700,98.015854
"367",108.110001,108.339996,107.190002,107.830002,765700,97.034973
"368",106.610001,106.910004,103.940002,104.190002,980600,93.759377
"369",104.580002,104.760002,102.010002,103.019997,1235900,92.70652
"370",103.080002,103.169998,100.699997,100.949997,1226500,90.843742
"371",102.120003,103.809998,101.57,102.089996,1367100,91.869606
"372",101.970001,101.970001,99.540001,100.309998,1021400,90.267815
"373",100.620003,100.949997,99.660004,100.230003,1220700,90.195839
"374",100.230003,101.809998,99.110001,99.129997,1360100,89.20594
"375",99.190002,100,97.889999,99.699997,1098400,89.718895
"376",100.059998,101.650002,99.849998,99.959999,1179000,89.95285
"377",98.779999,100.370003,98.379997,99.449997,776100,89.493919
"378",100.209999,100.93,98.330002,98.529999,544600,88.666016
"379",99.339996,99.93,98.580002,99.449997,817200,89.493919
"380",99,100.309998,98.480003,99.739998,583700,89.754868
"381",99.949997,101.059998,99.900002,100.830002,725100,90.735748
"382",102.440002,102.650002,100.580002,101.860001,1005900,91.662643
"383",100.779999,101.110001,98.75,99.150002,894500,89.223938
"384",99.860001,99.879997,98.709999,99.190002,839500,89.259956
"385",99.059998,100.449997,99.059998,99.480003,616000,89.520912
"386",99.589996,99.900002,98.389999,98.610001,514800,88.738014
"387",98.660004,100.889999,98.660004,100.660004,716100,90.582787
"388",100.730003,101.93,100.730003,101.400002,676000,91.248695
"389",101.089996,101.580002,99.970001,100.720001,517900,90.636765
"390",100.290001,100.879997,99.949997,99.989998,662600,89.979836
"391",99.989998,100.300003,99.18,99.449997,595100,89.493919
"392",100.239998,100.93,99.709999,100.220001,552100,90.186844
"393",99.980003,101.910004,99.970001,101.709999,991900,91.527664
"394",101.82,102.849998,101.739998,102.370003,935500,92.12159
"395",101,102.089996,99,100.889999,1602200,90.789742
"396",101.029999,102.300003,100.830002,101.379997,910900,91.23069
"397",101.919998,103.919998,101.809998,103.620003,1142900,93.24646
"398",103.260002,103.620003,101.650002,101.879997,840300,91.680649
"399",100.900002,101.410004,99.769997,100.029999,1003600,90.015846
"400",100,102.32,100,101.989998,1009700,91.779633
"401",101.599998,102.150002,100.800003,101.779999,853200,91.59066
"402",102.25,102.940002,101.400002,101.709999,748100,91.527664
"403",101.970001,102.57,100.949997,101.449997,714300,91.293701
"404",101.440002,102.470001,101.150002,101.739998,561800,91.554657
"405",101.099998,101.150002,99.300003,99.870003,803800,89.871864
"406",100.029999,100.400002,98.389999,98.860001,814600,88.962975
"407",99.089996,99.860001,98.919998,99.040001,871300,89.124962
"408",98.309998,98.309998,95.849998,96.730003,953900,87.046219
"409",97.57,98.059998,97.169998,97.309998,768700,87.568146
"410",97.379997,98.199997,97.18,97.690002,857000,87.910126
"411",97.800003,98.800003,97.800003,98.139999,896100,88.315063
"412",98.25,99.809998,98.25,99.190002,1144600,89.259956
"413",99.199997,99.589996,98.300003,98.379997,1081400,88.531029
"414",98.150002,98.209999,96.959999,97.720001,686100,87.937119
"415",98.300003,99.370003,98.07,98.989998,670500,89.079964
"416",99.32,100.260002,99.300003,99.870003,540600,89.871864
"417",99.93,100.519997,98.529999,98.879997,759000,88.98098
"418",98.809998,99.309998,98.269997,98.730003,566300,88.845993
"419",98.480003,98.480003,97.279999,97.699997,769600,87.919106
"420",97.440002,97.830002,96.5,97.029999,824400,87.316193
"421",96.739998,97.150002,95.889999,96.620003,916600,86.947235
"422",96.629997,98.639999,96.230003,97.800003,1371100,88.009109
"423",97.75,98.389999,96.82,97.449997,778200,87.694138
"424",96.919998,97.660004,96.099998,97.099998,856700,87.379196
"425",97.57,98.169998,96.889999,96.919998,857500,87.217194
"426",96.25,96.699997,95.529999,95.870003,1453900,86.272308
"427",95.970001,97.18,95.43,96,875000,86.389297
"428",95.959999,97.080002,95.599998,96.919998,901200,87.728935
"429",97.029999,97.809998,96.68,97.480003,1017500,88.235855
"430",97.349998,98.040001,97.349998,97.620003,721000,88.362564
"431",98.059998,98.260002,96.519997,97.230003,920700,88.00956
"432",97.720001,98.830002,97.230003,98.519997,911200,89.177208
"433",99.599998,100.510002,98.980003,99.809998,842500,90.344887
"434",100.169998,100.32,99.260002,99.879997,1341400,90.408241
"435",99.889999,100.5,98.25,98.93,763400,89.54834
"436",99.349998,99.43,98.339996,98.720001,667500,89.358269
"437",98.400002,98.970001,97.529999,97.709999,752200,88.444031
"438",97.910004,97.910004,96.410004,96.75,727000,87.575066
"439",96.400002,96.419998,95.610001,95.720001,899000,86.642746
"440",96.440002,97.260002,96.440002,96.870003,483700,87.683685
"441",97.019997,97.970001,96.730003,97.290001,551100,88.063866
"442",97.82,98.379997,97.300003,97.360001,969700,88.12722
"443",97.300003,97.300003,95.739998,96.470001,1244300,87.321617
"444",95.029999,95.029999,90.559998,91.050003,2518000,82.415611
"445",91.120003,92.139999,91.019997,91.260002,1408200,82.605698
"446",90.389999,90.400002,86.629997,86.809998,2543000,78.577698
"447",87,87.160004,84.199997,84.239998,2798900,76.251427
"448",83.75,85.279999,82,82.050003,2146300,74.269089
"449",83.75,84.370003,81.889999,82.489998,1801000,74.667374
"450",82.489998,83.470001,82.150002,82.32,1984200,74.513481
"451",82.860001,84.040001,82.639999,83.970001,1274900,76.007019
"452",83.699997,84.160004,82.830002,83.330002,1069200,75.427704
"453",83.050003,84.300003,81.360001,81.870003,1270200,74.106163
"454",82.059998,82.760002,80.489998,80.769997,1328500,73.110466
"455",81.160004,81.699997,79.199997,79.690002,940000,72.132896
"456",78.040001,79.300003,77.360001,78.900002,1651100,71.417816
"457",78.900002,78.900002,75.389999,75.529999,1839100,68.367393
"458",77.019997,78.57,75.809998,77.669998,1652300,70.304443
"459",73.949997,79.290001,73.949997,78.150002,2837000,70.73893
"460",79.269997,79.690002,75.440002,76.389999,1894100,69.145851
"461",76.389999,79.379997,75.989998,79.019997,1855300,71.526436
"462",79.93,80.220001,78.209999,78.349998,1984800,70.919975
"463",79.940002,81.739998,78.970001,81.68,1451600,73.934181
"464",82.209999,83.239998,81.690002,82.5,1726900,74.676414
"465",83.010002,83.25,80.970001,82.010002,1273400,74.232887
"466",82.190002,82.900002,81.830002,82.720001,1209900,74.875549
"467",83.540001,84.309998,82.370003,84.199997,1176400,76.215202
"468",83.529999,84.440002,83.120003,83.68,965300,75.744522
"469",82.949997,83.529999,81.959999,82.82,1310100,74.966057
"470",83.07,83.25,81.470001,81.629997,856900,73.888916
"471",81.459999,82.57,80.470001,80.620003,1023200,72.974693
"472",81.25,82.489998,80.739998,82.019997,1583100,74.241928
"473",81.309998,83.279999,81.040001,82.82,904900,74.966057
"474",82.610001,83.519997,82.029999,83.18,752900,75.291931
"475",83.029999,83.480003,81.449997,81.82,962400,74.06089
"476",80.459999,80.870003,78.980003,79.980003,994700,72.395386
"477",80.660004,81.760002,80.120003,80.279999,944000,72.666939
"478",79.300003,79.599998,77.580002,77.639999,940000,70.277306
"479",78.139999,79.389999,78.010002,79.360001,1865600,71.83419
"480",78.720001,79.089996,76.910004,77.919998,1123700,70.530739
"481",78.160004,79.099998,76.870003,79.080002,1107000,71.580742
"482",78.779999,79.830002,78.489998,79.040001,717100,71.544533
"483",78.559998,79.790001,78.370003,78.82,1307600,71.34539
"484",81.080002,82.989998,80.019997,80.949997,1611900,73.273399
"485",80.529999,80.809998,77.589996,77.669998,1236700,70.304443
"486",76.110001,76.139999,74.050003,75.730003,1810100,68.548424
"487",76.150002,77.519997,73.080002,73.199997,1710000,66.258354
"488",72.589996,73.510002,71.309998,72.720001,1509000,65.82386
"489",74.730003,75.629997,72.379997,72.550003,1276600,65.669983
"490",73.900002,74.650002,72.400002,72.529999,2498600,65.651878
"491",72.790001,73.779999,71.470001,71.949997,1995800,65.126892
"492",70.760002,71.900002,70.330002,71.5,2584500,65.282104
"493",71.300003,72.650002,70.089996,70.480003,1885400,64.350815
"494",71.080002,72.949997,70.980003,71.419998,1713800,65.209053
"495",71.669998,73.010002,70.220001,70.589996,1236300,64.451241
"496",70.330002,72.010002,68.879997,69.709999,1572300,63.64777
"497",69.709999,71.68,69.080002,69.160004,3089200,63.145596
"498",68.919998,69.889999,67.669998,67.690002,510200,61.803429
"499",67.989998,71.040001,67.400002,71.019997,910700,64.843834
"500",69.739998,72.699997,69.419998,72.699997,1131200,66.377739
"501",72.959999,73.349998,71.919998,72.300003,774100,66.012535
"502",72.580002,73.489998,72.059998,73.110001,725800,66.75209
"503",72.059998,74.589996,71.889999,73.089996,1589000,66.733833
"504",72.879997,73.099998,71.279999,71.400002,1206900,65.190811
"505",72.790001,75.309998,72.57,74.830002,999000,68.32251
"506",74.629997,75.620003,73.699997,74.839996,2140100,68.331642
"507",75.529999,75.989998,74.589996,75.440002,1685400,68.879471
"508",75.440002,76.769997,75.25,76.349998,1078000,69.71032
"509",76.010002,77.040001,75.790001,76.449997,1217000,69.80162
"510",75.900002,77.099998,75.779999,76.900002,800400,70.212494
"511",76.269997,76.849998,75.839996,76.43,1159600,69.783363
"512",76.190002,76.489998,75.169998,75.720001,836800,69.135117
"513",75.489998,76.879997,75.489998,76.779999,1141300,70.102921
"514",77.25,79.339996,77.010002,79.120003,1567800,72.239441
"515",79.849998,81.830002,79.379997,81.199997,1803100,74.138557
"516",80.599998,80.779999,78.339996,78.910004,1154500,72.047707
"517",79.029999,79.330002,77.32,77.639999,1213100,70.888153
"518",77.449997,78.43,77.449997,78.059998,1068600,71.271614
"519",79.239998,81.050003,78.900002,80.860001,1180000,73.82811
"520",80.220001,81.120003,79.949997,80.970001,981000,73.928566
"521",80.739998,81.720001,80.5,80.889999,1125600,73.855515
"522",81.650002,83.040001,80.779999,82.360001,1203300,75.197685
"523",81.129997,81.690002,79.489998,80.620003,1819900,73.608994
"524",79.32,82.709999,78.910004,81.660004,2356500,74.558556
"525",81.839996,82.790001,80.93,82.370003,1755700,75.206818
"526",82.150002,82.730003,81.279999,81.589996,1548600,74.494637
"527",80.5,81.400002,80.110001,80.849998,1274500,73.818977
"528",80.480003,80.599998,77.889999,78.830002,1215600,71.974655
"529",78.32,79.419998,77.5,79.099998,1051400,72.221176
"530",79.239998,79.470001,78.610001,79.360001,932700,72.458572
"531",80.150002,81.709999,80.150002,81.339996,1135700,74.266388
"532",82.120003,82.199997,80.790001,81.160004,1347300,74.102043
"533",80.75,82.099998,80.620003,81.760002,1269800,74.649841
"534",82.68,83.120003,82.099998,82.709999,1053500,75.517235
"535",81.919998,83.470001,81.589996,82.870003,1108700,75.663338
"536",82.879997,85.120003,82.699997,84.599998,1017500,77.242874
"537",84.730003,85.120003,83.339996,83.690002,808400,76.41201
"538",84.110001,85.040001,83.839996,84.449997,966700,77.105927
"539",84.75,85.160004,83.919998,84.480003,581500,77.133308
"540",84.389999,84.720001,83.769997,83.790001,516600,76.503311
"541",83.730003,84.25,83.040001,83.800003,654000,76.512459
"542",83.709999,83.709999,82.029999,82.690002,1263600,75.498978
"543",83.349998,84.459999,82.68,83.209999,825100,75.973755
"544",83.32,83.75,81.639999,83.099998,919800,75.873329
"545",82.949997,83.080002,81.809998,82.529999,964200,75.352898
"546",82.400002,83.400002,81.889999,82.68,1060200,75.489853
"547",82.25,82.400002,78.629997,79.919998,1489600,72.969872
"548",79.129997,79.690002,78.360001,78.980003,1154800,72.111618
"549",79.480003,80.989998,79.370003,80.730003,790700,73.709427
"550",81.209999,82.029999,81.040001,81.199997,969500,74.138557
