"","WEC.Open","WEC.High","WEC.Low","WEC.Close","WEC.Volume","WEC.Adjusted"
"1",58.650002,58.740002,57.869999,58.490002,1678200,50.208492
"2",58.509998,59.16,58.43,58.939999,1615600,50.59478
"3",58.919998,59.150002,58.23,59.02,2157600,50.663456
"4",58.75,59.09,58.5,58.779999,1505000,50.457436
"5",58.900002,59.130001,57.98,57.98,1576200,49.77071
"6",58.040001,58.209999,57.630001,58.099998,1317200,49.873711
"7",57.950001,58.740002,57.880001,58.650002,1290900,50.345844
"8",58.700001,58.880001,58.23,58.700001,1171300,50.388763
"9",58.529999,58.91,58.380001,58.740002,835200,50.4231
"10",59.049999,59.610001,58.75,59.349998,1221900,50.946724
"11",59.220001,59.630001,59.130001,59.380001,936100,50.972481
"12",58.880001,59.07,58.34,58.560001,1229300,50.268578
"13",58.549999,58.799999,58.18,58.5,1381500,50.217087
"14",58.709999,58.830002,58.299999,58.389999,1148400,50.122654
"15",58.389999,58.59,58.200001,58.43,1066000,50.15699
"16",58.209999,58.459999,58.099998,58.139999,1324400,49.908054
"17",58.060001,58.540001,57.880001,58.279999,1186900,50.028225
"18",58.5,58.549999,58.09,58.23,734300,49.985306
"19",58.490002,58.490002,57.799999,58.209999,1103900,49.968147
"20",58.419998,59.060001,58.150002,59.049999,1969700,50.689205
"21",58.279999,58.509998,57.209999,57.220001,3887800,49.118324
"22",56.919998,57.330002,56.049999,57.32,3431100,49.204151
"23",57.450001,57.900002,57.16,57.639999,1668000,49.478844
"24",57.900002,57.919998,57.34,57.490002,1207600,49.35009
"25",57.66,58.009998,57.400002,57.900002,1647600,49.702038
"26",57.990002,58.630001,57.849998,58.330002,1549900,50.071156
"27",58.310001,58.580002,57.880001,57.950001,1373100,49.744953
"28",57.18,57.66,57.119999,57.540001,1974200,49.840233
"29",57.630001,57.900002,57.290001,57.880001,1022500,50.134739
"30",57.790001,57.82,56.91,57.360001,1660100,49.684334
"31",56.91,57.27,56.630001,57.029999,2095700,49.398479
"32",57.130001,57.5,56.869999,57.48,2264500,49.788265
"33",57.619999,57.700001,57,57.540001,1469100,49.840233
"34",57.400002,58.189999,57.259998,58.07,1268600,50.299316
"35",57.98,58.470001,57.880001,58.400002,1831600,50.585159
"36",58.599998,59.5,58.5,59.279999,2731400,51.347397
"37",59.529999,59.779999,59.310001,59.490002,3412400,51.529293
"38",59.380001,59.630001,59.18,59.540001,1774200,51.572601
"39",59.310001,60.34,59.310001,60.27,3471800,52.204918
"40",59.560001,60.34,59.240002,59.919998,2915700,51.901752
"41",59.73,60.689999,59.560001,60.130001,2854000,52.083649
"42",60,60.200001,58.740002,59.290001,2863600,51.356064
"43",59.169998,59.310001,58.939999,59.139999,3072600,51.226131
"44",59.09,59.59,59,59.290001,1776800,51.356064
"45",58.799999,58.849998,58.25,58.380001,1563900,50.567833
"46",58.380001,58.759998,58.049999,58.110001,1541500,50.33395
"47",58.400002,58.740002,58.290001,58.720001,1456200,50.862331
"48",58.619999,59.32,58.57,59.240002,2854400,51.312744
"49",59.18,59.5,58.959999,59.169998,1681700,51.252106
"50",59.41,60.639999,59.369999,60.32,2237800,52.248222
"51",60.130001,60.16,59.48,59.709999,1830900,51.719852
"52",59.959999,60.34,59.73,60.009998,3682700,51.979702
"53",60.060001,60.34,59.52,59.709999,1279900,51.719852
"54",59.669998,60.959999,59.669998,60.740002,1820600,52.612026
"55",60.959999,61.459999,60.5,60.860001,1888700,52.715958
"56",60.779999,61.310001,60.490002,60.68,1547900,52.560055
"57",60.75,61.369999,60.639999,61.080002,1576000,52.906528
"58",61.369999,61.529999,60.689999,60.98,2440600,52.819912
"59",60.799999,61.220001,60.560001,61.16,1554500,52.975822
"60",61.009998,61.169998,60.59,60.93,1430000,52.7766
"61",60.68,60.84,60.169998,60.43,1374400,52.34351
"62",60.34,60.93,60.23,60.630001,1176600,52.516743
"63",60.459999,60.630001,59.889999,60.599998,1669500,52.490761
"64",60.509998,60.91,60.389999,60.610001,1227400,52.499416
"65",60.709999,61.34,60.52,61.27,1567600,53.071098
"66",61.099998,61.200001,60.700001,60.82,2061900,52.681313
"67",61.049999,61.150002,60.32,60.360001,2516900,52.282883
"68",60.41,60.630001,60.139999,60.549999,2063300,52.447445
"69",60.470001,60.709999,60.049999,60.639999,1867300,52.525402
"70",60.5,61.119999,60.41,61.099998,1431800,52.923847
"71",61.099998,61.130001,60.43,60.68,1469100,52.560055
"72",60.860001,60.990002,60.619999,60.939999,1709600,52.785259
"73",60.950001,61.25,60.77,60.959999,1621800,52.802582
"74",60.91,60.990002,60.240002,60.48,1716600,52.386818
"75",60.48,60.48,59.610001,59.77,3188800,51.77182
"76",59.810001,60.709999,59.759998,60.299999,2712100,52.230904
"77",60.290001,60.77,59.880001,60.720001,1890500,52.5947
"78",60.490002,60.779999,60.299999,60.73,1374900,52.603359
"79",60.709999,60.98,60.439999,60.540001,1580500,52.438786
"80",60.549999,61.119999,60.5,60.830002,1167700,52.689983
"81",60.73,60.779999,60.380001,60.52,2859800,52.421463
"82",60.549999,60.610001,60.16,60.34,1637700,52.265549
"83",60.91,61.209999,60.349998,60.650002,1515200,52.534069
"84",60.66,61.029999,60.610001,60.68,1849700,52.560055
"85",60.5,61.32,60.5,61.27,1782700,53.071098
"86",61.509998,61.970001,61.459999,61.599998,1702600,53.356937
"87",61.68,61.68,61.150002,61.560001,1175800,53.322292
"88",61.470001,61.59,60.900002,60.939999,1490000,52.785259
"89",60.619999,60.630001,60.130001,60.43,1540600,52.793999
"90",60.330002,60.52,60.119999,60.490002,1724200,52.84642
"91",60.549999,60.889999,60.490002,60.790001,963600,53.108513
"92",60.759998,61.150002,60.57,61.009998,1284700,53.300705
"93",60.98,61.18,60.580002,60.59,1942400,52.933777
"94",60.59,61.09,60.450001,60.779999,1415200,53.09977
"95",61,61.450001,60.48,60.91,1571000,53.213352
"96",60.970001,61.139999,60.48,61.009998,3581200,53.300705
"97",60.810001,61.720001,60.810001,61.580002,1533500,53.798687
"98",61.68,62.09,61.5,61.630001,1862500,53.842369
"99",61.610001,62.080002,61.540001,61.959999,1271400,54.130669
"100",61.959999,62.580002,61.799999,62.48,1074000,54.584953
"101",62.48,62.75,62.400002,62.450001,858300,54.558746
"102",62.450001,62.709999,62.34,62.57,1271400,54.663582
"103",62.610001,62.970001,62.610001,62.759998,2021400,54.829567
"104",62.599998,63.169998,62.330002,63.169998,1471500,55.187771
"105",63.490002,63.639999,63.099998,63.57,1618000,55.537216
"106",63.470001,63.509998,62.93,63.040001,1189900,55.074184
"107",63.130001,63.23,62.689999,62.84,1659300,54.899464
"108",62.93,63.48,62.689999,63.380001,1165000,55.371231
"109",63.380001,63.380001,62.549999,62.98,1446100,55.021778
"110",62.709999,63.16,62.560001,63.130001,1046700,55.152828
"111",63.169998,63.560001,62.830002,63.27,1905400,55.275135
"112",63.27,63.380001,62.950001,63.330002,689100,55.327545
"113",63.790001,64.07,63.549999,63.759998,1261300,55.703213
"114",63.700001,63.990002,63.459999,63.880001,1717800,55.808056
"115",64,64.370003,63.889999,64.230003,2648900,56.113823
"116",64.169998,64.169998,63.549999,63.830002,1199000,55.76437
"117",63.919998,64.199997,63.799999,64.139999,912800,56.035191
"118",64.150002,64.209999,63.380001,63.869999,995200,55.799309
"119",63.790001,64.029999,63.580002,63.630001,1014400,55.589642
"120",63.610001,63.91,63.27,63.459999,1447700,55.441124
"121",63.110001,64.010002,62.91,63.650002,1371000,55.607121
"122",63.330002,63.43,62.48,62.669998,1353800,54.750942
"123",62.939999,62.990002,62.169998,62.189999,1527500,54.3316
"124",61.77,61.77,61.240002,61.470001,1680100,53.702583
"125",61.619999,61.779999,61.259998,61.380001,1669200,53.623962
"126",61.549999,61.66,61.029999,61.110001,637900,53.388069
"127",61.130001,61.130001,60.560001,60.830002,1152100,53.143448
"128",60.66,60.900002,60.529999,60.720001,1395100,53.047356
"129",60.75,61.16,60.630001,60.919998,1443000,53.222076
"130",61.02,61.169998,60.82,60.82,1814700,53.134712
"131",60.93,60.950001,60.470001,60.84,1308700,53.152191
"132",61.200001,61.48,61.16,61.369999,1682500,53.615211
"133",61.200001,61.299999,60.790001,60.830002,1877500,53.143448
"134",61.200001,61.43,61.009998,61.23,1039400,53.492908
"135",61.23,61.610001,61.02,61.599998,1176900,53.816154
"136",61.700001,62.25,61.580002,62.110001,2388500,54.261715
"137",62.139999,62.77,61.950001,62.700001,2174200,54.777164
"138",62.880001,62.990002,62.509998,62.790001,1491400,54.855785
"139",62.75,63.380001,62.66,63.369999,1040900,55.362492
"140",63.389999,63.5,62.400002,62.5,1357900,54.602428
"141",62.509998,62.59,62.049999,62.18,993700,54.322865
"142",62.040001,62.73,61.900002,62.619999,1745300,54.707268
"143",62.560001,62.669998,62.07,62.5,1308900,54.602428
"144",62.43,62.630001,62.189999,62.360001,1259400,54.480122
"145",62.400002,63.029999,62.32,62.970001,1348300,55.013035
"146",62.970001,63.34,62.82,63.110001,1269800,55.135345
"147",62.880001,63.669998,62.73,63.639999,1374600,55.598373
"148",63.57,64.169998,63.490002,64.110001,1102800,56.008991
"149",63.91,64.150002,63.52,64.089996,1129000,55.991516
"150",64.029999,64.330002,63.869999,64.300003,829400,56.174984
"151",64.150002,64.760002,64.099998,64.730003,986000,56.550644
"152",64.860001,64.900002,64.370003,64.470001,1736700,56.323498
"153",64.050003,64.940002,63.509998,64.660004,3496700,56.94883
"154",64.559998,64.559998,63.459999,63.84,1801400,56.22662
"155",63.830002,64.239998,63.700001,64.050003,2412200,56.411579
"156",63.759998,64.529999,63.759998,64.470001,1101000,56.781487
"157",64.279999,64.699997,64.279999,64.57,1304400,56.869553
"158",64.599998,64.760002,64.019997,64.059998,1500500,56.420376
"159",64.120003,64.849998,63.82,64.589996,3423700,56.887177
"160",64.68,64.879997,64.379997,64.739998,1242700,57.019279
"161",64.720001,64.870003,64.330002,64.849998,1172700,57.116165
"162",64.790001,65.110001,64.57,65.050003,1382100,57.292316
"163",65,65.139999,64.779999,64.919998,798600,57.177818
"164",65.239998,65.470001,64.940002,65.099998,1259000,57.336349
"165",65.269997,65.410004,65.040001,65.379997,933200,57.582958
"166",65.489998,65.709999,65.230003,65.260002,1026600,57.477276
"167",65.160004,65.290001,65.010002,65.110001,1204400,57.345158
"168",65.160004,65.419998,65.050003,65.220001,1232700,57.442043
"169",65.389999,65.650002,65.029999,65.129997,1418200,57.362766
"170",65.230003,65.589996,65.029999,65.559998,1544100,57.741493
"171",65.669998,65.790001,65.410004,65.580002,2707200,57.759117
"172",65.75,66.169998,65.440002,66.120003,2340100,58.234711
"173",66.099998,66.830002,65.839996,66.639999,1611600,58.692688
"174",66.639999,67.199997,66.449997,67.040001,1452400,59.044987
"175",66.93,66.989998,65.260002,65.629997,1500100,57.803143
"176",65.610001,65.790001,65.139999,65.139999,1577800,57.371578
"177",65.050003,65.82,64.93,65.809998,1367700,57.961681
"178",66,66.199997,65.580002,66.07,2484900,58.190674
"179",66,66.150002,65.110001,65.480003,1988500,57.67104
"180",65.550003,65.599998,64.980003,65,2038400,57.248276
"181",65.129997,65.300003,64.269997,64.5,1261400,56.807911
"182",64.459999,64.800003,64.190002,64.269997,1108000,56.605339
"183",64.529999,64.529999,63.57,63.610001,1244800,56.024052
"184",63.5,64.43,63.5,64.239998,1537000,56.578911
"185",64.160004,64.309998,63.889999,63.91,1324700,56.288265
"186",63.5,63.709999,62.59,62.889999,1828000,55.389908
"187",62.700001,63.220001,62.400002,63.16,1661500,55.627716
"188",63.16,63.16,62.639999,62.779999,1837900,55.29303
"189",62.93,63.77,62.849998,63.599998,2562900,56.015236
"190",63.52,63.52,62.84,63.32,1640400,55.768627
"191",63.259998,64.139999,63.049999,64.089996,1656600,56.4468
"192",64.010002,64.129997,63.68,64.07,1310800,56.429188
"193",63.84,64.309998,63.52,64.300003,1827500,56.631756
"194",64.410004,64.5,64.110001,64.260002,1654400,56.596535
"195",64.379997,64.730003,64.160004,64.510002,2081200,56.816715
"196",64.57,65.309998,64.510002,64.730003,1687800,57.010483
"197",64.779999,65.639999,64.739998,65.57,1633300,57.750298
"198",65.849998,66.010002,65.029999,65.099998,1316100,57.336349
"199",65,65.440002,64.760002,65.029999,1088300,57.2747
"200",64.959999,65.540001,64.800003,65.5,1290100,57.688652
"201",65.410004,65.769997,65.18,65.699997,1087200,57.864799
"202",65.809998,66.610001,65.669998,66.589996,1535600,58.648659
"203",66.540001,66.860001,66.349998,66.809998,1577600,58.842415
"204",66.839996,66.949997,66.519997,66.800003,1481100,58.833626
"205",66.660004,66.910004,66.410004,66.82,1324700,58.851227
"206",66.760002,66.949997,65.730003,66.769997,1498900,58.80719
"207",67.099998,67.699997,66.82,67.279999,1428400,59.256363
"208",67.199997,68.029999,67.160004,67.839996,1288300,59.749588
"209",67.75,67.949997,67.360001,67.470001,1999100,59.423702
"210",67.400002,67.660004,67.110001,67.389999,1941600,59.353249
"211",67.699997,67.730003,66.760002,66.949997,1484200,58.965725
"212",67.110001,67.669998,66.93,67.610001,1691300,59.547024
"213",67.529999,68.669998,67.529999,68.169998,2971800,60.040241
"214",68.18,68.239998,67.629997,67.650002,1170200,59.582241
"215",67.860001,68.620003,67.620003,68.239998,1630000,60.101883
"216",68.150002,68.449997,67.760002,68.169998,1395500,60.040241
"217",68,68.370003,67.769997,68.230003,1532800,60.093086
"218",67.910004,68.199997,67.559998,67.919998,1976500,59.820034
"219",67.559998,68.360001,67.510002,68.349998,1783000,60.663204
"220",68.260002,69.580002,68.129997,69.529999,2485400,61.710499
"221",69.620003,70.089996,68.709999,68.760002,1772700,61.0271
"222",68.629997,68.889999,68.400002,68.769997,1251000,61.035965
"223",68.5,68.849998,68.120003,68.190002,1108300,60.521206
"224",68.300003,68.470001,67.839996,67.980003,1344700,60.334812
"225",68.089996,68.459999,67.959999,68.190002,932700,60.521206
"226",68.160004,68.330002,67.779999,68.269997,804300,60.592197
"227",68.370003,68.93,68.269997,68.529999,486400,60.822968
"228",68.620003,68.889999,68.32,68.769997,1019800,61.035965
"229",68.889999,69.309998,68.709999,68.93,1820600,61.177982
"230",68.830002,69.709999,68.599998,69.260002,1866800,61.470879
"231",69.440002,69.720001,69.110001,69.489998,3964800,61.674995
"232",69.599998,69.760002,68.730003,69.139999,1371900,61.364349
"233",69.489998,69.489998,68.360001,68.580002,1894300,60.867355
"234",68.470001,68.489998,67.440002,68.239998,1811600,60.565582
"235",68.379997,68.650002,68.110001,68.419998,1175800,60.725323
"236",68.720001,68.720001,68,68.720001,1293200,60.991577
"237",68.559998,68.989998,68.300003,68.959999,1413600,61.204601
"238",69.050003,69.199997,68.330002,69.169998,3172200,61.390991
"239",68.879997,69.07,67.599998,67.660004,2344300,60.050812
"240",67.790001,68.230003,67.529999,67.910004,1408400,60.272697
"241",67.879997,68.010002,67.209999,67.699997,1070100,60.0863
"242",67.860001,68.459999,67.779999,68.169998,3183400,60.503464
"243",68.360001,68.480003,67.190002,67.470001,1815200,59.882168
"244",67.489998,67.599998,66.099998,66.129997,1242900,58.692867
"245",66.160004,66.419998,65.870003,65.940002,1533300,58.524239
"246",65.690002,65.970001,65.269997,65.620003,2307000,58.240231
"247",65.730003,65.919998,65.589996,65.720001,1522500,58.328987
"248",65.860001,66.110001,65.339996,65.360001,901100,58.009468
"249",65.449997,65.970001,65.410004,65.879997,1358700,58.470978
"250",65.949997,66.459999,65.760002,66.43,1163500,58.959141
"251",66.510002,66.839996,66.290001,66.43,1197300,58.959141
"252",66.43,66.449997,65.580002,65.769997,1561300,58.37336
"253",65.519997,66.209999,65.169998,65.540001,1883100,58.169231
"254",65.32,65.940002,65.019997,65.309998,1688000,57.965084
"255",65.529999,65.709999,64.529999,64.870003,1546500,57.574581
"256",64.809998,65.459999,64.730003,65.43,1979600,58.071594
"257",65.300003,65.349998,64.599998,64.910004,1670400,57.610081
"258",64.709999,64.709999,63.639999,63.669998,1998300,56.509529
"259",63.82,64.139999,63.279999,63.580002,1429300,56.429653
"260",63.630001,64.080002,63.099998,63.630001,1266900,56.474026
"261",63.66,64.010002,62.599998,63.150002,2173100,56.048
"262",63.349998,63.860001,63.099998,63.57,2037800,56.420769
"263",63.529999,63.889999,62.919998,63.27,2022600,56.154514
"264",63.439999,63.84,63.02,63.110001,1780200,56.012512
"265",63.439999,63.619999,62.900002,63.009998,1452100,55.923752
"266",63.189999,64.169998,63.189999,63.580002,1954800,56.429653
"267",63.669998,63.669998,63.139999,63.240002,1401500,56.127888
"268",63.169998,64.239998,63.049999,64.139999,1573900,56.926666
"269",64.260002,64.550003,63.630001,64.010002,1966600,56.811298
"270",63.75,63.830002,63,63.02,1930900,55.932632
"271",63.09,63.57,62.880001,63.32,2118300,56.198891
"272",63.869999,64.389999,62.740002,64.300003,2960200,57.068687
"273",64.080002,64.379997,62.25,62.599998,4066600,55.559872
"274",62.259998,62.889999,61.950001,62.009998,1878200,55.036205
"275",61.790001,62.849998,61.07,61.169998,2469900,54.290684
"276",60.630001,60.869999,59.080002,60.189999,2744400,53.420898
"277",60.200001,60.990002,59.82,59.860001,1904700,53.128014
"278",59.779999,60.830002,59.360001,59.5,2096500,52.808495
"279",59.5,61.560001,59.490002,61.099998,2797400,54.22855
"280",61.07,61.540001,60.5,61.279999,2359800,54.388313
"281",60.66,61.240002,59.700001,61.110001,1777900,54.731335
"282",60.799999,60.799999,60.119999,60.139999,2105500,53.862583
"283",60.259998,61.330002,60.049999,61.32,2407900,54.919415
"284",61.27,62.110001,61.099998,61.919998,1935600,55.456787
"285",61.68,61.950001,60.41,60.900002,1374000,54.543255
"286",60.93,61.43,60.110001,60.119999,2364300,53.844669
"287",60.299999,60.869999,60.07,60.34,2221500,54.041714
"288",60.130001,61.900002,60.130001,61.849998,1617600,55.394096
"289",61.75,61.990002,61.330002,61.619999,1418400,55.188103
"290",61.720001,61.939999,60.549999,60.57,2028700,54.2477
"291",60.790001,61,59.91,59.919998,1910400,53.665546
"292",59.900002,60.610001,59.369999,59.630001,2054800,53.405819
"293",59.66,60.41,58.919998,59.470001,1962700,53.262524
"294",59.349998,61.029999,59.09,60.91,1993900,54.552216
"295",60.75,60.889999,59.93,60.080002,1676500,53.808853
"296",59.880001,60.189999,59.439999,59.66,1391800,53.432686
"297",59.73,60.349998,59.509998,60.279999,1455100,53.987972
"298",60.290001,60.560001,59.970001,60.549999,1415200,54.22979
"299",60.639999,61.27,60.490002,60.889999,2145800,54.534298
"300",61.009998,61.669998,60.57,60.799999,1806400,54.453693
"301",60.970001,61.689999,60.869999,61.299999,1780200,54.901501
"302",61.279999,62.119999,61.279999,61.970001,3181300,55.501568
"303",62.119999,62.540001,61.810001,62.450001,4860000,55.931461
"304",62.439999,62.599998,61.48,61.77,2362900,55.322449
"305",61.91,62.169998,61.360001,61.540001,1894300,55.116451
"306",61.540001,62.299999,61.220001,61.290001,1396200,54.892548
"307",61.240002,62.369999,61.119999,61.419998,1924800,55.008976
"308",61.650002,62.040001,60.369999,60.5,1670100,54.185013
"309",60.630001,61.279999,60.59,61.150002,1096800,54.767166
"310",61.34,62.830002,61.099998,62.299999,1596400,55.797123
"311",62.490002,62.860001,62.080002,62.279999,1433100,55.779209
"312",62.299999,63.130001,62.299999,62.700001,1588100,56.155373
"313",62.93,63.16,61.93,62.290001,2041800,55.78817
"314",62.25,62.82,62.07,62.549999,1692700,56.021027
"315",62.459999,63.16,62.130001,62.990002,2338800,56.4151
"316",62.860001,63.52,62.110001,63.369999,1843500,56.755432
