"","WEC.Open","WEC.High","WEC.Low","WEC.Close","WEC.Volume","WEC.Adjusted"
"317",63.389999,63.759998,62.849998,63.040001,1633800,56.459885
"318",63.029999,63.259998,62.599998,62.639999,2275000,56.101627
"319",62.610001,62.84,62.259998,62.34,1718600,55.832947
"320",62.220001,62.560001,62.02,62.259998,1305700,55.761299
"321",62.43,62.57,61.41,61.549999,2121200,55.125408
"322",61.68,61.91,61.389999,61.580002,1370600,55.152287
"323",61.880001,62.5,61.75,62.41,1264100,55.895641
"324",62.48,63.139999,62.18,63.02,1142200,56.441967
"325",63.189999,63.549999,62.529999,62.59,1393200,56.056858
"326",62.529999,62.68,61.990002,62.540001,1012300,56.012074
"327",62.580002,62.639999,61.880001,62.150002,1200500,55.662785
"328",62.240002,62.740002,62.080002,62.209999,1261100,55.716518
"329",62.389999,62.98,62.119999,62.599998,1291200,56.065807
"330",62.389999,62.919998,62.16,62.799999,1439700,56.24493
"331",62.91,63.650002,62.689999,63.599998,1990700,56.961426
"332",63.470001,64.839996,63.369999,64.470001,2284000,57.740616
"333",64.620003,64.839996,64.25,64.279999,2689900,57.57045
"334",64.739998,64.93,64.18,64.669998,2566200,57.919743
"335",64.68,64.93,64.089996,64.379997,1737100,57.660011
"336",64.349998,64.800003,63.630001,64.5,1313800,57.767487
"337",64.5,64.639999,63.84,64.410004,1624500,57.686882
"338",64.290001,64.43,63.830002,64.029999,1239900,57.346546
"339",63.75,63.75,62.029999,62.130001,1998400,55.644871
"340",62.09,62.110001,61,61.439999,2152200,55.02689
"341",61.849998,62.209999,61.380001,62.189999,1490400,55.698608
"342",61.849998,62.099998,61.610001,61.889999,1283500,55.927235
"343",61.950001,62.130001,61.34,61.82,1705500,55.863972
"344",61.529999,61.73,60.93,61.32,1308000,55.412148
"345",61.360001,61.380001,60.619999,60.970001,1268200,55.095875
"346",61.09,61.150002,60.200001,60.389999,1268900,54.571743
"347",60.529999,60.740002,59.959999,60.470001,1283300,54.644047
"348",60.509998,60.630001,59.959999,60.200001,1582600,54.400051
"349",60.200001,60.740002,60.080002,60.419998,1503600,54.598862
"350",60.849998,61.459999,60.580002,61.439999,2197900,55.520584
"351",61.639999,62.189999,61.310001,62.150002,1761200,56.162186
"352",62.27,62.700001,62.150002,62.52,1539200,56.496532
"353",62.52,63.25,62.43,62.860001,2256800,56.80378
"354",62.91,63.549999,62.650002,63.400002,1932900,57.291748
"355",63.259998,63.700001,62.93,63.150002,2134100,57.065838
"356",63.259998,63.380001,62.189999,62.32,2286400,56.315804
"357",62.529999,62.689999,61.5,61.549999,1642300,55.619987
"358",61.540001,61.790001,60.700001,60.82,1378400,54.96032
"359",60.75,60.830002,59.200001,59.34,2041000,53.62291
"360",59.34,60.009998,58.959999,59.380001,1921700,53.659058
"361",59.560001,59.630001,59.200001,59.459999,1014100,53.731346
"362",59.599998,59.610001,58.48,58.599998,1870500,52.954201
"363",58.610001,59.419998,58.610001,59.330002,2148100,53.613876
"364",59.419998,59.759998,59,59.110001,1395500,53.41507
"365",59.209999,60.02,59.130001,59.860001,1837000,54.092815
"366",59.82,60.619999,59.389999,60.599998,4137300,54.761517
"367",60.619999,61.209999,60.459999,60.919998,1794800,55.050678
"368",60.970001,61.93,60.970001,61.77,1861200,55.818794
"369",61.75,61.990002,61.380001,61.860001,1290100,55.900116
"370",61.700001,62.290001,61.630001,62.029999,1069300,56.053749
"371",62.110001,62.509998,61.869999,62.290001,1696300,56.288696
"372",62.380001,63.59,62.330002,63.439999,2038800,57.327892
"373",63.419998,63.91,63.290001,63.400002,2157100,57.291748
"374",63.259998,64.150002,63,63.990002,1541000,57.824909
"375",63.529999,64.839996,63.529999,64.459999,2029500,58.249626
"376",64.330002,64.980003,63.880001,64.650002,1829300,58.421318
"377",64.769997,65.300003,64.440002,65.150002,1845500,58.87315
"378",65.150002,65.779999,64.940002,65.18,951700,58.900253
"379",65.18,65.709999,64.949997,65.68,1672800,59.352081
"380",65.760002,66.470001,65.709999,66.410004,1519900,60.011761
"381",66.400002,66.400002,63.799999,64.029999,2067600,57.861053
"382",63.810001,64.830002,63.189999,64.529999,2444800,58.312878
"383",64.599998,65.419998,64.449997,65.309998,1259700,59.017731
"384",65.389999,65.690002,65.040001,65.580002,1882600,59.261726
"385",65.650002,65.699997,64.739998,65.190002,2506300,58.909298
"386",65.199997,65.25,64.690002,65.040001,1725400,58.77375
"387",65.190002,65.220001,64.830002,64.919998,1480100,58.665306
"388",65.040001,65.18,64.330002,64.720001,1236200,58.484573
"389",64.93,65.559998,64.839996,65.239998,1259100,58.954472
"390",65.190002,65.279999,64.239998,64.839996,1554200,58.593014
"391",64.910004,64.910004,64.160004,64.300003,1538300,58.105042
"392",64.089996,64.610001,63.27,64.43,1708600,58.222519
"393",64.25,65.089996,64.25,64.440002,1821600,58.231556
"394",64.839996,65.580002,64.75,65.470001,2340700,59.162319
"395",65.489998,66.199997,65.379997,65.690002,2716000,59.361118
"396",65.510002,65.529999,64.849998,65.199997,2724700,58.918324
"397",65.370003,66.5,64.550003,66.370003,2810000,59.975613
"398",65.919998,65.919998,64.919998,65.540001,1960000,59.225574
"399",65.459999,65.959999,64.93,65.669998,1583200,59.343052
"400",65.699997,66.720001,65.400002,66.330002,1375000,59.939457
"401",66.400002,66.879997,66.269997,66.480003,1438900,60.075008
"402",66.370003,66.400002,65.75,66.290001,1405300,59.903324
"403",66.089996,66.739998,65.900002,66.589996,1658600,60.174404
"404",66.589996,67.040001,66.449997,66.980003,1820000,60.526829
"405",67.150002,67.699997,66.879997,67.150002,1943200,60.680462
"406",66.660004,66.940002,66.410004,66.889999,2507200,60.947433
"407",66.809998,67.25,66.639999,66.75,1724400,60.81987
"408",66.949997,67.830002,66.760002,67.25,1611600,61.275444
"409",67.169998,67.940002,66.769997,67.940002,2392500,61.904137
"410",67.839996,68.480003,67.660004,68.260002,1975900,62.195717
"411",68.360001,68.459999,67.949997,68.25,1758100,62.1866
"412",68.160004,68.209999,67.389999,67.769997,1836300,61.749245
"413",67.779999,67.849998,66.910004,67.230003,1806200,61.257225
"414",67.209999,67.779999,67.139999,67.309998,1613000,61.330112
"415",67.279999,67.830002,67.010002,67.800003,1189600,61.776596
"416",67.830002,67.940002,66.75,67.099998,1718900,61.138767
"417",66.980003,67.239998,66.790001,66.940002,1402000,60.992981
"418",67.050003,67.529999,66.900002,67.440002,1313600,61.44857
"419",67.699997,68.040001,67.449997,67.830002,1219700,61.803921
"420",67.739998,68.160004,67.360001,67.580002,1410800,61.57613
"421",67.93,68.870003,67.620003,68.260002,2139300,62.195717
"422",68.339996,68.940002,68.260002,68.93,1594600,62.806187
"423",68.910004,69.519997,68.709999,69.290001,1526000,63.134209
"424",68.830002,69.209999,68.370003,68.559998,1729600,62.469063
"425",68.709999,69.510002,68.559998,69.120003,1327600,62.979313
"426",69.150002,69.410004,68.82,68.959999,1255500,62.83353
"427",68.82,69.330002,68.620003,68.699997,1535000,62.596619
"428",68.849998,69.099998,68.370003,69.050003,1148000,62.915535
"429",68.779999,68.879997,68.050003,68.800003,1345200,62.687744
"430",68.800003,68.900002,68.25,68.620003,1831600,62.52375
"431",68.459999,68.699997,67.970001,68.339996,1857200,62.268612
"432",68.449997,68.459999,66.620003,66.959999,1565400,61.011196
"433",66.860001,67.290001,66.269997,67.150002,1673400,61.18433
"434",66.870003,67.68,66,67.239998,3377700,61.266331
"435",67.169998,67.260002,66.620003,66.639999,1753200,60.719631
"436",66.529999,66.650002,65.559998,65.75,1969500,59.908707
"437",65.940002,66.080002,64.959999,65.040001,2340400,59.261787
"438",65.150002,66.059998,65.019997,65.839996,1558300,59.990704
"439",66.040001,66.82,65.949997,66.760002,1752300,60.828976
"440",66.57,66.769997,66.25,66.650002,1447400,60.728752
"441",66.82,67.760002,66.82,67.669998,1753100,61.658134
"442",67.599998,67.900002,66.18,66.790001,1692300,60.856316
"443",66.57,67.480003,66.160004,67.279999,1829200,61.302784
"444",67.300003,68.489998,67.300003,68.279999,2316900,62.213936
"445",68.480003,69.400002,68.230003,68.739998,1538400,62.633076
"446",68.970001,69.57,68.68,69.059998,2698600,62.924633
"447",69.120003,70.220001,68.849998,68.879997,2844800,62.760647
"448",69.209999,69.410004,67.290001,67.519997,3699900,61.52145
