"","IDXX.Open","IDXX.High","IDXX.Low","IDXX.Close","IDXX.Volume","IDXX.Adjusted"
"70",155.270004,155.350006,153.839996,154.199997,437300,154.199997
"71",153.75,155.190002,153.380005,153.600006,369300,153.600006
"72",154.279999,155.779999,153.240005,155.279999,492200,155.279999
"73",155.100006,155.990005,154.199997,155.679993,552400,155.679993
"74",156.550003,157.649994,155.860001,157.080002,477300,157.080002
"75",157.809998,159.770004,156.75,159.520004,492500,159.520004
"76",159.610001,159.919998,158.229996,159.119995,455100,159.119995
"77",161.919998,162.990005,161.179993,161.869995,739900,161.869995
"78",162.389999,163.289993,162.210007,162.429993,470600,162.429993
"79",162.699997,163.369995,161.360001,162.820007,660700,162.820007
"80",162.800003,163.389999,161.190002,162.759995,799500,162.759995
"81",166.020004,172,165.25,167.729996,1710100,167.729996
"82",168.300003,168.300003,162.25,163.729996,1230900,163.729996
"83",164.199997,164.199997,162.389999,163.729996,834100,163.729996
"84",163.729996,164.860001,160.179993,160.279999,794000,160.279999
"85",160.470001,161.020004,158.830002,160.460007,789100,160.460007
"86",161.020004,162.759995,160.110001,162.470001,771100,162.470001
"87",161.889999,162.649994,160.559998,161.660004,418200,161.660004
"88",160.800003,162.25,160.800003,162.059998,475500,162.059998
"89",162.080002,163.630005,161.550003,163.009995,678700,163.009995
"90",162.070007,163.270004,161.830002,163.169998,383500,163.169998
"91",163.169998,164,162.589996,163.220001,377200,163.220001
"92",163.149994,164.559998,162.710007,164.479996,375200,164.479996
"93",164.899994,164.970001,163.710007,164.720001,370300,164.720001
"94",163.919998,164.059998,160.910004,161.039993,488600,161.039993
"95",161.199997,162.759995,160.509995,161.589996,627300,161.589996
"96",161.75,162.389999,160.979996,161.630005,470400,161.630005
"97",161.130005,163.25,161.050003,162.970001,430100,162.970001
"98",163.369995,164.449997,162.679993,164.199997,419800,164.199997
"99",164.570007,165,163.199997,164.600006,382900,164.600006
"100",165.050003,168.429993,164.75,167.399994,466200,167.399994
"101",166.970001,168.119995,166.580002,167.559998,383500,167.559998
"102",167.440002,168.910004,167.309998,167.929993,299400,167.929993
"103",168.130005,169.229996,166.770004,168.389999,744700,168.389999
"104",166.880005,169.059998,165.190002,168.25,1058100,168.25
"105",168.559998,170.179993,168,169.860001,548400,169.860001
"106",170.550003,171.509995,169.529999,169.990005,412500,169.990005
"107",170.089996,172.25,169.339996,170.880005,472600,170.880005
"108",171.240005,173.009995,170.899994,171.940002,591400,171.940002
"109",172.020004,172.860001,170.320007,171.339996,476400,171.339996
"110",171.710007,172.179993,164.229996,164.559998,873000,164.559998
"111",164.350006,164.559998,156.020004,158.220001,1422400,158.220001
"112",159.350006,161.630005,158.220001,161.300003,942300,161.300003
"113",162.309998,164.259995,160.25,160.630005,659800,160.630005
"114",159.770004,160.990005,157.880005,160.570007,769300,160.570007
"115",160.210007,162.75,159.509995,160.710007,1120900,160.710007
"116",161.399994,164.619995,161.190002,164.380005,611800,164.380005
"117",163.899994,167.289993,163.839996,166.020004,699000,166.020004
"118",166.020004,167.070007,165.830002,166.610001,473200,166.610001
"119",166.5,167.979996,165.440002,166.520004,436600,166.520004
"120",166.5,168.600006,165.979996,167.350006,1315400,167.350006
"121",168.279999,168.630005,165.789993,165.970001,559200,165.970001
"122",165.570007,165.789993,162.279999,162.440002,447100,162.440002
"123",162.919998,164.929993,162.440002,164.649994,557200,164.649994
"124",164.220001,164.220001,159,160.539993,584200,160.539993
"125",161.470001,162.850006,160.580002,161.419998,595600,161.419998
"126",162.389999,163.759995,159.169998,159.320007,325200,159.320007
"127",159.509995,161.970001,159.449997,161.380005,759600,161.380005
"128",160.229996,160.990005,157.770004,159.259995,670200,159.259995
"129",159.820007,162.360001,159.550003,161.429993,411500,161.429993
"130",161.020004,162.740005,160.419998,161.509995,821900,161.509995
"131",161.759995,162.360001,160,161.720001,1165300,161.720001
"132",162.889999,165.25,162.009995,164.630005,570800,164.630005
"133",164.919998,165.059998,162.529999,163.589996,495500,163.589996
"134",164.020004,167.580002,163.850006,166.5,444100,166.5
"135",166.539993,167.419998,165.169998,166.029999,757000,166.029999
"136",165.839996,166.960007,164.770004,165.529999,367500,165.529999
"137",165.850006,168.199997,165.080002,167.779999,359100,167.779999
"138",168.199997,168.199997,166.729996,167.289993,267200,167.289993
"139",166.589996,168.240005,166.25,166.619995,357300,166.619995
"140",166.779999,170.559998,166.729996,170.179993,394100,170.179993
"141",170.559998,171.369995,166.110001,166.550003,582400,166.550003
"142",165.929993,167.639999,165.929993,166.830002,330900,166.830002
"143",166.809998,167.399994,162.5,164.399994,378400,164.399994
"144",165.600006,168,164.559998,167.520004,482300,167.520004
"145",168.070007,169.240005,165.809998,166.460007,575100,166.460007
"146",163.839996,165.410004,153.389999,154.679993,1380300,154.679993
"147",154.520004,156.570007,150.490005,151.210007,1104900,151.210007
"148",151.440002,155.330002,151.190002,154.089996,759300,154.089996
"149",154.729996,155.199997,151.559998,152.600006,464900,152.600006
"150",152.899994,155.559998,152.589996,155.490005,489000,155.490005
"151",154.830002,156.470001,153.660004,154.770004,518700,154.770004
"152",154.330002,155.389999,153.520004,154.509995,389200,154.509995
"153",154.279999,154.690002,150.350006,151.059998,912700,151.059998
"154",151.710007,153.919998,151.399994,153.020004,502100,153.020004
"155",152.979996,155.830002,152.979996,155.320007,832400,155.320007
"156",156.149994,157.089996,154.220001,154.669998,613700,154.669998
"157",154.990005,156.270004,154.779999,155.210007,871000,155.210007
"158",155,155.5,151.830002,151.899994,540800,151.899994
"159",151.259995,152.880005,150.25,150.440002,566900,150.440002
"160",151.279999,151.279999,148.800003,150.410004,664800,150.410004
"161",151,153.020004,150.770004,152.820007,437100,152.820007
"162",155,155.149994,152.830002,153.610001,576300,153.610001
"163",153.5,154.550003,152.289993,152.570007,424600,152.570007
"164",153,153,150.949997,151.080002,526000,151.080002
"165",151.279999,152.119995,149.449997,150.440002,528000,150.440002
"166",149.320007,150.940002,149.320007,150.320007,451300,150.320007
"167",150.100006,154.229996,150.100006,152.710007,553000,152.710007
"168",153.460007,155.990005,152.309998,155.429993,642400,155.429993
"169",155.720001,155.800003,153.600006,154.979996,265100,154.979996
"170",154.160004,156.460007,152.960007,155.809998,463300,155.809998
"171",156.710007,157.220001,154.869995,156.869995,489900,156.869995
"172",157.179993,159.320007,155.869995,157.949997,553800,157.949997
"173",157.639999,159.039993,156.899994,157.490005,331200,157.490005
"174",158.199997,160.550003,157.610001,160.229996,409200,160.229996
"175",160.130005,160.360001,158.289993,158.979996,234500,158.979996
"176",158.970001,159.360001,157,159,369500,159
"177",158.190002,159.710007,157.889999,158.800003,384900,158.800003
"178",159.070007,159.339996,157.360001,158.970001,774100,158.970001
"179",159.369995,162.490005,159.050003,162.100006,630300,162.100006
"180",162.089996,162.199997,160.130005,160.529999,443400,160.529999
"181",160.889999,161.630005,157.770004,158.479996,395000,158.479996
"182",158.509995,158.679993,154.820007,155.759995,547300,155.759995
"183",155.75,157.759995,155.389999,157.5,362100,157.5
"184",157.139999,157.570007,154.119995,154.520004,445800,154.520004
"185",154.5,154.940002,153.089996,153.240005,562300,153.240005
"186",153.410004,156.820007,153.25,156.449997,387300,156.449997
"187",156.020004,156.100006,153.509995,154.369995,382800,154.369995
"188",154.350006,155.600006,153.970001,155.490005,392800,155.490005
"189",156.130005,157.830002,155.979996,157.169998,310700,157.169998
"190",157.149994,157.800003,153.449997,154.399994,510600,154.399994
"191",153.960007,157.520004,153.960007,157.410004,386700,157.410004
"192",157.809998,158.550003,156.679993,158.110001,316200,158.110001
"193",158.160004,159.839996,157.399994,158.970001,544500,158.970001
"194",158.800003,159.699997,158.070007,158.289993,304300,158.289993
"195",158.5,158.910004,156.899994,157.330002,259900,157.330002
"196",156.899994,158.25,156.800003,158.080002,277500,158.080002
"197",157.529999,163.089996,157.529999,161.759995,485000,161.759995
"198",161.259995,162.639999,159.190002,159.600006,374200,159.600006
"199",159.970001,160.429993,158.240005,158.550003,368600,158.550003
"200",158.089996,160.070007,158.089996,160,272200,160
"201",159.830002,163.270004,159.279999,163.050003,454900,163.050003
"202",162.979996,162.979996,160.839996,161.580002,318200,161.580002
"203",162.300003,165.789993,161.449997,164.710007,409600,164.710007
"204",165.539993,167.550003,163.910004,164.429993,283200,164.429993
"205",163.660004,164.610001,161.619995,162.699997,354900,162.699997
"206",162.029999,162.940002,160.240005,162.039993,407000,162.039993
"207",162.779999,164.460007,162.210007,164.25,351700,164.25
"208",163.610001,168.660004,162.899994,168.369995,447700,168.369995
"209",167.759995,168.630005,163.229996,164.410004,543100,164.410004
"210",163.759995,168.089996,161.009995,166.169998,909800,166.169998
"211",167.789993,167.789993,159.149994,159.240005,535600,159.240005
"212",159.229996,159.229996,151.130005,151.830002,1447100,151.830002
"213",150.690002,155.820007,150.600006,155.490005,809800,155.490005
"214",154.809998,154.949997,149,151.490005,1032400,151.490005
"215",149.809998,151.479996,147.050003,150.080002,835700,150.080002
"216",149.830002,151.410004,149.130005,150.070007,526100,150.070007
"217",149.449997,150.740005,149,150.190002,462500,150.190002
"218",149.149994,149.830002,146.759995,147.679993,525100,147.679993
"219",146.910004,148.039993,146.089996,147.789993,680700,147.789993
"220",146.910004,149.729996,146.910004,149.539993,668300,149.539993
"221",149.490005,151.910004,148.5,151.399994,660300,151.399994
"222",151.770004,154.789993,151.529999,154.080002,746300,154.080002
"223",153.800003,155.660004,153.360001,154.880005,512800,154.880005
"224",154.699997,155.839996,154.240005,155.399994,395400,155.399994
"225",156.479996,156.479996,154.410004,155.589996,404100,155.589996
"226",155.929993,157.070007,153.949997,154.059998,285400,154.059998
"227",153.720001,155.190002,153.699997,154.809998,148800,154.809998
"228",154.75,156.539993,153.869995,155.429993,375400,155.429993
"229",156.059998,156.449997,154.179993,155.020004,394600,155.020004
"230",155.25,155.679993,153.419998,154,398800,154
"231",154.009995,156.779999,152.889999,156.410004,842100,156.410004
"232",156.139999,156.880005,151.740005,155,466900,155
"233",155.740005,160,155.610001,159.300003,958200,159.300003
"234",159.919998,165.770004,158.600006,159.779999,1093600,159.779999
"235",160.360001,162.210007,158.949997,159.990005,624300,159.990005
"236",159.690002,160.710007,158.029999,159.779999,417500,159.779999
"237",160.570007,161.190002,159.199997,160.570007,273300,160.570007
"238",160.5,160.570007,157.850006,159.699997,379500,159.699997
"239",159.759995,159.970001,157.110001,159.270004,351000,159.270004
"240",159.539993,160.240005,158.080002,158.199997,462200,158.199997
"241",158.350006,158.410004,155.139999,155.25,396800,155.25
"242",156.509995,157.990005,155.160004,156.600006,1046500,156.600006
"243",157.529999,158.119995,156.320007,157.300003,414500,157.300003
"244",157.289993,158.940002,156.130005,157.389999,442500,157.389999
"245",157.570007,159.089996,156.059998,158.679993,322000,158.679993
"246",159.580002,159.949997,157.009995,157.279999,239900,157.279999
"247",156.809998,158.070007,154.880005,157.649994,261300,157.649994
"248",157.279999,157.649994,156.119995,157.070007,256700,157.070007
"249",157.470001,158.550003,156.389999,156.690002,317200,156.690002
"250",156.789993,158.990005,155.330002,158.789993,286600,158.789993
"251",158.869995,159.649994,156.25,156.380005,366800,156.380005
"252",157.589996,160.529999,157.529999,157.809998,398500,157.809998
"253",157.899994,162.369995,157.850006,162.050003,404300,162.050003
"254",162.910004,165.699997,162.509995,163.960007,519800,163.960007
"255",165.050003,166.740005,163.259995,166.600006,515300,166.600006
"256",166.5,167.710007,164.779999,165.080002,449200,165.080002
"257",165.380005,166.080002,164.070007,165.729996,397400,165.729996
"258",165.529999,166.419998,163.460007,166.139999,503200,166.139999
"259",166.690002,171.550003,166.259995,171.509995,526300,171.509995
"260",171.350006,173.820007,170.039993,173.240005,632900,173.240005
"261",174.5,177.25,173.410004,176.100006,727600,176.100006
"262",177.139999,180.199997,175.990005,179.360001,548100,179.360001
"263",178.699997,180.300003,177.440002,179,564800,179
"264",179.5,180.880005,179.119995,180.630005,602700,180.630005
"265",181,181.369995,179.210007,180.949997,445000,180.949997
"266",180.649994,183.130005,179.490005,182.229996,427000,182.229996
"267",183.229996,185.759995,181.770004,184.080002,522600,184.080002
"268",184.699997,187.110001,183.899994,185.729996,396300,185.729996
"269",186.399994,187.240005,184.339996,187.029999,373600,187.029999
"270",186.699997,187.429993,185.5,186.779999,412300,186.779999
"271",186.259995,187.660004,185.369995,186.589996,481400,186.589996
"272",186.660004,188.550003,185.100006,187.039993,659000,187.039993
"273",189.529999,198.729996,185.699997,193.949997,859200,193.949997
"274",193.529999,195.660004,186.229996,186.360001,770600,186.360001
"275",182.5,184.399994,179.559998,180.360001,1240100,180.360001
"276",177.300003,180.440002,173.399994,180.050003,1381600,180.050003
"277",179.580002,180.429993,175.710007,176.830002,681500,176.830002
"278",175.699997,176.520004,169.199997,169.279999,828700,169.279999
"279",170.410004,174.429993,166.699997,172.949997,726200,172.949997
"280",174.419998,177.009995,172.509995,175.059998,421300,175.059998
"281",173.929993,176.460007,172.369995,175.389999,1205000,175.389999
"282",174.350006,179.869995,173.630005,178.259995,1004000,178.259995
"283",179.220001,181.520004,178.039993,181.449997,591200,181.449997
"284",181.130005,183.779999,180.839996,182.479996,427500,182.479996
"285",182.429993,185.169998,182.429993,183.160004,426900,183.160004
"286",183.360001,187.679993,183.360001,183.940002,349400,183.940002
"287",184.149994,187.130005,183.25,183.860001,548600,183.860001
"288",185.119995,187.630005,183.479996,187.610001,461500,187.610001
"289",187.600006,188.779999,185.509995,186.089996,480100,186.089996
"290",186.380005,188.809998,186.210007,187.979996,422100,187.979996
"291",188.800003,191.899994,187.190002,187.229996,730700,187.229996
"292",187.389999,188.449997,181.059998,182.509995,683500,182.509995
"293",181.339996,186.119995,180.330002,185.770004,540100,185.770004
"294",184.369995,191.630005,183.389999,191.139999,644000,191.139999
"295",191.139999,191.940002,187.649994,190.589996,648200,190.589996
"296",189.639999,194.929993,184.539993,194.419998,474200,194.419998
"297",195,198.710007,193.669998,197.449997,496900,197.449997
"298",198.320007,203.259995,197.809998,203.169998,631100,203.169998
"299",203.440002,205.899994,202.320007,204.350006,468200,204.350006
"300",205.139999,206.490005,202.559998,204.529999,443200,204.529999
"301",205.740005,205.740005,202.509995,203.580002,422000,203.580002
"302",203.380005,205.789993,201.699997,203.369995,445000,203.369995
"303",203.759995,207.139999,203.320007,204.729996,785300,204.729996
"304",203.470001,204.119995,197.820007,199.059998,627400,199.059998
"305",199.960007,201.449997,198.720001,200.720001,325400,200.720001
"306",200.490005,201.820007,198.300003,200.229996,415300,200.229996
"307",198.210007,199.050003,193.699997,193.880005,537000,193.880005
"308",194.020004,196.690002,190.160004,190.309998,603300,190.309998
"309",192.929993,197.479996,191.589996,197.300003,563300,197.300003
"310",199.179993,199.419998,189.729996,190.899994,492300,190.899994
"311",191.259995,192.550003,187.929993,188.789993,616600,188.789993
"312",189.699997,193.630005,188.369995,191.389999,723000,191.389999
"313",191.289993,191.949997,184.479996,186.619995,479200,186.619995
"314",187.610001,189.350006,186.039993,188.710007,604600,188.710007
"315",186.399994,191.589996,185.509995,190.830002,421200,190.830002
"316",192.300003,192.990005,189.75,190.880005,363600,190.880005
"317",189.759995,191.100006,183.860001,185.559998,403600,185.559998
"318",186.369995,190.179993,185.669998,187.130005,352700,187.130005
"319",189.300003,194.559998,189.070007,193.259995,397200,193.259995
"320",191.259995,193.869995,190.919998,192.410004,275400,192.410004
"321",193.130005,195.509995,192.889999,194.210007,297200,194.210007
"322",194.759995,195.020004,190.740005,191.779999,301000,191.779999
"323",193.440002,197,191.320007,195.619995,291700,195.619995
"324",196.919998,200.509995,196.190002,199.619995,441800,199.619995
"325",199.660004,202.259995,199,200.839996,260100,200.839996
"326",200.380005,200.520004,196.429993,197.820007,340100,197.820007
"327",198.270004,199.710007,195.809998,196.75,350800,196.75
"328",197.699997,200.350006,196.779999,197.630005,212200,197.630005
"329",199.080002,201.149994,192.339996,193.850006,430600,193.850006
"330",193.690002,195.25,191.539993,194.610001,324500,194.610001
"331",195.149994,199.550003,194.740005,199.059998,401000,199.059998
"332",199.589996,199.75,195.779999,197.190002,289100,197.190002
"333",197.820007,198.339996,194.089996,194.490005,425500,194.490005
"334",194.020004,195.479996,193.360001,195.059998,447700,195.059998
"335",194.690002,195.869995,192.070007,193.169998,617100,193.169998
"336",191.970001,195.970001,189.419998,195.779999,553100,195.779999
"337",200,212.470001,198.309998,212.199997,939700,212.199997
"338",215.75,217.889999,206,207.529999,804500,207.529999
"339",205.479996,207,203.149994,204.960007,544400,204.960007
"340",205.820007,207.949997,203.830002,206.619995,293000,206.619995
"341",206.789993,209.979996,206.149994,209.100006,427600,209.100006
"342",209.600006,211.800003,209.369995,211.380005,328700,211.380005
"343",211,212.699997,209.889999,210.880005,230500,210.880005
"344",209.279999,209.570007,205.630005,208.919998,361200,208.919998
"345",206,206,196,199.419998,1559100,199.419998
"346",199.300003,200,194.039993,195.589996,887400,195.589996
"347",195.869995,201.25,195.149994,200.759995,539100,200.759995
"348",202.429993,203.389999,200.490005,201.190002,432000,201.190002
"349",201.509995,201.970001,199.729996,199.990005,375100,199.990005
"350",199.440002,204.559998,199.440002,204.160004,516300,204.160004
"351",203.929993,205,202.039993,202.369995,267200,202.369995
"352",202.419998,204.009995,202.419998,203.699997,360300,203.699997
"353",201.940002,205.479996,201.539993,205.25,496200,205.25
"354",206.050003,212.270004,206,209.080002,595900,209.080002
"355",208.529999,211.919998,207.830002,208.210007,633100,208.210007
"356",210.509995,216.960007,210.509995,215.360001,608700,215.360001
"357",215.889999,219.350006,215.889999,218.809998,531000,218.809998
"358",219.960007,220.899994,217.300003,217.449997,452800,217.449997
"359",217.440002,219.619995,216.25,219.509995,387800,219.509995
"360",220.130005,221.100006,214.070007,218.039993,401900,218.039993
"361",218.229996,219.820007,216.990005,219.720001,262800,219.720001
"362",219.720001,222.330002,218.660004,221.070007,211100,221.070007
"363",221.169998,223.880005,220.639999,222.339996,397100,222.339996
"364",222.740005,224.5,221.520004,222.580002,410100,222.580002
"365",224.199997,226.199997,222.429993,226.080002,346700,226.080002
"366",227.25,229.009995,225.470001,227.899994,637900,227.899994
"367",226.169998,227,224.699997,226.25,500900,226.25
"368",224.509995,226.639999,223.559998,225.380005,393600,225.380005
"369",225.550003,227.389999,224.5,224.979996,245500,224.979996
"370",225.110001,226.539993,220.710007,221.910004,255800,221.910004
"371",222.479996,224.169998,220.639999,222.899994,520100,222.899994
"372",222.029999,223.75,216.110001,217.490005,401800,217.490005
"373",217.779999,219.779999,216.759995,217.339996,428700,217.339996
"374",218.309998,219.429993,211.660004,212.740005,416300,212.740005
"375",212.330002,218.699997,212.330002,217.470001,314400,217.470001
"376",217.940002,220.860001,217.330002,217.940002,475400,217.940002
"377",216.830002,221.5,215.279999,221.279999,325500,221.279999
"378",222.089996,222.729996,218.029999,218.820007,234000,218.820007
"379",220.259995,222.360001,217.25,221.839996,407300,221.839996
"380",222.179993,225.940002,222.179993,225.529999,346300,225.529999
"381",226.429993,229.979996,226.429993,229.509995,540200,229.509995
"382",236.880005,237.940002,230.350006,234.100006,684400,234.100006
"383",232.949997,235.929993,231.559998,234.160004,416500,234.160004
"384",235.309998,237.520004,234.589996,237.460007,329600,237.460007
"385",237.460007,238.720001,236.110001,238.149994,198700,238.149994
"386",238.979996,239.669998,236.539993,237.919998,253700,237.919998
"387",236.630005,240.5,236.630005,239.789993,340800,239.789993
"388",239.809998,241.610001,238.410004,239.100006,300800,239.100006
"389",239.149994,243.740005,238.149994,242.820007,380600,242.820007
"390",243.179993,248.649994,242.270004,248.139999,539500,248.139999
"391",248.289993,248.720001,243.440002,248.550003,369300,248.550003
"392",249.800003,252.399994,247.020004,248.070007,474600,248.070007
"393",247.669998,251.410004,247.539993,251.130005,484000,251.130005
"394",252.490005,252.490005,247.619995,247.979996,331800,247.979996
"395",248.720001,249,239.350006,241.270004,513800,241.270004
"396",240.639999,242.490005,235.669998,237.759995,619100,237.759995
"397",238.169998,245.25,237,244.929993,537300,244.929993
"398",244.929993,244.929993,227.789993,236.149994,1092300,236.149994
"399",234.690002,243.039993,234.25,240.800003,521700,240.800003
"400",241,243.369995,238.380005,242.639999,440800,242.639999
"401",242.059998,244.309998,240.559998,242.910004,357900,242.910004
"402",243.990005,246.210007,243.779999,245.520004,515500,245.520004
"403",243.990005,246.770004,243.490005,246.220001,545600,246.220001
"404",246.729996,249.179993,244.270004,244.630005,380300,244.630005
"405",242.919998,245.830002,242.039993,243.520004,299000,243.520004
"406",243.649994,245.470001,240.320007,240.570007,384300,240.570007
"407",242.050003,244.910004,239.880005,243.369995,316200,243.369995
"408",241.479996,242.809998,238.440002,241.570007,286300,241.570007
"409",242.990005,244.039993,241.610001,243.259995,302900,243.259995
"410",242.979996,243.889999,240.889999,243.5,309300,243.5
"411",244.830002,245.570007,240.729996,242.479996,480100,242.479996
"412",242.699997,245.410004,242.330002,242.520004,392000,242.520004
"413",242,246.539993,241.309998,245.889999,304000,245.889999
"414",245.860001,248.990005,245.339996,245.970001,408700,245.970001
"415",246.710007,251.300003,245.740005,249.5,497100,249.5
"416",250.669998,255.089996,248.639999,251.339996,492400,251.339996
"417",251.619995,253.460007,250.839996,251.699997,309200,251.699997
"418",251.699997,256.220001,251.699997,254.460007,449900,254.460007
"419",253.75,254.770004,252.110001,253.479996,307400,253.479996
"420",253.369995,255.149994,252.210007,254.039993,374800,254.039993
"421",253.369995,254.279999,249.639999,251,526300,251
"422",251.089996,251.699997,243.639999,245.649994,734400,245.649994
"423",245.429993,247.300003,242.839996,244.259995,511500,244.259995
"424",244.169998,246.399994,241.919998,242.550003,379200,242.550003
"425",244.5,247.990005,243.550003,246.110001,508200,246.110001
"426",246.479996,248.089996,241.320007,242.429993,641000,242.429993
"427",242.399994,246.059998,241.699997,245.649994,343500,245.649994
"428",246.139999,249.75,245.710007,249.289993,362700,249.289993
"429",248.940002,249.889999,247.070007,247.940002,320300,247.940002
"430",247.720001,248.860001,242.110001,242.940002,377500,242.940002
"431",243.669998,247.699997,242,245.220001,543000,245.220001
"432",244.929993,245.729996,240.020004,240.899994,509200,240.899994
"433",241.960007,243.720001,239.259995,242.020004,713800,242.020004
"434",243.5,244.130005,240.789993,241.130005,668700,241.130005
"435",239.660004,243.210007,239.009995,242.710007,345700,242.710007
"436",243.369995,245.970001,242.729996,245.839996,293700,245.839996
"437",246.690002,247.979996,243.479996,244.389999,309700,244.389999
"438",244.279999,249.830002,244.279999,248.679993,411200,248.679993
"439",248.460007,250.679993,248.139999,249.660004,383100,249.660004
"440",250,252.690002,247.779999,248.919998,272900,248.919998
"441",249.110001,249.919998,241.630005,242.380005,473800,242.380005
"442",243.600006,245.149994,238.809998,239.360001,434100,239.360001
"443",237.899994,238.199997,229.820007,231.110001,643300,231.110001
"444",231.110001,233.5,226.279999,229.240005,496500,229.240005
"445",228.440002,229.940002,220.509995,224.289993,667700,224.289993
"446",223.690002,227.119995,222,223.899994,567900,223.899994
"447",223.600006,224.910004,216.639999,217.210007,591400,217.210007
"448",216.410004,219.990005,212.550003,214.110001,531300,214.110001
"449",219.600006,223.330002,216.410004,222.419998,850100,222.419998
"450",221.899994,222.039993,216.860001,216.899994,390300,216.899994
"451",219.300003,226.25,219.300003,225.789993,335900,225.789993
"452",225.039993,229.100006,223.619995,228.490005,486900,228.490005
"453",228.300003,228.710007,223.039993,224.330002,518700,224.330002
"454",226.399994,227.970001,217.350006,218.399994,486900,218.399994
"455",218.300003,220.990005,214.399994,219.779999,428200,219.779999
