"","ADSK.Open","ADSK.High","ADSK.Low","ADSK.Close","ADSK.Volume","ADSK.Adjusted"
"447",141.660004,141.990005,133.339996,133.5,3865600,133.5
"448",132.600006,134.419998,129,130.889999,3051200,130.889999
"449",135.679993,140.25,135.25,138.179993,3965700,138.179993
"450",138.470001,139.320007,132.800003,134.600006,2273300,134.600006
"451",137.300003,141.800003,136.619995,141.419998,2096000,141.419998
"452",141.179993,142.100006,138.699997,141.770004,1599300,141.770004
"453",140.759995,141.449997,135.759995,137.289993,2011900,137.289993
"454",137.979996,140.429993,133.100006,133.179993,3067600,133.179993
"455",133.929993,137.309998,131.449997,135.639999,1931300,135.639999
"456",132.649994,136.089996,130.110001,134.119995,2325900,134.119995
"457",133.309998,134.039993,124.68,124.919998,3694700,124.919998
"458",127.190002,131,126.18,130.009995,2707300,130.009995
"459",125.540001,128.960007,123.93,124.709999,3264100,124.709999
"460",128.779999,129.160004,119.93,124.129997,3619300,124.129997
"461",123.870003,126.879997,122.959999,125.959999,2060600,125.959999
"462",128.279999,132.5,127.669998,129.25,2260500,129.25
"463",130,135.660004,127.339996,135.229996,2485600,135.229996
"464",135.509995,137.289993,132.710007,134.130005,1578800,134.130005
"465",134.699997,134.880005,131.550003,133.5,1147800,133.5
"466",133.119995,135.699997,132.009995,133.699997,869700,133.699997
"467",135.259995,139.419998,135.259995,138.919998,2897300,138.919998
"468",138.779999,140.710007,137.889999,140.610001,1617400,140.610001
"469",139.279999,139.289993,133.779999,135.550003,1603000,135.550003
"470",134.179993,134.490005,128.850006,130.110001,1787600,130.110001
"471",131.110001,134.169998,129.720001,130.919998,1527000,130.919998
"472",133,133.990005,128.229996,129.429993,1520700,129.429993
"473",128.630005,134.699997,127.940002,134.289993,1771600,134.289993
"474",134.800003,135.960007,132.529999,134.039993,1956400,134.039993
"475",134.210007,134.960007,125.050003,125.739998,2703700,125.739998
"476",123.169998,125.900002,120.099998,123.050003,3656000,123.050003
"477",136,139.399994,132.229996,135.039993,6007100,135.039993
"478",132.889999,134.740005,131.699997,132.690002,2257000,132.690002
"479",134.979996,139.100006,134.160004,138.800003,2889000,138.800003
"480",137.339996,143,136.630005,140.160004,3639800,140.160004
"481",141.339996,145.210007,140.309998,143.160004,3333600,143.160004
"482",141.949997,147.440002,141.949997,145.550003,3248100,145.550003
"483",145.919998,146.5,142.190002,144.5,2624800,144.5
"484",148.029999,150.410004,146.529999,148.020004,2913400,148.020004
"485",146.639999,148.850006,139.380005,139.839996,2790200,139.839996
"486",136.360001,140.139999,133.300003,140.139999,2588300,140.139999
"487",138.710007,139.869995,131.619995,132.570007,2111700,132.570007
"488",132.429993,135.630005,130.5,135.020004,1657300,135.020004
"489",138.279999,138.979996,133.240005,133.869995,2171200,133.869995
"490",137.5,140.419998,136.220001,137.789993,1772700,137.789993
"491",136.460007,138.949997,133.660004,135.570007,1485900,135.570007
"492",133.600006,135.830002,130.990005,131.5,1463100,131.5
"493",130.990005,131.949997,126.510002,127.269997,2248000,127.269997
"494",128.360001,131.539993,128.289993,130.580002,1878600,130.580002
"495",130.440002,134.820007,127,128.130005,2705300,128.130005
"496",127.639999,129.440002,121.040001,124.93,2581600,124.93
"497",125.839996,126.699997,120.110001,120.300003,3894400,120.300003
"498",118.720001,122.139999,117.720001,118.32,1642000,118.32
"499",119.540001,125.93,118.199997,125.93,1842400,125.93
"500",122.660004,127.489998,121.260002,127.410004,1850900,127.410004
"501",128.710007,130.110001,125.07,127.230003,1349200,127.230003
"502",129.190002,129.5,127.18,128.610001,1394800,128.610001
"503",125.389999,129.639999,124.650002,128.960007,1517500,128.960007
"504",126.489998,127.5,121.120003,121.849998,2564700,121.849998
"505",124.370003,129.369995,121.809998,128.279999,2480600,128.279999
"506",128.270004,133.399994,128.149994,132.720001,1634600,132.720001
"507",134.259995,135.699997,132.25,133.869995,1324800,133.869995
"508",134.720001,137.779999,133.410004,136.770004,1770500,136.770004
"509",135.210007,137.529999,134.850006,136.710007,1517600,136.710007
"510",135.779999,137.5,135.25,136.740005,903200,136.740005
"511",135.369995,136.179993,134.119995,134.75,906300,134.75
"512",131.880005,137.449997,131.880005,135.880005,1574000,135.880005
"513",136.179993,137.5,134.800003,135.300003,1425800,135.300003
"514",134.630005,137.899994,134.259995,136.5,2127900,136.5
"515",138.289993,141.839996,135.460007,141.729996,2684500,141.729996
"516",140.279999,141.520004,138.119995,139.059998,2015500,139.059998
"517",139.460007,141.139999,136.559998,137.490005,1637900,137.490005
"518",136.020004,137.5,135.240005,136.050003,2117900,136.050003
"519",138.110001,142.479996,137.759995,142.080002,1959500,142.080002
"520",140.649994,141.089996,138.740005,140.770004,1314600,140.770004
"521",140.919998,141.770004,139.009995,140.160004,806600,140.160004
"522",141.679993,146.059998,140.610001,146,1295800,146
"523",146.199997,148.570007,145.860001,147.199997,1416300,147.199997
"524",147.779999,149.559998,146.899994,149.070007,1647400,149.070007
"525",149.059998,152.649994,149,151.589996,1717500,151.589996
"526",151.729996,153.690002,151.669998,152.419998,1591400,152.419998
"527",152.160004,153.139999,150.789993,152.279999,1325800,152.279999
"528",151,151.929993,149.139999,150.559998,1859600,150.559998
"529",149.119995,154.410004,149.119995,154.309998,1407900,154.309998
"530",155,156.270004,153.800003,154.570007,1432200,154.570007
"531",156.399994,159.610001,155.889999,159.539993,1738900,159.539993
"532",159.970001,161.100006,159.210007,160.029999,1898000,160.029999
"533",158.839996,161.050003,158.009995,159.940002,1470400,159.940002
"534",161.509995,161.509995,159.389999,160.350006,1699100,160.350006
"535",160.429993,160.970001,159,160.679993,1758600,160.679993
"536",160.550003,161.490005,158.479996,159.800003,1175500,159.800003
"537",159.639999,160.679993,158.850006,159.830002,1050500,159.830002
"538",160.869995,161.779999,160.190002,161.509995,948800,161.509995
"539",163.539993,166.289993,163.490005,163.940002,1976500,163.940002
"540",163.779999,164.289993,161.710007,163.309998,1576000,163.309998
"541",162.589996,164.320007,160.660004,164.279999,1530900,164.279999
"542",164.070007,164.669998,162.589996,163.009995,2233300,163.009995
"543",167.770004,169.050003,158.399994,159.770004,3836700,159.770004
"544",161,161.839996,153.25,157.789993,4197500,157.789993
"545",158.199997,158.199997,154.169998,154.710007,2193300,154.710007
"546",154.759995,155.960007,152.039993,153.509995,1803500,153.509995
"547",152.899994,153.970001,150.880005,152.770004,3167600,152.770004
"548",150.289993,152.5,149.5,152.369995,1692100,152.369995
"549",152.389999,155.279999,151.860001,154.039993,2074600,154.039993
"550",154.360001,155.389999,152.880005,154.809998,1418600,154.809998
"551",155.339996,157.089996,153.210007,153.380005,2143600,153.380005
"552",153.050003,154.259995,151.929993,153.149994,2233800,153.149994
"553",152.699997,154.679993,152.460007,153.279999,3513600,153.279999
"554",153.289993,155.320007,152.330002,153.850006,1925200,153.850006
"555",154.619995,156.119995,153.660004,155.100006,2172900,155.100006
"556",156,156.270004,152.360001,154.309998,1805700,154.309998
"557",154.270004,159.039993,154.270004,158.820007,1550300,158.820007
"558",158,158.820007,153.940002,154.220001,1858300,154.220001
"559",153.529999,155.550003,152.429993,154.690002,1768900,154.690002
"560",155.490005,157.389999,154.860001,155.910004,1511400,155.910004
"561",155.649994,156.100006,151.149994,153.100006,1595400,153.100006
"562",153.740005,154.529999,151.199997,153.029999,1483500,153.029999
"563",154.690002,155.940002,153.860001,155.820007,1833400,155.820007
"564",158.220001,163.970001,157.289993,163.820007,3886200,163.820007
"565",163.529999,164.850006,163.029999,164.350006,1904100,164.350006
"566",165.550003,168.559998,165,166.649994,2655600,166.649994
"567",166.690002,168,163.220001,165.050003,2234600,165.050003
"568",166.039993,167.149994,165.139999,166.330002,1259100,166.330002
"569",165.820007,166.929993,163.130005,166.740005,1699100,166.740005
"570",166.149994,167.369995,165.559998,167.059998,1214000,167.059998
"571",167.300003,170.910004,167.169998,170.460007,1643500,170.460007
"572",171.320007,172.110001,170.029999,171.880005,1601300,171.880005
"573",173.020004,173.440002,170.649994,171.869995,1404500,171.869995
"574",172.009995,173.220001,170.990005,172.770004,984600,172.770004
"575",173,174.399994,171.339996,172.669998,1516600,172.669998
"576",173.119995,173.399994,167.610001,168.029999,1862600,168.029999
"577",168.350006,169.380005,164.809998,169.199997,1634600,169.199997
"578",168.690002,172.309998,167.899994,172.149994,1245600,172.149994
"579",173,176.210007,172.5,175.279999,1889400,175.279999
"580",175.039993,177.369995,175.039993,176.309998,1168800,176.309998
"581",176.759995,177.479996,172.919998,175.320007,1415500,175.320007
"582",175.369995,177.110001,174.309998,176.990005,1263700,176.990005
"583",177.289993,178.559998,176.350006,176.679993,1188500,176.679993
"584",176.669998,178.419998,175.380005,178.210007,1072200,178.210007
"585",178.929993,178.949997,173.899994,173.970001,1292200,173.970001
"586",173.639999,174.660004,171.330002,173.360001,996700,173.360001
"587",174.720001,176.880005,174.059998,176.699997,959600,176.699997
"588",171.800003,175.509995,169.800003,175.279999,1271000,175.279999
"589",173,174.210007,168.869995,170.720001,1725400,170.720001
"590",170.339996,172.789993,169.720001,171.509995,1097200,171.509995
"591",169.229996,172.009995,167.460007,171.419998,1267600,171.419998
"592",170.639999,174.190002,167.809998,173.770004,1302200,173.770004
"593",168.050003,170.710007,164.600006,164.929993,1802100,164.929993
"594",166.729996,170.75,166.139999,169.960007,1339700,169.960007
"595",168.169998,173.929993,168.169998,173.320007,1475000,173.320007
"596",174.149994,178.419998,173.759995,176.679993,1261200,176.679993
"597",174.970001,177.699997,173.889999,174.330002,1276100,174.330002
"598",172.429993,172.830002,168.309998,170.610001,1717800,170.610001
"599",172.759995,174.940002,172.229996,174.229996,1478600,174.229996
"600",173.869995,175.470001,173.240005,174.029999,1257000,174.029999
"601",170.009995,173.740005,167.139999,169.539993,2521800,169.539993
"602",160.679993,165.179993,158.509995,161.220001,6108900,161.220001
"603",161.520004,165.350006,160.699997,161.089996,3036900,161.089996
"604",160,162.289993,159.259995,161.520004,2439300,161.520004
"605",161.869995,163.559998,161.309998,162.619995,1110100,162.619995
"606",160,162.470001,159.789993,160.910004,1862900,160.910004
"607",161.419998,161.770004,153.550003,154.820007,2980100,154.820007
"608",157.580002,160.050003,155.809998,159.910004,1877000,159.910004
"609",162.320007,162.559998,158.449997,161.309998,1229200,161.309998
"610",161.089996,161.479996,158.369995,161.160004,1236500,161.160004
"611",162.039993,166,161.669998,165.300003,1388900,165.300003
"612",166.380005,168.149994,164.990005,165.119995,1504300,165.119995
"613",166.940002,167.929993,162.029999,163.199997,1363600,163.199997
"614",163.460007,163.809998,161.720001,163.770004,901800,163.770004
"615",164.539993,164.880005,161.770004,162.320007,1121400,162.320007
"616",161.850006,163,156.220001,158.160004,1573800,158.160004
"617",158.389999,158.809998,157.089996,157.380005,1423300,157.380005
"618",159.869995,163.380005,159.270004,161.899994,1427800,161.899994
"619",163.009995,166.789993,162.350006,165.630005,2892600,165.630005
"620",169.029999,171.110001,167.889999,169.449997,2739900,169.449997
"621",169.330002,171.679993,169,170.889999,3079900,170.889999
"622",171.369995,171.830002,168.289993,168.5,2507700,168.5
"623",169.279999,169.369995,162.839996,163.160004,2368300,163.160004
"624",164.169998,165.809998,162.320007,162.479996,1157300,162.479996
"625",163.149994,166.070007,162.779999,165.25,1624000,165.25
"626",166.119995,166.360001,162.869995,162.899994,4849700,162.899994
"627",166.990005,170.059998,165.520004,169.289993,2262200,169.289993
"628",169.110001,170.320007,168.399994,170.100006,862200,170.100006
"629",170.360001,172.179993,168.839996,172,852800,172
"630",170.389999,172.339996,169.440002,172.229996,1233400,172.229996
"631",170.75,171.389999,168.770004,169.869995,1766300,169.869995
"632",168.770004,171.429993,168.259995,171.350006,1257400,171.350006
"633",172.509995,175.279999,172,172.740005,1419100,172.740005
"634",173.110001,174.800003,171.5,173.330002,1111200,173.330002
"635",174.460007,174.460007,170.929993,174.190002,1224400,174.190002
"636",174.899994,174.899994,172.699997,173.710007,812500,173.710007
"637",174.020004,174.660004,170.669998,171.009995,1076000,171.009995
"638",170.649994,172.020004,169.770004,171.619995,1102600,171.619995
"639",170.679993,173.630005,170.570007,172.380005,904300,172.380005
"640",173.300003,174.350006,169.210007,169.309998,1155900,169.309998
"641",170.309998,172.270004,170.089996,170.360001,1072300,170.360001
"642",171.449997,171.449997,167.970001,169.740005,952300,169.740005
"643",169.020004,173.949997,167.929993,173.509995,1086400,173.509995
"644",171.910004,172.759995,167.149994,169.919998,1591000,169.919998
"645",170.229996,171.509995,167.770004,167.990005,1159200,167.990005
"646",168.309998,168.619995,160.699997,162.770004,1930100,162.770004
"647",162.080002,162.850006,160.009995,160.289993,1036500,160.289993
"648",160.279999,160.600006,154.289993,156.169998,1676100,156.169998
"649",156.119995,158.830002,153.029999,153.470001,2680300,153.470001
"650",153.229996,154.270004,146.100006,147.759995,3830700,147.759995
"651",143.580002,144.050003,141.059998,143.570007,3382200,143.570007
"652",145.259995,146.669998,142.059998,143.669998,2234200,143.669998
"653",141.880005,144.960007,140.639999,144.169998,1790600,144.169998
"654",146.479996,152.220001,146.190002,152.089996,3198600,152.089996
"655",151.039993,152.669998,149.460007,151.339996,1888200,151.339996
"656",149.529999,150.360001,147.850006,148.869995,2587100,148.869995
"657",148.589996,154.520004,148.139999,151.809998,1795400,151.809998
"658",148.520004,148.669998,143.610001,146.919998,2198600,146.919998
"659",144.990005,144.990005,141.460007,142.919998,3180500,142.919998
"660",144.710007,145.320007,143.539993,144.130005,1951800,144.130005
"661",146.75,146.800003,145.460007,146.179993,1900500,146.179993
"662",145.720001,147.419998,144.529999,146.559998,1078300,146.559998
"663",147.75,148.100006,145.009995,145.949997,1967100,145.949997
"664",145.899994,146.429993,143.169998,145.210007,2616000,145.210007
"665",144.399994,147.110001,143.240005,143.990005,2552500,143.990005
"666",145.820007,147.860001,145.660004,147.800003,2027100,147.800003
"667",149.449997,151.399994,148.690002,150.210007,4223900,150.210007
"668",131.429993,141.360001,129.699997,140.080002,18498400,140.080002
"669",142.020004,142.979996,140.160004,142.630005,3284400,142.630005
"670",143.789993,144.130005,141.110001,142.820007,2991400,142.820007
"671",141,143,139.869995,141.149994,2335600,141.149994
"672",142.559998,145.589996,141.860001,144.339996,1879700,144.339996
"673",146.279999,149.110001,145.619995,148.220001,2956800,148.220001
"674",148.830002,152.710007,148.100006,150.350006,2092900,150.350006
"675",151.020004,151.649994,147.570007,151.020004,2900600,151.020004
"676",149.979996,151.369995,146.059998,148.050003,2077200,148.050003
"677",149.270004,154.910004,147.550003,154.669998,3307200,154.669998
"678",155.669998,159.880005,155.050003,155.690002,3478900,155.690002
"679",155.529999,156.139999,152.869995,153.479996,1994200,153.479996
"680",152.470001,155.009995,152.460007,153.869995,1505100,153.869995
"681",152.25,153.860001,152,153.669998,1318400,153.669998
"682",152.130005,152.339996,148.25,151.110001,2046100,151.110001
"683",151.389999,154.190002,151.389999,153.380005,1345100,153.380005
"684",153.139999,154.259995,151.429993,153.339996,1925700,153.339996
"685",152.460007,153.529999,151.699997,152.369995,1042700,152.369995
"686",152.940002,153.630005,148.169998,149.130005,1975600,149.130005
"687",148.850006,149.139999,144.919998,147.429993,2022900,147.429993
"688",146.860001,149.889999,145.720001,149.070007,1058900,149.070007
"689",149.369995,149.990005,143.699997,145.190002,1781300,145.190002
"690",145.740005,147.970001,144.699997,147.699997,1182500,147.699997
"691",148.5,149.490005,144.990005,145.710007,1586000,145.710007
"692",143.990005,144.119995,141.679993,142.839996,1620000,142.839996
"693",142.369995,145.080002,140.259995,144.770004,1402300,144.770004
"694",145.880005,147.389999,144.25,146.889999,1200400,146.889999
"695",145.979996,148.509995,145.979996,147.559998,1019100,147.559998
"696",146.169998,148,145.309998,145.649994,1727600,145.649994
"697",147.320007,148.699997,146.289993,148.369995,854700,148.369995
"698",147.949997,149.089996,144.5,144.729996,1456800,144.729996
"699",147.160004,152.259995,146.699997,150.320007,1856800,150.320007
"700",149.710007,150.429993,148.580002,150.270004,795000,150.270004
"701",150.559998,151.259995,149.369995,150,1221700,150
"702",147.850006,148.169998,143.259995,145.380005,2887400,145.380005
"703",146.020004,146.820007,144.029999,144.270004,1440500,144.270004
"704",144.020004,144.490005,138.899994,139.669998,2959700,139.669998
"705",140.899994,142.369995,139.199997,141.490005,1800300,141.490005
"706",142.020004,142.580002,139.710007,140.070007,1297600,140.070007
"707",139.570007,142.800003,138.619995,141.929993,1646300,141.929993
"708",143,146.100006,142.520004,145.369995,1302600,145.369995
"709",144.979996,147.169998,144.320007,145.539993,1062500,145.539993
"710",146.990005,147.839996,145.360001,146.990005,866800,146.990005
"711",146.979996,147.919998,145.389999,145.589996,891200,145.589996
"712",146.240005,149.520004,144.839996,148.779999,1114300,148.779999
"713",148.759995,149.039993,145.339996,147.360001,1048000,147.360001
"714",148.600006,151,147.610001,150.25,1142700,150.25
"715",151.149994,151.759995,149.550003,151.270004,1025900,151.270004
"716",152.039993,153.369995,149.080002,151.729996,1023500,151.729996
"717",151.679993,151.960007,150.479996,151.509995,832300,151.509995
"718",152.309998,153.800003,151,151.820007,639400,151.820007
"719",150.789993,152.990005,150.429993,152.960007,665400,152.960007
"720",152.389999,154.100006,151.899994,152.919998,539500,152.919998
"721",154.779999,158.580002,154.330002,158.059998,1618100,158.059998
"722",156.839996,159.330002,156.059998,159.210007,978400,159.210007
"723",158.410004,159.339996,157.320007,158.139999,1272000,158.139999
"724",158.360001,161.800003,157.509995,161.75,1726600,161.75
"725",160.029999,163.720001,159.779999,162.440002,1538100,162.440002
"726",163.470001,164.940002,162.419998,164.529999,1269600,164.529999
"727",165,167.050003,164.080002,165.330002,1528900,165.330002
"728",165.330002,165.919998,164.110001,165.050003,1242500,165.050003
"729",165.960007,167.199997,164.479996,167.009995,899400,167.009995
"730",168,169.289993,167.669998,168.880005,1573300,168.880005
"731",169.789993,172,168.699997,170.800003,3420200,170.800003
"732",170.529999,180.619995,169.699997,180.179993,4433900,180.179993
"733",178.5,181.360001,176.649994,180.899994,1472300,180.899994
"734",180.690002,181.190002,175.070007,175.630005,1886800,175.630005
"735",172.199997,175.729996,170.919998,175.399994,1352200,175.399994
"736",175.089996,177.330002,173.610001,176.399994,1122700,176.399994
"737",177.559998,177.559998,175.220001,176.630005,975000,176.630005
"738",177.929993,179.919998,176.729996,179.320007,971400,179.320007
"739",179.309998,181.550003,178.710007,178.830002,1425100,178.830002
"740",178.5,179.809998,177.660004,178.460007,1159000,178.460007
"741",179.080002,179.899994,177.710007,179.639999,1605700,179.639999
"742",175.759995,178.949997,175.320007,177.899994,1506200,177.899994
"743",178.419998,179.789993,177.559998,179.410004,1323400,179.410004
"744",180.130005,184.869995,180.009995,184.369995,1750200,184.369995
"745",184.610001,185.399994,180.740005,181.490005,1427100,181.490005
"746",182,185.080002,181.5,183.75,1137600,183.75
"747",184,184.75,182.369995,183.779999,974400,183.779999
"748",185.75,185.75,182.619995,182.839996,2396800,182.839996
"749",183.179993,183.830002,181.729996,182.919998,903600,182.919998
"750",183.199997,184,182.820007,183.910004,256200,183.910004
"751",184.399994,185.309998,183.679993,184.240005,634400,184.240005
"752",185.300003,185.639999,183.699997,185.380005,645200,185.380005
"753",184.630005,185.5,182.009995,183.300003,999200,183.300003
"754",183.050003,184.320007,182.309998,183.460007,760300,183.460007
"755",184.210007,187.889999,181.880005,187.830002,1515000,187.830002
"756",184.490005,186.410004,183.779999,184.949997,737900,184.949997
"757",183.779999,187.25,183.160004,187.119995,1021900,187.119995
"758",186.130005,188.169998,185.100006,187.5,897200,187.5
"759",188.220001,190.5,187.029999,189.949997,1314800,189.949997
"760",191.710007,192.699997,190.679993,191.940002,1164500,191.940002
"761",193.160004,193.419998,191.839996,192.360001,708900,192.360001
"762",190,193.369995,190,192.449997,1454200,192.449997
"763",192.25,193.130005,190.630005,191.110001,1146500,191.110001
"764",190.940002,192.169998,190.009995,190.789993,1444000,190.789993
"765",192.509995,193.119995,191.5,192.5,2195900,192.5
"766",192.380005,194.240005,191.309998,193.350006,2384900,193.350006
"767",194.009995,197.550003,193.699997,195.839996,1455400,195.839996
"768",197.470001,198.720001,194.619995,194.729996,1068600,194.729996
"769",195.389999,198.910004,193.759995,198.600006,1687300,198.600006
"770",199.429993,200.899994,197.910004,199.190002,2437200,199.190002
"771",195.770004,197.149994,192.960007,195.869995,1837800,195.869995
"772",196.259995,200.429993,195.679993,200.029999,1270100,200.029999
"773",200.919998,201.570007,198.860001,199.740005,838200,199.740005
"774",198.419998,200.839996,196.979996,198.990005,1520900,198.990005
"775",198.770004,199.320007,193.309998,196.850006,1616600,196.850006
"776",197.860001,199.940002,197.779999,199.259995,888300,199.259995
"777",202,204.190002,200.509995,203.940002,1093300,203.940002
"778",206.720001,207.190002,200.789993,202.080002,1366500,202.080002
"779",203.619995,206.919998,202.460007,206,1326000,206
"780",205.580002,210.130005,204.639999,207.009995,1410200,207.009995
"781",207.240005,207.759995,205.339996,206.100006,1557000,206.100006
"782",207.350006,207.990005,204.520004,205.800003,1289700,205.800003
"783",206.759995,207.720001,205.449997,207.110001,1177200,207.110001
"784",206.339996,208.470001,206.339996,207.509995,897500,207.509995
"785",208.089996,209.199997,207.240005,208.949997,996900,208.949997
"786",209.470001,209.820007,206.899994,207.059998,1342500,207.059998
"787",209.330002,211.179993,208.639999,210.759995,1569900,210.759995
"788",210.440002,211.580002,205.070007,206.669998,1527300,206.669998
"789",205,206.270004,199.850006,201.910004,1774800,201.910004
"790",195.559998,197.289993,192.429993,194.369995,2104900,194.369995
"791",196.470001,197.419998,185.740005,186.729996,2282300,186.729996
"792",188.589996,194.149994,187.660004,190.669998,2850100,190.669998
"793",184.240005,188.490005,180.070007,180.649994,2688300,180.649994
"794",176.570007,191.360001,175.050003,190.880005,4339600,190.880005
"795",190.669998,191.970001,183.270004,190.830002,2698800,190.830002
"796",187.850006,190,177.820007,180.550003,2756100,180.550003
"797",183.899994,191.679993,182.130005,191.419998,2242800,191.419998
"798",185.470001,192.729996,182.830002,184.039993,2328700,184.039993
"799",177.830002,179.679993,168.550003,173.419998,3272200,173.419998
"800",157.820007,164.809998,156.710007,160.050003,3108500,160.050003
"801",165.600006,166.5,157.100006,164.479996,3439400,164.479996
"802",159.550003,161.75,152.360001,154.399994,2789400,154.399994
"803",143.789993,148.5,135.699997,136,5014100,136
"804",146,158.169998,138.449997,158.029999,3998400,158.029999
"805",140.990005,153.490005,135.240005,148.080002,4100900,148.080002
"806",149.690002,157.949997,140.050003,154.919998,4110600,154.919998
"807",145.220001,154.380005,125.379997,141.820007,4762400,141.820007
"808",141.449997,152.270004,134.979996,149.229996,3749300,149.229996
"809",151.460007,156.059998,145.380005,148.020004,4515800,148.020004
"810",147.809998,151.839996,138.100006,144.139999,3309200,144.139999
"811",151.25,153.399994,141.429993,149.960007,2691500,149.960007
"812",149.399994,154.970001,142.320007,149.990005,2497000,149.990005
"813",150.850006,163.149994,150.649994,160.880005,2752500,160.880005
"814",155.830002,156.619995,140.320007,141.570007,2929000,141.570007
"815",142.740005,157.179993,141.289993,155.910004,3378400,155.910004
"816",154,158.910004,152.830002,156.100006,3678200,156.100006
"817",147.529999,150.470001,137.860001,139.220001,3185100,139.220001
"818",136.970001,142.139999,135.520004,137.050003,2729600,137.050003
"819",136.889999,141.539993,136.279999,139,2214500,139
"820",146.119995,153.520004,144.610001,152.320007,2732300,152.320007
"821",157.729996,157.800003,147.259995,148.699997,2098200,148.699997
"822",150.789993,161.779999,149.460007,159.210007,3142100,159.210007
"823",160.710007,170.809998,160.169998,164.899994,3705100,164.899994
"824",162.369995,163.990005,156.910004,160.919998,1896500,160.919998
"825",165.169998,174.759995,164,172.220001,1917700,172.220001
"826",168.570007,172.539993,167.440002,169.139999,2014500,169.139999
"827",171.460007,173.490005,168.119995,171,1847500,171
"828",176.080002,182,173.970001,180.940002,2357700,180.940002
"829",178.190002,181.520004,176.440002,177.869995,1192000,177.869995
"830",175.960007,177.160004,166.860001,170.020004,2331700,170.020004
"831",176.050003,177.330002,173.360001,175.369995,1013500,175.369995
"832",172.990005,178.979996,172.220001,175.550003,1582400,175.550003
"833",177.259995,180.970001,174.190002,180.350006,1150900,180.350006
"834",182.240005,186.559998,182.240005,182.509995,1684100,182.509995
"835",185.529999,185.789993,176.270004,177.309998,1829100,177.309998
"836",180.610001,189.860001,180,187.899994,1559200,187.899994
"837",187,189.550003,185.139999,187.130005,1941400,187.130005
"838",179.220001,181.539993,172.220001,174.899994,2061600,174.899994
"839",174.779999,179.330002,173.130005,177.800003,1153400,177.800003
"840",179.570007,184.869995,179.279999,180.490005,972800,180.490005
"841",182.229996,185.080002,179.660004,181.229996,1011800,181.229996
"842",182.929993,186.460007,180.809998,184,1631900,184
"843",186,187.160004,183.25,184.289993,1005400,184.289993
"844",183.139999,186.139999,182.919998,184.399994,1112100,184.399994
"845",184.369995,187.119995,180.970001,180.970001,1097300,180.970001
"846",180.600006,182.679993,173.830002,176.860001,1164800,176.860001
"847",174.529999,177.979996,170.570007,177.869995,1222700,177.869995
"848",176.490005,181.130005,175.440002,180.720001,1077900,180.720001
"849",183.839996,190.809998,183.039993,190.100006,1436800,190.100006
"850",190.130005,198.899994,190.130005,194.710007,1519100,194.710007
"851",197.970001,199.589996,194.320007,196.639999,1028900,196.639999
"852",196.080002,197.580002,193.649994,194.75,1261100,194.75
"853",194.029999,196.899994,192.509995,195.779999,1534600,195.779999
"854",199.320007,203.830002,198.619995,199.529999,1662400,199.529999
"855",198.649994,199.820007,192.509995,199.809998,2193000,199.809998
"856",196.380005,208.300003,194.600006,202.630005,3709300,202.630005
"857",203.600006,210.710007,200.339996,210.380005,2750300,210.380005
"858",210,221.509995,209.059998,219.289993,2745600,219.289993
"859",218.929993,221,212.110001,219.089996,2479900,219.089996
"860",220.75,227.389999,219.169998,226.389999,2025100,226.389999
"861",225,227.369995,223.289993,225.199997,2177500,225.199997
"862",224.669998,234.539993,223,233.710007,1955900,233.710007
"863",231.139999,236.470001,230.460007,233.509995,2273400,233.509995
"864",232.490005,237.800003,231.449997,234.149994,1916300,234.149994
"865",235.589996,240.25,233.460007,236.589996,1810500,236.589996
"866",233,233.470001,218.949997,219.100006,2798400,219.100006
"867",227.949997,228.130005,218.949997,222.960007,1865100,222.960007
"868",218.960007,229.75,218.759995,229,1522400,229
"869",234.949997,241.770004,234,240.929993,2385700,240.929993
"870",242.289993,243.759995,236.419998,237.039993,1127100,237.039993
"871",237.949997,239.199997,236.050003,238.070007,1181200,238.070007
"872",242.110001,242.979996,235.490005,237.820007,2023800,237.820007
"873",236,241.130005,236,240.880005,1203700,240.880005
"874",242.910004,247.139999,241.460007,241.619995,1461700,241.619995
"875",240.289993,242.669998,231.440002,233.440002,1863700,233.440002
"876",233.5,234.809998,228.369995,234.470001,1782500,234.470001
"877",234.929993,236.710007,230.660004,232.740005,1510200,232.740005
"878",232.529999,233.929993,227.759995,232.169998,930500,232.169998
"879",232.949997,239.949997,231.199997,239.190002,1602500,239.190002
"880",239.940002,242.669998,237.800003,241.220001,1275300,241.220001
"881",242.509995,244.399994,239.179993,240.149994,1158200,240.149994
"882",243.320007,248.350006,243.070007,244.360001,1092700,244.360001
"883",243.119995,245.600006,238.800003,238.940002,993500,238.940002
"884",241.639999,244,239.419998,243.899994,960300,243.899994
"885",250.300003,251.389999,242.070007,248.199997,1594000,248.199997
"886",248.220001,248.889999,243,244.240005,1142900,244.240005
"887",246.169998,246.729996,231.259995,231.860001,2030600,231.860001
"888",228.860001,234.679993,226.550003,234.600006,2459300,234.600006
"889",236,237.160004,231.5,235.580002,1112300,235.580002
"890",233.860001,235.389999,229.25,234.029999,1029200,234.029999
"891",235.800003,238.059998,232.669998,237.699997,1102400,237.699997
"892",239.050003,246.960007,237.429993,246.039993,1050200,246.039993
"893",246.639999,247.300003,237.339996,239.690002,987800,239.690002
