"","JKHY.Open","JKHY.High","JKHY.Low","JKHY.Close","JKHY.Volume","JKHY.Adjusted"
"456",151.149994,152.919998,149.190002,151.809998,425100,146.863068
"457",151.110001,152.050003,148.850006,148.850006,739400,143.999466
"458",150.029999,151.429993,148.570007,150.429993,598800,145.528
"459",147.690002,150.139999,146,148.949997,500500,144.096222
"460",151.300003,151.440002,144.309998,146.080002,740100,141.319763
"461",146.070007,149.149994,144.559998,147.839996,631800,143.0224
"462",149.490005,152.410004,147.279999,149.830002,740600,144.947571
"463",150.279999,152.410004,148.149994,149.619995,511700,144.744385
"464",150,151.210007,148.270004,149.210007,498100,144.347763
"465",149.220001,150.669998,148.229996,149.720001,365800,144.841171
"466",149.679993,151.509995,149.490005,150.740005,465100,145.827927
"467",150,150,144.990005,146.649994,887800,141.871201
"468",142.699997,144.699997,142.009995,143.100006,2016800,138.436844
"469",142.380005,142.889999,140.470001,141.5,1417600,136.889023
"470",141.75,142.589996,139.690002,141.309998,19373600,136.70517
"471",142.300003,143.190002,137.990005,138.710007,1265200,134.189941
"472",140,140.5,135.529999,135.699997,1123600,131.278
"473",135.550003,138.679993,134.610001,138.649994,704000,134.131851
"474",138.009995,139.490005,136.339996,138.929993,512500,134.402756
"475",138.619995,138.619995,134.699997,135.270004,632900,130.862045
"476",134.029999,135.740005,132.699997,134.809998,814800,130.417007
"477",135.300003,137.309998,134.850006,136.190002,405500,131.752045
"478",135.669998,136.679993,135.259995,135.759995,210500,131.336044
"479",137,137.600006,136.009995,137.110001,573600,132.642059
"480",136.389999,137.25,135.080002,136.020004,706500,131.58754
"481",136.839996,140.789993,136.559998,140.75,674800,136.163437
"482",140.369995,140.75,138.080002,139.130005,864800,134.596237
"483",138.169998,139.839996,138.020004,139.699997,927500,135.508011
"484",141.509995,142.070007,139.050003,141.300003,779500,137.060013
"485",140.699997,141.570007,136.800003,137.160004,607300,133.044266
"486",135.199997,136.070007,133.740005,135.949997,780000,131.87056
"487",135.289993,137.130005,132.720001,133.75,600600,129.736572
"488",133.839996,136,132.440002,134.770004,452400,130.725998
"489",136.320007,137.979996,133.669998,134.460007,436000,130.425247
"490",136.229996,137.119995,134.639999,134.740005,413100,130.696869
"491",135.309998,135.309998,132.979996,133.720001,415100,129.707474
"492",133.059998,133.720001,131.100006,131.369995,478600,127.427979
"493",130.830002,131.520004,128.100006,128.75,463800,124.886597
"494",129.240005,130.639999,127.57,128.399994,442100,124.547096
"495",128.720001,131.039993,125.949997,127.209999,585000,123.392815
"496",127,127.760002,124.290001,126.010002,758300,122.228828
"497",126.199997,128.460007,123.139999,123.550003,1084500,119.842644
"498",123.089996,123.739998,121,121.07,326400,117.437073
"499",122.010002,125.419998,120.199997,125.360001,378700,121.598335
"500",123.790001,126.389999,122.18,126.269997,461200,122.48101
"501",126.970001,127.220001,124,125.279999,421600,121.520721
"502",126.440002,126.68,124.889999,126.519997,396900,122.723511
"503",124.550003,126.300003,123.449997,124.190002,644400,120.463432
"504",123.269997,124,120.989998,121.230003,383600,117.592247
"505",122.68,124.760002,122.099998,124.040001,425300,120.317955
"506",124.269997,125.050003,123.010002,123.82,465900,120.104538
"507",124.540001,126.059998,122.919998,125.919998,526100,122.14151
"508",126.510002,126.809998,125.269997,126.339996,538600,122.548912
"509",125.5,126.580002,125.089996,126.129997,514100,122.345222
"510",125.510002,126.849998,125.410004,126.730003,345600,122.927223
"511",125.82,126.980003,125.440002,126.440002,446600,122.64592
"512",127.019997,129.089996,126.639999,128.800003,369500,124.93512
"513",128.759995,130.25,127.720001,130.050003,551800,126.147614
"514",129.75,130.929993,129.279999,129.5,409500,125.614105
"515",130.190002,131.009995,128.880005,130.869995,627600,126.942963
"516",130.75,130.880005,128.779999,129.529999,622800,125.643188
"517",130.070007,131.190002,129.639999,130.289993,409300,126.380409
"518",130.360001,131.279999,130.210007,131.149994,274000,127.214577
"519",132.199997,132.710007,131.210007,132.449997,308500,128.475571
"520",131.529999,132.449997,130.949997,132.380005,281400,128.407684
"521",132.600006,132.919998,129.839996,131.139999,555500,127.204887
"522",131.580002,133.330002,130.619995,133.059998,413900,129.067276
"523",132.830002,133.830002,131.639999,133.550003,852300,129.542572
"524",133.539993,135.119995,132.610001,135.020004,623500,130.96846
"525",135.330002,135.839996,133.279999,135.610001,465700,131.540771
"526",136.270004,136.729996,135.320007,135.789993,678600,131.715332
"527",129.089996,133.970001,126,132.050003,1175900,128.087585
"528",131.440002,132.740005,130.990005,131.779999,573800,127.825676
"529",131.179993,132.669998,130.929993,132.669998,478600,128.688965
"530",133.220001,133.740005,131.300003,131.429993,659300,127.486183
"531",132.050003,133.619995,131.660004,132.710007,745900,128.727798
"532",133.460007,134.320007,133.240005,133.529999,464200,129.523178
"533",133.490005,134.699997,132.300003,132.369995,510300,128.39798
"534",133.210007,134.089996,132.779999,133.789993,1596800,129.77536
"535",133.679993,134,132.779999,132.839996,666100,128.853851
"536",133.509995,133.509995,131.960007,132.830002,547600,128.844193
"537",132.619995,132.669998,131.270004,131.630005,474300,127.680214
"538",132.240005,132.639999,131.550003,132.559998,649000,128.582275
"539",133.509995,133.509995,131.940002,132.300003,391700,128.330078
"540",132.440002,133.559998,131.649994,132.889999,425600,128.902374
"541",132.320007,133.020004,132.029999,132.839996,366600,128.853851
"542",132.559998,133.580002,132.300003,132.630005,553700,129.038742
"543",133.720001,133.869995,132.75,133.759995,412200,130.138153
"544",134.199997,134.350006,131.789993,132.979996,447800,129.379257
"545",133.339996,133.679993,132.710007,133,348000,129.398712
"546",133.039993,133.369995,131.800003,131.820007,308800,128.250702
"547",131.440002,131.800003,130.289993,131,440900,127.452888
"548",130.070007,131.399994,129.699997,131.330002,361000,127.773926
"549",131.399994,133.490005,131.369995,133.460007,357700,129.846252
"550",133.830002,134.539993,133.380005,134.309998,334600,130.673248
"551",135,136.419998,134.330002,135.699997,613900,132.025635
"552",135.779999,136.910004,134.809998,135.839996,536700,132.161804
"553",136,137.559998,135.809998,137.240005,727100,133.523926
"554",137.979996,139.050003,137.050003,138.130005,714300,134.389832
"555",138.830002,138.830002,136.75,136.979996,427200,133.270935
"556",136.610001,136.809998,134.470001,135.059998,388800,131.402954
"557",134.610001,138.100006,134.25,137.869995,464300,134.136826
"558",137.630005,137.830002,135.690002,135.770004,333600,132.093704
"559",135.270004,135.710007,134.809998,135.179993,340700,131.519684
"560",136.110001,137.399994,135.880005,137.160004,338200,133.446091
"561",137.259995,138,136.330002,137.610001,260600,133.883881
"562",138.110001,138.619995,137.600006,138.169998,348800,134.428726
"563",139.190002,139.240005,138.080002,138.740005,367000,134.983292
"564",139.339996,140.449997,138.649994,140.339996,349600,136.539963
"565",140.309998,142.009995,139.360001,141.779999,495600,137.940994
"566",142.199997,143.169998,141.5,142.589996,495000,138.729034
"567",142.729996,143.25,141.270004,141.75,398000,137.911789
"568",142,142.720001,141.490005,141.949997,310500,138.106369
"569",141.729996,141.729996,140.410004,141.369995,276100,137.542068
"570",140.589996,141.740005,140.589996,141.199997,264500,137.376694
"571",141.270004,142.610001,141.039993,142.059998,318600,138.213394
"572",142.610001,143.210007,141.880005,143.130005,331700,139.254395
"573",143.570007,144.169998,142.990005,144.119995,431200,140.21759
"574",144.100006,144.990005,143.539993,144.059998,476400,140.159241
"575",144.300003,144.399994,143.410004,143.839996,321000,139.945206
"576",144.190002,144.199997,143.529999,143.830002,305700,139.93544
"577",143.779999,143.779999,142.710007,143.5,266200,139.614395
"578",143.009995,144.619995,142.399994,144.5,213000,140.587311
"579",144.880005,146.550003,144.320007,146.369995,437100,142.406708
"580",146.759995,147.580002,146.240005,146.839996,437800,142.863968
"581",146.860001,147.5,145.970001,147.300003,271100,143.311508
"582",147.330002,148.139999,146.889999,148.139999,302200,144.128769
"583",148.240005,148.800003,147.649994,148.619995,344900,144.595764
"584",149,150.789993,148.229996,149.059998,470600,145.023849
"585",145.399994,146.440002,139.220001,140.690002,1204500,136.880463
"586",140.330002,141.660004,138.389999,138.809998,764300,135.051361
"587",139.490005,139.490005,136.75,137.580002,568600,133.854691
"588",136.020004,138.100006,136.020004,137.929993,292700,134.195221
"589",136.979996,137.589996,134.410004,135.009995,652800,131.354279
"590",134.789993,135.330002,133.809998,134.410004,432800,130.770554
"591",133.369995,134.279999,131.919998,133.910004,418700,130.284103
"592",133.309998,134.990005,131.860001,134.770004,289400,131.120819
"593",133.059998,134.520004,132.460007,132.949997,595400,129.350067
"594",133.75,136.080002,133.529999,135.210007,555600,131.548889
"595",134.399994,135.770004,134.399994,134.830002,438800,131.179169
"596",135.199997,136.949997,135.110001,136.100006,407800,132.414795
"597",135.029999,136.710007,134.759995,135.75,404400,132.074249
"598",134.809998,136.399994,134.259995,135.679993,368000,132.006134
"599",136.300003,137.570007,136.240005,136.690002,407200,132.9888
"600",136.240005,137.240005,135.259995,135.649994,363100,132.364304
"601",134.589996,135.679993,131.889999,132.279999,403700,129.075958
"602",133.410004,134.649994,131.919998,132.490005,348700,129.280853
"603",133,133.949997,130.860001,130.960007,525700,127.787918
"604",130.850006,131.559998,129.220001,131.440002,375500,128.256271
"605",131.580002,132.539993,130.759995,132.220001,256400,129.01741
"606",131.5,132.449997,130.470001,131.220001,376900,128.041595
"607",131.449997,131.600006,129.820007,130.699997,444000,127.534218
"608",131.990005,132.699997,130.210007,132.669998,284700,129.456482
"609",133.539993,134.580002,132.380005,133.600006,346000,130.363968
"610",133.350006,133.639999,132.660004,133.380005,250300,130.149292
"611",134.059998,136.059998,134.059998,135.389999,258600,132.110596
"612",136.229996,137.330002,135.979996,136.919998,210200,133.603531
"613",137.479996,137.929993,135.720001,136.789993,214000,133.476685
"614",136.919998,138.889999,136.130005,138.589996,288900,135.233093
"615",139.110001,139.350006,137.289993,137.970001,405200,134.628113
"616",137.850006,138.479996,137.440002,137.809998,2e+05,134.471985
"617",138.380005,139.240005,136.940002,137.089996,203200,133.769424
"618",138.539993,138.539993,136.309998,137.339996,453700,134.013367
"619",137.880005,138.350006,136.589996,138.190002,423700,134.842804
"620",138.639999,139.940002,137.910004,138.619995,324400,135.262375
"621",138.740005,138.820007,136.940002,137.339996,411700,134.013367
"622",137.669998,137.699997,136.649994,136.910004,358700,133.593781
"623",136.830002,136.880005,135.600006,135.649994,226200,132.364304
"624",136.449997,137.399994,134.380005,134.410004,391900,131.154358
"625",135.039993,135.440002,134.369995,134.539993,480400,131.281189
"626",135,135.910004,133.570007,133.919998,887900,130.676208
"627",136.589996,137.289993,135.309998,136.419998,376300,133.115631
"628",136.720001,136.820007,134.839996,135.940002,469600,132.647278
"629",136.139999,137.619995,135.369995,137.610001,205400,134.276825
"630",136.880005,137.759995,135.479996,137.149994,239000,133.827957
"631",136.479996,137.289993,135.669998,136.119995,417300,132.822906
"632",135.940002,136.75,135.300003,136.679993,281400,133.369324
"633",137.009995,137.5,136.509995,137.399994,370500,134.07193
"634",137.839996,139,137.660004,138.889999,332400,135.525848
"635",139.440002,140.289993,139.399994,139.910004,397800,136.521118
"636",139.899994,141,139.600006,140.5,322000,137.096817
"637",140.880005,140.970001,139.839996,140.460007,261500,137.057816
"638",140.789993,141.5,140.169998,141.050003,216100,137.633514
"639",140.800003,143.059998,139.679993,142.600006,401200,139.14595
"640",142.949997,144.369995,141.550003,141.600006,442500,138.170181
"641",141.759995,142.070007,138.529999,138.839996,419400,135.477036
"642",139.770004,139.839996,138,138.850006,329300,135.486801
"643",138.309998,139.399994,135.440002,136.490005,560500,133.18396
"644",136.490005,138.130005,136.020004,138,406000,134.657394
"645",138.770004,140.75,138.770004,140.259995,368800,136.86261
"646",140.119995,141.110001,139.529999,141.009995,301200,137.594482
"647",140.710007,140.919998,136.009995,139.119995,344200,135.750275
"648",139.179993,140.770004,138.839996,139.699997,520800,136.316193
"649",139.820007,141.440002,136.130005,140.470001,354100,137.067535
"650",140.300003,140.300003,137.479996,138.770004,264600,135.408737
"651",137.059998,137.789993,133.289993,133.800003,607900,130.559113
"652",134.529999,136.020004,134.119995,135.869995,381100,132.578995
"653",134.149994,137.990005,133.75,137.080002,403800,133.759644
"654",137.380005,140.979996,135.009995,140.820007,297100,137.409088
"655",140.550003,141.229996,139.160004,140.619995,221800,137.213913
"656",139.919998,140.699997,137.949997,138.320007,202600,134.96962
"657",138.220001,140.75,137.970001,140.210007,234000,136.813873
"658",138.199997,139.179993,137.5,138.179993,383800,134.833023
"659",138.649994,143.570007,138.380005,141.940002,724700,138.501953
"660",143,144.009995,141.820007,141.919998,623600,138.482437
"661",143.559998,143.990005,140.910004,141.529999,590500,138.101868
"662",141.389999,142.610001,140.149994,140.770004,680200,137.360291
"663",143.070007,145.860001,140.710007,142.360001,779500,138.911789
"664",142.690002,143.770004,141.720001,142.919998,334000,139.458206
"665",142.229996,143.940002,138.389999,138.850006,357900,135.486801
"666",139.820007,140.449997,138.399994,140.369995,358500,136.969986
"667",141.389999,142.929993,140.75,142.600006,540700,139.14595
"668",142.220001,143.029999,140.720001,142.589996,393500,139.1362
"669",144,145.25,143.309998,145,271900,141.487839
"670",145.979996,146.149994,144.330002,144.960007,407100,141.448792
"671",144.399994,145.320007,143.289993,144.570007,418200,141.068253
"672",145.380005,145.949997,144.279999,145.830002,315100,142.297729
"673",147.820007,148.960007,146.940002,148.509995,368600,144.912811
"674",147.940002,148.850006,147.679993,147.740005,307500,144.550812
"675",148.529999,148.699997,146.589996,147.509995,279000,144.325775
"676",147.470001,147.539993,141.949997,142.660004,484200,139.58046
"677",142.240005,145.330002,142,145.020004,367700,141.889496
"678",146.050003,147.369995,144.710007,146.380005,293700,143.220169
"679",146.089996,147.089996,144.940002,145.210007,246000,142.075409
"680",144.75,146.380005,144.5,146.110001,204300,142.955978
"681",145.979996,147.320007,145.419998,147.220001,310900,144.042023
"682",146.740005,147.690002,145.509995,147.529999,572300,144.345322
"683",148.199997,148.490005,147.119995,147.860001,305000,144.668228
"684",148.360001,149.419998,147.179993,147.690002,468200,144.501892
"685",147.289993,147.990005,145.220001,145.360001,265500,142.222183
"686",146.119995,148.600006,145.779999,146.830002,325500,143.660446
"687",146.470001,147.029999,145.020004,146.75,272000,143.582153
"688",146.639999,147.160004,145.309998,146.740005,481200,143.572388
"689",147.639999,147.639999,142.820007,143.720001,319600,140.617554
"690",144.119995,146.210007,143.479996,145.970001,667900,142.819016
"691",146.389999,147.210007,145,146.259995,396900,143.102753
"692",145.160004,145.220001,143.050003,144.550003,442100,141.429672
"693",144.100006,145.449997,143.149994,144.5,295500,141.380737
"694",145.149994,146.110001,144.789993,145.940002,438800,142.789658
"695",145.880005,146,143.899994,144.809998,518000,141.684052
"696",144.059998,144.139999,142.169998,142.279999,246900,139.208649
"697",142.820007,143.830002,142.130005,142.339996,429100,139.26738
"698",142.300003,143.410004,141.970001,142.75,274700,139.668533
"699",143.690002,144.279999,142.059998,142.100006,474600,139.032547
"700",141.559998,142.619995,140.75,141.979996,237700,138.915131
"701",142.600006,143.690002,141.300003,142.630005,835000,139.551086
"702",142.949997,144.080002,141.130005,143.699997,412400,140.598007
"703",143.789993,144.729996,142.559998,143.399994,268900,140.304474
"704",143.070007,143.710007,142.080002,143.479996,332900,140.382751
"705",144.389999,144.389999,141.389999,141.729996,274900,138.670517
"706",141.990005,142.899994,139.080002,139.160004,282100,136.156006
"707",138.75,139.929993,138.179993,138.490005,292200,135.500473
"708",140.229996,140.630005,138.399994,139.020004,496100,136.019028
"709",138.820007,140.470001,138.509995,139.529999,846400,136.518036
"710",140.410004,141.220001,139.949997,140.75,347200,137.711685
"711",140.899994,142.009995,140.240005,141.330002,401000,138.27916
"712",141.649994,142.119995,141.070007,141.479996,400300,138.425934
"713",141.550003,142.419998,140.929993,141.559998,384800,138.504196
"714",141.949997,142.300003,141.149994,141.740005,622200,138.680313
"715",142.940002,143.25,141.520004,142.720001,860100,139.639175
"716",146.160004,151.660004,144.320007,145.639999,1758100,142.496109
"717",145.639999,147.729996,143.070007,147.490005,1044400,144.306213
"718",148.059998,149.940002,147.570007,148.649994,612300,145.441147
"719",147.679993,149.710007,147.25,149.509995,350000,146.282593
"720",148.979996,150,147.949997,148.660004,332700,145.450943
"721",148.899994,149.429993,146.740005,147.309998,451100,144.130081
"722",147.25,148.820007,147.25,148.300003,293300,145.098709
"723",148.240005,148.270004,147.300003,148.089996,412700,144.893234
"724",148.619995,149.809998,147.869995,149.710007,395800,146.478271
"725",149.940002,150.789993,149.179993,150.660004,336300,147.407745
"726",150.970001,152.050003,150.740005,151.110001,409700,147.848053
"727",150.860001,151.699997,149.139999,150.350006,331000,147.104462
"728",150.199997,150.279999,148.559998,148.860001,429800,145.646622
"729",149.070007,149.880005,147.759995,149.449997,348300,146.223877
"730",149.919998,150.830002,149.529999,150.570007,659700,147.319702
"731",150.850006,152.350006,150.300003,151.789993,728900,148.513367
"732",152.539993,152.929993,151.309998,152.610001,324100,149.315674
"733",152.050003,152.610001,151.419998,151.940002,149600,149.050812
"734",152.130005,152.369995,149.789993,150.440002,500400,147.579346
"735",150.460007,151.970001,149.389999,150.149994,319400,147.294846
"736",149.800003,151.559998,148.690002,151.100006,393000,148.226776
"737",151.639999,151.639999,150.089996,150.720001,269600,147.854019
"738",151.639999,151.919998,150.429993,150.649994,247500,147.785339
"739",150.600006,151.25,148.830002,148.869995,259500,146.039154
"740",148.440002,149.389999,148.179993,148.710007,315100,145.882233
"741",145.429993,146.5,144.460007,145.539993,602600,142.772491
"742",145.449997,147.050003,144.880005,146.789993,430600,143.998749
"743",146.720001,147.320007,145.589996,145.860001,526000,143.086395
"744",146.779999,147.669998,146.009995,146.380005,411400,143.596542
"745",146.839996,147.830002,146.289993,146.979996,413800,144.185104
"746",147.619995,147.779999,145.649994,145.779999,278700,143.00795
"747",145.589996,146.699997,144.429993,146.089996,341900,143.312042
"748",147.020004,147.740005,145.199997,146.820007,549300,144.028183
"749",147.020004,147.25,146.199997,146.320007,273500,143.537674
"750",146.440002,146.809998,145.75,146.419998,66700,143.635773
"751",146.410004,146.570007,145.600006,146.110001,168100,143.331665
"752",146.279999,146.990005,145.300003,146.610001,268800,143.822159
"753",146.740005,146.740005,144.899994,145.389999,214000,142.625366
"754",145.160004,145.789993,144.899994,145.669998,275400,142.900024
"755",146.470001,146.779999,145.300003,145.889999,446400,143.11586
"756",145.389999,146.009995,144.710007,145.720001,205700,142.949081
"757",144.919998,146.809998,144.509995,146.729996,242900,143.939865
"758",146.389999,146.970001,145.649994,146.479996,320700,143.694611
"759",147.039993,147.740005,146.350006,146.710007,458500,143.920258
"760",147.470001,148.649994,147.429993,148.619995,311200,145.793945
"761",148.979996,149.119995,145.360001,145.509995,336500,142.743073
"762",145.789993,147.559998,145.740005,147.190002,336700,144.391144
"763",147.179993,147.589996,145.619995,147.070007,390200,144.273407
"764",147.009995,149.360001,146.619995,148.649994,437600,145.823334
"765",149.679993,150.279999,148.580002,149.270004,323700,146.431564
"766",149.440002,149.940002,148.860001,149.470001,278500,146.627762
"767",148.809998,150.820007,148.809998,149.610001,293900,146.765137
"768",150.559998,151.300003,149.559998,149.610001,351600,146.765137
"769",150.020004,152.570007,148.839996,152.410004,411200,149.511871
"770",152.449997,153.440002,150.389999,151.25,418500,148.373901
"771",149.050003,150.089996,148.229996,149.039993,360800,146.205933
"772",149.740005,151.110001,148.800003,150.050003,813900,147.196762
"773",149.559998,150.630005,149.479996,149.600006,336900,146.755295
"774",148.559998,153.259995,148.559998,153.070007,520500,150.159332
"775",152.990005,152.990005,149.25,149.539993,824500,146.696442
"776",151.169998,152.910004,150.869995,151.979996,397000,149.090042
"777",153.100006,155.330002,152.789993,153.770004,498300,150.846008
"778",161.429993,164.839996,160.080002,163.979996,957300,160.861862
"779",165.259995,165.740005,162.740005,164.199997,937200,161.077667
"780",164.190002,166.070007,163.539993,165.289993,560000,162.146942
"781",165.289993,168.720001,164.889999,168.380005,351800,165.178192
"782",169.470001,169.789993,167.610001,168.119995,426700,164.923126
"783",168.529999,169.220001,166.139999,169.119995,431000,165.904114
"784",168.440002,169.990005,168.259995,168.949997,550800,165.73735
"785",169.160004,172.179993,168.729996,172.080002,351400,168.807831
"786",171.619995,174.149994,171.190002,172.860001,654800,169.573013
"787",173.759995,174.119995,172.020004,173.820007,511600,170.51474
"788",174.050003,174.929993,172.119995,174.460007,388200,171.142578
"789",173.740005,173.740005,170.089996,171.009995,418800,167.758163
"790",165.520004,169.320007,165.070007,167.929993,455300,164.73674
"791",168.720001,169.080002,163.389999,163.75,737000,160.63623
"792",164.490005,165.279999,160.479996,160.550003,602000,157.49707
"793",157.729996,160.990005,154.220001,154.550003,685600,151.611176
"794",151.770004,153.910004,147.729996,151.740005,1178300,149.269928
"795",152.600006,158.820007,150.419998,158.729996,826500,156.146103
"796",158.699997,161.389999,155.740005,157.789993,1557000,155.221436
"797",160.949997,165.589996,158.350006,165.399994,649600,162.70755
"798",160.449997,165.550003,160.449997,164.990005,834200,162.30423
"799",160.220001,163.839996,156.929993,161.440002,857600,158.812042
"800",152.429993,157.080002,150.820007,151.630005,774000,149.161713
"801",156.110001,163.490005,151.820007,163.429993,925500,160.769608
"802",161,163.020004,157.259995,161.009995,868800,158.389008
"803",152.039993,161.330002,149.199997,155.149994,1352400,152.624405
"804",160.490005,162.139999,147.169998,160.899994,1468600,158.280792
"805",148,156.070007,144.399994,147.960007,1085800,145.551437
"806",150.839996,162.559998,150.600006,156.190002,1044500,153.647491
"807",145.059998,159.600006,144.070007,158.630005,839200,156.04776
"808",162.630005,162.630005,146.440002,148.570007,1172100,146.151535
"809",152.970001,153.910004,130.300003,134.330002,1370100,132.143326
"810",134.410004,135.410004,123.639999,129.610001,950400,127.500153
"811",133.979996,143.369995,133.899994,142.229996,897700,139.914719
"812",141.320007,146.039993,138.110001,141.860001,818600,139.550751
"813",142.220001,153.199997,141.339996,151.009995,863700,148.551788
"814",146.949997,155.220001,145.279999,149.029999,545300,146.604034
"815",150.630005,156.779999,146.490005,156.050003,571700,153.509766
"816",154.509995,158.059998,152.710007,155.240005,781000,152.712967
"817",149.869995,152.550003,144.690002,147.080002,624600,144.685791
"818",144.330002,151.839996,142.570007,151.160004,527400,148.699371
"819",149.919998,157.770004,149.529999,156.210007,718800,153.66716
"820",160.729996,168.669998,159.380005,167.339996,960600,164.615982
"821",171.570007,173.820007,166.009995,167.179993,995100,164.458588
"822",158.830002,170.5,158.830002,169.380005,884500,166.622757
"823",170.679993,171.970001,169.199997,170.160004,427000,167.39006
"824",168.389999,169.779999,162.220001,163.119995,439100,160.464676
"825",165.919998,168.350006,164.050003,168,503400,165.265213
"826",164.259995,165.720001,161.289993,163.220001,423400,160.563019
"827",166.020004,167.410004,162.809998,165.410004,480900,162.717392
"828",168.660004,170.679993,167.839996,169.660004,488500,166.898209
"829",166.960007,168.130005,165.960007,166.669998,476900,163.956879
"830",164.649994,164.809998,155,156.380005,442700,153.834396
"831",157.330002,161.059998,156.009995,159.639999,499600,157.041306
"832",159.600006,160.669998,155.699997,156.199997,526400,153.657318
"833",157.259995,159.160004,155.259995,159.110001,870200,156.519958
"834",161.259995,164.25,160.25,163.470001,415100,160.808975
"835",164.800003,165.800003,159.919998,160.350006,580000,157.739777
"836",162.330002,165.490005,160.889999,161.279999,529100,158.654617
"837",160.919998,164.389999,159.369995,163.550003,801900,160.887665
"838",160.509995,162.839996,157.399994,158.5,450900,155.919846
"839",158.580002,162.75,157.300003,162.029999,664200,159.392426
"840",164.360001,177.570007,164.360001,176.199997,1049200,173.331741
"841",175.169998,179.809998,174.529999,178.5,660100,175.594299
"842",180.350006,185.550003,178.539993,183.809998,721600,180.817856
"843",184.309998,185.669998,182.399994,182.789993,479300,179.814468
"844",182.100006,187.889999,180.419998,186.75,467300,183.710022
"845",187.190002,188.759995,184.789993,185.259995,547100,182.244263
"846",184.690002,187.389999,182.259995,185.080002,468900,182.0672
"847",184.270004,185.419998,182.289993,185.229996,574100,182.214752
"848",183.899994,190.110001,182.509995,189.789993,795000,186.700531
"849",193.970001,195.029999,190.350006,190.910004,635500,187.802292
"850",190.979996,193.699997,188.740005,188.75,378900,185.67746
"851",192.029999,193.490005,190.009995,190.470001,386000,187.369446
"852",190.539993,190.539993,185.190002,185.5,442200,182.480347
"853",184.830002,187.089996,183.639999,186.919998,313700,183.877228
"854",189.789993,189.789993,181.759995,182.190002,617200,179.224243
"855",181.770004,185.089996,175.220001,176.720001,925700,174.254532
"856",177.479996,179.940002,176.720001,177.860001,743200,175.378647
"857",179.009995,181.389999,177.259995,180.860001,1156700,178.336792
"858",181.940002,183.009995,179.669998,180.720001,544700,178.198746
"859",182.320007,182.899994,180.190002,182.600006,739500,180.052521
"860",182.380005,182.75,178.039993,178.399994,371000,175.911102
"861",176.229996,178.789993,176.229996,178.070007,537000,175.585739
"862",179.270004,180.149994,175.190002,179.869995,673400,177.360611
"863",178.059998,178.100006,173.570007,176.289993,672800,173.830551
"864",176.979996,179.5,176.610001,178.860001,481700,176.364685
"865",180.529999,183.029999,178.759995,182.339996,615100,179.796143
"866",182.179993,183,174.589996,174.899994,612500,172.45993
"867",176.759995,178.179993,170.259995,172.25,584100,169.846909
"868",168.690002,175.320007,168.690002,173.940002,399300,171.513336
"869",179.789993,179.789993,173.559998,175.889999,359400,173.436127
"870",176.139999,179.460007,176.139999,177.800003,351700,175.319489
"871",177.220001,181.639999,176.479996,179.809998,480800,177.301437
"872",182.509995,182.970001,178.759995,181.289993,1047600,178.760773
"873",180.759995,184.759995,180.229996,183.169998,421900,180.614563
"874",183.809998,185.860001,181.199997,182.119995,369300,179.579193
"875",181.679993,183.949997,179.160004,179.690002,522800,177.183105
"876",179.669998,180.389999,176.220001,180.25,545100,177.735306
"877",180.600006,182.410004,177.690002,178.490005,1042700,175.999863
"878",178.899994,181.479996,175.919998,181.479996,693700,178.948135
"879",180.880005,184.839996,180.880005,184.029999,712300,181.462555
"880",184.809998,184.929993,180.669998,183.830002,388400,181.265335
"881",185.360001,187,183.660004,184.509995,256900,181.935852
"882",185.789993,188.410004,182.529999,183.059998,402200,180.506104
"883",182.070007,185.350006,179.619995,179.820007,453600,177.31131
"884",181.630005,182.740005,180.809998,181.960007,248100,179.421463
"885",182.119995,182.850006,179.399994,182.300003,573300,179.756699
"886",183.470001,183.860001,180.300003,181.529999,378100,178.997452
"887",181.559998,182.820007,177.889999,178.380005,723800,175.891403
"888",178.539993,181,176,180.059998,360300,177.547943
"889",181.610001,182.289993,178.789993,180.130005,568400,177.616989
"890",179.669998,180,177.669998,178.820007,464700,176.325272
"891",179.220001,182.110001,178.940002,181.580002,367600,179.046753
"892",179.360001,183.199997,179.360001,182.850006,579800,180.299042
"893",184.639999,184.970001,181.940002,183.279999,275900,180.723038
"894",183,184.580002,181.470001,184.059998,306300,181.492126
"895",184.490005,186.850006,181.149994,181.770004,298300,179.2341
"896",181.240005,181.559998,178.889999,179.589996,213400,177.084518
"897",179.399994,181.229996,179.259995,180.699997,268100,178.179031
"898",179.399994,180.259995,175.949997,176.539993,429900,174.077057
"899",177.320007,181.210007,176.009995,180.75,377000,178.228317
"900",178.300003,180.649994,176.899994,178.490005,435300,175.999863
"901",179.270004,179.270004,176.179993,178.300003,580100,175.812531
"902",179.699997,183.059998,178.25,182,545400,179.460892
"903",182.960007,182.960007,178.710007,179.589996,569700,177.084518
"904",180.559998,181.460007,179.369995,179.699997,445600,177.192993
"905",179.850006,182.639999,179.729996,182.429993,370100,179.884888
"906",181.550003,185.399994,181.300003,184,665300,181.432999
"907",183.080002,185.460007,182.220001,183.779999,732400,181.216064
"908",183.809998,184.910004,180.990005,182.880005,412200,180.328613
"909",184.550003,188.070007,182.770004,187.860001,382200,185.239136
"910",187.570007,193.070007,187.570007,191.979996,542400,189.301651
