"","EXPD.Open","EXPD.High","EXPD.Low","EXPD.Close","EXPD.Volume","EXPD.Adjusted"
"455",66.5,67.349998,65.900002,66.989998,1281300,64.549118
"456",65.919998,66.739998,65.190002,66.199997,1376800,63.78791
"457",65.940002,66.489998,64.150002,64.25,1071500,61.908962
"458",64.900002,66.559998,64.739998,66.220001,1453700,63.807178
"459",65.580002,66.099998,64.480003,65.330002,1182100,62.949615
"460",66.32,66.860001,64.699997,65.699997,1066100,63.306126
"461",65.839996,67.720001,65.839996,67.459999,1130700,65.001999
"462",68.050003,69.190002,67.139999,67.18,2241100,64.732193
"463",67.160004,69.019997,66.610001,69,1579100,66.485886
"464",69.5,70.93,68.709999,69.190002,1910800,66.668968
"465",69.129997,69.709999,68.449997,68.910004,2041900,66.39917
"466",70.849998,72.349998,69.629997,71.440002,2037700,68.836983
"467",71.790001,73.529999,71.220001,73.360001,1250500,70.687027
"468",73.209999,73.639999,71.82,72.779999,1577500,70.128159
"469",72.580002,72.769997,71.230003,71.730003,1040500,69.116417
"470",71.75,72.080002,70.5,70.629997,838400,68.056488
"471",70.830002,72.089996,70.82,71.43,1012000,68.827354
"472",71.860001,72.510002,71.120003,71.980003,1073800,69.357315
"473",71.709999,73.760002,71.370003,73.599998,1152000,70.918282
"474",73.110001,74.050003,72.830002,73.669998,1054600,70.985725
"475",73.730003,73.849998,72.839996,73.669998,1147600,70.985725
"476",72.919998,73.410004,72,72.379997,1134200,69.742722
"477",72.870003,73.370003,72.32,73.040001,1216600,70.378677
"478",72.830002,74.07,72.339996,73.230003,596900,70.561775
"479",73.870003,74.5,73.559998,74.480003,1022700,71.76622
"480",73.940002,74.690002,73.540001,74.669998,1425200,71.94928
"481",75,76.940002,74.849998,76.860001,2238900,74.059494
"482",76.43,77.25,75.440002,75.870003,1335900,73.105568
"483",75.519997,76.25,75.190002,76.089996,2265600,73.755005
"484",77.690002,77.690002,75.949997,76.889999,1723400,74.530457
"485",76.639999,77.029999,75.040001,75.540001,1790300,73.221893
"486",74.489998,75.120003,73.559998,74.300003,2263400,72.019943
"487",70.940002,73.910004,70.379997,70.57,2126800,68.404396
"488",70.269997,71.559998,69.110001,71.220001,1725900,69.034454
"489",72.290001,72.940002,70.839996,71.349998,1233100,69.160469
"490",72.449997,73.029999,71.800003,72.260002,1451000,70.042542
"491",72.389999,72.760002,70.169998,70.809998,1288800,68.637032
"492",70.279999,71.400002,70,70.480003,949700,68.317169
"493",70.32,70.93,69.25,69.639999,1202900,67.502937
"494",70.25,71.940002,68.540001,68.989998,1063400,66.872894
"495",68.580002,69.099998,66.470001,66.699997,1733600,64.653152
"496",66.690002,67.169998,65.730003,66.440002,1342500,64.401146
"497",66.809998,67.529999,64.68,64.760002,2531200,62.772701
"498",64.769997,64.940002,63.080002,63.110001,641100,61.173328
"499",63.419998,66.050003,62.900002,65.970001,1061800,63.945572
"500",65.040001,67.080002,64.650002,67.019997,957400,64.963341
"501",67.370003,67.599998,66.110001,66.379997,707300,64.342972
"502",66.940002,68.120003,66.730003,68.089996,1278300,66.000504
"503",66.769997,67.900002,66.379997,67.309998,1121300,65.244438
"504",66.730003,67.970001,64.559998,64.980003,1693600,62.98595
"505",66,67.449997,65.900002,66.919998,1391600,64.866409
"506",67.010002,67.809998,66.559998,67.239998,1584200,65.17659
"507",68.019997,68.519997,67.25,67.860001,1166800,65.777565
"508",68.339996,69.330002,67.989998,68.669998,1362300,66.562714
"509",68.360001,68.769997,67.720001,68.730003,1380200,66.620865
"510",68.349998,68.82,67.699997,68.400002,924300,66.300995
"511",67.760002,68.419998,66.809998,68.290001,900400,66.194374
"512",68.279999,68.449997,66.720001,67,1638700,64.943954
"513",67.669998,68.160004,66.769997,67.029999,1689200,64.973045
"514",66.910004,68.360001,66.739998,67.940002,1193300,65.85511
"515",68.550003,69.809998,68.059998,69.290001,2155800,67.163681
"516",69.010002,69.230003,68.019997,68.389999,1061100,66.291306
"517",68.400002,68.5,67.769997,68.459999,1266200,66.359154
"518",68.470001,69.239998,67.809998,68.610001,702900,66.504555
"519",69.120003,69.559998,67.029999,69.330002,680600,67.202454
"520",68.629997,68.870003,68.150002,68.32,756600,66.22345
"521",68.709999,68.959999,68.050003,68.699997,705500,66.591782
"522",68.910004,69.639999,68.059998,69.419998,637500,67.289696
"523",69.760002,69.760002,68.68,69.300003,1197000,67.173386
"524",69.480003,70.309998,68.75,69.709999,711900,67.570786
"525",69.660004,70.260002,69.540001,70.239998,849100,68.084534
"526",70.239998,70.889999,70.050003,70.82,636000,68.646729
"527",70.720001,71.32,70.470001,70.599998,774000,68.433472
"528",70.589996,71.440002,70.589996,71.400002,1316800,69.208931
"529",70.790001,71.339996,70.559998,71.120003,1355300,68.937531
"530",71.139999,71.400002,70.910004,71.169998,899100,68.985992
"531",71.580002,73.07,71.580002,73.029999,1367900,70.78891
"532",73.110001,74.160004,72.059998,73.769997,1545700,71.506195
"533",73.419998,74.459999,73.139999,73.959999,1010500,71.690376
"534",74.370003,74.370003,73.339996,73.639999,1616300,71.380196
"535",74.610001,75.129997,72.919998,75.019997,1935300,72.71785
"536",74.970001,75.690002,74.32,75.550003,1292800,73.231575
"537",75.379997,75.860001,75.040001,75.519997,1079000,73.202499
"538",75.68,75.980003,74.849998,75.800003,934700,73.473907
"539",76,76.110001,75.07,75.410004,970500,73.095879
"540",75.410004,75.610001,74.660004,74.68,973800,72.388283
"541",74.57,74.800003,74.080002,74.75,694700,72.456123
"542",74.540001,75.25,74.110001,74.949997,1109200,72.649986
"543",75.43,75.68,74.839996,75.400002,908800,73.086189
"544",75.300003,75.970001,74.669998,75.330002,1075600,73.018326
"545",75.519997,75.809998,74.949997,74.970001,941200,72.66938
"546",75.110001,75.449997,74.720001,74.879997,1074600,72.582138
"547",74.82,74.959999,73.639999,74.349998,1140800,72.068398
"548",73.730003,74.57,73.209999,74.510002,1226600,72.223488
"549",74.489998,76.190002,74.489998,76.169998,1079800,73.832558
"550",76.199997,76.879997,76.07,76.57,1208500,74.220268
"551",76.870003,77.489998,76.639999,76.870003,1096500,74.51107
"552",76.980003,77.290001,76.339996,77,976000,74.637093
"553",76.959999,77.330002,75.889999,76.010002,1541500,73.677467
"554",76.190002,76.639999,75.709999,76.540001,1291300,74.1912
"555",76.610001,76.739998,75.690002,76.199997,876400,73.861626
"556",75.949997,76.220001,74.480003,74.82,1046800,72.523987
"557",74.540001,76.080002,74.5,75.889999,607800,73.561142
"558",75.690002,75.849998,74.07,74.120003,886700,71.845467
"559",73.809998,74.25,73.050003,73.720001,1308500,71.457741
"560",74.040001,74.290001,73.660004,74.059998,1328500,71.787308
"561",74.120003,74.519997,73.800003,74.279999,1208100,72.000549
"562",74.360001,75.040001,74.360001,74.970001,683500,72.66938
"563",75.440002,76.110001,75.260002,75.900002,1087200,73.570839
"564",76.440002,77.68,76.260002,77.599998,1000900,75.218666
"565",77.660004,78.169998,77.230003,78.089996,1360400,75.693626
"566",78.150002,79.239998,77.57,77.779999,1562300,75.39315
"567",77.599998,78.480003,77.010002,78.349998,988400,75.945648
"568",78.629997,78.980003,77.889999,78.110001,1056100,75.71302
"569",77.949997,79.25,77.739998,78.230003,645900,75.829338
"570",78.019997,79.150002,77.519997,77.809998,838300,75.422226
"571",78.019997,78.139999,77.339996,77.800003,760900,75.412544
"572",78.040001,78.32,77.720001,78.190002,576700,75.790573
"573",78.709999,79.07,78.32,79.040001,674700,76.614487
"574",78.959999,79.129997,77.870003,78.949997,546900,76.527237
"575",79.050003,80.150002,78.720001,79.809998,998300,77.360847
"576",80.269997,80.519997,79.860001,80.099998,734300,77.641953
"577",80.080002,80.690002,79.639999,80.43,1095200,77.961823
"578",80.080002,80.080002,79.419998,79.959999,687900,77.506248
"579",80,80.080002,79.540001,79.980003,817700,77.525642
"580",80.019997,80.639999,79.910004,80.5,1071800,78.029678
"581",79.989998,79.989998,78.470001,78.730003,938300,76.313995
"582",78.690002,79.32,77.900002,79.279999,633200,76.847115
"583",79.360001,79.470001,77.870003,78.339996,938400,75.935959
"584",78.370003,79.550003,78.190002,79.419998,1414300,76.982819
"585",79.32,79.32,77.059998,77.120003,1316500,74.753403
"586",77.120003,78.239998,76.599998,78.220001,1024200,75.819641
"587",78.610001,79.230003,78.419998,79.160004,703800,76.730804
"588",77.839996,79.160004,77.370003,78.709999,1216500,76.294609
"589",77.099998,77.099998,73.910004,75.730003,2249800,73.406059
"590",75.93,76,74.599998,74.940002,1421000,72.640305
"591",74.139999,74.910004,74.029999,74.269997,1365200,71.990852
"592",73.949997,74.379997,72.550003,73.809998,1472500,71.544968
"593",72.449997,73.099998,71.900002,72.139999,1341300,69.926224
"594",72.300003,73.660004,72.110001,72.830002,1287700,70.595047
"595",72.480003,73.720001,72.330002,73.330002,1181100,71.079704
"596",73.470001,74.739998,73.370003,74.370003,1141900,72.087791
"597",74.019997,75.529999,73.779999,74.540001,1498200,72.252579
"598",73.919998,74.110001,73.330002,73.849998,962400,71.583748
"599",74.260002,74.629997,73.839996,73.949997,1291400,71.680679
"600",73.519997,73.660004,72.32,72.889999,669700,70.653206
"601",72.379997,72.639999,71.160004,71.68,914900,69.480339
"602",72.029999,72.260002,71.199997,71.690002,575300,69.490036
"603",71.669998,71.830002,70.639999,70.830002,1820900,68.656425
"604",70.620003,70.650002,69.470001,70.370003,1223500,68.210541
"605",70.480003,70.940002,69.540001,70.300003,788000,68.142693
"606",69.440002,70.029999,68.870003,69.589996,1181800,67.937668
"607",69.459999,70.580002,69.459999,70.150002,1542800,68.484375
"608",70.82,71.519997,70.449997,71.489998,982800,69.792557
"609",71.849998,72.540001,71.330002,72.43,852500,70.710243
"610",72.160004,72.629997,71.220001,71.75,919200,70.046387
"611",72.089996,72.739998,71.970001,72.559998,795200,70.837158
"612",72.879997,74.419998,72.75,73.699997,1169200,71.950081
"613",74.029999,74.43,72.769997,73.019997,1121900,71.286224
"614",73.080002,74.300003,70.300003,74.279999,1707400,72.516319
"615",74.410004,74.989998,74.139999,74.529999,830900,72.760376
"616",74.540001,74.669998,73.300003,73.970001,728600,72.213676
"617",73.870003,74.349998,73.059998,73.110001,739500,71.3741
"618",73.419998,74.43,73.279999,74.32,878900,72.555359
"619",74.339996,75.510002,74.32,75.379997,1016000,73.590202
"620",75.839996,76.470001,75.639999,76.330002,1173500,74.517647
"621",76.339996,76.339996,75.309998,75.389999,1425800,73.59996
"622",75.510002,75.629997,74.150002,74.290001,1140700,72.526077
"623",74.349998,74.82,73.669998,73.830002,999800,72.077003
"624",73.75,74.290001,72.919998,73.18,1130200,71.442436
"625",73.419998,74.849998,73.419998,74.739998,743600,72.965393
"626",74.989998,76.150002,74.980003,75.860001,2065200,74.0588
"627",76.989998,77.150002,75.379997,75.989998,915500,74.185715
"628",75.769997,76.18,74.290001,74.459999,948600,72.692039
"629",74.470001,75.5,74.360001,75.470001,606700,73.678062
"630",75.300003,75.449997,74.419998,75.370003,501500,73.580437
"631",74.949997,75.470001,74.580002,75,613000,73.219223
"632",74.309998,74.790001,72.940002,73.529999,1804000,71.784126
"633",73.699997,73.959999,71.57,71.629997,1163400,69.92923
"634",71.690002,72.529999,71.370003,72.43,1611800,70.710243
"635",72.769997,74.18,72.540001,74.150002,1182800,72.389404
"636",74.120003,74.309998,73.720001,74.110001,770500,72.350349
"637",74.120003,75.650002,74.120003,75.099998,932500,73.316849
"638",74.889999,74.889999,73.629997,73.639999,1026500,71.89151
"639",73.580002,74.18,73.330002,74.010002,985000,72.252739
"640",74.389999,75.339996,74.010002,74.980003,1801700,73.199699
"641",75.010002,75.620003,74.599998,74.669998,845400,72.897049
"642",74.940002,75.440002,74.209999,75.419998,840500,73.629242
"643",75.220001,76.989998,74.910004,76.540001,969100,74.722656
"644",76.440002,76.709999,74.959999,75.400002,743000,73.609734
"645",75.589996,76.339996,75.190002,76.190002,610800,74.380959
"646",75.879997,76.230003,75.449997,76.190002,517000,74.380959
"647",75.940002,76.800003,75.559998,76.25,617300,74.439545
"648",75.919998,77.199997,75.690002,76.349998,1338100,74.537163
"649",76.160004,76.169998,72.790001,73.32,1302500,71.579109
"650",73.220001,73.919998,72.650002,73.18,911300,71.442436
"651",71.529999,71.900002,68.900002,69.699997,1861800,68.045067
"652",77.910004,77.910004,71.610001,72.459999,1639200,70.739532
"653",71.370003,72.809998,69.5,72.589996,1035700,70.86644
"654",72.849998,73.370003,72.290001,73.139999,903400,71.403381
"655",73.129997,73.309998,71.879997,72.290001,831600,70.573563
"656",72,72,70.959999,71.089996,763100,69.402061
"657",70.739998,72.400002,70.18,71.599998,2568400,69.899956
"658",70.800003,71.410004,69.849998,70.199997,1238700,68.533195
"659",70.400002,71.019997,69.910004,70.400002,1101600,68.728439
"660",70.459999,71.830002,69.959999,71.43,769000,69.733978
"661",72.5,72.57,71.629997,71.720001,654400,70.017105
"662",71.769997,71.769997,70.389999,70.449997,685100,68.777252
"663",71.110001,71.25,70.440002,70.620003,677500,68.943222
"664",70.959999,70.959999,69.870003,70.239998,597900,68.572235
"665",69.669998,70.199997,67.970001,68.32,1424700,66.697823
"666",68.870003,69.720001,68.389999,69.449997,937300,67.801003
"667",69.919998,70.160004,69.379997,69.879997,1190300,68.220779
"668",69.889999,71.050003,69.43,70.650002,674400,68.972504
"669",71.389999,72.269997,71.050003,71.519997,484700,69.821846
"670",71.839996,72.089996,70.769997,71.099998,892500,69.411827
"671",70.599998,70.989998,69.830002,70.209999,703600,68.542961
"672",70.839996,71.290001,70.639999,71.18,735300,69.489929
"673",71.410004,72.919998,71.410004,72.57,775400,70.846924
"674",72.860001,73.449997,72.599998,73.25,809600,71.510773
"675",73.349998,74.010002,73.169998,73.959999,523700,72.203918
"676",74,75.550003,73.550003,75.510002,965700,73.717117
"677",75.269997,75.870003,74.839996,75.849998,946700,74.049034
"678",75.650002,76.050003,75.059998,75.209999,788200,73.424232
"679",75.279999,76.800003,75.279999,76.220001,1093600,74.410255
"680",75.720001,75.989998,75.209999,75.389999,638300,73.59996
"681",75.459999,75.510002,74.419998,75.370003,550500,73.580437
"682",74.459999,75.349998,73.769997,75.290001,727600,73.502342
"683",75.07,75.379997,74.220001,74.589996,450500,72.818947
"684",74.900002,75.07,73.5,73.980003,1152500,72.223442
"685",73.459999,73.459999,72.239998,72.580002,893700,70.856682
"686",72.940002,73.32,71.599998,71.75,823600,70.046387
"687",71.959999,73.110001,71.639999,72.870003,645200,71.139801
"688",72.93,73.010002,72.110001,72.860001,565900,71.130035
"689",73.32,74.050003,72.970001,73.290001,737100,71.54982
"690",73.32,74.400002,73.150002,74.290001,1120900,72.526077
"691",74.75,75.699997,73.120003,73.169998,1082600,71.432671
"692",71.949997,72.230003,70.730003,70.959999,953700,69.275154
"693",70.82,71.330002,69.459999,71.040001,676300,69.353249
"694",71.150002,72.059998,70.800003,71.470001,632900,69.773041
"695",71.339996,71.370003,70.510002,70.839996,679500,69.157997
"696",70.18,70.25,68.900002,68.980003,847400,67.342163
"697",69.510002,70.919998,69.300003,70.660004,1222200,68.982269
"698",70.849998,72.190002,70.510002,72.110001,1497300,70.397842
"699",73.230003,75.199997,73.18,74.370003,1273700,72.604187
"700",73.940002,74.290001,73.5,74.029999,715800,72.272255
"701",74.190002,75.599998,74.160004,75.089996,1108300,73.307076
"702",74.82,75.339996,74.279999,74.419998,642700,72.652992
"703",74.839996,74.949997,74.25,74.389999,515300,72.623703
"704",74.25,74.529999,73.809998,73.940002,1001000,72.184395
"705",74.410004,74.739998,74.150002,74.290001,540500,72.526077
"706",74.349998,75.019997,73.800003,74.980003,655800,73.199699
"707",75.110001,75.559998,74.010002,74.970001,742200,73.189941
"708",75,75.040001,74.139999,74.410004,459400,72.643227
"709",74.379997,75.349998,74.379997,75.25,504600,73.463287
"710",75.5,76,74.919998,75.099998,555100,73.316849
"711",75.099998,75.419998,74.75,75.029999,560700,73.248505
"712",74.510002,74.510002,72.790001,74.010002,941800,72.252739
"713",73.900002,73.910004,72.599998,72.940002,1194900,71.208138
"714",73.540001,73.879997,72.760002,73.610001,879600,71.862228
"715",74.209999,74.879997,74.059998,74.699997,1414100,72.926346
"716",76.160004,81.150002,75.25,77.550003,2306500,75.708679
"717",77.260002,78.25,76.419998,77,1423300,75.171738
"718",77.220001,78.150002,77.050003,77.199997,821900,75.366982
"719",77.18,77.800003,76.839996,77.269997,792900,75.435326
"720",76.760002,77.07,76.110001,76.610001,505800,74.790993
"721",76.519997,77.010002,76.220001,76.43,650200,74.615273
"722",76.239998,76.239998,75.389999,75.809998,995400,74.009987
"723",75.760002,76.269997,75.290001,76.199997,852300,74.390724
"724",76.610001,77.080002,76.18,76.389999,978200,74.576218
"725",76.18,76.32,75.110001,75.5,1061500,73.707344
"726",75.949997,76.059998,75.120003,75.879997,941600,74.078331
"727",75.589996,75.790001,74.959999,75.480003,824600,73.687828
"728",75.440002,75.580002,74.5,74.720001,796300,72.945869
"729",74.830002,75.550003,74.459999,75.510002,766100,73.717117
"730",75.809998,76.620003,75.309998,76.589996,901700,74.771461
"731",76.440002,76.800003,76.010002,76.339996,4795100,74.527397
"732",76.269997,76.269997,75.550003,75.75,1132800,73.951416
"733",75.150002,75.489998,74.580002,74.760002,513800,73.469879
"734",75.050003,75.580002,73.769997,73.779999,1364700,72.506775
"735",73.099998,73.730003,72.379997,72.5,2058500,71.248863
"736",72.830002,74.5,72.809998,73.139999,1560800,71.877823
"737",73.260002,73.970001,72.82,73.139999,1127800,71.877823
"738",74.099998,74.169998,73.279999,73.550003,768500,72.280754
"739",73.529999,74.389999,73.32,74.379997,1235400,73.096428
"740",74.519997,74.519997,73.830002,74.120003,957300,72.840919
"741",74.019997,74.43,73.82,74.43,1083600,73.145561
"742",74.370003,76.610001,73.849998,76.32,1013300,75.002945
"743",76.279999,77.07,75.089996,76.150002,1260300,74.835892
"744",76.550003,76.949997,76,76.260002,928000,74.943993
"745",76.230003,76.629997,76,76.599998,1368500,75.278114
"746",76.300003,77.019997,75.75,76.860001,1352300,75.53363
"747",76.589996,76.910004,76.169998,76.559998,676200,75.2388
"748",77.169998,77.169998,76.150002,76.449997,2357800,75.130699
"749",76.75,76.959999,76.419998,76.739998,799400,75.415703
"750",76.699997,77.349998,76.650002,77.300003,238200,75.966042
"751",77.309998,77.349998,76.830002,77.309998,420300,75.975868
"752",77.540001,77.739998,77,77.519997,336300,76.182236
"753",77.629997,78.160004,77.150002,77.989998,1136000,76.644127
"754",77.989998,78.169998,77.760002,78.019997,596900,76.673615
"755",78.620003,78.730003,77.620003,78.349998,1062400,76.99791
"756",77.080002,77.910004,76.760002,77.870003,660200,76.526199
"757",77.089996,77.440002,75.82,76.830002,872500,75.504143
"758",76.370003,76.940002,76.080002,76.629997,871800,75.307602
"759",76.699997,76.940002,76.050003,76.379997,989100,75.061913
"760",76.379997,77.019997,76.300003,76.809998,948800,75.484489
"761",77.089996,77.669998,76.849998,77.209999,1075600,75.877586
"762",77.220001,77.900002,77.080002,77.610001,888300,76.270683
"763",77.669998,79.150002,77.540001,78.720001,1081500,77.361534
"764",78.93,79.57,78.459999,79.190002,847800,77.823425
"765",79.550003,81.639999,78.790001,81.339996,1304900,79.936317
"766",75.790001,78.330002,75.459999,76.82,3312600,75.494316
"767",76.470001,76.879997,73.589996,74.019997,1868300,72.742638
"768",74.260002,74.5,73.129997,73.660004,1299200,72.388855
"769",73.660004,74.190002,72.589996,73.970001,1489400,72.693504
"770",74.419998,74.610001,73.489998,74.339996,995700,73.057114
"771",73.099998,75.089996,72.949997,73.959999,1898900,72.683678
"772",74.139999,74.330002,73.550003,73.849998,1574000,72.575577
"773",73.739998,74.080002,73.290001,73.620003,1306900,72.349548
"774",73,73.660004,72.510002,73.43,1278600,72.162819
"775",73.099998,73.620003,72.349998,73.040001,5712900,71.779549
"776",73.599998,74.190002,72.43,72.699997,1440600,71.445419
"777",73.339996,73.870003,72.879997,73.269997,999200,72.005577
"778",73.639999,74.809998,73.5,73.709999,1176400,72.437996
"779",73.93,74.419998,73.260002,74.029999,1006500,72.752464
"780",73.669998,74.440002,73.169998,73.339996,1120700,72.074371
"781",73.110001,73.449997,72.5,72.779999,893000,71.52404
"782",73.190002,73.800003,73.07,73.160004,779400,71.897484
"783",73.230003,73.830002,73.129997,73.419998,620100,72.152992
"784",72.940002,74.209999,72.870003,74.18,1084200,72.899879
"785",74.269997,74.629997,73.040001,73.389999,1402600,72.123512
"786",73.879997,76.480003,73.410004,74.43,1188500,73.145561
"787",74.019997,76.57,74.010002,76.18,1762700,74.865364
"788",76.18,76.730003,75.139999,75.470001,1871300,74.167618
"789",74.879997,76.199997,74.519997,75.410004,1727100,74.108658
"790",73.540001,74.18,71.769997,72.970001,1823300,71.710762
"791",73.25,73.459999,72.010002,72.339996,2659700,71.091629
"792",72.68,74.279999,72.410004,72.739998,2505600,71.484726
"793",71.940002,72.160004,69.080002,69.129997,2810500,67.937019
"794",67.650002,71.330002,66.910004,70.419998,4858800,69.204758
"795",70.440002,72.040001,69.089996,71.940002,2449700,70.698532
"796",71.449997,72.589996,69.690002,70.220001,1959100,69.008217
"797",71.139999,73.169998,70.220001,73.129997,1531200,71.868004
"798",71.099998,72.239998,70.709999,72.080002,2126800,70.836128
"799",70.169998,71.709999,69.870003,70.480003,2759600,69.263733
"800",66.220001,70.110001,66,67.75,3523600,66.580849
"801",69.150002,70.099998,67.449997,69.949997,3563100,68.742874
"802",68.620003,69.790001,67,67.360001,2911700,66.197571
"803",63.470001,66.129997,61.98,62.02,4430500,60.949726
"804",64.150002,65.260002,61.009998,65.150002,3102000,64.025703
"805",57.849998,62.599998,57.799999,58.740002,2589400,57.726326
"806",60.189999,62.23,58,61.77,3161900,60.704037
"807",59.360001,61.290001,56.959999,60.75,2262500,59.701641
"808",60.09,61.490002,57.700001,58.009998,2202300,57.008923
"809",58.599998,59.360001,52.849998,54.939999,3215000,53.991901
"810",55,57.560001,52.549999,55.860001,2307200,54.896027
"811",57.599998,63.669998,57.560001,63.09,2687300,62.001259
"812",63.630001,67.290001,61.27,64.400002,2156500,63.288654
"813",64.730003,66.019997,62.580002,65.199997,2004600,64.074844
"814",63.57,66.699997,62.389999,65.110001,1515700,63.986404
"815",65.519997,67.339996,63.860001,66.970001,1482400,65.814301
"816",66.190002,67.610001,65.959999,66.720001,1667700,65.568619
"817",64.949997,67.550003,64.010002,65.480003,1604200,64.350021
"818",65.870003,67.959999,65.32,67.699997,2073700,66.5317
"819",67.230003,68.440002,66.349998,67.099998,1381600,65.942055
"820",68.730003,69.660004,68.029999,69.209999,1846200,68.01564
"821",70.199997,71.860001,70.199997,70.68,1913800,69.460281
"822",71.050003,73,70.190002,72.470001,1673300,71.219391
"823",72.620003,73.470001,71,71.480003,1523800,70.246483
"824",71.349998,71.68,69.699997,70.550003,985600,69.332527
"825",71.279999,71.849998,70.230003,70.620003,2195900,69.401314
"826",69.870003,70.18,68.57,68.739998,1625600,67.553757
"827",68.919998,70.239998,67.559998,69.949997,2049400,68.742874
"828",71.599998,71.93,70.129997,71.739998,1523900,70.501984
"829",70.970001,71.720001,70.160004,70.669998,878600,69.450455
"830",69.82,70.419998,69.160004,69.669998,1132300,68.467705
"831",70.779999,70.779999,69,70.370003,1337400,69.155632
"832",70.349998,71.730003,69.709999,70.220001,1293800,69.008217
"833",70.489998,72.07,69.510002,71.93,1195000,70.688705
"834",72.209999,72.769997,71.68,72.290001,1102700,71.042488
"835",72.959999,73.230003,71.75,71.919998,1023900,70.678879
"836",73,73,71.110001,72.489998,1253700,71.239044
"837",72.050003,72.489998,70.839996,71.610001,2000400,70.374237
"838",71,71.75,70.230003,71.360001,1214400,70.12854
"839",70.669998,71.489998,69.540001,71.419998,1665400,70.187508
"840",72.18,74.540001,72.010002,72.900002,1665800,71.641968
"841",71.910004,73.379997,71.139999,72.739998,1518400,71.484726
"842",73.82,75.07,73.129997,74.379997,1108500,73.096428
"843",74.910004,75.559998,74.07,74.830002,1009200,73.538658
"844",74.059998,75.489998,73.82,75.080002,1252400,73.784348
"845",75.309998,75.410004,73.57,73.57,1166800,72.3004
"846",73.449997,74.419998,72.339996,73.300003,1251100,72.035065
"847",72.540001,73,71.07,72.980003,1292700,71.720589
"848",72.309998,73.470001,71.290001,71.510002,4568400,70.275955
"849",73.18,73.809998,72.349998,73.690002,2126700,72.418335
"850",74.040001,74.040001,71.849998,71.919998,1518000,70.678879
"851",72.809998,73.900002,72.459999,72.739998,1451200,71.484726
"852",72.279999,72.889999,72.059998,72.190002,886300,70.944229
"853",72.059998,72.25,71.089996,72.059998,9e+05,70.816467
"854",73.199997,74.470001,72.449997,73.669998,1117100,72.398674
"855",75,75.459999,74.010002,75.379997,1192800,74.07917
"856",75.5,76.410004,75.129997,75.660004,1002500,74.35434
"857",75.010002,76.5,74.419998,76.370003,2016100,75.57148
"858",76,76.360001,73.629997,75.589996,853700,74.799629
"859",76.190002,77.190002,76.07,77.160004,1186900,76.353226
"860",77.75,78.730003,77.32,78.419998,1290200,77.600044
"861",78.339996,78.989998,77.239998,77.610001,1144700,76.798508
"862",78.75,78.900002,77.82,77.919998,1318600,77.10527
"863",77.639999,78.900002,77.43,77.919998,1069000,77.10527
"864",77.400002,78.440002,76.790001,78.18,1209200,77.362556
"865",78.610001,78.610001,77.559998,77.910004,1414000,77.095383
"866",77.529999,77.720001,73.489998,73.540001,1698500,72.771065
"867",74.400002,75.330002,72.290001,73.57,1024600,72.800751
"868",72.139999,74.43,71.940002,74.18,1247900,73.404373
"869",75.629997,77.360001,73.540001,73.980003,1336800,73.206474
"870",74.5,75.050003,73.550003,73.980003,1313100,73.206474
"871",74.080002,74.75,73.410004,73.620003,950800,72.850235
"872",74.480003,74.739998,72.419998,73.550003,2280100,72.780968
"873",73.110001,75.279999,72.129997,74.580002,1841700,73.800194
"874",75.440002,76.07,74.599998,75.43,1055000,74.641304
"875",75,75.470001,73.489998,73.620003,1289300,72.850235
"876",73.449997,74.080002,72.300003,72.989998,1233000,72.226822
"877",72.839996,74.010002,72.580002,73.540001,2021800,72.771065
"878",74.120003,75.07,73.690002,74.300003,872600,73.523125
"879",74.620003,76.360001,74.43,76.040001,1124300,75.244934
"880",76.699997,77.779999,75.099998,76.190002,1310900,75.393356
"881",76.699997,77.529999,76.309998,77.150002,830600,76.343323
"882",77.949997,78.410004,76.790001,77.239998,888200,76.432381
"883",75.699997,77.580002,75.150002,77.220001,1234900,76.41259
"884",77.059998,77.800003,76.089996,76.459999,779600,75.66053
"885",76.68,77.290001,75.910004,77.040001,728800,76.234474
"886",77.32,77.93,76.010002,77.580002,622500,76.768822
"887",78.290001,78.580002,77.059998,77.230003,801100,76.422485
"888",77.440002,78.360001,76.730003,78.120003,888600,77.303177
"889",79.019997,80.029999,78.239998,79.830002,970500,78.9953
"890",79.889999,80.190002,79.029999,79.139999,748100,78.312515
"891",79.57,79.989998,79.330002,79.629997,1371600,78.797386
"892",79.379997,80.010002,78.93,79.419998,679100,78.589584
"893",79.589996,80.480003,79.230003,79.860001,910100,79.024986
"894",79.959999,80.139999,79.339996,79.510002,560200,78.678642
"895",79.870003,80.5,79.489998,80.389999,931800,79.549438
"896",80.339996,80.790001,80.029999,80.190002,576800,79.35154
"897",80.110001,81.169998,79.690002,81.080002,897300,80.232231
"898",81.050003,81.129997,79.410004,79.449997,612700,78.61927
"899",81.5,83.940002,80.989998,83.82,1366900,82.943581
"900",83.5,83.790001,82.080002,83.019997,921200,82.151947
"901",82.870003,84.900002,82.650002,84.510002,2044600,83.626366
"902",84.349998,85.879997,84.309998,85.830002,2019700,84.932564
"903",86,87.650002,84.209999,86.839996,1803800,85.931999
"904",81.690002,85.980003,81.510002,84.089996,2043800,83.210754
"905",84.540001,85.07,83.970001,84.529999,1154800,83.646156
