"","CTSH.Open","CTSH.High","CTSH.Low","CTSH.Close","CTSH.Volume","CTSH.Adjusted"
"208",74.709999,75.5,74,75.389999,3424300,71.839302
"209",75.32,75.620003,74.75,75.510002,4155400,71.953644
"210",75.730003,76.510002,75.360001,75.669998,6126500,72.106087
"211",74.639999,75,70.529999,73.540001,9994900,70.076416
"212",74.139999,75.110001,73.730003,74.360001,4426300,70.857796
"213",74.330002,74.720001,73.769997,74.269997,3792500,70.772041
"214",74.110001,75.290001,74,74.779999,3183300,71.258011
"215",74.809998,75.059998,74.529999,74.650002,3161600,71.134148
"216",74.849998,75.080002,74.269997,74.379997,2556300,70.876854
"217",73.860001,74.239998,73.5,73.940002,2138000,70.457596
"218",73.589996,74.440002,73.419998,74.260002,2591900,70.76252
"219",74,74.660004,73.809998,74.559998,1743800,71.048378
"220",73.839996,75.190002,73.779999,74.970001,2261400,71.439064
"221",74.940002,75.110001,73.970001,74.089996,3244000,70.600517
"222",74.400002,75.769997,74.389999,75.379997,3370800,71.829758
"223",75.07,75.160004,72.879997,72.910004,4754900,69.614609
"224",72.739998,72.910004,71.57,71.900002,5894900,68.650261
"225",72.779999,72.889999,71.489998,71.769997,4244600,68.526138
"226",71.919998,72.059998,71.480003,71.709999,2537800,68.468857
"227",71.93,72.370003,71.529999,72.269997,1827600,69.003525
"228",72.230003,72.610001,72,72.400002,3994000,69.12767
"229",72.529999,73.230003,72.379997,72.870003,3509100,69.576431
"230",72.989998,72.989998,71.959999,72.110001,3080900,68.850777
"231",71.449997,72.779999,71.449997,72.279999,3875100,69.0131
"232",71.910004,72.410004,70.760002,71.360001,4770000,68.134674
"233",71.650002,71.860001,70.32,70.32,4569200,67.141685
"234",70.059998,71.309998,69.690002,70.43,3263000,67.246704
"235",70.160004,71.620003,69.940002,71.5,4766400,68.268341
"236",71.360001,71.790001,70.010002,71.610001,5680600,68.373375
"237",72.040001,72.830002,71.489998,71.82,3330100,68.573875
"238",71.650002,72.040001,71.25,71.559998,2329300,68.325638
"239",71.489998,72.029999,70.940002,71.449997,4501500,68.220596
"240",71.800003,72.120003,71.059998,71.190002,3129000,67.972359
"241",71.650002,72.790001,71.650002,71.809998,4694100,68.564331
"242",72.050003,72.300003,71.07,72.080002,8291000,68.822121
"243",72.370003,72.470001,71.720001,71.870003,3079000,68.62162
"244",71.800003,72.440002,71.370003,71.93,2679900,68.678902
"245",72.489998,72.769997,71.949997,72.709999,3330500,69.42366
"246",73.440002,73.860001,72.32,72.400002,4740500,69.12767
"247",71.650002,72.440002,71.5,71.699997,5831100,68.459312
"248",71.559998,71.919998,71.120003,71.239998,2071900,68.020103
"249",71.629997,71.629997,71.080002,71.199997,2593600,67.981903
"250",71.269997,71.529999,70.949997,71.389999,1927000,68.163307
"251",71.379997,71.709999,71.010002,71.019997,2212200,67.810036
"252",71.160004,71.330002,70.540001,70.949997,3068600,67.743202
"253",71.18,71.769997,70.900002,71.550003,4317100,68.316086
"254",71.949997,72.970001,71.860001,72.68,3444300,69.395012
"255",73.110001,73.589996,72.760002,73.300003,2913200,69.986992
"256",73.160004,73.660004,73.010002,73.370003,3305400,70.053818
"257",73.199997,73.629997,73.199997,73.459999,3018300,70.139748
"258",73.239998,74.019997,73.199997,73.970001,3485800,70.626717
"259",73.980003,74.199997,73.620003,74.010002,3981300,70.664902
"260",74.099998,74.849998,73.889999,74.559998,3816300,71.190025
"261",75.449997,75.779999,74.419998,74.730003,3547800,71.352356
"262",75.150002,76.029999,75.099998,75.839996,4169500,72.412186
"263",77,77.139999,76.110001,76.75,5518200,73.281052
"264",76.989998,77.379997,76.779999,77.290001,3178700,73.796661
"265",77.389999,78.339996,77.190002,77.959999,3843600,74.436363
"266",77.639999,78.779999,77.550003,78.260002,2732700,74.722801
"267",78.540001,78.949997,78.110001,78.449997,3655900,74.904221
"268",78.720001,78.830002,77.720001,77.949997,2741800,74.426819
"269",78.220001,78.529999,77.68,78.43,2425200,74.885124
"270",78.050003,78.419998,77.779999,78.150002,2734800,74.61779
"271",78.169998,78.739998,77.519997,77.760002,2803900,74.245399
"272",77.580002,78.230003,77.32,77.980003,3222800,74.455467
"273",77.910004,78.440002,77.089996,77.5,3130800,73.997147
"274",75.809998,77.080002,75.699997,75.720001,5256400,72.297615
"275",75.650002,76.589996,73.25,73.290001,4318200,69.977455
"276",72.239998,74.269997,71.949997,73.900002,6519000,70.559875
"277",76.629997,79.279999,76.5,76.519997,7112600,73.061455
"278",76.709999,78.080002,75.089996,75.160004,6974600,71.762924
"279",75.839996,76.82,74.059998,76.290001,6550200,72.84185
"280",76.510002,77.900002,76.419998,77.43,5642800,73.930321
"281",76.900002,78.300003,76.660004,78.110001,4123400,74.57959
"282",77.43,80.129997,77.379997,79.82,4773500,76.212296
"283",80.290001,81.370003,79.330002,81.370003,3368100,77.692253
"284",81.489998,81.870003,80.650002,80.949997,4780700,77.291229
"285",80.690002,82.18,80.610001,81.540001,3913100,77.854561
"286",81.470001,83.559998,81.349998,81.800003,4607900,78.294846
"287",82.25,82.57,81.370003,81.610001,3357600,78.112999
"288",82.32,82.529999,80.809998,82.529999,3540700,78.993568
"289",83.309998,83.339996,82.269997,82.970001,2875700,79.414703
"290",83.220001,83.790001,82.25,82.510002,2914900,78.974419
"291",82.980003,83.550003,81.860001,82.019997,2613900,78.505417
"292",82.239998,82.5,80.110001,80.650002,3739000,77.194138
"293",79.919998,81.419998,79.519997,81.279999,3055000,77.797134
"294",80.730003,82.580002,80.57,82.269997,2532400,78.744698
"295",82.830002,83.269997,82.010002,83.07,2907500,79.510437
"296",82.690002,83.559998,82.410004,83.25,2706000,79.682724
"297",83.650002,83.68,82.660004,83.220001,3340200,79.654007
"298",83.620003,84.949997,83.510002,84.709999,2997500,81.080154
"299",84.620003,84.919998,83.800003,84.07,4499300,80.467583
"300",84.57,84.989998,83.519997,83.790001,2279600,80.199585
"301",84.010002,84.620003,83.449997,83.629997,2255200,80.046432
"302",83.75,85.099998,83.68,84.830002,2969500,81.195007
"303",84.800003,85,84.230003,84.599998,4534900,80.974869
"304",84.370003,84.760002,82.949997,83.809998,3304900,80.218719
"305",84.029999,84.690002,83.910004,84.309998,3145900,80.697296
"306",84.25,84.57,83.050003,83.349998,3721200,79.778435
"307",82.510002,83,80.660004,80.970001,5454000,77.500427
"308",81.059998,81.459999,79.199997,79.260002,3093600,75.863686
"309",80.660004,81.870003,79.650002,81.629997,3639000,78.132133
"310",82.290001,82.739998,79.339996,80.080002,3387800,76.648544
"311",80.389999,80.889999,79.379997,79.669998,3753300,76.256126
"312",80.099998,81.610001,79.769997,80.5,4755600,77.05056
"313",80.459999,81.269997,78.459999,79.209999,4708300,75.815834
"314",79.919998,80.720001,78.989998,80.050003,3700200,76.619843
"315",78.620003,81.18,78.580002,80.720001,3972700,77.261131
"316",81.050003,81.480003,80.059998,80.919998,2378900,77.452568
"317",80.309998,80.860001,78.540001,79.07,3552900,75.681831
"318",79.43,80.230003,78.870003,78.910004,3278000,75.528679
"319",80.300003,81.080002,80.099998,80.400002,3190800,76.954842
"320",79.650002,80.260002,79.459999,79.93,2499300,76.504982
"321",80.379997,81.849998,80.080002,81.550003,3619300,78.055573
"322",82.230003,82.230003,80.190002,80.82,2784700,77.356834
"323",81.489998,82.260002,81,81.769997,2269400,78.266136
"324",82.389999,82.5,81.480003,82.190002,3568900,78.668152
"325",82.449997,83.150002,81.629997,82.699997,2577200,79.156296
"326",82.559998,83.239998,82.089996,82.370003,2161100,78.840439
"327",82.190002,82.559998,81.389999,81.769997,3053400,78.266136
"328",81.980003,82.199997,81.230003,81.57,2130700,78.074707
"329",82.169998,82.32,80.349998,80.800003,3017200,77.3377
"330",80.589996,81.150002,79.910004,80.910004,2642700,77.442993
"331",81.330002,81.809998,80.790001,81.730003,3223800,78.227859
"332",81.860001,82.68,81.519997,81.620003,2227300,78.122574
"333",82.010002,82.5,81.720001,81.82,2642900,78.313988
"334",81.779999,82.169998,81.459999,81.82,2213400,78.313988
"335",81.68,82.18,81.120003,81.379997,3100200,77.892838
"336",80.949997,81.57,80.080002,81.360001,3338400,77.873718
"337",81.040001,82.610001,80.720001,82.169998,3799600,78.649002
"338",78.730003,78.879997,76.830002,77.860001,9362800,74.523682
"339",77.610001,77.900002,75.050003,75.550003,7551000,72.31266
"340",75.860001,75.970001,74.760002,75.029999,6849500,71.814934
"341",75.389999,76.379997,75.199997,75.949997,3198700,72.695518
"342",75.830002,76.989998,75.779999,76.580002,3678700,73.298531
"343",76.370003,76.830002,75.440002,75.860001,3991900,72.609383
"344",75.669998,76.330002,75.010002,75.459999,2997600,72.226517
"345",75.57,75.900002,75.169998,75.389999,2374600,72.159523
"346",75.050003,76.209999,74.970001,75.779999,3605700,72.532791
"347",75.919998,76.699997,75.550003,76.040001,3210500,72.781662
"348",76.32,76.809998,75.5,75.75,1912900,72.69529
"349",75.910004,76.029999,75.139999,75.239998,4025500,72.205864
"350",74.980003,75.800003,74.860001,75.760002,2844600,72.704895
"351",75.910004,76.400002,75.470001,75.93,3006400,72.868027
"352",75.980003,76.040001,75.050003,75.779999,2872500,72.724083
"353",75.470001,75.480003,73.970001,74.410004,3543500,71.40934
"354",74.599998,76.029999,74.5,75.690002,3449600,72.637726
"355",74.919998,76.220001,74.919998,75.349998,6622200,72.311432
"356",75.779999,77.220001,75.769997,76.870003,3089200,73.770126
"357",76.860001,77.449997,76.720001,77.220001,2800100,74.106018
"358",77.360001,77.400002,76.669998,77.029999,2295800,73.923683
"359",77.169998,78.169998,77.099998,78.139999,2753500,74.988922
"360",78.040001,78.199997,76.110001,76.720001,3468500,73.626175
"361",76.580002,77.129997,75.940002,77.110001,2504700,74.000465
"362",77.07,77.779999,76.610001,76.970001,1917200,73.866089
"363",76.970001,78.300003,76.949997,78.25,3764800,75.094475
"364",77.230003,79.059998,77.230003,78.019997,3484300,74.873749
"365",78.150002,78.970001,78.110001,78.550003,3198400,75.382385
"366",79.389999,80.75,78.650002,80.699997,9462000,77.445686
"367",79.889999,80.349998,78.629997,80.010002,4458700,76.783501
"368",79.360001,79.660004,78.550003,79.199997,3156600,76.006165
"369",79.25,79.300003,78.459999,78.82,3149700,75.641495
"370",78.769997,78.769997,77.559998,77.68,2714800,74.547462
"371",78.169998,79,77.25,78.699997,5724100,75.526329
"372",78.410004,78.5,77.349998,77.959999,4442900,74.816177
"373",78.139999,78.800003,77.790001,78.449997,2800400,75.286407
"374",79.43,79.43,77.349998,77.379997,3712200,74.25956
"375",77.790001,79.370003,77.349998,79.019997,3105200,75.833427
"376",78.940002,80.010002,78.800003,78.989998,3668100,75.804649
"377",78.57,79.519997,78.300003,79.489998,2679900,76.28447
"378",79.980003,80.209999,79.349998,79.900002,1637200,76.677948
"379",79.839996,80.190002,79.220001,79.889999,3613100,76.668343
"380",79.940002,80.739998,79.709999,80.559998,2050500,77.311317
"381",80.760002,81.099998,80.25,80.980003,2075000,77.714371
"382",81.5,82.099998,81.330002,81.75,2276000,78.453339
"383",81.220001,81.889999,81.110001,81.589996,3012000,78.299789
"384",82.040001,83.349998,81.440002,83.32,3599700,79.96003
"385",82.489998,83.080002,81.57,81.709999,4163100,78.414955
"386",81.779999,82.379997,81.660004,81.959999,3032100,78.654854
"387",81.400002,82.989998,81.279999,82.739998,2406100,79.403419
"388",82.360001,82.650002,81.860001,82.330002,2223900,79.009956
"389",82.25,82.629997,81.5,82.379997,2259400,79.05793
"390",82.220001,82.57,81.949997,82.239998,2338300,78.923576
"391",82.139999,82.760002,81.739998,82.669998,1943100,79.336243
"392",82.529999,82.910004,82.010002,82.260002,2611900,78.942772
"393",82.550003,82.839996,81.910004,82.839996,3107100,79.499382
"394",83.050003,83.300003,82.629997,82.720001,1813900,79.384224
"395",82.730003,83,80.989998,81.559998,2427300,78.270988
"396",81.529999,81.760002,80.339996,80.760002,2830900,77.503265
"397",81.139999,81.730003,80.809998,81.5,3429000,78.213425
"398",81.5,82.290001,81.360001,82.089996,3571400,78.77961
"399",75.449997,78.169998,74.830002,76.860001,12197300,73.760536
"400",77.540001,78.25,76.269997,77.82,5647000,74.681808
"401",77.769997,78.519997,77.75,78.489998,3399700,75.324799
"402",78.550003,78.830002,77.809998,78.07,2220000,74.921738
"403",78.279999,78.279999,77.209999,77.239998,2221400,74.125198
"404",77.120003,77.25,76.209999,76.260002,4262500,73.184723
"405",75.970001,76.260002,75.360001,75.559998,2840700,72.512955
"406",75.75,76.459999,75.330002,75.419998,2933400,72.378616
"407",74.660004,75.739998,74.660004,75.220001,3949800,72.186661
"408",74.879997,75.129997,74.129997,74.540001,3155400,71.534096
"409",74.589996,75.370003,74.550003,75.099998,3379300,72.071495
"410",75.059998,75.809998,74.919998,75.559998,3337100,72.512955
"411",75.489998,75.5,74.550003,74.910004,3201600,71.889175
"412",74.889999,75.300003,74.739998,74.900002,2258700,72.071999
"413",74.809998,75.389999,74.599998,75.260002,2341200,72.418396
"414",75.349998,75.949997,75,75.110001,2207800,72.274063
"415",75.43,76,75.07,75.860001,2399000,72.99575
"416",76.160004,77.169998,75.989998,76.610001,2786700,73.71743
"417",76.739998,76.879997,76.160004,76.660004,2170700,73.765533
"418",76.610001,77.900002,76.610001,77.690002,2790100,74.756653
"419",77.629997,77.910004,77.059998,77.389999,2311700,74.467979
"420",77.360001,78.589996,77.360001,78.43,3343300,75.468697
"421",75.110001,75.860001,74.019997,75.639999,6905600,72.784058
"422",75.290001,75.459999,74.68,75.290001,3336600,72.447266
"423",75.489998,75.919998,74.940002,75.720001,2586600,72.861031
"424",75.419998,76.209999,75.349998,75.730003,3110200,72.870651
"425",75.910004,76.309998,75.400002,75.559998,2657400,72.707069
"426",75.730003,76.760002,75.230003,76.610001,2481900,73.71743
"427",76.459999,76.800003,75.360001,75.699997,2869000,72.841774
"428",75.949997,77.230003,75.82,77.199997,3990000,74.285149
"429",77.199997,77.199997,76.080002,76.279999,3144100,73.399895
"430",76.330002,76.629997,75.809998,75.959999,3075600,73.09198
"431",76.279999,77.040001,75.739998,76.879997,2592800,73.977242
"432",77.690002,77.690002,76.010002,76.099998,1773400,73.226692
"433",76.389999,77.389999,76.389999,77.169998,2343800,74.256279
"434",77.709999,77.849998,77.190002,77.610001,5358200,74.67968
"435",76.879997,77.550003,76.879997,77.269997,2769800,74.352501
"436",77.599998,77.779999,76.75,76.82,2281100,73.919502
"437",77.050003,77.43,76.459999,76.790001,2274900,73.890633
"438",76.5,77.550003,76.5,76.760002,2549500,73.861771
"439",76.449997,77.160004,76.449997,77.150002,2537200,74.237061
"440",77.449997,77.870003,76.720001,76.980003,2252800,74.073471
"441",77,77.349998,76.540001,77.279999,2977300,74.362129
"442",77.330002,77.489998,76.489998,76.559998,2081700,73.669312
"443",76.470001,76.580002,75.769997,76.099998,3385400,73.226692
"444",75.959999,76.290001,74.779999,75.209999,3011400,72.370293
"445",75,75.029999,73.360001,74.110001,3344200,71.311829
"446",74,74.300003,73.580002,73.970001,2248000,71.177109
"447",73.620003,73.650002,71.389999,71.440002,4091300,68.742645
"448",71.699997,72.129997,69.989998,70.290001,4659700,67.636063
"449",71.360001,72.5,70.82,72.169998,4791000,69.445084
"450",71.540001,72.589996,70.949997,72.010002,3262300,69.291122
"451",72.75,73.709999,72.510002,73.5,3639200,70.724846
"452",73.360001,74.379997,72.739998,73.989998,2594100,71.19635
"453",73.879997,74.379997,73.279999,73.589996,3690200,70.811447
"454",73.739998,74.529999,73.480003,73.690002,3106900,70.907669
"455",73.980003,74.230003,73.099998,73.589996,2126000,70.811447
"456",72.650002,73.620003,71.779999,73.410004,4217700,70.63826
"457",73.129997,73.620003,70.099998,70.150002,3631900,67.50135
"458",70.620003,71.860001,70.199997,71.480003,3582300,68.781128
"459",70,71.459999,69.32,70.529999,3808300,67.866989
"460",71.25,71.309998,68.360001,69.220001,6742600,66.606461
"461",66.650002,67.93,65.139999,66.519997,9640300,64.008408
"462",66.620003,69.660004,66.32,69.029999,5550900,66.423615
"463",68.989998,69.190002,68.080002,68.779999,5520700,66.183052
"464",69.120003,69.629997,68.510002,69.5,3746600,66.87587
"465",69.93,70,69.059998,69.459999,3090500,66.837387
"466",69.639999,69.779999,69.150002,69.650002,2481200,67.020203
"467",70.32,71.43,70.18,71.370003,2449500,68.675278
"468",71.279999,71.82,70.93,71.239998,2103500,68.550179
"469",70.910004,71.139999,69.849998,70.339996,3062200,67.684166
"470",70.050003,70.269997,69.349998,69.550003,3490700,66.923996
"471",69.839996,70.459999,69.440002,69.610001,3698100,66.98172
"472",70,70,67.470001,67.57,5022100,65.018768
"473",67.169998,68.739998,67.010002,68.669998,4260400,66.077209
"474",68.489998,71.129997,68.269997,70.330002,7992900,67.674553
"475",70.43,71.160004,68.75,69.209999,4115000,66.786758
"476",67.739998,68.779999,67.449997,67.610001,3786300,65.242767
"477",68.309998,69.589996,67.709999,68.669998,4757300,66.265663
"478",68.059998,68.959999,67.830002,67.980003,1290200,65.599831
"479",68.660004,69.07,68.370003,68.75,2666700,66.342857
"480",68.510002,70,68.360001,69.900002,5236200,67.452591
"481",69.970001,70.879997,69.510002,70.760002,3515100,68.282478
"482",70.489998,70.949997,70.110001,70.300003,2555700,67.8386
"483",70.620003,71.290001,70.059998,71.230003,4139100,68.736046
"484",71.690002,72.230003,71.110001,71.93,3567000,69.411514
"485",71.900002,71.989998,69.739998,70.019997,3261300,67.56839
"486",69.099998,69.480003,68.110001,69.400002,4303100,66.970108
"487",69.389999,69.760002,67.589996,68,3318600,65.619125
"488",68.010002,68.660004,66.419998,67.089996,5324200,64.740982
"489",68.209999,68.440002,66.599998,67.260002,3949800,64.905029
"490",68.440002,69.230003,67.989998,68.029999,3135500,65.648071
"491",68.139999,69.290001,67.82,69.080002,4129900,66.661308
"492",68.230003,68.870003,67.580002,67.769997,2945300,65.397171
"493",67.43,67.760002,64.050003,64.669998,5026200,62.405716
"494",65.139999,65.489998,64.160004,64.620003,4206100,62.357471
"495",64.910004,66.040001,63.630001,64.230003,3457700,61.981133
"496",63.91,64.470001,62.049999,62.779999,4413000,60.581882
"497",62.849998,63.650002,59.799999,60.09,10209700,57.986073
"498",60.07,60.959999,59.66,60.02,3542700,57.918526
"499",60.599998,62.360001,59.470001,62.360001,3516800,60.176594
"500",61.68,63.110001,60.889999,63.080002,3386000,60.871384
"501",63.41,63.900002,62.419998,62.93,2335400,60.726635
"502",63.240002,63.66,63.02,63.48,2338200,61.257378
"503",62.5,63.810001,62.5,63.09,3045600,60.881035
"504",62.360001,62.970001,61.009998,61.099998,3895700,58.960709
"505",62.279999,63.799999,61.950001,63.700001,4885600,61.469681
"506",63.349998,63.970001,62.799999,63.599998,3940400,61.373177
"507",64.269997,64.43,63.439999,64.32,3427500,62.067974
"508",64.620003,64.800003,63.98,64.260002,2783000,62.010071
"509",63.639999,64.849998,63.5,64.809998,3314000,62.540813
"510",64.779999,65.190002,64.580002,64.919998,3320600,62.646957
"511",64.459999,65.019997,64.339996,64.629997,4407500,62.367107
"512",64.839996,66.25,64.650002,65.989998,3550900,63.679493
"513",65.900002,66.080002,65.449997,65.790001,3496900,63.486496
"514",65.489998,66.739998,65.199997,66.550003,2367800,64.21991
"515",67.550003,68.029999,66.970001,67.82,3904900,65.445419
"516",67.300003,67.690002,66.269997,66.800003,3698000,64.461151
"517",66.959999,67.449997,66.209999,67.059998,3350200,64.712029
"518",67.120003,68.150002,66.919998,68.120003,3336000,65.734924
"519",70.25,70.32,69.25,70.019997,4073900,67.56839
"520",69.269997,69.379997,68.339996,68.949997,2771000,66.535866
"521",69,69.230003,68.379997,68.660004,2902300,66.25602
"522",68.730003,70.099998,68.540001,69.800003,3646100,67.35611
"523",69.860001,70.309998,69.410004,69.68,3504100,67.240303
"524",69.949997,70.940002,69.779999,70.139999,3218600,67.684196
"525",70.07,71.510002,69.940002,71.290001,3382100,68.793922
"526",71.349998,71.870003,71.110001,71.209999,3978100,68.716736
"527",70.019997,74.690002,70,74.5,7242000,71.891533
"528",74.18,74.449997,71.419998,72.989998,5880600,70.434402
"529",72.459999,73.540001,72.18,73.160004,4613200,70.598457
"530",73.349998,73.870003,72.879997,72.970001,3986100,70.4151
"531",73.419998,73.620003,72.879997,73.449997,3404000,70.878296
"532",74.160004,74.349998,73.18,73.580002,2998300,71.003738
"533",73.059998,73.639999,72.919998,73.120003,1496200,70.559853
"534",73.709999,74.050003,73.080002,73.559998,2875200,70.984428
"535",73.209999,73.57,72.639999,73.18,3955700,70.617744
"536",73.269997,73.410004,71.860001,72.25,3171400,69.911385
"537",72.099998,72.419998,71.120003,71.339996,4739000,69.030838
"538",71.690002,72.419998,71.489998,72.379997,5585400,70.037155
"539",72.93,73,72.139999,72.25,4105300,69.911385
"540",72.43,72.540001,71.760002,72.040001,3629200,69.708183
"541",71.720001,71.720001,70.959999,71.309998,5050400,69.001808
"542",71.25,71.760002,70.879997,70.980003,3699300,68.682495
"543",70.910004,72.220001,70.800003,72.129997,2947800,69.795258
"544",72.559998,72.879997,71.010002,71.760002,3278400,69.437248
"545",71.690002,71.989998,71.339996,71.389999,2112900,69.079224
"546",71.419998,72.029999,71.190002,71.459999,2691000,69.146957
"547",72.32,72.720001,71.660004,72.330002,5296300,69.988792
"548",71.610001,72,70.57,71.150002,3912500,68.846992
"549",71.370003,72.389999,71.300003,72.349998,3159200,70.008133
"550",72.300003,72.610001,71.68,71.779999,3622700,69.456604
"551",71.93,72.330002,71.150002,71.209999,3926900,68.905045
"552",71.220001,71.470001,70.849998,70.93,2577500,68.634117
"553",71.059998,72.360001,70.940002,72.129997,4808900,69.795258
"554",72.099998,72.32,71.220001,71.879997,2376900,69.55336
"555",72.309998,72.440002,71.800003,72.019997,2537300,69.688835
"556",72.169998,72.43,71.32,71.709999,2161300,69.388863
"557",71.489998,72.639999,71.410004,72.199997,4141700,69.862999
"558",71.959999,72.059998,70.639999,70.889999,2711800,68.595406
"559",70.739998,70.889999,70.010002,70.75,1983700,68.459923
"560",71.230003,71.730003,70.669998,71.089996,2295500,68.78894
"561",71.129997,71.470001,70.32,71.029999,2040300,68.730865
"562",71.889999,71.889999,71.040001,71.580002,2495800,69.263069
"563",72.019997,72.849998,71.970001,72.449997,4475300,70.104897
"564",73,73.980003,72.650002,73.849998,3561900,71.459602
"565",73.860001,74.18,73.410004,73.57,3069100,71.188652
"566",73.900002,74.849998,73.82,74.18,3483100,71.778908
"567",74.300003,74.400002,73.32,73.790001,2221800,71.401535
"568",73.849998,74.419998,73.129997,74.199997,2572800,71.798264
"569",74.260002,74.449997,73.559998,74.410004,2429000,72.001472
"570",73.919998,74.519997,73.720001,74.370003,2036000,71.962784
"571",74.449997,74.769997,74.309998,74.599998,1554200,72.185318
"572",74.669998,74.779999,74.07,74.190002,2018600,71.788597
"573",74.410004,74.5,73.550003,74.290001,2499800,71.885353
"574",74.440002,74.580002,73.760002,74.32,1690400,71.914383
"575",73,73.169998,71.580002,71.900002,4399500,69.572716
"576",72.169998,72.43,71.75,72.150002,3025400,69.814621
"577",72.269997,72.269997,70.559998,71.339996,5469600,69.030838
"578",70.949997,71.540001,70.370003,71.480003,2046200,69.166306
"579",71.769997,73.050003,71.550003,72.849998,6282900,70.491966
"580",72.980003,73.5,72.089996,72.669998,3045800,70.317795
"581",72.720001,73.110001,72.300003,72.93,2459700,70.569374
"582",73.07,73.43,72.639999,73.370003,2216300,70.99514
"583",71.150002,72.860001,71.150002,72.400002,3450900,70.056534
"584",72.43,73.050003,72.290001,72.959999,3057200,70.598396
"585",73.349998,73.379997,72.150002,72.18,3151900,69.843651
"586",72.190002,72.970001,65,66.610001,12472500,64.453949
"587",60.09,61.5,57.700001,59.25,40551000,57.332172
"588",58.560001,60.189999,58.02,59.599998,10181700,57.670845
"589",59,59.099998,57.470001,58.509998,10533200,56.616123
"590",58.48,59.110001,58.07,58.98,8371200,57.070911
"591",58.27,59.279999,58.009998,59.099998,9168200,57.187027
"592",58.560001,59.32,58.279999,59.130001,12089700,57.216057
"593",58.02,58.169998,56.73,56.880001,12267700,55.038891
"594",57.119999,58.299999,56.970001,57.75,7946600,55.880722
"595",57.549999,58.77,57.43,58.599998,7812100,56.703205
"596",58.459999,58.990002,58.23,58.639999,6956500,56.741913
"597",58.009998,59.5,57.810001,59.439999,8199200,57.516022
"598",58.830002,60.119999,58.709999,59.990002,10899400,58.048218
"599",60.18,61.150002,60.02,61,9828500,59.222965
"600",60.610001,62.189999,60.610001,61.5,9350100,59.708401
"601",60.959999,61.709999,60.84,61.080002,9080900,59.300644
"602",61.5,62.189999,61.220001,61.869999,6435100,60.067627
"603",62.139999,62.66,61.880001,62.07,6931000,60.261799
"604",61.830002,62.169998,61.549999,61.880001,4540500,60.077332
"605",61.939999,62.900002,61.75,62.360001,5059700,60.543354
"606",61.73,62.330002,61.73,61.93,5698600,60.125874
"607",61.77,62.099998,60.130001,60.540001,7308500,58.776367
"608",61.029999,61.540001,58.869999,61.099998,7812800,59.320053
"609",61.73,62.240002,61.279999,62.18,6435300,60.368591
"610",61.939999,62.150002,61.75,61.900002,5228100,60.096752
"611",62.240002,62.98,62.150002,62.779999,2312100,60.951115
"612",62.849998,63.43,62.669998,63.029999,3763700,61.193836
"613",63.66,63.93,63.02,63.369999,3043200,61.52393
"614",63.09,63.389999,62.110001,62.150002,3380200,60.33947
"615",62.48,62.560001,61.860001,62.34,6092600,60.523933
"616",62,62.220001,61.02,61.639999,5452000,59.84433
"617",62,62.990002,61.639999,62.560001,3932000,60.73753
"618",63.27,64,63.119999,63.720001,4883700,61.863735
"619",63.669998,64,61.900002,62.610001,7179100,60.786068
"620",63.299999,64.290001,62.82,64.169998,8717300,62.300613
"621",64.120003,64.720001,63.860001,64.459999,8774100,62.58218
"622",64.089996,64.480003,63.77,64.050003,5614800,62.184116
"623",64.050003,64.150002,63.049999,63.16,4004900,61.320042
"624",63.599998,64.220001,63.049999,63.060001,2341500,61.222954
"625",63.27,63.450001,62.939999,63.060001,2938100,61.222954
"626",63.369999,63.790001,63.169998,63.389999,10908500,61.543343
"627",64.470001,65.199997,63.849998,64.279999,3010300,62.40741
"628",64.410004,64.550003,63.599998,64.360001,2890900,62.485092
"629",64.419998,64.449997,63.790001,64.18,2744800,62.310333
"630",63.740002,64.870003,63.689999,64.709999,3056100,62.824883
"631",64.410004,64.849998,63.900002,64.199997,3099600,62.32975
"632",63.84,64.459999,63.619999,64.379997,3463500,62.504501
"633",64.580002,64.959999,63.669998,64.059998,3521800,62.193821
"634",64.349998,65.419998,64.089996,65.290001,3204200,63.388004
"635",65.57,65.910004,65.190002,65.860001,2787400,63.941387
"636",65.900002,66.089996,65.5,65.82,3170500,63.902554
"637",65.800003,66.309998,65.349998,65.949997,2262000,64.028755
"638",66.209999,66.25,65.120003,65.239998,2820000,63.339439
"639",64.779999,66.019997,64.309998,65.93,2480100,64.009346
"640",66.059998,66.269997,65.029999,65.139999,4094800,63.242374
"641",65.300003,65.910004,65.190002,65.550003,3288700,63.64043
"642",65.089996,65.870003,64.889999,65.870003,3460200,63.951099
"643",65.540001,65.839996,64.830002,65.760002,4183100,63.844299
"644",65.809998,66.010002,65.309998,65.779999,2437700,63.863724
"645",65.760002,66.5,65.75,66.400002,1711000,64.465668
"646",66.360001,66.470001,65.440002,66.040001,2369700,64.11615
"647",65.660004,65.660004,65.089996,65.330002,2776500,63.42683
"648",65.449997,66.080002,64.239998,65.139999,5583000,63.242374
"649",66.959999,67.879997,65.029999,66.410004,6183300,64.475365
"650",65.339996,65.480003,62.810001,63.490002,5801800,61.64043
"651",62.700001,63.240002,61.799999,62.040001,4304100,60.232674
"652",62.189999,62.75,61.459999,62.580002,3715400,60.756943
"653",61.68,62.450001,61.150002,62.209999,3068200,60.397717
