"","LUV.Open","LUV.High","LUV.Low","LUV.Close","LUV.Volume","LUV.Adjusted"
"453",59.16,59.16,57.77,57.959999,3570600,56.792442
"454",58.169998,58.439999,57.689999,58.130001,3757200,56.959019
"455",58.139999,58.529999,57.16,57.869999,4373000,56.704254
"456",57.220001,57.52,55.959999,57.48,4253300,56.322109
"457",57.759998,57.790001,54.360001,54.59,6127800,53.49033
"458",50.970001,51.700001,49.02,49.91,21643400,48.904602
"459",49.900002,50.18,48.330002,49.580002,10057900,48.581257
"460",49.93,50.18,47.099998,47.91,11202300,46.944893
"461",47.360001,49.18,47.25,49.150002,8954900,48.159912
"462",49.34,50.119999,49.049999,49.099998,7568000,48.11092
"463",49.299999,51.040001,49.299999,50.950001,6778600,49.923653
"464",51,52.549999,51,51.82,8458000,50.776123
"465",51.669998,51.779999,51.060001,51.419998,6203800,50.384182
"466",51.450001,52.450001,51.25,51.860001,8061200,50.815319
"467",52.099998,53.310001,51.950001,52.880001,4862500,51.814774
"468",52.700001,53.029999,52.34,52.720001,4634300,51.658001
"469",52.779999,53.509998,52.119999,52.490002,4229900,51.432636
"470",52.400002,52.720001,51.540001,51.889999,3946800,50.844719
"471",52.099998,53.07,52.09,52.73,6528700,51.667793
"472",52.759998,53.439999,52.25,52.48,4346600,51.422832
"473",52,53.5,51.73,53.23,5051700,52.157722
"474",52.849998,52.990002,51.68,52.580002,4770200,51.520821
"475",52.75,52.84,52.080002,52.389999,3019300,51.334648
"476",51.84,52.369999,51.330002,51.57,3373500,50.531162
"477",51.799999,53.209999,51.740002,52.25,2952800,51.197472
"478",52.720001,53.220001,52.16,52.68,2216600,51.618805
"479",53.049999,53.48,52.470001,52.759998,4319700,51.697189
"480",53.080002,53.970001,52.689999,52.790001,6216900,51.726589
"481",53.049999,53.080002,52.169998,53.080002,3813600,52.01075
"482",52.82,53.57,52.82,53.23,2929000,52.157722
"483",53.43,54.66,53.299999,54.610001,4546900,53.509926
"484",54.900002,55.68,54.23,54.369999,4041500,53.274761
"485",53.619999,54.169998,52.130001,52.799999,5877100,51.889088
"486",52.57,53.849998,52.259998,53.599998,7603500,52.675289
"487",53.23,53.389999,51.139999,51.360001,6238300,50.473927
"488",51.540001,51.799999,50.189999,51.139999,5006300,50.257725
"489",51.580002,51.610001,50.68,51.080002,2970900,50.198761
"490",51.48,51.5,50.549999,50.900002,4137800,50.02187
"491",50.880001,51,49.360001,50.34,6866700,49.471527
"492",49.619999,51.080002,49.580002,50.09,3998700,49.225838
"493",49.84,50.110001,48.529999,49.389999,5814200,48.537914
"494",49.889999,50.150002,49.349998,49.599998,3560600,48.744293
"495",49.369999,49.98,48.349998,48.779999,4350600,47.938438
"496",48.52,48.880001,46.41,47.07,4759300,46.257938
"497",47.07,47.810001,45.77,45.950001,8357700,45.157265
"498",45.560001,45.689999,44.349998,44.400002,3782200,43.634007
"499",44.75,46.759998,44.279999,46.720001,3929200,45.913982
"500",46.27,46.82,45.110001,46.799999,3281200,45.992599
"501",47,47.5,46.59,46.759998,3135700,45.953289
"502",46.939999,47.139999,46.060001,46.48,3805100,45.67812
"503",46.049999,47.200001,45.470001,47.139999,4081300,46.326733
"504",46.48,46.57,44.610001,45.610001,4404900,44.823132
"505",45.990002,48.060001,45.990002,47.860001,4762100,47.034309
"506",47.84,48.259998,47.169998,47.869999,5194700,47.04414
"507",48.5,48.59,47.209999,47.540001,4462600,46.719833
"508",47.630001,49.27,47.57,49.080002,3489400,48.233261
"509",47.490002,49.029999,46.900002,48.990002,5424800,48.144821
"510",48.650002,48.860001,47.849998,48.52,3568900,47.682926
"511",48.18,49.290001,47.700001,48.759998,3908800,47.918785
"512",49.009998,50.02,48.860001,49.610001,4408900,48.754124
"513",50.360001,50.73,49.75,49.779999,4640300,48.921185
"514",49.740002,50.93,49.619999,50.59,3483100,49.717213
"515",50.91,51.580002,50.599998,51.57,3236200,50.680305
"516",51.25,51.540001,50.240002,50.540001,4153900,49.668076
"517",50.880001,51.310001,50.060001,51.02,4721300,50.139793
"518",53.75,54.869999,52.720001,54.209999,11000800,53.274761
"519",55,55.689999,54.049999,54.98,7351800,54.031475
"520",54.889999,55.959999,54.889999,55.52,5073200,54.56216
"521",55.650002,56.540001,55.380001,56.369999,5231900,55.397495
"522",56.66,57.82,56.580002,57.490002,6768600,56.498173
"523",57.490002,57.639999,56.41,56.759998,4658800,55.780766
"524",56.990002,58,56.91,57.130001,3610400,56.144386
"525",57.200001,58.310001,57.150002,58.290001,4426900,57.284374
"526",58.5,58.77,57.529999,57.880001,5130900,56.881451
"527",57.549999,57.720001,56.639999,57.610001,5305600,56.616104
"528",57.169998,57.669998,57.119999,57.48,3130500,56.488342
"529",56.970001,57.650002,56.810001,57.650002,3151400,56.655418
"530",58.07,58.439999,57.599998,58.279999,4081700,57.274544
"531",58.279999,58.740002,57.509998,57.700001,3612800,56.704552
"532",57.970001,58.57,57.810001,58,3969200,56.999371
"533",57.610001,58.490002,57.150002,58,5013400,56.999371
"534",58.5,58.599998,57.639999,57.700001,4992000,56.704552
"535",57.349998,58.16,56.66,57.669998,5656300,56.675068
"536",55.040001,55.389999,54.18,54.41,11873100,53.47131
"537",54.200001,54.75,54.049999,54.310001,4916600,53.373035
"538",54.130001,54.389999,53.470001,53.619999,4569600,52.694939
"539",53.91,54.200001,53.599998,53.959999,5650600,53.029072
"540",53.959999,54.630001,53.669998,53.689999,5806600,52.763733
"541",53.490002,54.200001,53.310001,53.849998,5569200,52.920971
"542",53.889999,56.959999,53.68,56.040001,15308200,55.073185
"543",56.279999,56.580002,54.049999,54.34,9041400,53.402519
"544",54.220001,54.560001,53.259998,53.830002,4526200,52.901314
"545",54,54.400002,53.32,53.389999,5211600,52.625324
"546",53.5,53.779999,52.759998,53.060001,5114900,52.300056
"547",52.830002,53.18,51.959999,52.43,5552200,51.679081
"548",52.009998,52.009998,51.32,51.77,4648100,51.028526
"549",49.900002,51.639999,49.82,51.610001,6185700,50.870823
"550",51.380001,51.43,49.91,50.400002,8767000,49.678146
"551",50.889999,51.779999,48.580002,50.610001,12543800,49.885143
"552",50.779999,51.59,50.610001,51.16,7699800,50.427261
"553",51.16,51.720001,50.950001,51.369999,7146500,50.634254
"554",51.34,51.529999,51,51.080002,4217300,50.348412
"555",51.169998,51.720001,50.48,50.740002,4319700,50.013283
"556",50.5,50.700001,49.41,49.700001,5785700,48.988174
"557",49.700001,51.029999,49.700001,50.740002,5574100,50.013283
"558",50.419998,50.52,49.299999,49.32,4834900,48.613621
"559",49.259998,49.540001,48.529999,48.689999,4501800,47.992641
"560",48.849998,49.48,48.580002,48.75,3821400,48.051781
"561",48.5,50.25,48.5,49.830002,8071800,49.116318
"562",49.799999,50.720001,49.720001,50.450001,7368900,49.727432
"563",50.580002,52.099998,50.450001,51.91,6669600,51.166519
"564",52.27,53.049999,52.02,52.41,6312900,51.659367
"565",53.169998,53.43,52.150002,52.709999,4412800,51.955063
"566",52.950001,53.52,52.82,52.889999,3098300,52.132488
"567",53.25,53.299999,52.209999,53.18,2799500,52.418331
"568",53.25,53.73,53.060001,53.25,2531800,52.487331
"569",52.259998,52.5,51.669998,51.939999,7001700,51.196091
"570",51.630001,52.080002,51.380001,51.889999,3380600,51.146809
"571",52.57,52.759998,51.720001,52.619999,3910700,51.866352
"572",52.75,53.509998,52.689999,53,3287100,52.240913
"573",53.27,53.639999,52.709999,53.130001,2738400,52.369049
"574",53.060001,53.060001,52.279999,52.290001,2524600,51.541084
"575",52.259998,52.970001,51.98,52.779999,2941000,52.024059
"576",53.389999,53.630001,52.470001,52.759998,2571000,52.004345
"577",52.66,52.77,51.900002,52.18,3342100,51.432659
"578",51.860001,52.07,51.459999,51.709999,2971500,50.969387
"579",51.779999,52.919998,51.560001,52.790001,3600000,52.03392
"580",52.91,53.040001,52.389999,52.93,4074200,52.171913
"581",53.119999,54.860001,52.639999,53.349998,7115900,52.585899
"582",53.25,53.549999,52.939999,52.98,3939400,52.221195
"583",52.990002,54.07,52.740002,53.830002,4029400,53.059021
"584",53.93,54.560001,53.52,54.23,3861000,53.453297
"585",54.599998,54.610001,53.860001,53.900002,2514200,53.128021
"586",53.990002,54.490002,53.360001,53.369999,2903900,52.60561
"587",53.52,53.93,53.290001,53.619999,2502100,52.852032
"588",52.810001,53.610001,52.720001,53.48,2307600,52.714035
"589",53.040001,53.119999,51.450001,52.209999,4893900,51.462227
"590",51.889999,52.889999,51.610001,52.41,3464800,51.659367
"591",51.900002,52.52,51.799999,52.459999,2749100,51.708645
"592",52.150002,52.880001,51.18,52.740002,2564700,51.984638
"593",51.77,51.84,50.779999,51.040001,3285700,50.308987
"594",51.119999,51.939999,50.900002,51.650002,2616100,50.910252
"595",51.009998,52.439999,50.709999,52.009998,3086600,51.265087
"596",52.169998,53.009998,52,52.59,3176100,51.836784
"597",52.060001,52.98,51.950001,52.240002,2173200,51.491802
"598",51.779999,52.509998,51.73,52.009998,2658200,51.265087
"599",52.549999,53.439999,52.400002,53.369999,3471400,52.60561
"600",53.240002,53.52,52.52,52.57,3192000,51.817066
"601",52.049999,52.049999,50.360001,50.959999,5438200,50.230129
"602",51.110001,51.560001,50.880001,51.150002,2311900,50.417408
"603",50.73,50.93,49.990002,50.029999,3446600,49.31345
"604",50.150002,50.150002,49.110001,49.560001,3703100,48.850182
"605",49.57,49.889999,49.060001,49.389999,2792300,48.682617
"606",48.91,49.009998,47.439999,47.599998,5193900,46.918251
"607",47.599998,48.349998,47.400002,47.790001,5231200,47.10553
"608",48.240002,49.220001,48.169998,48.950001,6212700,48.431335
"609",49.59,50.290001,49.400002,50.220001,4456100,49.687878
"610",50.25,50.5,49.540001,49.98,2385900,49.45042
"611",50.16,50.959999,50.080002,50.369999,2032300,49.836285
"612",50.849998,51.330002,50.279999,50.299999,3016600,49.767033
"613",50.560001,51.139999,50.27,50.580002,2949000,50.044064
"614",50.59,51.110001,50.419998,50.810001,2572800,50.271626
"615",51.110001,52.75,51.07,52.380001,4241800,51.824989
"616",52.540001,52.59,51.380001,51.82,2535300,51.27092
"617",51.610001,51.700001,51.07,51.18,2811200,50.637703
"618",51.43,52.459999,51.16,51.700001,3068800,51.152195
"619",52,52.099998,50.889999,51.509998,3903300,50.964207
"620",51.82,51.91,51.029999,51.52,3884300,50.974102
"621",51.52,51.990002,51.119999,51.25,4733300,50.706959
"622",51.459999,51.5,50.91,51.220001,2384200,50.67728
"623",51.119999,51.610001,50.959999,51,2954000,50.45961
"624",51.07,51.380001,50.349998,50.700001,3847600,50.162792
"625",50.759998,51.470001,50.5,50.740002,3856700,50.20237
"626",50.959999,51.18,50.650002,50.779999,5965400,50.24194
"627",51.200001,51.830002,51.049999,51.540001,3350600,50.993893
"628",51.91,52.25,51.029999,51.43,2909300,50.885056
"629",51.77,52.23,51.580002,51.889999,2717000,51.340179
"630",51.849998,52.25,51.459999,51.880001,2113200,51.330284
"631",51.599998,52.290001,51.41,52.080002,3164700,51.528172
"632",51.709999,52.240002,51.470001,51.689999,3121800,51.1423
"633",51.91,52.34,51.720001,51.860001,3224000,51.310497
"634",52.169998,52.23,51.77,51.84,2094500,51.29071
"635",52,52.810001,51.82,52.509998,2643100,51.953606
"636",52.349998,53,52.18,52.259998,3191400,51.706261
"637",52.279999,53.790001,52.279999,53.279999,3601100,52.71545
"638",53.130001,53.130001,52.27,52.299999,3712800,51.745838
"639",52.169998,52.73,51.900002,52.439999,2969400,51.884354
"640",52.529999,52.93,52,52.02,4285500,51.468803
"641",52.310001,53.099998,52.27,52.68,3567200,52.121811
"642",52.75,54.25,52.73,54.119999,3399900,53.546551
"643",54,54.939999,53.849998,54.720001,4756600,54.140194
"644",53.330002,55.939999,52.41,54.91,8684100,54.328182
"645",54.860001,54.860001,53.139999,53.25,5835400,52.685772
"646",53.150002,53.689999,52.689999,52.880001,3785900,52.319695
"647",52.549999,52.799999,52.150002,52.549999,2794400,51.993187
"648",52.549999,52.709999,51.389999,51.529999,4985500,50.983997
"649",51.529999,52.279999,50.419998,50.959999,4588000,50.420036
"650",50.84,50.970001,50.25,50.619999,3142500,50.083633
"651",50,50,48.400002,48.959999,5156500,48.441227
"652",49.389999,49.790001,49.049999,49.709999,3234900,49.183277
"653",49.18,50.169998,48.77,49.93,3592400,49.400948
"654",50.240002,50.799999,49.91,50.490002,3673100,49.955017
"655",50.23,50.759998,50.060001,50.450001,2594300,49.91544
"656",50.02,50.150002,49.540001,50.049999,2112100,49.51968
"657",49.400002,50.950001,49.360001,49.919998,3240500,49.391052
"658",49.419998,49.439999,48.220001,48.759998,3653800,48.243347
"659",48.91,49.040001,48.09,48.209999,2935600,47.699173
"660",48.700001,50.009998,48.549999,49.790001,2997200,49.262432
"661",50.330002,50.950001,50.299999,50.639999,3540100,50.103424
"662",50.450001,50.470001,49.73,50.02,2296900,49.666534
"663",50.41,50.889999,50.349998,50.59,2096500,50.232506
"664",50.810001,51.57,50.66,51.189999,3470200,50.828266
"665",50.950001,51.939999,50.23,50.560001,4692100,50.202724
"666",50.939999,51.16,50.240002,50.689999,3608800,50.331802
"667",50.970001,51.119999,50.189999,50.490002,2519100,50.133217
"668",50.240002,51.52,50.119999,51.16,2614900,50.798481
"669",51.66,52.389999,51.610001,52.299999,3851800,51.930424
"670",52.599998,53.189999,52.18,52.32,3274700,51.950283
"671",51.889999,52.240002,50.91,51.380001,4298000,51.016926
"672",51.830002,52.290001,51.009998,52.099998,3167000,51.731838
"673",52.599998,53.130001,52.439999,52.52,3236100,52.148872
"674",52.75,53.150002,52.080002,52.139999,2773600,51.771557
"675",52.139999,53.299999,51.82,53.080002,3127600,52.704914
"676",53.290001,53.630001,52.880001,53.380001,3196200,53.002792
"677",53.470001,54.860001,53.040001,54.709999,5496000,54.323395
"678",54.790001,55.470001,54.299999,54.98,2963500,54.591484
"679",55.98,56.349998,55.650002,55.790001,4400800,55.395763
"680",54.389999,55.860001,54.060001,55.810001,4727300,55.415623
"681",55.25,56.279999,55.209999,55.73,4270200,55.336189
"682",55.700001,56.490002,55.599998,56.23,4514200,55.832653
"683",56.09,56.209999,55.060001,55.080002,4054800,54.690781
"684",55.16,55.439999,54.27,54.490002,7034800,54.10495
"685",54.349998,54.759998,53.959999,54.48,2910200,54.09502
"686",54.939999,55.18,54.07,54.73,3402100,54.343254
"687",54.759998,55.34,54.52,54.82,2118900,54.432617
"688",54.869999,55.18,54.439999,54.580002,2528900,54.194313
"689",54.900002,55.169998,54.060001,54.34,3160700,53.956013
"690",54.400002,54.689999,53.73,54.009998,3712900,53.628338
"691",54.290001,54.900002,53.290001,53.369999,4204900,52.992863
"692",52.720001,53,51.189999,52.040001,5131400,51.672264
"693",52.040001,52.439999,51.259998,52.259998,4079200,51.890705
"694",52.16,52.990002,52.16,52.790001,2779800,52.416962
"695",53,53.450001,52.779999,53.040001,2775100,52.665195
"696",52.73,53.720001,52.41,53.029999,3751400,52.655266
"697",53.57,54.139999,53.130001,53.490002,3698600,53.112019
"698",52.700001,53.84,52.599998,53.669998,2822400,53.290741
"699",54.369999,54.610001,53.880001,53.919998,3032800,53.538975
"700",53.720001,54.299999,53.720001,54.029999,1932800,53.648197
"701",53.990002,54.779999,53.650002,54.16,3505800,53.777283
"702",54.16,54.599998,53.66,53.669998,4356100,53.290741
"703",54.049999,54.209999,53.689999,53.860001,3872500,53.479401
"704",53.869999,54.720001,53.450001,53.48,7672900,53.102085
"705",54.310001,54.310001,53.139999,53.23,6836000,52.853851
"706",53.119999,53.509998,52.290001,52.919998,5598400,52.546043
"707",52.93,53.41,52.66,53.240002,5038300,52.863785
"708",54.200001,57.099998,54,56.290001,10462200,55.892231
"709",56.07,56.799999,55.73,56.740002,4044000,56.339054
"710",56.919998,57.82,56.830002,57.639999,5439400,57.232689
"711",57.610001,57.900002,57.150002,57.209999,3074800,56.805729
"712",57.189999,57.27,56.48,57.040001,2280500,56.636932
"713",56.549999,56.639999,55.73,56.130001,2555200,55.733364
"714",56.34,56.369999,55.849998,56.259998,2364500,55.862442
"715",56.529999,56.990002,56.369999,56.98,2368000,56.577351
"716",57.16,57.98,57.009998,57.880001,2897900,57.470997
"717",57.900002,57.900002,57.040001,57.860001,2649200,57.451138
"718",58,58.5,57.860001,58.240002,2860900,57.828453
"719",58.200001,58.349998,57.889999,58.18,2520600,57.768875
"720",58.009998,58.299999,57.200001,58.259998,3172600,57.848309
"721",58.34,58.41,57.669998,57.849998,1936000,57.441204
"722",57.599998,57.84,57.450001,57.59,1817900,57.183044
"723",57.240002,57.720001,57.080002,57.630001,1901400,57.222763
"724",57.889999,58.150002,57.68,57.790001,1647700,57.38163
"725",57.68,57.799999,57.200001,57.779999,2205200,57.3717
"726",57.990002,58.049999,57.299999,57.549999,2103400,57.143322
"727",57.330002,57.490002,56.259998,56.830002,3125800,56.428417
"728",56.849998,57.07,56.540001,56.59,2126000,56.190109
"729",56.810001,57.119999,56.599998,57.009998,1530200,56.60714
"730",57.200001,57.77,56.84,57.560001,2076400,57.153255
"731",57.779999,57.889999,57.119999,57.59,2665400,57.183044
"732",57.669998,57.950001,57.389999,57.75,1627000,57.341911
"733",57.75,57.950001,57.470001,57.639999,1098400,57.232689
"734",57.599998,57.799999,56.700001,56.720001,2977200,56.319195
"735",56.200001,56.34,55.619999,55.93,3669100,55.534775
"736",56.080002,56.549999,55.759998,55.779999,3379700,55.38583
"737",56.049999,56.18,55.490002,55.529999,2791700,55.1376
"738",55.82,56.27,55.77,55.939999,2257000,55.544704
"739",55.810001,55.939999,55.41,55.470001,2553700,55.078026
"740",55.290001,55.580002,54.759998,54.91,2785000,54.699482
"741",54.540001,54.849998,53.810001,54,4881300,53.792969
"742",54.459999,55.419998,54.16,54.490002,4054800,54.281094
"743",54.34,54.849998,54.130001,54.150002,2705400,53.942398
"744",54.549999,54.93,54.34,54.349998,3293900,54.141628
"745",54.299999,55.110001,54.02,54.18,3965600,53.972279
"746",54.349998,54.540001,53.43,53.599998,3930600,53.394501
"747",53.509998,54.200001,53.509998,54.080002,3833800,53.872665
"748",54.279999,54.700001,54.009998,54.630001,7819700,54.420555
"749",54.810001,56.09,54.669998,55.25,7845800,55.038177
"750",55.27,55.32,54.669998,54.939999,1326400,54.729366
"751",54.939999,55.34,54.599998,54.900002,1930800,54.689522
"752",54.970001,55,54.060001,54.32,3348200,54.111744
"753",54.32,54.400002,53.82,54.080002,2696300,53.872665
"754",54.040001,54.119999,53.82,53.98,2881100,53.773045
"755",54.380001,54.869999,54.290001,54.84,3713000,54.629749
"756",53.599998,54.419998,53.040001,54.349998,3536100,54.141628
"757",53.689999,54.560001,53.48,54.130001,4200300,53.922474
"758",54.330002,54.400002,53.880001,54.290001,2997600,54.08186
"759",53.68,54.66,53.639999,54.369999,4103100,54.161549
"760",54.5,54.82,54.200001,54.299999,3850700,54.09182
"761",54.349998,54.400002,53.689999,53.939999,4051400,53.7332
"762",53.939999,54.080002,53.610001,53.990002,3958600,53.783009
"763",54.580002,55.18,54.34,54.490002,5007400,54.281094
"764",54.290001,55.099998,54.119999,55.029999,4097100,54.819019
"765",55.380001,55.68,55.080002,55.299999,2950500,55.087986
"766",55.41,55.490002,54.759998,55.009998,3999900,54.799095
"767",54.630001,55.07,53.18,53.540001,6753500,53.334736
"768",53.900002,54.279999,53.459999,53.48,5303600,53.274963
"769",53,55.459999,51.849998,55.400002,6784500,55.187603
"770",55.610001,56.560001,54.959999,56.549999,7995100,56.333191
"771",55.23,56.66,55.150002,56.25,8275100,56.034344
"772",56.59,57.73,56.389999,57.599998,6242300,57.379166
"773",57.75,58.189999,56.82,56.889999,6666000,56.67189
"774",55.310001,56.470001,55.220001,55.830002,5129600,55.615955
"775",55.619999,55.919998,54.630001,54.98,5552100,54.769211
"776",55.41,55.73,54.689999,55.220001,4071100,55.008293
"777",55.990002,56.369999,55.5,55.68,3619400,55.46653
"778",56.43,57.23,56.119999,56.950001,3162700,56.731659
"779",57.380001,58.009998,57.080002,57.720001,4332000,57.498711
"780",57.459999,57.709999,56.990002,57.259998,2703600,57.04047
"781",57.200001,57.490002,56.529999,57.419998,2882100,57.199856
"782",57.82,58.59,57.59,57.93,2848600,57.707905
"783",58.27,58.66,58,58.48,2234200,58.255795
"784",58.060001,58.689999,57.849998,58.540001,2401800,58.315563
"785",58.68,58.830002,57.889999,57.970001,2481800,57.747749
"786",58,58.34,57.380001,57.599998,3086600,57.379166
"787",57.68,57.740002,57.060001,57.110001,2135100,56.891048
"788",57.040001,57.509998,56.709999,56.939999,2924800,56.721699
"789",56.529999,56.799999,55.459999,56.529999,2324600,56.313271
"790",54.869999,54.990002,53.349998,54.110001,7538400,53.90255
"791",54.41,54.5,49.549999,49.66,9351700,49.469608
"792",50.09,50.48,48.080002,48.900002,9286300,48.712524
"793",47.150002,49.209999,45.639999,46.630001,10355900,46.451225
"794",45.07,46.77,44.98,46.189999,11851000,46.012913
"795",46.540001,47.18,44.34,46.950001,9043200,46.77
"796",47.540001,48.389999,45.049999,45.209999,7338100,45.209999
"797",45.889999,47.07,44.860001,46.93,8990300,46.93
"798",45.060001,45.700001,44.18,45.25,10774800,45.25
"799",43.560001,46.799999,42.720001,45.73,10708100,45.73
"800",42.889999,45.610001,42.720001,43.619999,9602300,43.619999
"801",45.279999,45.849998,42.509998,45.560001,9366900,45.560001
"802",43.990002,44.380001,41.630001,42.490002,10508900,42.490002
"803",39.330002,40.599998,35.610001,36.07,16353400,36.07
"804",39.189999,41.279999,36.310001,41.279999,14308800,41.279999
"805",36.5,39.450001,35.849998,37.52,15849900,37.52
"806",38.209999,40.689999,36,38.25,8133500,38.25
"807",35.779999,36.419998,29.15,35.150002,14219600,35.150002
"808",34.650002,35.049999,30.5,30.860001,18052600,30.860001
"809",32.060001,33.950001,29.65,31.940001,12617900,31.940001
"810",31.690001,34.490002,30.25,33.73,9616800,33.73
"811",38.200001,39.130001,36.049999,37.66,12803100,37.66
"812",41.52,41.73,37.310001,39.400002,16346700,39.400002
"813",40.900002,43.560001,40.060001,41.23,8986300,41.23
"814",39.84,40.139999,36.099998,36.380001,8297400,36.380001
"815",35.52,37.150002,34.5,35.099998,7443300,35.099998
"816",35.27,37.470001,34.950001,35.610001,7794100,35.610001
"817",34.049999,34.200001,31.809999,32.040001,8545900,32.040001
"818",32.110001,32.84,30.870001,31.5,7853500,31.5
"819",31.33,31.879999,29.73,30.540001,9915900,30.540001
"820",31.790001,31.959999,30,30.700001,13833000,30.700001
"821",33.84,35.43,32.32,32.77,14036100,32.77
"822",33.560001,34.779999,32.630001,34.299999,8923800,34.299999
"823",36.299999,37.310001,35.130001,36.470001,10338100,36.470001
"824",36.720001,36.720001,33.75,34.259998,9067500,34.259998
"825",35.169998,36.049999,34.709999,34.779999,8860200,34.779999
"826",35.150002,35.259998,32.52,32.82,20028700,32.82
"827",32.119999,32.349998,30.200001,30.68,17862300,30.68
"828",32.5,32.950001,30.9,31.190001,20139900,31.190001
"829",30.639999,31.48,29.51,31.059999,14553900,31.059999
"830",30.049999,31.23,29.6,30.110001,12562700,30.110001
"831",30.629999,30.809999,28.799999,29.709999,15676500,29.709999
"832",29.809999,30.780001,29.59,30.139999,11631600,30.139999
"833",30.200001,30.43,28.799999,29.33,15077600,29.33
"834",29.790001,29.91,28.85,29.110001,14224500,29.110001
"835",29.120001,30.48,28.25,29.690001,54153900,29.690001
"836",29.49,31.799999,29.43,30.969999,101007800,30.969999
"837",30.709999,31.690001,30.18,31.25,62444700,31.25
"838",30.5,30.959999,28.75,29.23,36353800,29.23
"839",27.23,27.940001,26.5,27.559999,43447700,27.559999
"840",28.07,28.129999,26.18,26.42,36676900,26.42
"841",26.549999,26.74,24.77,24.93,36971800,24.93
"842",24.99,26.27,24.950001,25.450001,24535900,25.450001
"843",26.040001,27.23,25.91,27.200001,19120400,27.200001
"844",26.620001,26.860001,25.780001,26.09,20841500,26.09
"845",26.190001,26.620001,25.139999,25.24,16904400,25.24
"846",25.02,25.1,23.52,24,22892500,24
"847",23.379999,24.809999,22.469999,24.780001,23187200,24.780001
"848",24.370001,24.870001,23.75,23.870001,18679800,23.870001
"849",25.75,27.24,25.549999,27.09,27148700,27.09
"850",28.5,28.85,26.93,27.690001,35768200,27.690001
"851",28.469999,29.33,28.17,29.15,27249000,29.15
"852",29.309999,30.120001,29.02,29.6,22166500,29.6
"853",29.76,29.98,28.309999,28.870001,17558200,28.870001
"854",31.709999,32.939999,31.440001,32.52,41232500,32.52
"855",34.900002,35.16,31.4,33.66,44902300,33.66
"856",33.900002,34.099998,32.34,32.549999,24743000,32.549999
"857",31.48,32.82,31.200001,32.099998,19741300,32.099998
"858",32.299999,34.400002,32.16,33.619999,20812800,33.619999
"859",34.860001,35.200001,34.029999,34.48,22875700,34.48
"860",35.07,36.950001,34.900002,36.419998,26644900,36.419998
"861",37.790001,39.759998,36.599998,38.27,54234500,38.27
"862",41.98,42.349998,37.57,38.18,54289300,38.18
"863",40.139999,40.610001,38.700001,40.59,31341000,40.59
"864",38.360001,38.810001,36.580002,38.009998,26724400,38.009998
"865",36.009998,38.200001,34.759998,37.139999,37974200,37.139999
"866",32.939999,35.169998,32.5,32.830002,28557000,32.830002
"867",36.060001,36.990002,34.310001,35.869999,26920400,35.869999
"868",33.799999,36.919998,33.610001,36.34,23794700,36.34
"869",38.509998,38.630001,35.52,36.57,30327500,36.57
"870",36.240002,36.799999,35.669998,36.310001,18721000,36.310001
"871",35.650002,36.57,35.41,35.849998,13810100,35.849998
"872",36.57,36.610001,33.950001,34.549999,20499000,34.549999
"873",34.029999,34.82,33.639999,34.360001,14395700,34.360001
"874",34.779999,34.799999,33.849998,34.75,15215000,34.75
"875",34,34.27,32.23,32.25,19031700,32.25
"876",31.190001,33.060001,30.940001,32.970001,18182600,32.970001
"877",33.130001,33.150002,31.18,31.959999,23962000,31.959999
"878",33.150002,35.360001,32.330002,35.040001,25720800,35.040001
"879",34.98,34.990002,33.57,34.18,18758400,34.18
"880",35.290001,35.599998,33.669998,33.810001,16127000,33.810001
"881",34.700001,34.919998,33.959999,34.119999,12300600,34.119999
"882",34.720001,34.880001,33.150002,34.299999,16454900,34.299999
"883",33.490002,33.540001,32.939999,33.009998,10922100,33.009998
"884",32.560001,33.470001,32.07,32.889999,16028400,32.889999
"885",32.470001,32.73,31.299999,31.57,17209500,31.57
"886",31.16,33.349998,31.16,33.220001,14939500,33.220001
"887",33.419998,33.529999,32.27,32.639999,15503400,32.639999
"888",31.84,33.380001,31.75,33.25,11588800,33.25
"889",35.029999,36.099998,34.27,35.75,21286100,35.75
"890",34.830002,35.080002,33.900002,34.209999,11389900,34.209999
"891",34.07,34.52,33.82,34.130001,7775600,34.130001
"892",33.970001,34.299999,32.73,32.98,12541800,32.98
"893",33.330002,34.16,33.25,33.619999,11922600,33.619999
"894",33.5,33.91,33.049999,33.299999,10424000,33.299999
"895",32.75,34.16,32.060001,32.790001,22888500,32.790001
"896",32.310001,32.450001,31.57,31.66,14976700,31.66
"897",31.57,31.93,31.24,31.530001,9759000,31.530001
"898",31.51,32.669998,31.48,32.290001,10257600,32.290001
"899",32.580002,32.630001,31.48,31.790001,11150800,31.790001
"900",31.33,31.65,30.77,30.959999,12316500,30.959999
"901",30.799999,31.02,30.24,30.889999,11115400,30.889999
"902",30.75,32.150002,30.299999,31.58,13462200,31.58
"903",31.700001,32.27,31.379999,31.4,12116700,31.4
"904",31.9,33.200001,31.790001,32.720001,14899600,32.720001
"905",33.259998,33.349998,32.32,33.02,15007900,33.02
"906",32.84,33.299999,32.689999,33.279999,9381200,33.279999
"907",33.650002,35.150002,33.549999,34.990002,15958000,34.990002
"908",36.610001,37.439999,35.07,35.290001,21870300,35.290001
"909",35.830002,36.080002,34.360001,35.25,13003000,35.25
