"","BLK.Open","BLK.High","BLK.Low","BLK.Close","BLK.Volume","BLK.Adjusted"
"37",388.029999,389.160004,385.730011,389.160004,483500,345.649353
"38",389.549988,391.369995,388.220001,391,368600,347.283691
"39",389.040009,391.079987,386.920013,387.459991,781800,344.139465
"40",394.25,399.170013,392.790009,397.809998,791500,353.332336
"41",395.149994,395.380005,391.420013,391.649994,475100,350.060944
"42",392.029999,392.929993,389.420013,390.170013,340900,348.738098
"43",387.720001,388.940002,385.76001,387.660004,366100,346.494659
"44",387.059998,387.649994,384.200012,385.350006,360700,344.429962
"45",387.980011,389.029999,384.369995,384.549988,416200,343.714874
"46",385.320007,386.959991,381.929993,384.269989,393700,343.46463
"47",387.329987,387.98999,383.890015,384.579987,483400,343.74173
"48",385.619995,386.130005,383.109985,384.890015,404300,344.018829
"49",383.190002,386.089996,381.339996,383.290009,353400,342.588745
"50",385.399994,388.970001,384.100006,388.220001,433500,346.995148
"51",389.109985,392.119995,387.25,390,535600,348.586182
"52",391.230011,391.230011,382.619995,382.850006,672200,342.195465
"53",382.119995,382.440002,378.869995,380.450012,436100,340.050232
"54",383,383.119995,374.089996,375.160004,610500,335.322021
"55",373.579987,376.209991,372,375.470001,343800,335.59906
"56",374.5,379.320007,374.5,375.399994,418100,335.536499
"57",376.769989,377.959991,372.230011,374.410004,318400,334.651642
"58",369.26001,375.049988,368,375,614100,335.178986
"59",373.779999,381.880005,373.609985,380.630005,593800,340.211121
"60",378.519989,380.920013,377.589996,379.410004,461600,339.120697
"61",378.100006,384.130005,378.100006,383.040009,483800,342.365295
"62",382.579987,386.23999,381.570007,383.51001,434600,342.78537
"63",383.829987,385.200012,378.160004,382.089996,502200,341.516083
"64",381.230011,381.880005,379.070007,380.799988,407500,340.363129
"65",383.480011,386.790009,380.200012,380.910004,467000,340.461517
"66",381.25,385.440002,380.23999,384.100006,330700,343.312714
"67",381.720001,389.299988,381.720001,386.019989,550100,345.028717
"68",386.079987,389.029999,384.140015,385.890015,390300,344.912628
"69",383.679993,384.519989,379.549988,384.049988,442000,343.268005
"70",382.929993,384.76001,380.380005,381.440002,377900,340.935089
"71",378.859985,384.540009,378.01001,379,366700,338.754303
"72",381.179993,384.100006,379.799988,383.799988,426700,343.044556
"73",381.589996,384.230011,379.720001,383.609985,498500,342.874695
"74",385.130005,385.850006,375.519989,377.100006,687200,337.055969
"75",378.350006,382.839996,375.670013,381.589996,725800,341.069244
"76",379.690002,381.380005,376.799988,378.059998,493800,337.914063
"77",385.929993,389.109985,384.119995,386.649994,595800,345.591888
"78",388.839996,388.839996,385.359985,388.190002,545100,346.968384
"79",388.450012,391.899994,387.100006,388.869995,465300,347.576172
"80",390.160004,391.040009,385.51001,390.709991,371400,349.220703
"81",390,391.359985,384.290009,384.570007,580500,343.732819
"82",387.200012,387.200012,383,383,585700,342.329498
"83",383.570007,384.890015,382.309998,384.5,379800,343.670197
"84",384.070007,385.549988,383.01001,384.290009,375400,343.482574
"85",386.399994,386.399994,381.299988,383.309998,460200,342.606567
"86",382.769989,383.809998,381.399994,383.76001,536300,343.008789
"87",384.640015,384.959991,380.769989,382.380005,336900,341.775269
"88",382.320007,383.859985,379.649994,380.5,472700,340.095001
"89",380.579987,382.470001,377.850006,382.269989,404900,341.677032
"90",380.399994,383.350006,378.559998,382.869995,454300,342.213318
"91",381.73999,385.200012,381.190002,385.119995,458100,344.224396
"92",386.600006,391.450012,385.359985,389.359985,556000,348.01413
"93",389.76001,392.279999,387.709991,391.299988,594000,349.748138
"94",391.299988,391.299988,381.649994,383.670013,859400,342.928345
"95",382.630005,392.829987,381.839996,388.480011,1011300,347.22757
"96",389.519989,394.970001,388.549988,393.320007,681900,351.553619
"97",395.690002,399,394.579987,396.279999,663900,354.199341
"98",396.339996,398.309998,395.179993,395.970001,726200,353.922272
"99",396.959991,396.959991,393,396.309998,493000,354.226166
"100",399.579987,407.929993,397.679993,406.359985,969600,363.208893
"101",404.23999,407.75,403.119995,407.019989,737300,363.798828
"102",404.839996,408.549988,404.73999,406.820007,746500,363.620056
"103",408,409.579987,406.089996,409.23999,917200,365.783081
"104",408.279999,414.089996,407.790009,413.380005,1324100,371.754547
"105",411.799988,416.540009,410.230011,414.709991,878700,372.9505
"106",414.730011,417.709991,413.910004,414.220001,424700,372.509949
"107",411.309998,416.559998,411.049988,413.829987,667200,372.15921
"108",415.470001,415.850006,413.269989,413.799988,584300,372.132172
"109",413.799988,417.630005,413.609985,415.230011,683300,373.418213
"110",416.570007,419.040009,415.359985,418.5,679200,376.358948
"111",417.75,420,416.899994,418.309998,783700,376.188049
"112",419.309998,421.25,416.859985,419.309998,373800,377.087341
"113",417.869995,421.609985,416.769989,421.48999,519300,379.04776
"114",418.799988,422.619995,417.459991,422.369995,475400,379.839203
"115",423.220001,423.470001,419.690002,420.51001,1182100,378.166504
"116",423.23999,428.470001,421.959991,428.380005,573000,385.244049
"117",426.5,427.660004,424.540009,424.690002,487500,381.925598
"118",425.779999,426.029999,420.339996,420.73999,580500,378.373322
"119",420.290009,424.73999,419.450012,423.170013,359800,380.558685
"120",424.350006,426.130005,420.26001,421.619995,811800,379.164795
"121",423.589996,426.220001,422.26001,424.690002,389600,381.925598
"122",425.869995,426.5,421.820007,422.130005,416700,379.623383
"123",426.320007,427.190002,422.619995,426.850006,391400,383.868103
"124",429.899994,430.839996,421.049988,423.23999,748900,380.621613
"125",425.799988,426.869995,422.279999,422.410004,502000,379.875214
"126",425.920013,430.910004,425.040009,428.820007,379900,385.63974
"127",428.820007,429.920013,426.26001,428.769989,446700,385.594727
"128",426.98999,428.570007,424.940002,425.190002,335400,382.375214
"129",427.549988,433.040009,425.950012,432.380005,390000,388.841156
"130",431.709991,438.850006,431.230011,436.23999,517000,392.312561
"131",436.73999,437.01001,429.670013,431.910004,507200,388.41861
"132",433.5,436.519989,432.140015,435.290009,468600,391.458252
"133",436.660004,438.570007,435.140015,437.880005,477600,393.787384
"134",436.429993,442.839996,435.269989,438.339996,766200,394.201141
"135",428,431.769989,422.880005,424.630005,1247300,381.871643
"136",421.920013,427.149994,420.200012,426.880005,848100,383.895111
"137",429.040009,429.579987,424.76001,426.459991,517200,383.517365
"138",426.559998,427.600006,425.019989,427.279999,396600,384.254822
"139",426,429.549988,425.450012,428.649994,440700,385.486816
"140",427.619995,429.079987,427.350006,428.320007,372400,385.190125
"141",432,434,430.140015,431.350006,531000,387.915009
"142",432.440002,435.529999,431.26001,432.709991,739200,389.138062
"143",434.440002,435.350006,421.959991,425.51001,538300,382.663086
"144",425,426.089996,421.899994,424,444400,381.305084
"145",426.480011,427.98999,424.649994,426.529999,578000,383.580292
"146",429.670013,431.790009,427.320007,429.980011,440900,386.682983
"147",428.559998,429.940002,424.350006,425.549988,394800,382.699036
"148",424.350006,427.089996,424,426.01001,442000,383.112732
"149",428.609985,429.149994,425.98999,426.51001,412600,383.562347
"150",427.040009,428.76001,426.019989,427.869995,279500,384.785431
"151",427.799988,431.920013,427.01001,428.820007,397800,385.63974
"152",426.309998,431.570007,425.26001,431.339996,350600,387.905975
"153",428.869995,430.049988,422.380005,422.690002,488200,380.127045
"154",422.149994,428.230011,422.140015,424.160004,807100,381.448975
"155",427.790009,429.75,426.25,428.059998,453300,384.956268
"156",429.880005,431.119995,426.940002,428.25,372800,385.127106
"157",431.73999,431.769989,426.519989,427.070007,326100,384.065979
"158",426.910004,428.329987,419.700012,419.940002,443900,377.653931
"159",417.209991,419.76001,414.380005,416.549988,1015000,374.605255
"160",416.359985,416.359985,411.799988,415.369995,526100,373.544098
"161",416.570007,422.279999,416.570007,421.369995,355900,378.939911
"162",418.410004,420.25,416.410004,418.070007,387400,375.972198
"163",419.369995,419.959991,415.73999,415.940002,308500,374.056702
"164",417.429993,419.799988,416.220001,416.369995,466700,374.443329
"165",417.329987,418.76001,413.709991,414.339996,499400,372.617798
"166",410.5,415.5,408.619995,414.130005,505500,372.428925
"167",414.76001,417.940002,413.920013,416.200012,404800,374.290558
"168",415.709991,420.279999,415.540009,419.01001,501600,379.094727
"169",422.350006,424.279999,420.630005,421.779999,441900,381.6008
"170",419.470001,421.48999,413.040009,413.649994,615500,374.245361
"171",415.380005,417.700012,411.890015,412.190002,430000,372.924408
"172",413.75,414.399994,409.410004,414.25,483300,374.788055
"173",413.170013,417.769989,412.640015,415.950012,316400,376.326141
"174",417.48999,426.040009,417.48999,424.040009,443200,383.645569
"175",426.140015,428.700012,424.690002,428.570007,333900,387.744019
"176",428.369995,428.399994,424.079987,425.519989,401000,384.984436
"177",425.790009,427,424.429993,425.690002,468300,385.138306
"178",426.73999,429.390015,423.130005,428.720001,850200,387.8797
"179",429.390015,431.709991,428.549988,429.440002,455400,388.531097
"180",430.690002,433.709991,428.950012,432.390015,361900,391.200104
"181",434.369995,435.200012,431.359985,434.070007,398900,392.720032
"182",434.730011,435.869995,431.399994,433.630005,293300,392.32193
"183",433.029999,437.140015,431.910004,435.48999,285800,394.00473
"184",435.48999,437.799988,433.179993,437.630005,288600,395.940948
"185",438.660004,438.660004,433.799988,434.399994,308400,393.018677
"186",438.269989,438.679993,433.869995,438.399994,410200,396.637604
"187",442,446.649994,439.519989,446.109985,473500,403.613129
"188",445,448.529999,443.559998,447.089996,457700,404.499756
"189",447.730011,450.48999,447.01001,449.950012,416300,407.08728
"190",449.420013,450.899994,446.869995,450.790009,540500,407.84729
"191",450.850006,457.940002,448.98999,457.910004,839700,414.288971
"192",458.559998,465.609985,456.959991,464.429993,642200,420.187897
"193",464.429993,465.869995,459.390015,463.220001,458400,419.093292
"194",464.910004,465.809998,461.660004,462.450012,339300,418.396576
"195",463.25,465.48999,461.630005,465.48999,687300,421.146912
"196",474,474.369995,460.160004,473.929993,1031800,428.782959
"197",476,485.230011,473.98999,480.589996,1241700,434.808502
"198",480.51001,483.559998,475.070007,475.48999,639700,430.194336
"199",476.630005,478.75,474.730011,477.959991,425400,432.429077
"200",477.220001,478.459991,472.799988,475.549988,431700,430.248627
"201",477.429993,477.880005,474.350006,477.5,414800,432.012848
"202",474,477.640015,472.23999,476.790009,464100,431.370514
"203",489.790009,489.790009,475.190002,476.619995,531300,431.216644
"204",476.98999,479.470001,473.730011,474.390015,436600,429.199158
"205",477.649994,478.279999,472.040009,473.720001,510400,428.592987
"206",473.720001,474.809998,465.149994,469.149994,644000,424.458282
"207",472.179993,475.299988,470.670013,473.480011,495200,428.375885
"208",473.690002,477.859985,470.660004,475.130005,432600,429.868683
"209",475.329987,475.660004,471.600006,472.290009,320900,427.299133
"210",471.720001,473.179993,470.23999,470.829987,413100,425.978241
"211",473.209991,473.850006,468.799988,469.290009,449300,424.58493
"212",469.429993,476.910004,469.329987,474.920013,528800,429.678558
"213",473.230011,480.170013,472.100006,479.109985,435600,433.469482
"214",478.75,479.790009,475.049988,475.609985,241600,430.302887
"215",475.209991,479.529999,472.230011,473.369995,240400,428.276306
"216",472.140015,473.929993,470.959991,472.200012,362200,427.217712
"217",469.359985,471.98999,462.51001,466.600006,454700,422.151215
"218",466.149994,468.880005,463.570007,465.829987,304000,421.454529
"219",462.380005,465.429993,461.070007,465.109985,499100,420.803101
"220",463.220001,470.609985,462.600006,470.450012,366000,425.634491
"221",467.859985,472.279999,463.75,470.5,470400,425.679688
"222",473.209991,474.350006,470.559998,474.019989,247000,428.864349
"223",471.75,479.25,471.660004,473.98999,505600,428.837219
"224",474.98999,476.369995,472.850006,474.769989,392100,429.542938
"225",477.709991,482.73999,477.019989,481.359985,440900,435.505219
"226",481.200012,483.980011,478.320007,478.940002,265400,433.315704
"227",481.130005,482.920013,479.339996,479.73999,134400,434.039459
"228",480.700012,484.170013,480.220001,481.959991,339000,436.047974
"229",482.850006,493.559998,480.700012,493.059998,447600,446.090576
"230",495.829987,505.329987,494.100006,500.820007,684200,453.111359
"231",503.940002,509,499.559998,501.190002,1071200,453.446045
"232",499.670013,504.399994,490.730011,502.079987,574700,456.528595
"233",509.109985,515.599976,508.100006,513.5,716900,466.912415
"234",513.619995,515.47998,510.899994,512.119995,501400,465.657684
"235",507,516.52002,506.200012,511.820007,386900,465.384918
"236",511.410004,516.469971,511.269989,512.409973,416700,465.921356
"237",514.200012,517.299988,511.609985,515.48999,471700,468.721954
"238",515.130005,515.710022,510.790009,512.130005,398100,465.666779
"239",513.940002,518.549988,511.670013,517.72998,430200,470.758667
"240",517.02002,518.880005,511.399994,512.549988,482100,466.048615
"241",514.559998,514.75,506.48999,506.75,336300,460.774872
"242",506.5,515.710022,506.369995,511.869995,896400,465.430359
"243",517,519.460022,515.070007,518.859985,433300,471.786194
"244",520.73999,520.73999,515.059998,515.820007,424500,469.021973
"245",520.419983,520.419983,512.539978,514.549988,294700,467.867188
"246",516.549988,518.679993,512.880005,513.590027,374900,466.994385
"247",514.669983,514.669983,508.640015,512.119995,258200,465.657684
"248",513.330017,513.98999,510.01001,513.719971,176600,467.112518
"249",514.369995,515.619995,512.26001,514.320007,216000,467.658112
"250",515,518.299988,514.710022,517.97998,222400,470.985992
"251",520,520.030029,513.710022,513.710022,306700,467.103455
"252",518.780029,518.780029,506.480011,508.970001,526400,462.793457
"253",508.660004,514.73999,508.160004,514.340027,448700,467.6763
"254",516.5,521.309998,515.01001,521.130005,389800,473.85022
"255",523.859985,525.940002,520.890015,525.570007,483000,477.887451
"256",523.940002,529.719971,523.52002,529.48999,561500,481.451721
"257",529,540,528.570007,533.940002,547700,485.498077
"258",534.469971,535.880005,529.780029,531.570007,483800,483.342987
"259",534.150024,538.960022,530.609985,537.919983,765200,489.117004
"260",552.700012,556.369995,546.710022,555.530029,941800,505.129242
"261",562.619995,571.820007,561.059998,563,1370600,511.9216
"262",567.210022,578.630005,565.289978,576.51001,983900,524.205872
"263",577.27002,584.210022,575.02002,579.219971,819600,526.669983
"264",582.619995,590.559998,581.030029,590.26001,591300,536.708435
"265",592.460022,593.440002,581.98999,593.26001,843600,539.43634
"266",593,594.52002,588.400024,589.679993,643400,536.18103
"267",591.900024,592.450012,583.179993,587.669983,642200,534.353333
"268",585,585.929993,572.950012,575.5,892500,523.287598
"269",578.210022,586.950012,577.119995,586.799988,516600,533.562378
"270",585.530029,585.530029,574.200012,574.419983,611000,522.305481
"271",570.049988,571.530029,562.179993,562.289978,851100,511.275909
"272",564.809998,566.969971,559.650024,561.799988,665800,510.830353
"273",561.409973,568.47998,558.75,565.190002,659600,513.912842
"274",565.26001,565.26001,545.809998,548.320007,808200,498.573395
"275",539.98999,553.030029,518.5,524.969971,1129400,477.341888
"276",510.809998,538.52002,507.26001,535.219971,1076700,486.661896
"277",535.179993,541.659973,532,532.26001,672400,483.97049
"278",534.22998,536.48999,509.01001,509.380005,1038700,463.166321
"279",517.049988,525.98999,500.01001,521.51001,938600,474.195801
"280",526.320007,532.140015,519.880005,525.380005,614700,477.71463
"281",520.859985,526.52002,518.77002,521.27002,517500,473.977539
"282",517.900024,540.349976,516.400024,539.940002,656700,490.953613
"283",546.409973,547.710022,531.169983,540.650024,648000,491.599335
"284",539.349976,548.47998,537.830017,541.099976,534400,492.008514
"285",541,546.429993,537.25,542.599976,532100,493.372345
"286",542.599976,556.059998,542.419983,543.559998,486300,494.24527
"287",547.960022,552.169983,537.48999,539.530029,626100,490.580902
"288",543.76001,549.909973,542.049988,549.75,366700,499.873596
"289",553.150024,564.219971,550.690002,563.969971,639600,512.803528
"290",561.950012,565.48999,552.76001,552.77002,616400,502.619781
"291",554.73999,566.400024,548.830017,549.429993,721100,499.582642
"292",548.599976,549.02002,527.030029,535.580017,779700,486.989319
"293",530.219971,539.799988,527.090027,537.580017,636500,488.807861
"294",532.650024,546.159973,531.419983,545.26001,384600,495.791046
"295",543.159973,549,540.140015,548.659973,387400,501.531616
"296",540.419983,548.52002,538.330017,547.429993,465500,500.407288
"297",548.869995,554.369995,547.02002,553.390015,595200,505.855255
"298",558.330017,578.650024,558.330017,577.179993,814700,527.601807
"299",578.340027,578.799988,569.01001,571.789978,410700,522.674683
"300",577.26001,578.559998,562.179993,564.059998,477500,515.608704
"301",566.659973,566.659973,557.559998,558.960022,341400,510.946777
"302",560.25,563.630005,555.849976,557.929993,313200,510.005249
"303",558.789978,565.880005,558.039978,563.659973,616900,515.243164
"304",563.849976,563.97998,548.090027,553.830017,554600,506.257568
"305",557.539978,557.840027,552,557.52002,381200,509.630585
"306",558.599976,573.469971,557.049988,564.159973,480100,515.700134
"307",556.140015,558.169983,538.380005,539.419983,699200,493.085388
"308",542.190002,542.190002,518.549988,521.130005,655400,476.366333
"309",529.900024,541.570007,525.570007,540.719971,672000,494.273621
"310",541.799988,545.289978,527.549988,532.109985,511300,486.403137
"311",534.369995,536.52002,524.070007,528.030029,496800,482.673706
"312",532.25,547.049988,528.640015,541.719971,488100,495.187653
"313",537.76001,539.77002,510.059998,519,746200,474.419342
"314",522.450012,529.890015,518.27002,528.72998,566000,483.313477
"315",515.77002,538.22998,515.650024,536.309998,471200,490.242462
"316",537.72998,544.580017,535.5,538.400024,397400,492.152924
"317",529.400024,533.76001,513.27002,519.919983,518500,475.260284
"318",527.119995,534.159973,520.219971,521.140015,559600,476.375519
"319",528.919983,538.880005,528,533.960022,612800,488.094299
"320",527.099976,533.450012,523.669983,525.309998,549400,480.187317
"321",530.330017,541.48999,529,533.01001,668600,487.225891
"322",539.349976,539.349976,521.099976,524.77002,489200,479.693665
"323",528,531.460022,524.669983,524.849976,789500,479.766815
"324",528.26001,530.190002,524.299988,526.840027,1367900,481.585938
"325",528.52002,528.52002,522.119995,523.219971,671800,478.276794
"326",523.650024,526.890015,522,525.059998,525400,479.95871
"327",525.820007,527.570007,520.609985,524.419983,639400,479.373688
"328",525.179993,526.369995,518.539978,519.849976,489300,475.196228
"329",522.75,523.080017,509.160004,513.700012,1028800,469.574585
"330",514,516.01001,509.119995,512.219971,715800,468.221619
"331",513,526.5,512,522.719971,712900,477.819763
"332",524.190002,525.960022,519.820007,524.650024,370900,479.583954
"333",525.400024,528.780029,520.669983,521.5,480900,476.70459
"334",517.969971,521.109985,512.200012,517.969971,417100,473.477783
"335",517.51001,521.659973,514.030029,514.789978,438700,470.570923
"336",513.840027,514.200012,500.850006,511.670013,682500,467.718964
"337",506.690002,527.48999,505.649994,520.400024,601900,475.699036
"338",522.26001,526.73999,518.960022,523.599976,366600,478.624176
"339",515.75,528.02002,515.75,519.929993,634100,475.269409
"340",522.580017,532.469971,522.150024,531.349976,475200,485.708466
"341",532.039978,539.099976,531.159973,536.26001,527500,490.196716
"342",537.75,542.27002,535.190002,540.429993,395700,494.008514
"343",541.98999,544.580017,536.099976,539.76001,415500,493.396057
"344",535.950012,538.650024,530.75,533.210022,461200,487.408691
"345",534.289978,537.429993,530.27002,533.900024,474900,488.039459
"346",534,537.01001,531,535.580017,365700,489.575165
"347",536.280029,539.919983,534.419983,538.48999,518700,492.235107
"348",542,547.97998,542,543.47998,359100,496.79657
"349",546.440002,549.580017,545.859985,546.880005,406200,499.904419
"350",541.719971,542.789978,533.75,542.659973,377700,496.046875
"351",542.940002,542.940002,534.679993,540.830017,413100,494.374176
"352",537.140015,540.320007,535.940002,539.609985,290000,493.258942
"353",534.75,537.820007,518.030029,524.26001,714200,479.227478
"354",527.309998,535.289978,526.070007,534.289978,404100,488.395874
"355",534.619995,538.859985,530.73999,534.22998,543000,488.341034
"356",540.650024,542.909973,536.140015,539.059998,446500,492.756256
"357",543.539978,543.929993,538.159973,540.669983,417100,494.227783
"358",539.460022,539.880005,531.049988,534.380005,495000,488.478241
"359",536.820007,551.859985,535.75,551.859985,682100,507.190125
"360",555,557,546.700012,549.140015,428400,504.690308
"361",547.539978,549.640015,544.320007,549.409973,370500,504.938538
"362",550.77002,552.5,546.200012,549.059998,391800,504.616791
"363",551.890015,552.349976,543.48999,547.109985,425200,502.824707
"364",546.369995,547.52002,530.320007,532.169983,839600,489.094025
"365",531.429993,532.960022,522.150024,523.359985,989500,480.99707
"366",520.820007,525.73999,516,524.52002,753100,482.063232
"367",524,528.289978,519.070007,527.539978,483500,484.838806
"368",522.22998,528.340027,519.070007,526.609985,448500,483.984039
"369",528.130005,530.580017,526.070007,526.580017,346100,483.956512
"370",527.299988,529.169983,520.289978,524.97998,571000,482.485931
"371",529.900024,529.900024,522.51001,522.73999,514300,480.427277
"372",520.01001,520.880005,509.220001,515.140015,666000,473.442444
"373",515.98999,515.98999,507.720001,510.850006,740200,469.499725
"374",510.459991,516.950012,503.529999,503.529999,558200,462.772217
"375",503.470001,505.679993,497.339996,501.769989,636700,461.154694
"376",508.190002,511.829987,498.720001,499.040009,701800,458.645691
"377",494.059998,499.519989,490.570007,499.519989,564000,459.086792
"378",502.559998,503.309998,490.910004,491.290009,307500,451.52298
"379",498.940002,498.940002,488.609985,491.980011,513900,452.157166
"380",491.480011,497.040009,488.01001,491.690002,556300,451.890564
"381",494.950012,505.179993,493.940002,504.100006,748400,463.296143
"382",504.920013,510.910004,502.940002,504.929993,484800,464.058868
"383",499.880005,505.929993,499.619995,502.899994,468600,462.193237
"384",506.470001,507.130005,498.049988,506.670013,574500,465.658051
"385",512.22998,512.5,504.429993,507.089996,786500,466.044067
"386",500,506.450012,497.779999,503.959991,1212800,463.167358
"387",501.299988,505.959991,501.26001,504.880005,758800,464.012939
"388",504.920013,511.619995,504.880005,510.850006,487600,469.499725
"389",507.790009,510.309998,502.040009,504.890015,684100,464.022125
"390",501.600006,504.829987,501.019989,502.779999,812400,462.082886
"391",502.100006,511.279999,502.100006,508.51001,646700,467.349152
"392",511.880005,513,506.640015,508.890015,688300,467.698425
"393",507.929993,512.859985,503.109985,512.48999,492800,471.006927
"394",512.710022,512.710022,504.799988,505.109985,407600,464.224335
"395",505.670013,506.420013,500.049988,502.920013,571600,462.211639
"396",503.700012,504.450012,498.440002,500.179993,492100,459.693359
"397",503.410004,505.279999,500.700012,502.76001,512900,462.064636
"398",505.190002,509.869995,476.570007,479.450012,1716500,440.641357
"399",474.279999,475.809998,467.149994,475.309998,1637700,436.836426
"400",476.119995,484.920013,475.529999,482.399994,824100,443.352539
"401",482.390015,486.140015,479.089996,483.459991,639300,444.326752
"402",485.820007,494.910004,484.559998,487.459991,1000900,448.002991
"403",486.040009,489.380005,484.51001,487.049988,535200,447.62619
"404",486.359985,487,483.51001,484.100006,634600,444.914978
"405",479.079987,483.630005,475.329987,478.950012,646600,440.181793
"406",479.140015,481.350006,473.630005,475.390015,382700,436.910095
"407",476.540009,478.600006,474,477.209991,408600,438.582764
"408",472.980011,475.01001,466.01001,470.820007,721000,432.70993
"409",473.429993,480.720001,472.290009,474.609985,681600,436.193115
"410",474.290009,475.589996,470.76001,474.149994,472800,435.770386
"411",476.450012,477.019989,473.769989,475.559998,465500,437.066193
"412",474.5,477.579987,473.679993,474.929993,640100,436.487213
"413",474.619995,479.75,472.769989,478.019989,603500,439.327118
"414",477.200012,478.100006,470.079987,470.459991,579200,432.378998
"415",473.649994,477.660004,470.51001,477.51001,580800,438.858398
"416",478.940002,487.059998,478.940002,483.609985,607000,444.4646
"417",483.890015,485.399994,481.850006,483.350006,517400,444.225708
"418",483.880005,486.209991,477.75,485.220001,634600,445.944366
"419",484.119995,485.51001,472.859985,475.269989,559800,436.799683
"420",473.769989,479.809998,473.359985,479.059998,506700,440.282867
"421",476.230011,478.779999,471.220001,475.779999,499400,437.268402
"422",475.170013,480.940002,474.5,478.23999,544700,439.529297
"423",476.570007,477.559998,469.980011,471.959991,670900,436.615173
"424",470.309998,472.380005,468.420013,471.440002,666400,436.134125
"425",475.01001,478,471.970001,473.75,453000,438.271149
"426",471.959991,473.230011,468.48999,471.130005,495400,435.847351
"427",471,473.040009,468.920013,470.01001,579700,434.811218
"428",473.209991,474.450012,467.299988,468.980011,528600,433.858398
"429",470.390015,478.73999,470.390015,476.059998,416700,440.408173
"430",477.01001,477.01001,469.600006,470.899994,443300,435.634583
"431",472.790009,475.01001,469.040009,472.200012,557500,436.83725
"432",473.700012,485.51001,473.109985,483.540009,418700,447.328003
"433",486.730011,492,483.070007,487.140015,480400,450.658417
"434",489.480011,489.549988,484.790009,487.609985,700100,451.093201
"435",485.470001,487,479.570007,482.070007,433600,445.968079
"436",484.160004,485.170013,477.369995,479.089996,382800,443.211273
"437",480.980011,481.640015,474.320007,474.829987,416700,439.270233
"438",476.820007,481.459991,473.700012,477.890015,344400,442.101044
"439",474.519989,477.51001,470.660004,471.329987,532200,436.032379
"440",474.359985,477.109985,471.359985,473.470001,395500,438.012115
"441",472.690002,477.890015,471.26001,477.209991,363700,441.472046
"442",480.859985,481.73999,472.329987,474.369995,645800,438.844666
"443",474.690002,479.480011,470.5,474.149994,917200,438.641235
"444",476.299988,482.480011,470.119995,470.859985,712000,435.597565
"445",477,477,467.130005,471.459991,560400,436.152618
"446",470.980011,470.980011,459.079987,459.709991,875400,425.282623
"447",457.01001,458.429993,426.25,426.76001,2075300,394.800232
"448",424.140015,427.880005,415.350006,417.679993,1737100,386.400208
"449",431,437.470001,420.209991,427.700012,1593400,395.669769
"450",427.73999,431.290009,422.839996,426.940002,992900,394.966797
"451",410,416.359985,402.589996,408,2053500,377.44516
"452",405.619995,417.929993,405.140015,411.850006,1821100,381.006836
"453",410.359985,412.429993,399,399.869995,1735800,369.92395
"454",400.200012,408.309998,399.480011,401.649994,1029100,371.570648
"455",403.119995,404.839996,392.209991,392.359985,1036000,362.97641
"456",383.980011,391.26001,376.309998,387.48999,1300500,358.4711
"457",388.089996,388.529999,378.079987,378.660004,1229800,350.302429
