"","INCY.Open","INCY.High","INCY.Low","INCY.Close","INCY.Volume","INCY.Adjusted"
"101",138.460007,139.490005,132.649994,134.380005,2365700,134.380005
"102",133.800003,134.130005,129.649994,130.490005,1723200,130.490005
"103",131.800003,133.820007,128.820007,129.330002,2405900,129.330002
"104",130,130.960007,127.849998,129.279999,1911900,129.279999
"105",131.559998,132.070007,128.869995,131.5,1422100,131.5
"106",132.5,132.779999,121.230003,124.029999,3822200,124.029999
"107",124.150002,124.279999,121.459999,122.269997,2061000,122.269997
"108",121.529999,123.360001,118.339996,119.150002,2210600,119.150002
"109",119.879997,120.239998,116.25,119.75,2026900,119.75
"110",119.099998,122.209999,118.239998,119.040001,1410100,119.040001
"111",117.800003,120.220001,115.199997,116.440002,1802500,116.440002
"112",115.82,119.089996,115.660004,118.519997,1199500,118.519997
"113",118.589996,121.5,118.010002,120.089996,1533700,120.089996
"114",119,120.449997,115.790001,120.370003,1824000,120.370003
"115",120,120.739998,117.050003,118.050003,3658800,118.050003
"116",118.379997,122.639999,118.379997,122.279999,1431600,122.279999
"117",122.980003,126.790001,122.190002,124.580002,2028600,124.580002
"118",124.489998,134.449997,124.300003,133.990005,2893200,133.990005
"119",134.860001,137.289993,134.199997,135.630005,1731400,135.630005
"120",135.339996,136.860001,133.830002,136.279999,1790300,136.279999
"121",136.970001,137.300003,133.429993,134.669998,1389400,134.669998
"122",134.490005,135.229996,130.110001,130.309998,1193100,130.309998
"123",130.410004,135.279999,129.610001,134.330002,1261700,134.330002
"124",133.580002,133.580002,127.489998,128.779999,1387800,128.779999
"125",129.740005,129.830002,125.870003,125.910004,1369900,125.910004
"126",126.199997,128,124.959999,125.870003,597000,125.870003
"127",126,128.800003,125.43,128.339996,1189400,128.339996
"128",127.050003,128.839996,124.75,127.220001,1256300,127.220001
"129",127.580002,131.429993,127.349998,130.839996,1030300,130.839996
"130",130.410004,130.410004,127.010002,129.559998,916000,129.559998
"131",128.600006,132.860001,128.600006,131.919998,1073000,131.919998
"132",133.240005,133.940002,131.330002,133.220001,796400,133.220001
"133",133.320007,134.460007,131.029999,133.419998,725800,133.419998
"134",134.059998,135.300003,133.270004,134.270004,737500,134.270004
"135",133.339996,134.449997,130.039993,130.619995,1376700,130.619995
"136",130.309998,131.080002,128.720001,130.850006,993300,130.850006
"137",131.710007,133.229996,129.850006,130.449997,1173600,130.449997
"138",130.520004,134.399994,129.539993,133.789993,1130600,133.789993
"139",133.020004,135.429993,133.020004,134.220001,756000,134.220001
"140",134.240005,138.449997,133.729996,138.270004,1207500,138.270004
"141",134.130005,136.970001,132.880005,133.559998,1826700,133.559998
"142",133.520004,137.899994,132.699997,137.190002,893600,137.190002
"143",138.729996,139.589996,131.820007,132.720001,1512300,132.720001
"144",132.600006,136.809998,132.179993,135.740005,989800,135.740005
"145",135.309998,136.410004,132.919998,133.289993,1209500,133.289993
"146",132.919998,134.940002,127.5,128.759995,1472500,128.759995
"147",128.5,128.550003,124.099998,125.709999,1480200,125.709999
"148",125.650002,126.779999,124.290001,125.980003,1271200,125.980003
"149",125.879997,128.830002,123.849998,128.699997,872500,128.699997
"150",128.869995,133.110001,128.240005,132,1038400,132
"151",131.619995,132.75,130.080002,130.699997,650000,130.699997
"152",130.210007,131.330002,128.720001,130.080002,727700,130.080002
"153",129.039993,129.270004,122.010002,122.120003,1382600,122.120003
"154",122.739998,125.080002,122.269997,124.099998,898000,124.099998
"155",125,126.870003,124.540001,126.279999,682500,126.279999
"156",126.260002,127.169998,126.040001,126.370003,590200,126.370003
"157",127.379997,127.43,122.809998,124.339996,1284400,124.339996
"158",123.370003,125.360001,121.629997,121.739998,1007400,121.739998
"159",121.599998,122.470001,121,121.190002,958500,121.190002
"160",121.370003,121.370003,118.690002,120.889999,989700,120.889999
"161",121.099998,124,120.449997,123.860001,801000,123.860001
"162",123.230003,124.529999,121.830002,123.650002,655000,123.650002
"163",124.150002,124.410004,122.470001,123.82,703800,123.82
"164",124.379997,124.410004,121.410004,121.760002,712100,121.760002
"165",121.650002,123.769997,120,123.540001,1052600,123.540001
"166",122.620003,127.629997,122.010002,124.970001,1128200,124.970001
"167",125.870003,138.320007,125.589996,138.270004,2758900,138.270004
"168",140,140.110001,131.220001,137.410004,3812600,137.410004
"169",137.399994,139.660004,135.449997,138.029999,1321800,138.029999
"170",135.270004,138.919998,133.860001,135.339996,1143500,135.339996
"171",136.559998,137.399994,133.940002,135.860001,903300,135.860001
"172",135.850006,137.350006,132.270004,134.339996,1421700,134.339996
"173",132.240005,132.240005,126,129.460007,3152500,129.460007
"174",131.5,131.929993,124.480003,124.949997,3308500,124.949997
"175",125.07,125.830002,120,123.150002,2217800,123.150002
"176",123.309998,124.879997,122.029999,123.589996,1504200,123.589996
"177",124.25,124.709999,119.540001,119.760002,1957100,119.760002
"178",119.919998,120.980003,117.239998,119.150002,2995900,119.150002
"179",118.839996,120.970001,117.629997,118.400002,1835900,118.400002
"180",118.379997,118.760002,116.139999,117.089996,1445400,117.089996
"181",117.629997,118.610001,114.629997,114.870003,2249200,114.870003
"182",114.529999,116.239998,112.760002,115.050003,1798900,115.050003
"183",114.360001,115.480003,110.650002,110.849998,2174800,110.849998
"184",110.43,110.82,107.790001,109.690002,3127500,109.690002
"185",110.160004,111.089996,108.080002,109.150002,1920300,109.150002
"186",109.059998,111.110001,108.519997,110.309998,1681300,110.309998
"187",109.860001,115.349998,109.540001,113.139999,2951300,113.139999
"188",113.260002,116.900002,113.150002,116.739998,2291100,116.739998
"189",116.830002,118.32,113.559998,115.190002,1979300,115.190002
"190",112.809998,115.510002,112,112.800003,1627100,112.800003
"191",112.419998,114.260002,111.550003,113.830002,1338500,113.830002
"192",113.580002,114.440002,112.650002,113.57,1134000,113.57
"193",114.010002,116.309998,113.040001,114.699997,1453500,114.699997
"194",114.580002,115.449997,113.800003,113.989998,835100,113.989998
"195",114.150002,115.690002,113.699997,114.769997,1349900,114.769997
"196",114.410004,114.849998,111.510002,111.620003,1777700,111.620003
"197",111.300003,112.959999,110.849998,112.730003,1590800,112.730003
"198",113.470001,114.389999,112.699997,114.309998,1325200,114.309998
"199",114.889999,116.669998,114.309998,116.599998,1821400,116.599998
"200",116.599998,117.25,115.290001,115.639999,1799600,115.639999
"201",116.059998,116.940002,114.779999,115.139999,1687800,115.139999
"202",113.959999,115.489998,113.07,114.269997,1838200,114.269997
"203",113.739998,114.389999,112.709999,114.190002,1571600,114.190002
"204",114.949997,114.949997,113.199997,113.480003,1770000,113.480003
"205",113.110001,115.209999,112.860001,114.040001,1767700,114.040001
"206",113.360001,115.410004,112.879997,114.550003,1929800,114.550003
"207",113.489998,116.050003,112.809998,115.559998,1731200,115.559998
"208",115.529999,116.360001,114.639999,116.269997,1814100,116.269997
"209",116.529999,117.349998,113.440002,114.239998,2181600,114.239998
"210",117.949997,117.949997,111.169998,113.25,2170900,113.25
"211",113.419998,114.790001,106.360001,107.959999,2871700,107.959999
"212",107.739998,107.889999,104.059998,106.510002,2389300,106.510002
"213",106.080002,108.040001,104.169998,105.080002,1849700,105.080002
"214",104.550003,106.75,103.690002,105.43,1583700,105.43
"215",106.029999,109.849998,106.029999,108.139999,1890900,108.139999
"216",108.220001,109.419998,104.910004,104.980003,1365300,104.980003
"217",104.360001,105.309998,101.75,102.989998,1523600,102.989998
"218",101.959999,105.089996,100.599998,104.760002,2972600,104.760002
"219",104.300003,107.830002,103.199997,107.209999,2022000,107.209999
"220",106.300003,107.220001,103.559998,105.120003,1968600,105.120003
"221",105.129997,105.980003,104,105.239998,978900,105.239998
"222",105.489998,108.25,105.010002,106.480003,1180800,106.480003
"223",106.059998,107.099998,105.419998,105.470001,1034800,105.470001
"224",105.290001,106.949997,98.720001,98.949997,2526700,98.949997
"225",99.360001,99.970001,96.599998,98.949997,2894000,98.949997
"226",99.089996,100.260002,98.279999,99,1204400,99
"227",98.709999,99.470001,98.309998,98.779999,482800,98.779999
"228",98.93,99.330002,97.43,97.860001,1390400,97.860001
"229",98.080002,98.239998,94.779999,95.830002,1884200,95.830002
"230",96.580002,97.309998,95.059998,95.959999,1401700,95.959999
"231",96.43,100.300003,96.199997,98.989998,1775800,98.989998
"232",98.010002,99.639999,96.080002,97.940002,1350300,97.940002
"233",98.690002,99.709999,93.650002,93.68,1722600,93.68
"234",94.110001,97.199997,93.489998,93.709999,1430700,93.709999
"235",94.07,94.599998,92.910004,93.790001,1273100,93.790001
"236",93.93,96.5,93.25,94.830002,1199100,94.830002
"237",95.260002,97.910004,95.260002,96.580002,1339600,96.580002
"238",96.25,97.580002,96.110001,97.25,1363800,97.25
"239",96.949997,96.980003,94.849998,95.400002,1548600,95.400002
"240",95.599998,99.519997,95.160004,98.099998,1323300,98.099998
"241",98.82,99.5,95.860001,95.970001,1304000,95.970001
"242",97.410004,97.410004,94.449997,96.410004,3296300,96.410004
"243",96.919998,96.93,93.32,93.559998,1557700,93.559998
"244",93.809998,95.25,93.25,95.019997,1524700,95.019997
"245",95.389999,95.949997,93.519997,94.029999,1414700,94.029999
"246",94.489998,97.190002,93.809998,96.360001,1028800,96.360001
"247",96.059998,96.220001,94.720001,95.809998,941300,95.809998
"248",95.559998,96.120003,95.160004,95.400002,502600,95.400002
"249",95.620003,96.949997,95.349998,96.510002,832500,96.510002
"250",96.440002,96.949997,94.400002,95.379997,1139900,95.379997
"251",95.540001,96.150002,94.699997,94.709999,1236900,94.709999
"252",97.360001,101.650002,95.279999,100.889999,1830100,100.889999
"253",101.75,102.629997,100.709999,100.980003,1458500,100.980003
"254",101.860001,101.970001,97.599998,98.440002,1445300,98.440002
"255",99.019997,100.650002,98.5,99.849998,1422600,99.849998
"256",99.400002,101.019997,98.290001,100.809998,1531400,100.809998
"257",101.389999,101.900002,96.160004,96.290001,2639900,96.290001
"258",96.120003,97.239998,94.370003,96.620003,1347900,96.620003
"259",96.449997,96.610001,92.519997,93.059998,3251200,93.059998
"260",93.68,94.489998,92.910004,94.07,1572400,94.07
"261",94.07,95.220001,91.230003,91.650002,2323800,91.650002
"262",92,92,88.809998,90.309998,2660700,90.309998
"263",90.099998,93.510002,89.980003,91.919998,2105000,91.919998
"264",92.230003,93.580002,91.550003,93.160004,1927500,93.160004
"265",93.379997,95.330002,92.650002,94.080002,2645200,94.080002
"266",94.099998,95.160004,93.879997,94.629997,1414500,94.629997
"267",94.75,96.440002,94.330002,95.339996,1524100,95.339996
"268",95.410004,95.779999,93.660004,94.260002,1228500,94.260002
"269",94.730003,95.690002,94.059998,95.510002,1302800,95.510002
"270",95.900002,95.940002,93.269997,93.540001,1350100,93.540001
"271",92.93,93.370003,91.660004,92.5,1373400,92.5
"272",92.610001,92.760002,89.769997,90.290001,1404600,90.290001
"273",90.519997,91.269997,89.269997,89.669998,1349000,89.669998
"274",89.110001,89.449997,85.75,85.919998,2394500,85.919998
"275",86.089996,87.900002,85.309998,85.339996,2369500,85.339996
"276",85.059998,88.330002,84.209999,88.110001,2288900,88.110001
"277",87.25,88.050003,86.089996,86.339996,1254600,86.339996
"278",86.400002,87.230003,83.879997,83.919998,1930400,83.919998
"279",84.449997,85.389999,80.849998,84.5,2399200,84.5
"280",84.989998,88.360001,84.989998,87.519997,1745100,87.519997
"281",87.25,88.839996,85.889999,88.029999,1661900,88.029999
"282",87.309998,89.120003,86.209999,88.169998,2243800,88.169998
"283",87.900002,88.589996,83.75,85.589996,2489000,85.589996
"284",85.550003,88.230003,84.510002,86.029999,2473900,86.029999
"285",85.599998,87.559998,84.580002,85.510002,1357400,85.510002
"286",85.360001,86.989998,84.660004,84.709999,1366600,84.709999
"287",85.139999,87.540001,85.019997,85.190002,1315700,85.190002
"288",85.43,88.019997,84.879997,87.800003,1460400,87.800003
"289",88.5,91.279999,87.120003,87.529999,1004400,87.529999
"290",87.68,88.739998,86.389999,86.57,1012600,86.57
"291",86.550003,87.110001,85.139999,85.160004,1345000,85.160004
"292",84.879997,85,81.25,83.089996,2434200,83.089996
"293",82.300003,86.889999,82.050003,86.610001,1273500,86.610001
"294",86.160004,91.230003,85.349998,90.970001,1883200,90.970001
"295",91.209999,92.699997,89.860001,91.089996,1657300,91.089996
"296",90.529999,92.190002,90.529999,91.699997,1409900,91.699997
"297",91.809998,92.739998,90.849998,92.419998,1253400,92.419998
"298",93.019997,94.790001,92.860001,94.230003,1577900,94.230003
"299",94.550003,95.160004,93.699997,94.449997,1428000,94.449997
"300",94.57,95.639999,93.470001,94.629997,1759800,94.629997
"301",95.400002,96.330002,92,92.260002,2648700,92.260002
"302",92.290001,93.25,87.949997,88.690002,1734500,88.690002
"303",89.199997,90.559998,87.360001,90.029999,1977800,90.029999
"304",89.5,89.709999,85.129997,86.269997,1686600,86.269997
"305",86.5,87.339996,85.870003,87.010002,1487600,87.010002
"306",87.449997,89.75,87.059998,88.790001,1232500,88.790001
"307",87.639999,88.5,85.18,85.25,2011000,85.25
"308",85,85.349998,82.769997,83.059998,1246400,83.059998
"309",84.5,86.470001,82.779999,86.370003,1137700,86.370003
"310",86.93,88.660004,84.57,85.029999,1646800,85.029999
"311",86.050003,87.889999,84.330002,84.959999,1685400,84.959999
"312",85.059998,85.68,83.309998,83.330002,1592500,83.330002
"313",82.809998,83.379997,79.389999,80.559998,1736700,80.559998
"314",81,82.459999,79.269997,81.889999,1073300,81.889999
"315",80.839996,84.400002,80.309998,83.980003,1184200,83.980003
"316",84.800003,84.800003,82.540001,83.07,1216500,83.07
"317",65.989998,69.489998,63.43,64.019997,26083800,64.019997
"318",64.57,67.230003,61.299999,65.360001,7900000,65.360001
"319",66.209999,68.660004,65.400002,68.120003,2882700,68.120003
"320",67.510002,69.110001,65.75,66.290001,2204500,66.290001
"321",67.410004,70.580002,67.050003,69.830002,4386100,69.830002
"322",70.32,70.620003,68.889999,70.120003,2260200,70.120003
"323",70.489998,71.25,68.760002,70.370003,2217000,70.370003
"324",70.68,71.080002,70.059998,70.519997,1718200,70.519997
"325",70.470001,71.18,69.93,70.07,1714300,70.07
"326",67.720001,70.379997,67.010002,69.050003,3672500,69.050003
"327",69.290001,69.410004,67.75,68.43,3355100,68.43
"328",68.830002,69.910004,67.699997,68.139999,2620400,68.139999
"329",65.660004,66.260002,62.07,62.349998,7408500,62.349998
"330",62.610001,63.93,62.349998,62.990002,3689800,62.990002
"331",63.470001,63.470001,61.610001,62.610001,3066200,62.610001
"332",62.830002,63.619999,62.450001,62.959999,2889900,62.959999
"333",62.990002,63.139999,61.5,61.939999,2863900,61.939999
"334",62,62.93,60.630001,60.849998,2842100,60.849998
"335",60.939999,62.209999,60.900002,61.049999,3522900,61.049999
"336",60.889999,62.43,60.23,62.389999,2674900,62.389999
"337",62.299999,63.869999,61.75,62.130001,2721100,62.130001
"338",62.380001,63.849998,61.939999,62.869999,2739800,62.869999
"339",62.540001,63.5,62.27,62.869999,1698900,62.869999
"340",62.779999,64.480003,62.66,64.349998,2320900,64.349998
"341",64.550003,65.760002,64.529999,65.269997,3171800,65.269997
"342",65.389999,66.910004,64.610001,66.449997,2474200,66.449997
"343",66.43,67.849998,65.809998,67.220001,2314800,67.220001
"344",66.720001,67.839996,66.25,67.230003,1883900,67.230003
"345",67.120003,67.599998,65.730003,67.019997,2118200,67.019997
"346",65.260002,67.519997,65.099998,66.639999,1747700,66.639999
"347",66.769997,68.129997,66.5,67.830002,1768600,67.830002
"348",68.199997,68.239998,66.559998,66.790001,1247900,66.790001
"349",67.139999,67.519997,66.379997,66.559998,1068600,66.559998
"350",66.059998,66.980003,66,66.57,848600,66.57
"351",66.709999,66.860001,65.550003,66.669998,1202100,66.669998
"352",66.949997,69.18,66.830002,68.43,1373000,68.43
"353",67.849998,68.120003,66.349998,67.059998,1310500,67.059998
"354",67.379997,68.18,66.769997,67.870003,1586700,67.870003
"355",68.209999,68.830002,67.360001,68.269997,1407900,68.269997
"356",68.529999,69.610001,66.5,67.910004,2121000,67.910004
"357",67.889999,68.449997,66.949997,68.040001,1278600,68.040001
"358",68.07,68.599998,67.25,68.410004,1297200,68.410004
"359",68.599998,69.050003,67.910004,68.550003,1209500,68.550003
"360",69.040001,70.199997,68.269997,69.019997,1918600,69.019997
"361",69.099998,71.410004,68.830002,70.010002,1592900,70.010002
"362",71.269997,71.849998,69.339996,69.360001,1488500,69.360001
"363",69.239998,71.410004,69.239998,70.580002,1104200,70.580002
"364",70.910004,71.949997,70.129997,70.540001,1244900,70.540001
"365",70.870003,74.330002,70.769997,73.639999,2876900,73.639999
"366",74.040001,74.639999,71.849998,73.959999,3454500,73.959999
"367",73.029999,73.540001,71.129997,72.019997,3055500,72.019997
"368",71.610001,73.349998,71.279999,72.980003,2923600,72.980003
"369",73.379997,74.300003,72.779999,73.43,1914700,73.43
"370",74.18,75.150002,72.32,72.489998,2367500,72.489998
"371",73,74.400002,72.330002,74.029999,1980200,74.029999
"372",73.150002,73.559998,71.160004,71.730003,1821400,71.730003
"373",71.120003,71.470001,66.099998,66.730003,4109500,66.730003
"374",66.529999,67.059998,65.419998,65.459999,1663900,65.459999
"375",65.190002,66.269997,63.509998,65.760002,2389700,65.760002
"376",65.68,68.279999,65.540001,67,1623800,67
"377",66.82,69.050003,66.279999,68.620003,1554500,68.620003
"378",68.610001,69.099998,67.82,68.279999,858500,68.279999
"379",68.800003,69.639999,68.019997,69.290001,720700,69.290001
"380",69.800003,71.379997,69.760002,70.830002,1501500,70.830002
"381",71.339996,72.370003,70.190002,71.620003,2813100,71.620003
"382",71.940002,71.940002,70.089996,70.18,1378100,70.18
"383",69.849998,70.540001,69.150002,70.279999,1418700,70.279999
"384",70.529999,71.559998,70.099998,71.139999,1503900,71.139999
"385",69.379997,70.989998,68.540001,70.190002,1176300,70.190002
"386",69.93,70.949997,69.730003,70.110001,1139400,70.110001
"387",70.029999,71.169998,69.699997,70.230003,2257600,70.230003
"388",70.330002,70.669998,69.559998,70.370003,1316900,70.370003
"389",70.379997,70.669998,69.18,70.110001,1321200,70.110001
"390",70.110001,70.110001,69.019997,69.199997,1040400,69.199997
"391",69.269997,69.269997,68.230003,68.959999,1090500,68.959999
"392",69.209999,71.110001,68.580002,68.989998,1359600,68.989998
"393",69.010002,70.43,69.010002,70.099998,1148400,70.099998
"394",70.269997,70.5,69.150002,69.910004,1109100,69.910004
"395",69.839996,69.839996,68.220001,68.639999,1268400,68.639999
"396",68.519997,69.75,67.610001,68.580002,1640600,68.580002
"397",69.339996,70.440002,65.25,66.540001,2572100,66.540001
"398",65.379997,66.540001,64.93,65.589996,2055300,65.589996
"399",65.309998,65.309998,64.160004,64.449997,2430300,64.449997
"400",64.589996,64.599998,62.5,63.040001,2115300,63.040001
"401",63.040001,63.279999,61.450001,61.75,2208800,61.75
"402",61.939999,63.110001,61.939999,63.009998,2091500,63.009998
"403",63.169998,64.800003,62.650002,63.610001,2667000,63.610001
"404",63.470001,64.699997,62.619999,64.379997,1608300,64.379997
"405",63.880001,65.459999,63.880001,64.440002,1022700,64.440002
"406",64.300003,65.489998,63.25,64.870003,1336500,64.870003
"407",65.010002,66.580002,65,66.449997,1413300,66.449997
"408",67.519997,68.339996,66.440002,66.870003,1896300,66.870003
"409",67.019997,68.209999,66.440002,67.849998,1152800,67.849998
"410",67.550003,69.400002,67.019997,68.800003,1233800,68.800003
"411",69.279999,69.330002,68.309998,69.050003,1433300,69.050003
"412",68.959999,70.43,68.809998,69.620003,1738600,69.620003
"413",69.339996,70.010002,68.93,69.480003,810800,69.480003
"414",69.300003,69.620003,68.300003,69.18,1871500,69.18
"415",69.400002,70.809998,69.279999,70.080002,1936200,70.080002
"416",70.5,73.360001,70.400002,72.360001,1831200,72.360001
"417",72.260002,74.449997,72.25,73.849998,1478400,73.849998
"418",73.870003,74.379997,73.349998,74.080002,1438100,74.080002
"419",73.959999,74.650002,71.779999,73.650002,671900,73.650002
"420",73.739998,74.690002,73.470001,73.910004,905100,73.910004
"421",73.440002,73.900002,72.360001,73.839996,1014900,73.839996
"422",73.559998,74.809998,73.559998,74.230003,887700,74.230003
"423",74.300003,74.610001,71.440002,72.209999,1233400,72.209999
"424",71.629997,71.699997,68.860001,69.169998,1708200,69.169998
"425",69.57,69.57,67.779999,68.400002,1294400,68.400002
"426",68.099998,69.139999,66.349998,66.82,2375000,66.82
"427",66.860001,66.959999,65.470001,66.510002,1363900,66.510002
"428",67.029999,67.669998,66.080002,67.480003,1205000,67.480003
"429",67.650002,68.529999,67.190002,68.089996,957900,68.089996
"430",68.089996,68.400002,66.470001,67.019997,1141400,67.019997
"431",66.849998,67.980003,66.589996,67.82,760100,67.82
"432",67.790001,68.959999,67.199997,67.25,918700,67.25
"433",67.360001,68.610001,67.260002,68.279999,1150400,68.279999
"434",68.370003,68.860001,66.419998,66.589996,1992800,66.589996
"435",66.519997,66.870003,65.639999,66.480003,1093700,66.480003
"436",66.709999,66.830002,65.650002,65.860001,1067200,65.860001
"437",66.029999,69.339996,66.029999,67.419998,1841900,67.419998
"438",67.550003,69.43,67,69.040001,971700,69.040001
"439",68.809998,69.93,68.559998,69.080002,1312900,69.080002
"440",69.470001,69.900002,68.300003,68.82,900400,68.82
"441",68.860001,69.900002,68.57,69.849998,1065200,69.849998
"442",70,70.580002,69.550003,69.940002,874000,69.940002
"443",69.760002,69.760002,65.709999,66.190002,1378000,66.190002
"444",66.269997,66.989998,63.790001,65.080002,1302400,65.080002
"445",64.610001,65.010002,62.830002,64.169998,1396600,64.169998
"446",64.18,65.970001,63.720001,65.5,887600,65.5
