"","HLT.Open","HLT.High","HLT.Low","HLT.Close","HLT.Volume","HLT.Adjusted"
"447",74.660004,75.199997,73.300003,73.400002,7380600,72.661865
"448",73.199997,73.540001,72.07,73.099998,5937600,72.364891
"449",74.239998,74.349998,72.720001,73.620003,3676400,72.879639
"450",73.339996,73.610001,72.970001,72.989998,2994000,72.255981
"451",73.550003,74.690002,73.010002,74.629997,1927400,73.879486
"452",74.480003,74.959999,73.690002,74.519997,1777700,73.770592
"453",74.529999,74.529999,71.940002,72.050003,3723200,71.325447
"454",71.800003,72.010002,70.5,70.660004,7482000,69.949425
"455",70.620003,70.970001,70.019997,70.160004,4126100,69.454453
"456",68.870003,69.449997,66.870003,68.870003,8984600,68.177437
"457",69.18,70.629997,63.759998,63.82,13473000,63.178204
"458",66.75,68.220001,66.010002,67.550003,11014300,66.870689
"459",67.169998,69.580002,66.360001,68.269997,5634300,67.583458
"460",68.919998,70.019997,67.68,68.599998,6077500,67.910133
"461",68.599998,69.629997,67.860001,68.699997,3200500,68.009125
"462",69.93,72.419998,69.690002,71.169998,5039300,70.454292
"463",71.480003,72.959999,71.230003,72.650002,3044300,71.919403
"464",73.160004,74.120003,72.129997,72.82,2982300,72.087692
"465",72.480003,72.650002,71.760002,72.400002,2633100,71.671928
"466",71.309998,71.75,69.550003,70.589996,3991600,69.880135
"467",71.129997,72.989998,71.050003,72.970001,2263300,72.236183
"468",72.489998,72.760002,71.540001,72.019997,2369400,71.442596
"469",71.709999,72.139999,70.760002,71.160004,3249400,70.5895
"470",71.160004,71.400002,70.040001,70.190002,4186300,69.627274
"471",70.660004,71.800003,70.220001,70.860001,2346600,70.291901
"472",71.559998,72.279999,70.790001,71.080002,3790700,70.510147
"473",70.529999,72.989998,70.349998,72.889999,4069800,72.305626
"474",72.32,73.339996,72.199997,73.040001,4737900,72.45443
"475",72.93,73.18,70.629997,71.199997,4401500,70.629173
"476",70.169998,71.800003,69.809998,71.489998,5740100,70.916855
"477",71.970001,73.269997,71.57,72.57,2499500,71.98819
"478",72.199997,73.449997,72.199997,73.120003,1095300,72.533783
"479",73.860001,75.239998,73.779999,75.089996,3508400,74.487984
"480",74.519997,75.879997,74.519997,75.169998,5549600,74.567352
"481",75.25,77.080002,75.010002,76.949997,4285900,76.333076
"482",76.830002,76.989998,75.839996,76.459999,1970300,75.847008
"483",75.75,76.370003,74.690002,75.540001,4767500,74.934387
"484",76.989998,78.169998,76.650002,77.970001,2836500,77.344902
"485",77.580002,77.800003,74.889999,75.150002,4194200,74.547516
"486",73.669998,75.629997,73.309998,75.589996,2342900,74.983978
"487",75.239998,75.940002,72.379997,72.860001,3067700,72.275864
"488",73.010002,73.730003,71.5,72.669998,3278000,72.087379
"489",74.110001,74.419998,71.989998,72.400002,3296400,71.819565
"490",73.389999,74.559998,72.709999,72.779999,2004500,72.19651
"491",73.230003,73.32,72.059998,72.220001,1785200,71.640991
"492",71.440002,73.010002,71.440002,71.860001,2524300,71.28389
"493",71.75,72.989998,69.860001,70.269997,4462400,69.706635
"494",70.790001,71.440002,70.080002,70.489998,2402000,69.924866
"495",70.760002,72.110001,68.940002,69.660004,4020800,69.101532
"496",68.580002,69.080002,66.519997,67.5,4862900,66.958832
"497",67.889999,68.529999,65.75,66.470001,5417300,65.937096
"498",66.059998,67.800003,65.639999,66.510002,2015800,65.976784
"499",66.790001,69.580002,66.279999,69.510002,2606200,68.952721
"500",68.620003,70.349998,67.779999,70.330002,2203300,69.766159
"501",70.919998,71.82,70.379997,70.949997,2165800,70.38118
"502",71.410004,72.040001,70.769997,71.800003,2138700,71.224365
"503",70.690002,71.440002,70.150002,70.940002,3629500,70.371269
"504",70.449997,70.620003,67.18,67.300003,5629200,66.760437
"505",68.410004,70.050003,68.25,69.940002,4110700,69.37928
"506",69.699997,71.360001,69.120003,70.739998,3171200,70.172867
"507",71.760002,72.129997,70.830002,71.860001,6213000,71.28389
"508",71.910004,72.339996,70.919998,71.040001,1760900,70.470459
"509",70.5,72.510002,70.230003,72.07,2409600,71.492203
"510",71.489998,72.209999,71.25,71.889999,2191200,71.313644
"511",71.400002,71.760002,70.589996,70.989998,2943300,70.420868
"512",71.190002,72.510002,70.959999,72.5,2376300,71.918755
"513",72.720001,73.199997,72.010002,72.040001,3326000,71.46244
"514",71.610001,72.440002,71.410004,72,2579300,71.42276
"515",72.510002,73.309998,72.190002,73.080002,2561400,72.494102
"516",72.720001,73.110001,70.739998,71.010002,3260500,70.440697
"517",71.349998,71.860001,70.160004,70.730003,3359500,70.162949
"518",70.849998,71.239998,70.309998,71.059998,2560200,70.490295
"519",71.809998,72.059998,70.889999,71.760002,3155900,71.184692
"520",71.199997,72.989998,71.199997,72.309998,1919500,71.730263
"521",72.300003,73.269997,71.790001,73.150002,1766200,72.563545
"522",73.639999,74.660004,73.339996,74.129997,3939200,73.53569
"523",74.139999,75.190002,73.809998,74.480003,2533900,73.882896
"524",74.410004,75.040001,73.949997,74.419998,3478200,73.823357
"525",74.5,74.940002,74.139999,74.730003,3136600,74.130875
"526",74.800003,75.160004,74.419998,74.620003,2088800,74.021759
"527",74.629997,75.75,74.629997,75.57,2061400,74.964149
"528",74.790001,75.010002,73.5,74.68,2444900,74.081284
"529",74.07,74.720001,73.480003,73.910004,2723500,73.317451
"530",74.110001,75.080002,74.080002,74.400002,3526900,73.80352
"531",74.660004,75.230003,73.93,74.32,3117400,73.724159
"532",77.599998,79.709999,77.239998,79.370003,5722900,78.733681
"533",79.68,80.269997,78.589996,80.160004,3729900,79.517342
"534",81,82.139999,80.75,81.75,3387400,81.094597
"535",81.129997,82.18,80.93,81.389999,3863800,80.737473
"536",81.860001,83.480003,81.089996,83.339996,4124100,82.671852
"537",83.230003,83.779999,82.389999,83.25,2199600,82.582573
"538",83.519997,85.370003,83.220001,85.029999,2639200,84.348297
"539",85.650002,85.870003,83.419998,83.550003,2244800,82.880173
"540",83.559998,84.839996,83.339996,83.489998,2368600,82.820633
"541",83.150002,83.830002,83.029999,83.489998,2241400,82.820633
"542",82.93,83.550003,82.760002,83.099998,1796800,82.58213
"543",83.93,84.349998,83.209999,83.779999,1972000,83.257896
"544",84.279999,84.400002,82.489998,83.379997,2265100,82.86039
"545",83.610001,84.139999,83.139999,84.010002,1773500,83.486473
"546",84.129997,84.489998,83.68,83.959999,1713400,83.436783
"547",83.629997,83.769997,82.300003,82.919998,2269500,82.403259
"548",82.269997,82.589996,81.660004,82.449997,1970000,81.936188
"549",82.769997,82.980003,82.110001,82.800003,2246300,82.284004
"550",83.129997,83.599998,82.349998,83.410004,2266900,82.890213
"551",83.82,84.730003,83.43,83.669998,2345300,83.14859
"552",84.510002,85.07,83.760002,85,2363100,84.470299
"553",85,86.080002,84.989998,85.760002,3775200,85.225563
"554",86.129997,87.089996,85.889999,86.209999,1983500,85.672752
"555",86.400002,86.900002,85.57,85.699997,1433000,85.165932
"556",85.769997,85.769997,84.339996,84.919998,2879700,84.390793
"557",84.489998,85.82,84.370003,85.790001,2076200,85.255371
"558",85.370003,85.580002,84.230003,84.57,3209500,84.042976
"559",84.650002,84.720001,83.639999,84.019997,1488500,83.496407
"560",84.160004,84.160004,82.889999,83.5,3342400,82.979645
"561",83.5,83.809998,81.720001,82.449997,3627200,81.936188
"562",82.599998,83.379997,82.540001,83.209999,1965800,82.691452
"563",82.919998,83.849998,82.879997,83.110001,2857100,82.592072
"564",83.940002,84.870003,83.529999,84.150002,3434400,83.625595
"565",84.099998,85.220001,83.860001,85.040001,3389100,84.510056
"566",85.620003,87.029999,85.330002,86.790001,2853800,86.249146
"567",87.160004,87.639999,86.82,87.309998,2016100,86.765892
"568",87.449997,88.089996,87.199997,87.440002,2618400,86.895096
"569",87.730003,88.25,87.089996,88.18,1561400,87.630486
"570",87.860001,88.129997,86.93,87.099998,2480400,86.557205
"571",87.190002,88.089996,87.050003,87.989998,1039600,87.441666
"572",88.279999,88.690002,87.959999,88.529999,1696600,87.978302
"573",88.900002,89.339996,88.239998,88.730003,1337400,88.177055
"574",88.93,89.010002,87.739998,88.169998,1371900,87.620544
"575",88.389999,88.620003,88.089996,88.150002,1619400,87.60067
"576",88.510002,88.75,87.699997,87.760002,2058900,87.213104
"577",87.68,87.720001,86.010002,87.230003,1717600,86.686401
"578",86.75,88.040001,86.339996,87.910004,2225000,87.362167
"579",87.870003,88.529999,87.540001,87.910004,2799300,87.362167
"580",87.120003,88,86.849998,87.5,3268700,86.95472
"581",87.330002,88.050003,87.220001,87.629997,1156000,87.0839
"582",87.940002,88.510002,87.440002,88.010002,2292300,87.46154
"583",88.459999,88.459999,87.120003,87.25,3069400,86.706276
"584",87.510002,87.919998,86.599998,86.989998,4313400,86.447891
"585",90.860001,93.720001,90.230003,92.599998,5930600,92.022934
"586",92.449997,92.730003,90.480003,91.230003,2553900,90.661469
"587",91.620003,93.459999,91.43,93.330002,2559100,92.74839
"588",91.290001,92.68,91.019997,92.300003,2378800,91.724815
"589",91.339996,92.029999,89.940002,90.489998,1894000,89.926086
"590",90.18,91.07,89.940002,90.699997,2273000,90.134773
"591",90.040001,91.440002,89.760002,91.139999,1773700,90.572029
"592",90.379997,91.879997,89.720001,91.529999,1782300,90.959595
"593",89.989998,90.230003,88.900002,89.370003,1929200,88.813072
"594",89.940002,92.370003,89.940002,91.739998,2260200,91.168289
"595",91.5,94,91.089996,93.650002,2264700,93.066391
"596",93.82,94.639999,93.660004,94.050003,1600700,93.613853
"597",92.779999,93.440002,92.620003,92.93,1710200,92.499039
"598",92.120003,92.300003,91.099998,91.470001,2462800,91.045807
"599",92.120003,92.559998,91.980003,92.110001,2499700,91.682846
"600",91.540001,92.589996,91.540001,92.019997,1380700,91.593262
"601",91.370003,92.510002,90.449997,90.660004,5317800,90.239563
"602",91.190002,91.559998,89.480003,89.910004,2685200,89.493042
"603",90.32,90.5,89.059998,89.199997,1923800,88.786324
"604",89,89.099998,87.959999,88.910004,2052100,88.497681
"605",89.209999,90.5,89.139999,89.660004,1598100,89.244209
"606",88.800003,90.120003,88.43,89.440002,1954200,89.025223
"607",89.150002,89.5,87.910004,88.43,2651300,88.019913
"608",89.480003,90.339996,88.919998,90.32,2278200,89.901138
"609",90.459999,90.989998,89.620003,90,1777200,89.582634
"610",90.269997,91.080002,90.169998,91,1376200,90.577988
"611",91.389999,93.379997,91.389999,92.510002,1783000,92.080986
"612",92.919998,94.18,92.839996,93.029999,1845300,92.598572
"613",93.839996,94.82,93.190002,93.93,1108700,93.4944
"614",93.989998,94.650002,93.239998,93.349998,894500,92.917084
"615",93.559998,93.760002,92.650002,93.029999,1124100,92.598572
"616",92.940002,93.620003,92.410004,93.419998,887000,92.986763
"617",93.309998,93.669998,92.709999,93.209999,950400,92.77774
"618",93.82,95.290001,93.540001,95.099998,1642200,94.658966
"619",94.900002,96.059998,94.559998,95.760002,1561900,95.315918
"620",95.709999,97.099998,95.57,96.870003,2170700,96.420769
"621",96.559998,97.029999,96.080002,96.139999,2108000,95.694145
"622",96.300003,96.440002,95.080002,95.510002,1289100,95.067078
"623",95.5,95.779999,93.010002,93.25,2320900,92.817551
"624",93.690002,94.870003,93.260002,94.519997,1636600,94.081657
"625",94.879997,96.879997,94.720001,96.529999,1568500,96.082336
"626",96.660004,97.739998,96.559998,97.739998,3600300,97.286728
"627",99,99.339996,98.120003,99.300003,2954100,98.8395
"628",99.300003,100.440002,98.669998,100.389999,2873200,99.924438
"629",100.529999,101.139999,100.160004,100.639999,1150700,100.173286
"630",100.32,100.660004,99.589996,100.599998,1203200,100.133461
"631",100.269997,100.43,99.300003,100.190002,1782000,99.725365
"632",99.040001,99.419998,98.510002,99,2068100,98.540886
"633",99.269997,99.519997,98.18,99.190002,2222200,98.730011
"634",99.260002,100.839996,98.800003,100.699997,1477200,100.233002
"635",99.300003,100.730003,99.07,99.540001,2715700,99.078384
"636",99.690002,99.690002,98.809998,99.199997,1975500,98.73996
"637",98.949997,100,98.690002,99.879997,3338700,99.416809
"638",99.620003,99.900002,97.629997,97.769997,1847900,97.316589
"639",97.580002,97.629997,96.43,97.099998,1670700,96.649704
"640",96.779999,96.889999,94.480003,94.529999,3074300,94.091614
"641",94.760002,94.860001,92.75,93.239998,3080700,92.807602
"642",93.580002,95.260002,93.139999,95.120003,3851400,94.678886
"643",95.599998,96.209999,92.489998,95.309998,2982600,94.867996
"644",94.489998,96.889999,94.489998,96.400002,2059300,95.952942
"645",97.190002,97.470001,96.339996,97.209999,1914900,96.759186
"646",97.25,97.809998,97.160004,97.400002,1868500,96.948311
"647",97.050003,97.620003,96.760002,97.309998,984300,96.858719
"648",97.349998,97.93,95.669998,96.550003,2279400,96.102249
"649",96.440002,97.279999,94.830002,95.25,1874000,94.808281
"650",94.940002,95.32,93.599998,93.910004,1756000,93.474495
"651",92.190002,92.269997,90.190002,91.349998,3022500,90.926361
"652",91.82,93.419998,91.019997,92.559998,3267600,92.130745
"653",91.300003,93.790001,90.730003,93.400002,2550000,92.966858
"654",93.529999,95.910004,93.519997,95.769997,1947000,95.479202
"655",95.510002,96.080002,94.540001,95.580002,1459500,95.289787
"656",95,95.260002,93.639999,93.879997,958400,93.59494
"657",93.82,96.309998,93.660004,95.260002,1970800,94.970757
"658",93.860001,93.959999,91.160004,92.010002,2561500,91.730629
"659",92.339996,92.82,90.949997,91.610001,2171300,91.331841
"660",92.5,93.419998,92.199997,93.010002,1433900,92.727585
"661",94.410004,94.870003,93.449997,93.459999,1057000,93.176216
"662",93.220001,93.739998,92.599998,92.730003,2397500,92.448433
"663",93.599998,93.599998,91.269997,91.620003,1750300,91.341812
"664",92.019997,92.800003,91.339996,92.410004,1616900,92.12941
"665",92.150002,93.190002,90.629997,91.080002,2188000,90.803444
"666",91.900002,92.050003,90.82,91.650002,1336300,91.371719
"667",92.230003,92.349998,90.959999,91.129997,2376900,90.853287
"668",91,92.139999,90.610001,91.910004,1171700,91.630928
"669",92.720001,93.559998,92.459999,92.540001,945500,92.25901
"670",93.230003,93.68,92.07,92.370003,1165000,92.089531
"671",91.160004,91.669998,90.720001,91.309998,1507600,91.032745
"672",92.029999,92.57,91.809998,92.300003,997600,92.019737
"673",93.220001,93.82,92.900002,93.470001,1075200,93.186188
"674",93.400002,94.239998,93.230003,93.739998,1061600,93.455368
"675",93.970001,94.110001,92.050003,92.529999,1375800,92.249039
"676",91.760002,93.589996,90.910004,93.580002,1880200,93.29586
"677",94.139999,95.610001,93.610001,95.18,2139900,94.890999
"678",95.459999,96.139999,94.650002,94.769997,1365800,94.482239
"679",95.290001,97.489998,94.889999,96.050003,1567400,95.758362
"680",95.059998,95.099998,93.349998,93.660004,1896100,93.375618
"681",93.629997,95.769997,93.629997,94.860001,944300,94.571968
"682",94.5,95.419998,94.279999,95.349998,1010400,95.060478
"683",95.739998,96.040001,95.449997,95.779999,1185100,95.489174
"684",95.959999,96.230003,95.019997,95.220001,3093500,94.930878
"685",94.879997,95.739998,94.230003,94.25,1456200,93.963814
"686",94.650002,94.690002,91.879997,92.220001,2320900,91.939987
"687",92.050003,93.199997,91.519997,92.769997,1191600,92.488312
"688",92.449997,92.839996,91.309998,92.010002,1658800,91.730629
"689",92.540001,92.940002,90.980003,91.449997,1349500,91.172318
"690",91.800003,93.160004,91.059998,93.110001,2007400,92.827278
"691",93.449997,94.339996,92.07,92.150002,2008900,91.870201
"692",91.620003,91.709999,90.599998,90.940002,1962900,90.663872
"693",91.129997,92.050003,90.639999,91.989998,1827500,91.710686
"694",92.300003,93.769997,92.07,93.349998,1606300,93.066551
"695",93.029999,93.120003,90.949997,91,2088300,90.723686
"696",90.190002,91.699997,88.970001,90.699997,2141400,90.424591
"697",91.470001,91.760002,90.589996,91.5,1680600,91.222168
"698",91.389999,92.970001,91.300003,91.550003,1953200,91.272018
"699",92.959999,94.660004,92.959999,93.43,2760900,93.146309
"700",93.010002,93.120003,91,91.529999,1274700,91.252075
"701",91.610001,92.400002,90.809998,91.660004,1664900,91.381691
"702",91.790001,92.650002,91.620003,92.199997,1098100,91.920044
"703",92.419998,94.790001,91.830002,92.199997,1687900,91.920044
"704",90.889999,91.739998,90.5,91.150002,2708700,90.87323
"705",91.760002,92.43,91.519997,92.389999,1743700,92.109467
"706",92.25,92.699997,90.730003,90.730003,2205800,90.454506
"707",91.5,95.949997,89.849998,95.769997,4029200,95.479202
"708",95.559998,97.360001,94.809998,96.910004,2809600,96.615746
"709",96.730003,98.620003,96.489998,97.690002,1542400,97.393379
"710",97.870003,98.540001,96.360001,97.190002,1267100,96.894897
"711",97.099998,97.809998,96.550003,97.309998,1067300,97.014526
"712",97.349998,97.349998,95.889999,97.32,1087000,97.024498
"713",96.900002,97.629997,96.540001,96.959999,1498400,96.665588
"714",97.849998,98.5,96.150002,96.309998,1714400,96.017563
"715",96.809998,98.690002,96.449997,97.989998,1311800,97.692459
"716",97.800003,100.470001,97.370003,100.150002,1703200,99.845901
"717",100.440002,100.440002,99.129997,99.57,1135200,99.26767
"718",100,100.730003,98.599998,98.93,1261800,98.778419
"719",98.620003,99.099998,97.860001,99.089996,938800,98.938171
"720",98.260002,98.879997,97.849998,98.129997,861900,97.979645
"721",98.290001,99.339996,97.949997,98.089996,856600,97.939705
"722",97.849998,98.089996,96.779999,97.760002,2305000,97.610214
"723",97.900002,99,97.5,98.849998,970300,98.69854
"724",99.489998,100.5,99.169998,99.690002,2089900,99.537254
"725",99.519997,100.519997,99.519997,100.169998,1613700,100.016518
"726",100.580002,100.82,100.110001,100.209999,833300,100.056458
"727",99.610001,100.110001,98.699997,99.260002,983400,99.107918
"728",98.919998,99.510002,98.260002,99.080002,954900,98.928192
"729",99.449997,101.470001,99.120003,101.220001,2138800,101.064911
"730",101.860001,103.489998,101.849998,103.089996,1799000,102.932045
"731",103.199997,105.419998,102.849998,105.32,1955800,105.15863
"732",105.559998,106.419998,105.040001,106.370003,1656600,106.207024
"733",105.82,106.25,104.769997,105,764600,104.839119
"734",105.059998,105.080002,103.75,104.75,1781500,104.5895
"735",103.260002,104.18,102.760002,103.949997,1449600,103.790726
"736",104.099998,104.769997,103.860001,104.18,1114200,104.020378
"737",104.620003,105.300003,104.279999,104.910004,1096800,104.74926
"738",105.860001,106.25,105.309998,105.470001,1026000,105.308403
"739",105.599998,106.110001,104.75,104.75,1404600,104.5895
"740",104.919998,105.580002,104.519997,104.699997,1329100,104.539574
"741",105.110001,105.949997,104.800003,105.699997,1453700,105.53804
"742",105.669998,107.230003,105.370003,106.519997,1421800,106.356789
"743",106.540001,107.440002,106.169998,107.199997,1286600,107.035744
"744",108.040001,109.300003,107.699997,108.480003,2516700,108.313789
"745",108.32,108.900002,107.739998,108.800003,2109000,108.633301
"746",109.040001,109.660004,108.510002,109.25,2524300,109.082611
"747",109.269997,110.669998,109.150002,110.339996,1935700,110.170937
"748",111.18,111.720001,110.309998,111.419998,3343700,111.249283
"749",111.059998,111.68,111.040001,111.279999,1495800,111.109497
"750",111.43,111.919998,111.080002,111.370003,436700,111.199364
"751",111.43,111.980003,111.300003,111.940002,1268300,111.768486
"752",112.32,112.790001,111.760002,112.389999,890200,112.217796
"753",112.5,112.690002,110.970001,111.370003,953200,111.199364
"754",111.080002,111.529999,110.610001,110.910004,1327800,110.740067
"755",111.150002,111.620003,110.459999,111.449997,2014600,111.279236
"756",110,110.410004,108.639999,109.989998,1854500,109.821472
"757",109.019997,109.449997,108.589996,109.419998,1821800,109.252342
"758",109.269997,109.489998,108.160004,108.290001,1498900,108.124077
"759",108.139999,110.040001,107.889999,109.209999,2741600,109.042671
"760",109.889999,110.199997,109.050003,109.089996,1596200,108.922852
"761",109.449997,109.449997,108.389999,108.599998,1296300,108.433601
"762",108.940002,109.330002,108.209999,109.290001,1573900,109.122543
"763",109.139999,109.5,108.589996,109.089996,1233200,108.922852
"764",108.940002,109.860001,108.589996,109.629997,1316100,109.462021
"765",110.32,111.650002,110.190002,111.599998,1217100,111.429008
"766",112.169998,113.959999,111.980003,113.919998,2512600,113.745453
"767",112.489998,112.620003,109.93,110.620003,4031800,110.450508
"768",110.980003,112.610001,110.540001,110.849998,1716600,110.680153
"769",109.190002,111.150002,107.650002,110.959999,1607100,110.789986
"770",111.449997,111.449997,107.480003,108.489998,2105300,108.323769
"771",104.300003,105.970001,103.529999,104.940002,4149700,104.779213
"772",106,108.040001,105.559998,107.860001,2062400,107.69474
"773",108.129997,110.129997,108.129997,110.010002,1854200,109.841446
"774",108.300003,109.449997,107.220001,109.07,2389300,108.902885
"775",108.809998,108.889999,107.010002,107.800003,3606700,107.634834
"776",108.540001,109.889999,107.82,107.849998,2097700,107.684753
"777",109.919998,111.989998,109.389999,110.940002,1689500,110.77002
"778",112.440002,113.580002,112.150002,113.260002,2144000,113.086464
"779",113.699997,113.879997,111.800003,112.699997,1477600,112.527321
"780",111.419998,111.639999,110.419998,110.839996,1371200,110.670166
"781",110.419998,111.370003,110.150002,111.370003,2028600,111.199364
"782",110.440002,115.059998,109.019997,112.940002,2388600,112.766953
"783",113.489998,115.480003,113.199997,113.699997,1891100,113.525787
"784",112.660004,113.540001,111.169998,112.959999,1396000,112.786919
"785",113.089996,113.629997,112.129997,113.230003,948900,113.056511
"786",112.980003,113.300003,111.849998,111.93,1805100,111.758499
"787",112.050003,113.449997,112.050003,112.669998,1543300,112.497368
"788",112.32,113.830002,111.769997,112,1165300,111.828392
"789",111.139999,111.209999,109.32,109.57,1716100,109.402115
"790",104.620003,105.349998,103.489998,104.019997,4565200,103.860619
"791",104.82,104.889999,98.309998,98.879997,5490900,98.728493
"792",99.639999,100.82,96.300003,97.900002,6110500,97.75
"793",95.529999,100.690002,93.220001,95.830002,7692700,95.830002
"794",92.949997,98.339996,92.699997,97.199997,6128600,97.199997
"795",97.040001,97.699997,92.580002,96.459999,4791400,96.459999
"796",96.580002,96.790001,92.239998,93.330002,6433300,93.330002
"797",94.699997,98.519997,92,98.389999,7065200,98.389999
"798",94.099998,95.139999,91.290001,91.5,9044900,91.5
"799",89.019997,94.209999,88.32,90.449997,6450400,90.449997
"800",83.400002,87.540001,83.400002,86.18,7335700,86.18
"801",89.989998,91.529999,85.68,90.32,5472100,90.32
"802",88.220001,88.220001,79.169998,81.089996,9833200,81.089996
"803",71.410004,79.57,71.400002,76.720001,11501200,76.720001
"804",80.849998,81.980003,76.639999,78.629997,8068300,78.629997
"805",69.419998,75.889999,63.830002,69.540001,8647000,69.540001
"806",70.57,71,61.849998,64.830002,10971800,64.830002
"807",58.009998,58.459999,44.299999,56.68,18610500,56.68
"808",55,62.82,51.040001,58.029999,13086300,58.029999
"809",61.290001,71.480003,56.5,61.599998,11377400,61.599998
"810",61.25,67.779999,60.049999,63.330002,11003500,63.330002
"811",68.43,75.669998,67.510002,69.389999,9956100,69.389999
"812",75.309998,76.730003,67.349998,72.25,7695500,72.25
"813",75.599998,78.760002,70.239998,73.199997,7410400,73.199997
"814",69,71.699997,66.199997,69.150002,5784100,69.150002
"815",66.790001,69.830002,64.580002,68.68,5064200,68.68
"816",68.75,71.830002,67.889999,68.239998,5160600,68.239998
"817",65,66.400002,62.360001,63.040001,5743000,63.040001
"818",62.330002,65.989998,57,57.860001,7930200,57.860001
"819",58,59.48,53.700001,55.939999,7232900,55.939999
"820",60.869999,64.330002,60.110001,63.799999,9128500,63.799999
"821",70.18,73.480003,65.309998,65.830002,7903000,65.830002
"822",67.309998,70.190002,66.330002,70.089996,8521200,70.089996
"823",70.220001,73.209999,68.110001,68.449997,7537400,68.449997
"824",68.529999,68.900002,64.32,66.639999,4020700,66.639999
"825",68.25,71.300003,68.25,70.010002,4575800,70.010002
"826",66.040001,71.279999,65.610001,69.870003,5803000,69.870003
"827",69.809998,70.699997,67.769997,70.150002,4772000,70.150002
"828",74.669998,75.849998,72.730003,75.620003,4952800,75.620003
"829",73.5,75.540001,71.449997,72.279999,4815400,72.279999
"830",70.330002,72.480003,70.099998,71.349998,3139100,71.349998
"831",72.510002,73.599998,69.589996,70.790001,2708700,70.790001
"832",71.589996,73.790001,70.699997,71.940002,2246100,71.940002
"833",72.459999,72.599998,70.050003,71.370003,1954000,71.370003
"834",73.150002,75.989998,72.75,75.190002,2558000,75.190002
"835",77,77.800003,74.379997,75.75,3003500,75.75
"836",77.019997,81.739998,77.019997,79.279999,6174000,79.279999
"837",77.790001,78.389999,74.779999,75.709999,4382500,75.709999
"838",73.110001,73.75,71.419998,72.029999,3693400,72.029999
"839",70,72.580002,69.080002,71.410004,4295300,71.410004
"840",72.760002,73.68,71.410004,71.739998,3066900,71.739998
"841",72.489998,72.849998,70.620003,70.790001,3838800,70.790001
"842",71.970001,73.459999,71.290001,71.900002,4737500,71.900002
"843",72.779999,74.029999,71.720001,72.190002,8488800,72.190002
"844",71.110001,71.260002,68.260002,68.300003,5532600,68.300003
"845",68.940002,69.339996,66.559998,67,3176800,67
"846",67,67.199997,64.059998,64.849998,4944400,64.849998
"847",63.360001,68.209999,62.470001,68.169998,6036700,68.169998
"848",67.279999,68.830002,66.510002,68.540001,2331000,68.540001
"849",72.169998,74.669998,72.080002,73.07,6424200,73.07
"850",73.040001,77.080002,71.830002,75.290001,3955000,75.290001
"851",76.860001,78.32,75.940002,77.720001,3522000,77.720001
"852",77.150002,78.860001,75.830002,77.660004,4794500,77.660004
"853",78,78.790001,76.690002,78.389999,2822700,78.389999
"854",85.129997,85.580002,81.43,81.690002,3879800,81.690002
"855",84.139999,84.519997,80.760002,83.150002,5166800,83.150002
"856",83.980003,84.540001,80.440002,80.620003,3368600,80.620003
"857",79.540001,80.25,78.379997,79.309998,3919600,79.309998
"858",79.650002,82.730003,79.360001,81.910004,2374600,81.910004
"859",83,83.650002,81.239998,83.599998,3138800,83.599998
"860",84.489998,87.419998,83.790001,86.110001,3624900,86.110001
"861",86.190002,87.440002,84.360001,86.339996,3503000,86.339996
"862",90.419998,93.720001,86.650002,87.199997,6686200,87.199997
"863",89.860001,90.779999,88.540001,89.699997,4554100,89.699997
"864",87.800003,87.830002,85.25,86.129997,3086700,86.129997
"865",85.379997,85.919998,82.349998,82.830002,3943100,82.830002
"866",78,80.610001,76.730003,77.589996,5266500,77.589996
"867",80.93,81,76.160004,77.449997,4733600,77.449997
"868",74.540001,78.43,73.849998,77.480003,3402900,77.480003
"869",81.290001,81.739998,76.720001,78.25,3103900,78.25
"870",77.860001,78.470001,75.849998,76.419998,3457400,76.419998
"871",75.739998,79.139999,75.43,78.160004,3899000,78.160004
"872",79.230003,79.260002,75.389999,76.169998,4260900,76.169998
"873",75.949997,76.809998,74.830002,76.080002,1949500,76.080002
"874",76.739998,76.949997,75.160004,75.68,3956900,75.68
"875",75,75,71.589996,73.190002,3776700,73.190002
"876",72.489998,72.730003,70.809998,72.510002,3999700,72.510002
"877",72.190002,72.300003,69.830002,71.160004,9989300,71.160004
"878",71.519997,73.919998,70.110001,73.919998,3244000,73.919998
"879",73.550003,73.940002,72.019997,73.449997,4377300,73.449997
"880",74.68,76.529999,74.120003,74.440002,3177000,74.440002
"881",76.790001,76.980003,74.129997,74.519997,1766300,74.519997
"882",76.080002,76.349998,74.980003,76.239998,2942700,76.239998
"883",75.260002,75.459999,73.75,74.169998,2761100,74.169998
"884",74.300003,75.089996,73.400002,75.089996,3596800,75.089996
"885",75.410004,75.589996,72.519997,74.129997,2809600,74.129997
"886",73.830002,75.269997,73.5,75.239998,2168300,75.239998
"887",75.550003,76.260002,73.550003,73.580002,2984900,73.580002
"888",73.209999,73.540001,71.860001,73.510002,2452000,73.510002
"889",76.599998,81.480003,76.010002,80.919998,4597000,80.919998
"890",79.800003,81.220001,78.959999,80.889999,2863200,80.889999
"891",80.669998,80.690002,78.510002,79.900002,2268600,79.900002
"892",79.440002,80.32,77.529999,78.169998,2103400,78.169998
