"","MPWR.Open","MPWR.High","MPWR.Low","MPWR.Close","MPWR.Volume","MPWR.Adjusted"
"1",82.889999,84.040001,81.839996,83.610001,433900,80.19603
"2",83.949997,84.050003,82.489998,83.029999,363400,79.639702
"3",82.709999,83.760002,82.199997,82.760002,231900,79.38073
"4",82.669998,84.239998,82.279999,83.940002,269200,80.512535
"5",84.129997,85.809998,83.75,85.400002,481900,81.912918
"6",85.089996,85.75,84.639999,85.57,300300,82.076004
"7",86,86.349998,85.059998,86.32,261500,82.795349
"8",86.129997,86.220001,84.800003,85.949997,142000,82.440468
"9",86.230003,87.610001,86.059998,87.139999,160300,83.581879
"10",86.800003,86.940002,84.900002,85.169998,220300,81.692329
"11",85.730003,86.93,85.629997,86.449997,259600,82.920036
"12",86.260002,86.959999,85.400002,85.610001,211500,82.114349
"13",85.620003,87.800003,85.620003,87.540001,452500,83.965569
"14",87.360001,88.629997,87.360001,88.330002,651500,84.723297
"15",88.769997,91.129997,88.720001,90.550003,364600,86.852631
"16",91.040001,91.760002,89.940002,90.059998,455200,86.382652
"17",90.230003,90.739998,87.75,88.300003,507400,84.694519
"18",88.760002,90.150002,88.160004,89.779999,196100,86.114067
"19",89,89.610001,87.599998,89.050003,228200,85.413879
"20",89.050003,89.050003,87.139999,87.239998,437100,83.677795
"21",88.239998,89.18,87.150002,88.919998,398100,85.2892
"22",88.5,88.809998,87.769997,88.269997,238700,84.665749
"23",89.190002,89.75,88.550003,89.07,345900,85.433075
"24",88.82,88.889999,87.900002,88.540001,286200,84.924721
"25",88.669998,89.809998,88.339996,89.370003,214100,85.720833
"26",89.050003,90.440002,88.75,89.910004,448000,86.238785
"27",89.980003,90.400002,88.889999,89.010002,649300,85.375526
"28",87.75,89.339996,85.25,88.400002,977200,84.790428
"29",88.529999,89.150002,84.949997,85.910004,768700,82.4021
"30",85.580002,85.730003,84.760002,85.129997,353200,81.653946
"31",85.07,86.279999,84.449997,86.019997,461800,82.507614
"32",86.209999,86.720001,85.510002,86.160004,252900,82.641899
"33",86.010002,86.610001,85.019997,86.519997,239300,82.98719
"34",86.519997,88.230003,86.449997,88.220001,327900,84.617775
"35",88.160004,89.089996,87.980003,88.800003,272700,85.17411
"36",89.059998,89.059998,86.839996,88.18,462400,84.579407
"37",87.480003,88.830002,87.040001,88.82,266400,85.193275
"38",88.949997,89.110001,88.190002,89.099998,413000,85.461853
"39",89,89,87.709999,87.970001,509000,84.377998
"40",88.75,89.5,87.970001,89.440002,312700,85.787971
"41",89.349998,89.75,88.839996,88.919998,229100,85.2892
"42",89,89.029999,88.199997,88.57,267100,84.953476
"43",87.959999,88.470001,87,88.160004,178000,84.560234
"44",88.139999,89.370003,87.709999,88.349998,258000,84.74247
"45",88.639999,89.440002,88.089996,88.370003,153400,84.761665
"46",88.370003,88.650002,87.830002,88.330002,160700,84.723297
"47",88.879997,89.32,88.5,89.25,205300,85.605713
"48",89.239998,91,89,90.959999,222300,87.245903
"49",90.879997,91.5,90.339996,91.389999,303900,87.658348
"50",91.5,92.889999,90.410004,92.720001,259000,88.934044
"51",93.050003,93.580002,92.239998,92.32,188000,88.550362
"52",92.519997,93.300003,92,92.959999,503900,89.16423
"53",93.290001,94.489998,92.809998,93.730003,252000,89.902817
"54",94.370003,94.370003,91.599998,91.68,288100,87.936523
"55",91.580002,92.190002,91,92.089996,234200,88.32975
"56",91.93,92.629997,90.910004,91.120003,204300,87.399376
"57",91.879997,92.949997,91.07,91.43,222500,87.696709
"58",90.839996,91.349998,89.089996,91.07,286400,87.351418
"59",91.07,92.809998,91.019997,92.669998,272200,88.886078
"60",92.290001,92.989998,91.43,91.870003,173900,88.309334
"61",91.900002,92.489998,90.080002,91.93,260700,88.366997
"62",91.75,92.650002,90.910004,92.099998,226000,88.530434
"63",92.230003,92.540001,91.07,91.489998,339300,87.944061
"64",91.169998,92.940002,91.169998,92.529999,329500,88.943748
"65",92.669998,92.980003,90.800003,90.980003,295800,87.453819
"66",91.099998,91.449997,89.800003,91.050003,301000,87.521103
"67",90.860001,92.050003,90.480003,91.730003,180100,88.174767
"68",91.970001,92.239998,90.739998,91.230003,256900,87.694145
"69",90.940002,92.110001,89.410004,90.57,439400,87.059708
"70",90.57,90.760002,89.269997,89.400002,288500,85.935059
"71",89,90.239998,88.190002,88.970001,200800,85.521736
"72",89.339996,90.440002,89.25,90.419998,148600,86.915527
"73",90.169998,91.199997,89.209999,91.110001,173300,87.578796
"74",91.790001,92.470001,91.389999,91.800003,268400,88.242058
"75",92.160004,93.93,91.730003,93.809998,267700,90.174156
"76",93.650002,94.150002,92.440002,93.370003,382400,89.751198
"77",94.989998,95.660004,94.419998,95.25,340500,91.558342
"78",95.949997,96.839996,95.25,96.209999,458500,92.481148
"79",96.220001,96.279999,93.68,93.709999,366900,90.078026
"80",95,96.599998,92.980003,94.459999,536700,90.79895
"81",94.260002,94.75,91.43,91.5,414500,87.953667
"82",91.5,92.610001,90.300003,91.860001,376300,88.299721
"83",91.760002,92.129997,90.379997,91.110001,244100,87.578796
"84",90.809998,91.050003,89.669998,90.82,245800,87.300018
"85",91.050003,92.839996,91,92.760002,288100,89.164841
"86",93.279999,93.459999,91.910004,93.459999,211500,89.837715
"87",93.160004,93.580002,92.239998,92.68,251900,89.087952
"88",92.839996,94.480003,91.629997,93.720001,208800,90.087646
"89",94.25,95.599998,93.82,95.389999,361200,91.692902
"90",95.099998,95.779999,94.470001,95.540001,314900,91.837112
"91",95.239998,95.779999,94.459999,94.809998,165800,91.135376
"92",95.269997,96.449997,95.269997,96.089996,257800,92.365768
"93",96.379997,98.330002,96.190002,98.209999,284800,94.403618
"94",96.75,97.389999,92.889999,92.959999,306000,89.357086
"95",92.610001,94.68,92.150002,93.830002,263000,90.193375
"96",94.510002,95.779999,94.510002,95.099998,189600,91.414146
"97",95.32,95.900002,94.93,95.220001,182800,91.529495
"98",95.489998,95.489998,93.879997,95.040001,136300,91.356476
"99",95.440002,97.739998,95.089996,97.43,243800,93.653854
"100",97.839996,98.339996,97.110001,97.660004,117000,93.874954
"101",97.610001,98.339996,96.559998,98.010002,115800,94.211349
"102",98.230003,98.93,97.519997,97.82,212600,94.028717
"103",98.5,98.660004,97.080002,98.199997,155800,94.393997
"104",98.699997,98.870003,97.889999,98.589996,211400,94.768883
"105",99.089996,101.160004,98.540001,100.800003,361300,96.89325
"106",100.800003,101.5,100.080002,101.010002,230800,97.095093
"107",100.370003,101.949997,100.019997,100.830002,241500,96.922081
"108",101.209999,102.629997,100.809998,101.790001,227300,97.844864
"109",102.300003,103.519997,101.040001,103.349998,229800,99.344383
"110",103.690002,103.919998,96.639999,97.93,331900,94.134468
"111",96.580002,98.900002,93.690002,97.339996,344600,93.567337
"112",98.190002,99.879997,97.300003,98.07,237100,94.269012
"113",98.260002,99.139999,95.5,96.459999,165000,92.721443
"114",94.730003,96.650002,94.730003,96.410004,199800,92.673386
"115",95.790001,97.599998,95.589996,97.190002,391600,93.423149
"116",103,103.010002,97.589996,98.330002,169500,94.518967
"117",98.169998,98.760002,96.300003,96.400002,335800,92.663773
"118",97.139999,98.18,96.629997,97.559998,147000,93.778801
"119",97.339996,97.660004,96.25,97.059998,119800,93.29818
"120",97.18,98.779999,96.769997,98.580002,293900,94.759285
"121",99,101.25,98.940002,99.510002,856100,95.653229
"122",99.400002,99.400002,96.690002,96.839996,518400,93.086708
"123",97.279999,99.169998,96.120003,99.029999,319600,95.388817
"124",98.550003,100,95.389999,97.120003,298700,93.549057
"125",97.220001,97.949997,96.339996,96.400002,238700,92.855545
"126",96.900002,97.190002,94.239998,94.239998,150900,90.774948
"127",94.269997,96.580002,94.260002,95.739998,260300,92.21978
"128",94.720001,96.269997,94.260002,95.300003,178200,91.795975
"129",95.830002,98.18,95.529999,98.029999,374400,94.425606
"130",98.260002,98.480003,97.209999,97.779999,242600,94.184792
"131",97.769997,98.980003,97.349998,98.720001,260800,95.090225
"132",99.639999,100.470001,99.379997,100.150002,137800,96.467674
"133",100.25,100.389999,98.879997,100.010002,192800,96.332794
"134",100.260002,101.050003,100.010002,100.790001,140300,97.084114
"135",101.080002,101.839996,100.019997,101.029999,233900,97.315308
"136",100.75,101.860001,100.290001,101.629997,169300,97.893242
"137",102.120003,103.949997,101.959999,103.610001,172700,99.80043
"138",103.959999,105.139999,103.239998,105,127500,101.13932
"139",105.089996,105.089996,103.139999,103.75,237200,99.93528
"140",103.650002,104.970001,103.349998,104.849998,261200,100.994835
"141",104.940002,105.260002,103.889999,104.93,367900,101.071907
"142",105.660004,107.870003,104.830002,106.790001,386800,102.863518
"143",101.599998,107.559998,99.5,104.580002,588000,100.734764
"144",103.910004,103.910004,102.290001,102.620003,224300,98.84684
"145",102.599998,103.75,101.660004,102.32,220400,98.557854
"146",102.870003,103.980003,102,103.199997,273400,99.405502
"147",103.440002,103.449997,101.139999,101.860001,232500,98.114792
"148",101.730003,102.800003,100.75,101.440002,245900,97.710197
"149",101.599998,102.449997,100.949997,101.550003,188100,97.816177
"150",101.849998,103.139999,101,102.769997,220900,98.991333
"151",102.769997,103.849998,102.269997,102.510002,195000,98.740883
"152",102.010002,102.900002,101.379997,102.150002,196000,98.394119
"153",101.650002,101.800003,100.230003,100.470001,240500,96.775871
"154",100.650002,101.730003,99.720001,101.099998,158700,97.382721
"155",102,103.029999,101.269997,101.769997,227100,98.028076
"156",101.940002,102.510002,101.400002,101.779999,178700,98.037704
"157",102,102.040001,101.110001,101.470001,190800,97.739136
"158",100.849998,101.150002,97.519997,97.580002,200100,93.992157
"159",97.589996,98.690002,96.540001,97.610001,181700,94.021042
"160",97.660004,97.669998,95.5,95.870003,317900,92.345024
"161",96.709999,97.860001,96.089996,97.580002,504100,93.992157
"162",96.82,97.910004,96.660004,97.629997,147200,94.040298
"163",97.849998,99.129997,97.489998,98.400002,255800,94.782013
"164",98.620003,98.75,97.220001,97.5,329800,93.9151
"165",97.849998,98.089996,97.349998,98.040001,164400,94.435211
"166",97.300003,98.669998,96.989998,98.300003,206500,94.685677
"167",98.529999,100.040001,97.949997,100,326900,96.323143
"168",100.32,101.410004,99.93,101.32,210100,97.594627
"169",101.419998,102.980003,100.769997,102.709999,259100,98.933525
"170",102.169998,103.709999,101.629997,103.510002,453200,99.704132
"171",103.790001,103.790001,102.120003,102.510002,309200,98.740883
"172",102.989998,103.519997,102.059998,102.690002,242400,98.914268
"173",102.5,103.290001,101.709999,102.720001,241500,98.943161
"174",103.489998,105.419998,103.43,105.169998,206400,101.303085
"175",105.25,105.790001,104.339996,105.769997,301900,101.881004
"176",105.760002,105.779999,103.589996,103.82,535200,100.002701
"177",103.690002,104.699997,102.620003,102.769997,370100,98.991333
"178",102.949997,104.150002,102.559998,103.260002,545500,99.46331
"179",103.800003,104.910004,103.709999,104.18,197900,100.34948
"180",104.190002,104.650002,103.32,103.470001,223600,99.665588
"181",103.330002,103.790001,100.260002,101.370003,290500,97.642784
"182",101.370003,103.089996,100.620003,102.589996,297500,98.817924
"183",102.190002,103.239998,102,102.970001,103500,99.183975
"184",102.959999,102.959999,101.019997,101.68,187400,97.941399
"185",102.269997,103.080002,101.580002,102.769997,223600,98.991333
"186",103.419998,106.839996,103,106.199997,292700,102.295204
"187",105.889999,106.610001,104.940002,106.43,202500,102.710167
"188",106.519997,107,106.269997,106.550003,243600,102.825996
"189",106.889999,107.690002,106.269997,107.550003,166100,103.791031
"190",107.769997,108.889999,107.150002,108.389999,193400,104.601677
"191",108.07,108.559998,107.32,107.720001,154100,103.955093
"192",108.300003,108.309998,106.900002,108.230003,122300,104.447281
"193",107.629997,108.699997,107.599998,108.629997,110800,104.833282
"194",108.629997,109.040001,108.019997,108.599998,172600,104.804344
"195",110,111.550003,109.019997,111.550003,266700,107.65123
"196",111.760002,112.589996,110.669998,112.519997,159400,108.587326
"197",112.550003,114.040001,112.32,113.139999,195300,109.185661
"198",113.639999,114.269997,113.110001,114.080002,226700,110.092804
"199",114.089996,114.629997,113.5,113.830002,143000,109.851547
"200",113.519997,114.209999,113.099998,113.129997,159200,109.176003
"201",113.82,114.269997,112.389999,113.849998,159400,109.870842
"202",113.029999,113.980003,111.07,113.93,127500,109.948044
"203",115.019997,115.099998,113.900002,113.980003,162500,109.996315
"204",114.18,115.339996,113.900002,114.699997,146700,110.691124
"205",115.129997,115.959999,114.540001,114.739998,180100,110.729736
"206",114.150002,115.019997,112.610001,114.080002,232600,110.092804
"207",113.199997,115.440002,113.089996,114.849998,190300,110.835892
"208",117.139999,121.139999,115.589996,120.889999,464700,116.664787
"209",120.68,121.620003,119.129997,119.949997,258000,115.757622
"210",120.220001,122.169998,119.699997,121.669998,213800,117.417526
"211",122.830002,122.940002,119.080002,120.620003,222700,116.404228
"212",120.489998,121.300003,119.110001,119.879997,207100,115.690086
"213",120.349998,122.160004,119.5,122.150002,221300,117.880745
"214",122.25,124.809998,121.599998,124.589996,257400,120.235458
"215",124.760002,125.75,122.300003,123.690002,184100,119.36692
"216",123.129997,124.349998,122.400002,123.160004,377600,118.855446
"217",122.040001,122.779999,118.279999,120.379997,278700,116.172607
"218",120.519997,122.25,120.300003,121.800003,194700,117.543007
"219",121,122.769997,120.349998,120.879997,356600,116.655151
"220",120.330002,121.110001,118.540001,119.769997,301300,115.583923
"221",118.879997,120.32,117.449997,118.919998,209000,114.763641
"222",119.699997,122.190002,119.699997,121.220001,213500,116.983246
"223",120.910004,123.089996,120.910004,122.620003,345200,118.334328
"224",122.75,124.529999,122.610001,124.379997,228500,120.032806
"225",125.089996,126.68,125,126.639999,233800,122.213829
"226",126.75,126.800003,124.279999,124.360001,199000,120.013512
"227",124.419998,125.650002,124.419998,125.540001,58200,121.152275
"228",124.809998,125.279999,123.699997,124.330002,263400,119.984566
"229",124.669998,126.129997,124.120003,124.940002,235200,120.57325
"230",124.669998,125.25,116.5,116.879997,394500,112.794937
"231",118.599998,119.029999,115.660004,118.349998,431000,114.21357
"232",117.910004,118.150002,112.800003,116.970001,303000,112.881798
"233",118.470001,119.440002,110.940002,111.199997,505400,107.313454
"234",110.830002,113.610001,109.519997,111.239998,342400,107.352058
"235",110.459999,112.010002,105.010002,111.239998,256600,107.352058
"236",111.669998,112.849998,110.910004,111.260002,410000,107.371376
"237",112.739998,114.830002,112.150002,112.790001,305700,108.847878
"238",113.089996,115,112.879997,113.879997,394400,109.899796
"239",113.290001,114,112.110001,112.809998,498200,108.86718
"240",113.019997,114.089996,110.790001,111.5,343100,107.602989
"241",111.160004,112.370003,110,110.260002,383300,106.406311
"242",110.25,114.160004,109.169998,112.449997,593600,108.51976
"243",113.580002,115.349998,113.400002,114.769997,333800,110.758682
"244",114.419998,115.839996,113.449997,114.010002,348200,110.025261
"245",114.959999,115.82,113.269997,114.970001,263800,110.951706
"246",115.300003,115.510002,113.559998,113.709999,194800,109.735725
"247",113.18,113.730003,112.68,113.169998,255500,109.214615
"248",112.360001,113.709999,111.360001,113.139999,145600,109.185661
"249",112.959999,113.970001,112.57,112.889999,186500,108.944389
"250",113.120003,113.419998,112.739998,113.309998,178300,109.543777
"251",113.43,114.360001,112.300003,112.360001,196700,108.625359
"252",113,116.349998,112.660004,116.309998,285800,112.444077
"253",116.5,118.93,116,118.5,268100,114.561295
"254",119.230003,120,118.089996,119.599998,183700,115.624718
"255",120.209999,121.290001,119.139999,120.07,227700,116.079094
"256",120.160004,122.260002,119.529999,121.559998,206700,117.519585
"257",121.709999,122.059998,120.5,121.349998,157800,117.316559
"258",119.970001,121.050003,119.57,120.019997,212200,116.030746
"259",120.139999,121.900002,118.879997,121.720001,213200,117.674263
"260",121.940002,123.730003,120.720001,122.889999,120700,118.805367
"261",123.75,124.440002,119.769997,119.900002,283300,115.914749
"262",121.239998,121.239998,119.620003,120.510002,542900,116.504471
"263",120.489998,122.379997,119.470001,119.68,315300,115.70208
"264",120,120.629997,118.599998,119.989998,304000,116.001755
"265",119.739998,121.190002,119.080002,120.190002,384100,116.195099
"266",120.160004,121.900002,119.209999,121.139999,379600,117.113533
"267",119.470001,121.690002,119.220001,119.970001,377900,115.982422
"268",121.529999,121.82,117.25,117.580002,322800,113.671852
"269",118.839996,122.449997,117.669998,122.419998,223900,118.350975
"270",121.550003,123.449997,120.669998,122.760002,307200,118.679695
"271",120.660004,123.379997,119.010002,119.580002,303700,115.60537
"272",120.879997,121.709999,118.519997,119.120003,225300,115.16069
"273",118.089996,120.910004,117.720001,120.190002,172500,116.195099
"274",118.870003,118.989998,114.919998,115.040001,337300,111.216278
"275",113.550003,116.029999,109.5,109.540001,507400,105.899094
"276",106.949997,114.440002,103.139999,114.040001,645600,110.249527
"277",113.580002,114.129997,109.959999,110,384200,106.343811
"278",109.75,110.699997,103.769997,103.82,674700,100.369217
"279",105,112.239998,105,110.080002,1038100,106.421143
"280",110.800003,110.809998,107.800003,109.910004,667200,106.256805
"281",108.830002,110.040001,107.019997,109.970001,409000,106.314796
"282",108.709999,113.160004,108.050003,112.989998,389700,109.234398
"283",114.379997,116.419998,112.209999,116.169998,329000,112.308723
"284",115.870003,117.989998,115.870003,117,411600,113.111137
"285",116.440002,120.239998,116,119.68,417100,115.70208
"286",120.330002,120.620003,117.080002,117.160004,283300,113.265816
"287",117.690002,118.220001,116.199997,117.190002,258900,113.294846
"288",117.830002,118.75,116.400002,118.050003,223400,114.126228
"289",118.660004,119.959999,118.269997,119.82,156400,115.837395
"290",119.830002,121.110001,118.370003,118.580002,455600,114.638618
"291",119.120003,119.82,117.010002,117.059998,197400,113.169151
"292",117.18,117.730003,114.650002,115.769997,214800,111.92202
"293",114.339996,118.559998,113.639999,118.150002,194400,114.222916
"294",117.139999,119.199997,116.419998,118.419998,223100,114.48394
"295",119.279999,119.769997,117.720001,119.029999,380800,115.073662
"296",118.129997,120.300003,118.040001,119.370003,223400,115.402359
"297",120.040001,120.330002,118.769997,119.870003,232000,115.885757
"298",121,125,120.839996,124.870003,268400,120.719559
"299",125,126.540001,124.269997,125.510002,214600,121.33828
"300",126.25,127.610001,123.199997,123.699997,249100,119.58844
"301",124.519997,124.519997,122.459999,123.199997,165000,119.105064
"302",123.730003,125,122.269997,123.400002,245000,119.298424
"303",123.739998,125.110001,122.970001,124.720001,488600,120.574539
"304",123.830002,124.290001,119.800003,123.059998,338300,118.969711
"305",123.010002,125.449997,121.870003,125.110001,339100,120.951576
"306",124.879997,127.400002,124.010002,125.389999,307100,121.222275
"307",123.699997,124.18,119.82,120.029999,238500,116.040413
"308",120.080002,120.080002,114.82,114.889999,352900,111.071274
"309",117.5,120.699997,116.230003,119.849998,336000,115.866402
"310",120.669998,121.559998,114.989998,115.720001,419000,111.87368
"311",115.489998,115.919998,112.279999,113.209999,252800,109.73159
"312",113.510002,117.360001,111.849998,115.769997,298900,112.212906
"313",114.989998,115.589996,110.209999,110.800003,301400,107.39563
"314",112.120003,113.339996,110.239998,112.360001,415900,108.9077
"315",109.760002,114.849998,109.230003,114.370003,200100,110.855949
"316",115.489998,115.940002,113.209999,114.110001,193900,110.603935
"317",112.510002,114.150002,109.989998,110.940002,173300,107.531326
"318",112.300003,114.470001,111.150002,111.559998,234300,108.132278
"319",114.089996,117.110001,112.650002,115.839996,206400,112.280777
"320",114.839996,117.459999,114.639999,116.980003,179700,113.385757
"321",118.809998,121.669998,117.980003,121.019997,357700,117.301628
"322",122.279999,122.93,120.559998,120.830002,318700,117.117447
"323",121.510002,122.769997,120.260002,122.010002,228700,118.261208
"324",122.800003,125.080002,122.309998,124.360001,239800,120.539001
"325",124.290001,125.25,122.779999,123.779999,182300,119.976822
"326",122.43,122.669998,119.660004,120.239998,379300,116.545578
"327",120,121.290001,118.800003,119.510002,309600,115.83802
"328",119.639999,121.169998,118.139999,119,356000,115.343681
"329",119.559998,120.839996,117.230003,119.010002,342500,115.353386
"330",119.080002,120.32,115.970001,119.379997,275300,115.712013
"331",120.629997,121.720001,119.029999,121.25,189000,117.524536
"332",122.589996,122.639999,119.239998,120.279999,316800,116.584358
"333",120.550003,122.529999,116.550003,117.099998,412800,113.502068
"334",119.699997,119.699997,115.029999,119.120003,511500,115.460022
"335",119.449997,119.720001,118.150002,118.349998,259100,114.713661
"336",117.400002,120.510002,116.43,120.269997,400200,116.574669
"337",119.5,124.269997,118.870003,123.870003,243300,120.064049
"338",124.190002,125.529999,123.540001,123.839996,219200,120.034958
"339",124.18,125.300003,123.239998,124.110001,355900,120.296669
"340",124.339996,126.540001,123.760002,126.169998,271800,122.293381
"341",126.440002,128.860001,125.959999,128.669998,311800,124.716576
"342",128.440002,128.789993,126.510002,126.559998,157300,122.671394
"343",127.050003,128.869995,126.010002,126.169998,292000,122.293381
"344",125.559998,126.389999,124.82,126.230003,309000,122.35154
"345",126.099998,128.279999,125.989998,127.769997,296600,123.844223
"346",127.370003,129.149994,126.540001,128.759995,189900,124.803787
"347",128.960007,130.320007,128.419998,128.940002,313500,124.978279
"348",130.360001,131.899994,128.339996,129.770004,217500,125.782776
"349",130.460007,131.399994,129.419998,129.539993,205100,125.559845
"350",128.490005,130.800003,125.5,130.720001,184000,126.703583
"351",130.699997,131.130005,129.509995,130.589996,133000,126.577591
"352",130.820007,132.830002,130.589996,131.710007,152800,127.663177
"353",131.270004,132.309998,129.710007,131.539993,272800,127.498375
"354",132.259995,134.690002,132.029999,133.839996,445600,129.727737
"355",133.589996,134.740005,131.699997,131.809998,223300,127.760101
"356",133.020004,133.880005,132.160004,133.300003,335500,129.204315
"357",133.919998,134.839996,133.070007,134.679993,231100,130.541901
"358",135,136.490005,134.080002,135.759995,197700,131.58873
"359",136.080002,137.190002,135.149994,137.190002,212100,132.974792
"360",137.229996,137.800003,133.199997,133.369995,292500,129.272171
"361",133.610001,136.949997,132.589996,134.259995,491100,130.134781
"362",135.130005,137.699997,134.889999,137.339996,227700,133.120148
"363",137.669998,140.199997,136.520004,139.729996,326000,135.436768
"364",140.139999,141.570007,137.5,137.660004,380900,133.430328
"365",139.059998,139.75,137.389999,139.710007,433500,135.417389
"366",138.580002,141.820007,138.089996,141.630005,467500,137.278366
"367",140.279999,141.339996,139.339996,141.119995,262700,136.784012
"368",138.919998,140.020004,136.940002,139.070007,292500,134.797012
"369",139.919998,141.440002,139.179993,141.300003,278400,136.958511
"370",141.720001,141.720001,138.479996,141.130005,495700,136.793732
"371",142,142.559998,138.490005,138.539993,4484100,134.283325
"372",138.190002,138.399994,131.649994,134.259995,585600,130.134781
"373",134.820007,137.990005,134,136.919998,484300,132.713074
"374",137.610001,138.179993,133.350006,133.380005,419000,129.281876
"375",133.330002,136.160004,131.820007,134.570007,355300,130.729324
"376",135.669998,136.679993,133.570007,133.669998,434400,129.855011
"377",132.5,135.529999,131.940002,134.710007,345800,130.865341
"378",135.899994,135.899994,132.389999,132.699997,219700,128.912689
"379",133.470001,136.830002,132.779999,136.339996,623500,132.448807
"380",136.5,138.539993,135.380005,138.309998,309400,134.362564
"381",139.300003,139.300003,136.5,138.220001,293600,134.275192
"382",138.610001,140.940002,138.339996,140.679993,258800,136.664932
"383",138.830002,140.020004,136.949997,137.210007,273700,133.293991
"384",138.210007,140.300003,137.210007,140.229996,212000,136.227783
"385",140.020004,141.039993,139.050003,139.910004,273300,135.916946
"386",140.25,141,139.389999,139.690002,138100,135.703217
"387",139.020004,142.380005,138.210007,141.350006,266700,137.315826
"388",141.860001,141.929993,140.050003,141.449997,161500,137.412979
"389",141.410004,142.149994,140.470001,141.800003,179900,137.752975
"390",142.399994,142.399994,140.059998,140.720001,236200,136.703812
"391",140.550003,142,138.919998,141.509995,337300,137.471252
"392",142.029999,142.910004,136.720001,137.470001,299300,133.54657
"393",137.800003,138.839996,133.389999,135.490005,594900,131.623077
"394",138.369995,140.850006,130.339996,136.160004,700100,132.273941
"395",136.889999,137.320007,130.779999,132.520004,299400,128.737808
"396",132.179993,132.649994,128.75,131.050003,358500,127.309784
"397",131.559998,133.830002,131.470001,132.679993,331100,128.89325
"398",132.440002,134.669998,131.630005,131.960007,301800,128.193832
"399",132.869995,135.899994,129.649994,135.630005,323900,131.759079
"400",135.330002,136.300003,134.509995,135.699997,370400,131.827042
"401",135.190002,137.380005,134,137.270004,208700,133.352264
"402",138.259995,142.009995,137.669998,141.449997,514400,137.412979
"403",140.979996,142.380005,139.5,141.800003,240300,137.752975
"404",142,142.320007,139.570007,139.690002,289300,135.703217
"405",138,139.860001,137.009995,139.419998,494000,135.440918
"406",139.309998,142.479996,139.309998,139.789993,380500,135.800354
"407",140.020004,142.419998,139.380005,141.259995,360900,137.228394
"408",140.089996,141.130005,138,139.919998,308200,135.926651
"409",140.660004,140.880005,139.339996,140.320007,224900,136.315231
"410",139.559998,141,138.199997,140.720001,248900,136.703812
"411",141,142.449997,139.479996,141.970001,229100,137.918167
"412",142.190002,145.169998,142.190002,144.740005,316300,140.609085
"413",145.100006,146.720001,143.460007,145.559998,288600,141.40567
"414",145.199997,147.080002,144,145.550003,238500,141.396011
"415",146.389999,147.600006,146.080002,147.240005,190300,143.03772
"416",148.419998,151.080002,148.320007,149.279999,399000,145.019501
"417",150.119995,150.240005,147.630005,149.149994,174700,144.893204
"418",150,150.800003,148.570007,149.460007,165500,145.194366
"419",148.949997,150.080002,148.160004,148.539993,141300,144.300629
"420",148.800003,150.360001,147.839996,149.869995,257100,145.592651
"421",149.429993,151.740005,148.259995,151.380005,251300,147.059586
"422",151.800003,151.800003,147.729996,149.300003,306200,145.038925
"423",149.229996,150.160004,147.059998,149.320007,257600,145.058365
"424",148.080002,152.210007,147.479996,147.990005,304300,143.766327
"425",149.059998,149.309998,145.020004,146.529999,318700,142.347992
"426",146.059998,147.25,144.029999,146.009995,374000,141.842834
"427",145.210007,145.5,139.210007,141.369995,485200,137.335251
"428",140.800003,141.25,129.229996,136.779999,1206800,132.876251
"429",137.179993,139.360001,136.910004,138.210007,686100,134.265457
"430",137.970001,138.300003,132.369995,132.550003,399200,128.766983
"431",132.070007,134.949997,131.910004,133.029999,498700,129.233292
"432",133.669998,134.779999,131.800003,133.639999,359300,129.825867
"433",134.740005,136.309998,133.25,135.259995,329100,131.399612
"434",135.360001,135.720001,132.690002,132.899994,585500,129.106995
"435",132.419998,133.029999,130.589996,132.809998,382500,129.019577
"436",129.699997,131.220001,128.229996,129.139999,883000,125.454315
"437",129.149994,130,126.730003,126.940002,503100,123.317085
"438",127.199997,127.589996,125.82,126.309998,452400,122.99575
"439",126.089996,126.57,124.550003,125.529999,579100,122.236214
"440",126.540001,126.980003,124.120003,124.43,452600,121.165085
"441",124,125.959999,123.970001,124.800003,378500,121.525375
"442",125.580002,128.570007,125.190002,127.970001,851300,124.612206
"443",126.769997,127.120003,122.519997,124.169998,720200,120.911911
"444",123.940002,124.440002,118.470001,119.459999,748200,116.325485
"445",118.040001,118.360001,114.989998,116.720001,690500,113.657387
"446",116.160004,117.739998,114.980003,116.709999,495800,113.647636
"447",115.730003,115.730003,110.139999,110.400002,759600,107.503227
"448",109.849998,113.839996,109.32,110.889999,632000,107.980354
"449",114.169998,115.370003,112.510002,113.959999,626400,110.969795
"450",113.220001,115.419998,111.93,113.989998,346600,110.999016
"451",114.25,118.589996,114.010002,118.300003,547200,115.195923
"452",118.300003,119.68,116.970001,118.870003,523600,115.750961
"453",117.919998,117.940002,114.790001,115.75,404400,112.712845
"454",116.169998,116.989998,113.260002,114.349998,378000,111.349579
"455",114.610001,115.080002,112.919998,114.43,346200,111.427475
"456",111.519997,115.949997,110.129997,114.949997,489300,111.933823
"457",112.620003,112.93,104,104.169998,880900,101.436691
"458",105.040001,108.779999,103.029999,108.43,1023300,105.5849
"459",109.519997,117.330002,101.989998,112.610001,1416900,109.655228
"460",115.029999,116.529999,109.269997,111.349998,791400,108.428291
"461",111.120003,115.419998,111.059998,115.300003,465900,112.274643
