"","PG.Open","PG.High","PG.Low","PG.Close","PG.Volume","PG.Adjusted"
"966",138.509995,140,137.440002,138.5,6682800,135.101898
"967",139.320007,142.660004,139.320007,141.220001,6244200,137.755157
"968",140.460007,143,140.270004,140.639999,5820600,137.189407
"969",142.440002,143.529999,141.779999,142.380005,5673100,138.886703
"970",142.669998,144.070007,142.380005,143.229996,4702300,139.715836
"971",146.149994,146.919998,137.600006,137.990005,12664700,134.604416
"972",138.100006,140.619995,137.149994,140.259995,7854000,136.81871
"973",141.850006,143,140.649994,142.070007,5554300,138.58432
"974",142.289993,142.550003,141.070007,142.149994,5631700,138.662338
"975",142.210007,144.479996,141.880005,144.279999,6466800,140.740082
"976",144.779999,144.779999,141.259995,142.429993,7976600,138.935471
"977",141.889999,143.470001,141.75,141.880005,6396800,138.398972
"978",141.990005,142.100006,139.660004,139.699997,6097100,136.272446
"979",139.869995,140.119995,138.449997,139.529999,5284100,136.106628
"980",139.529999,140.350006,138.630005,139.300003,4726900,135.882278
"981",139.320007,139.949997,137.860001,138.759995,4770600,135.35553
"982",138.830002,139.839996,138.070007,138.309998,7101800,134.916565
"983",138.160004,139.389999,138.039993,138.679993,8411300,135.277466
"984",138.589996,138.889999,137.529999,138.610001,4252200,135.209198
"985",138,139.199997,136.740005,138.869995,11640400,135.462814
"986",139.160004,139.539993,138.160004,139.369995,7169700,135.950562
"987",139.369995,139.940002,137.490005,138.360001,6963000,134.965332
"988",138.089996,138.350006,135.539993,137.339996,8742500,133.970367
"989",137.210007,137.860001,135.869995,137.470001,6617200,134.097168
"990",136.610001,137.740005,136.559998,137.679993,6918000,134.302017
"991",137.020004,138.779999,136.429993,138.050003,6493500,134.662949
"992",137.830002,138.039993,136.25,136.410004,6773400,133.063171
"993",136.520004,136.919998,135.039993,135.509995,6800500,132.185257
"994",134.460007,136.800003,134.199997,136.509995,6548000,133.160706
"995",137.020004,137.929993,135.770004,135.850006,6485300,132.516922
"996",136.389999,137.539993,136.240005,136.649994,5397000,133.297287
"997",136.710007,138.270004,136.710007,137.270004,5382500,133.902069
"998",138.009995,139.119995,137.949997,138.25,7405300,134.858047
"999",138.259995,140.070007,137.449997,139.039993,19988800,135.628632
"1000",137.960007,138.429993,136.220001,137.520004,6732400,134.14595
"1001",137.289993,138.070007,136.380005,136.550003,5023100,133.199768
"1002",137.389999,137.550003,136.130005,136.339996,6004200,132.994904
"1003",136.199997,138.130005,136.199997,137.720001,2588200,134.341034
"1004",138.149994,139.389999,137.949997,138.679993,3714700,135.277466
"1005",139.220001,139.940002,138.199997,138.419998,5139300,135.023865
"1006",138.600006,138.919998,137.550003,137.770004,3261400,134.389801
"1007",138.309998,139.289993,137.389999,139.139999,4076400,135.726196
