"","PAYC.Open","PAYC.High","PAYC.Low","PAYC.Close","PAYC.Volume","PAYC.Adjusted"
"116",70.059998,71.074997,69.379997,70.839996,982000,70.839996
"117",70.839996,72.800003,70.080002,70.349998,959500,70.349998
"118",70.809998,71.940002,70.800003,71.580002,567500,71.580002
"119",71.730003,72.150002,71.150002,71.790001,568300,71.790001
"120",71.849998,73.610001,71.593002,73.029999,1073200,73.029999
"121",73.559998,73.599998,71.310997,71.769997,602900,71.769997
"122",71.599998,71.949997,69.370003,69.410004,614100,69.410004
"123",69.620003,70.169998,68.540001,69.720001,712700,69.720001
"124",69.370003,69.519997,66.690002,67.540001,794000,67.540001
"125",67.760002,69.160004,67.529999,68.410004,522200,68.410004
"126",68.589996,68.589996,65.68,65.989998,420900,65.989998
"127",66.099998,67.550003,66.099998,66.720001,510400,66.720001
"128",66.279999,66.949997,65.900002,66.419998,311800,66.419998
"129",66.610001,67.889999,66.580002,67.639999,335500,67.639999
"130",67.25,67.769997,66.553001,67.089996,478900,67.089996
"131",67,68.540001,67,68.230003,406800,68.230003
"132",68.879997,70.349998,68.809998,69.800003,555500,69.800003
"133",69.980003,70.300003,68.260002,68.480003,533900,68.480003
"134",68.639999,69.230003,68.309998,68.739998,318400,68.739998
"135",68.919998,69.419998,68.68,69,443800,69
"136",68.800003,69.879997,68.504997,69.370003,433900,69.370003
"137",69.629997,70.260002,69.540001,69.589996,332300,69.589996
"138",69.75,70.169998,69.269997,70.050003,270100,70.050003
"139",70.199997,70.209999,69.410004,69.639999,281600,69.639999
"140",69.800003,71.959999,69.739998,71.699997,354500,71.699997
"141",71.699997,71.828003,70.830002,70.980003,281400,70.980003
"142",71.339996,71.760002,70.599998,70.769997,340000,70.769997
"143",70.949997,71.620003,68.410004,69.260002,616200,69.260002
"144",68.959999,71.160004,68.849998,70.459999,479100,70.459999
"145",70.5,70.940002,69.730003,70.089996,431500,70.089996
"146",70.739998,71.699997,69.733002,71.190002,1003300,71.190002
"147",72.5,72.629997,64.5,68.110001,2787500,68.110001
"148",68.25,69.769997,68.150002,69.389999,717400,69.389999
"149",69.440002,70.379997,69.205002,69.480003,568600,69.480003
"150",69.199997,70.349998,69,69.989998,459300,69.989998
"151",69.790001,70.709999,69.230003,69.900002,338500,69.900002
"152",69.190002,70.57,69.160004,69.529999,437400,69.529999
"153",69,69.5,67.870003,68.120003,581200,68.120003
"154",67.639999,69.150002,67.339996,68.959999,366000,68.959999
"155",69.599998,71.099998,69.599998,71.029999,355400,71.029999
"156",71.089996,71.970001,70.336998,71.529999,350600,71.529999
"157",71.550003,72.059998,71.18,71.410004,275400,71.410004
"158",71,72.040001,70.379997,70.449997,341800,70.449997
"159",70.019997,70.82,69.739998,70.25,329100,70.25
"160",70.220001,71.449997,70,71.269997,281800,71.269997
"161",71.629997,74.080002,71.629997,73.839996,579500,73.839996
"162",73.220001,74.82,72.550003,73.980003,668900,73.980003
"163",74.389999,74.629997,72.889999,73.459999,433700,73.459999
"164",73.769997,74.440002,72.710999,72.769997,261400,72.769997
"165",73,73.110001,71.900002,72.739998,399200,72.739998
"166",71.910004,72.559998,71.397003,71.93,521100,71.93
"167",72,73.57,71.779999,73.349998,420000,73.349998
"168",73.540001,74.690002,73.540001,74.610001,398400,74.610001
"169",74.699997,75.57,74.519997,74.769997,548300,74.769997
"170",74.5,75.410004,73.75,74.650002,325400,74.650002
"171",74.830002,74.919998,72.910004,73.290001,389300,73.290001
"172",73.730003,74.625,73.300003,73.860001,320000,73.860001
"173",73.870003,74.18,73.309998,73.629997,255400,73.629997
"174",74.160004,75.5,73.932999,75.269997,368900,75.269997
"175",75.269997,75.300003,74.019997,74.730003,336600,74.730003
"176",74.989998,75.220001,74.599998,74.919998,261500,74.919998
"177",74.75,75.089996,74.220001,74.959999,275100,74.959999
"178",74.989998,75.199997,74.519997,74.790001,739700,74.790001
"179",74.959999,75.435997,74.800003,75.080002,301100,75.080002
"180",75.25,75.269997,74.620003,74.779999,239200,74.779999
"181",74.779999,75.059998,74.129997,74.82,185300,74.82
"182",74.800003,76.309998,74.099998,75.790001,345200,75.790001
"183",75.559998,76.75,75.360001,76.080002,403200,76.080002
"184",76.050003,76.219002,73.040001,74.220001,546900,74.220001
"185",74.690002,74.690002,73.019997,73.449997,481400,73.449997
"186",73.540001,75.660004,73.480003,75.010002,732600,75.010002
"187",74.879997,75.116997,74.290001,74.75,366100,74.75
"188",74.709999,75.190002,74.379997,74.959999,563900,74.959999
"189",75.010002,75.889,73.610001,74.82,471900,74.82
"190",74.82,75.980003,74.599998,75.050003,329300,75.050003
"191",75.019997,75.269997,74.080002,74.459999,311600,74.459999
"192",74.730003,76.07,74.110001,76.029999,305700,76.029999
"193",75.93,77.889999,75.5,77.790001,466600,77.790001
"194",77.800003,78.860001,77.574997,78.209999,372400,78.209999
"195",78.370003,78.970001,77.665001,78.410004,424400,78.410004
"196",78.370003,79.07,78.07,78.800003,285300,78.800003
"197",78.889999,79.978996,78.779999,79.25,304700,79.25
"198",79.440002,79.900002,79.010002,79.889999,277700,79.889999
"199",79.940002,80.07,78.800003,78.989998,464000,78.989998
"200",78.980003,79.57,78.650002,78.879997,237700,78.879997
"201",79.300003,79.949997,78.419998,79.580002,246300,79.580002
"202",79.139999,79.5,78.209999,79.239998,284500,79.239998
"203",79.93,80.550003,79.580002,80.07,254700,80.07
"204",80.220001,80.400002,79.360001,79.480003,186600,79.480003
"205",79.5,80.279999,79.5,80.07,220600,80.07
"206",79.989998,80.772003,79.269997,79.769997,219800,79.769997
"207",80.050003,81.209999,79.879997,80.980003,279100,80.980003
"208",81.629997,82.519997,81,82.010002,436500,82.010002
"209",82,82,79.660004,80.129997,626700,80.129997
"210",81.089996,82.589996,80.75,82.199997,1003200,82.199997
"211",78.910004,78.910004,74.349998,77.300003,2694000,77.300003
"212",77.300003,79.900002,77,79.269997,789700,79.269997
"213",79.25,80.769997,77.870003,80.290001,533400,80.290001
"214",81.589996,83.110001,81.440002,81.870003,577400,81.870003
"215",82.07,82.489998,79.720001,79.870003,680300,79.870003
"216",79.739998,80.095001,78.910004,79.410004,684200,79.410004
"217",78.68,79.059998,77.580002,78.480003,565900,78.480003
"218",78.580002,79.25,78.07,78.900002,607300,78.900002
"219",78.620003,79.830002,77.629997,79.480003,441100,79.480003
"220",79.279999,79.900002,78.75,79.889999,261300,79.889999
"221",79.349998,79.360001,77.949997,78.5,329900,78.5
"222",78.790001,82.099998,78.790001,81.43,814800,81.43
"223",81.419998,82.199997,80.809998,81.989998,550500,81.989998
"224",82.529999,83.669998,82.224998,83.440002,739400,83.440002
"225",84.139999,85.400002,84,85.139999,996200,85.139999
"226",85.269997,85.294998,83.707001,84.779999,388500,84.779999
"227",85.019997,85.870003,85.019997,85.589996,218200,85.589996
"228",85.660004,86.099998,84.019997,84.129997,537300,84.129997
"229",84.220001,84.589996,83.550003,84.529999,530500,84.529999
"230",84.709999,84.730003,79.699997,80.849998,815700,80.849998
"231",81.580002,82.25,80.540001,82,449600,82
"232",81.68,82.150002,76.519997,80.529999,691700,80.529999
"233",81.57,81.709999,76.589996,76.660004,844200,76.660004
"234",76.18,77.713997,75.389999,76.260002,1098500,76.260002
"235",75.769997,77.669998,75.580002,77.050003,604900,77.050003
"236",77.050003,78.739998,77.019997,78.269997,493600,78.269997
"237",79,79.629997,78.540001,78.660004,544700,78.660004
"238",78.860001,80.110001,78.540001,79.540001,564400,79.540001
"239",79.349998,80.269997,77.870003,77.919998,440900,77.919998
"240",78.059998,79.739998,78.059998,79.449997,471700,79.449997
"241",79.849998,80.480003,79.470001,79.57,285900,79.57
"242",79.769997,81.519997,78.919998,81.339996,597200,81.339996
"243",82.449997,83.809998,81.620003,82.769997,500600,82.769997
"244",82.559998,83.839996,82.25,82.510002,494000,82.510002
"245",82.860001,83.059998,81.285004,82.330002,403500,82.330002
"246",82.379997,82.620003,81.331001,81.660004,301500,81.660004
"247",81.639999,81.639999,80.431,80.720001,293000,80.720001
"248",80.260002,81.050003,79.510002,80.709999,203600,80.709999
"249",80.849998,81.839996,80.519997,81.279999,251700,81.279999
"250",81.220001,81.220001,80.410004,80.75,210800,80.75
"251",80.75,81.019997,80.019997,80.330002,338800,80.330002
"252",80.470001,80.510002,79.18,80.440002,544100,80.440002
"253",80.510002,82.25,80.510002,81.029999,316900,81.029999
"254",81.610001,83.489998,81.599998,83.110001,460800,83.110001
"255",84,84.550003,83.230003,83.879997,360300,83.879997
"256",83.900002,84.959999,83.250999,84.639999,376500,84.639999
"257",85,85.260002,84.330002,84.720001,374100,84.720001
"258",84.25,85.040001,83.75,84.379997,350700,84.379997
"259",84.519997,85.389999,83.75,84.5,874300,84.5
"260",85.160004,89.370003,85.07,88.75,1245000,88.75
"261",90,90.915001,86.629997,86.949997,914900,86.949997
"262",87.940002,88.709999,87.080002,88.349998,465100,88.349998
"263",88.529999,89.900002,87.550003,89.120003,605200,89.120003
"264",89.370003,91.786003,89.040001,91.190002,773300,91.190002
"265",91.330002,92.809998,90.57,92.309998,1121900,92.309998
"266",93.209999,93.608002,91.959999,91.980003,913300,91.980003
"267",92.440002,92.764999,90.25,90.57,1443800,90.57
"268",91.040001,91.269997,89.550003,89.889999,489800,89.889999
"269",90.760002,93.089996,90.25,92.940002,808300,92.940002
"270",92.970001,93.360001,91.510002,92.650002,516200,92.650002
"271",91.300003,93,90.629997,91.400002,504100,91.400002
"272",92.010002,93.199997,90.849998,91.639999,529900,91.639999
"273",91.239998,92.120003,89.940002,90.169998,530300,90.169998
"274",89.589996,89.989998,88.099998,88.550003,942800,88.550003
"275",87.300003,88.860001,83.480003,84.07,1184000,84.07
"276",82.010002,87.440002,80.68,86.610001,1456400,86.610001
"277",86.879997,88,81.599998,84.5,2013400,84.5
"278",85.419998,85.709999,82.699997,82.900002,1154600,82.900002
"279",84.010002,84.724998,80.390999,83.349998,1336300,83.349998
"280",84.129997,85.160004,83.400002,84.510002,952500,84.510002
"281",85.349998,89.230003,84.760002,88.900002,1009300,88.900002
"282",88.480003,92.599998,88.224998,92.080002,1320000,92.080002
"283",92.849998,95.650002,91.529999,95.010002,915300,95.010002
"284",94.989998,96.589996,94.510002,94.900002,1066900,94.900002
"285",94.25,97.110001,93,95.760002,722000,95.760002
"286",96.010002,97.559998,95.589996,95.620003,598700,95.620003
"287",95.839996,96.970001,95.279999,96.110001,362600,96.110001
"288",96.860001,98.43,96.025002,98.419998,422000,98.419998
"289",99,99.949997,98.559998,99.489998,529400,99.489998
"290",99.5,101.190002,99.199997,99.620003,724300,99.620003
"291",99.610001,101.431999,98.879997,98.919998,457100,98.919998
"292",99.260002,99.849998,96.660004,98.760002,659200,98.760002
"293",97.559998,102.709999,96.920998,102.510002,718100,102.510002
"294",102.290001,105.050003,101.809998,104.32,772200,104.32
"295",104.910004,106.400002,103.783997,105.860001,649600,105.860001
"296",105.099998,108.169998,104.769997,107.5,622400,107.5
"297",108.43,109.730003,107.68,109.339996,496400,109.339996
"298",110,110.25,108.209999,109.959999,657800,109.959999
"299",110,111.339996,108.919998,110.199997,459900,110.199997
"300",110.989998,111.419998,108.739998,109.519997,498100,109.519997
"301",110.360001,112.205002,109.379997,111.25,375700,111.25
"302",111.300003,111.410004,108.617996,109.82,503600,109.82
"303",109.800003,110.375,108.349998,109.980003,932600,109.980003
"304",109.220001,109.910004,106.160004,108.040001,594000,108.040001
"305",108.059998,111.672997,107.769997,111.099998,396500,111.099998
"306",111.099998,113.93,110.5,113.010002,638000,113.010002
"307",111.629997,112.709999,109.849998,110.730003,629100,110.730003
"308",109.029999,111.529999,106.620003,106.790001,1260100,106.790001
"309",109.029999,114.137001,108.790001,113.860001,1020400,113.860001
"310",114.769997,115.480003,106.760002,107.620003,951000,107.620003
"311",107.449997,108,103.839996,105.18,1100800,105.18
"312",105.459999,109,104.925003,107.389999,894200,107.389999
"313",106.309998,107.599998,102,103.879997,841600,103.879997
"314",104.779999,105.660004,103.190002,104.769997,601500,104.769997
"315",101.57,108.260002,101.550003,107.870003,470400,107.870003
"316",109.029999,110.129997,107.949997,108.599998,557100,108.599998
"317",107.559998,109.25,106.370003,107.18,579200,107.18
"318",108.32,110.239998,107.68,107.790001,509800,107.790001
"319",109.949997,111.57,108.199997,111.040001,435900,111.040001
"320",110.809998,113.720001,110.605003,112.269997,443000,112.269997
"321",111.269997,112.620003,110.541,111.459999,588700,111.459999
"322",112.5,113.050003,108.830002,109.959999,744200,109.959999
"323",111,112.519997,109.57,112.010002,552800,112.010002
"324",112.940002,117,112.775002,116.029999,987500,116.029999
"325",116.760002,118.449997,115.050003,117.620003,680900,117.620003
"326",116.800003,117.695,115.599998,116.760002,435200,116.760002
"327",116.169998,116.709999,114.370003,115.760002,683000,115.760002
"328",115.449997,115.760002,113.709999,114.07,757800,114.07
"329",114.919998,116.629997,109.410004,110.550003,1131300,110.550003
"330",110.550003,110.910004,107.449997,110.779999,618000,110.779999
"331",112.089996,114.209999,111.263,113.400002,447500,113.400002
"332",114.400002,114.470001,111.544998,113.489998,490100,113.489998
"333",114.230003,115.989998,113.550003,114.209999,752100,114.209999
"334",114,114,110.919998,112.589996,1699500,112.589996
"335",104.940002,108.849998,103.000999,104.379997,2209400,104.379997
"336",104.779999,105.699997,101.099998,105.120003,1015600,105.120003
"337",104.860001,108.360001,104.040001,107.290001,590900,107.290001
"338",107.519997,109.120003,106.885002,108.32,521100,108.32
"339",108.32,109.360001,107.43,108.970001,324500,108.970001
"340",109,109.580002,107.754997,109,493700,109
"341",109.470001,110.780998,108.931,109.519997,570400,109.519997
"342",109.629997,109.809998,107.230003,107.379997,833600,107.379997
"343",107.5,108.209999,101.610001,102.010002,1613300,102.010002
"344",101.230003,102.184998,100.279999,101.57,852600,101.57
"345",101.830002,102.889,100.580002,101.669998,870400,101.669998
"346",101.669998,102.879997,101.010002,101.690002,942200,101.690002
"347",101.629997,103.82,101.379997,103.519997,586000,103.519997
"348",104.260002,104.809998,102.230003,102.699997,519900,102.699997
"349",102.779999,103.260002,100.879997,100.93,581300,100.93
"350",100.120003,101.82,98.010002,101.779999,711900,101.779999
"351",102.059998,103.919998,101.379997,103.050003,543900,103.050003
"352",102.800003,104.959999,102.559998,104.019997,676300,104.019997
"353",103.129997,104.804001,103,104.050003,490400,104.050003
"354",105.089996,107.379997,104.920998,105.019997,514600,105.019997
"355",104.989998,106.849998,104.400002,105.470001,663100,105.470001
"356",105.989998,106.559998,104.389999,105.57,658700,105.57
"357",105.669998,108.379997,105.669998,107.919998,773600,107.919998
"358",107.919998,110.488998,107.879997,109.860001,631800,109.860001
"359",109.860001,110.239998,108.599998,109.440002,552800,109.440002
"360",109.5,109.598,102.25,103.040001,906400,103.040001
"361",103.089996,105.5,102.503998,105.470001,670100,105.470001
"362",105.769997,106.900002,105.559998,106.639999,438200,106.639999
"363",107.010002,110.862,107.010002,110.449997,780300,110.449997
"364",110.010002,113.75,110.010002,111.720001,1022000,111.720001
"365",112.099998,114.900002,112.099998,113.669998,875700,113.669998
"366",113.099998,113.545998,110.279999,112.620003,784600,112.620003
"367",112.339996,115.190002,111.239998,114.129997,742700,114.129997
"368",113.080002,113.889999,109.610001,113.68,813100,113.68
"369",113.93,115.540001,112.480003,112.650002,758900,112.650002
"370",113.129997,113.360001,108.440002,109.830002,850100,109.830002
"371",109.900002,110.055,106.080002,107.220001,4119700,107.220001
"372",106.68,106.879997,99.57,100.440002,1747900,100.440002
"373",101.010002,102.769997,100.684998,101.660004,1031700,101.660004
"374",102.300003,103.157997,97.059998,97.269997,988900,97.269997
"375",96.779999,100.620003,96.440002,100.029999,754000,100.029999
"376",100.400002,101.589996,98.699997,98.830002,781700,98.830002
"377",97.889999,101.349998,97.184998,101.239998,631600,101.239998
"378",101.5,102,99.910004,100.669998,326400,100.669998
"379",101.349998,102.050003,100.209999,101.370003,667800,101.370003
"380",101.739998,103.82,100.910004,103.480003,368600,103.480003
"381",104.25,105.07,102.25,104.870003,593000,104.870003
"382",105.07,106.110001,103.849998,105.540001,459900,105.540001
"383",104.449997,107.650002,104.449997,106.940002,574100,106.940002
"384",107.720001,110.800003,107.379997,110.510002,793400,110.510002
"385",110.519997,111.18,109.220001,110.190002,411000,110.190002
"386",110.290001,110.940002,109.309998,109.82,286600,109.82
"387",108.720001,111.519997,107.540001,110.730003,406500,110.730003
"388",110.849998,111.440002,109.782997,111.129997,444100,111.129997
"389",111.870003,112.669998,110.510002,111.559998,465400,111.559998
"390",111.970001,112.43,111.370003,111.760002,425700,111.760002
"391",111.730003,113.099998,110.150002,112.75,415500,112.75
"392",113.290001,113.910004,108.830002,109.879997,567700,109.879997
"393",109.599998,112.970001,109.599998,112.610001,436400,112.610001
"394",111.75,113.529999,110.030998,112.68,464600,112.68
"395",112.870003,113.105003,106.050003,108.010002,721400,108.010002
"396",107.760002,108.010002,102.470001,103.120003,770300,103.120003
"397",103.889999,106.470001,100.870003,106.25,1757000,106.25
"398",116.050003,128,115,125.940002,4368800,125.940002
"399",125.169998,135.850006,125.129997,135.029999,2138400,135.029999
"400",135,135.5,130.740005,132.820007,1879300,132.820007
"401",133.039993,135.199997,132.550003,134.479996,857800,134.479996
"402",135.020004,136.800003,133.404999,134.399994,600600,134.399994
"403",134.880005,136.300003,133.149994,134.839996,453200,134.839996
"404",134.869995,136.160004,133.710007,133.850006,534600,133.850006
"405",133.089996,136.130005,132.520004,135.759995,636200,135.759995
"406",135.589996,136.860001,134.080002,134.600006,397900,134.600006
"407",135.220001,138.179993,132.600006,137.899994,623100,137.899994
"408",136.369995,138.330002,134.186996,135.580002,714100,135.580002
"409",137,138.688995,135.669998,138.259995,826500,138.259995
"410",138.020004,140.369995,136.699997,139.869995,754700,139.869995
"411",139.960007,142.044998,138.199997,141.610001,685600,141.610001
"412",141.660004,145,141.619995,144.050003,828800,144.050003
"413",142.740005,145.742004,142.240005,145.350006,554000,145.350006
"414",145.970001,148.320007,145.369995,146.25,504700,146.25
"415",146.839996,150.949997,146.690002,150.940002,840300,150.940002
"416",152,153.600006,150.5,151.470001,650400,151.470001
"417",152.179993,152.970001,149.479996,152.339996,721600,152.339996
"418",152.410004,154.320007,152.320007,153.929993,417100,153.929993
"419",152.75,154.399994,152.070007,152.789993,529200,152.789993
"420",152.020004,155.130005,150.929993,155.119995,461900,155.119995
"421",155.520004,156.990005,154.009995,156.220001,549700,156.220001
"422",155.169998,155.529999,146.399994,148.419998,932800,148.419998
"423",149.020004,152.630005,147.860001,152.039993,745500,152.039993
"424",151,156.25,150,155.899994,786300,155.899994
"425",156.660004,157.470001,154.139999,156.979996,650000,156.979996
"426",156.839996,159.850006,156.470001,159,693500,159
"427",159.509995,159.755005,155.839996,158.860001,607700,158.860001
"428",159.940002,162.720001,159.710007,162.089996,656500,162.089996
"429",162.100006,164.080002,161.669998,163.320007,517900,163.320007
"430",163.009995,163.320007,156.5,157.399994,671000,157.399994
"431",157.570007,159.5,157.149994,157.690002,696600,157.690002
"432",157.440002,158.520004,152.190002,153.630005,806400,153.630005
"433",154.100006,155.899994,151.300003,153.479996,1131000,153.479996
"434",154.139999,155.020004,152.630005,153.649994,831400,153.649994
"435",152.720001,156.110001,150.710007,154.970001,501400,154.970001
"436",155.880005,159.740005,155.100006,159.020004,642900,159.020004
"437",156.279999,157.130005,153.279999,154.770004,511800,154.770004
"438",155.509995,157.251007,154.526993,154.979996,353400,154.979996
"439",154.479996,157.190002,154.279999,155.410004,383500,155.410004
"440",154.259995,157.449997,150.509995,150.800003,849000,150.800003
"441",150.339996,151.690002,146.199997,146.919998,728500,146.919998
"442",148.440002,149.809998,146.009995,147.600006,750400,147.600006
"443",147.229996,147.660995,138.501007,140.699997,1346700,140.699997
"444",140.169998,143.440002,135.199997,139.050003,945000,139.050003
"445",138.149994,138.5,131.369995,134.770004,803400,134.770004
"446",133.869995,137.399994,132,134.800003,561700,134.800003
"447",133.929993,135.380005,125.720001,128.559998,1616100,128.559998
"448",127.5,133.639999,125.330002,126.120003,1315400,126.120003
"449",132.229996,133.460007,126.860001,130.880005,964800,130.880005
"450",130.800003,131.800003,128,129.839996,602300,129.839996
"451",132,136.350006,131.585007,136.059998,621700,136.059998
"452",137.860001,137.994003,133.570007,136.509995,657000,136.509995
"453",135.25,136.449997,131.380005,133.639999,561000,133.639999
"454",134.889999,136.130005,130.419998,130.919998,837200,130.919998
"455",131.240005,135.130005,130.565002,133.759995,512200,133.759995
"456",130.020004,132.860001,128.25,131.800003,743300,131.800003
"457",131.589996,133.240005,123.32,123.480003,744800,123.480003
"458",124.449997,129.550003,124.150002,127.379997,738100,127.379997
"459",122.839996,127.709999,120,124.059998,960500,124.059998
"460",127.919998,129.320007,121.739998,123.870003,1062900,123.870003
"461",122.230003,130.399994,122,129.589996,1797700,129.589996
"462",124.730003,131.229996,120.099998,125.199997,2252300,125.199997
