"","PAYC.Open","PAYC.High","PAYC.Low","PAYC.Close","PAYC.Volume","PAYC.Adjusted"
"463",125.32,125.980003,122,125.489998,1065500,125.489998
"464",126.650002,129.559998,123.82,125.120003,910400,125.120003
"465",125.089996,125.595001,122,124.230003,829400,124.230003
"466",124.220001,126.900002,122.330002,123.160004,495100,123.160004
"467",125.349998,130.029999,124.459999,128.229996,723200,128.229996
"468",128.350006,129.130005,125.519997,127.330002,550800,127.330002
"469",126.059998,127.269997,123.669998,126.970001,587500,126.970001
"470",125.919998,126.336998,120.5,122.589996,747000,122.589996
"471",123.349998,126.32,121.68,123.699997,556400,123.699997
"472",124.940002,126.336998,122.169998,122.919998,569700,122.919998
"473",122.489998,125.779999,122.166,124.699997,727000,124.699997
"474",122.900002,125.720001,122.040001,123.620003,933100,123.620003
"475",122.489998,122.900002,113.040001,113.18,957800,113.18
"476",110,114.709999,107.459999,114,1178500,114
"477",116.339996,120.82,115,120.040001,707600,120.040001
"478",118.599998,121.599998,118.199997,119.150002,404700,119.150002
"479",121.900002,123.263,120.280998,122.830002,517800,122.830002
"480",121.400002,122.245003,120.089996,121.489998,450400,121.489998
"481",123.75,130.539993,123.349998,130.050003,600700,130.050003
"482",129.369995,133.169998,128.679993,131.369995,536500,131.369995
"483",131.639999,133.289993,130.979996,132.770004,686700,132.770004
"484",136.020004,136.020004,132.130005,134.729996,456800,134.729996
"485",133.539993,136.429993,130.169998,131,553400,131
"486",127.440002,134.149994,124.769997,133.570007,643700,133.570007
"487",133.380005,135.020004,127.559998,129.639999,708700,129.639999
"488",128.610001,133.095001,128,131.720001,600400,131.720001
"489",133.899994,134.839996,129.610001,131.619995,709500,131.619995
"490",134.5,137.210007,134.050003,134.589996,489400,134.589996
"491",135.529999,136.679993,132,133.360001,441500,133.360001
"492",131.020004,132.869995,129.639999,130.619995,575500,130.619995
"493",129,129.279999,122.510002,123.349998,637500,123.349998
"494",125.139999,126.269997,123.699997,124.870003,435000,124.870003
"495",125.400002,127.639999,121.400002,123.650002,400900,123.650002
"496",122.620003,124.745003,115.019997,119.559998,764500,119.559998
"497",119.860001,120.860001,114.650002,115.010002,840400,115.010002
"498",113.610001,116.220001,111.480003,111.540001,541700,111.540001
"499",111.93,120.480003,111.93,120.220001,486700,120.220001
"500",117.849998,121.839996,116.5,121.75,395600,121.75
"501",122.660004,123.830002,119.150002,121.239998,336400,121.239998
"502",122.57,123.332001,120.809998,122.449997,597900,122.449997
"503",119.879997,121.800003,118.330002,119.699997,596900,119.699997
"504",117.870003,119.540001,115.029999,116.5,728700,116.5
"505",118.949997,124.129997,117.610001,121.019997,586200,121.019997
"506",122.089996,124.870003,121.960999,124.110001,634800,124.110001
"507",126.160004,128.059998,123.362999,127.139999,488100,127.139999
"508",128.119995,129.748001,126.989998,128.470001,410100,128.470001
"509",127.099998,129.449997,126.82,128.610001,302900,128.610001
"510",127.879997,128.929993,127.040001,127.300003,276200,127.300003
"511",125.68,126.139999,123.730003,124.57,499200,124.57
"512",125.230003,131,125.230003,130.770004,564900,130.770004
"513",131.880005,133.475006,130.100006,131.380005,293400,131.380005
"514",131.009995,133.425003,130.095001,132.220001,276800,132.220001
"515",134.119995,137.389999,133.259995,136.240005,627400,136.240005
"516",135.100006,137.149994,134.5,136.539993,785400,136.539993
"517",138.190002,140.009995,136.619995,137.020004,498600,137.020004
"518",137.679993,138.529999,135.149994,138.490005,667800,138.490005
"519",140,143.119995,139.104996,143.050003,528600,143.050003
"520",141,144.059998,139.429993,144,634900,144
"521",144.520004,145.279999,141.360001,141.669998,900800,141.669998
"522",143.169998,146.119995,142.330002,145.559998,349900,145.559998
"523",145.919998,149.279999,145.919998,148.240005,454400,148.240005
"524",148.050003,150.880005,147.389999,150.850006,539700,150.850006
"525",155.210007,156.880005,153.449997,155.960007,862500,155.960007
"526",156.990005,158.059998,154.570007,156.960007,1025900,156.960007
"527",170,179.220001,166.410004,169.139999,2739400,169.139999
"528",166.449997,172.460007,165.119995,168.169998,1268900,168.169998
"529",166.770004,176.199997,165.979996,175.960007,962400,175.960007
"530",176.520004,177.360001,170.070007,172.210007,1128700,172.210007
"531",174.080002,174.690002,171.884995,173.339996,716100,173.339996
"532",174,175.279999,172.009995,173.059998,613300,173.059998
"533",172.089996,178.679993,172.089996,178.380005,1184200,178.380005
"534",179.279999,182.524994,177.649994,182.470001,728200,182.470001
"535",181.199997,182.410004,179.429993,179.559998,657000,179.559998
"536",179.380005,182.550003,175.850006,177.039993,801500,177.039993
"537",176.5,180.880005,176,178.929993,480900,178.929993
"538",180,184.279999,179.119995,184.279999,678500,184.279999
"539",186,186,179.440002,181.330002,562400,181.330002
"540",180.210007,181.380005,178.360001,180.429993,458500,180.429993
"541",180,182.899994,179.050003,182.720001,245500,182.720001
"542",182.100006,183.809998,181.179993,181.729996,205600,181.729996
"543",183.699997,183.699997,179.425003,181.800003,380600,181.800003
"544",182.800003,183.380005,171.651993,177.419998,902800,177.419998
"545",177.220001,178.990005,174.630005,178.570007,389000,178.570007
"546",178.990005,178.990005,173.490005,175.639999,658400,175.639999
"547",175.600006,179.320007,175.024994,176.229996,495000,176.229996
"548",172,178.149994,169.059998,178.080002,481100,178.080002
"549",178.149994,182.410004,178,181.160004,776200,181.160004
"550",181.639999,183.029999,180.003006,182.289993,556200,182.289993
"551",183.410004,184.162003,180.75,181.029999,446200,181.029999
"552",180.899994,184.257004,180.725006,183.350006,662500,183.350006
"553",183.070007,183.899994,180.589996,181.940002,604500,181.940002
"554",182.089996,183.494995,179.580994,181.690002,467800,181.690002
"555",182.229996,184.029999,181.130005,183.119995,474600,183.119995
"556",183.059998,185.360001,180.399994,181.970001,426300,181.970001
"557",181.350006,190.634995,181.291,190.050003,906600,190.050003
"558",189.470001,190.630005,180.610001,181.160004,748900,181.160004
"559",179.490005,184.235001,174.020004,183.809998,610300,183.809998
"560",186.869995,188.899994,184.449997,185.710007,477400,185.710007
"561",185.960007,186.990005,178,182.970001,520300,182.970001
"562",183.539993,188,182.800003,186.690002,506600,186.690002
"563",188.5,190,186.039993,189.130005,819200,189.130005
"564",191.080002,193.75,186.850006,190.279999,591700,190.279999
"565",190.289993,191.449997,187.639999,190.720001,403000,190.720001
"566",191.990005,192.889999,188.509995,190.309998,551100,190.309998
"567",190.179993,191.580002,180.320007,183.690002,979000,183.690002
"568",184.990005,185.779999,183.339996,183.479996,531200,183.479996
"569",183.490005,184.279999,179.570007,184.25,620500,184.25
"570",183,185.320007,183,184.339996,462300,184.339996
"571",185.160004,188.600006,185.160004,187.589996,346100,187.589996
"572",188.070007,189,186.610001,188.580002,263900,188.580002
"573",190.330002,190.350006,186.910004,188.759995,313400,188.759995
"574",188.529999,192,188.100006,190.160004,359400,190.160004
"575",190.889999,192.759995,187.509995,188.889999,374400,188.889999
"576",190.410004,191.600006,185.440002,186.940002,498500,186.940002
"577",187.009995,190.130005,182.619995,188.949997,797300,188.949997
"578",188.130005,191.654999,188.089996,190.190002,374700,190.190002
"579",191.399994,195.820007,191.399994,194.619995,712300,194.619995
"580",194.869995,196.410004,191.699005,192.600006,1039000,192.600006
"581",194.639999,197.330002,191.589996,196.539993,513500,196.539993
"582",196.559998,200.779999,196.039001,200.070007,682100,200.070007
"583",201.080002,202.600006,196.089996,198.039993,760700,198.039993
"584",197,203.042007,196.449997,202.529999,993500,202.529999
"585",203.199997,203.199997,194,201.460007,1263800,201.460007
"586",201.649994,206.889999,199.589996,201.470001,931700,201.470001
"587",202.029999,207.149994,201.350006,206.889999,891800,206.889999
"588",204.029999,208.210007,202.509995,207.460007,884200,207.460007
"589",205.970001,208.020004,200.714996,201.899994,821500,201.899994
"590",201.539993,206.199997,200.695007,204.75,562300,204.75
"591",202.869995,209.919998,201.315002,207.889999,747900,207.889999
"592",206.869995,210.550003,202.800003,208.389999,692200,208.389999
"593",203.259995,204.5,196.979996,197.25,943500,197.25
"594",199.699997,204.169998,197.410004,203.279999,718000,203.279999
"595",201.839996,205.669998,200.330002,204.389999,669000,204.389999
"596",205.449997,214.929993,205.070007,212.050003,923600,212.050003
"597",210.369995,215.380005,209.649994,210.75,619100,210.75
"598",208.5,209.889999,203.779999,207.289993,716300,207.289993
"599",209.809998,214.350006,209.119995,213.550003,730100,213.550003
"600",212.820007,215.649994,212.800003,213.070007,435600,213.070007
"601",210.199997,210.210007,203.279999,206.770004,616400,206.770004
"602",207.460007,210.910004,207.074997,208.229996,511600,208.229996
"603",208.100006,212.699997,206.389999,208.190002,2821600,208.190002
"604",207,208.360001,203.179993,206.050003,655600,206.050003
"605",207.110001,209.339996,205.860001,209.139999,525800,209.139999
"606",206.639999,212.580002,206.220001,212.100006,1200100,212.100006
"607",211.300003,213.610001,194.839996,197.339996,1290800,197.339996
"608",199.080002,209.149994,197.850006,209.020004,1000900,209.020004
"609",211.550003,216.770004,209.274994,216.770004,737800,216.770004
"610",216.770004,220.919998,213.169998,219.210007,620700,219.210007
"611",220.339996,223.886993,219.789993,222.449997,674700,222.449997
"612",227.410004,230.899994,221.369995,221.910004,1077300,221.910004
"613",222.369995,223.789993,210.009995,213.830002,927700,213.830002
"614",214.100006,214.649994,210.5,214,657300,214
"615",214.229996,218.759995,212.770004,218.759995,552600,218.759995
"616",218.710007,218.839996,213.759995,214.339996,404900,214.339996
"617",215.270004,220.440002,215.029999,219.520004,619700,219.520004
"618",221.690002,226,221.220001,222.419998,523100,222.419998
"619",222.610001,225.889999,220.337997,225.889999,716600,225.889999
"620",230,233.429993,227,230.149994,956500,230.149994
"621",229.960007,231.190002,227.220001,228.25,1126600,228.25
"622",228.339996,229.970001,224.220001,225.75,584400,225.75
"623",226.190002,226.610001,216.949997,218.350006,793400,218.350006
"624",220.309998,222.179993,216.660004,216.820007,662100,216.820007
"625",218.710007,224.729996,217.770004,224.559998,476000,224.559998
"626",225.330002,226.830002,221.710007,226.720001,709300,226.720001
"627",230.619995,232.182999,226.194,227,647100,227
"628",227,233.070007,225.740005,232.919998,650600,232.919998
"629",234.940002,237.389999,233.589996,235.740005,419100,235.740005
"630",234.5,239.330002,232.119995,239.300003,320700,239.300003
"631",237.679993,241.149994,236.399994,239.059998,500800,239.059998
"632",238.889999,242.089996,238.199997,239.919998,746400,239.919998
"633",241.649994,245.375,241.330002,244.470001,608800,244.470001
"634",245,246.850006,242.279999,243.869995,522600,243.869995
"635",244.339996,245.669998,242.179993,243.639999,438000,243.639999
"636",243.960007,245.660004,242.755005,243.380005,399000,243.380005
"637",243.770004,244.839996,239.169998,239.970001,556600,239.970001
"638",240.419998,244.309998,240.164993,242.410004,398800,242.410004
"639",241.589996,242.679993,237.600006,242.050003,601000,242.050003
"640",239.100006,242.600006,232.399994,232.809998,624600,232.809998
"641",233.410004,236.119995,231.559998,233.929993,497600,233.929993
"642",234.899994,235.580002,230.039993,231.889999,393700,231.889999
"643",231.210007,235.804993,228.679993,235.130005,464900,235.130005
"644",234.119995,237.309998,232.559998,235.119995,404200,235.119995
"645",237.380005,238.979996,234.559998,235.199997,548800,235.199997
"646",235.559998,236.669998,223.740005,229.610001,732600,229.610001
"647",227.119995,229.910004,225.880005,228.619995,882300,228.619995
"648",243.690002,246.039993,235.059998,240.75,1906900,240.75
"649",240.619995,242.800003,235.020004,237.880005,878300,237.880005
"650",234.860001,238.630005,233.179993,236.520004,507200,236.520004
"651",228.029999,228.429993,216.550003,221.169998,1064400,221.169998
"652",225.5,228.279999,224.104996,225.309998,677400,225.309998
"653",225.139999,232.503006,222.020004,231.199997,588200,231.199997
"654",232.449997,241.240005,232.449997,240.470001,650800,240.470001
"655",239.110001,242.309998,236.470001,240.619995,432200,240.619995
"656",238.660004,242.345001,236.300003,238.949997,241500,238.949997
"657",238.720001,244.880005,237.630005,243.580002,459700,243.580002
"658",238.419998,240.820007,229.5,232.300003,532500,232.300003
"659",233.699997,236.190002,231.559998,235.139999,350700,235.139999
"660",238.5,242.205002,237.970001,241.419998,446300,241.419998
"661",245,246.339996,242.201996,243.660004,471300,243.660004
"662",242.910004,248.440002,240.134995,246.970001,516300,246.970001
"663",250,256.839996,249.479996,251.899994,637200,251.899994
"664",252.080002,253.513,244.860001,248.600006,794300,248.600006
"665",249.580002,256.565002,248.580002,248.910004,732100,248.910004
"666",252.059998,252.865005,248.5,252.679993,499400,252.679993
"667",255.449997,257.570007,250.244995,255.100006,528800,255.100006
"668",252.630005,253.740005,246.009995,253.229996,555200,253.229996
"669",257.98999,259.709991,253.490005,254.100006,436800,254.100006
"670",255.520004,255.979996,246.110992,250.119995,369500,250.119995
"671",248.199997,250.320007,243.625,244.270004,550400,244.270004
"672",246.720001,248.960007,245.990005,247.880005,462800,247.880005
"673",250.199997,252.75,246.360001,252.690002,546900,252.690002
"674",252.970001,254.529999,249,249.619995,441300,249.619995
"675",250.139999,250.139999,227,228.720001,1162900,228.720001
"676",225,225,205.449997,211.320007,1727400,211.320007
"677",211,212,203.171997,206.699997,992800,206.699997
"678",208.899994,215.759995,208.899994,212.509995,883100,212.509995
"679",212.649994,213.949997,208.380005,209.660004,636400,209.660004
"680",207.089996,213.600006,206.979996,211.289993,578000,211.289993
"681",212.550003,216.899994,212,215.470001,580700,215.470001
"682",214.089996,217,211.209,216.070007,709100,216.070007
"683",215.869995,220.869995,215.869995,219.320007,706400,219.320007
"684",219.800003,222.880005,214.490005,215.960007,1437200,215.960007
"685",215.940002,218.889999,213.729996,217.440002,587000,217.440002
"686",218.889999,219.929993,207.850006,208.929993,756800,208.929993
"687",209.399994,211.75,201.289993,211.259995,639600,211.259995
"688",211.5,213.263,208.210007,212.300003,307100,212.300003
"689",213.289993,213.289993,203.779999,206.399994,442500,206.399994
"690",206,210.770004,203.25,209.490005,729900,209.490005
"691",209.5,211.154999,206.289993,207.940002,446800,207.940002
"692",206.649994,206.714996,199.410004,204.570007,487500,204.570007
"693",205,209.919998,201.240005,209.130005,601500,209.130005
"694",211.039993,214.440002,210.009995,214.289993,542200,214.289993
"695",213.490005,215.589996,212.809998,214.300003,311400,214.300003
"696",212.550003,213.856995,206.850006,207.600006,345900,207.600006
"697",210.919998,215.710007,210.610001,215.309998,343600,215.309998
"698",214.300003,215.990005,213.339005,214.179993,263600,214.179993
"699",217.979996,221.789993,216.710007,220.029999,483900,220.029999
"700",220.089996,223,219.570007,220.399994,278000,220.399994
"701",221.369995,223,220.169998,220.880005,344500,220.880005
"702",215.429993,215.740005,205.179993,212.110001,437700,212.110001
"703",213.800003,214.143997,209.324997,210.190002,324100,210.190002
"704",209.940002,211.380005,199.100006,202.979996,702200,202.979996
"705",204.940002,207.660004,202.009995,206.029999,330500,206.029999
"706",206.600006,208.089996,189.210007,190.600006,799200,190.600006
"707",190,197.470001,189.440002,194.610001,756500,194.610001
"708",196.779999,204.149994,196.740005,203.5,485500,203.5
"709",204.729996,210.440002,202.544998,209.669998,535600,209.669998
"710",210.110001,212.354996,206.520004,209.080002,640400,209.080002
"711",209.850006,212.990005,208.220001,209.160004,566400,209.160004
"712",207,213.669998,195.279999,213,1400900,213
"713",212.830002,212.830002,206.070007,211.529999,694200,211.529999
"714",211.520004,214.550003,209,214.309998,429600,214.309998
"715",215.25,215.757004,209.895004,212.050003,637100,212.050003
"716",211.5,213.300003,208.929993,212.800003,785200,212.800003
"717",211.740005,213.880005,209.850006,213.559998,421600,213.559998
"718",215,217.429993,211.279999,213,428000,213
"719",213,220.216995,212.410004,218.419998,601200,218.419998
"720",216.710007,221.339996,215.820007,220.160004,370300,220.160004
"721",220.100006,222.177002,219.309998,222,432100,222
"722",221.089996,226.720001,220.410004,226.619995,469500,226.619995
"723",226.520004,230.869995,225.139999,230.800003,584600,230.800003
"724",232.259995,232.789993,229.070007,232.75,516200,232.75
"725",232.699997,237.919998,232.360001,235.259995,550400,235.259995
"726",236.320007,241.830002,236.199997,239.490005,653700,239.490005
"727",243,261.51001,243,260.929993,1557800,260.929993
"728",261.98999,263.670013,258.339996,261.459991,1037700,261.459991
"729",261.399994,263.329987,258.154999,263.309998,616600,263.309998
"730",264,269.179993,263.98999,267.23999,586900,267.23999
"731",268,275.329987,267.600006,274.100006,895200,274.100006
"732",275.339996,279.950012,274.119995,279.660004,485600,279.660004
"733",278.890015,279.161011,276.799988,276.809998,222500,276.809998
"734",276.820007,277.845001,265.179993,269.040009,878300,269.040009
"735",258.98999,272.980011,255.020996,270.429993,827600,270.429993
"736",272.089996,274.975006,269.290009,269.910004,465900,269.910004
"737",270.929993,274.01001,268.48999,268.529999,459100,268.529999
"738",269,270.839996,266.154999,268.790009,501300,268.790009
"739",268.399994,271.5,267.975006,268.799988,257000,268.799988
"740",269.910004,271.26001,265.299988,265.5,355800,265.5
"741",265.73999,267.369995,258.269989,262.070007,568000,262.070007
"742",260.769989,262.415009,254.399994,254.479996,495300,254.479996
"743",254.070007,259.299988,253.100006,256.98999,364600,256.98999
"744",258.649994,262.130005,257.420013,259.480011,447700,259.480011
"745",261.630005,261.630005,255.020004,256.51001,383100,256.51001
"746",256.769989,261.98999,256.769989,259.339996,320600,259.339996
"747",259.029999,262.769989,259.029999,261.76001,285600,261.76001
"748",263.070007,264.609985,261.399994,263.540009,324100,263.540009
"749",263.940002,268.549988,263.809998,265.019989,407000,265.019989
"750",264.829987,266.670013,264.019989,264.640015,111900,264.640015
"751",265.369995,270.029999,265.369995,268.720001,318300,268.720001
"752",269.98999,270.809998,266.089996,268.890015,398100,268.890015
"753",267.980011,268.790009,256.045013,262.420013,483300,262.420013
"754",260.279999,265.440002,259,264.76001,663400,264.76001
"755",266.920013,271.980011,265.649994,271.799988,388700,271.799988
"756",269.48999,273.679993,268.109985,272.709991,343200,272.709991
"757",267.899994,278.200012,267,278.089996,446600,278.089996
"758",278.399994,282.600006,276.789001,279.48999,450800,279.48999
"759",280.540009,286.640015,279.609985,283.119995,532200,283.119995
"760",285,287.829987,283.299988,285.290009,506500,285.290009
"761",286.5,288.26001,284.190002,285.579987,414300,285.579987
"762",289,297.089996,287.589996,295.429993,589600,295.429993
"763",295.529999,297.529999,285.549988,286.51001,751300,286.51001
"764",288.630005,292.5,287.309998,289.089996,394300,289.089996
"765",290.720001,294.399994,288.679993,294.309998,326600,294.309998
"766",295.779999,296.515991,292.365997,296.23999,310700,296.23999
"767",296.200012,301.209991,295.541992,299.779999,463400,299.779999
"768",303.140015,306.369995,300.73999,303.279999,507600,303.279999
"769",318.26001,324,314.019989,314.850006,3206400,314.850006
"770",316.329987,317.869995,311.709991,314.809998,2162900,314.809998
"771",307.459991,314.450012,307.459991,312.529999,9525500,312.529999
"772",312.980011,319.899994,311.005005,318.589996,1116600,318.589996
"773",320.440002,324.75,318.399994,322.049988,1046600,322.049988
"774",320.799988,325.76001,318,325.619995,601900,325.619995
"775",323.450012,323.998993,317.869995,318.160004,871600,318.160004
"776",321.119995,325.380005,318.179993,323.470001,926000,323.470001
"777",328.200012,337.98999,327.089996,337.73999,1048600,337.73999
"778",341.619995,342,318.720001,322.5,1713200,322.5
"779",301.079987,306.98999,288.100006,290.709991,2685700,290.709991
"780",290.26001,299.730011,290.26001,293.529999,951500,293.529999
"781",293.529999,300,292.5,297.98999,815700,297.98999
"782",299.420013,300.609985,292.070007,294.76001,826400,294.76001
"783",295.700012,296.605011,288.279999,296.359985,625400,296.359985
"784",294.359985,306.609985,294.359985,303.290009,698800,303.290009
"785",304.720001,315.73999,304.720001,314.429993,864600,314.429993
"786",314.269989,318.51001,311.640991,318.160004,666200,318.160004
"787",320.709991,325.98999,320.51001,324.480011,859200,324.480011
"788",324.890015,325.170013,305.220001,310.329987,942600,310.329987
"789",308.910004,309.51001,299.220001,300.390015,786500,300.390015
"790",285.399994,299,285.200012,295.769989,1046000,295.769989
"791",299.75,301.630005,287.850006,288.910004,907000,288.910004
"792",288.170013,300.519989,287.679993,291.920013,672900,291.920013
"793",280.220001,293.570007,277.670013,281.359985,861100,281.359985
"794",270.98999,283.600006,264.51001,282.649994,1460800,282.649994
"795",285.980011,292.329987,276.119995,291.959991,810900,291.959991
"796",293.630005,297.640015,274.029999,282.299988,714400,282.299988
"797",287.459991,293.695007,282.434998,293.690002,572900,293.690002
"798",288.040009,295.394989,281.029999,282.26001,654300,282.26001
"799",273.98999,274.970001,257.329987,267.709991,1037700,267.709991
"800",240.029999,255.854996,235.705002,240.839996,1361300,240.839996
"801",246.440002,248.529999,232.5,239.479996,1203100,239.479996
"802",234.529999,238.419998,216.949997,220.679993,1345000,220.679993
"803",189.389999,219.630005,185.369995,191.979996,1971300,191.979996
"804",205.630005,226.649994,196.585999,226.619995,1622000,226.619995
"805",196.350006,208.830002,184.389999,196.270004,1298600,196.270004
"806",200.130005,216.850006,190.490005,216.75,1051000,216.75
"807",199.210007,204.360001,186.990005,192.389999,1267700,192.389999
"808",193.490005,203.830002,182.080002,197.550003,1191800,197.550003
"809",203.259995,218.440002,190.020004,192.809998,1453700,192.809998
"810",191.100006,191.990005,173.645996,178.940002,1654500,178.940002
"811",190.449997,201.990005,184.190002,201.619995,1349100,201.619995
"812",202.919998,218.949997,192.630005,210.649994,1130000,210.649994
"813",204.25,230.380005,202.139999,229.210007,1086800,229.210007
"814",220.320007,223.970001,207.464996,208.940002,1114800,208.940002
"815",209.740005,219,208.940002,213.119995,796700,213.119995
"816",210.009995,212.334,198.630005,202.009995,1008200,202.009995
"817",193,198.438995,183.294998,187.440002,1030200,187.440002
"818",183.699997,185.990005,173.070007,181.259995,1359100,181.259995
"819",180.820007,181.990005,163.419998,165.009995,1886800,165.009995
"820",175.050003,183.789993,171.009995,181.850006,1520900,181.850006
"821",194.990005,204.330002,185.244995,186.020004,1617200,186.020004
"822",190.309998,205.177994,189.289993,202.580002,787000,202.580002
"823",209.300003,230.770004,207.080002,221.990005,2279300,221.990005
"824",221.050003,221.979996,210.039993,216.350006,1015400,216.350006
"825",229,233.320007,222.279999,228.509995,856600,228.509995
"826",221.210007,226.440002,219.919998,226.399994,784900,226.399994
"827",226.300003,229.5,206.009995,206.710007,1478800,206.710007
"828",216.570007,227.544998,213.009995,224.990005,1466100,224.990005
"829",221.600006,229.123001,219.130005,222.360001,650200,222.360001
"830",216.419998,217.399994,205.059998,208.199997,764100,208.199997
"831",214.259995,219.410004,212.899994,217.740005,559100,217.740005
"832",205.610001,217.610001,205.093994,211.669998,1078000,211.669998
"833",214.020004,214.720001,207.300003,211.800003,742000,211.800003
"834",218.380005,227.059998,216.130005,226.100006,789300,226.100006
"835",235.220001,241,230.820007,236.690002,1345300,236.690002
"836",240.509995,272.859985,238.729996,270,2231300,270
"837",264.540009,271.045013,260.399994,261.019989,1069100,261.019989
"838",253,255,235.449997,241.660004,1339000,241.660004
"839",236.979996,249.520004,233.5,248.119995,696400,248.119995
"840",253.309998,261.700012,251.110001,256.980011,668200,256.980011
"841",259.440002,260.761993,253.214996,255.039993,542300,255.039993
"842",261.640015,274.98999,261.640015,268.820007,1033200,268.820007
"843",273.619995,275.942993,266.690002,272.029999,671900,272.029999
"844",269.649994,280.209991,268.48999,274.290009,591500,274.290009
"845",275.140015,276.049988,263.109985,263.450012,565600,263.450012
"846",262.350006,263.730011,240.160004,243.309998,1420800,243.309998
"847",239.940002,252.949997,233.270004,252.809998,1100000,252.809998
"848",252.330002,264.559998,252.330002,261.679993,933000,261.679993
"849",274,287.049988,271.255005,283.899994,1519500,283.899994
"850",285.040009,290.859985,279.670013,279.690002,868400,279.690002
"851",276.01001,280.940002,268.609985,273.470001,1291600,273.470001
"852",275,277.73999,268.26001,274.279999,598900,274.279999
"853",274,274.679993,267.070007,269.350006,648300,269.350006
"854",280,283.980011,275.549988,280.299988,785400,280.299988
"855",283.100006,287.480011,272.25,287.059998,860900,287.059998
"856",287,298.5,285.040009,287.209991,800400,287.209991
"857",288,297.649994,286.410004,297.230011,1070100,297.230011
"858",296.700012,309.279999,294.601013,305.609985,751700,305.609985
"859",305.600006,308.329987,299.049988,306.839996,561300,306.839996
"860",308.790009,310.450012,305.359985,306.980011,469400,306.980011
"861",303.779999,306.649994,298.195007,303.170013,536600,303.170013
"862",310.440002,330.609985,308.779999,329.779999,1393400,329.779999
"863",328.940002,333.399994,323.98999,331.019989,828200,331.019989
"864",325,331.450012,324.019989,327.600006,751700,327.600006
"865",328.25,336.859985,319.070007,331.5,733100,331.5
"866",313.779999,315,294.640015,295.679993,1024000,295.679993
"867",308.630005,315.910004,296.269989,302.799988,629400,302.799988
"868",294.600006,311.23999,291.290009,307.720001,532600,307.720001
"869",319.040009,321.273987,306.299988,312.640015,654800,312.640015
"870",317.480011,317.480011,308.660004,309.019989,385700,309.019989
"871",310.839996,319.929993,306.910004,316.299988,578000,316.299988
"872",320.649994,324.309998,314.42099,318.160004,722400,318.160004
"873",318.970001,325.265015,318.970001,322.660004,372200,322.660004
"874",326.309998,331.299988,324,329.640015,493800,329.640015
"875",326.23999,331.929993,310.23999,312.570007,684800,312.570007
"876",310.890015,318.929993,307.678986,317.040009,381700,317.040009
"877",316.5,318.950012,304.48999,306.369995,1973500,306.369995
"878",307,309.459991,293.359985,300.359985,770200,300.359985
"879",301.929993,310.470001,299.01001,309.730011,862900,309.730011
"880",311.200012,323.160004,310.087006,320.26001,561800,320.26001
"881",327.779999,328.549988,320.359985,321.5,428300,321.5
"882",326.170013,329.420013,321.070007,321.410004,554500,321.410004
"883",319.700012,326.290009,313.119995,313.730011,519500,313.730011
"884",314.98999,320.165009,313.119995,319.140015,387000,319.140015
"885",322.600006,324.73999,309.48999,314.01001,666500,314.01001
"886",314,315.230011,307.01001,309,421900,309
"887",312.209991,312.649994,290.079987,290.25,619500,290.25
"888",288.779999,289.570007,276.589996,286.440002,852100,286.440002
"889",291.459991,297.619995,289,294.190002,433800,294.190002
"890",291.290009,293.23999,285.899994,290.299988,350300,290.299988
"891",292.220001,296.929993,286.519989,295.070007,313200,295.070007
"892",296.269989,303.540009,292.730011,302.799988,338800,302.799988
"893",305.450012,305.850006,292.459991,293.899994,336700,293.899994
"894",293.709991,301.929993,293.709991,298.059998,263400,298.059998
"895",298.01001,306.936005,287.839996,291.200012,385100,291.200012
"896",287.119995,294.380005,282.040009,286.970001,279800,286.970001
"897",289.01001,291.799988,285.920013,290.290009,206400,290.290009
"898",288.660004,292.390015,286.549988,286.790009,244500,286.790009
"899",293,295.059998,290,294.420013,320300,294.420013
"900",288.570007,289.079987,278.029999,286.529999,515400,286.529999
"901",288.570007,290,277.230011,284.369995,562800,284.369995
"902",286.130005,290.320007,283.23999,288.079987,604300,288.079987
"903",286.829987,288.730011,281.450012,285.5,748600,285.5
"904",284.959991,304.670013,283.190002,302.049988,1244000,302.049988
"905",296.670013,302.48999,289.299988,298.660004,663800,298.660004
"906",297.609985,301.26001,292.690002,296.660004,741300,296.660004
"907",295.170013,295.170013,282,289.440002,669600,289.440002
"908",289.209991,294.809998,282.630005,285.48999,464500,285.48999
"909",286.940002,290.290009,285.390015,287.700012,341900,287.700012
"910",288.059998,305.859985,288.059998,301.880005,497900,301.880005
"911",304.170013,309.329987,300.640015,303.070007,717800,303.070007
"912",306.299988,307.325012,298.790009,299.049988,416800,299.049988
"913",299.820007,301.059998,291.130005,292.309998,401200,292.309998
"914",293,295.138,287.309998,293,393600,293
"915",290.029999,297.48999,290.029999,293.429993,427500,293.429993
"916",292.690002,292.690002,286.440002,287.209991,278200,287.209991
"917",289.649994,290,283.079987,284.429993,300800,284.429993
"918",284.339996,287.980011,283.369995,287.269989,341700,287.269989
"919",289.570007,300.059998,289.290009,295.839996,400300,295.839996
"920",295.670013,298.529999,291.079987,293,372800,293
"921",294.940002,301.649994,294.75,299.839996,317100,299.839996
"922",299.649994,305.716003,299.429993,299.459991,606700,299.459991
"923",302.950012,311.890015,300.790009,307.519989,392800,307.519989
