"","ZTS.Open","ZTS.High","ZTS.Low","ZTS.Close","ZTS.Volume","ZTS.Adjusted"
"448",89.839996,90.160004,86.400002,87,3134500,85.368851
"449",88.150002,89.269997,87.589996,88.900002,2436700,87.233253
"450",90.290001,90.980003,89.370003,90.080002,2550900,88.391121
"451",90.849998,91.959999,90.290001,91.809998,2337600,90.088676
"452",91.790001,92.980003,91.519997,92.790001,2127100,91.050308
"453",92.480003,92.940002,91.209999,91.830002,1663700,90.108307
"454",91.720001,92.68,91.239998,91.470001,1735400,89.755074
"455",91.730003,92.93,91.160004,92.800003,2750200,91.060112
"456",91.300003,92.379997,89.910004,91.470001,2941800,89.755074
"457",91.379997,92.410004,88.610001,88.769997,2909600,87.105675
"458",88.959999,91.120003,88,90.470001,1745300,88.773804
"459",89.510002,90.059998,87.75,88.849998,2284700,87.184174
"460",89.800003,91.269997,88.440002,89.650002,1965600,87.969177
"461",89.25,91.050003,89.040001,90.18,2446800,88.48925
"462",91.190002,91.489998,90.07,90.150002,4295600,88.459808
"463",93.769997,96.57,91.959999,94.25,4277000,92.482933
"464",94.360001,95.300003,91.639999,92.769997,2685300,91.030678
"465",93,93.269997,90.5,92.720001,3133100,90.981636
"466",92.790001,93,91.779999,92.760002,2478900,91.020866
"467",93.489998,95.459999,93.489998,95.190002,2613700,93.405304
"468",94.860001,95.900002,94.519997,94.900002,1760900,93.120758
"469",94.669998,95.510002,94.25,95.269997,2137700,93.48381
"470",95.18,95.57,94.139999,94.43,2375400,92.659561
"471",94.959999,95.589996,93.610001,94.169998,1804700,92.404442
"472",94.709999,94.989998,91.660004,92.480003,2244100,90.746132
"473",92.190002,92.190002,90.32,91.620003,3887900,89.90226
"474",91.199997,92.660004,91.139999,92.269997,1883000,90.54007
"475",92.279999,92.699997,89.309998,90.099998,2195800,88.531647
"476",89.349998,90.089996,88.080002,88.410004,2606200,86.871071
"477",88.760002,89.339996,88.330002,88.68,2271100,87.136353
"478",88.230003,90.239998,87.900002,89.239998,836300,87.686615
"479",89.800003,90.269997,88.830002,89.519997,1908100,87.961731
"480",88.989998,90.290001,88.839996,90.199997,1879300,88.62989
"481",90.699997,92.970001,90.330002,92.800003,3411200,91.184624
"482",92.449997,93.349998,91.959999,92.769997,1457300,91.155144
"483",92.769997,94.169998,92.459999,93.870003,3143500,92.236015
"484",94.639999,94.669998,93.040001,93.57,1969000,91.941231
"485",93.349998,94.489998,90.510002,90.57,2557700,88.993446
"486",89.559998,90.5,87.5,90.410004,3006400,88.836243
"487",90.440002,90.580002,87.510002,88.089996,1768900,86.556625
"488",88.190002,89.370003,87.300003,88.919998,1930100,87.372185
"489",89.910004,90.550003,88.980003,89.800003,1684400,88.23687
"490",90.68,92.050003,90.660004,90.730003,1630100,89.150673
"491",91.269997,92,90.550003,90.940002,1908500,89.357025
"492",90.080002,90.089996,87.919998,88.449997,2350900,86.910347
"493",87.589996,87.610001,84.209999,84.940002,3374200,83.461464
"494",85.889999,86,83.660004,84.989998,2972100,83.510582
"495",85.540001,86.370003,82.690002,83.440002,2922800,81.987579
"496",83.139999,83.709999,81.459999,82.419998,2850600,80.985336
"497",82.239998,83.809998,81.550003,81.68,4091700,80.258202
"498",80.910004,80.910004,78.900002,79.279999,1551400,77.899979
"499",79.610001,82.940002,79.139999,82.919998,1869700,81.476608
"500",81.830002,84.330002,81.18,84.330002,2244700,82.862076
"501",84.830002,85.589996,83.550003,84.489998,1797300,83.019295
"502",85.269997,85.589996,84.599998,85.540001,1485200,84.051025
"503",84.510002,85.080002,83.75,84.480003,2665600,83.009468
"504",84.07,84.239998,81.370003,81.559998,2390900,80.140297
"505",82.940002,84.870003,82.510002,84.760002,3383500,83.284592
"506",84.830002,86.57,84.830002,85.269997,2360800,83.785706
"507",85.970001,86.550003,85.07,86.540001,2250300,85.033607
"508",86.540001,87.25,86.029999,86.230003,3158400,84.729012
"509",85.949997,86.220001,85.139999,85.900002,1837500,84.404755
"510",85.489998,86.089996,85.25,86.059998,1393900,84.561951
"511",85.339996,85.699997,84.410004,84.5,1592700,83.029106
"512",84.519997,85.629997,84.110001,84.809998,2277900,83.33371
"513",84.760002,84.980003,83.139999,83.209999,3880600,81.761574
"514",82.669998,84.57,82.260002,84.25,2711400,82.946953
"515",84.620003,85.150002,83.580002,84.589996,3059000,83.281685
"516",84.040001,84.629997,83.449997,84.089996,2782900,82.789413
"517",84.080002,84.769997,83.230003,83.690002,2073800,82.395607
"518",83.690002,83.93,82.800003,83.660004,2883600,82.366074
"519",84.309998,85.169998,84.169998,84.690002,4021400,83.38015
"520",83.919998,83.959999,82.959999,83.650002,2471800,82.356232
"521",83.650002,84.599998,83.059998,84.410004,1842100,83.104477
"522",84.349998,85.830002,84.349998,85.089996,2097300,83.773941
"523",85.059998,86.300003,84.639999,86.160004,2620000,84.827408
"524",86.550003,87.379997,85.879997,87.139999,2111900,85.792252
"525",87.25,87.379997,86.610001,86.970001,1977000,85.624893
"526",87.330002,88.050003,86.82,87.370003,3263200,86.018692
"527",87.07,87.639999,86.610001,87.580002,1968900,86.225449
"528",87.25,87.260002,85.690002,86.209999,1594400,84.876625
"529",85.739998,86.830002,85.389999,86.830002,2082700,85.487038
"530",86.910004,87.199997,85.860001,86.269997,3361100,84.935684
"531",86.919998,87.589996,86.639999,87.510002,2626400,86.156532
"532",87.559998,88.870003,87.559998,88.25,3698700,86.885086
"533",89.010002,93.57,88.650002,93.260002,5438200,91.817596
"534",93.919998,95.550003,92.919998,95.370003,3308200,93.894958
"535",94.75,95.290001,94.559998,94.910004,2251400,93.442085
"536",94.910004,95.07,93.669998,94.389999,2165700,92.930115
"537",94.269997,94.269997,93.129997,93.470001,1903700,92.024345
"538",93.760002,94.660004,93.760002,94.610001,1851900,93.146706
"539",95,95.18,94.239998,94.389999,1295500,92.930115
"540",94.019997,94.5,93.339996,93.489998,1829400,92.044022
"541",93.339996,94.160004,93.150002,93.800003,1535100,92.349243
"542",93.959999,94.669998,93.839996,94.230003,2253400,92.772583
"543",94.989998,96.150002,94.510002,95.75,2069300,94.269089
"544",97.650002,97.949997,95.269997,95.870003,2749600,94.387222
"545",96.110001,96.18,95.339996,95.779999,2541000,94.298622
"546",95.900002,95.900002,93.620003,94.169998,2113000,92.713509
"547",93.889999,94.290001,92.25,92.550003,4092500,91.118568
"548",92.260002,92.449997,91.209999,92.410004,2412800,90.980743
"549",92.650002,94.769997,92.550003,94.730003,2902100,93.264854
"550",95,95.959999,94.760002,95.75,2433700,94.269089
"551",96.120003,97.43,95.860001,96.93,2665100,95.430832
"552",96.650002,96.849998,96.129997,96.199997,1751500,94.712128
"553",96.230003,97.230003,95.75,96.910004,2904400,95.41114
"554",97,97.889999,96.989998,97.769997,2144100,96.257828
"555",98.089996,99.150002,98.089996,98.720001,1903400,97.193161
"556",98.75,99.260002,97.809998,98.5,1592000,96.97654
"557",98.449997,99.910004,98.230003,99.639999,1658900,98.098907
"558",99.010002,99.330002,97.879997,97.93,1489200,96.415367
"559",97.419998,98.559998,97.239998,97.93,1402400,96.415367
"560",98.540001,99.360001,98.339996,98.82,1795400,97.291603
"561",98.440002,99.309998,98.110001,98.519997,1487300,96.996231
"562",98.629997,99.580002,98.589996,99.389999,2278700,97.852798
"563",99.879997,100.940002,99.709999,100.669998,2323000,99.112991
"564",102.410004,102.470001,101.290001,101.540001,2659700,99.969536
"565",101.739998,102.379997,101.57,102.040001,1737900,100.4618
"566",102.330002,102.669998,101.580002,102.120003,1737000,100.540565
"567",102.190002,102.400002,100.639999,101.980003,2475500,100.402718
"568",102.510002,103.330002,101.68,102.120003,1865700,100.540565
"569",102.230003,102.5,101.699997,102.230003,1909500,100.648872
"570",101.589996,101.949997,101.190002,101.459999,1657100,99.89077
"571",101.75,101.980003,101.220001,101.330002,1566700,99.762779
"572",101.650002,101.739998,100.75,101.059998,1062700,99.496956
"573",101.559998,101.93,100.919998,101.669998,1829000,100.097511
"574",101.860001,102,101.169998,101.260002,1680400,99.693871
"575",101.959999,102.330002,99.050003,99.169998,2014200,97.636185
"576",99.410004,99.93,96.889999,97.980003,2142500,96.624382
"577",98.529999,99.25,97.099998,99.029999,3420400,97.659859
"578",98.720001,100.150002,98.639999,100.120003,2058500,98.734779
"579",100.260002,102.150002,99.599998,101.970001,2716900,100.559181
"580",101.889999,102.239998,101.029999,101.099998,2196400,99.701218
"581",100.769997,102.010002,100.010002,101.830002,1494200,100.421112
"582",102.239998,103.389999,101.160004,103.349998,2035400,101.920082
"583",102.699997,103.169998,100.879997,101.260002,3445100,99.859016
"584",101.239998,102.260002,100.629997,101.839996,2356400,100.430977
"585",102.120003,102.800003,101,101.790001,2095100,100.381668
"586",100.269997,103.169998,100.269997,103.150002,2003600,101.722862
"587",102.540001,103.970001,102,103.75,1965200,102.31456
"588",102.260002,103.580002,102.190002,103.330002,1301000,101.90036
"589",102.639999,102.919998,100.580002,101.370003,1673400,99.967491
"590",101.139999,102.269997,101.139999,101.860001,1367600,100.450691
"591",101.190002,102.57,100.980003,101.669998,1517100,100.263329
"592",101.580002,102.5,100.040001,102.290001,1885800,100.874748
"593",100.519997,101.839996,100.309998,101.349998,1754400,99.947769
"594",101.889999,102.309998,101.209999,101.25,1711700,99.849144
"595",100.739998,102.43,100.650002,101.839996,1459500,100.430977
"596",102.400002,103.839996,102.300003,102.93,1929800,101.505898
"597",101.699997,102.540001,101.360001,101.970001,2042100,100.559181
"598",101.639999,102.470001,101.239998,102.220001,1665000,100.805717
"599",102.75,103.300003,102.290001,102.379997,1166700,100.963501
"600",102.370003,103.440002,101.839996,102.940002,1059200,101.51577
"601",102.779999,103.059998,101.959999,102.889999,1726200,101.466454
"602",103.5,104.410004,102.300003,102.400002,1266700,100.983238
"603",102.599998,103.57,101.400002,102.019997,4303700,100.608482
"604",101.75,102.029999,100.669998,101.150002,1883100,99.750526
"605",101.300003,102.349998,101.239998,102.330002,1281800,100.914185
"606",101.489998,102.290001,100.559998,101.050003,1642100,99.651901
"607",101.540001,104.870003,101.540001,103.949997,3397100,102.511787
"608",105.080002,108.230003,104.860001,108.120003,3712100,106.6241
"609",108.32,109.360001,108.300003,108.5,3224100,106.99884
"610",108.68,110.360001,108.389999,108.889999,3123400,107.383446
"611",109.050003,110.900002,109.050003,110.059998,1964800,108.537247
"612",110.279999,110.730003,109.099998,110.220001,2730000,108.695038
"613",110.5,111.660004,109.529999,110.160004,1706300,108.635872
"614",110.089996,111.699997,110.089996,111.440002,1907300,109.898155
"615",111.989998,112.25,109.599998,110.029999,1790000,108.507652
"616",109.720001,111.449997,109.510002,110.790001,1790100,109.257141
"617",110.959999,111.25,110.040001,110.809998,1726700,109.276871
"618",111.169998,113.489998,110.720001,113.379997,2572900,111.81131
"619",113.330002,114.449997,113.029999,114.279999,2026700,112.698868
"620",115.330002,116.470001,112.809998,112.970001,3083300,111.40699
"621",112.760002,113.910004,111.900002,112.879997,3468800,111.318222
"622",113.360001,114.029999,112.470001,113.470001,1875700,111.900063
"623",113.93,115.419998,113.720001,113.860001,1669200,112.284676
"624",113.970001,114.410004,111.669998,113.050003,1743100,111.485878
"625",113.199997,113.779999,112.580002,112.760002,1348800,111.19989
"626",113.089996,113.610001,112.279999,113.489998,2414100,111.919792
"627",114.330002,114.410004,113.089996,113.57,1470700,111.998672
"628",113.940002,114.769997,113.209999,114.589996,1568100,113.00457
"629",115.190002,115.419998,114.269997,115.339996,1052000,113.744202
"630",115.339996,115.629997,113.910004,114.18,1762400,112.60025
"631",113.790001,114.360001,113.300003,114.099998,1267300,112.521339
"632",113.160004,114.760002,112.75,113.260002,2722000,111.692978
"633",113.669998,115.620003,113.18,114.57,1763700,112.984833
"634",114.32,114.559998,113.330002,114.349998,1588000,112.767899
"635",114.610001,114.959999,112.43,113.309998,1473400,111.742279
"636",113.160004,113.769997,112.510002,113.57,1255200,111.998672
"637",114.269997,115.040001,113.470001,113.480003,1214600,111.90992
"638",114,114.959999,113.57,113.68,1930300,112.107162
"639",114.349998,115.199997,114.019997,114.940002,1177700,113.513496
"640",115.639999,115.889999,114.010002,114.089996,1839000,112.674034
"641",115.089996,116.690002,114.220001,115.940002,3063400,114.501083
"642",115.620003,116.139999,114.440002,115.940002,1209600,114.501083
"643",115.809998,115.940002,114.040001,115.440002,1581200,114.007286
"644",115.419998,115.980003,114.470001,114.650002,1174500,113.227097
"645",115.150002,115.150002,114.459999,115.110001,1574100,113.681389
"646",115.07,115.980003,114.400002,115.550003,1541500,114.115921
"647",115,115.839996,114.309998,115.790001,1380800,114.352943
"648",115.470001,116.360001,114.360001,114.889999,2099800,113.464127
"649",114.900002,117.029999,114.019997,115.699997,2101200,114.264053
"650",115.699997,116.980003,115.419998,116.360001,2227000,114.915871
"651",115.07,115.519997,111.870003,112.57,3488100,111.17292
"652",117.589996,121.809998,117.480003,121.169998,4042200,119.666161
"653",120.550003,121.400002,118.559998,120.889999,2659000,119.389656
"654",122.059998,124.339996,121.5,124.110001,2295000,122.569687
"655",124.120003,125.879997,123.919998,125.07,1658000,123.517769
"656",123.970001,124.470001,122.269997,123.959999,1291500,122.421539
"657",122.540001,125.480003,122.540001,124.699997,1784700,123.152351
"658",123.400002,124.419998,121.580002,121.790001,1875200,120.278473
"659",121.879997,124.110001,121.529999,123.68,1650300,122.145027
"660",124.32,125.599998,123.970001,125.370003,1209700,123.814056
"661",126.019997,127.370003,125.650002,126.75,1137000,125.176918
"662",127.540001,128.410004,125.940002,126.050003,1657100,124.485619
"663",126.839996,128.130005,126.199997,127.639999,1875000,126.05587
"664",127.879997,128.110001,125.519997,126.639999,2397900,125.068291
"665",126.580002,127.489998,122.419998,123.07,2321400,121.542587
"666",124.309998,126.239998,124.25,126.199997,1267400,124.633751
"667",127.010002,127.470001,124.75,125.239998,2394900,123.685646
"668",124.75,126.269997,124.459999,125.769997,1110400,124.209068
"669",126.470001,126.959999,125.199997,126.68,1498800,125.107796
"670",127.129997,127.440002,125.660004,126.419998,1601200,124.851021
"671",126.129997,127.449997,125.980003,127.040001,1887400,125.463326
"672",127.650002,127.790001,126.580002,127.589996,1953900,126.0065
"673",128.699997,129.029999,127.709999,128.070007,1721400,126.480553
"674",128.279999,129.479996,127.860001,128.429993,1698200,126.836067
"675",130.080002,130.080002,125.790001,126.660004,2601600,125.088043
"676",125.82,125.82,121.610001,123.029999,3089400,121.503082
"677",123.019997,124.279999,120.010002,120.699997,3365700,119.201996
"678",121.290001,122.860001,121.059998,121.690002,2444800,120.179726
"679",121.709999,122.199997,120.239998,121.019997,3116200,119.518036
"680",120,120.739998,119.519997,119.639999,2651000,118.155159
"681",120.07,122.849998,120.07,122.419998,2182300,120.900665
"682",122.779999,123.57,121.989998,123.239998,1673800,121.710472
"683",123.400002,124.849998,123.32,124.269997,1424200,122.727699
"684",124.919998,126.139999,124.639999,125.620003,2572300,124.060951
"685",125.349998,126.449997,124.269997,125.080002,1574800,123.527657
"686",125.480003,126.370003,124.559998,125.050003,1843800,123.498024
"687",124.650002,125.330002,123.900002,124.779999,1196000,123.231361
"688",124.900002,126.529999,124.900002,126.059998,1870800,124.495483
"689",126.769997,126.919998,123.43,123.900002,1664000,122.362305
"690",125.010002,125.300003,123.879997,124.589996,1859200,123.043716
"691",124.989998,126.120003,124.529999,125.120003,1542300,123.567154
"692",124.120003,125.199997,121.57,122.290001,1743300,120.77227
"693",121.949997,124.739998,121.900002,124.279999,1590400,122.737579
"694",124.959999,127.239998,124.959999,127.050003,1468400,125.473206
"695",126.330002,127,125.790001,126.07,1007300,124.505363
"696",125.010002,126.830002,124.32,125.379997,1621200,123.823929
"697",125.970001,126.889999,125.220001,126.43,1464200,124.860893
"698",125.709999,128.429993,125.620003,127.410004,1890600,125.828728
"699",128.199997,130.089996,128.050003,128.470001,2310900,126.875572
"700",128.600006,129,126.260002,126.589996,1810100,125.018913
"701",127.309998,130.199997,127.230003,128.710007,2006500,127.112617
"702",128.419998,129.139999,127.510002,127.93,1633200,126.342278
"703",128.830002,129.020004,127.93,128.470001,1494700,126.875572
"704",128.410004,129.369995,127.660004,128.119995,2451400,126.529907
"705",128.229996,128.5,125.849998,126.449997,1639300,125.040703
"706",127,127.199997,122.449997,122.809998,2273800,121.441269
"707",122.550003,123,121.040001,121.800003,2831700,120.442535
"708",122.610001,124.019997,122.519997,122.949997,2195800,121.579712
"709",123.169998,124.720001,123.110001,124.360001,1561000,122.974007
"710",124.459999,125.830002,124.239998,125.129997,1441800,123.735413
"711",125.690002,127.639999,125.690002,126.160004,1683700,124.753944
"712",126.660004,127.910004,126.050003,127.599998,2042500,126.177902
"713",127.440002,128.309998,127.129997,127.919998,1905300,126.494324
"714",128.779999,129.179993,125.260002,125.339996,2466200,123.943069
"715",126.07,126.269997,124.309998,124.760002,1918800,123.369545
"716",124.760002,124.889999,119.809998,120.25,4492000,118.909798
"717",120.489998,121.779999,120.040001,121.470001,3509800,120.116219
"718",125.400002,126,120.139999,121.029999,3945400,119.681107
"719",120.82,121.75,116.309998,117.860001,3818900,116.546455
"720",117.290001,118.150002,116.290001,117.029999,2035200,115.725693
"721",116.629997,118.050003,116.099998,117.199997,2131400,115.893799
"722",116.989998,117.739998,115.889999,116.449997,2452600,115.152153
"723",116.150002,117.150002,114.959999,116.25,1958500,114.954376
"724",116.720001,117.919998,116.209999,117.919998,3429200,116.605774
"725",117.580002,120.489998,117.580002,118.800003,3023100,117.475967
"726",119.010002,120.529999,118.57,120.330002,2349500,118.988914
"727",120.330002,121.239998,118.790001,119.559998,2142900,118.227501
"728",119.860001,121.07,119.389999,120.220001,1654500,118.880135
"729",120.410004,121.059998,119.18,119.809998,1627700,118.474709
"730",120.739998,121.970001,120,120.610001,1774400,119.265785
"731",120.910004,122,120.25,121.889999,3688700,120.531532
"732",122.139999,122.919998,120.940002,121.629997,1443300,120.274406
"733",121.290001,121.82,120.099998,120.519997,1064400,119.176796
"734",120.870003,121.5,118.809998,119.910004,2050400,118.573616
"735",119.639999,120.790001,119.260002,120.529999,2115200,119.186691
"736",121.010002,121.919998,119.629997,119.739998,2566500,118.405487
"737",119.199997,120.260002,118,120.110001,2771100,118.771362
"738",121,121.919998,120.910004,121.720001,2387200,120.363419
"739",121.489998,122,120.629997,121.230003,1570800,119.878883
"740",122,123,121.589996,122.779999,2047000,121.411606
"741",123.199997,123.709999,122.809998,123.559998,1803000,122.182915
"742",123.690002,125,123.389999,124.330002,2041800,122.944336
"743",123.949997,124.620003,123.150002,124.449997,1130100,123.062996
"744",125,126.5,124.370003,126.459999,1391100,125.050591
"745",126.720001,127.360001,125.239998,127.099998,1994800,125.683449
"746",127.150002,127.629997,126.559998,126.989998,2754200,125.574692
"747",127.629997,128.889999,127.449997,128.740005,2055700,127.305199
"748",129.380005,133.520004,128.979996,132.679993,5320300,131.201279
"749",132.710007,133.059998,131.389999,132.369995,1632300,130.89473
"750",132.210007,133.080002,131.289993,132.919998,442500,131.438599
"751",133.190002,133.190002,132.320007,133.029999,929400,131.547363
"752",133.399994,133.479996,132.380005,133.25,1296100,131.764893
"753",133.570007,133.660004,131.809998,132.210007,942000,130.736511
"754",132.009995,132.580002,131.449997,132.350006,1128600,130.874954
"755",132.050003,134.279999,131.479996,134.139999,1576700,132.645004
"756",132.479996,134.910004,132.270004,134.160004,1274000,132.66478
"757",133.779999,134.070007,132.710007,133.130005,2334100,131.646286
"758",133,134.809998,132.669998,133.580002,1224500,132.091248
"759",133.759995,135.270004,133.240005,133.289993,1766700,131.804459
"760",134.009995,136.369995,134.009995,135.059998,2075400,133.554733
"761",135.300003,136,134.770004,135.570007,1249000,134.059067
"762",136.070007,136.75,135.460007,136.509995,1797600,134.988602
"763",136.419998,137.279999,135.520004,137.270004,1848800,135.740143
"764",137.410004,139,137.339996,138.539993,1859600,136.995941
"765",138.779999,139.399994,138.020004,139.240005,1822800,137.887238
"766",139.619995,140.399994,138.860001,140.160004,1993200,138.798279
"767",139.119995,142.520004,138.970001,141.929993,4693300,140.551071
"768",142.729996,143.330002,141.210007,141.5,1888900,140.125275
"769",141.289993,141.770004,137.520004,138.339996,2148500,136.995941
"770",139.619995,139.619995,136.149994,136.309998,2047000,134.985687
"771",134.419998,136.440002,134.029999,135.960007,1656400,134.639099
"772",136.139999,138.919998,135.490005,138.259995,2176500,136.916733
"773",138.970001,139.970001,138.440002,138.509995,1366500,137.164322
"774",137.639999,138.330002,136.059998,138.029999,1735400,136.68898
"775",137.600006,137.970001,134,134.210007,2582300,132.906097
"776",134.729996,137.470001,134.199997,135.520004,2377000,134.203339
"777",137.080002,139.440002,136.690002,138.970001,1839800,137.619843
"778",139.960007,140.300003,137.539993,137.889999,1507600,136.550323
"779",137.960007,139.100006,136.869995,138.970001,2206800,137.619843
"780",139.050003,139.160004,138.029999,138.899994,1780800,137.550522
"781",138.619995,142.740005,138.350006,142.550003,2456000,141.16507
"782",143.399994,144.350006,142.649994,144.029999,2274200,142.630676
"783",143.449997,144.460007,142.429993,142.979996,1830700,141.590851
"784",141.929993,146.259995,141.25,144.940002,3384500,143.53183
"785",144.940002,145.399994,143.119995,144.169998,1810500,142.769318
"786",144.029999,144.130005,142.610001,143.649994,2461700,142.254333
"787",143.5,145.610001,142.809998,144.059998,1676600,142.660385
"788",143.75,144.089996,141.240005,143.550003,1182500,142.15535
"789",142.929993,143,141.5,142.229996,1754800,140.84816
"790",139.279999,140.820007,137.539993,138.389999,1642000,137.045471
"791",138.789993,138.850006,134.320007,134.820007,2236200,133.510162
"792",135.940002,139.25,135.5,136.149994,2562100,134.827225
"793",134.460007,137.429993,133.899994,133.949997,3075200,132.648621
"794",130.399994,133.240005,127,133.229996,4776300,131.935593
"795",133.839996,139.169998,133.059998,138.910004,2881600,137.56044
"796",139.460007,141.759995,135.619995,137.240005,2768200,135.906662
"797",139.949997,143.699997,138.520004,143.619995,3283700,142.224655
"798",140.729996,142.639999,138.059998,139.559998,2472600,138.204117
"799",134.919998,137.600006,131.830002,137.050003,3204200,135.718506
"800",128.800003,133.289993,127.589996,129.720001,2827400,128.459702
"801",133.619995,133.619995,127.269997,132.720001,3265500,131.430573
"802",130.389999,131.649994,127.360001,130.270004,3591500,129.004364
"803",122.260002,127.339996,119.919998,120.279999,5344300,119.111427
"804",124.349998,125.779999,117.290001,125.480003,4073300,124.260902
"805",114.370003,119.919998,106.400002,107.040001,4364700,106.000069
"806",109.269997,118.080002,107.150002,111.050003,5299600,109.971115
"807",104.5,110.029999,96.019997,105.82,5218300,104.791908
"808",104.949997,112.889999,100.739998,102.330002,4492600,101.335823
"809",101.550003,106.470001,98.529999,100.940002,6662600,99.959328
"810",99.059998,101.040001,90.139999,92.660004,5405800,91.759773
"811",98.709999,105.220001,97.5,103.760002,4732500,102.75193
"812",102.650002,112.989998,100.519997,108.209999,4424800,107.158684
"813",109.510002,118.690002,109.510002,117.910004,4159000,116.76445
"814",114.519997,117.779999,111.040001,111.769997,2870100,110.68409
"815",113.629997,117.75,112.43,116.68,2031900,115.546394
"816",115.68,120.25,113.900002,117.690002,3956000,116.546593
"817",113.93,115.360001,110.75,111.919998,2521000,110.832649
"818",111.25,116.300003,110.870003,116.029999,2403700,114.90271
"819",115.080002,117.230003,113.720001,114.610001,1701900,113.496521
"820",119.580002,127.459999,117.900002,126.790001,3419900,125.558174
"821",129.020004,130.880005,126.019997,126.110001,3075000,124.884781
"822",126.360001,127.989998,122.25,127.25,2478400,126.013702
"823",126.550003,131.149994,126.440002,128.75,1962300,127.499146
"824",128.009995,128.820007,122.110001,122.949997,3188900,121.75547
"825",126.419998,128.940002,124.18,127.82,2508200,126.578163
"826",125.419998,126.120003,123.080002,123.809998,2262900,122.607117
"827",125.220001,128.050003,123.980003,127.449997,2064000,126.41597
"828",129.740005,131.539993,128.610001,130.720001,1977600,129.659439
"829",128.720001,129.139999,127.230003,127.389999,2418600,126.356468
"830",125.790001,126.050003,123.580002,124.699997,2607800,123.688286
"831",126.529999,127.480003,125.550003,125.809998,1943700,124.789276
"832",126.25,126.620003,123.410004,123.639999,3259300,122.636887
"833",124.599998,126.849998,122.660004,125.910004,1945400,124.888474
"834",126.959999,128.600006,126.099998,127.419998,2202200,126.386223
"835",128.460007,128.699997,122.849998,123,3098400,122.002083
"836",124.269997,126.980003,123.010002,125.550003,2905300,124.531395
"837",125.5,130.419998,124.839996,129.309998,3075300,128.260895
"838",127.440002,127.889999,124.919998,127.529999,1738300,126.495323
"839",127.760002,128.059998,125.559998,127.440002,1833800,126.406059
"840",128.649994,132.240005,128.289993,131.300003,2445800,130.234741
"841",125.970001,128.910004,125.629997,125.690002,3393900,124.670265
"842",127.290001,127.5,123.370003,124.239998,3098000,123.23201
"843",125.209999,126.360001,124.82,125.470001,1617500,124.452034
"844",125.339996,126.849998,124.550003,126.389999,1888300,125.364578
"845",127.059998,127.699997,123.870003,124.010002,1889500,123.003891
"846",123.529999,125.07,121.75,123.029999,1879000,122.031837
"847",122.07,126.529999,121.5,126.029999,2246800,125.0075
"848",126.440002,127.959999,125.309998,127.489998,2921700,126.455643
"849",130.179993,132.539993,129.800003,131.419998,2762800,130.353775
"850",131.050003,135.759995,130.080002,134.339996,3335300,133.250076
"851",136.199997,137.070007,133.039993,133.339996,2303400,132.258194
"852",133.789993,133.889999,129.899994,130.330002,1413100,129.272629
"853",129.600006,130.779999,128.880005,130.110001,1602400,129.054398
"854",131.419998,132.910004,130.139999,130.449997,2322300,129.391632
"855",133.699997,135.710007,130.850006,135.639999,2287000,134.53952
"856",137.809998,140.240005,137.460007,138.110001,2367800,136.989502
"857",138.440002,139.649994,134.949997,139.389999,2814500,138.259079
"858",138.649994,139.100006,137.070007,138.339996,1413000,137.217621
"859",138.669998,141.509995,138.220001,141.479996,1649100,140.332169
"860",141.649994,143.210007,140.669998,142.529999,1459500,141.373627
"861",141.020004,142.259995,139.399994,140.520004,1524800,139.379944
"862",141.529999,142.429993,139.350006,141.009995,1947800,139.865952
"863",139,141.350006,137.669998,141.300003,1747300,140.153595
"864",140.880005,141.789993,138.470001,138.800003,1622500,137.673904
"865",139.25,141.220001,138.75,139.910004,1731100,138.774902
"866",137.669998,138.089996,130.710007,131.059998,2524000,129.996689
"867",134.369995,136.210007,131.309998,134.070007,1638500,132.982269
"868",131.809998,133.660004,130.410004,133.300003,2457900,132.218521
"869",136.889999,137.699997,134.710007,136.240005,1919800,135.134659
"870",136.770004,137.550003,136.110001,136.789993,1455000,135.680206
"871",135.800003,137.690002,135.539993,137.399994,1031500,136.285248
"872",140.050003,140.100006,136.429993,137.399994,2316300,136.285248
"873",136.809998,137.449997,136.009995,136.940002,1107800,135.828995
"874",138.100006,139.050003,137.539993,138.110001,994900,136.989502
"875",137.029999,137.770004,133.559998,134.300003,1701600,133.210403
"876",134.169998,135.479996,131.889999,135.309998,1141700,134.212234
"877",135,135.75,132.600006,132.660004,2612800,131.58371
"878",133.259995,133.550003,131.279999,131.979996,2126400,130.90921
"879",132.100006,137.820007,132.059998,137.039993,1878800,135.928146
"880",137.289993,138.970001,136.699997,137.190002,1226800,136.07695
"881",138.580002,139.050003,137.369995,137.660004,1307300,136.543152
"882",138.570007,139.600006,137.960007,138.600006,1297800,137.47551
"883",138.330002,140.559998,138.110001,138.440002,1140300,137.316818
"884",138.720001,139.690002,137.429993,138.809998,932600,137.683823
"885",138.809998,139.559998,135.339996,137.679993,962500,136.562943
"886",137.419998,137.830002,135.619995,137.100006,1821100,135.987686
"887",138.460007,141.710007,138.119995,138.309998,1569200,137.187866
"888",138.229996,140.610001,138.160004,140.399994,1163300,139.260895
"889",141.559998,143.789993,141.039993,142.919998,2223200,141.760468
"890",142.600006,142.960007,141.470001,142.940002,942000,141.978989
"891",143.800003,145.279999,142.229996,144.660004,1518100,143.687439
