"","XRAY.Open","XRAY.High","XRAY.Low","XRAY.Close","XRAY.Volume","XRAY.Adjusted"
"455",36.189999,36.290001,35.73,35.98,2341600,35.126415
"456",35.630001,36.290001,35.349998,35.959999,3269000,35.106892
"457",35.860001,36.810001,34.990002,35.040001,3258600,34.208717
"458",35.049999,35.630001,34.34,35.189999,2984300,34.355164
"459",34.75,35.169998,34.099998,34.330002,3845300,33.515568
"460",34.759998,35.529999,33.93,34.32,3058500,33.505798
"461",34.48,35.139999,34.080002,34.990002,3041900,34.159912
"462",35.209999,35.209999,34.349998,34.630001,2340300,33.808453
"463",34.66,35.389999,34.48,35.240002,2890000,34.403984
"464",35.490002,35.57,34.810001,35.029999,3844100,34.198959
"465",35.110001,35.32,34.790001,34.93,4758700,34.10133
"466",34.779999,35.68,34.580002,35.509998,2543400,34.667572
"467",35.900002,36.560001,35.619999,36.509998,2946900,35.643841
"468",36.290001,36.950001,35.759998,36.799999,3970400,35.92696
"469",36.849998,38.27,35.07,36.060001,8523800,35.204521
"470",35.720001,37.400002,35.139999,36.540001,3150400,35.673138
"471",36.740002,37.32,36.299999,36.709999,3177900,35.839096
"472",36.889999,37.32,36.060001,36.110001,2010600,35.253338
"473",35.830002,37,35.580002,36.98,3091700,36.102695
"474",36.759998,37.400002,36.310001,37.200001,8022300,36.317482
"475",37.240002,37.59,36.759998,36.919998,1997300,36.044121
"476",36.709999,37.259998,36.27,36.919998,2858400,36.044121
"477",36.990002,37.200001,36.790001,36.889999,2154400,36.014835
"478",36.77,37.700001,36.450001,36.509998,697100,35.643841
"479",36.860001,37.150002,36.619999,37,2176800,36.122227
"480",36.860001,37.380001,36.57,37.18,3077000,36.297955
"481",37.330002,37.549999,36.669998,37.540001,2918500,36.64941
"482",37.540001,37.700001,36.98,36.990002,2214200,36.112461
"483",37.040001,37.91,36.709999,37.779999,2672700,36.883717
"484",37.950001,38.580002,37.650002,37.830002,1769600,36.932537
"485",37.759998,37.91,36.720001,36.810001,3164200,35.936733
"486",36.360001,36.509998,35.599998,36.470001,3407100,35.604797
"487",36.330002,36.990002,35.970001,36.310001,1945100,35.448593
"488",36.330002,36.57,35.73,36.459999,1973800,35.595036
"489",36.810001,37.630001,36.639999,37,3428800,36.122227
"490",37.419998,38.900002,37.419998,38.119999,5120200,37.215649
"491",38.130001,38.5,37.240002,37.720001,2562000,36.825146
"492",37.57,37.57,36.299999,36.970001,2854100,36.092934
"493",36.810001,37.830002,36.59,37.169998,2653600,36.288193
"494",37.360001,37.459999,35.919998,36.509998,3573700,35.643841
"495",36.5,36.84,35.630001,35.959999,3227400,35.106892
"496",35.950001,36.150002,34.939999,35.48,2898300,34.638279
"497",35.68,36.299999,35.369999,35.650002,4086000,34.804245
"498",35.529999,35.869999,34.93,35.459999,1204200,34.618759
"499",35.580002,37.240002,35.240002,37.189999,2309900,36.30772
"500",36.66,37.130001,36.119999,37.119999,2042600,36.325325
"501",37.330002,37.669998,36.900002,37.099998,1763500,36.305763
"502",37.279999,37.549999,36.759998,37.209999,1664300,36.413403
"503",36.959999,38.57,36.630001,37.889999,2899400,37.078846
"504",37.98,38.549999,37.540001,37.91,2382100,37.098419
"505",38,39.619999,38,39.009998,2787800,38.174866
"506",38.990002,40.099998,38.98,39.709999,2362800,38.859879
"507",40.25,40.599998,39.32,39.439999,2277600,38.595669
"508",39.5,40.369999,39.5,39.650002,2723600,38.801167
"509",39.48,40.130001,39.169998,40.040001,1893200,39.182819
"510",39.82,40.810001,39.650002,40.709999,2064300,39.838474
"511",40.34,40.52,39.889999,40.07,2124800,39.212177
"512",40.110001,40.200001,39.689999,39.810001,2006800,38.957745
"513",39.82,40.549999,39.59,40.150002,1448400,39.290462
"514",39.98,40.560001,39.669998,40.25,1208200,39.388325
"515",40.529999,40.950001,40.029999,40.830002,1868300,39.955902
"516",40.830002,40.830002,40.310001,40.759998,1613100,39.887409
"517",40.869999,41.209999,40.66,41.02,2446600,40.141838
"518",40.93,41.040001,40.509998,40.59,1364600,39.721046
"519",40.84,41.57,40.740002,41.41,1774800,40.523491
"520",41.07,41.279999,40.259998,40.439999,1664400,39.574257
"521",40.720001,41.299999,40.59,41.080002,2016500,40.200558
"522",41.110001,41.709999,40.830002,41.57,1494000,40.680058
"523",41.529999,41.970001,41.400002,41.950001,1442100,41.051929
"524",42.150002,42.43,41.759998,42.09,1617000,41.188931
"525",42.27,43.130001,42.09,42.790001,2307300,41.873951
"526",42.939999,43.540001,42.849998,43.200001,2143800,42.275177
"527",43.27,43.509998,43.07,43.27,912600,42.343674
"528",42.959999,43.169998,42.619999,42.860001,1324600,41.942448
"529",42.66,42.860001,42.18,42.619999,952800,41.707588
"530",42.650002,43,42.43,42.970001,1096100,42.050091
"531",43.139999,43.439999,42.900002,42.98,2668400,42.059875
"532",43.18,44.16,43.110001,43.869999,1980100,42.930828
"533",43.599998,43.799999,43.450001,43.68,1143300,42.744892
"534",43.919998,43.919998,43.549999,43.580002,1836000,42.647038
"535",43.75,44,43.360001,43.84,2050300,42.901474
"536",42.529999,43.009998,42.16,42.689999,2872500,41.776085
"537",42.619999,42.759998,41.5,41.759998,3067800,40.865997
"538",41.98,42.209999,41.580002,41.630001,2935300,40.738781
"539",42.119999,42.119999,41.529999,41.540001,1692800,40.650703
"540",41.57,41.610001,41.080002,41.220001,1905800,40.337555
"541",41,41.43,40.860001,41.240002,2387800,40.357128
"542",41.259998,41.970001,41.18,41.759998,2363700,40.865997
"543",46.990002,49.450001,45.869999,49.130001,9985700,48.07822
"544",49.209999,50.18,48.110001,48.689999,3475700,47.647636
"545",49.130001,49.130001,48.599998,48.959999,2067800,47.911854
"546",48.919998,49.049999,47.66,47.75,2005600,46.727768
"547",47.68,48.32,47.380001,48.220001,1686900,47.187702
"548",48.09,48.580002,47.5,48.560001,1595300,47.520424
"549",48.759998,49.66,48.5,49.48,1407800,48.420727
"550",49.5,49.889999,49.240002,49.290001,1347600,48.234798
"551",49.349998,49.689999,49.150002,49.560001,1207100,48.499012
"552",49.580002,49.580002,49.060001,49.189999,837700,48.136929
"553",49.099998,49.610001,48.799999,49.09,2211700,48.03907
"554",49.889999,50.240002,48.939999,49.509998,2414700,48.450081
"555",49.48,49.740002,49.310001,49.450001,1320600,48.391369
"556",49.439999,49.470001,49,49.029999,1149500,47.980366
"557",48.959999,50.139999,48.950001,50.02,1128800,48.949165
"558",49.759998,50.07,49.130001,49.240002,1004500,48.185867
"559",49.25,49.450001,48.740002,49.330002,1219400,48.273945
"560",49.59,49.73,49.130001,49.470001,829900,48.410946
"561",49.380001,49.68,48.810001,49.220001,1268700,48.166294
"562",49.220001,49.669998,48.939999,49.349998,747700,48.380001
"563",49.57,49.66,48.869999,49.59,2118100,48.615292
"564",49.790001,49.950001,49.43,49.84,1843600,48.860378
"565",49.75,50.349998,49.650002,50.150002,2170300,49.164284
"566",50.369999,51.099998,50.169998,50.349998,1460000,49.360355
"567",50.34,50.380001,50,50.259998,1751100,49.272125
"568",50.490002,50.849998,50.34,50.400002,1031900,49.409367
"569",50.360001,50.490002,49.990002,50.330002,777200,49.340755
"570",50.110001,50.540001,50.110001,50.419998,803000,49.428974
"571",50.509998,50.720001,50.23,50.610001,898400,49.615242
"572",50.700001,50.700001,50.380001,50.490002,887700,49.497608
"573",50.509998,51.459999,50.509998,51.240002,1262400,50.232864
"574",51.459999,51.459999,50.84,51.23,778900,50.223057
"575",51.349998,51.5,50.169998,50.380001,1286300,49.389759
"576",50.57,50.779999,48.57,48.759998,1729100,47.801605
"577",49.009998,49.759998,48.490002,49.73,2172100,48.752541
"578",49.419998,50.200001,49.099998,49.299999,1189700,48.330994
"579",49.59,50.200001,49.220001,49.759998,1422000,48.781948
"580",49.869999,50.549999,49.57,50.400002,1071700,49.409367
"581",50.119999,50.290001,48.900002,50.18,1208100,49.193699
"582",50.189999,51.080002,50.060001,50.900002,1174200,49.89954
"583",50.900002,50.970001,50.330002,50.59,1009700,49.595638
"584",50.68,51.360001,50.48,51.130001,1383800,50.125023
"585",50.990002,51.029999,50.080002,50.310001,1677600,49.321144
"586",50.43,51.52,50.299999,51.5,1987200,50.487751
"587",53.450001,55.880001,53.299999,55.049999,4408700,53.967972
"588",54.279999,54.919998,53.560001,54.73,2003700,53.654263
"589",54.220001,55.009998,54.220001,54.830002,2326000,53.7523
"590",54.950001,55.150002,54.09,54.950001,2397400,53.869942
"591",54.59,55.130001,54.389999,54.990002,1937800,53.909157
"592",54.759998,55.389999,54.240002,55.009998,2723000,53.928764
"593",54.23,54.950001,54.080002,54.869999,1637600,53.791504
"594",54.869999,55.709999,54.619999,54.869999,1301300,53.791504
"595",54.75,55.189999,54.169998,54.970001,1192300,53.889553
"596",55.029999,55.619999,54.650002,54.889999,2374800,53.811115
"597",54.32,55.139999,53.849998,54.43,3199300,53.360157
"598",54.27,54.73,53.869999,54.43,1577000,53.360157
"599",54.700001,55.360001,54.599998,54.919998,1416000,53.840523
"600",54.950001,54.950001,54.419998,54.619999,1873500,53.546425
"601",54.279999,54.349998,52.459999,53.740002,1871000,52.683716
"602",54.18,54.32,53.349998,53.75,1601600,52.693523
"603",53.5,54.439999,53.5,53.66,3362800,52.605297
"604",53.34,53.990002,53.209999,53.720001,2328400,52.664116
"605",53.849998,53.900002,53.310001,53.5,953600,52.448441
"606",53.41,54.099998,53.009998,53.869999,1720500,52.811161
"607",54.029999,54.16,53.669998,53.860001,1858000,52.801369
"608",54.220001,54.52,53.950001,54.400002,3158200,53.33075
"609",54.790001,55.470001,54.279999,55.380001,1626200,54.291492
"610",55.450001,55.830002,55.049999,55.630001,1445500,54.536579
"611",55.799999,56.119999,55.630001,55.939999,944700,54.840481
"612",56.150002,57.18,55.849998,57.099998,1301500,55.977673
"613",57.32,57.48,56.610001,57.27,1152800,56.144341
"614",57.23,57.709999,56.860001,56.900002,1032300,55.781609
"615",57.110001,57.16,56.580002,56.970001,786100,55.850231
"616",56.939999,57.439999,56.700001,56.77,652900,55.654167
"617",56.759998,56.880001,56.32,56.66,756700,55.546329
"618",56.860001,57.150002,56.599998,56.84,781800,55.722786
"619",56.790001,57.830002,56.630001,57.75,993500,56.614906
"620",57.900002,58.380001,57.389999,57.43,2493500,56.301197
"621",57.650002,59.400002,57.07,58.880001,4626900,57.722698
"622",58.630001,59.400002,57.549999,57.669998,1419800,56.536476
"623",57.759998,58.18,57.650002,57.889999,1357000,56.752148
"624",57.939999,58.5,57.240002,57.610001,1355300,56.477654
"625",57.509998,57.77,57.150002,57.630001,981700,56.583687
"626",57.66,58.419998,57.470001,58.360001,2231700,57.300446
"627",58.560001,59.23,57.919998,58.32,1684300,57.261166
"628",58.32,58.68,57.959999,58.189999,947100,57.133522
"629",58.619999,58.740002,58.080002,58.32,641900,57.261166
"630",58,58.240002,57.419998,57.799999,971600,56.750607
"631",57.759998,57.939999,57.119999,57.639999,2162200,56.593513
"632",57.59,57.75,57.34,57.57,1634000,56.52478
"633",57.77,57.919998,57.189999,57.290001,1112900,56.249866
"634",57.450001,57.610001,56.619999,56.77,1465500,55.739311
"635",57.07,57.5,56.639999,56.93,1515300,55.8964
"636",56.77,57.189999,56.68,57.09,1160600,56.053497
"637",57.23,57.330002,56.259998,56.470001,1554000,55.444752
"638",56.369999,57.040001,56.009998,56.93,1203800,55.8964
"639",56.810001,57.189999,56.470001,57,1139400,55.965134
"640",57.119999,57.139999,56.669998,56.669998,1097900,55.641125
"641",56.720001,56.860001,55.889999,56.23,922000,55.20911
"642",56.48,56.639999,56.07,56.509998,650400,55.484032
"643",56.310001,56.709999,55.880001,56.599998,1035600,55.572388
"644",56.369999,56.369999,55.009998,55.849998,1310900,54.83601
"645",56,56.189999,55.41,56.02,1002500,55.002922
"646",56,56.439999,55.849998,56.369999,1325400,55.346569
"647",56.060001,56.889999,55.869999,56.669998,1289900,55.641125
"648",56,56.330002,53.98,54.450001,2823600,53.46143
"649",54.299999,54.610001,52.27,53.360001,2952600,52.391224
"650",50.5,53.080002,49.119999,52.790001,4252500,51.831566
"651",52.509998,53.09,51.450001,51.490002,3117600,50.555176
"652",51.119999,51.639999,50.02,51.619999,3014300,50.682808
"653",51.16,51.66,50.549999,51.529999,2897000,50.594433
"654",51.860001,52.790001,50.43,52.369999,2329000,51.419186
"655",52.16,52.91,52.16,52.369999,2061700,51.419186
"656",52.099998,52.91,52.07,52.279999,1541200,51.330826
"657",52.330002,53.540001,52.209999,53.369999,1764000,52.401039
"658",53,53.049999,52.049999,52.150002,1406100,51.203186
"659",50.759998,52.52,50.759998,52.27,1124900,51.321011
"660",52.75,52.900002,52.23,52.330002,1300600,51.379925
"661",52.82,53.689999,52.549999,53.529999,2001700,52.558128
"662",53.549999,53.73,52.869999,53.130001,1885500,52.165394
"663",53.490002,53.490002,52.98,53.389999,1436100,52.42067
"664",53.490002,53.700001,52.639999,52.950001,1440900,51.988667
"665",52.900002,53.18,51.5,51.669998,1308200,50.731903
"666",52.009998,52.080002,51.27,52.060001,873900,51.114826
"667",52.310001,52.32,51.360001,51.560001,1431600,50.623894
"668",51.279999,51.799999,50.91,51.720001,1060400,50.780991
"669",52.07,52.189999,51.419998,52.02,1191600,51.07555
"670",52.150002,52.25,51.509998,52.150002,1395600,51.203186
"671",51.810001,52.470001,51.389999,51.73,1403900,50.790806
"672",52.209999,52.209999,50.73,51.330002,1651900,50.398075
"673",51.73,51.82,51.27,51.650002,1406900,50.712273
"674",51.630001,51.759998,50.639999,50.689999,2209100,49.769684
"675",50.860001,51.25,50.540001,50.84,1524100,49.916973
"676",50.75,51.32,50.389999,51.189999,1634200,50.260612
"677",51.09,51.650002,50.84,51.130001,1539000,50.201706
"678",51.27,52.200001,51.27,51.73,1417700,50.790806
"679",51.669998,52.41,51.599998,51.889999,1383300,50.947906
"680",51.720001,51.720001,51.16,51.419998,1037800,50.486443
"681",51.380001,51.68,51.200001,51.389999,2523300,50.456985
"682",51.389999,51.43,49.400002,49.860001,2042000,48.954762
"683",49.849998,50.23,49.369999,49.900002,1763500,48.994038
"684",49.900002,51.209999,49.509998,51.130001,4454300,50.201706
"685",50.689999,52.459999,50.529999,52.279999,2231900,51.330826
"686",52.549999,53.650002,52.279999,53.040001,2179000,52.07703
"687",52.880001,53.349998,52.439999,53.209999,1904100,52.243938
"688",53.240002,53.73,53.16,53.380001,1174800,52.509533
"689",53,53.5,52.630001,52.880001,1729600,52.017693
"690",53.02,53.529999,52.689999,53.310001,1400600,52.440681
"691",53.57,53.77,52.939999,53.490002,1425400,52.617744
"692",53.389999,53.459999,51.66,51.740002,2697000,50.896282
"693",51.810001,52.57,51.349998,52.48,1060900,51.624214
"694",52.84,53.720001,52.029999,53.630001,1263200,52.755459
"695",53.439999,54.040001,53.279999,53.939999,1514600,53.06041
"696",53.830002,53.880001,53.07,53.310001,2339200,52.440681
"697",53.580002,54.41,53.009998,53.560001,1028700,52.686604
"698",53.580002,53.990002,53.299999,53.91,760600,53.030895
"699",54.41,54.650002,54.080002,54.110001,984400,53.227631
"700",54.16,54.23,53.349998,53.490002,838400,52.617744
"701",53.549999,53.990002,53.32,53.740002,1049000,52.863667
"702",53.77,54.240002,53.490002,53.91,1291300,53.030895
"703",54.029999,55.07,53.880001,54.950001,1264900,54.053932
"704",54.860001,55.450001,54.810001,54.900002,1515500,54.004749
"705",55.439999,55.5,54.919998,55.060001,1332200,54.162144
"706",55.040001,55.310001,54.25,54.41,1229500,53.522739
"707",54.279999,54.650002,54.18,54.400002,1078900,53.512905
"708",54.630001,54.73,52.82,53.080002,1511800,52.214428
"709",52.790001,53.450001,52.75,53.080002,1234600,52.214428
"710",53.25,53.66,53.169998,53.349998,960400,52.48003
"711",53.169998,54.349998,53.139999,54.09,1017100,53.207962
"712",54.18,55.360001,54.080002,55.330002,1179900,54.427742
"713",55.169998,55.32,54.5,54.779999,970300,53.886707
"714",54.959999,55.84,54.959999,55.450001,853500,54.545784
"715",55.75,56.439999,54.860001,56.110001,1248700,55.195015
"716",56.25,56.290001,54.790001,54.900002,1787400,54.004749
"717",55.049999,55.919998,54.860001,55.59,1973500,54.683502
"718",58.150002,60.150002,56.759998,57.080002,4764300,56.149204
"719",57.110001,57.509998,56.650002,57.419998,2697300,56.483654
"720",57.110001,57.57,55.599998,55.700001,2273000,54.791702
"721",55.700001,56.349998,55.290001,56.16,2994700,55.244205
"722",56.380001,57.16,55.98,56.48,1707600,55.558987
"723",56.240002,56.91,55.709999,56.029999,1018000,55.116325
"724",56.18,56.93,55.860001,56.630001,1108500,55.706535
"725",56.57,56.810001,55.73,56.27,1182400,55.352413
"726",56.419998,56.709999,56.139999,56.389999,1099200,55.470448
"727",56.209999,57.049999,55.869999,56.630001,1290000,55.706535
"728",56.610001,57.220001,56.209999,57.099998,1034800,56.168877
"729",57.18,57.48,56.959999,57.27,945600,56.336105
"730",57.360001,57.689999,57.240002,57.66,917000,56.719746
"731",57.549999,57.880001,56.889999,57.040001,2583000,56.109856
"732",57.259998,57.279999,56.93,57.110001,682200,56.178711
"733",56.950001,57.029999,56.400002,56.540001,673900,55.618011
"734",56.619999,56.810001,56.150002,56.700001,1877900,55.775402
"735",56.560001,57.400002,56.139999,57.130001,1339200,56.198391
"736",57.02,57.82,56.759998,57.59,1634900,56.65089
"737",57.75,58.529999,57.75,58.290001,1435200,57.339474
"738",58.459999,58.650002,57.970001,58.049999,1200000,57.103386
"739",57.93,57.98,57.09,57.32,954400,56.385288
"740",57.369999,57.490002,56.919998,57.369999,896300,56.434464
"741",56.25,57.09,56.18,56.779999,1781300,55.854092
"742",57.02,57.990002,56.639999,56.939999,1065200,56.011486
"743",56.860001,57.830002,56.110001,56.380001,901500,55.460617
"744",57.43,58.009998,57.080002,57.52,1355600,56.582027
"745",57.68,57.919998,57.259998,57.509998,911600,56.572193
"746",57.650002,57.66,57.009998,57.380001,1035500,56.444313
"747",57.669998,57.689999,57.259998,57.470001,1071600,56.532841
"748",57.52,57.810001,56.700001,56.849998,3120900,55.922955
"749",56.860001,57.360001,56.669998,57.18,1162900,56.247574
"750",57.029999,57.380001,56.189999,57.209999,579400,56.277081
"751",57.119999,57.119999,56.220001,56.529999,708800,55.705544
"752",56.439999,56.98,56.299999,56.84,664700,56.011021
"753",56.689999,57.23,56.259998,56.400002,1283000,55.577435
"754",56.369999,56.700001,55.950001,56.59,1211000,55.764664
"755",56.830002,57.509998,56.130001,56.93,1556600,56.099709
"756",56.240002,56.77,55.849998,56.299999,910000,55.478897
"757",56.040001,56.68,56.009998,56.610001,751000,55.784378
"758",56.349998,56.98,56.290001,56.91,792600,56.079998
"759",57.150002,57.709999,57.07,57.509998,1001500,56.671249
"760",57.529999,58.110001,57.389999,57.549999,1166800,56.710667
"761",57.669998,57.970001,57.189999,57.790001,882900,56.947163
"762",57.66,58.259998,57.650002,58.110001,1196700,57.262493
"763",58.099998,58.779999,57.630001,58.759998,951100,57.903015
"764",58.66,59.779999,58.560001,59.099998,1297300,58.238064
"765",59.5,60.27,59.34,60.139999,1562400,59.26289
"766",60.02,60.369999,59.669998,59.959999,1045400,59.085518
"767",59.93,60.619999,59.75,60.34,1417000,59.459976
"768",60.490002,60.869999,60.139999,60.740002,2383800,59.854145
"769",60.639999,60.639999,59.189999,59.66,914900,58.78989
"770",59.630001,59.75,58.470001,59.66,975200,58.78989
"771",59.150002,60.450001,58.970001,59.73,1255200,58.858868
"772",59.77,59.869999,59.060001,59.080002,1081500,58.218346
"773",59.290001,59.380001,58.880001,58.93,1022500,58.070541
"774",58.709999,58.709999,57.130001,57.630001,1231000,56.789497
"775",57.380001,58.490002,55.639999,56,1625800,55.183273
"776",56.240002,59.169998,55.5,55.619999,1324000,54.808811
"777",56.139999,56.810001,55.990002,56.57,1081700,55.744953
"778",56.970001,57.560001,56.639999,57.220001,1084000,56.385475
"779",56.610001,57.830002,56.610001,57.599998,938400,56.759937
"780",57.560001,57.689999,57.07,57.099998,1254900,56.267227
"781",56.860001,57.48,56.650002,57.450001,520300,56.612125
"782",57.48,58.259998,57.060001,58,532200,57.15411
"783",57.990002,58.220001,57.59,58.009998,1482500,57.163956
"784",58.040001,58.209999,57.310001,58.110001,860300,57.262493
"785",57.84,58,56.380001,57.849998,1150400,57.006294
"786",57.91,57.990002,57.029999,57.919998,1119600,57.075264
"787",58.25,58.900002,58.130001,58.59,938200,57.7355
"788",58.490002,58.490002,56.919998,57.439999,1026700,56.602264
"789",57.150002,57.41,56.259998,56.849998,1401500,56.020878
"790",55.779999,55.98,54.709999,54.720001,1543800,53.921944
"791",54.689999,55.849998,51.43,51.5,2289500,50.748905
"792",51.990002,52.5,50.830002,50.880001,2473100,50.137947
"793",50.459999,51.48,50.040001,50.200001,3954700,49.467865
"794",49.18,49.540001,47.330002,49.240002,3256400,48.521862
"795",49.57,50.599998,48.200001,49.650002,4040100,48.925888
"796",49.130001,50.509998,46.75,47.209999,2707500,46.521465
"797",47.93,48.279999,46.970001,47.84,3852300,47.142281
"798",46.990002,46.990002,44.970001,45.32,2561300,44.659035
"799",43.900002,45.099998,43.450001,44.73,2308000,44.077637
"800",42,42.849998,41.869999,42.119999,3089600,41.505707
"801",42.990002,44.369999,42,44.330002,2533800,43.683472
"802",43.060001,44.310001,41.849998,42.560001,2480300,41.939281
"803",40,41.849998,39.209999,39.93,4063200,39.347652
"804",41.290001,42.25,38.02,40.459999,2813700,39.869911
"805",36.279999,37.41,34.369999,35.18,2896000,34.666916
"806",35.950001,36.779999,31.700001,34.580002,5441900,34.07568
"807",32.169998,33.529999,31.709999,32.740002,6201900,32.262512
"808",32.41,35.549999,31.790001,35.110001,4086000,34.597939
"809",35.419998,36.23,32.299999,32.82,4218100,32.341335
"810",32.779999,33.450001,31.58,31.9,4276600,31.434755
"811",33.439999,34.200001,32.02,33.810001,6410700,33.316898
"812",33.869999,36.130001,33.27,35,9214800,34.489544
"813",35.360001,39.669998,34.860001,39.400002,3842600,38.936623
"814",37.580002,40.119999,37.119999,37.93,4579100,37.48391
"815",37.990002,39.48,36.669998,39.200001,3195500,38.738972
"816",38.98,39.98,38.34,38.830002,3788800,38.373325
"817",37.029999,39.130001,37,37.310001,2880800,36.871204
"818",37.380001,38.369999,36.759998,37.470001,2912000,37.02932
"819",37.400002,38.009998,35.009998,35.450001,2446200,35.033081
"820",36.880001,37.970001,36.209999,37.73,4434400,37.286263
"821",38.689999,39.43,37.950001,38.09,2516400,37.642029
"822",38.549999,39.73,37.869999,39.580002,2394200,39.11451
"823",39.82,42.150002,39.279999,41.869999,3700300,41.377571
"824",41.25,41.790001,39.720001,40.240002,2754200,39.766747
"825",40.549999,41.889999,40.349998,40.759998,2739600,40.280628
"826",39.52,40.380001,39.18,39.950001,1376300,39.480156
"827",39.84,40.34,38.93,39.080002,1761300,38.620388
"828",40.169998,41.48,39.869999,40.860001,2223900,40.379452
"829",40.259998,41.849998,40,41.279999,1357600,40.794514
"830",40.700001,41.130001,39.619999,39.66,1543400,39.193558
"831",40.189999,40.549999,39.68,39.91,1247900,39.440624
"832",40.290001,40.349998,38.650002,38.700001,3103500,38.244858
"833",38.709999,39.41,38.490002,39.310001,3112900,38.847675
"834",39.68,41.23,39.68,41.099998,1987600,40.616627
"835",41.860001,42.380001,40.759998,41.630001,1799900,41.140396
"836",42.299999,44.560001,42.200001,44.200001,1975500,43.680168
"837",43.459999,43.790001,42.41,42.439999,1566300,41.940868
"838",41.709999,42.34,40.150002,40.290001,1650900,39.816154
"839",40.200001,40.740002,39.099998,39.599998,2657100,39.13427
"840",40.110001,41.119999,40.049999,40.669998,2901300,40.191685
"841",40.77,40.970001,39.970001,40.34,2442800,39.865562
"842",40.950001,41.540001,40.599998,41.060001,2736700,40.577099
"843",41.869999,42.939999,40.029999,40.650002,3377900,40.171917
"844",39.799999,40.68,38.93,40.310001,2906100,39.835918
"845",40.389999,40.75,36.959999,36.98,3191200,36.545078
"846",36.939999,37.509998,36.32,37.34,3220400,36.900848
"847",36.860001,37.880001,36.119999,37.880001,2929800,37.434502
"848",37.82,38.669998,37.139999,37.709999,5570700,37.266502
"849",38.540001,40.919998,38.490002,40.57,2580800,40.092861
"850",40.57,41.639999,39.880001,41.080002,2696800,40.596867
"851",41.290001,41.869999,40.77,41.700001,2260200,41.209572
"852",41.599998,42.59,41.169998,41.959999,1938700,41.466518
"853",41.880001,42.59,40.630001,42.240002,2015400,41.743217
"854",43.389999,45.419998,43.389999,45.330002,2846700,44.796875
"855",46.959999,47.91,46.490002,47.790001,3521400,47.227951
"856",47.98,48.139999,46.82,46.990002,2610000,46.437359
"857",46.610001,46.869999,45.810001,46.52,2465200,45.972885
"858",46.240002,47.459999,45.919998,47.099998,1075600,46.546062
"859",47.43,47.75,46.830002,47.369999,1871100,46.812885
"860",48.09,49.07,47.630001,47.84,1946200,47.277359
"861",47.650002,48.470001,47.09,48.040001,1425200,47.47501
"862",49.18,50.919998,49.18,50.18,2303800,49.58984
"863",49.990002,51.349998,49.93,51.169998,1632000,50.568199
"864",50.599998,50.970001,48.34,48.509998,1716200,47.939476
"865",48.220001,48.240002,46.490002,46.509998,2355300,45.962997
"866",45.73,45.810001,42.959999,43.369999,2720700,42.859928
"867",44.889999,44.889999,42.450001,43.380001,1978600,42.869808
"868",42.400002,44.459999,42.040001,43.889999,1393000,43.37381
"869",44.080002,45.900002,44.080002,45.18,1778000,44.64864
"870",45.490002,45.490002,44.330002,44.75,1083100,44.223701
"871",44.299999,44.450001,43.330002,44.169998,1917400,43.65052
"872",44.919998,45.23,43.48,43.619999,2458600,43.106987
"873",43.709999,44.369999,42.41,43.849998,1571600,43.334282
"874",44.330002,45,43.889999,44.77,1764700,44.243465
"875",44.150002,44.599998,42.740002,42.860001,2669700,42.355927
"876",42.650002,43.310001,41.75,42.82,1990300,42.415356
"877",42.709999,43.299999,42.470001,43.119999,2770000,42.712528
"878",43.68,44.080002,43.200001,43.91,1063200,43.49506
"879",43.959999,44.209999,43.549999,44.060001,1861900,43.643646
"880",44.080002,45.950001,44.080002,44.950001,1920400,44.525234
"881",45.470001,45.720001,44.040001,44.18,1170500,43.762512
"882",44.779999,45.119999,44.310001,44.639999,1039400,44.218166
"883",44.25,44.27,43.189999,43.369999,1457600,42.960163
"884",43.25,43.25,41.41,42,1513200,41.603111
"885",41.650002,41.830002,40.150002,41.27,1666500,40.880005
"886",41.380001,42.029999,41.060001,41.98,1118300,41.583298
"887",42.43,42.900002,41.66,41.799999,1441500,41.405003
"888",41.919998,42.689999,41.599998,42.650002,1780300,42.246967
"889",43.5,45.75,43.490002,45.16,1903200,44.73325
"890",44.759998,44.759998,44.060001,44.330002,1006500,43.911091
"891",44.43,44.950001,44.080002,44.77,861900,44.346935
"892",44.689999,45.119999,43.330002,43.48,1150800,43.069122
"893",43.57,44.5,43.27,43.84,1377100,43.425724
"894",43.970001,44.59,43.66,44.07,1135500,43.653553
"895",43.959999,44.459999,43.580002,43.98,1188500,43.564396
"896",44.119999,44.119999,42.98,43.240002,1238500,42.831394
"897",43.130001,43.529999,42.470001,43.450001,1009700,43.039413
"898",43.470001,43.869999,43.380001,43.5,1297800,43.088936
"899",43.59,45.330002,43.25,44.790001,983000,44.366749
"900",44.060001,45.299999,43.799999,45.240002,2120200,44.812492
"901",44.919998,45.34,43.970001,44.599998,1332000,44.178539
"902",44.709999,45.099998,44.360001,44.68,1110700,44.257786
"903",44.669998,47.490002,44.5,46.689999,2839800,46.248787
"904",47.279999,47.360001,46.220001,46.849998,2169900,46.407276
"905",44.439999,44.990002,42.32,43.259998,5080700,42.851204
"906",43.419998,45.360001,43.349998,45.360001,2843500,44.931362
"907",45.450001,45.689999,44.68,45.400002,1574400,44.970982
"908",45.709999,46.639999,45.23,45.810001,1898300,45.37711
