"","XRAY.Open","XRAY.High","XRAY.Low","XRAY.Close","XRAY.Volume","XRAY.Adjusted"
"185",59.150002,59.880001,59.02,59.549999,1382600,57.622822
"186",59.68,59.860001,58.91,59.77,1216400,57.835709
"187",59.790001,60.630001,59.09,59.23,996200,57.397678
"188",59.040001,59.880001,58.720001,59.810001,1103500,57.959743
"189",58,58.310001,54.91,56.330002,6473000,54.587402
"190",56.5,56.889999,55.369999,55.650002,3423500,53.92844
"191",55.5,57.299999,55.060001,57.209999,4749300,55.440182
"192",57.220001,59.549999,57,58.98,3242400,57.155422
"193",58.93,59.139999,58.220001,58.509998,3205200,56.699963
"194",58.400002,58.459999,58.02,58.09,1026800,56.292942
"195",58.16,58.240002,56.889999,57.57,2287000,55.789036
"196",57.450001,57.560001,56.990002,57.32,1403600,55.546776
"197",57.400002,58.490002,57.09,58.41,1887900,56.603058
"198",58.389999,58.689999,57.790001,58.220001,1408300,56.418926
"199",58.259998,59.220001,58.25,59.189999,1981300,57.358925
"200",59.200001,59.580002,58.889999,59.5,1706900,57.65934
"201",59.200001,59.57,59.110001,59.5,2441700,57.65934
"202",59.599998,60.700001,59.389999,60.669998,1846700,58.793133
"203",60.869999,62.23,60.290001,61.84,2218800,59.926949
"204",62.049999,62.18,61.400002,61.82,2306500,59.90757
"205",61.75,61.77,60.98,61.09,2854700,59.200142
"206",60.91,61.279999,60.66,61,1688000,59.11293
"207",61.330002,61.830002,61.02,61.369999,1206700,59.471478
"208",60.939999,61.599998,60.73,61.349998,1565900,59.452095
"209",61.169998,61.360001,60.669998,61.279999,1309600,59.38427
"210",61.290001,61.630001,60.799999,61.07,1848400,59.180756
"211",61.369999,61.740002,61.060001,61.16,1820200,59.267979
"212",61.259998,61.610001,60.790001,61.16,2371100,59.267979
"213",62.16,66,61.939999,64.800003,4671000,62.795383
"214",65.720001,67.949997,63.09,63.869999,2836200,61.894142
"215",63.779999,64.410004,63.43,64.379997,2314800,62.388374
"216",64.440002,64.550003,63.98,64.510002,1716700,62.514347
"217",63.990002,65.660004,63.98,65.559998,1870000,63.531872
"218",65.209999,65.599998,64.650002,65.580002,1936000,63.551235
"219",65.260002,66.209999,65.25,65.800003,2055700,63.764439
"220",65.339996,65.900002,64.959999,65.389999,2290200,63.367107
"221",65.779999,66.989998,65.559998,66.599998,2559000,64.53968
"222",66.879997,67.260002,66.580002,67.18,1408200,65.101746
"223",67.059998,67.669998,66.970001,67.550003,1391800,65.460312
"224",67.360001,67.550003,65.919998,66.43,1996300,64.374939
"225",66.099998,67.110001,65.75,67.010002,1828000,64.937027
"226",66.839996,67.779999,66.620003,67.589996,1199100,65.499046
"227",67.220001,67.580002,67.199997,67.510002,589600,65.421539
"228",67.470001,68.209999,66.730003,68,1119400,65.896378
"229",68.550003,68.980003,68.290001,68.580002,1941800,66.458443
"230",68.419998,68.510002,67.669998,68.360001,1864800,66.245239
"231",67.349998,67.959999,66.300003,67.010002,2630300,64.937027
"232",67,67.339996,65.43,66.080002,1922500,64.035767
"233",66.480003,66.779999,65.720001,65.75,1644500,63.715981
"234",65.790001,66.260002,65.470001,65.610001,1509500,63.580311
"235",64.970001,65.82,64.970001,65.5,1214400,63.473721
"236",65.110001,65.559998,64.93,64.989998,2152000,62.979496
"237",65.910004,66,64.839996,64.900002,1957700,62.892284
"238",64.830002,65.110001,64.650002,65.019997,1655800,63.008568
"239",65.099998,65.410004,64.860001,64.989998,1066600,62.979496
"240",66.150002,67.059998,65.93,66.059998,1624600,64.016396
"241",66.019997,66.410004,65.519997,65.650002,937200,63.61908
"242",66.129997,66.800003,65.620003,66.480003,1751900,64.423416
"243",67.349998,67.349998,66.449997,66.650002,1352500,64.588142
"244",66.639999,67.080002,66.349998,66.599998,1014900,64.53968
"245",66.459999,66.660004,66.059998,66.150002,1030600,64.103607
"246",66.190002,66.360001,65.260002,65.5,869000,63.473721
"247",65.349998,65.879997,65.07,65.82,599600,63.783833
"248",65.980003,67.019997,65.82,66.260002,856500,64.210205
"249",66.360001,66.720001,65.919998,66.029999,917600,63.987324
"250",66.160004,66.599998,65.620003,66.43,711500,64.460854
"251",66.300003,66.720001,65.769997,65.830002,916900,63.878643
"252",66,67.230003,66,67.139999,1622300,65.149818
"253",67,67.269997,66.480003,66.910004,1533300,64.926628
"254",67.050003,67.099998,66.629997,66.900002,1052400,64.916939
"255",67.129997,67.940002,66.800003,67.839996,1329000,65.829063
"256",67.870003,68.470001,67.43,68.300003,1188500,66.275429
"257",68.400002,68.400002,65.400002,65.449997,2678500,63.509892
"258",65.470001,65.669998,62.57,62.759998,4330500,60.899643
"259",62.799999,64.32,62.200001,64.25,6594900,62.345486
"260",64.540001,65.900002,64.089996,65.790001,1667100,63.839828
"261",65.870003,65.900002,65.010002,65.650002,1236100,63.703983
"262",64.449997,64.449997,61.509998,62.650002,5304600,60.792908
"263",62.560001,63.02,61.970001,62.310001,2223400,60.462982
"264",62.52,62.959999,61.779999,61.950001,2258300,60.113651
"265",62.040001,62.25,60.619999,60.799999,2822000,58.997742
"266",60,61.299999,59.599998,61.169998,6530100,59.356773
"267",61.68,62.5,61.259998,61.830002,5513200,59.997215
"268",61.650002,63.029999,61.59,62.810001,2563100,60.948158
"269",62.759998,62.919998,62.130001,62.84,1802600,60.977276
"270",62.700001,62.93,61.919998,61.98,2042200,60.142769
"271",61.860001,62.27,61.119999,61.400002,1518500,59.57996
"272",61.5,61.5,60.330002,60.810001,1918000,59.007454
"273",60.549999,60.939999,60.290001,60.73,1383700,58.929813
"274",60.459999,60.59,60.040001,60.060001,1374000,58.279678
"275",60.060001,60.540001,58.529999,58.540001,2008100,56.804737
"276",57.09,58.709999,57.02,58.459999,2072000,56.727104
"277",58.09,59.150002,54.279999,58.299999,2284100,56.571842
"278",58.299999,58.490002,56.849998,56.849998,2747400,55.164837
"279",57.119999,57.889999,56.450001,57.18,3480700,55.48505
"280",57.59,57.939999,56.91,57.380001,1577800,55.679131
"281",56.790001,57.27,56.200001,56.990002,1564900,55.300674
"282",56.470001,57.349998,56.470001,57.18,1836900,55.48505
"283",57.689999,57.889999,56.900002,57.700001,1855300,55.989632
"284",57.91,59.040001,57.91,58.43,1939200,56.697994
"285",58.419998,59.169998,57.98,58.150002,2883400,56.4263
"286",58.060001,58.970001,57.93,58.060001,2298900,56.338966
"287",58.130001,58.470001,57.060001,57.110001,1694600,55.417122
"288",57.900002,57.900002,56.369999,57.669998,2120400,55.960522
"289",57.77,57.799999,56.580002,57.049999,4406100,55.358902
"290",57.259998,58.07,57.209999,57.330002,2652900,55.6306
"291",57.389999,57.610001,56,56.060001,2685400,54.398247
"292",55.490002,56.259998,54.41,55.290001,3126800,53.651073
"293",53.919998,57.240002,53.389999,56.959999,3023400,55.271568
"294",56.509998,56.509998,54.240002,55.860001,2180900,54.204182
"295",55.830002,56.630001,55.68,56.369999,1529000,54.699066
"296",56.209999,56.77,56.060001,56.43,1856600,54.757286
"297",56.470001,57.200001,56.349998,56.950001,1373600,55.261864
"298",57.310001,58.119999,56.880001,57.669998,2030800,55.960522
"299",57.919998,58.599998,57.529999,58.419998,1400500,56.688293
"300",57.919998,58.599998,57.740002,57.799999,1032800,56.086666
"301",58.049999,58.259998,57.119999,57.299999,960400,55.60149
"302",57.189999,57.830002,56.799999,56.950001,1241500,55.261864
"303",56.75,57.439999,56.290001,56.330002,3672900,54.660248
"304",56.32,56.709999,55.16,55.459999,1965200,53.816032
"305",55.650002,55.970001,54.57,54.599998,1744000,52.981522
"306",54.580002,54.889999,53.68,54.130001,3129300,52.525455
"307",53.849998,53.970001,52.639999,52.66,2793400,51.09903
"308",52.689999,53.110001,50.619999,50.709999,2555800,49.206833
"309",51.25,51.970001,50.310001,51.099998,3540800,49.58527
"310",51.150002,51.27,49.860001,50.029999,3077100,48.546993
"311",50.189999,51.34,49.869999,49.950001,1566600,48.554771
"312",50.07,50.639999,49.599998,50.310001,3175000,48.904713
"313",50.099998,50.580002,48.25,49.029999,2428200,47.660469
"314",49.389999,49.990002,48.450001,49.91,5063100,48.515884
"315",49.599998,50.75,49.450001,50.529999,3063200,49.118565
"316",50.619999,50.959999,49.689999,50.09,2673600,48.690857
"317",49.869999,50.009998,48.77,49.02,2459900,47.650745
"318",49.490002,50.080002,49,49.25,1975400,47.874317
"319",49.630001,50.220001,49.18,49.75,2103200,48.360352
"320",49.330002,49.869999,49.099998,49.290001,1632200,47.913212
"321",49.470001,49.549999,49.049999,49.189999,1152000,47.81599
"322",49.259998,49.720001,48.810001,49,1508200,47.631302
"323",49.369999,50.540001,49.07,50.189999,2875800,48.788059
"324",50.470001,50.52,49.720001,50.27,1539900,48.865829
"325",50.080002,51.130001,49.82,50.619999,1447300,49.206055
"326",50.299999,50.68,49.25,49.740002,1593500,48.350628
"327",49.790001,50.049999,49.189999,49.34,1576400,47.961807
"328",49.470001,49.900002,49.130001,49.48,1419800,48.0979
"329",49.580002,49.799999,48.5,48.869999,1999800,47.504929
"330",48.900002,49.240002,48.389999,49.16,1678800,47.786831
"331",49.470001,49.900002,49.189999,49.66,1531400,48.272869
"332",49.77,50.73,49.34,50.34,2700400,48.933876
"333",50.360001,50.700001,49.950001,50.34,2922800,48.933876
"334",50.23,50.709999,49.759998,50.639999,1831900,49.225494
"335",50.560001,50.990002,50.290001,50.59,2368800,49.176895
"336",50.110001,50.419998,48.360001,49.240002,2178800,47.864605
"337",49.099998,50.43,48.73,49.990002,3028100,48.593655
"338",46.080002,49.540001,46,46.919998,5235200,45.609402
"339",46.84,47.02,44.209999,44.470001,5638600,43.22784
"340",44.509998,45.060001,44.240002,44.580002,3114500,43.334774
"341",45.599998,46.970001,45.400002,46.540001,4435200,45.240025
"342",46.509998,47.27,46.110001,46.93,2472900,45.619129
"343",46.950001,47.91,46.889999,47.509998,3566900,46.182919
"344",47.27,48,46.959999,47.939999,3082500,46.600914
"345",47.84,48.279999,47.75,47.889999,2759500,46.552311
"346",47.82,48.119999,47.740002,47.950001,2175600,46.610634
"347",48.080002,48.080002,47.27,47.5,1599100,46.173203
"348",47.650002,47.830002,46.93,47.200001,1835000,45.88158
"349",47.439999,47.59,47.16,47.25,1429300,45.930183
"350",46.84,46.939999,46.299999,46.5,2450600,45.20113
"351",46.490002,46.5,45.619999,46.209999,3393600,44.919231
"352",46.279999,46.860001,46.18,46.57,2320700,45.269184
"353",46.34,46.459999,45.119999,45.810001,2787200,44.530418
"354",46.110001,46.27,45.400002,45.450001,3229700,44.180462
"355",45.540001,45.540001,43.700001,43.810001,3201800,42.586277
"356",43.939999,44.360001,43.18,43.419998,3232500,42.207165
"357",43.529999,44.349998,43.169998,43.939999,3454400,42.712643
"358",42.950001,43.240002,41.639999,42.290001,4154300,41.10873
"359",42.32,43.259998,42.130001,43.009998,2714000,41.808617
"360",43.040001,43.869999,42.459999,43.110001,2493500,41.905827
"361",43.029999,43.099998,42.709999,42.959999,1598700,41.760017
"362",42.779999,43.59,42.73,43.400002,1854300,42.187729
"363",43.470001,44.209999,42.84,44.18,2135400,42.945942
"364",44.09,44.669998,43.709999,44.509998,2819500,43.266716
"365",44.52,45.290001,43.98,44.889999,3924800,43.636105
"366",44.98,45.57,44.490002,44.939999,5257600,43.684715
"367",44.540001,45.330002,44.450001,44.720001,4174400,43.470852
"368",44.549999,45.369999,44.099998,45.009998,2733300,43.75275
"369",44.959999,45.52,44.84,45.130001,2234200,43.869408
"370",45.32,45.619999,44.380001,44.57,2510600,43.325047
"371",44.639999,45.18,44.459999,44.950001,2287300,43.694435
"372",45,45.240002,44.360001,44.740002,1726300,43.490303
"373",44.73,44.77,44.240002,44.279999,2010500,43.043148
"374",44.279999,44.759998,43.950001,43.959999,2513000,42.732082
"375",43.970001,43.970001,43.099998,43.639999,2272100,42.506119
"376",43.209999,44.02,43.209999,43.77,1440900,42.632736
"377",43.66,44.07,42.91,43.98,1911100,42.837276
"378",44.189999,44.82,43.810001,44.529999,1435600,43.37299
"379",44.759998,45.040001,44.349998,44.91,3017000,43.743111
"380",45.09,45.759998,45.029999,45.380001,1765200,44.200909
"381",45.310001,46.060001,45.310001,45.810001,2151700,44.619732
"382",45.91,45.91,45.060001,45.540001,2174200,44.356747
"383",44.310001,45.400002,44.310001,44.900002,1172700,43.733376
"384",45.07,45.5,44.900002,45.41,1436300,44.230125
"385",45.48,45.830002,45.290001,45.349998,1123700,44.171684
"386",45.400002,45.400002,44.540001,44.720001,2618700,43.558052
"387",44.68,45.720001,44.66,45.700001,1408400,44.512589
"388",45.459999,45.529999,43.98,44.240002,3584200,43.090527
"389",44.75,45.830002,44.169998,45.34,3026200,44.161942
"390",45.459999,45.509998,44.77,45.029999,1821200,43.859989
"391",44.860001,48.310001,44.68,46.529999,4209600,45.321022
"392",46.32,47,46.279999,46.73,1721300,45.515823
"393",46.810001,46.970001,46.299999,46.790001,1336600,45.574268
"394",46.869999,47.189999,46.439999,46.990002,1641200,45.769077
"395",46.900002,47.349998,46.799999,47.279999,2087100,46.051533
"396",46.700001,47.91,46.619999,47.689999,1589400,46.450882
"397",47.869999,48.310001,47.310001,48.110001,1523500,46.859978
"398",47.540001,47.889999,46.700001,47.169998,2663500,45.944397
"399",47.09,47.299999,46.380001,47.240002,1769100,46.012577
"400",47.369999,48.040001,47.07,47.73,1294500,46.489845
"401",47.84,48.950001,47.700001,48.439999,3041900,47.181393
"402",39.759998,40.790001,38.830002,39.41,23268800,38.386021
"403",39.189999,40.560001,39.189999,40.389999,5411000,39.340546
"404",40.560001,41.130001,40.07,40.119999,3459400,39.077564
"405",40,40.029999,38.799999,39.02,3924800,38.006153
"406",39,39.869999,38.939999,39.57,4227900,38.541862
"407",39.700001,39.810001,38.91,39,2275500,37.986664
"408",38.830002,38.830002,37.75,37.970001,4272100,36.983437
"409",38.23,38.310001,37.700001,38.080002,2795200,37.090584
"410",37.959999,38.860001,37.77,38.669998,1890600,37.665241
"411",38.689999,39.099998,38.369999,38.860001,2308900,37.850311
"412",38.98,39.029999,38.5,38.970001,2104100,37.957447
"413",38.959999,38.959999,38.369999,38.900002,2342700,37.889271
"414",38.900002,38.900002,38,38.119999,2705400,37.129528
"415",38.09,38.59,38.080002,38.5,2384000,37.499657
"416",38.529999,38.880001,38.25,38.52,3225200,37.519138
"417",38.68,39.299999,38.560001,39.18,3079800,38.161995
"418",39.290001,39.889999,39.09,39.560001,2576100,38.53212
"419",39,40.099998,38.849998,39.66,3611600,38.629517
"420",39.759998,39.970001,39.52,39.919998,1921500,38.882763
"421",39.82,39.919998,38.439999,38.669998,4236300,37.665241
"422",38.610001,39.869999,38.529999,39.459999,3960000,38.434715
"423",39.52,39.810001,38.880001,38.900002,2228900,37.889271
"424",38.860001,39.080002,38.43,38.540001,2541300,37.538624
"425",38.740002,38.799999,38.07,38.150002,2621300,37.15876
"426",38.16,38.52,37.459999,38.189999,5536700,37.197712
"427",38.34,39.02,38.34,38.75,3465400,37.743168
"428",38.779999,39,38.290001,38.740002,2593300,37.733425
"429",38.75,38.919998,38.23,38.419998,2559800,37.421734
"430",38.349998,38.759998,37.93,38.099998,1766500,37.110054
"431",38.049999,38.360001,37.759998,38.189999,2454900,37.197712
"432",38.07,38.990002,38.07,38.610001,2595200,37.606804
"433",38.73,39.029999,38.540001,38.639999,3278100,37.636021
"434",38.419998,38.779999,38.119999,38.759998,4572300,37.752911
"435",38.639999,38.650002,38.049999,38.09,2405900,37.100315
"436",38,38.220001,37.18,37.450001,2744200,36.476936
"437",37.310001,38.5,37.25,38.029999,4280600,37.041878
"438",37.91,38.630001,37.48,37.950001,2234000,37.049683
"439",37.900002,38.110001,37.57,37.740002,2079000,36.844669
"440",38.07,38.18,37.59,37.68,2280900,36.786091
"441",37.669998,37.900002,37.299999,37.48,2469600,36.590832
"442",37.52,37.689999,37.02,37.080002,3101800,36.200333
"443",37.02,37.099998,35.799999,36.189999,3363700,35.33144
"444",36.279999,36.709999,35.939999,36.34,2194500,35.477879
"445",36.299999,36.490002,35.919998,36.029999,1792200,35.175232
"446",35.970001,36.110001,35.59,35.75,1841600,34.901882
"447",35.720001,36.349998,35.509998,35.900002,2695500,35.048317
"448",36.009998,36.16,35.299999,35.68,3208500,34.833542
"449",36.02,36.5,35.580002,35.869999,2242800,35.019032
"450",35.869999,36.720001,35.740002,36.23,1946000,35.370495
"451",36.27,37.189999,36.130001,37.139999,1698600,36.2589
"452",37.060001,37.330002,36.860001,37.07,1662600,36.190563
"453",37.16,37.169998,35.529999,35.669998,2511300,34.823772
"454",37.169998,38.209999,36.27,36.279999,4297100,35.4193
