"","DTE.Open","DTE.High","DTE.Low","DTE.Close","DTE.Volume","DTE.Adjusted"
"45",85.651062,85.855316,85.0383,85.199997,1039875,72.819252
"46",85.199997,85.838295,84.638298,84.868088,1223880,72.535553
"47",85.446808,85.693619,84.978722,85.32766,1070660,72.928345
"48",85.319145,85.693619,85.131912,85.625534,1049745,73.18293
"49",85.727661,85.821274,85.25106,85.523407,900285,73.09565
"50",85.872337,87.625534,85.523407,87.285103,1187338,74.601357
"51",86.323402,86.323402,84.9617,85.285103,1161253,73.483078
"52",85.497871,86.340424,85.310638,85.872337,1982930,73.989059
"53",85.948936,86.221275,85.114891,85.302132,788895,73.497749
"54",85.259575,86.714897,85.259575,86.357445,1151030,74.407021
"55",86.800003,87.319145,86.314896,86.706383,893588,74.70768
"56",86.57872,87.310638,86.263832,86.468086,754468,74.502342
"57",86.595741,87.09787,86.357445,86.953194,678915,74.920326
"58",87.310638,87.540428,86.331917,86.714897,899463,74.715012
"59",86.570213,87.012764,86.161705,86.553192,1012733,74.575684
"60",86.357445,86.842552,85.897873,86.621277,992875,74.634354
"61",86.434044,86.723404,85.931915,86.187233,680678,74.260368
"62",86.136169,86.995743,86.136169,86.90213,1593065,74.876328
"63",86.765961,86.885109,85.931915,86.51915,1495893,74.546349
"64",86.646812,87.378723,86.255318,87.012764,878665,74.971649
"65",86.936172,87.872337,86.706383,87.77021,1299668,75.624283
"66",87.472343,87.821274,87.123405,87.634041,908040,75.506973
"67",87.812767,88.187233,87.506386,87.634041,928250,75.506973
"68",87.523407,88.025536,87.089363,87.829788,1068428,75.675606
"69",87.829788,88.034042,87.276596,87.77021,888418,75.624283
"70",87.90638,88.587234,87.48085,88.476593,1110493,76.23291
"71",88.451065,88.595741,87.565956,88.09362,971255,75.902939
"72",88.178726,88.944679,88.178726,88.885109,1106850,76.584908
"73",88.851067,89.225533,88.595741,88.868088,773973,76.570229
"74",88.893616,88.9617,88.008514,88.374466,624630,76.14492
"75",88.374466,88.374466,87.429787,88.034042,1062788,75.851616
"76",88,88.859573,88,88.468086,1926883,76.225594
"77",88.638298,88.910637,88.153191,88.893616,1144215,76.592239
"78",88.570213,88.9617,88.357445,88.74894,1025658,76.46759
"79",88.544678,89.497871,88.51915,88.885109,1440080,76.584908
"80",89.089363,90.051064,88.817024,89.42128,1563690,77.046875
"81",89.353188,89.412766,88.740425,89.012764,987235,76.694893
"82",89.157448,89.157448,88.136169,88.459572,564705,76.218254
"83",88.638298,88.9617,88.374466,88.731918,752235,76.452904
"84",88.587234,88.842552,88.340424,88.374466,562003,76.14492
"85",88.323402,88.74894,87.897873,88.67234,1120128,76.401588
"86",88.90213,89.489365,88.74894,88.970215,791010,76.658234
"87",89.157448,89.157448,88.365959,88.927658,601130,76.621559
"88",88.919151,88.936172,88.323402,88.485107,663523,76.24025
"89",88.502129,89.046806,88.468086,89.0383,755995,76.716888
"90",88.680855,89.165955,88.374466,89.157448,642608,76.81955
"91",89.208511,89.727661,89.19149,89.719147,613350,77.30352
"92",89.634041,90.221275,89.455322,90.170212,781375,77.692177
"93",90.085106,90.340424,89.063828,89.19149,627685,76.848877
"94",89.19149,89.965958,89.19149,89.506386,737078,77.120201
"95",89.821274,90.391487,89.012764,89.651062,819915,77.244873
"96",89.727661,90.306381,89.029785,90.238297,1047748,77.750847
"97",90.178726,91.165955,90.161705,91.09787,896173,78.491463
"98",91.063828,92.127663,91.021278,91.378723,946345,78.733452
"99",91.302132,91.872337,91.276596,91.846809,635205,79.136749
"100",91.948936,92.834045,91.574471,92.74894,808518,79.91404
"101",92.357445,92.919151,92.331917,92.663834,534273,79.840706
"102",92.663834,93.182976,92.263832,92.893616,1024248,80.038689
"103",92.953194,93.523407,92.90213,93.208511,1165248,80.310013
"104",93.089363,94.017021,92.663834,93.965958,768333,80.962654
"105",94.621277,94.621277,93.863831,94.408508,674568,81.343956
"106",94.136169,94.38298,93.685104,93.795746,752940,80.815979
"107",94.068085,94.178726,93.591492,93.753189,634265,80.779312
"108",94,94.365959,93.685104,94.153191,714753,81.123978
"109",94.153191,94.187233,92.255318,92.74894,1568860,79.91404
"110",92.476593,92.851067,92.144684,92.74894,948813,79.91404
"111",92.74894,93.199997,91.923401,92.740425,869735,79.906708
"112",92.638298,93.148933,92.374466,93.114891,525108,80.229362
"113",93.702126,94.161705,93.582977,94.034042,893823,81.021301
"114",93.336166,94.195747,92.936172,94.09362,1034470,81.682541
"115",94.391487,94.67234,94.170212,94.629784,1602935,82.14798
"116",94.604256,94.604256,93.923401,94.38298,889005,81.933762
"117",94.357445,94.765961,94.28936,94.485107,896173,82.022392
"118",94.476593,94.57872,93.09787,93.727661,892883,81.364861
"119",93.651062,93.855316,93.242554,93.259575,861040,80.958504
"120",93.174469,93.574471,92.527657,92.67234,1198148,80.448723
"121",92.765961,93.821274,92.374466,93.106384,765983,80.825539
"122",92.782982,93.072342,91.489365,91.634041,873143,79.547386
"123",92.034042,92.170212,90.365959,90.417023,1420928,78.490898
"124",90,90.459572,89.472343,90.144684,1529615,78.254471
"125",90.400002,90.817024,89.982979,90.034042,1230930,78.158432
"126",90.255318,90.510635,89.736168,89.821274,730380,77.973717
"127",89.914894,90.042557,89.25106,89.736168,1355833,77.899841
"128",89.523407,89.71064,89.234039,89.506386,1111315,77.700371
"129",89.668083,90.025536,89.489365,89.582977,853168,77.766853
"130",89.812767,90.008514,89.276596,89.302132,1017198,77.523071
"131",89.361702,89.540428,88.67234,89.089363,1252198,77.338356
"132",89.821274,90.085106,89.582977,89.863831,803700,78.010674
"133",89.676598,90.042557,89.19149,89.268082,819328,77.493507
"134",89.804253,90.102127,89.506386,89.693619,600308,77.862923
"135",89.685104,90.365959,89.344681,90.280853,1016023,78.372696
"136",90.38298,90.451065,89.889359,90,1840873,78.128883
"137",90.085106,90.306381,89.599998,90.161705,941175,78.269264
"138",90.476593,91.004257,90.263832,90.868088,1538193,78.882469
"139",90.834045,91.872337,90.689362,91.863831,799705,79.746864
"140",91.889359,91.889359,90.527657,90.527657,1121185,78.586922
"141",90.595741,90.706383,89.957443,90.468086,1105910,78.535217
"142",91.063828,91.914894,90.042557,91.387238,1127295,79.333145
"143",91.361702,91.446808,90.621277,91.361702,1407768,79.310974
"144",91.378723,91.463829,90.638298,90.825531,750943,78.845528
"145",90.876595,91.293617,90.510635,91.114891,1008503,79.096725
"146",91.319145,91.429787,90.67234,91.055321,1463698,79.044998
"147",90.655319,91.574471,90.348938,91.574471,895585,79.495667
"148",91.276596,92.67234,91.276596,92.655319,912975,80.433975
"149",92.38298,92.757446,92.05957,92.714897,937298,80.48568
"150",92.697868,92.757446,92.365959,92.706383,605125,80.478294
"151",92.570213,93.131912,92.468086,93.106384,565175,80.825539
"152",93.412766,93.412766,92.348938,92.365959,660938,80.18277
"153",92.348938,92.885109,92.042557,92.817024,726385,80.574326
"154",93.004257,93.004257,91.497871,91.804253,693838,79.695152
"155",91.965958,92.80851,91.914894,92.80851,627803,80.566933
"156",92.510635,93.217018,92.510635,92.910637,838833,80.655602
"157",92.910637,93.531914,92.885109,93.514893,782668,81.180168
"158",93.506386,93.914894,93.412766,93.531914,891943,81.194923
"159",93.463829,94.476593,93.276596,94.153191,1643708,81.734261
"160",94.280853,94.476593,94.042557,94.374466,652360,81.926353
"161",94.485107,94.825531,94.246811,94.782982,534860,82.280991
"162",94.74894,95.268082,94.434044,95.225533,587383,82.665161
"163",95.174469,95.446808,95.029785,95.09787,545083,82.554337
"164",95.242554,95.523407,94.893616,94.893616,865623,82.377022
"165",95.055321,95.61702,95.055321,95.438301,648718,82.849854
"166",95.565956,95.812767,95.336166,95.412766,601600,82.827698
"167",95.319145,95.651062,95.0383,95.293617,585738,82.724251
"168",95.370216,95.727661,95.029785,95.591492,741778,82.982834
"169",95.744682,95.821274,95.208511,95.42128,507718,82.835075
"170",95.506386,96,95.310638,95.974464,621928,83.315285
"171",96.170212,96.170212,94.995743,95.046806,1205550,82.510002
"172",95.276596,95.565956,94.859573,95.199997,858338,82.642998
"173",95.174469,96.136169,94.970215,96.034042,772445,83.36702
"174",95.957443,96.774467,95.659576,96.604256,518763,83.862022
"175",96.28936,96.536171,94.553192,94.714897,734963,82.22187
"176",94.723404,94.723404,93.812767,93.812767,1130233,81.438728
"177",93.744682,94.987236,93.61702,94.9617,970433,82.436104
"178",94.51915,94.919151,94.119148,94.851067,1609750,82.953423
"179",94.80851,94.885109,93.523407,94.068085,1051978,82.268654
"180",94,94.05957,93.344681,93.77021,889710,82.008148
"181",94.034042,94.187233,92.22979,92.663834,1510815,81.040535
"182",92.663834,93.157448,92.459572,92.782982,692428,81.14476
"183",92.953194,92.978722,92.05957,92.238297,746008,80.668381
"184",92.161705,93.429787,92.085106,93.395744,826025,81.680649
"185",93.276596,93.557449,92.680855,93.217018,1119893,81.52433
"186",92.638298,92.970215,90.910637,91.268082,912858,79.81987
"187",91.09787,91.804253,90.391487,91.625534,1017550,80.132484
"188",91.455322,91.991486,91.123405,91.370216,1038700,79.90918
"189",91.71064,91.829788,91.182976,91.378723,986060,79.916656
"190",91.268082,91.268082,90.391487,90.723404,1003920,79.343498
"191",90.791489,91.574471,90.510635,91.531914,1656985,80.050591
"192",91.651062,92.153191,91.140427,91.702126,1192155,80.199478
"193",91.446808,91.965958,91.004257,91.642555,866093,80.147369
"194",91.821274,91.991486,91.61702,91.855316,567055,80.33345
"195",91.914894,93.09787,91.693619,93.012764,992288,81.345718
"196",93.046806,93.77021,92.936172,93.361702,855165,81.650864
"197",93.548935,94.238297,93.021278,94.187233,823088,82.372849
"198",94.459572,94.825531,93.42128,93.523407,1092280,81.79229
"199",93.319145,93.821274,92.970215,93.302132,1084760,81.598785
"200",93.302132,93.94043,93.046806,93.753189,1287683,81.993263
"201",93.582977,94.119148,93.234039,94.085106,1087110,82.283531
"202",94.238297,95.438301,93.727661,95.438301,1040815,83.466995
"203",95.310638,95.608513,94.919151,95.523407,1160430,83.54142
"204",95.880852,96.400002,95.293617,96.212769,1462523,84.144302
"205",95.77021,96.153191,95.0383,95.914894,2124988,83.883812
"206",95.914894,96.144684,92.374466,94.272339,3401743,82.447273
"207",94.655319,95.463829,93.651062,93.719147,1604580,81.963493
"208",93.778725,94.646812,93.574471,94.323402,1024600,82.491943
"209",94.297874,94.357445,93.608513,93.90638,1074068,82.127228
"210",93.719147,94.400002,93.344681,94.008514,1192273,82.21656
"211",94.417023,94.987236,93.259575,93.855316,1529498,82.082581
"212",93.974464,94.485107,93.565956,94.297874,1979993,82.46962
"213",94.153191,95.412766,94.051064,94.38298,1562398,82.544067
"214",94.740425,95.506386,93.897873,94.9617,1217770,83.050163
"215",95.072342,96.212769,94.765961,96.008514,995108,83.965691
"216",95.863831,96.493614,95.685104,96.331917,874318,84.24852
"217",96.119148,96.621277,96.008514,96.357445,626040,84.270851
"218",95.957443,96.119148,95.48085,95.702126,747300,83.697731
"219",95.931915,97.302132,95.744682,97.225533,1302958,85.030045
"220",96.868088,98.468086,96.74894,98.365959,822970,86.027412
"221",98.57872,98.90213,97.353188,97.42128,846235,85.201248
"222",97.438301,97.591492,96.893616,97.012764,953513,84.843956
"223",96.714897,97.089363,95.787231,96.102127,1140573,84.047562
"224",96.153191,96.468086,95.319145,95.514893,868560,83.533981
"225",95.863831,95.982979,95.565956,95.863831,937533,83.839149
"226",95.846809,96.127663,95.489365,95.846809,1222000,83.82428
"227",96.025536,96.51915,95.838295,95.872337,213850,83.846588
"228",95.744682,96.910637,95.744682,96.714897,1775895,84.583473
"229",96.910637,97.32766,96.680855,97.310638,851405,85.104477
"230",97.114891,98.246811,96.80851,97.497871,1227523,85.268211
"231",97.599998,98.595741,97.157448,98.357445,1307540,86.019981
"232",98.723404,99.063828,97.548935,98.051064,791363,85.752022
"233",98.314896,99.353188,97.821274,98.323402,1593770,85.990204
"234",98.246811,98.38298,96.374466,97.319145,1047630,85.111923
"235",97.599998,98,97.123405,97.872337,1307893,85.595718
"236",97.829788,97.948936,97.412766,97.931915,1039993,85.647835
"237",97.719147,98.340424,97.463829,98.28936,1536430,85.960442
"238",98.110641,98.774467,97.702126,98.714897,795593,86.332588
"239",98.723404,98.970215,96.9617,97.029785,1261245,84.858849
"240",97.140427,97.429787,96.714897,96.868088,936123,84.717438
"241",96.868088,97.165955,95.965958,96.697868,902635,84.568573
"242",96.374466,97.021278,95.914894,96.365959,2048848,84.938393
"243",96.442551,96.757446,94.306381,94.604256,1094748,83.385597
"244",94.67234,94.731918,92.723404,92.774467,1091810,81.772797
"245",92.723404,93.310638,92.085106,92.127663,1014495,81.20269
"246",91.914894,92.442551,91.557449,92.127663,834838,81.20269
"247",92.476593,92.67234,92.042557,92.527657,813688,81.55526
"248",92.348938,92.987236,91.982979,92.025536,708408,81.112686
"249",92.195747,92.553192,92.034042,92.544678,547198,81.570259
"250",92.723404,93.344681,92.587234,93.285103,970315,82.222878
"251",93.412766,93.702126,92.919151,93.157448,744833,82.110374
"252",93.344681,94.034042,92.212769,92.297874,1161723,81.35273
"253",92.144684,92.851067,91.353188,92,1347138,81.090157
"254",91.582977,92.340424,90.400002,90.468086,1091223,79.739914
"255",90.817024,90.9617,89.863831,90.38298,1460173,79.664902
"256",90.51915,91.09787,90.340424,91.046806,805580,80.250023
"257",90.680855,91.0383,89.804253,89.94043,1024248,79.274826
"258",89.693619,89.838295,88.374466,89.055321,2466560,78.494705
"259",89.114891,89.455322,88.238297,88.451065,1109318,77.96209
"260",89.293617,89.293617,87.846809,88.442551,1544303,77.954559
"261",88.638298,89.072342,87.634041,88.629784,2590170,78.119598
"262",88.893616,88.953194,88.102127,88.587234,1525150,78.082115
"263",88.782982,88.782982,87.540428,88.05957,1336093,77.61702
"264",87.974464,88.417023,87.523407,87.787231,1444545,77.376976
"265",88.153191,88.655319,87.778725,87.965958,1288623,77.534508
"266",88.017021,89.361702,87.974464,89.080849,1385090,78.517181
"267",89.004257,89.378723,88.510635,88.876595,1826303,78.337173
"268",88.774467,90.212769,88.697868,90.178726,1247498,79.484871
"269",90.238297,90.417023,88.944679,89.787231,1322228,79.139816
"270",89.353188,89.412766,88.544678,88.842552,3110108,78.307144
"271",88.570213,89.242554,88.348938,88.714897,1418813,78.194641
"272",88.791489,90,88.38298,89.90638,1572973,79.24482
"273",90.008514,90.510635,88.212769,88.697868,3322313,78.179634
"274",88.263832,88.604256,87.599998,87.897873,2361515,77.474487
"275",87.676598,88.595741,86.570213,86.80851,2200305,76.514305
"276",85.821274,85.846809,83.114891,84.561699,3657540,74.533951
"277",84.502129,85.574471,84.28936,84.485107,1359828,74.466438
"278",84.28936,85.48085,83.812767,83.821274,2318863,73.881332
"279",84.05957,86.689362,83.957443,86.008514,1717850,75.809196
"280",86.153191,86.434044,85.157448,86.170212,1847923,75.951706
"281",86.008514,87.148933,85.446808,86.987236,1125298,76.671852
"282",86.451065,86.800003,85.634041,86.153191,1116485,75.936707
"283",86.408508,87.855316,86.297874,87.787231,1160195,77.376976
"284",87.429787,89.838295,87.259575,89.548935,2016418,78.929779
"285",89.404259,89.957443,87.565956,87.829788,1643590,77.414467
"286",87.829788,88.612762,86.706383,86.723404,1149503,76.439293
"287",87.080849,87.599998,86.374466,86.689362,1206490,76.409302
"288",86.757446,89.106384,86.697868,89.106384,1238333,78.539688
"289",89.319145,89.42128,88.153191,88.306381,1086405,77.834549
"290",88.527657,89.09787,86.817024,86.834045,2490530,76.536827
"291",86.978722,87.114891,85.719147,85.77021,2557388,75.599136
"292",85.829788,86.859573,85.157448,85.727661,1221530,75.561638
"293",85.71064,86.731918,84.953194,85.778725,1029418,75.606644
"294",85.676598,87.42128,85.293617,87.293617,1249260,76.941895
"295",87.174469,87.234039,85.685104,86.127663,968905,75.9142
"296",85.855316,86.348938,84.697868,85.0383,1322463,74.954018
"297",85.242554,85.795746,84.987236,85.446808,1010853,75.314087
"298",85.42128,85.608513,84.757446,85.557449,1723490,75.411629
"299",85.412766,86.604256,85.344681,85.880852,1806680,75.696663
"300",86.221275,86.391487,85.387238,85.897873,1485200,75.711678
"301",86.008514,86.74894,85.855316,86.612762,1104853,76.341774
"302",86.80851,87.208511,86.102127,86.570213,1986925,76.304283
"303",86.085106,87.259575,85.914894,87.0383,3984895,77.388634
"304",86.90213,87.582977,86.425529,86.970215,1894335,77.32811
"305",87.055321,87.497871,86.161705,86.936172,2139558,77.297844
"306",87.234039,88.280853,86.868088,87.259575,1355363,77.585381
"307",87.174469,89.131912,87.174469,87.276596,2341423,77.600525
"308",87.412766,88.144684,85.94043,86.034042,915443,76.49572
"309",86.306381,87.182976,86.246811,86.910637,699360,77.275131
"310",86.970215,89.293617,86.765961,88.348938,831078,78.55397
"311",88.587234,89.106384,88.025536,88.510635,1011675,78.697746
"312",88.527657,89.523407,88.527657,88.851067,696070,79.000427
"313",89.089363,89.778725,87.795746,88.22979,1153145,78.448044
"314",88.212769,89.029785,87.872337,88.868088,1238450,79.015564
"315",88.706383,88.791489,87.548935,88.417023,1121303,78.614502
"316",88.493614,89.370216,87.285103,89.046806,1176058,79.174469
"317",89.080849,89.361702,88.280853,88.561699,1033178,78.743164
"318",88.561699,89.378723,88.195747,88.800003,1307893,78.955032
"319",88.944679,89.046806,87.974464,88.136169,840243,78.364784
"320",88.051064,88.544678,87.582977,87.948936,499493,78.198341
"321",88.09362,88.221275,86.655319,86.893616,716163,77.260002
"322",86.995743,87.523407,86.953194,87.182976,747770,77.517281
"323",87.370216,88.263832,87.029785,88.178726,1134580,78.402626
"324",88.212769,89.140427,87.90638,88.927658,638260,79.068535
"325",88.987236,89.531914,88.459572,88.51915,1062435,78.705322
"326",88.348938,88.655319,87.702126,88.28936,951045,78.500999
"327",88.246811,88.28936,87.046806,87.429787,1412820,77.736732
"328",87.557449,88.28936,87.48085,87.94043,1357243,78.190742
"329",88.22979,89.310638,87.32766,88.680855,2149780,78.849091
"330",87.880852,89.361702,86.817024,88.51915,1505058,78.705322
"331",88.425529,89.353188,87.846809,89.217018,948108,79.325821
"332",88.978722,90.417023,88.978722,89.914894,1652990,79.94632
"333",89.94043,90.246811,89.353188,89.702126,2170578,79.757141
"334",89.574471,89.702126,89.123405,89.361702,2114413,79.454453
"335",89.361702,89.753189,88.485107,89.148933,1540778,79.265274
"336",89.217018,89.404259,87.965958,89.021278,1229285,79.151787
"337",89.029785,89.438301,88.757446,89.089363,1056560,79.212318
"338",88.953194,88.970215,88.297874,88.638298,1321875,78.811249
"339",88.425529,88.425529,85.761703,86.042557,1591303,76.503296
"340",86.076599,86.238297,84.868088,85.310638,1000395,75.852524
"341",85.897873,86.272339,85.412766,86.238297,889945,76.677338
"342",86.502129,87.42128,86.263832,87.19149,1588953,77.524849
"343",87.259575,87.557449,86.38298,87.055321,1776365,77.403763
"344",86.587234,86.90213,85.795746,86.357445,2056955,76.783264
"345",86.425529,86.425529,85.148933,85.506386,1009560,76.026566
"346",85.463829,85.829788,84.255318,84.527657,1801393,75.156349
"347",84.774467,85.48085,84.442551,85.0383,1407650,75.610352
"348",85.089363,85.336166,84.348938,85.080849,1001805,75.648209
"349",85.072342,85.90638,84.936172,85.208511,1028595,75.761711
"350",85.514893,86.408508,85.361702,86.323402,1142570,76.753006
"351",86.570213,87.199997,86.136169,86.919151,1842283,77.2827
"352",86.995743,87.557449,86.825531,86.9617,1191333,77.320534
"353",86.927658,87.693619,86.425529,86.893616,1245735,77.260002
"354",86.791489,87.472343,86.493614,87.19149,1186280,77.524849
"355",87.123405,87.693619,86.57872,87.174469,1876710,77.509727
"356",87.114891,87.217018,85.821274,85.982979,1251963,76.45031
"357",86.187233,86.612762,85.09787,85.140427,1392258,75.70118
"358",85.004257,85.259575,84.238297,84.502129,1252668,75.133644
"359",84.493614,84.51915,82.357445,82.502129,1506468,73.355377
"360",82.212769,83.404259,81.880852,82.587234,1510345,73.431046
"361",82.80851,82.944679,82.178726,82.527657,1249965,73.378082
"362",81.795746,82.544678,80.212769,80.595741,2744683,71.660355
"363",80.697868,82.297874,80.680855,82.119148,1841460,73.01487
"364",82.391487,82.689362,81.599998,81.77021,1472745,72.704613
"365",81.931915,82.842552,81.736168,82.595741,1448658,73.438622
"366",81.744682,82.680855,81.19149,82.604256,2774528,74.120575
"367",82.646812,83.217018,82.451065,82.893616,1130115,74.380203
"368",82.885109,84.365959,82.80851,84.340424,2134035,75.678421
"369",84.178726,84.655319,83.285103,84.502129,2206415,75.823524
"370",84.451065,85.319145,84.323402,85.165955,2924693,76.419174
"371",85.225533,85.685104,85.046806,85.489365,1395665,76.709373
"372",85.676598,87.693619,85.523407,87.48085,2320038,78.496323
"373",87.361702,88.502129,87.285103,87.829788,1887520,78.809418
"374",87.685104,89.046806,87.608513,88.663834,1665915,79.557816
"375",88.90213,89.472343,88.161705,88.459572,1524680,79.374512
"376",88.536171,88.791489,87.659576,88.195747,1345728,79.13781
"377",88.28936,89.080849,88.05957,89.012764,1585898,79.870911
"378",88.9617,89.846809,88.646812,89.378723,724270,80.19928
"379",89.574471,90.561699,89.259575,90.493614,1399073,81.199669
"380",90.502129,91.208511,90.374466,91.089363,1091693,81.734238
"381",91.021278,91.021278,87.429787,87.787231,1436555,78.771233
"382",87.463829,88.978722,86.706383,88.510635,1521038,79.420334
"383",88.868088,90.110641,88.740425,89.923401,1329513,80.688019
"384",90.068085,90.340424,89.574471,90.144684,1144450,80.886566
"385",90.195747,90.451065,89.676598,90.374466,1051625,81.092751
"386",90.221275,90.74894,89.829788,90.468086,1352895,81.17675
"387",90.680855,90.859573,90.374466,90.536171,1038230,81.237846
"388",90.314896,90.67234,89.829788,90.263832,875375,80.993492
"389",90.400002,91.744682,90.400002,91.378723,1273230,81.993874
"390",91.021278,91.293617,89.957443,90.723404,1182285,81.405861
"391",90.944679,91.080849,90.042557,90.57872,1088403,81.276024
"392",89.965958,91.072342,89.199997,90.825531,1771548,81.49749
"393",91.90638,93.25106,91.472343,92.170212,2218165,82.704071
"394",92.782982,93.293617,92.178726,92.612762,1462170,83.101173
"395",92.612762,93.32766,92.09362,92.434044,1149620,82.940788
"396",92.340424,92.365959,91.370216,91.727661,1515750,82.306976
"397",92.187233,92.663834,91.608513,92.374466,2422968,82.887344
"398",91.71064,91.829788,90.442551,91.778725,2255295,82.352798
"399",91.719147,92.680855,91.182976,92.510635,986648,83.009537
"400",91.719147,93.77021,91.719147,93.702126,1239978,84.078644
"401",93.719147,94.374466,93.514893,94.042557,2374558,84.384117
"402",94.102127,94.102127,93.004257,93.914894,1099918,84.269562
"403",93.676598,94.017021,93.208511,93.753189,752940,84.124474
"404",93.872337,94.306381,93.582977,94.22979,1075125,84.552132
"405",94.451065,95.089363,93.838295,93.90638,1434910,84.261917
"406",94.051064,94.38298,93.634041,94.28936,1566040,84.605568
"407",94.212769,94.842552,94.212769,94.502129,676095,84.796501
"408",94.476593,96.034042,94.451065,95.548935,1422690,85.735779
"409",95.404259,96.400002,95.174469,96.323402,1523623,86.43071
"410",96.204254,97.123405,96,96.697868,1625260,86.766731
"411",96.910637,96.910637,96.034042,96.425529,1228228,86.522362
"412",96.502129,96.604256,95.472343,95.931915,1619738,86.079445
"413",96.076599,96.119148,94.212769,94.663834,1180405,84.941597
"414",94.689362,95.676598,94.570213,94.834045,1034940,85.094322
"415",94.970215,95.336166,94.187233,95.234039,977718,85.453239
"416",95.336166,95.625534,94.204254,94.757446,1364763,85.025597
"417",94.51915,94.680855,94.008514,94.238297,860453,84.559761
"418",94.493614,94.731918,94.051064,94.697868,797238,84.97213
"419",94.953194,95.531914,94.791489,95.199997,950340,85.422691
"420",95.199997,95.61702,94.306381,94.587234,869853,84.872864
"421",94.919151,95.591492,94.90213,95.0383,1063140,85.277611
"422",95.217018,96.442551,95.063828,96.400002,1153498,86.499451
"423",96.38298,97.285103,95.948936,97.021278,1293558,87.056923
"424",96.28936,96.800003,95.71064,96.136169,1429153,86.262703
"425",96.417023,97.0383,96.161705,96.510635,1069015,86.598732
"426",96.638298,97.012764,96.144684,96.357445,810398,86.461258
"427",96.195747,96.774467,95.965958,96.187233,830960,86.308533
"428",96.323402,96.834045,95.514893,96.817024,922845,86.873634
"429",95.787231,95.982979,94.604256,95.574471,927193,86.429565
"430",95.685104,95.948936,94.944679,95.608513,1160430,86.46035
"431",95.378723,95.889359,94.885109,95.753189,1231988,86.591187
"432",95.829788,95.829788,92.502129,92.842552,1731010,83.959053
"433",92.885109,92.978722,91.982979,92.919151,1254783,84.028328
"434",92.655319,93.574471,92.306381,92.825531,3630750,83.943649
"435",93.004257,93.148933,92.263832,92.348938,1102503,83.512657
"436",92.187233,92.187233,90.970215,91.48085,1122830,82.727646
"437",91.77021,91.863831,90.57872,90.629784,1470513,81.958023
"438",90.757446,91.90638,90.561699,91.412766,856928,82.666077
"439",91.659576,92.936172,91.659576,92.876595,1163015,83.989822
"440",92.553192,92.834045,92.017021,92.791489,986295,83.912857
