"","SNPS.Open","SNPS.High","SNPS.Low","SNPS.Close","SNPS.Volume","SNPS.Adjusted"
"856",170.559998,178.330002,169.440002,174.050003,1248500,174.050003
"857",175.949997,181.970001,175.229996,180.910004,1567600,180.910004
"858",180.910004,184.080002,180.100006,182.600006,1024200,182.600006
"859",183.059998,183.729996,179.830002,183.020004,981900,183.020004
"860",184,184.539993,181.880005,184.210007,838400,184.210007
"861",183.309998,184.490005,180.199997,182.449997,689400,182.449997
"862",182.089996,184.410004,179.009995,182.970001,1500800,182.970001
"863",180.710007,187.589996,179.809998,186.820007,1060900,186.820007
"864",186.910004,192.380005,186.179993,189.619995,935500,189.619995
"865",191.050003,192,187.309998,189.419998,1113400,189.419998
"866",189.100006,189.100006,179.279999,179.520004,1143600,179.520004
"867",183.350006,185.649994,176.520004,179.600006,1156600,179.600006
"868",177.240005,184.380005,176.149994,184.050003,740600,184.050003
"869",186.770004,189.389999,184.220001,186.149994,995000,186.149994
"870",188,190.5,187.119995,188.970001,799100,188.970001
"871",188.729996,190.949997,188.130005,189.880005,646900,189.880005
"872",192.380005,193.360001,184.399994,184.449997,1785100,184.449997
"873",185.690002,193.270004,184.520004,193.270004,1008000,193.270004
"874",193.350006,197.660004,192.270004,192.869995,1104000,192.869995
"875",192.300003,193.869995,187.350006,189.199997,1051900,189.199997
"876",191.429993,191.429993,185.600006,189.690002,711700,189.690002
"877",190.309998,192.080002,187.330002,190.419998,1495400,190.419998
"878",190.630005,192.850006,186.320007,189.720001,755900,189.720001
"879",188.830002,195.979996,188.360001,195,1161100,195
"880",194.740005,198.089996,193.199997,196.899994,885000,196.899994
"881",198.550003,199.580002,196.669998,197.580002,651000,197.580002
"882",199.630005,202.979996,198.779999,199.389999,564800,199.389999
"883",199.389999,201.960007,197.490005,197.630005,736100,197.630005
"884",199.130005,201.770004,198.940002,201.479996,529700,201.479996
"885",203,204.899994,200.789993,204.550003,791300,204.550003
"886",203.259995,204.460007,196.800003,198.009995,1112500,198.009995
"887",200,201.789993,193.619995,194.149994,829700,194.149994
"888",192.139999,195.639999,188.820007,195.279999,978500,195.279999
"889",195.509995,196.699997,192.339996,194.350006,954500,194.350006
"890",192.960007,193.940002,189.630005,193.220001,745600,193.220001
"891",194.630005,197.110001,192.639999,196.279999,691300,196.279999
"892",196.020004,202.759995,196.020004,201.899994,777700,201.899994
"893",203.5,203.820007,198.899994,199.690002,617600,199.690002
"894",201.220001,202.449997,198.389999,200.660004,530400,200.660004
"895",201.380005,204.220001,196.919998,197.800003,499200,197.800003
"896",195.820007,196.279999,190.919998,193.369995,1206500,193.369995
"897",194.610001,198.089996,194.119995,197.089996,549200,197.089996
"898",196.649994,197.869995,194.369995,194.899994,423900,194.899994
"899",196,199.850006,196,198.419998,609100,198.419998
"900",195.429993,200.110001,193.899994,199.339996,374800,199.339996
"901",200.600006,200.600006,194.929993,199.220001,985500,199.220001
"902",200.740005,204.110001,200.020004,202.800003,513100,202.800003
"903",202,202.800003,199.449997,201.850006,560500,201.850006
"904",202.440002,203.710007,200.759995,201.559998,465200,201.559998
"905",201.210007,202.580002,198.899994,202.259995,465900,202.259995
"906",201.350006,202.220001,196.139999,198.789993,518300,198.789993
"907",197.910004,198.190002,194.399994,195.639999,745800,195.639999
"908",195.869995,195.869995,190.5,191.039993,1179700,191.039993
"909",191.199997,195.070007,191.039993,194.339996,802200,194.339996
"910",195.149994,198.5,194.139999,196.350006,601300,196.350006
"911",195.770004,198.279999,195.460007,196.160004,459100,196.160004
"912",197.940002,200.470001,197.25,200.210007,618700,200.210007
"913",201.419998,201.610001,199.309998,200.089996,860400,200.089996
"914",200.660004,201.800003,197.470001,198.220001,833300,198.220001
"915",206.5,216.190002,202.100006,215.160004,2521000,215.160004
"916",213.610001,214.449997,207.289993,213.100006,2014100,213.100006
"917",214.899994,216.639999,210.559998,213.770004,730400,213.770004
"918",212.710007,216.210007,211.770004,216.169998,621000,216.169998
"919",216.889999,221.320007,216.669998,219.770004,704700,219.770004
"920",220.470001,221,215.309998,217.169998,711200,217.169998
"921",217.160004,219.889999,216.789993,219.490005,626700,219.490005
"922",219.169998,222.029999,218.360001,221.300003,997900,221.300003
"923",221.179993,226.210007,220.240005,225.339996,679300,225.339996
"924",226.660004,230.119995,223.229996,229.360001,711200,229.360001
"925",226.75,226.759995,212.759995,214.789993,1150300,214.789993
"926",213.5,215.220001,202.850006,208.979996,1102100,208.979996
"927",202.949997,206.130005,198.470001,198.990005,1456700,198.990005
"928",203.229996,206.809998,199.160004,205.330002,784400,205.330002
"929",205.839996,209.110001,202.130005,203.279999,715100,203.279999
"930",205.550003,207.059998,198.520004,200.240005,752700,200.240005
"931",202.240005,206.679993,201.800003,205.539993,622100,205.539993
"932",208.130005,211.830002,205.979996,210.949997,621900,210.949997
"933",212.470001,213.199997,206.720001,206.860001,737200,206.860001
"934",201.039993,203.809998,198.190002,201.860001,910500,201.860001
"935",202.039993,203.220001,194.199997,197.929993,1357300,197.929993
"936",195.899994,202.179993,193.550003,201.979996,604900,201.979996
"937",203.410004,205.070007,198.910004,204.800003,752800,204.800003
"938",203.610001,203.830002,196.820007,197.860001,553200,197.860001
"939",196.460007,202.830002,196.460007,201.509995,850100,201.509995
"940",201.270004,209.270004,200.059998,208.5,808700,208.5
"941",210.509995,212.839996,209.259995,212.639999,699600,212.639999
"942",213.119995,215.399994,211.800003,212.320007,628400,212.320007
"943",211.210007,216.860001,210.800003,213.979996,696400,213.979996
"944",216.369995,219.690002,216.009995,217.089996,718700,217.089996
"945",212.860001,216.009995,210.330002,212.050003,751100,212.050003
"946",213.119995,216.660004,213,216.639999,544100,216.639999
"947",215.600006,218.660004,213.080002,214.339996,689500,214.339996
"948",215.710007,220.389999,214.779999,219.529999,498500,219.529999
"949",221.429993,221.600006,218.449997,219.029999,373800,219.029999
"950",220.990005,224.5,220.860001,222.820007,561600,222.820007
"951",225.649994,231.600006,223.580002,228.929993,854300,228.929993
"952",232.740005,232.740005,227.889999,228.179993,579100,228.179993
"953",229.149994,229.710007,224.259995,226.809998,604900,226.809998
"954",224.240005,228.169998,222.240005,228.029999,591200,228.029999
"955",228.610001,231.080002,226.339996,226.479996,529600,226.479996
"956",226.289993,230.119995,223.669998,224.369995,442700,224.369995
"957",225.949997,228.610001,223.559998,226.399994,550500,226.399994
"958",225.830002,229.940002,225.429993,227.449997,658300,227.449997
"959",228.410004,228.410004,222.220001,225.169998,632800,225.169998
"960",226.149994,226.869995,222.820007,226.740005,646000,226.740005
"961",223.899994,226.25,217.850006,220.630005,600300,220.630005
"962",222.639999,225,221.419998,222.910004,536200,222.910004
"963",220.070007,224.919998,216.100006,217.820007,671500,217.820007
"964",218.059998,221.940002,217.770004,219.460007,500400,219.460007
"965",217.100006,219.410004,212.210007,213.860001,777400,213.860001
"966",215.520004,218.479996,212.330002,215.779999,765000,215.779999
"967",218.929993,223.470001,217.380005,221.740005,502100,221.740005
"968",229.720001,234.970001,227.75,233.309998,1006700,233.309998
"969",239.529999,241.820007,237.169998,240.559998,634400,240.559998
"970",240.880005,243.660004,237.75,241.779999,586600,241.779999
"971",243.509995,246.690002,233.789993,233.789993,983800,233.789993
"972",229.669998,229.669998,218.580002,219.330002,1315600,219.330002
"973",222.440002,227.779999,222.070007,224.899994,842800,224.899994
"974",227.660004,229.009995,222.809998,223.759995,472800,223.759995
"975",226.020004,227.5,223.880005,226.229996,430000,226.229996
"976",224.580002,226.169998,220.660004,222.339996,639400,222.339996
"977",221.820007,222.960007,219.039993,221.199997,1071500,221.199997
"978",220.270004,221,216.160004,218.190002,1041800,218.190002
"979",218.119995,223.160004,216.300003,221.279999,819700,221.279999
"980",221.600006,224.25,218.070007,218.509995,722800,218.509995
"981",218.880005,220.490005,213.25,216,708400,216
"982",215.550003,217.160004,211.199997,215.490005,914600,215.490005
"983",216.979996,220.759995,216.399994,217.020004,701500,217.020004
"984",219.830002,225.789993,219.330002,225.419998,384800,225.419998
"985",225.720001,228.199997,222.789993,227.5,1071200,227.5
"986",226.360001,231.119995,224.070007,230.020004,791400,230.020004
"987",228.350006,228.509995,223.919998,224.720001,818900,224.720001
"988",225.339996,237.919998,222,234.470001,2008500,234.470001
"989",235.279999,240.119995,234.570007,236.880005,1057400,236.880005
"990",238.380005,241,236.830002,239.169998,623000,239.169998
"991",241.300003,241.300003,236.639999,238.759995,747100,238.759995
"992",238.649994,238.649994,231.259995,232.770004,801700,232.770004
"993",231.619995,235.080002,229.210007,234.169998,702800,234.169998
"994",234.009995,236.580002,232.300003,236.389999,718600,236.389999
"995",236.910004,242.729996,235.880005,238.860001,715500,238.860001
"996",241.110001,243.139999,239.490005,242.740005,581600,242.740005
"997",244.380005,249.100006,243.509995,248.100006,912600,248.100006
"998",249.789993,253.100006,246.389999,250.289993,848000,250.289993
"999",250.830002,255.720001,248.199997,255,1604800,255
"1000",251.830002,255.800003,247,254.240005,1121400,254.240005
"1001",255.080002,258.480011,254.509995,258.049988,759200,258.049988
"1002",259.029999,260.26001,254.589996,254.699997,545500,254.699997
"1003",255,257.480011,253.809998,256.279999,200200,256.279999
"1004",261.130005,261.130005,254.419998,256.160004,454000,256.160004
"1005",257.769989,258.339996,252.779999,253.820007,450100,253.820007
"1006",255.369995,258.339996,254.860001,256.910004,390100,256.910004
"1007",257.950012,259.519989,256.5,259.23999,414800,259.23999
