"","NSC.Open","NSC.High","NSC.Low","NSC.Close","NSC.Volume","NSC.Adjusted"
"64",113.730003,115.25,113.260002,115.190002,2089400,105.386055
"65",115.589996,117.629997,114.449997,114.730003,1726500,104.965202
"66",114.660004,116.18,114.660004,115.879997,1526400,106.017319
"67",115.970001,116.940002,115.32,115.900002,2126400,106.035614
"68",115.989998,117,115.019997,115.489998,2187300,105.660507
"69",115.25,115.360001,112.860001,115.220001,1823400,105.41349
"70",115.449997,115.449997,111.540001,111.790001,1774300,102.275406
"71",111.639999,112.809998,111.07,111.580002,1340600,102.083305
"72",111.889999,113.190002,111.379997,113.190002,1092800,103.556267
"73",112.260002,113.809998,111.849998,112.849998,1900000,103.245209
"74",113.610001,114.099998,112.400002,112.540001,1274400,102.961594
"75",114.769997,117,114.769997,115.809998,2444600,105.953262
"76",115.849998,116.660004,115.150002,116.370003,2081300,106.465591
"77",118,118.18,116.839996,117.050003,1613900,107.08773
"78",117.260002,117.660004,116.589996,116.779999,1967200,106.840714
"79",116.129997,119.110001,115.489998,117.82,4000200,107.792213
"80",118.57,120.739998,118.510002,118.800003,2274100,108.688782
"81",118.760002,119.610001,117.290001,117.489998,1710700,107.490288
"82",117.650002,118.459999,117.040001,117.709999,1528600,107.691551
"83",117.529999,118.260002,116.919998,118.239998,1671400,108.176468
"84",116.629997,117.459999,116.5,117.209999,1398900,107.790199
"85",117.620003,118.129997,116.599998,116.839996,1072700,107.449936
"86",116.849998,117.260002,116.639999,117.010002,2046700,107.606285
"87",117,117.410004,115.330002,115.75,1685000,106.447556
"88",115.589996,117.209999,115.540001,116.669998,1413800,107.29361
"89",116.830002,117.110001,116.370003,116.910004,1127000,107.51432
"90",116.32,117.410004,116.32,116.730003,1066400,107.348785
"91",116.330002,117.040001,116.010002,116.959999,977000,107.56031
"92",117.139999,117.279999,116.660004,117.129997,965700,107.716652
"93",117.769997,117.860001,116.209999,116.860001,1132900,107.46833
"94",116.860001,116.860001,111.949997,112.120003,1734600,103.109268
"95",111.879997,113.849998,111.209999,112.800003,2308900,103.734627
"96",113.139999,114.199997,113.010002,113.269997,1143400,104.166862
"97",113.790001,114.389999,113.269997,114.190002,1259000,105.012924
"98",114.160004,114.660004,113.440002,114.370003,995400,105.178452
"99",114.389999,115.050003,114,114.970001,1006800,105.730225
"100",115.410004,119.989998,115.040001,119.769997,4589800,110.14447
"101",119.470001,122.900002,119.199997,122.330002,2747500,112.498726
"102",121.889999,124.43,121.220001,124.129997,3115600,114.154068
"103",123.949997,124.239998,122.839996,124.029999,2387500,114.062103
"104",124.400002,125.150002,123.849998,124.5,1508500,114.494331
"105",124.419998,125.309998,123.519997,123.639999,1316300,113.703461
"106",123.849998,123.870003,122.459999,122.5,1521700,112.655052
"107",121.699997,122.18,120.870003,120.949997,1608200,111.22963
"108",121.760002,121.870003,119.879997,120.220001,2156600,110.558311
"109",120.220001,120.639999,119.870003,120.43,1817000,110.751419
"110",120.620003,121.160004,117.400002,118.919998,2497000,109.362785
"111",118.989998,119.93,117.860001,119.699997,2376700,110.080086
"112",120.129997,121.150002,119.480003,120.730003,1784000,111.027306
"113",121.160004,121.440002,117.93,118.290001,1686800,108.783417
"114",117.120003,118.68,116.93,118.290001,1534900,108.783417
"115",118.699997,119.18,118.080002,119.139999,1550500,109.565094
"116",119.529999,120.269997,118.769997,120.120003,1065600,110.466324
"117",119.639999,119.639999,117.699997,117.730003,1428300,108.268417
"118",118.269997,118.269997,117.080002,117.470001,1494800,108.029312
"119",117.449997,117.849998,116.300003,117.400002,1144300,107.96492
"120",117.230003,120,116.839996,119.290001,2369300,109.703049
"121",119.940002,120.75,118.870003,119.480003,938800,109.877792
"122",119.510002,120.360001,118.5,119.040001,1167800,109.473129
"123",120.139999,121.019997,119.489998,120.720001,947600,111.018127
"124",121.120003,121.25,118.910004,119.519997,1001800,109.914551
"125",120.129997,122.300003,119.720001,121.699997,1374300,111.919365
"126",122.32,123.699997,121.400002,123.279999,972000,113.372398
"127",123.120003,123.419998,122.209999,122.669998,1242000,112.811409
"128",121.300003,121.949997,120.279999,121.239998,1680000,111.496346
"129",121.620003,122.589996,121.199997,122.339996,960300,112.507935
"130",122.269997,123.830002,121.870003,123,1179000,113.114876
"131",123.169998,123.169998,121.129997,122.5,1167600,112.655052
"132",123.199997,124.239998,122.5,123.279999,984800,113.372398
"133",123.330002,124.010002,122.529999,122.589996,809200,112.737839
"134",122.839996,124.080002,122.580002,124,818800,114.034508
"135",123.82,124.019997,122.769997,123.5,1006000,113.574707
"136",123.5,123.879997,122.779999,123.260002,1497500,113.353973
"137",122.25,122.25,119.459999,120.669998,2416500,110.972153
"138",121.269997,121.32,118.080002,118.519997,2917800,108.994934
"139",117.769997,118.379997,116.690002,117.849998,1979200,108.378777
"140",117.93,119,117.120003,117.5,1494200,108.056892
"141",118.330002,119.260002,118,118.989998,2188900,109.427162
"142",119.889999,121,114.519997,116.410004,3613400,107.05452
"143",115.919998,116.099998,112.25,113.010002,3376500,103.927742
"144",112.900002,114.370003,112.900002,114.230003,1656300,105.049721
"145",113.730003,114.529999,112.470001,112.580002,1784900,103.532318
"146",113.379997,113.93,112.25,112.970001,2398100,103.890953
"147",112.18,112.919998,111.440002,112.480003,2227600,103.440338
"148",112.620003,114.650002,112.5,113.43,3286300,104.88279
"149",113.519997,115,113.290001,114.610001,2376500,105.973877
"150",115.150002,116.489998,115.129997,115.889999,2473100,107.157433
"151",115.540001,118.360001,115.379997,117.209999,1887100,108.377953
"152",116.839996,117.650002,116.32,117.459999,1484500,108.609116
"153",117.209999,117.900002,115.410004,115.440002,1415800,106.741333
"154",114.889999,117.25,114.889999,116.559998,1101300,107.776939
"155",117.300003,119.760002,117.010002,119.550003,2021700,110.541634
"156",119.260002,120.279999,118.800003,120.040001,1360900,110.994713
"157",120,121.32,119.790001,120.43,1180300,111.355324
"158",120.07,120.160004,117.419998,117.5,1320200,108.646111
"159",117.370003,119.620003,116.769997,118.629997,1448200,109.690964
"160",118.75,119.150002,117.239998,117.669998,1745500,108.803299
"161",118.18,120.550003,117.879997,120.400002,1316500,111.327599
"162",119.790001,120.199997,118.760002,118.940002,951200,109.977615
"163",119.059998,119.629997,117.099998,117.739998,959800,108.868034
"164",118.529999,119.529999,117.860001,118.209999,989800,109.302612
"165",118.580002,118.580002,117.220001,117.760002,2371000,108.886528
"166",116.900002,119.550003,116.900002,119.400002,1047900,110.402946
"167",119.379997,121.300003,119.160004,120.790001,1195500,111.688202
"168",121.459999,121.919998,120.220001,120.519997,1427600,111.438545
"169",121.18,122.419998,121.019997,121.160004,1051400,112.030319
"170",121.199997,121.879997,120.129997,121.110001,2587900,111.984093
"171",121.760002,123.989998,121.18,122.440002,2601000,113.213875
"172",122.910004,124.349998,122.309998,123.93,1373400,114.591591
"173",123.800003,124.239998,123,123.919998,1049700,114.582352
"174",124.790001,126.419998,124.040001,126.419998,1349800,116.893967
"175",126.25,126.980003,126.25,126.580002,1576000,117.041924
"176",126.5,126.790001,125.5,126.760002,1173500,117.208366
"177",126.279999,127.940002,126.029999,126.93,922600,117.365532
"178",127.129997,128.089996,126.550003,128.039993,1656000,118.391899
"179",128.419998,128.419998,127.190002,127.349998,1083900,117.753883
"180",127.699997,128.080002,126.870003,127.800003,1142700,118.169983
"181",127.919998,131.020004,127.730003,130.979996,1044600,121.110344
"182",130.600006,131.320007,130.080002,130.710007,1200600,120.86071
"183",130.520004,131.149994,129.860001,130.990005,1232300,121.119606
"184",131,131.410004,129.490005,130.360001,1222300,120.537094
"185",130.679993,131.460007,130,131,1122700,121.128845
"186",131.369995,132.550003,130.979996,132.509995,1162000,122.525078
"187",132.330002,133.809998,132.330002,132.789993,1140100,122.783958
"188",132.559998,133.309998,132.089996,132.240005,1438600,122.275406
"189",132.649994,132.800003,130.889999,131.639999,1699700,121.720673
"190",131.050003,131.990005,130.600006,131.570007,3011100,121.65593
"191",130.970001,131.690002,130.160004,130.5,2298100,120.666527
"192",130.550003,131.339996,129.869995,131.119995,1790800,121.239815
"193",130.929993,131.380005,129.779999,130.460007,1281700,120.629547
"194",130.5,131.029999,130.369995,130.789993,764100,120.934677
"195",131.419998,131.479996,129.509995,130,1237000,120.204208
"196",130.070007,131.559998,129.850006,131.490005,1192500,121.581947
"197",131.679993,133.970001,131.679993,133.690002,1311900,123.616135
"198",134.100006,134.520004,131.570007,131.649994,896800,121.729866
"199",130.850006,131.369995,129.320007,129.800003,1696200,120.019287
"200",128.770004,130.600006,128.639999,129.479996,1894300,119.723373
"201",130.169998,131.449997,130.039993,130.520004,1220100,120.685036
"202",129.910004,130.339996,128.880005,130.240005,1844400,120.426125
"203",130.820007,132.880005,130.5,132.75,1831400,122.746979
"204",133.009995,133.770004,131.770004,131.869995,1275000,121.933296
"205",132.639999,134.410004,132.039993,132.309998,2063000,122.340126
"206",129.710007,131.229996,125.800003,128.690002,3623400,118.992935
"207",131,133.630005,130.300003,133.25,2319500,123.209312
"208",133.039993,134.419998,132.539993,133.649994,1688800,123.579155
"209",132.910004,133.910004,132.460007,132.800003,1240500,122.793205
"210",133,133,131.360001,131.419998,1228000,121.517212
"211",132.449997,132.449997,130.720001,131.839996,978400,121.905548
"212",130.800003,132.220001,129.970001,132.149994,1231100,122.76017
"213",132.110001,132.190002,129.720001,130.360001,1229400,121.097366
"214",130.479996,130.699997,129.839996,130.119995,950300,120.874428
"215",129.839996,130.740005,129.119995,129.449997,980000,120.252022
"216",129.470001,129.600006,128.190002,129.330002,1582200,120.140564
"217",128.490005,129.289993,127.629997,127.989998,1103700,118.895775
"218",127.650002,128.289993,126.959999,127.150002,1301000,118.115471
"219",126.470001,127.830002,125.589996,127.620003,925900,118.552071
"220",127.160004,127.800003,126.309998,126.980003,1141900,117.95755
"221",126.260002,133.25,125.889999,126.419998,1345400,117.43734
"222",127.25,129.449997,126.57,129.220001,1368100,120.038399
"223",128.399994,129.449997,127.400002,127.540001,1206900,118.477768
"224",127.68,127.68,126.540001,127.07,974900,118.041138
"225",127.599998,129.279999,127.349998,129.100006,1049500,119.926895
"226",129.360001,129.960007,128.800003,129.229996,621100,120.047661
"227",129.479996,131.089996,129.449997,130.009995,585800,120.772224
"228",128.369995,129.039993,126.400002,127.480003,1642500,118.42202
"229",127.809998,130.289993,126.870003,130.149994,1522200,120.902283
"230",130.589996,137.220001,130.169998,136.410004,3635200,126.717484
"231",136.029999,139.979996,135.179993,138.630005,3097800,128.779755
"232",138.940002,139.429993,134.830002,137.5,2417000,127.730072
"233",139,141.809998,138.600006,139.889999,2217600,129.950241
"234",140.160004,140.770004,138.710007,138.839996,2308400,128.974838
"235",138.770004,139.520004,138.360001,138.729996,1215700,128.872635
"236",138.830002,141.630005,138.630005,141.029999,1488100,131.009232
"237",141.559998,142.759995,140.619995,140.820007,1062000,130.814194
"238",141.270004,142.380005,140.639999,141.550003,1405300,131.492249
"239",142.110001,142.160004,140.860001,141.460007,1208100,131.408707
"240",141.360001,143.350006,141.279999,141.830002,1425500,131.75238
"241",142.399994,142.940002,140.520004,140.860001,990500,130.851334
"242",139.880005,141.619995,138.509995,141.110001,2766300,131.083557
"243",142.449997,143.919998,141.029999,143.630005,1885400,133.424469
"244",144.350006,144.630005,142.550003,143.720001,1433100,133.508133
"245",144.429993,145.429993,143.699997,144.839996,1812000,134.548508
"246",145.539993,145.539993,142.889999,144.279999,1073900,134.02829
"247",144.610001,144.789993,143.5,144.520004,578800,134.251266
"248",144.479996,145.460007,144.050003,144.600006,465800,134.325607
"249",144.990005,146.330002,144.300003,145.910004,919500,135.54248
"250",146,146.320007,144.369995,145.309998,569900,134.985107
"251",145.520004,146.070007,144.899994,144.899994,700800,134.604218
"252",145.960007,146.970001,144.830002,146.960007,1050200,136.517868
"253",146.860001,147.539993,145.889999,146.970001,1172500,136.527161
"254",147.729996,148.589996,146.910004,147.380005,1545100,136.90802
"255",148.440002,151.850006,148.440002,150.270004,1573100,139.592712
"256",150,152.839996,149.990005,152.570007,1374100,141.729279
"257",152.970001,154.610001,152.720001,153.600006,1304900,142.686066
"258",153.160004,154.100006,151.410004,151.610001,1123200,140.837479
"259",152.089996,154.639999,151.649994,154.029999,1781500,143.08551
"260",155.279999,156.080002,154.229996,154.339996,1850500,143.373474
"261",154.880005,157.149994,152.949997,153,2492300,142.128708
"262",152.770004,154.339996,151.789993,154.050003,2084900,143.104095
"263",154.300003,154.710007,152.899994,153.410004,1757000,142.509567
"264",153.660004,153.850006,151.339996,151.399994,3040900,140.642395
"265",151.440002,152.009995,149.820007,151.470001,2403700,140.707458
"266",151.130005,152.270004,149.039993,151.660004,2632500,140.883957
"267",150.75,152,147.169998,149.940002,2928000,139.286133
"268",149.699997,151.339996,147.809998,148.229996,1649700,137.697632
"269",148.789993,151.369995,148.429993,150.970001,2148600,140.24295
"270",150.970001,152.399994,150.660004,151.389999,1566400,140.633102
"271",150.669998,151.410004,149.699997,150.050003,1471600,139.388336
"272",150.270004,151.669998,149.740005,150.880005,1690100,140.159363
"273",149.279999,150.350006,147.899994,148.470001,1427000,138.581909
"274",147.149994,147.850006,144.610001,145.029999,1774600,135.371017
"275",144.740005,146.729996,138.179993,138.610001,2508900,129.378555
"276",136.990005,143.449997,134.550003,143.050003,2455000,133.522873
"277",142.089996,144.449997,141.369995,142.679993,1464500,133.177521
"278",142.619995,143.270004,136.869995,136.889999,2657200,127.773132
"279",138.059998,139.490005,131.809998,138.220001,2382500,129.014542
"280",139.25,140.929993,137.470001,139.910004,1762700,130.59198
"281",138.949997,140.949997,137.360001,140.309998,1344400,130.965347
"282",139.630005,142.440002,138,142.25,1646300,132.776123
"283",143.009995,143.289993,140.440002,142.380005,1378800,132.897507
"284",142,144.070007,141.759995,142.639999,1277100,133.140198
"285",141.710007,141.979996,139.070007,140.029999,1763300,130.70401
"286",140.149994,142.889999,138.800003,138.899994,1739800,129.649261
"287",139.830002,142.910004,138.899994,141.479996,1810900,132.057419
"288",142.339996,143.410004,141.119995,142.619995,1348300,133.121521
"289",143.25,146.020004,142.660004,145.520004,1596000,135.828339
"290",145.979996,147.610001,142.789993,142.830002,1595500,133.317505
"291",142.619995,143.449997,139.050003,139.080002,1693400,129.817261
"292",139.449997,141.190002,136.630005,138.669998,2167700,129.43457
"293",137.539993,139.410004,136.110001,138.660004,1339400,129.425262
"294",137.839996,141.179993,136.490005,140.830002,1495200,131.450745
"295",141.350006,141.639999,139.509995,141.080002,1185000,131.684067
"296",139.339996,141.839996,139.070007,140.720001,1288500,131.348038
"297",141.460007,142.279999,139.25,140.440002,1540200,131.086716
"298",141.690002,145.970001,141.429993,145.529999,1759200,135.837708
"299",145.380005,145.990005,142.259995,142.559998,1410600,133.065521
"300",143.410004,144.679993,142.119995,142.380005,1402800,132.897507
"301",143.380005,143.380005,135.899994,136.639999,2705300,127.539749
"302",136.75,138.350006,135.929993,137.630005,1972600,128.463852
"303",137.839996,139.520004,137.839996,138.589996,2177100,129.359924
"304",137.990005,139.490005,136.830002,139.169998,2054300,129.90126
"305",139.740005,139.839996,138.410004,139.300003,1395200,130.022629
"306",139.610001,141.869995,138.759995,139.449997,1193400,130.162643
"307",137.690002,138.479996,134.100006,134.190002,2971100,125.252945
"308",134.429993,136.039993,131.850006,132.179993,1973800,123.376823
"309",133.949997,136.399994,131.809998,136.190002,1957700,127.119774
"310",136.5,137.770004,132.789993,133.589996,1993900,124.692917
"311",133.839996,135.759995,132.220001,133.970001,1838800,125.047607
"312",134.889999,137.5,134.490005,135.779999,1589900,126.737061
"313",135.570007,136.529999,131.020004,132.830002,1908700,123.983543
"314",133.309998,134.039993,131.929993,133.369995,2352800,124.487541
"315",131.440002,132.320007,130.889999,131.979996,2876100,123.190147
"316",132.669998,134.160004,131.800003,133.699997,2650300,124.795578
"317",132.619995,133.580002,127.790001,129.360001,2298500,120.744637
"318",130.160004,131.089996,128.740005,128.919998,1203200,120.333923
"319",130.399994,131.589996,129.330002,130,1841200,121.342003
"320",129.210007,131.960007,129,131.050003,1705600,122.322067
"321",131.639999,133.910004,131.5,133.169998,1495000,124.300873
"322",133.779999,134.490005,132.929993,133.509995,1790300,124.618233
"323",134.740005,136.929993,134.740005,136.479996,1464100,127.390427
"324",137.229996,137.229996,134.800003,135.550003,1327800,126.522369
"325",137.110001,140.320007,137.110001,138.610001,2189800,129.378555
"326",137.809998,139.25,136.369995,138.860001,1623200,129.611954
"327",138.660004,139.449997,136.089996,136.75,1369900,127.642441
"328",136.699997,138.080002,135.960007,137.759995,1558900,128.585175
"329",138.300003,139.470001,133.470001,134.970001,2746600,125.98098
"330",140.770004,146.410004,139.529999,145.960007,4979400,136.239059
"331",144.580002,147.839996,142.309998,144.690002,3739300,135.053635
"332",144.690002,146.960007,143.320007,146.619995,1413700,136.855103
"333",147,147.740005,143.130005,143.470001,2471700,133.914886
"334",143.179993,144.100006,140.630005,142.490005,1835300,133.000183
"335",142.110001,144.830002,141.220001,142.399994,1566600,132.916183
"336",141.460007,141.820007,138.339996,140.940002,1771000,132.221939
"337",140.320007,144.910004,140.190002,143.919998,1346300,135.017609
"338",144.369995,145.820007,144.039993,145.470001,1463600,136.471741
"339",144.910004,147.740005,144.479996,146.089996,1432800,137.053345
"340",146.850006,152.199997,146.360001,150.929993,2193800,141.593994
"341",151.130005,151.979996,150.160004,151.759995,1692200,142.372635
"342",152,153.729996,151.309998,152.399994,1200400,142.973053
"343",152.660004,153.429993,150.149994,150.440002,1242200,141.134323
"344",149.580002,150.899994,149.169998,150.740005,1418600,141.415756
"345",150.919998,151.610001,149.800003,150.880005,1658500,141.547089
"346",151.009995,153.729996,151.009995,152.479996,1322700,143.048111
"347",152.179993,153.190002,151.279999,152.490005,1091800,143.057495
"348",153.259995,154.649994,152.320007,152.570007,1363500,143.132553
"349",152.580002,154.190002,151.75,151.800003,1412300,142.410172
"350",151.199997,151.490005,148.990005,150.490005,1994500,141.181183
"351",150.600006,154.020004,150.369995,152.990005,2101900,143.526566
"352",152.220001,153.460007,152.119995,153.020004,1355900,143.554718
"353",151.5,152.729996,150.149994,151.639999,1439900,142.260056
"354",152.690002,155.529999,152.100006,154.839996,2084200,145.262115
"355",154.630005,155.199997,151.449997,151.649994,1899100,142.26944
"356",152.990005,156,152.539993,155.229996,1663000,145.628006
"357",155.720001,156.169998,151.360001,151.759995,1415100,142.372635
"358",151.710007,152.589996,150.160004,150.929993,1601500,141.593994
"359",151.009995,152.100006,148.600006,152.059998,1962700,142.654099
"360",152.899994,153.279999,150.919998,152.199997,1321000,142.785431
"361",152.190002,154.25,151.929993,154.229996,1166300,144.68985
"362",153.729996,157.279999,153.600006,156.119995,1835600,146.462952
"363",156.610001,158.580002,155.529999,156.279999,1560300,146.613037
"364",156.339996,157.009995,153.5,154.169998,1758700,144.633591
"365",154.850006,154.910004,153.020004,153.470001,1466700,143.976883
"366",153.399994,154.919998,151.850006,154.660004,2476100,145.093277
"367",153.289993,154.839996,152.490005,153.779999,918300,144.267731
"368",151.820007,152.229996,149.600006,150.910004,1467200,141.575241
"369",151.759995,152.259995,150.360001,151.070007,1094300,141.725327
"370",150.839996,151.25,149.110001,149.979996,886400,140.702744
"371",151.380005,153.070007,151.149994,151.820007,1666800,142.428955
"372",154.199997,154.210007,150.809998,152.229996,1883700,142.813538
"373",152.539993,152.539993,150.330002,151.059998,2403100,141.715958
"374",151.419998,153.679993,150.039993,150.039993,1882800,140.759033
"375",149.130005,150.759995,147.220001,149.720001,1803200,140.458847
"376",149.899994,152.940002,149.869995,150.869995,1318500,141.53772
"377",150.369995,152.789993,149.889999,152.210007,901900,142.794846
"378",152.789993,153.770004,150.630005,150.929993,622400,141.593994
"379",151.710007,153.220001,151.529999,153.080002,1174800,143.610992
"380",153.380005,155.279999,152.330002,154.520004,1232200,144.961975
"381",155.619995,157.369995,154.630005,157.139999,1114200,147.419876
"382",157.100006,159.039993,156.690002,158.710007,2365900,148.892746
"383",157.149994,157.339996,154.610001,155.759995,1647900,146.125214
"384",157.380005,158.330002,156.229996,157.509995,2080900,147.766983
"385",157.210007,160.360001,157.039993,159.460007,1748800,149.596375
"386",160.309998,160.309998,154,155.229996,2167700,145.628006
"387",155.199997,155.759995,153.220001,154.960007,2105600,145.374695
"388",158.449997,161,158.139999,159.910004,2202400,150.018524
"389",157.850006,160.839996,156.850006,160.479996,1916000,150.553253
"390",159.460007,162.669998,159.419998,161.850006,1662900,151.838516
"391",161.889999,163.949997,160.899994,162.990005,1546600,152.908005
"392",163.889999,164.449997,159.690002,160.479996,2865200,150.553253
"393",156.75,168.759995,155.350006,168.360001,3612300,157.945816
"394",170.5,172.809998,168.190002,169.570007,2470300,159.080994
"395",169.580002,169.740005,166.779999,168.240005,1862800,157.833252
"396",168.320007,170.940002,168.270004,168.479996,1294800,158.058426
"397",169.229996,171.369995,168.889999,169,1687000,158.546234
"398",169.039993,169.740005,167.559998,167.929993,1728500,157.542419
"399",167.160004,169.720001,166.759995,169.309998,1310400,158.837067
"400",169.539993,171.710007,168.860001,171.619995,1667100,161.768555
"401",171.470001,173.5,170.869995,172.690002,1646900,162.77713
"402",173.059998,174.429993,172.869995,173.169998,1260700,163.229568
"403",172.850006,173.490005,171.970001,172.839996,901200,162.918503
"404",172.520004,173.179993,171.679993,171.690002,952900,161.834534
"405",171,172.619995,170.190002,171.940002,1191800,162.070145
"406",172.860001,173.229996,170.949997,171.119995,1408000,161.297226
"407",171.660004,173.75,171.660004,172.190002,1634600,162.305832
"408",172.5,172.979996,170.649994,171.860001,2003100,161.994751
"409",172.740005,174.169998,171.759995,173.470001,1370400,163.512329
"410",173.789993,175,173.740005,174.070007,1136600,164.077927
"411",174.419998,176.119995,174.089996,174.869995,1039800,164.831955
"412",175.330002,176.690002,175.059998,176.080002,1278700,165.972534
"413",175.889999,176.240005,174.110001,174.110001,1174400,164.115616
"414",174.119995,174.820007,173.119995,173.639999,1603800,163.672592
"415",174.240005,175.860001,173.710007,174.860001,1381500,164.822571
"416",176.009995,177,175.479996,175.570007,1675800,165.491821
"417",176.570007,176.789993,174.929993,175.139999,1898400,165.086472
"418",175.710007,177.080002,174.570007,174.720001,1221400,164.690567
"419",174.190002,175.610001,173.850006,174.190002,1572700,164.19104
"420",173.720001,174.369995,173.050003,173.839996,2089700,163.861099
"421",173.800003,174.809998,173.679993,174.360001,1609800,164.351242
"422",174.240005,175.169998,173.169998,174.979996,1670000,164.935654
"423",174.889999,176.059998,174.529999,174.610001,1581600,164.586884
"424",174.089996,177.850006,173.740005,177.100006,1700700,166.933975
"425",177.880005,180.320007,177.470001,180.119995,2128600,169.780594
"426",179.820007,179.960007,177.710007,177.990005,1849000,167.772873
"427",177.789993,179.630005,177.570007,178.009995,1150400,167.791718
"428",178.610001,178.789993,177.190002,177.470001,1712600,167.282715
"429",177.839996,180.139999,177.210007,179.399994,1448500,169.101944
"430",179.529999,180.960007,178.740005,179.289993,1565600,168.998291
"431",183.470001,186.910004,183.149994,186.710007,4374900,175.992371
"432",186,186.800003,184.839996,185.679993,1855100,175.021454
"433",186.210007,186.830002,183.990005,184.279999,1897500,173.701813
"434",183.990005,185.809998,183.789993,184.240005,2243600,173.664139
"435",184.039993,185.110001,182.399994,182.509995,1663900,172.033417
"436",183.339996,184.119995,182.070007,182.350006,1338400,171.882629
"437",182.289993,182.869995,180.330002,180.580002,2177900,170.214233
"438",181.389999,182.960007,180.649994,182.330002,1417600,171.863724
"439",182,182.550003,180.149994,180.5,2573100,170.138824
"440",182.389999,185.509995,182.240005,184.449997,1693300,173.862015
"441",183.880005,183.990005,181.169998,181.330002,1891500,170.921173
"442",182.080002,183.490005,181.130005,182.25,1901300,171.78833
"443",183.770004,183.770004,181.449997,183.429993,1516800,172.900589
"444",183.009995,184.630005,182.149994,183.020004,1479700,172.51416
