"","TMO.Open","TMO.High","TMO.Low","TMO.Close","TMO.Volume","TMO.Adjusted"
"445",239.289993,240.490005,235.889999,239.660004,1274800,237.90657
"446",239.720001,241.270004,238.419998,239.970001,1397600,238.214294
"447",239.320007,242.869995,230.380005,230.660004,1759800,228.972412
"448",230.949997,233.449997,224.089996,226.089996,2316700,224.435837
"449",230.449997,233.710007,228.690002,231.410004,1664900,229.716965
"450",229.970001,231.210007,228.089996,228.100006,1246100,226.431168
"451",230.699997,235.660004,229.970001,235.149994,2034400,233.42955
"452",234.380005,236.020004,232.600006,234.649994,1713100,232.933212
"453",231.690002,233.440002,227.619995,229.710007,2235200,228.029358
"454",229.490005,231.860001,225.830002,227.149994,1792700,225.488068
"455",227.779999,228.199997,222.520004,225.770004,1872800,224.118179
"456",221.860001,224.729996,217.880005,223.330002,2668200,221.69603
"457",234.889999,238.990005,220.210007,220.559998,4875800,218.946274
"458",223.25,232.690002,222.559998,230.190002,3652600,228.505859
"459",226.5,231.320007,225.490005,230,2096600,228.31723
"460",233.809998,235,224.679993,228.350006,2161500,226.679321
"461",228.259995,233.169998,228.220001,232.669998,1848800,230.967682
"462",234.660004,236.039993,232.139999,233.649994,1982900,231.940536
"463",234.520004,236.210007,232.110001,233.660004,1794100,231.950455
"464",235.919998,237.990005,233.160004,234.210007,1781300,232.496414
"465",235.320007,237.649994,233.699997,236.520004,1118500,234.789551
"466",236.149994,238.850006,235.380005,238.229996,1271900,236.487015
"467",240,245.889999,240,245.529999,1830600,243.733643
"468",244.210007,246.610001,244,245.570007,1061900,243.773315
"469",244.75,245,241,243.449997,1358400,241.668808
"470",242.490005,243.300003,236.100006,236.339996,1689200,234.610886
"471",236.740005,238.789993,234,235.020004,1300100,233.300552
"472",237.649994,239.089996,234.389999,235.080002,1318900,233.360062
"473",233.839996,237.990005,228.850006,237.690002,1398500,235.950974
"474",237.990005,243.240005,237.690002,241.059998,1620200,239.29631
"475",240.860001,241.559998,231.580002,232.880005,1729200,231.176178
"476",231.529999,235.360001,231.169998,233.399994,1463500,231.692352
"477",234.899994,237.639999,232.720001,233.020004,1904800,231.315155
"478",230.300003,235.720001,230.300003,235.009995,772200,233.290573
"479",237.160004,241.360001,235.809998,240.190002,2123500,238.432678
"480",238.809998,242.300003,237.160004,241.990005,1124400,240.219528
"481",242.589996,247.800003,240.970001,247.399994,1901700,245.589951
"482",246.899994,250.75,245.850006,248.570007,1378300,246.751373
"483",248.5,250.449997,247.729996,249.550003,2201700,247.724167
"484",253.649994,253.910004,251.429993,251.979996,2266900,250.136398
"485",252.479996,253,243.300003,243.889999,2185600,242.105637
"486",239.580002,242.270004,234.210007,242.039993,2023500,240.269135
"487",241.449997,242.990005,234.050003,235.860001,1564800,234.134369
"488",236.949997,238.210007,231.559998,237.080002,1130700,235.345413
"489",241.339996,242.039993,236.679993,237.5,1597700,235.76236
"490",241.979996,245.160004,240.110001,241.270004,2087300,239.504791
"491",241.589996,245.369995,239.729996,241.520004,1197000,239.75296
"492",238.240005,238.539993,231.839996,234.190002,1752500,232.64032
"493",232,235.059998,227.169998,228.869995,2030200,227.35553
"494",230.110001,233.399994,227.440002,230.300003,1592400,228.776062
"495",231.039993,235.979996,225.460007,228.360001,1674300,226.848907
"496",226.889999,228.009995,217.809998,219.660004,3775900,218.206467
"497",218.460007,221.229996,214.929993,215.789993,4062800,214.362076
"498",214.240005,214.990005,208.470001,208.470001,1715000,207.09053
"499",210.350006,218.009995,208.339996,217.970001,2067200,216.527649
"500",214.570007,221.089996,213.089996,221.089996,2067600,219.626999
"501",222.559998,225.429993,220.020004,222.449997,1728600,220.978027
"502",224.429993,225.979996,221.020004,223.789993,1640000,222.309128
"503",219.860001,221.289993,216.080002,219.419998,2725100,217.968063
"504",218.759995,219,210.070007,212.169998,3125000,210.766022
"505",216.009995,224.520004,215.639999,221.759995,2865400,220.292587
"506",222,228.460007,222,224.75,2931400,223.262802
"507",226.669998,231.059998,225.639999,229.979996,2876600,228.458191
"508",231.160004,238.100006,231.160004,236.389999,2989000,234.825729
"509",234.410004,239.5,234.410004,238.860001,1885700,237.279419
"510",237.740005,240.020004,236.520004,240,1369200,238.411865
"511",237.949997,238.669998,234.800003,235.039993,1613800,233.48468
"512",235,236.789993,233.880005,235.470001,2375800,233.911865
"513",237,239,234.470001,234.630005,1671800,233.077423
"514",234.130005,238.779999,233.710007,238.169998,1799000,236.593994
"515",240.330002,241.979996,238.229996,240.660004,3125300,239.067505
"516",238.580002,240.789993,237.550003,240.699997,2007300,239.107254
"517",242.429993,244.520004,238.690002,241.460007,1945700,239.862228
"518",240.779999,241.440002,238.309998,240.580002,1672500,238.988022
"519",242.5,244.320007,240.580002,240.899994,2003300,239.305908
"520",238.089996,240,236.600006,237.880005,1799200,236.305939
"521",238.059998,239.929993,236.440002,236.899994,1736800,235.332397
"522",238.770004,245.910004,235.899994,245.059998,2539400,243.438385
"523",243.589996,245.949997,241.139999,245.669998,2218000,244.044357
"524",245.369995,245.669998,242.539993,243.429993,1622500,241.819183
"525",243.529999,244.059998,240.589996,243.589996,1200500,241.978119
"526",243.589996,246.660004,242.919998,246.009995,1626100,244.382126
"527",245.190002,247.869995,245.190002,247.25,1033100,245.613907
"528",245.110001,245.860001,240.919998,242.910004,1147600,241.302597
"529",241.490005,243.580002,240.899994,243.509995,794600,241.898621
"530",243.509995,246.139999,243.380005,244.570007,1233000,242.951645
"531",246.419998,249.309998,245.259995,248.330002,1189200,246.686752
"532",249.220001,249.669998,246.449997,247.389999,1014500,245.752975
"533",246.860001,247.389999,245.740005,246.139999,996300,244.511261
"534",248.809998,252.509995,247.679993,252.490005,1718200,250.819244
"535",251.669998,252.210007,250.690002,250.830002,1099900,249.170227
"536",250.949997,252.610001,249.820007,252.220001,1091100,250.551025
"537",250.869995,251.570007,249.699997,251.449997,840300,249.786118
"538",251.449997,252.369995,251.169998,252.100006,1118000,250.431839
"539",252.520004,255.729996,252.509995,253.839996,1194700,252.160294
"540",253.729996,255.190002,252.830002,253.990005,1198300,252.309326
"541",253.059998,259.579987,253.059998,259.140015,1759100,257.425232
"542",257.850006,260.109985,256.589996,259.570007,2061300,257.852386
"543",261,264.450012,259.690002,264.059998,1433700,262.312683
"544",266,266.179993,258.320007,259.450012,1342800,257.733154
"545",259.709991,260.299988,253.410004,254.460007,2900200,252.776184
"546",254,254.470001,250.899994,251.240005,1533100,249.577515
"547",251.229996,251.720001,248.259995,250.809998,1227500,249.150375
"548",249.259995,250.110001,246.669998,249.850006,1169200,248.196701
"549",250.869995,254.429993,249.630005,254.320007,1589300,252.637146
"550",255.539993,256.179993,254.660004,254.919998,1297200,253.23317
"551",256.679993,259,254.720001,258.869995,1569100,257.157043
"552",259.829987,261.880005,258.829987,261.429993,1513900,259.890778
"553",262.459991,264.390015,262.01001,263.089996,2371800,261.541046
"554",263.049988,264,261.100006,263.529999,1449200,261.978455
"555",264.459991,267.410004,264.059998,265.959991,1551300,264.394104
"556",265.829987,267.850006,262.890015,265.630005,1524200,264.066101
"557",264.619995,271.700012,264.130005,271.049988,1424100,269.454132
"558",268.850006,269.850006,263.609985,263.809998,1736500,262.256805
"559",266.869995,269.48999,264.01001,268.799988,1638400,267.217377
"560",271.779999,271.940002,269,271.440002,1459000,269.841888
"561",270.649994,271.450012,266.070007,268.850006,1051200,267.26709
"562",270.100006,271.529999,268.149994,270.299988,771700,268.708588
"563",272.5,273.940002,270.059998,273.720001,1193800,272.108459
"564",275.140015,276.660004,274.190002,276.190002,1143700,274.563934
"565",275.730011,276.540009,273.019989,274.809998,900900,273.192047
"566",276.869995,278.859985,275.579987,276.76001,1184300,275.130585
"567",277.01001,277.01001,272.769989,275.049988,937500,273.430603
"568",275.149994,277.179993,274.600006,276.48999,839800,274.862122
"569",276.700012,278.529999,273.980011,278.420013,1062600,276.780823
"570",276.980011,279.609985,275.459991,277.799988,1242800,276.164429
"571",278.190002,280.109985,278,278.850006,980800,277.208282
"572",278.570007,281.029999,277.470001,280.51001,1027600,278.85849
"573",282.619995,282.980011,279.670013,280.649994,1635000,278.99762
"574",280.369995,281.149994,275.029999,277.559998,1801000,275.925842
"575",279.309998,279.769989,265.75,266.829987,2443000,265.258972
"576",268.950012,269.589996,253.220001,257.51001,5077300,255.993927
"577",258.149994,261.369995,255.759995,259.779999,2960100,258.250488
"578",260,263.75,257.850006,259.089996,1989800,257.564636
"579",255,267.459991,254.139999,263.920013,3099800,262.36618
"580",264.980011,266.600006,259.640015,261.559998,2770000,260.020081
"581",261,270.459991,260.660004,269.549988,2053700,267.963013
"582",270,273.480011,268.01001,273.220001,1550100,271.61142
"583",273.959991,275.209991,271.690002,272.519989,940400,270.915527
"584",273.279999,277.899994,270.649994,277.450012,1380700,275.816559
"585",277.179993,278.119995,273.890015,276.48999,1491900,274.862122
"586",275.470001,278.049988,273.609985,277.809998,1353800,276.174347
"587",279,280.01001,277.73999,278.640015,1254200,276.999481
"588",272.779999,279.589996,270.700012,278.959991,1320300,277.317596
"589",276.5,277.390015,269.709991,271.700012,1480900,270.100372
"590",272.190002,273.920013,270.089996,270.51001,1691100,268.917389
"591",267.769989,269.679993,263.850006,269,1550700,267.41626
"592",268.230011,269.350006,260.799988,269.179993,1548500,267.595184
"593",262.920013,263.470001,258.029999,261.079987,1628800,259.542908
"594",263.019989,269.410004,262.690002,267.390015,1845200,265.815765
"595",262.5,265.859985,259.019989,263.040009,1834200,261.491364
"596",266.929993,268.470001,264.950012,267.019989,1340000,265.447906
"597",263.350006,267.01001,261.269989,261.730011,1320500,260.189117
"598",262.179993,265.149994,260.25,262.910004,1525300,261.362152
"599",265.980011,268,265.109985,265.359985,1420800,263.797638
"600",267.630005,273.269989,266.200012,271.660004,1740200,270.060608
"601",268.940002,271.339996,265.369995,271.019989,1567500,269.424347
"602",272.410004,276.660004,271.640015,271.799988,991500,270.199738
"603",273.820007,274.829987,266.019989,266.380005,1676800,264.811707
"604",262.839996,265.869995,262.109985,264.76001,1232700,263.201202
"605",265.720001,268.440002,264.839996,267.980011,771400,266.402252
"606",265.540009,269.290009,265.01001,266.980011,1266700,265.408142
"607",268.290009,271.440002,264.720001,265.279999,1659900,263.71817
"608",267.850006,268.480011,264.299988,267.970001,1575800,266.392334
"609",271.809998,275.73999,270,274.790009,2198200,273.17215
"610",275.769989,278.160004,274.619995,276.26001,1940600,274.633545
"611",278.920013,282.51001,277.529999,281.690002,1334500,280.031555
"612",282.869995,284.769989,282.540009,283.76001,997600,282.089417
"613",286.579987,288.070007,282.429993,285.049988,1214800,283.371735
"614",284.850006,285.790009,282.720001,285.220001,882100,283.540741
"615",284.850006,286.390015,283.549988,286.23999,1301500,284.744415
"616",286.450012,287.070007,284.359985,285.26001,1381100,283.769562
"617",285.869995,287.140015,284.799988,285.929993,681600,284.436066
"618",287.940002,290,286.01001,289.200012,1360500,287.688965
"619",288.660004,293.329987,287.429993,292.779999,1534700,291.250244
"620",296.48999,297.410004,290.420013,293.339996,1590300,291.807312
"621",293.390015,295.429993,290.359985,294.459991,1701600,292.921509
"622",295.200012,296.029999,292,295.549988,942100,294.005768
"623",295.480011,298.380005,293.100006,293.529999,1191600,291.996338
"624",293.350006,294.070007,289.890015,292.230011,1172300,290.703186
"625",292.76001,294.380005,290.790009,293.769989,850100,292.235046
"626",292.559998,294.130005,288.690002,293.679993,5248000,292.145569
"627",299.130005,299.769989,295.01001,299.410004,1640100,297.845673
"628",299.179993,301.190002,295.519989,301.109985,946400,299.536743
"629",302.76001,305.450012,301.51001,305.429993,883000,303.834167
"630",302.5,303.799988,298.700012,300.649994,1046800,299.079132
"631",299.299988,299.570007,294.869995,297.809998,1223200,296.253998
"632",296.230011,297.589996,295.769989,296.899994,886500,295.348724
"633",298.540009,299.170013,296.179993,296.519989,842900,294.970734
"634",298.140015,298.880005,294.51001,295.549988,804700,294.005768
"635",290.950012,291.48999,288.299988,290.940002,1640600,289.419861
"636",290.809998,291.549988,288.23999,288.829987,1629000,287.320892
"637",285.559998,287.98999,285.049988,286.209991,1959800,284.7146
"638",286.579987,288.390015,284.540009,287,1671500,285.500458
"639",287.01001,293.899994,287.01001,293.730011,1543000,292.195343
"640",295.529999,295.600006,289.679993,289.820007,1593100,288.305725
"641",291,294.529999,289.98999,291.730011,1106100,290.20578
"642",292.410004,294.390015,290.98999,293.619995,1025100,292.085876
"643",289.01001,289.040009,278.519989,288.359985,2538300,286.853333
"644",289.299988,291.839996,288.130005,290.589996,1214300,289.071716
"645",292.149994,292.149994,286.5,287.209991,1274000,285.709351
"646",288.5,289.190002,285.75,288.920013,1060000,287.410461
"647",285.950012,286.540009,283.429993,283.910004,1343300,282.426544
"648",284,284.480011,275.579987,277.679993,1903700,276.229156
"649",279.450012,284.23999,275.769989,277.809998,1552000,276.358459
"650",277.829987,277.829987,271,274.820007,2096300,273.384125
"651",268.630005,271.75,266.48999,268.459991,2569400,267.057343
"652",271.399994,277.320007,270.01001,275.959991,2287500,274.518127
"653",272.359985,276.359985,269.160004,274.790009,1664300,273.354279
"654",277.440002,281,277.049988,280.5,1348200,279.034454
"655",278.779999,280.959991,275.649994,276.369995,921900,274.926056
"656",274.730011,276.290009,270.980011,272,1183900,270.578857
"657",272.070007,278.059998,270.269989,275.170013,1905600,273.732269
"658",272.640015,275.299988,269.369995,269.480011,1856200,268.072021
"659",274.660004,275.98999,270.76001,273.309998,1603700,271.881958
"660",276.589996,277.350006,274.25,276.149994,1035100,274.707184
"661",278.600006,280.200012,276.019989,279.519989,1089100,278.05954
"662",278,279.410004,276,276.190002,1031000,274.746948
"663",278.269989,279.709991,277,278.269989,749600,276.81604
"664",279.429993,280.910004,276.170013,278.170013,845700,276.716614
"665",278.100006,280.220001,267.459991,269.359985,1758500,267.952637
"666",270.519989,272.359985,268.890015,270.920013,1052000,269.504547
"667",272.890015,274.070007,271.579987,272.929993,1002600,271.503998
"668",272.019989,278.029999,271,276.059998,1316600,274.617584
"669",279.190002,286.73999,278.820007,285.769989,1858500,284.276855
"670",288.619995,290.179993,284.619995,287.059998,2165900,285.56012
"671",284.429993,286.25,281.25,283.529999,1590000,282.048584
"672",285.070007,289.25,283.480011,285.899994,1288300,284.406189
"673",288.399994,294.709991,286.470001,294.019989,1470500,292.483795
"674",295.850006,296.920013,293.51001,295.049988,2337300,293.508423
"675",296.209991,296.679993,291.079987,292.019989,1568400,290.494232
"676",290.01001,291.149994,285.029999,289.5,2428400,287.987396
"677",289.519989,295.089996,286.25,294.940002,1293700,293.399017
"678",296,297.73999,294.399994,294.970001,1108200,293.428833
"679",294.089996,298.040009,293.76001,297.649994,1083000,296.094788
"680",295.410004,296.940002,293.670013,295.329987,1062900,293.974609
"681",294.76001,295.920013,291.390015,292.709991,1514500,291.366638
"682",292.700012,295.130005,291.019989,294.959991,1221700,293.606293
"683",293.959991,296.76001,293.899994,295.25,1003800,293.894897
"684",297.290009,299.079987,295.559998,296.329987,1775000,294.96994
"685",292.549988,295.609985,290.130005,290.450012,1032300,289.117004
"686",292.5,293.679993,284.380005,285.160004,1465200,283.851288
"687",286.140015,287.339996,281.049988,282.329987,1952000,281.034241
"688",283.859985,288.109985,281.640015,286.850006,1693700,285.533539
"689",288.350006,290.170013,285.209991,287.399994,1144000,286.080933
"690",286.910004,293.48999,286.790009,291.269989,1519400,289.933167
"691",291.779999,293.630005,287.109985,287.399994,1822000,286.080933
"692",285.01001,286.730011,277.01001,279.529999,1964800,278.24707
"693",278.149994,283.970001,274.299988,282.910004,1848800,281.611603
"694",282.850006,292.440002,282.769989,292.299988,1742000,290.958496
"695",290.48999,294.040009,289.059998,289.160004,1915300,287.832916
"696",282.109985,284.809998,270.329987,271.929993,3933200,270.681976
"697",278.700012,278.809998,275.179993,276.51001,1733800,275.240967
"698",276.290009,282.559998,276.269989,280.660004,1129400,279.371948
"699",285.660004,287.920013,283.339996,283.640015,1283600,282.338257
"700",284.089996,286.720001,283.48999,284.25,749100,282.945435
"701",286.070007,287.970001,285.220001,286.019989,1183200,284.707275
"702",283.959991,285,279.320007,280.559998,2103500,279.272369
"703",282,284.459991,281.059998,281.589996,1028100,280.297638
"704",281.049988,283.940002,280.390015,281.420013,1186400,280.128387
"705",284.559998,284.559998,281.559998,283.540009,1053200,282.238739
"706",283.359985,287.190002,280.700012,280.98999,1047100,279.700348
"707",298.559998,300,290.040009,296.929993,2094500,295.567261
"708",295.320007,296.290009,290.649994,293.440002,1230900,292.093231
"709",291.980011,298.200012,290.579987,296.679993,1061300,295.31842
"710",296.589996,302.329987,296.589996,299.899994,1399600,298.523621
"711",297,300.660004,296.670013,297.950012,1225900,296.58255
"712",298.269989,302.440002,295.660004,301.859985,1395400,300.474579
"713",301.859985,303.600006,300.290009,301.980011,1505900,300.594055
"714",305,305.279999,303.119995,303.600006,990500,302.206635
"715",305.640015,306,300.619995,300.769989,1052000,299.389587
"716",299.899994,299.899994,291.950012,292.630005,1876800,291.286957
"717",293.269989,295.220001,290.640015,294.570007,1017000,293.218109
"718",295.899994,295.940002,291.769989,293.540009,1210200,292.192871
"719",295.630005,296,292.529999,294.649994,788800,293.297699
"720",292.640015,296.309998,292.23999,293.529999,773100,292.182861
"721",294.519989,298.730011,294.309998,295.970001,791000,294.611664
"722",294.809998,301.130005,294.5,300.019989,1286600,298.643036
"723",300.149994,301.179993,295.799988,300.839996,860800,299.45929
"724",302.929993,306.950012,302.5,306.809998,1626900,305.401917
"725",306,306.529999,299.890015,300.98999,1233600,299.608612
"726",302.230011,307.019989,301.579987,306.420013,1767500,305.013702
"727",307.019989,310.670013,304.649994,307.329987,2329700,305.919495
"728",306.549988,306.940002,302.480011,305.309998,1058600,303.908783
"729",306.109985,308.119995,303.920013,307.769989,841900,306.357452
"730",308.959991,310.73999,307.630005,310.600006,1257600,309.174469
"731",310.01001,313.910004,309.549988,313.450012,1709600,312.011444
"732",313.660004,316.029999,312.269989,315.420013,864000,313.972351
"733",314.820007,315.859985,313.040009,313.950012,667100,312.509155
"734",315.660004,315.850006,309.209991,313.040009,955500,311.603302
"735",309.149994,313.130005,308.709991,312.890015,922700,311.45401
"736",312.179993,316.089996,311.890015,315.640015,985700,314.191406
"737",315.859985,316.73999,311.73999,316,844300,314.549744
"738",318.640015,321.600006,317.920013,320.119995,1199400,318.650787
"739",319.410004,320.73999,315.809998,316.429993,889900,314.977783
"740",317.230011,318.079987,315.170013,317.089996,1301500,315.634766
"741",316.850006,319.040009,316.070007,318.079987,1355600,316.620148
"742",318.679993,322.170013,318.130005,319.359985,1187200,317.894287
"743",319.269989,321.420013,317.48999,320.5,735200,319.029114
"744",322.660004,324.179993,320.779999,321.459991,915700,320.174469
"745",322.690002,322.799988,319.709991,319.790009,1375900,318.511169
"746",319.309998,321.230011,316.670013,319.600006,2424400,318.32193
"747",319.670013,324.130005,319.119995,323.25,1546600,321.957336
"748",328.410004,330.140015,324.059998,326.720001,2275300,325.413422
"749",326.910004,328.75,325.600006,328.040009,1319000,326.728149
"750",328.279999,329.040009,326.390015,326.51001,489200,325.204285
"751",326.549988,326.790009,323.730011,325.709991,680700,324.407471
"752",327.140015,327.649994,325.140015,326.549988,628800,325.24411
"753",326.570007,327.410004,323.480011,325.040009,606600,323.740173
"754",324.859985,325.23999,322.940002,324.869995,875800,323.570862
"755",326,326.940002,322.570007,326.369995,1173300,325.06485
"756",321.480011,325.290009,321.329987,322.820007,819600,321.529053
"757",319.839996,325.329987,318.649994,325.140015,1010000,323.839752
"758",325.429993,329.23999,324.980011,326.980011,917700,325.672394
"759",326.179993,330.589996,325.220001,327.5,939100,326.190277
"760",329.380005,330.859985,327.269989,329.609985,901900,328.29187
"761",331.380005,331.980011,327.700012,328.730011,801400,327.415436
"762",328.890015,332.089996,326.709991,332.019989,1379100,330.6922
"763",330.470001,335.089996,328.040009,332.799988,1069800,331.469116
"764",333,336.890015,333,335.200012,1350600,333.859558
"765",337.200012,338.209991,334.850006,336.73999,842000,335.393341
"766",337.369995,339.339996,335.269989,339.190002,1100300,337.833588
"767",339.600006,341.709991,336.779999,337.26001,1340700,335.911316
"768",337.779999,342.26001,337.529999,340.049988,922500,338.690094
"769",339.519989,339.890015,332.869995,335.380005,1213800,334.038818
"770",337.119995,337.709991,331.519989,333.679993,945800,332.345581
"771",327.359985,332.619995,326.709991,330.959991,1236100,329.636444
"772",332.230011,334.440002,329.220001,333.26001,1667000,331.927307
"773",335.630005,337.640015,333.390015,333.890015,1434400,332.55481
"774",322,325,317,319.859985,3670000,318.580872
"775",322.230011,322.980011,310.920013,313.190002,2623700,311.937592
"776",316.809998,321.559998,315.109985,318.339996,2693900,317.066956
"777",321.839996,328.640015,321.01001,325.959991,2019700,324.656464
"778",330.26001,333.649994,329.140015,332.48999,1786600,331.16037
"779",333.25,334.450012,331.459991,332,1636200,330.672333
"780",330,330.440002,324.829987,326.209991,1577300,324.905518
"781",324.570007,334.73999,324.570007,333.940002,1781600,332.604584
"782",336.559998,338.170013,335.01001,337.779999,1808400,336.42923
"783",338.970001,340.950012,333.859985,334.570007,1948400,333.232086
"784",333.5,337.410004,331.5,335.589996,1560100,334.247955
"785",336.559998,339.399994,335.049988,339.190002,1467700,337.833588
"786",338.130005,338.350006,334.51001,337.369995,1462400,336.020844
"787",338.089996,340.290009,335.309998,339.73999,1189400,338.381378
"788",340,341.350006,333.200012,336.059998,1505700,334.716064
"789",333.910004,335.600006,333.100006,334.940002,1540100,333.600555
"790",324.26001,326.170013,320.519989,323.149994,2638300,321.857727
"791",324.779999,326.98999,307.369995,309.630005,2378300,308.391785
"792",308.73999,318.640015,308.309998,309.160004,1944800,307.923676
"793",304,311.709991,297.01001,297.079987,2231900,295.891968
"794",288.609985,295.799988,284.829987,290.799988,3961600,289.637115
"795",291.029999,304.959991,288.859985,304.959991,2741000,303.740479
"796",315.630005,324.98999,307.450012,310.359985,3895900,309.118896
"797",318.540009,327.890015,314.829987,326.640015,3043500,325.333801
"798",318.670013,323.690002,310.100006,312.890015,2192400,311.638763
"799",305.059998,312.720001,302.730011,311.170013,1922800,309.925659
"800",293.880005,298.429993,288.029999,295.350006,2520100,294.168854
"801",305.76001,307.970001,293.079987,307.700012,2707500,306.469482
"802",299.410004,300.230011,285.26001,289.380005,2566400,288.222778
"803",274.269989,295.779999,268.549988,284.320007,4519200,283.183014
"804",297.649994,301.149994,272.209991,300.119995,4534400,299.151276
"805",271.529999,293.48999,265.23999,279.350006,3766500,278.448364
"806",297.980011,314.160004,286.579987,296.309998,5253500,295.353607
"807",284.359985,303,280.26001,302.980011,4570700,302.002075
"808",298.019989,299.980011,277.730011,280.839996,3511100,279.933533
"809",277.459991,285.450012,268.149994,278.369995,3715600,277.471466
"810",272.23999,275,250.210007,255.300003,3477200,254.475983
"811",263.549988,284,261.299988,282.029999,2691600,281.11969
"812",278.01001,285.75,270.130005,271.679993,3075700,270.803101
"813",274.76001,285.109985,270.299988,283.149994,2856100,282.236084
"814",273.630005,283.170013,272.100006,274.339996,2314600,273.454498
"815",278.290009,286.179993,276.440002,284.959991,1990000,284.040222
"816",283.809998,286.329987,280.309998,283.600006,3275100,282.684631
"817",276.51001,282.98999,270.399994,275.200012,1927400,274.311737
"818",272.040009,287.98999,272.029999,287.549988,1666600,286.621857
"819",282.950012,287.5,278.790009,282.209991,1320400,281.299072
"820",294.609985,306.730011,292.160004,304,2437800,303.018768
"821",312.140015,317.540009,296.070007,296.579987,2126500,295.622711
"822",297.649994,309.079987,290.519989,307.149994,1997900,306.158569
"823",307.549988,318.200012,305.049988,317.380005,2445300,316.355591
"824",314.380005,316.880005,309.179993,315.320007,1547900,314.302246
"825",321.549988,327.410004,319.829987,326.369995,1513100,325.316559
"826",322.619995,327.149994,320.720001,325.829987,1652300,324.77832
"827",328.5,330.73999,324.190002,328.839996,1830000,327.778595
"828",334.220001,334.320007,327.109985,331.579987,2057200,330.509766
"829",329.320007,331.75,325.549988,327.160004,1717900,326.104034
"830",324.809998,324.809998,316.359985,319.619995,2183500,318.588318
"831",323.549988,337.540009,321.429993,335.589996,2321700,334.506805
"832",335.399994,337.309998,319.869995,320.51001,2668100,319.475464
"833",322.609985,329.950012,320.23999,328.700012,1987900,327.639038
"834",330.48999,343.440002,330.070007,342.709991,1878500,341.603821
"835",342.709991,346.890015,328.100006,332.459991,2361400,331.386932
"836",333.470001,337.380005,328.679993,335.619995,1936600,334.536713
"837",331.769989,337.799988,331.399994,334.679993,2215000,333.599731
"838",330.380005,334.440002,326.549988,329.809998,1603100,328.745453
"839",329.160004,330.899994,325.329987,326.720001,1189000,325.665436
"840",331.940002,339.980011,328.940002,336.320007,1139900,335.234467
"841",337.529999,338.98999,335.089996,335.149994,1215600,334.068207
"842",339.299988,342.320007,335.26001,339.079987,1795100,337.985535
"843",343.859985,343.859985,330.359985,333.01001,1616000,331.93512
"844",331.339996,341.350006,331.100006,340.390015,1313900,339.291321
"845",340.380005,341.609985,331.720001,331.720001,1510000,330.649292
"846",335.179993,340.200012,330.820007,334.089996,1791200,333.011658
"847",330.579987,337.799988,328.380005,337.290009,1147600,336.201355
"848",337.5,343.200012,335.369995,342.920013,1614500,341.813141
"849",348,351.859985,346.730011,346.970001,1396000,345.850098
"850",346,347.25,341.410004,342.779999,1201200,341.673615
"851",345.040009,345.859985,340.809998,341.149994,1352300,340.048828
"852",340.269989,341.970001,334.75,335.75,1175900,334.666321
"853",337.420013,340.809998,335.519989,340.26001,1098200,339.161774
"854",346.25,347.220001,332.01001,332.570007,1647700,331.496582
"855",336.51001,337.450012,324.350006,337.350006,1744400,336.261139
"856",340.940002,345.880005,339.690002,342.73999,1290400,341.633728
"857",345.089996,349.75,340.559998,349.190002,1548800,348.062897
"858",348,351.140015,347.600006,349.329987,845700,348.202454
"859",349.320007,350.799988,346.679993,350.089996,1166500,348.960022
"860",351.420013,352.589996,345.390015,347.190002,1209700,346.069397
"861",343.920013,349.790009,343.920013,348.149994,1763500,347.026245
"862",348.149994,356.420013,345.570007,354.200012,1712100,353.056763
"863",350.369995,353.799988,348.070007,349.880005,1314800,348.750671
"864",350.079987,352.200012,346.820007,347.649994,1672300,346.527863
"865",349.380005,354.609985,347.850006,352.799988,1140600,351.661255
"866",351.959991,352.579987,335.670013,336.440002,1647700,335.354095
"867",342.519989,345.339996,330.570007,339.76001,1523100,338.884979
"868",333.850006,342.809998,333.850006,340.820007,1632100,339.9422
"869",346.880005,348.609985,341.459991,347.220001,1549100,346.325714
"870",350,352.980011,347.25,349.850006,1302600,348.948944
"871",348.75,352.089996,347,347.440002,1129900,346.545197
"872",354.480011,355,348.160004,352.730011,2328500,351.821533
"873",352.559998,353.570007,348.589996,352.160004,1138100,351.253052
"874",355,358,353.029999,356.820007,1680600,355.901031
"875",355.480011,355.709991,346.25,347.959991,1892700,347.063843
"876",347.779999,352.179993,343.190002,351.76001,1294900,350.854034
"877",352.5,355.700012,348.26001,350.950012,1656400,350.046173
"878",353.440002,353.440002,349.040009,350.799988,957300,349.896484
"879",350.459991,363.970001,349.589996,362.339996,1710300,361.406799
"880",363.76001,363.76001,357,359.769989,1600200,358.843414
"881",362.049988,369.820007,362,365.890015,1127800,364.947662
"882",370.26001,386.570007,370.01001,382.269989,1859200,381.285431
"883",381.130005,385.73999,379.679993,380.25,1368300,379.27066
"884",384.540009,395,382.529999,386.630005,1456800,385.634247
"885",385.570007,391.380005,383.549988,387.670013,920200,386.67157
"886",388.769989,391.579987,381.73999,382.570007,983600,381.584717
"887",384.660004,390.410004,378.470001,378.929993,1052800,377.954041
"888",378.929993,388.339996,375.140015,387.459991,869200,386.462097
"889",392.700012,394.23999,387.850006,392.700012,1137200,391.688599
"890",392.929993,393.51001,387.929993,392.420013,1002600,391.409332
"891",393.820007,398.5,390.709991,395.399994,1206700,394.381653
