"","ANET.Open","ANET.High","ANET.Low","ANET.Close","ANET.Volume","ANET.Adjusted"
"99",35.897499,36.0825,35.802502,36.07,1591600,36.07
"100",36.25,37.057499,36.215,37.014999,3968400,37.014999
"101",37.014999,37.099998,36.267502,36.612499,2476400,36.612499
"102",36.612499,36.865002,36.375,36.805,2613200,36.805
"103",36.950001,37.009998,36.3325,36.845001,10437200,36.845001
"104",36.877499,37.237499,36.077499,37.130001,6295200,37.130001
"105",37.157501,38.134998,37.032501,38.064999,5124800,38.064999
"106",38.064999,38.7225,38.064999,38.5825,3714000,38.5825
"107",38.389999,39.317001,38.314999,38.837502,2593600,38.837502
"108",39.060001,39.192501,38.712502,39.012501,2499600,39.012501
"109",38.884998,39.330002,38.681252,39.317501,2341600,39.317501
"110",39.389999,39.641998,36.752499,37.365002,4062800,37.365002
"111",36.869999,37.439999,35.75,37.439999,4614800,37.439999
"112",37.737499,38.342499,37.3475,37.945,2521600,37.945
"113",37.962502,38.345001,37.231251,37.762501,2202400,37.762501
"114",37.342499,37.8325,36.97625,37.807499,2158000,37.807499
"115",38.092499,38.287498,37.762501,37.895,6232400,37.895
"116",38.362499,39.415001,38.362499,39.165001,3276400,39.165001
"117",39.017502,39.474998,38.700001,38.7575,2343600,38.7575
"118",38.84,39.709999,38.811249,39.540001,3336400,39.540001
"119",39.5,39.869999,39,39.695,2161200,39.695
"120",39.77,40.7425,39.724998,40.404999,6110400,40.404999
"121",40.435001,40.57,39,39.445,3654800,39.445
"122",39.345001,39.645248,38.130001,38.205002,3023600,38.205002
"123",38.4925,38.955002,37.942749,38.817501,2954800,38.817501
"124",38.695,38.794998,36.927502,37.487499,2922800,37.487499
"125",37.607498,37.802502,37.192501,37.447498,2188400,37.447498
"126",37.764999,37.775002,36.587502,36.7225,1431200,36.7225
"127",36.775002,37.380001,36.775002,37.154999,3682000,37.154999
"128",36.625,36.919998,36.047501,36.357498,2538400,36.357498
"129",36.512501,37.290001,36.512501,37.192501,2890400,37.192501
"130",37.215,37.695,36.98,37.337502,2691200,37.337502
"131",37.392502,38.314751,37.392502,38.290001,2201600,38.290001
"132",38.75,39.014999,38.567501,38.845001,2450800,38.845001
"133",38.967499,39.16,38.412498,38.692501,1501200,38.692501
"134",38.755001,38.922501,38.529999,38.7775,1204000,38.7775
"135",38.827499,38.919998,38.200001,38.805,1489200,38.805
"136",38.712502,39.031502,38.502499,38.997501,1677600,38.997501
"137",39.200001,39.75,39.182499,39.407501,1766000,39.407501
"138",39.577499,39.6525,38.817501,39.200001,1497600,39.200001
"139",37.75,38.5,37.25,38.23,4725200,38.23
"140",38.125,39.044998,38.005001,38.805,2074400,38.805
"141",38.764999,39.517502,38.447498,39.5,1620400,39.5
"142",39.587502,39.75,39.25,39.299999,2302400,39.299999
"143",39.522499,39.697498,37.514999,38.009998,2980000,38.009998
"144",37.762501,38.392502,37.352501,37.599998,3967600,37.599998
"145",37.799999,37.941002,37.122501,37.322498,4039600,37.322498
"146",37.607498,37.607498,36.834999,36.950001,2869200,36.950001
"147",37.240002,37.2425,35.665001,35.865002,4649600,35.865002
"148",35.955002,36.258751,35.445,36.012501,7704800,36.012501
"149",41.900002,43.849998,41.625,43.012501,19990800,43.012501
"150",42.512501,44.125,42.380001,43.4375,6603600,43.4375
"151",43.422501,43.724998,42.482498,42.485001,4687600,42.485001
"152",42.247501,42.470001,41.7775,41.865002,4476800,41.865002
"153",41.752499,41.7575,40.235001,41.174999,5966000,41.174999
"154",41.1325,42.202499,40.852501,41.422501,2505200,41.422501
"155",42.02,42.672501,41.885502,42.450001,2558800,42.450001
"156",42.75,42.997501,42.325001,42.647499,2271600,42.647499
"157",42.650002,43.720001,42.550999,43.4175,3406000,43.4175
"158",43.375,43.634998,42.555,42.764999,3149200,42.764999
"159",42.75,43.527248,42.485001,43.002499,2607600,43.002499
"160",43,43.4725,42.462502,43.002499,2658400,43.002499
"161",43.017502,43.997501,42.978748,43.8125,3361600,43.8125
"162",43.610001,43.7775,43.084999,43.377499,3567200,43.377499
"163",43.580002,44.095001,43.388748,43.7775,2532400,43.7775
"164",43.91,44.220001,43.397499,43.432499,1673600,43.432499
"165",43.557499,43.939999,42.837502,43.5275,2094000,43.5275
"166",43.107498,43.665001,42.887501,43.32,1680400,43.32
"167",43.564999,44.587502,43.564999,44.487499,2299200,44.487499
"168",44.672501,44.927502,43.837502,44.037498,3120800,44.037498
"169",44.192501,44.407501,43.772499,44.372501,1746400,44.372501
"170",44.185001,44.389999,43.415001,43.807499,3235200,43.807499
"171",43.887501,44.112499,42.4025,43.182499,3343200,43.182499
"172",43.25,43.512501,42.945,43.412498,1928000,43.412498
"173",43.3325,43.612499,43.014999,43.169998,1272000,43.169998
"174",43.482498,44.02375,43.317501,43.827499,1567200,43.827499
"175",43.91,44.200748,43.205002,43.455002,1692800,43.455002
"176",43.455002,43.782501,43.035,43.7225,2624000,43.7225
"177",43.487499,44.095001,43.435001,43.735001,2430000,43.735001
"178",43.782501,44.4725,43.4175,44.240002,5522000,44.240002
"179",44.75,46.352501,44.7225,45.669998,4539200,45.669998
"180",45.982498,45.997501,45.262501,45.43,3084000,45.43
"181",46.560001,47.18,46.017502,47.122501,3893200,47.122501
"182",47.0425,47.212502,46.119999,46.807499,2423200,46.807499
"183",46.799999,48.02,46.7575,47.762501,3626000,47.762501
"184",48,48.310001,45.142502,45.2075,5104400,45.2075
"185",45.712502,46.744999,45.002499,45.665001,2601600,45.665001
"186",46.189999,47.740002,46.189999,46.637501,2425600,46.637501
"187",46.502499,47.057499,45.9025,46.887501,2341200,46.887501
"188",47.0625,47.474998,46.950001,47.4025,1784800,47.4025
"189",47.5,47.962502,47.157501,47.607498,1862400,47.607498
"190",47.73,47.96875,47.102501,47.355,1259200,47.355
"191",47.355,47.7575,46.889999,47.669998,1562400,47.669998
"192",47.785,47.990002,47.224998,47.59,1442000,47.59
"193",47.5275,48.349998,47.450001,48.232498,2887200,48.232498
"194",48.380001,49.067501,48.169998,48.342499,1958800,48.342499
"195",48.689999,48.834999,47.772499,48.205002,1662000,48.205002
"196",48.077499,48.37875,47.9025,48.237499,1343600,48.237499
"197",48,48.2775,47.612499,47.802502,2038800,47.802502
"198",48.220001,48.220001,47.5,47.785,2482400,47.785
"199",48.035,48.125,47.107498,47.197498,2087200,47.197498
"200",47.215,47.73975,47.215,47.6525,1420400,47.6525
"201",47.735001,47.802502,47.139999,47.485001,1154800,47.485001
"202",47.105,47.532501,46.3125,47.532501,2096800,47.532501
"203",47.762501,48.237499,47.762501,47.919998,1298400,47.919998
"204",48,48.560001,47.7995,47.892502,1859600,47.892502
"205",48.162498,48.43,47.592499,48.275002,1373600,48.275002
"206",48.005001,48.334999,47.197498,47.4025,1829600,47.4025
"207",47.735001,48.474998,47.686249,47.9575,1719600,47.9575
"208",48.4725,49.168751,48.227501,48.912498,2225200,48.912498
"209",49.0625,50.205002,48.860001,49.040001,3342800,49.040001
"210",49.3325,50.487499,49.224998,49.9725,3273600,49.9725
"211",50.352501,50.352501,48.7925,49.314999,3974800,49.314999
"212",49.375,49.375,44.48,45.2925,11033200,45.2925
"213",50.458752,50.537498,48.1875,50.372501,12820400,50.372501
"214",50.747501,51.837502,50.122501,51.669998,4584400,51.669998
"215",51.650002,53.747501,51.650002,52.389999,5753200,52.389999
"216",53.147499,54,52.755001,53.547501,4859200,53.547501
"217",53.337502,54.48,52.799999,53.387501,4042400,53.387501
"218",53.400002,55.4175,53.325001,55.262501,4640800,55.262501
"219",55.432499,56.782249,55.432499,56.287498,3853200,56.287498
"220",56.275002,57.215,56.099998,56.775002,2528000,56.775002
"221",56.5,57,55.290001,56.224998,2463600,56.224998
"222",56.720001,58.333752,56.584999,57.942501,3399600,57.942501
"223",58.115002,58.657501,57.367001,58.455002,2325200,58.455002
"224",58.75,60.487499,58.727501,60.4575,2884000,60.4575
"225",60.575001,61.412498,60.194,60.357498,3818800,60.357498
"226",60.362499,60.838749,59.540001,59.752499,2469200,59.752499
"227",60.27,60.85725,60.145,60.514999,1192400,60.514999
"228",60.424999,60.897499,59.612499,59.66,2170400,59.66
"229",59.75,60.9175,59.549999,60.887501,2159600,60.887501
"230",61.205002,61.224998,56.6325,58.552502,4844400,58.552502
"231",59.380001,59.508251,57.797501,58.279999,3353600,58.279999
"232",58.125,58.305,55.607498,57.162498,4554400,57.162498
"233",58.067501,58.443748,52.154999,52.369999,10346800,52.369999
"234",52.099998,54.66,51.715,52.762501,5088400,52.762501
"235",52.287498,53.490002,51.842499,53.215,2526400,53.215
"236",53.525002,55.3125,53.525002,54.965,3606800,54.965
"237",55.84,57.241249,55.514999,55.697498,3102000,55.697498
"238",55.75,56.247501,54.842499,55.922501,2307200,55.922501
"239",55.547501,55.825001,54.2775,54.5625,2825200,54.5625
"240",54.610001,56.560001,54.607498,56.282501,3164800,56.282501
"241",56.695,57.294998,56.3125,56.68,3130800,56.68
"242",57.075001,58.037498,56.825001,57.7575,4256400,57.7575
"243",58.75,58.916248,57.849998,58.8475,2646800,58.8475
"244",58.8125,59.584999,58.75,59,3321600,59
"245",59.375,59.589249,57.872501,58.537498,2305200,58.537498
"246",58.8475,59.599998,58.778,58.990002,2430800,58.990002
"247",59.215,59.215,58.342499,59.137501,2608800,59.137501
"248",59.055,59.174999,58.25,58.915001,1710000,58.915001
"249",58.915001,60.122501,58.915001,59.875,1562000,59.875
"250",59.974998,60.375,59.797501,60.16,1665600,60.16
"251",60.162498,60.325001,58.857498,58.895,1662800,58.895
"252",58.895,59.657501,56.689999,57.7575,3488800,57.7575
"253",58,58.9375,57.889999,58.900002,2234400,58.900002
"254",59.0625,59.4575,57.852501,58.172501,3348000,58.172501
"255",58.612499,59.615002,58.605,59.192501,2021600,59.192501
"256",59.810001,62.987499,59.627499,62.764999,5578800,62.764999
"257",62.764999,63.0825,61.625,62.494999,2827200,62.494999
"258",62.535,63.981251,62.349998,63.07,2528400,63.07
"259",63.365002,65.452499,63.365002,65.197502,4338000,65.197502
"260",65.267502,65.709999,64.275002,64.7575,3296400,64.7575
"261",65.412498,65.709999,62.541248,63.192501,3619200,63.192501
"262",63.977501,66.152496,63.872501,65.702499,3676800,65.702499
"263",65.870003,67.029999,65.75,66.297501,2570000,66.297501
"264",66.967499,67.967499,66.775002,67.709999,2726800,67.709999
"265",67.75,68.962502,67.172501,68.919998,2990400,68.919998
"266",67.730003,69.05275,67.050003,68.285004,3768800,68.285004
"267",68.702499,69.217499,67.317497,68.285004,2848400,68.285004
"268",68.900002,69.900002,68.627502,69.190002,2109200,69.190002
"269",69.864998,70.875,69.214996,70.875,1985200,70.875
"270",70.875,71.190002,69.339249,69.497498,2939600,69.497498
"271",68.269997,69.144997,63.002499,68.807503,5438800,68.807503
"272",69.127502,69.249748,67.260002,68.955002,3742400,68.955002
"273",68.300003,69.2425,68.277496,68.75,3337600,68.75
"274",68.037498,69.862503,66.779999,68.370003,3042400,68.370003
"275",66.377502,69.972504,65.627502,66.342499,4866400,66.342499
"276",63.3325,68.577499,62.602501,68.095001,4016800,68.095001
"277",69.497498,72.26725,68.760002,70.404999,4626000,70.404999
"278",71.252502,71.283752,66.095001,66.129997,4611600,66.129997
"279",67.392502,68.735252,64.514252,68.137497,4599200,68.137497
"280",69.537498,71.792999,69.405251,71.135002,5081600,71.135002
"281",71.25,73.181503,71.019997,73.144997,4068000,73.144997
"282",72.75,76.360001,72.739998,75.529999,5887600,75.529999
"283",76.5,77.917503,73.838501,76.989998,11583200,76.989998
"284",64.5,67.25,61.880001,62.372501,35418800,62.372501
"285",62,63.32,61.5275,62.412498,9020400,62.412498
"286",62.25,62.639999,58.955002,59.5075,11966000,59.5075
"287",60,61.357498,59.810001,61.165001,6400000,61.165001
"288",61.587502,62.372501,60.084999,61.48,5208800,61.48
"289",61.892502,65,61.693748,64.962502,6760400,64.962502
"290",65,65.989998,63.9375,64.785004,5651600,64.785004
"291",65,68.394997,65,67.434998,8564400,67.434998
"292",67.660004,68.099998,64.577499,65.949997,6458400,65.949997
"293",64.464996,67.987503,63.552502,67.875,5660800,67.875
"294",67.5,71.485001,66.824997,70.464996,8217200,70.464996
"295",70.75,73.125,70.75,72.150002,7250400,72.150002
"296",71.375,73.379997,71.25,72.894997,4968800,72.894997
"297",73.129997,74.214752,72,73.442497,4442400,73.442497
"298",73.777496,74.5,73.453003,73.787498,3690000,73.787498
"299",74.172501,75.327499,73.790001,74.349998,4828800,74.349998
"300",74.470001,74.879997,72.080002,72.419998,4796800,72.419998
"301",72.5,74.870003,72.197502,74.625,5563600,74.625
"302",74.5,74.682503,73.254997,73.974998,3552800,73.974998
"303",74.097504,74.236252,72.995003,73.43,3064800,73.43
"304",69.077499,70.875,68.0625,69.347504,7572800,69.347504
"305",69.885002,72.162498,69.727501,71.355003,4594800,71.355003
"306",71.300003,71.602501,70.292503,70.675003,2462400,70.675003
"307",69.525002,70.474998,68.25,68.434998,3739200,68.434998
"308",68.527496,68.944748,65.527496,66.052498,4904000,66.052498
"309",67.752502,68.254997,65.580254,67.745003,4171600,67.745003
"310",68.235001,68.737503,63.137749,63.424999,5602800,63.424999
"311",63.0275,63.297249,60.7925,61.285,7141200,61.285
"312",62.002499,64.625,61.1175,63.825001,5000400,63.825001
"313",63.365002,64.790001,62.179749,63.377499,4241200,63.377499
"314",64.125,64.349998,62.509998,63.377499,3897200,63.377499
"315",61.57,64.922501,61.275002,64.739998,3386000,64.739998
"316",65.717499,67.860001,65.275002,65.684998,4672800,65.684998
"317",64.422501,65.497498,64.017502,64.68,3308400,64.68
"318",65.637497,66.525002,64.875,64.875,2206000,64.875
"319",66.317497,67.212502,65.845001,66.797501,2940800,66.797501
"320",66.32,67.3825,66.32,66.644997,2014400,66.644997
"321",67,68.025002,66.997498,67.222504,2529600,67.222504
"322",64.504997,64.584747,60.330002,61.049999,11220000,61.049999
"323",61.662498,61.923248,59.674999,59.860001,6106400,59.860001
"324",60.25,64.650002,60.137501,64.199997,8154800,64.199997
"325",64.059998,64.797501,62.407501,64.625,2920800,64.625
"326",63.9175,64.364998,62.677502,64.092499,2919600,64.092499
"327",64.32,65.849998,63.8675,65.162498,2633200,65.162498
"328",65.495003,65.495003,63.002499,63.544998,2782800,63.544998
"329",64.497498,66,62.150002,63.014999,3860400,63.014999
"330",62.872501,64.055,61.801998,63.255001,2585200,63.255001
"331",63.892502,64.945,63.759998,64.877502,2236800,64.877502
"332",65.654999,66.662498,64.997498,65.6875,2887600,65.6875
"333",66.044998,66.870003,65.327499,66.137497,3338400,66.137497
"334",66.137497,66.339996,65.1325,66.317497,2717200,66.317497
"335",66.870003,68.135002,66.352501,66.364998,3564400,66.364998
"336",65.582497,67.6875,65.055,66.962502,4751200,66.962502
"337",60.974998,62.247501,58.810001,61.262501,13546400,61.262501
"338",61.775002,63.705002,61.357498,63.09,6547200,63.09
"339",62.7925,65.1325,62.782501,64.822502,4562800,64.822502
"340",65.105003,65.275002,64.139999,64.855003,3482000,64.855003
"341",64.949997,65.547501,64.75,65.165001,4894000,65.165001
"342",65,65.199997,64.002502,64.977501,2346800,64.977501
"343",64.602501,65.125,63.169998,63.380001,4228000,63.380001
"344",62.834999,63.360001,62.0625,62.387501,2940800,62.387501
"345",62.310001,62.703499,61.650002,62.282501,2516400,62.282501
"346",62,62.282501,60.904999,61.8675,5352800,61.8675
"347",62,62.52,61.833752,62.022499,1925200,62.022499
"348",62.435001,63.950001,62.435001,63.5625,3738000,63.5625
"349",63.275002,64.275002,62.375,62.404999,3216800,62.404999
"350",62.18,64.033752,62,63.994999,2700000,63.994999
"351",63.945,63.945,62.512501,63.1525,2050400,63.1525
"352",63.360001,64.224998,63.150249,63.9375,2124800,63.9375
"353",63.5,64.875,63.310001,63.965,4275200,63.965
"354",64.099998,64.375,62.862751,62.912498,3568000,62.912498
"355",63.369999,64.032501,62.799999,62.889999,3540000,62.889999
"356",63.165001,65.747498,63.130001,65.305,4263600,65.305
"357",65.625,67.25,65.347504,67.07,3758800,67.07
"358",67.074997,69.147499,66.815002,68.6875,5211600,68.6875
"359",68.845001,70.144997,68.842499,69.565002,5011200,69.565002
"360",69.625,69.8125,67.357498,67.724998,3096800,67.724998
"361",67.669998,68.677498,67.150253,68.4375,2059600,68.4375
"362",68.4375,69.168747,67.629997,67.919998,4091200,67.919998
"363",68.202499,69.1175,68.102501,68.660004,2220000,68.660004
"364",69.147499,70.525497,68.845001,70.285004,3391600,70.285004
"365",70.202499,71.137497,69.877502,70.279999,3048000,70.279999
"366",69.857498,71.75,69.462502,71.654999,5458000,71.654999
"367",70.639999,70.912498,68.5075,69.805,4008400,69.805
"368",68.412498,69.482498,67.847504,68.449997,2991200,68.449997
"369",69.154999,71.779999,69.154999,70.934998,4109600,70.934998
"370",71.097504,71.4375,69.610001,69.830002,1938800,69.830002
"371",70.245003,70.245003,67.327499,68.162498,4446800,68.162498
"372",67.167503,67.5,64.352501,64.970001,5390400,64.970001
"373",65.032501,66.313751,64.775002,65.595001,2872800,65.595001
"374",65.6875,66.120003,63.43,63.572498,3657600,63.572498
"375",63.25,65.139999,63.2145,64.567497,2207600,64.567497
"376",64.974998,65.178749,64.190002,64.372498,1651200,64.372498
"377",63.744999,65.362503,63.272499,65.339996,1764000,65.339996
"378",65.550003,65.582497,63.862499,63.967499,1573200,63.967499
"379",64.497498,64.671249,63.0625,64.477501,2067600,64.477501
"380",64.727501,65.982498,64.480003,65.597504,1258400,65.597504
"381",67.467499,68.7425,66.402496,67.614998,3004400,67.614998
"382",68,68,66.932503,67.137497,1511200,67.137497
"383",66.25,67.739754,65.892502,67.330002,1546000,67.330002
"384",67.972504,69.794998,67.668747,69.589996,2083600,69.589996
"385",69.574997,69.589996,65.290001,66.622498,5695600,66.622498
"386",66.625,68.6875,66.625,67.709999,2833600,67.709999
"387",67.672501,68.690002,66.724998,68.470001,1152000,68.470001
"388",68.470001,68.962502,68.269997,68.672501,1272400,68.672501
"389",69.342499,70.300003,68.845749,69.0625,2346400,69.0625
"390",69.25,69.452499,67.137497,67.209999,2274800,67.209999
"391",67.372498,67.717499,65.875,67.097504,2296800,67.097504
"392",67.597504,68.050003,65.745003,66.574997,2349600,66.574997
"393",66.5075,68.995003,66.5075,68.577499,2080800,68.577499
"394",68.154999,69.830002,67.315002,69.07,2012800,69.07
"395",68.887497,69.222504,66.724503,67.82,2939600,67.82
"396",67.537498,67.692497,63.77,64.464996,3659200,64.464996
"397",64.440002,65.717499,63.377499,63.932499,3961600,63.932499
"398",64.125,65.870003,64.000252,65.650002,2582000,65.650002
"399",65.412498,67.962502,65.128998,67.962502,5517200,67.962502
"400",67.355003,67.355003,64.135002,64.385002,7720800,64.385002
"401",64.625,68.047501,64.625,67.832497,4897200,67.832497
"402",67.887497,68.4375,66.877502,67.202499,2740400,67.202499
"403",67.457497,67.457497,65.775002,66.139999,2903600,66.139999
"404",66.019997,68.190002,65.9375,67.334999,2748800,67.334999
"405",67.114998,67.657501,66.692497,67.212502,1758800,67.212502
"406",67.214996,68.337502,66.870003,67.32,1799200,67.32
"407",67.915001,68.563499,67.175003,67.864998,2802800,67.864998
"408",67.419998,68.150002,65.629997,66.394997,2514800,66.394997
"409",67.207497,68.873749,66.871246,66.982498,2826000,66.982498
"410",66.442497,67.618752,66.442497,67.260002,1829600,67.260002
"411",67.387497,68.625,67.033752,68.43,1995600,68.43
"412",68.125,69.287498,67.831001,67.957497,2251200,67.957497
"413",68.025002,69.738747,67.416252,69.339996,2338400,69.339996
"414",69.227501,70.855003,68.752502,70.652496,3258800,70.652496
"415",73.959999,78.341751,73.730003,77.144997,16329600,77.144997
"416",77.144997,78.125,75.150002,76.197502,44648000,76.197502
"417",76.25,76.684998,75.533752,76.050003,6796000,76.050003
"418",75.837502,76.514999,75.234001,75.547501,5022800,75.547501
"419",75.18,75.685249,73.612503,74.467499,4048800,74.467499
"420",74,75.582497,73.860001,74.745003,3233200,74.745003
"421",72.224998,73.5,71.5625,72.455002,8104000,72.455002
"422",72.114998,72.272499,67.785004,68.072502,7240000,68.072502
"423",68.5,69.239998,66.305,66.942497,5211600,66.942497
"424",66.947502,68.077499,66,66.762497,4446400,66.762497
"425",67.184998,67.495003,66.227501,67.252502,4715200,67.252502
"426",66.897499,67.8125,66.410004,66.802498,3347600,66.802498
"427",66.714996,67.052498,65.447502,66.962502,3451600,66.962502
"428",67.247498,68,66.989998,67.514999,3313200,67.514999
"429",67.75,68.422501,67.345001,67.8125,4026000,67.8125
"430",67.967499,68.07,66.139999,66.269997,2702800,66.269997
"431",66.324997,67.337502,66.324997,66.790001,2928800,66.790001
"432",67.012497,67.845001,66.800247,67.550003,3399600,67.550003
"433",68.160004,68.512497,67.550003,68.262497,2981200,68.262497
"434",68.5,68.75,67.110001,67.322502,7262400,67.322502
"435",67.07,68.807503,66.254997,68.552498,2846400,68.552498
"436",68.794998,69,68.125,68.639999,2075200,68.639999
"437",68.254997,68.474998,65.842499,65.967499,4942800,65.967499
"438",66.222504,67.102501,65.925003,66.332497,3331600,66.332497
"439",66.324997,67.25,66.178749,66.464996,1904000,66.464996
"440",66.802498,67.205002,64.6175,64.910004,4486400,64.910004
"441",64.519997,64.959999,63.830002,64.037498,2934000,64.037498
"442",64.25,65.639999,63.935001,65.357498,2391200,65.357498
"443",65.190002,65.353752,63.872501,64.434998,2429200,64.434998
"444",64.137497,65.497498,61.7925,62.817501,4095600,62.817501
"445",62.610001,62.9025,59.803501,60.802502,4763600,60.802502
"446",60.57,61.247501,58.8825,59.662498,4629600,59.662498
"447",59.294998,59.497501,56.31625,56.447498,6457200,56.447498
"448",54.487499,56.049999,53.525002,53.865002,8848400,53.865002
