"","CDAY.Open","CDAY.High","CDAY.Low","CDAY.Close","CDAY.Volume","CDAY.Adjusted"
"470",60.34,62.903999,58.290001,61.91,2012600,61.91
"471",63.549999,63.549999,59.389999,62.830002,1331300,62.830002
"472",60.959999,62.299999,55.459999,56.630001,1780100,56.630001
"473",50.5,52.66,47.580002,48.619999,2390700,48.619999
"474",51.529999,55.365002,48.380001,55.049999,1847400,55.049999
"475",49,49.650002,45.810001,47.560001,2207400,47.560001
"476",48.439999,49.27,44.380001,49.049999,1798200,49.049999
"477",45.43,46.599998,38.400002,44.150002,2193100,44.150002
"478",44.029999,46.57,40.759998,45.900002,1663700,45.900002
"479",46.080002,49.52,44.68,47.759998,2092200,47.759998
"480",47.080002,49.139999,45.23,46.720001,1750100,46.720001
"481",47.720001,50.369999,47.560001,49.830002,1438200,49.830002
"482",49.830002,53.959999,48.77,50.290001,1390500,50.290001
"483",50.099998,54.470001,49.68,52.240002,1042500,52.240002
"484",50.099998,50.91,47.91,48.650002,1090600,48.650002
"485",48.880001,51.73,48.360001,51.41,575300,51.41
"486",50.790001,51.310001,48.900002,50.07,1115700,50.07
"487",47.68,48.619999,45.18,46,1367200,46
"488",45.189999,45.994999,42.580002,43.279999,1796900,43.279999
"489",42.540001,43.18,38.900002,39.209999,2504500,39.209999
"490",41.150002,44.59,40.162998,44.470001,1259900,44.470001
"491",47.040001,47.099998,44.169998,45.470001,1148500,45.470001
"492",46.27,50.209999,45.474998,49.52,1247000,49.52
"493",50.990002,56.215,50.294998,53.900002,2320900,53.900002
"494",53.52,54.259998,51.966,53,1639100,53
"495",54.009998,56.325001,54.009998,54.740002,1373800,54.740002
"496",52.639999,54.139999,51.450001,52.5,1270600,52.5
"497",51.450001,52.715,49.619999,50.150002,763100,50.150002
"498",51.849998,53.869999,51.598,53.580002,780800,53.580002
"499",52.459999,54.91,52.43,53.369999,760900,53.369999
"500",51.349998,52.32,49.259998,50.360001,760100,50.360001
"501",51.84,52.625,50.919998,51.689999,521400,51.689999
"502",49.889999,52.040001,49.240002,51.5,1698700,51.5
"503",52.48,52.950001,51.25,51.619999,1209100,51.619999
"504",52.73,54.77,52.055,54.439999,730900,54.439999
"505",55.529999,55.669998,52.939999,53.919998,992800,53.919998
"506",56.220001,60,55.439999,59.830002,1282100,59.830002
"507",59.310001,59.869999,57.740002,58.970001,1174600,58.970001
"508",56.68,57.959999,55.419998,56.700001,1900700,56.700001
"509",55.900002,58.639999,55.549999,58.619999,1079000,58.619999
"510",59.32,61.349998,58.610001,60.060001,1221000,60.060001
"511",60.66,62.720001,60.369999,61.869999,1806500,61.869999
"512",64.889999,66.629997,62.875,64.489998,2366300,64.489998
"513",65.889999,66.870003,65.154999,65.260002,1823500,65.260002
"514",64.480003,68.209999,64.379997,66.150002,1698200,66.150002
"515",66.510002,67.559998,64.300003,64.849998,1060900,64.849998
"516",64.459999,65.18,59.599998,60.84,1301300,60.84
"517",59.759998,61.689999,58.619999,61.619999,871600,61.619999
"518",61.200001,63.560001,60.529999,63.279999,539300,63.279999
"519",65,67.190002,64.260002,64.879997,722900,64.879997
"520",64.910004,66.959999,64.309998,64.400002,669800,64.400002
"521",65.290001,66.360001,64.870003,65.220001,502300,65.220001
"522",64.519997,64.989998,62.93,64.209999,1335500,64.209999
"523",64.150002,64.870003,62.860001,63.419998,793900,63.419998
"524",65.5,65.5,63.830002,65.279999,1511900,65.279999
"525",65.989998,67.650002,62.759998,67.43,911700,67.43
"526",68,71.519997,67.209999,67.919998,1768000,67.919998
"527",67.900002,70.110001,67.510002,68.870003,1266900,68.870003
"528",68.760002,73.480003,68.485001,71.809998,1847900,71.809998
"529",72.029999,72.589996,69.669998,72.010002,730000,72.010002
"530",72.589996,75.730003,72.040001,75.510002,1236600,75.510002
"531",75.279999,75.769997,73.235001,74.410004,1704300,74.410004
"532",74.690002,82.095001,74.330002,81.93,2396500,81.93
"533",81.910004,83.889999,81.536003,83.870003,2765400,83.870003
"534",80.529999,80.639999,75.470001,76.029999,3606800,76.029999
"535",75.860001,78.559998,75.301003,77.370003,1469400,77.370003
"536",75.300003,75.300003,69.620003,70.480003,2718900,70.480003
"537",73,74.989998,69.529999,72.610001,1581500,72.610001
"538",70.870003,77,70.389999,76.139999,2279400,76.139999
"539",78.93,79.550003,74.879997,76.559998,1588500,76.559998
"540",77.18,78.529999,76.540001,76.739998,997800,76.739998
"541",77.029999,79.43,77.029999,78.389999,1498500,78.389999
"542",78.900002,80.800003,76.75,77.529999,2201500,77.529999
"543",77.449997,79.040001,77.160004,78.730003,1330700,78.730003
"544",79.970001,81.019997,79.275002,80.660004,2117200,80.660004
"545",79.760002,80.529999,76.349998,78.400002,2006900,78.400002
"546",78.919998,80.080002,77.760002,79.75,1312800,79.75
"547",80.260002,80.980003,77.669998,79.910004,2642600,79.910004
"548",80.279999,80.279999,76.489998,78.279999,842000,78.279999
"549",78.300003,79.574997,77.540001,79.269997,949400,79.269997
"550",79.050003,84.360001,78.790001,84.139999,2681000,84.139999
"551",85.059998,86.779999,84.540001,84.669998,1374000,84.669998
"552",86.040001,87,83.779999,84.400002,1552200,84.400002
"553",84.290001,86.760002,83.501999,83.75,1159000,83.75
"554",84.220001,85.589996,84.18,84.989998,1373700,84.989998
"555",85.82,86.370003,83.519997,85.339996,2108500,85.339996
"556",85.260002,85.260002,83.139999,83.150002,832800,83.150002
"557",84.400002,85.285004,78.800003,78.82,1048500,78.82
"558",78.199997,79.459999,75.709999,79.410004,1101600,79.410004
"559",80.5,82.066002,79.260002,81.75,883400,81.75
"560",81,81.334999,79.589996,80.849998,626600,80.849998
"561",81.480003,83.029999,80.610001,82.290001,623500,82.290001
"562",82.839996,84.75,82.330002,82.5,1938400,82.5
"563",82.980003,83.150002,79.93,80.57,1644700,80.57
"564",80.989998,82.18,79.599998,80.709999,1032800,80.709999
"565",80.660004,82,77.050003,77.709999,1205400,77.709999
"566",76.529999,78.995003,75.730003,77.339996,737400,77.339996
"567",78,79.739998,77.150002,79.599998,716800,79.599998
"568",79.290001,80.970001,78.599998,79.489998,661000,79.489998
"569",80.239998,82.339996,79.809998,81.690002,729900,81.690002
"570",80.199997,80.860001,78.139999,78.959999,1552600,78.959999
"571",79.620003,79.620003,76.889999,78.290001,906100,78.290001
"572",79.050003,83.050003,78.690002,82.269997,1101700,82.269997
"573",82.239998,83.260002,81.059998,82.440002,656300,82.440002
"574",83.410004,85.360001,83.080002,84.269997,1708600,84.269997
"575",82.769997,85.400002,74.410004,74.5,4634700,74.5
"576",74.160004,74.690002,69.949997,70.410004,3022300,70.410004
"577",70.43,71.199997,67.669998,69.25,4283600,69.25
"578",69.139999,71.599998,67.870003,70.199997,2549100,70.199997
"579",70.910004,71.599998,69.139999,69.900002,2801100,69.900002
"580",69.889999,73.239998,69.870003,72.849998,1125500,72.849998
"581",72.970001,73.470001,72.279999,72.839996,809000,72.839996
"582",73.489998,75.25,72.839996,74.410004,917100,74.410004
"583",74.190002,75.190002,73.389999,74.239998,718800,74.239998
"584",74.370003,74.800003,72.589996,74.419998,779300,74.419998
"585",73.879997,76.589996,73.879997,75.970001,595300,75.970001
"586",75.690002,75.879997,74.040001,74.199997,613700,74.199997
"587",75.160004,75.529999,73.5,74.230003,500400,74.230003
"588",73.809998,75.290001,73.665001,75.019997,447700,75.019997
"589",73.25,77.059998,72.720001,76.610001,5671600,76.610001
"590",77.349998,78.330002,76.089996,76.959999,2386000,76.959999
"591",77.610001,80.239998,77.279999,78.849998,1451400,78.849998
"592",78.730003,79.870003,78.199997,79.519997,1197400,79.519997
"593",79.57,83.769997,79.410004,83.68,1330600,83.68
"594",84,84.580002,81.960999,82.849998,1587200,82.849998
"595",81.650002,81.690002,72.900002,73.940002,1988300,73.940002
"596",74.410004,75.120003,68.760002,72.660004,1760600,72.660004
"597",70.099998,77.915001,70,76.5,2441800,76.5
"598",77.970001,79.190002,77.290001,77.739998,1685500,77.739998
"599",78.190002,79.379997,75.699997,76.230003,815100,76.230003
"600",77.099998,77.629997,72.849998,73.529999,1470500,73.529999
"601",74.849998,75.440002,73.660004,75.279999,1030900,75.279999
"602",76.269997,77.239998,75.660004,76.800003,800200,76.800003
"603",77.400002,79.43,76.919998,78.010002,1284100,78.010002
"604",76.029999,76.440002,74.639999,75.589996,1244800,75.589996
"605",76.279999,77.779999,73.440002,75.029999,4442200,75.029999
"606",72.900002,76.349998,71.57,76.25,1202100,76.25
"607",77.290001,78.400002,74.989998,78.379997,1144600,78.379997
"608",77.860001,79.440002,76.230003,76.339996,960100,76.339996
"609",75.660004,76.57,73.260002,76.07,998500,76.07
"610",76.139999,79.760002,75.834999,79.610001,951000,79.610001
"611",81,82.550003,80.360001,82.209999,1536900,82.209999
"612",82.660004,84.278,81.519997,82.449997,1483300,82.449997
"613",82.25,83.690002,81.669998,82.650002,1320800,82.650002
"614",83.910004,84.760002,82.940002,83.480003,1354700,83.480003
"615",81.620003,84.809998,81.540001,84.300003,939800,84.300003
"616",85,88.68,84.389999,88.25,1756800,88.25
"617",88.400002,88.75,84.800003,85.379997,1135600,85.379997
"618",86.160004,88.32,85.559998,88,999900,88
"619",88.940002,89.385002,87.419998,87.889999,743100,87.889999
"620",88.040001,89.349998,87.860001,89.220001,763300,89.220001
"621",90,90.739998,88.555,88.82,804200,88.82
"622",88.720001,91.360001,88.559998,90.029999,875100,90.029999
"623",90.610001,90.849998,88.209999,89.449997,592700,89.449997
"624",87.870003,90.32,87.139999,89.940002,734800,89.940002
"625",90.980003,90.980003,89.589996,89.989998,688400,89.989998
"626",90.529999,91.529999,88.889999,89.080002,778700,89.080002
"627",89.419998,90.32,88.43,88.5,627600,88.5
"628",91.690002,92.449997,88.970001,89,745300,89
"629",88.839996,89.870003,86.559998,89.559998,561900,89.559998
"630",90,92.779999,88.864998,92.209999,766500,92.209999
"631",90.5,91.154999,87.699997,88.800003,649800,88.800003
"632",89.529999,90,88.400002,88.839996,598700,88.839996
"633",87.019997,90,85.779999,88.620003,763900,88.620003
"634",88.029999,89.269997,86.32,88.230003,956000,88.230003
"635",87.309998,87.779999,84.040001,86.220001,790000,86.220001
"636",86.660004,87.495003,83.400002,84.089996,839000,84.089996
"637",86.599998,87.849998,85.370003,87.199997,959500,87.199997
"638",89.809998,93.43,88.690002,91.919998,927900,91.919998
"639",93.190002,93.900002,90.5,91.040001,1361000,91.040001
"640",87.989998,94.82,85.139999,94.019997,2519200,94.019997
"641",95.25,97.949997,93.099998,94.269997,2690500,94.269997
"642",93.199997,95.849998,91.099998,94.650002,1370400,94.650002
"643",95.889999,98.529999,94.040001,97,1216300,97
"644",97.080002,99.239998,95.730003,96.370003,1400300,96.370003
"645",97.010002,97.169998,93.910004,95.860001,653300,95.860001
"646",95.559998,96.404999,93.959999,94.919998,707800,94.919998
"647",94.779999,97.410004,94.779999,97.129997,451200,97.129997
"648",97.559998,98.555,96.440002,96.690002,602500,96.690002
"649",99.220001,100,94.82,97.349998,990700,97.349998
"650",96.830002,97.589996,96,96.18,731600,96.18
"651",96.379997,97.580002,95.839996,96.440002,769200,96.440002
"652",96.739998,97.400002,94.440002,94.910004,874500,94.910004
"653",95.459999,97.199997,94.540001,96.07,941700,96.07
"654",97.410004,100.18,96.540001,99.389999,1396600,99.389999
"655",100.199997,100.489998,94.059998,96.419998,6931500,96.419998
"656",95.919998,97.125,94.529999,95.040001,954800,95.040001
"657",94.190002,94.190002,91.410004,93.900002,803200,93.900002
"658",94.019997,96.459999,93.804001,94.730003,748400,94.730003
"659",95.18,97.559998,94.529999,97.419998,1046800,97.419998
"660",97.75,99.639999,95.370003,96.529999,1084000,96.529999
"661",96.529999,99.540001,96.529999,99.330002,1060800,99.330002
"662",98.879997,99.730003,96.419998,96.870003,781400,96.870003
"663",96.120003,98.010002,95.955002,96.980003,550500,96.980003
"664",96.419998,98.260002,96.150002,97.870003,624400,97.870003
"665",98.059998,99.5,97.220001,98.75,868300,98.75
"666",99.209999,99.669998,96.879997,98.209999,921200,98.209999
"667",99.550003,100.43,96.919998,97.110001,1103000,97.110001
"668",97.550003,98.839996,96.339996,97.389999,1010300,97.389999
"669",98.300003,98.919998,95,97.650002,2082600,97.650002
"670",96.349998,99.120003,95.959999,98.82,841700,98.82
"671",99.470001,108.440002,98.839996,108.419998,2317100,108.419998
"672",108.32,110.57,106.410004,110.160004,1501800,110.160004
"673",109.449997,111.93,108.900002,110.059998,867600,110.059998
"674",111.059998,111.059998,105.940002,106.669998,810100,106.669998
"675",107.339996,108.480003,105.218002,107.059998,984900,107.059998
"676",107.790001,108.779999,105.300003,105.400002,493600,105.400002
"677",105.620003,107.135002,104.57,106.559998,549700,106.559998
