"","OMC.Open","OMC.High","OMC.Low","OMC.Close","OMC.Volume","OMC.Adjusted"
"444",70.449997,70.940002,69.779999,70.209999,2347000,62.749367
"445",69.690002,72.360001,69.610001,72.349998,3382400,64.661972
"446",72.879997,73.120003,71.43,71.699997,3499200,64.081039
"447",71.269997,71.790001,69.470001,69.57,2384800,62.177376
"448",69.919998,70.169998,68.050003,68.07,2412600,60.836769
"449",68.669998,69.080002,67.589996,68.599998,2023000,61.310444
"450",68.360001,70.169998,68.279999,69.5,2954000,62.114811
"451",73.790001,74.790001,71.889999,74.360001,9158900,66.458382
"452",75,76.110001,74.389999,75.690002,4753700,67.647057
"453",75.779999,76.650002,75.449997,76.169998,4431100,68.076042
"454",76.660004,77.730003,76.300003,77.07,4976400,68.880402
"455",77.379997,77.849998,76.260002,77.550003,2881900,69.30941
"456",76.599998,76.779999,75.559998,76.029999,4512500,67.950912
"457",75.760002,76.489998,72.989998,73.220001,4662500,65.439529
"458",72.790001,72.790001,70.959999,71.889999,5224400,64.250839
"459",70.919998,71.690002,69.610001,71.040001,3162300,63.491158
"460",71.849998,73.559998,71.709999,72.43,4567900,64.733459
"461",72.639999,74.860001,72.540001,74.800003,3387200,66.851639
"462",75.139999,75.300003,73.720001,74.32,3877400,66.42263
"463",74.75,75.099998,74.440002,74.699997,1996200,66.762245
"464",75,75.339996,74.410004,74.690002,1683900,66.753311
"465",75,75.57,74.769997,75.470001,2447900,67.450432
"466",75.5,75.849998,75.32,75.699997,2679200,67.655998
"467",76,76.230003,74.760002,75.910004,1624100,67.843689
"468",75.889999,76.220001,75.080002,76.040001,2282200,67.959854
"469",75.800003,76.709999,75.309998,75.57,2640000,67.539795
"470",75.419998,76.269997,75.309998,75.699997,1298600,67.655998
"471",76.010002,76.559998,75.790001,76.160004,2720100,68.067108
"472",76.5,77.040001,75.980003,76.510002,2200800,68.379921
"473",76.110001,76.839996,75.800003,76.709999,2073700,68.558685
"474",76.919998,77.470001,76.419998,77.099998,3607200,68.907219
"475",77.07,77.809998,76.629997,76.849998,2742500,68.683777
"476",76.139999,76.589996,75.040001,75.699997,2816100,67.655998
"477",75.809998,77.559998,75.650002,76.660004,4041500,68.513977
"478",76.25,76.910004,74.870003,74.879997,1044800,66.923119
"479",75.400002,76.190002,75.169998,76.169998,1733000,68.076042
"480",76.260002,77.57,76.260002,77.279999,2503500,69.0681
"481",77.370003,77.629997,76.68,77.510002,2572800,69.273659
"482",77.260002,77.830002,76.860001,77.18,2677000,68.978722
"483",77.410004,77.540001,76.720001,76.970001,3236300,68.791023
"484",77.629997,77.68,75.93,76.68,2e+06,68.531853
"485",76.769997,77.309998,75.32,75.629997,3298500,67.593414
"486",75.120003,75.660004,74.459999,75.480003,3410000,67.459381
"487",75.529999,75.910004,74.989998,75.5,2572600,67.477257
"488",75.349998,76.089996,74.620003,75.839996,3090800,67.781097
"489",77,77.639999,76.239998,76.949997,3667100,68.773163
"490",77.610001,78.050003,77.269997,77.589996,2964100,69.345161
"491",77.709999,78.080002,76.300003,77.040001,1826000,68.853607
"492",76.709999,77.139999,75.480003,75.779999,2232000,67.727478
"493",75.669998,76.360001,74.610001,74.970001,2226200,67.003548
"494",75.449997,75.82,73.839996,74.389999,2278300,66.485191
"495",74.220001,75.5,73.669998,73.870003,2485000,66.020447
"496",73.239998,73.330002,71.330002,72.25,2101400,65.101364
"497",72.209999,73.739998,70.190002,70.230003,4978100,63.281242
"498",69.760002,70.309998,69.050003,69.059998,1209200,62.226997
"499",69.25,71.589996,68.580002,71.589996,1930000,64.506676
"500",70.919998,72.150002,69.989998,72.150002,2061100,65.011269
"501",72.650002,73.019997,71.940002,72.32,1270600,65.164436
"502",72.599998,73.25,72.309998,73.239998,1258800,65.993408
"503",72.589996,73.449997,72.139999,72.709999,2175600,65.515862
"504",72.540001,72.839996,71.5,71.57,2884800,64.488655
"505",72.400002,73.739998,71.959999,73.339996,1681400,66.083519
"506",73.25,74.190002,73.019997,73.760002,2430300,66.461967
"507",74.57,75.529999,74.300003,75,2361500,67.579285
"508",74.940002,75.620003,74.690002,75.540001,1655900,68.065857
"509",75.260002,76.459999,74.970001,75.949997,2050100,68.435272
"510",75.949997,76.68,75.629997,76.510002,1928000,68.93988
"511",75.830002,76.599998,75.57,75.790001,1146000,68.291115
"512",75.82,76.360001,75.709999,76.110001,1177600,68.579453
"513",75.980003,76.019997,74.290001,74.669998,2611400,67.281937
"514",74.379997,74.68,73.75,74.349998,1949300,66.993591
"515",74.940002,76.120003,74.620003,76,2149300,68.480339
"516",75.669998,75.800003,73.940002,74.449997,1832100,67.083694
"517",74.68,75.330002,74.290001,75.260002,1349800,67.81356
"518",75.190002,76.809998,75.190002,76.690002,1654400,69.102058
"519",77,77.43,76.110001,76.400002,1517600,68.840767
"520",76.029999,76.800003,75.739998,76.349998,1294100,68.795708
"521",75.949997,77.620003,75.660004,77.489998,1742400,69.822891
"522",77.650002,77.870003,76.139999,77.419998,1300700,69.759819
"523",77.440002,77.970001,77.290001,77.879997,1527400,70.174324
"524",78.099998,78.300003,77.25,77.599998,1299300,69.922028
"525",77.239998,78.129997,76.709999,77.839996,1210900,70.138275
"526",77.75,78.75,77.400002,78.360001,1213600,70.606842
"527",78.099998,78.330002,74.150002,74.459999,3201700,67.092712
"528",73.839996,74.639999,72.709999,74.580002,4466200,67.200836
"529",74.379997,74.720001,73.720001,74.699997,2022200,67.308968
"530",74.650002,75.25,73.800003,73.879997,3549300,66.570099
"531",76,76.029999,71.75,74.089996,5467100,66.759315
"532",74.419998,75.699997,73.099998,73.489998,3420500,66.218674
"533",73.5,75.010002,72.639999,74.279999,3182800,66.930511
"534",74.910004,75.25,74.410004,75,2550900,67.579285
"535",74.25,75.330002,74.25,74.970001,1842200,67.552254
"536",75,75.330002,74.650002,75.050003,1734700,67.624336
"537",75.050003,75.849998,74.660004,74.910004,1265800,67.498177
"538",75.269997,75.980003,75.150002,75.629997,1607300,68.146935
"539",75.919998,76.25,75.260002,75.339996,1715300,67.885628
"540",75.419998,76,74.800003,75.519997,1822300,68.047836
"541",75.32,75.800003,74.720001,75.339996,1255000,67.885628
"542",75.559998,75.769997,74.919998,75.699997,1836800,68.210014
"543",76.709999,77.529999,76.190002,76.720001,2130300,69.129105
"544",77.07,77.129997,75.75,76.449997,1471000,68.885796
"545",76.5,76.870003,76.120003,76.410004,1270100,68.84977
"546",76.540001,76.82,74.910004,75.220001,2168200,67.777519
"547",75.230003,75.550003,74.339996,74.459999,1599800,67.092712
"548",73.419998,73.989998,73.32,73.980003,1713400,67.247238
"549",74.120003,75.510002,73.75,75.510002,2231500,68.638
"550",75.650002,75.989998,75.160004,75.25,1522900,68.401649
"551",75.410004,75.870003,74.889999,75.089996,2240800,68.25621
"552",75.239998,76.010002,74.93,75.639999,2108100,68.756165
"553",75.849998,75.940002,75.330002,75.470001,2119300,68.601646
"554",75.290001,75.68,74.400002,74.580002,1334100,67.792641
"555",74.739998,76.260002,74.559998,75.709999,1606600,68.819786
"556",75.699997,75.699997,73.879997,74.300003,1525000,67.538116
"557",73.980003,75.230003,73.870003,75.019997,1469900,68.192589
"558",74.910004,75.059998,73.019997,73.07,1537400,66.420059
"559",72.779999,73.410004,72.089996,72.239998,1215700,65.665596
"560",72.440002,73.099998,72.360001,72.599998,1459000,65.992836
"561",72.739998,73.199997,72.099998,72.860001,1370400,66.229156
"562",73.059998,73.970001,72.839996,73.260002,1193000,66.592766
"563",73.540001,73.589996,72.639999,72.989998,1447400,66.347328
"564",73.290001,73.870003,72.949997,73.620003,1642400,66.920013
"565",73.93,74,73.269997,73.540001,1475200,66.847282
"566",73.709999,74.089996,73.07,73.510002,1561800,66.820015
"567",73.360001,74.360001,73.360001,73.959999,1360900,67.22905
"568",73.949997,75.519997,73.489998,75.160004,2302800,68.319847
"569",74.959999,75.370003,74.559998,75.330002,1116000,68.474373
"570",74.879997,75.230003,74.620003,74.980003,1776800,68.156242
"571",74.980003,75.199997,74.57,75.190002,1319400,68.347115
"572",75.57,76.540001,75.370003,75.660004,1440600,68.774345
"573",75.910004,76.449997,75.550003,76.43,1607100,69.474274
"574",76.559998,77.470001,76.199997,76.900002,3292100,69.901489
"575",79,82.32,78.5,81.25,6343300,73.855598
"576",82.059998,84.110001,81.519997,83.800003,3650700,76.173553
"577",83.889999,84.349998,82.089996,82.300003,3979800,74.810051
"578",82.290001,82.470001,81.470001,81.790001,2322000,74.346466
"579",81.93,81.93,80.199997,80.550003,2997500,73.219315
"580",80.480003,80.940002,79.800003,79.959999,2249100,72.682999
"581",79.919998,79.989998,78.860001,79.5,1407400,72.264862
"582",80.459999,81.790001,80.18,81.419998,1964400,74.010124
"583",81.489998,82.290001,80.830002,80.839996,1486700,73.482918
"584",80.669998,80.669998,79.389999,80.029999,2128100,72.746651
"585",79.93,79.949997,78.860001,78.970001,1647900,71.783104
"586",79.160004,79.43,78.349998,79.160004,1723800,71.955818
"587",79.309998,80.57,79.190002,80.040001,1683900,72.755737
"588",79.07,80.269997,78.940002,80.230003,1172900,72.928444
"589",79.419998,79.669998,78.610001,79.110001,1668500,71.91037
"590",79.169998,79.760002,78.790001,79.43,2219700,72.201248
"591",79.050003,79.610001,78.410004,79.300003,1795200,72.083084
"592",79.279999,79.830002,78.599998,79.550003,1633800,72.310326
"593",78.360001,79,77.910004,78.239998,2592800,71.119537
"594",78.699997,79.43,78.260002,78.730003,1140200,71.564949
"595",79.699997,80.970001,78.07,79.150002,1556600,71.946732
"596",79.300003,80.059998,78.970001,79.040001,1502100,71.846741
"597",78.290001,79.910004,78.050003,79.510002,1315400,72.273964
"598",79.199997,79.800003,78.910004,79.300003,1248900,72.083084
"599",79.690002,80.330002,79.309998,80.080002,1136200,72.792084
"600",80.010002,80.040001,79.690002,79.779999,1001900,72.519394
"601",79.029999,79.25,76.989998,79.190002,2290700,71.983086
"602",79.730003,79.919998,78.769997,78.809998,1170600,71.637665
"603",78.900002,79.309998,78.209999,78.400002,2014200,71.264977
"604",78.029999,78.510002,77.07,77.5,1689200,70.446892
"605",77.550003,78.309998,77.389999,77.540001,1250600,70.483238
"606",77.129997,77.690002,76.900002,77.360001,1928600,70.319633
"607",77.419998,77.989998,76.720001,77.32,1957700,70.283279
"608",78.379997,78.519997,76.989998,78.029999,2151800,70.92865
"609",78.480003,78.699997,77.93,78.260002,1352700,71.137726
"610",78.449997,78.739998,77.860001,78.529999,1707600,71.383141
"611",79,79.93,79,79.309998,1981000,72.092163
"612",79.709999,80.160004,78.190002,78.589996,2435300,71.437691
"613",78.839996,79.550003,78.629997,79.209999,1506900,72.001266
"614",79.419998,80.209999,79.360001,79.800003,2559600,72.53756
"615",79.559998,80.360001,79.459999,80.18,2629100,73.481522
"616",80.269997,80.309998,79.300003,79.360001,1475800,72.730034
"617",79.339996,80.239998,79.080002,79.800003,1217300,73.13327
"618",80.260002,80.93,80.050003,80.139999,2267100,73.444855
"619",80.57,81.080002,80.5,80.919998,1909100,74.159706
"620",81.400002,81.559998,79.169998,80.730003,2056100,73.98558
"621",80.620003,81.480003,80.050003,81.389999,3188200,74.590439
"622",81.370003,81.620003,80.410004,81.440002,2163600,74.636253
"623",81.169998,81.410004,80.260002,80.290001,2874200,73.582336
"624",80.419998,81.339996,80.32,80.989998,2045600,74.223846
"625",80.980003,81.18,80.580002,81,1391000,74.233009
"626",81.190002,82.139999,80.989998,81.949997,2118900,75.103653
"627",82.739998,83.580002,82.449997,83.550003,1614300,76.569984
"628",83.349998,83.769997,82.870003,83.739998,1482400,76.74411
"629",83.889999,84.889999,83.650002,84.769997,1057900,77.688057
"630",84.370003,84.769997,83.449997,84.75,1127500,77.669724
"631",84.650002,84.830002,83.959999,84.239998,1416600,77.202339
"632",84.199997,84.480003,83.760002,84.25,2800800,77.21151
"633",84.25,84.650002,83.57,83.769997,1350400,76.771599
"634",84.040001,84.040001,82.949997,83.650002,2244300,76.661621
"635",83.870003,84.75,83.650002,84.690002,1183300,77.614746
"636",83.940002,84.529999,83.389999,83.989998,4160400,76.973206
"637",84.07,85.050003,84,84.019997,3806500,77.00071
"638",83.879997,83.959999,80.019997,81.57,3315800,74.755402
"639",80.980003,81.629997,79.919998,81.349998,3338800,74.55378
"640",81.050003,81.07,79.75,79.760002,3460100,73.096619
"641",79.900002,80.919998,79.870003,80.300003,2609100,73.591499
"642",80.029999,80.209999,79.029999,80.050003,1927000,73.362396
"643",80.330002,80.910004,79.68,80.699997,1722300,73.958069
"644",80.849998,81.68,80.610001,81.519997,1033600,74.709572
"645",81.699997,82.110001,81.480003,81.690002,1047900,74.865372
"646",81.830002,81.830002,80.980003,81.610001,906000,74.792053
"647",81.120003,81.529999,80.68,81.080002,825000,74.306351
"648",80.989998,81.57,79.669998,80.220001,1356900,73.518188
"649",80.300003,80.889999,78.879997,79.25,1598800,72.629211
"650",78.769997,78.949997,78.059998,78.57,1482200,72.006027
"651",77.639999,77.980003,76.129997,76.790001,1490900,70.374733
"652",77.089996,77.620003,76.330002,77.080002,1628300,70.640511
"653",76.389999,76.860001,75.440002,76.739998,1760300,70.328926
"654",77.57,79.050003,77.389999,78.809998,1889200,72.225983
"655",78.870003,79.260002,78.209999,78.550003,1229000,71.987701
"656",78.239998,78.709999,77.459999,77.879997,1301600,71.373672
"657",77.620003,79.440002,77.400002,78.610001,1118200,72.042686
"658",77.529999,77.809998,75.82,75.980003,1400200,69.632408
"659",76.160004,76.529999,75.510002,75.699997,1288900,69.375801
"660",76.18,77.459999,75.980003,77.099998,1497000,70.658829
"661",78.199997,78.720001,77.690002,78.059998,1859800,71.538628
"662",77.809998,78.07,76.739998,77.449997,1361300,70.979591
"663",77.970001,78,77.129997,77.290001,1067900,70.83297
"664",77.550003,78.010002,77.029999,77.360001,983100,70.89711
"665",77.099998,77.519997,75.089996,75.370003,1371900,69.073364
"666",76.029999,76.449997,75.779999,76.099998,1176100,69.742378
"667",76.68,76.709999,75.040001,75.400002,1505600,69.100853
"668",75.120003,75.75,74.629997,75.599998,988800,69.284149
"669",76.260002,76.389999,75.480003,75.559998,1413800,69.247498
"670",76.080002,76.330002,75.769997,76.059998,1915300,69.705719
"671",75.470001,75.989998,74.980003,75.300003,1524100,69.009216
"672",76.059998,76.809998,75.980003,76.629997,1247200,70.228096
"673",77.160004,78.349998,77.110001,77.940002,1300600,71.428658
"674",78.220001,78.809998,77.510002,77.540001,1539000,71.06208
"675",77.980003,78.599998,77.540001,78.470001,1125000,71.914383
"676",78.529999,82.059998,78.139999,82.059998,2893100,75.204453
"677",82.269997,82.629997,80.730003,81.989998,2007200,75.140305
"678",82.010002,82.050003,80.220001,80.809998,1584200,74.058884
"679",80.970001,81.93,79.160004,80.129997,3525300,73.435707
"680",79.580002,79.760002,78.900002,78.970001,1308500,72.372612
"681",78.860001,79.330002,77.980003,79.190002,1587000,72.574242
"682",79.169998,79.559998,78.559998,79.25,1691000,72.629211
"683",79.019997,79.019997,78.190002,78.5,1200000,72.536804
"684",78.620003,78.650002,77.470001,77.870003,2431700,71.954681
"685",77.779999,78.080002,77.529999,77.730003,1543400,71.82531
"686",78.099998,79.220001,77.75,78.699997,2063200,72.721611
"687",78.68,79.209999,78.230003,78.519997,1359600,72.55529
"688",78.440002,78.889999,76.690002,76.879997,1585500,71.039871
"689",77.120003,77.82,76.980003,77.779999,1285200,71.871506
"690",77.889999,79.110001,77.889999,78.300003,1311900,72.352005
"691",78.75,79.550003,78.07,78.129997,1291000,72.194923
"692",77.43,77.620003,76.279999,77.169998,1884500,71.307854
"693",77.07,77.190002,75.669998,75.980003,2139500,70.208244
"694",76.739998,77.68,76.650002,77.019997,1392400,71.169243
"695",77.089996,78,76.940002,77,1467100,71.150764
"696",76.470001,76.5,74.889999,74.970001,1897000,69.274971
"697",75.209999,75.860001,74.75,74.800003,1949900,69.117882
"698",74.699997,75.93,72.540001,73.169998,3761000,67.611694
"699",73.519997,75.309998,73.269997,74.650002,2213400,68.979279
"700",74.769997,75.93,74.68,75.160004,3099400,69.450546
"701",74.690002,76.120003,74.080002,75.699997,3070700,69.949509
"702",75.43,75.949997,74.300003,75.519997,2222800,69.78318
"703",76.080002,76.32,75.160004,76.029999,1238400,70.254433
"704",75.57,75.779999,74.910004,75.379997,1858800,69.653824
"705",75.550003,75.800003,75.169998,75.379997,1265200,69.653824
"706",75.379997,76.769997,75.150002,76.470001,1998100,70.661026
"707",76.519997,77.010002,76.290001,76.720001,1396300,70.892021
"708",76.769997,76.870003,74.93,76.489998,1658100,70.679512
"709",76.610001,77.449997,76.370003,76.82,1118500,70.984444
"710",76.989998,77.720001,76.849998,77,1094200,71.150764
"711",77.110001,77.699997,76.860001,77.190002,1066600,71.326332
"712",76.959999,77.379997,76.260002,77.360001,1142500,71.483414
"713",77.43,77.510002,76.129997,77.190002,1217100,71.326332
"714",77.419998,77.629997,76.809998,77.050003,1314000,71.19696
"715",77.199997,77.459999,76.419998,76.739998,1138900,70.9105
"716",77.110001,79.040001,76.82,79,1814300,72.998833
"717",79.029999,79.110001,78.419998,78.709999,1290700,72.730865
"718",79.190002,80.459999,79.080002,80.269997,1847600,74.172356
"719",80.400002,80.839996,80.07,80.769997,1571900,74.634369
"720",80.019997,80.190002,78.760002,79.110001,1454300,73.100487
"721",78.949997,79.440002,78.419998,79.089996,1345500,73.081993
"722",79.080002,79.080002,77.919998,77.989998,1780900,72.065544
"723",77.82,78.75,77.809998,78.559998,1380400,72.592255
"724",79.07,79.150002,78.169998,78.790001,3382400,72.804771
"725",78.580002,78.580002,77.07,78.239998,1611600,72.29657
"726",78.669998,78.790001,78.129997,78.669998,1108600,72.693893
"727",78.230003,78.599998,77.370003,77.5,1518500,71.612785
"728",77.489998,78.209999,77,77.949997,1119100,72.028587
"729",78.269997,78.489998,77.800003,77.949997,882200,72.028587
"730",78.330002,79.040001,78.059998,78.910004,1275900,72.91568
"731",79.18,79.339996,78.599998,79.269997,1305400,73.248329
"732",79.959999,80.209999,79.449997,79.949997,1218600,73.876671
"733",80,80.089996,79.459999,79.480003,984000,73.442383
"734",79.5,79.82,79,79.370003,1465900,73.340736
"735",78.730003,78.75,77.199997,78.379997,978400,72.425926
"736",78.360001,79.129997,78.07,78.639999,1187200,72.666176
"737",78.760002,79.449997,78.540001,79.300003,1041700,73.276047
"738",80.029999,80.120003,79.709999,79.949997,1247500,73.876671
"739",79.760002,80.300003,79.559998,80.059998,1439500,73.97831
"740",80.050003,80.809998,79.510002,80.389999,1479100,74.283249
"741",80.790001,81.389999,80.190002,80.839996,1687400,74.699043
"742",81,82.32,80.580002,82.230003,1205700,75.983459
"743",82.339996,82.730003,81.809998,82.040001,1352600,75.807907
"744",82.440002,82.690002,81.110001,81.769997,1460900,75.558411
"745",81.400002,81.540001,80.760002,81.010002,1682700,74.85614
"746",81,81.190002,79.839996,79.879997,1800100,73.811989
"747",79.440002,79.760002,79.199997,79.610001,1834700,74.166008
"748",80.110001,81.470001,79.889999,80.830002,2851100,75.302582
"749",80.860001,81.059998,80.349998,80.709999,1108700,75.190773
"750",80.830002,81.099998,80.519997,80.839996,325100,75.311882
"751",80.779999,81.010002,80.629997,80.900002,665100,75.36779
"752",81.199997,81.339996,80.790001,80.839996,674300,75.311882
"753",81.230003,81.309998,80.709999,80.910004,767100,75.377106
"754",80.660004,81.019997,80.5,81.019997,1148700,75.479584
"755",81.150002,81.169998,78.959999,79.870003,1951400,74.408218
"756",79,80.010002,78.879997,79.93,1018300,74.464111
"757",79.389999,79.669998,78.959999,79.529999,1436600,74.091469
"758",79.800003,80.040001,78.970001,79.110001,1598300,73.700195
"759",79.349998,79.949997,79.25,79.32,1737400,73.895844
"760",79.5,80.019997,79.389999,79.75,1838700,74.296417
"761",79.75,80.089996,79.18,79.25,1278600,73.83062
"762",79.269997,79.68,78.809998,79.68,1622500,74.231209
"763",79.440002,79.830002,79.279999,79.629997,1521200,74.184631
"764",79.580002,79.959999,79.32,79.459999,1181500,74.02626
"765",79.730003,79.889999,79.379997,79.699997,1572100,74.24984
"766",79.82,80.739998,79.559998,80.489998,2673200,74.985817
"767",80.410004,81,80.139999,80.269997,2219000,74.780853
"768",80.349998,80.459999,79.220001,79.470001,1806500,74.035576
"769",79.07,79.190002,77.809998,78.75,1587000,73.364807
"770",78.849998,78.849998,77.580002,77.699997,1715000,72.386612
"771",76.589996,77.419998,76.07,76.870003,2306800,71.61338
"772",77.370003,77.580002,76.550003,76.760002,2490300,71.510902
"773",76.910004,77,76.099998,76.209999,1318500,70.998497
"774",75.68,76.110001,74.839996,75.989998,2364200,70.793533
"775",76.089996,76.360001,75.050003,75.309998,3829200,70.160049
"776",75.650002,76.82,75.410004,75.639999,1944000,70.467476
"777",76.470001,77.129997,76.220001,76.730003,2086000,71.482956
"778",77.349998,78.290001,77.209999,77.769997,1801500,72.45182
"779",78.309998,78.940002,76.57,76.589996,1352800,71.352524
"780",76.230003,76.449997,74.959999,75.739998,1867300,70.560638
"781",75.68,77.010002,75.650002,77,3172400,71.734474
"782",79.489998,80.25,76.629997,77.279999,3727800,71.995331
"783",78,79.290001,77.449997,78.849998,2650800,73.457962
"784",78.529999,80.019997,78.529999,79.529999,2695400,74.091469
"785",79.75,79.75,77.57,78.139999,1551900,72.796524
"786",78.120003,78.730003,78.110001,78.610001,1902500,73.23439
"787",78.769997,79.07,78.489998,78.620003,1356000,73.243706
"788",78.489998,78.989998,77.860001,78.779999,1405000,73.392761
"789",78.379997,78.57,77.470001,78.269997,2300300,72.917625
"790",76.849998,76.900002,75.389999,76.239998,1946700,71.026459
"791",76.349998,76.440002,73.489998,74.019997,2596900,68.95826
"792",74.080002,75.120003,72.410004,72.410004,3233200,67.458366
"793",70.730003,72.010002,69.489998,69.519997,4206900,64.765984
"794",67.989998,69.709999,67.059998,69.279999,4338700,64.542404
"795",69.410004,70.470001,67.550003,70.360001,3538400,65.548553
"796",70.120003,71.739998,68.209999,69.190002,2445500,64.458549
"797",70.150002,71.110001,69.370003,70.980003,2718400,66.126144
"798",69.059998,69.279999,67.669998,68.120003,3066500,63.461723
"799",66.209999,67.529999,64.769997,65.82,4352400,61.319008
"800",62.610001,62.619999,60.25,60.369999,3560800,56.80265
"801",62.02,64.230003,59.43,64.18,2865900,60.387508
"802",62.450001,62.880001,60.970001,62.220001,2809900,58.543324
"803",58.68,59.599998,55.349998,56.549999,3116800,53.20837
"804",59.380001,62.939999,55.389999,62.91,4004800,59.192551
"805",56.869999,60.740002,52.84,57.23,4404900,53.848194
"806",58.450001,59.889999,52.5,59.509998,4066400,55.993462
"807",55.790001,56.439999,51.34,56.029999,3439800,52.719097
"808",55.25,58.549999,54.52,54.84,2884200,51.599419
"809",55.52,55.580002,48.380001,49.509998,3724200,46.584377
"810",48.790001,50.459999,46.369999,48.299999,3214800,45.445881
"811",51.650002,52.34,49.599998,51.48,3357600,48.437969
"812",51.619999,56.68,49.709999,52.16,5590100,49.077785
"813",52.790001,56.59,52.490002,56.349998,3272000,53.020191
"814",54.25,55.919998,51.25,51.98,3339800,48.908424
"815",51.490002,55.5,50.560001,54.919998,3251600,51.674686
"816",55.09,56.200001,54.040001,54.900002,2484900,51.655876
"817",52.290001,53.189999,50.810001,51.669998,3258600,48.616741
"818",51.130001,54.099998,50.18,52.110001,2678700,49.030746
"819",51.799999,53.27,49.48,49.59,2310600,46.659653
"820",51.82,54.049999,51.09,53.700001,2223700,50.526787
"821",56.450001,56.75,54.189999,54.259998,2827200,51.053692
"822",54.439999,55.150002,52.900002,54.669998,2470600,51.439461
"823",55.599998,57.66,55.450001,56.799999,2532400,53.4436
"824",56.369999,56.529999,53.939999,55.75,2116600,52.455654
"825",56.959999,57.02,55.470001,55.59,1997800,52.305099
"826",53.950001,54.34,50.779999,51.959999,3606500,48.889603
"827",52.360001,53.299999,49.580002,53.02,3334900,49.886967
"828",54.720001,56.310001,53.619999,54.57,2450700,51.345375
"829",53.400002,55.380001,52.080002,53.919998,2649700,50.73378
"830",52.119999,53.029999,50.84,51.34,2785600,48.306248
"831",52.41,52.68,50.470001,50.689999,2179500,47.694653
"832",50.959999,53.380001,50.799999,51.490002,1897700,48.44738
"833",51.740002,52.369999,51.220001,52.029999,1593600,48.955467
"834",52.560001,54.77,52.560001,54.34,3014600,51.128963
"835",54.5,56.98,54.040001,56.5,3392600,53.161331
"836",57.830002,62.57,57.830002,61.360001,6059600,57.734142
"837",59.68,60.049999,56.889999,57.029999,3186500,53.660007
"838",56.02,56.32,55.009998,55.889999,2367800,52.587376
"839",54.849998,54.900002,52.959999,54.27,2753900,51.063103
"840",54.849998,55.34,54.060001,54.220001,2330000,51.01606
"841",54.5,54.759998,53.32,54.34,1721800,51.128963
"842",54.950001,55.669998,53.380001,53.630001,2703300,50.460922
"843",54.779999,55.43,54.32,55.110001,1833700,51.853462
"844",54.68,54.68,52.48,53.599998,1937700,50.432697
"845",53.759998,54.209999,51.849998,51.860001,1619100,48.795521
"846",51.389999,51.540001,48.470001,49.060001,2630200,46.160973
"847",48.389999,50.41,46.630001,50.240002,3047600,47.271244
"848",49.709999,51.290001,49.07,50.900002,4187600,47.892246
"849",53.240002,53.98,53,53.169998,1965400,50.028103
"850",52.919998,53.380001,51.650002,52.290001,2297300,49.2001
"851",52.830002,53.5,52.279999,52.439999,2002100,49.34124
"852",52.34,53.27,51.759998,51.860001,2300300,48.795521
"853",51.860001,52.66,51.189999,51.779999,2026800,48.720242
"854",53.639999,54.529999,53.23,54.09,3991500,50.893734
"855",55.669998,58.049999,55.5,57.810001,3861700,54.393921
"856",57.639999,57.810001,55.040001,55.169998,2083800,51.90992
"857",54.509998,54.950001,53.150002,54.790001,3461800,51.552376
"858",54.889999,56.41,54.889999,55.580002,2155000,52.295696
"859",56.200001,56.290001,55.02,55.259998,2492800,51.994602
"860",56.360001,57.400002,55.66,57.130001,2904100,53.754105
"861",56.68,57.91,55.419998,57.860001,2883500,54.440968
"862",59.900002,62.869999,59.900002,60.779999,4737400,57.188416
"863",61.380001,64,61.380001,63.900002,3272900,60.124054
"864",62.779999,62.98,60.240002,60.34,2670400,56.774418
"865",60.119999,60.119999,57.32,58.119999,2521300,54.6856
"866",55.169998,55.959999,54.02,54.450001,2879800,51.811916
"867",56.150002,57.169998,53.869999,55.029999,2353600,52.363819
"868",53.419998,56.900002,53.360001,56.32,3217400,53.591312
"869",58.099998,58.950001,55.869999,56.360001,2340800,53.629379
"870",56.259998,56.599998,55.189999,55.389999,1693700,52.706375
"871",54.450001,55.709999,54.200001,55.419998,2130800,52.734917
"872",56.57,56.970001,53.330002,53.330002,9272700,50.746181
"873",53.02,53.369999,51.77,52.759998,2868100,50.2038
"874",53.549999,54.700001,53.029999,54.099998,3605400,51.478874
"875",53.369999,53.639999,52.009998,52.450001,2753100,49.908817
"876",52.02,53.200001,51.07,52.799999,3319200,50.241859
"877",52.52,52.93,51.25,52.779999,4731100,50.222832
"878",53.209999,55.279999,53.130001,54.290001,2924000,51.659668
"879",54.27,55.049999,53.889999,54.599998,2381400,51.954651
"880",54.459999,56,54.200001,54.540001,2206200,51.897556
"881",55.509998,55.939999,54.360001,54.610001,1689100,51.964169
"882",55.619999,55.93,54.599998,55.259998,1540000,52.582676
"883",54.650002,55.720001,54.119999,55.709999,2534100,53.010868
"884",55.459999,55.490002,53.110001,53.599998,3267100,51.003098
"885",53.439999,53.59,50.869999,51.66,2627800,49.157093
"886",51.68,54.32,51.529999,53.82,1708300,51.212444
"887",54.27,55.459999,54.07,54.529999,1953900,51.888042
"888",54.310001,55.27,53.82,54.860001,1429200,52.202053
"889",56,56.619999,55.299999,56.23,1740100,53.505676
"890",56.02,56.98,55.43,56.25,1352900,53.524712
"891",56.23,56.310001,55.029999,55.689999,1517600,52.991837
