"","MTCH.Open","MTCH.High","MTCH.Low","MTCH.Close","MTCH.Volume","MTCH.Adjusted"
"464",53.77,54.68,51.77,52.150002,2267300,49.634323
"465",52.43,52.509998,49.720001,51.189999,2752300,48.720631
"466",50.939999,52.599998,50.5,51.470001,4038300,48.987125
"467",43.93,44,40.759998,42.720001,15526300,40.659218
"468",42.759998,45.102001,42.759998,43.669998,4499200,41.563389
"469",43.049999,43.5,41.48,42.709999,4308700,40.6497
"470",42.59,42.73,40.360001,40.950001,3096300,38.974602
"471",41.27,42.553001,40.959999,41.779999,2828600,39.764561
"472",42.290001,42.599998,40.055,40.169998,3362300,38.232227
"473",40.200001,41.060001,39.060001,40.970001,3541800,38.993637
"474",41.029999,41.52,39.98,40,2075500,38.070427
"475",39.32,39.650002,36.209999,36.259998,5025200,34.510841
"476",34.32,37.029999,33.299999,36.360001,5571600,34.606018
"477",37,38.439999,36.957001,37.919998,2471200,36.090763
"478",37.639999,38.59,37.279999,38.450001,1056800,36.5952
"479",39.080002,39.5,38.580002,39.209999,2097800,37.318535
"480",38.689999,39.360001,38.009998,38.080002,1330100,36.24305
"481",38.279999,40.07,38.279999,39.959999,2228700,38.032356
"482",40.130001,41.77,39.700001,41.349998,2329000,39.355305
"483",41.189999,41.529999,39.584,40.27,2684300,38.327404
"484",41.509998,41.860001,40.139999,41.459999,3991400,39.459999
"485",39.459999,39.939999,37.860001,38.419998,2748400,38.419998
"486",37,41.669998,37,41.169998,4140700,41.169998
"487",40.720001,41.279999,39.310001,39.869999,2258700,39.869999
"488",39.82,41.380001,39.18,40.110001,1357100,40.110001
"489",40.619999,41.240002,39.560001,40.209999,1550500,40.209999
"490",40.860001,43.119999,40.52,42.709999,4874200,42.709999
"491",43,43.139999,41.674999,42.150002,1880200,42.150002
"492",41.52,43.73,41.240002,43.200001,3025800,43.200001
"493",42.990002,43.189999,40.785,41.02,2707700,41.02
"494",42.130001,42.459999,41.380001,41.950001,1954000,41.950001
"495",41.900002,42.75,40.794998,41,3012700,41
"496",41.09,41.200001,38.59,40.049999,2932300,40.049999
"497",40.119999,41.310001,38.82,38.970001,4296600,38.970001
"498",38.810001,39.880001,37.68,38.970001,983800,38.970001
"499",39.48,42.110001,39.389999,42.080002,1942100,42.080002
"500",40.450001,42.619999,40.450001,42.619999,1202500,42.619999
"501",42.619999,43.299999,41.380001,42.07,1590500,42.07
"502",42.389999,43.009998,41.779999,42.77,1297800,42.77
"503",42.060001,42.830002,41.560001,42.380001,1677800,42.380001
"504",41.77,42.290001,40.470001,41.119999,1828000,41.119999
"505",41.700001,43.860001,40.779999,43.049999,2460100,43.049999
"506",43.389999,44.200001,42.830002,43.369999,1471900,43.369999
"507",44.07,45.18,43.43,44.779999,2470500,44.779999
"508",45,45.639999,44.369999,45.009998,1759200,45.009998
"509",44.610001,45.27,44.080002,45.040001,1369600,45.040001
"510",44.830002,45.77,44.463001,44.689999,1308600,44.689999
"511",44.220001,44.799999,43.380001,44.360001,1680400,44.360001
"512",44.73,46.849998,44.73,46.470001,1585900,46.470001
"513",46.48,46.880001,45.52,46.18,1328700,46.18
"514",46.02,47.880001,45.91,47.060001,2027400,47.060001
"515",47.060001,48.720001,47.060001,48.220001,1806500,48.220001
"516",47.91,49.240002,47.567001,48.220001,1228300,48.220001
"517",48.790001,49.439999,48.41,49.41,1171700,49.41
"518",49.740002,50.630001,49.720001,50.450001,1167300,50.450001
"519",51.029999,52.602001,50.700001,52.369999,1400400,52.369999
"520",51.75,52.740002,50.709999,52.490002,1222200,52.490002
"521",52.790001,52.790001,51.349998,52.09,1188600,52.09
"522",52.689999,52.75,51.720001,52.459999,1633000,52.459999
"523",52.709999,54.57,52.665001,53.490002,1701700,53.490002
"524",53.490002,55.029999,53.310001,54.73,2190900,54.73
"525",51.759998,54.68,51.5,54.43,2416200,54.43
"526",54.439999,55.785,54.439999,55.68,2787600,55.68
"527",53.82,54.75,52.73,53.080002,3880600,53.080002
"528",57.900002,60.91,55.202,55.759998,9679400,55.759998
"529",54.540001,57.279999,53.349998,56.610001,3309400,56.610001
"530",57.5,58.389999,56.810001,57.73,3254700,57.73
"531",58.360001,58.490002,57.07,57.650002,1521300,57.650002
"532",57.68,58.07,57.189999,57.630001,1330000,57.630001
"533",57.240002,58.099998,56.52,57.779999,1096200,57.779999
"534",58.09,58.09,56.424999,57.330002,1625600,57.330002
"535",57.369999,57.799999,56.689999,57.080002,1391600,57.080002
"536",57.310001,57.549999,55.759998,56.48,1372200,56.48
"537",56.380001,57.18,56.09,56.73,1029000,56.73
"538",56.830002,57.5,56.599998,57.290001,1262100,57.290001
"539",57.43,58.650002,55.599998,55.970001,1715900,55.970001
"540",55.799999,56.060001,54.639999,55.349998,1374300,55.349998
"541",54.91,56,54.549999,55.779999,934400,55.779999
"542",55.84,55.93,54.900002,55.380001,973500,55.380001
"543",55.98,56,55.209999,55.599998,1208300,55.599998
"544",55.84,55.919998,53,54.48,1824400,54.48
"545",54.540001,55.290001,54.205002,55.09,898600,55.09
"546",55.080002,55.57,54.389999,54.700001,872500,54.700001
"547",54.73,55.099998,53.700001,53.790001,1123100,53.790001
"548",53,53.91,52.305,53.029999,1679500,53.029999
"549",53.349998,54.41,53.349998,53.580002,1945300,53.580002
"550",53.740002,54.470001,52.84,53.900002,1487300,53.900002
"551",54.139999,55.060001,53.349998,53.459999,1088500,53.459999
"552",53.380001,54.669998,52.630001,54.16,1422200,54.16
"553",54.439999,55.18,53.740002,55,2117000,55
"554",55.290001,56.240002,55.290001,55.689999,1762200,55.689999
"555",55.869999,57.314999,55.5,57.150002,1616200,57.150002
"556",56.93,58.57,56.869999,58.130001,2140900,58.130001
"557",57.98,59.924999,57.875999,59.509998,1854500,59.509998
"558",59.139999,59.57,57.380001,57.59,1481100,57.59
"559",57.490002,58.119999,56.41,56.939999,1530900,56.939999
"560",57.41,58.09,56.470001,56.98,1063500,56.98
"561",57.150002,57.889999,54.810001,55.240002,1420700,55.240002
"562",55.5,56.209999,54.919998,55.869999,1246100,55.869999
"563",56.189999,56.959999,55.630001,56.610001,1430300,56.610001
"564",57.25,58.389999,55.652,56.259998,1969400,56.259998
"565",56.27,57.115002,55.380001,56.68,1207300,56.68
"566",57.16,57.790001,56.830002,57.32,1085100,57.32
"567",57.439999,57.68,54.509998,55.23,1763900,55.23
"568",55.52,55.790001,54.84,54.919998,1019000,54.919998
"569",54.91,55.875999,53.830002,55.810001,1064400,55.810001
"570",55.73,56.860001,55.220001,56.66,783700,56.66
"571",56.790001,57.130001,56.23,56.990002,1080600,56.990002
"572",57.16,58.509998,56.91,57.869999,1274500,57.869999
"573",58,58.32,56.271,57.200001,662700,57.200001
"574",57.349998,61.310001,56.93,60.18,4218600,60.18
"575",61,61.950001,57.389999,57.810001,2935800,57.810001
"576",57.959999,59.900002,57.959999,58.599998,1441400,58.599998
"577",58.599998,59.57,57.509998,59.099998,1049200,59.099998
"578",58.98,61.259998,58.806,61.040001,1901600,61.040001
"579",61.43,62.630001,61.299999,61.860001,1627000,61.860001
"580",62.34,63.119999,61.529999,61.650002,1307600,61.650002
"581",62.23,62.555,60.639999,62.169998,962900,62.169998
"582",62.48,62.75,61.830002,61.919998,1005900,61.919998
"583",62.310001,62.57,61.220001,61.450001,910100,61.450001
"584",61.110001,61.759998,59.919998,60.400002,1511800,60.400002
"585",60.650002,61.700001,60,60.439999,891900,60.439999
"586",60.169998,60.619999,59.18,60.41,852300,60.41
"587",61,62.279999,60.619999,61.91,955900,61.91
"588",59.549999,63,58.68,62.549999,1858100,62.549999
"589",62.049999,62.939999,59.799999,60.369999,2504000,60.369999
"590",63.290001,68.75,62.599998,67.879997,7193500,67.879997
"591",67.449997,67.809998,63.389999,67.150002,3757700,67.150002
"592",67.150002,67.849998,65.279999,67.269997,1823800,67.269997
"593",65.940002,69.879997,65.290001,69.239998,3641400,69.239998
"594",69.370003,70.449997,67.661003,67.919998,2286300,67.919998
"595",67.790001,71.529999,67.540001,70.730003,2523800,70.730003
"596",70.870003,75.120003,70.5,74.019997,2543600,74.019997
"597",73.599998,75.280998,72.870003,72.889999,1841300,72.889999
"598",71.980003,73.400002,71.080002,72.129997,1685900,72.129997
"599",72.760002,73.494003,70.919998,71.349998,1481900,71.349998
"600",70.800003,71.616997,70.32,70.620003,2044800,70.620003
"601",69.800003,70.610001,68.68,69.360001,1847400,69.360001
"602",69.620003,70.529999,68.779999,69.260002,1161700,69.260002
"603",69.68,70.959999,69.410004,70.07,1219500,70.07
"604",69.019997,70.110001,68.169998,69.32,1608000,69.32
"605",69.639999,70.239998,68.949997,69.669998,1194800,69.669998
"606",68.870003,69.121002,68.150002,68.650002,958400,68.650002
"607",68.279999,68.919998,65.370003,65.82,2284600,65.82
"608",66.239998,68.550003,65.940002,68.459999,1810000,68.459999
"609",69.139999,71.480003,69.120003,71.339996,1498500,71.339996
"610",71.470001,71.989998,69.769997,70.730003,1004400,70.730003
"611",70.730003,72.82,70.510002,70.989998,1416700,70.989998
"612",71.669998,73.199997,70.129997,70.330002,1148800,70.330002
"613",70.93,71.970001,69.050003,70.160004,893200,70.160004
"614",69.769997,71.879997,69.650002,71.779999,920400,71.779999
"615",72.139999,73.449997,71.75,72.57,1087400,72.57
"616",72.970001,72.970001,71.209999,72.089996,831600,72.089996
"617",72.160004,73.68,71.769997,72.529999,834700,72.529999
"618",73.160004,73.910004,71.580002,71.75,880000,71.75
"619",71.669998,71.730003,67.919998,70.339996,2682700,70.339996
"620",70.980003,72.279999,69.014999,69.199997,2023000,69.199997
"621",68.629997,68.699997,65.459999,66.790001,2094000,66.790001
"622",67.300003,72.055,67.279999,71.480003,3907800,71.480003
"623",71.190002,71.449997,66.889999,67.110001,2487100,67.110001
"624",68.129997,68.75,65.5,66.660004,2518200,66.660004
"625",66.879997,69.040001,66.769997,68.230003,1196800,68.230003
"626",68.120003,68.790001,67.190002,67.269997,1753500,67.269997
"627",68.599998,69.675003,68.019997,68.910004,1222000,68.910004
"628",68.779999,69.82,67.939003,69.699997,1143200,69.699997
"629",70.379997,72.080002,70.019997,71.540001,1183000,71.540001
"630",71.129997,72.919998,70.599998,72.279999,1369700,72.279999
"631",71.879997,71.879997,69.730003,70.699997,1239500,70.699997
"632",70.510002,72.802002,70.425003,72.099998,1044800,72.099998
"633",72.519997,74.120003,71.209999,73.300003,1270200,73.300003
"634",73.860001,74,71.559998,72.230003,840100,72.230003
"635",71.839996,73.129997,71.010002,73.029999,893500,73.029999
"636",73.139999,73.809998,72.800003,73.080002,896400,73.080002
"637",73.150002,75,71.779999,72.290001,2136300,72.290001
"638",72.419998,74.305,71.889999,73.139999,1029000,73.139999
"639",73.550003,77.480003,73.349998,76.459999,3095100,76.459999
"640",77.330002,79.300003,75.690002,76.019997,2385800,76.019997
"641",76.300003,77.790001,76.220001,76.790001,1243800,76.790001
"642",76.949997,77.290001,75.169998,76.339996,1425500,76.339996
"643",76.470001,78.419998,76.370003,78.029999,911400,78.029999
"644",77.970001,78.82,77.110001,77.699997,1024200,77.699997
"645",76.610001,78.099998,75.440002,77.190002,1262200,77.190002
"646",77.360001,77.519997,75.220001,76.540001,820400,76.540001
"647",76.260002,76.309998,74.75,75.050003,793900,75.050003
"648",75.410004,76.260002,73.230003,75.290001,1161400,75.290001
"649",75.379997,77.654999,74.949997,75.440002,1335900,75.440002
"650",75.360001,76.860001,74.639999,75.190002,1553800,75.190002
"651",73,73.160004,69.860001,71.410004,2635200,71.410004
"652",72.290001,74.580002,72.290001,73.910004,3467900,73.910004
"653",85.470001,95.318001,82.32,91.769997,14540200,91.769997
"654",89.5,89.5,85.099998,87.169998,8717300,87.169998
"655",87.239998,87.550003,82.239998,85.629997,3286000,85.629997
"656",85.589996,85.889999,79.82,82.639999,3636700,82.639999
"657",82.5,84.940002,80.330002,80.599998,3119700,80.599998
"658",79.660004,80.768997,77.870003,79.529999,2637300,79.529999
"659",81.82,82.910004,80.010002,82.470001,2503800,82.470001
"660",83.25,84.800003,83.07,84.510002,2076400,84.510002
"661",85.199997,85.5,81.139999,82.919998,2019700,82.919998
"662",82.849998,83.769997,81.779999,83.169998,1524600,83.169998
"663",84.129997,85.599998,83.449997,85.349998,1707300,85.349998
"664",85.540001,86.830002,84.639999,86.480003,2133400,86.480003
"665",86.099998,87.510002,85.154999,85.459999,1940100,85.459999
"666",86.449997,87,84.080002,85.93,1592400,85.93
"667",86.889999,87.389999,84.419998,84.830002,1796500,84.830002
"668",84.389999,85.345001,83.07,85,1353400,85
"669",85.669998,86.150002,83.800003,85.599998,1413800,85.599998
"670",85.889999,86.190002,83.959999,84.800003,1165500,84.800003
"671",84.800003,85.75,83.360001,83.980003,1356500,83.980003
"672",84.870003,86.059998,84.099998,85.639999,1907300,85.639999
"673",88.550003,89.382004,79.519997,81.739998,7771700,81.739998
"674",81.610001,82.639999,79.519997,81.470001,1962700,81.470001
"675",82,82.400002,77.339996,77.959999,2471600,77.959999
"676",76.25,78.610001,75.120003,75.540001,2741200,75.540001
"677",75.43,77.769997,74.190002,74.830002,2225000,74.830002
"678",75.650002,77.360001,75.529999,76.169998,1756700,76.169998
"679",75.82,77.050003,74.650002,74.93,1332100,74.93
"680",73.489998,76.790001,72,76.610001,1859300,76.610001
"681",78.010002,79.894997,76.919998,79.709999,2174000,79.709999
"682",80,80,76.809998,79.160004,1836400,79.160004
"683",79.919998,81.110001,78.410004,79.239998,1323700,79.239998
"684",79.360001,80.150002,77.510002,78.68,1908500,78.68
"685",78.620003,78.900002,77.839996,78.160004,926700,78.160004
"686",78.620003,79.050003,71.970001,72.830002,3326500,72.830002
"687",72.25,74.540001,66.57,71.440002,8097200,71.440002
"688",70.269997,72.150002,69.535004,71.440002,1905600,71.440002
"689",73.730003,74.150002,71.019997,72.410004,1896000,72.410004
"690",71.959999,72.870003,70.080002,71.440002,1919000,71.440002
"691",71.290001,73.660004,71.099998,72.959999,1911000,72.959999
"692",71.690002,72.660004,69.93,72.370003,1274000,72.370003
"693",71.879997,75.209999,71.879997,75,2725700,75
"694",74.699997,75.739998,73.713997,74.43,1409500,74.43
"695",77.010002,78.309998,75.709999,77.970001,3952400,77.970001
"696",76.82,77.5,75.059998,75.540001,1744000,75.540001
"697",75.599998,77.059998,75.059998,75.959999,1185700,75.959999
"698",77.309998,78.199997,75.32,76.019997,1706600,76.019997
"699",75.199997,75.919998,72.780998,74.099998,4789700,74.099998
"700",74.059998,74.629997,72.394997,74,1924800,74
"701",74,75.550003,73,75.25,1607500,75.25
"702",75.160004,76.629997,74.029999,76.620003,1285400,76.620003
"703",76.529999,77.110001,75.639999,75.800003,1139800,75.800003
"704",75.830002,76.199997,71.519997,71.550003,1802900,71.550003
"705",72.300003,73.809998,71.160004,72.970001,1405800,72.970001
"706",72.889999,73.165001,71.010002,71.279999,1151300,71.279999
"707",71.489998,73.57,71.279999,73.459999,2061600,73.459999
"708",73.580002,74.779999,72.550003,73.860001,1332700,73.860001
"709",73.660004,74.470001,73.051003,73.940002,1025200,73.940002
"710",74.040001,74.572998,72.809998,73.849998,1086000,73.849998
"711",74,75.43,72.709999,72.790001,1874800,72.790001
"712",72.800003,74.040001,71.959999,73.730003,1161200,73.730003
"713",73.779999,74.919998,72.879997,72.989998,1515200,72.989998
"714",73.110001,74.760002,72.059998,73,2258400,73
"715",73.18,73.419998,71.040001,71.209999,2773300,71.209999
"716",71.220001,72.139999,68.769997,68.769997,5164500,68.769997
"717",62.25,67.220001,61.5,67.040001,10380600,67.040001
"718",68.309998,71.300003,68.309998,69.699997,5077700,69.699997
"719",70.019997,70.059998,67.419998,69.080002,3704700,69.080002
"720",68.790001,69.25,68.279999,68.690002,1655700,68.690002
"721",68.540001,68.989998,67.220001,68.410004,1797300,68.410004
"722",67.989998,69.139999,67.849998,68.699997,977100,68.699997
"723",68.050003,69.5,67.709999,69.379997,1065300,69.379997
"724",69.550003,70.699997,69.07,70.080002,956200,70.080002
"725",70.43,71.559998,69.915001,71.089996,1050200,71.089996
"726",70.919998,71.870003,70.859001,71.860001,1003600,71.860001
"727",71.620003,72.379997,69.489998,70.470001,2121700,70.470001
"728",70.379997,72.5,70.029999,70.040001,1365100,70.040001
"729",70.260002,70.290001,69.400002,69.870003,1169500,69.870003
"730",70.099998,70.459999,68.800003,69.279999,1553500,69.279999
"731",69.400002,70.879997,69.400002,70.370003,4038800,70.370003
"732",70.370003,70.540001,69.690002,70.150002,1121300,70.150002
"733",70.080002,70.730003,69.769997,70.480003,496400,70.480003
"734",70.389999,70.730003,67.57,68.419998,1723400,68.419998
"735",66.980003,68.379997,66.660004,68.260002,1455600,68.260002
"736",68.279999,69.470001,67.845001,67.980003,1481600,67.980003
"737",67.940002,68.720001,67.650002,68.129997,896600,68.129997
"738",68.160004,68.419998,66.940002,67.870003,1921300,67.870003
"739",67.690002,68.32,67.220001,67.809998,1702500,67.809998
"740",67.959999,69.050003,67.769997,68.25,1237900,68.25
"741",68.050003,68.900002,67.540001,68.620003,1332000,68.620003
"742",68.529999,69.510002,68.209999,69.089996,2950900,69.089996
"743",68.980003,71.93,68.980003,71.910004,1954200,71.910004
"744",72.169998,73.039001,71.360001,72.309998,2454600,72.309998
"745",72.57,72.989998,69.080002,71.040001,2878700,71.040001
"746",71.239998,72.276001,70.910004,71.239998,2361600,71.239998
"747",72.510002,77.970001,72.5,77.349998,5882900,77.349998
"748",77.790001,81.279999,76.650002,79.860001,4821900,79.860001
"749",80.339996,80.699997,79.269997,80.18,1771800,80.18
"750",80.209999,81.731003,80.209999,80.940002,565700,80.940002
"751",80.949997,82.550003,80.349998,82.510002,1142900,82.510002
"752",82.830002,84.209999,82.160004,84.029999,2299700,84.029999
"753",83.919998,83.919998,81.580002,82.980003,1234100,82.980003
"754",82.940002,83.324997,81.980003,82.110001,1176000,82.110001
"755",82.769997,84.790001,82.709999,84.190002,1711400,84.190002
"756",83,84.300003,83,84.099998,850900,84.099998
"757",83.379997,84.330002,82.769997,84.32,1568900,84.32
"758",84.160004,84.620003,83.25,83.82,1135500,83.82
"759",83.699997,85.940002,83.654999,85.050003,1853000,85.050003
"760",85.93,87.080002,85.364998,85.75,1631200,85.75
"761",86.510002,87.5,85.129997,87.129997,2000100,87.129997
"762",87.989998,91.379997,87.610001,89.580002,3028400,89.580002
"763",89.870003,90.370003,88.900002,89.720001,1547800,89.720001
"764",89.970001,91.900002,89.75,91.099998,1360700,91.099998
"765",91.669998,92.510002,91.309998,92.449997,1334200,92.449997
"766",91.980003,92.360001,90.220001,91.110001,2506700,91.110001
"767",90.25,91.510002,89.540001,89.75,2426200,89.75
"768",90.25,91.32,89.309998,89.559998,1179500,89.559998
"769",89.879997,90.650002,88.470001,88.470001,1718700,88.470001
"770",88.790001,89.485001,85.470001,85.57,1513600,85.57
"771",82.440002,84.760002,81.459999,84.349998,2481300,84.349998
"772",84.919998,85.290001,83.919998,83.959999,1124400,83.959999
"773",83.190002,83.769997,80.940002,81.029999,2181800,81.029999
"774",80.57,81.089996,79.919998,81.050003,1211500,81.050003
"775",80.260002,81.059998,78.010002,78.220001,2034800,78.220001
"776",78.269997,80.720001,78.239998,80.720001,2110700,80.720001
"777",82,83.010002,80.519997,82.93,3134200,82.93
"778",80.050003,81.370003,75.239998,76,7092200,76
"779",76.25,82.260002,76.25,79.510002,7927200,79.510002
"780",79.330002,80.199997,77.400002,77.75,4869900,77.75
"781",77.279999,78.099998,75.68,75.809998,1637100,75.809998
"782",76.019997,76.400002,74.529999,74.580002,1786400,74.580002
"783",74.540001,75.709999,73.010002,75.5,2515600,75.5
"784",74.910004,75.959999,73.779999,75.209999,1652500,75.209999
"785",75.309998,77.089996,75.089996,76.5,2240600,76.5
"786",76.5,77.230003,75.315002,76.699997,1822800,76.699997
"787",77.300003,77.639999,75.884003,75.919998,1498900,75.919998
"788",75.849998,76.790001,73.599998,75.150002,1640400,75.150002
"789",74.889999,74.980003,72.800003,73.5,1300100,73.5
"790",69.589996,71.059998,68.599998,70.150002,3283300,70.150002
"791",70.389999,70.919998,67.230003,67.75,2899400,67.75
"792",67.980003,68.809998,65.519997,66.040001,3753300,66.040001
"793",63.830002,66.910004,63.130001,64.800003,3190200,64.800003
"794",62.41,65.5,62.23,65,3133300,65
"795",65,68.209999,63.529999,68.139999,3845400,68.139999
"796",68.139999,68.559998,64.379997,65.800003,4149100,65.800003
"797",67.050003,68.800003,65.364998,68.059998,2746600,68.059998
"798",66.32,67.980003,65.580002,66.610001,2368900,66.610001
"799",64.529999,65.589996,62.98,65.559998,2250500,65.559998
"800",60,65.760002,53.25,64.040001,3394200,64.040001
"801",65.239998,66.379997,63.049999,65.82,2054000,65.82
"802",64.300003,65.029999,61.689999,63.02,2559500,63.02
"803",57.490002,60.965,55.799999,57.57,4206700,57.57
"804",59.599998,60.799999,55.619999,60.470001,3621800,60.470001
"805",53.700001,56.540001,52.59,54.389999,6139000,54.389999
"806",55.009998,58.099998,51.790001,57.02,4437600,57.02
"807",53.110001,55.91,47.27,52,3658800,52
"808",50.380001,53.16,48.919998,50.759998,4080500,50.759998
"809",51.68,52.939999,47.310001,47.349998,4844400,47.349998
"810",46.900002,50.130001,44.740002,48.709999,3854200,48.709999
"811",50.700001,58.330002,50.700001,57.860001,4694200,57.860001
"812",59,68.5,58.5,65.599998,6023600,65.599998
"813",65.519997,73.25,61.98,63.580002,4024200,63.580002
"814",60.389999,64.349998,60.16,62.48,1972700,62.48
"815",62.23,67.699997,62.23,66.669998,2532000,66.669998
"816",65.699997,68.790001,65.699997,66.040001,2132200,66.040001
"817",64.129997,64.970001,60.419998,61.610001,2482200,61.610001
"818",60.75,64.150002,60.169998,62.189999,1281500,62.189999
"819",62.529999,64.760002,62.209999,63.700001,1376600,63.700001
"820",66.980003,68.93,64.330002,68.410004,2098200,68.410004
"821",70.650002,71.959999,67.769997,70.18,3322000,70.18
"822",71.059998,72.584999,68.910004,69.209999,2119500,69.209999
"823",70.309998,71,66.660004,68.110001,2457700,68.110001
"824",67.25,69.370003,65.989998,68.480003,1897200,68.480003
"825",69.580002,74.129997,69.580002,73.260002,2603700,73.260002
"826",72.080002,76.129997,69.860001,74.489998,2884700,74.489998
"827",75.699997,80.404999,75.089996,78.870003,3355600,78.870003
"828",80,81.32,78.809998,80,3055500,80
"829",79.230003,83.589996,78.949997,80.029999,2238900,80.029999
"830",79.330002,80.169998,75.779999,76.900002,1337700,76.900002
"831",78.120003,80.809998,77.510002,80.029999,1389600,80.029999
"832",80.309998,82.355003,79.040001,80.379997,1355800,80.379997
"833",80.989998,81.82,79.669998,81.230003,1005300,81.230003
"834",82.199997,82.809998,77.970001,78.379997,1912400,78.379997
"835",79.309998,79.790001,75.150002,75.239998,1865200,75.239998
"836",76.610001,80.610001,76.25,79.589996,1441200,79.589996
"837",78,79.989998,76.629997,76.959999,1624100,76.959999
"838",75.620003,77.050003,74.389999,74.639999,1118800,74.639999
"839",74.519997,77.360001,74.057999,77.18,1879900,77.18
"840",78.5,81.040001,78.019997,80.099998,1838900,80.099998
"841",83.410004,87.379997,82.839996,87.349998,3125600,87.349998
"842",88.5,90,82.370003,82.629997,3697400,82.629997
"843",83.300003,83.980003,79.629997,79.989998,3118900,79.989998
"844",79.309998,81.300003,79.037003,79.940002,3125600,79.940002
"845",80.360001,81,77.300003,77.82,2485800,77.82
"846",77.709999,78.449997,72.279999,74.75,2903000,74.75
"847",73.199997,77.599998,73.084999,77.370003,1896500,77.370003
"848",76.980003,78.559998,76.5,78.169998,1760400,78.169998
"849",80,84.18,79.269997,83.599998,2415400,83.599998
"850",83.720001,87.885002,83.07,85.720001,1602900,85.720001
"851",86.309998,87.489998,83.440002,84.639999,1704800,84.639999
"852",84.860001,85.610001,82.480003,84,860800,84
"853",84.599998,86.75,83.099998,84.93,787400,84.93
"854",86.5,86.739998,84.32,85.489998,759000,85.489998
"855",85.489998,86.120003,83.099998,85.970001,865200,85.970001
"856",84.720001,91.772003,84.491997,88.93,3033100,88.93
"857",89.879997,90.25,87.720001,89.040001,1455500,89.040001
"858",89.120003,92.68,89.110001,91.730003,2150000,91.730003
"859",93.779999,94.57,90.760002,94.360001,2081400,94.360001
"860",94.379997,95.574997,91.82,94.010002,1956600,94.010002
"861",92.900002,94.07,89.639999,91.379997,1865800,91.379997
"862",91.540001,92.599998,89.419998,90.089996,1846100,90.089996
"863",90.470001,92.849998,89.339996,89.510002,1797100,89.510002
"864",90.349998,90.489998,87.510002,89.690002,2603400,89.690002
"865",90.129997,90.68,87.650002,88.449997,1993900,88.449997
"866",84.970001,86.699997,82.57,85.68,2946400,85.68
"867",88.150002,88.339996,84.370003,87.25,2381900,87.25
"868",86,88.57,85.489998,88.339996,2237700,88.339996
"869",89.989998,93.160004,89.690002,92.220001,3362100,92.220001
"870",92.93,94.800003,91.621002,94.470001,2475600,94.470001
"871",94.650002,98.964996,94.059998,98.199997,3093600,98.199997
"872",99.18,99.43,95.209999,95.730003,3088100,95.730003
"873",96.389999,96.559998,93.580002,95.209999,2031900,95.209999
"874",96.07,99.720001,94.650002,98.610001,2735300,98.610001
"875",98.510002,99.82,95.199997,98.019997,2307700,98.019997
"876",97.620003,100.25,97.330002,98.949997,1208500,98.949997
"877",99.620003,101.970001,97.849998,101.18,2957900,101.18
"878",101,106.440002,100.660004,106,4389500,106
"879",106.18,107.949997,105.010002,107.050003,3499900,107.050003
"880",106,107.43,94.010002,105.669998,12164800,105.669998
"881",105.099998,108.449997,96.120003,98.919998,7160800,98.919998
"882",100,100.529999,93.239998,94.699997,13035100,94.699997
"883",93.339996,94.760002,91.559998,92,8123400,92
"884",92,95.870003,91.510002,94.199997,4442200,94.199997
"885",95,97.900002,94.5,96.32,4778100,96.32
"886",96.870003,102.150002,96.400002,100.389999,4694000,100.389999
"887",100.720001,101.470001,96.239998,96.919998,4708400,96.919998
"888",95.379997,99.175003,94.400002,97.93,6046800,97.93
"889",98.349998,99,95.75,96.43,2853800,96.43
"890",95.540001,95.809998,93.5,94.459999,2535600,94.459999
"891",95.099998,95.870003,90.949997,91.75,4195200,91.75
"892",91.709999,98.980003,91.459999,97.169998,6021600,97.169998
"893",98.410004,98.410004,92.620003,93.93,3217500,93.93
"894",94,96.019997,92.919998,93.370003,2725400,93.370003
"895",93.010002,94.440002,90.589996,91.150002,1632800,91.150002
"896",89.989998,91.800003,87.559998,90.360001,2607300,90.360001
"897",91.690002,93.779999,91,91.769997,4018100,91.769997
"898",91.510002,101.900002,91.510002,98.440002,7953500,98.440002
"899",100,103.5,99,102.790001,4459400,102.790001
"900",101.989998,104.330002,100.580002,102.349998,3173300,102.349998
"901",103.629997,103.970001,101.546997,102.699997,3006600,102.699997
"902",103.779999,110.860001,103.065002,110.404999,4924600,110.404999
"903",110.199997,110.470001,105.989998,107.57,3174800,107.57
"904",119,123,115.309998,120.709999,6655200,120.709999
"905",117.730003,118.004997,113.879997,113.970001,4489600,113.970001
"906",114.440002,116.25,113.029999,115.879997,2266800,115.879997
"907",117.010002,119.489998,112.690002,115.650002,4572400,115.650002
"908",115.379997,118.389999,114.870003,115.5,2575300,115.5
"909",115.849998,118,115.419998,115.919998,2197700,115.919998
"910",118.25,118.25,116.690002,117.440002,2065400,117.440002
"911",118,121.440002,117.650002,118.800003,2219700,118.800003
"912",118.800003,119.790001,113.559998,114.105003,4508000,114.105003
"913",114.540001,116.459999,114.099998,115.209999,4318500,115.209999
"914",114.82,118.464996,113.940002,114.150002,4237500,114.150002
"915",113.989998,115.529999,112.160004,113.080002,1695100,113.080002
"916",113.540001,114.699997,112.404999,112.550003,2096400,112.550003
"917",113.639999,114.962997,111.010002,111.900002,1650400,111.900002
"918",110.779999,112.519997,109.559998,112.279999,1808400,112.279999
"919",113.199997,114.080002,110.949997,112.529999,1651600,112.529999
