"","MAR.Open","MAR.High","MAR.Low","MAR.Close","MAR.Volume","MAR.Adjusted"
"31",87.57,89.459999,87.269997,89.459999,3447100,85.708267
"32",89.099998,91.07,88.5,89.440002,3415900,85.689125
"33",89.279999,89.660004,87.239998,89.360001,5275200,85.612457
"34",88.540001,88.879997,87.739998,87.989998,3637100,84.299934
"35",87.699997,88.029999,87.610001,87.68,1986600,84.290321
"36",87.82,87.989998,86.959999,87,2013400,83.636597
"37",87.029999,87.589996,86.800003,87.080002,2521700,83.713509
"38",86.970001,87.650002,86.75,87.449997,1885100,84.069206
"39",87.309998,87.75,86.889999,86.989998,2587200,83.626984
"40",87.5,88.93,87.379997,88.489998,2589500,85.069
"41",88.199997,88.220001,87.220001,87.519997,2968500,84.13649
"42",87.339996,87.690002,86.419998,86.790001,2061600,83.434715
"43",86.580002,87.029999,86.059998,86.720001,2107000,83.367424
"44",86.660004,86.839996,85.93,86.150002,1909100,82.819466
"45",85.949997,86.709999,85.629997,86.389999,2709200,83.050186
"46",86.440002,87.110001,86.050003,86.309998,1906300,82.973274
"47",86.980003,87.019997,86.029999,86.620003,2187400,83.271286
"48",86.589996,87.080002,86.419998,87.029999,2236200,83.665443
"49",86.860001,86.860001,86.25,86.269997,2058900,82.93483
"50",86.68,88.089996,86.669998,87.82,2012100,84.424911
"51",87.82,88.5,87.349998,88.059998,1846400,84.655617
"52",88.389999,88.489998,87.889999,88.330002,3015200,84.915192
"53",88.339996,89.230003,88.309998,88.68,2198100,85.25164
"54",90.019997,91.57,88.669998,89.099998,5486100,85.655418
"55",89.269997,92.260002,89.050003,92.139999,4540100,88.577896
"56",92.139999,93.690002,92.080002,93.139999,4658400,89.53923
"57",93.5,93.860001,93.25,93.5,2274900,89.8853
"58",92.989998,93.529999,92.449997,93.169998,2151700,89.568069
"59",93.169998,94.989998,93,94.489998,2256900,90.837044
"60",94.010002,94.699997,93.860001,94.589996,1663200,90.933159
"61",94.400002,95.419998,94.400002,94.639999,2078600,90.981232
"62",94.599998,94.980003,93.989998,94.18,2269700,90.539024
"63",94.279999,94.529999,92.080002,92.75,3635600,89.164299
"64",92.669998,92.989998,91.93,92.470001,3097500,88.895134
"65",92.800003,93.220001,91.550003,91.959999,2686500,88.404839
"66",91.900002,92.150002,91.07,91.769997,2516000,88.222191
"67",91.730003,91.730003,90.25,91.209999,2954500,87.68383
"68",91.040001,91.720001,90.660004,91.059998,2152900,87.539642
"69",91.160004,91.589996,90.790001,91.400002,2732300,87.866508
"70",91.980003,92,90.879997,91.75,3416300,88.202965
"71",91.699997,92.120003,91.32,91.550003,2244900,88.010704
"72",91.910004,91.980003,91.599998,91.949997,1284000,88.395218
"73",91.589996,92.25,90,92.019997,3102400,88.462517
"74",92.089996,92.419998,91.18,91.489998,2025800,87.953026
"75",91.959999,92.980003,90.669998,92.769997,2792900,89.183525
"76",92.769997,92.949997,92.239998,92.470001,2521400,88.895134
"77",93.650002,93.900002,93.150002,93.519997,2085000,89.904533
"78",93.989998,94.769997,93.75,94.57,1637800,90.913933
"79",94.559998,96.82,94.360001,96.300003,3614500,92.57708
"80",96.32,96.43,95.419998,95.739998,3655300,92.038712
"81",95.910004,96.019997,93.699997,94.419998,2859800,90.769745
"82",94.720001,96.059998,94.459999,95.580002,1676100,91.884903
"83",95.919998,97.169998,95.739998,97.099998,2483000,93.346146
"84",97.199997,97.309998,96.559998,96.989998,2387200,93.240379
"85",97.190002,97.379997,96.669998,96.879997,2571100,93.134628
"86",97.220001,97.220001,96.739998,97.050003,3038500,93.29808
"87",97.089996,97.550003,95.889999,96.370003,3955100,92.644363
"88",101.199997,103.220001,99.349998,102.5,6721600,98.537384
"89",102.339996,103.43,101.709999,103.239998,2610900,99.248764
"90",103.080002,103.620003,102.57,102.82,1622600,98.845001
"91",102.769997,103.099998,102.050003,102.449997,1958000,98.489296
"92",102.400002,104.339996,102.25,104.059998,2416700,100.037071
"93",104.510002,104.519997,103.43,103.989998,2406100,99.969757
"94",103.07,103.099998,102.059998,102.110001,1943900,98.474945
"95",102.129997,103.709999,101.739998,102.529999,3512100,98.880005
"96",102.57,103.25,102.370003,102.82,1976500,99.159676
"97",102.93,104.330002,102.690002,104.220001,2016300,100.509827
"98",104.120003,105.529999,103.879997,105.489998,2867500,101.734619
"99",105.949997,106.099998,105.510002,105.879997,1655600,102.110733
"100",106,107.449997,106,106.529999,5163000,102.737595
"101",106.690002,107.5,106.550003,106.900002,1794700,103.094429
"102",106.650002,107.239998,106.410004,106.739998,2129100,102.940117
"103",107.010002,107.68,106.389999,107.650002,3013600,103.817741
"104",108,108.989998,107.650002,108.68,1778300,104.811058
"105",108.889999,110.510002,108.760002,110.059998,2886800,106.141922
"106",110.099998,110.349998,107.800003,108.190002,2194100,104.338501
"107",107.32,107.510002,104.919998,104.989998,4531600,101.252426
"108",105.5,105.610001,103.120003,105.120003,4503600,101.377808
"109",104.559998,105.169998,102.400002,105.080002,3320800,101.339226
"110",104.980003,105.459999,101.860001,102.419998,3629500,98.773911
"111",101.790001,102.489998,100.769997,102.07,5035400,98.436363
"112",102.550003,103.889999,102.25,103.879997,2978400,100.181938
"113",104.379997,104.910004,102.860001,103.910004,2316100,100.210869
"114",103.349998,104.82,102.540001,104.739998,1559900,101.011314
"115",104.410004,105.309998,103.970001,104.5,3960300,100.779869
"116",105.010002,106.309998,104.639999,105.93,1636900,102.158966
"117",105.43,105.879997,104.160004,104.190002,1641500,100.480911
"118",104.32,104.75,103.669998,104.129997,1441300,100.423027
"119",104.089996,104.400002,103.389999,103.889999,1516800,100.191582
"120",103.809998,104.449997,103.32,104.059998,6252400,100.355537
"121",104.07,105.150002,103.510002,103.93,2114500,100.230164
"122",103.529999,103.559998,100.889999,101.029999,2719000,97.433395
"123",101,102.510002,100.470001,101.980003,2059200,98.349564
"124",102.160004,102.339996,99.080002,100.209999,3052400,96.642593
"125",101.18,101.220001,100.279999,100.309998,2837400,96.739029
"126",100.610001,101,99.919998,100.110001,1230600,96.546158
"127",100.300003,101.559998,100.050003,101.169998,2290900,97.568413
"128",100.449997,100.75,99.379997,99.650002,1984400,96.102539
"129",99.699997,100.739998,99.43,100.349998,2469800,96.777611
"130",100.230003,100.889999,99.559998,100.709999,1523900,97.124786
"131",100.330002,100.949997,99.830002,100.730003,1793200,97.144089
"132",101.650002,102.050003,100.68,100.800003,1776900,97.211586
"133",101,101.239998,100.459999,100.699997,1396400,97.115143
"134",100.809998,101.370003,100.169998,100.989998,1323900,97.394821
"135",100.889999,101.949997,100.610001,101.349998,1232300,97.741997
"136",100.980003,102.309998,100.639999,102,1367400,98.368874
"137",101.879997,102.610001,101.449997,102.239998,1056900,98.600319
"138",102.190002,102.93,101.910004,102.400002,1622400,98.754631
"139",102.050003,103.059998,102.019997,102.849998,1363600,99.188606
"140",103.029999,103.120003,102.610001,102.709999,1506800,99.053589
"141",103.150002,103.32,102.639999,103.059998,1526800,99.391136
"142",103.389999,104.839996,102.470001,103.040001,2606200,99.371857
"143",103.480003,104.410004,102.980003,104.059998,2066400,100.355537
"144",103.639999,104.610001,103.269997,103.339996,2005200,99.661163
"145",103.75,104.970001,103.57,104.190002,1262800,100.480911
"146",104.800003,105.550003,104.610001,105.129997,1299600,101.387428
"147",104.379997,104.739998,102.050003,103.489998,2182000,99.805824
"148",103.620003,105.190002,103.449997,103.660004,2250600,99.969765
"149",104.07,105.050003,103.650002,105.019997,3068900,101.281334
"150",107,107.629997,105.699997,106.169998,4861600,102.390411
"151",100.949997,104.760002,100.529999,103.949997,4618000,100.249451
"152",103.099998,103.199997,101.209999,101.349998,2779100,97.741997
"153",100.959999,101,99.199997,99.519997,3912800,95.977142
"154",99.5,100.160004,98.860001,99.400002,2154700,95.861427
"155",100.190002,100.449997,99.669998,100.07,2578200,96.507576
"156",100.32,101.040001,99.93,100.400002,1603400,96.825829
"157",100.599998,100.849998,99.690002,100.300003,1906900,96.729385
"158",100.18,100.18,97.800003,97.839996,2579500,94.356956
"159",97.800003,98.739998,96.900002,98.029999,1581300,94.540192
"160",98.160004,99.209999,97.989998,99.080002,1494600,95.552818
"161",99.209999,102.410004,98.860001,102,2592700,98.697586
"162",101.150002,101.699997,100.269997,100.43,2749800,97.178429
"163",100.559998,101.029999,99.580002,99.949997,1365000,96.713966
"164",100.790001,100.970001,100.150002,100.660004,1346400,97.400978
"165",100.989998,100.989998,100.239998,100.709999,1389300,97.449356
"166",99.910004,100.540001,99.580002,100.230003,1286200,96.984901
"167",100.760002,103.75,100.559998,103.639999,1954400,100.284485
"168",103.709999,104.349998,102.809998,103.580002,1837300,100.226448
"169",104.019997,104.25,103.419998,103.800003,1258000,100.439331
"170",103.669998,103.82,101.110001,102.279999,1856800,98.968529
"171",102.68,102.860001,101.220001,101.800003,1263400,98.504089
"172",102.129997,102.239998,101.209999,101.760002,1661400,98.465363
"173",101.730003,104.440002,101.610001,103.43,1876100,100.081299
"174",103.82,106.199997,103.82,104.629997,2974900,101.242447
"175",104.660004,105.480003,104.290001,105.080002,1269200,101.677872
"176",105,106.919998,104.709999,106.769997,1821700,103.313164
"177",106.339996,106.959999,105.650002,106.389999,3517500,102.945465
"178",105.970001,105.970001,104.389999,105.389999,2790600,101.977844
"179",105.769997,106.480003,105.449997,105.540001,2297000,102.122978
"180",105.580002,107.43,105.07,107.349998,2148300,103.874374
"181",107.300003,108.239998,106.839996,107.690002,3489400,104.203369
"182",107.839996,108.5,107.330002,107.57,1911900,104.087257
"183",107.18,108.07,107,107.879997,1179100,104.387207
"184",107.849998,109.970001,107.43,108.870003,3713200,105.345177
"185",109.07,109.650002,107.959999,108.07,2825700,104.571068
"186",108.360001,108.959999,107.43,108.360001,3563700,104.851677
"187",108.150002,110.059998,107.959999,110,1821600,106.438591
"188",109.669998,111.32,109.199997,110.260002,3558700,106.69017
"189",110.349998,111.459999,109.699997,110.529999,1545500,106.951416
"190",110.389999,110.839996,108.989998,109.400002,2224900,105.858009
"191",109.25,109.540001,108.309998,108.82,2720400,105.296783
"192",109.220001,111.5,108.870003,111.269997,3459100,107.667465
"193",111.239998,111.769997,110.739998,111.760002,1872500,108.141609
"194",111.959999,112.790001,111.699997,112.760002,1310000,109.109215
"195",112.879997,114.110001,112.459999,114.080002,1921400,110.386482
"196",113.889999,114.410004,113.690002,114.129997,1338600,110.43486
"197",114.07,114.870003,113.650002,114.459999,1739100,110.754181
"198",115,115.309998,114.400002,115.110001,1690300,111.383141
"199",115,115.400002,113.82,114.75,4016200,111.03479
"200",114.550003,115.080002,114.169998,115.040001,744000,111.315407
"201",115.32,116.669998,115.050003,115.769997,2472800,112.021774
"202",115.349998,115.410004,114.540001,115.199997,1695200,111.470215
"203",115.489998,115.610001,114.400002,115.019997,2545200,111.296059
"204",115.059998,115.519997,114.709999,115.309998,1409300,111.576675
"205",115.769997,117.089996,115.440002,116.809998,1703100,113.028099
"206",116.110001,117.040001,115.57,116.330002,2885600,112.563629
"207",117.529999,119.360001,116.400002,118.809998,2637800,114.963333
"208",117.410004,119.43,117.269997,118.870003,2067400,115.021408
"209",118.669998,118.970001,117.519997,118.519997,1841300,114.682732
"210",118.620003,119.910004,118.32,119.480003,1712400,115.611664
"211",120.510002,120.919998,119.599998,120.160004,1381000,116.269638
"212",120.440002,121.25,119.019997,119.639999,3713500,115.766464
"213",119.690002,121.580002,119.610001,121.550003,4043300,117.614639
"214",121.339996,123.029999,120.849998,121.980003,2838700,118.030716
"215",122.209999,123.309998,120.660004,120.889999,5253700,116.97599
"216",121,124.339996,119.190002,119.980003,6163000,116.095467
"217",119.260002,120.120003,118.129997,118.809998,3317700,114.963333
"218",119.040001,120.870003,118.010002,120.110001,3377000,116.221252
"219",119.669998,120.879997,119.599998,120.389999,2387300,116.492195
"220",120.080002,123.099998,119.949997,123.059998,2141400,119.075745
"221",122.910004,122.959999,121.379997,122.260002,3043300,118.301651
"222",121.940002,124.419998,121.5,124.379997,3493500,120.353004
"223",123.980003,125.639999,123.769997,125.480003,4660700,121.417404
"224",125.330002,126.239998,125.059998,125.910004,1937800,121.833481
"225",126.330002,128.369995,126.330002,127.620003,3478000,123.812607
"226",127.959999,128,126.07,126.389999,2323900,122.619324
"227",126.510002,127.099998,126.379997,126.5,729200,122.726028
"228",126.330002,127.370003,126.330002,126.93,2560200,123.143196
"229",127.25,127.550003,126.559998,126.900002,3065700,123.114098
"230",127.25,127.43,125.610001,126.489998,2721700,122.716316
"231",126.139999,127.970001,125.650002,127,3102700,123.211105
"232",126.029999,127.339996,124.449997,126.860001,2371100,123.075287
"233",127.709999,129.559998,127.669998,127.730003,2128000,123.919327
"234",127.919998,129.470001,127.379997,127.529999,2065900,123.725288
"235",127.739998,128.050003,127.150002,127.300003,1698400,123.502167
"236",127.209999,127.980003,126.900002,127.849998,1465000,124.035751
"237",128.410004,129.990005,128.389999,129.320007,4325100,125.461906
"238",128.839996,129.25,128,128.570007,1432700,124.734276
"239",128.600006,129.020004,127.93,128.759995,1529200,124.918617
"240",128.880005,129.639999,128.350006,128.470001,2119600,124.63726
"241",128.580002,128.789993,127.690002,127.720001,2564200,123.909637
"242",128.699997,129.899994,128.080002,129.820007,4111500,125.946983
"243",130.449997,134.309998,130.330002,133.339996,3720600,129.361954
"244",133.880005,134.039993,132.649994,133.139999,2915100,129.167923
"245",133.679993,134.259995,133.259995,133.839996,1455100,129.847031
"246",134.449997,135.179993,133.470001,133.949997,2042100,129.953751
"247",133.699997,134.740005,133.5,133.970001,2780900,129.97316
"248",133.960007,134.229996,133.149994,133.300003,1150900,129.323166
"249",133.699997,136.330002,133.600006,136.25,2284500,132.185135
"250",136.460007,136.639999,135.5,136.570007,1704200,132.495605
"251",136.509995,137.600006,135.350006,135.729996,1685500,131.680649
"252",135.889999,135.979996,132.199997,133.75,2949200,129.759735
"253",134.009995,136.800003,133.699997,136.449997,1507900,132.379181
"254",136.850006,137.149994,134.949997,135.699997,3187000,131.651535
"255",136.449997,136.449997,134.199997,134.399994,3404400,130.390335
"256",134.110001,136.580002,134.110001,136.339996,3275500,132.272461
"257",136.520004,138.300003,136,137.710007,3071500,133.601608
"258",136.910004,137.789993,136.509995,137.699997,1143500,133.591888
"259",136.649994,139.539993,136.649994,139.429993,1408700,135.270279
"260",140.110001,140.259995,138.529999,139.779999,1806800,135.609848
"261",141.360001,141.389999,138.350006,139.119995,2531800,134.969513
"262",140.210007,142.639999,139.839996,142,2436100,137.763611
"263",141.649994,142.690002,140.869995,141.130005,1691100,136.919556
"264",141.619995,144.070007,141.440002,144.070007,3267100,139.771851
"265",144.25,144.289993,142.070007,143.809998,2153900,139.519623
"266",143.539993,146.429993,143.039993,145.800003,1540300,141.450226
"267",146.119995,146.690002,143.830002,144.389999,3736600,140.082306
"268",144.520004,146.059998,143.990005,145.5,1197800,141.15918
"269",145.710007,147.149994,144.919998,147.139999,1113300,142.750275
"270",146.660004,148.910004,145.770004,147.990005,2200800,143.574875
"271",148.220001,149.210007,147.059998,147.270004,1664500,142.876389
"272",147.419998,148.660004,146.929993,147.339996,2329800,142.94429
"273",146.600006,148.259995,145.820007,147.520004,1676600,143.118942
"274",146.690002,147.009995,140.970001,141.169998,2672300,136.958344
"275",140.820007,142.600006,136.279999,136.339996,2921200,132.272461
"276",134.070007,140.229996,131,140.029999,2881900,135.852371
"277",139.25,142.770004,138.660004,139.639999,1806400,135.474014
"278",139.610001,139.940002,133.809998,133.880005,2964400,129.885864
"279",134.539993,137.470001,131.100006,136.289993,2885100,132.223953
"280",137.419998,139.929993,137.270004,139.100006,2835100,134.950134
"281",138.449997,141.020004,137.710007,140.610001,1977800,136.415085
"282",141,145.399994,140.320007,145.240005,3561700,140.906937
"283",142.119995,144.949997,140.850006,141.289993,4295600,137.074783
"284",140.759995,141.440002,138.479996,138.5,2855600,134.368027
"285",138.139999,140.949997,138.130005,140.440002,2162100,136.250153
"286",140.809998,144.860001,140.619995,141.960007,3809800,137.724792
"287",142.190002,142.710007,139.820007,140.600006,2029400,136.72319
"288",141.820007,142.240005,140.649994,142.169998,1329800,138.249924
"289",142.580002,143.169998,141.229996,141.350006,1873200,137.45253
"290",141.789993,142.350006,138.080002,138.119995,2210600,134.311554
"291",138.5,143.339996,138.5,141.210007,2426500,137.316376
"292",141.210007,142.070007,137.169998,137.539993,3060900,133.747574
"293",136.520004,139.949997,135.130005,139.580002,2386100,135.731308
"294",138.449997,138.960007,134.289993,135.729996,3635800,131.987457
"295",136.580002,138.470001,136,137.610001,2380300,133.815628
"296",137,139.440002,136.520004,138.979996,1629500,135.147842
"297",139.190002,140.210007,138.850006,139.350006,1584000,135.507675
"298",141.860001,144.610001,140.190002,143.289993,2496200,139.339035
"299",143.220001,143.669998,141.309998,141.809998,2190400,137.899826
"300",142.479996,143.360001,141.570007,141.75,2013000,137.841492
"301",142.419998,142.990005,140.669998,141.429993,1310100,137.530304
"302",141.580002,143.039993,140.940002,141.729996,1310200,137.822021
"303",142.009995,142.449997,141.050003,141.059998,2596300,137.170502
"304",139.929993,140.550003,138.5,139.820007,1662000,135.964691
"305",140.520004,141.300003,140.149994,140.550003,1340800,136.674591
"306",140.270004,141.320007,139.539993,140.419998,1231900,136.548141
"307",139.089996,140.960007,137.149994,137.25,1626600,133.465561
"308",137.059998,137.940002,133.75,133.759995,2039300,130.071793
"309",135.490005,139.119995,134.990005,138.919998,1987200,135.089523
"310",139.410004,139.669998,134.970001,135.589996,1798600,131.851318
"311",135.600006,136.5,132.559998,133.899994,2212000,130.207932
"312",134.889999,137.490005,134.509995,135.979996,2524700,132.23056
"313",134.960007,136.410004,130.389999,132.070007,3154000,128.428391
"314",133.190002,134.169998,131.369995,132.5,3643500,128.846527
"315",130.869995,136.149994,130.419998,135.809998,3194600,132.065247
"316",136.910004,138.410004,133.229996,134.440002,2917400,130.733032
"317",133.149994,134.229996,129.529999,130.929993,2625500,127.319824
"318",131.899994,133.270004,130.570007,130.720001,2449600,127.115623
"319",132.460007,132.830002,128.970001,129.839996,3656100,126.25988
"320",130.75,133.639999,130.75,132.029999,3893100,128.389481
"321",132.509995,133.699997,131.860001,133.009995,2901500,129.342468
"322",133.539993,133.929993,130.509995,131.059998,1352700,127.446243
"323",132.050003,134.279999,131.919998,133.470001,1501400,129.78981
"324",134.669998,137.550003,134.460007,136.809998,2928200,133.037674
"325",136.880005,139.190002,136.690002,138.309998,1612200,134.496338
"326",137.929993,138.649994,136.990005,137.619995,1156300,133.825363
"327",137.149994,138.25,136.729996,137.479996,1380500,133.68924
"328",137.899994,138.789993,136.820007,137.630005,843600,133.835098
"329",138.839996,139.5,135.360001,136.899994,1561700,133.125183
"330",136.389999,137.789993,135.279999,137.240005,1123200,133.455841
"331",138.160004,138.800003,136.220001,137.759995,1240900,133.961502
"332",137.279999,139,136.559998,137.419998,1112700,133.630875
"333",138.119995,139.479996,136.470001,136.679993,1115100,132.91127
"334",136.190002,137.759995,135.490005,137.600006,1046600,133.805908
"335",137.119995,137.720001,134.009995,134.160004,2324300,130.46077
"336",133.399994,135.190002,130.720001,134.639999,2474500,130.927536
"337",133.919998,137.059998,133.179993,135.850006,2832800,132.104202
"338",136.580002,137.25,135.850006,136.639999,2331100,132.872375
"339",136.529999,139.449997,136,139.309998,3771100,135.46875
"340",138.429993,139.169998,134.25,137.899994,3999700,134.097641
"341",138.119995,138.990005,137.399994,138.570007,2114800,134.749176
"342",138.880005,140.110001,138.179993,139.820007,1509100,135.964691
"343",139.910004,140.279999,138.960007,139.350006,1845400,135.507675
"344",139,139.139999,137.839996,138.860001,1492600,135.031204
"345",139.210007,141.610001,138.610001,140.440002,1620000,136.567581
"346",139.889999,140.009995,138.050003,138.289993,1894600,134.870605
"347",139.470001,139.470001,137.720001,138.520004,1444600,135.094955
"348",138.880005,139.839996,137.979996,138.800003,1124300,135.368011
"349",139.389999,139.389999,137.5,137.779999,1099400,134.373245
"350",136.759995,137.839996,136.759995,137.589996,1061300,134.187927
"351",137.429993,138.369995,137.25,137.869995,1504300,134.460999
"352",137.809998,139.179993,137.270004,137.970001,1396700,134.558533
"353",136.320007,136.860001,134.070007,134.550003,2011700,131.223129
"354",135.020004,136.940002,134.600006,136.270004,1271700,132.900574
"355",136.320007,136.75,134.660004,135.360001,2316300,132.013077
"356",136.580002,138.990005,135.710007,138.339996,1558500,134.919403
"357",138.820007,138.990005,137.410004,138.690002,1277500,135.260742
"358",138.5,139.839996,137.839996,138.220001,1334000,134.802353
"359",137.970001,141.720001,137.699997,141.570007,2113500,138.069534
"360",141.660004,142.190002,139.009995,139.440002,1622700,135.992188
"361",139.479996,139.619995,137.940002,138.380005,1609200,134.958405
"362",138.039993,139.839996,137.75,139.139999,1809800,135.6996
"363",139.559998,140.419998,139.240005,139.860001,1354200,136.40181
"364",140,140.479996,137.759995,138.350006,1662700,134.929138
"365",138.699997,139.389999,138.149994,138.75,1216100,135.31926
"366",139,139.190002,137.220001,138.830002,2321200,135.397293
"367",137.820007,138.860001,137.5,138.669998,826500,135.241226
"368",137.139999,137.520004,135.5,136.580002,1364100,133.202896
"369",136.75,138.220001,135.830002,135.990005,1794900,132.627487
"370",135.789993,135.990005,133.419998,133.729996,1684000,130.423386
"371",133.949997,134.309998,132.479996,132.610001,1813800,129.331085
"372",131.470001,131.990005,128.660004,129.100006,2432100,125.907867
"373",129.449997,130.139999,128.960007,129.429993,1748800,126.229706
"374",129.559998,130.770004,126.699997,126.940002,2284800,123.801277
"375",127.040001,127.290001,124.220001,125.260002,2073600,122.162811
"376",125.379997,127.550003,125.25,126.599998,2022600,123.469666
"377",125.57,126.919998,125,126.489998,1681300,123.362396
"378",127.059998,127.540001,124.339996,124.519997,1345800,121.441101
"379",125.059998,126.709999,125.059998,126.489998,1982600,123.362396
"380",126.709999,127.959999,125.839996,127.660004,1435500,124.503471
"381",129.080002,130.259995,127.910004,130.160004,2635100,126.94165
"382",130.089996,131.429993,130.089996,130.729996,2269300,127.497566
"383",130.070007,130.630005,129.259995,129.850006,1831300,126.63932
"384",130.679993,131.089996,129.369995,130.770004,1335000,127.536583
"385",130.539993,131.160004,130.410004,131.009995,843600,127.77063
"386",131.240005,131.440002,130.259995,130.789993,1444100,127.556068
"387",130.130005,130.940002,129.899994,130.449997,1224000,127.22448
"388",130.360001,133.679993,130.160004,133.130005,2127600,129.838211
"389",131.020004,133.470001,131.020004,133.199997,1964400,129.906494
"390",132.910004,134.119995,132.070007,133.050003,1529500,129.760162
"391",133.050003,133.050003,131.869995,132.029999,1497800,128.765396
"392",132.009995,132.309998,128.770004,130.020004,3871100,126.805115
"393",129,131.729996,127.209999,131.5,2718500,128.24852
"394",132.169998,133.660004,130.770004,130.970001,1960200,127.731628
"395",131.130005,131.869995,128.339996,128.550003,2028400,125.371468
"396",128.289993,128.470001,125.690002,125.910004,2040100,122.796738
"397",126.209999,128.059998,125.699997,127.839996,1614300,124.679008
"398",127.779999,129.179993,126.970001,127.870003,2321700,124.708275
"399",126.720001,129.320007,125.919998,129.130005,1513100,125.937119
"400",129.110001,129.279999,127.580002,128.190002,1326500,125.02037
"401",128.509995,129.509995,127.400002,129.279999,2014700,126.08342
"402",125.309998,126.830002,123.959999,124.43,3859000,121.353325
"403",124.610001,125.669998,121.5,121.629997,2864500,118.622566
"404",122.029999,122.900002,120.610001,120.790001,3202700,117.803345
"405",120.57,121.639999,119.769997,120.160004,2314200,117.188904
"406",120.650002,121.449997,119.900002,120.459999,1713000,117.481491
"407",121.510002,122,120.839996,121.610001,2162500,118.603058
"408",120.559998,121.019997,119.32,120.43,2115700,117.452232
"409",121.18,122.830002,121.110001,122.150002,2475600,119.129707
"410",122.099998,123.879997,121.419998,123.849998,2652800,120.787674
"411",123.839996,124.519997,123.629997,124.400002,2439600,121.324074
"412",124.43,125.639999,124.370003,125.160004,2488400,122.065292
"413",124.339996,124.709999,123.550003,123.709999,1582600,121.047661
"414",123.650002,123.830002,122.019997,122.18,1667200,119.550591
"415",122.580002,123.589996,122.300003,123.110001,1408300,120.460571
"416",123.68,124.699997,123.580002,124.290001,1269900,121.615181
"417",124.580002,125.269997,123.57,124.68,1698200,121.996788
"418",124.309998,127.760002,124.160004,126.949997,3105300,124.217934
"419",126.860001,127.050003,125.739998,126.209999,1814900,123.493858
"420",126.339996,127.269997,126.209999,126.470001,2249700,123.74826
"421",126.110001,126.720001,125.059998,126.550003,2069200,123.826546
"422",125.699997,126.190002,124.860001,125.010002,3074400,122.319687
"423",125.120003,125.650002,123.559998,124.980003,2464700,122.290337
"424",125.010002,126.699997,124.379997,126.610001,2916800,123.885262
"425",127.080002,128.039993,126.699997,127.68,4017400,124.93222
"426",126.900002,128.210007,126.669998,127.349998,2683300,124.609329
"427",127.18,127.709999,126.5,127.57,1456600,124.824585
"428",128.050003,129.860001,128.009995,129.539993,1928300,126.75219
"429",129.820007,130.860001,129.419998,130.429993,1693800,127.623039
"430",130.289993,130.509995,129.360001,129.770004,1935400,126.977257
"431",129.850006,130.270004,129.25,129.809998,1755900,127.01638
"432",130.300003,131.589996,129.779999,131.229996,1625400,128.405823
"433",131.720001,132.25,130.240005,132.179993,1811400,129.335373
"434",132.660004,133.360001,130.410004,130.899994,5530900,128.082916
"435",130.380005,130.759995,128.389999,130.240005,1566800,127.437134
"436",130.710007,130.740005,129.149994,129.270004,1362800,126.488014
"437",129.520004,132.039993,129.339996,130.979996,2358600,128.161209
"438",130.479996,133.5,130.339996,133.419998,1935000,130.548691
"439",132.800003,133.130005,131.869995,132.029999,2439000,129.188614
"440",132.669998,132.860001,128.300003,128.350006,2299500,125.587822
"441",128.160004,128.490005,125.949997,125.970001,2168900,123.259026
"442",126.300003,126.889999,124.339996,124.589996,2451700,121.908714
"443",124.290001,124.559998,121.080002,122.199997,2714300,119.57016
