"","ARE.Open","ARE.High","ARE.Low","ARE.Close","ARE.Volume","ARE.Adjusted"
"173",120.029999,120.419998,118.400002,119.360001,1163900,106.158134
"174",120.010002,120.809998,119.839996,120.360001,917900,107.047523
"175",120.57,121.209999,119.379997,120,583300,106.727341
"176",119.769997,120.110001,118.849998,119.440002,876100,106.229279
"177",119.419998,121.059998,119.059998,120.830002,663400,107.46553
"178",120.510002,121.089996,119.790001,120.519997,2231400,107.189819
"179",120.519997,121.050003,119.889999,120.419998,858900,107.100876
"180",120.419998,120.589996,119.099998,120,745600,106.727341
"181",120.010002,120.690002,118.580002,119.349998,538100,106.149223
"182",119.510002,119.989998,118.720001,119.339996,885500,106.140335
"183",119.589996,120.099998,117.760002,118.059998,805800,105.0019
"184",118.290001,119.43,118.019997,118.800003,860500,105.660057
"185",118.889999,119.32,118.43,119.160004,479200,105.980247
"186",118.629997,119.160004,117.040001,117.559998,626700,104.557213
"187",116.980003,117.669998,116.260002,117.480003,458300,105.256073
"188",117.459999,119.019997,117.160004,118.970001,771600,106.591026
"189",119.190002,119.809998,118.550003,118.739998,591900,106.384956
"190",119.010002,119.440002,118.43,118.919998,550900,106.546227
"191",118.989998,120.190002,118.610001,120.010002,458900,107.522812
"192",120.129997,120.879997,120.089996,120.379997,253900,107.854309
"193",119.919998,120.629997,118.669998,120.449997,377300,107.917015
"194",120.370003,121.209999,120.260002,120.959999,465100,108.37397
"195",121.190002,121.870003,120.919998,121.809998,616500,109.135521
"196",122.099998,122.860001,121.760002,122.510002,455800,109.762695
"197",122.57,123.639999,122.489998,123.620003,463700,110.757179
"198",124.279999,124.370003,123.129997,123.660004,488700,110.793022
"199",123.480003,124.489998,123.010002,123.5,529500,110.649673
"200",123.120003,124.110001,123.010002,124.099998,666400,111.187233
"201",123.610001,123.970001,122.720001,123.169998,578600,110.354019
"202",123.550003,123.550003,122.279999,123.360001,588400,110.524223
"203",123.440002,123.440002,121.68,122.260002,727800,109.538696
"204",122.580002,122.830002,121.760002,121.959999,372600,109.269905
"205",121.650002,122.589996,121.43,122.07,425800,109.368454
"206",121.940002,122.769997,121.349998,122.019997,557400,109.323654
"207",122.75,122.75,121.019997,121.730003,466300,109.06385
"208",121.580002,122.970001,121.57,122.160004,491200,109.449104
"209",122.019997,122.25,121.209999,121.720001,408900,109.054901
"210",121.279999,124.160004,120.68,123.959999,629300,111.06179
"211",124.68,125.720001,123.93,125.209999,630800,112.18174
"212",125.190002,125.989998,124.480003,124.559998,508800,111.599365
"213",123.970001,125.830002,123.25,125.300003,414100,112.262375
"214",125.199997,126.519997,125.199997,125.669998,452700,112.59388
"215",125.709999,126.620003,125.190002,126.059998,602900,112.943275
"216",125.730003,126.879997,125.730003,126.230003,367800,113.095627
"217",125.889999,126.589996,125.470001,126.099998,331200,112.979141
"218",125.550003,126.669998,125.550003,126.639999,304000,113.462944
"219",127.010002,127.150002,126.040001,126.610001,570400,113.436073
"220",126.519997,126.800003,125.870003,126.279999,499100,113.140411
"221",126.209999,126.230003,123.730003,123.889999,653300,110.9991
"222",123.919998,126.489998,123.919998,126.190002,563000,113.059769
"223",125.639999,126.230003,125.059998,126.209999,1306800,113.077698
"224",126.129997,126.809998,125.660004,126.25,518200,113.113533
"225",126.599998,128,126.339996,127.959999,526100,114.645599
"226",127.389999,128.289993,126.949997,126.949997,361900,113.740692
"227",127,127.57,126.699997,126.790001,158300,113.597351
"228",127.230003,127.900002,126.75,127.230003,349600,113.991554
"229",127.129997,127.879997,125.559998,125.870003,660600,112.773064
"230",125.800003,127.120003,123.919998,126.970001,695200,113.758614
"231",126.75,127.5,126.529999,127.059998,1027500,113.839241
"232",127.559998,129.039993,126.940002,128.690002,894400,115.299644
"233",129.970001,130.460007,129.009995,129.029999,837300,115.604256
"234",129,129.210007,125.699997,126.019997,1278500,112.907455
"235",126.400002,127.040001,125.68,126.849998,635800,113.651093
"236",126.940002,128.300003,126.389999,128.169998,834500,114.833755
"237",128.759995,130.130005,128.220001,130,596500,116.473351
"238",130.229996,130.539993,129.619995,130.190002,447900,116.64357
"239",130.149994,131.720001,129.360001,131.399994,788400,117.727661
"240",131.179993,132.220001,131.009995,131.160004,777800,117.512627
"241",131.580002,132.440002,131.190002,131.889999,609700,118.166695
"242",132.550003,133,131.929993,132.839996,1379900,119.017822
"243",132.919998,134.300003,132.919998,134.029999,513000,120.084
"244",134.369995,134.369995,131.110001,131.600006,690000,117.906883
"245",131.25,132.059998,128.630005,128.630005,2323800,115.245888
"246",128.639999,129.399994,128.190002,128.830002,438400,115.425056
"247",129.300003,129.899994,128.699997,129.460007,283200,115.989525
"248",129.559998,130.610001,129.160004,130.389999,404000,116.822739
"249",130.940002,131.630005,130.610001,131.229996,556600,117.575348
"250",130.770004,130.979996,129.889999,130.669998,513200,117.882088
"251",130.729996,131.070007,130.339996,130.589996,372800,117.809906
"252",131,131,129.679993,129.929993,540100,117.214493
"253",130.149994,130.270004,128.919998,129.320007,470000,116.664223
"254",125.360001,128.410004,125.199997,126.739998,2719600,114.33667
"255",126.900002,127.879997,126.730003,127,1075600,114.571236
"256",127.370003,128.179993,126.830002,127.279999,919000,114.823853
"257",127.239998,127.309998,126.080002,126.32,865800,113.957787
"258",126.290001,126.290001,124.480003,125.279999,1087400,113.019562
"259",125.940002,126.540001,124.919998,125.099998,840100,112.857178
"260",125.099998,125.360001,123.580002,125.120003,1622000,112.875229
"261",125.279999,126.599998,124.839996,124.93,558100,112.703819
"262",125.459999,126.139999,124.25,125.5,1226900,113.21804
"263",125.470001,125.900002,124.550003,125.379997,651500,113.109764
"264",125.68,126.110001,125.129997,125.949997,616700,113.623993
"265",125.959999,127.32,125.360001,127.32,738600,114.859917
"266",127.300003,127.870003,126.800003,127.669998,524000,115.17569
"267",127.410004,127.93,125.900002,126.620003,562100,114.228424
"268",126.5,127.110001,126.019997,126.970001,425300,114.544174
"269",127.260002,127.410004,125.550003,126.470001,365700,114.093102
"270",126.209999,126.209999,124.169998,124.510002,570700,112.324921
"271",125.449997,126.120003,123.339996,125.75,727400,113.443573
"272",125.870003,129.699997,125.870003,129.699997,926200,117.007004
"273",129.699997,130.410004,125.150002,125.220001,848200,112.965424
"274",124.459999,125.68,122.68,124.120003,672200,111.973091
"275",123.940002,124.43,119.68,119.879997,852100,108.148033
"276",119.110001,120.290001,116.449997,118.540001,1051700,106.939171
"277",118.199997,120.910004,117.769997,118.959999,963200,107.318069
"278",118.589996,120.379997,114,114.580002,1065900,103.366722
"279",115.830002,118.910004,114.589996,118.040001,958200,106.488106
"280",118.809998,119.68,115.360001,119.080002,920100,107.426331
"281",118.849998,120.860001,117.860001,120.360001,792500,108.581062
"282",119.339996,120.449997,117.900002,120.059998,498800,108.31041
"283",120.57,121.769997,120.160004,121.739998,559400,109.826004
"284",121.900002,123.18,121.730003,122.660004,576000,110.655975
"285",122.279999,123.940002,120.800003,120.970001,774500,109.131371
"286",120.57,121.220001,118.32,118.43,680900,106.839935
"287",119.07,120.800003,119.040001,119.970001,515600,108.229218
"288",120.5,122.669998,120.199997,122.650002,274000,110.646957
"289",123.169998,123.400002,121.690002,123.379997,309000,111.305504
"290",123.150002,123.559998,120.449997,120.839996,543400,109.014091
"291",121.300003,123.25,121.279999,121.309998,848300,109.438087
"292",120.809998,123.099998,120.220001,122.599998,653900,110.601837
"293",122.239998,123.699997,121.129997,123.489998,512000,111.404739
"294",122.769997,125.830002,122.519997,124.989998,618800,112.757935
"295",124.910004,125.760002,123.18,125.410004,589500,113.136841
"296",124.959999,126.239998,124.830002,125.779999,470500,113.470619
"297",126.160004,126.400002,124.879997,125.639999,388100,113.344337
"298",126.269997,126.419998,124.510002,125.980003,472000,113.651047
"299",125.949997,126.550003,125.470001,126.029999,714500,113.696175
"300",126.260002,127.5,125.690002,126.559998,439500,114.174294
"301",126.839996,127.32,125.459999,126.400002,586300,114.029945
"302",126.589996,127.489998,126.300003,127.080002,436500,114.643402
"303",126.699997,128.570007,126.419998,128.240005,1269000,115.689896
"304",128.25,128.460007,126.5,127.239998,490300,114.787735
"305",127.360001,128.210007,125.910004,126.389999,621300,114.020927
"306",126.400002,126.43,124.449997,125.360001,365000,113.091736
"307",124.779999,125.82,122.040001,122.18,1061600,110.222946
"308",122.059998,122.43,118.059998,118.599998,969000,106.993294
"309",119.739998,121.349998,118.760002,121.110001,764900,109.257652
"310",121.610001,124.129997,119.589996,121.980003,981100,110.042519
"311",121.779999,123.830002,121.730003,123.559998,441200,112.296463
"312",123.779999,125.07,123.230003,124.889999,590900,113.505211
"313",124.839996,125.120003,120.580002,121.790001,718300,110.687798
"314",122.029999,123.260002,121.160004,122.830002,601400,111.632988
"315",122.290001,124.550003,121.57,124.43,509900,113.087128
"316",124.709999,124.709999,122.559998,123.169998,543100,111.942001
"317",123.540001,123.760002,121.730003,122.07,456300,110.942268
"318",122.169998,122.75,121.160004,121.339996,627500,110.278816
"319",122.019997,122.120003,121.110001,121.699997,514200,110.605995
"320",121.330002,122.019997,121.080002,121.089996,533300,110.051613
"321",121.349998,121.349998,120.099998,120.790001,647600,109.778969
"322",121.07,122.129997,120.529999,122.050003,392400,110.924103
"323",122.410004,123.489998,121.959999,122.93,361000,111.723862
"324",123.230003,125.400002,122.68,124.25,454600,112.923553
"325",124.440002,125.300003,124.150002,124.309998,453200,112.978088
"326",123.989998,123.989998,121.139999,122.059998,356200,110.933182
"327",122.330002,122.690002,121.150002,121.300003,527300,110.242462
"328",121.379997,122.129997,120.849998,121.370003,320300,110.306091
"329",121.739998,122.339996,120.82,121.660004,420000,110.569664
"330",121.389999,122.18,120.830002,121.860001,411400,110.751419
"331",122.120003,124.209999,121.860001,123.309998,457600,112.069229
"332",123.260002,125.349998,123.209999,124.860001,393200,113.477951
"333",125.279999,125.279999,124.080002,124.57,657300,113.214378
"334",125.620003,130.529999,124.650002,129.410004,1224200,117.613182
"335",128.75,128.929993,126.360001,127.57,1060500,115.940895
"336",127.209999,127.620003,126.050003,126.730003,721400,115.177467
"337",126.739998,128.899994,126.150002,128.550003,455200,116.831566
"338",129.179993,130.059998,128.339996,129.800003,454900,117.967613
"339",129.070007,129.229996,127.900002,128.339996,621600,116.640701
"340",128.639999,129.910004,128.259995,129.839996,316600,118.003975
"341",130,130.520004,128.820007,129.360001,446600,117.567719
"342",129.600006,129.990005,127.949997,128.039993,664200,116.368057
"343",128.190002,128.380005,126.339996,126.980003,609500,115.404686
"344",126.57,126.57,123.800003,124.150002,639900,112.832664
"345",124.449997,124.690002,122.419998,122.639999,844500,111.460304
"346",122.639999,123.099998,121.650002,121.75,516200,110.651436
"347",121.709999,121.93,120.589996,121.220001,808900,110.169754
"348",122.040001,123.800003,120.75,123.43,706100,112.178299
"349",123.309998,124.010002,122.849998,123.800003,642600,112.514565
"350",123.779999,126.279999,123.419998,125.809998,504100,114.341339
"351",125.980003,125.980003,122.959999,123.809998,782700,112.523651
"352",123.910004,124.300003,123.290001,123.5,612600,112.24192
"353",123.099998,124.449997,122.68,124.389999,1026800,113.050781
"354",124.620003,126.209999,124.040001,125.330002,1178700,113.90509
"355",124.650002,125.5,124.360001,124.919998,1356400,113.532455
"356",125.239998,125.769997,124.199997,125.580002,905200,114.132301
"357",126.040001,127.349998,125.760002,127.209999,549200,115.613724
"358",127.470001,128.059998,126.209999,126.610001,591800,115.068405
"359",126.169998,126.709999,125.620003,126.32,770000,114.80484
"360",126.839996,126.879997,125.279999,126.339996,563400,114.823013
"361",126.230003,127.519997,125.690002,127.190002,598200,115.595551
"362",127.309998,127.309998,124.669998,125.269997,861200,113.850563
"363",125.010002,127.199997,125.010002,126.82,608600,115.259262
"364",126.790001,127.32,125,125.699997,877000,114.241364
"365",126.010002,128.210007,125.5,127.660004,599900,116.022705
"366",127.910004,128.610001,127.43,127.839996,1465100,116.186287
"367",127.120003,127.870003,125.209999,126.400002,778000,114.877548
"368",125.980003,126.93,125.699997,126.360001,759900,114.841194
"369",126.139999,127.220001,125.690002,126.599998,715700,115.059319
"370",126.690002,126.779999,125.459999,126.410004,682100,114.88665
"371",126.989998,127.379997,126.07,127.080002,1155900,115.495575
"372",127.309998,127.309998,125.269997,125.940002,885700,114.459503
"373",126.190002,126.440002,125.599998,125.599998,585500,114.150482
"374",125.900002,126.150002,124.790001,124.82,714900,113.441582
"375",124.160004,126.510002,124.080002,126.339996,692700,115.684944
"376",126.040001,127.57,125.040001,126.169998,945800,115.529282
"377",125.900002,126.510002,123.449997,125.68,542700,115.080627
"378",125.75,127.519997,125.309998,126.650002,319600,115.968796
"379",126.790001,127.809998,126.290001,127.650002,825000,116.884491
"380",127.900002,128.710007,127.309998,127.669998,480300,116.902809
"381",128.190002,128.509995,127.25,128.199997,769000,117.388084
"382",127.959999,128.350006,127.18,127.379997,556200,116.63726
"383",127.110001,129,127.110001,128.029999,734800,117.23243
"384",128.339996,128.360001,127.309998,127.93,1079300,117.140877
"385",128.020004,128.759995,127.730003,127.910004,495600,117.122566
"386",127.5,127.599998,126.290001,126.959999,495900,116.252663
"387",127.099998,127.330002,125.559998,125.769997,497800,115.163025
"388",125.57,126.349998,124.639999,125.639999,499500,115.044006
"389",125.360001,127.669998,125.040001,126.919998,378400,116.216034
"390",126.510002,126.699997,124.209999,124.690002,439600,114.174118
"391",124.57,124.989998,122.949997,123.550003,561100,113.130264
"392",123.620003,123.620003,122.5,122.870003,487000,112.507614
"393",122.720001,123.989998,122.470001,123.339996,314600,112.937958
"394",123.620003,124.139999,122.870003,123.300003,346600,112.901352
"395",123.809998,123.809998,122.230003,122.550003,566200,112.214592
"396",122.5,122.940002,121.610001,122.82,615000,112.461807
"397",123.830002,128.350006,122.949997,127.440002,1437500,116.692184
"398",126.199997,128.350006,125.449997,128.169998,679000,117.360634
"399",127.419998,128.210007,125.959999,126.050003,662700,115.419426
"400",126.050003,127.480003,125.459999,127.459999,429100,116.710503
"401",127.489998,128.339996,126.970001,128.210007,567400,117.397263
"402",127.839996,127.839996,126.910004,127.480003,398200,116.728821
"403",127.68,127.949997,126.739998,126.839996,261800,116.142784
"404",126.610001,126.959999,126.209999,126.470001,328000,115.803993
"405",126.199997,126.720001,125.029999,125.209999,411900,114.650261
"406",125.309998,125.830002,124.160004,124.18,499900,113.707108
"407",124.279999,124.870003,123.169998,124.5,592100,114.00013
"408",124.580002,126.900002,124.519997,126.739998,464000,116.051216
"409",126.519997,129.029999,126.519997,128.619995,587400,117.772667
"410",128.570007,129.789993,128.309998,129.759995,433500,118.816513
"411",130.419998,130.419998,128.240005,128.410004,441400,117.580399
"412",127.860001,128.899994,127.110001,127.290001,516900,116.55484
"413",127.190002,127.589996,125.650002,126.519997,523100,115.84977
"414",126.730003,127.669998,126.349998,126.519997,347700,115.84977
"415",126.389999,126.970001,125.589996,126.629997,392800,115.950493
"416",127,127.050003,125.550003,126.349998,439300,115.694107
"417",126.279999,128.449997,125.93,128.350006,420900,117.525444
"418",128.649994,128.820007,127.589996,128.080002,459500,117.278221
"419",128.169998,128.380005,126.900002,127.349998,712100,116.609764
"420",127.480003,128.520004,127.410004,128.350006,537300,117.525444
"421",128.070007,128.279999,125.769997,125.980003,455700,115.355309
"422",125.489998,127.760002,125.019997,127.510002,882800,116.756287
"423",127.790001,129.009995,127.5,128.610001,1152800,117.763504
"424",128,128.240005,126.540001,126.650002,530000,115.968796
"425",127.540001,128.509995,127.230003,127.389999,365700,116.6464
"426",126.769997,128.240005,126.709999,127.959999,435700,117.168335
"427",128.020004,128.119995,127.529999,127.639999,303700,116.875328
"428",128,128.330002,127.400002,128.020004,555300,117.223282
"429",127.660004,127.720001,125.93,126.989998,395400,116.280136
"430",127.050003,127.75,126.099998,127.580002,704500,116.820381
"431",127.57,127.900002,126.139999,126.599998,352900,115.923027
"432",126.800003,127.160004,125.029999,125.440002,451000,114.86087
"433",125.470001,126.510002,124.82,126.239998,464800,115.593376
"434",126.029999,128.169998,125.830002,126.800003,1484500,116.106171
"435",126.459999,127.160004,123.639999,124.349998,397200,113.862793
"436",124.32,124.709999,122.720001,123.239998,608900,112.846413
"437",123.290001,123.830002,122.269997,122.43,711900,112.104721
"438",122.120003,123.879997,121.769997,122.730003,599900,113.239609
"439",122.849998,125.889999,122.849998,125.790001,792800,116.062981
"440",125.379997,126.029999,123.150002,123.360001,675100,113.820877
"441",123.480003,123.870003,122.669998,123.400002,359900,113.857796
"442",123.400002,124.459999,121.93,122.980003,510500,113.470284
"443",122.459999,122.970001,121.07,122.660004,403900,113.175011
"444",122.82,123.82,122.650002,122.879997,502800,113.377998
"445",123.050003,126.120003,122.970001,125.349998,852700,115.656998
"446",125.160004,126,123.900002,125.959999,811500,116.219833
"447",125.389999,126.889999,124.699997,124.709999,724700,115.06649
"448",125,125.010002,119.559998,119.790001,1062900,110.526932
"449",120.709999,121.5,119.239998,120.040001,872000,110.757629
"450",119.5,123.019997,119.5,121.059998,642900,111.698738
"451",121.540001,123.839996,120.980003,123.449997,586300,113.903915
"452",123.339996,123.739998,121.610001,122.57,625600,113.091972
"453",122.510002,123.879997,121.440002,121.790001,436500,112.372292
"454",121.949997,122.889999,121.68,122.419998,644400,112.953583
"455",122.660004,123.089996,120.5,120.559998,580900,111.237404
"456",119.940002,123.059998,119.57,122.5,603800,113.02739
