"","ARE.Open","ARE.High","ARE.Low","ARE.Close","ARE.Volume","ARE.Adjusted"
"1",111.849998,112.190002,109.919998,110.580002,424700,96.921295
"2",110.82,113.620003,110.82,113.379997,515300,99.375435
"3",112.599998,113.489998,110.970001,112.970001,394900,99.016106
"4",112.629997,113.209999,112.139999,112.209999,472300,98.349976
"5",112.660004,112.879997,110.900002,111.050003,441600,97.333252
"6",110.879997,111.419998,110.029999,110.849998,345500,97.157951
"7",111.269997,111.68,109.510002,109.610001,489300,96.071121
"8",109.730003,111.309998,107.709999,109.309998,380100,95.808167
"9",109.18,109.769997,108.809998,109.550003,234100,96.018532
"10",109.510002,110.699997,109,110.519997,364000,96.868706
"11",110.5,111.589996,109.720001,111.019997,230500,97.306946
"12",110.900002,111.110001,108.830002,109.910004,348800,96.334061
"13",109.980003,111.639999,109.900002,111.150002,442700,97.420898
"14",110.949997,114.18,110.949997,113.43,496200,99.419281
"15",113.519997,114.629997,113.519997,114.120003,515700,100.02404
"16",114.230003,114.330002,113.07,113.400002,266000,99.392967
"17",113.510002,114.529999,112.970001,113.300003,293100,99.305344
"18",113.559998,113.980003,111.980003,112.790001,432700,98.858315
"19",112.230003,112.550003,110.790001,112.160004,417800,98.306152
"20",111.709999,112.949997,110.129997,110.82,704100,97.131638
"21",110.650002,111.480003,108.190002,108.279999,603200,94.905403
"22",108.720001,109.139999,108.129997,109.059998,701700,95.589058
"23",110,110.900002,109.129997,110.639999,792900,96.9739
"24",110.889999,112.800003,110.699997,112.690002,1040800,98.770699
"25",112.68,114.010002,112.68,113.239998,591300,99.252754
"26",113.279999,115.07,112.57,114.540001,666200,100.392174
"27",114.790001,115.459999,114.25,114.980003,623000,100.777832
"28",114.919998,115.150002,114.220001,114.370003,2640900,100.243172
"29",114.959999,114.959999,113.739998,114.260002,627300,100.146767
"30",113.900002,115.089996,113,114.980003,865900,100.777832
"31",114.739998,115.269997,113.419998,115.230003,507600,100.996941
"32",115.400002,116.379997,115.25,115.82,487300,101.514069
"33",115.419998,116.379997,115.050003,116.379997,352100,102.004898
"34",116.330002,118.550003,115.900002,118.470001,486100,103.836754
"35",118.620003,119.639999,117.349998,118.489998,541900,103.854263
"36",118.919998,119.480003,118.040001,118.870003,681900,104.187332
"37",118.870003,120.510002,118.5,120.199997,586800,105.35305
"38",120.309998,120.959999,119.769997,120.470001,601000,105.589714
"39",120.480003,120.510002,118.989998,119.309998,999100,104.572983
"40",119.480003,119.480003,117.870003,118.18,837500,103.582573
"41",117.989998,118.370003,116.010002,117.010002,565400,102.557068
"42",116.309998,117.709999,115.160004,117.589996,422900,103.065437
"43",117.029999,117.900002,116.470001,117.510002,392000,102.995316
"44",117.379997,117.43,116.559998,117.160004,342600,102.688545
"45",116.660004,116.949997,115.639999,115.690002,515600,101.400124
"46",115.68,116.269997,112.93,113.699997,588000,99.655937
"47",107.870003,109.360001,107.75,108.809998,5443700,95.369919
"48",109.260002,109.989998,108.690002,109.089996,2097800,95.615341
"49",109,109.040001,106.889999,108.18,1120300,94.817749
"50",108.419998,111.07,108.129997,110.410004,1588800,96.772301
"51",110.190002,110.790001,109.25,109.870003,1129200,96.298996
"52",110,111.239998,109.860001,110.269997,16444300,96.649605
"53",110.449997,110.849998,109.43,109.970001,1504600,96.38665
"54",111.110001,111.349998,110,110.699997,1521000,97.026497
"55",111.18,111.620003,109.529999,111.379997,822700,97.62249
"56",111.199997,112.910004,110.989998,112.089996,568600,98.244781
"57",112.120003,112.620003,111.110001,111.360001,628400,97.604973
"58",110.639999,111.510002,108.980003,110.410004,991400,96.772301
"59",110.550003,110.949997,109.309998,110.669998,637100,97.000183
"60",109.599998,110.139999,109.050003,109.82,512500,96.982513
"61",109.660004,110.300003,109.160004,109.82,377500,96.982513
"62",109.839996,110.68,109.769997,110.519997,711600,97.600685
"63",110.150002,110.889999,109.849998,110.75,560400,97.803802
"64",110.699997,111.739998,110.699997,111.239998,741500,98.236519
"65",111.269997,111.940002,110.589996,110.959999,768300,97.989258
"66",111.169998,112.540001,110.620003,112.18,848500,99.066643
"67",112.330002,112.699997,111.629997,111.669998,949400,98.616272
"68",111.75,113.040001,111.639999,112.769997,782300,99.587685
"69",112.830002,113.870003,112.230003,113.629997,615000,100.347153
"70",113.540001,114.129997,113.290001,113.629997,463900,100.347153
"71",113.620003,114.379997,113.050003,113.540001,769500,100.26767
"72",113.620003,115.080002,113.620003,115.07,695100,101.618828
"73",114.959999,115.470001,114.660004,115.339996,505500,101.857269
"74",115.269997,116.019997,115.089996,115.660004,579800,102.139847
"75",115.660004,116.019997,114.769997,115.940002,798900,102.387138
"76",115.93,116.139999,115,115.43,788500,101.936737
"77",116.440002,116.639999,112.5,113.199997,717400,99.9674
"78",113.349998,114.5,113.239998,114.330002,542800,100.965302
"79",114.010002,114.519997,113.199997,113.589996,694500,100.311821
"80",113.589996,114.309998,112.550003,112.959999,321500,99.755486
"81",112.669998,112.669998,111.589996,112.510002,464400,99.35807
"82",112.790001,113.019997,111.919998,112.82,430200,99.631821
"83",114.269997,115.709999,112.019997,114.559998,882300,101.168434
"84",114.75,114.75,112.459999,113.32,715400,100.073395
"85",112.629997,114.459999,112.339996,114.279999,645800,100.921181
"86",114.669998,115.519997,114.190002,114.830002,434000,101.406876
"87",114.919998,115.529999,114.370003,114.720001,708500,101.309731
"88",114.599998,115.07,113.120003,113.519997,568900,100.25
"89",113.160004,115.279999,113.120003,114.529999,479300,101.141937
"90",113.860001,115.360001,113.010002,115.07,430500,101.618828
"91",114.910004,116.449997,114.610001,115.849998,606400,102.30764
"92",115.860001,117.059998,115.599998,115.849998,660500,102.30764
"93",116.199997,116.220001,114.970001,115.839996,1004300,102.298805
"94",115.690002,117.739998,115.690002,116.529999,833100,102.908173
"95",116.410004,117.5,115.080002,117.089996,744800,103.402687
"96",116.940002,118.190002,116.68,117.669998,479900,103.914886
"97",118.029999,118.660004,117.589996,117.900002,373300,104.117996
"98",118.099998,119.370003,117.980003,118.610001,508000,104.74501
"99",118.559998,119.099998,118.25,118.279999,508400,104.453575
"100",119.019997,119.019997,117.300003,117.360001,459900,103.641121
"101",117.449997,117.699997,116.980003,117.269997,303000,103.561646
"102",117.330002,117.629997,116.75,117,356300,103.323212
"103",117.339996,117.559998,115.760002,116.68,1458700,103.040611
"104",116.510002,118.129997,116.510002,117.940002,645900,104.153336
"105",118.769997,120.349998,118.510002,120.040001,796800,106.007843
"106",120.25,120.559998,119.650002,120.339996,560300,106.272758
"107",120.459999,120.720001,118.360001,118.57,618900,104.709679
"108",118.629997,119.169998,118.230003,118.879997,543200,104.983452
"109",118.879997,119.449997,117.139999,118.550003,531700,104.692032
"110",118.589996,119.339996,117.980003,118.629997,468500,104.762665
"111",118.800003,119.010002,118,118.610001,1069000,104.74501
"112",118.449997,118.919998,118.169998,118.690002,681600,104.815666
"113",119.949997,120,118.309998,118.970001,751400,105.062927
"114",118.669998,119.699997,118.5,118.910004,863900,105.009949
"115",119,119.169998,117.879997,117.879997,1865700,104.100349
"116",118.080002,119.269997,118.019997,119.120003,1520700,105.195381
"117",119.379997,119.480003,117.169998,119.260002,680100,105.319038
"118",119.269997,119.459999,118.559998,119.050003,663300,105.133575
"119",119.169998,121.629997,118.379997,120.790001,1181500,106.670181
"120",120.739998,121.25,120.339996,120.599998,1661100,106.502388
"121",121,121.379997,120.459999,121.279999,932000,107.102905
"122",120.900002,122.279999,120.75,121.599998,797200,107.38549
"123",121.300003,121.550003,120.339996,120.529999,713400,107.198723
"124",120.07,120.489998,118.580002,118.989998,641200,105.829056
"125",119.239998,121.089996,118.989998,120.470001,787700,107.14537
"126",121,121.160004,119.720001,120.949997,291700,107.572273
"127",120.949997,121.699997,120.050003,120.349998,538300,107.038628
"128",120.230003,120.529999,118.150002,118.150002,444600,105.081978
"129",118.150002,118.650002,117.720001,118.529999,399400,105.419914
"130",118.730003,119.339996,117.209999,117.209999,367300,104.245926
"131",117.459999,118.239998,116.199997,117.849998,437600,104.81514
"132",118.629997,119.860001,118.220001,119.059998,458800,105.891312
"133",119.190002,119.5,118.599998,118.730003,315900,105.597816
"134",118.769997,120.089996,118.769997,120.040001,273100,106.762909
"135",120.019997,121.239998,118.440002,121.129997,323300,107.732338
"136",121.139999,121.279999,120.059998,120.699997,387400,107.349915
"137",120.910004,122.169998,120.650002,122.089996,343600,108.586166
"138",122.080002,123.18,121.949997,122.07,556100,108.56839
"139",122.029999,122.830002,120.459999,121,742200,107.61673
"140",120.989998,121.339996,120.5,120.519997,788700,107.189819
"141",120.830002,121.18,119.800003,120.139999,435000,106.851852
"142",120.290001,121.129997,119.620003,120.82,327500,107.456642
"143",120.470001,121.139999,119.639999,120.849998,410900,107.48333
"144",120.830002,121.339996,120.160004,120.400002,381900,107.083092
"145",120.769997,121.279999,120.010002,121.25,466300,107.839096
"146",121.690002,123.889999,120.5,121.010002,538600,107.625641
"147",120.540001,121.309998,120.040001,120.519997,312000,107.189819
"148",120.339996,121.839996,119.540001,120.779999,388600,107.421043
"149",120.919998,122.209999,120.269997,120.610001,353800,107.269867
"150",120.660004,120.720001,119.550003,120.580002,331700,107.243195
"151",119.989998,120.980003,119.760002,120.620003,369600,107.27877
"152",120.589996,121.410004,120.400002,120.830002,278800,107.46553
"153",120.599998,120.730003,119.620003,119.889999,352100,106.629517
"154",119.68,120.389999,119.050003,119.550003,296600,106.327103
"155",120.059998,122.110001,120.059998,121.739998,350400,108.274895
"156",121.449997,121.650002,120.739998,121.480003,394500,108.04364
"157",121.730003,122.169998,121.370003,121.900002,375200,108.417198
"158",121.860001,122.650002,121.650002,121.669998,350400,108.212616
"159",121.389999,121.389999,119.419998,120.010002,565900,106.736244
"160",120.279999,121.199997,119.93,121.089996,595300,107.696777
"161",121.050003,121.489998,119.830002,120.059998,640600,106.780693
"162",120.029999,121.18,119.690002,120.949997,725300,107.572273
"163",121.230003,122.330002,120.980003,121.269997,1282100,107.85688
"164",121.900002,122,120.489998,120.489998,485000,107.163147
"165",120.699997,120.870003,118.889999,119.300003,772200,106.104767
"166",119.360001,120.120003,118.629997,118.650002,705700,105.526665
"167",118.559998,119.870003,117.870003,119.400002,911400,106.193703
"168",119.720001,121.82,119.529999,121.309998,1033900,107.892441
"169",121.370003,121.949997,120.769997,121.300003,382500,107.883553
"170",121.440002,122.029999,120,120.449997,792000,107.127556
"171",120.940002,121.830002,119.669998,120.389999,613700,107.074196
"172",120.510002,121.260002,119.709999,120.099998,526200,106.816284
