"","ECL.Open","ECL.High","ECL.Low","ECL.Close","ECL.Volume","ECL.Adjusted"
"38",125.5,125.980003,123.809998,123.839996,1056800,117.944145
"39",123.849998,124.82,123.550003,123.970001,1328000,118.06797
"40",125,126.169998,124.739998,125.870003,1051300,119.87751
"41",125.589996,125.830002,125.010002,125.089996,763700,119.134628
"42",124.93,125.629997,124.68,125.25,909300,119.287033
"43",124.769997,125.480003,124.739998,125.059998,729000,119.106064
"44",125.169998,125.449997,124.440002,124.720001,842900,118.782242
"45",124.639999,125.660004,124.300003,124.5,1081800,118.572723
"46",124.220001,124.550003,123.339996,123.690002,1338900,117.801277
"47",124.389999,124.910004,123.879997,124.25,1125300,118.334633
"48",124.25,124.779999,123.959999,124.769997,925600,118.829872
"49",124.059998,124.690002,123.480003,123.68,931100,117.79174
"50",124.309998,125.669998,123.650002,125.370003,929600,119.401321
"51",125.370003,125.620003,124.489998,125.190002,928300,119.229874
"52",125.339996,125.82,125.019997,125.410004,1732800,119.793457
"53",125.110001,125.769997,124.82,125.129997,766300,119.525993
"54",125.019997,125.540001,123.959999,124.199997,913500,118.63765
"55",124.290001,124.860001,123.910004,124.239998,732400,118.675842
"56",124.139999,124.970001,123.650002,124.18,996700,118.618538
"57",124.169998,124.599998,123.510002,123.830002,1007500,118.28421
"58",122.580002,124.18,122.580002,124.110001,791400,118.551682
"59",124.010002,125.110001,123.650002,124.870003,1083000,119.277649
"60",124.589996,125.099998,124.379997,124.779999,670400,119.19165
"61",125.089996,125.419998,124.760002,125.339996,575700,119.726578
"62",124.660004,125.980003,124.660004,125.339996,1167300,119.726578
"63",126,127.059998,124.980003,125.879997,1514500,120.242386
"64",125.849998,126.040001,124.419998,125.059998,1140000,119.459129
"65",125.400002,125.830002,124.480003,124.830002,1102400,119.239418
"66",124.879997,125.779999,124.779999,125.209999,795600,119.602402
"67",124.849998,125.589996,124.699997,125.25,841100,119.640633
"68",125.290001,126.349998,125.099998,125.870003,750600,120.232849
"69",125.599998,126.139999,125.099998,125.660004,617600,120.032257
"70",125.139999,125.82,124.68,124.959999,854800,119.363594
"71",124.75,125.440002,124.459999,124.470001,598000,118.895546
"72",124.970001,125.419998,124.730003,125.419998,472500,119.803009
"73",124.57,125.389999,124.57,125.309998,672800,119.697929
"74",125.68,126.199997,125.529999,125.709999,885300,120.080009
"75",125.93,126.589996,125.639999,126.349998,676000,120.691353
"76",126.419998,126.75,126.019997,126.199997,656600,120.548073
"77",127.260002,127.629997,126.790001,127.300003,1243400,121.598824
"78",127.779999,128.550003,127.599998,128.25,773900,122.506248
"79",128.240005,129,127.980003,128.800003,1106400,123.031639
"80",128.940002,129.440002,128.740005,129.369995,933100,123.576103
"81",129.210007,129.490005,128.929993,129.089996,1384800,123.308624
"82",128.690002,129.850006,128.419998,129.25,1363600,123.461472
"83",125.919998,128.020004,125.050003,125.260002,2895600,119.650162
"84",125.5,126.010002,125.300003,125.57,1213500,119.946289
"85",125.57,126.260002,125.07,126.220001,999200,120.567184
"86",126.18,126.760002,126.050003,126.470001,803300,120.805969
"87",126.550003,127.330002,125.779999,125.949997,802500,120.309258
"88",125.949997,126.349998,125.050003,125.610001,831900,119.984482
"89",125.5,126.900002,125.5,126.660004,968200,120.987465
"90",126.669998,126.959999,125.970001,126.730003,849500,121.054352
"91",126.629997,127.389999,126.449997,126.510002,932400,120.844193
"92",126.510002,128.419998,126.510002,127.269997,847500,121.570137
"93",127.150002,128.080002,127.150002,127.379997,843100,121.675232
"94",127.379997,127.379997,126.230003,126.389999,926900,120.729546
"95",126.540001,127.25,126.260002,126.739998,1079500,121.063889
"96",126.989998,127.32,126.660004,127.089996,2893200,121.398201
"97",127.610001,128.300003,127.32,127.82,1122300,122.095528
"98",127.68,128.279999,127.68,128.050003,730000,122.315208
"99",128.300003,129.779999,128.070007,129.309998,872300,123.518791
"100",129.800003,130.520004,129.509995,130.309998,803200,124.473961
"101",130.759995,131.490005,130.75,131.300003,870100,125.419662
"102",131.160004,131.649994,130.639999,131.559998,1037300,125.668015
"103",131.850006,133.009995,131.259995,132.839996,946000,126.890694
"104",132.990005,133.960007,132.839996,133.779999,982400,127.788612
"105",133.860001,134.399994,133.259995,134.330002,818800,128.31398
"106",134.360001,134.369995,133.630005,133.660004,836500,127.673965
"107",133.350006,133.929993,132.419998,133.350006,745700,127.377869
"108",133.570007,133.960007,133.25,133.520004,727400,127.540222
"109",133.520004,133.600006,132.449997,132.729996,882800,126.785599
"110",133.309998,133.839996,132.839996,133.809998,1091000,127.817268
"111",133.809998,133.970001,132.800003,133.179993,775600,127.215446
"112",133.220001,134.600006,132.759995,134.490005,774800,128.466812
"113",134.789993,134.889999,133.639999,133.880005,650600,127.884117
"114",133.729996,134.380005,132.860001,133.850006,980800,127.855476
"115",133.690002,134.279999,133.5,134.279999,1609100,128.621765
"116",134.429993,134.740005,133.899994,134.610001,670400,128.93782
"117",134.160004,134.449997,133.880005,134.110001,605700,128.458893
"118",134.029999,134.539993,132.039993,132.139999,1084300,126.571922
"119",132.139999,132.800003,131.630005,131.679993,780300,126.131279
"120",131.699997,132.360001,131.309998,131.660004,1038800,126.112137
"121",131.740005,132.5,131.520004,132.020004,948700,126.456985
"122",132,132.460007,131.699997,131.779999,869000,126.227066
"123",132.619995,133.300003,132.369995,132.899994,620400,127.299889
"124",132.889999,132.990005,130.880005,131.449997,826300,125.910995
"125",132,133.229996,131.809998,132.75,995800,127.156219
"126",133.190002,133.470001,132.490005,132.940002,715600,127.338234
"127",133.279999,133.990005,133.119995,133.270004,970500,127.65432
"128",133.070007,133.470001,132.139999,132.179993,768500,126.610237
"129",132.179993,132.789993,131.619995,132.619995,886700,127.03167
"130",132.630005,132.839996,131.679993,132.050003,767800,126.485748
"131",132.169998,132.649994,131.449997,131.889999,607100,126.332466
"132",132.660004,133.410004,132.559998,133.039993,819500,127.433983
"133",133.050003,133.110001,131.850006,132.059998,576800,126.49527
"134",132.279999,132.940002,131.929993,132.720001,542000,127.127487
"135",132.800003,132.990005,131.789993,132.169998,1017700,126.600655
"136",132.009995,132.710007,131.949997,132.449997,630300,126.868843
"137",132.679993,133.059998,132.339996,133.050003,812200,127.443596
"138",132.850006,133.149994,132.110001,132.449997,812700,126.868843
"139",132.289993,133.419998,132.259995,133.050003,611500,127.443596
"140",132.759995,133.179993,131.639999,132.039993,710700,126.476112
"141",132.759995,133.259995,132.539993,132.899994,584200,127.299889
"142",132.830002,132.830002,132.149994,132.449997,595400,126.868843
"143",132.479996,132.820007,131.110001,131.820007,829600,126.265419
"144",131.940002,132.559998,131.389999,131.919998,847800,126.361206
"145",132.5,133.059998,131.5,131.669998,1392900,126.121735
"146",131.080002,131.619995,127.18,131.429993,1603400,125.891846
"147",131.389999,133.059998,131.190002,132.899994,1046600,127.299889
"148",132.899994,133,132.240005,132.619995,899100,127.03167
"149",132.690002,133.25,132.350006,132.899994,628200,127.299889
"150",133,133.190002,131.919998,131.949997,892800,126.389954
"151",131.949997,132.070007,130.830002,131.240005,636800,125.709862
"152",131.360001,132.380005,131.350006,132.360001,690600,126.782654
"153",132.059998,132.330002,130.190002,130.229996,770300,124.742416
"154",130.720001,130.880005,129.740005,129.809998,618700,124.340111
"155",130.429993,131.460007,130,131.460007,674800,125.920601
"156",131.160004,131.880005,130.970001,131.149994,824000,125.623627
"157",131.429993,132.729996,131.429993,132.410004,678900,126.830544
"158",131.509995,132.160004,130.220001,130.229996,727400,124.742416
"159",130.350006,130.649994,129.729996,130.110001,720800,124.627449
"160",130.160004,130.740005,129.630005,130.399994,559800,124.90522
"161",130.630005,131.639999,130.410004,131.479996,506200,125.939735
"162",131.199997,131.369995,130.639999,130.779999,471000,125.269257
"163",130.779999,131.270004,130.009995,130.330002,701900,124.838196
"164",131.089996,131.520004,130.759995,131.039993,470400,125.518295
"165",131.009995,131.520004,130.509995,131.460007,745000,125.920601
"166",130.970001,131.020004,130.470001,130.869995,573500,125.355446
"167",130.869995,131.039993,130.460007,130.979996,605400,125.460815
"168",131.580002,133.460007,131.350006,133.300003,1254900,127.683037
"169",133.570007,133.679993,131.979996,132.850006,726100,127.251999
"170",132.919998,133.389999,132.199997,133.229996,856900,127.616013
"171",132.860001,134.279999,129.970001,130.889999,1968200,125.374596
"172",131.100006,131.619995,130.520004,131.529999,999000,125.987617
"173",131.139999,131.369995,130.479996,131.119995,716100,125.594872
"174",131.490005,131.490005,129.580002,129.830002,1716400,124.359268
"175",129.820007,130.380005,129.199997,129.979996,1154700,124.50293
"176",129.729996,129.910004,129.240005,129.419998,747200,123.966522
"177",129.320007,131.029999,129.210007,131.009995,1101700,125.489532
"178",131.029999,131.490005,130.539993,131.050003,1208200,125.52787
"179",131.050003,131.440002,130.470001,130.529999,886600,125.383774
"180",130.960007,131.119995,130.380005,130.740005,652600,125.585518
"181",130.949997,131.380005,130.240005,130.800003,833600,125.64312
"182",130.860001,131.179993,130.580002,130.940002,1095900,125.777596
"183",131,131.440002,130.740005,131.330002,761900,126.152229
"184",131.339996,131.660004,130.470001,131.490005,861800,126.305908
"185",131.800003,131.990005,130.169998,130.229996,563000,125.095573
"186",130.279999,130.279999,127.629997,128.970001,1054200,123.885284
"187",128.949997,129.580002,128.75,129.270004,586000,124.173454
"188",129.270004,129.649994,128.529999,128.610001,858200,123.539474
"189",128.580002,130.75,128.380005,130.649994,1175000,125.499031
"190",130.899994,131.429993,130.389999,130.559998,849600,125.412582
"191",130.720001,131.520004,130.399994,130.759995,835600,125.604706
"192",131.169998,131.809998,130.429993,131.740005,772200,126.546089
"193",131.369995,132.020004,131.270004,131.970001,769100,126.766983
"194",132.009995,132.199997,131.520004,132.059998,619200,126.853447
"195",132.059998,132.949997,132.059998,132.699997,776500,127.468201
"196",132.929993,133.080002,131.529999,132.550003,677000,127.32412
"197",132.429993,133.919998,132.429993,133.910004,679900,128.630508
"198",134.229996,134.869995,133.850006,134.089996,888500,128.803406
"199",134.320007,134.809998,134.119995,134.449997,949700,129.149216
"200",134.139999,134.5,132.339996,132.580002,1266700,127.352951
"201",132.669998,133.300003,131.289993,131.699997,1102300,126.507629
"202",131.559998,131.960007,130.949997,131.740005,626200,126.546089
"203",132.210007,132.800003,131.850006,132.800003,622500,127.564278
"204",132.600006,133.289993,132.399994,132.600006,686800,127.372162
"205",133.080002,133.300003,132.199997,132.300003,710200,127.083977
"206",132.380005,132.839996,131.630005,132.490005,1079000,127.266502
"207",133.300003,133.880005,132.419998,132.669998,806200,127.439377
"208",132.520004,132.889999,131.320007,131.990005,923400,126.786217
"209",131.649994,131.850006,130.820007,130.919998,1103100,125.758354
"210",131.759995,133.740005,129.149994,130.660004,2009300,125.508636
"211",130.089996,131.720001,129.160004,131.270004,1269200,126.094597
"212",131.350006,131.619995,130.429993,131.240005,1144000,126.065781
"213",131.229996,132.410004,130.839996,131.380005,1869800,126.200241
"214",131.199997,132.889999,131.160004,131.910004,710600,126.709351
"215",131.580002,132.100006,130.570007,130.949997,958500,125.787186
"216",130.949997,131.350006,130.110001,130.389999,1012100,125.24929
"217",130.429993,130.669998,129.509995,130.25,825400,125.114799
"218",129.820007,130.630005,129.25,130.300003,1298400,125.162842
"219",130.220001,131.800003,129.800003,131.639999,1072600,126.449997
"220",131.179993,131.970001,130.240005,131.399994,1359800,126.21946
"221",131.199997,131.350006,130.119995,130.229996,1104500,125.095573
"222",130.520004,132.529999,130.360001,131.990005,1423100,126.786217
"223",131.580002,131.949997,130.839996,131.449997,1425200,126.267471
"224",131.279999,132.699997,131.070007,132.130005,1222400,126.920708
"225",132.619995,133.25,132.149994,132.449997,1247300,127.228058
"226",132.860001,133.610001,132.229996,132.990005,1331200,127.746811
"227",133.289993,133.550003,132.660004,132.860001,281900,127.621902
"228",132.970001,133.589996,132.589996,132.809998,880200,127.573875
"229",133.470001,134.25,133.470001,134.25,1827900,128.957092
"230",134.270004,135.070007,133.639999,135,897600,129.677536
"231",135.229996,136.779999,135.149994,135.919998,1453200,130.561249
"232",136.449997,136.619995,133.960007,134.889999,1019100,129.571838
"233",135.479996,137.789993,135.070007,137.259995,1509100,131.848419
"234",137.429993,137.960007,137.100006,137.419998,1154400,132.002121
"235",137.289993,137.559998,136.619995,136.880005,1018100,131.483398
"236",136.520004,137.029999,135.539993,135.919998,938100,130.561249
"237",136.580002,136.580002,135.080002,135.330002,862500,129.994522
"238",135.800003,136,134.460007,134.669998,1488800,129.360565
"239",134.699997,134.899994,133.759995,134.850006,1143600,129.533463
"240",135.009995,135.740005,134.550003,135,801000,129.677536
"241",135,135.470001,134.350006,134.369995,977900,129.072372
"242",134.720001,135.490005,134.289993,135.190002,1462900,129.860046
"243",135.339996,136.300003,135.190002,135.839996,1475700,130.881332
"244",136.119995,136.259995,134.839996,135.089996,868500,130.158707
"245",135.410004,135.789993,134.020004,134.080002,1326800,129.185593
"246",134.600006,134.880005,133.410004,133.509995,1570100,128.636398
"247",133.75,134.190002,133.220001,133.970001,655600,129.07962
"248",133.990005,134.25,133.520004,133.699997,324300,128.819443
"249",133.990005,134.559998,133.559998,134.100006,710300,129.204865
"250",134.520004,134.619995,133.809998,134.529999,862100,129.619156
"251",135.029999,135.509995,134.179993,134.179993,613900,129.281906
"252",134.199997,134.800003,133.410004,134.5,940700,129.590271
"253",134.729996,135.490005,134,135.369995,764500,130.428497
"254",135.720001,136.820007,135.550003,136.470001,723200,131.488327
"255",135.899994,137.270004,135.199997,137.179993,1048900,132.172424
"256",136.639999,137,136.039993,136.699997,1099900,131.709961
"257",136.619995,137.410004,136.369995,136.660004,887400,131.671417
"258",136.520004,136.520004,134.630005,135.119995,881000,130.187622
"259",135.279999,137.059998,135.110001,137.029999,1563400,132.027924
"260",137.449997,138.119995,137.029999,137.679993,1267000,132.65416
"261",138.410004,138.679993,136.610001,137.020004,1133700,132.018265
"262",137.759995,137.830002,136.25,137.429993,1131700,132.413284
"263",137.279999,139.070007,137.149994,138.350006,911500,133.299713
"264",139.220001,139.970001,138.369995,139.75,1068300,134.648605
"265",139.789993,140.429993,139.320007,140.339996,1543100,135.217087
"266",140.5,140.5,136.410004,137.759995,2388000,132.731262
"267",137.759995,138.240005,136.600006,137.309998,2012500,132.297684
"268",137.979996,138.779999,137.259995,138.320007,1319800,133.270844
"269",138.679993,138.970001,137.669998,138.149994,1189200,133.10701
"270",137.539993,138.309998,136.970001,137.5,1109800,132.480759
"271",137.080002,138.25,137.080002,137.580002,1019000,132.557846
"272",137.889999,138.580002,137.179993,137.679993,1738700,132.65416
"273",137.300003,138.729996,137,138.490005,1556300,133.434616
"274",137.729996,139.300003,136.910004,137.059998,1641100,132.056808
"275",136.619995,138.100006,132.050003,132.050003,1862600,127.229721
"276",130.399994,132.770004,128.639999,131.740005,2828200,126.931023
"277",130.940002,135.429993,130.940002,133.119995,2052300,128.260651
"278",133.229996,133.639999,127.660004,127.760002,2457200,123.096306
"279",128.880005,129.800003,125.739998,128.520004,2224200,123.82856
"280",129.240005,131.029999,129.009995,130.160004,1551400,125.408676
"281",129.089996,129.970001,127.190002,129.339996,1385600,124.618614
"282",128.479996,130.410004,128.100006,129.800003,1339800,125.061813
"283",130.679993,131.770004,130.330002,131.770004,1447200,126.959923
"284",131.220001,132.910004,130.949997,131.490005,1301800,126.690125
"285",131.490005,133.440002,130.139999,131.720001,1390400,126.911758
"286",132.080002,132.529999,129.830002,129.899994,1597200,125.158157
"287",130.520004,131.369995,129.139999,129.449997,1332600,124.724602
"288",130.190002,130.960007,129.320007,130.839996,1529500,126.063858
"289",131.229996,132.210007,130.850006,131.990005,1100600,127.171913
"290",132,132.419998,131.059998,131.089996,908900,126.304756
"291",131.449997,132.050003,130.440002,130.449997,1314400,125.688126
"292",129.899994,131.059998,128.080002,128.710007,1309300,124.011612
"293",128.220001,129.059998,127.230003,127.860001,1204600,123.192642
"294",127.300003,130.399994,127.300003,129.949997,1186600,125.206352
"295",130.289993,131.639999,129.360001,131.009995,933900,126.227646
"296",130.149994,133.190002,129.899994,132.800003,2e+06,127.952347
"297",133.190002,134.410004,132.800003,134.339996,1887900,129.436127
"298",133.940002,134.949997,133.75,134.910004,2136600,129.985321
"299",135,137.220001,134.729996,136.779999,1450200,131.787018
"300",137.070007,137.509995,136,136.830002,1403600,131.83522
"301",137.369995,137.729996,136.050003,136.309998,1536700,131.334167
"302",136.389999,136.919998,135.919998,136.699997,1259900,131.709961
"303",136.839996,138.440002,136.699997,138.080002,1852400,133.039597
"304",137.389999,138.089996,136.050003,136.479996,1333700,131.889603
"305",136.479996,137.009995,135.380005,136.630005,1160700,132.034607
"306",136.619995,137.820007,136.130005,136.419998,931200,131.831604
"307",135.5,136.300003,133.929993,134.119995,1093600,129.608994
"308",134.550003,135.139999,132.25,132.25,1289900,127.801888
"309",133.610001,134.850006,132.619995,134.740005,1790400,130.20813
"310",134.919998,137.020004,134.190002,134.979996,1397100,130.440048
"311",135.539993,136.710007,134.960007,135.309998,1224400,130.758911
"312",135.929993,137.929993,134.940002,137.070007,1319200,132.459763
"313",136.710007,137,132.789993,133.970001,1112000,129.46402
"314",134.660004,137.419998,133.979996,136.899994,1611000,132.295456
"315",135.279999,139.020004,134.889999,138.869995,1525400,134.199203
"316",139.580002,141.869995,139.119995,141.25,1666100,136.499161
"317",140.520004,141.990005,139,139.779999,1791800,135.078568
"318",140.630005,141.910004,139.919998,140.25,1470500,135.532776
"319",141.449997,142.639999,140.580002,141.639999,1319100,136.876022
"320",140.669998,141.139999,139.850006,140.649994,1047100,135.919312
"321",141.270004,142.070007,140.699997,141.380005,921700,136.624802
"322",142.100006,142.130005,140.820007,141.179993,847900,136.431519
"323",142.309998,147.050003,141.289993,146.960007,3491100,142.017136
"324",147.779999,148.509995,145.899994,148.070007,1550900,143.089783
"325",148.410004,150.460007,147.860001,149.839996,1416100,144.800262
"326",149.979996,149.979996,148.490005,148.979996,1129000,143.969162
"327",148.779999,149.169998,147.610001,148.550003,1160600,143.553635
"328",148.220001,149.619995,148.220001,149.149994,1334300,144.133423
"329",149.399994,149.639999,144.889999,146.25,1538400,141.330994
"330",146.029999,146.029999,143.740005,145.169998,1845800,140.287308
"331",145.779999,146.820007,144.820007,146.179993,1021400,141.263351
"332",145.929993,147.089996,144.649994,146.710007,1196800,141.775543
"333",147.380005,147.990005,144.419998,144.770004,2107700,139.900772
"334",136,147.479996,136,147.130005,1998400,142.181366
"335",145.580002,146.850006,143.729996,144.240005,1641500,139.388611
"336",143.410004,145.110001,142.919998,144.179993,1432100,139.330597
"337",143.740005,146.449997,143.199997,145.389999,949900,140.499893
"338",145.929993,146.619995,145.369995,145.789993,999600,140.88649
"339",145.669998,146.460007,145.059998,145.490005,1126000,140.596573
"340",145.929993,147.309998,145.229996,146.979996,1397200,142.036438
"341",147.470001,148,146.899994,147.660004,779600,142.693604
"342",147.660004,147.860001,146.850006,147.149994,730900,142.200714
"343",147.440002,147.75,145.919998,146.289993,1364500,141.369614
"344",146.050003,146.300003,145.539993,146.210007,1208900,141.292343
"345",146.699997,148.410004,146.320007,147.710007,1101300,142.741898
"346",147.429993,148.229996,146.839996,147.070007,940600,142.123413
"347",146.889999,148.179993,146.889999,147.830002,1020700,142.857864
"348",148.279999,148.639999,147.570007,148,711300,143.02211
"349",148.300003,148.440002,146.380005,146.509995,911400,141.58223
"350",145.490005,146.240005,144.990005,145.630005,1016200,140.731842
"351",145.520004,146.25,145.270004,145.470001,913000,140.57724
"352",145.029999,145.630005,144.210007,144.710007,932200,139.842773
"353",143.679993,144.169998,141.589996,141.75,1613400,136.982376
"354",142.479996,144.639999,142.440002,144.029999,1057300,139.185623
"355",144,144.320007,142.270004,142.610001,1042700,137.813416
"356",143.559998,144.009995,143.289993,143.600006,766700,138.770157
"357",144.279999,144.649994,143.960007,144.259995,573900,139.407898
"358",144.009995,144.850006,144.009995,144.610001,1115200,139.746155
"359",144.979996,146.679993,143.960007,146.580002,1509700,141.649887
"360",146.529999,146.979996,145.190002,145.869995,834000,140.96376
"361",145.869995,146.740005,145.419998,146.190002,743600,141.272995
"362",145.850006,146.460007,145.25,145.300003,1015900,140.412964
"363",145.869995,146.410004,144.779999,145.050003,868000,140.171356
"364",145,145.899994,144.270004,144.710007,657200,139.842773
"365",145.309998,145.679993,144.419998,145.399994,785500,140.509583
"366",145.559998,146.600006,144.020004,146.570007,2301700,141.640244
"367",145.229996,145.820007,144.270004,144.929993,746400,140.448257
"368",143.770004,145.169998,143.139999,144.589996,1416900,140.118759
"369",144.600006,145.149994,143.470001,143.649994,716900,139.20784
"370",143.309998,143.830002,141,141.559998,1134100,137.18248
"371",139.649994,140.720001,137.600006,138.869995,2700900,134.575653
"372",139,139.839996,137.619995,138.419998,1128500,134.139572
"373",139.089996,140.050003,138.330002,138.419998,1178100,134.139572
"374",139.119995,140.350006,138.320007,138.330002,1825300,134.052368
"375",138.539993,140.360001,138.539993,140.080002,1057200,135.74823
"376",140.429993,141.669998,140.279999,140.330002,1405200,135.990509
"377",139.75,140.330002,138.649994,140.240005,950300,135.90329
"378",141.020004,141.729996,139.759995,139.970001,441700,135.641678
"379",140.449997,141.210007,140.259995,140.740005,778400,136.387863
"380",140.919998,142.220001,140.419998,141.759995,664900,137.376282
"381",142.020004,142.529999,141.690002,142.050003,621500,137.657349
"382",142.270004,143.009995,142.050003,142.910004,519000,138.490738
"383",142.259995,143.399994,141.600006,141.940002,523200,137.55069
"384",142.669998,142.869995,142.130005,142.660004,543400,138.248474
"385",142.850006,143.399994,142.610001,143.160004,670900,138.732971
"386",143.259995,143.410004,142.309998,142.619995,690000,138.209686
"387",142.410004,144.080002,142.210007,143.720001,663700,139.275681
"388",144,144.559998,143.520004,144,770200,139.547028
"389",143.149994,143.610001,141.830002,141.899994,1149000,137.511932
"390",141.289993,141.619995,140.580002,140.910004,1027800,136.552612
"391",140.940002,141.080002,139.699997,140.339996,877800,136.000198
"392",141.119995,141.610001,140.240005,140.610001,899900,136.261856
"393",140.660004,141.699997,139.800003,141.600006,1238600,137.221237
"394",142.130005,143.119995,141.990005,142.699997,919100,138.287201
"395",142.720001,143.050003,140.330002,140.949997,1006400,136.591324
"396",140.869995,142.539993,140.529999,140.740005,1390000,136.387863
"397",140.580002,142.850006,139.509995,140.699997,2095900,136.34906
"398",141.399994,145.279999,141.25,144.699997,2380800,140.225388
"399",144.309998,147.160004,143.770004,146.339996,2127000,141.814667
"400",146.800003,147.199997,146.309998,147.119995,1077300,142.570526
"401",146.550003,148.789993,146.5,148.169998,1155700,143.588074
"402",148.160004,149.309998,147.669998,148.960007,1090200,144.353683
"403",148.899994,149.210007,147.729996,148.419998,963500,143.830322
"404",148.860001,148.960007,147.679993,147.839996,891500,143.26825
"405",147.440002,147.660004,146.710007,146.860001,838300,142.318573
"406",146.899994,148.050003,145.690002,145.970001,983500,141.4561
"407",146.100006,147.570007,145.929993,147.039993,777500,142.493011
"408",146.610001,146.899994,145,146.070007,798900,141.553024
"409",146.529999,147.259995,146.149994,146.690002,649800,142.153839
"410",146.860001,147.440002,146.399994,147.309998,830200,142.754654
"411",147.869995,148.570007,147.639999,148.289993,607300,143.704346
"412",148.679993,148.800003,147.649994,148.070007,545700,143.49115
"413",148.020004,148.059998,147.149994,147.190002,476300,142.638382
"414",147,147.320007,146.449997,147.160004,564500,142.609283
"415",147.490005,149.320007,147.210007,148.929993,757800,144.32457
"416",149.100006,149.979996,149.100006,149.820007,694900,145.187088
"417",150,150.949997,149.259995,149.5,696600,144.876968
"418",149.759995,151.009995,149.270004,150.869995,617400,146.204559
"419",150.720001,151.020004,149.649994,150.119995,674800,145.477737
"420",149.839996,151.059998,149.570007,150.479996,942100,145.82666
"421",150.610001,151.339996,150.199997,150.639999,1018600,145.981674
"422",150.479996,152.520004,150.320007,152.470001,1015300,147.755112
"423",152.330002,153.619995,152.330002,153.199997,870000,148.462509
"424",152.710007,153.589996,151.869995,153.350006,873900,148.607895
"425",153.800003,154.25,153.339996,153.839996,839700,149.082764
"426",153.639999,155.059998,153.190002,154.899994,754800,150.10997
"427",154.979996,156.300003,154.660004,155.720001,763400,150.904602
"428",156,156.710007,155.199997,156.539993,906200,151.699234
"429",156.660004,157.229996,156.039993,157.119995,726800,152.261307
"430",156.809998,157.199997,155.910004,156.240005,657700,151.804657
"431",156.470001,157.110001,155.330002,156.649994,684500,152.203003
"432",156.899994,158.070007,156.610001,157.830002,789700,153.349518
"433",158.169998,159.399994,158.089996,159.199997,983500,154.680603
"434",159.919998,159.919998,158.770004,159.399994,2139700,154.874954
"435",159,159.149994,157.259995,157.979996,866200,153.49527
"436",158.399994,158.619995,156.869995,157.320007,754600,152.854019
"437",157.229996,157.770004,155.580002,156.850006,848400,152.397339
"438",156.820007,157.940002,156.479996,156.830002,539600,152.377899
"439",156.5,157.610001,155.679993,156.779999,1153700,152.32933
"440",157.570007,158.039993,156.490005,157.399994,530700,152.931732
"441",157.660004,157.729996,156.520004,157.220001,732300,152.756866
"442",157.649994,158.119995,155.910004,156.110001,891600,151.67836
"443",155.619995,156.339996,154.869995,156.110001,885600,151.67836
"444",156.270004,157.789993,156,157.589996,935400,153.116333
"445",157.589996,158.100006,157.050003,157.369995,1128200,152.902588
"446",156.529999,157.929993,154.539993,154.960007,966700,150.56102
"447",155.039993,155.990005,150.690002,150.809998,1657900,146.528809
"448",150.279999,150.710007,145.850006,145.949997,2256500,141.806747
"449",147.75,148.360001,144.279999,145.979996,1491900,141.835922
