"","IP.Open","IP.High","IP.Low","IP.Close","IP.Volume","IP.Adjusted"
"51",48.892044,49.0625,48.51326,48.73106,2864400,39.938602
"52",48.929924,49.04356,48.522728,48.636364,3982070,39.860992
"53",48.75,49.498104,48.352272,49.45076,2358154,40.528442
"54",49.592804,49.6875,48.077652,48.219696,3429254,39.519497
"55",48.323864,48.693184,47.907196,48.45644,1655069,39.713528
"56",48.484848,49.13826,48.342804,48.589016,2216333,39.822182
"57",48.67424,48.75,47.878788,48.115528,2187821,39.43412
"58",47.547348,47.727272,46.988636,47.604168,2274096,39.015034
"59",47.528408,48.371212,47.48106,48.229168,2012736,39.527267
"60",48.030304,48.36174,47.935604,48.04924,1793299,39.379803
"61",47.954544,48.446972,47.878788,48.428028,2227421,39.690247
"62",48.20076,48.532196,48.030304,48.08712,3390605,39.410851
"63",48.191288,48.428028,47.215908,47.528408,2852784,38.952938
"64",47.556816,48.125,47.339016,48.011364,2502298,39.348759
"65",48.153408,48.579544,47.840908,47.897728,1609978,39.255627
"66",47.85038,48.551136,47.77462,48.248104,1289587,39.542782
"67",48.077652,48.39962,47.765152,47.83144,1514726,39.201294
"68",47.982956,48.14394,47.556816,47.77462,1754966,39.154728
"69",47.632576,47.784092,47.26326,47.594696,1760035,39.007271
"70",47.5,47.651516,46.969696,47.386364,3648058,38.836521
"71",47.26326,47.357956,46.988636,47.007576,2084016,38.526085
"72",47.301136,47.803028,47.282196,47.79356,1897843,39.170246
"73",48.172348,49.232956,48.172348,48.721592,3305386,39.930843
"74",49.270832,49.92424,49.214016,49.554924,3217843,40.613819
"75",49.753788,50.473484,49.583332,50.208332,4219776,41.149338
"76",50.189396,50.217804,49.772728,49.98106,2500819,40.963074
"77",50.757576,50.833332,50.378788,50.38826,3333475,41.296806
"78",50.757576,51.107956,50.691288,50.842804,2810333,41.669334
"79",50.890152,51.354168,50.785984,51.202652,2014637,41.964249
"80",51.136364,52.594696,50.369316,52.007576,3271488,42.62394
"81",51.732956,51.960228,50.994316,51.107956,2847504,41.886639
"82",51.221592,51.32576,50.814396,50.928028,2629546,41.739182
"83",50.909092,51.107956,50.577652,50.842804,2024141,41.669334
"84",50.558712,50.719696,50.27462,50.454544,2363962,41.351116
"85",50.435604,50.66288,50.160984,50.33144,2527958,41.250233
"86",50.54924,50.681816,50.094696,50.60606,2380435,41.4753
"87",50.54924,50.757576,50.07576,50.132576,2165434,41.087242
"88",50.208332,50.38826,49.734848,49.753788,2090563,40.776806
"89",49.715908,50.435604,49.630684,50.255684,2235658,41.188145
"90",50.009472,50.29356,49.545456,49.76326,2238509,40.784565
"91",49.678028,49.734848,49.280304,49.517044,1900378,40.582775
"92",49.659092,50.38826,49.479168,50.246212,2168496,41.180374
"93",50.27462,50.321972,49.479168,50.07576,1939978,41.04068
"94",50.07576,50.07576,48.873104,48.920456,2395536,40.093819
"95",48.759472,48.82576,47.973484,48.125,2890694,39.441895
"96",48.333332,48.740528,48.14394,48.39962,2177683,39.666962
"97",48.607956,49.034092,48.51326,48.929924,2170080,40.101582
"98",49.04356,49.384472,48.948864,49.214016,1966483,40.334423
"99",49.015152,49.66856,48.98674,49.403408,2056877,40.853607
"100",49.507576,49.630684,49.214016,49.39394,1665418,40.845779
"101",49.33712,49.782196,49.109848,49.640152,1345661,41.049377
"102",50.23674,50.890152,49.933712,50.454544,3037584,41.722824
"103",50.501896,50.577652,49.801136,50.07576,3368006,41.409595
"104",50.189396,51.089016,50.01894,51.022728,3539184,42.192677
"105",50.994316,51.723484,50.965908,51.505684,2595754,42.592056
"106",51.420456,51.553028,51.136364,51.26894,3003898,42.396286
"107",51.079544,51.221592,50.64394,50.994316,2741798,42.169197
"108",51.306816,51.54356,50.9375,51.136364,1615046,42.286652
"109",51.136364,51.136364,50.60606,50.823864,2008301,42.028236
"110",51.032196,51.988636,50.965908,51.979168,2446118,42.983601
"111",51.979168,52.405304,51.884472,52.16856,3621235,43.140221
"112",52.083332,53.001896,52.045456,52.897728,2879078,43.743195
"113",52.642044,53.267044,52.613636,52.926136,2243894,43.766682
"114",52.803028,53.257576,52.556816,52.85038,1849690,43.704044
"115",52.916668,53.598484,52.670456,53.51326,4207526,44.252201
"116",53.929924,54.0625,53.560604,53.920456,2090986,44.588924
"117",53.835228,53.977272,53.626896,53.683712,1833744,44.393154
"118",53.75,53.854168,53.058712,53.229168,2121821,44.017284
"119",53.267044,53.551136,52.935604,53.446972,2508739,44.197388
"120",53.503788,54.10038,53.267044,53.835228,9524170,44.518448
"121",53.835228,53.977272,53.36174,53.721592,2035651,44.42448
"122",53.854168,54.204544,53.20076,53.20076,1308173,43.993786
"123",53.134472,53.503788,52.471592,53.011364,3076762,43.837158
"124",53.068184,53.181816,52.51894,52.727272,1897421,43.602234
"125",52.945076,53.873104,52.926136,53.607956,1720330,44.330502
"126",53.873104,54.166668,53.76894,53.958332,924845,44.620247
"127",53.920456,54.109848,53.47538,53.740528,1542710,44.44014
"128",53.551136,53.636364,53.077652,53.153408,1557600,43.954624
"129",53.210228,53.636364,53.058712,53.380684,1224643,44.142574
"130",53.276516,54.469696,53.134472,54.204544,2014214,44.823853
"131",54.280304,54.39394,53.863636,54.015152,1250198,44.667233
"132",54.261364,54.41288,54.0625,54.176136,1509446,44.800358
"133",54.734848,55.823864,54.630684,55.066288,3182467,45.536461
"134",55.03788,55.255684,54.886364,55.066288,1153574,45.536461
"135",54.92424,55.369316,54.744316,55.085228,1708714,45.552124
"136",54.564396,54.810604,54.346592,54.573864,1540070,45.129253
"137",54.602272,54.839016,54.422348,54.460228,1831949,45.035286
"138",54.45076,54.61174,53.636364,53.901516,2115485,44.573265
"139",53.797348,53.920456,53.4375,53.636364,2671469,44.354
"140",53.626896,53.929924,53.4375,53.740528,1302048,44.44014
"141",54.261364,54.308712,53.636364,53.882576,1641552,44.557602
"142",53.939396,53.939396,53.295456,53.39962,1919174,44.158234
"143",52.926136,54.469696,52.035984,54.441288,2884042,45.019627
"144",54.39394,54.507576,51.354168,51.83712,6632314,42.866138
"145",51.770832,52.253788,51.54356,52.064396,3182256,43.054077
"146",52.42424,52.613636,51.91288,52.395832,2801146,43.328156
"147",52.234848,52.357956,51.28788,51.63826,2115379,42.701691
"148",51.609848,51.979168,50.653408,50.814396,3204326,42.020401
"149",51.060604,51.439396,50.890152,51.070076,1740182,42.231842
"150",51.155304,51.619316,50.946972,51.420456,1578403,42.52158
"151",51.420456,51.48674,51.060604,51.126896,1657075,42.278824
"152",50.89962,51.136364,50.255684,50.577652,1954550,41.824635
"153",50.482956,50.577652,49.431816,49.441288,2562595,40.884922
"154",48.948864,49.92424,48.560604,49.801136,2208624,41.550964
"155",50.473484,51.041668,50.284092,50.795456,2197430,42.380569
"156",50.814396,51.098484,50.58712,50.596592,2238614,42.214661
"157",51.060604,51.875,51.060604,51.515152,2327741,42.981045
"158",51.382576,51.865528,51.051136,51.079544,2236397,42.617592
"159",50.994316,51.647728,50.795456,51.410984,2261741,42.894135
"160",51.32576,51.382576,50.028408,50.359848,2401344,42.017139
"161",50.501896,50.909092,50.369316,50.89962,1217990,42.46748
"162",50.64394,51.193184,50.530304,50.823864,1396243,42.404278
"163",50.748104,51.089016,50.482956,51.032196,1726771,42.578106
"164",51.259472,51.979168,51.022728,51.695076,2128579,43.131161
"165",51.780304,51.780304,50.719696,51.003788,1455062,42.554394
"166",50.710228,50.842804,50.284092,50.378788,1988131,42.03294
"167",50.464016,51.060604,50.198864,51.003788,1213450,42.554394
"168",51.183712,51.392044,50.9375,51.01326,1895731,42.562302
"169",51.278408,52.083332,51.21212,51.998104,1703011,43.383991
"170",51.751896,52.178028,51.477272,51.884472,2266704,43.289173
"171",52.045456,52.301136,51.553028,51.969696,1349357,43.360291
"172",52.064396,52.11174,51.515152,51.789772,1192752,43.210167
"173",51.770832,52.130684,51.609848,51.875,1530883,43.281284
"174",52.178028,53.36174,51.83712,53.125,3647002,44.3242
"175",53.560604,54.119316,52.926136,53.04924,2057827,44.260986
"176",53.020832,53.409092,52.310604,53.172348,2075146,44.363697
"177",52.954544,53.645832,52.73674,53.276516,1545562,44.450623
"178",53.096592,53.589016,52.88826,53.248104,2322144,44.426907
"179",53.51326,54.119316,53.428028,54.02462,2122560,45.074787
"180",54.034092,54.460228,53.541668,54.45076,2072717,45.430332
"181",54.39394,54.895832,54.147728,54.772728,1722864,45.698963
"182",54.782196,55.009472,54.128788,54.251896,1396560,45.264408
"183",54.166668,54.261364,52.5,53.077652,3653021,44.284698
"184",53.030304,53.08712,52.443184,52.717804,2572627,43.984467
"185",52.88826,53.172348,52.651516,52.935604,1870598,44.166187
"186",53.172348,53.844696,53.020832,53.645832,2236502,44.758747
"187",53.541668,54.0625,53.541668,53.854168,1861939,44.932571
"188",53.759472,54.005684,53.446972,53.806816,1516838,44.89307
"189",53.854168,54.554924,53.75,54.33712,2262691,45.335514
"190",54.441288,54.488636,53.98674,54.346592,1458547,45.343422
"191",54.441288,54.857956,54.214016,54.715908,1446086,45.651554
"192",54.621212,54.70644,54.223484,54.64962,1352102,45.596249
"193",54.64962,54.876896,54.214016,54.403408,1036992,45.390835
"194",54.384472,54.39394,53.929924,54.005684,1386528,45.058994
"195",54.005684,54.630684,54.005684,54.583332,1222320,45.540939
"196",54.630684,54.905304,54.109848,54.346592,1642186,45.343422
"197",54.242424,54.507576,54.10038,54.195076,1770278,45.21701
"198",54.289772,54.535984,54.223484,54.403408,1381142,45.390835
"199",54.535984,54.659092,54.214016,54.659092,1363824,45.604149
"200",54.640152,55.104168,54.640152,55.056816,1451261,45.935993
"201",55.208332,55.23674,54.744316,54.943184,1336685,45.841183
"202",54.6875,54.829544,54.232956,54.554924,1281773,45.51725
"203",54.895832,55.160984,54.583332,55.123104,1247664,45.991299
"204",55.33144,55.464016,54.820076,55.160984,1323802,46.022903
"205",55.501896,55.833332,55.009472,55.558712,1949165,46.35474
"206",55.785984,55.823864,54.469696,54.914772,2585933,45.817467
"207",55.416668,55.445076,54.498104,54.92424,2112317,45.825378
"208",54.92424,54.971592,53.16288,54.876896,2756582,45.785873
"209",54.564396,54.772728,53.939396,54.157196,1500048,45.185402
"210",54.195076,54.592804,54.053028,54.232956,1347667,45.248611
"211",54.592804,54.857956,54.270832,54.659092,1877357,45.604149
"212",54.801136,55.35038,54.346592,54.45076,2322355,45.430332
"213",54.403408,54.583332,53.910984,54.090908,1602480,45.130089
"214",54.071972,54.157196,52.708332,52.85038,2473258,44.095078
"215",52.660984,52.869316,52.1875,52.320076,2383075,43.652622
"216",52.140152,52.471592,51.63826,52.348484,1846416,43.676319
"217",52.102272,52.395832,51.89394,52.017044,1672070,43.399792
"218",51.846592,52.026516,51.439396,51.941288,1885382,43.336582
"219",51.676136,51.789772,51.259472,51.505684,2574634,42.973141
"220",50.946972,51.54356,50.89962,51.448864,1984541,43.303913
"221",51.107956,51.571972,50.284092,51.032196,1943885,42.953224
"222",51.21212,51.58144,50.880684,51.202652,2093731,43.09668
"223",51.070076,51.496212,50.852272,51.335228,1319683,43.208275
"224",51.136364,51.410984,51.022728,51.278408,1271002,43.160442
"225",51.571972,52.073864,51.382576,51.808712,2131747,43.606792
"226",51.941288,52.14962,51.714016,51.846592,1146605,43.638676
"227",52.064396,52.509472,51.827652,52.007576,598752,43.774178
"228",51.998104,52.272728,51.732956,52.121212,1690762,43.869827
"229",52.405304,52.670456,52.083332,52.632576,2435136,44.300236
"230",52.594696,52.8125,52.083332,52.57576,2446858,44.252415
"231",52.585228,53.910984,52.443184,53.607956,3001680,45.121204
"232",53.541668,53.551136,51.865528,52.679924,2965037,44.340092
"233",53.030304,54.242424,52.765152,53.863636,2597232,45.336407
"234",53.939396,54.29924,53.428028,53.901516,2424365,45.368294
"235",53.929924,54.214016,53.683712,53.78788,1455274,45.272644
"236",53.740528,54.071972,53.551136,53.78788,1266883,45.272644
"237",53.901516,54.195076,53.655304,53.892044,1374701,45.360317
"238",53.844696,54.384472,53.645832,54.280304,2780870,45.687103
"239",54.35606,54.35606,53.541668,53.626896,2726698,45.137146
"240",53.67424,54.176136,53.47538,53.484848,1681574,45.017578
"241",53.484848,53.721592,52.253788,52.253788,2358259,43.981419
"242",52.8125,53.465908,52.8125,53.267044,5141981,44.834259
"243",53.626896,54.517044,53.551136,54.365528,3066096,45.758842
"244",54.431816,55.123104,54.41288,54.696972,3274550,46.037811
"245",54.971592,55.094696,54.772728,54.895832,1941562,46.205185
"246",54.943184,55.01894,54.39394,54.431816,1548730,45.81464
"247",54.441288,55.056816,54.35606,54.905304,1298669,46.213161
"248",54.952652,55.170456,54.35606,54.441288,1376074,45.822613
"249",54.61174,54.857956,54.422348,54.592804,969302,45.950134
"250",54.64962,54.76326,54.214016,54.76326,1069939,46.093609
"251",54.914772,55.160984,54.573864,54.867424,1657392,46.18129
"252",55.58712,56.666668,55.170456,56.60038,3355651,47.639885
"253",56.770832,57.604168,56.619316,57.348484,2886893,48.269573
"254",57.651516,58.598484,57.509472,58.314396,2705789,49.082561
"255",58.589016,58.607956,58.20076,58.428028,1829098,49.1782
"256",58.522728,59.128788,58.380684,58.835228,2591846,49.520935
"257",58.892044,59.0625,58.08712,58.229168,2627222,49.010822
"258",58.267044,58.67424,58.030304,58.352272,1416624,49.114445
"259",58.778408,58.929924,58.41856,58.929924,1307539,49.600643
"260",59.0625,59.119316,58.4375,58.958332,2351290,49.624554
"261",58.806816,58.98674,57.651516,57.982956,1944096,48.803589
"262",58.323864,58.51326,58.068184,58.229168,1633632,49.010822
"263",57.992424,59.488636,57.916668,59.29924,4694237,49.911491
"264",59.554924,60.33144,59.469696,60.132576,3301267,50.612896
"265",59.96212,60.160984,59.431816,60.094696,2084016,50.58102
"266",59.791668,60.198864,59.64962,59.96212,1825507,50.469437
"267",60.246212,60.89962,60.047348,60.284092,1875984,50.740433
"268",60.454544,60.672348,59.857956,60.03788,1688861,50.533192
"269",60.179924,63.191288,59.895832,61.316288,3307603,51.609215
"270",63.390152,63.390152,61.505684,61.628788,3973622,51.872246
"271",61.003788,61.619316,60.284092,60.795456,2567875,51.170841
"272",59.98106,60.123104,59.10038,59.526516,5160566,50.102791
"273",59.554924,59.96212,58.10606,58.39962,4541856,49.154301
"274",58.229168,59.61174,58.011364,58.873104,4462973,49.552822
"275",58.551136,59.498104,56.098484,56.28788,3678470,47.376865
"276",55.426136,56.590908,54.242424,56.410984,4557485,47.480484
"277",56.183712,57.386364,55.994316,56.107956,4088198,47.225426
"278",56.01326,56.079544,53.030304,53.077652,3937930,44.67485
"279",53.929924,54.678028,52.20644,54.166668,3564317,45.591461
"280",54.554924,55.217804,54.128788,54.810604,2723318,46.133465
"281",54.640152,55.056816,53.996212,54.952652,2365862,46.253017
"282",54.517044,55.397728,54.384472,55.284092,2144314,46.53199
"283",55.719696,55.842804,54.76326,55.492424,3025546,46.707336
"284",55.340908,56.420456,55.198864,55.814396,2475792,46.97834
"285",55.142044,55.91856,54.791668,54.92424,2966938,46.604694
"286",54.92424,56.344696,54.734848,55.303028,2410003,46.926102
"287",55.625,55.946972,55.07576,55.217804,1573862,46.853786
"288",55.596592,56.363636,55.321972,56.344696,2417606,47.80999
"289",56.676136,57.528408,56.363636,57.357956,1611667,48.669765
"290",57.386364,58.04924,56.969696,56.969696,1934803,48.340321
"291",57.26326,57.51894,56.401516,56.429924,2490682,47.882309
"292",56.477272,56.695076,54.876896,55.265152,2369347,46.893963
"293",54.914772,55.558712,54.621212,55.369316,2040086,46.982353
"294",55.028408,56.032196,54.971592,55.814396,2105136,47.360012
"295",55.246212,55.501896,54.157196,54.640152,4707014,46.363636
"296",53.068184,53.20076,51.401516,52.083332,7895501,44.194103
"297",52.083332,52.443184,51.666668,51.988636,3799382,44.113754
"298",52.130684,52.386364,51.48674,52.310604,4094534,44.386951
"299",52.566288,52.859848,51.988636,52.064396,3527251,44.178036
"300",52.367424,52.689396,51.988636,52.083332,3024490,44.194103
"301",52.42424,52.48106,51.553028,51.846592,3163248,43.993221
"302",51.89394,52.054924,51.467804,51.534092,2676221,43.728058
"303",51.571972,52.244316,51.410984,51.676136,4213123,43.848591
"304",51.609848,51.695076,50.085228,50.397728,3161242,42.763836
"305",50.672348,51.17424,50.189396,50.378788,3038957,42.747761
"306",50.378788,51.070076,50.009472,50.691288,2977392,43.012924
"307",50.189396,50.33144,47.746212,48.683712,3108336,41.309441
"308",48.920456,49.214016,47.386364,47.490528,3365366,40.296989
"309",48.541668,49.782196,48.304924,49.592804,4835530,42.080822
"310",49.640152,50.094696,49.04356,49.365528,3617117,41.887974
"311",49.488636,50.35038,49.327652,49.602272,2954477,42.08886
"312",50.01894,51.107956,50.01894,50.596592,3032198,42.932568
"313",50.359848,50.445076,47.746212,48.41856,3446784,41.084446
"314",48.607956,49.772728,48.465908,49.72538,3120269,42.193325
"315",48.759472,50.407196,48.759472,50.35038,2470723,42.723644
"316",50.681816,50.871212,50.33144,50.596592,3467693,42.932568
"317",50.07576,50.35038,48.967804,49.403408,3004954,41.920113
"318",49.678028,49.810604,49.015152,49.232956,3088272,41.775482
"319",49.952652,50.056816,49.375,49.72538,4264550,42.193325
"320",49.270832,49.886364,49.204544,49.659092,1541866,42.13707
"321",49.905304,50.094696,49.621212,49.801136,1386528,42.257599
"322",50.265152,50.615528,50.03788,50.397728,1492550,42.763836
"323",50.66288,51.117424,50.445076,50.89962,1716739,43.189686
"324",50.691288,51.155304,50.397728,50.681816,2005872,43.004883
"325",50.880684,51.410984,50.719696,51.202652,2458896,43.446819
"326",51.193184,51.297348,50.378788,50.748104,1726454,43.061119
"327",51.145832,51.306816,50.38826,50.577652,1825718,42.916492
"328",50.66288,51.003788,50.558712,50.86174,2102390,43.157551
"329",51.126896,51.193184,49.66856,49.96212,3372547,42.394199
"330",49.914772,50.95644,49.251896,50.64394,3650592,42.97274
"331",50.634472,51.26894,49.08144,49.602272,2792592,42.08886
"332",49.64962,50.58712,49.64962,49.791668,2676960,42.249573
"333",49.810604,49.96212,48.740528,48.82576,2832509,41.429966
"334",48.702652,48.75,47.547348,48.39962,3062928,41.068375
"335",48.39962,48.494316,47.348484,47.51894,2630813,40.321098
"336",47.51894,48.589016,47.376896,48.45644,4851792,41.116585
"337",48.248104,49.72538,48.125,49.422348,2405885,41.936188
"338",49.232956,49.280304,48.428028,49.13826,2417818,41.695133
"339",49.13826,49.185604,48.683712,48.967804,1984646,41.550495
"340",49.166668,49.621212,48.873104,49.422348,1886227,41.936188
"341",49.526516,50.473484,49.479168,50.03788,1512826,42.458485
"342",50.142044,50.984848,50.03788,50.804924,1942934,43.109337
"343",50.89962,51.458332,50.653408,51.335228,2768304,43.559319
"344",51.145832,51.25,50.198864,50.95644,3357341,43.237907
"345",51.136364,52.85038,51.098484,52.11174,4823914,44.218216
"346",51.979168,52.414772,51.969696,52.140152,2490154,44.242313
"347",52.083332,52.301136,51.846592,52.045456,2265754,44.161968
"348",52.272728,52.357956,51.827652,52.310604,1955078,44.386951
"349",52.26326,53.001896,51.827652,52.73674,3134208,44.748539
"350",52.405304,52.689396,51.695076,52.320076,3432528,44.394981
"351",51.685604,51.969696,50.95644,51.704544,2901571,44.253143
"352",51.5625,51.751896,50.95644,51.259472,1812307,43.872219
"353",50.823864,50.95644,49.848484,50.132576,2301869,42.907722
"354",50.596592,51.32576,50.501896,51.032196,1945152,43.677708
"355",51.060604,51.448864,50.416668,50.66288,2399126,43.361603
"356",52.159092,52.717804,51.628788,52.310604,3763901,44.771866
"357",52.878788,54.517044,52.878788,54.232956,7046688,46.417179
"358",54.61174,55.473484,54.090908,54.157196,6731894,46.352337
"359",54.952652,55.871212,53.82576,55.86174,5058979,47.811237
"360",55.871212,55.928028,55.435604,55.501896,3786922,47.503254
"361",55.113636,55.852272,55,55.691288,3582374,47.665348
"362",55.748104,56.25,55.681816,55.880684,2496384,47.827446
"363",56.155304,56.410984,55.454544,55.54924,2978342,47.543774
"364",55.29356,55.33144,54.071972,54.166668,3809731,46.360451
"365",54.441288,54.517044,53.664772,53.82576,4204570,46.068672
"366",53.125,53.371212,52.035984,52.490528,7137610,44.925869
"367",52.291668,53.219696,52.140152,52.897728,4049866,45.27438
"368",52.46212,52.632576,51.742424,51.875,3081302,44.399044
"369",52.073864,52.073864,51.051136,51.297348,3058493,43.904648
"370",51.316288,51.363636,49.791668,50.066288,4520630,42.850994
"371",50.3125,50.767044,50.142044,50.189396,5305344,42.956367
"372",50.170456,50.397728,49.526516,50.227272,2889322,42.988773
"373",50.33144,50.60606,50.104168,50.378788,2391418,43.118462
"374",50.454544,50.909092,50.047348,50.066288,2838000,42.850994
"375",49.905304,50.056816,49.270832,49.659092,2699770,42.502483
"376",49.848484,50.066288,49.308712,49.318184,2494166,42.210701
"377",49.147728,49.204544,48.276516,48.939396,3171485,41.886497
"378",49.185604,49.45076,48.655304,48.873104,1231085,41.829765
"379",49.204544,49.460228,48.579544,49.422348,2076413,42.299854
"380",49.195076,49.857956,48.882576,49.583332,1552214,42.437634
"381",49.943184,50.369316,49.734848,50.23674,2456784,42.996883
"382",50.265152,50.710228,50.265152,50.634472,1972080,43.337296
"383",50.07576,50.501896,50.03788,50.066288,3101683,42.850994
"384",50.520832,51.136364,50.198864,50.492424,2734829,43.215717
"385",50.501896,50.710228,50.123104,50.33144,1386422,43.077934
"386",50.340908,50.454544,49.526516,49.678028,1314192,42.518677
"387",49.696972,50.454544,49.422348,50.303028,1852435,43.053619
"388",50.265152,50.482956,50.009472,50.23674,1898477,42.996883
"389",50.23674,50.634472,49.914772,50.482956,1320950,43.207615
"390",50.03788,50.27462,49.839016,50.03788,1472486,42.826679
"391",50.198864,50.23674,49.734848,49.895832,2034067,42.705105
"392",50.028408,50.33144,49.876896,50.23674,3019315,42.996883
"393",50.170456,50.539772,49.943184,50.227272,2918890,42.988773
"394",50.60606,50.60606,48.10606,49.280304,4084397,42.178284
"395",49.6875,50.179924,49.02462,49.261364,2758800,42.162067
"396",49.384472,50.435604,49.384472,49.952652,2373466,42.753735
"397",50.27462,50.984848,50.085228,50.880684,2404618,43.548023
"398",50.454544,50.871212,49.592804,49.64962,1950538,42.49437
"399",49.29924,49.41288,48.45644,49.270832,2551613,42.170177
"400",49.573864,50.009472,49.39394,49.76326,2287930,42.591637
"401",49.659092,50.303028,49.61174,50.094696,1763520,42.875301
"402",50.094696,50.984848,50.028408,50.757576,2320138,43.442657
"403",50.767044,50.871212,50.123104,50.142044,1597306,42.915833
"404",50.246212,50.748104,50.23674,50.340908,1279238,43.08604
"405",50.151516,50.151516,49.185604,49.35606,2063002,42.243118
"406",49.441288,49.526516,48.51326,48.863636,2504726,41.821659
"407",48.579544,49.261364,48.579544,49.071972,1456858,42.390198
"408",48.67424,48.797348,47.376896,48.295456,3014563,41.719414
"409",48.589016,49.128788,48.503788,48.873104,2178739,42.218407
"410",48.73106,49.318184,48.589016,49.214016,1920970,42.512897
"411",49.33712,49.460228,49.015152,49.242424,2310739,42.537437
"412",49.223484,49.70644,49.176136,49.592804,1769750,42.840111
"413",49.479168,49.70644,48.892044,48.920456,1668797,42.259308
"414",48.82576,48.929924,48.428028,48.494316,2242627,41.89119
"415",48.683712,49.176136,48.570076,49.08144,1595299,42.398365
"416",49.280304,50.160984,49.270832,49.734848,1800586,42.962811
"417",49.848484,49.92424,49.261364,49.431816,2135866,42.701042
"418",49.64962,49.791668,49.441288,49.659092,1354637,42.897373
"419",49.422348,49.602272,48.920456,48.98674,1619270,42.316566
"420",48.778408,49.08144,48.295456,48.428028,2816880,41.833935
"421",48.276516,48.380684,47.83144,48.248104,3309187,41.678505
"422",48.172348,48.806816,47.85038,48.702652,3919978,42.071156
"423",48.76894,49.29924,48.522728,49.08144,3262090,42.398365
"424",49.04356,49.214016,48.693184,48.967804,1821283,42.300213
"425",49.166668,49.498104,49.04356,49.147728,2483923,42.455639
"426",48.948864,49.157196,48.484848,48.863636,2219184,42.210228
"427",48.882576,49.66856,48.778408,49.592804,1634688,42.840111
"428",50.03788,50.454544,49.829544,49.933712,2107142,43.134598
"429",49.933712,50.454544,49.782196,50.416668,1555805,43.551785
"430",50.416668,51.32576,50.378788,50.776516,2429962,43.86264
"431",51.041668,51.23106,50.785984,50.871212,1644403,43.944447
"432",51.022728,51.534092,50.946972,51.344696,2366179,44.353462
"433",51.751896,52.035984,51.534092,51.685604,2095104,44.647953
"434",51.884472,51.884472,50.814396,51.25,5199216,44.271656
"435",51.01326,51.089016,49.327652,49.564396,3253642,42.815567
