"","ALK.Open","ALK.High","ALK.Low","ALK.Close","ALK.Volume","ALK.Adjusted"
"449",61.5,63.150002,60.860001,61.57,3094600,59.626743
"450",61.700001,62.419998,61.25,61.860001,1375400,59.907585
"451",61.939999,64.019997,61.580002,63.860001,1369800,61.84446
"452",64.839996,65.989998,63.91,64.489998,1688500,62.454578
"453",64.279999,64.309998,62.099998,62.369999,1712400,60.401485
"454",62.360001,62.91,61.869999,62.580002,1195900,60.604858
"455",62.880001,63.759998,62.490002,63.540001,985300,61.534561
"456",62.549999,63.200001,61.330002,62.990002,2098500,61.001915
"457",63.130001,63.540001,60.860001,61.110001,2290600,59.181259
"458",61.450001,63.970001,59.549999,63.060001,2672000,61.069714
"459",61.880001,62.799999,60.220001,61.470001,1802800,59.5299
"460",62.07,63.139999,60.240002,61,1086000,59.07473
"461",61,63.41,60.880001,63.240002,1252200,61.24403
"462",64,64.260002,61.349998,61.419998,1821700,59.481468
"463",61.720001,63.959999,61.720001,63.689999,1400100,61.679821
"464",64.120003,65.300003,63.349998,63.880001,1686000,61.863831
"465",63.849998,64.360001,63.279999,63.900002,1629800,61.883198
"466",63.799999,64.760002,63.290001,64.599998,1154400,62.561104
"467",64.830002,66.910004,64.830002,66.190002,1106200,64.100929
"468",65.970001,66.459999,65.309998,65.709999,991100,63.636078
"469",65.580002,66.660004,65.239998,65.970001,1046400,63.887867
"470",66.010002,66.739998,65.050003,65.760002,982900,63.68449
"471",66.279999,67.980003,66.279999,67.580002,1337400,65.44706
"472",67.959999,68.449997,66.910004,67.209999,1030200,65.08873
"473",67.080002,67.879997,66.269997,67.709999,933900,65.572952
"474",67.220001,68.230003,66.709999,67.989998,902800,65.844109
"475",67.75,68.650002,67.010002,67.300003,1033600,65.4841
"476",66.75,68.129997,66.309998,67.019997,1415200,65.211639
"477",67.480003,70,67.360001,68.519997,1182200,66.671165
"478",68.769997,69.720001,68.480003,69.410004,900200,67.53717
"479",69.860001,70.349998,68.449997,68.900002,1786100,67.040924
"480",69.190002,71.660004,68.830002,70.75,3108900,68.841011
"481",72.370003,74.760002,71.68,74.739998,3739100,72.723351
"482",74.5,74.830002,72.879997,72.940002,2557000,70.971916
"483",73.370003,73.790001,72.199997,73.260002,3025500,71.283279
"484",73.879997,74.57,72.639999,72.839996,2803500,70.874611
"485",71.75,72.510002,69.169998,70.029999,4564200,68.140434
"486",69.489998,70.029999,68.82,69.610001,2716000,67.731766
"487",68.809998,69.220001,64.43,64.940002,2372500,63.187775
"488",64.940002,65.620003,62.869999,63.48,2470800,61.767166
"489",64.199997,64.360001,62.23,62.43,2137900,60.745499
"490",63.040001,63.279999,61.650002,62.02,2916100,60.346565
"491",62.080002,62.5,61.200001,61.34,3666500,59.684906
"492",60.619999,63.57,60.5,62.299999,2354100,60.619007
"493",62.09,62.540001,60.919998,61.290001,1449800,59.636257
"494",62.32,63.189999,62.080002,62.66,1742800,60.969296
"495",62.75,63.5,61.43,62.029999,1364900,60.356285
"496",61.5,61.990002,59.369999,60.68,2026400,59.042713
"497",60.759998,61.580002,59.150002,59.34,2229400,57.738873
"498",58.790001,59,57.419998,57.580002,857800,56.026367
"499",57.98,60.799999,57.66,60.790001,1474200,59.14975
"500",60.09,60.740002,58.52,60.740002,1084600,59.101097
"501",60.91,61.619999,59.540001,60.310001,1351500,58.682701
"502",60.540001,61.299999,60.029999,60.849998,1564100,59.208126
"503",59.93,61.91,59.310001,61.52,1296400,59.86005
"504",60.299999,60.299999,57.279999,58.119999,2421400,56.551785
"505",58.950001,60.650002,58.669998,60,2309900,58.381065
"506",60.299999,60.849998,59.57,60.119999,1552300,58.497826
"507",61.029999,61.299999,60.240002,60.650002,1128000,59.013523
"508",60.59,62.619999,60.419998,62.18,1345900,60.502243
"509",61.400002,63.490002,59.470001,63.400002,1694100,61.689323
"510",63,64.370003,62.700001,64.139999,1370200,62.409359
"511",63.389999,64.980003,62.639999,64.360001,1986000,62.623425
"512",64.809998,65.800003,63.880001,64.279999,1308200,62.545582
"513",65.440002,65.839996,64.860001,64.900002,1261400,63.148849
"514",64.849998,65.339996,64.129997,64.419998,1404900,62.681797
"515",64.839996,64.970001,64.18,64.860001,1569800,63.109928
"516",64.790001,65.139999,63.59,63.959999,1094000,62.234211
"517",64.32,64.699997,63.18,63.709999,1121100,61.990955
"518",65.720001,66.599998,65.379997,65.779999,1984600,64.005104
"519",64.239998,64.93,62.52,63.48,3485700,61.767166
"520",63.009998,65.300003,63.009998,64.529999,1627400,62.788834
"521",64.5,64.989998,63.77,64.559998,1480900,62.81802
"522",64.82,65.43,63.860001,64.660004,1601700,62.915333
"523",64.489998,64.709999,63.200001,63.950001,1650100,62.224483
"524",64.169998,65.199997,63.560001,64.360001,1105200,62.623425
"525",64.639999,64.809998,63.450001,64.480003,1036600,62.740189
"526",64.599998,65.230003,64.360001,64.739998,975800,62.993168
"527",64.349998,64.82,63.849998,64.82,909100,63.071011
"528",64.660004,65.290001,64.419998,65.230003,958400,63.469952
"529",64.699997,65.279999,64.099998,65.269997,723900,63.508862
"530",65.440002,66.459999,65.400002,66.300003,1050300,64.51107
"531",66.599998,67.639999,66.300003,66.690002,1588100,64.890549
"532",66.949997,67.470001,66.559998,66.699997,868600,64.900276
"533",66.410004,67.07,65.68,66.57,741500,64.773788
"534",66.919998,67.120003,66.089996,66.32,837800,64.871605
"535",65.860001,66.169998,64.529999,64.559998,2073300,63.15004
"536",63.75,64.400002,63.240002,63.34,2483400,61.956688
"537",63.439999,64.040001,62.509998,62.860001,1524900,61.487167
"538",62.860001,63.09,62.110001,62.400002,1617800,61.03722
"539",62.799999,63.380001,62.560001,62.75,1123200,61.37957
"540",62.740002,63.560001,62.650002,62.939999,969600,61.565422
"541",62.599998,62.689999,61.209999,61.98,1523300,60.626389
"542",61.98,62.130001,60.970001,61.700001,1158500,60.352505
"543",61.860001,62.02,60.27,61.310001,1952600,59.971024
"544",61.240002,61.34,59.220001,59.5,1856200,58.200554
"545",59.759998,59.77,57.619999,57.779999,3691900,56.518108
"546",57.900002,57.919998,55.830002,55.830002,4119000,54.610703
"547",55.720001,56.25,55.200001,55.950001,4077000,54.728081
"548",55.380001,55.919998,54.950001,55.619999,2833800,54.405289
"549",55.349998,55.98,54.599998,55.419998,2414300,54.209656
"550",55.439999,55.439999,53.700001,54.09,4293900,52.908703
"551",54.580002,56.18,54.43,56.029999,3544400,54.806335
"552",56.16,56.720001,55.259998,55.490002,2204300,54.27813
"553",55.580002,56.060001,55.459999,55.759998,2798600,54.542229
"554",55.73,56.099998,55.220001,55.810001,1351500,54.591137
"555",55.990002,56.900002,55.919998,56.110001,1478400,54.88459
"556",56,56.189999,54.880001,55.189999,1649300,53.984676
"557",55.02,55.57,55.02,55.220001,1544700,54.014027
"558",55.080002,55.380001,54.240002,54.25,1550500,53.065205
"559",54.09,54.389999,53.389999,53.599998,1435100,52.429401
"560",53.93,54.490002,53.529999,53.91,1323900,52.732632
"561",53.990002,55.299999,53.799999,54.990002,1873300,53.789051
"562",55.169998,55.380001,54.73,55.169998,1118000,53.965111
"563",55.470001,56.25,55.279999,56.119999,1521600,54.894367
"564",56.299999,57.889999,56.110001,57.32,1950700,56.068165
"565",58.189999,58.52,57.119999,58.139999,1563400,56.870251
"566",58.639999,59.060001,57.720001,57.790001,1923000,56.527897
"567",57.939999,58.389999,57.130001,57.82,1055800,56.55724
"568",57.990002,58.849998,57.990002,58.540001,1010800,57.261517
"569",58.189999,58.630001,57.82,58.330002,988700,57.056107
"570",58.009998,58.310001,57.540001,57.84,1026700,56.576809
"571",58.66,59.040001,57.720001,58.779999,1838400,57.496277
"572",58.919998,60.57,58.860001,59.709999,2174200,58.405964
"573",60.389999,61.09,59.77,60.630001,1988600,59.305874
"574",60.82,60.82,59.82,60.060001,1065800,58.748322
"575",60.299999,61.110001,60.189999,60.970001,1040700,59.638447
"576",61.869999,62.099998,61.07,61.380001,1156800,60.039494
"577",61.290001,61.75,60.700001,61.669998,976600,60.323154
"578",61.16,61.200001,60.049999,60.299999,2194100,58.983078
"579",60.27,61.23,60.18,60.889999,1118900,59.560196
"580",60.990002,61.549999,60.279999,60.799999,985600,59.47216
"581",60.790001,61.25,58.25,59.169998,1959900,57.877754
"582",59.099998,60.990002,58.700001,60.619999,2519200,59.296093
"583",60.299999,60.98,60.150002,60.540001,1373200,59.217838
"584",61.41,62.380001,61.18,61.900002,1500400,60.548134
"585",62,62.459999,61.720001,62.07,1126300,60.714424
"586",62.150002,63.200001,61.98,62.34,1166300,60.978527
"587",62.349998,63.259998,62.349998,62.48,702500,61.115467
"588",61.369999,62.290001,61.150002,62.189999,716400,60.831802
"589",61.709999,61.709999,60.25,61.09,944800,59.755825
"590",60.84,61.27,60.310001,60.689999,762200,59.364563
"591",60.209999,60.400002,59.459999,60.299999,1097500,58.983078
"592",60.209999,61.419998,59.299999,61.27,862200,59.931896
"593",60.009998,60.18,59.220001,60.130001,939800,58.816792
"594",60.279999,61.669998,60.080002,61.380001,989300,60.039494
"595",60.790001,61.790001,60.5,61.490002,1128600,60.147091
"596",61.709999,63.189999,61.599998,62.639999,1353800,61.271973
"597",61.939999,63.200001,61.68,62.389999,870900,61.027435
"598",61.5,62.450001,61.220001,61.950001,935300,60.938904
"599",62.130001,62.869999,61.900002,62.619999,803700,61.597969
"600",62.080002,62.25,60.599998,60.68,1308500,59.689632
"601",60.23,61.450001,59.41,61.360001,1104800,60.358536
"602",61.34,61.880001,60.369999,60.59,722500,59.601097
"603",60.549999,60.810001,59.849998,60.049999,853300,59.069912
"604",60.009998,60.259998,58.73,59.27,957900,58.302643
"605",59.5,59.75,58.5,58.779999,1240000,57.820641
"606",58.150002,58.459999,57.82,58.200001,812400,57.250107
"607",58.009998,59.380001,57.849998,59.07,877500,58.105907
"608",59.68,61,59.68,60.860001,1197400,59.866692
"609",61.459999,61.82,61.209999,61.610001,1103100,60.604454
"610",61.509998,61.700001,60.290001,60.950001,618500,59.955223
"611",61,61.529999,60.490002,60.529999,984100,59.54208
"612",60.880001,61.799999,60.57,60.639999,815000,59.650284
"613",61,61.279999,60.529999,60.759998,645400,59.768322
"614",60.919998,61.380001,60.52,60.959999,593900,59.965057
"615",61.009998,62.330002,61.009998,62.16,916600,61.145477
"616",62.330002,63.41,61.619999,63.119999,1236900,62.089809
"617",63.200001,63.200001,62.490002,62.52,916100,61.499603
"618",62.700001,63.630001,62.509998,62.939999,673000,61.912743
"619",63.169998,63.220001,62.380001,62.860001,589900,61.834053
"620",63.25,63.299999,60.32,60.720001,2019300,59.728981
"621",60.860001,62.59,60.299999,62.080002,2177600,61.06678
"622",62.23,62.669998,61.91,62.419998,936500,61.401234
"623",62.369999,63.200001,61.650002,61.939999,1388300,60.929062
"624",61.849998,62.23,61.419998,61.91,646500,60.899555
"625",62.150002,63.490002,62.150002,63.110001,862600,62.079975
"626",63.299999,64,63.049999,63.91,2179700,62.866917
"627",64.099998,64.599998,62.91,63.709999,1121500,62.670177
"628",64.199997,64.529999,63.080002,63.09,1096800,62.060295
"629",63.419998,64.690002,63.299999,63.84,759900,62.798058
"630",63.720001,64.220001,63.150002,64.07,566800,63.024303
"631",64.169998,64.910004,64.080002,64.68,1228500,63.624348
"632",64.300003,64.620003,63.32,63.689999,910700,62.650501
"633",64.150002,64.389999,62.560001,62.939999,1197000,61.912743
"634",63.200001,63.549999,62.419998,63.310001,982500,62.276711
"635",63.560001,64.610001,63.330002,64.239998,958700,63.191525
"636",64.139999,64.580002,63.25,63.360001,946300,62.32589
"637",63.360001,65.620003,63.299999,65.410004,1385000,64.342438
"638",65.269997,65.32,63.73,63.779999,1179000,62.739033
"639",63.75,64.419998,63.34,64.360001,1018800,63.30957
"640",64.519997,65.139999,63.48,63.490002,1143300,62.45377
"641",63.759998,64.199997,62.860001,62.869999,1303700,61.843887
"642",63.099998,65.400002,62.830002,65.099998,1458400,64.037483
"643",65.099998,65.910004,64.849998,65.57,1007400,64.499825
"644",64.730003,65.57,63.32,63.860001,1599000,62.81773
"645",64.220001,65.220001,64.080002,64.919998,1637800,63.860424
"646",64.230003,64.239998,62.669998,63.970001,1397800,62.925938
"647",63.689999,64.559998,63.490002,64.010002,812300,62.965286
"648",63.98,64.510002,63.259998,63.360001,1171000,62.32589
"649",63.57,64.25,62.900002,63.139999,1069500,62.109482
"650",63,63.77,62.439999,63.27,1021100,62.237358
"651",62.540001,62.650002,60.509998,61.52,1208400,60.515923
"652",61.970001,62.66,61.84,62.470001,797300,61.450417
"653",62.119999,63.369999,61.560001,63.110001,749700,62.079975
"654",63.470001,64.669998,63.439999,64.529999,769000,63.476795
"655",64.160004,64.790001,63.900002,63.93,746600,62.886585
"656",63.43,63.43,61.360001,62.110001,1041500,61.096291
"657",61.82,62.790001,61.110001,61.169998,1160200,60.171635
"658",60.599998,60.990002,58.330002,59.23,1416600,58.263298
"659",59.34,59.529999,58.82,59.02,1223100,58.056728
"660",59.310001,60.509998,59.200001,60.360001,952800,59.374855
"661",60.68,61.509998,60.48,60.59,903200,59.948715
"662",60.310001,60.34,59.509998,60.110001,740400,59.473793
"663",60.389999,60.639999,59.669998,59.810001,1038900,59.176971
"664",59.880001,60.02,58.990002,59.73,929300,59.097816
"665",59.560001,59.900002,57.57,57.93,1180800,57.316868
"666",58.439999,58.849998,57.73,58.380001,1044900,57.762108
"667",58.779999,58.880001,57.119999,58.009998,1455500,57.396019
"668",57.790001,59.040001,57.709999,58.740002,728400,58.118298
"669",59.330002,60.169998,59.060001,59.959999,788300,59.325378
"670",60.130001,60.34,59.369999,59.720001,842100,59.087925
"671",59.43,60.509998,59.43,60.43,1110600,59.790405
"672",60.630001,61.869999,60.060001,61.77,1067000,61.116222
"673",62.18,63.919998,62.060001,63.389999,1285700,62.719078
"674",63.779999,64.18,62.900002,63.09,1034000,62.422253
"675",63.080002,65.050003,62.650002,64.769997,951200,64.084473
"676",65.010002,65.480003,64.510002,64.989998,723000,64.302139
"677",64.980003,65.900002,64.32,65.830002,787500,65.133255
"678",65.790001,66.470001,65.300003,65.68,668200,64.98484
"679",66.279999,66.519997,65.82,65.870003,588400,65.172836
"680",64,65.839996,63.639999,64.660004,1295200,63.975639
"681",64.25,65.489998,64.169998,64.919998,657000,64.23288
"682",64.82,64.989998,64.089996,64.93,758600,64.242783
"683",64.709999,65.309998,64.43,64.580002,604500,63.896484
"684",64.949997,65.459999,64.610001,65,1249100,64.312042
"685",64.730003,65.209999,64.419998,64.639999,632600,63.955849
"686",65.129997,65.269997,64.379997,64.650002,596500,63.965748
"687",64.68,65.43,64.589996,65.050003,522600,64.361511
"688",65.050003,65.080002,64.18,64.57,541200,63.886593
"689",64.980003,65.57,63.93,64.18,814000,63.500717
"690",64.400002,65.239998,64.239998,64.910004,808800,64.222992
"691",65.449997,65.910004,64.639999,64.949997,612700,64.262566
"692",64.129997,64.199997,61.5,62.720001,1334100,62.056171
"693",62.689999,62.869999,61.150002,62.299999,980000,61.640614
"694",62.380001,63.630001,62.25,63.509998,478200,62.837807
"695",63.599998,64.190002,63.48,63.959999,621300,63.283043
"696",63.279999,64.760002,62.959999,63.18,962300,62.511299
"697",64.050003,64.68,64.029999,64.110001,536900,63.431458
"698",63,64.959999,62.759998,64.879997,565600,64.193306
"699",66,67.629997,65,66.080002,1585100,65.380615
"700",65.870003,66.589996,65.389999,66.209999,593500,65.509232
"701",66.419998,67.730003,65.980003,67.330002,928100,66.617378
"702",67.339996,67.470001,66.57,66.830002,942100,66.122665
"703",67.139999,67.760002,66.510002,66.980003,749200,66.27108
"704",66.610001,67.519997,66.080002,66.839996,969700,66.132561
"705",67.910004,69.279999,67.349998,69.040001,1441600,68.30928
"706",68.989998,69.769997,68.330002,69.190002,1129400,68.457695
"707",69.089996,69.379997,68.849998,68.910004,741200,68.180656
"708",69.300003,69.699997,68.279999,68.760002,1480900,68.032249
"709",69,72,68.800003,71.57,1669900,70.8125
"710",70.400002,71.330002,69.870003,70.080002,1438600,69.338272
"711",70,70.419998,69.57,69.760002,801800,69.02166
"712",69.639999,70.470001,69.349998,70.379997,932700,69.635094
"713",69.900002,70.150002,69.040001,69.43,715500,68.695152
"714",69.889999,70.57,69.639999,70.150002,666600,69.407532
"715",70.830002,71,70.25,70.629997,740700,69.882454
"716",70.849998,71.919998,70.769997,71.379997,777600,70.624504
"717",71.07,71.470001,70.480003,71.370003,709600,70.614624
"718",71.580002,72.220001,70.639999,70.93,681200,70.179276
"719",70.790001,71.260002,69.949997,71.169998,506100,70.416733
"720",71.029999,71.910004,70.559998,71.910004,603300,71.148911
"721",71.980003,71.980003,70.599998,70.839996,513100,70.090218
"722",70.230003,70.629997,69.940002,70.519997,414600,69.773613
"723",70.260002,70.809998,70.059998,70.410004,459200,69.66478
"724",70.940002,70.949997,70.18,70.379997,468800,69.635094
"725",70.349998,70.349998,69.709999,70.059998,432400,69.664925
"726",70.129997,70.459999,69.5,70.07,561300,69.674873
"727",69.43,69.540001,67.940002,68.440002,789000,68.054062
"728",68.449997,68.849998,67.959999,68,688400,67.616547
"729",68.300003,68.830002,68.080002,68.760002,613100,68.372261
"730",68.800003,69.300003,68.68,68.790001,493200,68.402092
"731",68.709999,69.489998,68.610001,69.440002,564100,69.048424
"732",69.5,69.779999,68.739998,69.169998,635300,68.779945
"733",69.209999,69.730003,68.860001,69.010002,270600,68.62085
"734",69.169998,69.699997,68.059998,68.110001,904700,67.725922
"735",67.489998,67.489998,66.580002,66.610001,1078100,66.234383
"736",66.830002,68,66.75,66.919998,776200,66.542633
"737",67.050003,67.639999,67.050003,67.290001,560800,66.910545
"738",67.870003,68.470001,67.370003,68.32,834800,67.934738
"739",68.029999,68.239998,67.860001,67.989998,860100,67.606598
"740",67.309998,67.980003,66.849998,67.239998,744700,66.860825
"741",67.330002,67.57,66.599998,66.739998,854000,66.363647
"742",67.419998,68.470001,67.169998,67.690002,1553800,67.308296
"743",67.440002,67.660004,66.290001,67.410004,1120700,67.029877
"744",67.809998,69.139999,67.809998,69,1220300,68.610901
"745",68.940002,70.25,68.730003,70.059998,1545300,69.664925
"746",70.410004,70.410004,68.540001,69.029999,1807200,68.640732
"747",69.010002,69.279999,68.660004,69.199997,1106000,68.809776
"748",69.620003,69.620003,69,69.339996,1401900,68.948982
"749",69.629997,69.629997,68.93,69.290001,1099200,68.899269
"750",69.580002,69.580002,68.779999,69.089996,360800,68.700394
"751",69.18,69.589996,68.75,69.07,519600,68.680511
"752",69.239998,69.300003,68.120003,68.290001,1011800,67.904907
"753",68.169998,68.300003,67.330002,67.68,861800,67.298347
"754",67.559998,68.160004,67.559998,67.75,735300,67.36795
"755",68.150002,68.790001,67.620003,68.169998,1396600,67.785583
"756",66.800003,67.110001,66.019997,66.919998,1404600,66.542633
"757",66.089996,66.889999,66.019997,66.599998,1342700,66.224434
"758",66.559998,66.82,66.059998,66.18,1041500,65.806808
"759",66.029999,67.589996,66.019997,66.5,1438500,66.125
"760",67.019997,67.019997,66.199997,66.370003,1140400,65.995735
"761",66.599998,66.699997,65.82,65.889999,1007600,65.51844
"762",65.839996,66.190002,65.639999,65.870003,629500,65.498558
"763",66.760002,67.449997,66.019997,66.18,994700,65.806808
"764",66.010002,67.059998,65.959999,66.589996,782300,66.214493
"765",67,67.43,65.849998,66.540001,966200,66.16478
"766",66.839996,67.110001,66.040001,66.620003,943900,66.244324
"767",66.040001,66.419998,64.18,64.989998,1636300,64.623512
"768",65.440002,66.279999,65.300003,65.589996,1398000,65.220131
"769",65,67.300003,64.440002,67.18,1409800,66.80117
"770",67.279999,67.360001,65.589996,66.720001,1127200,66.343765
"771",64.879997,65.620003,64.199997,65.339996,1778300,64.971542
"772",65.870003,66.639999,65.129997,65.540001,2214700,65.170418
"773",65.75,67.480003,65.580002,66.889999,2466200,66.512802
"774",65.870003,66.07,65.029999,66.010002,2127200,65.637764
"775",65.610001,65.620003,64.169998,64.589996,1581600,64.225769
"776",65.129997,65.660004,64.300003,64.650002,1696900,64.285439
"777",65.589996,66.400002,65.43,65.769997,1513900,65.399117
"778",66.709999,66.800003,65.940002,66.330002,1332200,65.955963
"779",66.839996,66.839996,63.84,64.019997,1531100,63.658981
"780",63.900002,64.209999,63.279999,63.959999,1338900,63.599323
"781",63.540001,64.480003,63.439999,64.43,812900,64.066673
"782",64.470001,65.279999,64.43,64.550003,788300,64.185997
"783",65.099998,66.150002,64.809998,65.540001,932600,65.170418
"784",65.169998,66.769997,65.139999,66.5,1538600,66.125
"785",66.32,66.959999,65.459999,66.110001,1006300,66.110001
"786",65.940002,66.309998,65.400002,65.489998,1265900,65.489998
"787",65.610001,65.809998,64.760002,65.169998,863800,65.169998
"788",64.900002,65.970001,64.900002,65.360001,786900,65.360001
"789",64.910004,65.529999,63.950001,65.43,926500,65.43
"790",63.48,63.830002,62.200001,63.009998,1285400,63.009998
"791",63.169998,63.209999,58.66,58.810001,1685800,58.810001
"792",59.369999,59.66,57.200001,57.369999,1813900,57.369999
"793",54.790001,56.68,52.91,52.959999,2704600,52.959999
"794",51.09,52.009998,49.450001,50.459999,3535300,50.459999
"795",50.849998,51.299999,48.380001,50.029999,3075000,50.029999
"796",50.470001,50.470001,46.299999,47.369999,3415200,47.369999
"797",48.189999,49.709999,46.57,49.689999,3480600,49.689999
"798",47.66,47.66,43.360001,43.459999,3859200,43.459999
"799",41.5,48.400002,41.400002,45.209999,5041700,45.209999
"800",43.16,45.189999,42.139999,43.189999,3413800,43.189999
"801",45.310001,47.689999,43.369999,46.779999,3140000,46.779999
"802",45.099998,46.040001,43.369999,45.700001,3184800,45.700001
"803",40.110001,43.400002,35.009998,35.080002,4731500,35.080002
"804",38.099998,38.099998,33,37.950001,3947800,37.950001
"805",32.02,34.400002,28.92,32.529999,4456900,32.529999
"806",33.060001,36.200001,31.280001,32.529999,3707600,32.529999
"807",29.530001,30.040001,20.02,25.129999,5067400,25.129999
"808",24.700001,25.99,22.01,24.18,2901100,24.18
"809",25.709999,27.969999,23.34,23.559999,4062500,23.559999
"810",24,24.98,22.15,24.030001,3694600,24.030001
"811",29.440001,31.26,27.379999,28.91,4750600,28.91
"812",33.560001,34.25,28.360001,29.84,7739400,29.84
"813",31.91,33.369999,30.02,32.490002,4914800,32.490002
"814",31.73,31.9,29.780001,29.870001,3546900,29.870001
"815",29.129999,29.950001,26.549999,28.33,2841700,28.33
"816",28.959999,30.709999,28.129999,28.469999,2667000,28.469999
"817",26.92,27.549999,25.25,26.35,3350000,26.35
"818",26.139999,27.02,24.280001,24.66,3065200,24.66
"819",25.16,25.65,23.58,24.690001,2707500,24.690001
"820",26.040001,27.27,24.92,26.67,3724700,26.67
"821",29.34,31.77,28.540001,29.030001,3766500,29.030001
"822",30.200001,30.32,28.950001,29.139999,2940100,29.139999
"823",31.24,33.599998,30.389999,31.610001,4196700,31.610001
"824",32.630001,32.860001,28.610001,29.51,3181800,29.51
"825",30.58,31.92,30.42,31.049999,2789900,31.049999
"826",32.240002,32.419998,29,30.08,4253000,30.08
"827",29.24,29.450001,27.51,28.26,3274700,28.26
"828",29.690001,30.280001,29.309999,29.93,2491800,29.93
"829",28.940001,29.959999,28.129999,29.23,1812500,29.23
"830",27.799999,29.190001,27.610001,28.290001,1884200,28.290001
"831",29,29.23,27.02,27.530001,2600000,27.530001
"832",28.01,28.98,27.75,28.200001,2399900,28.200001
"833",28.559999,28.82,27.209999,28.01,3054900,28.01
"834",28.34,29.26,27.700001,27.85,2766600,27.85
"835",28.889999,32.25,28.700001,31.58,3954700,31.58
"836",34.060001,34.720001,32.720001,34,4002500,34
"837",32.779999,33.5,31.4,32.52,2678800,32.52
"838",31.41,31.85,29.6,30.110001,2392700,30.110001
"839",27.120001,28.9,26.559999,28.77,4457700,28.77
"840",29.719999,30.370001,28.41,28.969999,3958500,28.969999
"841",28.879999,29.059999,27.200001,27.83,2994900,27.83
"842",28.059999,29.09,27.799999,28.25,2906800,28.25
"843",28.77,30.16,28.559999,30,2767400,30
"844",29.48,29.49,28.24,28.360001,3003800,28.360001
"845",28.459999,28.99,26.82,26.85,2983600,26.85
"846",26.559999,26.66,24.799999,25.52,3449100,25.52
"847",24.42,26.18,23.389999,26.139999,3507200,26.139999
"848",25.65,26.58,25.15,25.629999,2787200,25.629999
"849",27.67,29.5,27.08,29.049999,4331200,29.049999
"850",29.610001,29.959999,28.040001,28.66,3189400,28.66
"851",29.35,30.469999,29.120001,30.26,2676500,30.26
"852",30.360001,32.189999,30.209999,31.84,3278600,31.84
"853",32.32,32.610001,30.32,31.02,2888300,31.02
"854",33.580002,35.439999,33.32,35.029999,4605500,35.029999
"855",38.529999,39.470001,34.43,35.740002,5503600,35.740002
"856",35.880001,36,34.029999,34.459999,3265100,34.459999
"857",33.189999,35.119999,32.779999,34.189999,3561800,34.189999
"858",34.380001,36.580002,34.049999,36.110001,2884600,36.110001
"859",37.049999,37.400002,35.630001,36.200001,3472800,36.200001
"860",37.279999,40.630001,37.220001,39.299999,4513000,39.299999
"861",41,43.41,39.57,42.32,6768600,42.32
"862",47.84,48.66,41.810001,42.720001,9437000,42.720001
"863",45.900002,50.810001,45.25,50.240002,13224900,50.240002
"864",48.060001,48.48,44.009998,46.099998,7384400,46.099998
"865",44.259998,44.259998,39.810001,41.48,8580800,41.48
"866",36.110001,38.130001,35.18,35.59,6825300,35.59
"867",39.720001,39.799999,36.330002,38.470001,6102200,38.470001
"868",35.619999,38.57,35.380001,37.77,5526300,37.77
"869",40.509998,40.799999,37.77,38.209999,5076300,38.209999
"870",37.610001,38.169998,36.75,37.41,2490200,37.41
"871",36.580002,37.84,36.130001,37.450001,3391200,37.450001
"872",38.330002,38.349998,35.509998,36.290001,3873100,36.290001
"873",35.5,36.790001,35.23,36.470001,2919200,36.470001
"874",36.869999,37,35.630001,36.830002,2825100,36.830002
"875",36.080002,36.34,34.299999,34.389999,3475500,34.389999
"876",33.240002,35.68,33,35.48,3049700,35.48
"877",35.450001,35.650002,33.509998,34.299999,3578700,34.299999
"878",34.73,37.119999,34.060001,36.91,3558300,36.91
"879",36.439999,36.810001,35.32,36.259998,3098800,36.259998
"880",37.18,38.290001,35.5,35.700001,3146800,35.700001
"881",37.200001,37.490002,36.27,36.490002,2753500,36.490002
"882",37.34,37.900002,36.029999,37.080002,2133100,37.080002
"883",36.220001,36.549999,35.650002,36.099998,2687500,36.099998
"884",35.599998,36.34,35.169998,36.259998,2143200,36.259998
"885",36,36.119999,34.380001,34.439999,2178000,34.439999
"886",34,36.040001,33.619999,35.73,2016300,35.73
"887",35.950001,36.130001,34.630001,34.880001,2248700,34.880001
"888",34.27,35.849998,34.130001,35.490002,1734500,35.490002
"889",37.580002,38.939999,36.889999,38.759998,3519600,38.759998
"890",37.77,38.23,36.810001,37.279999,1743700,37.279999
"891",37.25,37.52,36.580002,37,1140700,37
"892",36.619999,37.32,35.560001,35.889999,1892700,35.889999
"893",35.889999,36.689999,35.75,36.200001,1644100,36.200001
"894",35.919998,37.310001,35.720001,36.299999,1781100,36.299999
"895",36.450001,37.950001,34.849998,36.669998,3276500,36.669998
"896",35.639999,36.380001,34.68,35.060001,2781100,35.060001
"897",35.02,35.439999,33.880001,34.150002,2128900,34.150002
"898",33.93,35.48,33.84,35,2243500,35
"899",35.119999,35.349998,34.299999,34.759998,1521300,34.759998
"900",34.099998,35,33.889999,34.66,1695100,34.66
"901",34.209999,34.59,33.650002,34.439999,2226000,34.439999
"902",34.09,34.610001,33.220001,34,2632900,34
"903",34.009998,35.02,33.950001,34.299999,2277000,34.299999
"904",35.389999,36.040001,34.41,35.759998,3037600,35.759998
"905",35.75,36.689999,35.330002,36.419998,2586200,36.419998
"906",36,36.630001,35.790001,36.610001,1588500,36.610001
"907",36.98,39.470001,36.959999,39.25,3807200,39.25
