"","LDOS.Open","LDOS.High","LDOS.Low","LDOS.Close","LDOS.Volume","LDOS.Adjusted"
"460",61.98,63.849998,61.25,61.830002,1903600,58.977047
"461",61.860001,63.18,61.709999,63.119999,899700,60.207523
"462",63.73,65.339996,63.66,64.779999,1102600,61.790928
"463",65,65.230003,63.209999,63.360001,1442300,60.436447
"464",63.709999,63.990002,62.110001,62.400002,1157700,59.520748
"465",62.509998,63.049999,61.939999,62.57,985900,59.682899
"466",62.75,64.220001,62.220001,63.509998,999900,60.579529
"467",64.230003,65.730003,63.82,65.650002,900400,62.620777
"468",65.480003,66.07,65.18,65.830002,1000300,62.792484
"469",65.610001,66.169998,65.169998,65.230003,739300,62.220165
"470",65.099998,65.779999,64.150002,64.379997,1058900,61.409386
"471",64.660004,64.919998,64.150002,64.459999,817600,61.485691
"472",64.889999,65.220001,63.209999,63.290001,879700,60.369678
"473",63,64.589996,63,64.349998,982800,61.38076
"474",64.010002,65.029999,63.919998,64.690002,957800,61.70509
"475",64.43,64.5,63.48,63.91,1027200,60.961067
"476",62.950001,63.66,62.41,62.439999,1018900,59.558891
"477",62.610001,63.759998,62.419998,63.040001,667200,60.131214
"478",62.52,63.639999,62.439999,62.900002,182800,59.997673
"479",63.389999,63.970001,62.869999,63.799999,1403200,60.856144
"480",63.610001,63.75,62.75,62.75,938500,59.854595
"481",63.119999,63.450001,62.389999,63.220001,1211900,60.302906
"482",62.970001,63.299999,62.02,62.080002,1210900,59.215515
"483",62.09,63.029999,62.02,63,1831400,60.093063
"484",63.830002,63.970001,62.130001,62.580002,1138700,59.69244
"485",62.450001,62.470001,58.790001,58.950001,1450700,56.229935
"486",58.27,60.290001,57.68,60.259998,1267700,57.479485
"487",59.950001,60.34,58.560001,58.869999,638100,56.153618
"488",59.330002,60.060001,58.549999,59.48,694200,56.735477
"489",60.240002,60.450001,58.130001,58.580002,716900,55.87701
"490",59.459999,60.27,59.200001,59.48,935000,56.735477
"491",59.66,59.709999,58.290001,58.439999,710700,55.743462
"492",57.759998,57.98,56.73,57.049999,1033200,54.717216
"493",56.75,57.25,55.259998,55.509998,1203300,53.240185
"494",55.93,56.150002,55.25,55.450001,1389900,53.18264
"495",55.439999,55.990002,54.130001,54.490002,860700,52.261894
"496",54.279999,54.93,53.119999,53.630001,1182500,51.437065
"497",53.57,53.98,50.849998,51.41,3625600,49.307838
"498",50.869999,51.41,50.380001,50.540001,656700,48.473412
"499",50.900002,52.439999,50.330002,52.389999,762800,50.247768
"500",51.689999,52.57,50.970001,52.560001,1510100,50.410816
"501",52.650002,53.07,51.849998,52.400002,868200,50.257362
"502",52.700001,52.970001,51.779999,52.720001,776900,50.564274
"503",51.970001,52.700001,51.290001,52.049999,583900,49.921673
"504",51.5,51.779999,50.66,51.330002,1005800,49.23111
"505",52.169998,53.880001,52.169998,53.380001,1456100,51.197285
"506",53.52,53.790001,52.950001,53.5,1376800,51.312382
"507",54.040001,54.369999,53.299999,53.91,577600,51.705616
"508",54.240002,54.950001,53.400002,54.57,935800,52.338627
"509",54.400002,54.919998,54.080002,54.91,406400,52.664734
"510",54.580002,55.540001,54.299999,55.419998,510000,53.153866
"511",54.990002,55.75,54.779999,55.330002,820200,53.067543
"512",55.330002,55.66,55.07,55.389999,453000,53.125095
"513",55.599998,56.200001,55.099998,55.279999,613500,53.019596
"514",55.27,56.599998,54.990002,56.080002,739600,53.786884
"515",56.689999,57.279999,56.310001,56.880001,1011200,54.554169
"516",56.509998,56.799999,55.720001,56.119999,546100,53.825249
"517",56.41,56.650002,55.610001,56.150002,547900,53.854023
"518",56.25,56.779999,56.080002,56.369999,405500,54.065025
"519",56.630001,57.43,56.52,57.049999,497200,54.717216
"520",56.650002,57.419998,56.619999,57.09,406300,54.755585
"521",57.169998,57.77,57.150002,57.509998,599800,55.158409
"522",57.849998,58.689999,57.330002,58.189999,604900,55.810604
"523",58.029999,58.529999,57.75,58,1161800,55.628372
"524",58.200001,59.279999,57.869999,59.139999,972200,56.721756
"525",59.16,60.73,59.16,60.720001,1165100,58.237148
"526",60.759998,61.389999,60.650002,61.279999,872800,58.774246
"527",61.150002,61.759998,60.889999,61.459999,1316000,58.946896
"528",61.209999,62.84,60.869999,62.720001,1020400,60.155376
"529",62.18,63.029999,61.779999,62.080002,1077500,59.541546
"530",62.27,62.450001,61.779999,61.939999,1179700,59.407261
"531",62.299999,62.299999,61.75,62.02,1073300,59.48399
"532",62.279999,62.610001,62.009998,62.220001,1230500,59.675816
"533",62.220001,62.630001,61.700001,62.330002,844800,59.781322
"534",62.75,63.639999,62.599998,63.369999,1653600,60.77879
"535",61.900002,62.810001,59.73,62.310001,2484200,59.762142
"536",62.099998,62.279999,60.700001,61.68,1579200,59.157898
"537",61.82,63.68,61.68,62.950001,1962500,60.375969
"538",63.41,64.599998,62.889999,64.489998,1255100,61.852989
"539",64.900002,65.199997,64.550003,64.660004,1009800,62.016045
"540",64.650002,64.860001,63.529999,63.549999,896800,60.951427
"541",63.509998,64.18,63.240002,63.919998,970400,61.306305
"542",63.93,64.709999,63.799999,64.589996,1076000,61.948906
"543",64.93,65.239998,64.230003,64.980003,1047900,62.32296
"544",65,65.269997,63.549999,64.099998,1192200,61.478943
"545",63.98,64.18,63.419998,63.580002,857600,60.980206
"546",63.459999,63.599998,62.91,63.029999,1088500,60.452694
"547",62.799999,62.880001,61.830002,62.43,966800,59.877228
"548",61.84,62.5,61.740002,62.439999,922900,59.886822
"549",62.630001,63.349998,62.540001,63.18,717400,60.596558
"550",63.18,63.450001,62.950001,63.029999,488100,60.452694
"551",63.560001,63.57,62.779999,63.349998,1149400,60.759609
"552",63.150002,63.330002,62.700001,62.740002,653100,60.480061
"553",62.75,63.189999,62.630001,62.830002,1465500,60.566822
"554",63.029999,63.580002,62.880001,63.490002,833800,61.203041
"555",63.66,63.799999,63.18,63.299999,454900,61.01989
"556",63.220001,63.77,62.75,63.259998,753500,60.981323
"557",62.77,64.089996,62.68,63.75,418600,61.453674
"558",63.5,63.709999,62.139999,62.990002,1012200,60.721046
"559",62.73,63.169998,62.34,62.630001,714000,60.374023
"560",62.720001,63.669998,62.650002,63.369999,848800,61.08736
"561",63.450001,63.860001,62.880001,63.27,1564800,60.990959
"562",63.490002,63.880001,63.18,63.73,415200,61.434402
"563",64.050003,64.470001,63.779999,64.089996,779800,61.781425
"564",64.5,64.959999,64.160004,64.889999,929100,62.552608
"565",64.849998,64.959999,63.59,63.639999,993800,61.347641
"566",64.080002,64.330002,63.470001,63.68,1055300,61.386196
"567",63.810001,64.209999,63.630001,63.98,789500,61.675392
"568",64.239998,64.709999,63.98,64.599998,740400,62.27306
"569",64.379997,64.839996,63.869999,64.800003,477300,62.465855
"570",64.510002,64.779999,63.759998,64,551100,61.694672
"571",64,64.760002,63.630001,64.620003,675400,62.292339
"572",64.839996,65.480003,64.669998,65.25,658900,62.899647
"573",65.389999,65.5,64.830002,65.339996,791700,62.986397
"574",65.339996,65.550003,64.739998,64.959999,641400,62.62009
"575",65.099998,65.239998,64.690002,65.129997,413000,62.783966
"576",65.209999,65.419998,64.760002,65.099998,883600,62.755047
"577",65.32,65.639999,64.870003,65.25,1267500,62.899647
"578",65,65.629997,64.849998,65.400002,879600,63.044239
"579",65.639999,67.199997,65.489998,66.510002,815500,64.114273
"580",66.599998,66.959999,66.489998,66.529999,565400,64.133537
"581",66.690002,66.940002,66.160004,66.389999,904500,63.998585
"582",66.410004,66.779999,66.389999,66.550003,718000,64.152817
"583",66.839996,67.25,66.599998,66.870003,1537000,64.461304
"584",67.650002,73.690002,67.599998,73.480003,3289300,70.833199
"585",74.110001,74.360001,72.849998,72.849998,1378700,70.225899
"586",72.669998,73.639999,72.290001,73.139999,1365500,70.50544
"587",73.139999,74.629997,72.839996,74.449997,903900,71.768242
"588",73.209999,74.309998,73.07,74.110001,1532000,71.440506
"589",73.610001,74.190002,73.150002,73.529999,1473400,70.881409
"590",73.440002,74.550003,73.190002,74.169998,1113400,71.498329
"591",73.669998,75.139999,73.419998,75.019997,984100,72.317719
"592",74.620003,75.800003,74.25,75.480003,638700,72.761154
"593",74.209999,74.519997,73.32,73.769997,773700,71.112755
"594",73.900002,74.800003,73.050003,74.300003,925400,71.623665
"595",74.349998,75.470001,74.059998,75.050003,992300,72.346649
"596",75.529999,76.339996,75.07,76.290001,942300,73.541985
"597",75.709999,76.75,75.599998,75.989998,739600,73.252769
"598",75.440002,76.419998,75.120003,75.269997,1009700,72.558723
"599",75.839996,76.790001,75.580002,76.730003,1271600,73.966133
"600",76.209999,77.349998,76.010002,76.970001,1342200,74.197479
"601",76.449997,76.589996,75.660004,76.129997,1290000,73.387741
"602",76.739998,76.870003,76.199997,76.269997,893400,73.522697
"603",76.080002,76.82,74.790001,74.980003,1552500,72.279167
"604",74.849998,75.300003,74.260002,74.800003,1798500,72.105659
"605",74.93,75.230003,74.25,74.830002,1571100,72.134567
"606",74.139999,75.5,73.949997,75.330002,1403600,72.616554
"607",75.330002,76.279999,75,75.919998,1721700,73.185295
"608",76.580002,78.089996,76.290001,78,1873800,75.190376
"609",78.470001,78.959999,77.82,78.120003,1057100,75.306061
"610",77.919998,78.800003,77.760002,78.699997,1114700,75.865166
"611",79,79.669998,78.720001,79.419998,772100,76.559219
"612",79.800003,80,78.980003,79.169998,1232800,76.318237
"613",79.540001,79.739998,78.199997,78.330002,1234900,75.508484
"614",78.400002,79.25,78.040001,79.25,861200,76.395355
"615",79.349998,79.440002,77.860001,78.419998,887300,75.901733
"616",78.239998,79.019997,77.779999,78.839996,1068600,76.308243
"617",78.800003,79.290001,77.980003,78.25,1304200,75.73719
"618",78.550003,79.309998,78.199997,78.629997,1134500,76.104988
"619",78.589996,78.870003,78,78.629997,1316500,76.104988
"620",79.290001,79.739998,78.82,79.660004,980800,77.101906
"621",79.129997,79.660004,78.470001,78.919998,1802100,76.385658
"622",78.980003,79.57,78.730003,78.959999,1159700,76.424385
"623",79.239998,79.510002,78.910004,79.129997,1065300,76.588936
"624",79.370003,79.529999,78.349998,78.510002,1192300,75.988846
"625",78.809998,79.699997,78.730003,79.389999,810600,76.840591
"626",79.550003,80.129997,79.269997,79.849998,1897300,77.285805
"627",80.629997,80.860001,79.459999,80.169998,968800,77.595535
"628",80.099998,80.400002,79.730003,80.139999,587100,77.56649
"629",80.440002,81.480003,80.160004,81.400002,428200,78.786041
"630",81.019997,82.019997,80.57,82.019997,598000,79.386124
"631",81.830002,81.830002,81.040001,81.410004,542000,78.795715
"632",80.379997,81.650002,80.059998,81.519997,808900,78.902184
"633",81.959999,82.5,81.059998,81.5,849300,78.88282
"634",81.639999,82,80.940002,81.940002,756700,79.308701
"635",82.129997,82.459999,81.519997,82.43,686700,79.782951
"636",82.75,82.75,82.050003,82.339996,438200,79.695839
"637",82.230003,82.660004,81.75,82.040001,634600,79.405495
"638",82.110001,82.32,80.730003,80.769997,615400,78.176262
"639",80.669998,81.260002,80.160004,80.959999,768000,78.360161
"640",81.360001,81.57,79.550003,79.589996,959700,77.034157
"641",79.849998,80.199997,79.510002,79.580002,737100,77.024483
"642",80.120003,80.860001,79.580002,80.830002,690600,78.234352
"643",80.650002,81.82,80.540001,81.599998,752100,78.979622
"644",81.709999,81.709999,81.059998,81.150002,940100,78.544067
"645",81.239998,82.489998,81.239998,82.43,951700,79.782951
"646",82.57,84.32,82.230003,83.32,1157800,80.644386
"647",80.660004,84.970001,80,84.379997,1467500,81.670341
"648",84.389999,84.760002,81.160004,82.099998,1715900,79.463554
"649",82.480003,85.470001,82.400002,83.410004,1446000,80.731506
"650",81.599998,82.269997,80.040001,81.860001,3358200,79.231262
"651",80.620003,81.019997,78.339996,78.980003,2005800,76.443756
"652",79.489998,80.260002,78.480003,80.040001,1938100,77.469704
"653",79.5,81.18,78.559998,80.57,2046600,77.982689
"654",81.279999,84.050003,81.199997,83.900002,34119300,81.205757
"655",83.059998,83.699997,82.029999,83.059998,1565500,80.392731
"656",83.199997,84.400002,82.589996,83.050003,1438600,80.383057
"657",82.839996,84.5,82.739998,84.269997,1737000,81.563866
"658",83.419998,84.050003,82.330002,82.82,1726000,80.160439
"659",83,83.449997,82.410004,82.910004,1013500,80.247559
"660",83.559998,84.139999,83.489998,83.82,1361300,81.128319
"661",85,85.620003,82.410004,85.080002,1507800,82.34787
"662",85.129997,85.559998,84.400002,84.470001,1339200,81.757454
"663",85.470001,85.540001,84.879997,85.540001,815600,82.793091
"664",85.860001,85.860001,84.610001,85.559998,1094400,82.812447
"665",85.169998,85.849998,83.07,83.410004,1340400,80.731506
"666",83.839996,84.330002,83.220001,84.300003,1498400,81.592903
"667",84.870003,85.160004,84.139999,85.029999,1310100,82.299461
"668",84.57,85.93,84.139999,85.720001,1241400,82.9673
"669",86.309998,87.529999,86.309998,87.199997,1000700,84.399796
"670",87.830002,88.290001,86.889999,87.360001,1119900,84.554649
"671",86.809998,87.230003,85.989998,86.349998,1553000,83.57708
"672",87.120003,87.860001,87.019997,87.620003,687200,84.806305
"673",88.580002,88.980003,88.029999,88.82,775500,85.967758
"674",88.989998,89,87.459999,87.620003,962300,84.806305
"675",87.779999,88.029999,84.160004,84.919998,1695800,82.192993
"676",84.629997,84.629997,83.300003,83.989998,1719100,81.292862
"677",83.900002,85.239998,83.330002,85.239998,1283300,82.502716
"678",85.889999,87.050003,85.589996,86.349998,1120500,83.57708
"679",86.269997,86.790001,85.629997,85.82,1021100,83.392464
"680",85.529999,86.639999,85.32,86.300003,844000,83.858879
"681",86.470001,87.010002,86.050003,86.699997,1001000,84.247566
"682",86.57,87.650002,86.400002,87.599998,723500,85.122101
"683",87.800003,88.25,87.190002,87.370003,937300,84.898613
"684",87.739998,88.120003,86.239998,86.330002,3708700,83.888031
"685",85.980003,86.290001,85,85.690002,1122000,83.266144
"686",86.309998,86.959999,85.330002,86.010002,1126300,83.577087
"687",86.169998,87.199997,85.459999,87.040001,1047900,84.57795
"688",87.110001,87.440002,86.230003,87.129997,758100,84.66539
"689",87.519997,87.519997,84.330002,85.019997,874500,82.615082
"690",85.019997,86.32,84.980003,85.879997,848500,83.450752
"691",86.120003,86.360001,84.5,84.779999,680200,82.381874
"692",84,84.080002,82.110001,82.959999,971600,80.61335
"693",83.019997,83.449997,82.120003,83,690800,80.652222
"694",83.449997,83.82,82.75,83.629997,2912900,81.264397
"695",83.629997,84.480003,83.470001,83.800003,1039800,81.429588
"696",83.139999,83.139999,81.830002,81.839996,1110700,79.525032
"697",82.459999,82.849998,81.720001,82.699997,1007900,80.360703
"698",82.769997,83.68,82.75,83.050003,1384600,80.700821
"699",83.709999,84.279999,83.120003,83.160004,1066200,80.807709
"700",83.470001,83.629997,82.269997,82.459999,710500,80.127502
"701",82.599998,83.559998,82.209999,82.230003,1301400,79.903999
"702",81.760002,82.290001,81.080002,81.339996,1298100,79.039177
"703",81.639999,81.900002,80.900002,81.709999,1206100,79.39872
"704",81.529999,81.800003,80.910004,81.620003,1254600,79.311272
"705",81.75,81.75,80.599998,80.839996,1238600,78.553322
"706",80.879997,81.110001,79.080002,79.290001,1008700,77.047157
"707",79.099998,80.139999,78.989998,79.239998,803300,76.998581
"708",79.419998,80.080002,78.800003,80.040001,716300,77.775948
"709",79.779999,80.309998,79.349998,79.980003,769900,77.717659
"710",80.419998,81.019997,80.220001,80.809998,1148600,78.524162
"711",83.599998,86.75,82.709999,86.389999,3096400,83.946335
"712",86.910004,87.32,86.309998,86.690002,1195800,84.237862
"713",86.82,87.949997,86.120003,86.230003,1186900,83.790863
"714",86.239998,87.07,85.220001,85.330002,936100,82.916321
"715",85.489998,86,84.970001,85.779999,1225800,83.353584
"716",85.849998,86.230003,82.760002,83.18,1368700,80.827133
"717",83.110001,85.300003,82.68,85.129997,1302600,82.721962
"718",85.669998,86.309998,85.279999,86,940500,83.567368
"719",85.769997,87.199997,85.709999,87.199997,962100,84.733414
"720",86.400002,88,86.400002,87.669998,1131500,85.190132
"721",87.489998,89.080002,87.489998,89.010002,954400,86.492233
"722",88.93,90.190002,88.599998,89.489998,779800,86.958641
"723",89.620003,90.480003,89.279999,90.440002,492700,87.881767
"724",90.860001,91.459999,90.419998,91.029999,814200,88.455086
"725",90.559998,92.419998,90.559998,91.389999,846600,88.804909
"726",91.75,92.419998,91.610001,91.709999,994600,89.115845
"727",91.360001,91.870003,90.760002,91.660004,667300,89.067261
"728",91.559998,91.989998,90.019997,90.050003,716200,87.502808
"729",90.080002,90.349998,87.919998,88.5,1120500,85.996643
"730",88.68,90.110001,88.580002,90.029999,1005900,87.483376
"731",90.019997,90.760002,90,90.709999,897300,88.144142
"732",90.980003,91.050003,90.25,90.980003,529800,88.406502
"733",90.93,91.190002,90.379997,90.839996,278800,88.270454
"734",90.639999,90.730003,88.809998,89.849998,763200,87.308456
"735",88.720001,89.809998,88.389999,89.660004,1127400,87.123833
"736",89.790001,90.760002,89.120003,89.739998,824900,87.201576
"737",89.919998,90.169998,89.410004,89.949997,523100,87.405624
"738",90.470001,90.849998,89.330002,90.68,727500,88.114983
"739",90.589996,91.07,90.080002,90.099998,934100,87.551392
"740",90.220001,90.489998,89.5,89.639999,471200,87.104401
"741",91.110001,92.129997,89.120003,92.080002,1395800,89.47538
"742",91.900002,91.900002,90.419998,91.190002,1218000,88.610573
"743",90.599998,92.040001,90.029999,91.839996,573800,89.576149
"744",92.440002,92.5,91.400002,91.639999,1403300,89.381081
"745",91.620003,92.040001,90.989998,91.529999,586600,89.273804
"746",93.459999,96.099998,93.360001,95.68,1944700,93.321503
"747",95.440002,96.550003,94.360001,96.279999,1337500,93.906708
"748",97.239998,98.029999,96.269997,98.010002,2215000,95.59407
"749",98.389999,98.660004,97.230003,97.82,731500,95.408737
"750",97.57,98.339996,97.57,98.029999,249500,95.613579
"751",97.949997,98.760002,97.949997,98.529999,509700,96.101257
"752",98.709999,98.720001,97.57,98.230003,595900,95.808632
"753",98.129997,98.220001,97.129997,98.07,608600,95.65258
"754",97.709999,98.709999,97.57,97.889999,625600,95.477036
"755",98.440002,98.639999,97.82,98.620003,793600,96.189034
"756",97.540001,99.870003,97.410004,99.480003,1031000,97.027832
"757",99,100.440002,98.68,100.360001,799500,97.886131
"758",99.910004,100.769997,99.699997,99.989998,483900,97.525246
"759",99.989998,101.080002,99.809998,99.870003,1058400,97.408226
"760",99.849998,101.459999,99.75,101.080002,762700,98.588394
"761",101.470001,101.629997,100.93,101.019997,533800,98.529861
"762",101.410004,101.82,100.830002,101.150002,869600,98.656662
"763",101.449997,101.57,100.730003,100.790001,604500,98.305527
"764",101.120003,102.419998,100.760002,102.139999,898800,99.622253
"765",102.610001,102.68,101.559998,102.290001,592700,99.768555
"766",102.410004,103.470001,102.110001,103.389999,683100,100.841446
"767",102.93,103.690002,102.849998,103.269997,631300,100.724396
"768",104.010002,104.360001,102.150002,102.470001,932600,99.944122
"769",102.550003,102.830002,101.57,102.629997,791000,100.100174
"770",102.790001,102.949997,101.18,101.620003,625300,99.115074
"771",100.150002,101.370003,99.300003,100.769997,604100,98.286018
"772",101.269997,102.809998,100.959999,102.309998,511700,99.788063
"773",102.650002,102.870003,101.68,101.830002,546900,99.319901
"774",101.269997,102.699997,100.529999,102.580002,531400,100.051407
"775",102.57,102.739998,100.379997,100.470001,900800,97.993416
"776",101.669998,103.290001,101.230003,102.459999,928400,99.934364
"777",103.190002,106.25,103.190002,105.309998,914800,102.714119
"778",105.540001,106.75,104.919998,106.629997,822100,104.001579
"779",113.199997,113.199997,109.720001,109.959999,1168200,107.249496
"780",109.470001,110.959999,109.110001,110.110001,985200,107.395798
"781",110.019997,111.040001,109.849998,110.599998,805200,107.873726
"782",111.029999,112.410004,110.959999,112.139999,715000,109.375755
"783",112.120003,112.32,110.089996,111,1075200,108.263863
"784",110.480003,113.160004,110.480003,113.099998,879100,110.312096
"785",113.650002,113.75,112.339996,112.809998,1150900,110.029236
"786",116.900002,125.839996,116.889999,123.220001,2204800,120.182632
"787",124,124.349998,119.709999,120.330002,1593200,117.363876
"788",120.480003,122.25,118.209999,119.269997,1077600,116.330009
"789",118.790001,118.949997,115.510002,117.220001,1136000,114.330536
"790",114.110001,115.360001,112.599998,113.830002,1229400,111.024094
"791",113.93,114.470001,109,109.150002,1291100,106.459457
"792",110,111.830002,109.309998,110.82,1233100,108.088295
"793",108.68,108.970001,105.029999,105.110001,1761100,102.519043
"794",103.040001,103.300003,100.139999,102.650002,1684800,100.119682
"795",104.279999,110.07,102.93,110.059998,1437600,107.347023
"796",112.629997,113.709999,108.980003,109.330002,1741500,106.635025
"797",111.150002,112.800003,108.419998,112.330002,1027500,109.561073
"798",109.669998,111,106.699997,107.57,885500,104.918411
"799",103.739998,106.370003,101.699997,105.68,1250800,103.074997
"800",98.580002,102.57,96.470001,97.529999,1810300,95.125893
"801",100.410004,102.839996,94.910004,102.790001,1469800,100.256226
"802",99.720001,100.32,95.339996,97.970001,1424400,95.555054
"803",90.870003,94.93,85.410004,85.800003,1762900,83.685043
"804",90.139999,90.779999,80,90.309998,1866100,88.434296
"805",78.800003,86.660004,76.309998,78,2061700,76.379974
"806",79.57,84.300003,77.32,81.379997,2556000,79.689766
"807",75.209999,80.209999,68.5,77.760002,1916200,76.144974
"808",76.389999,78.800003,73.830002,75.910004,1344500,74.333389
"809",77.18,77.639999,71.129997,72.510002,1684800,71.003998
"810",71.43,74.790001,68,70.830002,1493400,69.358894
"811",75.360001,78.959999,73.860001,78.459999,1107800,76.830421
"812",79.379997,88.800003,77.82,86.120003,1511500,84.331337
"813",87.360001,92.940002,87.019997,92.559998,1194200,90.637573
"814",89.25,95.860001,89.110001,93.440002,1369500,91.499306
"815",93.519997,94.830002,90.629997,93.43,1346100,91.48951
"816",93.120003,96.449997,91.199997,91.650002,1801200,89.746475
"817",88.099998,89.589996,86.019997,87.150002,1054300,85.339928
"818",86.510002,89.099998,85.620003,88.629997,2436400,86.789192
"819",88,88.809998,86.080002,87.940002,1877900,86.113533
"820",92.330002,95.870003,90.93,94.889999,1148300,92.919182
"821",99.190002,99.870003,92.57,92.599998,1166700,90.676743
"822",93.110001,96.199997,92.650002,95.440002,979300,93.457764
"823",96.220001,98.230003,94.75,95.459999,1083800,93.477341
"824",94.669998,94.720001,90.970001,92.080002,1131400,90.167534
"825",93.800003,95.769997,92.620003,95.57,1597100,93.58506
"826",93.010002,93.870003,90.959999,92.709999,1068500,90.784462
"827",92.849998,93.25,89.629997,92.849998,1423900,90.921555
"828",94.849998,99.360001,94.260002,99.279999,1538200,97.218002
"829",98.690002,101.089996,97.529999,98.599998,1000700,96.552124
"830",96.18,96.870003,93.800003,94.559998,765000,92.596031
"831",96.540001,98.629997,95.300003,97.610001,915800,95.582687
"832",98.150002,100.459999,97.550003,98.860001,1460900,96.806725
"833",99.519997,102.339996,98.019997,101.949997,1585800,99.832542
"834",102.790001,103.879997,100.57,102.800003,831100,100.664902
"835",103.82,104.419998,102.059998,102.32,874900,100.194855
"836",104.139999,104.629997,102.830002,102.959999,1066800,100.821571
"837",101.82,101.82,98.550003,98.809998,1063500,96.757751
"838",97.029999,98.269997,96,97.889999,772100,95.856873
"839",97.889999,99.900002,96.610001,98.910004,1085800,96.855698
"840",95,99.690002,94.18,98.440002,1525400,96.395454
"841",98.440002,98.830002,96.449997,97.18,1000600,95.161621
"842",98.449997,101.139999,97.599998,100.379997,907500,98.295158
"843",101.75,103.099998,100.919998,102.699997,895000,100.566963
"844",101.610001,103.25,101.080002,102.07,1215200,99.950058
"845",102.349998,102.730003,99.910004,99.910004,1319500,97.83493
"846",98.919998,99.459999,94.349998,95.510002,1173800,93.526306
"847",93.849998,95.889999,91.669998,95.830002,939200,93.839661
"848",95.169998,97.709999,94.470001,96.82,589700,94.809105
"849",98.900002,99.830002,98.43,98.730003,699800,96.679428
"850",98.739998,99.650002,97.660004,97.82,871000,95.788322
"851",98.370003,99.400002,97.900002,98.910004,964000,96.855698
"852",98.519997,99.620003,97.739998,99.400002,541200,97.33551
"853",99.889999,101.120003,98.349998,100.959999,600700,98.863106
"854",102.93,103.519997,102.080002,102.25,1621900,100.126312
"855",102.470001,103.139999,100.800003,102.760002,1039500,100.625717
"856",103.589996,105.709999,102.050003,104.360001,919500,102.192497
"857",104.459999,105.639999,103.559998,105.290001,1023600,103.103165
"858",105.190002,106.940002,104.889999,105.980003,630500,103.778847
"859",106.040001,106.220001,102.739998,104.529999,1016800,102.358963
"860",104.809998,107.959999,104.779999,107.260002,750000,105.032257
"861",106.459999,108.099998,105.190002,105.970001,1045300,103.769058
"862",107.599998,108.480003,105.779999,106.050003,828600,103.847397
"863",105.260002,106.540001,103.860001,106.540001,930600,104.327209
"864",105.980003,106.230003,104.239998,105.690002,626700,103.494873
"865",105.959999,106.129997,103.029999,104.769997,810100,102.593979
"866",103.68,103.790001,100.339996,100.370003,1083200,98.28537
"867",102.559998,103.589996,97.690002,98.910004,1092600,97.184898
"868",96.980003,99.120003,94.709999,98.620003,980300,96.899956
"869",101.379997,102.029999,99.190002,100.290001,1022300,98.540833
"870",101.010002,101.699997,99.790001,100.190002,1073500,98.442574
"871",99.480003,100.230003,97.910004,99.330002,1007200,97.597572
"872",101.419998,101.419998,96.529999,96.699997,1802200,95.013435
"873",96.290001,97.919998,96.050003,96.889999,1056400,95.200119
"874",98.199997,98.290001,96.139999,96.169998,1289200,94.492683
"875",95.720001,95.970001,92.940002,93.25,1372900,91.623604
"876",92.599998,92.760002,90.559998,92.720001,997800,91.102852
"877",92.279999,92.519997,89.559998,89.779999,2310400,88.214134
"878",90.099998,92.260002,89.870003,92.199997,893000,90.591919
"879",92.07,93.919998,91.949997,93.669998,1065900,92.036278
"880",93.730003,94.300003,92.459999,93.309998,1741700,91.682571
"881",94.620003,95.279999,93.510002,93.639999,763900,92.006798
"882",94.779999,94.779999,88.150002,88.449997,1661500,86.907326
"883",87.879997,89.489998,87.610001,87.889999,1724200,86.357101
"884",88.129997,88.279999,86.089996,88.059998,1371400,86.524132
"885",88,88.220001,85.660004,86.410004,1550400,84.902924
"886",86.580002,88.099998,86.510002,87.910004,987300,86.376747
"887",88.550003,88.959999,84.779999,85.040001,1158800,83.556808
"888",84.660004,86.230003,84.050003,86.199997,1424700,84.696571
"889",87.709999,88.57,87.419998,87.82,737500,86.288307
"890",87.129997,87.370003,85.879997,86.580002,808600,85.069946
"891",87.150002,88.589996,86.629997,88.169998,1112100,86.632217
"892",87.699997,88.730003,87.510002,88.639999,767100,87.094017
"893",88.709999,90.540001,88.629997,89.110001,992400,87.555817
"894",89.080002,91.650002,88.989998,91.370003,624800,89.776413
"895",91.330002,92.199997,90.389999,90.669998,648400,89.088608
"896",90.360001,91.32,90.110001,91.07,754800,89.481636
"897",90.660004,91.029999,89.650002,90.160004,861400,88.587509
"898",90,91.470001,89.849998,90.18,922100,88.607162
"899",90.860001,92.190002,90.589996,91.970001,965900,90.365929
"900",91.010002,92.540001,90.809998,92.360001,633100,90.749138
"901",92.370003,95.190002,91.519997,95.160004,1120500,93.500298
"902",95.360001,98.589996,94.900002,98.300003,1197100,96.585533
"903",98.410004,99.879997,91.339996,92.269997,2465300,90.660698
"904",92.110001,92.739998,89.330002,89.730003,1235100,88.165001
"905",89.949997,91.580002,89.559998,91.010002,1241600,89.422684
"906",91.209999,93.82,90.68,93.209999,1511400,91.584312
"907",92.870003,95.279999,92.870003,94.419998,1144200,92.773201
"908",94.860001,96.699997,94.709999,95.949997,1437000,94.27652
"909",96.209999,96.739998,93.139999,94.410004,1288900,92.76339
"910",94,95.519997,94,94.389999,999300,92.743721
"911",94.330002,95.339996,94.209999,94.720001,620500,93.067978
"912",94.790001,95.199997,91.970001,92.239998,899000,90.631233
"913",92.25,92.779999,91.510002,91.809998,866700,90.208725
