"","DAL.Open","DAL.High","DAL.Low","DAL.Close","DAL.Volume","DAL.Adjusted"
"537",51.200001,51.860001,51.099998,51.48,6615000,49.774849
"538",51.599998,51.959999,51.240002,51.52,5413200,49.81353
"539",51.810001,51.869999,51.27,51.41,6180400,49.707172
"540",51.400002,51.959999,51.080002,51.119999,6826800,49.426773
"541",50.970001,51.029999,49.950001,50.43,9041600,48.759628
"542",50.09,50.169998,49.540001,49.580002,9483800,48.272812
"543",49.369999,49.73,48.220001,48.959999,11393900,47.669155
"544",49.040001,49.57,48.43,48.790001,10194100,47.503639
"545",50.029999,50.490002,49.41,49.720001,9800700,48.409126
"546",49.810001,50.279999,49.439999,49.709999,8702600,48.399387
"547",49.509998,49.799999,48.759998,49.59,8183600,48.282551
"548",49.25,49.599998,48.919998,49.59,8570100,48.282551
"549",49.799999,51.290001,49.77,51.119999,8868100,49.772209
"550",51.189999,51.32,50.02,50.669998,8073900,49.334068
"551",50.98,51.09,50.080002,51.02,10536300,49.67485
"552",51.380001,52.080002,50.84,50.939999,8048800,49.596954
"553",51.290001,51.470001,50.98,51.189999,8192400,49.840359
"554",51.07,51.25,50.529999,50.740002,6415200,49.402229
"555",50.990002,51.389999,50.82,50.959999,5606600,49.616425
"556",50.889999,50.889999,49.77,49.869999,7753000,48.555168
"557",49.709999,50.610001,49.700001,50.299999,5128700,48.973831
"558",50.040001,50.240002,49.52,49.759998,5896200,48.448067
"559",49.599998,50.040001,48.970001,49.029999,6454000,47.737309
"560",49.360001,49.630001,48.68,49.09,5321500,47.795731
"561",49.049999,50.529999,48.98,49.970001,7907200,48.652531
"562",50.110001,50.650002,49.900002,50.32,6600100,48.993301
"563",50.73,51.75,50.380001,51.650002,9162100,50.288239
"564",51.82,52.330002,51.52,52.18,8501400,50.804264
"565",54.529999,55.939999,53.919998,55.330002,15920700,53.871212
"566",55.959999,57.57,55.810001,57,13277600,55.497185
"567",57.459999,57.669998,56.369999,57.220001,8998000,55.711384
"568",57.439999,58.200001,57.330002,57.73,6918300,56.207935
"569",57.5,57.900002,56.91,57.709999,7921600,56.188465
"570",57.200001,57.439999,56.779999,56.950001,9581600,55.448502
"571",58.970001,58.970001,56.77,57.860001,14398200,56.334503
"572",57.950001,58.84,57.82,58.389999,8452400,56.850533
"573",58.830002,58.84,57.549999,58.049999,7693900,56.519497
"574",58,58.490002,57.369999,57.450001,5327000,55.935318
"575",57.66,58.119999,57.650002,58.110001,3970200,56.577919
"576",58.849998,58.990002,58.09,58.43,4987600,56.889481
"577",58.5,58.580002,58.02,58.169998,4108100,56.63633
"578",57.790001,57.970001,57.279999,57.75,4043900,56.227409
"579",57.66,58.41,57.66,58.240002,4593000,56.704491
"580",58.240002,58.529999,57.799999,57.849998,3275200,56.324768
"581",57.84,58.48,56.380001,56.709999,5557400,55.214828
"582",56.560001,57.470001,56.48,57.110001,3714100,55.604279
"583",57.240002,57.900002,57.049999,57.73,3215500,56.207935
"584",57.82,58.57,57.759998,58.290001,4030300,56.75317
"585",58.200001,58.509998,57.110001,57.18,5629800,56.008739
"586",57.32,58.080002,57.25,57.66,3426100,56.478905
"587",57.73,58.139999,57.52,57.799999,4673000,56.616039
"588",56.98,57.970001,56.740002,57.73,4105400,56.54747
"589",57.25,57.5,56.330002,57.169998,4784800,55.998943
"590",56.77,57.080002,56.18,56.450001,3641400,55.29369
"591",56.139999,56.73,55.689999,56.59,5003500,55.430824
"592",56.25,56.869999,55.060001,56.619999,3737800,55.460209
"593",55.439999,55.52,54.07,54.799999,5223700,53.67749
"594",54.900002,55.630001,54.75,55.25,2463400,54.118271
"595",54.580002,55.369999,54.09,55.049999,2998900,53.922371
"596",55.139999,55.959999,55.139999,55.380001,2731400,54.245609
"597",54.759998,55.540001,54.490002,54.889999,3969900,53.765648
"598",54,54.669998,53.75,54.279999,3722800,53.16814
"599",54.68,55.029999,54.59,54.830002,2816800,53.706875
"600",54.490002,54.84,53.889999,54.060001,3616700,52.952648
"601",53.650002,54.950001,53.240002,54,5278900,52.893879
"602",54.419998,54.619999,53.709999,54.119999,2502800,53.011417
"603",54.139999,54.630001,53.869999,53.880001,3454100,52.776337
"604",53.75,53.75,52.810001,53.209999,3929600,52.12006
"605",53.380001,53.799999,52.869999,53.029999,3775200,51.943745
"606",52.470001,52.799999,51.310001,51.5,5615100,50.445087
"607",51.48,52.700001,51.41,52.099998,7244600,51.032795
"608",52.849998,54.369999,52.82,54.310001,7619300,53.197529
"609",54.849998,55.23,54.240002,54.939999,6379100,53.814621
"610",55.060001,55.220001,54.360001,54.689999,6192000,53.569744
"611",54.919998,55.849998,54.919998,55.07,4234800,53.941959
"612",55.5,55.900002,54.650002,54.73,3312900,53.608925
"613",55.02,55.310001,54.48,54.880001,2833700,53.755852
"614",55.049999,55.48,54.900002,55.450001,3856200,54.314178
"615",55.689999,57.240002,55.669998,56.52,6300400,55.362259
"616",56.57,56.630001,55.779999,55.990002,4382500,54.843117
"617",55.779999,55.939999,55.259998,55.669998,4057300,54.529667
"618",55.950001,56.52,55.459999,56.029999,3642500,54.882294
"619",56.279999,56.560001,55.950001,56.360001,3196800,55.205536
"620",56.849998,56.880001,55.330002,55.970001,5055700,54.823524
"621",56,56.860001,55.560001,55.990002,8573500,54.843117
"622",56.099998,56.23,55.669998,56.07,2896000,54.921474
"623",56.049999,56.720001,55.860001,55.919998,3579600,54.774544
"624",56.07,56.810001,55.84,56.380001,4437700,55.225128
"625",56.75,57.419998,56.5,56.82,4375400,55.656113
"626",56.889999,57.419998,56.700001,56.75,8034800,55.587547
"627",57.299999,57.900002,57.25,57.790001,5009000,56.606247
"628",58.599998,59.220001,58.09,58.540001,6837100,57.340881
"629",59,59.619999,58.889999,59.150002,3303900,57.938385
"630",59.150002,59.389999,57.849998,58.700001,5896900,57.497604
"631",58.900002,59.669998,58.84,59.369999,7800600,58.153877
"632",59.57,59.990002,58.560001,58.959999,7870200,57.752274
"633",59.34,59.669998,58.759998,59.470001,7781300,58.251827
"634",60.25,60.790001,59.470001,60.16,12695600,58.927696
"635",60.23,62.240002,60.02,61.650002,10045700,60.387177
"636",61.57,62.41,61.310001,61.700001,5889000,60.43615
"637",61.880001,63.259998,61.720001,63.16,10319700,61.866245
"638",63.23,63.27,62.189999,62.25,7532000,60.974884
"639",61.77,62.66,61.639999,62.66,4482200,61.376488
"640",62.860001,63.09,60.860001,60.91,7902700,59.662331
"641",61.450001,61.630001,61.060001,61.290001,4786300,60.03455
"642",61.450001,63.110001,61.27,63.09,7452200,61.79768
"643",62.389999,63.439999,62.380001,63.16,5718800,62.263969
"644",62.77,63.130001,61.84,62.23,5351700,61.34716
"645",62.25,62.66,61.91,62.16,3857900,61.278156
"646",61.98,62.720001,61.849998,62.459999,4972200,61.573902
"647",62.310001,62.68,62.09,62.630001,2910000,61.741489
"648",62.5,62.529999,60.68,61.040001,7229600,60.174046
"649",61.310001,61.77,59.77,60.32,5838000,59.46426
"650",59.900002,60.529999,59.48,60.130001,3739500,59.276958
"651",59.369999,59.389999,57.029999,57.82,8855700,56.999725
"652",58.490002,58.900002,58.09,58.790001,4704500,57.955963
"653",58.02,59.549999,57.43,59.240002,7648800,58.399586
"654",59.93,60.450001,59.400002,60.029999,5414000,59.178371
"655",59.689999,60.16,59.07,59.529999,5606400,58.685467
"656",59.07,59.299999,58.27,58.66,4788300,57.827808
"657",58.200001,59.919998,58.169998,58.84,6156200,58.005253
"658",57.919998,58.060001,56.700001,57.23,7662800,56.418095
"659",57.470001,57.700001,56.779999,57.110001,4360400,56.299801
"660",57.43,58.360001,57.220001,58.040001,4226100,57.216606
"661",58.68,59,58.139999,58.189999,3503500,57.364475
"662",58.02,58.169998,57.59,57.68,2513700,56.86171
"663",58.25,58.57,57.849998,58.009998,3014900,57.187031
"664",58.130001,58.279999,57.470001,57.959999,3436400,57.137741
"665",57.82,58.07,55.84,56.200001,5921400,55.40271
"666",56.759998,56.869999,55.950001,56.279999,3414500,55.481571
"667",56.630001,56.68,55.57,56.139999,7702800,55.343559
"668",55.84,57.169998,55.799999,56.68,5264100,55.875896
"669",57.119999,58.130001,57.060001,57.880001,4101400,57.05888
"670",58.150002,58.860001,57.59,57.860001,4268300,57.039162
"671",57.439999,57.91,56.650002,57.290001,6601700,56.477245
"672",57.619999,58.040001,56.740002,57.23,4939600,56.418095
"673",57.66,58.939999,57.549999,58.189999,4461600,57.364475
"674",58.700001,58.959999,57.889999,57.98,5741100,57.157459
"675",57.98,58.450001,57.560001,58.110001,5740500,57.285614
"676",58.080002,58.720001,57.799999,58.639999,4409600,57.80809
"677",58.619999,59.18,58.139999,58.779999,4163700,57.946106
"678",58.779999,59.889999,58.779999,59.439999,5188700,58.596745
"679",60,60.580002,59.610001,60.009998,7548400,59.158653
"680",58.029999,59.130001,57.25,59.07,9556400,58.231995
"681",58.310001,59.77,58.16,59.369999,8176700,58.527737
"682",59.450001,59.5,58.669998,59.310001,4075600,58.46859
"683",59.25,59.25,58.310001,58.689999,3569900,57.85738
"684",58.799999,59.18,58.490002,58.630001,6139400,57.798237
"685",58.310001,58.66,57.84,58.02,4387100,57.196892
"686",58.619999,58.91,57.560001,58,5047700,57.177174
"687",58.040001,58.490002,57.68,58.310001,3193100,57.482777
"688",58.110001,58.810001,57.93,58.779999,3795400,57.946106
"689",58.970001,59.380001,58.16,58.279999,4395800,57.453201
"690",58.509998,58.689999,57.52,57.599998,5208200,56.782845
"691",58.049999,58.68,56.650002,57.009998,7102200,56.201218
"692",55.740002,55.75,52.869999,54.349998,13770400,53.578953
"693",53.119999,53.860001,51.810001,52.830002,14346800,52.080521
"694",52.849998,53.959999,52.68,53.810001,6620900,53.046616
"695",53.75,54.110001,53.240002,53.360001,8659800,52.603001
"696",53.02,54.099998,52.889999,53.200001,8039400,52.445267
"697",54.009998,54.400002,53.59,53.919998,7615300,53.155052
"698",51.950001,53.259998,51.07,53.099998,22703500,52.346684
"699",53.5,53.77,52.639999,52.950001,10935000,52.198814
"700",52.049999,53.200001,51.970001,52.990002,6631900,52.238251
"701",53.209999,53.990002,53.009998,53.639999,8413300,52.879028
"702",53.75,54.130001,53.07,53.169998,5532800,52.415691
"703",53.52,53.759998,53.25,53.369999,4402000,52.612858
"704",53.189999,53.990002,53.18,53.830002,6966400,53.066334
"705",54.189999,54.98,54.099998,54.580002,6699600,53.805695
"706",54.689999,54.959999,54.060001,54.650002,5646900,53.874702
"707",54.049999,54.240002,53.599998,53.810001,4876100,53.440701
"708",54.299999,54.66,53.48,53.790001,4825300,53.420837
"709",53.610001,54.740002,53.599998,54.599998,4412800,54.225277
"710",54.720001,55.330002,54.720001,55.169998,3966400,54.791363
"711",55.139999,55.869999,55.110001,55.380001,4480100,54.999924
"712",55.360001,55.41,54.810001,55.32,3814100,54.940334
"713",55.02,55.200001,54.41,55.080002,7024000,54.701984
"714",55.549999,56.07,55.23,56.02,5389600,55.635532
"715",56.75,56.970001,56.419998,56.880001,6164400,56.489632
"716",57.279999,58.139999,57.049999,57.509998,6915300,57.115303
"717",57.5,57.599998,57.040001,57.580002,5120300,57.184826
"718",57.919998,58.43,57.580002,57.66,7754400,57.264275
"719",57.48,57.66,57.029999,57.580002,4821000,57.184826
"720",57.259998,57.52,57.09,57.209999,3811600,56.817364
"721",57.59,57.689999,57.040001,57.220001,4424700,56.827297
"722",56.740002,56.880001,56.299999,56.5,4110600,56.112236
"723",56.27,56.75,56.07,56.549999,3763900,56.161892
"724",56.889999,57.23,56.82,56.849998,4350100,56.459835
"725",56.779999,57.09,56.490002,57.080002,3788400,56.688259
"726",57.349998,57.490002,56.700001,57.07,4704900,56.678326
"727",56.799999,56.849998,55.279999,55.669998,7383600,55.287933
"728",55.740002,55.990002,55.259998,55.310001,5021300,54.930405
"729",55.57,56.130001,55.119999,56.110001,9648200,55.724915
"730",56.389999,56.689999,55.689999,56.349998,6822400,55.963264
"731",56.32,57.48,56.25,57.459999,4888100,57.065647
"732",57.529999,57.580002,56.68,57.07,4062500,56.678326
"733",57.150002,57.849998,57.009998,57.310001,2653600,56.916679
"734",57.25,57.650002,56.720001,56.75,5628200,56.360523
"735",55.889999,56,54.540001,55.619999,6871700,55.238277
"736",55.950001,56.57,55.759998,56.060001,4760100,55.675259
"737",56.389999,56.41,55.700001,55.880001,3899900,55.496494
"738",56.439999,56.599998,56.119999,56.139999,4568200,55.754707
"739",55.990002,56.150002,55.650002,55.799999,4057000,55.417042
"740",55.799999,56.369999,55.43,55.529999,4871900,55.148891
"741",55.400002,55.52,54.950001,55.080002,5544300,54.701984
"742",55.91,57.490002,55.610001,56.689999,8868000,56.30093
"743",56.790001,57.290001,56.43,56.73,4440400,56.34066
"744",57.169998,58.490002,57.150002,58.419998,7460700,58.019058
"745",58.419998,59.299999,58.330002,58.689999,6663200,58.287205
"746",59.490002,59.639999,58.450001,58.580002,5026900,58.177963
"747",58.619999,59.240002,58.419998,59.139999,4455700,58.734119
"748",59.549999,59.580002,58.919998,58.970001,6025700,58.565289
"749",59.169998,59.919998,59.029999,59.439999,3648100,59.032059
"750",59.66,59.720001,59.16,59.389999,1076000,58.982403
"751",59.48,59.720001,59.259998,59.560001,2464400,59.151237
"752",59.630001,59.650002,58.790001,59.080002,3538600,58.674534
"753",59.25,59.299999,58.240002,58.66,3779300,58.257412
"754",58.490002,58.73,58.34,58.48,2917300,58.078648
"755",58.93,59.389999,58.450001,59.040001,4459200,58.634808
"756",57.5,58.119999,56.91,58.060001,9078100,57.661533
"757",56.990002,57.759998,56.66,57.66,5504300,57.264275
"758",57.91,58.07,57.470001,57.610001,5563000,57.214619
"759",57.75,59.400002,57.73,58.849998,8519000,58.446106
"760",59.259998,59.470001,58.580002,58.959999,5336700,58.555355
"761",59.25,59.490002,58.619999,59.240002,8279700,58.833435
"762",59.029999,59.700001,59.029999,59.490002,8414200,59.081718
"763",62.040001,62.25,60.860001,61.450001,16454100,61.028267
"764",61.540001,61.939999,61.029999,61.619999,7953400,61.197098
"765",62.060001,62.48,61.630001,61.880001,4950300,61.455315
"766",62.130001,62.48,61.869999,62.029999,5770000,61.604282
"767",61.25,61.610001,58.43,60.34,16592000,59.925884
"768",60.630001,60.720001,59.560001,59.639999,7096400,59.230686
"769",59.189999,60.380001,58.189999,60.27,7774500,59.856365
"770",60.099998,60.209999,57.84,58.810001,10989500,58.406384
"771",56.490002,57.18,55.619999,56.830002,13090200,56.439976
"772",57.549999,57.970001,56.75,57.48,6343700,57.08551
"773",57.639999,57.799999,56.57,56.650002,5662000,56.261208
"774",55.650002,57.18,55.650002,57.099998,5980700,56.708118
"775",56.700001,57.080002,55.43,55.740002,9320800,55.357456
"776",56.200001,57.25,56,56.040001,7497600,55.655396
"777",57.200001,58.400002,57.150002,57.93,6880800,57.532425
"778",58.970001,59.299999,58.599998,58.889999,6067000,58.485832
"779",59.799999,60.029999,58.02,58.18,5210200,57.780708
"780",57.959999,58.25,57.52,57.919998,3836800,57.522491
"781",57.540001,58.119999,57.43,57.709999,4541100,57.313931
"782",58.099998,59.099998,57.970001,58.66,4566500,58.257412
"783",59.290001,59.919998,59.18,59.470001,5227500,59.061855
"784",58.75,59.209999,58.349998,59.130001,4353100,58.72419
"785",59.240002,59.470001,58.580002,58.900002,3810100,58.495766
"786",58.869999,59.470001,58.41,58.720001,5690600,58.317001
"787",58.490002,58.580002,58.029999,58.509998,4399900,58.509998
"788",58.200001,58.990002,58.119999,58.380001,5239400,58.380001
"789",57.959999,58.02,56.869999,57.869999,6295600,57.869999
"790",54.830002,55.380001,53.34,54.23,17983100,54.23
"791",54.540001,54.709999,50.75,50.889999,15836500,50.889999
"792",51.439999,51.77,49,49.59,15985900,49.59
"793",46.720001,50.98,45.029999,48.189999,21949100,48.189999
"794",46.02,47.790001,45.139999,46.130001,19851300,46.130001
"795",46.220001,47.25,44.330002,47.16,20098700,47.16
"796",49.810001,49.970001,46.040001,46.18,26344100,46.18
"797",47.5,48.639999,46.02,48.5,20381800,48.5
"798",46.5,46.57,44.419998,45.009998,22918800,45.009998
"799",43.470001,46.93,42.869999,45.889999,25809300,45.889999
"800",43.040001,45.009998,42.43,43.52,25784700,43.52
"801",45.57,45.880001,41.459999,45.470001,28693300,45.470001
"802",44,44.34,41.73,42.669998,23542000,42.669998
"803",37.470001,38.779999,33.459999,33.709999,36331900,33.709999
"804",38.540001,38.740002,34.790001,38.360001,33052500,38.360001
"805",32.799999,38.080002,31.23,35.810001,35535400,35.810001
"806",36.23,37.189999,30.6,31.74,33097500,31.74
"807",29.790001,29.790001,19.1,23.49,64242500,23.49
"808",23.360001,24.15,20,21.51,44623400,21.51
"809",23.17,26.85,21.26,21.35,55062900,21.35
"810",22.17,22.83,20.6,22.219999,44426400,22.219999
"811",26.26,28.98,24.52,26.889999,65730300,26.889999
"812",31.49,33.279999,27.4,31.1,70733900,31.1
"813",32.610001,35.889999,30.42,31.700001,57779500,31.700001
"814",30.719999,31.32,29.02,29.549999,34960700,29.549999
"815",28.49,29.290001,26,28.67,29527500,28.67
"816",29.35,30.530001,28.42,28.530001,25002300,28.530001
"817",26.59,26.59,23.690001,23.870001,56133000,23.870001
"818",23.92,24.65,22.51,22.68,39407400,22.68
"819",23.030001,23.65,21.75,22.48,48967800,22.48
"820",22.309999,23.5,20.76,22.32,95093000,22.32
"821",25.209999,25.85,21.9,22.25,98907200,22.25
"822",23.09,23.639999,22.530001,23.23,67565200,23.23
"823",25.4,25.530001,23.35,24.389999,91692900,24.389999
"824",24.98,25.059999,22.08,23.25,76173000,23.25
"825",23.99,25.290001,23.83,24.540001,60843600,24.540001
"826",24.91,25.5,23.309999,24.35,88092500,24.35
"827",23.76,23.799999,22.629999,22.780001,57610200,22.780001
"828",24.15,24.610001,23.59,24.27,52594500,24.27
"829",23.440001,24.120001,22.91,23.639999,42950800,23.639999
"830",23.02,23.77,22.799999,23.1,38616700,23.1
"831",23.879999,23.940001,21.629999,22.469999,70143800,22.469999
"832",22.65,22.959999,22.41,22.48,43581800,22.48
"833",22.530001,22.68,21.75,22.41,43694600,22.41
"834",22.83,23.440001,22,22.16,50561700,22.16
"835",23,24.9,22.65,24.34,83972100,24.34
"836",25.690001,27.6,25.5,27.32,81614900,27.32
"837",26.700001,27.23,25.5,25.91,63570700,25.91
"838",24.950001,25.4,23.719999,24.120001,45146100,24.120001
"839",21.190001,22.790001,20.5,22.57,91387100,22.57
"840",23.02,23.5,21.51,21.709999,51178700,21.709999
"841",21.76,22.1,20.75,21,52949200,21
"842",21.07,22.5,21.02,21.68,48328200,21.68
"843",22.360001,22.92,22.049999,22.719999,43175900,22.719999
"844",22.1,22.51,21.549999,22.01,39151900,22.01
"845",22.1,22.4,21.030001,21.030001,37466300,21.030001
"846",20.969999,20.969999,19.09,19.41,72264900,19.41
"847",18.799999,19.540001,17.51,19.379999,88506300,19.379999
"848",18.969999,19.65,18.620001,19.190001,46861800,19.190001
"849",20.91,21.940001,20.549999,21.860001,74367700,21.860001
"850",22.57,22.57,21.32,21.76,70906400,21.76
"851",22.34,23.1,22.139999,22.719999,50857000,22.719999
"852",22.77,23.68,22.67,23.16,46567200,23.16
"853",23.24,23.4,22.23,22.690001,37139300,22.690001
"854",24.48,25.870001,24.280001,25.65,78557100,25.65
"855",27.67,27.85,24.73,26.32,92712000,26.32
"856",26.25,26.360001,24.950001,25.66,53868100,25.66
"857",24.620001,25.610001,24.370001,25.209999,50424400,25.209999
"858",25.33,26.76,25.08,26.17,46510800,26.17
"859",26.68,26.98,25.940001,26.41,43200400,26.41
"860",27.01,28.6,26.700001,28.469999,65011100,28.469999
"861",30.27,32.810001,29.219999,32.380001,134626500,32.380001
"862",37.200001,37.240002,33.450001,34.16,130685400,34.16
"863",36.630001,37.080002,35.380001,36.970001,82137300,36.970001
"864",34.5,34.73,32.650002,34.169998,60254500,34.169998
"865",32.240002,32.990002,29.76,31.639999,90379400,31.639999
"866",26.65,29.57,26.6,27.200001,88001500,27.200001
"867",29.889999,30.74,28.75,30.43,68352400,30.43
"868",28.299999,30.969999,28,30.459999,64288700,30.459999
"869",32.630001,33.02,30.610001,31.299999,63426700,31.299999
"870",30.84,31.16,30.08,30.719999,37722100,30.719999
"871",29.879999,31.15,29.6,30.790001,40662600,30.790001
"872",31.51,31.52,29.02,29.51,48103900,29.51
"873",29.030001,29.84,28.559999,29.309999,42192700,29.309999
"874",29.530001,29.65,28.73,29.639999,33475000,29.639999
"875",28.75,28.99,26.93,27.34,45272500,27.34
"876",26.52,28.16,26.27,28.01,37309400,28.01
"877",28.02,28.1,26.24,26.91,45683400,26.91
"878",27.200001,28.82,26.58,28.610001,38727300,28.610001
"879",28.35,28.66,27.6,28.049999,27054800,28.049999
"880",29.02,29.85,27.49,27.700001,39305300,27.700001
"881",28.540001,28.73,27.6,27.719999,29240100,27.719999
"882",28.24,28.629999,27.280001,28.440001,27345200,28.440001
"883",27.860001,27.950001,26.860001,27.01,24598100,27.01
"884",26.65,27.280001,26.200001,27.01,27214100,27.01
"885",26.790001,26.92,25.219999,25.65,31219800,25.65
"886",25.299999,27.26,25.15,27.09,31349400,27.09
"887",27.23,27.620001,26.309999,26.82,34133100,26.82
"888",25.639999,26.75,25.459999,26.110001,42273300,26.110001
"889",27.5,28.879999,26.92,28.6,47726600,28.6
"890",27.559999,27.950001,27.040001,27.26,25914200,27.26
"891",27.33,27.73,26.940001,27.049999,20920100,27.049999
"892",27,27.42,26.030001,26.219999,21574500,26.219999
"893",26.5,26.950001,26.35,26.43,20930300,26.43
"894",26.23,26.82,26.110001,26.25,16710800,26.25
"895",26,27.700001,25.780001,26.780001,28110700,26.780001
"896",26.48,26.639999,25.879999,25.959999,16774900,25.959999
"897",25.950001,26.16,25.370001,25.5,18849800,25.5
"898",25.35,26.299999,25.34,25.940001,18615600,25.940001
"899",26.02,26.190001,25.379999,25.719999,14459700,25.719999
"900",25.25,25.379999,24.82,24.940001,16844000,24.940001
"901",24.799999,25.01,24.43,24.969999,17106500,24.969999
"902",24.85,25.48,24.379999,25.200001,16590400,25.200001
"903",25.450001,26.219999,25.309999,25.67,17233600,25.67
"904",26.219999,27.040001,25.75,26.469999,27782100,26.469999
"905",26.9,27.299999,26.129999,27.08,30682500,27.08
"906",26.700001,27.200001,26.469999,27.18,15254500,27.18
"907",27.459999,29.41,27.379999,29.34,34084900,29.34
"908",30.790001,30.82,29.43,29.639999,37293000,29.639999
"909",30.040001,30.280001,28.360001,29.09,26590000,29.09
"910",28.6,29.58,28.49,28.700001,15767700,28.700001
"911",28.299999,29.190001,28.15,28.950001,13107800,28.950001
"912",29.040001,29.040001,27.76,28.02,14569000,28.02
"913",28,28.280001,27.370001,27.629999,14222500,27.629999
"914",27.75,29.120001,27.559999,27.67,21082100,27.67
"915",27.52,27.790001,27.02,27.620001,14010200,27.620001
"916",27.559999,27.860001,27.17,27.27,10897500,27.27
"917",27.66,29.799999,27.540001,29.799999,34251000,29.799999
"918",30,30.280001,29.33,30.1,31001900,30.1
"919",30.01,30.219999,29.620001,29.950001,18877300,29.950001
"920",30.809999,32.209999,30.620001,30.82,31795200,30.82
"921",31.25,31.99,30.73,31.99,20469700,31.99
"922",31.809999,32.009998,30.799999,30.85,18262700,30.85
"923",30.02,31.610001,29.75,30.709999,20041500,30.709999
"924",30.4,31.299999,30.139999,31.139999,16307700,31.139999
"925",31.629999,32.529999,30.469999,31.219999,29474900,31.219999
"926",31.790001,32.369999,30.610001,31.77,25878700,31.77
"927",31.4,33.099998,31.34,32.540001,28129400,32.540001
"928",32.169998,32.439999,31.32,31.76,19362700,31.76
"929",32.18,32.709999,31.67,31.790001,17711300,31.790001
"930",31.809999,32.130001,31.34,31.700001,14344100,31.700001
"931",32.290001,32.900002,32.009998,32.82,16333000,32.82
"932",33.200001,34.48,33.099998,33.509998,22656400,33.509998
"933",33.799999,34.990002,33.189999,34.57,26009000,34.57
"934",33.970001,35.07,33.639999,33.959999,26014800,33.959999
"935",33.220001,34.02,32.580002,32.84,35079200,32.84
"936",31.16,31.200001,29.42,29.82,34449900,29.82
"937",29.809999,30.540001,29.719999,30.219999,18035300,30.219999
"938",30.440001,31.030001,29.49,29.559999,17358100,29.559999
"939",29.120001,29.51,27.92,29.01,22257800,29.01
"940",28.82,29.790001,28.780001,29.780001,21831500,29.780001
"941",30.6,31.959999,30.139999,31.34,22098400,31.34
"942",31.1,31.110001,30.299999,30.610001,14785600,30.610001
"943",30.99,31.85,30.48,30.58,16664100,30.58
"944",30.99,31.360001,30.58,31.1,12501900,31.1
"945",29.75,32.299999,29.610001,31.75,27126000,31.75
"946",32.349998,32.43,31.52,32,14807100,32
"947",32.630001,32.720001,30.91,31.059999,20317100,31.059999
"948",32.220001,32.360001,31.639999,32.150002,15416600,32.150002
"949",32.689999,33,31.92,32.68,18123800,32.68
"950",32.709999,33.27,32.290001,32.810001,16730600,32.810001
"951",32.68,32.810001,32.299999,32.639999,12065800,32.639999
"952",31.9,32.389999,31.48,31.77,22421200,31.77
"953",31.77,32.32,31.65,31.76,16497900,31.76
"954",31.379999,31.459999,30.690001,31.34,11922300,31.34
"955",31.4,31.76,31.24,31.469999,11143600,31.469999
"956",31.700001,32.27,31.309999,31.5,14588700,31.5
"957",31.969999,32.41,31.59,31.98,14244300,31.98
"958",31.889999,31.940001,31.370001,31.5,11292300,31.5
"959",31.870001,33.810001,31.719999,33.720001,25713700,33.720001
"960",33.52,34.040001,32.900002,34,15247300,34
"961",33.5,33.5,31.530001,31.93,16558300,31.93
"962",31.75,32.060001,30.690001,30.709999,13442000,30.709999
"963",29.76,30.15,28.74,29.65,22720900,29.65
"964",29.459999,30.91,29.34,30.76,16962300,30.76
"965",30.52,30.99,29.99,30.639999,15229400,30.639999
"966",30.620001,30.629999,29.67,30.219999,14200900,30.219999
"967",30.940001,31.360001,30.639999,30.9,14257900,30.9
"968",30.91,31.309999,30.110001,30.43,12348500,30.43
"969",30.85,32.259998,30.799999,31.98,13145100,31.98
"970",31.67,31.84,31.030001,31.42,11821100,31.42
"971",37.400002,38.689999,34.68,36.77,58086400,36.77
"972",36.099998,37.169998,35.689999,37.040001,28449400,37.040001
"973",36.639999,36.790001,34.73,35.02,20970400,35.02
"974",34.09,35.549999,34.02,34.380001,21676300,34.380001
"975",34.950001,36.669998,34.849998,36.459999,20832400,36.459999
"976",38.43,38.650002,37.240002,38,25376600,38
"977",37.400002,38.049999,36.66,37.599998,16952700,37.599998
"978",38.09,39.299999,37.889999,37.91,21199200,37.91
"979",37.59,38.130001,37.48,37.91,13981600,37.91
"980",37.990002,38.09,36.970001,37.130001,12490500,37.130001
"981",37.799999,38.849998,37.43,38.790001,14802900,38.790001
"982",40.049999,41.290001,39.41,41.259998,23818000,41.259998
"983",40.799999,41.490002,40.049999,41.290001,14588900,41.290001
"984",41.790001,42.189999,40.779999,41.060001,10516600,41.060001
"985",40.529999,41.049999,39.349998,40.25,16732600,40.25
"986",40.790001,41.060001,39.919998,39.959999,13184200,39.959999
"987",39.810001,41.279999,39.060001,41.07,12937300,41.07
"988",41.700001,43.759998,41.560001,42.950001,24526800,42.950001
"989",43.200001,43.490002,42.07,42.360001,18453400,42.360001
"990",42.400002,42.830002,41.740002,42.349998,13169100,42.349998
"991",41.950001,42.880001,41.77,42.41,11530300,42.41
"992",43.049999,43.48,41.330002,42.110001,16348300,42.110001
"993",41.16,42.75,41.07,42.619999,10680700,42.619999
"994",42.009998,42.43,41.139999,41.740002,12223100,41.740002
"995",42.25,42.380001,40.669998,40.689999,12445200,40.689999
"996",41.200001,41.93,40.16,41.849998,11433200,41.849998
"997",41.75,41.810001,40.66,41.080002,11010600,41.080002
"998",41.299999,41.419998,40.610001,41.110001,9656700,41.110001
"999",40.880001,41.029999,40.279999,40.68,14312400,40.68
