"","VTRS.Open","VTRS.High","VTRS.Low","VTRS.Close","VTRS.Volume","VTRS.Adjusted"
"454",32.52,33.09,32.150002,32.209999,5702300,31.743242
"455",32.279999,32.450001,31.370001,31.66,4393200,31.201214
"456",31.25,32.48,30.76,32.110001,5398600,31.644693
"457",32.110001,32.450001,30.440001,30.530001,5741600,30.087589
"458",30.540001,31.049999,30.33,31.01,4710600,30.560633
"459",30.610001,31.98,30.35,31.290001,7274000,30.836575
"460",31.610001,31.83,30.66,31.18,3880600,30.728168
"461",31.129999,31.709999,30.76,31.309999,4725200,30.856285
"462",31.57,31.799999,31.120001,31.25,4785600,30.797153
"463",31.41,32.59,31.309999,32.43,3906600,31.960054
"464",32.560001,32.790001,31.33,31.68,5083500,31.220924
"465",31.66,31.85,31.030001,31.370001,7640800,30.915417
"466",34.860001,37.560001,34.75,36.43,26087600,35.902092
"467",36.849998,36.849998,35.93,36.549999,8031600,36.020351
"468",36.209999,37.310001,35.779999,37.150002,5604900,36.61166
"469",36.919998,37.060001,36.43,36.950001,4300400,36.414558
"470",36.939999,36.939999,35.82,35.939999,4262900,35.419189
"471",36.110001,36.459999,35.68,35.759998,4186000,35.241798
"472",35.869999,36.09,34.02,34.23,7307400,33.733971
"473",34.380001,35.220001,34.029999,35.139999,5067100,34.630787
"474",34.939999,35.450001,34.720001,34.919998,4183000,34.413971
"475",34.849998,35.16,34.32,34.599998,3097600,34.098606
"476",34.5,35.07,33.439999,33.91,6017800,33.41861
"477",33.799999,33.990002,33.029999,33.380001,3685700,32.89629
"478",33.169998,33.799999,32.900002,33.490002,1313500,33.0047
"479",33.790001,33.880001,33.34,33.470001,3364900,32.984989
"480",33.27,33.59,33.029999,33.490002,3074400,33.0047
"481",33.509998,34.040001,33.029999,34.040001,3785400,33.546726
"482",33.830002,34.450001,33.610001,34.040001,3160000,33.546726
"483",34.130001,34.459999,33.330002,33.860001,3521000,33.369331
"484",34.189999,34.459999,33.439999,34.099998,3444500,33.605854
"485",34.139999,34.349998,32.709999,32.959999,4421600,32.482376
"486",32.490002,32.689999,31.389999,31.84,7640900,31.378605
"487",31.82,32,30.450001,30.549999,5866700,30.107298
"488",30.49,30.51,29.1,30.299999,5804300,29.86092
"489",30.610001,30.76,29.309999,29.620001,5226300,29.190775
"490",30.049999,30.690001,30,30.41,4796600,29.969328
"491",30.51,30.719999,29.83,30.040001,3410100,29.604691
"492",29.67,29.959999,28.969999,29.049999,3440900,28.629034
"493",29.1,29.42,28.65,28.84,4466500,28.422079
"494",28.98,29.389999,28.5,28.83,4617600,28.412224
"495",28.93,29.09,27.59,27.719999,5573700,27.318308
"496",27.58,27.82,26.860001,27.360001,6541700,26.963526
"497",27.440001,27.860001,26.18,26.459999,9944800,26.076565
"498",26.360001,26.82,26.030001,26.209999,3063900,25.830189
"499",26.540001,27.76,26.09,27.709999,5416400,27.308453
"500",27.190001,27.440001,26.299999,27.43,4868000,27.032511
"501",27.48,27.780001,27.139999,27.27,3840500,26.87483
"502",27.309999,27.58,26.98,27.4,3982400,27.002945
"503",26.91,28.16,26.870001,27.92,3768200,27.515409
"504",27.83,28.18,27.17,27.23,4914900,26.835409
"505",27.67,28.879999,27.549999,28.84,5373800,28.422079
"506",28.780001,30.129999,28.65,29.75,5246100,29.31889
"507",29.99,30.450001,29.639999,29.870001,5093300,29.437153
"508",29.91,29.99,28.360001,28.940001,7505300,28.52063
"509",28.85,29.200001,28.629999,29.110001,3228600,28.688166
"510",28.889999,29.58,28.809999,29.549999,3606500,29.121788
"511",29.24,29.709999,29.01,29.51,2644100,29.082369
"512",29.52,29.75,29.17,29.35,3621900,28.924688
"513",29.34,29.629999,29.17,29.26,3088200,28.835991
"514",29.120001,29.549999,28.75,29.549999,4706800,29.121788
"515",29.76,29.940001,29.280001,29.59,3881000,29.161209
"516",29.26,29.26,28.35,28.889999,5411100,28.471354
"517",28.450001,28.889999,28.02,28.059999,6422700,27.653379
"518",28.059999,28.450001,27.76,28.209999,5500900,27.801207
"519",28.65,29.25,28.49,29.040001,6407100,28.619181
"520",28.75,28.9,28.389999,28.530001,3417200,28.116571
"521",28.459999,28.870001,28.35,28.77,2735000,28.353094
"522",28.73,30.940001,28.51,30.82,10376400,30.373384
"523",30.809999,30.99,29.68,29.950001,9747700,29.515995
"524",30.02,30.84,30,30.76,4223200,30.314255
"525",30.6,30.84,30.23,30.83,2964100,30.38324
"526",30.790001,31.299999,30.690001,31.08,2838100,30.629618
"527",30.950001,31.209999,30.83,30.969999,2471200,30.521212
"528",30.85,31.08,30.23,30.35,3454600,29.910196
"529",30.18,30.48,29.85,30.469999,2512600,30.028458
"530",30.530001,31.09,30.48,31.040001,2904100,30.590199
"531",31.469999,31.83,31.290001,31.74,3817500,31.280054
"532",31.040001,32.049999,30.719999,31.25,5020700,30.797153
"533",31.23,31.74,31.01,31.52,2987500,31.063244
"534",31.91,31.91,31.59,31.84,2944000,31.378605
"535",31.91,32.099998,31.709999,32.099998,2566300,31.634836
"536",31.959999,32.23,31.52,31.620001,3233500,31.161795
"537",31.57,31.74,30.9,31.059999,2727300,30.609907
"538",31.08,31.379999,30.98,31.26,4018800,30.807009
"539",31.51,31.75,30.9,30.969999,4930100,30.521212
"540",30.99,31.58,30.530001,30.620001,8246000,30.176285
"541",27.379999,29.059999,26,26.01,25114700,25.633089
"542",26.15,26.780001,26.049999,26.389999,11487100,26.00758
"543",26.58,27.549999,26.450001,27.450001,8121800,27.052221
"544",27.379999,28.559999,27.35,28.08,10434100,27.67309
"545",28.030001,28.24,27.15,27.389999,7548700,26.99309
"546",28.110001,28.57,27.049999,27.059999,7698000,26.667871
"547",27.030001,27.190001,26.629999,26.82,4374600,26.431349
"548",26.610001,26.860001,26.35,26.610001,4461500,26.224394
"549",26.690001,27.370001,26.620001,27.16,4653100,26.766424
"550",27.27,27.65,27.24,27.370001,4512200,26.973381
"551",27.469999,27.629999,27.18,27.469999,7292800,27.07193
"552",27.629999,28.549999,27.290001,28,10251000,27.59425
"553",28,28.209999,27.57,28.09,9702500,27.682945
"554",28.09,28.549999,27.93,28.18,6708600,27.771643
"555",28.280001,28.799999,28.190001,28.620001,6807300,28.205267
"556",28.719999,29.09,28.540001,28.709999,5919400,28.293962
"557",28.57,29.299999,28.48,29.25,5119000,28.826136
"558",29.02,29.120001,28.32,28.690001,5578300,28.274252
"559",28.67,28.67,27.940001,28.32,6143800,27.909613
"560",28.379999,28.83,27.969999,28.18,6004200,27.771643
"561",28.190001,28.59,27.83,28.25,4802100,27.840628
"562",28.16,28.440001,27.950001,28.24,5558500,27.830772
"563",28.290001,28.559999,28.15,28.34,4364000,27.929323
"564",28.629999,28.879999,28.389999,28.469999,4094100,28.057438
"565",28.459999,28.51,27.540001,27.610001,5482700,27.209904
"566",27.690001,27.719999,26.620001,26.98,8373000,26.589029
"567",27.01,27.639999,27.01,27.42,4425600,27.022655
"568",27.469999,27.82,27.459999,27.629999,3279500,27.229612
"569",27.57,27.85,27.309999,27.77,2298700,27.367584
"570",27.629999,27.709999,27.07,27.120001,3234400,26.727003
"571",27.09,27.34,26.969999,27.219999,3010400,26.825554
"572",27.190001,27.43,26.85,27.01,2362600,26.618595
"573",27.040001,27.41,26.799999,26.969999,2987800,26.579174
"574",26.99,27.1,26.59,26.93,5084700,26.539755
"575",27.18,27.27,26.82,27.07,3200400,26.677727
"576",27.25,27.25,26.440001,26.73,4293000,26.342653
"577",26.83,27.18,26.57,26.85,3806700,26.460915
"578",26.700001,26.860001,26.459999,26.719999,2694800,26.332798
"579",26.719999,27.08,26.42,26.6,5564900,26.214539
"580",26.67,26.790001,26.33,26.440001,3212900,26.056856
"581",26.35,26.790001,26.07,26.68,3710300,26.293379
"582",26.76,27.07,26.51,27.040001,3645100,26.648163
"583",27.07,27.360001,26.889999,27.25,4998800,26.85512
"584",27.32,27.52,26.809999,26.99,4850600,26.598885
"585",26.950001,27.5,26.860001,27.07,7177800,26.677727
"586",27.110001,27.91,27.110001,27.68,5493500,27.278889
"587",27.700001,28.15,27.700001,28.01,4864700,27.604105
"588",27.620001,28.459999,27.379999,28.26,7222700,27.850483
"589",26.700001,26.950001,21.52,21.530001,51179900,21.218008
"590",21.59,22.49,21.23,21.889999,20281100,21.57279
"591",21.799999,23.190001,21.620001,22.76,14385000,22.430183
"592",22.620001,22.98,21.76,22.17,7795600,21.848734
"593",21.290001,21.440001,19.73,20.08,16383700,19.789019
"594",20.120001,20.58,20.120001,20.41,6488300,20.114239
"595",20.15,20.190001,19.4,20.049999,9991900,19.759453
"596",20.120001,20.51,19.889999,20.209999,8423100,19.917135
"597",20.040001,20.07,19.629999,19.639999,5354700,19.355394
"598",19.639999,19.77,19.139999,19.42,6743600,19.138584
"599",19.51,19.969999,19.450001,19.67,7061900,19.38496
"600",19.52,19.75,19.15,19.65,7192400,19.36525
"601",19.459999,19.540001,18.93,19.17,7282700,18.892206
"602",19.25,19.48,18.93,18.98,5052500,18.70496
"603",18.9,18.92,17.709999,17.870001,17399900,17.611046
"604",17.76,18.09,17.25,18,12998900,17.739161
"605",17.98,18.24,17.129999,17.209999,7451800,16.960608
"606",17.110001,17.17,16.629999,16.799999,11146900,16.556549
"607",16.91,17.459999,16.9,17.190001,8696900,16.940899
"608",17.459999,18.01,17.450001,17.82,9038200,17.561769
"609",17.93,18.129999,17.309999,17.77,6843600,17.512495
"610",17.76,17.9,17.32,17.450001,5265100,17.197132
"611",17.549999,17.68,17.200001,17.4,6906000,17.147856
"612",17.49,17.91,17.41,17.57,4801000,17.315393
"613",17.98,18.059999,17.48,17.51,4933100,17.256262
"614",17.459999,17.540001,16.91,17.16,4721400,16.911333
"615",17.200001,17.389999,17.030001,17.379999,3694300,17.128143
"616",17.41,17.51,16.91,17.02,4399700,16.773363
"617",17.040001,17.59,16.959999,17.27,5107600,17.019739
"618",17.5,17.959999,17.27,17.75,5347700,17.492785
"619",17.91,18.450001,17.75,18.1,8359600,17.837711
"620",18.4,18.65,18.08,18.209999,6978000,17.946117
"621",18.34,18.35,17.74,18.32,10868500,18.054523
"622",18.41,18.43,17.77,17.959999,6961500,17.699739
"623",18.309999,18.780001,18.139999,18.65,10356300,18.37974
"624",18.74,18.84,18.5,18.66,5787400,18.389595
"625",18.76,19.23,18.690001,18.969999,5708000,18.695105
"626",19.1,19.15,18.889999,19.040001,6604000,18.764091
"627",19.34,19.639999,19.27,19.440001,6857100,19.158295
"628",19.530001,19.620001,19.139999,19.35,6633700,19.069599
"629",19.49,19.74,19.41,19.68,4133700,19.394815
"630",19.67,19.780001,19.27,19.49,4749200,19.207569
"631",19.41,19.540001,19.02,19.27,5286200,18.990759
"632",19.200001,19.68,18.85,19.620001,5089700,19.335686
"633",19.1,19.190001,18.549999,19.129999,8275400,18.852785
"634",19.1,19.34,18.66,19.040001,4673400,18.764091
"635",19.110001,19.379999,18.860001,19.219999,3314100,18.941481
"636",19.049999,19.18,18.870001,18.969999,4299400,18.695105
"637",18.959999,19,18.4,18.43,6043600,18.16293
"638",18.450001,18.450001,17.709999,17.91,7003700,17.650465
"639",17.83,17.959999,17.629999,17.85,7272800,17.591335
"640",17.860001,18.25,17.66,18.1,6100600,17.837711
"641",18.139999,18.23,17.77,18.049999,4202500,17.788435
"642",18.18,18.379999,18.02,18.34,5236600,18.074234
"643",18.309999,18.969999,18.299999,18.91,7262200,18.635975
"644",18.959999,18.969999,18.299999,18.440001,6439200,18.172785
"645",18.52,18.620001,18.370001,18.459999,3602900,18.192493
"646",20.950001,21.879999,19.700001,20.780001,61207800,20.478876
"647",20.709999,21.700001,20.58,21.43,18440600,21.119455
"648",21.440001,21.440001,20.620001,20.9,12073200,20.597137
"649",20.799999,21.190001,20.049999,20.32,10840200,20.025541
"650",20.360001,20.450001,19.65,19.84,6574500,19.552498
"651",19.530001,19.68,19.09,19.35,8660800,19.069599
"652",19.469999,19.48,17.66,18.200001,15592800,17.936264
"653",17.879999,18.6,17.309999,18.49,9715700,18.222059
"654",18.43,19.1,18.08,19.09,7113400,18.813366
"655",19.049999,19.620001,18.83,19.48,6412500,19.197714
"656",19.24,19.450001,19.049999,19.129999,6010400,18.852785
"657",19.110001,19.75,18.93,19.719999,5424600,19.434235
"658",19.379999,19.43,17.959999,18.040001,10822700,17.778582
"659",18.23,18.25,17.58,17.610001,6434900,17.354815
"660",17.879999,18.610001,17.68,18.530001,5901400,18.26148
"661",18.77,19.42,18.77,19.190001,5653900,18.911917
"662",19.18,19.809999,18.99,19.09,5730200,18.813366
"663",19.190001,19.35,18.870001,19.09,3855800,18.813366
"664",19.09,19.370001,18.92,19.040001,3578200,18.764091
"665",18.889999,19.1,18.26,18.34,5126200,18.074234
"666",18.540001,18.9,18.440001,18.790001,4198700,18.517715
"667",19.01,19.01,18.370001,18.67,5534500,18.399452
"668",18.51,19.26,18.49,19.15,4127300,18.872496
"669",19.35,19.99,19.299999,19.9,5856500,19.611628
"670",20.07,20.08,19.309999,19.469999,3444600,19.187859
"671",19.27,19.58,18.709999,19.27,6235000,18.990759
"672",19.59,20.9,19.290001,19.74,5517900,19.453945
"673",19.940001,20.309999,19.719999,20.219999,5043000,19.926991
"674",20.280001,20.530001,19.85,20.52,4312200,20.222645
"675",20.57,21.219999,20.450001,21.190001,5957800,20.882935
"676",21,21.889999,20.91,21.879999,6377700,21.562935
"677",21.860001,22.559999,21.59,22.530001,6653900,22.203516
"678",22.559999,22.57,21.68,22.24,5394100,21.917719
"679",22.469999,22.9,21.66,21.690001,5401400,21.37569
"680",21.43,22.049999,21.43,21.799999,2968500,21.484095
"681",21.549999,21.790001,21.059999,21.43,3610500,21.119455
"682",21.370001,21.540001,21.049999,21.290001,3623900,20.981485
"683",21.32,21.450001,20.91,21,4191100,20.695688
"684",20.610001,21.389999,20.6,21,7744700,20.695688
"685",20.959999,21.17,20.629999,20.860001,4809100,20.557716
"686",20.719999,20.75,19.42,19.93,9971800,19.641193
"687",19.870001,20.32,19.799999,20.120001,3101900,19.82844
"688",20.18,20.18,19.51,19.76,4004800,19.473656
"689",19.74,20.02,19.110001,19.290001,8576900,19.010469
"690",19.27,19.870001,19.030001,19.780001,5559800,19.493366
"691",19.77,20.219999,18.809999,18.83,5293900,18.557135
"692",18.799999,18.799999,18.1,18.530001,6518900,18.26148
"693",18.559999,18.870001,18.280001,18.83,4197200,18.557135
"694",18.82,19.16,18.57,18.91,3325000,18.635975
"695",18.700001,19.18,18.6,18.84,3247200,18.56699
"696",18.639999,18.74,18.290001,18.379999,3780100,18.113653
"697",18.58,18.66,18.360001,18.43,4779100,18.16293
"698",18.440001,18.84,18.32,18.469999,4287200,18.202349
"699",18.790001,19.16,18.66,18.9,4411200,18.62612
"700",18.74,18.9,18.440001,18.52,4003200,18.251625
"701",18.52,19.030001,18.48,18.83,5232100,18.557135
"702",18.98,19.18,18.620001,18.74,3754600,18.468437
"703",18.799999,19.059999,18.719999,18.879999,3111800,18.606409
"704",18.879999,18.92,18.27,18.33,6161900,18.064379
"705",18.49,18.51,18.110001,18.15,8331000,17.886988
"706",18.309999,18.469999,18.030001,18.309999,6414100,18.044668
"707",18.33,18.690001,18.01,18.52,4910300,18.251625
"708",18.610001,18.610001,18.030001,18.25,5133200,17.985538
"709",18.25,18.799999,18.15,18.700001,5436900,18.429018
"710",18.75,19.27,18.719999,18.969999,5874100,18.695105
"711",19.16,19.700001,18.77,19.59,6863100,19.30612
"712",19.49,19.58,19.219999,19.41,3248100,19.128729
"713",19.43,19.43,18.889999,19.15,6156300,18.872496
"714",19.33,19.969999,19.23,19.68,5490900,19.394815
"715",19.99,20.07,19.68,19.74,6695600,19.453945
"716",19.9,20.389999,17.75,17.790001,21074600,17.532206
"717",17.84,17.93,17.08,17.17,13599300,16.921188
"718",17.209999,17.42,16.969999,17.01,9571600,16.763508
"719",16.959999,17.629999,16.790001,17.610001,6777300,17.354815
"720",17.43,17.57,17,17.24,6185400,16.990173
"721",17.5,17.780001,17.17,17.530001,8484200,17.275972
"722",17.49,17.49,17.15,17.27,7223300,17.019739
"723",17.15,17.33,16.870001,17.26,7901100,17.009884
"724",17.360001,17.83,17.25,17.700001,5209900,17.44351
"725",17.719999,17.809999,17.16,17.23,8967500,16.980318
"726",17.33,17.43,17.16,17.27,5311400,17.019739
"727",17.129999,17.530001,17.059999,17.24,7004800,16.990173
"728",17.27,17.639999,17.02,17.370001,7110100,17.11829
"729",17.51,17.65,17.23,17.34,5236000,17.088724
"730",17.51,18.18,17.5,18.059999,8276600,17.79829
"731",17.99,18.360001,17.82,18.299999,7328600,18.034813
"732",18.32,18.780001,18.25,18.780001,5243100,18.507858
"733",18.559999,18.98,18.559999,18.780001,3866900,18.507858
"734",18.9,19.01,18.620001,18.66,5758600,18.389595
"735",18.51,18.620001,18.16,18.530001,4461500,18.26148
"736",18.530001,19,18.530001,18.879999,5034300,18.606409
"737",19.049999,19.07,18.639999,18.9,4667500,18.62612
"738",19.02,19.35,19.01,19.290001,5057600,19.010469
"739",19.280001,19.34,19,19.02,7869500,18.744381
"740",19.059999,19.08,18.57,18.700001,4090100,18.429018
"741",18.73,18.950001,18.629999,18.809999,3224000,18.537424
"742",18.799999,19.700001,18.709999,19.68,6196000,19.394815
"743",19.639999,19.780001,19.110001,19.139999,5177900,18.86264
"744",19.34,19.610001,19.01,19.030001,8078600,18.754236
"745",18.969999,19,18.58,18.83,6859400,18.557135
"746",18.9,19.030001,18.65,18.870001,4638600,18.596556
"747",18.969999,19.440001,18.85,19.379999,6430500,19.099163
"748",19.41,19.950001,19.280001,19.790001,21987500,19.503223
"749",19.74,19.950001,19.4,19.92,5726100,19.631338
"750",19.870001,20.09,19.809999,19.84,1731000,19.552498
"751",19.809999,20.16,19.52,19.58,4547200,19.296265
"752",19.549999,19.84,19.52,19.719999,4754400,19.434235
"753",19.66,19.799999,19.379999,19.43,4534900,19.148439
"754",19.360001,20.139999,19.23,20.1,5154700,19.808729
"755",20.1,20.65,20.049999,20.65,8870500,20.35076
"756",20.33,20.5,20.1,20.200001,7957300,19.907282
"757",20.200001,20.91,20.120001,20.870001,9540600,20.567572
"758",20.91,21.23,20.58,21.17,8041200,20.863224
"759",21.219999,21.450001,20.719999,21.219999,6933300,20.912498
"760",20.959999,21.27,20.610001,20.93,6310700,20.626703
"761",20.99,21.15,20.74,20.85,4624300,20.547861
"762",20.92,20.940001,20.43,20.780001,4314800,20.478876
"763",20.690001,21.34,20.68,21.200001,5985600,20.89279
"764",21.049999,22.4,21.02,22.049999,8858800,21.730473
"765",22.25,22.34,21.76,21.969999,6116000,21.65163
"766",22.02,22.17,21.559999,21.66,6404400,21.346125
"767",21.67,21.799999,21.5,21.65,5655300,21.336269
"768",21.540001,21.889999,21.540001,21.790001,5058800,21.474241
"769",21.639999,22.280001,21.389999,22.139999,4799200,21.819168
"770",22.35,22.35,21.51,21.85,5702600,21.533371
"771",21.040001,21.48,20.879999,21.16,7017300,20.853369
"772",21.559999,22.049999,21.530001,21.84,7098200,21.523516
"773",21.83,22.59,21.83,22.1,6037200,21.779749
"774",21.870001,22.110001,21.610001,21.92,3750900,21.602356
"775",21.74,21.889999,21.24,21.42,6219900,21.1096
"776",21.540001,21.959999,21.5,21.620001,4269900,21.306705
"777",21.969999,22.389999,21.83,22.26,4565300,21.937429
"778",22.6,23.059999,22.51,22.85,7690100,22.518879
"779",23.059999,23.110001,22.469999,22.85,5282500,22.518879
"780",22.799999,23,22.450001,22.77,3854700,22.440039
"781",22.67,22.93,22.540001,22.620001,3391700,22.292213
"782",22.68,22.84,22.23,22.35,5104600,22.026125
"783",22.639999,23.1,22.09,22.16,6510000,21.838879
"784",22.09,22.15,21.290001,21.639999,7530000,21.326414
"785",21.73,22.1,21.49,21.9,3871100,21.582645
"786",21.790001,21.879999,20.98,21.280001,4444900,20.97163
"787",21.280001,21.360001,20.790001,20.9,5771500,20.597137
"788",20.84,20.98,20.67,20.93,6363700,20.626703
"789",20.84,21.309999,20.68,21.15,4939700,20.843513
"790",20.43,20.92,20.059999,20.309999,8250500,20.015686
"791",20.5,20.68,19.629999,19.9,6321600,19.611628
"792",20.08,20.290001,19.209999,19.540001,5156000,19.256845
"793",19.24,19.5,18.35,18.68,7667700,18.409307
"794",17.82,18.09,16.57,17.190001,16174600,16.940899
"795",17.23,17.719999,16.790001,17.48,8359100,17.226696
"796",17.709999,17.75,16.25,16.290001,10890500,16.053942
"797",16.620001,17.040001,16.110001,16.83,10527100,16.586115
"798",16.25,16.57,15.86,16.030001,10850500,15.797709
"799",15.45,15.53,14.65,15.4,18763400,15.176837
"800",14.26,15.16,13.82,14.38,7741000,14.171619
"801",14.84,15.13,14,15.08,7579600,14.861475
"802",14.58,14.98,14.21,14.47,10583800,14.260315
"803",13.28,14.06,13.05,13.26,8777000,13.067849
"804",14.1,15.12,13.57,15.05,9134800,14.83191
"805",13,15.48,12.75,15.04,6569000,14.822055
"806",15.48,16.780001,15.05,15.57,7640300,15.344374
"807",14.52,16.059999,13.25,14.18,7367900,13.974517
"808",14.11,15.47,13.63,14.87,8762200,14.654517
"809",16.16,17,14.94,15.25,22350000,15.029012
"810",15.95,16.48,15.04,15.74,13186200,15.51191
"811",16.4,16.860001,14.2,15.14,12575200,14.920606
"812",15,15.44,13.53,14.93,13273700,14.713649
"813",14.88,16.200001,14.88,15.54,6579700,15.314809
"814",15.17,15.39,14.28,14.88,6297700,14.664372
"815",15.21,15.38,14.43,15.07,6234300,14.85162
"816",15.07,15.8,14.84,14.91,7529800,14.693938
"817",14.59,14.87,14.03,14.26,6768100,14.053357
"818",14.11,14.52,13.6,13.92,7659400,13.718285
"819",13.85,14.36,13.68,13.74,8137100,13.540893
"820",14.14,14.65,13.76,14.04,9635500,13.836545
"821",14.38,15.1,14.04,14.37,8622700,14.161764
"822",14.57,15.26,14.45,15.14,5861300,14.920606
"823",15.45,16.540001,15.45,16.08,9792000,15.846984
"824",16.23,16.24,15.55,16.059999,3914400,15.827273
"825",16.299999,16.49,16.049999,16.35,4936300,16.113071
"826",15.76,15.85,15.13,15.46,4773200,15.235968
"827",15.54,15.66,14.79,15.5,6746100,15.275389
"828",15.9,16.18,15.56,16.110001,6430500,15.87655
"829",16.139999,16.25,15.52,15.86,4269800,15.630172
"830",15.65,15.73,15.11,15.13,4235500,14.91075
"831",15.33,15.42,14.78,14.91,5530400,14.693938
"832",15.12,15.58,15.06,15.3,3913100,15.078287
"833",15.41,15.78,15.3,15.76,3711500,15.531622
"834",15.87,16.25,15.78,16.139999,5336900,15.906115
"835",16.49,16.9,16.24,16.440001,7026300,16.201767
"836",16.700001,17.540001,16.559999,17.32,5509500,17.069014
"837",17.1,17.25,16.59,16.77,5824100,16.526985
"838",16.66,16.67,15.88,16.129999,3686900,15.896259
"839",16.110001,16.559999,15.74,16.52,6109100,16.280609
"840",16.6,17.110001,16.530001,16.57,7236800,16.329884
"841",16.66,17.18,16.559999,16.860001,7219900,16.615681
"842",17.18,17.540001,17.110001,17.32,8201600,17.069014
"843",17.68,17.780001,17.299999,17.57,7244700,17.315393
"844",17.73,17.85,16.879999,16.950001,12830200,16.704376
"845",17.09,17.48,16.16,16.23,6471500,15.99481
"846",16.459999,16.459999,15.45,15.54,9179300,15.314809
"847",15.38,15.58,14.92,15.22,7518200,14.999447
"848",15.07,15.3,14.8,15.16,6983200,14.940315
"849",15.6,16.610001,15.59,16.459999,8532200,16.221478
"850",16.459999,16.459999,15.84,16.049999,4154700,15.817418
"851",16.219999,16.35,16.09,16.32,4980900,16.083506
"852",16.200001,16.34,15.72,16,5301600,15.768143
"853",15.97,15.97,15.44,15.64,4932200,15.41336
"854",15.93,16.35,15.91,16.139999,6236000,15.906115
"855",16.4,17.200001,16.08,17.16,10340600,16.911333
"856",17.290001,17.49,16.85,17.25,6453700,17.000029
"857",17.15,17.370001,16.620001,17.07,8151300,16.822638
"858",17.01,17.83,17,17.620001,6108000,17.36467
"859",17.459999,17.700001,17.25,17.48,4638900,17.226696
"860",17.530001,17.75,17.459999,17.540001,3244700,17.285828
"861",17.32,17.700001,17.26,17.700001,4732300,17.44351
"862",18.15,18.719999,17.540001,17.67,7859900,17.413944
"863",18,19.24,17.889999,18.780001,10387700,18.507858
"864",19,19.02,18.219999,18.450001,8717100,18.18264
"865",18.440001,18.450001,17.190001,17.32,8972300,17.069014
"866",16.809999,17,16.24,16.299999,11618000,16.063795
"867",16.709999,16.91,15.65,15.94,7872200,15.709012
"868",15.45,16.120001,15.29,15.9,7847500,15.669592
"869",16.379999,16.6,15.88,16.129999,6877000,15.896259
"870",16.530001,16.6,15.89,15.97,5064100,15.738578
"871",16.84,17.02,16.200001,16.33,7755100,16.093361
"872",16.620001,16.77,15.99,16.16,9406100,15.925825
"873",16.08,16.5,15.84,16.459999,5221100,16.221478
"874",16.530001,16.629999,16.040001,16.24,5370400,16.004665
"875",15.99,16.200001,15.64,16.02,6634000,15.787853
"876",15.93,16.41,15.76,16.379999,4332700,16.142635
"877",16.290001,16.35,15.55,15.89,6905200,15.659738
"878",16,16.200001,15.78,15.99,2857000,15.758287
"879",15.97,16.16,15.63,16.08,6161700,15.846984
"880",16.02,16.27,15.7,15.76,4226300,15.531622
"881",16,16.16,15.76,15.93,4869600,15.699158
"882",16.1,16.57,15.98,16.540001,6473100,16.30032
"883",16.33,16.549999,15.95,16.110001,5491200,15.87655
"884",16.07,16.26,15.88,16.190001,6575600,15.955391
"885",16.18,16.32,15.79,15.88,4951300,15.649882
"886",15.83,16.139999,15.67,16.1,2853100,15.866694
"887",16.26,16.49,15.97,16.129999,3986200,15.896259
"888",16.309999,16.540001,16.09,16.52,4716100,16.280609
"889",16.67,17.09,16.67,16.98,5459400,16.73394
"890",16.870001,17.01,16.67,16.84,3104000,16.59597
"891",16.950001,17.309999,16.700001,16.809999,6276300,16.566404
"892",16.75,16.9,16.530001,16.65,3322500,16.408724
"893",16.65,16.82,16.309999,16.370001,4738800,16.132782
"894",16.42,16.799999,16.41,16.57,3331900,16.329884
"895",16.52,16.6,16.02,16.08,6387200,15.846984
"896",16.02,16.120001,15.76,15.96,4166500,15.728723
"897",15.86,16.26,15.72,16.219999,2763900,15.984955
"898",16.469999,16.59,16.129999,16.16,2807700,15.925825
"899",16.040001,17.120001,15.87,17,9217500,16.753653
"900",16.690001,16.690001,16.299999,16.33,3486700,16.093361
"901",16.299999,16.360001,15.88,16.110001,2985800,15.87655
"902",16.16,16.469999,15.95,16.360001,3025100,16.122927
"903",16.42,16.57,16.25,16.32,3751900,16.083506
"904",16.42,17.129999,16.23,16.9,6507000,16.6551
"905",17.26,17.690001,16.15,16.42,5959900,16.182056
"906",16.209999,16.42,16.01,16.360001,3873700,16.122927
"907",16.360001,16.57,16.27,16.360001,2160400,16.122927
"908",16.6,16.860001,16.559999,16.639999,5807600,16.398869
"909",16.700001,16.809999,16.07,16.18,4920200,15.945536
"910",16.23,16.549999,16.049999,16.139999,4371800,15.906115
"911",16,16.299999,15.91,16.190001,4435500,15.955391
"912",16.23,16.52,15.95,16.25,3282200,16.014521
"913",16.379999,16.41,15.99,16.190001,6874800,15.955391
"914",16.23,17.030001,16.16,16.51,6349200,16.270754
"915",16.33,16.450001,16.09,16.34,5958400,16.103216
"916",16.360001,16.440001,15.85,15.99,5361300,15.758287
"917",16.040001,16.360001,15.97,16.33,5328700,16.093361
"918",16.49,16.540001,15.93,16.030001,5185800,15.797709
"919",15.97,16.469999,15.88,16.309999,4717400,16.07365
"920",16.32,16.459999,16.15,16.18,3048900,15.945536
"921",16.16,16.26,16.059999,16.23,2333800,15.99481
"922",16.200001,16.51,16.01,16.379999,5010600,16.142635
"923",16.299999,16.34,15.42,15.5,9443300,15.275389
"924",15.5,15.89,15.33,15.71,5851300,15.482346
