"","FRC.Open","FRC.High","FRC.Low","FRC.Close","FRC.Volume","FRC.Adjusted"
"453",91.029999,91.349998,89.339996,89.980003,1375500,88.105087
"454",89.739998,90.959999,88.879997,89.879997,1157700,88.007172
"455",90.029999,90.389999,86.93,87.410004,1014300,85.588638
"456",85.970001,88.519997,85.709999,88.169998,1646500,86.332802
"457",87.959999,87.989998,84.480003,85.019997,1592700,83.418739
"458",85.599998,88.190002,85.599998,87.269997,1086200,85.626358
"459",86.269997,87.169998,84.82,86.620003,1156800,84.988609
"460",88.050003,90.349998,87.779999,89.510002,1508000,87.824188
"461",89.879997,91.57,89.5,91.400002,1637200,89.678589
"462",92.349998,93.379997,90.849998,90.989998,1620700,89.276306
"463",91.360001,93.32,91.150002,92.839996,1317300,91.091446
"464",93.459999,93.459999,91.220001,92.199997,851000,90.463493
"465",92.410004,93.43,91.699997,93.019997,641400,91.268051
"466",93,93.650002,92.059998,93.279999,521200,91.523163
"467",93.540001,93.989998,91.760002,92.910004,505500,91.160149
"468",92.830002,94.099998,92.330002,93.449997,581200,91.689964
"469",93.5,94.160004,92.599998,92.900002,568400,91.150322
"470",92.860001,93.459999,91.589996,91.769997,800600,90.041595
"471",92.019997,94.089996,92.019997,93.440002,701800,91.680168
"472",93.959999,94.25,91.169998,92.230003,1033600,90.49295
"473",91.25,94.57,91.209999,94.459999,763800,92.680954
"474",94,95.279999,93.589996,93.959999,685300,92.190369
"475",93.760002,94.870003,92.919998,93.650002,1484000,91.8862
"476",92.760002,93.360001,91.629997,91.669998,1019500,89.943497
"477",92,94.610001,90.720001,93.769997,2809500,92.003937
"478",93.220001,94.769997,92.959999,94.040001,430200,92.268845
"479",95.099998,96.169998,95.099998,95.809998,2056200,94.005508
"480",95.25,96,93.68,94.410004,1563200,92.631882
"481",94.75,95.510002,93.610001,94.669998,1467100,92.886978
"482",94.269997,96.75,94.190002,96.190002,1573600,94.378365
"483",96.050003,99.279999,95.860001,99.150002,1701100,97.282616
"484",100,100.589996,98.519997,99.639999,969600,97.763397
"485",98.900002,99.550003,95.879997,96.879997,2043600,95.055382
"486",94.919998,96.790001,94.059998,96.779999,1850400,94.95726
"487",96.760002,97.889999,94.269997,94.470001,1613900,92.69075
"488",94.300003,94.550003,91.620003,92.57,921000,90.826538
"489",93.57,94.18,90.599998,90.830002,1241700,89.119316
"490",91.900002,92.349998,90.489998,91.239998,948800,89.521591
"491",91.57,91.809998,88.839996,89.669998,889700,87.981155
"492",88.839996,90.019997,88.480003,88.959999,882800,87.284538
"493",88.360001,89.43,86.800003,87.339996,945200,85.695038
"494",87.43,87.959999,85.300003,85.400002,1210200,83.791595
"495",85.510002,87.25,83.080002,83.190002,1749300,81.623207
"496",82.879997,83.25,79.849998,81.470001,2155800,79.935608
"497",81.139999,82.449997,79.949997,80.459999,1776400,78.944626
"498",79.43,81.290001,79.419998,80.230003,719000,78.718956
"499",80.279999,84.169998,79.949997,84.129997,1083600,82.545509
"500",82.82,83.739998,80.919998,83.669998,720800,82.094154
"501",87.93,89.660004,87.510002,87.940002,6518400,86.283752
"502",86.760002,87.669998,85.169998,86.900002,29983500,85.263329
"503",86.540001,87.510002,86.150002,87.5,3119500,85.852028
"504",87.769997,88.849998,84.93,85.190002,5090300,83.585533
"505",86.519997,88.150002,85.779999,87.400002,5006600,85.753922
"506",86.970001,88.099998,86.230003,87.459999,2888100,85.812782
"507",87.790001,88.5,85.449997,86.57,2416800,84.939552
"508",86.919998,87.910004,85.849998,87.25,1506700,85.606735
"509",86.110001,86.639999,84.900002,86.050003,1534900,84.429359
"510",85.279999,85.629997,84.269997,84.489998,1806600,82.89872
"511",83.959999,85.199997,83.68,84.339996,2926700,82.751534
"512",91.940002,95.029999,87.919998,94.330002,5032400,92.553398
"513",95.010002,96.25,94.349998,95.599998,2821400,93.799469
"514",95.099998,95.690002,94.610001,95.68,1477300,93.877975
"515",96.139999,97.43,95.199997,96.019997,1150200,94.211571
"516",95.639999,96.379997,94.800003,95.720001,1050900,93.917213
"517",95.75,96.440002,94.790001,95.489998,718600,93.691551
"518",95.089996,96.480003,94.269997,95.339996,1262800,93.544365
"519",96.139999,97.25,95.440002,97.120003,972100,95.290855
"520",96.589996,97.540001,96.239998,97.169998,981100,95.339905
"521",97.019997,97.599998,95.940002,96.059998,856600,94.250801
"522",96.029999,97.330002,95.650002,97.050003,1051000,95.40094
"523",96.349998,97.449997,95.839996,96.629997,1228400,94.988068
"524",96.900002,98.860001,96.650002,98.400002,2330000,96.727997
"525",98.269997,99.290001,97.879997,99.269997,2175700,97.583214
"526",99.620003,99.639999,97.949997,99.360001,1176000,97.671677
"527",99.129997,99.830002,98.82,99.800003,865600,98.10421
"528",100.389999,100.870003,99.360001,100.660004,1151000,98.949593
"529",100.440002,100.779999,99.43,100.529999,1303100,98.821793
"530",100.879997,100.989998,99.830002,100.400002,1113000,98.694008
"531",101.279999,101.589996,100.370003,100.900002,1227600,99.185509
"532",101.040001,101.239998,100.080002,100.400002,1303100,98.694008
"533",99.760002,99.809998,98.379997,99.540001,1159200,97.848618
"534",100.449997,101.82,100.32,101.629997,1227800,99.903091
"535",100.739998,102.290001,99.419998,102,1024200,100.26683
"536",102.169998,103.370003,101.610001,103.190002,824400,101.4366
"537",103.139999,103.43,102.25,103.290001,1172200,101.534912
"538",103.459999,104.059998,103.050003,103.669998,942500,101.90844
"539",104.199997,104.599998,103.190002,103.660004,844200,101.898621
"540",103.349998,104.260002,102.940002,103.279999,1251200,101.525078
"541",103.410004,105.010002,103.029999,104.940002,821800,103.156876
"542",105.080002,106.190002,104.910004,104.980003,1281300,103.19619
"543",104.879997,105.949997,104.18,105.440002,941200,103.648384
"544",105.620003,105.760002,103.480003,104.769997,9e+05,102.989746
"545",104.519997,105.57,103.75,104.959999,669500,103.176521
"546",104.739998,105.239998,102.730003,103.029999,846900,101.27932
"547",102.449997,102.650002,101.120003,101.529999,997100,99.804802
"548",100.800003,101.910004,100.760002,101.720001,594400,99.991577
"549",101.980003,102.910004,101.730003,102.639999,1029000,100.895958
"550",103,103,101.620003,102.480003,974100,100.738678
"551",102.980003,103.209999,102.220001,102.82,1028200,101.072876
"552",102.610001,103.529999,102.43,102.919998,619400,101.171181
"553",102.690002,104.25,102.580002,103.559998,1444300,101.800308
"554",104.010002,105.459999,103.849998,105.419998,1024900,103.6287
"555",105.75,105.910004,103.720001,104,891100,102.232841
"556",103.959999,104.440002,101.739998,101.900002,1010800,100.168533
"557",101.059998,102.82,100.989998,101.540001,1074900,99.814651
"558",100.110001,100.480003,97.089996,98.099998,1636900,96.43309
"559",98.43,99.68,97.980003,99.110001,894100,97.425919
"560",99.650002,100.709999,99.260002,100.629997,842600,98.920105
"561",100.360001,101.010002,99.639999,100.449997,693700,98.743156
"562",100.43,101.220001,99.769997,100.550003,976300,98.841461
"563",101.440002,101.889999,100.339996,100.459999,848400,98.752983
"564",101.760002,102.589996,101.059998,102.510002,1639100,100.768166
"565",102.599998,104.260002,102.330002,103.699997,969800,101.937935
"566",104.559998,104.93,103.779999,104.239998,779800,102.468773
"567",104.029999,104.860001,103.769997,104.599998,858500,102.822639
"568",104.879997,105.25,104.129997,104.769997,828400,102.989746
"569",104.589996,104.989998,103.860001,104.269997,1105300,102.49826
"570",103.910004,104.089996,102.279999,102.690002,1826600,100.945099
"571",103.029999,103.510002,102.230003,103.360001,1888100,101.603722
"572",103.739998,104,102.389999,102.559998,1536600,100.817299
"573",100,102.93,99.400002,101.800003,2953200,100.070229
"574",101.480003,102.089996,100.290001,101.629997,1382400,99.903091
"575",101.879997,103.440002,101.449997,103,1355000,101.24984
"576",103.470001,103.489998,102.309998,103.209999,1136000,101.456261
"577",102.93,104.349998,102.419998,103.620003,996800,101.859299
"578",103.269997,103.870003,102.629997,103.830002,998000,102.065727
"579",103.769997,106.330002,103.639999,106.260002,1246200,104.454437
"580",105.75,106.440002,104.959999,106.269997,951500,104.65139
"581",105.900002,106.989998,105.089996,106.120003,805600,104.503677
"582",106.120003,106.57,105.419998,106.360001,641600,104.740028
"583",106.43,107.75,106.25,106.279999,1018900,104.661247
"584",106.010002,106.57,105.080002,105.620003,1430600,104.011292
"585",105.809998,106.449997,103.040001,103.160004,2143700,101.588768
"586",103.400002,104.879997,103.339996,104.019997,1638100,102.435669
"587",104.550003,105.769997,104.489998,105.519997,1512300,103.912819
"588",104.040001,105.68,103.970001,105.160004,655100,103.558304
"589",104.160004,104.620003,102.940002,103.599998,1317600,102.022064
"590",103.400002,103.529999,102.480003,102.559998,1148800,100.997887
"591",101.470001,103.290001,101.169998,102.989998,1172400,101.421349
"592",102.529999,103.650002,101.57,103.309998,824600,101.736481
"593",101.220001,101.730003,98.360001,98.839996,1168000,97.334572
"594",99.25,100.900002,98.68,100.269997,1146700,98.742775
"595",99.199997,99.730003,98.160004,99.43,1342800,97.915565
"596",100.139999,101.419998,100.029999,100.699997,822900,99.166229
"597",99.599998,101.230003,99.599998,99.959999,657400,98.437485
"598",99.800003,100.730003,99.489998,100.160004,541800,98.634453
"599",100.349998,101.440002,100.32,100.940002,649000,99.402573
"600",100.68,101.029999,99.690002,99.919998,572300,98.398109
"601",99.129997,99.209999,98.150002,99.080002,601300,97.570908
"602",99.68,100.769997,99.68,100.519997,1246300,98.988968
"603",100.449997,101.050003,99.410004,99.410004,860300,97.895882
"604",98.43,99.639999,97.889999,99.339996,618300,97.826942
"605",99.370003,99.940002,97.660004,97.989998,1059300,96.497513
"606",96.980003,97.809998,96.059998,97.019997,922400,95.542274
"607",96.620003,97.139999,95.32,95.760002,1110400,94.301476
"608",97,98.709999,96.849998,98.699997,716100,97.196686
"609",98.940002,99.260002,97.769997,98.510002,809200,97.009583
"610",98.419998,99.07,97.559998,98.75,454900,97.245934
"611",98.580002,98.610001,97.57,97.940002,660600,96.448257
"612",98.870003,99.82,98.720001,98.879997,895400,97.37394
"613",99.5,100.059998,96.980003,97.839996,1177000,96.349785
"614",97.830002,98.730003,96.519997,96.620003,735400,95.148384
"615",97.07,97.760002,96.120003,96.339996,1168100,94.872643
"616",96.360001,97.110001,95.419998,96.349998,1427800,94.882477
"617",96.349998,96.790001,95.059998,95.269997,604100,93.818932
"618",95.599998,97.43,95.559998,95.919998,759200,94.45903
"619",95.959999,97.300003,95.760002,95.910004,746100,94.449188
"620",96.400002,96.599998,94.970001,95.959999,1015000,94.498428
"621",95.910004,96.580002,95.389999,95.43,1356800,93.976501
"622",95.07,96.279999,95.050003,95.279999,852700,93.828781
"623",95,96.080002,94.169998,95.849998,1233600,94.390099
"624",96.400002,96.629997,95.510002,95.730003,870400,94.271927
"625",95.599998,96.529999,95.410004,95.860001,1359900,94.39994
"626",96.82,97.650002,96.230003,97.650002,3056300,96.162682
"627",98.919998,99.889999,98.419998,98.919998,944400,97.413338
"628",98.919998,99.440002,97.379997,98.220001,675600,96.724007
"629",98.739998,99.519997,98.25,99.510002,377900,97.994354
"630",100.089996,100.68,99.849998,100.160004,478700,98.634453
"631",99.279999,99.849998,98.760002,99.559998,708600,98.043602
"632",98.949997,101.120003,98.949997,101,1850100,99.461655
"633",100.690002,101.209999,100.139999,100.5,642100,98.969276
"634",100.510002,101.300003,99.879997,101.139999,758100,99.599525
"635",101.489998,101.650002,100.470001,100.629997,1282400,99.09729
"636",100.949997,100.949997,98.32,98.660004,1642900,97.157303
"637",95,96.870003,93.940002,94.230003,4672500,92.794777
"638",93.529999,95.739998,93.529999,94.760002,2848400,93.316704
"639",94.32,96.269997,94.220001,95.860001,2038300,94.39994
"640",95.910004,97.059998,95.68,97.040001,1591000,95.561966
"641",96.730003,96.980003,96.459999,96.589996,1446500,95.118828
"642",96.610001,97.07,96.5,96.970001,1973000,95.493042
"643",96.57,98.550003,96.57,98.349998,1068600,97.042168
"644",98.25,98.699997,97.879997,98.669998,1295200,97.357918
"645",98.910004,100.339996,98.739998,100.120003,652000,98.78862
"646",100,100.260002,99.559998,99.620003,820900,98.29528
"647",98.879997,100.199997,98.879997,100.199997,1087500,98.867569
"648",99.989998,100.209999,98.889999,99.360001,918400,98.038727
"649",99.360001,100.089996,95.599998,95.739998,952600,94.466873
"650",95.660004,96.68,94.019997,96.290001,1075500,95.009567
"651",94.879997,94.879997,91.809998,93.07,1045700,91.832367
"652",93.580002,94,92.120003,93.949997,744500,92.700668
"653",92.25,92.25,90.809998,91.82,1224600,90.598999
"654",92.290001,93.75,92.18,93.440002,1009000,92.197456
"655",93.239998,94.769997,92.82,94.379997,672000,93.124947
"656",93.410004,94.150002,93.18,93.440002,580100,92.197456
"657",93.330002,95.550003,93.029999,93.800003,1216600,92.552666
"658",91.93,93.220001,91.169998,91.440002,1604000,90.224045
"659",91.669998,92.290001,90.43,90.57,734300,89.365623
"660",91.150002,92.589996,90.339996,92.059998,2634400,90.835808
"661",93.07,93.080002,90.339996,92.169998,1278000,90.944344
"662",91.339996,91.910004,89.900002,90,1248800,88.803215
"663",90.5,90.849998,89.870003,90.639999,1160200,89.434692
"664",91.489998,92.190002,91.07,91.709999,962600,90.490456
"665",91.279999,92.279999,88.650002,89.07,998900,87.885574
"666",89.730003,90,88.919998,89.790001,1023400,88.596001
"667",90.379997,90.379997,88.550003,88.550003,1013800,87.372482
"668",88.099998,89.160004,88.029999,88.379997,1150000,87.204735
"669",89.230003,90.230003,89.230003,89.919998,1064900,88.724258
"670",90.559998,90.720001,89.580002,89.720001,825000,88.526924
"671",88.739998,89.239998,87.43,88.059998,1293100,86.888992
"672",88.75,88.959999,87.75,88.599998,734600,87.421806
"673",89.57,90.379997,89.330002,89.669998,1222800,88.477592
"674",89.529999,89.879997,88.550003,89.190002,880800,88.003975
"675",90.07,91.410004,89.720001,91.099998,1399100,89.88858
"676",91.550003,93.470001,91.169998,92.480003,1578800,91.250229
"677",93.040001,94.010002,91.68,93.989998,1669500,92.740143
"678",93.589996,94.209999,93.139999,93.709999,1585400,92.463867
"679",94.580002,96.349998,94.300003,95.699997,1744600,94.427399
"680",94.169998,96.309998,93.209999,96.209999,1488500,94.930626
"681",96.089996,96.129997,94.769997,95.510002,841600,94.239937
"682",95.050003,96.660004,94.739998,96.339996,799900,95.058891
"683",95.949997,96.279999,95.18,95.349998,814900,94.082069
"684",95.860001,96,94.82,95.230003,2122000,93.963654
"685",94.599998,95.489998,94.400002,94.949997,1091200,93.687386
"686",94.919998,95.5,93.93,94.949997,1412600,93.687386
"687",95.040001,96.290001,94.779999,96.260002,863600,94.979965
"688",95.93,96.800003,95.720001,96.510002,1001600,95.226646
"689",97.080002,98.150002,96.730003,97.57,1161600,96.272545
"690",98,98,96.639999,96.699997,879100,95.414093
"691",97.150002,97.760002,94.480003,94.639999,1278900,93.381493
"692",93.239998,93.489998,91.559998,91.709999,866700,90.490456
"693",91.309998,92.720001,90.220001,92.699997,715200,91.4673
"694",92.970001,94.940002,92.260002,94.889999,706900,93.628181
"695",94.68,95.690002,94.32,94.480003,701200,93.223618
"696",93.379997,93.589996,92.190002,92.599998,1137800,91.368637
"697",93.220001,93.480003,92.690002,93.209999,600500,91.970528
"698",93.550003,94.610001,93.050003,94.190002,836100,92.937485
"699",96.269997,97.580002,95.910004,97.300003,1577300,96.006126
"700",96.580002,97.620003,96.25,97.18,1908000,95.887718
"701",103,105.209999,101.900002,103.620003,2251600,102.242088
"702",101.860001,103.970001,100.959999,103.080002,1443600,101.709267
"703",103.790001,104.470001,103.089996,103.449997,942700,102.074348
"704",103.660004,104.879997,103.160004,104.18,794500,102.794655
"705",104.910004,105.980003,104.839996,104.889999,945400,103.495193
"706",105.029999,106.889999,104.519997,106.230003,747200,104.817383
"707",105.879997,107.089996,105.809998,106.709999,943000,105.290985
"708",106.760002,107.050003,105.790001,106.32,914900,104.906174
"709",106.169998,108.010002,106.169998,107.650002,656900,106.218506
"710",107.959999,108.349998,106.940002,107.419998,1273000,105.991547
"711",106.870003,108.550003,106.5,107.669998,800800,106.238243
"712",107.309998,107.93,106.269997,107.139999,616600,105.902161
"713",106.279999,107.139999,105.199997,106.360001,991600,105.131172
"714",107.43,108.360001,106.75,108.360001,1315200,107.108063
"715",109.370003,109.870003,108.699997,109.5,931800,108.234886
"716",110.639999,111.610001,109.730003,109.809998,1988400,108.541313
"717",109.459999,110.139999,108.459999,109.599998,1494000,108.33374
"718",110.089996,111.669998,109.879997,110.010002,1988400,108.738998
"719",110.440002,110.470001,109.18,110.220001,932000,108.946564
"720",109.790001,110.32,109.209999,109.660004,807700,108.393051
"721",109.620003,110.449997,109.07,109.93,716600,108.659935
"722",109.25,109.57,108.150002,108.980003,738500,107.720901
"723",108.589996,109.260002,107.790001,109,681000,107.740669
"724",109.5,109.540001,108.699997,108.790001,637700,107.533104
"725",108.419998,108.639999,107.300003,108.370003,1074000,107.117958
"726",108.93,109.449997,108.199997,108.970001,655800,107.711021
"727",108.449997,109.169998,107.43,108.620003,610300,107.365059
"728",109.099998,109.309998,107.660004,107.809998,828700,106.564415
"729",108.379997,108.970001,107.790001,108.349998,680600,107.098183
"730",108.589996,109.239998,108.120003,108.93,1559200,107.671478
"731",108.860001,109.949997,108.43,108.949997,1081000,107.691254
"732",109.669998,110.949997,109.550003,110.389999,625000,109.114609
"733",110.18,110.599998,109.699997,109.900002,334300,108.630272
"734",110.220001,111.589996,109.669998,110.07,863800,108.798302
"735",108.629997,109.150002,108.050003,109.07,560700,107.80986
"736",109.269997,110.709999,109,110.260002,525300,108.98613
"737",110.830002,111.220001,110.389999,110.970001,548000,109.687912
"738",112.419998,113.18,112.059998,112.529999,824900,111.229874
"739",112.290001,113.139999,111.879997,112.779999,1043500,111.477005
"740",112.660004,113.529999,112.410004,113.18,979200,111.872375
"741",113.169998,113.699997,112.419998,112.419998,1055400,111.121162
"742",112.839996,115.82,111.839996,115.620003,1168200,114.284187
"743",115.449997,116.389999,114.400002,114.879997,679800,113.552734
"744",116.160004,116.599998,115.43,115.93,825300,114.590607
"745",115.669998,117.580002,115.610001,117.43,820200,116.073273
"746",117.82,117.82,116.440002,116.589996,1111400,115.242966
"747",117,117.620003,116.580002,117.43,875400,116.073273
"748",117.199997,118.150002,116.57,117.029999,1586500,115.677879
"749",117.190002,117.360001,116.489998,117.029999,596000,115.677879
"750",117.410004,117.440002,116.599998,117.25,414200,115.895363
"751",117.660004,117.910004,116.82,117.900002,783300,116.537827
"752",118.150002,118.370003,117.139999,117.660004,385800,116.300613
"753",118.43,118.43,117.25,117.370003,791200,116.013977
"754",117.309998,117.690002,116.919998,117.449997,505500,116.09304
"755",117.889999,118.220001,116.730003,117.980003,1031400,116.616936
"756",116.699997,117.809998,116.389999,117.669998,526800,116.310501
"757",116.379997,116.57,115.360001,116.220001,1297300,114.877258
"758",115.800003,116.559998,115.480003,115.620003,686200,114.284187
"759",115.75,116.82,115.519997,116.089996,979900,114.748749
"760",116.160004,117.099998,115.709999,115.75,1297400,114.412689
"761",115.75,115.889999,113.970001,114.300003,1623900,112.979446
"762",114.449997,115.5,113.580002,115.449997,1609100,114.116142
"763",119.010002,122.339996,118.449997,120.75,2439700,119.354912
"764",118,118.43,116.639999,117.379997,2617600,116.023842
"765",118,119.07,117.709999,119.07,1901300,117.694313
"766",119.809998,119.809998,118,118.18,1624500,116.814606
"767",117.410004,118.260002,117,117.120003,1407700,115.766861
"768",117.169998,118.169998,116.389999,117.339996,1232600,115.984314
"769",116.849998,117.290001,115.849998,115.910004,1186100,114.570839
"770",115.790001,116.480003,113.160004,113.75,1254000,112.435791
"771",111.360001,112.610001,111.339996,111.989998,1525700,110.696129
"772",112.730003,114.059998,112.339996,113.610001,1234700,112.297401
"773",113.389999,113.889999,111.849998,112.07,630800,110.96077
"774",111.089996,113.129997,111.019997,112.980003,954700,111.861771
"775",111.980003,112.230003,110.540001,110.879997,1242900,109.782539
"776",111.919998,113,111.599998,112.279999,892400,111.168694
"777",114.269997,115.330002,114.18,114.389999,1010000,113.257805
"778",115.650002,116.82,115.550003,116.629997,567900,115.475639
"779",117.330002,117.5,116.139999,116.220001,720300,115.069695
"780",115.489998,115.940002,114.279999,115.010002,983500,113.871666
"781",114.400002,116.110001,114.400002,115.889999,819200,114.742958
"782",116.480003,117.730003,116.209999,117.169998,606900,116.010284
"783",118,118.800003,117.419998,117.93,719300,116.762779
"784",117.400002,118.360001,117.18,118.110001,520200,116.940979
"785",117.889999,118.169998,116.919998,117.730003,487200,116.564758
"786",117.120003,117.57,116.300003,116.809998,1125200,115.653854
"787",117.239998,118.260002,116.870003,117.269997,667300,116.109291
"788",116.940002,118.709999,116.940002,117.690002,649500,116.525146
"789",116.919998,117.330002,115.040001,116.620003,914400,115.465736
"790",113.5,114.739998,112.410004,114.339996,865600,113.208305
"791",114.669998,114.830002,109.720001,109.970001,1151100,108.881561
"792",110.860001,111.300003,107.519997,107.82,940400,106.752831
"793",105.400002,110.660004,104.589996,104.589996,1096700,103.55481
"794",101.459999,102.849998,98.830002,100.57,2214000,99.574593
"795",100.410004,105.739998,99.360001,105.68,1655600,104.63401
"796",105.139999,106.870003,100.379997,101.760002,1665300,100.752815
"797",102.169998,104.809998,100.330002,104.709999,1348800,103.673622
"798",101.040001,101.93,98.540001,99.870003,1233700,98.881523
"799",95.440002,97.93,92.779999,94.910004,1890600,93.970619
"800",86.519997,90,84.900002,86.349998,2050000,85.495331
"801",90.730003,92.290001,86.620003,92.129997,5448700,91.218132
"802",89.449997,91.620003,87.300003,89.220001,1670600,88.336937
"803",81.209999,93.309998,81.209999,87.43,2606900,86.564644
"804",93.029999,97.150002,89.169998,96.809998,2495900,95.851799
"805",85.809998,91.029999,82.529999,82.919998,2368900,82.099289
"806",83.629997,93.709999,82.519997,93.599998,2565100,92.673576
"807",86.110001,91.889999,82.230003,85.349998,1943400,84.505234
"808",84.290001,92.779999,81.940002,90.059998,1812200,89.168617
"809",90.510002,91.769997,77.559998,79.57,2644200,78.78244
"810",79.5,80.089996,70.059998,75.599998,2090500,74.85173
"811",79.559998,83.540001,77.610001,82.790001,1606600,81.970573
"812",82.360001,88.139999,79.75,84.449997,1834500,83.614143
"813",84.760002,87.769997,80.919998,81.389999,3816100,80.584435
"814",78.449997,85,77.580002,82.339996,2908700,81.525024
"815",82.370003,87.199997,80.980003,86.400002,1796900,85.544853
"816",85.919998,86.550003,81.489998,82.279999,1921200,81.46563
"817",80.080002,82.779999,78.309998,81.660004,1769800,80.851768
"818",80.870003,84.739998,80.599998,83.959999,2242400,83.128998
"819",82.760002,85.339996,80.620003,81.779999,1435100,80.970573
"820",85.68,89.959999,84.769997,88.57,1715500,87.693367
"821",92.559998,93.550003,89.029999,90.190002,1300600,89.297325
"822",90.190002,94.099998,89.230003,93.400002,1098000,92.475571
"823",95.300003,100.139999,95.300003,99.5,1708700,98.515175
"824",97.379997,98.980003,92.480003,93.410004,1172400,92.485458
"825",97.150002,100.519997,95.599998,99.589996,1589300,98.604279
"826",95.93,97.209999,93.199997,94.529999,1809100,93.594376
"827",95,95.32,92.989998,95.190002,986100,94.247849
"828",98.010002,101.099998,97.699997,100.019997,1163000,99.030037
"829",97.82,101.669998,96.010002,100.419998,1587500,99.426079
"830",97.410004,100.239998,97,97.730003,888000,96.762703
"831",99.129997,100.080002,97.5,98.120003,751300,97.148857
"832",98.440002,100.059998,97.93,99.080002,576700,98.099342
"833",100.010002,100.620003,98.110001,100.050003,649000,99.059753
"834",101.400002,105.190002,100.730003,104.709999,948200,103.673622
"835",107.949997,108.82,104.510002,105.260002,779600,104.218163
"836",106.290001,108.459999,105.639999,106.830002,1033900,105.973991
"837",104.099998,104.730003,102.879997,104.290001,1309600,103.454346
"838",102.160004,102.360001,99.330002,100.589996,853700,99.783981
"839",98.989998,99.650002,98.150002,99,1047900,98.206718
"840",100.599998,101.800003,99.43,99.760002,668300,98.960648
"841",100.459999,100.540001,98.540001,99.559998,667300,98.762245
"842",100.879997,103.239998,100.879997,101.879997,901000,101.06366
"843",103.739998,104.629997,102.830002,103.910004,782000,103.077385
"844",102.360001,103.639999,101.470001,102.68,727800,101.857239
"845",103.43,103.43,98.900002,98.949997,1022100,98.157135
"846",98.330002,99.720001,94.290001,95.709999,1456300,94.943092
"847",94.209999,97.440002,92.129997,96.18,1314200,95.409325
"848",95.199997,96.620003,94.309998,95.910004,875100,95.141502
"849",99.739998,101.769997,99.440002,101.080002,1824500,100.270065
"850",99.940002,101.059998,97.489998,97.610001,701700,96.827873
"851",99.449997,100.330002,98.230003,98.779999,1477100,97.988487
"852",98.470001,99.360001,97.93,98.550003,1215300,97.760345
"853",99.239998,99.400002,96.389999,97.300003,749500,96.520363
"854",100.830002,105.699997,99.970001,104.559998,1460400,103.722176
"855",109.209999,111.900002,106.989998,111.769997,1707700,110.874405
"856",113.209999,114.029999,108.580002,108.879997,1027300,108.007568
"857",107.209999,109.730003,106.879997,108.169998,1536600,107.303246
"858",109.379997,110.849998,108.279999,108.800003,885500,107.928207
"859",110.019997,111.279999,107.949997,109.339996,711800,108.463875
"860",112.040001,114.900002,111.07,114.290001,1138800,113.374222
"861",114.099998,118.010002,113.279999,117.949997,1065400,117.004898
"862",125.120003,125.120003,119.510002,120.110001,1470100,119.147583
"863",122.050003,123.330002,116.830002,118.330002,1280500,117.381851
"864",115.699997,117.220001,114.889999,115.639999,1690700,114.713402
"865",115.370003,115.709999,111.730003,112.169998,1131500,111.271194
"866",107.839996,109,105.050003,105.139999,1232700,104.297531
"867",108.849998,108.849998,104.230003,106.699997,1506100,105.845024
"868",102.860001,107.519997,102.860001,107.440002,1871800,106.579109
"869",112.379997,112.910004,107.879997,111.080002,880800,110.189941
"870",111.43,111.900002,109.800003,110.330002,680700,109.445946
"871",109.610001,111.290001,107.690002,110.779999,624600,109.892349
"872",112.760002,112.760002,108.739998,110.860001,2580700,109.971703
"873",109.949997,111.93,108.870003,110.669998,593300,109.783218
"874",112.260002,112.849998,108.410004,108.449997,613300,107.581009
"875",107,107.860001,105.260002,105.57,784800,104.724083
"876",105.459999,108.43,105.040001,108.18,605100,107.313179
"877",106.220001,106.389999,103.690002,103.82,1533200,102.988106
"878",105.459999,106.519997,103.709999,105.209999,674600,104.366974
"879",104.360001,106.93,104.029999,105.989998,1810500,105.140724
"880",106.620003,106.889999,104.589996,105.029999,1001600,104.188416
"881",107.629997,108.43,103.919998,104.620003,802600,103.781715
"882",106.370003,108.160004,104.900002,105.790001,646700,104.942329
"883",104.980003,105.989998,103.580002,103.599998,866200,102.769875
"884",104.059998,104.879997,102.410004,103.800003,1139600,102.968277
"885",103.290001,104.059998,100.82,102.309998,835800,101.490211
"886",101.949997,105.550003,101.949997,105.480003,792500,104.634819
"887",106.410004,109.040001,105.309998,106.760002,1376800,105.904556
"888",107.709999,110.650002,105.690002,108.720001,1164600,107.848854
"889",110.489998,111.669998,109.730003,111.080002,771500,110.189941
"890",110.080002,113.050003,109.669998,112.440002,762800,111.53904
"891",112.589996,113.199997,111.879997,112.099998,684100,111.201775
"892",111.089996,112.089996,110.760002,111.57,530000,110.676018
"893",111.440002,113.93,111.309998,113.879997,774000,112.967491
"894",113.150002,113.919998,112.360001,113.199997,728900,112.292953
"895",113.169998,115.580002,113.099998,115.120003,659000,114.197571
"896",115.470001,115.839996,114.580002,114.82,433400,113.899971
"897",114.080002,114.589996,112.75,113.900002,365000,112.987343
"898",113.18,113.580002,112.169998,112.209999,566600,111.310875
"899",111.589996,113.900002,110.620003,113.720001,513800,113.010208
"900",111.610001,112.830002,110.830002,112.440002,560500,111.738197
"901",112.029999,112.57,110.580002,112.480003,664400,111.777954
"902",112.82,113.599998,111.550003,112.940002,604200,112.235085
"903",112.730003,113.449997,111.82,113.199997,591500,112.493454
"904",114,114.980003,113.449997,114.550003,320500,113.835037
"905",114.019997,114.68,113.129997,113.949997,392700,113.23877
