"","DLTR.Open","DLTR.High","DLTR.Low","DLTR.Close","DLTR.Volume","DLTR.Adjusted"
"448",83.809998,84.410004,78.779999,79.510002,9635400,79.510002
"449",81.160004,81.43,79.660004,81.139999,3840300,81.139999
"450",80.370003,81.559998,79.940002,80.970001,2866400,80.970001
"451",81.290001,86.980003,80.470001,86.5,11097700,86.5
"452",86.300003,87.379997,84.910004,85.300003,3731500,85.300003
"453",85.360001,86.510002,84.389999,84.800003,2946900,84.800003
"454",85.400002,85.5,83.510002,84.510002,2621100,84.510002
"455",84.82,85.309998,83.120003,83.519997,2159100,83.519997
"456",82.489998,84.370003,82.239998,83.879997,2528500,83.879997
"457",84,85.080002,82.160004,82.43,3850700,82.43
"458",82.940002,83.870003,82.370003,83.019997,2988200,83.019997
"459",81.720001,84.080002,81.339996,83.279999,2702400,83.279999
"460",84.25,85.57,82.699997,83.790001,3317500,83.790001
"461",84.209999,85.080002,83.68,84.339996,2114000,84.339996
"462",85,85.040001,83.519997,84.300003,2630300,84.300003
"463",84.220001,85.610001,83.839996,84.900002,2023200,84.900002
"464",85.419998,86.150002,84.959999,85.150002,2998600,85.150002
"465",85.209999,86.480003,84.900002,86.080002,1689000,86.080002
"466",85.889999,86.360001,85.339996,86.099998,1576900,86.099998
"467",86.610001,86.809998,85.629997,86.449997,2318700,86.449997
"468",86.419998,88.330002,86.120003,87.849998,2981100,87.849998
"469",87.690002,87.940002,85.93,86.379997,2031800,86.379997
"470",86.809998,87.150002,85.449997,85.989998,2902600,85.989998
"471",86.389999,87.230003,85.919998,86.940002,1508100,86.940002
"472",86.949997,87.540001,85.300003,85.510002,2864800,85.510002
"473",85.139999,85.919998,83.029999,85.519997,2882200,85.519997
"474",84.980003,85.449997,83.379997,84.199997,2737800,84.199997
"475",84.150002,85.449997,83.550003,84.029999,2082400,84.029999
"476",82,82.639999,81.209999,81.519997,3664700,81.519997
"477",81.93,83.080002,81.519997,82.129997,2463100,82.129997
"478",81.889999,83.339996,81.480003,83.010002,1209000,83.010002
"479",84.940002,84.940002,82.019997,83.150002,3609500,83.150002
"480",82.610001,83.139999,81.019997,81.82,4560200,81.82
"481",82.129997,83.769997,81.730003,83.32,5289600,83.32
"482",84.540001,88.919998,84.010002,88.43,12183600,88.43
"483",88.629997,89.480003,86.730003,86.769997,6646700,86.769997
"484",87.599998,88.300003,85.519997,86.669998,5059400,86.669998
"485",86.349998,87.150002,84.830002,86.25,3794900,86.25
"486",85.889999,86.300003,84.989998,86.25,3171600,86.25
"487",85.150002,85.849998,83.230003,83.389999,3345800,83.389999
"488",83.75,84.07,81.709999,83.82,2820100,83.82
"489",84.669998,86.040001,83.760002,84.809998,2370200,84.809998
"490",85.660004,86.050003,84.349998,84.580002,1690600,84.580002
"491",84.769997,85.480003,84.769997,85.050003,1934300,85.050003
"492",86.360001,86.970001,85.239998,85.860001,2980200,85.860001
"493",85.739998,86.949997,84.5,85.010002,3569000,85.010002
"494",85.57,86.559998,85.470001,85.860001,2879200,85.860001
"495",85.900002,87.830002,85.599998,86.230003,4222800,86.230003
"496",86.269997,86.43,83.209999,83.769997,3410200,83.769997
"497",83.93,85.580002,83.019997,83.459999,5334000,83.459999
"498",83.389999,83.970001,82.209999,83.349998,1474100,83.349998
"499",83.919998,88.360001,83.919998,88.019997,3850400,88.019997
"500",86.610001,87.730003,85.389999,87.330002,3204400,87.330002
"501",87.75,88.639999,87.32,87.730003,2186500,87.730003
"502",88.110001,90.32,87.870003,90.32,2598100,90.32
"503",89.800003,91.529999,89.040001,91.199997,3328400,91.199997
"504",90.650002,91.82,90.099998,90.760002,2789000,90.760002
"505",91.709999,93.639999,91.370003,92.889999,3271400,92.889999
"506",96.269997,98.940002,95.900002,97.959999,6433900,97.959999
"507",98.330002,98.980003,96.760002,98.599998,3711100,98.599998
"508",98.559998,99.720001,96.940002,97.169998,3258200,97.169998
"509",94.010002,96.93,94.010002,96.410004,3439900,96.410004
"510",96.230003,97.519997,96,97.279999,1733600,97.279999
"511",97,97.849998,96.07,97.230003,2592400,97.230003
"512",97.449997,97.580002,95.470001,95.949997,3076900,95.949997
"513",95.720001,96.18,93.769997,93.860001,3091600,93.860001
"514",93.290001,94.650002,92.919998,94.57,3139200,94.57
"515",95.290001,95.739998,94.489998,94.660004,2846300,94.660004
"516",94.120003,96.730003,94.120003,95.730003,2161500,95.730003
"517",95.419998,96.269997,93.839996,94.440002,2233300,94.440002
"518",94.830002,95.410004,94.029999,94.559998,2578700,94.559998
"519",95.190002,97.150002,94.559998,96.919998,2472800,96.919998
"520",96.150002,96.980003,94.870003,95.620003,1468900,95.620003
"521",95.550003,96.459999,95.059998,96.199997,2011700,96.199997
"522",96.68,96.68,95.339996,96.040001,1416600,96.040001
"523",96.150002,96.889999,95.550003,96.830002,2280700,96.830002
"524",96.870003,97.419998,95.639999,96.690002,1754700,96.690002
"525",96.720001,98.599998,96.129997,98.540001,1880200,98.540001
"526",98.980003,99.360001,97.739998,98.099998,2376500,98.099998
"527",97.779999,98.099998,97.07,97.790001,1339800,97.790001
"528",97.440002,98.989998,96.82,98.290001,1566300,98.290001
"529",97.809998,98.290001,97.290001,97.650002,1312100,97.650002
"530",97.639999,98.230003,97.260002,97.599998,1178900,97.599998
"531",98.339996,98.709999,97.970001,98.080002,1743200,98.080002
"532",98.449997,98.970001,97.550003,98.559998,2039900,98.559998
"533",98.059998,99.099998,97.669998,98.529999,1613300,98.529999
"534",99.160004,100.120003,98.610001,98.849998,1570800,98.849998
"535",99.400002,99.440002,98.410004,99.050003,1936400,99.050003
"536",99.209999,100.010002,98.360001,99.190002,2205700,99.190002
"537",98.949997,98.949997,97.699997,98.120003,1017200,98.120003
"538",98.290001,98.57,96.459999,97.110001,1997100,97.110001
"539",97.800003,98.400002,97.160004,97.279999,2163700,97.279999
"540",97.290001,97.519997,95.800003,96.489998,2621500,96.489998
"541",96.190002,96.599998,94.75,95.769997,2892500,95.769997
"542",95.550003,96.699997,95.139999,96.330002,2551600,96.330002
"543",96.860001,97.389999,95.949997,96.360001,2153400,96.360001
"544",96.419998,97.050003,95.010002,95.269997,1945100,95.269997
"545",96.139999,96.139999,95.080002,95.470001,2565600,95.470001
"546",97.660004,101.089996,95.199997,100.349998,10496200,100.349998
"547",99.43,103.510002,99.040001,103.160004,5266000,103.160004
"548",102.419998,104.190002,101.129997,102.400002,2332400,102.400002
"549",102.190002,103.910004,101.660004,103.839996,2199700,103.839996
"550",104.269997,104.489998,101.959999,102.449997,1885700,102.449997
"551",102.620003,103.220001,102.199997,102.559998,1746500,102.559998
"552",101.75,101.75,99.839996,100.650002,2565800,100.650002
"553",100.519997,100.790001,99.510002,99.860001,3500200,99.860001
"554",100.410004,101.080002,99.769997,101.029999,1738100,101.029999
"555",101.139999,102.230003,100.809998,101.309998,2081100,101.309998
"556",101.309998,102.32,101.059998,101.349998,2119900,101.349998
"557",101.739998,102.389999,101.300003,101.410004,1341600,101.410004
"558",101.040001,102.150002,101,101.43,1423200,101.43
"559",101.400002,102.559998,101.279999,101.959999,1801200,101.959999
"560",102.699997,102.839996,101.43,101.769997,1280400,101.769997
"561",102.07,105.150002,101.459999,104.220001,2594700,104.220001
"562",104.279999,104.75,103.43,103.470001,1332500,103.470001
"563",103.730003,105.239998,103.269997,105.040001,1897400,105.040001
"564",105.599998,105.650002,102.550003,103.720001,1922400,103.720001
"565",103.309998,104.309998,102.760002,104.110001,1824200,104.110001
"566",104.099998,105.870003,103.919998,104.709999,2025000,104.709999
"567",104.720001,105.970001,104.099998,105.629997,1886300,105.629997
"568",105.629997,106.900002,105.279999,105.989998,2615000,105.989998
"569",104.419998,104.93,102.019997,102.440002,3993700,102.440002
"570",102,103.379997,101.489998,102.599998,2913200,102.599998
"571",102.849998,103.75,102.760002,103.43,2408800,103.43
"572",103.559998,104.790001,103.370003,104.650002,1393200,104.650002
"573",104.769997,105,104.110001,104.449997,1422800,104.449997
"574",104.690002,107,104.529999,106.809998,2553600,106.809998
"575",107.050003,107.589996,105.900002,106.309998,1212200,106.309998
"576",106.470001,108.18,105.860001,108,1536600,108
"577",108.660004,109.050003,107.980003,108.669998,1625500,108.669998
"578",108.699997,109.279999,107.93,108.199997,1603900,108.199997
"579",108.209999,109.57,107.18,109.300003,1895100,109.300003
"580",109.57,110.720001,109.349998,110.209999,1386100,110.209999
"581",110.059998,111.529999,109.400002,110.760002,1293000,110.760002
"582",110.419998,110.639999,109.160004,109.940002,1438900,109.940002
"583",110.160004,111.040001,109.459999,110.980003,1771500,110.980003
"584",111.400002,111.610001,110.620003,111.279999,1639600,111.279999
"585",111.290001,111.360001,109.639999,109.650002,1010600,109.650002
"586",109.75,110.199997,108.220001,109.449997,1508000,109.449997
"587",109.699997,110.18,108.360001,108.82,1529700,108.82
"588",107.68,108.800003,106.239998,108.620003,1577000,108.620003
"589",107.989998,108.07,104.419998,105.449997,2368000,105.449997
"590",104.730003,106.709999,104.669998,106.110001,1593000,106.110001
"591",105.43,106.43,104.870003,105.639999,1525200,105.639999
"592",105.419998,105.419998,102.970001,104.019997,2163700,104.019997
"593",102.620003,102.620003,99.010002,99.339996,2739400,99.339996
"594",99.290001,99.779999,98.5,98.75,2947800,98.75
"595",98.160004,100.419998,97.830002,100.199997,1870600,100.199997
"596",100.510002,102.25,100.400002,100.889999,2052800,100.889999
"597",100.470001,101.029999,99.400002,100.389999,1877900,100.389999
"598",99.900002,100.419998,99.160004,100.059998,1878200,100.059998
"599",99.650002,100.18,97.599998,99.769997,1961500,99.769997
"600",99.889999,101.220001,99.550003,99.57,1425100,99.57
"601",99.160004,99.440002,96.690002,97.459999,2659600,97.459999
"602",98.129997,98.769997,97.510002,98.419998,2191300,98.419998
"603",98.419998,98.949997,96.940002,97.269997,3131300,97.269997
"604",96.260002,96.980003,95.110001,95.32,3289700,95.32
"605",96.169998,100.82,96.059998,98.309998,4004200,98.309998
"606",97.57,101.769997,97,101.589996,3477900,101.589996
"607",101.589996,102.75,100.239998,100.690002,2242200,100.690002
"608",101.18,101.919998,100.040001,100.690002,2257000,100.690002
"609",100.870003,101.449997,99.879997,100.290001,1806100,100.290001
"610",100.18,102.599998,100.18,102.220001,1619900,102.220001
"611",102.580002,103.730003,102.150002,102.639999,1782700,102.639999
"612",102.699997,104.410004,102.360001,103.779999,2186900,103.779999
"613",108,108.300003,105.360001,106.529999,3479300,106.529999
"614",106.150002,108.160004,106.150002,108.050003,1778900,108.050003
"615",108.269997,108.730003,107.099998,108.660004,1672600,108.660004
"616",108.980003,111.120003,108.93,110.309998,3320700,110.309998
"617",110.43,110.760002,107.959999,108.129997,2148800,108.129997
"618",109.25,110.110001,108.669998,109.470001,1899200,109.470001
"619",109.5,109.720001,107.639999,109.370003,1870000,109.370003
"620",110.5,111.059998,109.43,110.790001,1678200,110.790001
"621",110.889999,112.5,110.459999,112.190002,3037100,112.190002
"622",112.300003,113.379997,111.75,112.709999,2007800,112.709999
"623",112.610001,112.68,108.75,108.949997,2392900,108.949997
"624",109,110.050003,108.330002,109.07,1407900,109.07
"625",109.230003,109.230003,108.029999,108.139999,1155900,108.139999
"626",107.980003,108.57,106.580002,107.389999,3885900,107.389999
"627",108.790001,110.339996,108.75,110.089996,2107600,110.089996
"628",110.089996,110.110001,107.919998,109.080002,1841900,109.080002
"629",109.389999,110.43,109.019997,109.75,1149700,109.75
"630",108.980003,109.940002,107.919998,109.639999,1024100,109.639999
"631",109.32,110.489998,109,110.260002,1642500,110.260002
"632",109.830002,111.800003,109.269997,111.489998,2045100,111.489998
"633",111.620003,112.18,111.230003,111.690002,1468900,111.690002
"634",112.120003,112.489998,110.669998,110.970001,1407200,110.970001
"635",111.139999,112.470001,110.650002,112.43,1209300,112.43
"636",112.470001,112.870003,111.5,111.75,1194900,111.75
"637",111.839996,112.440002,111.470001,112.32,1210600,112.32
"638",112.440002,112.669998,111.540001,112.25,1262900,112.25
"639",111.940002,111.980003,109.519997,110.120003,1473300,110.120003
"640",110.5,110.5,108.150002,108.199997,1245700,108.199997
"641",108.089996,108.349998,107,107.550003,1348000,107.550003
"642",107.599998,107.769997,104.32,105.489998,2187500,105.489998
"643",105.32,106.699997,104.760002,106.239998,1192500,106.239998
"644",106.18,106.849998,105.529999,106.550003,1232300,106.550003
"645",106.550003,106.550003,105.849998,106.099998,1504700,106.099998
"646",106.010002,106.220001,103.540001,103.839996,1714200,103.839996
"647",103.470001,103.860001,101.190002,101.489998,1806200,101.489998
"648",101.5,102.940002,100.050003,101.75,2641100,101.75
"649",101.449997,103.830002,94.699997,97.690002,4272200,97.690002
"650",97.43,98.93,96.330002,96.870003,2424500,96.870003
"651",94.599998,94.779999,91.879997,92.860001,4313300,92.860001
"652",92.889999,93.660004,91.739998,92.720001,2840600,92.720001
"653",92.120003,93.360001,91.25,92.379997,2237500,92.379997
"654",92.260002,93.18,91.620003,92.919998,1858400,92.919998
"655",92.860001,92.860001,89.900002,90.089996,2153000,90.089996
"656",89.919998,91.339996,89.410004,91,2277700,91
"657",91.089996,98.410004,90.410004,94.599998,4286200,94.599998
"658",92.300003,94.080002,92.129997,93.169998,2455100,93.169998
"659",93.720001,94.919998,92.339996,93.139999,1563600,93.139999
"660",93.889999,94.550003,93.400002,93.709999,1504700,93.709999
"661",95.169998,96.400002,94.639999,96.199997,2303800,96.199997
"662",95.809998,95.989998,93.489998,93.629997,1512300,93.629997
"663",95.839996,96.230003,94.879997,96.080002,1556700,96.080002
"664",96.029999,97.43,95.949997,97.209999,1355000,97.209999
"665",96.919998,98.089996,94.830002,95.160004,2533300,95.160004
"666",96.349998,96.589996,94.519997,95.870003,2596000,95.870003
"667",96.370003,97.970001,95.879997,96.75,2292700,96.75
"668",96.449997,99.870003,96.279999,99.599998,2971900,99.599998
"669",102.5,104.239998,96.68,97.669998,6131300,97.669998
"670",98.25,101.93,97.910004,101.529999,3975300,101.529999
"671",101.190002,102.150002,99.879997,101.989998,2110800,101.989998
"672",102.860001,105.18,102.510002,105,2570500,105
"673",106.43,108.290001,106.190002,107.629997,2448500,107.629997
"674",107.68,109.720001,107.169998,109.620003,2531200,109.620003
"675",109.870003,110.720001,107.709999,108.900002,2687100,108.900002
"676",108.550003,110.019997,106.809998,109.93,1826200,109.93
"677",111.019997,112.650002,110.419998,111.360001,3242900,111.360001
"678",111.830002,112.910004,111.010002,111.940002,1549900,111.940002
"679",111.889999,113.120003,111.510002,112.860001,1801600,112.860001
"680",112.099998,112.139999,109.510002,109.559998,1746600,109.559998
"681",109.739998,111.099998,109.25,111.040001,1220900,111.040001
"682",111.360001,112.269997,110.379997,112.260002,1728000,112.260002
"683",112.459999,112.919998,111.68,111.739998,1565100,111.739998
"684",111.959999,113.669998,111.040001,111.07,2548600,111.07
"685",111.099998,113.940002,111.099998,113.419998,1922900,113.419998
"686",113.669998,114.510002,111.82,113.370003,1693000,113.370003
"687",113.370003,114.160004,111.849998,112.949997,1346300,112.949997
"688",113.510002,113.580002,111.330002,112.459999,1384700,112.459999
"689",113.290001,114.419998,112.599998,114.300003,1840200,114.300003
"690",114.459999,115.790001,113.860001,114.160004,2011800,114.160004
"691",115.089996,115.089996,113,113.25,1658100,113.25
"692",112.25,113.370003,111.010002,113.07,2456400,113.07
"693",112.769997,113.139999,110.650002,112.919998,1934300,112.919998
"694",113.209999,116.589996,113.150002,115.730003,2595600,115.730003
"695",115.129997,115.660004,111.830002,112.160004,1740900,112.160004
"696",111.110001,114.099998,110.809998,112.480003,1731600,112.480003
"697",113.160004,114.690002,112.919998,112.989998,1536200,112.989998
"698",113.25,114.029999,112.300003,113.910004,1107000,113.910004
"699",115,116.589996,114.800003,115.190002,2200000,115.190002
"700",115.349998,115.980003,114.93,115.019997,1154000,115.019997
"701",115,116.629997,115,116.510002,1241200,116.510002
"702",116.660004,116.989998,115.800003,116.900002,1639300,116.900002
"703",117.269997,117.620003,116.709999,117.370003,1106100,117.370003
"704",117.199997,118.040001,116.860001,116.980003,1348700,116.980003
"705",117.260002,117.510002,115.949997,116.690002,1346200,116.690002
"706",117.449997,119.709999,117.440002,118.440002,2008200,118.440002
"707",117.860001,118.099998,115.510002,116.629997,1358000,116.629997
"708",116.239998,116.739998,115,115.599998,1091100,115.599998
"709",115.209999,116.199997,114.019997,114.550003,1439200,114.550003
"710",114.919998,115.400002,113.370003,113.419998,1695100,113.419998
"711",113.730003,114.339996,112.540001,112.580002,1150400,112.580002
"712",112.360001,112.669998,110.800003,112.059998,1200900,112.059998
"713",111.709999,112.059998,109.25,110.400002,1812500,110.400002
"714",111.139999,112.400002,110.669998,111.739998,1290400,111.739998
"715",112.059998,112.889999,111.519997,112.209999,1105900,112.209999
"716",111.839996,114.07,111.82,113.279999,1260600,113.279999
"717",113.080002,113.389999,112.290001,112.790001,830100,112.790001
"718",113.370003,114.830002,112.400002,112.470001,1265100,112.470001
"719",112.309998,112.849998,109.989998,110.349998,1297800,110.349998
"720",109.790001,109.830002,107.910004,108.93,1450900,108.93
"721",108.5,109,107.599998,107.690002,1695100,107.690002
"722",107.690002,108.459999,106.220001,108.400002,1574900,108.400002
"723",108.82,109.330002,107.449997,108.75,1311700,108.75
"724",109.370003,109.449997,107.760002,108.849998,1223200,108.849998
"725",108.540001,109.5,108.290001,109.059998,1428500,109.059998
"726",108.779999,109.279999,106.589996,106.879997,1261500,106.879997
"727",107.25,108.349998,106.419998,107.260002,1339700,107.260002
"728",107.32,109.489998,107,108,1540900,108
"729",108.550003,110.160004,108.029999,109.040001,2030700,109.040001
"730",109.830002,113.349998,109.75,112.389999,3367900,112.389999
"731",95.760002,98.980003,92.650002,95.260002,23908100,95.260002
"732",94.5,94.599998,92.849998,93.029999,7354000,93.029999
"733",92.760002,93.050003,91.199997,91.459999,3004800,91.459999
"734",91.5,91.589996,89.089996,89.470001,8044500,89.470001
"735",88.540001,90.080002,88.260002,88.650002,3441600,88.650002
"736",89.360001,90.099998,88.68,89.260002,3945900,89.260002
"737",89.949997,91.589996,89.440002,90.800003,4687700,90.800003
"738",91.43,92.589996,91.169998,92.239998,3195200,92.239998
"739",92.099998,93.419998,91.870003,93.199997,3011300,93.199997
"740",93.040001,94.260002,91.18,91.550003,2656900,91.550003
"741",91.510002,91.68,89.879997,91.5,2259200,91.5
"742",91.459999,93,91.25,92.550003,2861700,92.550003
"743",92.389999,93.919998,91.919998,93.589996,3749700,93.589996
"744",94,94.57,92.57,94.220001,3068700,94.220001
"745",94.480003,94.940002,92.019997,92.040001,3266100,92.040001
"746",92.279999,92.379997,91.139999,91.830002,2366500,91.830002
"747",91.870003,92.639999,91.519997,92.099998,2245500,92.099998
"748",92.519997,94.120003,92.099998,94.059998,3744800,94.059998
"749",94.110001,94.5,92.300003,92.440002,2413900,92.440002
"750",92.760002,93.389999,92.459999,93.230003,952900,93.230003
"751",93.300003,93.300003,91.839996,92.080002,1615100,92.080002
"752",92.110001,92.959999,91.940002,92.839996,2768300,92.839996
"753",92.809998,94.010002,92.339996,93.489998,3409500,93.489998
"754",93.669998,94.379997,93.379997,94.050003,1873500,94.050003
"755",94.690002,94.690002,93.300003,93.779999,2191500,93.779999
"756",93.010002,93.580002,92.5,93.029999,2102600,93.029999
"757",91.589996,93.059998,90.879997,93.029999,3431600,93.029999
"758",92.610001,93.389999,91.769997,91.93,2969000,91.93
"759",91.949997,91.949997,89.790001,89.790001,5911500,89.790001
"760",89.269997,91.160004,89.120003,91.059998,4131400,91.059998
"761",91.360001,91.980003,90.639999,91.349998,2682400,91.349998
"762",90.760002,91.519997,90.459999,90.769997,3509100,90.769997
"763",89.830002,90.730003,88.620003,90.57,4549100,90.57
"764",90.040001,90.919998,89.860001,90.75,3945100,90.75
"765",91.169998,91.919998,90.830002,91.080002,2141900,91.080002
"766",91,91.730003,90.870003,91.550003,2447300,91.550003
"767",91.239998,91.550003,89.449997,89.5,9623800,89.5
"768",89.959999,90.75,89.690002,89.870003,3153500,89.870003
"769",89.199997,89.550003,87.910004,87.940002,3679600,87.940002
"770",88,88.650002,87.339996,87.709999,4061100,87.709999
"771",86.730003,88.879997,86.190002,88.400002,2805500,88.400002
"772",88.519997,88.910004,86.639999,86.760002,3821200,86.760002
"773",87.129997,87.400002,86.040001,86.110001,2028400,86.110001
"774",85.699997,87.75,85.370003,87.610001,2497000,87.610001
"775",87.419998,87.550003,86.230003,87.07,2704700,87.07
"776",87.559998,88.25,87.139999,87.510002,1906000,87.510002
"777",88.25,89.540001,87.860001,88.309998,1588100,88.309998
"778",88.839996,89.080002,88.129997,88.709999,1315000,88.709999
"779",88.980003,88.980003,87.870003,87.940002,1815700,87.940002
"780",87.889999,87.889999,86.660004,87.139999,1286500,87.139999
"781",87.18,87.419998,86.769997,87.18,1201900,87.18
"782",87.300003,88.709999,87.300003,88.190002,1708200,88.190002
"783",88.489998,89.629997,88.25,89.519997,1370600,89.519997
"784",89.209999,89.459999,88.040001,89.269997,1200400,89.269997
"785",88.889999,88.949997,88.010002,88.68,1690300,88.68
"786",88.900002,91.169998,88.900002,91.080002,2078300,91.080002
"787",91.110001,92.550003,90.519997,91.989998,2154500,91.989998
"788",91.910004,93.610001,91.800003,93.220001,1979500,93.220001
"789",92.709999,94.080002,92.400002,93.889999,2279000,93.889999
"790",92.339996,92.720001,90.099998,91.040001,2805300,91.040001
"791",91.620003,92.360001,88.510002,88.669998,2739600,88.669998
"792",89.449997,89.870003,87.660004,87.75,2372100,87.75
"793",86.760002,88.190002,84.809998,85.300003,3271100,85.300003
"794",83.370003,83.739998,80.690002,83.029999,4580400,83.029999
"795",83.230003,84.709999,80.910004,84.559998,3936600,84.559998
"796",84.099998,84.75,80.709999,81.82,3248600,81.82
"797",81.220001,82.489998,78.07,78.910004,7807300,78.910004
"798",78.629997,79.730003,77.510002,77.989998,4237300,77.989998
"799",76,80.540001,75.559998,80.239998,3879900,80.239998
"800",75.440002,84.660004,75.120003,83.510002,5052700,83.510002
"801",85.080002,88.949997,84.32,88.059998,4897100,88.059998
"802",86.32,87.790001,83.059998,83.669998,3444800,83.669998
"803",80.120003,81.900002,70.099998,70.349998,6504200,70.349998
"804",73.230003,74.849998,69.489998,74.699997,5591600,74.699997
"805",68.57,74.910004,66.849998,67.019997,5182600,67.019997
"806",68.550003,77.980003,68,76.449997,5021600,76.449997
"807",73.089996,77.339996,60.200001,65.57,4355600,65.57
"808",65.629997,77.639999,64.260002,70.870003,4218400,70.870003
"809",72.080002,78.769997,71.32,75.970001,5334700,75.970001
"810",76.709999,83.760002,73.190002,76.370003,4496200,76.370003
"811",82.199997,82.989998,77.029999,79.660004,3509300,79.660004
"812",79.830002,82.800003,76.129997,76.370003,3022100,76.370003
"813",76.769997,79.540001,76.059998,78.139999,3506500,78.139999
"814",76.580002,78.790001,75.230003,77.050003,2863400,77.050003
"815",77,80.559998,77,79.849998,2910500,79.849998
"816",76.870003,77.629997,72.760002,73.470001,5920600,73.470001
"817",71.330002,75,70.580002,72.940002,4847000,72.940002
"818",72.120003,72.940002,68.809998,70.459999,4696700,70.459999
"819",70.519997,71.389999,68.43,70.239998,2416800,70.239998
"820",72.400002,76.410004,71.309998,76.279999,3555700,76.279999
"821",78.040001,80.120003,75.720001,76.239998,2967600,76.239998
"822",76.620003,80.300003,76.349998,79.220001,2425400,79.220001
"823",79.639999,80.720001,76.970001,77.559998,2498300,77.559998
"824",77.220001,77.43,75.010002,76.169998,2374300,76.169998
"825",77.129997,80.43,77.019997,79.879997,2313600,79.879997
"826",78.519997,78.610001,76.580002,78.089996,1726100,78.089996
"827",77.68,82.190002,77.68,80.43,2057000,80.43
"828",81.82,81.970001,79.260002,81.730003,2609500,81.730003
"829",80.239998,80.849998,79,79.190002,1832200,79.190002
"830",77.980003,78.730003,76.470001,77.739998,2556300,77.739998
"831",79.050003,79.110001,77.110001,77.25,1466100,77.25
"832",76.220001,76.489998,74.059998,74.93,4372700,74.93
"833",75.650002,75.800003,74.279999,74.540001,2541400,74.540001
"834",75.290001,81.699997,75.110001,80.269997,3092100,80.269997
"835",81.709999,82.889999,79.830002,80.790001,1984900,80.790001
"836",81.870003,82,79.68,80.860001,1540000,80.860001
"837",80.230003,80.580002,78.32,79.669998,2299900,79.669998
"838",78.5,79.389999,77,77.389999,1665400,77.389999
"839",76.940002,77.959999,76.330002,77.82,1529700,77.82
"840",77.940002,78.900002,76.150002,76.550003,1712300,76.550003
"841",77.010002,78.150002,75.309998,75.660004,1943400,75.660004
"842",75.959999,78.529999,75.959999,76.690002,2598700,76.690002
"843",77.970001,79.169998,77.800003,78.050003,1884800,78.050003
"844",78,78.580002,76.629997,77.910004,2205600,77.910004
"845",77.82,78.860001,75.970001,76.330002,1895700,76.330002
"846",76.089996,76.419998,73.550003,74.459999,1840100,74.459999
"847",75.330002,75.559998,72.120003,75.529999,2216500,75.529999
"848",75.279999,76.209999,74.650002,75.07,1974900,75.07
"849",77.410004,78.889999,76.879997,78.589996,2976300,78.589996
"850",78.730003,81.199997,78.709999,79.989998,2072900,79.989998
"851",80.599998,81.629997,79.510002,79.610001,2380800,79.610001
"852",79.160004,81.260002,78.830002,81.220001,1643000,81.220001
"853",81.410004,82.410004,79.779999,81.699997,2403600,81.699997
"854",84.150002,85.43,83.580002,85.199997,3583900,85.199997
"855",87,88.169998,85.879997,87.529999,4501500,87.529999
"856",96.860001,99.82,95.050003,97.639999,13547000,97.639999
"857",97.019997,99.309998,96.059998,97.870003,3934700,97.870003
"858",97.410004,98,95.580002,96.25,3060400,96.25
"859",96.75,99.610001,96.75,96.980003,3926000,96.980003
"860",97.730003,98.080002,94.540001,94.57,2375600,94.57
"861",94.260002,95.959999,92.239998,93.260002,2674800,93.260002
"862",94.800003,95.25,92.339996,92.900002,3719800,92.900002
"863",92.730003,94.050003,91.809998,93.730003,3192600,93.730003
"864",93.739998,93.959999,92.269997,92.580002,2432500,92.580002
"865",92.660004,93,91.040001,91.470001,2687800,91.470001
"866",90.470001,90.940002,88.849998,89.099998,2505600,89.099998
"867",89.849998,90.25,86.129997,87.769997,2800100,87.769997
"868",86.010002,89.75,85.510002,89.110001,2414100,89.110001
"869",91,91.879997,89.470001,91.129997,2352400,91.129997
"870",91.57,91.82,88.980003,89.089996,1848800,89.089996
"871",88.910004,90.93,88.599998,90.690002,2603300,90.690002
"872",91.129997,91.940002,88.5,88.800003,2869700,88.800003
"873",88.089996,90.360001,87.879997,90.290001,1569500,90.290001
"874",90.760002,90.949997,89.160004,89.75,1797200,89.75
"875",89.379997,90.330002,87.580002,90.099998,2738300,90.099998
"876",90,93.230003,88.699997,93.110001,3134800,93.110001
"877",93.480003,96.199997,92.110001,92.620003,4310400,92.620003
"878",92.93,94.809998,91.410004,93.669998,1880100,93.669998
"879",92.82,93.529999,90.650002,92.68,3581900,92.68
"880",92.18,93.839996,92.040001,93.389999,2399000,93.389999
"881",93.760002,94.339996,92.900002,93.610001,2606400,93.610001
"882",94.980003,95.239998,89.269997,89.779999,3456800,89.779999
"883",89.75,91.040001,88.959999,90.5,2224500,90.5
"884",90.230003,90.480003,89.68,90.290001,1790000,90.290001
"885",91.260002,92,89.660004,91.339996,1962800,91.339996
"886",91.040001,91.93,90.480003,91.870003,1555800,91.870003
"887",92.239998,94.110001,91.760002,92.309998,2261400,92.309998
"888",91.110001,94.510002,91.010002,94.360001,1882900,94.360001
"889",94.970001,95.989998,94.589996,95.709999,1997000,95.709999
"890",97.25,99,96.120003,96.629997,2813300,96.629997
"891",96.769997,96.910004,95.410004,95.459999,1444800,95.459999
"892",97.18,98.879997,95.470001,97.120003,2216600,97.120003
"893",97.230003,98.309998,95.669998,96.07,1933600,96.07
"894",95.519997,97.279999,95.050003,97.120003,1288600,97.120003
"895",96.980003,97.269997,95.93,96.32,1754000,96.32
