"","DLTR.Open","DLTR.High","DLTR.Low","DLTR.Close","DLTR.Volume","DLTR.Adjusted"
"165",80.779999,81.5,80.209999,80.379997,2475000,80.379997
"166",79.589996,80.300003,79.43,79.699997,3087300,79.699997
"167",79.760002,80.160004,79.339996,79.720001,2771300,79.720001
"168",79.230003,80.230003,78.32,79.639999,3672900,79.639999
"169",79.790001,81.290001,79.660004,81.059998,3235900,81.059998
"170",81.410004,83.32,81.370003,82.489998,3278000,82.489998
"171",82.470001,83.290001,82.230003,82.730003,2467700,82.730003
"172",82.849998,83.489998,82.669998,83.230003,2073700,83.230003
"173",83.349998,83.949997,81.709999,82.830002,2707700,82.830002
"174",83.139999,83.510002,82.199997,83.400002,2790900,83.400002
"175",83.32,84.559998,83.160004,83.980003,1655800,83.980003
"176",83.970001,84.900002,83.660004,84.410004,2076400,84.410004
"177",84.139999,84.400002,83.129997,83.459999,1807200,83.459999
"178",83.589996,84.309998,83,83.480003,2757300,83.480003
"179",83.449997,84.559998,83.050003,83.190002,1670900,83.190002
"180",83.089996,83.550003,82.360001,83.43,2252500,83.43
"181",83.440002,83.959999,82.290001,83.419998,1783600,83.419998
"182",83.440002,83.540001,82.400002,83.139999,1170500,83.139999
"183",83.120003,84.800003,83.040001,84.620003,2232300,84.620003
"184",84.080002,86.019997,84.080002,84.989998,1985800,84.989998
"185",85.209999,86.050003,84.75,84.889999,1535700,84.889999
"186",85.269997,86.220001,84.370003,85.669998,1751300,85.669998
"187",85.150002,85.82,84.650002,85.68,1761300,85.68
"188",85.68,87.190002,85.68,86.82,1819900,86.82
"189",86.599998,86.919998,86.18,86.470001,1617800,86.470001
"190",86.75,87.370003,86.360001,86.82,1497900,86.82
"191",88,89.769997,87.620003,89.050003,3783500,89.050003
"192",89.040001,89.900002,88.629997,89.150002,2074300,89.150002
"193",88.639999,89.5,88.339996,89.419998,2524400,89.419998
"194",89.610001,89.610001,87.919998,88.370003,1834900,88.370003
"195",88.559998,90.510002,88.5,89.300003,1861400,89.300003
"196",89.199997,91.389999,89.129997,91.230003,2660700,91.230003
"197",91.230003,91.5,89.949997,91.370003,2185300,91.370003
"198",90.160004,92.150002,89.940002,91.5,2058100,91.5
"199",91.059998,92.050003,91.059998,91.949997,1837800,91.949997
"200",91.699997,92.220001,91.150002,91.529999,1167100,91.529999
"201",91.449997,92.050003,91.260002,91.470001,1476100,91.470001
"202",91.400002,91.93,90.800003,91.410004,1222300,91.410004
"203",91.949997,92.550003,91.580002,92.370003,1971500,92.370003
"204",92.379997,93.68,91.580002,91.720001,1579100,91.720001
"205",91.610001,92.309998,91.129997,91.779999,2523100,91.779999
"206",91.5,91.900002,91.059998,91.610001,1159900,91.610001
"207",92.120003,93.339996,91.779999,93.230003,1638700,93.230003
"208",92.019997,93.330002,90.849998,93.209999,2192000,93.209999
"209",92.519997,92.919998,90.300003,91.440002,2234400,91.440002
"210",91.629997,92.209999,91.050003,91.25,1383800,91.25
"211",91.599998,92.059998,90.339996,91.120003,1750000,91.120003
"212",91.199997,94.800003,90.889999,92.550003,2194200,92.550003
"213",93.279999,94.489998,92.82,93.75,2538300,93.75
"214",93.480003,93.739998,92.339996,93.389999,1334900,93.389999
"215",93.470001,93.779999,92.480003,93.620003,1474800,93.620003
"216",93.32,94.660004,93.099998,93.900002,1193800,93.900002
"217",93.349998,95.089996,93.349998,94.379997,1713600,94.379997
"218",94.139999,95.639999,93.919998,95.059998,2995700,95.059998
"219",94.709999,95.459999,92.980003,93.690002,1738500,93.690002
"220",93.480003,93.57,92.300003,93.449997,2054600,93.449997
"221",92.830002,93.760002,91.309998,93.089996,1998800,93.089996
"222",93.559998,94.980003,93.150002,94.629997,2135700,94.629997
"223",94.790001,95.220001,93.989998,94.610001,1945100,94.610001
"224",95.120003,97.239998,94.709999,97.110001,5270700,97.110001
"225",100.150002,100.540001,95.440002,99.459999,7828500,99.459999
"226",99.230003,100.739998,98.989998,99.769997,3054300,99.769997
"227",99.699997,99.699997,98.029999,98.379997,1741600,98.379997
"228",98.32,98.980003,97.699997,98.199997,2517800,98.199997
"229",98.389999,101.089996,98.379997,100.940002,2464100,100.940002
"230",101.309998,104.400002,101.010002,104.139999,3309900,104.139999
"231",104.150002,105.139999,102.650002,102.760002,4236600,102.760002
"232",101.82,103.910004,100.650002,103.010002,2461900,103.010002
"233",104.489998,107.110001,104.410004,106.370003,2678300,106.370003
"234",106.260002,106.940002,104.779999,105.889999,2015200,105.889999
"235",106.190002,106.519997,105.169998,105.519997,2083900,105.519997
"236",107.93,108.07,106.139999,107.309998,2668000,107.309998
"237",107.580002,108.900002,107.169998,108.669998,2450900,108.669998
"238",108.669998,108.690002,105.449997,107.07,2465600,107.07
"239",107.580002,109,106.099998,106.220001,2480700,106.220001
"240",106,106.550003,105.25,105.589996,2185200,105.589996
"241",106.150002,106.779999,104,104.650002,1969700,104.650002
"242",105.209999,107.269997,104.260002,106.290001,3283800,106.290001
"243",107.059998,109.5,106.449997,109.099998,2483300,109.099998
"244",109.519997,110.860001,108.510002,109.169998,1814700,109.169998
"245",109.629997,110.75,108.309998,108.919998,1607400,108.919998
"246",109.32,109.629997,108.32,108.470001,2052900,108.470001
"247",108.449997,109.739998,107.790001,109.459999,1447500,109.459999
"248",109.580002,110.690002,108.199997,108.5,1180500,108.5
"249",108.5,108.769997,107.120003,107.489998,1768900,107.489998
"250",108,108.410004,107.449997,108.07,1259900,108.07
"251",107.860001,108.699997,107.269997,107.309998,1370900,107.309998
"252",107.989998,109.209999,107.989998,108.690002,1412100,108.690002
"253",109.059998,109.480003,107.580002,108.019997,1519800,108.019997
"254",108.099998,109.760002,106.5,108.860001,1825500,108.860001
"255",109.589996,111.230003,109.290001,111.139999,2055500,111.139999
"256",110.760002,111.629997,109.050003,109.099998,1801700,109.099998
"257",109.5,109.82,108.660004,109.690002,1584400,109.690002
"258",109.160004,109.940002,108.779999,109.629997,1048700,109.629997
"259",109.660004,111.690002,109.18,111.349998,2063100,111.349998
"260",112.099998,115.050003,111.639999,114.839996,2400000,114.839996
"261",115.489998,115.889999,112.550003,112.879997,2022800,112.879997
"262",114.489998,114.790001,112.57,112.800003,2230800,112.800003
"263",113.07,113.330002,111.57,112.900002,1566400,112.900002
"264",113.099998,115,112.339996,114.730003,1908200,114.730003
"265",114.279999,115.040001,113.43,115.019997,1784600,115.019997
"266",115.099998,116.279999,113.860001,114.699997,2060100,114.699997
"267",114.410004,115.489998,112.720001,114.339996,1728800,114.339996
"268",114.68,115.519997,113.059998,115.07,1562600,115.07
"269",115,115.5,113.830002,115.43,1632300,115.43
"270",115.029999,116.580002,114.540001,116.349998,1806100,116.349998
"271",115.989998,116.459999,114.339996,114.599998,1921100,114.599998
"272",114.769997,116.650002,113.739998,115,1802800,115
"273",113.599998,114.889999,111.739998,113.870003,1436700,113.870003
"274",112.529999,112.889999,108.669998,108.830002,2159900,108.830002
"275",108.389999,110.440002,105.239998,105.239998,2024700,105.239998
"276",103.029999,108.489998,101.07,107.849998,2850500,107.849998
"277",107.07,108.760002,106.059998,106.080002,2124700,106.080002
"278",105.739998,106.349998,101.540001,101.580002,3005300,101.580002
"279",102.330002,108.910004,101.540001,107.620003,4168800,107.620003
"280",108.169998,108.690002,103.68,104.739998,5204200,104.739998
"281",103.730003,106.82,103.720001,104.839996,2483200,104.839996
"282",103.790001,107.769997,103.209999,105.870003,2642000,105.870003
"283",106.019997,108.580002,105.269997,108.57,1975900,108.57
"284",108.25,109.57,107.559998,107.959999,2116800,107.959999
"285",105.709999,109.230003,104.589996,106.809998,2430700,106.809998
"286",106.809998,108.260002,105.57,105.690002,1532800,105.690002
"287",106.5,107.849998,106.110001,107,1825700,107
"288",107.669998,107.699997,104.459999,106.610001,2557700,106.610001
"289",107.5,108.830002,106.010002,106.220001,2825500,106.220001
"290",106.32,107.410004,103.089996,103.93,2959300,103.93
"291",104.57,105.110001,102.610001,102.639999,3570800,102.639999
"292",102.940002,105.400002,102.07,104.089996,2790800,104.089996
"293",103.379997,105.589996,102.120003,104.410004,2334400,104.410004
"294",103.480003,103.849998,100.239998,102.639999,3121900,102.639999
"295",102.949997,104.730003,101.169998,104.360001,4489800,104.360001
"296",90.25,90.839996,86.849998,89.25,22028300,89.25
"297",91,93.779999,90.720001,91.32,11477500,91.32
"298",91.889999,92.75,91.080002,92.699997,4464300,92.699997
"299",93.059998,94.959999,92.699997,94.290001,5355000,94.290001
"300",94.480003,96.239998,94.209999,94.419998,4922600,94.419998
"301",94.400002,94.589996,92.169998,92.809998,3244000,92.809998
"302",94.080002,95.43,93.449997,94.160004,2781700,94.160004
"303",94.389999,95.919998,93.760002,95.75,4172400,95.75
"304",95.309998,95.739998,93.959999,94.57,3122800,94.57
"305",94.489998,95.010002,93.349998,94.940002,2837100,94.940002
"306",94.459999,95.910004,94.050003,94.720001,3464400,94.720001
"307",93.400002,94.839996,92.610001,93.540001,4472800,93.540001
"308",93.699997,94.25,91.809998,91.949997,2707700,91.949997
"309",95.129997,95.959999,93.650002,95.209999,2648500,95.209999
"310",95.68,95.68,93.059998,93.629997,1522400,93.629997
"311",93.529999,95.279999,93.529999,93.910004,1983400,93.910004
"312",94.57,95.470001,94.349998,94.900002,2357800,94.900002
"313",94.739998,94.989998,93.160004,94.400002,2603300,94.400002
"314",95.269997,95.669998,94.330002,94.879997,1790200,94.879997
"315",94.220001,97.800003,93.699997,97.559998,1938200,97.559998
"316",97.940002,100.07,96.690002,99,2853400,99
"317",98.07,99.760002,97.279999,98.720001,3015900,98.720001
"318",99.699997,100.239998,98.650002,98.739998,1642700,98.739998
"319",100,100.300003,97.93,99.07,2392100,99.07
"320",98.449997,99.029999,97.919998,98.25,1624700,98.25
"321",98.519997,99.529999,98.010002,98.099998,1493400,98.099998
"322",98.690002,98.800003,96.660004,97.129997,1649400,97.129997
"323",97.43,97.879997,96.300003,97.550003,1727600,97.550003
"324",98.18,99.25,97.970001,98.870003,1419200,98.870003
"325",100.43,101.75,100.190002,100.519997,1705200,100.519997
"326",100.160004,100.379997,97.919998,98.900002,1868700,98.900002
"327",98.669998,98.800003,96.919998,97.559998,2376700,97.559998
"328",97.43,98.019997,96.470001,97.510002,2184500,97.510002
"329",98.389999,98.389999,96.010002,96.519997,1851800,96.519997
"330",96.339996,97.519997,95.120003,96.910004,1519100,96.910004
"331",96.860001,97.580002,95.580002,96.93,2998500,96.93
"332",96.75,97.760002,96.470001,97.360001,1863900,97.360001
"333",97.809998,98.099998,95.889999,95.889999,1749700,95.889999
"334",95.830002,96.339996,95.019997,95.93,1373300,95.93
"335",95.489998,97.019997,94.800003,96.209999,1524800,96.209999
"336",95.68,96.080002,94.389999,95.559998,1124700,95.559998
"337",95.150002,95.150002,93.019997,93.610001,2933400,93.610001
"338",93.620003,93.980003,92.199997,92.800003,2308800,92.800003
"339",92.919998,94.449997,92.510002,93.68,1944700,93.68
"340",93.290001,93.949997,92.080002,93.550003,1923200,93.550003
"341",93.389999,93.919998,92.339996,92.620003,2737900,92.620003
"342",91.879997,93.949997,90.209999,93.889999,3140200,93.889999
"343",93.93,95.239998,93.800003,94.860001,2659500,94.860001
"344",94.010002,96.080002,94.010002,95.290001,2293500,95.290001
"345",95.010002,96.660004,94.199997,94.489998,2716000,94.489998
"346",94.709999,95,93.800003,94.290001,1526700,94.290001
"347",93.769997,94.330002,93.050003,93.099998,3067700,93.099998
"348",93.779999,94.720001,93.510002,93.82,2085300,93.82
"349",94.260002,95.120003,93.480003,93.589996,2533100,93.589996
"350",92.540001,93.730003,92.269997,93.68,1794800,93.68
"351",93.690002,97.650002,93.669998,94.650002,2221500,94.650002
"352",94.690002,96.040001,94.190002,95.18,2387700,95.18
"353",95.010002,95.709999,94.110001,94.900002,2866400,94.900002
"354",95.610001,96.709999,94.699997,96.349998,3298600,96.349998
"355",88.269997,89,81.309998,82.589996,18431900,82.589996
"356",83.150002,83.400002,81.010002,81.279999,7654600,81.279999
"357",81.080002,81.690002,80.010002,81.209999,5765700,81.209999
"358",81.400002,83.290001,81.209999,82.949997,5868200,82.949997
"359",83.230003,83.68,81,81.589996,4617500,81.589996
"360",82.050003,82.480003,81.080002,81.959999,4621300,81.959999
"361",81.959999,82.910004,81.879997,82.629997,3988000,82.629997
"362",82.5,84.25,82.470001,83.949997,3077400,83.949997
"363",84.099998,87.07,83.959999,86.589996,4562200,86.589996
"364",86.720001,88.779999,86.309998,87.980003,5520100,87.980003
"365",88.160004,88.639999,87.190002,88.339996,3407400,88.339996
"366",88.269997,88.580002,87.290001,88.019997,4065400,88.019997
"367",87.389999,89.099998,87.099998,88.400002,3130500,88.400002
"368",87.599998,87.790001,86.269997,87.269997,3218900,87.269997
"369",87.879997,88.239998,85.93,86.559998,2192100,86.559998
"370",86.519997,87.349998,86.059998,86.220001,2824000,86.220001
"371",86.580002,87.379997,86.379997,86.989998,5743400,86.989998
"372",87.120003,87.360001,85.940002,86.550003,1784400,86.550003
"373",86.610001,86.720001,84.769997,85.150002,2369800,85.150002
"374",85.32,85.32,83.5,83.529999,2354800,83.529999
"375",83.620003,85.480003,82.040001,85.010002,3439600,85.010002
"376",85,86.400002,84.769997,85,2292500,85
"377",84.529999,84.739998,83.32,84.029999,1965400,84.029999
"378",84.300003,84.860001,83.459999,83.550003,812300,83.550003
"379",83.790001,84.129997,83.209999,83.989998,1642300,83.989998
"380",84.230003,85.529999,83.879997,84.629997,1464200,84.629997
"381",84.650002,85.830002,84.260002,84.669998,2263700,84.669998
"382",84.830002,85.919998,84.5,85.830002,1765000,85.830002
"383",85.730003,85.839996,83.730003,85.199997,2767100,85.199997
"384",85.599998,86,84.879997,85.739998,1833400,85.739998
"385",85.949997,87.089996,85.550003,86.75,1904100,86.75
"386",86.660004,86.699997,85.239998,86.089996,1629200,86.089996
"387",86.080002,87.440002,85.809998,86.730003,2130300,86.730003
"388",86.529999,86.980003,85.449997,86.629997,2001500,86.629997
"389",86.709999,87.82,86.230003,87.489998,2314900,87.489998
"390",87.25,87.32,85.959999,86.440002,2606700,86.440002
"391",86.339996,88.360001,86.120003,87.989998,2738000,87.989998
"392",87.720001,88.980003,87.68,88.279999,2895500,88.279999
"393",88.419998,89.760002,88.099998,89.400002,2865000,89.400002
"394",89.790001,90.790001,89.099998,89.220001,2341000,89.220001
"395",89.550003,90.010002,87.459999,87.989998,1867000,87.989998
"396",87.919998,90.07,87.599998,90.019997,3027000,90.019997
"397",90,91.330002,89.400002,91.279999,2997700,91.279999
"398",91.019997,91.25,89.459999,89.889999,5689900,89.889999
"399",89.559998,91.040001,89.419998,90.660004,2228800,90.660004
"400",90.690002,90.870003,89.860001,90.279999,1392600,90.279999
"401",90.349998,91.169998,89.849998,90.790001,1716600,90.790001
"402",91.220001,93.400002,90.980003,92.879997,2119000,92.879997
"403",92.879997,92.879997,91.269997,91.620003,2043700,91.620003
"404",91.730003,92.989998,91.529999,92.699997,1738400,92.699997
"405",92.059998,93.129997,91.910004,92.43,1279600,92.43
"406",93.860001,94.949997,92.199997,92.970001,3332900,92.970001
"407",93,94.839996,93,94.529999,2720700,94.529999
"408",93.970001,94.410004,93.610001,94.230003,2907800,94.230003
"409",95.300003,96,94.129997,95.050003,3083100,95.050003
"410",94.93,96.089996,94.279999,95.610001,1822000,95.610001
"411",96,96,94.910004,94.980003,3152500,94.980003
"412",95.300003,95.650002,94.860001,94.989998,2602100,94.989998
"413",94.879997,95,93.139999,93.32,4019400,93.32
"414",93.139999,94.760002,92.5,94.169998,3107000,94.169998
"415",93.900002,94.160004,93.010002,93.459999,2105200,93.459999
"416",94.220001,94.480003,92.849998,93.07,3021400,93.07
"417",93.029999,93.889999,92.839996,93.379997,3933100,93.379997
"418",93.379997,94.510002,92.720001,94.459999,4330200,94.459999
"419",89.599998,90.379997,79.769997,79.779999,25539500,79.779999
"420",80.360001,81.050003,79.5,80.510002,7458000,80.510002
"421",80.449997,81.699997,79.169998,79.980003,8938200,79.980003
"422",79.760002,83.040001,79.650002,82.639999,7281000,82.639999
"423",82.919998,83.290001,81.440002,82.120003,5243900,82.120003
"424",81.599998,82.269997,80.779999,82.239998,5507500,82.239998
"425",82.419998,83.970001,82.410004,83.900002,4669700,83.900002
"426",83.889999,84.699997,83.400002,83.800003,4686000,83.800003
"427",83.940002,85.089996,83.389999,84.970001,4307300,84.970001
"428",84.970001,85.269997,83.830002,84.410004,2937600,84.410004
"429",84.269997,84.870003,83.57,84.57,3074900,84.57
"430",84.709999,86,84.400002,85.5,4448900,85.5
"431",85,85.660004,84.559998,85.209999,4913800,85.209999
"432",85.730003,85.730003,84.019997,84.279999,5389400,84.279999
"433",84.599998,86.300003,84.050003,86.220001,5978600,86.220001
"434",86.709999,86.709999,84.669998,85.07,4206600,85.07
"435",84.599998,85.93,84.230003,85.629997,2756700,85.629997
"436",84.440002,85.519997,84.010002,85.260002,3409200,85.260002
"437",85.709999,85.709999,84.300003,84.360001,5191300,84.360001
"438",84.18,84.410004,81.93,82.080002,3527600,82.080002
"439",82.389999,82.389999,80.940002,81.550003,3246000,81.550003
"440",81.910004,82.690002,81.559998,82.220001,4748800,82.220001
"441",82.410004,82.970001,81.43,81.639999,2729500,81.639999
"442",81.639999,82.150002,80.830002,81.550003,2995900,81.550003
"443",81.120003,81.68,80.849998,81.110001,2586500,81.110001
"444",81.150002,81.629997,80.220001,80.639999,3639100,80.639999
"445",80.629997,82.470001,80.629997,82.279999,2111400,82.279999
"446",83.599998,85.459999,82.550003,82.860001,5335800,82.860001
"447",82.919998,85.099998,82.339996,84.230003,4312200,84.230003
