"Index" "CAOpen" "CAHigh" "CALow" "CAClose" "CAVolume" "CAAdjusted"
"2013-07-11" 28.202335 28.568092 28.140078 28.498055 6497217 22.601011
"2013-07-12" 28.459145 28.56031 28.264591 28.466927 3684095 22.576328
"2013-07-15" 28.451363 28.762646 28.435799 28.708172 4078847 22.767653
"2013-07-16" 28.614786 28.723736 28.365759 28.607004 2544300 22.68742
"2013-07-17" 28.653696 28.801556 28.482491 28.66148 3728813 22.730627
"2013-07-18" 28.645914 28.894941 28.575874 28.653696 3191298 22.724445
"2013-07-19" 28.754864 28.879377 28.498055 28.80934 2758638 22.847887
"2013-07-22" 28.715954 28.754864 28.544746 28.66148 2623713 22.730627
"2013-07-23" 28.66148 28.793774 28.513618 28.747082 2558564 22.798513
"2013-07-24" 28.747082 28.770428 28.5214 28.583658 2438545 22.6689
"2013-07-25" 28.5214 28.817122 28.482491 28.723736 2035054 22.779993
"2013-07-26" 28.536964 28.599222 28.287937 28.59144 3525783 22.675074
"2013-07-29" 28.404669 28.63035 28.342413 28.474709 2242968 22.737215
"2013-07-30" 28.536964 28.77821 28.326847 28.365759 2737179 22.650217
"2013-07-31" 28.280155 28.389105 28.140078 28.178988 3901902 22.501081
"2013-08-01" 28.396887 28.568092 28.272373 28.459145 3103661 22.724789
"2013-08-02" 28.373541 28.824903 28.256809 28.824903 3883398 23.016851
"2013-08-05" 28.77821 29.011673 28.692608 28.972763 3347682 23.134918
"2013-08-06" 28.871595 28.957197 28.723736 28.840467 3990567 23.029274
"2013-08-07" 28.801556 28.801556 28.536964 28.638132 2872875 22.86771
"2013-08-08" 28.70039 28.770428 28.474709 28.529182 2638619 22.78071
"2013-08-09" 28.513618 28.684826 28.443581 28.5214 1838578 22.774502
"2013-08-12" 28.389105 28.59144 28.319065 28.5214 1963608 22.774502
"2013-08-13" 28.599222 28.63035 28.412451 28.482491 1265725 22.743431
"2013-08-14" 28.451363 28.490273 28.007782 28.015564 3154547 22.370581
"2013-08-15" 27.797665 27.805447 27.245136 27.276264 3303478 21.780251
"2013-08-16" 27.182878 27.214008 26.949415 27.066149 3259788 21.612471
"2013-08-19" 27.058367 27.307392 27.042803 27.167315 3489932 21.69326
"2013-08-20" 27.175097 27.447472 27.167315 27.237354 2652112 21.749187
"2013-08-21" 27.252918 27.252918 26.848249 26.856031 2309145 21.444693
"2013-08-22" 26.80934 27.081713 26.731518 26.918287 2696830 21.494404
"2013-08-23" 26.996109 27.346304 26.918287 27.29961 2578096 21.798891
"2013-08-26" 27.307392 27.354086 26.856031 26.856031 3812723 21.444693
"2013-08-27" 26.70039 26.957197 26.692608 26.747082 2762108 21.357695
"2013-08-28" 26.66148 26.677044 26.326847 26.412451 3136814 21.090492
"2013-08-29" 26.350195 26.677044 26.241245 26.490273 3959470 21.152632
"2013-08-30" 26.505836 26.59144 26.256809 26.319065 4096194 21.015924
"2013-09-03" 26.575874 26.653696 26.287937 26.381323 3607124 21.065634
"2013-09-04" 26.326847 26.513618 26.249027 26.350195 4058158 21.040781
"2013-09-05" 26.350195 26.459145 26.280155 26.319065 2155202 21.015924
"2013-09-06" 26.412451 26.474709 26.046694 26.225681 3194253 20.941353
"2013-09-09" 26.295719 26.451363 26.077822 26.116732 5857673 20.854359
"2013-09-10" 25.315174 25.315174 23.844358 24.544746 24554680 19.599115
"2013-09-11" 24.7393 24.817122 24.202335 24.817122 17082405 19.816616
"2013-09-12" 24.840467 24.871595 24.669262 24.723736 10495495 19.742046
"2013-09-13" 24.80934 25.003891 24.762646 24.80934 6591408 19.810394
"2013-09-16" 25.058367 25.175097 24.910505 24.972763 5359478 19.940899
"2013-09-17" 24.770428 24.964981 24.731518 24.785992 7200883 19.791758
"2013-09-18" 24.770428 24.957197 24.568092 24.957197 8476503 19.928463
"2013-09-19" 24.731518 24.77821 23.556419 23.968872 20331656 19.139282
"2013-09-20" 24.085604 24.140078 23.89105 24.124514 9860191 19.263557
"2013-09-23" 24.101168 24.140078 23.813231 23.945524 5608768 19.120634
"2013-09-24" 23.937742 24.046694 23.735409 23.898832 5824520 19.083353
"2013-09-25" 23.968872 23.992218 23.688717 23.696499 7641124 18.921793
"2013-09-26" 23.735409 23.766537 23.533073 23.719845 4329551 18.940434
"2013-09-27" 23.564201 23.603113 23.361868 23.556419 4485550 18.809927
"2013-09-30" 23.494164 23.634241 23.245136 23.610895 8156023 18.853436
"2013-10-01" 23.571983 23.766537 23.470818 23.743191 7479728 18.959076
"2013-10-02" 23.587549 23.898832 23.494164 23.828794 8057207 19.027428
"2013-10-03" 23.774319 23.867704 23.603113 23.657587 6277225 18.890722
"2013-10-04" 23.610895 23.688717 23.501945 23.634241 3564719 18.872078
"2013-10-07" 23.463036 23.782101 23.424126 23.610895 3317999 18.853436
"2013-10-08" 23.657587 23.657587 23.416342 23.416342 3558037 18.69808
"2013-10-09" 23.4786 23.634241 23.33852 23.494164 4405109 18.760221
"2013-10-10" 23.673153 23.968872 23.657587 23.953306 4356407 19.12685
"2013-10-11" 23.875486 24.054476 23.828794 24.007782 3314786 19.170351
"2013-10-14" 23.867704 23.992218 23.813231 23.937742 1975173 19.114428
"2013-10-15" 23.883268 24.101168 23.805447 23.945524 3394456 19.120634
"2013-10-16" 24.116732 24.303501 24.046694 24.280155 4120738 19.387838
"2013-10-17" 24.194553 24.443581 24.140078 24.381323 3146580 19.468628
"2013-10-18" 24.389105 24.435799 24.14786 24.256809 4724945 19.369196
"2013-10-21" 24.249027 24.272373 23.992218 24.256809 3360275 19.369196
"2013-10-22" 24.272373 24.801556 24.249027 24.762646 5219028 19.773113
"2013-10-23" 24.715954 24.801556 24.568092 24.59144 3800387 19.636402
"2013-10-24" 24.653696 24.708172 24.428017 24.568092 2701584 19.617764
"2013-10-25" 24.59144 24.723736 24.474709 24.684826 4375811 19.710976
"2013-10-28" 24.708172 25.105059 24.669262 25.058367 8813558 20.009251
"2013-10-29" 24.980545 25.097277 24.793774 25.089495 5024993 20.190863
"2013-10-30" 25.136187 25.136187 24.856031 24.964981 3966409 20.090658
"2013-10-31" 24.964981 25.073931 24.747082 24.754864 3143624 19.921572
"2013-11-01" 24.785992 24.832685 24.59144 24.747082 3732411 19.915304
"2013-11-04" 24.754864 24.848249 24.482491 24.63035 2935326 19.821365
"2013-11-05" 24.63035 25.447472 24.536964 25.33852 6960974 20.391272
"2013-11-06" 25.392996 25.649805 25.291828 25.595331 5351511 20.59794
"2013-11-07" 25.657587 25.680935 25.112841 25.182878 4168154 20.26602
"2013-11-08" 25.175097 25.400778 24.887159 25.400778 4137828 20.441374
"2013-11-11" 25.400778 25.548637 25.097277 25.22179 4300638 20.297331
"2013-11-12" 25.198444 25.2607 24.941633 25.159533 3276365 20.247229
"2013-11-13" 25.120623 25.556419 25.081713 25.533073 3679341 20.547831
"2013-11-14" 25.533073 25.828794 25.463036 25.727627 3258632 20.704405
"2013-11-15" 25.696499 25.719845 25.463036 25.680935 3287930 20.666826
"2013-11-18" 25.743191 25.743191 25.291828 25.361868 3524755 20.410063
"2013-11-19" 25.291828 25.40856 25.112841 25.33852 2957299 20.391272
"2013-11-20" 25.346304 25.392996 25.003891 25.112841 3558936 20.209654
"2013-11-21" 25.089495 25.136187 24.949415 25.042803 3511263 20.15329
"2013-11-22" 24.996109 25.509727 24.996109 25.431908 3804628 20.466421
"2013-11-25" 25.455254 25.634241 25.322956 25.385214 2833554 20.428844
"2013-11-26" 25.447472 25.556419 25.143969 25.252918 7372045 20.322384
"2013-11-27" 25.276264 25.626459 25.245136 25.533073 2994179 20.547831
"2013-11-29" 25.595331 25.844358 25.486382 25.673153 2310816 20.660572
"2013-12-02" 25.680935 25.750973 25.424126 25.595331 3387389 20.59794
"2013-12-03" 25.4786 25.743191 25.377432 25.634241 3808483 20.629253
"2013-12-04" 25.486382 25.680935 25.2607 25.587549 3745646 20.591681
"2013-12-05" 25.4786 25.610895 25.268482 25.400778 2381234 20.441374
"2013-12-06" 25.571983 25.789883 25.533073 25.735409 3291399 20.710665
"2013-12-09" 25.797665 26.046694 25.657587 25.774319 3918993 20.741982
"2013-12-10" 25.712063 25.727627 25.206226 25.29961 3385718 20.359955
"2013-12-11" 25.354086 25.400778 25.151751 25.307392 3512805 20.366219
"2013-12-12" 25.307392 25.315174 24.902723 25.019455 3633209 20.134502
"2013-12-13" 24.988327 24.988327 24.536964 24.645914 5131519 19.833893
"2013-12-16" 24.66148 24.785992 24.474709 24.723736 3820562 19.896523
"2013-12-17" 24.638132 24.692608 24.295719 24.498055 5425142 19.714905
"2013-12-18" 24.5214 24.747082 24.14786 24.7393 6729031 19.909044
"2013-12-19" 25.719845 26.381323 25.564201 26.046694 11777796 20.961178
"2013-12-20" 26.038912 26.396887 25.992218 26.101168 5884658 21.005011
"2013-12-23" 26.249027 26.256809 25.867704 25.922178 3110857 20.860966
"2013-12-24" 25.961088 26.155642 25.922178 26.062258 1184642 20.973698
"2013-12-26" 26.054476 26.132296 25.92996 26.007782 1982755 20.929863
"2013-12-27" 25.992218 26.241245 25.906614 26.10895 1781267 21.011276
"2013-12-30" 26.124514 26.225681 26.046694 26.210117 1578109 21.092686
"2013-12-31" 26.225681 26.326847 26.031128 26.225681 2181930 21.105215
"2014-01-02" 26.194553 26.249027 26.038912 26.124514 2446640 21.023804
"2014-01-03" 26.101168 26.202335 26.007782 26.062258 1804012 20.973698
"2014-01-06" 26.14786 26.202335 25.875486 25.937742 2197864 20.873493
"2014-01-07" 25.992218 26.404669 25.992218 26.381323 4521658 21.230467
"2014-01-08" 26.202335 26.241245 25.992218 26.163424 3761323 21.055113
"2014-01-09" 26.140078 26.280155 25.968872 26.264591 3007543 21.13653
"2014-01-10" 26.326847 26.412451 26.225681 26.350195 2743475 21.20542
"2014-01-13" 26.233463 26.451363 26.077822 26.124514 2779327 21.023804
"2014-01-14" 26.132296 26.389105 26.132296 26.365759 2898061 21.217945
"2014-01-15" 26.404669 26.599222 26.202335 26.272373 3170095 21.142792
"2014-01-16" 26.256809 26.5214 26.085604 26.498055 3351409 21.324409
"2014-01-17" 26.381323 26.404669 25.961088 26.007782 2393570 20.929863
"2014-01-21" 26.163424 26.171206 25.875486 26.116732 2577582 21.017538
"2014-01-22" 26.085604 26.287937 26.031128 26.186769 2499711 21.073902
"2014-01-23" 26.062258 26.101168 25.743191 25.883268 3364002 20.829659
"2014-01-24" 25.750973 25.813231 25.486382 25.486382 3382634 20.510263
"2014-01-27" 25.533073 25.750973 25.424126 25.673153 4023463 20.660572
"2014-01-28" 25.595331 25.634241 25.2607 25.517509 7642409 20.535313
"2014-01-29" 25.182878 25.22179 24.614786 24.793774 6742267 20.106176
"2014-01-30" 24.902723 25.019455 24.66148 24.747082 3102376 20.068314
"2014-01-31" 24.575874 24.964981 24.474709 24.7393 3692062 20.062004
"2014-02-03" 24.708172 24.7393 23.85214 23.89105 4769792 19.37413
"2014-02-04" 23.937742 24.062258 23.774319 23.984436 3719561 19.449848
"2014-02-05" 23.883268 24.007782 23.743191 23.906614 3464617 19.386749
"2014-02-06" 23.968872 23.968872 23.618677 23.89105 6079849 19.37413
"2014-02-07" 23.976654 24.163424 23.898832 24.007782 4960229 19.468786
"2014-02-10" 24.07004 24.202335 23.922178 24.163424 5028077 19.595007
"2014-02-11" 22.583658 23.035019 22.256809 22.63035 19785145 18.35178
"2014-02-12" 22.677044 22.677044 22.498055 22.544746 8925996 18.28236
"2014-02-13" 22.490273 22.614786 22.412451 22.568092 4797676 18.301292
"2014-02-14" 22.544746 22.933851 22.529182 22.848249 6620963 18.528479
"2014-02-18" 22.848249 22.856031 22.544746 22.715954 5185104 18.421198
"2014-02-19" 22.692608 22.715954 22.466927 22.5214 3625114 18.263424
"2014-02-20" 22.5214 22.536964 22.217899 22.225681 11300804 18.023615
"2014-02-21" 22.210117 22.287937 22.038912 22.178988 11118077 17.985754
"2014-02-24" 22.202335 22.295719 22.077822 22.210117 6517777 18.011
"2014-02-25" 22.249027 22.287937 22.062258 22.124514 5268372 17.941582
"2014-02-26" 22.124514 22.233463 22.038912 22.046694 5893267 17.878473
"2014-02-27" 22.07004 22.124514 21.859922 21.992218 5553128 17.83429
"2014-02-28" 22.023346 22.225681 21.992218 22.101168 4684982 17.922647
"2014-03-03" 22.038912 22.186769 22 22.085604 5844694 17.910021
"2014-03-04" 22.311283 22.396887 22.210117 22.373541 6484367 18.143522
"2014-03-05" 22.396887 22.669262 22.381323 22.552528 5978848 18.288671
"2014-03-06" 22.568092 22.770428 22.552528 22.677044 4348569 18.389643
"2014-03-07" 22.747082 23.011673 22.70039 22.933851 4690893 18.5979
"2014-03-10" 22.871595 22.941633 22.70039 22.902723 4220326 18.57266
"2014-03-11" 22.941633 23.003891 22.856031 22.887159 3733825 18.560032
"2014-03-12" 22.848249 23.268482 22.770428 23.206226 4183189 18.818781
"2014-03-13" 23.2607 23.330738 22.887159 22.933851 4123179 18.5979
"2014-03-14" 22.832685 23.035019 22.785992 22.894941 3701057 18.566345
"2014-03-17" 22.988327 23.042803 22.894941 23.003891 2527210 18.654699
"2014-03-18" 22.988327 23.245136 22.964981 23.198444 3211986 18.812468
"2014-03-19" 23.245136 23.315174 22.964981 23.027237 4215057 18.673628
"2014-03-20" 23.501945 23.595331 23.073931 23.33852 5941069 18.926064
"2014-03-21" 23.447472 23.447472 23.214008 23.400778 7876921 18.976545
"2014-03-24" 23.377432 23.610895 23.307392 23.431908 5186003 19.001793
"2014-03-25" 23.556419 23.603113 23.330738 23.540855 5521645 19.090139
"2014-03-26" 23.571983 23.665371 23.509727 23.540855 5397257 19.090139
"2014-03-27" 23.564201 23.727627 23.525291 23.696499 4244484 19.216358
"2014-03-28" 23.743191 23.906614 23.696499 23.883268 2818905 19.367813
"2014-03-31" 24.015564 24.14786 23.844358 24.14786 4079746 19.582382
"2014-04-01" 24.132296 24.163424 23.774319 23.984436 3719176 19.449848
"2014-04-02" 23.984436 24.357977 23.937742 24.217899 3591961 19.639181
"2014-04-03" 24.140078 24.5214 24.140078 24.498055 4377610 19.866367
"2014-04-04" 24.505836 24.575874 24.077822 24.10895 3815036 19.550831
"2014-04-07" 24.155642 24.311283 24.124514 24.186769 3792292 19.613934
"2014-04-08" 24.186769 24.326847 24.116732 24.287937 3665463 19.695978
"2014-04-09" 24.357977 24.389105 24.023346 24.202335 3900360 19.626558
"2014-04-10" 24.225681 24.373541 23.844358 23.844358 3450611 19.33626
"2014-04-11" 23.813231 23.968872 23.618677 23.735409 3041981 19.247915
"2014-04-14" 23.89105 24.085604 23.782101 23.992218 2836638 19.456167
"2014-04-15" 24.046694 24.07004 23.813231 24.023346 2629496 19.481405
"2014-04-16" 24.124514 24.280155 24.124514 24.280155 2237057 19.689663
"2014-04-17" 24.225681 24.412451 24.210117 24.389105 2357461 19.778017
"2014-04-21" 24.365759 24.435799 24.210117 24.295719 1856568 19.702286
"2014-04-22" 24.319065 24.482491 24.264591 24.334629 2547513 19.733841
"2014-04-23" 24.357977 24.451363 24.210117 24.249027 1709050 19.664423
"2014-04-24" 24.241245 24.272373 24.101168 24.171206 2607908 19.601313
"2014-04-25" 24.186769 24.249027 24.046694 24.124514 2355534 19.563452
"2014-04-28" 24.023346 24.124514 23.875486 23.89105 4067282 19.531645
"2014-04-29" 23.898832 24.007782 23.712063 23.719845 2241811 19.391672
"2014-04-30" 23.719845 23.789883 23.673153 23.743191 3209159 19.410761
"2014-05-01" 23.680935 23.743191 23.540855 23.688717 2395369 19.366224
"2014-05-02" 23.719845 23.883268 23.657587 23.821012 1990208 19.474382
"2014-05-05" 23.712063 23.719845 23.400778 23.618677 2667789 19.308962
"2014-05-06" 23.579767 23.610895 23.447472 23.494164 2335616 19.207174
"2014-05-07" 23.587549 24 23.525291 23.992218 2966551 19.614349
"2014-05-08" 23.937742 24.015564 23.673153 23.735409 2076046 19.4044
"2014-05-09" 23.735409 23.961088 23.673153 23.945524 2394212 19.576174
"2014-05-12" 24.046694 24.10895 23.914396 24.085604 3010755 19.690691
"2014-05-13" 24.124514 24.350195 24.062258 24.272373 2490330 19.843386
"2014-05-14" 24.303501 24.513618 24.241245 24.490273 2976317 20.021517
"2014-05-15" 24.396887 24.396887 24.124514 24.210117 3421827 19.792488
"2014-05-16" 24.217899 24.552528 24.186769 24.466927 3326351 20.002438
"2014-05-19" 24.350195 24.451363 24.256809 24.412451 1903727 19.957903
"2014-05-20" 24.357977 24.443581 24.280155 24.326847 1841919 19.887915
"2014-05-21" 24.365759 24.536964 24.319065 24.451363 1856183 19.989712
"2014-05-22" 24.451363 24.583658 24.357977 24.583658 2637848 20.097866
"2014-05-23" 24.59144 24.723736 24.498055 24.599222 1834338 20.11059
"2014-05-27" 24.63035 24.638132 24.451363 24.56031 3585150 20.078773
"2014-05-28" 24.614786 24.747082 24.498055 24.575874 2386888 20.091503
"2014-05-29" 24.622568 25.136187 24.568092 25.035019 4034643 20.466869
"2014-05-30" 24.980545 25.159533 24.918287 25.136187 3151463 20.549576
"2014-06-02" 25.143969 25.143969 24.933851 25.003891 4372341 20.441418
"2014-06-03" 24.980545 25.097277 24.871595 25.050585 3109829 20.479593
"2014-06-04" 25.003891 25.276264 24.980545 25.19066 3627298 20.594107
"2014-06-05" 25.22179 25.361868 25.151751 25.276264 2493928 20.664087
"2014-06-06" 25.2607 25.447472 25.167315 25.447472 2594287 20.804058
"2014-06-09" 25.392996 25.501945 25.268482 25.330738 3423240 20.70863
"2014-06-10" 25.400778 25.400778 25.081713 25.268482 2832911 20.657726
"2014-06-11" 25.206226 25.229572 24.957197 25.081713 2788065 20.505047
"2014-06-12" 25.050585 25.105059 24.949415 25.081713 2957299 20.505047
"2014-06-13" 25.066149 25.291828 24.972763 25.291828 3352694 20.676819
"2014-06-16" 25.237354 25.517509 25.073931 25.517509 3183459 20.86132
"2014-06-17" 25.424126 25.564201 25.36965 25.564201 5713753 20.89949
"2014-06-18" 24.389105 24.396887 23.486382 23.712063 21615242 19.385311
"2014-06-19" 23.43969 23.571983 22.70039 22.863813 19736315 18.691839
"2014-06-20" 22.677044 22.723736 22.311283 22.420233 18941671 18.329203
"2014-06-23" 22.420233 22.638132 22.342413 22.435799 9949370 18.34193
"2014-06-24" 22.412451 22.474709 22.326847 22.428017 8442450 18.335564
"2014-06-25" 22.389105 22.428017 22.256809 22.357977 9230541 18.278311
"2014-06-26" 22.669262 22.793774 22.334629 22.544746 10657662 18.430998
"2014-06-27" 22.529182 23.081713 22.513618 23.058367 14712094 18.850893
"2014-06-30" 22.887159 23.175097 22.708172 23.097277 8767041 18.882702
"2014-07-01" 23.136187 23.447472 23.050585 23.416342 7524703 19.143557
"2014-07-02" 23.416342 23.766537 23.346304 23.750973 10841931 19.417124
"2014-07-03" 23.750973 24.319065 23.743191 24.178988 8837588 19.767038
"2014-07-07" 24.10895 24.210117 24.062258 24.163424 7349301 19.754313
"2014-07-08" 24.07004 24.194553 23.828794 23.844358 6016242 19.493465
"2014-07-09" 23.92996 23.984436 23.750973 23.782101 5937857 19.442572
"2014-07-10" 23.657587 23.859922 23.579767 23.743191 4520116 19.410761
"2014-07-11" 23.758755 23.898832 23.688717 23.805447 3774816 19.461658
"2014-07-14" 23.867704 24.077822 23.712063 24.038912 9034835 19.652519
"2014-07-15" 23.976654 24.171206 23.953306 24.085604 8777193 19.690691
"2014-07-16" 24.085604 24.14786 23.953306 24.031128 4417830 19.646156
"2014-07-17" 23.922178 23.953306 23.727627 23.743191 3819277 19.410761
"2014-07-18" 23.782101 24 23.680935 23.867704 4091954 19.512558
"2014-07-21" 23.883268 23.992218 23.719845 23.85214 5329666 19.499825
"2014-07-22" 23.85214 23.976654 23.719845 23.828794 3558679 19.48074
"2014-07-23" 23.883268 24.233463 23.789883 24.186769 8177868 19.773397
"2014-07-24" 24.023346 24.163424 23.797665 24.140078 6720165 19.895258
"2014-07-25" 24.031128 24.225681 23.992218 24.186769 5094511 19.933741
"2014-07-28" 24.171206 24.233463 24.054476 24.077822 4506495 19.843948
"2014-07-29" 24.093386 24.202335 23.828794 23.836576 5398799 19.645124
"2014-07-30" 23.914396 23.92996 23.626459 23.743191 7035889 19.568163
"2014-07-31" 23.595331 23.595331 23.346304 23.447472 5429511 19.32444
"2014-08-01" 23.43969 23.665371 23.268482 23.649805 7171714 19.491196
"2014-08-04" 23.533073 23.867704 23.470818 23.836576 5038228 19.645124
"2014-08-05" 23.774319 23.92996 23.680935 23.735409 5721848 19.561749
"2014-08-06" 23.696499 24.085604 23.680935 23.953306 4659153 19.741335
"2014-08-07" 24.085604 24.202335 23.875486 23.968872 4088227 19.75416
"2014-08-08" 23.992218 24.101168 23.859922 24.093386 3108415 19.856779
"2014-08-11" 24.077822 24.474709 24.038912 24.459145 6157078 20.158224
"2014-08-12" 24.389105 24.505836 24.295719 24.459145 3523599 20.158224
"2014-08-13" 24.459145 24.490273 24.357977 24.474709 3521928 20.171047
"2014-08-14" 24.513618 24.817122 24.498055 24.801556 3035427 20.440422
"2014-08-15" 24.848249 24.933851 24.583658 24.731518 3680369 20.382698
"2014-08-18" 24.817122 24.840467 24.70039 24.817122 2691947 20.453253
"2014-08-19" 24.848249 24.933851 24.793774 24.817122 2753370 20.453253
"2014-08-20" 24.793774 24.996109 24.747082 24.918287 2702612 20.536625
"2014-08-21" 24.980545 25.151751 24.964981 25.019455 3147094 20.620007
"2014-08-22" 25.042803 25.097277 24.770428 24.785992 2168566 20.427599
"2014-08-25" 24.856031 25.003891 24.848249 24.988327 1582092 20.594353
"2014-08-26" 24.980545 25.073931 24.793774 24.801556 1989437 20.440422
"2014-08-27" 24.863813 25.035019 24.856031 25.003891 2334974 20.607176
"2014-08-28" 24.902723 25.019455 24.848249 25.003891 2160985 20.607176
"2014-08-29" 24.996109 25.073931 24.941633 25.058367 2160985 20.652073
"2014-09-02" 25.050585 25.097277 24.840467 24.988327 2781640 20.594353
"2014-09-03" 25.097277 25.291828 25.035019 25.229572 3656725 20.793173
"2014-09-04" 25.198444 25.377432 25.182878 25.252918 3140797 20.81242
"2014-09-05" 25.214008 25.29961 25.081713 25.29961 1894989 20.850899
"2014-09-08" 25.29961 25.587549 25.276264 25.424126 2940851 20.953518
"2014-09-09" 25.354086 25.431908 25.268482 25.284046 2674471 20.838072
"2014-09-10" 25.291828 25.307392 25.066149 25.2607 2763907 20.818832
"2014-09-11" 25.245136 25.40856 25.175097 25.291828 2810681 20.844484
"2014-09-12" 25.315174 25.330738 25.058367 25.167315 2229218 20.741865
"2014-09-15" 25.159533 25.198444 25.011673 25.175097 4622916 20.74828
"2014-09-16" 25.167315 25.2607 25.089495 25.19066 3609822 20.761108
"2014-09-17" 25.105059 25.159533 24.645914 24.910505 5806273 20.530212
"2014-09-18" 25.836576 26.186769 25.19066 26.054476 12623455 21.473028
"2014-09-19" 26.178988 26.420233 26.093386 26.155642 7676847 21.556402
"2014-09-22" 26.077822 26.217899 26.007782 26.093386 6370002 21.505096
"2014-09-23" 26.07004 26.07004 25.758755 25.789883 5579342 21.254965
"2014-09-24" 25.789883 26.077822 25.789883 26.07004 2549826 21.485859
"2014-09-25" 26.007782 26.007782 25.556419 25.564201 3362588 21.068968
"2014-09-26" 25.634241 25.961088 25.634241 25.867704 2229218 21.319101
"2014-09-29" 25.680935 25.750973 25.571983 25.665371 2862338 21.152342
"2014-09-30" 25.735409 25.859922 25.603113 25.712063 3477853 21.190826
"2014-10-01" 25.719845 25.85214 25.587549 25.743191 4404209 21.216476
"2014-10-02" 25.642023 25.680935 25.22179 25.501945 4104418 21.017653
"2014-10-03" 25.571983 25.968872 25.470818 25.937742 8138804 21.376818
"2014-10-06" 25.953306 26.249027 25.875486 26.217899 4546459 21.607716
"2014-10-07" 26.155642 26.443581 25.906614 25.906614 4986828 21.35117
"2014-10-08" 25.961088 26.357977 25.92996 26.350195 3852044 21.716745
"2014-10-09" 26.264591 26.957197 26.140078 26.342413 6854576 21.710333
"2014-10-10" 26.319065 26.59144 26.054476 26.07004 4005987 21.485859
"2014-10-13" 26.031128 26.140078 25.774319 25.797665 3290371 21.261374
"2014-10-14" 25.89105 26.256809 25.875486 26.132296 4153120 21.537165
"2014-10-15" 25.945524 26.241245 25.556419 26.163424 8021355 21.56282
"2014-10-16" 25.875486 26.163424 25.688717 25.906614 5824905 21.35117
"2014-10-17" 26.023346 26.217899 25.735409 26.186769 5984117 21.58206
"2014-10-20" 26.093386 26.723736 26.093386 26.669262 8332711 21.979712
"2014-10-21" 26.669262 26.692608 26.350195 26.490273 5264902 21.832191
"2014-10-22" 26.482491 26.840467 26.459145 26.583658 2906285 21.909163
"2014-10-23" 26.638132 26.653696 26.350195 26.474709 2817491 21.819366
"2014-10-24" 26.513618 26.638132 26.443581 26.614786 2197607 21.934809
"2014-10-27" 26.575874 26.645914 26.435799 26.505836 1893190 21.84502
"2014-10-28" 26.59144 26.770428 26.536964 26.708172 3226250 22.01178
"2014-10-29" 26.505836 26.505836 25.836576 26.124514 5423728 21.688744
"2014-10-30" 26.14786 26.505836 25.992218 26.404669 4508166 21.921324
"2014-10-31" 26.684826 26.747082 26.575874 26.731518 4208504 22.19268
"2014-11-03" 26.63035 26.832685 26.59144 26.80934 3261459 22.257292
"2014-11-04" 26.832685 26.863813 26.70039 26.731518 3605582 22.19268
"2014-11-05" 26.949415 26.949415 26.575874 26.747082 3809382 22.205597
"2014-11-06" 26.762646 27.042803 26.7393 27.042803 4904203 22.451111
"2014-11-07" 26.848249 27.175097 26.638132 26.941633 5424499 22.367121
"2014-11-10" 26.949415 27.035019 26.762646 26.871595 2991223 22.308971
"2014-11-11" 26.793774 26.793774 26.544746 26.614786 2555094 22.095762
"2014-11-12" 26.614786 27.003891 26.513618 26.964981 3797946 22.386501
"2014-11-13" 26.980545 27.19066 26.910505 27.027237 2558949 22.438185
"2014-11-14" 27.019455 27.151751 26.918287 27.027237 2067693 22.438185
"2014-11-17" 27.011673 27.198444 27.003891 27.198444 2462574 22.580322
"2014-11-18" 27.214008 27.750973 27.042803 27.743191 5559810 23.032578
"2014-11-19" 27.719845 27.945524 27.548637 27.680935 4487220 22.980892
"2014-11-20" 27.603113 27.821012 27.587549 27.657587 2709808 22.961508
"2014-11-21" 27.821012 27.89105 27.571983 27.634241 2633993 22.942129
"2014-11-24" 27.719845 27.813231 27.564201 27.587549 2276121 22.903364
"2014-11-25" 27.626459 27.789883 27.587549 27.634241 4582439 22.942129
"2014-11-26" 27.618677 27.906614 27.618677 27.898832 1963351 23.161787
"2014-11-28" 28 28.466927 27.953306 28.420233 1677568 23.594658
"2014-12-01" 28.287937 28.677044 28.241245 28.334629 2343583 23.523588
"2014-12-02" 28.342413 28.7393 28.334629 28.653696 3557266 23.788485
"2014-12-03" 28.544746 28.708172 28.256809 28.5214 4281106 23.678646
"2014-12-04" 28.505836 28.63035 28.311283 28.412451 2379306 23.588207
"2014-12-05" 28.326847 28.785992 28.326847 28.785992 3480937 23.898315
"2014-12-08" 28.70039 28.933851 28.638132 28.824903 4012027 23.930624
"2014-12-09" 28.599222 28.848249 28.412451 28.77821 2517187 23.89185
"2014-12-10" 28.77821 28.824903 28.389105 28.638132 5207334 23.77556
"2014-12-11" 28.747082 29.151751 28.638132 29.019455 4074478 24.092138
"2014-12-12" 28.793774 29.011673 28.575874 28.583658 3321083 23.730335
"2014-12-15" 28.770428 28.832685 28.342413 28.529182 3104817 23.685108
"2014-12-16" 28.459145 28.964981 28.357977 28.443581 3184102 23.614044
"2014-12-17" 28.544746 28.871595 28.373541 28.871595 3908584 23.969385
"2014-12-18" 27.704281 28.482491 27.291828 28.466927 8219374 23.633427
"2014-12-19" 28.428017 28.910505 28.412451 28.684826 8594209 23.814331
"2014-12-22" 28.669262 28.902723 28.404669 28.684826 3313630 23.814331
